Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549)
1e-12,0.0022372885741451932,1.4682001606619412e-26,2.4099437141426979e-33,1.6950693754592565e-31,2.438275224160886e-32,7.94763561046892e-37,0.0,0.0,1.0457912872073789e-22,2.7901190818259353e-32,6.1132146571881302e-49,1.9451558866700489e-49,7.9360424306294504e-46,1.6064994314491676e-77,4.0640134624018762e-50,3.6209235861470948e-45,1.8539301614287511e-22,1.6335737832064219e-31,5.3537318776709636e-82,2.3051230619167248e-76,4.6684062728007153e-49,1.7510491446971574e-49,1.8446842129959525e-46,4.4834100079642841e-55,3.5906240144918369e-34,6.5938776143831191e-55,9.1387553290388989e-48,8.2385413879413932e-28,1.9426371791158399e-30,1.9616703548998937e-31,3.3105256811545154e-22,3.4169356808718813e-42,2.6952973921852231e-59,1.6218268280380742e-46,2.6998133751056896e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.5037949032971081e-22,3.503759254006625e-22,3.3105136356791426e-22,4.520975820698766e-23,3.8162504752046468e-23,1.9081246041399064e-23,9.7330034361482648e-27,1.065214864555639e-26,1.1554179001422787e-26,7.7314078751664058e-27,8.755989314464712e-27,1.1338218116981215e-26,4.5708899653886095e-27,4.863476089698313e-27,3.5494443118789914e-29,1.7482661847945495e-29,1.4659528509529855e-29,7.9693897367025601e-30,7.4348508933112239e-33,7.2911834183886497e-29,3.0997782516661267e-29,9.0189102050921861e-30,1.828125247088125e-40,5.444844351983845e-30,5.3364119216357829e-36,1.1774136473637953e-33,2.0016679341342768e-33,2.1132527788270598e-24,1.8539055401436753e-22,6.0217827375504713e-27,6.8547859239902548e-29,9.7356489169353147e-28,2.1061862456215598e-31,4.1300534995716281e-33,1.3969448660000189e-40,3.7130325183613606e-34,4.4077910007800211e-34,1.4648854921092719e-36,1.4357718094240801e-36,3.5661603189271068e-45,9.3795100751091111e-46,1.0779873519008089e-46
1.023e-12,0.0022372885741451932,1.501959542413185e-26,2.4935554414019861e-33,1.754192708071364e-31,2.5233195382010218e-32,8.2728747599210452e-37,0.0,0.0,1.0698377132458025e-22,2.8874350766986715e-32,6.3655117902647461e-49,2.0247577522218653e-49,8.2608013926194579e-46,1.6771366486654669e-77,4.2057568507824603e-50,3.7472171769497158e-45,1.8965578347795606e-22,1.6905505950702893e-31,5.6034771760654876e-82,2.4064761195456547e-76,4.8594482372757937e-49,1.8227029763615864e-49,1.9089675835726859e-46,4.6805545159185655e-55,3.7158600255987734e-34,6.8988454042716557e-55,9.512730126665951e-48,8.5258902260226562e-28,2.0103936980794492e-30,2.0300906829319771e-31,3.3866448957224499e-22,3.5567628367363207e-42,2.8199551337277188e-59,1.6955656905878942e-46,2.8225134487864924e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.5843582369737398e-22,3.5843213442906021e-22,3.3866324301198144e-22,4.6249148278494362e-23,3.9039875950004499e-23,1.9519931419451493e-23,1.0072465394314999e-26,1.10236805266717e-26,1.1957158781449158e-26,8.0010689684922081e-27,9.0613860170084877e-27,1.1733679113570342e-26,4.7303163319066117e-27,5.0331014928838049e-27,3.6732408162480059e-29,1.8092430000795266e-29,1.5170830268518518e-29,8.2473494604119718e-30,7.7390988158660568e-33,7.545478912680371e-29,3.2078940531300673e-29,9.3334970155981766e-30,1.9022538201326337e-40,5.6347520571043145e-30,5.5547900836248214e-36,1.2255960072918722e-33,2.0835828192433146e-33,2.1618429308918786e-24,1.8965323547427637e-22,6.2318138337258507e-27,7.0938712136452001e-29,1.0075201559351302e-27,2.1923748394832179e-31,4.2742311628592486e-33,1.4535202842216837e-40,3.8649762127689482e-34,4.5881653985810735e-34,1.5248383281031026e-36,1.4945288173280499e-36,3.7227211263767991e-45,9.7903856103892098e-46,1.1269485962477497e-46
2.047e-12,0.0022372885741451932,3.005041281946381e-26,9.9030587102712639e-33,7.0214353775080221e-31,1.0098790036491508e-31,6.6232229124661716e-36,0.0,0.0,2.140439077468368e-22,1.1555882418969804e-31,5.6835623210778805e-48,1.6212083526431094e-48,6.6119767343392626e-45,2.6825316074437778e-76,1.6828865890321307e-49,1.4996915470999588e-44,3.7943452741158243e-22,6.7656087558179559e-31,7.1201431227240787e-80,3.8496713309945163e-75,3.8898787464040462e-48,1.4581715372128322e-48,7.6009219978631486e-46,7.4979358757479777e-54,1.4870908600191501e-33,4.2370964698685173e-53,7.6135819477537602e-47,3.4120616008232595e-27,8.0456256130606453e-30,8.1244242977162526e-31,6.775457311084656e-22,2.8466307990426362e-41,1.7316954360922448e-57,5.205943255989228e-45,8.4855057903838553e-45,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.1710562777856643e-22,7.1709086366301384e-22,6.7754074252033914e-22,9.2506650912440015e-23,7.8086847014837704e-23,3.9043397283312265e-23,4.0301993356102801e-26,4.4116626756463006e-26,4.7842991255021214e-26,3.2020532843535145e-26,3.6263671868801779e-26,4.6958019851461718e-26,1.89307946069641e-26,2.0138433760706254e-26,1.4698130023229497e-28,7.2404037703982772e-29,6.0712181210513856e-29,3.3004875734467535e-29,6.1940574304935451e-32,3.0189553954340554e-28,1.2837895074183557e-28,3.7366294269715084e-29,1.3639452480871024e-39,2.2549676829324715e-29,4.4464441362063937e-35,9.8102762531054236e-33,1.6684121333092358e-32,4.3250591929411871e-24,3.7942433060160792e-22,2.4939521053045247e-26,2.8389615390415018e-28,4.0311850122832273e-27,1.754559887879768e-30,1.7193132317130769e-32,1.0291679247680926e-39,3.0932314171452944e-33,3.6720134698752842e-33,1.2223346236152638e-35,1.1968603145266006e-35,5.7109912341169853e-44,1.4223442139302736e-44,3.2795593495799419e-45
4.095e-12,0.0022372885741451932,6.0114260644658428e-26,3.9470652731187594e-32,2.810094809192943e-30,4.0407445746218985e-31,5.3015811347093859e-35,0.0,0.0,4.2816924300499849e-22,4.6236267164640456e-31,5.5119892252702484e-47,1.2980108904755899e-47,5.2900503282889562e-44,4.2832055895600954e-75,6.7309154080479245e-49,6.0004526249142357e-44,7.5896373206165297e-22,2.7068374209578308e-30,8.9916593508184067e-78,6.1512022151355958e-74,3.1127516400235076e-47,1.1654795704653642e-47,3.0104387777476887e-45,1.2008814742924749e-52,5.949653858184954e-33,2.5070236841084555e-51,6.0906964966575137e-46,1.3651142351618219e-26,3.2189565118508522e-29,3.2504597449053915e-30,1.3552492599273852e-21,2.2771616177720123e-40,1.0243184967655681e-55,1.5395589624259801e-43,2.4277136133251829e-43,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4343965653934652e-21,1.4343374991022121e-21,1.3552293025133e-21,1.8494990871932967e-22,1.5612035438016309e-22,7.8060072361008025e-23,1.6117806894450493e-25,1.7650277427186941e-25,1.9133609999123752e-25,1.2811132205919972e-25,1.450854778212e-25,1.8787058600286502e-25,7.5739780226645687e-26,8.0538517591650512e-26,5.8787553301933241e-28,2.896626151988988e-28,2.4288835897175873e-28,1.3203935826252609e-28,4.9551311819724937e-31,1.2072422466160394e-27,5.1361691572354052e-28,1.4960581066004894e-28,9.0178651846982517e-39,9.0213023378916164e-29,3.5580550786511844e-34,7.8498120024591364e-32,1.3359741163737407e-31,8.6510844805868373e-24,7.5892293858159297e-22,9.9777648434357056e-26,1.1358207677724834e-27,1.6120876068821921e-26,1.4034121405205328e-29,6.9488481701372459e-32,6.686602740744982e-39,2.4743084937298035e-32,2.9372771426926225e-32,9.8090750073391393e-35,9.5858708425254088e-35,8.4337339483696081e-43,1.9208439850321928e-43,8.8815149780131294e-44
8.191e-12,0.0022372885741451932,1.2025080007336456e-25,1.5760604348341225e-31,1.1248130270982421e-29,1.6166453380346785e-30,4.2441244651659082e-34,0.0,0.0,8.5644015969985986e-22,1.8497427665591239e-30,6.0736886634693965e-46,1.0395834328974178e-46,4.2308485201243966e-43,6.820224165223788e-74,2.6908041165115941e-48,2.4005447362673445e-43,1.5179090253959338e-21,1.0827845060174191e-29,1.125549326829242e-75,9.8107557569904927e-73,2.4904161247091351e-46,9.3027012864629849e-47,1.180441612816393e-44,1.9239416047086139e-51,2.3799584077967962e-32,1.3934240372826483e-49,4.8700518548626838e-45,5.4606273136084543e-26,1.2876415000514373e-28,1.300224844822108e-29,2.7104205415398236e-21,1.8206651031270612e-39,5.6898860197853464e-54,4.2751361239476128e-42,6.4510797701801855e-42,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.8687837848250958e-21,2.8685475339010765e-21,2.7103407187709258e-21,3.6954988559296085e-22,3.1194600834457311e-22,1.5597258555845776e-22,6.4422012991448355e-25,7.0602371660940644e-25,7.6475725405805521e-25,5.124773786102058e-25,5.8036011434764321e-25,7.5149500425656029e-25,3.0297284926214519e-25,3.219059578448638e-25,2.3501819269164372e-27,1.1585668529084922e-27,9.7148870743039112e-28,5.281087279428364e-28,3.9621040676933324e-30,4.8243572721346728e-27,2.0544691179110953e-27,5.993102906708977e-28,5.337113895397352e-38,3.6082481913071908e-28,2.8465664786556909e-33,6.2795136325966898e-31,1.0702754011879099e-30,1.730150621841933e-23,1.5177458656958795e-21,3.991102250080809e-25,4.5433863713097069e-27,6.4427303047762416e-26,1.1218380458251861e-28,2.8357287466755073e-31,3.8870882695247857e-38,1.9780970049756304e-31,2.3482110118116487e-31,7.8922380656808395e-34,7.682749369614895e-34,1.1683037456714096e-41,2.3434753590604125e-42,2.1759242543467045e-42
1e-11,0.0022372885741451932,1.4681792316418105e-25,2.6190582569370398e-31,1.87114910598196e-29,2.6879666060531849e-30,1.0812981981375884e-33,0.0,0.0,1.0456040546780624e-21,3.0753473506734668e-30,2.2617041457912155e-45,2.650144001704683e-46,1.076487600318862e-42,2.9173541171956706e-73,4.4701752945617486e-48,3.9909339216506036e-43,1.8529976250909828e-21,1.8000025272120624e-29,3.1691819434362661e-74,4.2081104894175034e-72,6.3397921816997572e-46,2.3604674254500945e-46,1.9226122761557175e-44,8.3122717068263097e-51,3.9563811039501725e-32,1.6671151943497562e-48,1.2387256288652919e-44,9.0775135588919052e-26,2.1405532804295898e-28,2.1614389040674095e-29,3.3087242786661594e-21,4.630517101989421e-39,6.7998836633533266e-53,2.7204959901056505e-41,3.9410579164602173e-41,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.5021095675874037e-21,3.5017168723113177e-21,3.3085916012653939e-21,4.5082623201489934e-22,3.8055394133533276e-22,1.9027627604110295e-22,1.0700214245829074e-24,1.1736470490140442e-24,1.2702231817703312e-24,8.5194891302743679e-25,9.647660288919017e-25,1.2492341408718752e-24,5.0365667171525614e-25,5.3466783297053388e-25,3.9043868147082737e-27,1.9257410171394412e-27,1.614793860112766e-27,8.777905135507996e-28,1.0077977429100358e-29,8.0114176111801415e-27,3.4151515071903158e-27,9.9779112963419479e-28,1.0329492899566217e-37,5.9975187470623814e-28,7.2459732913660488e-33,1.598251397043574e-30,2.7294999732916993e-30,2.1120529797210064e-23,1.8527264294754179e-21,6.6344114783647988e-25,7.5526633245595461e-27,1.0699862348650536e-25,2.8523524553653849e-28,4.8130648350065106e-31,7.4860497323425853e-38,5.0302354702755708e-31,5.9713937954745108e-31,2.0247521416208531e-33,1.9605005636798911e-33,4.1604898034509044e-41,7.456680617562056e-42,1.2205381429164146e-41
1.6383e-11,0.0022372885741451932,2.4055918722647044e-25,6.2992434965627549e-31,4.5045726502134507e-29,6.4680902399736484e-30,3.3990990564000677e-33,0.0,0.0,1.7130629500046884e-21,7.3998548467496694e-30,8.0989745099110606e-45,8.3329566665453471e-46,3.3819987901695473e-42,1.0804652207520495e-72,1.0748630921700572e-47,9.6025724900869414e-43,3.0353472833847904e-21,4.3306839143239508e-29,1.3954394884087767e-73,1.559460239337819e-71,1.9922195372286341e-45,7.4068739182630424e-46,4.5413382817360976e-44,3.085329494718962e-50,9.5187393513503896e-32,7.0578137695498509e-48,3.8911477350500924e-44,2.1839583710160165e-25,5.1500258587345883e-28,5.2002058140523489e-29,5.4198203284601894e-21,1.4544992120639741e-38,2.8785402279580666e-52,1.0811212693769881e-40,1.5570714336283071e-40,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.7367798115740306e-21,5.735835107287863e-21,5.4195011551416742e-21,7.3760728188291089e-22,6.2263489008050608e-22,3.1131577651137615e-22,2.5724479938855877e-24,2.8236413722527398e-24,3.0537439206246453e-24,2.0497636195974664e-24,2.3211302923169991e-24,3.0054911386693062e-24,1.2117632713383661e-24,1.2853914642182683e-24,9.388350219227506e-27,4.6326910946884434e-27,3.8846759991794321e-27,2.1116317725533584e-27,3.1657645569432592e-29,1.9256860476922109e-26,8.2162768199428058e-27,2.4038183242736213e-27,2.7944946290174207e-37,1.4427985279613719e-27,2.2769142824550235e-32,5.0219247611357017e-30,8.584022053854706e-30,3.4595835216458947e-23,3.0346948864156004e-21,1.5961245532613935e-24,1.8170803066181277e-26,2.5721019803625436e-25,8.9584185007468545e-28,1.1790033465087649e-30,2.0184872848520587e-37,1.5799610718484254e-30,1.8755681085756449e-30,6.3842752829375043e-33,6.1672314511003173e-33,1.4718324854200769e-40,2.5498465672850041e-41,4.7594007823226981e-41
3.2767e-11,0.0022372885741451932,4.8131666114740327e-25,2.519123040208241e-30,1.805912582934115e-28,2.5881867687962226e-29,2.725052469083683e-32,0.0,0.0,3.4266321360329422e-21,2.9603583451462154e-29,1.4055065802787869e-43,6.689926177779464e-45,2.7010105457507003e-41,1.6948714503437218e-71,4.2874042375409963e-47,3.84007895618833e-42,6.0684155654864133e-21,1.731740505416288e-28,1.7197467475390865e-71,2.4626247118596113e-70,1.5934103919518454e-44,5.8691207760266922e-45,1.6867349833520911e-43,4.9581369182360803e-49,3.8062471920980612e-31,3.1854760565037111e-46,3.104758983816195e-43,8.7326373697019562e-25,2.0593763377946696e-27,2.0793237232984147e-28,1.0834851417662317e-20,1.1602262721949391e-37,1.2960852839893047e-50,2.4343769564653497e-39,3.3774574215524446e-39,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1469659904347753e-20,1.1465883851272854e-20,1.0833575790815554e-20,1.4691804445526685e-21,1.2401869333895981e-21,6.2008684028143851e-22,1.0253501831023139e-23,1.1289831860447789e-23,1.2171711579228789e-23,8.1970816650335084e-24,9.2811304049034663e-24,1.2016876647758971e-23,4.8455530445430857e-24,5.1232931429051859e-24,3.7451203939026217e-26,1.8516379680057973e-26,1.5526984294620788e-26,8.4392958125346632e-27,2.5260829685423915e-28,7.6697248186006384e-26,3.2849126988035469e-26,9.6661637905415647e-27,1.315702433707602e-36,5.7666366276190434e-27,1.8207741371160807e-31,4.0143915568576601e-29,6.9008335839306987e-29,6.9158442365238998e-23,6.0658081664075183e-21,6.3813430517900404e-24,7.2654143932735893e-26,1.0247679897503019e-24,7.1399855071679826e-27,5.072869458446691e-30,9.6432886906595246e-37,1.2598175356904414e-29,1.4955053401109867e-29,5.2197499587971452e-32,4.9667204457701999e-32,1.648692585467649e-39,2.5135759731369341e-40,9.4303458085543636e-40
6.5535e-11,0.0022372885741451932,9.6339015441848176e-25,1.0078716976180831e-29,7.2560232284505027e-28,1.0359803071825448e-28,2.1891705392443584e-31,0.0,0.0,6.8550631542351755e-21,1.1844181049120648e-28,3.2057979548582033e-42,5.3847325426528389e-44,2.1533743526736134e-40,2.6085975879985303e-70,1.7053075251037096e-46,1.534079095523288e-41,1.2127327830900281e-20,6.9223619998854074e-28,2.1215432590110065e-69,3.8397897648750299e-69,1.2740669715999091e-43,4.6071951903508318e-44,5.8957566832279777e-43,8.0014670083360629e-48,1.5214263480144055e-30,1.281319487068676e-44,2.4706991349827661e-42,3.4903296834023054e-24,8.2320342847903565e-27,8.3108250782408228e-28,2.164986059342551e-20,9.2277229235641704e-37,5.1883454327455105e-49,4.88309386923503e-38,6.6407582033037161e-38,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2922985734577939e-20,2.29079043397572e-20,2.1644766851817194e-20,2.9143862037339907e-21,2.4601776401346426e-21,1.2300626915347427e-21,4.0724562378638804e-23,4.5119292448018644e-23,4.8341803435673037e-23,3.277092203386756e-23,3.7095605684259025e-23,4.8024498005256254e-23,1.9369273046798051e-23,2.0347443442513497e-23,1.4898805044506057e-25,7.3947527549227293e-26,6.2011714435738779e-26,3.3698045823708281e-26,2.0104055084983867e-27,3.0416301106375347e-25,1.3126290687237881e-25,3.905755018212977e-26,5.7565447940771549e-36,2.3029195810908063e-26,1.4553396780958817e-30,3.2063236479589928e-28,5.5725353234931941e-28,1.3817951112719012e-22,1.2116916222930553e-20,2.5498917108216094e-23,2.903698722830235e-25,4.0666140766382188e-24,5.6692775588498849e-26,2.3138943192294117e-29,4.4482070671162687e-36,1.0012182578340026e-28,1.1884938295956628e-28,4.3559383225406398e-31,4.0253581827230421e-31,1.6441628704750102e-38,2.3343362548026363e-39,1.7574792798098277e-38
9.999999999999999e-11,0.0022372885741451932,1.471586608639203e-24,2.5996019723251836e-29,1.8840054738664999e-27,2.6733085060051598e-28,1.0324898287635203e-30,0.0,0.0,1.0463758620200321e-20,3.0541463673027627e-28,4.7797377303642493e-41,2.54267357414846e-43,1.0018216899789217e-39,2.1612120002052687e-69,4.3556068701487194e-46,3.9399830929398659e-41,1.8484860430059019e-20,1.7823978573502226e-27,1.3941294208298455e-67,3.2558587115973311e-68,5.9584591439547472e-43,2.0863272925768364e-43,1.2668821196918748e-42,7.2268931607072463e-47,3.9171720048248771e-30,2.5314527747186582e-43,1.1456872274245922e-41,8.9853419638787012e-24,2.1196172783434499e-26,2.1395081043623019e-27,3.2993383728662375e-20,4.2748024412746367e-36,1.0155149429770684e-47,4.9277413751923196e-37,6.7092774756959705e-37,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.4943360188066525e-20,3.490458160587238e-20,3.2980290685467086e-20,4.3976246628573713e-21,3.7123352299053633e-21,1.8561018044064718e-21,1.0377900522364122e-22,1.1613287633594846e-22,1.2318423763999789e-22,8.4398014614744997e-23,9.5497398410216157e-23,1.2360894235304221e-22,4.9872504933868216e-23,5.1847134311887469e-23,3.8066728198937419e-25,1.9011899548956763e-25,1.594433124367699e-25,8.6615382947094643e-26,9.3246300901069865e-27,7.7322389454096805e-25,3.3779095054044614e-25,1.0222924143528752e-25,1.542021936204599e-35,5.9205620922100517e-26,6.8022685937082652e-30,1.4966100755235293e-27,2.6496347693664282e-27,2.105562420689484e-22,1.8458098539573736e-20,6.561582627267132e-23,7.4742939395668792e-25,1.0348364681308261e-23,2.6186156177633768e-25,7.1569525203987897e-29,1.3086846677558925e-35,4.6320650733793483e-28,5.4982114171385683e-28,2.1916918588771566e-30,1.92725666379839e-30,8.6458618871670774e-38,1.2373105957457033e-38,1.781170163366016e-37
1.31071e-10,0.0022372885741451932,1.9297375452152088e-24,4.0345838776037078e-29,2.9283328873406763e-27,4.1493980015982968e-28,1.7659446289093267e-30,0.0,0.0,1.3717081609406853e-20,4.7397499315198345e-28,8.7997724378822459e-41,4.3495068293084833e-43,1.7108555584873475e-39,3.8744237945678887e-69,6.7449134405794026e-46,6.1089615668621208e-41,2.4216324100114475e-20,2.7652039753216379e-27,2.631843348832075e-67,5.844925163058161e-68,1.0181547761022417e-42,3.5518505518751347e-43,1.8774896563374168e-42,1.3020754737806738e-46,6.0769924981589321e-30,4.6981024594716648e-43,1.9558116597763858e-41,1.3939223483294985e-23,3.288364550333505e-26,3.3190842456662061e-27,4.3219833963246579e-20,7.2967356708419675e-36,1.8842511676639145e-47,8.9299926825331132e-37,1.21591675274547e-36,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.5780007646193435e-20,4.5719865497805216e-20,4.3199529363410974e-20,5.734798670210413e-21,4.8411844529364411e-21,2.4204906416627469e-21,1.6062405363905021e-22,1.8015327572610859e-22,1.9065643474322083e-22,1.3094104068700505e-22,1.4814797440871362e-22,1.917500788779242e-22,7.7371878732305972e-23,8.0244839084912831e-23,5.8953150375967363e-25,2.9485027883134379e-25,2.4728016667991624e-25,1.3432159451711462e-25,1.5918573858427338e-26,1.1960932028398377e-24,5.2398079080768892e-25,1.5917999202071813e-25,2.4132246998818362e-35,9.1819510509504007e-26,1.1622649511653789e-29,2.5567813637875134e-27,4.535965174570508e-27,2.7580555026832086e-22,2.4174822049233405e-20,1.017821539862587e-22,1.1594791951440499e-24,1.6011509118786947e-23,4.4682599977553522e-25,1.152308225690057e-28,2.0874781432703678e-35,7.9053580200153415e-28,9.3835221718910905e-28,3.7748551197274725e-30,3.3018280083897441e-30,1.4958056581716309e-37,2.1423290592047919e-38,3.2284956900060386e-37
2.62143e-10,0.0022372885741451932,3.8709676261908824e-24,1.6165009181213962e-28,1.1922217975826735e-26,1.6640152645177763e-27,1.4362873101979308e-29,0.0,0.0,2.7461631480267746e-20,1.8975316239792717e-27,2.6369348354977836e-39,3.5256332283041752e-42,1.3500294827248782e-38,5.4019158204308172e-68,2.6385623438819493e-45,2.4128773870101949e-40,4.8279552505902072e-20,1.1030867954259196e-26,3.2781671593620016e-65,8.5196377315348484e-67,8.1272412632997111e-42,2.6476133621221487e-42,5.3095920562595162e-42,2.1531377145276043e-45,2.423823572033382e-29,1.6180892123188988e-41,1.5323070409798196e-40,5.558023923911942e-23,1.3117839521517882e-25,1.3234394098937176e-26,8.6120929707230919e-20,5.7046480387727383e-35,6.3681981182026291e-46,1.5347381445854776e-35,2.1485867724072346e-35,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.1296390213871243e-20,9.1057282606253274e-20,8.6040271101478564e-20,1.1109056540684004e-20,9.3785659679073451e-21,4.6888987236107068e-21,6.2498985804807232e-22,7.1802613147071057e-22,7.4176219626666366e-22,5.2261383768918033e-22,5.9071736620350009e-22,7.6422150645738086e-22,3.0864522643609174e-22,3.1216673931085032e-22,2.3086907850888389e-24,1.1720427203196741e-24,9.8311621158387922e-25,5.3360461797894629e-25,1.2480896506748207e-25,4.6271288081190655e-24,2.0874977848976433e-24,6.5751543096042883e-25,9.8921045959077768e-35,3.6495360993448415e-25,9.2682748339206458e-29,2.0324569544052048e-26,3.738877735073288e-26,5.4939742062165819e-22,4.8114692664537958e-20,4.0542554944607555e-22,4.6218894669500027e-24,6.2084085454540038e-23,3.4711026086248643e-24,6.4071826966063917e-28,1.0483262859483637e-34,6.1633516812540854e-27,7.3150184229056844e-27,3.488904242916965e-29,2.7671439288884218e-29,1.2807072726048717e-36,2.0398009177787771e-37,6.1361466849724008e-36
5.24287e-10,0.0022372885741451932,7.7854994212910466e-24,6.4865753881856515e-28,4.93883356535537e-26,6.6884315056202482e-27,1.187295828691098e-28,0.0,0.0,5.5031891053389813e-20,7.6030202769621983e-27,8.1747308052494287e-38,2.8596739847338226e-41,1.0511412275704828e-37,6.7971227487911328e-67,1.0104304201298647e-44,9.3671425718382519e-40,9.5951303498626198e-20,4.3885435325942351e-26,4.0726832531041639e-63,1.1557749301974416e-65,6.4723219834228284e-41,1.8605265410923935e-41,1.3364518926055202e-41,3.6683865201840498e-44,9.6398719962283987e-29,5.3648472371136483e-40,1.1767331980208773e-39,2.2091891257644328e-22,5.2188248721229385e-25,5.2604664813905439e-26,1.7097823300384179e-19,4.3634300839273082e-34,2.0351895611242755e-44,2.5401165388224369e-34,3.8030835796497245e-34,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8154531439765417e-19,1.806004287879065e-19,1.7066001375978291e-19,2.0888903157727066e-20,1.7636714175131248e-20,8.8169772948024244e-21,2.3701014907833259e-21,2.8515974610288176e-21,2.8123373187553372e-21,2.081206943884607e-21,2.3479908398247535e-21,3.0348573385831385e-21,1.2278861490353581e-21,1.1833090623035407e-21,8.8679207340362392e-24,4.6318608382249536e-24,3.8864950376187169e-24,2.1062771915508533e-24,9.6067402115512678e-25,1.7356020585546111e-23,8.285008932096558e-24,2.7583021030576302e-24,4.0129393884881484e-34,1.442069268445235e-24,7.3738650957347715e-28,1.6061072874947165e-25,3.1275139525255565e-25,1.0899783010241934e-21,9.530091773420492e-20,1.6082265005771897e-21,1.8359801910544019e-23,2.337916486884888e-22,2.6230430493468896e-23,3.976926793412348e-27,5.8644568929698326e-34,4.691319349432508e-26,5.5668348991208834e-26,3.5490922024058534e-28,2.4006496638234089e-28,1.0574899792202788e-35,2.106768567129079e-36,1.2621915543169461e-34
9.999999999999999e-10,0.0022372885741451932,1.4991427289072714e-23,2.4275583611458504e-27,1.9660924853784683e-25,2.5107017985269204e-26,9.3033413080170161e-28,0.0,0.0,1.0535189598278286e-19,2.8390734589361227e-26,2.3349154822814759e-36,2.1125285769686176e-40,7.3344394349957809e-37,6.762472187324497e-66,3.4669535140790764e-44,3.2836144088094964e-39,1.8084197116470442e-19,1.6164147175250467e-25,4.5376804282809986e-61,1.292974119032045e-64,4.7146297285400458e-40,1.0978760790150506e-40,2.9368950514738164e-41,6.0090707239201513e-43,3.5483759191427577e-28,1.5843559181745079e-38,8.0061504975298809e-39,8.122707601914786e-22,1.9222262077236382e-24,1.934222535873109e-25,3.2161417973781828e-19,2.9479419919478115e-33,5.6065586736002171e-43,3.7563505396966515e-33,6.3847163626417702e-33,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.4252382168502822e-19,3.3908861111253369e-19,3.2046088790850682e-19,3.5710342784805197e-20,3.0154201351575176e-20,1.5072880594748853e-20,8.0048471313182976e-21,1.0467834489354018e-20,9.4951001616382547e-21,7.6789708325537711e-21,8.6331975571001408e-21,1.1139096628463997e-20,4.5223762997546558e-21,3.9933758727479682e-21,3.0695994172809338e-23,1.6863616838219274e-23,1.4158185538093835e-23,7.6520012954823354e-24,6.5835751281277912e-24,5.750455392383435e-23,3.0396412858452684e-23,1.079068722724372e-23,1.5113896201556179e-33,5.2493267345697326e-24,5.37881627594865e-27,1.1541445465135239e-24,2.4120136917200786e-24,2.0473338268870189e-21,1.7848499844873506e-19,5.8903124280286696e-21,6.7418407790643242e-23,7.7883050564197233e-22,1.7341591504561425e-22,2.4746762484170011e-26,3.3949140917732219e-33,3.1462160507586529e-25,3.7321254680529155e-25,3.6985844269546152e-27,2.0004278400190145e-27,7.8596258625002048e-35,2.2124285478498314e-35,2.626077623002924e-33
