Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549)
1.0485750000000002e-09,0.0022372885741451932,1.5727223759166021e-23,2.6092017205759028e-27,2.1164195910777994e-25,2.6987737743293381e-26,1.0132069783291519e-27,0.0,0.0,1.1049006592862265e-19,3.0513365719317291e-26,2.5649862267496186e-36,2.2990385299137898e-40,7.9760262960352858e-37,7.3835821060087385e-66,3.7177888061324446e-44,3.5232561147650151e-39,1.8951014752709053e-19,1.7366552715864305e-25,4.9968638454118226e-61,1.4131979537991166e-64,5.1299512249661636e-40,1.1909822646034203e-40,3.1003161193067912e-41,6.5851983952106761e-43,3.812267555593056e-28,1.7406562803254252e-38,8.7035015165763478e-39,8.7265362969031627e-22,2.0652151448009076e-24,2.0780112146493505e-25,3.3699559902340217e-19,3.2044010767871766e-33,6.1582624409493776e-43,4.1139739625975103e-33,6.997825776988609e-33,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.5896131864534725e-19,3.5527182127584394e-19,3.3575703802795767e-19,3.7223758289290729e-20,3.1432360534939448e-20,1.5711670164920152e-20,8.5802103639585417e-21,1.1245527580883784e-20,1.0177476310898503e-20,8.2505578627423659e-21,9.2749792958620703e-21,1.1966619575085102e-20,4.8587763120965319e-21,4.2803114732409947e-21,3.2924856254123934e-23,1.8112600043848987e-23,1.520702667983388e-23,8.2182745492056378e-24,7.1577289168012122e-24,6.160411606930308e-23,3.2654205783436353e-23,1.1610873153227121e-23,1.6247413631592322e-33,5.6380853588179635e-24,5.85275213833138e-27,1.2555941709675312e-24,2.6263691246195594e-24,2.1450892900944299e-21,1.8697891541276238e-19,6.3275557321342063e-21,7.2427776423886058e-23,8.3448436096338601e-22,1.8844500803260539e-22,2.6867568030115909e-26,3.6816864790115026e-33,3.4195728035186867e-25,4.0563694851140255e-25,4.0400067197364718e-27,2.1801782916293384e-27,8.5541911792569994e-35,2.4168271839959463e-35,2.8813378850985012e-33
2.0971510000000003e-09,0.0022372885741451932,3.1949870881790551e-23,1.0524871634107124e-26,9.6686738084325611e-25,1.0946385981227595e-25,9.1858871048774098e-27,0.0,0.0,2.2262351858875242e-19,1.2283626674764936e-25,8.1039977567146413e-35,1.7940542573696087e-39,5.7689553316723044e-36,6.6700769928738024e-65,1.274186259107094e-43,1.2564692130356261e-38,3.6975259124617709e-19,6.8009422987208622e-25,5.9811622388589552e-59,1.5250531043291962e-63,4.0283326081370153e-39,6.7152834481768595e-40,6.9329065386093901e-41,1.2832846267060617e-41,1.4909941770501477e-27,5.5983780390899959e-37,6.021128103110636e-38,3.4054642188132782e-21,8.0875971306172011e-24,8.1097702486947543e-25,6.5487199021798647e-19,2.1913660833888444e-32,1.7450878433891643e-41,6.6019165880748797e-32,1.37482165012568e-31,0.88168480800000004,0.0,0.0094599999999999979,0.10885,7.0187992099069073e-19,6.8780691688735834e-19,6.5017710458222713e-19,6.0699441215274035e-20,5.1257207573021581e-20,2.5615971420519856e-20,2.8764802302975819e-20,4.3744576419615528e-20,3.4100444523145533e-20,3.2409775520614241e-20,3.6195903398211216e-20,4.6536961178291801e-20,1.9025385763256141e-20,1.4327233299021367e-20,1.1589383359218937e-22,6.9569655140878293e-23,5.8470671976256616e-23,3.1443755771318881e-23,5.0646129488572239e-23,1.9981658199834992e-22,1.2714939554292747e-22,4.7042056781650497e-23,6.6310130936331742e-33,2.1653940754874251e-23,4.6514566651585019e-26,9.6369416500837653e-24,2.1298667518722595e-23,4.1545682782089083e-21,3.6015826323417233e-19,2.4504979058782099e-20,2.8182637423050175e-22,2.7188462560675777e-21,1.24206170755329e-21,1.9037353499153737e-25,2.4746937451821234e-32,2.3202036097790452e-24,2.7508322500193171e-24,5.002564649420345e-26,2.0617760672752279e-26,6.8638352753361931e-34,3.0044976603123507e-34,7.138228543884568e-32
4.194303e-09,0.0022372885741451932,6.504105840816574e-23,4.2430783285306073e-26,4.9178258103685339e-24,4.4526078948469912e-25,9.2324108669807132e-26,0.0,0.0,4.5136540384001775e-19,4.9720249461261324e-25,2.5997720175757178e-33,1.3185679113406356e-38,3.8372775503746248e-35,4.8692954969361182e-64,3.892138652065448e-43,4.1238075191926237e-38,7.0469481446541115e-19,2.610466840496841e-24,6.8882272944061874e-57,1.4560680949375696e-62,3.109230209138973e-38,3.2771701255346759e-39,1.5418031395426285e-40,2.7813163024205489e-40,5.708166177991562e-27,1.8150597137599145e-35,3.7360369178191084e-37,1.2985539645558344e-20,3.1043170433466612e-23,3.0926717101012892e-24,1.2386253588259158e-18,1.3383608312138378e-31,4.5689885617006877e-40,1.0675017171622987e-30,2.8498820618252179e-30,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.3431617446576285e-18,1.2918363554810733e-18,1.2217046110402331e-18,8.7287466156537043e-20,7.3671676838389751e-20,3.6807187288043772e-20,8.6365172324177814e-20,1.6580340174428409e-19,1.0231276400932915e-19,1.250217576535274e-19,1.3802449710573462e-19,1.7629179420397419e-19,7.3010339518626513e-20,4.2889898642015584e-20,3.8047034708315839e-22,2.5975833491477938e-22,2.1868711186649832e-22,1.1667785119634255e-22,3.3435813161876134e-22,5.7049448276132169e-22,4.8521427369991697e-22,1.7120892408341892e-22,2.7720630881846126e-32,8.0884058740118844e-23,3.7491660994392429e-25,7.1825917991059888e-23,1.5610498801490167e-22,7.8016604112588412e-21,6.7010991555140436e-19,9.2121863316930089e-20,1.0679830293302906e-21,7.7103844253785784e-21,7.1782638494273097e-21,1.365386865975084e-24,1.624786396785653e-31,1.419941510865095e-23,1.6823576273949957e-23,6.2255799871707038e-25,1.9574193634051713e-25,5.5590366931197303e-33,3.7465532658279613e-33,1.7797706239757492e-30
8.388607e-09,0.0022372885741451932,1.3015829760243995e-22,1.6836993867491214e-25,2.8630876131644568e-23,1.7892351274311443e-24,1.0603616989486198e-24,0.0,0.0,9.2407580721768792e-19,2.0300748424775613e-24,8.5622853800690778e-32,1.5888210605972427e-34,2.5188248349929417e-34,2.7695073635495733e-63,1.0091397449598585e-42,6.934729253911013e-35,1.2859981441087118e-18,9.6560423208065775e-24,7.2140677569638734e-55,-7.6206368994030587e-35,1.0073799545781451e-35,6.4691055194749946e-35,3.7212226423126141e-38,6.6339140098718433e-39,2.10044434797389e-26,6.0674072773197438e-34,1.9835414835519949e-36,4.7471082760719082e-20,1.1482645947842944e-22,1.1307074005073364e-23,2.2296074614862586e-18,6.9872980154296882e-31,1.1023085730466126e-38,1.7805634891895036e-29,5.8891011194549144e-29,0.88168480800000004,0.0,0.0094599999999999927,0.10885,2.4692748377168507e-18,2.2969130052785274e-18,2.1740060472977721e-18,1.09276755027581e-19,9.2034479117587195e-20,4.5962938711543968e-20,2.2802769819879773e-19,5.9966232871823312e-19,2.6995524867947568e-19,4.659860601490913e-19,5.0456259009019684e-19,6.369274716396801e-19,2.6994016954572771e-19,1.1260072390380473e-19,1.1639297844096436e-21,9.2923215684805934e-22,7.8433024118919145e-22,4.1384146272339655e-22,2.0479428189995372e-21,1.4028521570260248e-21,1.7915132978338752e-21,5.2853243339903062e-22,1.2098926692736797e-31,2.897720640431555e-22,3.1333582140589586e-24,5.1161593369079567e-22,9.7451500624225884e-22,1.3847783356245625e-20,1.1722014109390955e-18,3.2850284205159916e-19,3.8567524081455001e-21,1.8234202930226531e-20,3.4866550682334904e-20,9.6149460401422472e-24,9.5535781760126168e-31,7.6928155909867249e-23,9.1086277498844085e-23,7.1386319511265822e-24,1.7518409886306216e-24,4.6571477830018333e-32,4.3003889940372652e-32,4.0998397899245082e-29
9.999999999999999e-09,0.0022372885741451932,1.5205702368545734e-22,2.5766016259706221e-25,5.8644324322836929e-23,2.7578102414842053e-24,3.4618355924889492e-24,0.0,0.0,1.114353829157583e-18,3.2502556831407722e-24,6.4669787474807754e-31,4.2778542888559184e-35,3.7785947595832111e-34,4.4463165276949562e-63,1.2263659817830488e-42,2.7632915020297096e-35,1.4572464860486038e-18,1.4239415662801373e-23,1.4586144438610556e-53,-4.2391202553146394e-35,3.3262905427592899e-36,2.9204881358027317e-35,3.2657353421371394e-38,3.6860536120662668e-38,3.0828088745488239e-26,4.560944704274319e-33,3.2711830856156708e-36,6.9405862052383858e-20,1.6932862339972155e-22,1.6531588317489315e-23,2.5103515766189004e-18,1.144805584982498e-30,5.6394402904969297e-38,7.4086533501431873e-29,2.6827147938757311e-28,0.88168480800000004,0.0,0.009459999999999991,0.10885,2.8078826555044235e-18,2.5721077254690274e-18,2.4354447131364416e-18,1.1204910115204062e-19,9.4258127212978324e-20,4.7063865156801264e-20,2.8728272522591692e-19,8.6998471564799351e-19,3.4005836154909831e-19,6.9062434770855585e-19,7.3761053764510791e-19,9.2325588251037943e-19,3.97904949892171e-19,1.413014861103883e-19,1.5864255289645216e-21,1.349963422716655e-21,1.1414452060893739e-21,5.9895393187187936e-22,3.9020452057454769e-21,1.7079969570832294e-21,2.6511214359244591e-21,6.9253022698276268e-22,2.0408858149919785e-31,4.215673720854836e-22,7.8191609797696302e-24,1.0663803883137716e-21,1.7690483120234602e-21,1.5491412657660043e-20,1.3036059792462736e-18,4.7208562573919191e-19,5.5875049699554896e-21,2.1502794524168113e-20,5.4834612883335827e-20,2.0175867844100218e-23,1.7051205876675587e-30,1.3362890504700112e-22,1.5818667017576424e-22,1.964253555935385e-23,4.0816851956723526e-24,1.1631219279846535e-31,1.1837110325587043e-31,1.9353219245018636e-28
1.6777215e-08,0.0022372885741451932,2.4415893482117473e-22,6.3319800154668823e-25,1.8487522596078123e-22,6.8314544683035598e-24,1.3561981797300532e-23,0.0,0.0,1.9146272971826936e-18,8.3821061355476838e-24,3.0064735769448414e-30,-4.455311431266272e-34,9.0769494312753777e-34,1.1498659574601306e-62,2.1399785583498327e-42,-1.4780988821650664e-34,2.1774847095733221e-18,3.3516219374848847e-23,7.2898615735288031e-53,9.9829008922674411e-35,-2.5052459537399248e-35,-1.2004327202159175e-34,1.3500416764337783e-38,1.6398800705331758e-37,7.2144487693302665e-26,2.1191580745812578e-32,8.6867607753102332e-36,1.6165940618293433e-19,3.9855444407775623e-22,3.8504910012333543e-23,3.6911083679408604e-18,3.0209161865943542e-30,2.4721760452294892e-37,3.1079337675446364e-28,1.1488862330477831e-27,0.88168480800000004,0.0,0.009459999999999984,0.10884999999999999,4.2320032653290949e-18,3.72952480844994e-18,3.5350064263260991e-18,1.2370906600225381e-19,1.0361037165415821e-19,5.1694154117156949e-20,5.3649819159172465e-19,2.0069096840052956e-18,6.3489883068772559e-19,1.6354106115326627e-18,1.7177662450909998e-18,2.1274991683376538e-18,9.3610067795827372e-19,2.6201147810978978e-19,3.3633629349440019e-21,3.1194797641762723e-21,2.6434033856557454e-21,1.3775020592375413e-21,1.1700050103985952e-20,2.9913784264824949e-21,6.2664711163497722e-21,1.3822740117966312e-21,5.5358862351621332e-31,9.7587357708580825e-22,2.7526763526644213e-23,3.3996150389158635e-21,5.1107055228590232e-21,2.2404207460656787e-20,1.8562688066260206e-18,1.0759677298251041e-18,1.2866723772064664e-20,3.5249874211950553e-20,1.3881651591354428e-19,6.4593112838717367e-23,4.8584813703784592e-30,3.7210156042245664e-22,4.4039826458874342e-22,7.2231595516938405e-23,1.3880570450620303e-23,4.0962848472407547e-31,4.3535138589951597e-31,8.3506055979295089e-28
3.3554431e-08,0.0022372885741451932,4.006838307290295e-22,2.1313096225960839e-24,1.2284401816317725e-21,2.3380803869549409e-23,1.7970098051406766e-22,0.0,0.0,4.0025181849275519e-18,3.4939881092958768e-23,1.0770311525762267e-28,-5.6201043135540231e-34,4.174066915451687e-33,1.1777965251826235e-54,3.6549601543761822e-42,-4.2677003517263204e-35,3.2884335282109363e-18,1.0558773200010009e-22,5.5760612660136452e-51,3.6530066677425359e-36,-1.9734286157847308e-35,-6.175521847094255e-36,-3.0957319327067924e-38,3.8725016484304436e-36,2.2251305234187288e-25,7.5981415782402431e-31,3.0932075566441356e-35,4.9597339917866262e-19,1.2555254375791165e-21,1.1807147936499445e-22,5.3991212731411546e-18,1.0651115653653987e-29,5.1627417497150701e-36,5.5754969465104853e-27,2.0755074324782051e-26,0.88168480800000004,0.0,0.0094599999999999684,0.10884999999999997,6.500079446424372e-18,5.3196388786637149e-18,5.0538316844271494e-18,1.3666707902571463e-19,1.1319467304887888e-19,5.6274485041397221e-20,1.166952724813458e-18,6.008223989291717e-18,1.3808902490773666e-18,5.2262202735609076e-18,5.2644568003363723e-18,6.3475111639393865e-18,2.9434899317024308e-18,5.5774484232582598e-19,9.2596165009953887e-21,9.6174512280092354e-21,8.2009135301426034e-21,4.2444901815253848e-21,6.223676750630005e-20,5.6930083819873741e-21,2.018231734382386e-20,3.2231254785406552e-21,2.5830589925399277e-30,3.0257713549439756e-21,2.4961236168044448e-22,2.0446809214828536e-20,2.3133783898933815e-20,3.1881476937950169e-20,2.5657790213947495e-18,3.1352430783136917e-18,3.8425073143947551e-20,5.6454151171925169e-20,4.5183454420421861e-19,4.0363097096329359e-22,2.1660592314366893e-29,1.6561819695572261e-21,1.9598892245046252e-21,6.4731583761558436e-22,9.3585341007067172e-23,3.7167743893898827e-30,3.9024534393374254e-30,1.5070869519996116e-26
6.7108863e-08,0.0022372885741451932,5.4797522023706234e-22,6.1290509037028135e-24,7.8028384104137863e-21,6.8646585453231223e-23,2.290273037727291e-21,0.0,0.0,8.3619065841799135e-18,1.4590683606206513e-22,3.7944773496255957e-27,-5.6850590098426605e-34,1.3335709690757043e-32,-5.0326383085783446e-54,5.0672669881677502e-42,-3.6438951960983841e-36,4.3034139854766176e-18,2.9424669702428413e-22,4.5144367091156129e-49,6.8082227257413015e-38,3.3303905772481451e-35,2.7884666314791567e-37,1.9721207003584552e-38,8.3209059134088692e-35,5.9425783580699494e-25,2.6746156171060908e-29,9.0575161045819301e-35,1.3418595206767886e-18,3.4984784587946267e-21,3.1887278794188112e-22,6.8128525938339873e-18,3.0525743279936373e-29,9.8919866692211561e-35,9.8176390140723763e-26,3.4679821517274696e-25,0.88168480800000004,0.0,0.0094599999999999355,0.10884999999999991,8.658188150279351e-18,6.5556347706691776e-18,6.250548624712516e-18,1.5793647584022508e-19,1.2842190728778458e-19,6.304663209618332e-20,2.4313889297605072e-18,1.5786623518659404e-17,2.8774165609749758e-18,1.4773853064724171e-17,1.4201438211113654e-17,1.6579753085572656e-17,8.1710131299621938e-18,1.1152770044326273e-18,2.4371589925780346e-20,2.7187622288727793e-20,2.3424476639222538e-20,1.2270555080181308e-20,3.039134446747445e-19,1.0093318582814297e-20,5.8570249654026236e-20,7.1080781356821533e-21,1.1739867500525888e-29,8.6331697998351336e-21,2.2377645466379239e-21,1.0897694431023928e-19,9.3122617141559065e-20,3.9909765727198034e-20,3.0726420040853654e-18,8.0308050034217084e-18,1.0196257033582527e-19,7.9359389903286329e-20,1.2287237210051888e-18,2.3324353411138207e-21,8.6551314081790437e-29,7.0070395067038935e-21,8.2923380994285816e-21,5.222168386461987e-21,5.3242520450301888e-22,3.3331001144374625e-29,3.1486615563009704e-29,2.4479155661358858e-25
9.999999999999998e-08,0.0022372885741451932,5.9060951029068604e-22,1.0469821361251481e-23,2.5712342534851919e-20,1.2006122117848543e-22,1.4047726142276235e-20,0.0,0.0,1.2746270837456132e-17,3.7104591298476732e-22,6.3440086836477691e-26,-5.3171337045855101e-34,2.3995033960418565e-32,-4.0311785909030288e-54,5.4965621329059898e-42,1.1596007626137025e-36,4.6132339162586337e-18,5.0644523200087561e-22,2.3483408311744271e-47,3.502790085142933e-38,1.7072628844372117e-34,6.7799280582873777e-37,8.2864044784937918e-38,8.4227218413266114e-34,9.6513248818724104e-25,4.4660479570928395e-28,1.5732401557526807e-34,2.2679879438182325e-18,6.0200516486515813e-21,5.3736711095486305e-22,7.1803371095784842e-18,5.0774259471539634e-29,8.8688059492598459e-34,8.4423376295230751e-25,2.7888970610669572e-24,0.88168480800000004,0.0,0.0094599999999999025,0.10884999999999985,9.3307593676397637e-18,6.8691559897294157e-18,6.5697333007036011e-18,1.7841281209898208e-19,1.4304303660607077e-19,6.8848632435799747e-20,3.6701948776750465e-18,2.6100253105229715e-17,4.3439424926401979e-18,2.5565141392986236e-17,2.3893367347801469e-17,2.721566994232562e-17,1.3983972021519657e-17,1.6032783430663256e-18,4.3148400381063855e-20,4.9707888825551653e-20,4.3356137282037157e-20,2.3436562335108735e-20,8.1643694221943395e-19,1.3788547209363094e-20,1.0564022299914818e-19,1.1145720858737426e-20,3.060234726148315e-29,1.5939665456771846e-20,1.0504721787200796e-20,3.085905445972016e-19,2.1162130453521473e-19,4.4251006148028132e-20,3.1950546063683554e-18,1.3137728040440125e-17,1.7699545134571444e-19,9.3759387679980231e-20,2.0605683543890058e-18,7.4779728385921547e-21,1.961406957104516e-28,1.7704705046170431e-20,2.0954496595547736e-20,2.1255026155959188e-20,1.550774280479374e-21,1.5648704845519332e-28,1.2816218914585359e-28,1.8806241834295929e-24
1.34217727e-07,0.0022372885741451932,6.3496335849890423e-22,1.4985667027701553e-23,4.4344186208586851e-20,1.7354955054366356e-22,2.627938966144125e-20,0.0,0.0,1.7307468557290646e-17,6.0526546797227149e-22,1.254913677687762e-25,-4.9343689600380399e-34,3.5084278089125724e-32,-2.9893272489773565e-54,5.9431718737716679e-42,6.1568349221021291e-36,4.9355497367989193e-18,7.272023174013884e-22,4.7444315420357385e-47,6.4040256796037302e-40,3.1369129369525803e-34,1.0932376100249393e-36,1.4855360684561214e-37,1.6319504122513202e-33,1.3509655351374629e-24,8.8339748871683623e-28,2.267650349553945e-34,3.2314696729537887e-18,8.6433268191342717e-21,7.6467391083557391e-22,7.5626432863601624e-18,7.183945400097659e-29,1.7066219460816005e-33,1.6203816811347658e-24,5.3294924687545443e-24,0.88168480800000004,0.0,0.0094599999999998696,0.10884999999999978,1.0030457231647817e-17,7.1953223816820712e-18,6.9017915723786244e-18,1.9971501530534585e-19,1.5825387627527449e-19,7.4884643403584252e-20,4.9589652759655046e-18,3.6829859733677563e-17,5.8696174478155483e-18,3.679167205365504e-17,3.3976198637657147e-17,3.8280562572795394e-17,2.0031383529779044e-17,2.1109621176042037e-18,6.2682531234905661e-20,7.3136459638542247e-20,6.4091696607106288e-20,3.5052925367165872e-20,1.3496319217687691e-18,1.7632814567643586e-20,1.5460865780335279e-19,1.5346212815614503e-20,5.0225602699671919e-29,2.3540852175119297e-20,1.9105108145940966e-20,5.1625511028571539e-19,3.3489936984181868e-19,4.8767340732671099e-20,3.322404445514352e-18,1.8450627326673593e-17,2.5505461477384018e-19,1.0874017696444673e-19,2.9259635692623185e-18,1.2831044012658806e-20,3.1015011845154894e-28,2.8833836853525529e-20,3.4127354762504274e-20,3.7934533166813959e-20,2.6101961749691027e-21,2.8461031781133277e-28,2.2873695445196534e-28,3.5824344383345237e-24
2.68435455e-07,0.002237288574145193,6.7069600025926962e-22,3.2071132921095265e-23,2.1180704278818788e-19,3.9516233547016261e-22,2.5544421533981029e-19,0.0,0.0,3.5494460740075395e-17,2.489386784593776e-21,3.7580095240296664e-24,-2.4601723591709595e-35,8.2062780495324855e-32,-1.0698623877851644e-54,6.3655846407331869e-42,2.4425657017795236e-35,5.2530151467116024e-18,1.6525370553348915e-21,5.7964618012697102e-45,3.0261451635491837e-42,1.7227612982377482e-33,2.4488048442883789e-36,7.4566212915480129e-37,2.8446492935417397e-32,2.6244445042861867e-24,2.6417302186210768e-26,5.145093253591584e-34,7.1916302026441042e-18,1.9594879454874864e-20,1.687059904974103e-21,7.8237535615137713e-18,1.4181343343569189e-28,2.6047501795215736e-32,2.4183369459815737e-23,7.4208704604748039e-23,0.88168480800000004,0.0,0.0094599999999997395,0.10884999999999952,1.06198375740892e-17,7.4906656170585663e-18,7.2655777856661724e-18,2.8325818247318222e-19,2.1783187247641673e-19,9.4501918332678373e-20,1.000815195054252e-17,7.8875262183432956e-17,1.1851613914555255e-17,8.2940137822535923e-17,7.4603833306926135e-17,8.0496114948930142e-17,4.4705605930549851e-17,3.7558388922437596e-18,1.6335125213253124e-19,1.9889051562280513e-19,1.7894433296154614e-19,1.0535157860548792e-19,5.4536204327188199e-18,3.1779238963938525e-20,3.9017944019578729e-19,3.2458479607358929e-20,1.991823602400609e-28,6.5047174250603147e-20,1.5228812640059685e-19,2.2201845241980485e-18,1.0495463588531052e-18,7.5811055676638826e-20,3.4642234998907209e-18,3.9486643263780061e-17,7.2018448032846997e-19,1.6081127551590075e-19,6.4619400197123945e-18,7.0763429124482011e-20,9.702752755867751e-28,1.1693524198093735e-19,1.3845668989341218e-19,2.4236293127775864e-19,1.1419646835945233e-20,2.2688232541424098e-27,1.4614396977471893e-27,4.623186494489029e-23
5.36870911e-07,0.002237288574145192,6.9326033100718612e-22,6.1715661572544683e-23,8.1659161663677045e-19,8.5329941270014009e-22,2.0224683238264456e-18,0.0,0.0,7.2639173345898701e-17,1.0201068183505933e-20,9.7927865738960231e-23,2.9068348308995598e-33,1.8563837243812664e-31,1.0630851962746188e-55,6.7178129067515072e-42,8.8030563006280646e-35,5.5374992670767224e-18,3.6909066107005569e-21,5.720403684716868e-43,7.1668314765825162e-45,8.9610744728964804e-33,5.2680328256365459e-36,3.0187574917877147e-36,4.2097468936720534e-31,4.4006947914550982e-24,6.8744531990139011e-25,1.119937802384971e-33,1.5440416184703952e-17,4.2684176934586407e-20,3.5608697695374613e-21,7.9469043840722822e-18,2.3949995501927145e-28,3.4144935616271802e-31,3.134664801007073e-22,9.201712915174548e-22,0.88168480800000004,0.0,0.0094599999999994758,0.10884999999999898,1.0930286846740538e-17,7.7776277206145284e-18,7.706267311916415e-18,4.5105896073064457e-19,3.3698382695707828e-19,1.2413416738206496e-19,2.0095490835708776e-17,1.5965394283273243e-16,2.3841642469594792e-17,1.7597342037751449e-16,1.5596988375830234e-16,1.5805312482594815e-16,9.4412268571943556e-17,6.2167994342409372e-18,4.3701006501054084e-19,5.7062612651461267e-19,5.3315092590432888e-19,3.445638104526543e-19,1.9953836879561948e-17,5.9662130575036255e-20,1.008238751032874e-18,6.5065932845310798e-20,7.2203780277126773e-28,1.8860158208213693e-19,1.1155356509461426e-18,8.8194546980203249e-18,2.7492388247232641e-18,1.7560207829579503e-19,3.6572513420093819e-18,8.1197722961559073e-17,2.7991552251340488e-18,2.6754919249220006e-19,1.3879108399104935e-17,4.0629772887425739e-19,2.5394103202301878e-27,4.7073502187320544e-19,5.5821094853800159e-19,1.3116118765019367e-18,4.5748235076335241e-20,1.6620141308334631e-26,7.9090902364403655e-27,5.0785379486921692e-22
9.999999999999997e-07,0.0022372885741451906,7.2265792298017397e-22,1.0096338734985902e-22,2.3107407642806428e-18,1.6825733261384019e-21,1.1537482086156077e-17,0.0,0.0,1.3917990180127463e-16,3.7634435369770043e-20,1.8267488266343404e-21,1.9122327295739297e-32,4.5831312974346804e-31,3.1398447143404645e-56,7.2431051687991555e-42,2.5792186877441453e-34,5.9697095553028256e-18,9.0791100193876901e-21,3.3302075892848623e-41,9.9181729193152777e-46,4.3644528869142538e-32,1.04783697583008e-35,9.2663308320853121e-36,4.5420323938957257e-30,6.2098572726845066e-24,1.2809297879095646e-23,2.2670892324360685e-33,3.0685082647602239e-17,8.612422793452238e-20,6.8661984746375958e-21,8.1005630605673716e-18,3.3889102955029941e-28,3.2010816576281574e-30,2.9204495954953072e-21,8.814790533173687e-21,0.88168480800000004,0.0,0.0094599999999990126,0.10884999999999799,1.1306049570826364e-17,8.1763500391895625e-18,8.3775047306286537e-18,7.4449128711759608e-19,5.4289451607655365e-19,1.5914122591217116e-19,3.7508116810284894e-17,2.885259022032552e-16,4.4759202807867039e-17,3.3620118214003592e-16,2.9551847234094266e-16,2.7422377196790036e-16,1.8024910028581745e-16,9.0676614003548601e-18,1.061742554563168e-18,1.5724914821900387e-18,1.539628167980037e-18,1.1026860524666858e-18,5.8516094232417706e-17,1.0756870828207695e-19,2.5711921698466154e-18,1.1040040848874271e-19,2.1082134139118289e-27,5.1378010820309751e-19,6.4678068971192136e-18,2.9068344047494916e-17,5.3988187917322532e-18,4.4627629663535459e-19,3.9741025689382108e-18,1.5169812791871659e-16,1.2123531797339409e-17,4.6659291483161684e-19,2.7777439885904031e-17,2.1406317891185491e-18,4.9848689814579374e-27,1.6942732546118799e-18,2.0189550529913267e-18,5.2128964245605356e-18,1.5138507632408266e-19,9.6364343460125418e-26,3.1434268462034864e-26,4.0503858123941265e-21
1.0737418230000002e-06,0.0022372885741451906,7.273387605163761e-22,1.0721261443613965e-22,2.5486469649450457e-18,1.8146146329699881e-21,1.3052512079671082e-17,0.0,0.0,1.4977486276700102e-16,4.200251881646434e-20,2.1020206942950604e-21,2.1704242367802616e-32,5.0172982320402195e-31,1.9470875679551819e-56,7.3267449354259492e-42,2.849728463457946e-34,6.0385283259871873e-18,9.9370477984836736e-21,3.8513522428486837e-41,8.5996204547216395e-48,4.916700892030721e-32,1.1307986711726269e-35,1.0261101962602116e-35,5.198208641594411e-30,6.4979215351930979e-24,1.4739402308040739e-23,2.449744651234488e-33,3.3112417752871538e-17,9.3040978853504862e-20,7.3924901071813577e-21,8.1250293944549312e-18,3.5471659352355895e-28,3.6564071900300934e-30,3.33554701007256e-21,1.0071812880933432e-20,0.88168480800000004,0.0,0.0094599999999989397,0.10884999999999784,1.136588046667738e-17,8.2398366811234481e-18,8.4843826445781598e-18,7.9121310871948847e-19,5.7568068725755781e-19,1.6471523189709375e-19,4.0280645707908085e-17,3.0904556603625693e-16,4.8089805589452849e-17,3.6171347995983039e-16,3.1773812462273004e-16,2.9272106678873457e-16,1.9391648720118634e-16,9.5215904743340725e-18,1.1612157117479449e-18,1.7320136963691827e-18,1.6998847107053754e-18,1.2233982200044115e-18,6.4656177469976469e-17,1.1519664282066597e-19,2.8200537445239267e-18,1.1761879955529003e-19,2.3289275063571099e-27,5.6555672488763683e-19,7.3200233703610544e-18,3.2292477555454186e-17,5.8206986986355397e-18,4.8937445387388491e-19,4.0245532697222393e-18,1.6292356917744753e-16,1.3608207545644476e-17,4.9828569183620386e-19,2.9990404531911986e-17,2.4167814811397443e-18,5.374247632104679e-27,1.8890913775399102e-18,2.2515423288877265e-18,5.8340792469065838e-18,1.6820512376785387e-19,1.0906163019944664e-25,3.5180069729886675e-26,4.6144461904028082e-21
