Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76)
8.500971165732596e-09,0.00582507257214341,3.7480388691755613e-07,1.2587262731222658e-08,1.3051731529336254e-08,5.9812736274851037e-08,4.5832507966257608e-10,0.0,0.0,2.389524024782804e-08,9.0402259181973448e-12,4.0415875231232802e-13,3.824895530937273e-13,6.9973882199595228e-13,5.7958641213362943e-22,1.1762559427739784e-16,4.4095517631122315e-13,1.036991201186599e-06,2.8680799332174817e-10,4.9416215427734855e-21,4.8915435676803821e-22,1.6671573667882774e-13,6.1211378222514574e-13,3.621915957318821e-14,1.1698190237552038e-13,1.0441170194330402e-11,8.2741127474468895e-16,4.2211448577327932e-13,2.227239089791647e-06,2.9606929283183803e-09,2.8918818514707958e-10,9.620572138214773e-07,1.4519041024714467e-13,9.9563950738267768e-20,3.6646912601940895e-14,2.3870374744731616e-13,0.88168480800000004,0.0,0.0094585124152043627,0.10884994719600354,1.9268719501229982e-07,1.5232476004744995e-07,6.3008336539656502e-08,7.2129520039632798e-09,3.2153802892698981e-09,2.1871422365217419e-09,1.2640661821466885e-11,3.8474609369999485e-10,2.2105762743536647e-11,1.3577034598704485e-09,8.0762038840161602e-09,1.1595876689711334e-09,4.043670232652228e-09,8.5575953233276584e-12,4.2101011879616078e-10,1.4304135764462838e-07,9.9106258436320393e-08,1.2608771958095221e-08,1.2712697874608188e-12,1.0300904203114908e-10,7.3040873403021825e-08,5.539304881036393e-12,1.3952255290408575e-19,9.954255358727994e-11,2.4855193729010843e-12,3.0367923003333519e-13,1.6786654770455619e-14,9.7214884451269996e-10
8.698175212398005e-09,0.005825073206866925,3.865384989770088e-07,1.3296680612704879e-08,1.3793057749578556e-08,6.3225545182114853e-08,4.9626248837843652e-10,0.0,0.0,2.4975577306677168e-08,9.7847077808919269e-12,4.4490794429083541e-13,4.0987969111683106e-13,7.4757368893755996e-13,6.3009043137925345e-22,1.2301037641896457e-16,4.7290726541954456e-13,1.0669871855500678e-06,3.0304297750715485e-10,5.7251123379112283e-21,5.5003695234840413e-22,1.78550137043382e-13,6.3606998978789032e-13,3.8706046839450655e-14,1.3043597796152394e-13,1.0819048628741238e-11,9.431386961758603e-16,4.5801967770560814e-13,2.2938617493063267e-06,3.1257951647354486e-09,3.0361142374820777e-10,9.8314594902678814e-07,1.5301137884171117e-13,1.1144402306946794e-19,4.0765083042015225e-14,2.6428348575803099e-13,0.88168480800000004,0.0,0.0094584757335401896,0.10884994494401901,1.9288292464258125e-07,1.5266345471584576e-07,6.3041882016720707e-08,7.4734083495242508e-09,3.3213499945256901e-09,2.2611693507209042e-09,1.306059087164245e-11,3.8506022041874618e-10,2.2909757867047313e-11,1.360548242090028e-09,8.3357056393484439e-09,1.1629325588370861e-09,4.1900660753112662e-09,8.8505666148271959e-12,4.2317152546891418e-10,1.4745032374986397e-07,1.0205092416547696e-07,1.3357912761793315e-08,1.2779336549686321e-12,1.0323132112499263e-10,7.5754406958937032e-08,5.7532670932125413e-12,1.0278235500432806e-19,1.0101776973159408e-10,2.5813009393935687e-12,3.0823470061298332e-13,1.7439695519581368e-14,1.0059071123756789e-09
8.895379259063415e-09,0.005825073843741134,3.9833096202403137e-07,1.4027309637582283e-08,1.4557007211105285e-08,6.6743809088633899e-08,5.3632804879857015e-10,0.0,0.0,2.6079517690435214e-08,1.0573785740399603e-11,4.8863162925838399e-13,4.3847037195089267e-13,7.9736204799117857e-13,6.8352008999272843e-22,1.2851779821303448e-16,5.063103940456872e-13,1.0970318345999398e-06,3.1975552346547823e-10,6.6094107568482897e-21,6.1670216796375943e-22,1.9091454866138566e-13,6.6021640626580219e-13,4.1295227213395015e-14,1.4504921962601794e-13,1.1198554585204104e-11,1.0717011310736833e-15,4.9599294443837944e-13,2.3607625283682403e-06,3.2956313728875988e-09,3.1839223594804385e-10,1.0040924238342383e-06,1.6100500585518722e-13,1.2441424169325164e-19,4.5229187616833763e-14,2.9187416578418105e-13,0.88168480800000004,0.0,0.0094584389378655244,0.10884994264549772,1.9307207723070812e-07,1.5299755185714828e-07,6.3075715331946548e-08,7.7356759115979356e-09,3.4278980512461095e-09,2.3356537954757971e-09,1.3482839527316515e-11,3.853714066045166e-10,2.371940833115077e-11,1.3631642610232189e-09,8.5948530866117887e-09,1.1661614718297485e-09,4.3370098920109714e-09,9.1453826490469028e-12,4.2520091907037162e-10,1.5188614020971582e-07,1.0501729038399815e-07,1.4131413972019586e-08,1.284185843316581e-12,1.0343545669378268e-10,7.850962834370181e-08,5.9689006968263933e-12,1.8469928398372802e-19,1.0244850114266584e-10,2.6775621536104525e-12,3.1265273353128345e-13,1.8097892796255612e-14,1.0401535520697559e-09
9.092583305728825e-09,0.005825074482754298,4.1017918776653019e-07,1.4779212605260699e-08,1.5343673176199268e-08,7.0368036525915673e-08,5.7858591042998424e-10,0.0,0.0,2.7207057750825306e-08,1.1409211562438594e-11,5.3546835420895042e-13,4.6828256617132964e-13,8.4913676894222236e-13,7.3997808837183389e-22,1.3415165065614459e-16,5.4119330248402684e-13,1.1271244004924376e-06,3.3694679530783005e-10,7.6046204313186142e-21,6.8953731520710483e-22,2.0382047218185821e-13,6.8454583151637403e-13,4.3988303535412518e-14,1.608893124356118e-13,1.1579610477087527e-11,1.2141627991451703e-15,5.3609779858569296e-13,2.4279389089514973e-06,3.4702104802326522e-09,3.3353072228708733e-10,1.0248977121059887e-06,1.6916991460629449e-13,1.3854629483694622e-19,5.0058748909534581e-14,3.2157756895856719e-13,0.88168480800000004,0.0,0.0094584020275558442,0.10884994030040178,1.9325574572149371e-07,1.5332785412912523e-07,6.3109874438913647e-08,7.9996866189666276e-09,3.5350042233129139e-09,2.4105807558516924e-09,1.390732657183625e-11,3.8568023580301098e-10,2.4534500836111929e-11,1.3655803960469031e-09,8.8535507572931283e-09,1.1692886604286092e-09,4.4844660119540158e-09,9.4419831979402067e-12,4.2711132718048986e-10,1.5634879814706734e-07,1.0800549298198359e-07,1.4929405966741306e-08,1.2900668303247381e-12,1.0362372930166486e-10,8.1306757428878053e-08,6.1861443102407438e-12,8.7436625306140475e-21,1.038361744043591e-10,2.7742745068692542e-12,3.169377311946916e-13,1.8761056262156471e-14,1.0748839484141131e-09
9.289787352394235e-09,0.005825075123896169,4.2208114786841641e-07,1.5552448214455613e-08,1.6153144824698623e-08,7.4098717685024317e-08,6.2310048275553933e-10,0.0,0.0,2.8358191725340974e-08,1.2292771969631897e-11,5.8555980205127046e-13,4.9933726774344934e-13,9.029313937731484e-13,7.9957139641702266e-22,1.3991603595411268e-16,5.775848323341135e-13,1.1572642716647911e-06,3.5461794520265802e-10,8.7215865001432386e-21,7.6894572583490468e-22,2.1727956245811945e-13,7.0905161719751499e-13,4.6786874123550294e-14,1.7802608235895063e-13,1.1962147852232267e-11,1.3716471973487768e-15,5.7839798855288035e-13,2.4953886057822594e-06,3.6495413278906945e-09,3.4902699162475303e-10,1.0455629441776896e-06,1.775049960260669e-13,1.5391484701699794e-19,5.5273862067420451e-14,3.5349774557794957e-13,0.88168480800000004,0.0,0.0094583650020046775,0.10884993790869435,1.9343487459276666e-07,1.5365506221485525e-07,6.3144391632131267e-08,8.2653757375292792e-09,3.6426489678128718e-09,2.4859359849587766e-09,1.4333973611016526e-11,3.8598721984527892e-10,2.5354832652148545e-11,1.3678221466837361e-09,9.1117108118351112e-09,1.1723268334426258e-09,4.632402528559504e-09,9.7403104213248486e-12,4.2891461272875757e-10,1.6083830333330626e-07,1.1101566473605209e-07,1.5752014608532969e-08,1.2956134893695911e-12,1.0379815346541523e-10,8.4146012156279308e-08,6.4049399391089042e-12,3.9251009971920345e-19,1.051821738797647e-10,2.8714111602030011e-12,3.2109396628508863e-13,1.9429006200580694e-14,1.1100943039933325e-09
9.486991399059644e-09,0.005825075767158345,4.3403487225466021e-07,1.6347071156189603e-08,1.6985507344040973e-08,7.7936324808227669e-08,6.6993642455667675e-10,0.0,0.0,2.9532911808868718e-08,1.3226288523234325e-11,6.3905081679928219e-13,5.3165551372384261e-13,9.5878017396843265e-13,8.6241158445608796e-22,1.4581535976713676e-16,6.1551394100953632e-13,1.1874509644513488e-06,3.7277011502961244e-10,9.9719325757846695e-21,8.5534711538899745e-22,2.3130363611906449e-13,7.3372762387130841e-13,4.969253444716935e-14,1.9653150813573896e-13,1.234610648725957e-11,1.5453388195024676e-15,6.2295748793711989e-13,2.5631095542395873e-06,3.8336326764389152e-09,3.6488116116483939e-10,1.0660893018533066e-06,1.8600940040379166e-13,1.7059759631834172e-19,6.0895195389728891e-14,3.8774098927391163e-13,0.88168480800000004,0.0,0.009458327860623195,0.1088499354703398,1.9361027064031005e-07,1.5397978158314452e-07,6.3179291448234215e-08,8.5326816080840482e-09,3.7508134117550993e-09,2.5617057753693714e-09,1.4762704977453186e-11,3.8629277553650684e-10,2.6180210780390016e-11,1.3699120431899166e-09,9.3692525456842923e-09,1.1752872805731761e-09,4.7807909330810524e-09,1.0040308738306539e-11,4.3062159122444419e-10,1.6535467500274455e-07,1.1404793578405378e-07,1.6599361347286378e-08,1.3008594538244543e-12,1.0396051024500955e-10,8.7027608414901537e-08,6.6252326589899547e-12,3.1143261784887719e-19,1.0648784477965348e-10,2.9689497137240613e-12,3.2512559148479253e-13,2.0101572509017521e-14,1.1457808139886852e-09
9.684195445725054e-09,0.005825076412533018,4.460384464556778e-07,1.7163132218234196e-08,1.7840842024107246e-08,8.1881312633052107e-08,7.1915863310315744e-10,0.0,0.0,3.0731208205563818e-08,1.4211617511620245e-11,6.9608943005393863e-13,5.6525840297930589e-13,1.0167181056167947e-12,9.2861514556604545e-22,1.5185432446108773e-16,6.5500971686803152e-13,1.2176841102669543e-06,3.914044384729355e-10,1.1368098241397553e-20,9.4917795092210735e-22,2.4590467880031872e-13,7.5856818264938707e-13,5.2706878719387355e-14,2.164797336885293e-13,1.2731433590452783e-11,1.7364848758669892e-15,6.698404878962103e-13,2.6310998902609233e-06,4.0224932173257988e-09,3.8109335676999387e-10,1.0864780114643071e-06,1.9468252993924099e-13,1.8867533098882898e-19,6.6943990946662966e-14,4.2441581190771968e-13,0.88168480800000004,0.0,0.0094582906028397983,0.10884993298530371,1.9378261657377098e-07,1.5430253147711208e-07,6.3214590869252139e-08,8.8015454060328456e-09,3.8594793150655387e-09,2.6378769248303455e-09,1.5193447578053491e-11,3.8659722712991039e-10,2.7010451187371632e-11,1.3718699724259412e-09,9.6261019271206871e-09,1.1781800021466873e-09,4.929605792016919e-09,1.0341924678919672e-11,4.3224212181813795e-10,1.6989794426632326e-07,1.1710243371374054e-07,1.7471563343521569e-08,1.3058353984054199e-12,1.0411237292081756e-10,8.9951759691560999e-08,6.8469703475994864e-12,9.3877557269471377e-19,1.0775449443970414e-10,3.0668679337086527e-12,3.2903664339783443e-13,2.0778593854426889e-14,1.1819398467161162e-09
9.881399492390464e-09,0.005825077060013376,4.5809000700574671e-07,1.8000678413801443e-08,1.8719226387802454e-08,8.5934118946903464e-08,7.7083223296925737e-10,0.0,0.0,3.1953069132113959e-08,1.5250649838036795e-11,7.5682688699401986e-13,6.0016711417900954e-13,1.0767809637338119e-12,9.9830380386583135e-22,1.580379239849322e-16,6.9610139491788e-13,1.2479634319525679e-06,4.1052204425265499e-10,1.2923377477455325e-20,1.0508918263647482e-21,2.6109485223455539e-13,7.8356806278653342e-13,5.5831499402297569e-14,2.3794708027273669e-13,1.3118083103157092e-11,1.9463970103700917e-15,7.1911138902700494e-13,2.6993579125770795e-06,4.2161315967179277e-09,3.9766371370955286e-10,1.1067303324174848e-06,2.0352403453143165e-13,2.0823198517305699e-19,7.3442065168134053e-14,4.6363291851750104e-13,0.88168480800000004,0.0,0.0094582532280995443,0.10884993045355279,1.9395249319033019e-07,1.5462375914889941e-07,6.3250303059619156e-08,9.0719108988526722e-09,3.968629004372197e-09,2.714436684649383e-09,1.5626130620426202e-11,3.8690084923208785e-10,2.7845378038473298e-11,1.3737134086735641e-09,9.8821911763516625e-09,1.1810138648991226e-09,5.0788244690641108e-09,1.0645106668636112e-11,4.3378515777073357e-10,1.7446815157877773e-07,1.2017928307513913e-07,1.8368733635704654e-08,1.3105691906767727e-12,1.0425512469358641e-10,9.2918676199394735e-08,7.0701034418037964e-12,-9.62534562265229e-19,1.0898339084191905e-10,3.1651501678083308e-12,3.3283103753361078e-13,2.1459916917047953e-14,1.2185679277206585e-09
9.999999999999999e-09,0.005825077709593221,4.6536028482955771e-07,1.8514751631337004e-08,1.9258626240881404e-08,8.8423614484967008e-08,8.031170069172168e-10,0.0,0.0,3.2699250529163585e-08,1.5902197895187428e-11,7.9520056597556141e-13,6.2179926703366134e-13,1.1139418793720073e-12,1.0419464244669905e-21,1.6182864574345526e-16,7.2159512301943587e-13,1.2661958687883231e-06,4.2225276184810301e-10,1.3941245761193432e-20,1.116055654856202e-21,2.7051922025610086e-13,7.9867793469287435e-13,5.7764445399134562e-14,2.5162198741265533e-13,1.3351237897607957e-11,2.082249658936901e-15,7.4992027223368342e-13,2.740537220392547e-06,4.3348920556117851e-09,4.0780182748566879e-10,1.1188451392637383e-06,2.0892243185242225e-13,2.20741982026956e-19,7.7575749785040065e-14,4.884897680787559e-13,0.88168480800000004,0.0,0.0094582306940063816,0.10884992890842328,1.9405368158913797e-07,1.5481638014754989e-07,6.3271984624274579e-08,9.235211992370719e-09,4.0344985103745795e-09,2.7606624635044239e-09,1.5887256213555835e-11,3.8708315962885878e-10,2.8349697644805438e-11,1.3747734085389847e-09,1.0035813704636372e-08,1.1826931641801372e-09,5.1687520545169473e-09,1.0828176618151981e-11,4.346792527986556e-10,1.7722971209920473e-07,1.2204054550803741e-07,1.8920370164564465e-08,1.3133101654252472e-12,1.0433710219252459e-10,9.4723689723230974e-08,7.2049500773294953e-12,-1.0027646279749381e-18,1.0970479572925272e-10,3.2244239311520592e-12,3.3505843599690705e-13,2.1871681707097005e-14,1.240820898994746e-09
1.0078603539055873e-08,0.005825077709593221,4.7018773705425527e-07,1.885975310646401e-08,1.9620734295942683e-08,9.0095165125088744e-08,8.2502256507934333e-10,0.0,0.0,3.3198480817329359e-08,1.6345310884844731e-11,8.2141767063021992e-13,6.3640292325760863e-13,1.1390053345008737e-12,1.0716048201584935e-21,1.643714390114419e-16,7.3881836988724121e-13,1.2782887203370961e-06,4.3012405928389103e-10,1.4651958376440031e-20,1.1609598494114958e-21,2.7688650109972016e-13,8.0872244036123683e-13,5.906798540753449e-14,2.6101205723637935e-13,1.350601500721502e-11,2.1764530176206826e-15,7.7083478872358086e-13,2.7678820460876473e-06,4.4145564386873533e-09,4.1459237723404443e-10,1.1268475461300452e-06,2.1253380820630071e-13,2.2935469447082094e-19,8.0411809216533096e-14,5.0550518150609195e-13,0.88168480800000004,0.0,0.0094582157358636121,0.10884992787505529,1.9412040185960294e-07,1.5494385362963576e-07,6.32864404312939e-08,9.3437241995173953e-09,4.0782453091328902e-09,2.7913727077494462e-09,1.6060685348782992e-11,3.8720390274375165e-10,2.8684822917740139e-11,1.3754576543429788e-09,1.0137458361333564e-08,1.183796754720673e-09,5.2284268519472627e-09,1.0949804810401564e-11,4.352587963556551e-10,1.790653442903247e-07,1.2327860500764264e-07,1.9290981302444507e-08,1.3150860409108083e-12,1.0438997715737677e-10,9.592856401508762e-08,7.2945846776384243e-12,2.3672765572813901e-18,1.1017576160041593e-10,3.2637717489077586e-12,3.3651256479785823e-13,2.214539557977705e-14,1.2556617211038771e-09
1.0275807585721283e-08,0.005825078361267294,4.823298648157348e-07,1.9740396096780652e-08,2.0545436063123089e-08,9.4364856495694896e-08,8.8179517670615959e-10,0.0,0.0,3.446742756469804e-08,1.7497560351631074e-11,8.9001952637724018e-13,6.7398721977186073e-13,1.2034286417084388e-12,1.1486513065665393e-21,1.7086043082813393e-16,7.8319020463221934e-13,1.3086598266179438e-06,4.5021161004773967e-10,1.6568964125328472e-20,1.2798710405428106e-21,2.9329215914072466e-13,8.340268641019501e-13,6.2417922545934442e-14,2.8575537186527779e-13,1.3895194622809837e-11,2.4280985641367089e-15,8.250754672698164e-13,2.8366708309765538e-06,4.6177763505154901e-09,4.3187950243796613e-10,1.1468309518804475e-06,2.2171198115708683e-13,2.5213385179248631e-19,8.7876189100278697e-14,5.5014761423099728e-13,0.88168480800000004,0.0,0.009458178125608941,0.1088499252497807,1.9428677405354918e-07,1.5526315139127001e-07,6.3323013069362785e-08,9.6169335567027972e-09,4.1883115402171773e-09,2.8686730233806454e-09,1.6497044955822598e-11,3.875066178822866e-10,2.9528624157200506e-11,1.3771161521843573e-09,1.0391846990387709e-08,1.1865356773191185e-09,5.3783950692237085e-09,1.1255970772088122e-11,4.3667036862654253e-10,1.8368957566462651e-07,1.264005176133519e-07,2.0238411557864757e-08,1.3194087808896466e-12,1.0451799502412735e-10,9.8981624952692292e-08,7.520368836273075e-12,-5.0389319077683875e-18,1.1133279647138473e-10,3.3627335110237239e-12,3.400848994256666e-13,2.2834890123082094e-14,1.2932180087301696e-09
1.0473011632386693e-08,0.00582507901503111,4.9451466356202629e-07,2.0642643687031845e-08,2.1493398442279888e-08,9.8743582605933826e-08,9.4121581211180237e-10,0.0,0.0,3.5759891857361156e-08,1.8709392094247858e-11,9.6279349002863678e-13,7.1294152144706829e-13,1.2700891666442809e-12,1.2295825415060824e-21,1.7751073493979191e-16,8.2924663728378699e-13,1.3390766651612069e-06,4.7078582275341499e-10,1.8690494972493652e-20,1.4081327410367813e-21,3.1032455437211951e-13,8.5947722269912988e-13,6.588289652245883e-14,3.1225994022407821e-13,1.4285592014491047e-11,2.7028489133406444e-15,8.8189837982804692e-13,2.9057229272539915e-06,4.8257999172454407e-09,4.4952525388900059e-10,1.1666818669758782e-06,2.3105890794214198e-13,2.7666316288402763e-19,9.5858745732253042e-14,5.976773451605857e-13,0.88168480800000004,0.0,0.0094581403968279996,0.10884992257769996,1.9445197101825068e-07,1.5558193690817631e-07,6.3360025730335568e-08,9.8914892092722078e-09,4.2988114929517318e-09,2.9463260319682808e-09,1.6935144596291042e-11,3.8780915984546153e-10,3.0376626368134341e-11,1.3787007646492413e-09,1.0645305624956628e-08,1.1892368158252482e-09,5.5287132427152534e-09,1.1563557757651293e-11,4.3802653931779637e-10,1.8834090482111874e-07,1.2954513653665435e-07,2.1211125808402425e-08,1.323558176999525e-12,1.0464011860577899e-10,1.0207805690111481e-07,7.747412565641045e-12,1.1374922885971474e-17,1.1245565093276811e-10,3.4619873480848482e-12,3.4355161040153049e-13,2.3528266653181722e-14,1.3312336760716513e-09
1.0670215679052102e-08,0.005825079670880416,5.0674044935275104e-07,2.1566528773785047e-08,2.2464684873060852e-08,1.0323171761550497e-07,1.0033504027410174e-09,0.0,0.0,3.7075854413687775e-08,1.9982833978391121e-11,1.0399039179854467e-12,7.5328748735393899e-13,1.3390260657525163e-12,1.3145442683085386e-21,1.8432845666215282e-16,8.7701759135912598e-13,1.3695392049945855e-06,4.918478246742832e-10,2.1033671149525184e-20,1.5462710267472215e-21,3.2799661389685726e-13,8.8506972029677748e-13,6.9464493488364633e-14,3.4061089871836125e-13,1.4677181572502335e-11,3.0022906485357373e-15,9.4136865295460967e-13,2.9750370997860346e-06,5.0386357099227719e-09,4.6752980589339859e-10,1.186401622024061e-06,2.4057515830599553e-13,3.0303970034281175e-19,1.0438359507305337e-13,6.4821359279613875e-13,0.88168480800000004,0.0,0.0094581025490283761,0.10884991985878553,1.9461629148719739e-07,1.5590044888974252e-07,6.339747964518743e-08,1.0167343264705301e-08,4.4097294171630465e-09,3.0243204835659701e-09,1.7374921263861175e-11,3.8811164875187154e-10,3.1228680056458688e-11,1.3802219013603765e-09,1.0897787547114472e-08,1.1919056104893182e-09,5.6793673126708887e-09,1.1872520417676552e-11,4.3933335430113901e-10,1.9301939565523694e-07,1.3271257474699015e-07,2.2209221759556478e-08,1.3275530762947702e-12,1.0475717378167907e-10,1.0521805360318945e-07,7.9756742766112357e-12,-2.405709015282072e-17,1.1354544603265445e-10,3.5615968275058725e-12,3.4691616078335936e-13,2.4225396778569836e-14,1.3697057071684217e-09
1.0867419725717512e-08,0.005825080328810997,5.1900557633465544e-07,2.2512080971312737e-08,2.3459355251342577e-08,1.0782962083040581e-07,1.0682650569801805e-09,0.0,0.0,3.8415294174507658e-08,2.1319947718459452e-11,1.1215185145561287e-12,7.9504693101448907e-13,1.410279389650444e-12,1.4036889817220832e-21,1.9131996849529151e-16,9.2653318604636832e-13,1.4000474462392708e-06,5.1339874709337886e-10,2.3616677127192019e-20,1.6948311295387227e-21,3.4632146892371083e-13,9.1080085736285621e-13,7.3164296386202668e-14,3.708956145614225e-13,1.5069941633954961e-11,3.328083391126803e-15,1.0035515756756462e-12,3.0446121800383276e-06,5.2562923102730949e-09,4.8589334319765231e-10,1.2059915501276348e-06,2.5026151338500142e-13,3.3136395646710424e-19,1.1347542815424704e-13,7.0187763988070616e-13,0.88168480800000004,0.0,0.0094580645817322704,0.10884991709301145,1.9477999242286958e-07,1.5621889361074531e-07,6.3435377871749663e-08,1.0444449540675169e-08,4.5210499494980186e-09,3.1026454300295646e-09,1.7816313511288997e-11,3.8841422122895039e-10,3.2084641127242135e-11,1.3816885817207316e-09,1.1149250465373932e-08,1.1945468822440193e-09,5.8303448887633245e-09,1.2182814654514202e-11,4.4059624537275807e-10,1.9772511447619313e-07,1.3590294175924113e-07,2.323279357922659e-08,1.3314104149574804e-12,1.0486987622934137e-10,1.0840180372721408e-07,8.2051140138823334e-12,5.2723578435699517e-17,1.1460326545036011e-10,3.6613871430789754e-12,3.5018189797853508e-13,2.4926157218664416e-14,1.4086311778397684e-09
1.1064623772382922e-08,0.005825080988819206,5.3130843450097827e-07,2.3479326702286994e-08,2.4477466624529215e-08,1.1253763708867665e-07,1.1360260506252204e-09,0.0,0.0,3.9778188330545807e-08,2.2722828667121288e-11,1.2078083541697964e-12,8.3824183365637e-13,1.4838901001564552e-12,1.4971762247089666e-21,1.9849190613116086e-16,9.7782373878134993e-13,1.4306014077745585e-06,5.3543972699798041e-10,2.6458807746612852e-20,1.8543778739243326e-21,3.6531245962840039e-13,9.3666740633148598e-13,7.6983883221492268e-14,4.0320369252373983e-13,1.5463853966704826e-11,3.681961518805641e-15,1.0685125805968706e-12,3.1144470481394769e-06,5.4787783213628528e-09,5.0461606087169077e-10,1.2254529813567162e-06,2.6011896040761672e-13,3.6173989633101974e-19,1.2315951064819429e-13,7.587928057928107e-13,0.88168480800000004,0.0,0.0094580264944760933,0.10884991428035344,1.9494330225989063e-07,1.56537452088558e-07,6.347372525454805e-08,1.0722763384298532e-08,4.6327580807492504e-09,3.1812901930668562e-09,1.825926131537523e-11,3.8871703169195403e-10,3.2944370309832506e-11,1.3831086464629885e-09,1.1399656203438632e-08,1.1971649279882098e-09,5.9816350471072639e-09,1.2494397485020879e-11,4.4182008116936644e-10,2.0245812875499852e-07,1.3911634375032888e-07,2.4281932005234968e-08,1.3351453746964275e-12,1.0497884789920503e-10,1.1162949048537529e-07,8.4356932399625937e-12,3.6386521050875085e-17,1.1563015664892869e-10,3.7615540823035845e-12,3.5335205729148202e-13,2.5630429124607429e-14,1.4480072371585446e-09
1.1261827819048332e-08,0.005825081650902073,5.4364745108310891e-07,2.4468289239823016e-08,2.5519072610274756e-08,1.1735609692593089e-07,1.206699818620873e-09,0.0,0.0,4.1164512448228311e-08,2.4193605617457934e-11,1.2989479090662313e-12,8.8289435576612234e-13,1.5599000799621562e-12,1.5951728930964462e-21,2.0585116266600749e-16,1.0309197664569775e-12,1.461201137969201e-06,5.5797190622112051e-10,2.9580514761358213e-20,2.0254961221017121e-21,3.8498313894298445e-13,9.6266638388350326e-13,8.0924831892907801e-14,4.3762698446289773e-13,1.5858903309969127e-11,4.0657358895905745e-15,1.1363172357411254e-12,3.1845406501347905e-06,5.7061023535801215e-09,5.2369816358109869e-10,1.2447872466604403e-06,2.7014867958753379e-13,3.9427501236999229e-19,1.3346168244758032e-13,8.1908442031701169e-13,0.88168480800000004,0.0,0.0094579882868103277,0.10884991142078877,1.9510641353791017e-07,1.5685627617858348e-07,6.3512523742823792e-08,1.1002241580196197e-08,4.7448391799092781e-09,3.2602443742228999e-09,1.870370617756432e-11,3.8902019867781774e-10,3.3807732857193291e-11,1.3844890047477302e-09,1.164897037692308e-08,1.1997635371246384e-09,6.1332281346490632e-09,1.2807227073797047e-11,4.4300926623424249e-10,2.0721850787700763e-07,1.4235288439495522e-07,2.5356724365599502e-08,1.3387716951080645e-12,1.0508463717528065e-10,1.1490129231285233e-07,8.6673747042149916e-12,-3.0431953617220709e-17,1.1662713561070475e-10,3.8620465125873517e-12,3.5642977711712021e-13,2.6338097652391291e-14,1.4878310961120921e-09
1.1459031865713741e-08,0.0058250823150565924,5.5602109046948327e-07,2.5478988767063957e-08,2.6584223702856855e-08,1.2228531682122207e-07,1.2803529464810243e-09,0.0,0.0,4.2574240565597104e-08,2.573444061871709e-11,1.3951150800260587e-12,9.2902684724950989e-13,1.6383521395017298e-12,1.6978535276653869e-21,2.1340488428955878e-16,1.0858519898944268e-12,1.4918467186614272e-06,5.8099643126452091e-10,3.3003454439450545e-20,2.208791225253052e-21,4.0534727588587118e-13,9.8879502977803911e-13,8.4988722285567776e-14,4.7425959954306572e-13,1.6255077071318581e-11,4.4812955642040225e-15,1.2070312414305079e-12,3.254892003010786e-06,5.938273019196178e-09,5.4313986532534716e-10,1.2639956787855742e-06,2.8035203226031269e-13,4.2908037696450949e-19,1.4440835731516061e-13,8.8287979823897494e-13,0.88168480800000004,0.0,0.0094579499582993134,0.10884990851429641,1.9526947980886047e-07,1.5717548811712388e-07,6.3551771224137943e-08,1.1282842290128524e-08,4.8572789971288814e-09,3.3394978560998784e-09,1.9149591137272328e-11,3.89323790695766e-10,3.4674598351452498e-11,1.3858357560077896e-09,1.1897162115480544e-08,1.2023460172574934e-09,6.2851156363828016e-09,1.3121262735978758e-11,4.4416780142685383e-10,2.1200632327389465e-07,1.4561266511192431e-07,2.6457254630415254e-08,1.342301863630424e-12,1.0518772881101154e-10,1.1821738320352082e-07,8.9001223866728675e-12,-1.0910810976236991e-16,1.1759518883461829e-10,3.9628182507983449e-12,3.5941810526088572e-13,2.7049051781162544e-14,1.5281000248100172e-09
