Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76)
3.359584979507164e-10,0.005825050022098209,1.8092554381712575e-09,2.1060126695939003e-12,2.1372214523907273e-12,9.7567089426328085e-12,2.6961253658752735e-15,0.0,0.0,4.5987401300655266e-11,4.1458151521697417e-16,4.631764512615823e-19,3.6979893455101856e-18,7.4107632250912937e-18,5.3387670268545246e-29,2.8577633260274873e-20,7.067946877598554e-17,4.2352747188327042e-09,3.3906130952425433e-14,7.3929463754651943e-31,2.823082316734225e-30,3.9741229978801888e-18,2.0707855573232104e-16,5.6304669896040025e-19,2.77971259656177e-21,3.8292430756952982e-15,1.1364445628056757e-23,4.9126786637367412e-18,1.0356770713766824e-08,3.7867876044833783e-13,2.7979951227004581e-13,2.5452398264995472e-08,2.6349512817076302e-18,6.4969253811276154e-27,1.1293573537060457e-20,3.7273044527648375e-20,0.88168480800000004,0.0,0.0094599437190329601,0.10884999980616944,3.1890907051370078e-08,2.9743515436150138e-08,1.9079747538978024e-08,3.7861782759693273e-11,2.464989619051953e-11,1.4781878514245709e-11,8.1903106465362622e-14,3.5438540107571724e-11,9.9168752238509551e-14,3.0533972616702013e-11,1.7726586658042482e-11,5.5351595425110707e-11,1.4390504762225876e-12,4.7276323520456657e-14,2.6065531066845772e-12,6.6293840959983456e-10,6.3974036594772283e-10,4.9864873730313467e-12,5.357148290491104e-15,2.0135889595580137e-12,2.2870061329404886e-10,5.8967258523162501e-15,6.2290854881540239e-22,3.4417560484829307e-13,2.4378412153575869e-16,7.3254873517167267e-16,1.3587580150258369e-17,5.8883055574209388e-11
3.684446852040287e-10,0.005825050067085956,2.1457710808120118e-09,2.7356138024430251e-12,2.7768685176086832e-12,1.2674422158525167e-11,3.8351951131029037e-15,0.0,0.0,5.4833968356468505e-11,5.403201906182395e-16,6.3138870580032385e-19,5.2658494205046576e-18,1.0639890144210687e-17,9.0738276134837749e-29,3.749704248781831e-20,8.4896259184860429e-17,5.0781473393588424e-09,4.4654210759454314e-14,1.4210466966762865e-30,4.938765814360365e-30,5.3813590006326862e-18,2.7081210959942834e-16,7.3439316908734078e-19,4.7115574051203818e-21,5.0131457516646541e-15,1.8150238988906797e-23,6.5142298915492304e-18,1.2377105576530983e-08,4.9838951498651086e-13,3.3876296307109163e-13,2.816719971799174e-08,3.7796542500696204e-18,1.0233700299096547e-26,1.6495571927587811e-20,5.8630376723828269e-20,0.88168480800000004,0.0,0.0094599382747578686,0.10884999977041697,3.4801182487027659e-08,3.2274033823340611e-08,2.0578972235844717e-08,4.1888138615588414e-11,2.6984550382737794e-11,1.6369992915137803e-11,9.0973301413721833e-14,4.1223016140599783e-11,1.1116533419954597e-13,3.6273771559234789e-11,2.1379565475160638e-11,6.4840910282497961e-11,1.8845139220555014e-12,5.3159883126772251e-14,3.2480577470007636e-12,7.9177691847415489e-10,7.6103578880435453e-10,5.9628340073251567e-12,6.8888708364167974e-15,2.4038922676304806e-12,2.7430209634413324e-10,7.1536613333767382e-15,7.9094443458413715e-22,4.3311884682384811e-13,3.3731778580295463e-16,9.5015886314618954e-16,1.6907532700949753e-17,6.3330572403098926e-11
4.12377847772908e-10,0.005825050129648277,2.6420226363572121e-09,3.7656777748931625e-12,3.8236731238402623e-12,1.7448563523135317e-11,5.9005750648185173e-15,0.0,0.0,6.8047575204063069e-11,7.4789656356216868e-16,9.2846251391767547e-19,8.1072800728854388e-18,1.6527738788436001e-17,1.731621180759338e-28,5.2196969892357678e-20,1.0631315637783182e-16,6.334091263329726e-09,6.2472279703412045e-14,3.1632556419164463e-30,9.7965622080296278e-30,7.804436369975337e-18,3.7532285011847826e-16,1.0267533443083119e-18,8.9789252862411862e-21,6.9574236027125419e-15,3.2205607840512626e-23,9.2094875088171023e-18,1.5371559928585943e-08,6.966432929324676e-13,4.2810280173245801e-13,3.1902216643616098e-08,5.8637256432451593e-18,1.7837632009435238e-26,2.6263278276466099e-20,1.0205875213499666e-19,0.88168480800000004,0.0,0.0094599309112439328,0.10884999971803787,3.8682648579815073e-08,3.5608399010391534e-08,2.2523597904656659e-08,4.7527138605953554e-11,3.0233170256130844e-11,1.8598463059343321e-11,1.0346437579889539e-13,4.9375724681748731e-11,1.2790200328536753e-13,4.4685558175569063e-11,2.6877859572306782e-11,7.8403940637393632e-11,2.6164136493359237e-12,6.1390944815348555e-14,4.2454328270939754e-12,9.8255256470040349e-10,9.3939354698255751e-10,7.425671468123e-12,9.3323829644760645e-15,2.9799832112125667e-12,3.4229782761820441e-10,9.0458526913506422e-15,1.0563245265566009e-21,5.7264702803149687e-13,5.0115088016336008e-16,1.3001392544116547e-15,2.1984966191330505e-17,6.9069989927661473e-11
4.5631101034178726e-10,0.00582505019414173,3.1843311536489657e-09,5.0194128708507291e-12,5.0981776131291393e-12,2.326021663476479e-11,8.6952847818909693e-15,0.0,0.0,8.2700056234226468e-11,1.0033011405068768e-15,1.3234799955857428e-18,1.1947769152168613e-17,2.4528503086048048e-17,3.0911758036328213e-28,7.0209156557846339e-20,1.3034162258553976e-16,7.7215145377751138e-09,8.4451341769938039e-14,6.5095927431977761e-30,1.8165635523854399e-29,1.0918191618356095e-17,5.0266562885201879e-16,1.4027471837597514e-18,1.6038865407994745e-20,9.3302602140657988e-15,5.4043595317195774e-23,1.2597520217159416e-17,1.8660108066145396e-08,9.4091520484974322e-13,5.286804332774043e-13,3.5708055926941148e-08,8.6906656676734903e-18,2.943015967605358e-26,4.0009047123665571e-20,1.6816327043619862e-19,0.88168480800000004,0.0,0.0094599235466397077,0.10884999966121861,4.2500434478310323e-08,3.8844596777976884e-08,2.4377077632067449e-08,5.3414489391426764e-11,3.3611715139441088e-11,2.0929016637659582e-11,1.1632280117356396e-13,5.7828779762220538e-11,1.4531048674696334e-13,5.3803117872086471e-11,3.3021254088060433e-11,9.2696547265634853e-11,3.5100969421668161e-12,6.9974781896659727e-14,5.3947019102396748e-12,1.1918459883037633e-09,1.1335277775558432e-09,9.0578099401401102e-12,1.221780414875162e-14,3.6091555135673128e-12,4.1747332072207337e-10,1.1161198227170271e-14,1.3667443076400864e-21,7.3484255737113042e-13,7.147383814681621e-16,1.716678878211362e-15,2.7740306163223417e-17,7.4514128298610005e-11
5.002441729106666e-10,0.005825050260513505,3.7713535847801444e-09,6.5163028149737337e-12,6.6203058675029585e-12,3.0200031093955318e-11,1.236892469049645e-14,0.0,0.0,9.879239160221223e-11,1.3117040580474234e-15,1.8393232530225523e-18,1.6988112977265018e-17,3.5072083336698438e-17,5.2248818972205458e-28,9.182948724574976e-20,1.5710205624082629e-16,9.2382096685604916e-09,1.1100944903317442e-13,1.2553372735225701e-29,3.1865906880068369e-29,1.4829296382002316e-17,6.5468044346494456e-16,1.8795797733445137e-18,2.7168460022194796e-20,1.2167067248244327e-14,8.6661464574827424e-23,1.6776695581050145e-17,2.2234822448904162e-08,1.2357448940813795e-12,6.4070837752424804e-13,3.9582247618631306e-08,1.2409163954098003e-17,4.6436859889915136e-26,5.8800307257203058e-20,2.6488985079577158e-19,0.88168480800000004,0.0,0.0094599161808495303,0.10884999960015154,4.6253365503891296e-08,4.1985606500220002e-08,2.6143738655423356e-08,5.9576217324845494e-11,3.7144336178147584e-11,2.3370811315033971e-11,1.2965702353607886e-13,6.6505363190915447e-11,1.6347481604404361e-13,6.3582878441848446e-11,3.9812918300247596e-11,1.076094094066297e-10,4.5790683846709236e-12,7.8949419109002343e-14,6.6974861350806802e-12,1.4191272183165194e-09,1.3427158668586122e-09,1.0866496048937697e-11,1.5556061424218362e-14,4.2887541863819829e-12,4.9972448247313097e-10,1.3503138656932296e-14,1.7230830202106812e-21,9.2010202629493918e-13,9.8569887230855493e-16,2.2018357054031323e-15,3.4179862339829572e-17,7.968490762063316e-11
5.441773354795459e-10,0.005825050328712157,4.4017940281901962e-09,8.2752532099175201e-12,8.4094040128396897e-12,3.8356022236378281e-11,1.7083447799951595e-14,0.0,0.0,1.1632457787187313e-10,1.6783286969016045e-15,2.5026967505240265e-18,2.3444073762141686e-17,4.8619687300437397e-17,8.4386826873516014e-28,1.1734298929285771e-19,1.8673410510393388e-16,1.0881934578101778e-08,1.425588963433731e-13,2.2930888372429823e-29,5.336379949371173e-29,1.9649509773331692e-17,8.3310783862201169e-16,2.4765555795187344e-18,4.4026388648065653e-20,1.5501419128465945e-14,1.3382776681646864e-22,2.1852538041153138e-17,2.6087973318553894e-08,1.5855947180283596e-12,7.6439235259441239e-13,4.3522398349108671e-08,1.7177890080833795e-17,7.0610551731371734e-26,8.3883671160566882e-20,4.0186807924960997e-19,0.88168480800000004,0.0,0.0094599088137804453,0.10884999953501176,4.9940472707106566e-08,4.5034312586952161e-08,2.7827698118724379e-08,6.6036518502860948e-11,4.0852126836934823e-11,2.5932064327788112e-11,1.4356400873686263e-13,7.5338069006029938e-11,1.8247415185939953e-13,7.3982679035336356e-11,4.7255497944915664e-11,1.230438683586209e-10,5.8361578735676015e-12,8.8349834387507197e-14,8.1542313391470515e-12,1.6638829451292714e-09,1.5662699855040031e-09,1.2860127642419264e-11,1.9353797883661131e-14,5.0161198210363865e-12,5.8894596706020244e-10,1.6076274926619264e-14,2.1258161677850628e-21,1.1286392019060354e-12,1.3217456471124047e-15,2.7570022704624977e-15,4.1313931190016041e-17,8.4602941069052115e-11
5.881104980484251e-10,0.005825050398687541,5.0744019639082094e-09,1.031461119368537e-11,1.0484259741816782e-11,4.7813661128043967e-11,2.3012812601335084e-14,0.0,0.0,1.3529573881383516e-10,2.1084504386232773e-15,3.3444828991878034e-18,3.154563407583353e-17,6.5661966911753764e-17,1.3114812162832996e-27,1.4702392382904124e-19,2.1939588790676173e-16,1.2650419121251319e-08,1.7950606434387066e-13,4.0001269043523221e-29,8.591046649337084e-29,2.549538582133581e-17,1.0395923900469674e-15,3.2150469937020096e-18,6.8714708404290819e-20,1.9365093633245249e-14,2.0020358674473521e-22,2.7938153159698476e-17,3.0212025315231203e-08,1.9948486362435609e-12,8.9993149209104792e-13,4.7526188920040893e-08,2.3164692982783653e-17,1.0407406410926124e-25,1.1670292210161878e-19,5.9057112106694647e-19,0.88168480800000004,0.0,0.0094599014453420945,0.10884999946595855,5.3560977760226875e-08,4.7993507858340392e-08,2.9432873511833613e-08,7.2817847309194767e-11,4.4753411517380657e-11,2.8620119108309166e-11,1.5813128381156761e-13,8.4267937692406022e-11,2.0238423677037484e-13,8.4961759489692394e-11,5.5351137756234739e-11,1.3891098107520577e-10,7.2935342401550106e-12,9.8208651867129288e-14,9.7643559100214525e-12,1.9256159572647412e-09,1.8035354364961749e-09,1.5048108018294478e-11,2.3613891079276649e-14,5.7886034475029131e-12,6.8503147416467447e-10,1.888616391134042e-14,2.5750644887167194e-21,1.3605086689563382e-12,1.7306265268303276e-15,3.3829896882045485e-15,4.9156120781290961e-17,8.9287607142185747e-11
6.320436606173044e-10,0.005825050470390846,5.7879704659616187e-09,1.2652185521369616e-11,1.2863122088550343e-11,5.8655966476130478e-11,3.0342625034052229e-14,0.0,0.0,1.5570422867819548e-10,2.6073955824394054e-15,4.4000913214934287e-18,4.1536241928297166e-17,8.6717149119652704e-17,1.9721283356788744e-27,1.81135911996181e-19,2.5526320282024553e-16,1.4541371259277867e-08,2.2225128983236569e-13,6.7082289418817781e-29,1.3370342531157323e-28,3.2487980324951472e-17,1.275686302410263e-15,4.1184399076087873e-18,1.0384710114573266e-19,2.3788117353843212e-14,2.9148719393991633e-22,3.5154585190568071e-17,3.4599633718934617e-08,2.4678114224680868e-12,1.0475185680637912e-12,5.1591371832363241e-08,3.054579836436127e-17,1.493675169697816e-25,1.5891858996111487e-19,8.4447926860145361e-19,0.88168480800000004,0.0,0.0094598940754466454,0.10884999939313694,5.7114278261902343e-08,5.0865896953216554e-08,3.0962993012267027e-08,7.9941007889286099e-11,4.8864019332721989e-11,3.1441511080152454e-11,1.7343638631167064e-13,9.3243559072048193e-11,2.23276302829511e-13,9.6480745086867157e-11,6.4101504366245777e-11,1.5513062962331275e-10,8.9627207197868008e-12,1.0855567181521185e-13,1.1526387355696693e-11,2.2038445687624274e-09,2.0538890079187649e-09,1.7440710537152665e-11,2.8335931695874128e-14,6.6035793062166283e-12,7.8787402960912785e-10,2.1939167192050059e-14,3.0706398760157245e-21,1.6156275068474266e-12,2.2200705811032844e-15,4.0801034333609817e-15,5.7722945076562616e-17,9.3757120988239644e-11
6.759768231861837e-10,0.005825050543774497,6.5413346245120925e-09,1.5305264272611617e-11,1.5563718863414558e-11,7.0963585680430308e-11,3.9269824164577475e-14,0.0,0.0,1.7754772223827081e-10,3.1805405335875671e-15,5.7097904539857945e-18,5.3672132399736768e-17,1.1232935236231386e-16,2.8820771029876904e-27,2.1993204704833443e-19,2.9452882731483826e-16,1.655248258114643e-08,2.7118874567007811e-13,1.0870870185174819e-28,2.0204953219103893e-28,4.0752587452682883e-17,1.5428526124842085e-15,5.2120683738615597e-18,1.526146025456114e-19,2.8798806674520119e-14,4.1455646303316572e-22,4.3631139137806614e-17,3.924364118453731e-08,3.0087079221151164e-12,1.2073401874659373e-12,5.5715769113340072e-08,3.9505078161506201e-17,2.0949512143005683e-25,2.1242708772128238e-19,1.1792347436954641e-18,0.88168480800000004,0.0,0.0094598867040087027,0.10884999931667892,6.059993466718383e-08,5.3654099318599929e-08,3.2421604631800661e-08,8.7425236045117486e-11,5.3197523015824223e-11,3.4402026014407333e-11,1.8954645100842927e-13,1.0222029471834379e-10,2.4521580638839689e-13,1.0850163335926092e-10,7.3507806748933837e-11,1.7163074437194928e-10,1.0854608887433346e-11,1.1941742168735434e-13,1.343808092200957e-11,2.4981021164766579e-09,2.316737512374079e-09,2.0048960601696078e-11,3.351663951727206e-14,7.4584553733366047e-12,8.9736623602866522e-10,2.5242320305270778e-14,3.612085820641606e-21,1.8937939969507421e-12,2.7977424680350642e-15,4.8482086421583449e-15,6.7033425556105253e-17,9.802859774044798e-11
7.19909985755063e-10,0.0058250506187922085,7.3333698581074278e-09,1.8290633999589505e-11,1.8603275547864515e-11,8.4814882441820471e-11,5.0002337455501707e-14,0.0,0.0,2.0082330146597875e-10,3.8333110594365969e-15,7.3190339085636545e-18,6.8221609869654117e-17,1.4306682858101905e-16,4.1079867146926403e-27,2.6365505437534269e-19,3.3740176381658691e-16,1.8681433655328718e-08,3.2670635091667999e-13,1.7096607833864541e-28,2.9755687874143413e-28,5.0418464728078901e-17,1.8424686800623287e-15,6.5231334177131095e-18,2.1885972128963067e-19,3.4423816226350909e-14,5.776447383246427e-22,5.350563947378456e-17,4.413707382084525e-08,3.6216826909203017e-12,1.3795770060396184e-12,5.9897269948277174e-08,5.0233293866007343e-17,2.8797736553033946e-25,2.7938174671629501e-19,1.6128034788441609e-18,0.88168480800000004,0.0,0.0094598793309452183,0.10884999923670464,6.4017657094423763e-08,5.6360652409549012e-08,3.3812085714762111e-08,9.5288283801379168e-11,5.7765470475668169e-11,3.7506758370458729e-11,2.0651841308802096e-13,1.1115953030597581e-10,2.6826243600397344e-13,1.2098777436039531e-10,8.3570818030431337e-11,1.8834654589396057e-10,1.2979475377844004e-11,1.3081709760436369e-13,1.5496532448900291e-11,2.8079364181799445e-09,2.591516260102209e-09,2.2884522971536359e-11,3.915026042338349e-14,8.350682569287479e-12,1.0134005138645761e-09,2.8803197918443596e-14,4.1987146925233328e-21,2.194705298302836e-12,3.4712015883454666e-15,5.6867924985574154e-15,7.7108766509599885e-17,1.0211811780937728e-10
7.638431483239422e-10,0.005825050695398878,8.1629905162896218e-09,2.1624595504642321e-11,2.1998530851185216e-11,1.002860089682445e-10,6.2758799667141874e-14,0.0,0.0,2.2552752834751247e-10,4.5711818158986127e-15,9.2787662386567504e-18,8.5464436440473845e-17,1.7952045416864133e-16,5.7277326657625869e-27,3.1253741548934433e-19,3.8410661180667026e-16,2.0925898683675476e-08,3.8918568001405738e-13,2.6183949175494601e-28,4.2831887947627749e-28,6.1618597781639795e-17,2.1758290980140926e-15,8.0806172175503742e-18,3.0714391955867813e-19,4.0688179000734191e-14,7.9050242674235297e-22,6.492467029213547e-17,4.9273138113010783e-08,4.3107995327341875e-12,1.5644039040124339e-12,6.4133828741763e-08,6.2927436163325177e-17,3.8890055471761939e-25,3.6221250150354799e-19,2.1656227204976321e-18,0.88168480800000004,0.0,0.0094598719561754321,0.10884999915332361,6.7367294088920915e-08,5.8988014314859375e-08,3.513765089507395e-08,1.0354648973983644e-10,6.2577577404561044e-11,4.0760160148399684e-11,2.244006083484723e-13,1.2002805284985993e-10,2.924711989860815e-13,1.339038558650635e-10,9.4290893859645251e-11,2.0521991046325666e-10,1.5346995658886117e-11,1.4277511383810492e-13,1.7698272934982508e-11,3.1329093283812028e-09,2.8776877782093772e-09,2.5959607027087605e-11,4.5228899621795415e-14,9.2777620491367803e-12,1.1358693111758657e-09,3.2629779883296521e-14,4.8296385828386176e-21,2.517972148664132e-12,4.2478679548422946e-15,6.5950168015766736e-15,8.7971893765426958e-17,1.0604078200371451e-10
8.077763108928215e-10,0.005825050773550674,9.0291482519663748e-09,2.532298250552026e-11,2.5765755170905984e-11,1.1745099134203572e-10,7.7768212908315423e-14,0.0,0.0,2.516565177087159e-10,5.3996758807044979e-15,1.1645725466384156e-17,1.0569113874890496e-16,2.2230205400174953e-16,7.8312973152990604e-27,3.6680156556588302e-19,4.3488283186160392e-16,2.32835501304433e-08,4.5900191262946564e-13,3.9166745041743314e-28,6.0413835785395785e-28,7.4489438692355289e-17,2.5441491483470188e-15,9.9151828179368458e-18,4.2282785764088948e-19,4.7615358605952523e-14,1.0646104801888466e-21,7.8043743127861259e-17,5.4645216727589311e-08,5.0800415730748542e-12,1.7619901960555684e-12,6.8423462794037853e-08,7.7790005380522935e-17,5.1697377616410263e-25,4.6364833523433351e-19,2.8607619769527903e-18,0.88168480800000004,0.0,0.0094598645796207682,0.10884999906663551,7.0648820657305159e-08,6.153856683240672e-08,3.6401360971005409e-08,1.1221485861749664e-10,6.7641923185072735e-11,4.4166092942639148e-11,2.4323420831285336e-13,1.2879742647643019e-10,3.178932363474282e-13,1.4721587851160079e-10,1.0566799356488706e-10,2.2219872086888835e-10,1.7966262288689919e-11,1.5530957896778716e-13,2.0039361486118022e-11,3.4725962132570965e-09,3.1747403708213208e-09,2.9286873237512887e-11,5.1742850466886443e-14,1.0237251464858534e-11,1.2646653095657376e-09,3.6730324882336401e-14,5.5038017789421736e-21,2.8631332038618663e-12,5.1349920522605557e-15,7.5717693055737106e-15,9.9646978743139367e-17,1.0981077217328707e-10
8.517094734617008e-10,0.005825050853204842,9.9308308338306584e-09,2.9401175094968848e-11,2.9920763878183955e-11,1.3638179111278978e-10,9.5269706897948311e-14,0.0,0.0,2.7920599405912895e-10,6.3243645768088794e-15,1.4482721041719829e-17,1.2920247471023776e-16,2.7204308957203642e-16,1.0521501568405738e-26,4.2666001682907022e-19,4.8998420078694985e-16,2.5752062544581018e-08,5.3652376468480056e-13,5.735908930599691e-28,8.3672809127891802e-28,8.917070241348709e-17,2.9485673402424286e-15,1.2059076144353311e-17,5.7213819672465098e-19,5.522728645376285e-14,1.4133566107802488e-21,9.302746889447273e-17,6.0246865790817154e-08,5.9333109810936159e-12,1.9724997815346467e-12,7.2764250647552833e-08,9.5028430961482332e-17,6.7757977133271718e-25,5.8673693392443537e-19,3.724060548631208e-18,0.88168480800000004,0.0,0.009459857201204791,0.10884999897673125,7.3862328909401706e-08,6.4014617678039903e-08,3.7606129579001128e-08,1.2130712252933472e-10,7.2965102944901091e-11,4.7727868605181553e-11,2.6305401824403388e-13,1.374435123516625e-10,3.4457584116414152e-13,1.6089114092567749e-10,1.1770169607212169e-10,2.3923636648218666e-10,2.0845797765848147e-11,1.6843646957790053e-13,2.2515457908016093e-11,3.8265855749043853e-09,3.4821870365872517e-09,3.2879359639158031e-11,5.8680850767838703e-14,1.1226769621206425e-11,1.3996815952194792e-09,4.1113276106066613e-14,6.2200061666267339e-21,3.2296661309097185e-12,6.1396306216773556e-15,8.6157031114369979e-15,1.1215905042571096e-16,1.1344139751600014e-10
8.956426360305801e-10,0.005825050934319909,1.0867060529190729e-08,3.3874118496144535e-11,3.4478935911380431e-11,1.5714839104041899e-10,1.1551219279788465e-13,0.0,0.0,3.0817135353739787e-10,7.3508672174511525e-15,1.7858911130894185e-17,1.5630874932063656e-16,3.2939303001619074e-16,1.3914854345342036e-26,4.9231559998848539e-19,5.4967807093374778e-16,2.8329116567368713e-08,6.2211347939770214e-13,8.2415223702541663e-28,1.1399699559214519e-27,1.0580511270281985e-16,3.390148924782307e-15,1.4546015512769427e-17,7.6225489049960739e-19,6.3544419046131973e-14,1.8522960150631799e-21,1.1004964122883247e-16,6.607181026250906e-08,6.8744295063408434e-12,2.1960913571412386e-12,7.7154329732355558e-08,1.1485437870997786e-16,8.7683680717909342e-25,7.3486860166812682e-19,4.7842895702754432e-18,0.88168480800000004,0.0,0.0094598498208531123,0.10884999888369369,7.7008017008720276e-08,6.6418403540918124e-08,3.8754731707604338e-08,1.3083581950110111e-10,7.8552398252522231e-11,5.1448297558572049e-11,2.838887882637186e-13,1.4594593950792171e-10,3.7256225022855925e-13,1.748982086849213e-10,1.303912209549586e-10,2.562911770946307e-10,2.3993574765961917e-11,1.821696177118118e-13,2.5121899824348825e-11,4.1944785254483808e-09,3.7995640754181403e-09,3.6750403445771092e-11,6.6030356681126218e-14,1.2244000465437932e-11,1.5408118343174887e-09,4.5787172776641946e-14,6.9769351916086411e-21,3.6169993264380943e-12,7.2686254762698712e-15,9.7252783036898271e-15,1.2553370355739533e-16,1.1694515219297052e-10
9.395757985994594e-10,0.005825051016855371,1.1836893172223552e-08,3.8756333593397335e-11,3.9455224170582021e-11,1.7981884329486695e-10,1.3875417776427751e-13,0.0,0.0,3.385477066963409e-10,8.4848511635802574e-15,2.1850051715846493e-17,1.8732937684001325e-16,3.9501826984949808e-16,1.8142156190096151e-26,5.639615666021297e-19,6.1424492591991308e-16,3.1012401995540639e-08,7.1612676737353718e-13,1.1638471280583333e-27,1.530123024625458e-27,1.2453823528719898e-16,3.8698879378697906e-15,1.7411091724955753e-17,1.0013734421953913e-18,7.2585768985946848e-14,2.3993313509841175e-21,1.292933611214998e-16,7.2113941846431465e-08,7.9071382226837052e-12,2.432918534250814e-12,8.1591895079855206e-08,1.3748326270117755e-16,1.1216487095192037e-24,9.1179499987882469e-19,6.0732750573088794e-18,0.88168480800000004,0.0,0.0094598424384933436,0.10884999878759834,8.0086181740952051e-08,6.8752091790421293e-08,3.9849808946236554e-08,1.4081234262352262e-10,8.4407892179936037e-11,5.5329720887328499e-11,3.0576151212647551e-13,1.5428774958296828e-10,4.018916723135352e-13,1.8920690193658486e-10,1.4373544131944439e-10,2.7332604593580978e-10,2.7417026862420587e-11,1.965207469738358e-13,2.7853756448690455e-11,4.5758884959110973e-09,4.1264302322403577e-09,4.0913585908680456e-11,7.3777732785728541e-14,1.3286695966736102e-11,1.6879504095507455e-09,5.0760583128180253e-14,7.7731711809524314e-21,4.0245199871897296e-12,8.5285867347408203e-15,1.0898790604148345e-14,1.3979690268759511e-16,1.2033375199384568e-10
9.835089611683388e-10,0.0058250511007720334,1.2839416469546696e-08,4.4061936814990271e-11,4.4864175275854143e-11,2.044593603097048e-10,1.6526339231267891e-13,0.0,0.0,3.7032993327977485e-10,9.7320317097677864e-15,2.6538748571670846e-17,2.2259217691236749e-16,4.6960048404785129e-16,2.334931428701912e-26,6.4178188956488557e-19,6.8397759809934463e-16,3.3799621304670009e-08,8.1891284439528491e-13,1.6178986513128757e-27,2.0261233328703514e-27,1.4551822111861238e-16,4.3887109498086737e-15,2.0690654262920633e-17,1.2988016035935063e-18,8.2368970072898311e-14,3.0750363549523174e-21,1.5095104065744257e-16,7.8367313621902138e-08,9.0350986138850987e-12,2.6831300662921458e-12,8.6075196800842816e-08,1.6313355910108809e-16,1.4197723547166138e-24,1.1216548727976319e-18,7.6260651937704448e-18,0.88168480800000004,0.0,0.0094598350540549998,0.10884999868851408,8.309720789287293e-08,7.1017783691236604e-08,4.0893878072993186e-08,1.5124701943576713e-10,9.0534623156212318e-11,5.9374056394777698e-11,3.286901743989271e-13,1.6245492756835226e-10,4.325997437474143e-13,2.0378825606198677e-10,1.5773290573908668e-10,2.9030791247903181e-10,3.1123071751152278e-11,2.1149970865833286e-13,3.0705894798214077e-11,4.9704406788573792e-09,4.4623652812994187e-09,4.5382664484067118e-11,8.1908489079848377e-14,1.4352678425161701e-11,1.8409925710490242e-09,5.6042024449110645e-14,8.6072211936667309e-21,4.4515840430330259e-12,9.9258788294215083e-15,1.2134407195202499e-14,1.5497472212489535e-16,1.2361819165958165e-10
9.999999999999999e-10,0.00582505118603154,1.3223987623759323e-08,4.6165590076461462e-11,4.7009103582933972e-11,2.1423034687813925e-10,1.7611373243672188e-13,0.0,0.0,3.8262173893019451e-10,1.0230577783703845e-14,2.8496889949303786e-17,2.3699209143870904e-16,5.0005006183058309e-16,2.5589344075630173e-26,6.7262285750265345e-19,7.1154829997289593e-16,3.4872211928399442e-08,8.5983009431560154e-13,1.8239255787106929e-27,2.2439932169470545e-27,1.5400409982261978e-16,4.5937266385097562e-15,2.2036316524886367e-17,1.4276012077072178e-18,8.6236123429908435e-14,3.3665825178113262e-21,1.5974467687629499e-16,8.0767960297109789e-08,9.4838194300302206e-12,2.7805356291802167e-12,8.7769535974368739e-08,1.7358686566924718e-16,1.5471796488046612e-24,1.2098459121236452e-18,8.284763795011218e-18,0.88168480800000004,0.0,0.0094598322816333655,0.1088499986505627,8.4210208512436879e-08,7.1851114768110059e-08,4.1273113328613712e-08,1.5528404597363176e-10,9.2904862822473166e-11,6.0934540620841417e-11,3.375723067970257e-13,1.6547313579299751e-10,4.4448911819423662e-13,2.0932627896412615e-10,1.6315535850811813e-10,2.966625504795525e-10,3.2588469982703411e-11,2.1728609571626854e-13,3.1806463094557864e-11,5.1218601909020973e-09,4.5907226664873454e-09,4.7142004683671709e-11,8.5056379419305251e-14,1.4758391001650459e-11,1.8999421455005687e-09,5.8105737215127792e-14,8.9297406715116054e-21,4.6167982922133879e-12,1.0487081852794909e-14,1.2613854052774698e-14,1.6091337680377175e-16,1.2482630069191971e-10
