Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74)
8.388607e-09,0.007048944319677858,9.8106817503368827e-19,1.0625953390207105e-21,1.4578615169165772e-20,8.6062192842674999e-21,2.2623279963059152e-22,0.0,0.0,4.2138943416081223e-17,1.1084501876106976e-22,4.5006352930673785e-31,2.0147496457922248e-32,1.8102745760494562e-30,4.3790365839941126e-53,2.6692699995658031e-36,3.8650702050257731e-32,1.1389193872583929e-15,7.9101146043778603e-21,7.3596396455530299e-53,1.7499561440078409e-53,4.2361803265940999e-32,2.0069803845261948e-32,1.7118502035211645e-34,5.7448048463726908e-34,4.9098556935777073e-23,1.5202497180689917e-37,8.1286326348144836e-32,3.9336015884201449e-17,8.849286797720549e-20,7.899414603948911e-21,1.6329964003519351e-15,6.4880070846799469e-27,1.391838590747704e-41,4.6898275473215343e-33,6.3571282566730606e-35,0.88168480800000004,0.0,0.0094599999999951147,0.10884999999999945,1.8814537242594623e-15,1.8172423240418226e-15,1.5718748921847082e-15,8.1541138837302346e-18,6.661933346238299e-18,3.3288896282051811e-18,3.8980660893010787e-18,1.3382794159297631e-16,4.5587977655753651e-18,9.1181861632807149e-17,7.9828484302934989e-17,1.5272796392460314e-16,3.5479710512773827e-17,1.875814106351129e-18,1.9266738001832205e-18,1.0383205455499213e-18,8.0805876528062253e-19,5.2955382403329278e-19,7.7958748730182023e-19,7.4246895255864839e-19,1.5800700832671073e-18,5.2788097636102707e-20,2.5494929286100438e-28,4.7791620257522826e-19,5.8786884002600428e-21,2.0482558732344724e-19,2.5073515131704812e-20,9.5856967941345265e-19,1.1597991917878493e-15
9.999999999999999e-09,0.007048944319677881,1.4086023956546998e-18,2.1536675961480672e-21,3.1546246980722817e-20,1.7666977664846727e-20,7.8263011709374749e-22,0.0,0.0,5.4869733500328651e-17,1.9670282582345553e-22,1.5078924784176588e-30,5.2275230114219487e-32,3.7609402317167727e-30,1.2488792306842136e-52,3.6240030514364951e-36,6.3784530488057333e-32,1.3477545819942664e-15,1.2350979074313749e-20,1.3562204430046532e-51,5.8833471563997821e-53,9.8202677185996047e-32,3.4328375413396609e-32,2.7546136466425809e-34,3.5085994967283983e-33,7.5807023177541808e-23,8.3632506517366404e-37,1.598774042155869e-31,6.067450139649222e-17,1.3816431732927276e-19,1.2210365466514655e-20,1.9176216864097633e-15,1.2217431002301354e-26,5.3208875720531519e-41,1.474519030728849e-32,3.4661986752972739e-34,0.88168480800000004,0.0,0.0094599999999941762,0.10884999999999917,2.2096162839990086e-15,2.1144053176742665e-15,1.8272610338794983e-15,9.1078194177989302e-18,7.3980151706569411e-18,3.6904188904011131e-18,5.1917131382129716e-18,2.0266024228199339e-16,6.0570416593356864e-18,1.4091517560378325e-16,1.2326787362177684e-16,2.3170793670175594e-16,5.5274318201865554e-17,2.484383446828358e-18,3.0500516010202705e-18,1.6131439585442778e-18,1.2573899760062765e-18,8.292501986521074e-19,1.6647125941776647e-18,9.3104236331032805e-19,2.456181427491943e-18,7.6831844173085501e-20,4.9807168648976605e-28,8.3655628257389142e-19,1.788948625468544e-20,4.9388481255881379e-19,4.8077157012410474e-20,1.1407738815200386e-18,1.3803009405109766e-15
1.6777215e-08,0.007048944319677881,3.2067306815576629e-18,6.7425117000304801e-21,1.0290890576586198e-19,5.5774818277433048e-20,3.1227322807937692e-21,0.0,0.0,1.0841303517832589e-16,5.5780456691970446e-22,5.9569214994874915e-30,1.8739841759949643e-31,1.1965072024254898e-29,4.6596895129196194e-52,7.6394301757530563e-36,1.6949267188874749e-31,2.2260760183489516e-15,3.1028417352012974e-20,6.7506952406694206e-51,2.3267610070566531e-52,3.3305885959718086e-31,9.4297237826312604e-32,7.1402799913357242e-34,1.5848950597005743e-32,1.8813779415686324e-22,3.7143621779491592e-36,4.904166530452623e-31,1.5042014637023848e-16,3.4707306374964997e-19,3.034141161729448e-20,3.114701950535528e-15,3.6314307255246847e-26,2.1845726448626433e-40,5.7036149326776312e-32,1.5370688242646759e-33,0.88168480800000004,0.0,0.009459999999990228,0.10884999999999799,3.5898061087687922e-15,3.3642168148637849e-15,2.9013669722111525e-15,1.3118924996061586e-17,1.0493836476618554e-17,5.2109427717219384e-18,1.0632548604540198e-17,4.9215591510303553e-16,1.235837286187341e-17,3.5008411294173214e-16,3.0596575109952147e-16,5.6388280416420157e-16,1.3852670427380954e-16,5.0439112980864841e-18,7.7747667279321309e-18,4.0307428043233994e-18,3.1471922907104281e-18,2.0897166183971675e-18,5.3873818320331012e-18,1.7241465582196069e-18,6.1409404799085329e-18,1.7795530672172389e-19,1.5205986137736449e-27,2.3449288085611228e-18,6.8404636426604821e-20,1.7096133884887751e-18,1.4482613557229428e-19,1.9070903862955871e-18,2.3076897022671771e-15
2.5165823e-08,0.007048944319677906,6.1781525462399603e-18,1.7598956169845126e-20,2.9586715254610589e-19,1.4665080036371316e-19,1.1450282238426815e-20,0.0,0.0,1.9159947907317185e-16,1.3477208090713198e-21,2.0205704185680975e-29,6.8813690988972244e-31,3.0959792940920792e-29,1.4659416077363525e-51,1.3165590276686704e-35,4.4730085008034351e-31,3.2760970914115458e-15,6.5056249413497384e-20,3.2512600980692643e-50,8.2951960923270877e-52,9.5388928268026002e-31,2.9469586932538707e-31,1.814855760702254e-33,7.3676539175371859e-32,3.8811454318930242e-22,1.5296556101945108e-35,1.2042761719768133e-30,3.1017705783356025e-16,7.2762333263148288e-19,6.2714547158566509e-20,4.4930345450927159e-15,8.6051614516226907e-26,7.6159319553979611e-40,1.8544110094688146e-31,6.6945833343860201e-33,0.88168480800000004,0.0,0.0094599999999853412,0.10884999999999594,5.1802783188951413e-15,4.7419429365396476e-15,4.0804287392727982e-15,1.7431574906777386e-17,1.3717462927810637e-17,6.7633505721574699e-18,1.7997673755057427e-17,9.8820719311748921e-16,2.0865873218939656e-17,7.2260532863080447e-16,6.3146893111299742e-16,1.1354188237369872e-15,2.8950275843402932e-16,8.4616089448634529e-18,1.6545016158303868e-17,8.4111237313380256e-18,6.5816227833786499e-18,4.4095236075047035e-18,1.4182597809235081e-17,2.7839252529769233e-18,1.2809913495724337e-17,3.3025449306176684e-19,3.8320169837302236e-27,5.4354068899830847e-18,2.2488847691895998e-19,4.8471167361129482e-18,3.3710449952901772e-19,2.8433913468123586e-18,3.4467370706382731e-15
3.3554431e-08,0.0070489443196779245,9.7737721655317737e-18,3.4685476815675254e-20,6.374808769494358e-19,2.9041564553126547e-19,2.939297646521609e-20,0.0,0.0,2.9084892398141657e-16,2.5468174504192662e-21,4.7574952160330713e-29,1.4375899696490263e-30,5.9514810057665761e-29,3.5036706228877413e-51,1.8879075499424722e-35,7.6301710453826979e-31,4.2902756114890727e-15,1.0962395015599635e-19,1.622454681466629e-49,2.2124452281154776e-51,1.9859756840776235e-30,4.2182212464412581e-31,3.7024839158595963e-33,2.3937424938057459e-31,6.4432029446737401e-22,4.1735769438342058e-35,2.2331652010871551e-30,5.1512958313473191e-16,1.2259802164767843e-18,1.0432620835029315e-19,5.7752400896025288e-15,1.5537177156513054e-25,1.8164859114382895e-39,4.2331503152861111e-31,1.9812234694244181e-32,0.88168480800000004,0.0,0.0094599999999804545,0.10884999999999334,6.661411055844497e-15,5.9722356034306474e-15,5.1293208183224582e-15,2.1485526182755984e-17,1.668839958770645e-17,8.1679642313412372e-18,2.5643099112326833e-17,1.6022535235401274e-15,2.9692480476761177e-17,1.2000767522727836e-15,1.0489824374360229e-15,1.8457890777890135e-15,4.8636808480796187e-16,1.1970348898357204e-17,2.8170587000110655e-17,1.4131725524295282e-17,1.107893737597627e-17,7.4819072772335509e-18,2.7800307983247596e-17,3.913410100673938e-18,2.1500250489947511e-17,4.9947143175581071e-19,7.3255124496299212e-27,9.8188894194121862e-18,5.2280454905886819e-19,1.0015698517183324e-17,5.9191250225879031e-19,3.7697515977158455e-18,4.5770094228778875e-15
5.0331647e-08,0.007048944319677949,1.8115569005278605e-17,8.6040420171998045e-20,1.8119986410331012e-18,7.2466680379298783e-19,1.0588533622495719e-19,0.0,0.0,5.2463009208078501e-16,6.098128818443234e-21,1.4765886106993671e-28,3.7012265267622822e-30,1.4063988882352151e-28,1.1134965729458852e-50,3.0240871472168404e-35,1.5546712237414483e-30,6.2384438702687221e-15,2.2239993806232869e-19,1.8263192937285258e-48,9.6587221316792931e-51,5.299838569239294e-30,7.5741263283140078e-31,1.1242633280572457e-32,1.3592269151823611e-30,1.2751490134478164e-21,1.5871678294860079e-34,5.0159054594748632e-30,1.0216883193357775e-15,2.4868410958419556e-18,2.0727230056388338e-19,8.1347419712039064e-15,3.368460098526432e-25,5.6691118500074135e-39,1.2575014769860009e-30,9.1165160676437536e-32,0.88168480800000004,0.0,0.0094599999999706811,0.10884999999998707,9.3913677782599273e-15,8.1437040785367035e-15,6.9739873619605836e-15,2.9414229633129509e-17,2.2434205095019698e-17,1.0842009667992355e-17,4.1202634479365302e-17,3.0564731358739028e-15,4.7673410956158756e-17,2.3768870058388049e-15,2.0791469458181312e-15,3.5368020368906781e-15,9.8176351288296235e-16,1.904305226720747e-17,5.7806857434318204e-17,2.8595528986452332e-17,2.248431204500828e-17,1.5373948880020894e-17,6.7456074914796028e-17,6.3185021777885286e-18,4.3382806179091076e-17,8.6223799973781329e-19,1.7314596887171194e-26,2.1726085985061243e-17,1.6093567082833939e-18,2.60243768476605e-17,1.2151822013392816e-18,5.6135435929080159e-18,6.8171689781256386e-15
6.7108863e-08,0.0070489443196779696,2.7965005057984513e-17,1.6655779586245092e-19,3.9133764167291142e-18,1.4088846155159377e-18,2.7119165848165286e-19,0.0,0.0,8.1121653280202184e-16,1.1658585546122555e-20,3.3542003379081487e-28,7.4386149978672267e-30,2.6014372045349875e-28,2.4214399158332596e-50,4.1237786603197273e-35,2.6673162169471039e-30,8.0652421120449204e-15,3.7105102651753038e-19,7.5938323170183011e-48,2.6698046727058744e-50,1.0879842050631214e-29,1.2288747129096761e-30,2.5693642201436764e-32,4.4445920815605875e-30,2.0774879295404347e-21,4.1643013914580142e-34,8.8967814358802181e-30,1.6704386472559744e-15,4.1484557599463546e-18,3.3912233203183589e-19,1.0194457239676199e-14,5.8125014266698966e-25,1.283490790328627e-38,2.7609365952617155e-30,2.6338242679626975e-31,0.88168480800000004,0.0,0.0094599999999609077,0.1088499999999792,1.1782234406633922e-14,9.9160919901022618e-15,8.4712975993751076e-15,3.7251381560175103e-17,2.8051668628253028e-17,1.3406131649774385e-17,5.700899435768328e-17,4.8174403384717204e-15,6.5983262215303236e-17,3.8764753577000921e-15,3.3938450918130404e-15,5.5991837926201657e-15,1.6300412073509293e-15,2.6144719402404762e-17,9.7024214006538962e-17,4.7679157923530912e-17,3.758696608526881e-17,2.5983867074582939e-17,1.2713839971823851e-16,8.9355432261540807e-18,7.2073522255694918e-17,1.2536085423171299e-18,3.2113029627662248e-26,3.8595883558449611e-17,3.6457510025186175e-18,5.1639220518863034e-17,1.984896173572782e-18,7.4638908342640915e-18,9.0256180224380398e-15
9.999999999999998e-08,0.007048944319677982,4.9624492833726562e-17,4.3235232440167109e-19,1.2584098939677134e-17,3.6878680312722417e-18,1.2842725135840276e-18,0.0,0.0,1.5165078508452432e-15,3.1039793863614837e-20,1.1711988012211031e-27,2.2421105148019507e-29,6.1283941220524156e-28,6.4145008563495371e-50,6.0874296175484118e-35,6.4292438083889196e-30,1.1308055232025138e-14,7.6409396409331368e-19,8.4269944543516478e-47,6.5136142408098193e-46,3.2265036567045874e-29,2.5045598102376008e-30,1.0173107731791116e-31,3.4284069446907584e-29,4.0550298748572262e-21,2.0101968246361988e-33,1.9463460310945062e-29,3.3097060979264556e-15,8.5401972100930864e-18,6.69998717396517e-19,1.3489635510622265e-14,1.2122155441867399e-24,4.3414941976478296e-38,8.9328232981379122e-30,1.4277875765076016e-30,0.88168480800000004,0.0,0.0094599999999417407,0.1088499999999602,1.5635901293081708e-14,1.2580125795969138e-14,1.0714556376812948e-14,5.2840920251851671e-17,3.9144521070827975e-17,1.8421352769644135e-17,8.8307723148979846e-17,8.8505145182506649e-15,1.0245807833460782e-16,7.6015981162224858e-15,6.6689572908597116e-15,1.038867632484319e-14,3.3189855916733238e-15,4.0125215006069074e-17,1.9883637195437568e-16,9.8778611690252354e-17,7.8234559970444989e-17,5.5196640269075096e-17,3.0518005340306637e-16,1.4578142871720641e-17,1.4756983715570376e-16,2.0637360519376173e-18,7.5595875426965433e-26,8.6850007658044567e-17,1.2662893714592906e-17,1.3590117991299987e-16,3.7247390936176875e-18,1.141303656796242e-17,1.3257106670821798e-14
1.00663295e-07,0.007048944319677982,5.0093302334131549e-17,4.3918303031306396e-19,1.2820958478745213e-17,3.74660051334604e-18,1.3140895238880216e-18,0.0,0.0,1.5326853359547399e-15,3.1546174095969301e-20,1.1944249989052275e-27,2.2827544219316902e-29,6.2156523518062318e-28,6.5144932426088273e-50,6.1244100935393877e-35,6.5266423760575234e-30,1.1368838545847659e-14,7.7340463430990637e-19,8.6706798821034784e-47,6.7336967737005776e-46,3.2838609751904559e-29,2.5350731598698963e-30,1.0391442345475393e-31,3.5209943443332689e-29,4.1004217079378838e-21,2.0571672097599607e-33,1.9716855985178642e-29,3.3477697710354876e-15,8.6442148840884604e-18,6.7765750824686564e-19,1.3545967280280424e-14,1.2270081897819129e-24,4.4256855445912286e-38,9.1012171863839846e-30,1.4625332757020368e-30,0.88168480800000004,0.0,0.0094599999999413539,0.10884999999995977,1.5702259777593109e-14,1.2622805304073842e-14,1.0750364865236817e-14,5.3158371180288394e-17,3.9369313791433754e-17,1.8522332894185101e-17,8.8943140967840846e-17,8.9397591628396217e-15,1.0320153135408662e-16,7.6874181882125951e-15,6.744509656341628e-15,1.0495430002066253e-14,3.3587404801549375e-15,4.0407940134856716e-17,2.0122916688737611e-16,9.9995566844560527e-17,7.9204672741302401e-17,5.5900364849915936e-17,3.0960205764094392e-16,1.4698908807496111e-17,1.4935457099722418e-16,2.0806572950713846e-18,7.6669917264318218e-26,8.8029947782064262e-17,1.2913194490429068e-17,1.3806425968514953e-16,3.7629704155064648e-18,1.1497058008658342e-17,1.3341103999075682e-14
1.308622838e-07,0.007048944319677973,7.1539306472099673e-17,8.1483948157502637e-19,2.7127620050113846e-17,6.99292110894017e-18,3.4722186458957046e-18,0.0,0.0,2.3337126873436546e-15,6.0776481999455817e-20,2.6535811777236983e-27,4.791170852589769e-29,1.076783008749045e-27,1.181773905185578e-49,7.7109398374747591e-35,1.2254424043004323e-29,1.398202097518015e-14,1.2452601752200462e-18,3.5724808426226829e-46,-1.0572773684689454e-33,6.7076657301368393e-29,4.0198917155371177e-30,2.5567540527474031e-31,1.1689728430088297e-28,6.3013160616918499e-21,5.4627462014256638e-33,3.2539682619147523e-29,5.2365544105979292e-15,1.3914564753401349e-17,1.0544792619332297e-18,1.5830392214121032e-14,1.9520007743987468e-24,9.5851393742823558e-38,1.9302694009707512e-29,4.0262102812640611e-30,0.88168480800000004,0.0,0.0094599999999237534,0.10884999999993884,1.841307751582091e-14,1.4352199436230332e-14,1.2204564714905173e-14,6.7778414756157871e-17,4.9666035423469391e-17,2.3162225156845519e-17,1.1802031247787599e-16,1.3129094314626241e-14,1.3738919716137216e-16,1.1882570271080071e-14,1.0443577779167284e-14,1.5551974744168529e-14,5.3543459040933975e-15,5.3382077264924454e-17,3.1975161201797756e-16,1.6251096758633269e-16,1.2912665003701947e-16,9.2456331685199669e-17,5.3807046789072744e-16,2.0382863109058819e-17,2.3984758422747239e-16,2.8612485842986736e-18,1.3193859541589896e-25,1.4911447740288309e-16,2.8514031135217375e-17,2.5510729271710144e-16,5.541321631395174e-18,1.5773053019963168e-17,1.7112790848073352e-14
1.6106127260000002e-07,0.007048944319677947,9.3081133003479608e-17,1.3163580349922445e-18,4.8598703767752578e-17,1.1360279979205241e-17,7.5155011131834724e-18,0.0,0.0,3.2584360275909388e-15,1.0285548794772259e-19,4.9721688011597333e-27,8.7773813416289103e-29,1.64272524434487e-27,1.8352835164445998e-49,9.1164289397766245e-35,2.0791223505453882e-29,1.630308509893979e-14,1.8091290890773445e-18,1.1098688195920947e-45,-1.4725652368745584e-32,1.1848350923114576e-28,5.7905243497280205e-30,5.1398892510169545e-31,3.0288364818163894e-28,8.7409661348186358e-21,1.1885196103300092e-32,4.7837995665767524e-29,7.4238178338444525e-15,2.0210420500946465e-17,1.4837535311632031e-18,1.7596879142372107e-14,2.7689183760148926e-24,1.7530868662202108e-37,3.4817014443658353e-29,8.8358185040830759e-30,0.88168480800000004,0.0,0.0094599999999061494,0.10884999999991563,2.0550982078552716e-14,1.569035382805811e-14,1.3335272939672682e-14,8.27465709042001e-17,6.0075526502593458e-17,2.7885088874535528e-17,1.473883598910603e-16,1.7546885680177318e-14,1.7230239932928247e-16,1.6608534739697901e-14,1.462134864100645e-14,2.0971321455141813e-14,7.700954803095531e-15,6.6567315444694357e-17,4.557208776366011e-16,2.3909468238544566e-16,1.904040085259027e-16,1.3790830986286924e-16,8.1573141057204208e-16,2.6408926999144917e-17,3.4828860922320964e-16,3.6633576993893162e-18,1.9875465831876747e-25,2.2399608098418494e-16,5.2933687807475258e-17,4.070321257244543e-16,7.3998442610172222e-18,2.108880738275454e-17,2.0780885982152583e-14
1.912602614e-07,0.0070489443196779175,1.1403463044934292e-16,1.9408400844304721e-18,7.7880055852719958e-17,1.6839961682103125e-17,1.4162488354783482e-17,0.0,0.0,4.2926977597777543e-15,1.594309182204147e-19,8.3202247556316205e-27,1.4612908829647552e-28,2.3079895589410859e-27,2.5623342761454448e-49,1.0365584217830597e-34,3.2771917500892108e-29,1.837186559621852e-14,2.4555987195503378e-18,2.7562548658244962e-45,-5.0207285662853693e-33,1.8983121107512621e-28,7.7114520857698919e-30,9.1780819315138836e-31,6.6441437407073361e-28,1.1332857725615824e-20,2.255813603614328e-32,6.5349891488769818e-29,9.8697732968230958e-15,2.7426140401485416e-17,1.9544277387481423e-18,1.8968802650875837e-14,3.6459341373691636e-24,2.8709900328337981e-37,5.6462542697689313e-29,1.6738549267084561e-29,0.88168480800000004,0.0,0.0094599999998885385,0.10884999999989073,2.2256204695407362e-14,1.6795058830122513e-14,1.4276535888900754e-14,9.8111698087330063e-17,7.0583611611155149e-17,3.2710404775989437e-17,1.7703567472413189e-16,2.2071632393200247e-14,2.0805502803628404e-16,2.1731487860987695e-14,1.9160561798449955e-14,2.6614031309505209e-14,1.0347255296867785e-14,8.0015029381554102e-17,6.0466571474099202e-16,3.2943418720410241e-16,2.6273245599292811e-16,1.9204097301215119e-16,1.1318629958817081e-15,3.26890927720688e-17,4.7335519518094807e-16,4.4831944233125116e-18,2.7457203714990416e-25,3.1075714643477984e-16,8.7545218029957543e-17,5.9017212847814028e-16,9.3060677770295147e-18,2.7807719947788779e-17,2.4347978001278604e-14
2.214592502e-07,0.00704894431967788,1.3404897122091693e-16,2.6821994393752823e-18,1.1527377114988003e-16,2.339627268028536e-17,2.4205771737386315e-17,0.0,0.0,5.4249598866042927e-15,2.3203754718959145e-19,1.2859019515160437e-26,2.2740233319584436e-28,3.0619353805510776e-27,3.3398433597219713e-49,1.1482571121026928e-34,4.8762161565329406e-29,2.0225693483651935e-14,3.1761092496591945e-18,6.3337103299510013e-45,3.7207162032542343e-33,2.8382728590707687e-28,9.802139737480931e-30,1.4868687044918587e-30,1.2940763605874633e-27,1.4006127835989942e-20,3.8937698180558813e-32,8.4903582830178904e-29,1.2544150853481066e-14,3.5465741831893099e-17,2.4576208826077764e-18,2.0046307613237489e-14,4.5568546040313416e-24,4.3541148140653136e-37,8.5009077085327618e-29,2.8603857236483485e-29,0.88168480800000004,0.0,0.0094599999998709241,0.10884999999986457,2.3641487708585578e-14,1.7766960599389006e-14,1.5111392392034376e-14,1.1394151194137868e-16,8.1177470370205502e-17,3.7653139100531164e-17,2.0694558498917584e-16,2.6631312711963217e-14,2.4479816151945422e-16,2.7144888806784433e-14,2.3967064348391649e-14,3.2394066023268142e-14,1.3246779683864001e-14,9.3766037916682657e-17,7.6288396299805272e-16,4.3334246693793819e-16,3.4587644413926431e-16,2.5462876169877684e-16,1.4763935669635194e-15,3.9153757603143983e-17,6.139866422879149e-16,5.3207595340917634e-18,3.5702083723649789e-25,4.0740094140477722e-16,1.3345426982781388e-16,7.9999031641786472e-16,1.1251390871207883e-17,3.6270963086955354e-17,2.7816775074795624e-14
2.51658239e-07,0.007048944319677839,1.5300854557857949e-16,3.5345567546606884e-18,1.6081241085347858e-16,3.0991306920958332e-17,3.8280828084581394e-17,0.0,0.0,6.6479574869651808e-15,3.21781734318441e-19,1.8705846010879525e-26,3.3534502263281176e-28,3.8972115737755235e-27,4.1515193654085832e-49,1.2483934692913962e-34,6.9204608755289426e-29,2.1891088523031572e-14,3.9647226562661608e-18,1.2438321188421345e-44,1.2845505622481949e-33,4.0249275572592267e-28,1.2073609657376006e-29,2.2391997350950523e-30,2.2797316147594035e-27,1.6716256701188461e-20,6.2270810216702414e-32,1.0643513121357796e-28,1.5428831820943089e-14,4.4262692544714614e-17,2.9878098676412863e-18,2.0892164763203821e-14,5.4851708499663473e-24,6.233369614455993e-37,1.2102718049930717e-28,4.5125050582338475e-29,0.88168480800000004,0.0,0.0094599999998533045,0.10884999999983744,2.4776885554910678e-14,1.8656061576227145e-14,1.5879875797583395e-14,1.3030138554210661e-16,9.1851016585056571e-17,4.2725872872060518e-17,2.3710144143462415e-16,3.1193297972823657e-14,2.8266905305454534e-16,3.2783022458674709e-14,2.8982332767523969e-14,3.827000158686706e-14,1.6367375001401891e-14,1.0785010587766512e-16,9.2808923178511038e-16,5.507389506636563e-16,4.396912299735653e-16,3.2549622635217519e-16,1.8426276833609704e-15,4.5760207795601431e-17,7.6952624627376393e-16,6.177308742023692e-18,4.4453323741848858e-25,5.124453993732308e-16,1.9133792349319725e-16,1.032844015211938e-15,1.3236921817903394e-17,4.671254553511035e-17,3.1189382196327368e-14
