Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74)
1e-12,0.0070489443196778264,2.7146334652048329e-23,4.6183472816191474e-30,1.1984695292417707e-28,3.2108881235695233e-29,2.3389078769837339e-34,0.0,0.0,3.4953893035228396e-21,1.1588542312697118e-30,1.7479165911494715e-44,1.0072970099465055e-44,3.905862603611747e-42,1.4076745810760234e-68,6.064016725687212e-44,5.470818305982541e-40,1.3901428486849224e-19,1.1605730000414105e-28,5.9546360818134609e-77,6.8345892234862824e-69,7.3329358861337502e-44,9.5018588253600691e-44,1.207607867884912e-41,7.1400962508440533e-50,7.3777266945864947e-31,5.5258656009496161e-57,2.0232021306226773e-43,5.9387574968581904e-25,1.2985679104774308e-27,1.1849693402196173e-28,2.0450877872735542e-19,1.8562604374194013e-38,1.1226584503725979e-60,1.4063783567558365e-48,4.3757916350425362e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.3558129914888716e-19,2.3558024119526915e-19,2.0450776381316986e-19,1.5159791456763429e-21,1.2618334057596759e-21,6.309169828107382e-22,1.0119339310227316e-25,2.1069979000209651e-24,1.2043319490724357e-25,1.3372934368850101e-24,1.2000313332161862e-24,2.3948830788155011e-24,5.2299544602724773e-25,4.9985516627609001e-26,2.7166001559473026e-26,1.5574422919916133e-26,1.2077482821442488e-26,7.8280287242340951e-27,1.6014849408600188e-30,4.7798554672320637e-26,2.3525007104029074e-26,3.3265941522530158e-28,5.1926988402190226e-38,3.6251247014596855e-27,3.8998218143024239e-33,2.3392527495269144e-31,2.3750776206468194e-32,1.1333061001553627e-22,1.3901459200193659e-19
1.023e-12,0.0070489443196778264,2.7770663883514127e-23,4.7783139599497591e-30,1.2402709463623729e-28,3.3228872635251483e-29,2.4346217743937598e-34,0.0,0.0,3.5757625564071431e-21,1.199273953617087e-30,1.8194775371206251e-44,1.0485203432698224e-44,4.0656994152376898e-42,1.4695721217200633e-68,6.2755196301251803e-44,5.6616328040360693e-40,1.4221069547704023e-19,1.2010523250948784e-28,6.2300219691267835e-77,7.1351036391669629e-69,7.6330171122842546e-44,9.8906917032051413e-44,1.2497172729276164e-41,7.454058046471987e-50,7.6350523825846608e-31,5.7772931156421853e-57,2.1059960310798682e-43,6.1458937492047066e-25,1.3438603241192385e-27,1.2262995591384911e-28,2.0921112249272673e-19,1.9322225773667617e-38,1.1737394101786694e-60,1.4682165549575868e-48,4.5679144748847301e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4099810455371455e-19,2.4099700970009642e-19,2.092100721797072e-19,1.5508352693469088e-21,1.2908460725085952e-21,6.4542332594847648e-22,1.0472283524208664e-25,2.1804872197926081e-24,1.2463368374358903e-25,1.3839366352870366e-24,1.2418868933701786e-24,2.4784134628723064e-24,5.4123686692800626e-25,5.1728919165048988e-26,2.8113518334387661e-26,1.611763878855201e-26,1.2498729943261669e-26,8.1010603735422706e-27,1.6670213780367495e-30,4.9465590496787338e-26,2.4345529460598582e-26,3.4426376234991937e-28,5.4045429319929584e-38,3.7515684037072363e-27,4.0594144917342887e-33,2.4349814851304105e-31,2.4722765901022024e-32,1.1593647410138751e-22,1.4221101332291202e-19
2.047e-12,0.0070489443196778264,5.5585435886103126e-23,1.8935601954497093e-29,4.9638894109342554e-28,1.3303600136212977e-28,1.9489658088409473e-33,0.0,0.0,7.1544153030410768e-21,4.7998411535061811e-30,1.4652727555503497e-43,8.3997863873983429e-44,3.25447189258905e-41,2.3533605063821089e-67,2.5113566992710461e-43,2.2657844107727531e-39,2.8451984261018492e-19,4.8067199655131589e-28,3.9396181521874288e-75,1.1421792944413221e-67,6.1102109125937759e-43,7.9158703856659534e-43,4.9943028609979948e-41,1.1938142791219281e-48,3.0556079862666966e-30,1.8499031103997311e-55,1.6857468171444569e-42,2.459633121828596e-24,5.3782503830436764e-27,4.9077480522290785e-28,4.1856573417674764e-19,1.5466119243472169e-37,3.7577869130246926e-59,2.3505784319464207e-47,7.2384350016201191e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.8216150363372978e-19,4.821571219927164e-19,4.1856153079462174e-19,3.1025026217830613e-21,2.5823820326213727e-21,1.2911921754456355e-21,4.1907164507235365e-25,8.7264281967538089e-24,4.9874744639447247e-25,5.5386994437281174e-24,4.9701285130849522e-24,9.918750230258483e-24,2.1660776262266204e-24,2.0700357878216183e-25,1.1251342278413773e-25,6.4503975490864668e-26,5.0020858662337091e-26,3.2421081472570093e-26,1.3344062899740524e-29,1.9788474747355227e-25,9.7432821402802674e-26,1.3788811187685689e-27,4.1573343266734088e-37,1.5016815847756266e-26,3.2502824383430917e-32,1.9494525655714759e-30,1.980456928784939e-31,2.3195467465697507e-22,2.8452111465781672e-19
4.095e-12,0.0070489443196778264,1.1128917204763357e-22,7.5422699106518529e-29,1.9862369049494387e-27,5.3268934736540972e-28,1.5597675414470649e-32,0.0,0.0,1.4312903775389493e-20,1.9206209720610829e-29,1.1866626149081773e-42,6.7322465263053347e-43,2.6042414387107842e-40,3.7666326777625356e-66,1.0046706238554687e-42,9.0650497854321092e-39,5.6913568835771206e-19,1.9231824429906337e-27,2.5069657237876865e-73,1.8274842624676242e-66,4.8897463561992928e-42,6.3321754931997612e-42,1.9925173697307539e-40,1.9111486885305587e-47,1.2225503253941207e-29,5.9211351951822828e-54,1.3488764007545664e-41,9.8409897776384921e-24,2.151853319934894e-26,1.9635931667938742e-27,8.3726731472138834e-19,1.2374850747411247e-36,1.2024308151426297e-57,3.761796604488194e-46,1.1530451179157542e-48,0.88168480800000004,0.0,0.0094599999999999979,0.10885,9.6447950967107411e-19,9.6446197909687622e-19,8.3725049739318214e-19,6.2050860155070158e-21,5.1648204815143443e-21,2.5824148765102262e-21,1.676408814779709e-24,3.4914059360954314e-23,1.9951202730047165e-24,2.2160974209319999e-23,1.9885506000731071e-23,3.9684528238063537e-23,8.6665288076761647e-24,8.280654091608345e-25,4.5017408295344967e-25,2.5808008148341878e-25,2.0013338356854955e-25,1.2971692184400885e-25,1.0678053916323778e-28,7.9109500990199743e-25,3.8983000739198987e-25,5.5257889578335738e-27,3.0852431692031093e-36,6.0104311395263768e-26,2.6022354129810019e-31,1.5604750450958014e-29,1.5871246230286661e-30,4.6399347255444675e-22,5.6914077785455421e-19
8.191e-12,0.0070489443196778264,2.2299338776034883e-22,3.0133774075740764e-28,7.947275882667475e-27,2.1342836788765988e-27,1.2481935023891942e-31,0.0,0.0,2.8634612512098635e-20,7.6849408906425591e-29,9.7203146968677571e-42,5.4031800772349493e-42,2.0834992071616693e-39,6.0264032229321022e-65,4.0181264624554484e-42,3.6261229848426462e-38,1.1383575859278913e-18,7.6936617482081483e-27,1.6009608504602657e-71,2.9225300101341043e-65,3.9125259039163556e-41,5.0625848101702399e-41,7.9257143568297545e-40,3.0590406255963855e-46,4.8907362020486555e-29,1.8947248434237969e-52,1.0790521700898695e-40,3.9368144982387983e-23,8.6084554128317592e-26,7.8552369909761272e-27,1.6746399055927596e-18,9.8984657221287994e-36,3.8454340501004666e-56,6.0187011992566684e-45,1.8424549154356484e-47,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.9290803546424033e-18,1.929010227828095e-18,1.6745726323242505e-18,1.2407249634875613e-20,1.0327165173743116e-20,5.1636011162981137e-21,6.7039778143249994e-24,1.396681156459382e-22,7.9783887405888392e-24,8.8658455975291537e-23,7.9550694734843102e-23,1.587519367166424e-22,3.4670235878520882e-23,3.311368737331988e-24,1.8009517080303687e-24,1.032428002871326e-24,8.006184719810456e-25,5.1892451355127309e-25,8.5430083490896447e-28,3.1595946033119207e-24,1.5594968895233318e-24,2.2176489065453197e-26,2.1541706364046808e-35,2.4061911726393144e-25,2.0840480212603785e-30,1.2492677430663077e-28,1.2735262350288521e-29,9.2808064528169471e-22,1.1383779463639217e-18
1e-11,0.0070489443196778264,2.7258966735733406e-22,5.0131686627495719e-28,1.3214892310514389e-26,3.5540542314293334e-27,3.1784584981415472e-31,0.0,0.0,3.4963980146024759e-20,1.2779034666865333e-28,2.5545159094169011e-41,1.3814383981324781e-41,5.3036539988870996e-39,2.5979189787849413e-64,6.6783589633962444e-42,6.0278896334187449e-38,1.3897460086258825e-18,1.2790836835271121e-26,2.3880200113262775e-70,1.2590344123834885e-64,9.9614055073888249e-41,1.2875036992933038e-40,1.3098031452157189e-39,1.319645794480312e-45,8.1308262073476068e-29,1.486127755070896e-51,2.7464159218091674e-40,6.544914644580213e-23,1.4311694906638585e-25,1.305930417527692e-26,2.0444388366526353e-18,2.5190279559643396e-35,3.012970384983303e-55,2.5948468786730179e-44,7.9528835562727321e-47,0.88168480800000004,0.0,0.0094599999999999945,0.10885,2.3550656339410804e-18,2.3549490540082926e-18,2.0443270011663585e-18,1.5143788582694032e-20,1.26048829880212e-20,6.3024722715210632e-21,1.1141112522668586e-23,2.321915915115336e-22,1.3258801393228498e-23,1.4740282141654842e-22,1.3225260779696574e-22,2.639181051268382e-22,5.7639686887935378e-23,5.5029201920994596e-24,2.9941770521399555e-24,1.7163975248427989e-24,1.331019869261375e-24,8.6270973619339375e-25,2.1747127330266535e-27,5.2437880713068492e-24,2.5926674269435647e-24,3.6993168370242318e-26,4.7075409410584405e-35,4.0033806915203519e-25,5.3126569596775381e-30,3.1829840666288014e-28,3.2550711873007735e-29,1.1330533676955756e-21,1.3897798581480857e-18
1.6383e-11,0.0070489443196778264,4.4758859088832169e-22,1.2069369647705447e-27,3.1801512354155525e-26,8.5636702828080473e-27,9.9893382482174268e-31,0.0,0.0,5.7296956158932651e-20,3.0753385453836005e-28,8.138262829702905e-41,4.3493054252085074e-41,1.6665869607280364e-38,9.6381974002259044e-64,1.6064906256654999e-41,1.4502448239201623e-37,2.2767622065702031e-18,3.07760599313037e-26,1.0249180001070241e-69,4.6702924271845953e-64,3.1304688265246616e-40,4.0441030515638882e-40,3.1348390777461217e-39,4.8966018336454052e-45,1.9563382594203983e-28,6.0613353797586307e-51,8.6296568434367393e-40,1.5747514552870561e-22,3.4435397332823751e-25,3.1421692697881646e-26,3.3492628150689896e-18,7.914696708029327e-35,1.2287292890881196e-54,9.6270031258174853e-44,2.9513340170127384e-46,0.88168480800000004,0.0,0.009459999999999991,0.10885,3.8581413872652694e-18,3.8578608989547819e-18,3.3489937431891175e-18,2.4799580790502192e-20,2.0641739156366705e-20,1.0320943572675334e-20,2.6797403757249625e-23,5.5865778634298476e-22,3.1890572516389871e-23,3.5468048012939677e-22,3.1820966201229397e-22,6.3499364573616905e-22,1.3868667737610154e-22,1.3235741052121993e-23,7.2044354111512799e-24,4.1297626208869717e-24,3.2025246336838966e-24,2.0757451569367084e-24,6.8337448754728675e-27,1.2597799628084973e-23,6.2381773994993117e-24,8.9273358531916669e-26,1.371702831231601e-34,9.6390140243106551e-25,1.6704702760626523e-29,1.0006041719088383e-27,1.0246890662343155e-28,1.8562932168762282e-21,2.2768436519116668e-18
3.2767e-11,0.0070489443196778264,9.0152446958512496e-22,4.8492523841105609e-27,1.272932069118167e-25,3.4463567938213605e-26,7.9966409425556418e-30,0.0,0.0,1.1469734018676556e-19,1.2311044631827252e-27,7.0906347937867234e-40,3.5216578905063327e-40,1.3327768727183034e-37,1.5405476319835697e-62,6.4192615903252452e-41,5.798745947987456e-37,4.5534147594754391e-18,1.2310346216620211e-25,6.578642768408644e-68,7.4532431965807844e-63,2.5048029132620445e-39,3.2254108773840234e-39,1.2264764568338733e-38,7.840049211172188e-44,7.824935319627797e-28,1.9382408418044712e-49,6.8985231301555877e-39,6.298592973285429e-22,1.3774067725293058e-24,1.2568039454957179e-25,6.698019613789577e-18,6.3245220556983917e-34,3.919898105074487e-53,1.5391985479867711e-42,4.7419431061244897e-45,0.88168480800000004,0.0,0.0094599999999999806,0.10885,7.7157009118947317e-18,7.7145792203649582e-18,6.6969436013815745e-18,4.9536391117479018e-20,4.1230532593541421e-20,2.0615561260684512e-20,1.0703136307949227e-22,2.2342945046501423e-21,1.2736633445746168e-22,1.4189529980879881e-21,1.2727688043357434e-21,2.5396125799839777e-21,5.547381391368683e-22,5.2860083830204965e-23,2.8819943082358943e-23,1.6517836138339788e-23,1.2809248827710294e-23,8.3025439286850188e-24,5.4653119393988666e-26,5.0064669765568175e-23,2.4951777339116275e-23,3.6156693445428056e-25,7.7779925947633694e-34,3.8666067053598089e-24,1.3413898624756408e-28,8.0229082148862737e-27,8.2897667168786625e-28,3.7128706137291119e-21,4.553740537646719e-18
6.5535e-11,0.0070489443196778264,1.8283652094514652e-21,1.9586584795247145e-26,5.0985092726168979e-25,1.3951778088330419e-25,6.4052852412727155e-29,0.0,0.0,2.2980083146550173e-19,4.9319277506334386e-27,6.604578914448913e-39,2.8840493868656817e-39,1.0653717733112902e-36,2.4596668327616636e-61,2.5622337038395331e-40,2.3175590981319473e-36,9.1060931886890327e-18,4.9238347380207801e-25,4.2397237335975781e-66,1.1863645447205496e-61,2.0044047420440865e-38,2.5645241780661202e-38,4.7010926107186673e-38,1.2560666801612879e-42,3.1294864763264386e-27,6.1931225744559853e-48,5.5101964886727153e-38,2.5189834792563475e-21,5.509283860505393e-24,5.0264592112993202e-25,1.3393577680866827e-17,5.0477891437692757e-33,1.2466427875161681e-51,2.4589838967085894e-41,7.6575758495513057e-44,0.88168480800000004,0.0,0.0094599999999999615,0.10885,1.5428570506639997e-17,1.5424086054509095e-17,1.3389276041893153e-17,9.8819656803982738e-20,8.2247553471351014e-20,4.1124948433786039e-20,4.2684383277504417e-22,8.9340479790819437e-21,5.0787965804957707e-22,5.6773358058236714e-21,5.0902668737171953e-21,1.0155057540584381e-20,2.2187751508466692e-21,2.1076998409140684e-22,1.1529174018673551e-22,6.6058420483482449e-23,5.122770864217533e-23,3.320507433769044e-23,4.3693085595367852e-25,1.9768474127782409e-22,9.9794722260179165e-23,1.4814945969858888e-24,3.9322544883141417e-33,1.5553345674530392e-23,1.0810621368760775e-27,6.4467208308122914e-26,6.7768141648409129e-27,7.4266292438349019e-21,9.1073962118631055e-18
9.999999999999999e-11,0.0070489443196778264,2.8430539537326863e-21,5.1303214047422234e-26,1.3171089960447397e-24,3.6661655308396176e-25,3.0052216055765663e-28,0.0,0.0,3.5150187350153172e-19,1.2744274907524549e-26,3.8819378567892918e-38,1.4051380442408388e-38,4.979997945272069e-36,2.1774349140865907e-60,6.5816091783581833e-40,5.9654324845787109e-36,1.389322929264045e-17,1.2690550941822125e-24,1.4676291658121171e-64,1.0443347545904387e-60,9.3875061932197669e-38,1.1874192044909186e-37,1.1364947868543669e-37,1.1192326711584714e-41,8.0646101790518849e-27,1.0684455728664574e-46,2.5721747627136812e-37,6.4911023624998936e-21,1.4199456628136423e-23,1.295317509113246e-24,2.0431776226526877e-17,2.3530509563255693e-32,2.1313499180022583e-50,2.1793251716832046e-40,6.9277673885973565e-43,0.88168480800000004,0.0,0.0094599999999999407,0.10885,2.3536147805338175e-17,2.35245982785621e-17,2.0420698318649053e-17,1.5025917585908565e-19,1.2505456184420588e-19,6.2530266921561508e-20,1.094899275004895e-21,2.3015523354687264e-20,1.3025135615945995e-21,1.4640112443526722e-20,1.3117429978638814e-20,2.6161730626118246e-20,5.7184371901040678e-21,5.4049266192666761e-22,2.9722999360882764e-22,1.7022012323912152e-22,1.3200726198463499e-22,8.5569143583417709e-23,2.0428655734793403e-24,4.9911856116780453e-22,2.5718159399224093e-22,3.9629124305435475e-24,1.146414730896328e-32,4.0453679920070934e-23,5.1273565393503655e-27,3.041425956277556e-25,3.2906621455481707e-26,1.1333965902821908e-20,1.3896587628656798e-17
1.31071e-10,0.0070489443196778264,3.7578194832136618e-21,7.9896493823842736e-26,2.0448709416463112e-24,5.7135138410228855e-25,5.1370474791790921e-28,0.0,0.0,4.6121819664389329e-19,1.978728777599296e-26,6.7861770560701837e-38,2.4118989414605328e-38,8.5091245893745907e-36,3.9186984974178168e-60,1.0205169757750872e-39,9.2540752813373764e-36,1.8208943956382637e-17,1.9692426443586573e-24,2.7525089351341021e-64,1.8788733265613748e-60,1.6043544063217726e-37,2.0267074397750651e-37,1.7372568547954109e-37,2.015009649067531e-41,1.251373910890485e-26,1.975841692971622e-46,4.3942931594153151e-37,1.0072060024512379e-20,2.2033849724409858e-23,2.0099294026350669e-24,2.6776876096313717e-17,4.0193112382169451e-32,3.9404237464414489e-50,3.922354434526832e-40,1.2482962705845804e-42,0.88168480800000004,0.0,0.0094599999999999233,0.10885,3.0845317520929389e-17,3.0827398664854021e-17,2.6759689224236826e-17,1.9663310003030583e-19,1.6364607663175769e-19,8.182765995024777e-20,1.6971668115063807e-21,3.5710301285789342e-20,2.0188945282868208e-21,2.2720264276112584e-20,2.0354104426136848e-20,4.0592119119970645e-20,8.8734640063456663e-21,8.3774533342004912e-22,4.6125156540856151e-22,2.6412432362561398e-22,2.0483191023368667e-22,1.327765712791668e-22,3.490653114702026e-24,7.7086816853184306e-22,3.9906952353197381e-22,6.1999683860482625e-24,1.8254324063072939e-32,6.2901911034047162e-23,8.7751851590886112e-27,5.2021553801592657e-25,5.6463251147270493e-26,1.4856520881245972e-20,1.8214155204783211e-17
2.62143e-10,0.0070489443196778264,7.9189960744377132e-21,3.32029941245675e-25,8.2245915218106433e-24,2.3913901720104299e-24,4.1307576310317913e-27,0.0,0.0,9.288903674524067e-19,7.9624479515674481e-26,7.8574168042773901e-37,2.0908727869329076e-37,6.7850171936373248e-35,6.2165994782574261e-59,4.0474078499005437e-39,3.6884447248331239e-35,3.6404626058554554e-17,7.8745449097346164e-24,1.8118715353571442e-62,2.9470483816512843e-59,1.284722773100379e-36,1.5828208937187536e-36,6.0531829496827751e-37,3.2414404180498466e-40,5.0020712379813211e-26,6.2847719219219439e-45,3.4933844885553891e-36,4.0256802504064249e-20,8.8108042988692321e-23,8.0343895358579943e-24,5.3512237246101485e-17,3.1855139990097024e-31,1.2305690999693904e-48,6.237519511445676e-39,2.0713690316893957e-41,0.88168480800000004,0.0,0.009459999999999847,0.10885,6.1642887684825044e-17,6.1571364735525848e-17,5.3443647691284362e-17,3.8931284696449933e-19,3.2395389091099898e-19,1.6199491423622572e-19,6.7082738914510037e-21,1.4263275335980363e-19,7.9762337481948155e-21,9.0956798330280997e-20,8.1359765675649265e-20,1.6214204354557952e-19,3.5480333592082971e-20,3.3090301485603083e-21,1.8456629711376398e-21,1.0556176000566712e-21,8.1869242588571502e-22,5.3075535364485398e-22,2.7848503885459282e-23,2.9353960450066883e-21,1.5953770819331107e-21,2.6874180850179939e-23,8.1154471186808687e-32,2.5702950986760441e-22,7.2219450842841634e-26,4.2317265826061568e-24,4.8555185149988155e-25,2.9725481083201079e-20,3.6425464036557999e-17
5.24287e-10,0.007048944319677829,1.7443867488593292e-20,1.4273686966896729e-24,3.3282307066251618e-23,1.0409708439114117e-23,3.3404883746954867e-26,0.0,0.0,1.8835516555709366e-18,3.2229346506043823e-25,1.0205363599119282e-35,1.9135066747452123e-36,5.3922745759704326e-34,9.7789032547583572e-58,1.5918525407864335e-38,1.4652848281279007e-34,7.2755952035738667e-17,3.1478596418616044e-23,1.2234246465781477e-60,4.5415223592424552e-58,1.029545105818214e-35,1.2085403112345927e-35,1.9493452227545164e-36,5.2453391320398722e-39,1.998080607179434e-25,1.9872275249691412e-43,2.7599821810192578e-35,1.6077548416487861e-19,3.5221133734571988e-22,3.2094813429672656e-23,1.0685829791604061e-16,2.5016891121962528e-30,3.75433587293949e-47,9.8595254233001722e-38,3.5501888452558334e-40,0.88168480800000004,0.0,0.0094599999999996943,0.10885,1.2309468701981178e-16,1.2280981563397647e-16,1.0658519877538069e-16,7.6338341127976315e-19,6.3501812716892925e-19,3.1757686257591122e-19,2.6210725842908243e-20,5.6886669190370016e-19,3.1136889964074247e-20,3.6428687418645273e-19,3.2498467223463704e-19,6.4675988102630301e-19,1.4181237610355214e-19,1.2912186569745147e-20,7.387892982705303e-21,4.2155327380727453e-21,3.2697642066498999e-21,2.1202840639359092e-21,2.2157071496501575e-22,1.070675815010989e-20,6.3741866141018582e-21,1.2237855184233533e-22,3.5998625761156294e-31,1.0702048035659663e-21,6.0978745161579731e-25,3.4924941825920952e-23,4.3639844996006862e-24,5.9497654387803449e-20,7.2839247227207638e-17
9.999999999999999e-10,0.007048944319677832,3.904595777992553e-20,6.0270340562894876e-24,1.2699628353348042e-22,4.4819966620341369e-23,2.5138471764918063e-25,0.0,0.0,3.6858465616817665e-18,1.2270655411660583e-24,1.3179086145785368e-34,1.7142761461764801e-35,3.9122286562763659e-33,1.3818034073325845e-56,5.7368068462271631e-38,5.3949797653639408e-34,1.3857771538122666e-16,1.1702268293312078e-22,7.8421827601541851e-59,6.2054359854055925e-57,7.5891735633091614e-35,8.1460441146376573e-35,5.4605245997373755e-36,7.8538977100950471e-38,7.4170473056294443e-25,5.6538887048051009e-42,1.9801768479127617e-34,5.9659661773439017e-19,1.3093444044506851e-21,1.1914903595158865e-22,2.0321503838831162e-16,1.774540498054618e-29,9.9818775231453888e-46,1.4066070212087258e-36,5.8639509745518093e-39,0.88168480800000004,0.0,0.0094599999999994168,0.10884999999999999,2.3409361765854306e-16,2.3304214108917098e-16,2.022076044403639e-16,1.4045698401978181e-18,1.1675543819117009e-18,5.8400105379023643e-19,9.3322310839039514e-20,2.1053615212935447e-18,1.1067968572077843e-19,1.3576560714970885e-18,1.206319692284456e-18,2.3942434458823187e-18,5.2704183501872322e-19,4.586537947677792e-20,2.7536368687221917e-20,1.5641733078345178e-20,1.2135167521472575e-20,7.8730349214195341e-21,1.6115150317298153e-21,3.3978050704212982e-20,2.3671362565090236e-20,5.4271026185243787e-22,1.5347783751332202e-30,4.2716041307136155e-21,4.9406752116335567e-24,2.7099479285061637e-22,3.7545988409910184e-23,1.1363321456913716e-19,1.3888733061756724e-16
1.0485750000000002e-09,0.007048944319677832,4.1251744747911418e-20,6.4967053598749741e-24,1.3656540694800908e-22,4.8333594146082992e-23,2.7364261354818002e-25,0.0,0.0,3.8698786883302592e-18,1.3194517143352397e-24,1.4420594273267289e-34,1.8697818925570672e-35,4.2566454227423849e-33,1.5129139682278762e-56,6.1600476560994699e-38,5.796240465778355e-34,1.4529876810525796e-16,1.2575757981935701e-22,8.6304547694407483e-59,6.7926989110163253e-57,8.2589764745657915e-35,8.8544318342297353e-35,5.8190507241799359e-36,8.6022982087864552e-38,7.9703773751823281e-25,6.2109150760276073e-42,2.1541903328145025e-34,6.4109826381751003e-19,1.4070771524197843e-21,1.280381326527553e-22,2.130540141330161e-16,1.9301939063712087e-29,1.0962790414287711e-45,1.5401679530748851e-36,6.4264673999449052e-39,0.88168480800000004,0.0,0.009459999999999389,0.10884999999999999,2.4542770576581872e-16,2.442979512288689e-16,2.1197159734191714e-16,1.4700413130915477e-18,1.221931597951898e-18,6.1120559747148106e-19,1.0017506710423954e-19,2.2622528325202975e-18,1.188017914943897e-19,1.459088886575433e-18,1.2963127103413944e-18,2.5726787927466709e-18,5.663775709914727e-19,4.9230226234085645e-20,2.9593727236067337e-20,1.6808461087730536e-20,1.3040412839589832e-20,8.4604476532605171e-21,1.7534420868804012e-21,3.6354279724264078e-20,2.5437575222342123e-20,5.8563028466817105e-22,1.6547362638363143e-30,4.598498649711831e-21,5.3829016652786412e-24,2.9509985832817252e-22,4.0934199032582457e-23,1.1916099042518546e-19,1.4563149285548537e-16
2.0971510000000003e-09,0.007048944319677836,1.0749227068671081e-19,3.2174443549154256e-23,5.7936277571170152e-22,2.4597491151694114e-22,2.3120035876642913e-24,0.0,0.0,8.1484440288128678e-18,5.5186986877755887e-24,2.1272363190974211e-33,1.9272828345818449e-34,3.3147235565512817e-32,2.4028615462909635e-55,2.3119569576843608e-37,2.2922300253960402e-33,2.8974760571516016e-16,5.0177905974829305e-22,9.4877975313094122e-57,9.7262052739338281e-56,6.6301240825270558e-34,6.0492424726975805e-34,1.6818563301888696e-35,1.4573990797983085e-36,3.1706898180717067e-24,1.8983194807451642e-40,1.6425578836770125e-33,2.5485503627679438e-18,5.6141994598919757e-21,5.0944235384928367e-22,4.2347763725946326e-16,1.4406389645843042e-28,2.9607705030144709e-44,2.351947575298351e-35,1.2585159069926649e-37,0.88168480800000004,0.0,0.0094599999999987784,0.10884999999999996,4.8783315830824746e-16,4.8339110375575607e-16,4.1922630712568667e-16,2.7423914578416509e-18,2.2753524678195822e-18,1.1384059223488075e-18,3.676874072466443e-19,8.9449727442428041e-18,4.3475825696629859e-19,5.8350056682602121e-18,5.1564439891348237e-18,1.0177600931836816e-17,2.2585549844713494e-18,1.799413048191252e-19,1.1871171279403825e-19,6.6830926219442437e-20,5.1872675811271021e-20,3.3693420674653735e-20,1.3732041340227806e-20,1.113354863057654e-19,1.0127994596333038e-19,2.8481123028402531e-21,8.1530743400630089e-30,2.0672552061132105e-20,5.089287427560009e-23,2.5726020438974578e-21,3.8637441589118217e-22,2.3884146145140224e-19,2.9107483807565151e-16
4.194303e-09,0.007048944319677843,3.1132970215789211e-19,1.7648616255597515e-22,2.6652426144890894e-21,1.3908314128855397e-21,2.1066147829225142e-23,0.0,0.0,1.7912533124169367e-17,2.3980910683274886e-23,3.1486383432048986e-32,2.0101911798623428e-33,2.5124719635699654e-31,3.4425235244075401e-54,8.2149363536322699e-37,9.2154373171132486e-33,5.7611863524752841e-16,1.9971683923407762e-21,8.1236322948738966e-55,1.3261608139091537e-54,5.3157145160512328e-33,3.7221075325140041e-33,5.0624458172601471e-35,2.665254546812036e-35,1.2544644904750113e-23,5.5674473101881911e-39,1.1995015996812867e-32,1.0070411305030342e-17,2.2344633219106228e-20,2.0163958252476569e-21,8.365941684613124e-16,1.0138134677144262e-27,7.039150444122884e-43,3.4440142099780821e-34,2.714527950854071e-36,0.88168480800000004,0.0,0.0094599999999975572,0.10884999999999985,9.6377066958696146e-16,9.4660000691901187e-16,8.2019239353552498e-16,4.870803217094728e-18,4.0227417784517186e-18,2.012795892917491e-18,1.2600834173684011e-18,3.497349231347184e-17,1.4829124366435806e-18,2.3207624619743201e-17,2.0398606467621592e-17,3.9833117597771776e-17,8.9789502007373126e-18,6.1252601253149799e-19,4.7742233452322043e-19,2.6443744047306112e-19,2.054351557904736e-19,1.3379880965483312e-19,1.0541637086825705e-19,3.0253707004909884e-19,4.0152345726295219e-19,1.311234322875299e-20,4.3887470598508037e-29,9.7693041162923889e-20,5.2509205363072113e-22,2.302182743143102e-20,3.3904354997362776e-21,4.7890173704628535e-19,5.8139803805326434e-16
