Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267)
2.514000917874477e-09,0.012016952136769283,6.1889741877102531e-08,2.8311044708778948e-10,3.4371628215199598e-10,1.2655567534902374e-09,2.6468216094100645e-13,0.0,0.0,1.4606358562867275e-09,4.0471988924676038e-14,2.8117365027035503e-16,5.06387750175585e-16,5.4255449884312763e-23,4.2248783342292292e-11,1.0041976884770601e-16,1.6679873366914366e-07,5.2453186412532408e-11,2.920184046935041e-14,2.5829663394500034e-17,3.8574409777491174e-07,2.0237345935583065e-17,5.2290297881665355e-16,1.264396645597203e-15,4.656102979858929e-13,1.5813269264899714e-18,2.3537601152168629e-10,4.9390895699128839e-19,2.815722486164503e-07,2.701522820637105e-15,2.095342700292064e-23,9.180439443030551e-16,3.18669829795899e-26,1.6353978883176403e-14,1.4304841872728204e-12,7.8797796757641267e-12,2.4174513522413247e-11,4.4510030777506096e-13,1.435280732785041e-09,1.7208260103802985e-16,1.4540394839497391e-15,6.6606212534527246e-15,1.1832297834475206e-13,1.5396447951600311e-15,6.0304937688231765e-15,1.9625345733914342e-18,1.0734552365658968e-18,2.8565035256624087e-18,3.2364736563778919e-24,4.4677982041307663e-26,5.4899260646032549e-24,5.7368156891819988e-36,3.0674213039745958e-34,1.9433661149403366e-17,6.4601416573125416e-15,6.8219598220818259e-18,2.4994673090780026e-18,7.2684020919733787e-26,1.7415282078005077e-15,2.7307202473440862e-21,1.3509007518256662e-28,6.4326261849402337e-13,8.1346861124701622e-14,1.8086971293690577e-15,1.2175653732469029e-19,3.3688646792651612e-26,2.8834957951129764e-32,4.7048583743922611e-26,0.88168480800000004,0.0,0.0094595347033553604,0.10884999537234023,1.4330624968888364e-07,6.8515756568639308e-08,2.0025522812398098e-07,5.2661264769883102e-10,2.8211719725205047e-10,1.6847261914876255e-10,4.6486135448832704e-10,1.9378284892883883e-10,7.1792822945402503e-13,4.923499150308786e-13,3.8298778108306601e-10,2.8977294229662768e-13,1.275542046079621e-13,2.4924008716926233e-08,2.7623031473693262e-10,1.9741792796835269e-08,8.1667860895618997e-09,1.0360544960184744e-10
2.5752006063890688e-09,0.012016952482106224,6.4390972783949178e-08,3.0216112084223436e-10,3.6642647357910932e-10,1.3508773971767842e-09,2.8935157899453649e-13,0.0,0.0,1.5286656674695282e-09,4.3502924735631021e-14,3.1770920141769318e-16,5.698099888711631e-16,5.9445209301800706e-23,4.4891656373157077e-11,1.1039692453473369e-16,1.7393770010671191e-07,5.6137843343799399e-11,3.2311737503608196e-14,2.7522489148061503e-17,4.0129367277644916e-07,2.3100455168282224e-17,5.7849666763099601e-16,1.3815278892162187e-15,4.9549579201803683e-13,1.7836156386251468e-18,2.5057637925129828e-10,5.4468859063010328e-19,2.8966253746013504e-07,2.9543548532758e-15,2.3726155519301808e-23,9.8489400213932805e-16,3.649625169666411e-26,1.7857917895246143e-14,1.4688642153968617e-12,8.3062080545282113e-12,2.5536391007567188e-11,4.599327254069669e-13,1.5046561967699659e-09,1.8728541472119394e-16,1.5493906930217064e-15,7.140000311148378e-15,1.2505903982573956e-13,1.6348606311611338e-15,6.2557817925605578e-15,2.1903045126683422e-18,1.1961931273366111e-18,3.1964451449699822e-18,3.6921966061963049e-24,5.2133759164374849e-26,6.2547931826711434e-24,7.0473157422314111e-36,3.6182411485351348e-34,2.1920456161081498e-17,6.8209395877254734e-15,7.2821649094570796e-18,2.6934911684985536e-18,7.9558503347951294e-26,1.854155449087731e-15,2.9876438570828057e-21,1.5117794433830051e-28,6.9044979577385896e-13,8.3980258410348419e-14,1.9045910262680105e-15,1.2635718719772911e-19,3.7083936671782069e-26,3.3808753293467185e-32,5.1480078127216893e-26,0.88168480800000004,0.0,0.0094595233194667561,0.1088499951738755,1.4481270948806816e-07,6.8871958117693576e-08,2.0301048712951246e-07,5.4994841684779909e-10,2.9371734844499173e-10,1.756384673954506e-10,4.718837463206695e-10,1.9527747171330242e-10,7.5041824327390479e-13,5.1315066660376385e-13,3.9448762580302086e-10,3.0247381647124555e-13,1.3436256564094937e-13,2.5914990136562411e-08,2.9328496650602105e-10,2.0445271704379198e-08,8.5240780224128797e-09,1.0636023138560846e-10
2.6364002949036606e-09,0.01201695282977077,6.6923301248116362e-08,3.2196956582508102e-10,3.9000707308912953e-10,1.4395992292611535e-09,3.156300539027729e-13,0.0,0.0,1.598072401025554e-09,4.668310463349728e-14,3.5798913366277849e-16,6.3956032737045052e-16,6.4977897844166508e-23,4.7616127457123135e-11,1.2114001124007288e-16,1.8117277581378395e-07,5.9978047356938089e-11,3.5663681305575157e-14,2.9275959594105905e-17,4.1701902084539585e-07,2.6280560836232005e-17,6.3833915718355642e-16,1.5061014041848699e-15,5.2639783097261956e-13,2.0056785280478799e-18,2.6630108674981174e-10,5.9953497147897387e-19,2.9777664337145789e-07,3.2246163270183138e-15,2.6785988666573668e-23,1.0548265078762881e-15,4.1659544155004537e-26,1.9455748280013286e-14,1.5064856373255258e-12,8.7450157104856231e-12,2.6941125087331544e-11,4.7487813052692098e-13,1.5754681554357483e-09,2.0349476397121951e-16,1.6482480503411436e-15,7.6418421925102476e-15,1.3199453967823458e-13,1.7335901747989432e-15,6.4839327955626715e-15,2.4387046237738026e-18,1.3298032220582569e-18,3.5682992012515712e-18,4.2000188823166062e-24,6.0615206998065425e-26,7.1043878808275932e-24,8.6142191368519554e-36,4.254929932856046e-34,2.4653776831854336e-17,7.1918937732566106e-15,7.7594310860689872e-18,2.8979985319830969e-18,8.6919761054569709e-26,1.9705733483172344e-15,3.261930004161151e-21,1.6877809960448549e-28,7.3979448404523351e-13,8.6633120004111504e-14,2.0030905249468019e-15,1.3096000757508985e-19,4.073077115324667e-26,3.9490273341483603e-32,5.6211402125229732e-26,0.88168480800000004,0.0,0.0094595119320189571,0.1088499949716735,1.4626690305976489e-07,6.9206966292426625e-08,2.0568351541336004e-07,5.7384093863858541e-10,3.0552864681675936e-10,1.8294627396524599e-10,4.7867917262691508e-10,1.9668366944374818e-10,7.8370819771342901e-13,5.3434889399540547e-13,4.0587693452299507e-10,3.1544046716900166e-13,1.4137581956481671e-13,2.6916560225318977e-08,3.1103321122829439e-10,2.1152794823811249e-08,8.8868315284291733e-09,1.0905926796102092e-10
2.6975999834182525e-09,0.01201695317969082,6.9486048169550088e-08,3.4254499966742783e-10,4.144669728093283e-10,1.5317638199579101e-09,3.4357847472275941e-13,0.0,0.0,1.6688467634347632e-09,5.0016324181592647e-14,4.0229312509753773e-16,7.1610231270614791e-16,7.0866256975243408e-23,5.0421688398902684e-11,1.326915421938182e-16,1.8850109367910617e-07,6.3975855170824183e-11,3.9269064860523337e-14,3.1090201900179316e-17,4.3291475653734608e-07,2.9803213526311236e-17,7.0262316588811754e-16,1.6383717061643446e-15,5.583151204094067e-13,2.2488448037513632e-18,2.8254985029544666e-10,6.5869170885745695e-19,3.0591304156131231e-07,3.5130793175143798e-15,3.0154078219397921e-23,1.1279051229365068e-15,4.7403116794142958e-26,2.1150483378169166e-14,1.5433393951132541e-12,9.1962572970625983e-12,2.8389018228278859e-11,4.8993417841167221e-13,1.6476977168366698e-09,2.2075831888058275e-16,1.7506318909183302e-15,8.1666661681885424e-15,1.3912981479518265e-13,1.8358773645654404e-15,6.7148933249985926e-15,2.7090924194018493e-18,1.4749745772600513e-18,3.9742896179428738e-18,4.7645758655185267e-24,7.023453180684983e-26,8.0457611502528435e-24,1.0479672136241216e-35,4.9890601344124105e-34,2.7651156115328573e-17,7.5729956767766826e-15,8.2538428283656475e-18,3.1133374673988937e-18,9.4791469109458928e-26,2.0907827099661708e-15,3.5543270461640716e-21,1.8799623733876708e-28,7.9133388320264227e-13,8.930488464295477e-14,2.104195710278147e-15,1.3556349513190142e-19,4.4641367977372439e-26,4.595995338028002e-32,6.1255499498553295e-26,0.88168480800000004,0.0,0.0094595005409681947,0.10884999476574886,1.4767069586140917e-07,6.9522041828374673e-08,2.0827628204201124e-07,5.9828719954020012e-10,3.1754689376154987e-10,1.9039367931406092e-10,4.8525440853967203e-10,1.9800661062593787e-10,8.1779427021592342e-13,5.5593681899440908e-13,4.1714924492377076e-10,3.2866874351543163e-13,1.4859373103547079e-13,2.7928379714556795e-08,3.2948744522847598e-10,2.1864166681530733e-08,9.2549309384500385e-09,1.1170195034832505e-10
2.7587996719328444e-09,0.012016953531796798,7.207855985165037e-08,3.6389643933516368e-10,4.398148368124027e-10,1.6274118393691691e-09,3.7325834584550034e-13,0.0,0.0,1.7409796826001074e-09,5.3506399907574414e-14,4.5091362518874355e-16,7.9992013662365715e-16,7.7123147065892928e-23,5.3307810460131511e-11,1.4509547333065457e-16,1.959198563108765e-07,6.8133262514512685e-11,4.3139407454265823e-14,3.2965307314620297e-17,4.4897567715571841e-07,3.3695252274966391e-17,7.7154323316708752e-16,1.7785936033101658e-15,5.9124573428544537e-13,2.514489549494045e-18,2.9932205300193206e-10,7.2241276979865549e-19,3.140702642407345e-07,3.8205294387128148e-15,3.385245536236466e-23,1.2041934548395014e-15,5.3775952490923378e-26,2.2945121686808296e-14,1.5794190145124931e-12,9.6599855814507286e-12,2.9880364105726195e-11,5.0509860883164204e-13,1.7213258365633875e-09,2.3912526752320653e-16,1.8565609665259885e-15,8.7149913363734366e-15,1.4646516062420566e-13,1.9417653147334964e-15,6.9486104052991296e-15,3.0028805361971375e-18,1.6324219819493727e-18,4.4167417986416871e-18,5.3908003806935806e-24,8.1113161729527074e-26,9.0863614278832547e-24,1.269148928924289e-35,5.8335461878632333e-34,3.0930887116714394e-17,7.9642347671136112e-15,8.7654781882465435e-18,3.3398611915796425e-18,1.0319795616009261e-25,2.2147838144575266e-15,3.8655991430446339e-21,2.0894291642055042e-28,8.4510432851839878e-13,9.1995004058582404e-14,2.2079060515653043e-15,1.4016637667138123e-19,4.8828261983260709e-26,5.3305189115427558e-32,6.6625588469101703e-26,0.88168480800000004,0.0,0.0094594891462716733,0.10884999455611635,1.4902588714963558e-07,6.9818370447401508e-08,2.1079074558720154e-07,6.2328391594440235e-10,3.2976794039899136e-10,1.9797831885972158e-10,4.9161609898808659e-10,1.9925117317361136e-10,8.526722113552511e-13,5.7790672865759621e-13,4.282986328096738e-10,3.4215445861266493e-13,1.5601587257498215e-13,2.8950121588359799e-08,3.4865981786395531e-10,2.2579203906902737e-08,9.6282636818426692e-09,1.1428785356296738e-10
2.8199993604474363e-09,0.01201695388602156,7.4700206902556427e-08,3.8603270860356381e-10,4.6605911212637748e-10,1.7265830910588046e-09,4.0473177160473418e-13,0.0,0.0,1.8144623040389237e-09,5.7157169772998267e-14,5.0415601523969432e-16,8.9151884409352067e-16,8.376154812398883e-23,5.6273947745353613e-11,1.5839721337406407e-16,2.0342633559176928e-07,7.2452205624588563e-11,4.7286344298926756e-14,3.4901332822988323e-17,4.6519675679790286e-07,3.7984828167655098e-17,8.4529554967300282e-16,1.9270220759994003e-15,6.2518714700000106e-13,2.8040333333115827e-18,3.1661676053939908e-10,7.9096276155000906e-19,3.2224689856877414e-07,4.1477655422564885e-15,3.7904032205838691e-23,1.2837550894421681e-15,6.0829849180068147e-26,2.484264481796996e-14,1.6147203784362719e-12,1.0136251516681439e-11,3.141544780889527e-11,5.2036924258386224e-13,1.7963333393780484e-09,2.5864633905888528e-16,1.9660525061872869e-15,9.2873365648222063e-15,1.5400083289468522e-13,2.0512963228709507e-15,7.1850315491353063e-15,3.3215373885988423e-18,1.8028861145499814e-18,4.8980846483366135e-18,6.0839342147015002e-24,9.3382260011825788e-26,1.0234046360924323e-23,1.5303753871686925e-35,6.8027770309037533e-34,3.4512033921933661e-17,8.3655986229089139e-15,9.2944091132408557e-18,3.5779279981189499e-18,1.1216420726970301e-25,2.3425765418938441e-15,4.1965262439819987e-21,2.3173365917339395e-28,9.0114129060825522e-13,9.4702942663207811e-14,2.3142204247965168e-15,1.4476758947711834e-19,5.3304311389178756e-26,6.1620760429508116e-32,7.2335161560064588e-26,0.88168480800000004,0.0,0.0094594777478875236,0.108849994342791,1.5033421233385169e-07,7.0097067323936051e-08,2.1322885085151068e-07,6.488275577937445e-10,3.421876959079137e-10,2.0569783006505682e-10,4.9777075187858503e-10,2.0042195858283626e-10,8.8833738106792094e-13,6.002509945765926e-13,4.3931968795093833e-10,3.5589340465660165e-13,1.6364163593596179e-13,2.9981470645014471e-08,3.6856223469647227e-10,2.3297734501017562e-08,1.0006720262386905e-08,1.1681672037128207e-10
2.881199048962028e-09,0.012016954242300319,7.7350383187548196e-08,4.0896244520999126e-10,4.9320803913709134e-10,1.8293165441767502e-09,4.3806144162586918e-13,0.0,0.0,1.8892859869898926e-09,6.0972493630710377e-14,5.6233875966586772e-16,9.9142452379838441e-16,9.0794560813172119e-23,5.9319540306410784e-11,1.7264363301834432e-16,2.1101787212493403e-07,7.6934562731727107e-11,5.1721616424488829e-14,3.6898302770351263e-17,4.8157314057770871e-07,4.2701427267710993e-17,9.2407779271116211e-16,2.0839121641160344e-15,6.6013626452226608e-13,3.1189417766828354e-18,3.3443273644652996e-10,8.6461721686686367e-19,3.3044158467418784e-07,4.495599421716787e-15,4.2332602318968119e-23,1.3666536228210332e-15,6.8619509353191539e-26,2.6846015565452807e-14,1.6492415153961096e-12,1.0625104310906539e-11,3.299454604099999e-11,5.3574397817825427e-13,1.8727009397711047e-09,2.7937382631237473e-16,2.0791222746236527e-15,9.8842204354114993e-15,1.6173704927394862e-13,2.164511877518482e-15,7.424104767846603e-15,3.666587790748196e-18,1.9871336813574965e-18,5.4208525642632204e-18,6.8495397424599396e-24,1.0718325323023534e-25,1.1497094578819234e-23,1.8377465597968998e-35,7.9127595010417253e-34,3.8414442111724388e-17,8.7770730319318288e-15,9.8407017473655719e-18,3.8279011832463037e-18,1.21715869330599e-25,2.4741604835862929e-15,4.547904063815806e-21,2.5648905126343177e-28,9.5947937612616128e-13,9.7428177251071645e-14,2.423137134179226e-15,1.493662628188622e-19,5.8082704472104204e-26,7.1009270561569645e-32,7.8397985255602627e-26,0.88168480800000004,0.0,0.0094594663457747662,0.10884999412578783,1.5159734524490342e-07,7.0359181284760271e-08,2.1559252593207684e-07,6.7491437078038672e-10,3.5480213448685308e-10,2.1354985870277902e-10,5.0372473299310721e-10,2.0152330583570833e-10,9.2478478268021705e-13,6.2296208915306805e-13,4.5020749051283345e-10,3.6988136640471372e-13,1.7147024339625323e-13,3.102212307445026e-08,3.8920636111672341e-10,2.401959714948725e-08,1.0390194229482075e-08,1.1928844612914818e-10
3.0035984259912115e-09,0.012016954960771974,8.2734009373893748e-08,4.5723598124676534e-10,5.5025183365907151e-10,2.0456219390657588e-09,5.1054311801114742e-13,0.0,0.0,2.04292301908143e-09,6.911235482561882e-14,6.9486540842060425e-16,1.2183673510077945e-15,1.0609743548686145e-22,6.5646797390875235e-11,2.0416535060775846e-16,2.2644581875180065e-07,8.6396750618108029e-11,6.1504601709633208e-14,4.1075019558713407e-17,5.1477322304556284e-07,5.3540445579908788e-17,1.0975292636393838e-15,2.4240970358386264e-15,7.3304257374197799e-13,3.8309374689216386e-18,3.7162212481152003e-10,1.0283980141346127e-18,3.4687992637752829e-07,5.2563706687102469e-15,5.2420298277537247e-23,1.5427160087876285e-15,8.6639998646362617e-26,3.1182046383244307e-14,1.715944814118781e-12,1.1640758975182023e-11,3.628585212908277e-11,5.6679771896035314e-13,2.0294388535634023e-09,3.2466516819357873e-16,2.3160525673010289e-15,1.1153676691090967e-14,1.7781180401916978e-13,2.402158582833901e-15,7.9100020245230799e-15,4.4422539368314515e-18,2.400176745595984e-18,6.601340304020119e-18,8.6220890205996013e-24,1.4000125962937693e-25,1.4404570971180436e-23,2.6192176492409467e-35,1.0628067697077693e-33,4.7266392594223936e-17,9.6302882615676457e-15,1.0985609342372215e-17,4.3650444289012047e-18,1.4268133902531325e-25,2.748699495634308e-15,5.3152733108766082e-21,3.1240203137433176e-28,1.0831930348215444e-12,1.0292850166742594e-13,2.6487680419941041e-15,1.5855336786418432e-19,6.8600967811355417e-26,9.34574205341122e-32,9.1639816517480743e-26,0.88168480800000004,0.0,0.0094594435302038336,0.1088499936808096,1.5399443452505366e-07,7.083754690197432e-08,2.2010419966849728e-07,7.287014922910167e-10,3.8059931351986142e-10,2.2964212369665057e-10,5.1505541457486424e-10,2.0353380901415659e-10,1.0000046969289783e-12,6.6945523163282643e-13,4.7156597494227025e-10,3.9858750594293504e-13,1.877320985797918e-13,3.3130177378011514e-08,4.3276522849851669e-10,2.547272303542711e-08,1.1171783538414626e-08,1.2406073750541807e-10
3.1137578653174766e-09,0.01201695561381659,8.7671204042090394e-08,5.0347890236927188e-10,6.0476392989979505e-10,2.2528544357811672e-09,5.8276538905994178e-13,0.0,0.0,2.1857003292034512e-09,7.7040190322753512e-14,8.3450294859487485e-16,1.456740055845531e-15,1.2135354086045663e-22,7.1607255827983143e-11,2.3626611566047024e-16,2.405965695828436e-07,9.5489302102907946e-11,7.1415006457685375e-14,4.5042125903181599e-17,5.4513904019925215e-07,6.507989174866057e-17,1.2728459619672184e-15,2.7617583524723236e-15,8.0206297240554671e-13,4.5740890314397372e-18,4.0685723953650732e-10,1.1962560780610863e-18,3.6172354736036915e-07,6.0199079301837297e-15,6.3045251593700459e-23,1.7132236588897753e-15,1.0598621324020007e-25,3.5475748050067512e-14,1.7733268795508699e-12,1.2598355460132057e-11,3.9401168280330912e-11,5.950825138403792e-13,2.1749594481914105e-09,3.7011070328817557e-16,2.5416574983723279e-15,1.2385304213754015e-14,1.9296640320789421e-13,2.6290416952653475e-15,8.3558686363147851e-15,5.2470913037627585e-18,2.8272832358405985e-18,7.833106618201044e-18,1.0528018948342401e-23,1.7642502072984988e-25,1.7507929175406905e-23,3.5582990309168682e-35,1.3752682363640991e-33,5.6547307566175329e-17,1.0432584082317892e-14,1.2075957608967587e-17,4.8929374786932211e-18,1.6382330756227998e-25,3.0087438626053561e-15,6.0841510843181641e-21,3.7075966733878712e-28,1.2027347177235407e-12,1.0793294008460432e-13,2.8607078515241644e-15,1.6680768393562738e-19,7.9240738418950898e-26,1.1853613728423813e-31,1.0490927430805695e-25,0.88168480800000004,0.0,0.0094594229830443164,0.108849993267906,1.560128639870172e-07,7.1220660302485005e-08,2.2392906890576034e-07,7.7892600147543201e-10,4.0444371586378047e-10,2.4455510515194666e-10,5.2462757720309964e-10,2.0514440613885705e-10,1.0703215131329387e-12,7.1248059409297698e-13,4.9029277405354276e-10,4.2523261986397691e-13,2.0305061248759722e-13,3.5056415127569981e-08,4.7461711346978218e-10,2.6790510423487268e-08,1.18913665797748e-08,1.2816197353905672e-10
3.2239173046437416e-09,0.012016956272607834,9.269236897036758e-08,5.5241918209601375e-10,6.6232679058339208e-10,2.4721994890247555e-09,6.6200218484421412e-13,0.0,0.0,2.3326976433326998e-09,8.5562255698310208e-14,9.9571210217038273e-16,1.7311873824697652e-15,1.3809760270880356e-22,7.7816074025177198e-11,2.7222418658015939e-16,2.549846103878185e-07,1.0513802803135455e-10,8.2446041939428266e-14,4.920574294481716e-17,5.7593978112751664e-07,7.8524763722581029e-17,1.4675855886268737e-15,3.1307940004355051e-15,8.7427733120010346e-13,5.4242218644589239e-18,4.4374975596646603e-10,1.3854677806526921e-18,3.7660673393374571e-07,6.8633684114363252e-15,7.5301850573835335e-23,1.8955356571772798e-15,1.2870945435278128e-25,4.0157430752482027e-14,1.8282289608042426e-12,1.3597425676588721e-11,4.2663031636259788e-11,6.2367514707499701e-13,2.3245837512555996e-09,4.2035203111249587e-16,2.7790399055780306e-15,1.3704483492647251e-14,2.0877257195085424e-13,2.8684718332524427e-15,8.8095431696540208e-15,6.1637946977748976e-18,3.3121724374804205e-18,9.2435307886728799e-18,1.2771165853288922e-23,2.2053974095781867e-25,2.1134300130160195e-23,4.7813292347611493e-35,1.7673980303158274e-33,6.7214513631920699e-17,1.1267344820070337e-14,1.3223349480435556e-17,5.465277718438995e-18,1.8729142493142743e-25,3.2810617334612166e-15,6.9323801194654231e-21,4.3759986791573347e-28,1.3302309686932228e-12,1.1298581533277754e-13,3.0810288560710188e-15,1.7504728694468739e-19,9.1081072935297312e-26,1.4909423027964239e-31,1.1954980964765518e-25,0.88168480800000004,0.0,0.0094594024232045187,0.10884999284332807,1.579083104186485e-07,7.156371725903064e-08,2.2754175857446408e-07,8.3084382037292265e-10,4.2885975625464201e-10,2.5986172595428679e-10,5.3364179495495884e-10,2.0658688859241351e-10,1.1430819336060312e-12,7.5658323218334543e-13,5.0853137529691196e-10,4.5261977836176174e-13,2.1900765481266772e-13,3.7008550104010907e-08,5.1904303220758846e-10,2.8117008971546396e-08,1.262568578600649e-08,1.3208202674087628e-10
3.3340767439700067e-09,0.0120169569368432,9.7794688660350158e-08,6.041013061399639e-10,7.2298217822762824e-10,2.7038579549192811e-09,7.4863858075927169e-13,0.0,0.0,2.4838717672067697e-09,9.4701909423841087e-14,1.1808400213071558e-15,2.0455573275120827e-15,1.5641060438229703e-22,8.4269799573522399e-11,3.1236668391397538e-16,2.6959681263016579e-07,1.1535197512097531e-10,9.4668780075449365e-14,5.3565033210162522e-17,6.0715261528785985e-07,9.4098086000323874e-17,1.6829350252958086e-15,3.5326812198142803e-15,9.4965082049276006e-13,6.3914440240252941e-18,4.8228340556300982e-10,1.5980736417877081e-18,3.91523234632677e-07,7.7919175056073932e-15,8.9360476891352706e-23,2.0900273128933882e-15,1.5524592013897072e-25,4.5243475194064059e-14,1.8806941253295161e-12,1.4638201720421011e-11,4.6072777343128021e-11,6.525657845387849e-13,2.4781976543566896e-09,4.7575345682334949e-16,3.0282457920526534e-15,1.511422209083192e-14,2.2523039824374546e-13,3.1206627666724234e-15,9.2707415381120083e-15,7.2033671007069142e-18,3.86026895323004e-18,1.0851459364486078e-17,1.5397128223979492e-23,2.7361643791908983e-25,2.5348738774562959e-23,6.3593852124277707e-35,2.2567310702064473e-33,7.9413284355818668e-17,1.2134434423109834e-14,1.4427994624159506e-17,6.0843546013887681e-18,2.1325958554636412e-25,3.5656512344224217e-15,7.8651644276046771e-21,5.1382174351948893e-28,1.465852698894297e-12,1.1808448571953072e-13,3.3097030859300725e-15,1.8327200242042164e-19,1.0421182705761448e-25,1.8607662630144927e-31,1.3565150861088861e-25,0.88168480800000004,0.0,0.0094593818504738764,0.10884999240716832,1.5968857966333019e-07,7.1870904570933391e-08,2.3095262545396599e-07,8.8442741154581502e-10,4.5382684600694074e-10,2.7554914233503734e-10,5.4212980535376439e-10,2.0787874668572383e-10,1.2182477109562886e-12,8.0172421086641144e-13,5.2626793938566083e-10,4.8072542019416445e-13,2.3559397520118486e-13,3.8985172026197402e-08,5.6610291824006149e-10,2.9451587606160029e-08,1.3374225361319088e-08,1.3582415719870739e-10
3.4442361832962718e-09,0.012016957606238679,1.0297552334880425e-07,6.5856828133762769e-10,7.8677033930917332e-10,2.948024058363497e-09,8.4306484313663468e-13,0.0,0.0,2.6391814281038199e-09,1.0448277256207864e-13,1.392380365691087e-15,2.4039282802363182e-15,1.7637494984637291e-22,9.096500129587802e-11,3.5703653021192128e-16,2.8442069838724551e-07,1.2613969392784641e-10,1.0815469782934727e-13,5.8118933483561875e-17,6.387561032796036e-07,1.1203851198630493e-16,1.9200855038241693e-15,3.9688912392650446e-15,1.0281448104469186e-12,7.486291953820712e-18,5.224398261883575e-10,1.8362525300396616e-18,4.0646721905202221e-07,8.8108348636615929e-15,1.0540051087142093e-22,2.2970764329255779e-15,1.8606978741174739e-25,5.0749944522648271e-14,1.930775513556446e-12,1.5720902047333668e-11,4.9631666864193584e-11,6.8174518751683689e-13,2.6356872030698248e-09,5.36697332049223e-16,3.2893098096343376e-15,1.6617520917737169e-14,2.4233968109634774e-13,3.3858204290285057e-15,9.7391854453430634e-15,8.377442914525661e-18,4.4772759500580314e-18,1.2676994885909872e-17,1.8455828652716875e-23,3.3708123614772562e-25,3.0221658133653727e-23,8.3779173484719016e-35,2.8641057611744762e-33,9.329783406118973e-17,1.3033704585508345e-14,1.5690060510305714e-17,6.7525038760435724e-18,2.4190886056345312e-25,3.8625130100498513e-15,8.8878683687437151e-21,6.0038515619162547e-28,1.6097620166191274e-12,1.2322641752121197e-13,3.5466980618523686e-15,1.9148256425002708e-19,1.1872696672994511e-25,2.3055095819135236e-31,1.5330724961480902e-25,0.88168480800000004,0.0,0.0094593612646489758,0.10884999195952003,1.6136098597720014e-07,7.2145971145188174e-08,2.3417170877833337e-07,9.3964823659043656e-10,4.7932530774200593e-10,2.9160488603655244e-10,5.501218002795699e-10,2.0903566737167548e-10,1.2957789343102293e-12,8.478662400318337e-13,5.4349211382963783e-10,5.0952655299486393e-13,2.5279936196931409e-13,4.0984961397815062e-08,6.158545598587755e-10,3.0793685214927033e-08,1.4136498059900416e-08,1.3939233646273952e-10
