Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188)
1e-12,0.002778223677665735,4.4429314054124373e-29,2.9203386823200054e-36,7.8881264452757626e-33,3.2902272576777533e-35,2.4835884173458267e-38,0.0,0.0,2.3658255350566749e-24,1.8326636871895386e-34,5.6923283063542556e-52,1.4034390089049499e-53,2.1186243929397152e-64,4.5654048854771691e-33,1.2254672215652623e-48,1.0984649568352996e-24,4.3385302435026699e-33,3.3577176013892662e-49,3.8997226521476894e-50,4.7236066415255595e-30,9.5013235669675722e-59,2.388929248393222e-50,5.8496680484839077e-46,2.9942426738380072e-37,8.3624275283028058e-59,2.1418016594502051e-29,1.9512322966848783e-55,2.261992492062701e-24,1.2305777520347859e-51,3.803382959866471e-72,2.4934780750223278e-53,7.1044341429400512e-83,3.7806235131102797e-39,5.9545411835930433e-36,4.7148738372744007e-34,3.3207371524704145e-33,5.9797286742004651e-37,1.255584416783832e-28,2.0813834073316601e-49,5.7211537953789954e-56,5.2312468276572854e-47,2.7272275280832813e-45,1.516129632637697e-38,1.2649215035667776e-33,3.1772460322262172e-53,5.893601627577801e-58,3.4308993908582456e-57,3.6454574087815158e-72,1.6309835149893202e-76,1.7360378954677385e-70,2.6184393901718833e-118,7.1633198556456841e-101,1.7895209201235155e-59,2.0906342164144046e-44,5.6336551572662051e-50,2.0262424112474746e-49,7.1091868383684342e-61,1.5364683062520095e-45,9.2774495384781295e-54,7.2630822373376428e-73,1.9843187074498042e-37,5.5257688384519695e-34,2.9833762595432478e-39,1.5339905827345296e-48,1.8139084698942387e-68,2.0534987260238316e-81,6.2494290717571825e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2394507156063123e-24,2.2619723625345841e-24,2.2395615039782653e-24,1.023331912094061e-24,8.7170895043360129e-25,4.3585418263826205e-25,1.5040356243893666e-28,1.5024125150795909e-28,2.022363673953597e-28,1.7214248831226547e-28,3.9982460114006333e-29,8.6189729968841532e-29,1.7135314765361295e-31,5.8634285738893152e-32,1.9796318321219709e-32,4.7300458233197157e-32,1.0226034154320977e-31,3.9486702631637815e-31,1.0984837745715489e-24,3.4509313514026168e-26,2.5569388306410537e-30
1.023e-12,0.002778223677665735,4.5450885325387892e-29,3.021853514903921e-36,8.1633913361694182e-33,3.4049859306962052e-35,2.5852430981779831e-38,0.0,0.0,2.4202240374844636e-24,1.8965847356246043e-34,5.929143236119274e-52,1.4608720813546527e-53,2.2117083671502374e-64,4.724641225391132e-33,1.2756159465365396e-48,1.1237221800677416e-24,4.4898523392054126e-33,3.4748353979134016e-49,4.0357220109231993e-50,4.8883587533461465e-30,9.9191531329805431e-59,2.4721900622041179e-50,6.0890475286852586e-46,3.0986778184799347e-37,8.704757919163416e-59,2.2165048186172807e-29,2.0368700427088489e-55,2.3140019119678387e-24,1.2809353580738119e-51,3.959023980036954e-72,2.5955169202963686e-53,7.4168114078405044e-83,3.9353353665512912e-39,6.1610656380402746e-36,4.8793213557988908e-34,3.43669654881627e-33,6.1882911019006595e-37,1.2993772622764227e-28,2.1665582871912765e-49,5.9552721863493176e-56,5.4453215929391842e-47,2.8388312758169009e-45,1.5781723672447408e-38,1.3090388586332444e-33,3.3072870392541976e-53,6.1527404842723703e-58,3.5817549863354484e-57,3.8113255579241097e-72,1.7051864564609438e-76,1.8123710049232718e-70,2.7396047347133863e-118,7.4947436816701558e-101,1.8682240094780746e-59,2.1761866076122293e-44,5.881365509313726e-50,2.1091999547583521e-49,7.421767050596802e-61,1.5992376397064677e-45,9.6854648008690058e-54,7.5927711515961222e-73,2.0655214301200614e-37,5.7171270013340368e-34,3.0874319595566752e-39,1.5966541694719485e-48,1.8935728003606119e-68,2.1485136031724407e-81,6.5336264418951835e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2909415770058263e-24,2.3139810803598961e-24,2.2910562294890714e-24,1.0468594194086438e-24,8.9175048362537189e-25,4.4587493902997788e-25,1.5564939866410877e-28,1.5548142732848184e-28,2.0928991135451616e-28,1.7814642652538641e-28,4.1376994841021026e-29,8.9195831068529351e-29,1.7732977580708056e-31,6.0679350633088804e-32,2.0486784565694145e-32,4.8950218431258834e-32,1.0582703680988446e-31,4.0863940543398588e-31,1.1237416541410798e-24,3.5302801345205399e-26,2.6461216411163619e-30
2.047e-12,0.002778223677665735,9.093156744456341e-29,1.2034459851153783e-35,3.2759836700886434e-32,1.3626846874224258e-34,2.0747533432032512e-37,0.0,0.0,4.8421474932448913e-24,7.5903355225314628e-34,5.8080904816326175e-51,1.1696976028270274e-52,3.4658713101851833e-63,1.8908934058389422e-32,1.0210388323064987e-47,2.2481844297731104e-24,1.7968535064746621e-32,1.3909921023305786e-48,1.6138888198004435e-49,1.9562729329703701e-29,1.5928303028903849e-57,9.8514204236338005e-50,4.873475235134625e-45,1.2401002571525221e-36,7.0011366008710446e-58,8.8705243049298861e-29,3.2297528392447662e-54,4.62934947720065e-24,1.0252290604628224e-50,3.1685049534585197e-71,2.0776431222506763e-52,1.1870414314275178e-81,3.1501498375458912e-38,2.3890631602209436e-35,1.9526558036232658e-33,1.3842725181916562e-32,2.4764046153086451e-36,5.199978348365098e-28,1.7342437165459545e-48,4.7658458408633944e-55,4.3588751232067048e-46,2.2722284503895692e-44,1.2630745696561099e-37,5.237848002364429e-33,2.6531015579001389e-52,9.8484989572910147e-57,5.7338408095976829e-56,1.2201428907036601e-70,5.452168793480894e-75,2.9013881991089392e-69,1.7847640832594944e-116,4.7984413351079339e-99,3.0079581977531266e-58,1.7416624816780505e-43,9.4154493088316031e-49,1.6984915170588545e-48,1.1871764320893858e-59,1.2521794832135555e-44,1.5596856402960389e-52,2.1486109333181198e-71,1.6533537554998142e-36,2.1985296250938162e-33,1.2355693806321132e-38,1.2489662691094127e-47,2.9343726609583556e-67,1.3843804720079137e-79,2.0284334909720214e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.5831698941240892e-24,4.6292661160265363e-24,4.5836287108863688e-24,2.0940307814920374e-24,1.7837669926901351e-24,8.9188228499583266e-25,6.2288803126893415e-28,6.2221634368556977e-28,8.3745521393708697e-28,7.1283744825186446e-28,1.6559230656992485e-28,3.5690900864000741e-28,7.0972156006392235e-31,2.4282689520001026e-31,8.1986920900261895e-32,1.9588925169234913e-31,4.2351785635271613e-31,1.6353528170120555e-30,2.2482623654928811e-24,7.0630302826972529e-26,1.0590020264847212e-29
4.095e-12,0.002778223677665735,1.8188714155885187e-28,4.8030069114035756e-35,1.3171293813126066e-31,5.4519687956368049e-34,1.6679274390771503e-36,0.0,0.0,9.6860244859257062e-24,3.0369406013742799e-33,6.3477858041108543e-50,9.3649324654704914e-52,5.3254505384495148e-62,7.5658624629675581e-32,8.1694812866556891e-47,4.496975920204109e-24,7.18905450654538e-32,5.5680256290530604e-48,6.4472850711287794e-49,7.8263646209167476e-29,2.5620474090620507e-56,3.9079735150085353e-49,3.8987715805328112e-44,4.9615277488628323e-36,5.6558554575325251e-57,3.5490195325590867e-28,5.1773971334339112e-53,9.2592357085393552e-24,8.2019764116313311e-50,2.5345180206356364e-70,1.6625523628745856e-51,1.8985175253945521e-80,2.5208113397333235e-37,8.9959970807928683e-35,7.8118901332340887e-33,5.6021929759745048e-32,9.9065224148886997e-36,2.0803287040973082e-27,1.3877128751558299e-47,3.8117728182111685e-54,3.4880796920278809e-45,1.8179713204656198e-43,1.0103883650602906e-36,2.0948431104770932e-32,2.1321677415568307e-51,1.575521235529468e-55,9.1747968500455519e-55,3.9037935763143451e-69,1.7437056147718029e-73,4.6427425466429327e-68,1.1809158608856147e-114,3.0701291731000782e-97,4.8637131542924204e-57,1.3931887239626526e-42,1.5066699024825571e-47,1.3737293299587525e-47,1.8966323769386927e-58,9.6082500686988944e-44,2.5222256453147392e-51,5.5773630744619929e-70,1.3229643965057256e-35,8.1534994948387972e-33,4.9431580552620707e-38,9.565616668022848e-47,4.4106614933187276e-66,8.9559561148681218e-78,6.1190506269392748e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.1666891933157325e-24,9.2589022485236887e-24,9.1685246696063615e-24,4.1871175377057304e-24,3.5667310394076465e-24,1.7833606763753743e-24,2.491913402372889e-27,2.4892303519782671e-27,3.3495471537732773e-27,2.8511180653897764e-27,6.6252222968869322e-28,1.4275171325657817e-27,2.8398703052981427e-30,9.7141856833094932e-31,3.280076868749681e-31,7.8364694042573976e-31,1.6944150092185008e-30,6.5426213132967868e-30,4.4972877329962266e-24,1.4128547863661739e-25,4.2370993026450578e-29
8.191e-12,0.002778223677665735,3.6377512904221298e-28,1.9189038644591416e-34,5.3109467571707639e-31,2.180914326554985e-33,1.3445636568960396e-35,0.0,0.0,1.9373898754530329e-23,1.2149438841704391e-32,7.7998932587556408e-49,7.5001458740228403e-51,7.9134903837571626e-61,3.0269193036712515e-31,6.5343268145528292e-46,8.9940269279761448e-24,2.8758038577731926e-31,2.2295395025284972e-47,2.5713146884659239e-48,3.1303336188557502e-28,4.1326933493539393e-55,1.5371227425692005e-48,3.117572780999888e-43,1.9847323774246134e-35,4.6113689095158096e-56,1.4196976519443587e-27,8.3759181898102519e-52,1.8515773704786486e-23,6.5588009017713896e-49,2.026195361549435e-69,1.3301320872015441e-50,3.0337445730385953e-79,2.0168298919305483e-36,3.2159587118215638e-34,3.1245413232843005e-32,2.2827594541799115e-31,3.9617745792372334e-35,8.3207428295211704e-27,1.1101675890800275e-46,3.0465756020539725e-53,2.7907498946591102e-44,1.4540112752748672e-42,8.0782593788314485e-36,8.3737137423589861e-32,1.7204441018798417e-50,2.5188316240153287e-54,1.4674539718469556e-53,1.2481547268500584e-67,5.5764997834986196e-72,7.4264015213854363e-67,8.0503464510426059e-113,1.9627517571892784e-95,7.9270163250552091e-56,1.1138138320102785e-41,2.4101195994510352e-46,1.1182021734285977e-46,3.0240437383710833e-57,7.1236181769864901e-43,4.1044423934271835e-50,1.2938886935411046e-68,1.058335997486448e-34,2.8408148677239535e-32,1.9771903600600724e-37,7.0661882714711205e-46,6.2801409207735081e-65,5.8296261929390066e-76,1.7550644863168649e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8329979985325779e-23,1.8514440266404698e-23,1.8337320678560957e-23,8.3682732183329412e-24,7.128388380869864e-24,3.5641748412554599e-24,9.9666258605282594e-27,9.9559274691124973e-27,1.3390738046272017e-26,1.1398140327257028e-26,2.6502712706082998e-27,5.7068752099361127e-27,1.1362885980138083e-29,3.8850350727300991e-30,1.3119952033589171e-30,3.1340753198914082e-30,6.777744861968151e-30,2.6169878842823806e-29,8.9952742481850557e-24,2.8259652012852443e-25,1.6950465110796128e-28
1e-11,0.002778223677665735,4.4408557142796489e-28,3.1888632897919461e-34,8.8812300222273773e-31,3.625562523186523e-33,3.4482393260768347e-35,0.0,0.0,2.3652658382787162e-23,2.0198999788695438e-32,2.9471100105501588e-48,1.9118777265927056e-50,3.0858905289718816e-60,5.0324989408759823e-31,1.6627179659711406e-45,1.0979681480941366e-23,4.7807765379368204e-31,3.7101432488607106e-47,4.2609917847511653e-48,5.2031857617581201e-28,1.7986734034312211e-54,2.5112284546990916e-48,7.9302867124199399e-43,3.2994391364948953e-35,1.2047662215497887e-55,2.3601251604906961e-27,3.667570649270566e-51,2.2601072314942539e-23,1.6684776286341764e-48,5.1522043313423591e-69,3.3859992691212962e-50,1.3052696623112813e-78,5.1342202069099993e-36,4.8403759769646014e-34,5.1935528009782436e-32,3.8466733958465768e-31,6.5841936370614628e-35,1.3830579244618891e-26,2.8257707812634065e-46,7.7446519586409832e-53,7.1045023824093936e-44,3.6997077052847598e-42,2.0545077224156823e-35,1.3909665226257082e-31,4.4310673489236112e-50,1.08458475806871e-53,6.3233188611126141e-53,9.7753221255461109e-67,4.3713939439882378e-71,3.2004969060359711e-66,1.3403167971740435e-111,2.9201312273070914e-94,3.5079773462586914e-55,2.8324702719996386e-41,1.0387356581145655e-45,2.8943177463296299e-46,1.2964195363063596e-56,1.6628628031034808e-42,1.8043254106747513e-49,6.8964371012501538e-68,2.6937330178660892e-34,4.1988080777168009e-32,3.2865590160672578e-37,1.6419138689660989e-45,2.2971960851591852e-64,8.8878167768317612e-75,1.162360867695696e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2373643210139333e-23,2.2598856446346902e-23,2.2385843521156182e-23,1.021046064786546e-23,8.6976324258527395e-24,4.3487840912527773e-24,1.6565729811877441e-26,1.6548005518260149e-26,2.2246318443371728e-26,1.8935990921314347e-26,4.4058737544677587e-27,9.4809216219063118e-27,1.8894552427714796e-29,6.4569747310907159e-30,2.1808703121023387e-30,5.2088763263904555e-30,1.126681097851465e-29,4.3501177274751613e-29,1.098175502596571e-23,3.4500720350383194e-25,2.8180447623381455e-28
1.6383e-11,0.002778223677665735,7.2745845907210781e-28,7.6698754577849189e-34,2.147886301330331e-30,8.7229585647006741e-33,1.0870993221257048e-34,0.0,0.0,3.875012809376747e-23,4.8601624180427778e-32,1.0593727661339506e-47,6.0114755250738865e-50,1.1182108513756463e-59,1.2109124051035067e-30,5.22394956965534e-45,1.7986001553676027e-23,1.1502413142405826e-30,8.9344073245038876e-47,1.0222964645773104e-47,1.2517179807167639e-27,6.6870283891740958e-54,5.9483300359733276e-48,2.4911797505263592e-42,7.9383408739993748e-35,3.8286390889949821e-55,5.6783942522824404e-27,1.3653062563995903e-50,3.7015920865869043e-23,5.2413964168991103e-48,1.6182229347477359e-68,1.0640062410190267e-49,4.8404256012622884e-78,1.6133834568719734e-35,1.0572081562043651e-33,1.2493995179154271e-31,9.3648948937229267e-31,1.5837317377300292e-34,3.3271864948084187e-26,8.8792230619192964e-46,2.4321667649130127e-52,2.2325443305189956e-43,1.1623577419355043e-41,6.4533854618690698e-35,3.3443097134339736e-31,1.3995416815966382e-49,4.0227463308401786e-53,2.3457086460992476e-52,3.9863165965168479e-66,1.7828070413125732e-70,1.1872967696598309e-65,5.7855287940739122e-111,1.2531172231888207e-93,1.3088742896776365e-54,8.8966958421776815e-41,3.8534788120204095e-45,9.1612860723811972e-46,4.803770991276634e-56,5.0166758433682898e-42,6.7225915890121555e-49,2.6664854174996328e-67,8.4641803263698144e-34,8.9904447053477223e-32,7.9066254236371087e-37,4.9420732122113098e-45,8.1868526146458322e-64,3.8191235288475841e-74,4.6444458632101074e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.6641582604271387e-23,3.7010591369824538e-23,3.6670929924851757e-23,1.6710561456437073e-23,1.4234661026806676e-23,7.1172533243831614e-24,3.985046199621231e-26,3.9807947026115002e-26,5.3492957290628468e-26,4.5533061314828914e-26,1.0600462286515806e-26,2.2797526512788438e-26,4.5469802253520289e-29,1.5531983486931401e-29,5.2466689959659414e-30,1.252974687613253e-29,2.7106340564980265e-29,1.0465412248812649e-28,1.7990990407156376e-23,5.6522135053787694e-25,6.7805090176080234e-28
3.2767e-11,0.002778223677665735,1.4544545243075986e-27,3.0658894768368154e-33,8.6965071194127409e-30,3.4882818888624102e-32,8.8013496041575817e-34,0.0,0.0,7.7504507336485424e-23,1.9441836363365647e-31,1.5431652668720349e-46,4.8256799414946591e-49,1.4880437277395123e-58,4.8436324389771217e-30,4.1725182611601033e-44,3.5961445263965121e-23,4.5998722583625132e-30,3.5854921248994198e-46,4.039780622467779e-47,5.0030608852958197e-27,1.0837543171007323e-52,2.2328428463281144e-47,1.988125305507247e-41,3.1745540792238193e-34,3.288364438324917e-54,2.270817888728247e-26,2.2328421542900474e-49,7.3964572036047735e-23,4.1836302358916043e-47,1.2898005103855576e-67,8.509489093088264e-49,7.7006757243508023e-77,1.2904303136229756e-34,3.0947036717774224e-33,4.9937756050164546e-31,3.8511266394837219e-30,6.3264923615134284e-34,1.3298565652525811e-25,7.0991136199751573e-45,1.9374051404201757e-51,1.7857365417363614e-42,9.2841992328390049e-41,5.1474152688554705e-34,1.3334673782356371e-30,1.1564821957960232e-48,6.4120667572571525e-52,3.7455934746558559e-51,1.2705013348011301e-64,5.6950440397927971e-69,1.8964753199116893e-64,4.5162981904573232e-109,7.9801655257298424e-92,2.2055662147672032e-53,7.0945146838773989e-40,6.1561436581568873e-44,7.5238338306242043e-45,7.5760210678766609e-55,3.3254448064792502e-41,1.1040135053423205e-47,4.9726542045423962e-66,6.7665614817808152e-33,2.5131002451345277e-31,3.1606315462029271e-36,3.2358165363136052e-44,9.4261887710624384e-63,2.5087797867055091e-72,1.1012280002647783e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.3204969904967404e-23,7.3943290140615197e-23,7.3322224226648946e-23,3.3315429224588699e-23,2.8379364369525466e-23,1.4189375110937725e-23,1.5925805399384016e-25,1.5909023429871112e-25,2.1339306822521161e-25,1.81640236282869e-25,4.2392708288615081e-26,9.0942305244441174e-26,1.8200651384796328e-28,6.2056734786105566e-29,2.0974173678574358e-29,5.0061758052209062e-29,1.0837772000419415e-28,4.1837254615494073e-28,3.5981395302390736e-23,1.1304819050071894e-24,2.7121958189616536e-27
6.5535e-11,0.002778223677665735,2.9069641639515444e-27,1.2252143547552033e-32,3.5138932020836375e-29,1.3945229868287932e-31,7.1141439143540563e-33,0.0,0.0,1.5502092698674118e-22,7.777301450260469e-31,2.3428818064644454e-45,3.8837342183531802e-48,1.8908061791469316e-57,1.9368791491369246e-29,3.3264924632752649e-43,7.1878342636502585e-23,1.8389849449270248e-29,1.4422925458774046e-45,1.577595802889824e-46,1.9980842753313835e-26,1.7544849547275247e-51,7.9419835010639167e-47,1.5827494980734115e-40,1.2691340254324825e-33,2.9935329777283125e-53,9.078510930379845e-26,3.6396202450638835e-48,1.4765587754918864e-22,3.3316130989316771e-46,1.0234984558840817e-66,6.8031201872746832e-48,1.218176703785592e-75,1.0318431890580226e-33,7.9629847172684427e-33,1.994361231185621e-30,1.5764715117615229e-29,2.5237450342803457e-33,5.31103956589231e-25,5.6720704952513329e-44,1.5366531143770526e-50,1.428012052300028e-41,7.4035501194789438e-40,4.0934012368211864e-33,5.2998052620667206e-30,9.8369559738704597e-48,1.0181429174194668e-50,5.9685646241922268e-50,4.0328394784699141e-63,1.816182921282311e-67,3.0239479601923068e-63,3.9229391087297457e-107,5.0565971991214467e-90,3.8413186142460385e-52,5.6389898787588025e-39,9.8191705802488233e-43,6.1500413561830355e-44,1.1781017692624538e-53,2.1087520799964882e-40,1.8053574616684304e-46,8.644787768371353e-65,5.4053038359975253e-32,6.191709904983015e-31,1.2625771024701927e-35,2.0107711168331488e-43,9.4231180356129587e-62,1.641208522148214e-70,2.3120876001112835e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.4609325358683298e-22,1.4757104180348225e-22,1.4656117118631104e-22,6.6209370921273704e-23,5.6399987992803429e-23,2.819877906519281e-23,6.3585366739811982e-25,6.3520025645969117e-25,8.4893583633522872e-25,7.2261938924113525e-25,1.6948944186651809e-25,3.6178421651616023e-25,7.2899416469077882e-28,2.4764767398975859e-28,8.3793397062167975e-29,1.9978141638080512e-28,4.3311026711250628e-28,1.6714613107995088e-27,7.195809590530111e-23,2.2610458275076879e-24,1.0848188802552463e-26
9.999999999999999e-11,0.002778223677665735,4.4315779256216056e-27,3.1539516829052771e-32,9.0999722110832417e-29,3.5912424264044939e-31,3.3491562371803603e-32,0.0,0.0,2.3656782016582371e-22,2.0049389559913337e-30,2.0201221455504481e-44,1.8339399024139227e-47,1.3456851957062544e-56,4.9890036139351916e-29,1.5471911273329354e-42,1.0958395034267753e-22,4.7361751121971762e-29,3.7444742481374245e-45,3.9153332174560205e-46,5.1371719390918802e-26,1.5728111051490709e-50,1.7394519565814561e-46,7.34468574598544e-40,3.2684706674288121e-33,1.7064421665598528e-52,2.3381052312922276e-25,3.2650088180702684e-47,2.2473261153635686e-22,1.5468413853327793e-45,4.7143561643667286e-66,3.180899479303243e-47,1.0600244502940067e-74,4.8259913409456936e-33,1.3430974795148288e-32,5.127537971309874e-30,4.1102480013775892e-29,6.4766247788350277e-33,1.3654773269330429e-24,2.6490759172206309e-43,7.0839786844350309e-50,6.6795845303371386e-41,3.4457998362002465e-39,1.8958264004811311e-32,1.3519705353329064e-29,5.0905206256974913e-47,8.9203526111294279e-50,5.2642923608036246e-49,6.8691551843321717e-62,3.12167296039547e-66,2.6702528772753046e-62,2.0099914682555433e-105,1.6924175125217678e-88,3.8985258282836442e-51,2.6092924215905623e-38,8.6761631706873979e-42,2.9075045155486581e-43,9.9359071718465988e-53,8.0274830213681809e-40,1.6224378490612034e-45,7.9666207913208128e-64,2.5236412266349867e-31,1.0208180353448264e-30,3.247422044949244e-35,7.4583396532392897e-43,4.8331063325709292e-61,5.6676663102244512e-69,2.4013039175782088e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.2225787953562573e-22,2.2451515523385018e-22,2.2345939733465866e-22,1.001550905532643e-22,8.5317016320578393e-23,4.2655431468643851e-23,1.6340636424532593e-24,1.6324538351904212e-24,2.1690322831993449e-24,1.846313988809993e-24,4.3653927868745904e-25,9.2432166995533239e-25,1.8830299046704502e-27,6.3592823404622148e-28,2.1556081124554914e-28,5.1302095125692433e-28,1.1147279301567488e-27,4.2999151061786712e-27,1.0978932787995205e-22,3.4502466881257252e-24,2.7960126220244342e-26
1.31071e-10,0.002778223677665735,5.8060527316233604e-27,4.8927532939005178e-32,1.4135952506705666e-28,5.5716361506771364e-31,5.7271419295970598e-32,0.0,0.0,3.100842431447088e-22,3.1112962740096837e-30,3.6300930471472079e-44,3.1371517439359837e-47,2.3883911535348226e-56,7.7405648861170279e-29,2.6421289130494329e-42,1.4357643364569686e-22,7.3480595075910801e-29,5.8199446578551419e-45,6.0228579297144364e-46,7.9671325600320345e-26,2.8325660346500982e-50,2.5916200925683048e-46,1.2539205437233799e-39,5.0709192037255761e-33,2.9749655451201769e-52,3.6275126396687724e-25,5.880370051867551e-47,2.9421908191834738e-22,2.6410022332650058e-45,8.0417503283088264e-66,5.4352372999198082e-47,1.9058397080555875e-74,8.2465042446828732e-33,1.8360495169725532e-32,7.9521697569591047e-30,6.394506504463643e-29,1.0040237909345939e-32,2.1176843482576501e-24,4.5259291767061045e-43,1.2085021852497456e-49,1.1413999399482391e-40,5.8848213401707928e-39,3.2359283910925384e-32,2.093013668179598e-29,8.7929190140518771e-47,1.6044378648943508e-49,9.4720945020687284e-49,1.2698288658547496e-61,5.772200701516358e-66,4.8049320718990535e-62,3.7866793690155779e-105,3.1725849059883237e-88,7.0668338202835658e-51,4.4532622280303972e-38,1.561270519786097e-41,4.9742469877615142e-43,1.7831272663321779e-52,1.3363356779655139e-39,2.9223461687777471e-45,1.4369367187143312e-63,4.3114618273588455e-31,1.3829121984211758e-30,5.0368059766993268e-35,1.2369449532672782e-42,8.3407481956453057e-61,1.0629240687877645e-68,4.3576952316872115e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.9092206328304895e-22,2.9388206509588305e-22,2.927849387434882e-22,1.3075794721032453e-22,1.1138639067636822e-22,5.5688440226155161e-23,2.5339731777771604e-24,2.5315011569586652e-24,3.3591299678218596e-24,2.859350834978686e-24,6.772909247011965e-25,1.4314622826293067e-24,2.9234199953975176e-27,9.8597219985252837e-28,3.3435220326910454e-28,7.9541368557103744e-28,1.7292221245118241e-27,6.6695274049230786e-27,1.4389506438609974e-22,4.5223389539102332e-24,4.3386936245055156e-26
2.62143e-10,0.002778223677665735,1.1580503291355957e-26,1.9508443593382068e-31,5.6567643151520138e-28,2.223461700127889e-30,4.5869875203409233e-31,0.0,0.0,6.203314552777651e-22,1.2448013664682016e-29,5.6553947663365962e-43,2.5453162496100093e-46,3.1264981990767853e-55,3.0899079053681744e-28,2.0832288115054558e-41,2.8643184479416954e-22,2.9329026021726135e-28,2.3559866306766047e-44,2.2057471637962583e-45,3.1668286408592185e-25,4.5628760027489925e-49,7.5199974714215468e-46,9.8396876741551953e-39,2.0238629442944301e-32,3.3008122497278784e-51,1.4478832893737295e-24,9.3836865796575269e-46,5.8410410425523899e-22,2.0747064602750793e-44,6.1854020188459596e-65,4.3366703998353231e-46,2.9192486203912088e-73,6.5839616041551362e-32,3.9400683149638521e-32,3.1607878214624208e-29,2.5675710108486617e-28,3.9727607765082632e-32,8.4172585768985596e-24,3.6019600235613826e-42,9.3484601370212967e-49,9.1132729835555825e-40,4.6477382690878388e-38,2.5283494261100826e-31,8.1628189800515672e-29,8.4722429579233152e-46,2.4907341861326885e-48,1.4911276286298533e-47,3.9351473917575514e-60,1.82193919758728e-64,7.5815291687061186e-61,3.9279551343591652e-103,1.9523516095876921e-86,1.4120270841416822e-49,3.4723473709190077e-37,2.4670404730833227e-40,3.9670480161779629e-42,2.56697764673843e-51,8.8403198097656203e-39,4.6655102558203877e-44,2.3167659620473249e-62,3.4288454504191713e-30,2.9057709190220826e-30,2.0039389916388416e-34,7.8607374643731608e-42,6.8513475069739392e-60,6.7905269529508642e-67,7.575398393517655e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.7683765850608888e-22,5.8277439637457314e-22,5.8421947830512222e-22,2.5508173521343374e-22,2.1729610748393842e-22,1.086298334129507e-22,1.0061018463810361e-23,1.0052241673229135e-23,1.3152140112013407e-23,1.1195629027204891e-23,2.7038105286598847e-24,5.6041124712602997e-24,1.1749536109488624e-26,3.9075167176312992e-27,1.3310259583228589e-27,3.1524285778978049e-27,6.8914940179503595e-27,2.6548464474899381e-26,2.8770330263351255e-22,9.0455403279125122e-24,1.7349908395122367e-25
