Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208)
1e-12,0.004243118369663564,3.2075185623899511e-29,1.2973161199166859e-36,2.6086714042572622e-33,1.4885105030937022e-35,2.3855831183215337e-40,0.0,0.0,1.3664279824368418e-24,6.152906222366436e-35,1.36719305349086e-53,1.0853613943617668e-55,2.7699530645369988e-73,4.9872897339486826e-41,4.8368444563297779e-55,1.7104058437389462e-32,3.2549545665404274e-41,3.9703553939946252e-51,2.9562818897157765e-58,3.0360317896740199e-30,2.5945364539954864e-67,1.1594160092185835e-50,3.3145101183740566e-54,2.4989396998352955e-45,6.9656373250221329e-67,2.1635226340836781e-37,5.4842337368199606e-56,1.9349734259899216e-24,4.6390681248546229e-52,2.5932574069125964e-74,4.8865144324569175e-59,2.0333881348845168e-94,2.1620719424830996e-47,4.5003716421149029e-51,2.1234686027818557e-34,2.6077457071406006e-33,3.6557037894562021e-37,6.9398931781465432e-29,7.4324595594427363e-50,3.0870431974060036e-56,2.8994718425578253e-47,1.6044983832634997e-45,9.3566951424267322e-39,9.2029222546407785e-34,1.3604285698812211e-53,1.7912818713203185e-58,1.0344150705582811e-57,1.0781795647835001e-86,3.3779101299018469e-77,5.5921771082192446e-71,3.3997912878006241e-130,8.9085221426398585e-124,2.1984455903678066e-60,8.989628779363232e-45,1.7433120261790484e-50,9.6657886204643592e-50,2.5662668530708466e-61,3.4717765293732931e-54,2.9080799051300054e-54,1.3123363612760092e-73,6.7692172431237226e-38,2.8809882628134683e-34,2.0861080444846553e-39,2.0310855907634164e-57,2.3175567330027715e-77,2.4429870665006482e-82,1.5129791807189666e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9117633199456554e-24,1.9349620830925286e-24,1.9118243643076311e-24,5.99750027426291e-25,5.1102077942265884e-25,2.5551076372767505e-25,8.273623642714465e-29,8.3686682603572661e-29,7.7201418029171038e-29,6.5786756210957932e-29,2.1713821683674817e-29,3.2519361750373064e-29
1.023e-12,0.004243118369663564,3.2812698037828472e-29,1.3423841407376619e-36,2.6997096310791144e-33,1.5404277723404486e-35,2.4832288648418859e-40,0.0,0.0,1.3978468846352423e-24,6.367512004831565e-35,1.423512324715942e-53,1.129795410960037e-55,2.8959862242003121e-73,5.1913809625406686e-41,5.0395853394074433e-55,1.7700624391802167e-32,3.3881547791789308e-41,4.1089576758893004e-51,3.0772555788293089e-58,3.1419242107770916e-30,2.7125985283343796e-67,1.1998351469482312e-50,3.4602482182638309e-54,2.6012020459482596e-45,7.2719371857673051e-67,2.2520589466129231e-37,5.7242226363796501e-56,1.9794642428332074e-24,4.8289084101576867e-52,2.699414810790656e-74,5.1013731736765746e-59,2.1259071512382546e-94,2.2571379405724121e-47,4.6981011920390345e-51,2.1975321314598407e-34,2.6987515915385589e-33,3.7832088361499744e-37,7.1819466638500621e-29,7.7366127970394312e-50,3.2133706231148587e-56,3.0181249011456029e-47,1.6701579069715866e-45,9.7395887589449419e-39,9.5238995085004882e-34,1.4161047215805114e-53,1.870043910234644e-58,1.0798980547527229e-57,1.1271198645852854e-86,3.5316053411808363e-77,5.8380638252195943e-71,3.5583996084181178e-130,9.3248863798757833e-124,2.295136762891009e-60,9.3575017266237652e-45,1.819965085732891e-50,1.0061423545631246e-49,2.6791019312770668e-61,3.6244300544191516e-54,3.0359607602398727e-54,1.3718912229062148e-73,7.0462289621795614e-38,2.980958315742068e-34,2.1588685631838219e-39,2.1203917848519382e-57,2.4229873276748985e-77,2.5560204780718739e-82,1.581782248371159e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9557203333156714e-24,1.9794525043144637e-24,1.9557835068116287e-24,6.1353942045780944e-25,5.2277011832067252e-25,2.6138544622140604e-25,8.5621954718809841e-29,8.6605551061999744e-29,7.9894055426956382e-29,6.8081272119070467e-29,2.2471171478214848e-29,3.3653574980082035e-29
2.047e-12,0.004243118369663564,6.5647231125191291e-29,5.3411421602330269e-36,1.0838257420161845e-32,6.1648601490639327e-35,1.9936139162051881e-39,0.0,0.0,2.7966756829521859e-24,2.5483468948710517e-34,1.2415274033706988e-52,9.0943780130505442e-55,9.2729277350098319e-72,4.1555331189406823e-40,5.351362856729673e-54,7.0838072021314578e-32,2.7121293895871427e-40,1.6527685131921613e-50,2.4621248496294477e-57,1.2573888766815327e-29,8.7150449494426031e-66,4.7882294939369514e-50,5.5394420146616666e-53,2.0821935329551034e-44,1.1666425585165157e-65,1.8027143431513235e-36,8.8672242294024353e-55,3.9601603445061572e-24,3.8651322206309294e-51,2.1704620379468516e-73,8.1667333585389866e-58,6.8055734761188193e-93,3.6137223090094675e-46,7.3623213442509626e-50,8.7944583960338462e-34,1.0834385165496821e-32,1.5139848307315569e-36,2.8741937373059683e-28,6.1929371439404702e-49,2.5718166785836825e-55,2.415934249824809e-46,1.3368538057722989e-44,7.7952370465882757e-38,3.8109242647822967e-33,1.1347316518340249e-52,2.9935701773313527e-57,1.728828212367575e-56,3.4886984373630427e-85,1.1307915110843457e-75,9.3462853030919032e-70,4.5929971858438694e-128,1.7377401400080617e-121,3.6993422777058254e-59,7.4895313378279633e-44,2.9136641778550744e-49,8.0772624099424536e-49,4.2856748160386126e-60,5.8027851638980588e-53,4.8742928235927633e-53,3.8374505275598847e-72,5.6402702936052329e-37,1.1589094445679167e-33,8.6397779269203802e-39,3.3944033551692816e-56,7.6788663577524335e-76,1.6420636198891199e-80,4.9080722694643471e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9126344295055785e-24,3.9601133690846561e-24,3.91288724416616e-24,1.2273472467432158e-24,1.0457689194384482e-24,5.2288600843129122e-25,3.4265475969676569e-28,3.4659106381502744e-28,3.1970816948056138e-28,2.7243754260313218e-28,8.9930992307889963e-29,1.3467005921481384e-28
4.095e-12,0.004243118369663564,1.3131308858670131e-28,2.1307127365858887e-35,4.361366200047346e-32,2.4665213871214348e-34,1.6039881708500028e-38,0.0,0.0,5.5943518009865717e-24,1.0196097315733317e-33,1.1580086630570063e-51,7.3579498389363009e-54,2.9680039114868135e-70,3.325252664977956e-39,6.3883453853715708e-53,2.834137415300721e-31,2.1702758477548896e-39,6.6788464027720206e-50,1.9684008514205015e-56,5.0305481720513815e-29,2.8047259899312742e-64,1.904971935329165e-49,8.8641044397665504e-52,1.6661930249580514e-43,1.8748741722475821e-64,1.4425518798867874e-35,1.4005294805715648e-53,7.921102840816508e-24,3.0924688993775811e-50,1.7521294898485765e-72,1.3068394917075013e-56,2.1772815012169165e-91,5.78361571630098e-45,1.1303715741173475e-48,3.5184769307290921e-33,4.3597864375969229e-32,6.0567803058610037e-36,1.1499041586057655e-27,4.9556245233895165e-48,2.0573520820742194e-54,1.9332637772574625e-45,1.0696627947341904e-43,6.2361559197931589e-37,1.5242606731674448e-32,9.0990778298368374e-52,4.789785156100918e-56,2.7665677531620175e-55,1.1017740871668056e-83,3.6191794639200216e-74,1.4956525769376144e-68,5.968371386800212e-126,3.632612788604313e-119,5.9949723231617502e-58,5.9917586457886383e-43,4.6627665591509421e-48,6.4980816268262993e-48,6.8474856117420308e-59,9.2871256842107739e-52,7.8415941880232245e-52,9.7989467960918924e-71,4.5133234124576349e-36,4.3847735811492948e-33,3.456632518953663e-38,5.4313704632389181e-55,2.4084115858586014e-74,1.0568352560780838e-78,1.4794081110296234e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.8259483454436077e-24,7.9209149163429947e-24,7.8269597730946384e-24,2.4544833553692917e-24,2.0913578809291714e-24,1.0456851341758778e-24,1.3708751674846681e-27,1.386623334161845e-27,1.2788810763796334e-27,1.0897915374250175e-27,3.5981114151317133e-28,5.3870205737883012e-28
8.191e-12,0.004243118369663564,2.6263196970437232e-28,8.5108685118759535e-35,1.7619149154226925e-31,9.8668260948549649e-34,1.2952876383445861e-37,0.0,0.0,1.1189778105861373e-23,4.0790036797106042e-33,1.1930124741558577e-50,6.0138856784815295e-53,9.4970519084447661e-69,2.6603030872912241e-38,8.4747491958370618e-52,1.1337009768936173e-30,1.7363395724450876e-38,2.7238507695731811e-49,1.5719263198688439e-55,2.0122224374243146e-28,9.0569807774266095e-63,7.5356491199159827e-49,1.417878207439405e-50,1.3330437738123795e-42,3.0250268235602279e-63,1.1541205018031845e-34,2.2400288894968882e-52,1.5841189413678566e-23,2.4734207259382759e-49,1.4258320047257118e-71,2.0904335701105193e-55,6.9606881755250543e-90,9.2545450180251154e-44,1.6724232666645315e-47,1.4073924126210736e-32,1.7612585925263618e-31,2.4224325767573949e-35,4.5996219253974369e-27,3.9647165173593312e-47,1.6449648157017347e-53,1.5467273038827522e-44,8.556250799841735e-43,4.986582204737045e-36,6.0937755780242432e-32,7.3098780013540469e-51,7.6601203876456685e-55,4.4257472192175723e-54,3.5259028315067584e-82,1.1579623657276623e-72,2.3926569346154916e-67,7.8644138422547515e-124,8.331350790396622e-117,9.8148133872536718e-57,4.7914212011809175e-42,7.459648708696401e-47,5.246525944781876e-47,1.0920032099668012e-57,1.4860632568213866e-50,1.2659607411767053e-50,2.2304852600063609e-69,3.6107730796701538e-35,1.5804924606304087e-32,1.3826865676165535e-37,8.6869586574448456e-54,7.4087022905254854e-73,6.8249650225599236e-77,4.2402396420680952e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5650519612611185e-23,1.5840437828962076e-23,1.5654565084975599e-23,4.9068389010925402e-24,4.1809025221168081e-24,2.0904760170816888e-24,5.4833942435966119e-27,5.5463857507621384e-27,5.1139013600383855e-27,4.3577841609453508e-27,1.4393762259445127e-27,2.1541360570894123e-27
1e-11,0.004243118369663564,3.2061767058656162e-28,1.4142952418807567e-34,2.9522669272813198e-31,1.6402954368805941e-33,3.3299764613762677e-37,0.0,0.0,1.3661065714498577e-23,6.7815342516723616e-33,3.9957345405956818e-50,1.5746319496485908e-52,7.4484930079946117e-68,6.7718164883929706e-38,3.3417324083447371e-51,1.8846348474207334e-30,4.4200493389572945e-38,4.6173063686271006e-49,3.9913182378667743e-55,3.3449273478632283e-28,7.1940449186710487e-62,1.2382283146141105e-48,6.1105252186004467e-50,3.3934073352388326e-42,1.3223933647866888e-62,2.9379445480826482e-34,9.729126745232056e-52,1.9337510917912586e-23,6.2938179337211782e-49,3.7114365676078285e-71,9.0093291805537228e-55,5.4508862999713304e-89,3.9906434599186666e-43,6.4355393430166751e-47,2.3395143780837948e-32,2.9511328790830853e-31,4.0263213683126573e-35,7.6459709160555943e-27,1.0092425760952804e-46,4.1838135170595904e-53,3.9374057175801512e-44,2.1775124401999143e-42,1.2684441851606699e-35,1.0123934420871531e-31,1.8714433829822625e-50,3.3001735781307212e-54,1.9076280846886434e-53,2.7917479656431899e-81,9.0803374192982952e-72,1.0313229581220953e-66,2.4122608419166124e-122,4.5698597679990973e-115,4.3744475974530758e-56,1.218894026399645e-41,3.2156859733620561e-46,1.3484574328626481e-46,4.6830059413858027e-57,6.4080460543891877e-50,5.5197845421159338e-50,1.1714674928445847e-68,9.1911631465847221e-35,2.3934083058244713e-32,2.2985020734990772e-37,3.7431087791470329e-53,5.4350634983155192e-72,1.0307678057128617e-75,2.8092911153641707e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9104428959347578e-23,1.9336261756818697e-23,1.9111153336197738e-23,5.9882323415995453e-24,5.102310309840273e-24,2.5511962737250572e-24,9.114870327230141e-27,9.2195791999437807e-27,8.4979863855408782e-27,7.2415161807521376e-27,2.3929107698620507e-27,3.5796392853069745e-27
1.6383e-11,0.004243118369663564,5.2521840509790156e-28,3.4015584579086427e-34,7.1523868231871298e-31,3.94654788423433e-33,1.0509312424566549e-36,0.0,0.0,2.2380926856528021e-23,1.6317328967444552e-32,1.3885051815380308e-49,5.0086908252882781e-52,3.0379262845954428e-67,2.1279163110412008e-37,1.2142642054979149e-50,4.5342815558643924e-30,1.3889435430525789e-37,1.1298305312110327e-48,1.2528067056319388e-54,8.047335000340606e-28,2.9382280344677608e-61,2.9483479934087468e-48,2.2668383633327316e-49,1.0663335810963014e-41,4.9210457837778092e-62,9.2321119816933771e-34,3.6154174624257787e-51,3.1674172145953348e-23,1.9773970159966756e-48,1.1776120882078003e-70,3.3422436246036822e-54,2.2228111280778044e-88,1.480606696442691e-42,2.32420456533294e-46,5.6284776205097456e-32,7.1495671361817912e-31,9.6855928754974213e-35,1.8394918183811818e-26,3.1713856441913058e-46,1.3142061864636809e-52,1.2372839832909331e-43,6.8417507045764028e-42,3.9846099190450782e-35,2.4344224025014279e-31,5.8955052875215056e-50,1.2241883421013061e-53,7.0770231176024221e-53,1.1398239666776246e-80,3.7034190358458786e-71,3.826072278369892e-66,1.0646354494986046e-121,2.040049811967804e-114,1.63464230697908e-55,3.8290855232460512e-41,1.193001974738587e-45,4.2552270754320282e-46,1.7353746922396013e-56,2.3775108628670694e-49,2.0529268965219907e-49,4.5179341956444319e-68,2.8881395206902948e-34,5.2617564760144661e-32,5.5299284825914754e-37,1.3885384968339105e-52,2.1998377836461188e-71,4.4269830552845561e-75,1.1225631759829306e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.1291440214305231e-23,3.1671167302152471e-23,3.1307617021963834e-23,9.8038953215642835e-24,8.3534689107462335e-24,4.1768333097419851e-24,2.192842026743622e-26,2.2180327561539351e-26,2.0438624703828544e-26,1.7416674545830465e-26,5.7574276265926435e-27,8.6094829037219531e-27
3.2767e-11,0.004243118369663564,1.0501860355459798e-27,1.3597520804648921e-33,2.9135753382690677e-30,1.5783182505061366e-32,8.557727518157433e-36,0.0,0.0,4.476440784804336e-23,6.5273423419544944e-32,1.8197335015396725e-48,4.3065017509683585e-51,9.7129004602933807e-66,1.7016166660126339e-36,1.8240674566339239e-49,1.8131169378110595e-29,1.1108227039521254e-36,4.8210145456233203e-48,9.9463672642506184e-54,3.217375351931437e-27,9.5703260478897086e-60,1.129602486820784e-47,3.6208551176766765e-48,8.5280695195397766e-41,8.1374326626524277e-61,7.3834812074401765e-33,5.868489105338286e-50,6.3311402057680905e-23,1.5795969620799551e-47,9.9690385122273584e-70,5.3391099876959808e-53,7.0850460442192055e-87,2.3682945954813838e-41,2.941151962867085e-45,2.2502972176195358e-31,2.9122927271726148e-30,3.8705506299441086e-34,7.3543919831779032e-26,2.5361833828127817e-45,1.048429680824776e-51,9.8955629488706727e-43,5.4675799099606285e-41,3.1798967789389879e-34,9.7121104601806879e-31,4.7918684409859305e-49,1.9538937864991662e-52,1.1308516869515198e-51,3.7135200597600557e-79,1.1836260735049832e-69,6.1139975746609793e-65,1.5135196033613528e-119,5.2101659022544996e-112,2.7960072135491961e-54,3.056450971782882e-40,1.9068371128987411e-44,3.4625154668827084e-45,2.7390493706787543e-55,3.8029399065134176e-48,3.3402365707906118e-48,8.3222233178816045e-67,2.3094813816898611e-33,1.5651322688811458e-31,2.2110999883363581e-36,2.217000514128688e-51,6.1501226472509429e-70,2.8811702784910482e-73,2.669471676412535e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.2540428260288369e-23,6.3299395807887523e-23,6.2605088525239824e-23,1.9567485298927933e-23,1.6672591724385727e-23,8.3366898881884482e-24,8.7663858811961049e-26,8.8670919671907975e-26,8.1610982480978324e-26,6.9544464756550817e-26,2.3026832712564969e-26,3.4378206381027205e-26
6.5535e-11,0.004243118369663564,2.0993008711775411e-27,5.4347607210597314e-33,1.1859996543588174e-29,6.3105574024757971e-32,6.967204072217033e-35,0.0,0.0,8.9536095219411005e-23,2.6111372356643501e-31,2.6098416439996262e-47,3.8788923299501134e-50,3.1025225389814963e-64,1.3600707282939815e-35,2.8084333975495585e-48,7.2473502277867978e-29,8.88076296462791e-36,2.141344544077078e-47,7.8374535376384956e-53,1.2856419475474849e-26,3.1193181701718694e-58,4.1639228645958262e-47,5.7736198429210155e-47,6.817909710996563e-40,1.3878147224088154e-59,5.9029161757839776e-32,9.5305356490403277e-49,1.2647112809903002e-22,1.2599049772248926e-46,8.7342610229345307e-69,8.5150277788486405e-52,2.2523281027495054e-85,3.7868770199483568e-40,3.310840128637505e-44,8.9920097471072224e-31,1.1853638432159344e-29,1.5452013182862096e-33,2.9387565266292309e-25,2.0273300842402402e-44,8.3403248074314591e-51,7.9116332763869884e-42,4.3645213926869786e-40,2.5313819575132192e-33,3.8643189987667199e-30,3.9534867286020085e-48,3.1107316712214578e-51,1.8045556364144757e-50,1.2164479806845891e-77,3.7779828090622427e-68,9.7571373765719422e-64,2.3291850113481539e-117,1.361940538295871e-109,4.9813767896312056e-53,2.4341646059737896e-39,3.044474842570044e-43,2.8148825212211963e-44,4.2660624942744445e-54,6.0808794281555614e-47,5.4311824001523021e-47,1.4370789853493688e-65,1.8458333862667888e-32,4.0907177469405735e-31,8.8369951359313844e-36,3.5321457650470994e-50,1.5699483315501332e-68,1.8740274254852693e-71,5.6369988396395391e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2490726772700158e-22,1.2642321020964645e-22,1.2516552104978394e-22,3.8973335578995828e-23,3.3207446316512879e-23,1.6605288136026348e-23,3.5024034274291365e-25,3.5426384983037279e-25,3.252855651522347e-25,2.7719126564151403e-25,9.2079801372418248e-26,1.3703065503946096e-25
9.999999999999999e-11,0.004243118369663564,3.2010240390442238e-27,1.3994105027442116e-32,3.0882288130186182e-29,1.6254874934137749e-31,3.2999430054616464e-34,0.0,0.0,1.3663633779571578e-22,6.7313888182844804e-31,2.2013630668964778e-46,2.1206194138510766e-49,5.3492441998949241e-63,6.3564189411069587e-35,2.4268398630242916e-47,1.8659496712850263e-28,4.1523196568490902e-35,6.2291423074284026e-47,3.5722563812692047e-52,3.3084226476133257e-26,5.4758839035661492e-57,9.5289291689928265e-47,5.0987287859819224e-46,3.1877388138228967e-39,1.3791444440930266e-58,2.759986498563732e-31,8.5506148202459453e-48,1.9266131329331002e-22,5.8662625332151745e-46,4.5730024397860489e-68,7.5223031089341694e-51,3.8675925676086519e-84,3.3618113771631642e-39,1.9004510614060351e-43,2.3139576898615217e-30,3.0860813629350295e-29,3.9703107228812721e-33,7.5624438857272108e-25,9.4765070769710118e-44,3.8651327262272434e-50,3.6994434717260387e-41,2.0350993200163788e-39,1.1745543808105941e-32,9.8755101398780374e-30,1.9507514558510389e-47,2.7390455385202248e-50,1.5958760334014341e-49,2.1691772727080044e-76,6.504459075001507e-67,8.6299242136458052e-63,2.1121513400594989e-115,1.8999204333396451e-107,5.2064236122259101e-52,1.1303006768698472e-38,2.6951450305727921e-42,1.3297561168958153e-43,3.6083773164141228e-53,5.3983457958487919e-46,4.8756124240886423e-46,1.3221199967743539e-64,8.6259044339394982e-32,6.9543409401175629e-31,2.2747367889413817e-35,3.1143601581749239e-49,1.9527053410946379e-67,6.4639718943807389e-70,5.896437750424423e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9022928204300569e-22,1.9253824716582617e-22,1.9089333831142337e-22,5.9132121345200647e-23,5.0383818295089831e-23,2.5195896963952941e-23,9.0104986687541214e-25,9.1140112332504092e-25,8.3364115614437333e-25,7.1038726685889478e-25,2.3723202535837807e-25,3.5120581697067243e-25
1.31071e-10,0.004243118369663564,4.1942531279397911e-27,2.1710553219625696e-32,4.8031326919891297e-29,2.5219908737308169e-31,5.6468087924894517e-34,0.0,0.0,1.7909830318345309e-22,1.0445891557979536e-30,3.9506598282331739e-46,3.6827160176340106e-49,9.8920127695762201e-63,1.0860743192385416e-34,4.361505697189431e-47,2.8947812495162962e-28,7.0951110524841623e-35,9.9143871733819519e-47,6.0861640016266372e-52,5.1320065481427254e-26,1.0131306949588574e-56,1.4365607273850488e-46,9.1748462354322193e-46,5.4469091437591754e-39,2.497360544438827e-58,4.716016954014054e-31,1.5399993197287252e-47,2.5233330645075891e-22,1.0019001126633833e-45,7.9082566507894578e-68,1.3536184933568816e-50,7.1512646993398423e-84,6.05116683084531e-39,3.315271997580628e-43,3.5893938104606947e-30,4.7996224642027514e-29,6.1566033185630718e-33,1.1730805700163114e-24,1.6192113586216274e-43,6.5977401751590998e-50,6.3213257394451088e-41,3.4763169771471262e-39,2.0052325263488694e-32,1.5294738921119001e-29,3.3529832814801803e-47,4.9279191654376698e-50,2.8719105442359784e-49,4.0150754743480838e-76,1.202778643705967e-66,1.5530373182148408e-62,3.9953068082768995e-115,3.6004647316028754e-107,9.4510530111061712e-52,1.9298474484874845e-38,4.8504145347532033e-42,2.2747940053735031e-43,6.4768180192240199e-53,9.7168747890765812e-46,8.7814568109548834e-46,2.3844859420636893e-64,1.4738296353923217e-31,9.5359639267765598e-31,3.5287892822634556e-35,5.6035971919214857e-49,3.5715801762082925e-67,1.2122445131478629e-69,1.0704025107128131e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.491185989387714e-22,2.5214249243683914e-22,2.5014849601159457e-22,7.7305736100510393e-23,6.5868717576864516e-23,3.2940530850287112e-23,1.3976174782005499e-24,1.4136733480386009e-24,1.2919355582252304e-24,1.1009235487049777e-24,3.6809013507744843e-25,5.4428971241139992e-25
2.62143e-10,0.004243118369663564,8.3710822406563764e-27,8.6625997853820441e-32,1.931528334831118e-28,1.0070020537791638e-30,4.545930863039613e-33,0.0,0.0,3.5829750926587436e-22,4.1793736953352024e-30,6.1345280764106266e-45,3.6339179919246365e-48,3.1424961562295411e-61,8.6569155666864326e-34,6.740695267072135e-46,1.154581361342937e-27,5.6608535527701915e-34,4.6775184755523893e-46,4.5975541066005288e-51,2.0443771388307536e-25,3.2719180031804207e-55,4.481593991215663e-46,1.4481457050230081e-44,4.3456304508333814e-38,4.8789647441985931e-57,3.7626838163859032e-30,2.4659437993671196e-46,5.0224176353059372e-22,7.9200054929010565e-45,7.1957671642051258e-67,2.1380899882981026e-49,2.2994442501968899e-82,9.6567148529705037e-38,3.0229353243093845e-42,1.4298461218715018e-29,1.9293737849497947e-28,2.4434106992739596e-32,4.6730004431199284e-24,1.2910950271311761e-42,5.1621519843415667e-49,5.0439337328065839e-40,2.7567498069233419e-38,1.5731205156018296e-31,5.9909778869503744e-29,2.9812826948760279e-46,7.7300642461517529e-49,4.5463632079349256e-48,1.3608115164283317e-74,3.8095622542473087e-65,2.4590567209974665e-61,7.7853651745530564e-113,9.6897154049325836e-105,1.9617620972097709e-50,1.5164013595863944e-37,7.6947378716810305e-41,1.8207302959790176e-42,9.3786866925967764e-52,1.5506749855894423e-44,1.4065951259589395e-44,3.8566000014486033e-63,1.1745329351333506e-30,2.0560188962431268e-30,1.4066953860870588e-34,8.8157978429073366e-48,7.2235329060533379e-66,7.7696488944861315e-68,1.877198806665255e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.9546931385759429e-22,5.0148531296904023e-22,4.9956409766813317e-22,1.5210030665807563e-22,1.2959751393609694e-22,6.4822762554580864e-23,5.5638291595566775e-24,5.627748611678255e-24,5.09546933938757e-24,4.3421374340833522e-24,1.4705131639009131e-24,2.1470631298443812e-24
5.24287e-10,0.004243118369663564,1.6672712340739569e-26,3.4480907050462531e-31,7.7078784421465027e-28,4.0136892110752703e-30,3.6320759499492723e-32,0.0,0.0,7.1699080212457592e-22,1.6725437362244543e-29,9.584732000564944e-44,3.6206431693052895e-47,9.9113577850246388e-60,6.8753078831272391e-33,1.0201578731097728e-44,4.5918096558226316e-27,4.5044170867663101e-33,2.1507452334008877e-45,3.3049265064273636e-50,8.1108248464151498e-25,1.0507163926262795e-53,1.2306749692232277e-45,2.2556296107058692e-43,3.4575571201852265e-37,1.0588916295092707e-55,2.9940130819592414e-29,3.8981488803671303e-45,9.9489912950075572e-22,6.1876962006461758e-44,6.2182839631319052e-66,3.3350466481083679e-48,7.950541224886317e-81,1.5370603785222155e-36,2.5876738635907937e-41,5.6726003553466091e-29,7.6936051207102346e-28,9.6222763039607416e-32,1.8539084531193691e-23,1.0260375221359325e-41,3.9538670388862758e-48,4.0132633926196822e-39,2.1671789272301694e-37,1.2110741193312252e-30,2.2996786517253699e-28,2.8465620255466975e-45,1.1892478126704027e-47,7.1219799243015621e-47,5.0418503475739171e-73,1.1942167810284804e-63,3.853006714341964e-60,1.7845980775168006e-110,2.7926057220335943e-102,4.5261897174672299e-49,1.1707534422939781e-36,1.2104167607662198e-39,1.4381061712652665e-41,1.2506708849826866e-50,2.4682510329364448e-43,2.2239344174746962e-43,6.1075414751504949e-62,9.3245082936095799e-30,4.2351117116022536e-30,5.5882689575646746e-34,1.36452353310562e-46,1.3259360137384044e-64,4.9166657420327128e-66,3.1148923289804233e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.8002018999214999e-22,9.9192678048243027e-22,9.9620356244206191e-22,2.945663120696184e-22,2.5098486715198903e-22,1.255833025496037e-22,2.2044878277953333e-23,2.2298154317391019e-23,1.9825687050803259e-23,1.6894818349502325e-23,5.8672895105771097e-24,8.356540196103273e-24
9.999999999999999e-10,0.004243118369663564,3.1550834741460776e-26,1.2713191923324782e-30,2.8349889596985458e-27,1.4836044281709078e-29,2.6417113555934513e-31,0.0,0.0,1.3689519556879637e-21,6.2309113632941931e-29,1.3547863984254904e-42,3.2844009616881192e-46,2.8055818554962422e-58,4.9828670273785216e-32,1.3476022243304227e-43,1.6900748344532835e-26,3.2765725402134735e-32,8.5731358272337656e-45,2.0168935071900695e-49,2.971568010422878e-24,3.0545908452636983e-52,2.8128274248136726e-45,3.1284062764574807e-42,2.5146146326508046e-36,2.3277256397452724e-54,2.1778776712353645e-28,5.5163827724260543e-44,1.8636740528338543e-21,4.3446503488628056e-43,4.3896138460900782e-65,4.6381109708512222e-47,3.1145763946329968e-79,2.2226746530050045e-35,1.9546844084246311e-40,2.0781724410569723e-28,2.8260252680733525e-27,3.4751429323724274e-31,6.7918306807672987e-23,7.4441437842811165e-41,2.67675780390857e-47,2.9163967633429801e-38,1.5396091560807966e-36,8.2747740467356058e-30,7.9208001153036465e-28,2.7171355428607991e-44,1.6097502367461382e-46,9.9837624984566923e-46,2.1297644342559924e-71,3.3382756109856674e-62,5.3994375577045151e-59,4.8475091255451652e-108,8.8782702446370446e-100,1.0456919654218932e-47,8.034850248697641e-36,1.7102656117932055e-38,1.0229545233826921e-40,1.3401638726435534e-49,3.5693317451683864e-42,3.1475259509258529e-42,8.6084265929654313e-61,6.7529516353432488e-29,8.0786091519430168e-30,2.0521906559482312e-33,1.870568252652573e-45,2.0743614463967485e-63,2.7727344680939955e-64,4.5191691188197499e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8307172691979381e-21,1.8529847362657219e-21,1.8895705089669181e-21,5.2960682108309705e-22,4.5124553241027687e-22,2.2592757420110793e-22,8.0564205540051512e-23,8.1489926614816391e-23,7.004939490455168e-23,5.9695334370444663e-23,2.1731875341721746e-23,2.954285915569527e-23
