Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513)
5.24287e-10,0.006098105860583042,1.3209477830696811e-22,7.9419384127025655e-27,5.9735014489117451e-24,5.5267732474653374e-26,5.8178915579118884e-27,0.0,0.0,1.1254868020822366e-19,9.3554223268293173e-27,1.8725378933938713e-37,6.7539558492568875e-40,1.1053601014441863e-47,2.5958603875192384e-24,5.2344840368934375e-36,1.114733012554646e-18,3.2259808113966665e-24,6.4415960799016408e-38,8.9847518531573276e-39,1.8110866754386217e-21,1.3631738056092233e-41,1.518344145692986e-39,3.8194407844258035e-33,8.3986425929750066e-28,1.711857641080272e-43,5.2724412255794576e-21,9.9137777618776269e-40,1.843326155932472e-18,2.0001875490406297e-38,6.2678810398931834e-56,3.9555039289185815e-39,3.6017999011961203e-63,1.0087674976964339e-27,1.7797893037884846e-27,3.1227565337278337e-25,3.3737348852111265e-24,1.7829907296086162e-27,1.973691981286707e-20,7.4849459328851262e-36,2.429664433573605e-41,9.8287135943916924e-34,2.8499444282510353e-32,4.5705561749499685e-27,3.6151023735133918e-25,5.1649477084672588e-40,4.023815783405187e-42,1.933696304299132e-41,2.1959169389337512e-52,9.9619898973121685e-56,2.1292233915057486e-52,1.2902806795183642e-88,4.7224762886861999e-74,3.6837147056979612e-42,9.370228879956787e-32,5.2183729110493635e-35,1.6952943833834428e-36,4.5078416801084771e-45,4.4332430480607426e-33,1.4684200324255322e-38,1.6378259099184506e-55,2.7857944229145602e-26,1.9791163358274536e-26,6.478889274318032e-30,1.6005620119148566e-36,8.3905794870786213e-52,2.9710682206903266e-59,4.9880021863804462e-48,0.88168480800000004,0.0,0.0094599999999999962,0.10885,2.0063142407295946e-18,1.8367304590984235e-18,2.0288697239895914e-18,4.5819063081326145e-20,3.8481343507691776e-20,1.9243823294019586e-20,2.980675156700815e-20,2.7361966763044883e-20,2.2113095871549677e-21,1.8656158803659108e-21,7.5000222107035742e-21,9.2349851770749389e-22,5.6694325669009924e-24,4.5292025174780006e-23,1.6838356143521087e-23,3.3048213210811463e-23,7.1559653573513553e-23,2.1974606681380323e-22,1.0982339308677852e-18,2.6019254962073507e-21,4.3754300013558528e-21,1.6994941968105898e-20,1.7191436911513889e-22,2.3845001160263729e-25,4.0564940401134622e-23
9.999999999999999e-10,0.006098105860583042,2.6764036873032179e-22,3.0559783689772412e-26,2.2113680040613878e-23,2.1710625574429771e-25,4.2566596648395406e-26,0.0,0.0,2.1729327800176743e-19,3.5196610737742051e-26,2.6021646760897349e-36,6.482494279629973e-39,1.4247111137472447e-46,9.6329782541752702e-24,3.7442535397046485e-35,2.1169390270009844e-18,1.1961387834304694e-23,3.1438703241239565e-37,2.8967306488474252e-38,6.6768611015044215e-21,2.00546485788472e-40,3.8543341560089806e-39,2.6931271895960215e-32,3.1120752346873533e-27,2.1242838013959989e-42,1.9548350590500208e-20,1.4135578425600638e-38,3.4786099096730612e-18,1.4264823168584947e-37,5.5149110070260986e-55,2.9057930095055764e-38,4.9247330499353154e-62,7.3887740069049315e-27,3.6965981052094858e-27,1.1514824480763426e-24,1.2475570380570974e-23,6.3000797114269272e-27,7.2776001361633748e-20,5.4666561278980597e-35,1.684387030866916e-40,6.9251389758033349e-33,1.9904808355167389e-31,2.7706534432633091e-26,1.0971530464027375e-24,4.8084962508781857e-39,5.5320595561118228e-41,2.7556153233031903e-40,5.9956296703135387e-51,2.7256843009603716e-54,2.9198396686488298e-51,1.2226841297083592e-86,2.5323500436502449e-72,6.558434018541741e-41,6.391716875441603e-31,7.244329087752813e-34,1.2054440668817083e-35,3.4509917227323467e-44,2.9329445030056046e-32,2.0773013896394012e-37,2.3390837320462016e-54,2.0298854029543598e-25,3.8251178305313059e-26,2.3956792728948616e-29,9.4403233126297578e-36,6.4015690369290052e-51,1.6885079642229911e-57,7.66060840775654e-47,0.88168480800000004,0.0,0.009459999999999991,0.10885,3.7734873986331301e-18,3.4546274107735001e-18,3.8561241521106092e-18,8.3707922246620034e-20,7.0285530208680298e-20,3.5153490199973939e-20,1.095391721998413e-19,1.0055734857179451e-19,7.8972527003146071e-21,6.6649562414970045e-21,2.7827602396335856e-20,3.2961084194746881e-21,2.2899274171275956e-23,1.6666860911460766e-22,6.2148927708931688e-23,1.2168200984569333e-22,2.6601784878862561e-22,8.2329291118079799e-22,2.0567686322944352e-18,4.895012382653781e-21,1.5450875179936979e-20,6.2221793147077898e-20,1.198744526155003e-21,1.8908071505313964e-24,1.4910937689841355e-22
1.0485750000000002e-09,0.006098105860583042,2.8148091345963224e-22,3.2869289283131592e-26,2.3761751829890053e-23,2.3363156883816531e-25,4.6319002720481412e-26,0.0,0.0,2.2798873689782749e-19,3.7835251529690338e-26,2.8487509504272008e-36,7.0754564629112011e-39,1.5589013832112024e-46,1.0351537554368494e-23,4.073129583625972e-35,2.2192741684659669e-18,1.2853359245928427e-23,3.3991154993371626e-37,3.1007722855928002e-38,7.1737047714191554e-21,2.196323292930649e-40,4.0928618286836819e-39,2.9291218326355833e-32,3.3440904374031986e-27,2.3237144185144379e-42,2.100606206233518e-20,1.547773124998264e-38,3.6455885466620642e-18,1.5517163708404902e-37,6.0140366773672778e-55,3.1621135958717517e-38,5.3908190406073159e-62,8.0402357415743754e-27,3.8923232326056804e-27,1.2371737578633901e-24,1.3404957761590848e-23,6.7613191505253461e-27,7.8191815909967225e-20,5.9484270623557273e-35,1.8315703221334511e-40,7.5319032422095325e-33,2.164627855936607e-31,3.0068946525359098e-26,1.1722694494643986e-24,5.246752030923149e-39,6.0558503874959618e-41,3.017245937836155e-40,6.5854202472046719e-51,2.9938314365789724e-54,3.1962426874445718e-51,1.3462147621705958e-86,2.7861059017266107e-72,7.1905005970622764e-41,6.9486950543860251e-31,7.930761955936304e-34,1.3112211910752752e-35,3.7573425728680332e-44,3.1871593365870769e-32,2.2744203767056104e-37,2.5612034826662523e-54,2.2087110542172035e-25,4.0136128319402231e-26,2.5741459450918978e-29,1.0240840442038096e-35,6.9695564076973976e-51,1.857887564893841e-57,8.391899822509623e-47,0.88168480800000004,0.0,0.009459999999999991,0.10885,3.9539332475907261e-18,3.6198306833929522e-18,4.04270489269575e-18,8.7576749320831091e-20,7.3533052073755522e-20,3.6778024467393034e-20,1.1768064054785764e-19,1.0803132063343679e-19,8.4778437010266564e-21,7.1550163366424901e-21,2.9903249283255273e-20,3.5383753450755068e-21,2.4658611326099388e-23,1.7906235821307074e-22,6.6775584987143211e-23,1.3073239667880366e-22,2.8587395285257623e-22,8.849210104026544e-22,2.1546445009837495e-18,5.1291592222590388e-21,1.6581787619894647e-20,6.6839901746209271e-20,1.3035940360027719e-21,2.0595291489284656e-24,1.6019283688974312e-22
2.0971510000000003e-09,0.006098105860583042,6.2908209776996908e-22,1.3991418389255184e-25,9.373485583472798e-23,1.0308827569685492e-24,3.6585485539229721e-25,0.0,0.0,4.6723085754078451e-19,1.5456606189486266e-25,4.264297278091245e-35,7.9792064604899136e-38,2.2587761580202895e-45,4.1135976747968864e-23,3.0842856071296965e-34,4.3982598868630806e-18,5.1013324324544762e-23,1.9268616784508589e-36,9.6594390728394661e-38,2.8145252794003268e-20,3.5508262122426086e-39,1.057755251193209e-38,2.1616866857459426e-31,1.3254907903416065e-26,3.3354349837164201e-41,8.3361909513758559e-20,2.3608083002393423e-37,7.131544591985699e-18,1.1690823288324428e-36,5.8104887843518505e-54,2.5244479989842369e-37,7.6406064890036833e-61,6.384842922228736e-26,8.8482737416240462e-27,4.8557675684175723e-24,5.2695867974992787e-23,2.4429780255664398e-26,3.0687897663886481e-19,4.6875613928884602e-34,1.3098565546219631e-39,5.550821159679969e-32,1.5684315976449028e-30,1.7575371262245413e-25,3.3488741485688506e-24,5.822572984899859e-38,8.6081144254073912e-40,4.5940717756745383e-39,1.8585010088018512e-49,8.4936209180259197e-53,4.5247762097967069e-50,1.3721361464191876e-84,1.5247257353343291e-70,1.5448020085872241e-39,4.8071308553632206e-30,1.1502238248939997e-32,9.7805171497694465e-35,2.5284834256830145e-43,2.3854063606353983e-31,3.4007701889137391e-36,3.9039907719358431e-53,1.7358983070641934e-24,7.9495368948007522e-26,1.013872411323416e-28,6.3426806336134797e-35,5.6535335043632879e-50,1.1313569564043936e-55,1.3109768116790533e-45,0.88168480800000004,0.0,0.0094599999999999806,0.10885,7.6819046054222521e-18,7.0332764800862427e-18,8.0258155084141555e-18,1.6079819809153522e-19,1.3493079316204272e-19,6.7503759068783606e-20,4.5879004615279672e-19,4.2119382917688571e-19,3.1291500373274624e-20,2.6425517646870872e-20,1.1884474214870847e-19,1.3044323319668861e-20,1.08956793533624e-22,7.0023862304298281e-22,2.6266562341805597e-22,5.1185245933124626e-22,1.1400298415905309e-21,3.5806197468948829e-21,4.15015024232798e-18,9.9683390840483798e-21,5.9814121301311222e-20,2.5865547935865667e-19,9.4110185288795427e-21,1.80361912766331e-23,6.2469239361589452e-22
4.194303e-09,0.006098105860583042,1.5002349335738872e-21,6.2159210357641993e-25,3.6419524186772883e-22,4.83345188906258e-24,2.8488892850696516e-24,0.0,0.0,9.7712594353438681e-19,6.4280737179839538e-25,6.1051559326528331e-34,9.242480686089628e-37,3.2562875823012589e-44,1.6240552027551175e-22,2.2217595225969503e-33,8.6391329920058729e-18,2.0092216180337826e-22,1.1165288893910981e-35,2.6333038548471675e-37,1.0842447240458684e-19,5.7796436853386631e-38,2.9594152782175745e-38,1.4913423614472334e-30,5.2071361137355686e-26,4.8770047249509155e-40,3.2826441573143565e-19,3.454320379605657e-36,1.3659398682267232e-17,8.3407460175575908e-36,5.2261354489275921e-53,2.0077728314916425e-36,9.9611105494887712e-60,5.0337181605054847e-25,2.1805920241193281e-26,1.8717509549412606e-23,2.0331753519689748e-22,8.1136073803300807e-26,1.1828084890381411e-18,3.6294128181628316e-33,8.5643710158190911e-39,3.8208904724349028e-31,1.0464809418601979e-29,8.9356202007337504e-25,8.2501751860719543e-24,6.8315118446184079e-37,1.1031478087365669e-38,6.6742697009329848e-38,4.6947197098257125e-48,2.1752075540366347e-51,5.7711941479827425e-49,1.2670326937599743e-82,7.3003863790504298e-69,3.6212738696503551e-38,2.9406826503216116e-29,1.5367455119314693e-31,6.8410190900791294e-34,1.3882487574431847e-42,1.8223605075670156e-30,4.7774912215560876e-35,5.6748415611285372e-52,1.3414559264752854e-23,1.5322611912785394e-25,3.921520755078151e-28,3.6111043452793256e-34,4.5094503275340609e-49,6.5778467008751192e-54,1.8837194784614159e-44,0.88168480800000004,0.0,0.0094599999999999598,0.10885,1.45250381586405e-17,1.3300996497441029e-17,1.5817588507307577e-17,2.7592148366902798e-19,2.3117967412906166e-19,1.1569707016569434e-19,1.7461861192231381e-18,1.6032554901822947e-18,1.0821208481213892e-19,9.1476915646058891e-20,4.6933713871106675e-19,4.500270033997459e-20,4.668567202738675e-22,2.6844230538394805e-21,1.0179267584888087e-21,1.9671291202217706e-21,4.5259947411704783e-21,1.4558937899454589e-20,7.7224161383643983e-18,1.8847638974961698e-20,1.977572979144206e-19,9.7098171065434895e-19,6.2266235006032598e-20,1.5297379156075225e-22,2.3774898590866708e-21
8.388607e-09,0.006098105860583042,3.8159716876595074e-21,2.9057266808327078e-24,1.3761839533441275e-21,2.4177750336869648e-23,2.1614165405643635e-23,0.0,0.0,2.1082052742576086e-18,2.7496246282204631e-24,8.0550097822175808e-33,1.0217367476083905e-35,4.4878321169606783e-43,6.3333162413633521e-22,1.4709401871007333e-32,1.6677404162851476e-17,7.7970484116129268e-22,6.1306538094032225e-35,6.2323431808070361e-37,4.0386704623730626e-19,9.7118412899377749e-37,9.8705882153423431e-38,9.2428334026390848e-30,2.0105549955937517e-25,6.9370613068020843e-39,1.2733552485544505e-18,4.7233102335549943e-35,2.5151729194137413e-17,5.408721468105928e-35,3.9724680632808853e-52,1.5815499180860506e-35,1.166706750602111e-58,3.9132078619977699e-24,6.0300572204056752e-26,6.9766137473395799e-23,7.5840047218400214e-22,2.3630309149190911e-25,4.4078284386300448e-18,2.7173290702458684e-32,4.885942217769524e-38,2.363051641558646e-30,6.1312456900297579e-29,3.9529027493914218e-24,1.7581363094814753e-23,7.9336877655175278e-36,1.1880905550845359e-37,8.9024422541043301e-37,9.8277540375431245e-47,4.7217524157031746e-50,6.2180734557359267e-48,1.3195724344920571e-80,2.8836143938026844e-67,9.7539640592396959e-37,1.4764509894636408e-28,1.8024145974972707e-30,4.2940803020666061e-33,6.3919004875336568e-42,1.3946894945759705e-29,6.0439289271614052e-34,7.5714431524669579e-51,1.0045556255792861e-22,2.8312729049638693e-25,1.4655814261691811e-27,1.8247779433693841e-33,3.532077614122294e-48,3.687525937523859e-52,2.4104894852131909e-43,0.88168480800000004,0.0,0.0094599999999999181,0.10884999999999997,2.6140369956823568e-17,2.394964073988573e-17,3.0732575118440255e-17,4.2927937990362097e-19,3.5827417902969066e-19,1.793392054542816e-19,6.3620731432195951e-18,5.8423816158541197e-18,3.3896188822654751e-19,2.8693661046142417e-19,1.8306319113095015e-18,1.402834752597655e-19,1.8017320546040079e-21,9.9493546098607513e-21,3.8475370640351651e-21,7.3289458431462453e-21,1.7775345460995673e-20,5.9021999181175362e-20,1.3517258258493402e-17,3.3876230313923144e-20,5.6888119764190544e-19,3.4538090084306723e-18,3.5771103242149175e-19,1.1645269448494104e-21,8.6512134286607763e-21
9.999999999999999e-09,0.006098105860583042,5.0009577460969236e-21,5.0494724213650543e-24,2.0631547863523414e-21,4.3623654960880054e-23,4.7558223220260115e-23,0.0,0.0,2.610924058130798e-18,4.5638099658669085e-24,2.4534250958255889e-32,2.7347436003981575e-35,1.4438176790658626e-42,9.7549246621598481e-22,2.8371934579119076e-32,1.9459274507034338e-17,1.1951524687035992e-21,1.0589357249456452e-34,7.5317700352837621e-37,5.9908053687241945e-19,3.9144149216446726e-36,1.506116931808055e-37,1.6950708250412092e-29,3.0680276018735085e-25,2.3400503176764553e-38,1.9510786285587482e-18,1.5086050062901354e-34,2.8622887299874427e-17,1.0161607409932682e-34,7.5795332894274965e-52,3.6210681553683554e-35,3.2977777482109914e-58,8.8527853260748148e-24,8.4363163763898717e-26,1.0346861936906777e-22,1.1252509611144721e-21,3.0264378309531435e-25,6.5359548462957082e-18,5.8805109463568598e-32,8.4231925932753058e-38,4.3522643830595285e-30,1.0760938502254388e-28,6.1433201413530967e-24,2.049803126759527e-23,2.2537033127704176e-35,2.8577125738305962e-37,2.7004119303364053e-36,3.7647790243690465e-46,1.9491134890686027e-49,1.5218180612637501e-47,1.615233990140643e-79,1.9183363561380283e-66,5.1992603815988418e-36,2.2801147509319275e-28,4.8609775175177771e-30,7.8647572533052105e-33,1.0036347277567996e-41,3.1403760871363458e-29,1.7420490686420551e-33,2.2969065402741246e-50,2.1793819800062458e-22,3.224297910633753e-25,2.1754239108747238e-27,3.0330686273917945e-33,8.0223350532191382e-48,3.7366196007385939e-51,6.9766247643225514e-43,0.88168480800000004,0.0,0.0094599999999999025,0.10884999999999999,2.9439084072115693e-17,2.6983160769576298e-17,3.5990717001513408e-17,4.6203966715510999e-19,3.8474118412832258e-19,1.9253086699820552e-19,9.2784642988462931e-18,8.5216558852253064e-18,4.5385956826878317e-19,3.8442407074159508e-19,2.8184491657913161e-18,1.8708350235663162e-19,2.589572100809789e-21,1.4768729700468388e-20,5.805776408275405e-21,1.0931977724085561e-20,2.7468700980919257e-20,9.2246120006458778e-20,1.5043508935022866e-17,3.8121824200369953e-20,7.1970571566773725e-19,4.9545842547267191e-18,6.123948233687018e-19,2.3655636475484099e-21,1.2598526154972826e-20
1.6777215e-08,0.006098105860583042,9.9847855832744128e-21,1.4065662630036642e-23,4.9524245262765974e-21,1.2540946171715419e-22,1.566740365458029e-22,0.0,0.0,4.7252644349644706e-18,1.2193931285171119e-23,9.3842830855813232e-32,9.9393272977517032e-35,5.6287449548921789e-42,2.4145564260040911e-21,8.5833969977935887e-32,3.1159296428844395e-17,2.9424468240186205e-21,2.9341822870493887e-34,1.2996914273568594e-36,1.4201116552492833e-18,1.6293088452195924e-35,3.6891774333861286e-37,4.9368575919224127e-29,7.5155579122126234e-25,9.2642634173199219e-38,4.8014553255009791e-18,5.8669779055483354e-34,4.3221923526029387e-17,3.0151349141612952e-34,2.275016922778595e-51,1.219889714586491e-34,1.2260660378990627e-57,2.9627716384609235e-23,1.8556588492393514e-25,2.452149009034772e-22,2.6681549183346653e-21,5.8166021809594589e-25,1.548645308721389e-17,1.9184257244440306e-31,2.3300200439054363e-37,1.2718517947454391e-29,3.0232553168819897e-28,1.5355802512235659e-23,3.2764987429494171e-23,8.3955949083521235e-35,9.8798278429028203e-37,1.0313635844266706e-35,1.5465361481711548e-45,8.1608371623246679e-49,5.3070933619111269e-47,7.8536161953683079e-79,8.7737033929033954e-66,2.296403551336585e-35,5.6601729361041974e-28,1.7724716220619265e-29,2.2882350971342064e-32,2.5364203022332071e-41,1.0482404605566724e-28,6.5268163478394704e-33,8.772856012494301e-50,7.1204800185466356e-22,4.8772869479455871e-25,5.1608875035449664e-27,8.1149113238146747e-33,2.6907510842184803e-47,1.7901232949407767e-50,2.6180928435499715e-42,0.88168480800000004,0.0,0.0094599999999998366,0.10884999999999993,4.3312853402669793e-17,3.974157379980506e-17,5.8105469915353609e-17,5.998232557428106e-19,4.960564150865836e-19,2.4801250710115052e-19,2.1544255378850125e-17,1.9790178069134802e-17,9.3709753731012934e-19,7.9443793956358892e-19,6.9730222055978593e-18,3.8391558840968494e-19,5.9030787244245881e-21,3.5038112250034202e-20,1.4041761706321973e-20,2.6085650173314395e-20,6.823712583442119e-20,2.3198050511234144e-19,2.1462631382951864e-17,5.5977991237918002e-20,1.3540451883677176e-18,1.1266561848539205e-17,1.6835468069408651e-18,7.4168974668477423e-21,2.9200178897943025e-20
3.3554431e-08,0.006098105860583042,2.504888118162851e-20,6.6997499447856284e-23,1.6470037305285204e-20,6.3333045591971564e-22,1.0549981217786556e-21,0.0,0.0,1.0911243674315279e-17,5.5810169259275647e-23,9.3223327914079486e-31,7.9243248028797232e-34,6.0804664436883755e-41,8.8466097078849845e-21,4.2593245017472169e-31,5.4914907807531124e-17,1.0565646973726142e-20,1.1365887197599151e-33,2.4186149703256701e-36,4.5743726904962542e-18,2.6951656891486687e-34,1.3075838877422879e-36,2.2083095255590602e-28,2.6537071516087621e-24,1.0908123298902392e-36,1.7212478599720756e-17,6.5013697999049492e-33,6.6642060791154391e-17,1.3671437317240098e-33,9.7030809736627191e-51,9.0588175161843991e-34,1.1896032858358753e-56,2.1398547126282329e-22,5.8852881301095358e-25,7.862489969295583e-22,8.5690443050528492e-21,1.2518705646661106e-24,4.9614456192456386e-17,1.23456814752887e-30,9.0814529121300754e-37,6.0933432606185787e-29,1.2677492554258507e-27,5.2464874332954706e-23,5.3314433046843797e-23,7.5071339037934482e-34,5.9232811729066612e-36,9.7948398885277725e-35,1.6706832516720096e-44,1.116098083393699e-47,3.5702803104396559e-46,3.5507205859721548e-77,2.0723617311941215e-64,4.7166962099903982e-34,1.6572653209346796e-27,1.458040485775692e-28,9.852807123566174e-32,8.7831265410439432e-41,7.5433796598386644e-28,5.7355534883634979e-32,8.3321348145231864e-49,4.6304543022162965e-21,7.540527178441918e-25,1.6572019699784093e-26,3.1890739096532856e-32,1.9549436605800259e-46,7.2943424904189437e-49,2.3073029279981563e-41,0.88168480800000004,0.0,0.0094599999999996718,0.10884999999999975,6.3690366300097476e-17,5.8682124478143266e-17,1.0451721231128213e-16,7.8605104457602262e-19,6.3846145493979674e-19,3.1712027126514153e-19,6.5551788591617609e-17,6.0238027159002009e-17,2.2906077145175115e-18,1.9441557828716541e-18,2.5434917396517775e-17,9.195385155768608e-19,1.6387369201658352e-20,1.1578942622690724e-19,4.9512019299150447e-20,8.7952569577207504e-20,2.5164582104960395e-19,8.3678491342797494e-19,2.9922228773001003e-17,8.244423845355676e-20,2.6362501225647092e-18,3.2631319869970278e-17,6.2671457873994764e-18,3.8410035397558296e-20,8.8598681905559547e-20
6.7108863e-08,0.006098105860583041,5.5636249447891811e-20,2.9221254362496686e-22,4.8865651508159617e-20,2.8896243740693853e-21,6.3855497018046153e-21,0.0,0.0,2.528944639961455e-17,2.5799252242264382e-22,7.7943327540072013e-30,4.8947847519680297e-33,5.4025079373914074e-40,3.0402142554290103e-20,1.7688480585992541e-30,8.8047837323296911e-17,3.5010968416162989e-20,3.3484517982436242e-33,3.9804048118865517e-36,1.317745424718451e-17,4.1561709367372285e-33,3.8372547347045511e-36,8.2002774022512655e-28,8.5812218830249911e-24,1.0546563526732517e-35,5.6845329400861084e-17,6.4226011652184369e-32,8.9159380688069655e-17,4.9111424971524549e-33,3.2216559461106393e-50,6.3531993717660255e-33,1.1147492616124731e-55,1.4315934229701261e-21,1.7329408749864207e-24,2.2339312679418691e-21,2.4424705872492194e-20,2.8921683642043992e-24,1.4072900678710443e-16,7.0021516437811524e-30,2.9075550114178109e-36,3.0480073352073518e-28,5.2439934799093524e-27,1.5754631101051711e-22,7.5485008745504538e-23,5.4471300772606003e-33,2.5234067185602168e-35,7.4008870262714662e-34,1.1806178810202499e-43,1.3929758484312306e-46,2.2111574621742795e-45,1.2343960436295452e-75,3.6736789500964298e-63,7.8393069361694902e-33,4.5070021943217979e-27,1.1256334728002885e-27,3.366351137873589e-31,2.6703939355723994e-40,5.0331739001290585e-27,4.0223613224760363e-31,6.2958941831535327e-48,2.6855093205193328e-20,1.0134938841291373e-24,4.7163811379465806e-26,1.1036395748237585e-31,1.3155776285665871e-45,2.3860452255656818e-47,1.6204110430723787e-40,0.88168480800000004,0.0,0.0094599999999993439,0.10884999999999927,8.1828680180440882e-17,7.6198489383164081e-17,1.7289365459968313e-16,1.0560874068245174e-18,8.3471250435948354e-19,4.0604695084822211e-19,1.754669971904722e-16,1.6130237681463725e-16,5.108758943932534e-18,4.339291615750264e-18,8.6255261929455695e-17,1.977753152016887e-18,4.0557340382424055e-20,3.6263835825312624e-19,1.7253871294331057e-19,2.8468172799590152e-19,8.7430734114259734e-19,2.6104957689588554e-18,3.6662796864295197e-17,1.0863582432806383e-19,4.4811846557575847e-18,8.286025245046758e-17,1.8723352886498751e-17,1.6331688456243585e-19,2.3907030969517938e-19
9.999999999999998e-08,0.0060981058605830375,7.887573934568305e-20,6.8585121938548745e-22,8.6346301389587553e-20,6.9862429528760677e-21,1.9787946161047996e-20,0.0,0.0,4.1043662930777722e-17,7.0807963123992081e-22,3.1194676421389412e-29,1.3584797913040437e-32,2.1732824416744642e-39,6.2527418749896254e-20,3.9409268527375708e-30,1.0565709818339365e-16,6.8751019637468873e-20,5.2228239940820623e-33,4.8100162823855648e-36,2.334260652182203e-17,2.9201999975031563e-32,6.2097830314862101e-36,1.6844148084760317e-27,1.6695631641924715e-23,4.3874992224967572e-35,1.1106242048447479e-16,3.1257937874225938e-31,9.6264949140823479e-17,9.5136469769699029e-33,5.1298014312526653e-50,2.3562899701997695e-32,5.6985332734637791e-55,4.9471687351870149e-21,3.0783613352766005e-24,3.8837425998396737e-21,4.2657566708294415e-20,6.0067231643496811e-24,2.440594636841708e-16,2.042157761352578e-29,5.3509752482044107e-36,1.1510971779224452e-27,1.5981477232709902e-26,2.8860458347212769e-22,8.5561292632774484e-23,1.8644407000249133e-32,5.2321066449917185e-35,2.5987285408846361e-33,3.3179017221301478e-43,1.0852256581087058e-45,9.2890425509360362e-45,1.7273024017667396e-74,2.3121073027145053e-62,5.354167391498986e-32,9.9067982114673422e-27,5.4745909076629858e-27,6.3186063590253207e-31,4.9494095388812381e-40,1.7356389621265874e-26,1.3315368197531942e-30,2.2107553760388523e-47,8.125660800069875e-20,1.0996912340316673e-24,8.2152592624749839e-26,2.191563503652651e-31,4.5682439466508904e-45,3.1808212089267803e-46,5.3672329206602008e-40,0.88168480800000004,0.0,0.0094599999999990213,0.1088499999999987,8.8357263068031271e-17,8.3300952516501608e-17,2.1228148319698055e-16,1.3033907696442326e-18,1.0119396269402235e-18,4.7951462015323563e-19,2.9391569794704002e-16,2.7021852915402379e-16,7.9028641135674916e-18,6.7151621892986385e-18,1.7279929832571629e-16,2.9509170424354277e-18,6.705787890845591e-20,7.3543458090189e-19,3.8965701017687757e-19,5.9661065584732909e-19,1.8279262063862964e-18,4.7166262269894712e-18,3.9130410337375423e-17,1.224555531993294e-19,5.9784165792307166e-18,1.3430833039112514e-16,3.3023775474298733e-17,3.6754172853818507e-19,4.1083246781978658e-19
