Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148),C3H5O(566)
2.280512057724301e-06,0.003482061781303981,1.415937572529856e-15,3.271749796223868e-15,9.6869923797764156e-14,7.4750281783647014e-15,7.9377436405362013e-13,0.0,0.0,1.8732104331411295e-12,2.2643988534657859e-15,2.64671710964224e-14,1.7189016638679843e-16,3.6653155868553751e-28,8.4240567660413633e-14,2.6391041288675015e-17,1.9735708339839645e-13,9.9302880089668102e-15,5.384113759186596e-25,2.2414517992214637e-30,1.8553409159349198e-12,5.0478107095998914e-19,1.2816800098905997e-26,2.3131812679520242e-20,5.964634061616096e-17,6.2170687589249044e-22,2.1361330267018363e-12,3.205859692917197e-15,5.416216366855397e-14,2.4572635175048079e-16,6.1907696022081802e-40,9.2562690441182889e-17,3.7199821525079017e-33,8.3862083841242143e-15,2.6797768444541579e-19,2.0045070045038343e-16,5.2704883977575944e-14,1.4940078237317726e-17,2.3288682304678498e-12,8.532110302645888e-15,3.8134663404842794e-25,5.4894812331664157e-18,9.0667339799286318e-19,6.3873902315876688e-17,4.5929664580485297e-19,6.4996879873990768e-15,1.1452356729479758e-18,1.5281643985397035e-15,1.3324657081996536e-25,7.9963690647570391e-29,2.9215866978903097e-29,2.1558139187810145e-46,1.0456464581993651e-38,8.343769323767054e-21,1.0933510262247104e-19,2.5353771141546555e-19,1.9538029228025333e-21,2.3133110124270823e-26,1.3293213843743359e-19,2.1298506703504673e-20,2.2462246772224957e-28,6.0185576581046943e-14,4.7612546946367479e-21,4.9060776414791622e-19,6.1132170847174384e-26,1.0854470244704895e-32,1.7380508294801859e-30,1.7875100530771815e-28,0.88168480800000004,0.0,0.0094599999919474601,0.10884999998475449,1.9048955400643029e-13,1.6818832101345017e-13,2.5599114826999876e-13,7.0795193764988598e-14,1.168188234796146e-14,9.7794286575194418e-15,1.6899856575805936e-12,1.0542301917140304e-12,1.8630452280010646e-13,3.7155523734526963e-14,2.4090378562850188e-12,3.0230793909697997e-14,2.0058463046515766e-15,3.2093916985617582e-13,3.450603636617982e-13,2.4150486584476121e-13,8.1520177624112343e-13,5.9737187789097451e-14,4.2637275145913481e-14,4.5528180208015043e-14,1.8101117546152793e-13,2.8142094950099695e-13,4.7519368631095637e-13,4.6152141472774244e-15,2.9069880778067498e-13,1.5311905995787798e-13,3.8641686065456137e-15,2.3527229440832023e-14,5.6794033520185429e-14,1.0344989296693127e-16,2.0983033947409129e-13,3.9000295711957008e-13,4.7986639647689486e-14,3.0169277154301844e-13,2.7349282250385389e-19,6.0790956707544824e-19,2.8682930809969479e-20,1.5158384960422747e-17,2.6495032999436145e-15,6.5956081602555503e-16
2.5147248014878646e-06,0.0034820617813035117,1.5634974465884785e-15,4.0259156121494903e-15,1.0601549499729839e-13,9.0203297608629078e-15,9.6843061397764214e-13,0.0,0.0,2.2123438826284047e-12,2.9512223310814721e-15,3.5878811786887939e-14,2.2861506481577742e-16,5.4453759265417682e-28,1.0896002460272797e-13,3.164241165812051e-17,2.1503468002026518e-13,1.1724421770501198e-14,6.3259045197169098e-25,2.4422881220849391e-30,2.1784372907585619e-12,6.8815735323239813e-19,1.5038328216446777e-26,2.843675515172501e-20,7.3303109250927301e-17,8.900768396969444e-22,2.4001620793454283e-12,4.401139705094558e-15,5.7551061578939146e-14,2.8828150441600208e-16,7.2748078348435095e-40,1.2152136644156449e-16,5.6961921444965254e-33,1.0317090783492647e-14,2.8839584622614632e-19,2.3136152798200999e-16,6.9276567361577995e-14,1.8027356757057398e-17,2.5712546975435049e-12,1.0434708487764481e-14,4.4769228149955852e-25,7.5304060689902016e-18,1.1273540817711603e-18,7.6154324425676548e-17,4.9290877576957971e-19,8.1261809279546861e-15,1.3462211193108468e-18,2.0306985166061811e-15,1.5827885953907806e-25,1.2841662529600069e-28,4.2056628139385535e-29,3.6195424295412661e-46,1.3605387191831143e-38,1.1196577524910757e-20,1.3200390819569573e-19,3.1620907119137335e-19,2.4023714850974576e-21,2.8291878701372248e-26,1.6420492975077871e-19,2.7179508982171068e-20,2.9852342804349657e-28,7.2613831985220606e-14,5.1786062470140766e-21,6.8544791935943929e-19,6.8591151128966381e-26,1.6088938735539942e-32,2.9411945368716663e-30,2.2810927627269368e-28,0.88168480800000004,0.0,0.0094599999910155823,0.1088499999829574,2.034047660123645e-13,1.7574477273778913e-13,2.7394647779753316e-13,8.624853587575934e-14,1.3354540180438576e-14,1.141491852375127e-14,1.8136225174814888e-12,1.1047125576172818e-12,2.272208021248596e-13,4.2509420319840534e-14,2.6391203919707605e-12,3.5331095683536543e-14,2.3465244806054445e-15,3.8334887464710567e-13,4.0774114812036574e-13,2.8542682886963427e-13,9.8575652916040409e-13,6.4193186575251164e-14,4.3861468791599726e-14,5.218440954615106e-14,1.9014802766638166e-13,2.9008186201037974e-13,4.9940742996984684e-13,5.4033667864878712e-15,3.3549465584686272e-13,1.6461556266597032e-13,4.2302975024513519e-15,2.4705421990948976e-14,5.9658477112573011e-14,1.0866738889356714e-16,2.4747382502438102e-13,4.564340476574637e-13,6.2412165004072129e-14,3.5880215380834158e-13,3.2526434990554769e-19,7.11458805561135e-19,3.7305494192226059e-20,1.7769146473217031e-17,3.8232953265793465e-15,7.7322330726472782e-16
2.9831502890149917e-06,0.0034820617813029484,1.8640758348899086e-15,5.7002429237337946e-15,1.2382320050743762e-13,1.2575058433289881e-14,1.3642306234103336e-12,0.0,0.0,2.953668591662094e-12,4.6852024807638036e-15,6.0390751923949832e-14,3.7287636637525392e-16,1.0728004891840122e-27,1.7060914306599992e-13,4.2981812729312705e-17,2.5144103512894037e-13,1.5781886089946221e-14,8.3170769215328189e-25,2.8559485476160955e-30,2.88654816435828e-12,1.1776053407249332e-18,1.9737906284553118e-26,4.0642581494955565e-20,1.0471896435232368e-16,1.6407638545987449e-21,2.9481937855230569e-12,7.5572523658406274e-15,6.4273590566632122e-14,3.7736055586948602e-16,9.5670002733110065e-40,1.9372265564162981e-16,1.1861266125982347e-32,1.4817019612120517e-14,3.2662118653736385e-19,2.9878408188635368e-16,1.1119388986018959e-13,2.4954931825061256e-17,3.0544587759552195e-12,1.4637829311785163e-14,5.8676622103857201e-25,1.2921680045315548e-17,1.6352824198428178e-18,1.0323033183873625e-16,5.5640253622662912e-19,1.1788313715744514e-14,1.76816707003046e-18,3.3071961095021575e-15,2.1266628207388339e-25,2.9007888106286427e-28,7.8543874333906689e-29,8.8195557464464671e-46,2.1377661584139201e-38,1.8630393153384523e-20,1.8289002778589292e-19,4.6077582240155834e-19,3.3998849904972038e-21,3.9688449200993692e-26,2.3777236510399287e-19,4.0714001965667175e-20,4.8628478303624901e-28,1.0049923554768758e-13,6.009448908399227e-21,1.209366688295574e-18,8.4041073800467033e-26,3.1581726421908019e-32,7.2055830303037165e-30,3.4170261186739934e-28,0.88168480800000004,0.0,0.0094599999890982479,0.10884999997925966,2.2760248412336203e-13,1.8876843070233769e-13,3.080168075094503e-13,1.2034875307196999e-13,1.6812202980476116e-14,1.4783451842866949e-14,2.0444737062167096e-12,1.191367082017694e-12,3.1758539403094563e-13,5.3580859326317722e-14,3.0791631414193225e-12,4.5842675737969211e-14,3.0490025013052149e-15,5.2166993019854459e-13,5.4182731162157002e-13,3.8094005889648583e-13,1.3713133308854149e-12,7.2506296101002465e-14,4.5840088270862239e-14,6.5657787828341597e-14,2.0489446089940425e-13,3.0408679504833958e-13,5.3848652704785986e-13,7.0291975034252707e-15,4.2633475012880917e-13,1.860574351542806e-13,4.930412791357426e-15,2.6722291139490537e-14,6.4559840951940841e-14,1.1759507913766331e-16,3.2783782869755994e-13,5.9529469692923583e-13,9.7739758973142853e-14,4.8278335103939445e-13,4.3765742963207887e-19,9.2790754382143792e-19,5.8421858347509231e-20,2.3231113357420483e-17,7.2068875565179556e-15,1.0110267833228555e-15
3.4515757765421192e-06,0.0034820617813028656,2.1702487881498864e-15,7.5511428122871533e-15,1.4116056311953765e-13,1.6759606360235012e-14,1.820458373180714e-12,0.0,0.0,3.7728409955013803e-12,6.9447615149616647e-15,9.3157795763975667e-14,5.6087436312532983e-16,1.8894558807560129e-27,2.4961480599450472e-13,5.5193126349459282e-17,2.8917230484616458e-13,2.0484660315051089e-14,1.0424116662149536e-24,3.286260902115901e-30,3.6728777236645903e-12,1.8557259076298331e-18,2.4718493510007735e-26,5.4953634036466146e-20,1.4154633794605097e-16,2.7220604097449667e-21,3.5215929447079842e-12,1.1838402590908563e-14,7.0920870803651312e-14,4.7024958631356057e-16,1.1993180422501793e-39,2.8578441649926819e-16,2.1899317437783922e-32,2.0183445013055976e-14,3.6197999091036868e-19,3.7360556519256231e-16,1.6573444601845171e-13,3.2827878738686436e-17,3.5348267107116653e-12,1.92931054062476e-14,7.3206258247796728e-25,2.0241335545815452e-17,2.2270575950256086e-18,1.334737480599342e-16,6.1600628436371614e-19,1.5894395180686747e-14,2.2095238830103264e-18,4.9685625967244838e-15,2.7268226264808827e-25,5.7466551160491831e-28,1.3240193187900839e-28,1.8596916624366101e-45,3.1275405967586369e-38,2.8660325253834961e-20,2.4074226703830834e-19,6.2956258837163852e-19,4.5121546653745652e-21,5.2311121343173442e-26,3.2659712337411354e-19,5.6283819389356031e-20,7.3073078386987314e-28,1.3218720655552315e-13,6.8341704073902079e-21,1.9297292755124976e-18,1.0017017467179453e-25,5.546330700054633e-32,1.5133605722654645e-29,4.7237894455392911e-28,0.88168480800000004,0.0,0.0094599999871108446,0.10884999997542874,2.5002870631791187e-13,1.9967375513071323e-13,3.3968529769591703e-13,1.5791945925758169e-13,2.0382732942103628e-14,1.8230934414135656e-14,2.2575027548635433e-12,1.2635169066506814e-12,4.1722392483618402e-13,6.5017524190152714e-14,3.4915261095102134e-12,5.66057729048205e-14,3.7685563492975136e-15,6.7702038872497835e-13,6.8555355273581412e-13,4.8583337757559596e-13,1.8143662636363573e-12,8.0169451403636174e-14,4.7322616985736621e-14,7.926826989845368e-14,2.159402905903264e-13,3.1458136287437262e-13,5.6775865179531719e-13,8.6950536172624847e-15,5.182139805235107e-13,2.0581589037433113e-13,5.5863721991446528e-15,2.8395116948917693e-14,6.862267901610207e-14,1.2499542717001817e-16,4.1395188980833873e-13,7.3990177683636027e-13,1.4165092304574782e-13,6.1816115760826957e-13,5.603819768007505e-19,1.1533136806934703e-18,8.4668898674765541e-20,2.8923619475502536e-17,1.2277096118368007e-14,1.2588775449577647e-15
3.920001264069247e-06,0.003482061781303245,2.4802601911288333e-15,9.5324966360691093e-15,1.5819698431732152e-13,2.1583744686013413e-14,2.3358179589823406e-12,0.0,0.0,4.6636798693475757e-12,9.7800419723762154e-15,1.3483540559689997e-13,7.9499521559674485e-16,3.0681454046049025e-27,3.4703506907224302e-13,6.8035827055141975e-17,3.2814383608261294e-13,2.5855058270036926e-14,1.262307741160186e-24,3.7289507799066655e-30,4.5329871436303854e-12,2.7523370958845697e-18,2.992761590899126e-26,7.134854923314366e-20,1.8373042899867935e-16,4.1809485505931517e-21,4.1188593814246312e-12,1.7351732436470413e-14,7.7492465793566881e-14,5.6563298104924588e-16,1.4525642035829345e-39,3.9838812716965842e-16,3.6970295728251945e-32,2.6432158932955624e-14,3.9507071194604649e-19,4.5574216784828711e-16,2.3386024310442417e-13,4.1577702320336778e-17,4.0116661538671193e-12,2.4324243476274772e-14,8.8154932992903275e-25,2.9677771566647624e-17,2.8968336377740156e-18,1.6671222630864576e-16,6.7268228228674843e-19,2.0336196220172343e-14,2.6637965848964385e-18,7.0353871625288228e-15,3.3847449251580747e-25,1.0346569848763607e-27,2.0722685478964821e-28,3.5223378260473425e-45,4.3534583055964189e-38,4.1629776663957511e-20,3.0505619662015432e-19,8.2088535482422167e-19,5.7204239435795719e-21,6.5953027885065929e-26,4.3132154614406661e-19,7.3549126266104038e-20,1.03492625053881e-27,1.6740219823830129e-13,7.6519001318817079e-21,2.8613970279695194e-18,1.1694169866734829e-25,8.9847521447868414e-32,2.843236184885029e-29,6.1728616425890225e-28,0.88168480800000004,0.0,0.0094599999850544861,0.1088499999714688,2.7107457976141149e-13,2.0905561232498969e-13,3.6905340266834049e-13,1.9817985120672162e-13,2.4034680258228388e-14,2.1724044268811417e-14,2.4566448650788918e-12,1.3252351749441499e-12,5.2405016355799679e-13,7.6717503225681141e-14,3.8761657761240589e-12,6.7513759394180345e-14,4.4979232823452919e-15,8.4845709101319978e-13,8.3706349183922144e-13,5.9933281320104328e-13,2.3129495893262774e-12,8.7326154436011832e-14,4.8430936772954557e-14,9.2978227230415992e-14,2.2421601094115362e-13,3.224213333426001e-13,5.8969041682095657e-13,1.0383867527943088e-14,6.1081348734885233e-13,2.2426259693786545e-13,6.1981538417519331e-15,2.9820552097900587e-14,7.2082575152237802e-14,1.3129753979125573e-16,5.0490544173531853e-13,8.8825800285145207e-13,1.9395846685588596e-13,7.6334220771607617e-13,6.9199354133684516e-19,1.3845639055360482e-18,1.1593472630885308e-19,3.4766778327191857e-17,1.9394928051692231e-14,1.5132945337488265e-15
4.388426751596374e-06,0.003482061781304068,2.7927325762913805e-15,1.1607737289184396e-14,1.7506406307717838e-13,2.7053936966874207e-14,2.9095194903794904e-12,0.0,0.0,5.6211471468661234e-12,1.3237444717457343e-14,1.8594289137404369e-13,1.0769099766808983e-15,4.6866662861523877e-27,4.6371962626478506e-13,8.1323258408395434e-17,3.6827778776886955e-13,3.1913972792588889e-14,1.489749085371523e-24,4.1824285243178381e-30,5.4631671479661107e-12,3.8970234475822184e-18,3.5329937702446022e-26,8.9811754203285747e-20,2.3123128714171237e-16,6.0557864376370429e-21,4.7385478903126389e-12,2.4188096934241619e-14,8.3989078898897844e-14,6.6257332442815949e-16,1.7145548445710433e-39,5.3197252350676025e-16,5.8293725775791336e-32,3.3575750106641962e-14,4.2636355134331685e-19,5.45110317772621e-16,3.1640057471783718e-13,5.1138514861357412e-17,4.4844802424637845e-12,2.9671929074875157e-14,1.0337777859338211e-24,4.1391126772306475e-17,3.6389626057034604e-18,2.0281505054873506e-16,7.2712479163651049e-19,2.5025218014372024e-14,3.1263055079376761e-18,9.5220500286012599e-15,4.1047325993384844e-25,1.7325410807038113e-27,3.0673239389557998e-28,6.1510848884997578e-45,5.8451508553380963e-38,5.7878485059774518e-20,3.7534653583736907e-19,1.0331166500431674e-18,7.0100785564660667e-21,8.0453341179208661e-26,5.5255189798638252e-19,9.2240751143842734e-20,1.4010261129228853e-27,2.0587916055862649e-13,8.4620486430918691e-21,4.0132968705672363e-18,1.3431940871002519e-25,1.3696386079366279e-31,4.9121571649372219e-29,7.7416523443271037e-28,0.88168480800000004,0.0,0.0094599999829298263,0.10884999996738273,2.9104477217695063e-13,2.1734378923230381e-13,3.9624835384075747e-13,2.4053421602451086e-13,2.7746762207351942e-14,2.5247811428458362e-14,2.6449632748425468e-12,1.3794618565403345e-12,6.3647146559474606e-13,8.8611808610576905e-14,4.2337862679842872e-12,7.8518578391021999e-14,5.2338222491356884e-15,1.0352419298952727e-12,9.9496504195225695e-13,7.2087491213873669e-13,2.865251106752863e-12,9.4088105702632691e-14,4.9259514793352467e-14,1.0677635565938036e-13,2.304093782433696e-13,3.2828046141099679e-13,6.061038824496898e-13,1.208791433020864e-14,7.0402171244738128e-13,2.416868548542392e-13,6.7669108413775831e-15,3.1068270647012654e-14,7.5109321098810354e-14,1.3681068614730424e-16,6.0004345637641445e-13,1.0389416909937049e-12,2.544152543449693e-13,9.1705023221085606e-13,8.3133513415083778e-19,1.6194421372355694e-18,1.5207162041375688e-19,4.0703717277788801e-17,2.8910694965059048e-14,1.7717995024831348e-15
4.856852239123502e-06,0.0034820617813053232,3.1066483378998349e-15,1.3748767033914853e-14,1.918613267694934e-13,3.3174130332395782e-14,3.5411577621560869e-12,0.0,0.0,6.6410796453584121e-12,1.7360339482104855e-14,2.4689534347270474e-13,1.4077563048269347e-15,6.8251149115690628e-27,6.003603789007804e-13,9.4913275415501507e-17,4.0950237061380163e-13,3.868099717592393e-14,1.7236077293450687e-24,4.6519079469812985e-30,6.4603001120189479e-12,5.3192086648855762e-18,4.0901575802249805e-26,1.103316647344615e-19,2.8401918299944108e-16,8.3769887186461587e-21,5.3792909742006862e-12,3.2425943183382385e-14,9.0412146176409842e-14,7.6039911420568072e-16,1.9839942566462099e-39,6.8680770692715301e-16,8.7069360294851424e-32,4.1623833333307763e-14,4.5623036899905144e-19,6.4162777195983651e-16,4.1408245347790531e-13,6.1447398306372698e-17,4.9529305974762388e-12,3.5289562898210958e-14,1.1877094761535233e-24,5.5519370071835896e-17,4.4480237279271296e-18,2.4168087684374765e-16,7.7984482929706837e-19,2.9891780753050925e-14,3.5936697486503569e-18,1.2438312482831789e-14,4.8931283465871011e-25,2.7409583288290246e-27,4.3462923570438158e-28,1.0079827087726564e-44,7.6391033216267746e-38,7.7745018629540083e-20,4.5114983274019742e-19,1.264693890661218e-18,8.3696648947957564e-21,9.568571158835102e-26,6.908593515218894e-19,1.1214846031740859e-19,1.8305074266392229e-27,2.4736499552641719e-13,9.264247799314575e-21,5.3897078902195887e-18,1.5226844773628188e-25,1.990993546538192e-31,7.951438175776242e-29,9.4125177188908869e-28,0.88168480800000004,0.0,0.0094599999807371653,0.10884999996317256,3.1017830012621621e-13,2.2485342021077786e-13,4.2141123616970321e-13,2.8453933084222211e-13,3.1504526968226201e-14,2.8795810232758716e-14,2.8248576601219458e-12,1.4283512798745279e-12,7.5330244546328232e-13,1.0065358341017937e-13,4.5655510399002756e-12,8.9599487051543543e-14,5.9748312965519472e-15,1.2367966524960506e-12,1.1582074681959323e-12,8.5005373764458428e-13,3.4696075068318793e-12,1.0054278299114797e-13,4.9879827770908379e-14,1.2066198982278029e-13,2.3503910072658993e-13,3.3266905325225939e-13,6.1837319612269251e-13,1.380383556931819e-14,7.9781405082305281e-13,2.5831520630287505e-13,7.2945173107504534e-15,3.2189308955139195e-14,7.7827282595831657e-14,1.4176139369085183e-16,6.9889078865306172e-13,1.1909355044663866e-12,3.2276167670820298e-13,1.0782539802712287e-12,9.7747188520304785e-19,1.8563625792814102e-18,1.9292440456131778e-19,4.6693726723972587e-17,4.1162311023721412e-14,2.032618487243872e-15
5.325277726650629e-06,0.0034820617813069994,3.4212800347611272e-15,1.5934135495633148e-14,2.086631269638428e-13,3.9946480698781408e-14,4.2306227172216269e-12,0.0,0.0,7.7200138108534062e-12,2.2189564609434815e-14,3.1802738977923869e-13,1.7882727183849809e-15,9.5670981202757931e-27,7.5752684478616458e-13,1.0869870800310913e-16,4.5175224174266338e-13,4.6174536207559576e-14,1.963144816133865e-24,5.1312455818979979e-30,7.5217554702403703e-12,7.048200300728002e-18,4.6627586138341427e-26,1.3289893221738435e-19,3.4207011197104045e-16,1.1168151654243259e-20,6.0398078121301956e-12,4.2134049246404423e-14,9.6763618180936433e-14,8.5863640689964051e-16,2.2600365084103162e-39,8.6304158706401859e-16,1.2449621313094558e-31,5.0583304125644599e-14,4.8496716735772548e-19,7.4521423962065164e-16,5.2755200091096875e-13,7.244461612534041e-17,5.4168052047991637e-12,4.1140042902940555e-14,1.3426107491237477e-24,7.2182653922823375e-17,5.318821304014336e-18,2.8323041959968557e-16,8.3121815648338429e-19,3.4881606235285439e-14,4.0634797593749742e-18,1.579048343047015e-14,5.7580302755937183e-25,4.1428682240995862e-27,5.9472806075819016e-28,1.5678577525286032e-44,9.7788410333398781e-38,1.015682454704201e-19,5.3202603494242784e-19,1.514118317140276e-18,9.7900693730939448e-21,1.1154954203794229e-25,8.4678174491121107e-19,1.3310408354142971e-19,2.3243415755756082e-27,2.9161940805783048e-13,1.005830348300806e-20,6.9914139680386292e-18,1.7075576354537447e-25,2.7864219177409119e-31,1.2219957564889844e-28,1.1171344296228309e-27,0.88168480800000004,0.0,0.0094599999784765309,0.1088499999588395,3.2866372998585196e-13,2.3181449463258421e-13,4.4468977335109604e-13,3.2986612315090521e-13,3.529835068921498e-14,3.2365948778982015e-14,2.9982185365739855e-12,1.4734744029385984e-12,8.736626083038496e-13,1.128116154156401e-13,4.8729078648904192e-12,1.0074955868787775e-13,6.7204668359328855e-15,1.452670351391974e-12,1.3259997107597322e-12,9.8658391147346751e-13,4.1245102912134116e-12,1.0675907824952053e-13,5.0344334230639956e-14,1.3464195747311983e-13,2.3850037651694424e-13,3.3595709243927361e-13,6.2754580188417262e-13,1.5530472940918036e-14,8.9222805558617202e-13,2.7432604032885979e-13,7.7832927758627778e-15,3.3220874533821995e-14,8.0327124072727205e-14,1.4631480423243533e-16,8.0110634141541693e-13,1.3435223791037786e-12,3.9874024371078906e-13,1.2461164394894385e-12,1.1296450094231842e-18,2.0942074913815388e-18,2.3833916854690334e-19,5.2708099716298983e-17,5.6475672198169602e-14,2.2945005238973744e-15
5.793703214177757e-06,0.0034820617813090832,3.7361328888472649e-15,1.8147712500907214e-14,2.2552463147262693e-13,4.7371866032852929e-14,4.978033935814877e-12,0.0,0.0,8.8550654684887424e-12,2.776378963736309e-14,3.9960953340608507e-13,2.2188916384846626e-15,1.2999787035337338e-26,9.3569042643055583e-13,1.2260035366612101e-16,4.9496821876290828e-13,5.4411902824496255e-14,2.2079200375104686e-24,5.6224739033101046e-30,8.6453153427883251e-12,9.1132100462574922e-18,5.2499839267366443e-26,1.5750529628054227e-19,4.0536284928428777e-16,1.4447087578439237e-20,6.7189081190235629e-12,5.3373364381737508e-14,1.0304584908672324e-13,9.5696325268569044e-16,2.5421594797013552e-39,1.0607308735215569e-15,1.7175085297552563e-31,6.0458571990114216e-14,5.1280929120175363e-19,8.5579177678282833e-16,6.5738946783334089e-13,8.4073716639568222e-17,5.8759944161370138e-12,4.71939444453092e-14,1.4979824699777809e-24,9.1486268403406568e-17,6.2464054894592688e-18,3.2740160603743143e-16,8.8151683182712729e-19,3.9953055059102376e-14,4.53407690214998e-18,1.9582226673543555e-14,6.70907666066677e-25,6.0317637726357129e-27,7.9094065818426856e-28,2.3390919758961845e-44,1.2317318778513786e-37,1.296884603333899e-19,6.175592586979437e-19,1.7799612410223698e-18,1.1264058712874845e-20,1.2796505336784501e-25,1.020825442658254e-18,1.549723103072582e-19,2.8831126340558687e-27,3.3841532055628095e-13,1.0844162092594649e-20,8.8165284328492924e-18,1.8975033446536811e-25,3.7807766012502844e-31,1.800279973435587e-28,1.3006776484951957e-27,0.88168480800000004,0.0,0.0094599999761477479,0.10884999995438424,3.4664946077880964e-13,2.3839151199350664e-13,4.6623309327172753e-13,3.762741121820806e-13,3.9122138994821578e-14,3.5958989317728905e-14,3.166531204785931e-12,1.5159536331597562e-12,9.9690813407004932e-13,1.2506612913282936e-13,5.1574791945355773e-12,1.1197096812539914e-13,7.4708635415894216e-15,1.6825168120485672e-12,1.4977557774625204e-12,1.1302743334661324e-12,4.8286075233682135e-12,1.1279109618094076e-13,5.0691449919742087e-14,1.4872795841900814e-13,2.4108824203164035e-13,3.3841375737954963e-13,6.3440385791569074e-13,1.7268117954971781e-14,9.8734207913223376e-13,2.8985943816153761e-13,8.2358292048482805e-15,3.41895293222019e-14,8.2673561489370972e-14,1.5058879545824269e-16,9.0645252424907811e-13,1.4962161824720276e-12,4.8210028017365536e-13,1.4199596393576895e-12,1.2872398996297458e-18,2.3322191028961416e-18,2.8816607567029642e-19,5.8727360421811065e-17,7.5165276201309416e-14,2.5565968824375793e-15
6.262128701704884e-06,0.0034820617813115687,4.0508893954030905e-15,2.0377436542587282e-14,2.4248766293202579e-13,5.5450399367033954e-14,5.7836717702706279e-12,0.0,0.0,1.0043798640470421e-11,3.4119920467223475e-14,4.9186532375097276e-13,2.6998364852270207e-15,1.7211726498377487e-26,1.1352501939085577e-12,1.3655982567965616e-16,5.3909659867767621e-13,6.3409436165648691e-14,2.4576867786956046e-24,6.1252570297834766e-30,9.8290948174378874e-12,1.1543363364746094e-17,5.8514242277947125e-26,1.8414253060993811e-19,4.7387624415867748e-16,1.8227015366631557e-20,7.4154944916098849e-12,6.6198967181370104e-14,1.0926148117790041e-13,1.0551608582597608e-15,2.8301115027025811e-39,1.2798739915880232e-15,2.300047387054834e-31,7.1251851854271334e-14,5.3994706828229435e-19,9.7328521986945235e-16,8.0412536323929951e-13,9.6281597611320924e-17,6.3304655886972713e-12,5.3427757302291605e-14,1.6534847440138453e-24,1.135238084178955e-16,7.226103068063679e-18,3.7414437528404825e-16,9.3094368885506673e-19,4.5074432980940099e-14,5.0043183770112823e-18,2.3815403923481411e-14,7.7569518788667473e-25,8.5118504600093344e-27,1.0271706231324039e-27,3.3696256453029835e-44,1.5315379488812938e-37,1.6244798751533352e-19,7.073582732374612e-19,2.060873465630404e-18,1.2785859323519714e-20,1.448685037563027e-25,1.2134678071712752e-18,1.7764422729170591e-19,3.5071399143466979e-27,3.875391316199915e-13,1.1621875191416622e-20,1.0861336635681325e-17,2.0922335557732118e-25,4.9992848807681645e-31,2.5610481805747794e-28,1.4909674231809117e-27,0.88168480800000004,0.0,0.0094599999737504919,0.108849999949807,3.6425437545627123e-13,2.4470474506007377e-13,4.8618657577207154e-13,4.2358782371559957e-13,4.2971989928205271e-14,3.9577136871394087e-14,3.3309829357647961e-12,1.556608928180197e-12,1.1225690264234235e-12,1.3740445372961228e-13,5.420948770467761e-12,1.2327052993384954e-13,8.2264732868118131e-15,1.9260703177500397e-12,1.6730363257118186e-12,1.2810002669057175e-12,5.580698785556939e-12,1.1868206412328703e-13,5.0950673475173741e-14,1.6293237014280713e-13,2.4302309271479849e-13,3.4024767257829422e-13,6.3953144598515624e-13,1.9017809721122635e-14,1.0832418246048667e-12,3.05027300839138e-13,8.6548122417744254e-15,3.5114661148892373e-14,8.4913825431898102e-14,1.54669396124136e-16,1.0147624817700713e-12,1.6486873943379017e-12,5.7260362810936433e-13,1.5992270384073755e-12,1.4497520289385202e-18,2.569883765701175e-18,3.4226277112381041e-19,6.4738292828576731e-17,9.7534837349112762e-14,2.8183315954910812e-15
