Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103)
9.999999999999999e-10,0.0020511031556972,1.3576459599188334e-20,6.8500511999308932e-24,1.1728668954779683e-22,5.2171585364243595e-23,7.9428635479288082e-26,0.0,0.0,5.0393373583700979e-17,4.7563299542402271e-23,5.741888295833716e-29,5.3789359599389487e-30,9.9791166951007453e-33,4.5806380472627539e-45,1.5801466246652642e-38,7.4294993965657708e-29,4.0112532646916648e-17,1.0991498359114362e-22,4.6966598286059819e-58,2.8582037869389895e-58,2.3204049880129624e-36,3.900764131936266e-35,1.5669826007132592e-29,6.7567238713565396e-30,6.5913017891999749e-25,4.1999892603507258e-37,4.2024599998788677e-34,5.6871463545987507e-19,2.0461335286083458e-22,1.3340318496217161e-16,1.7009575029489388e-28,1.8278549162934261e-35,1.2205320288325635e-34,1.225232217820558e-24,1.9011529775771242e-45,2.2224742050851889e-39,1.0167524939475265e-18,4.2564743530788341e-24,1.8818954842027527e-27,1.1314199419691683e-26,8.5415908421183882e-18,6.5076305757948207e-47,1.5979257213119291e-32,8.8140430614042722e-31,2.815355284389974e-26,4.571199277596642e-25,3.0900443703373125e-35,3.4819406483918807e-39,1.7306313737945391e-36,1.9449924697373595e-51,4.7819342101197521e-49,4.6543108654410265e-81,6.7062483016796299e-73,7.4288438687907563e-32,4.5627918996760324e-29,5.8429067635322064e-32,9.2249247334601674e-43,4.7490612333868428e-32,7.8268146936435166e-37,2.3171421428633029e-49,3.2734381161865817e-22,1.8330668397748101e-26,1.1648393514015931e-29,5.364801681946245e-33,3.7485523002477219e-49,1.9989351214814304e-51,9.3851372561949303e-46,0.88168480800000004,0.0,0.0094599999999996857,0.10884999999999993,0.00099999999999995904,1.5869814581493405e-16,1.3724304204252081e-16,1.6025037578545916e-16,5.6518362429120854e-18,4.1554720255308774e-18,4.889291742597315e-18,5.1799155290941386e-21,3.1528121945546679e-18,1.5965218584707273e-21,8.6603582226752194e-19,1.1336232321541196e-21,3.492189810190315e-22,3.3471110506431773e-18,8.7805740705416795e-23,1.6738107580975014e-18
1.0485750000000002e-09,0.0020511031556972,1.422999224571333e-20,7.3602224291355067e-24,1.2603187265348233e-22,5.6057391555523697e-23,8.6431509948946339e-26,0.0,0.0,5.2849654501191514e-17,5.1118745964959979e-23,6.0609070841519561e-29,5.7890062064091429e-30,1.0851841902134076e-32,4.8775403872692565e-45,1.6931286633402381e-38,7.7993711458501044e-29,4.2037127977408156e-17,1.1809481490998317e-22,5.1606556762452709e-58,3.130210818079504e-58,2.5325440983478311e-36,4.2299328847997499e-35,1.5725469631337525e-29,7.3519034405594086e-30,7.0816798118305315e-25,4.5964844446998034e-37,4.5652161165890541e-34,6.1084902936776358e-19,2.1973949371537879e-22,1.3966018574597828e-16,1.8482534945254776e-28,2.0004833391527563e-35,1.3401931507626652e-34,1.3331307434849033e-24,2.0829206233329804e-45,2.4206398150580125e-39,1.0923942564525866e-18,4.6314093102522547e-24,2.022997521369573e-27,1.2358488238513679e-26,9.1729549080946901e-18,6.9897617765732327e-47,1.7569107571192975e-32,9.669300332460616e-31,3.0819664485062616e-26,4.9705285220866811e-25,3.3810978830871399e-35,3.7829347911047075e-39,1.8936450661481421e-36,2.1422381748304709e-51,5.2635431337698982e-49,5.123400740261736e-81,7.3352335319893185e-73,8.1508893299505589e-32,5.0048308451151162e-29,6.4246751509195324e-32,1.0108057114021946e-42,5.175009247710043e-32,8.5959561991826252e-37,2.5354367835438665e-49,3.5610309720112648e-22,1.9691915239967993e-26,1.275148363132998e-29,5.7792283427578183e-33,4.0898825423370614e-49,2.1992199622613079e-51,1.0308030909846835e-45,0.88168480800000004,0.0,0.0094599999999996701,0.10884999999999993,0.00099999999999995709,1.6625981132460886e-16,1.437822448286768e-16,1.6792678104431116e-16,6.0713833113730603e-18,4.4645027789423523e-18,5.2522508694173231e-18,5.6276228481724066e-21,3.2861620771968793e-18,1.7347308060079943e-21,9.279391212667942e-19,1.2403576217055118e-21,3.821229239496788e-22,3.5096976714031547e-18,9.5418041615982438e-23,1.7551261936795818e-18
2.0971510000000003e-09,0.0020511031556972,2.7915859427689871e-20,2.8963380221457074e-23,4.9992257326815769e-22,2.2061355904635404e-22,6.8606220155245669e-25,0.0,0.0,1.0633937219835258e-16,2.0554927936028209e-22,1.3644623563589135e-28,2.1852878309553762e-29,7.82439901000559e-32,1.1019727159762162e-44,5.5394615571540388e-38,1.4153443618978163e-28,8.2168344814579084e-17,4.6366908582477269e-22,1.7904957463193356e-56,4.3581691065980352e-57,2.531885292460125e-35,2.3027996825997397e-34,1.5920424121110664e-29,5.7709858088595994e-29,2.7756620117168886e-24,6.1805483752073252e-36,2.9020808466138943e-33,2.3427143645741566e-18,8.3324716710098317e-22,2.6240818058647079e-16,1.2125123679402181e-27,2.6478325787574328e-34,3.6564923503210411e-33,1.0221479623640965e-23,3.2108041661791905e-44,2.1910671268557551e-38,4.2804575359483425e-18,3.634524740799718e-23,8.0144348717757683e-27,1.2555205041149822e-25,3.4760653889677612e-17,2.6806976081374515e-46,6.4305754531339272e-31,1.8562945152222524e-29,4.4034399228671691e-25,3.5368516264282926e-24,4.3308470704586953e-34,2.4145261504186913e-38,2.4270884649421575e-35,2.8080295866652359e-49,3.4447624818572891e-47,3.644687613192275e-79,6.9416504225400849e-72,1.6651345138458878e-30,9.1119678825342211e-28,2.4723878166142159e-30,1.5719600000507459e-41,4.3325576120882541e-31,2.2815237523597205e-35,3.2528584432417274e-48,2.7085313272973033e-21,7.5095182584908594e-26,1.8218838548738716e-28,2.3978783560286195e-32,3.6499998747384636e-48,1.1765371329358419e-49,2.7599700373165034e-44,0.88168480800000004,0.0,0.0094599999999993387,0.10884999999999979,0.00099999999999991415,3.2096518279112975e-16,2.775655384760898e-16,3.2727677310145103e-16,2.3514292861856614e-17,1.7458257314666918e-17,2.0346928644858325e-17,3.6415173140290191e-20,5.384879311873243e-18,1.1381901096475956e-20,3.0476975659348703e-18,1.5791415544811314e-20,4.9310466269496049e-21,7.0188550233343339e-18,6.351217906979008e-22,3.5112715996895428e-18
4.194303e-09,0.0020511031556972002,5.3386995661610569e-20,1.1163706390800896e-22,1.9672263752023533e-21,8.5001601045446623e-22,5.4052195667171926e-24,0.0,0.0,2.1487760250905348e-16,8.2965793156078818e-22,3.0558113738229415e-28,7.2823784269637841e-29,5.1801846572266369e-31,1.9631422900251184e-44,1.58843395542035e-37,2.2454191548238176e-28,1.5716044477379267e-16,1.7902919143205146e-21,6.5094878961040514e-55,5.07575986405422e-56,2.3066267119132129e-34,1.0720408533539955e-33,1.6060293969609334e-29,4.4509611871853134e-28,1.0676019793864248e-23,7.7073673337682678e-35,1.5938564690000154e-32,8.6612926553032637e-18,3.0167896278071099e-21,4.6697003894560118e-16,7.0135226757580476e-27,3.0402239075401491e-33,9.297926573219184e-32,7.4802496860322946e-23,4.3962459924956715e-43,2.1241208588024878e-37,1.6447939890845836e-17,2.8006461428404817e-22,3.0965945643775167e-26,1.1074666232847229e-24,1.2568396419228887e-16,9.9108567635669885e-46,1.8913422097324309e-29,2.9439604116020929e-28,5.7151541043690727e-24,2.2777915084093367e-23,4.8159798217097236e-33,1.3288077307283602e-37,2.7023651870164798e-34,2.7374408430278669e-47,1.6746356549598079e-45,2.2114485703857804e-77,4.793087408511801e-71,2.9606900281233313e-29,1.3283126891656411e-26,7.8676191511511081e-29,2.1347579964671903e-40,3.4511149458043323e-30,5.2606088426018894e-34,3.6235631184282262e-47,1.9717687903616946e-20,2.7238140617922501e-25,2.3645478850699861e-27,9.4840782371046683e-32,3.009057287078458e-47,5.5107749533147867e-48,6.3918085685858683e-43,0.88168480800000004,0.0,0.0094599999999986761,0.10884999999999942,0.00099999999999982807,5.9975248159979757e-16,5.1867645743022271e-16,6.2245223628203217e-16,8.8398635855290811e-17,6.6826954020654244e-17,7.6530045133303244e-17,2.0849739110712559e-19,7.9702559069210736e-18,6.6406296389000254e-20,8.9188301892815719e-18,1.7465139899280247e-19,5.5549338616973509e-20,1.4033601120237954e-17,3.7939169047439679e-21,7.0277913838784583e-18
8.388607e-09,0.0020511031556972015,9.6439347644223561e-20,4.1111666723202619e-22,7.6276111635123566e-21,3.1239460728182938e-21,4.2000765622395359e-23,0.0,0.0,4.3643970730100826e-16,3.3649223517995854e-21,6.7922608440316905e-28,2.1128127760820839e-28,3.0155854827988947e-30,2.8132985671815677e-44,3.8505663407939147e-37,3.0495906411460231e-28,2.887707983696454e-16,6.7185878295447582e-21,-1.2561918145836583e-51,-1.3684555315672042e-47,1.8593194314073384e-33,4.2651003751923008e-33,1.6187785398102555e-29,3.3267222242400976e-27,3.9707218307891557e-23,9.657744059091269e-34,7.287018477164503e-32,3.0128501178529345e-17,1.0122073302043495e-20,7.5976415681167092e-16,3.4712120254587763e-26,2.890110524456885e-32,2.0546377966215798e-30,5.0918803453927018e-22,5.1854208016198956e-42,2.195355285084819e-36,6.0954020674642339e-17,2.0863675160398555e-21,1.1507241190098904e-25,8.3976093250419523e-24,4.2056023864045392e-16,3.4475138016811988e-45,4.3006359994024081e-28,3.7035364434729868e-27,6.3542456913481551e-23,1.2485619059074205e-22,4.4839911079715405e-32,6.0818500337162813e-37,2.5224765822958385e-33,1.8566336794161085e-45,5.6532788044806196e-44,-1.078080695733676e-53,1.7451414402559971e-70,4.5343419831472186e-28,1.4900032057216833e-25,1.9869236418941313e-27,2.4310482533863928e-39,2.6145253817809645e-29,1.0057980221341146e-32,3.3831743203156695e-46,1.335192312535399e-19,9.1287294679462321e-25,2.6288579722889791e-26,3.5659879308734704e-31,2.3238001170249845e-46,2.1760680731705229e-46,1.2247663377509809e-41,0.88168480800000004,0.0,0.0094599999999973525,0.10884999999999824,0.0009999999999996559,1.0575237399649858e-15,9.1490943514348829e-16,1.1318631348421296e-15,3.1509241324248744e-16,2.4594623721185235e-16,2.7308812031117502e-16,1.0395424487175916e-18,1.0901067615998244e-17,3.3878968235411217e-19,2.2999711896205811e-17,1.6205238285286581e-18,5.2720678955482561e-19,2.8050104144697544e-17,2.0085600008225302e-20,1.4082973421873319e-17
9.999999999999999e-09,0.0020511031556972015,1.1012897304909102e-19,5.6916571582945768e-22,1.0796912561108406e-20,4.3203439230450646e-21,7.1265844314075466e-23,0.0,0.0,5.2280620043318128e-16,4.8406356202540778e-21,8.3025844454419768e-28,2.7128879917156703e-28,4.6570616444687944e-30,2.9721172499386721e-44,4.6783647388869175e-37,3.1993129414459408e-28,3.3318234571836262e-16,9.401891178420214e-21,-1.8303832092436953e-51,-5.3954130581265466e-33,4.1358125335751982e-33,1.1810546316423091e-32,1.6211449329063849e-29,5.5691072921678602e-27,5.5350988418638484e-23,1.8809070240980694e-33,1.0470467160622387e-31,4.102296294723607e-17,1.3606781872011214e-20,8.4049139271104763e-16,5.1210415763452473e-26,5.0174906360163231e-32,4.3875195707992816e-30,8.2597301250667736e-22,9.5527584901068863e-42,4.118045375077853e-36,8.4799683463298957e-17,3.4869158149358632e-21,1.6016363951971043e-25,1.3877358325534121e-23,5.6472343017917241e-16,4.6941343052994611e-45,9.1484538571709705e-28,6.8541425179814216e-27,1.1497427788447239e-22,1.8793575278406966e-22,7.7671041753399332e-32,8.7406011991557089e-37,4.3735150337082565e-33,4.9216364833788334e-45,1.2953650574574722e-43,-1.3255314159627174e-53,2.631518478551947e-70,8.9286031875075315e-28,2.6717730379833817e-25,4.3373986700901253e-27,4.4170496879989144e-39,4.3819147054136338e-29,2.0713189374000632e-32,5.8660423659081016e-46,2.1623385466401544e-19,1.2261175675804439e-24,4.7566107919527614e-26,4.9731291148299666e-31,3.9083823614975752e-46,5.34827775102725e-46,2.5231194215309835e-41,0.88168480800000004,0.0,0.0094599999999968442,0.10884999999999767,0.00099999999999958998,1.2021509669607393e-15,1.0402917681705776e-15,1.3008281627502241e-15,4.3221444602437825e-16,3.4130047723979991e-16,3.7477477577818437e-16,1.5440052263977853e-18,1.173053477920195e-17,5.0663180192523659e-19,2.8748144682411323e-17,2.8043682872788034e-18,9.1820913184114624e-19,3.3431565569259659e-17,3.0416498721152637e-20,1.6803338420595145e-17
1.2582911e-08,0.0020511031556972015,1.3207215143208741e-19,8.2250343428910177e-22,1.5877003787870736e-20,6.2380568383469701e-21,1.181750053124206e-22,0.0,0.0,6.61243543243107e-16,7.2060648072600211e-21,1.0723490731892427e-27,3.6747519661076185e-28,7.2881931153234978e-30,3.2266886193680029e-44,6.0052474969830496e-37,3.4393036677243599e-28,4.0436986743033656e-16,1.3702973370130904e-20,-2.7507578598551563e-51,-1.4043751320349785e-32,7.7848162682404834e-33,2.3905184509285043e-32,1.6249380378524261e-29,9.1634390648554536e-27,8.0426476459432718e-23,3.3477783000555944e-33,1.5573235152315847e-31,5.848575764813902e-17,1.9192441048366024e-20,9.6988953804498865e-16,7.7655627422617768e-26,8.4274803103714374e-32,8.1269090283823253e-30,1.3337494545209939e-21,1.6553188898025773e-41,7.1999362502610048e-36,1.2302203190288629e-16,5.7318626449455445e-21,2.3244062460025842e-25,2.2660879149200511e-23,7.9580342942235099e-16,6.6923493972237492e-45,1.6919048659821143e-27,1.1904266905089141e-26,1.9741463609380011e-22,2.8904634161269823e-22,1.3029624774566553e-31,1.3002328556464775e-36,7.3405550900918388e-33,9.8345469014991682e-45,2.4655457985346371e-43,-1.7221715821031407e-53,4.0522972720318955e-70,1.5972189452072117e-27,4.5660386201330516e-25,8.104988454551615e-27,7.6004226773792038e-39,7.2148730993581211e-29,3.7792484696560008e-32,9.845845670570098e-46,3.4881759473721619e-19,1.7282191509424959e-24,8.1671978822470664e-26,7.2286437177817363e-31,6.4483182490513591e-46,1.0433030676752144e-45,4.6042569602811823e-41,0.88168480800000004,0.0,0.0094599999999960289,0.10884999999999674,0.00099999999999948394,1.433974771275906e-15,1.2412678225417544e-15,1.5716631665010936e-15,6.1995001817512426e-16,4.9414433064168666e-16,5.3776889388528142e-16,2.352611480465371e-18,1.3060092410380471e-17,7.7566688951936999e-19,3.7962340273586726e-17,4.7019593000204508e-18,1.5449490090263546e-18,4.2057540678731515e-17,4.6975954996254929e-20,2.1163826941529271e-17
2.0971519e-08,0.0020511031556972,1.8053175979262001e-19,1.9561077495221484e-21,4.1889186685410435e-20,1.475152248570604e-20,5.2012444628976917e-22,0.0,0.0,1.1183249015385479e-15,2.0198689024837037e-20,1.9049153226948046e-27,7.0246957930108858e-28,2.2649771777736201e-29,3.491082930390668e-44,9.528902649574561e-37,3.6883660097202335e-28,5.8614308851089807e-16,3.4702987994109241e-20,3.4558660349913411e-51,-9.3150318759164064e-34,2.417697864113823e-32,2.1916368924575644e-32,1.628876295662514e-29,3.8167055473040077e-26,1.9982545254103209e-22,2.556205033558039e-32,3.9161838634122232e-31,1.3331540626537867e-16,4.1782118686986673e-20,1.2077510311908238e-15,2.1435021569462707e-25,3.590142095745857e-31,6.5698172410220864e-29,4.9315914659705964e-21,8.5042346134224648e-41,4.1635653173114906e-35,3.0129825373782379e-16,2.3586984620909509e-20,5.6971696324340859e-25,8.6339609277927981e-23,1.7236317800636873e-15,1.5254881098037892e-44,1.3213375827087924e-26,5.9663978991274391e-26,9.4259572972169752e-22,8.0446837575676239e-22,5.59020140168131e-31,3.2711888852915229e-36,3.1636530088448159e-32,1.6107519936993969e-43,2.337017892831137e-42,1.0165882413748345e-53,2.5802716735116382e-67,1.031417304057883e-26,2.0764432223728453e-24,6.8918190290816456e-26,3.6608068324726004e-38,2.9840029888421058e-28,2.7250388414172892e-31,4.2436928028934194e-45,1.2809869982627e-18,3.7447555384336132e-24,3.8993182444844448e-25,1.7775743001301752e-30,2.6860402797588509e-45,1.5538534246302493e-44,3.3222107820331301e-40,0.88168480800000004,0.0,0.00945999999999338,0.10884999999999286,0.00099999999999913981,1.9632059201744587e-15,1.7026847569144883e-15,2.2412889435719365e-15,1.4395129404880064e-15,1.1986681664511001e-15,1.2517155097556207e-15,6.7522808022225546e-18,1.6770201225616322e-17,2.2785890689179158e-18,6.8975324959957129e-17,1.9993685156632654e-17,6.721546771971984e-18,7.0060346927951362e-17,1.4469232124177617e-19,3.5442760922555743e-17
2.9360127e-08,0.002051103155697197,2.1272422230711216e-19,3.3023666082338501e-21,7.6808152148874101e-20,2.4783110913132457e-20,1.257140240871228e-21,0.0,0.0,1.5798446861365494e-15,3.8553216247611902e-20,2.7802850079345391e-27,1.0447233542858166e-27,4.4318912216005407e-29,3.5756806448352439e-44,-7.5504322798450002e-33,3.7680648237769215e-28,7.2979409898313859e-16,6.1954062082774964e-20,-9.9723734651159182e-51,-1.7373876137988198e-32,4.3982086359772089e-32,2.8367530664851954e-32,1.6301389148967139e-29,8.9129387711322435e-26,3.51113140024569e-22,8.3437784696959937e-32,6.750146041900232e-31,2.2041341149483503e-16,6.6937387317629781e-20,1.3449196618987999e-15,3.9363443547794148e-25,8.256924222027819e-31,2.0454470604140826e-28,1.0705202239473294e-20,2.1518348969465937e-40,1.1656420059607439e-34,5.2129126413287789e-16,5.4476827385451665e-20,9.8600368979120792e-25,1.8915672183019904e-22,2.7492348696019394e-15,2.5221243958550157e-44,4.041574098072116e-26,1.4741060076700252e-25,2.2828457204432488e-21,1.4468814935462853e-21,1.2964550241405661e-30,5.6399106837009211e-36,7.3606525941350188e-32,6.563823890635538e-43,7.653642329206917e-42,-3.8116150686571092e-53,3.0924510664437096e-66,2.9412859642092119e-26,4.8907399530642486e-24,2.1829573690242388e-25,8.8985242872768706e-38,6.9049400006787279e-28,8.0970642830363375e-31,9.8737621396209558e-45,2.7671853376531213e-18,5.9740214003939398e-24,9.4431822951205109e-25,3.0805341725149253e-30,6.2334106096772822e-45,6.0515589210181912e-44,9.8737041503219429e-40,0.88168480800000004,0.0,0.009459999999990731,0.10884999999998837,0.00099999999999879569,2.3385932863563203e-15,2.0331447163714123e-15,2.7526359866915541e-15,2.3985754777755093e-15,2.0599208825896461e-15,2.0901479887060451e-15,1.2774944035609958e-17,2.0394286095485388e-17,4.3795567497033584e-18,1.0057300691762e-16,4.5934830202508404e-17,1.5662410398309835e-17,9.8065161991683651e-17,2.8717267607379925e-19,4.9846319338216965e-17
3.7748735e-08,0.002051103155697194,2.3383187708789536e-19,4.7937048305081462e-21,1.2023600054588365e-19,3.581008798179154e-20,2.410869720451446e-21,0.0,0.0,2.0441237449998591e-15,6.230170185353746e-20,3.7059588025696401e-27,1.3895436203629832e-27,7.209780153772169e-29,3.6031952763477491e-44,5.0071234833649453e-32,3.7940328004543164e-28,8.4405593736272863e-16,9.4984584432853186e-20,-1.1665553661684968e-49,-7.5157946927206306e-33,8.777490282960364e-32,6.2643662280754438e-32,1.6305507308981044e-29,1.6609961103388163e-25,5.3029790882069812e-22,2.026938749239282e-31,9.9134115784215604e-31,3.1609542365556845e-16,9.3617285004343282e-20,1.4264335430511745e-15,6.0977168905543273e-25,1.5015781078077829e-30,4.6473050455586283e-28,1.8792660064570114e-20,4.1964063980564568e-40,2.4757096606992864e-34,7.7342388762121414e-16,1.0030400332148663e-19,1.4631619321497856e-24,3.332888452343539e-22,3.8286366911977966e-15,3.6169848925054259e-44,9.0623845854295327e-26,2.8095998086222428e-25,4.293521543359418e-21,2.1706470131292418e-21,2.3772832283891494e-30,8.2846883915615122e-36,1.3537557243948224e-31,1.8169735001984901e-42,1.7933833884334413e-41,-1.0368267678522812e-51,1.5641286245873031e-66,6.3065627326625923e-26,9.008441847213662e-24,5.0145336632405342e-25,1.6779415484952914e-37,1.2727733641208087e-27,1.7822325188013878e-30,1.8159886302732437e-44,4.8360321592113947e-18,8.320338221728776e-24,1.7759687311170334e-24,4.5747520899038543e-30,1.1510702550640948e-44,1.7317306723690104e-43,2.1735781257065198e-39,0.88168480800000004,0.0,0.0094599999999880786,0.10884999999998347,0.000999999999998452,2.6081250543778295e-15,2.2739330683405736e-15,3.1447152468326825e-15,3.4490737868097096e-15,3.0391726498537637e-15,3.0119897192809915e-15,2.0289956377788553e-17,2.4041417217401682e-17,7.0518966734980874e-18,1.3265518470555205e-16,8.3315912636635577e-17,2.8757688461444228e-17,1.2607937875127883e-16,4.7510339784428723e-19,6.4378145289059256e-17
5.4525951e-08,0.0020511031556971846,2.6074951348157971e-19,7.9890978903567633e-21,2.2649391229535591e-19,5.9228876866442328e-20,5.9424247071891519e-21,0.0,0.0,2.9766095459708418e-15,1.2251897223605078e-19,5.7051950878227625e-27,2.0807083604791657e-27,1.4066651809578693e-28,3.6224719658752219e-44,1.8209058742319403e-33,3.8122588398747399e-28,1.0232685882464494e-15,1.7401145672108088e-19,5.6162123824308641e-50,1.8653364635948682e-33,1.9834130857368348e-31,8.6999202329365759e-32,1.6308503798416688e-29,3.92414143240809e-25,9.4766018192596145e-22,6.9641139115474902e-31,1.6749195231286358e-30,5.2094184247447325e-16,1.4897741713902741e-19,1.5268413393118101e-15,1.1186287568772821e-24,3.3761139277665099e-30,1.4026592463060106e-27,4.0651246943249749e-20,1.0319361618238228e-39,6.9748713527998094e-34,1.3316119932535308e-15,2.3128461730379074e-19,2.5196067851542984e-24,7.2170964406768618e-22,6.0470552875513562e-15,5.9609808726330793e-44,2.6909893847290089e-25,6.6646158825302e-25,1.0017325512521706e-20,3.7214632166262459e-21,5.4145888691823588e-30,1.4002107288274557e-35,3.0990157773228666e-31,7.1760637492446036e-42,5.6029620033358689e-41,-1.8099887578248524e-51,2.9572741112332497e-65,1.7789136350494699e-25,2.04691018430929e-23,1.5331534701642911e-24,3.9292026679651996e-37,2.9383480916520155e-27,5.1804186792003691e-30,4.157223144949622e-44,1.03830517019979e-17,1.3142679076534562e-23,4.1432283984753947e-24,7.8840748715158178e-30,2.6629275192175937e-44,8.3395838906415675e-43,6.3188582403876288e-39,0.88168480800000004,0.0,0.0094599999999827756,0.10884999999997305,0.00099999999999776418,2.9926454469947786e-15,2.6253979973072367e-15,3.7343272791820906e-15,5.6715824430410202e-15,5.1899942660265208e-15,4.9716432012303428e-15,3.8484768839238901e-17,3.1444274375092771e-17,1.367098899085758e-17,1.9791185291177938e-16,1.8559869909089107e-16,6.5324593893342996e-17,1.8213951038853027e-16,9.5967842280424435e-19,9.3747246780928076e-17
7.130316700000001e-08,0.002051103155697174,2.7144878004424284e-19,1.1429179400755984e-20,3.6305332531836565e-19,8.4126923832201017e-20,1.1664397653263215e-20,0.0,0.0,3.9137586736051316e-15,2.027156643502455e-19,7.9744382746990901e-27,2.7729571925368445e-27,2.2956319103407575e-28,3.6215575699445735e-44,-2.6381387335528302e-33,3.8115450391999428e-28,1.141502519100571e-15,2.7332219394897129e-19,8.5306503785570623e-49,5.068243669632022e-33,3.5658329874338697e-31,1.2459972828434855e-31,1.6308496965651274e-29,7.4425171466252613e-25,1.4545734002210484e-21,1.7464662453970764e-30,2.4200463059657587e-30,7.4227556784293589e-16,2.0654972041520238e-19,1.5686882372933399e-15,1.7424054905941442e-24,6.0938075607751232e-30,3.1461601407857477e-27,7.1608120571436566e-20,1.9870341302948091e-39,1.4964828270437616e-33,1.9565198566979988e-15,4.2741161844731249e-19,3.7024169337231285e-24,1.2688112042301964e-21,8.3199475392329616e-15,8.4936361448680383e-44,5.9735504322057902e-25,1.2452840851552095e-24,1.8489592971089587e-20,5.3751698024800959e-21,9.8781820849434492e-30,2.0237673601680786e-35,5.6807606134969053e-31,1.9447775344336234e-41,1.2840817170310999e-40,-8.5160947779261101e-52,-1.5192485935400433e-64,3.8221972133965397e-25,3.7077787736458695e-23,3.4678781462772541e-24,7.2727818569529404e-37,5.4341499176677858e-27,1.1345012852765594e-29,7.6206156101604944e-44,1.816113225503222e-17,1.8083543430254247e-23,7.6468299936389347e-24,1.1590436433814922e-29,4.9315615815213361e-44,2.5496138801361653e-42,1.3839375430522281e-38,0.88168480800000004,0.0,0.0094599999999774708,0.10884999999996189,0.00099999999999707636,3.2035846578723556e-15,2.8313762237515394e-15,4.0880180832034048e-15,8.0174275564782388e-15,7.573936503995485e-15,7.0551784677180114e-15,6.1314968991346987e-17,3.9030243021120505e-17,2.222464942980476e-17,2.6486975455979589e-16,3.3065422200846248e-16,1.1847086516470797e-16,2.3825378877149758e-16,1.6168537843328146e-18,1.2359672093030189e-16
9.999999999999998e-08,0.002051103155697152,2.8032483538038741e-19,1.7579997017833337e-20,6.7887491185780839e-19,1.2795228829660541e-19,2.9674989396703543e-20,0.0,0.0,5.5237578320736464e-15,3.908977010568101e-19,1.296269751173381e-26,3.9582766041497336e-27,4.3755988964662008e-28,3.6203945794342728e-44,-2.9258262727005988e-33,3.8105691832697027e-28,1.276289186406184e-15,5.0144300424356793e-19,8.7149130397341156e-48,1.866514048517231e-33,7.7609562645260736e-31,1.8579231603394085e-31,1.630864423497219e-29,1.785111538628086e-24,2.5686974587072228e-21,7.0769350430113288e-30,3.7737526711984405e-30,1.1429022486667664e-15,3.0768031159820607e-19,1.6173489152328815e-15,3.1186436110387653e-24,1.3027399265611846e-29,9.5778601072933164e-27,1.4882663513150266e-19,4.6204551185770142e-39,4.2997463338851514e-33,3.0998009553080922e-15,9.4704796876291247e-19,5.8664794978893048e-24,2.6112306661349004e-21,1.2221167245519442e-14,1.3077886801142969e-43,1.7999064994610887e-24,2.7642605054608124e-24,4.0224146027883276e-20,8.2472841312964702e-21,2.1426231026891464e-29,3.1576014552204737e-35,1.245461235011568e-30,8.8764222901874859e-41,4.0474622060194438e-40,3.4199731548719347e-53,-9.0548205816322534e-65,1.099350826615034e-24,7.880138378610407e-23,1.0704152594502279e-23,1.5903712296077614e-36,1.2052095213830993e-26,3.3525910172548295e-29,1.6707755359250834e-43,3.7176800572311965e-17,2.6564144510934215e-23,1.6632786864561571e-23,1.8372759559394643e-29,1.095701356343092e-43,1.5505258515348088e-41,4.0901668981793868e-38,0.88168480800000004,0.0,0.0094599999999683878,0.1088499999999421,0.0009999999999959,3.4264295445399344e-15,3.070069995639727e-15,4.4488922068300445e-15,1.2058274986868409e-14,1.189272382329314e-14,1.0682219412427321e-14,1.0976386157533385e-16,5.247170532047804e-17,4.1307414413972789e-17,3.8369318998567266e-16,6.7549549565275455e-16,2.5105450831512315e-16,3.3438133400840059e-16,3.1997319766295671e-18,1.7587204873089987e-16
