Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103)
1e-12,0.0020511031556971985,1.3796634020671915e-23,7.0712170853108659e-30,1.1703223324432705e-28,5.2476423929872179e-29,7.7870687854519565e-35,0.0,0.0,5.0075830139582245e-20,4.6784999452958058e-29,3.871686500396307e-34,4.0353609880270797e-38,1.0822724995384284e-41,8.5381672124896942e-53,1.9709184989497169e-44,6.4073394637021814e-34,4.1047706196386786e-20,1.1082566625881303e-28,2.9340542864041411e-72,1.9193374305794681e-70,8.4957228425043283e-46,6.5916574739508556e-44,1.543421418558176e-31,6.6986343336427505e-39,6.6563185406845003e-31,5.4231276821179934e-50,5.3576673368319325e-43,5.8767066193985878e-25,2.1394369973904894e-28,1.4223720574711377e-19,2.0888484053143521e-37,1.2449241276307267e-48,1.2823484979955545e-47,7.3827704180932881e-35,6.0444098709386363e-61,1.8605082818381785e-48,1.0269181050023583e-24,4.2204789443070492e-33,7.0760008511736956e-35,1.3919570545016226e-36,8.9368718199788378e-24,6.7245382274540431e-53,2.2021469837443772e-48,1.1544414487422352e-43,3.0223194633595888e-38,5.0267230910638506e-34,3.8300500268849951e-47,4.5336688774484814e-49,2.1430374740300056e-48,1.8444538973317123e-72,4.6058737432027245e-67,1.9098211724038607e-99,1.6933385098349384e-88,9.112030384146929e-45,6.3642595450260357e-42,7.5533464840294851e-48,5.8189018070920665e-57,1.4584898798948284e-44,5.1282488701535469e-53,9.36844180651743e-62,3.3552666035692975e-31,1.2002927893557451e-33,1.2504817532733676e-41,1.8203375097931374e-42,8.5474123003467165e-64,1.2793667841121446e-70,3.199689300504699e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.6446892864969819e-19,1.4224134718571255e-19,1.6447055175876969e-19,5.7775177042187655e-24,4.2057720640506037e-24,4.9967017564770985e-24,6.522293373790587e-30,4.0177472640048387e-21,1.9710484286519851e-30,1.0845253185120164e-24,1.4210099899157321e-33,4.2943141097431381e-34,3.3478731757001903e-21,1.0653373337413167e-31,1.6739365881600841e-21
1.023e-12,0.0020511031556971985,1.4113863693333089e-23,7.3154819083418544e-30,1.2111415853341008e-28,5.4304885874828808e-29,8.1057335837377374e-35,0.0,0.0,5.1227249382711684e-20,4.8416803705916665e-29,4.0065940601732354e-34,4.2004297161752723e-38,1.1265612823707052e-41,8.8873915016606311e-53,2.0396587216810825e-44,6.6305915276074117e-34,4.19915226792952e-20,1.1469111448628649e-28,3.063113502938899e-72,2.0037356752480741e-70,8.8434578516097447e-46,6.8613898719287148e-44,1.57878795453866e-31,6.9727578650658276e-39,6.8884818245134291e-31,5.6687475111659067e-50,5.5769109483158346e-43,6.081677274537745e-25,2.2140571756691711e-28,1.4550761757042653e-19,2.1743274085984743e-37,1.3015137527161845e-48,1.3387509493582321e-47,7.7067357960383255e-35,6.3239675398272026e-61,1.9366455954028708e-48,1.0627356031311443e-24,4.3931906535922501e-33,7.3648183494992528e-35,1.4489737719183594e-36,9.2485757382876942e-24,6.959079974626364e-53,2.3023650574390651e-48,1.2052240216401637e-43,3.1552099614401684e-38,5.2324265596205485e-34,3.9984552414273561e-47,4.7322936217962635e-49,2.2372657824786703e-48,1.9299081183531327e-72,4.8160292893045694e-67,1.9981852510385525e-99,1.770877949747283e-88,9.5128592024837605e-45,6.6442154594176603e-42,7.8970956327332293e-48,6.0836404807181668e-57,1.5248053822683094e-44,5.3654053652124369e-53,9.7919461042416758e-62,3.4925714887529984e-31,1.2491929472807472e-33,1.3054650682384328e-41,1.9002611672148435e-42,8.9427174687352726e-64,1.3390364831753552e-70,3.3488890925908263e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.6825056398732409e-19,1.455119034550798e-19,1.6825224370787941e-19,5.9790291912033925e-24,4.352463584786653e-24,5.1709795173605839e-24,6.7891953532769268e-30,4.1101161747082182e-21,2.0517068144787368e-30,1.1223505210100539e-24,1.4834909928156909e-33,4.4831328156393716e-34,3.4248522713277725e-21,1.1089326670091339e-31,1.7124261359865608e-21
2.047e-12,0.0020511031556971985,2.8237183276460561e-23,2.8868683031878077e-29,4.8470218716539177e-28,2.1701287551171338e-28,6.4884517804078749e-34,0.0,0.0,1.0249097590541731e-19,1.9377006230482333e-28,1.5944483600977006e-33,3.3439653878557004e-37,9.0170277359408212e-41,7.0659509562696683e-52,8.1608770885300293e-44,2.638038887738622e-33,8.4010423416132295e-20,4.5899630721520941e-28,5.0308546293585779e-71,3.2137467811779188e-69,7.098279901761155e-45,5.488703831163626e-43,3.1375972256501732e-31,5.5815208615835252e-38,2.7567826108223355e-30,1.5869993383016546e-48,4.4629558835232338e-42,2.4338406826052687e-24,8.8603808702885282e-28,2.9109772804039797e-19,1.7400897320414394e-36,3.9477243212157001e-47,2.1627715890773466e-46,1.1679650206413284e-33,3.8917071526429177e-59,1.5505205067625943e-47,4.2530864116230045e-24,3.5166405880058283e-32,5.6999138174806262e-34,1.1748314857686707e-35,3.7011623767236754e-23,2.7849706198077626e-52,7.4602116554820687e-47,1.9535618545844934e-42,5.0510479319304309e-37,4.1879877519391507e-33,6.3999167868560051e-46,6.8935135488975396e-48,3.5810732603395718e-47,1.443773765833617e-70,1.8031764026250094e-65,1.2829013013059179e-97,7.7815285488791479e-87,1.5420522529813718e-43,1.0768951264967783e-40,2.5596617939950895e-46,1.9384436162276583e-55,4.6915534858172649e-43,3.2562696583517364e-51,2.3687293760886282e-60,2.7956227688863262e-30,9.4480632419834178e-33,2.0898661742963046e-40,2.9214151100680265e-41,5.4690060054196276e-62,1.6255514794851438e-68,3.8684570923430405e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.3660645530206785e-19,2.9111487908385591e-19,3.366131773391103e-19,2.3927886905415782e-23,1.7418598534389439e-23,2.0694103232829486e-23,5.433137837271901e-29,8.220857396162029e-21,1.6419428371707054e-29,4.4905937527792095e-24,2.374435946259941e-32,7.17574769571815e-33,6.8520963483649822e-21,8.8747537029372088e-31,3.4260481767649781e-21
4.095e-12,0.0020511031556971985,5.6482633294395533e-23,1.1468564045584573e-28,1.9392519041806644e-27,8.6762190006660636e-28,5.1921823199089005e-33,0.0,0.0,2.0502058593230923e-19,7.7529267891471677e-28,6.308347208053731e-33,2.6469320377363323e-36,7.214243993020302e-40,5.5783999857314694e-51,3.2635737800004848e-43,1.043214849891119e-32,1.680424232971595e-19,1.8363943850060474e-27,8.8186950688814199e-70,5.1617073098708725e-68,5.710990385978099e-44,4.3862755594371936e-42,6.1933863704414526e-31,4.4664111077620467e-37,1.1029565579224233e-29,4.2213471818385593e-47,3.5693624225236412e-41,9.7370540055466273e-24,3.544682902599345e-27,5.8222071407967479e-19,1.3917951684897197e-35,1.1428485854779183e-45,3.5233669746980962e-45,1.6884820572245303e-32,2.3082173175903038e-57,1.241201918040926e-46,1.701610033621545e-23,2.8140645628855768e-31,4.2767161214012203e-33,9.6400685911084153e-35,1.4806846817992064e-22,1.1141817942854458e-51,2.4441587095261898e-45,3.2031378420684708e-41,8.0823797177637093e-36,3.3505811504704988e-32,1.0237404926969555e-44,9.3410913742692252e-47,5.7286175416352479e-46,1.1990008076462691e-68,7.4974171257888036e-64,8.2499097928005277e-96,3.7988695654379121e-85,2.5287436475480555e-42,1.765479001720081e-39,8.3908266223623227e-45,6.1442536169873629e-54,1.3907758568809074e-41,1.8868452818764209e-49,5.0852304871860168e-59,2.2369450058368334e-29,6.8060384648021211e-32,3.3440766926764722e-39,4.324642824546597e-40,3.2031066121672882e-60,1.8834597710172075e-66,4.0881359473072304e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.7328187927574994e-19,5.822893242610968e-19,6.73308771486757e-19,9.5730333966973726e-23,6.9689478588254681e-23,8.2792706159269777e-23,4.3453609512579352e-28,1.6435612670836505e-20,1.3132692735935294e-28,1.7957762906574775e-23,3.798069769667908e-31,1.1478619168452474e-31,1.3706587944229e-20,7.0985370078230231e-30,6.8532939927709353e-21
8.191e-12,0.0020511031556971985,1.1296877227537521e-22,4.5714680073838272e-28,7.7575675482572429e-27,3.4695025044447425e-27,4.1541443635800769e-32,0.0,0.0,4.1008843055450141e-19,3.101651235256887e-27,2.468538699856924e-32,2.0727703729891229e-35,5.7697431761959755e-39,4.3455034336104164e-50,1.3042959466756879e-42,4.0782356626438931e-32,3.360832200178821e-19,7.345966105984656e-27,1.7964836224976689e-68,8.3171763039873758e-67,4.6183197596760624e-43,3.4999418814074357e-41,1.2067275237289445e-30,3.5734000778451272e-36,4.4120401655166606e-29,1.0253207625710762e-45,2.8525793272874665e-40,3.8946436731884086e-23,1.4177402819550123e-26,1.1642378377665735e-18,1.1124835825056281e-34,3.0688250854570332e-44,5.8352333640341355e-44,2.2623524905185264e-31,1.2818081001488996e-55,9.9376315518979088e-46,6.8067684390883962e-23,2.2514217889594503e-30,3.0403342393064454e-32,8.093066553602653e-34,5.9221685270806239e-22,4.4565236159820858e-51,8.1808380065952428e-44,5.3691289101446413e-40,1.2927696420161538e-34,2.6795404307824623e-31,1.6363930874993865e-43,1.1419913518742219e-45,9.1574677850662492e-45,1.1411340531590472e-66,3.5733276399081964e-62,5.3259859952303592e-94,2.0011329105906724e-83,4.2398209709194281e-41,2.958505044177712e-38,2.8110412831970891e-43,1.9286219300858613e-52,3.8586746494995715e-40,1.0147044343568053e-47,9.7950870452128817e-58,1.7894495461802669e-28,4.5328619757712131e-31,5.3488215320881651e-38,5.9849704945544381e-39,1.7351792634974209e-58,2.0246211504135237e-64,3.7379373783301412e-57,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.0009999999999999998,1.3464873248973138e-18,1.1645122186822577e-18,1.3465948839599995e-18,3.8292110786854649e-22,2.7876901660670412e-22,3.3117099368673158e-22,3.4728590411237147e-27,3.2838263500849434e-20,1.0496783930714906e-27,7.1766000594085389e-23,6.0706416440948377e-30,1.8348529568286178e-30,2.741558482131486e-20,5.6742031633267133e-29,1.3707792575774097e-20
1e-11,0.0020511031556971985,1.3791168431029819e-22,7.5926024736877902e-28,1.2896539193041056e-26,5.7673063129720524e-27,1.0575377626542858e-31,0.0,0.0,5.0066433639785949e-19,5.1567303321287167e-27,4.0124619848583687e-32,5.1269838240089929e-35,1.4680317120236159e-38,1.0672143800832812e-49,2.1661369101703114e-42,6.6221470110837637e-32,4.1027801414579092e-19,1.22119081917602e-26,1.1372176234292955e-67,3.6264325374840001e-66,1.1929076414896292e-42,8.8768220378076288e-41,1.4467263681810515e-30,9.0965889661651644e-36,7.3345218134335675e-29,5.7061290553278979e-45,7.2506230839191945e-40,6.4737606413201019e-23,2.3564782155334948e-26,1.4210839468351224e-18,2.8283283354875694e-34,1.8773740749476861e-43,2.6549244345342639e-43,7.7846220832864196e-31,1.510507204531197e-54,2.5323299716609044e-45,1.1315485793753263e-22,5.7313060154547708e-30,6.7534621676127278e-32,2.1933139830087245e-33,9.8434271776509362e-22,7.4077296071151753e-51,6.9214483460083588e-43,2.4856333491714983e-39,5.5708880722189823e-34,6.8171635341385814e-31,7.0441134211126653e-43,3.6221437867398079e-45,3.9422007064864947e-44,2.881209060269805e-65,4.6568471946624127e-61,8.0677153446083959e-93,2.5472069839393624e-82,1.9636824786618118e-40,1.3690178135880264e-37,2.3811498073562676e-42,1.4625919904453275e-51,2.4210823906180097e-39,1.1646953297825971e-46,4.6081104079572849e-57,4.5544382794636166e-28,9.510306360787939e-31,2.3049492555647994e-37,2.1037022073887879e-38,1.955477376871793e-57,4.4859484400598065e-63,6.4433562293934007e-56,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.00099999999999999959,1.6436803959702942e-18,1.4215399452553974e-18,1.6438591743625938e-18,6.3653019175120018e-22,4.6341795009708673e-22,5.5050656450473262e-22,8.8276401086682191e-27,4.0058861603756081e-20,2.6685213161479246e-27,1.1918221372575766e-22,2.6129477595503066e-29,7.8988283134033193e-30,3.3470180591558224e-20,1.4426659049916596e-28,1.6735090715585894e-20
1.6383e-11,0.0020511031556971985,2.2592197039040508e-22,1.8252581079778557e-27,3.1029240137571223e-26,1.3875035284685607e-26,3.3232498642292678e-31,0.0,0.0,8.202585912337661e-19,1.2408012739720132e-26,9.4601470750541749e-32,1.5903680594522981e-34,4.6120998980273989e-38,3.29954967383566e-49,5.2071158322190533e-42,1.5598258750769606e-31,6.7207202792049613e-19,2.9381232864786881e-26,4.5159708540036052e-67,1.3487496800571457e-65,3.7724852937986783e-42,2.7848975735045015e-40,2.2935547950123379e-30,2.8584988454361281e-35,1.7646407031041982e-28,2.2222214921920922e-44,2.2768983116301889e-39,1.557409431052109e-22,5.6687856948211959e-26,2.3273574206795379e-18,8.882632955876582e-34,7.418804516265461e-43,9.9637985137875578e-43,2.7269777865838897e-30,6.3880027137614803e-54,7.961114929944549e-45,2.7224354160157804e-22,1.8009968822375507e-29,1.9855118091536986e-31,7.0767406122956849e-33,2.367946585459416e-21,1.7820967772622363e-50,2.8456979519563675e-42,9.3616326219279024e-39,2.0666095335892083e-33,2.1416637425085006e-30,2.612508572042363e-42,1.237328419124341e-44,1.4620948866959406e-43,1.2644819654836266e-64,1.9827549577734138e-60,3.4655139437410954e-92,1.0828853773135004e-81,7.3964671859920871e-40,5.1556551460555424e-37,9.7910953956870256e-42,5.9427939235789478e-51,9.6022746905291048e-39,4.9162511338469204e-46,1.7411518187411097e-56,1.4310614666720449e-27,2.7073063414166448e-30,8.5505757422083769e-37,7.414771595497426e-38,8.2430656425888997e-57,1.9600096152935847e-62,2.7859617911886441e-55,0.88168480800000004,0.0,0.0094599999999999962,0.10885,0.00099999999999999937,2.6923168651017654e-18,2.3284542507923507e-18,2.6927469386742349e-18,1.5313819233283023e-21,1.1149459448284916e-21,1.3244252756884251e-21,2.7721817861093073e-26,6.5536516490905406e-20,8.3805580093468614e-27,2.8648884082330548e-22,9.6906453757934594e-29,2.929537596460083e-29,5.4833632665335637e-20,4.5309426282698895e-28,2.7416817651140723e-20
3.2767e-11,0.0020511031556971985,4.5175176325905173e-22,7.2932736378930774e-27,1.2410048311457078e-25,5.5486131751326236e-26,2.6582717764509731e-30,0.0,0.0,1.6407365839630086e-18,4.9638437245769704e-26,3.4893981877417164e-31,1.1753222996523858e-33,3.6833624848719257e-37,2.3886146364642824e-48,2.0746297647394777e-41,5.7307450052094437e-31,1.3436787144615225e-18,1.1749261147917047e-25,1.3372227327401716e-65,2.2130008745004918e-64,3.1403409709478709e-41,2.2039323249065753e-39,4.1644611031570164e-30,2.2861835434480642e-34,7.0564682365886648e-28,4.3143953222318606e-43,1.8130958186742315e-38,6.2254465428296356e-22,2.2655538034021014e-25,4.6499437522067606e-18,7.0778675441556833e-33,1.5895898691937937e-41,1.7935277369640649e-41,2.9141158576236484e-29,2.7193426621927634e-52,6.3857807768892601e-44,1.0886498622512942e-21,1.4404077838199049e-28,1.1574587492086143e-30,6.6057575401269441e-32,9.4635003402980242e-21,7.1235912812899005e-50,1.0535843374177937e-40,1.7392972952433246e-37,3.3003523497335543e-32,1.7099920784970729e-29,4.1613048350673686e-41,1.1969048886134112e-43,2.329028270649556e-42,1.6321225009636293e-62,1.2812635383985837e-58,2.2884061939713677e-90,5.6601532154752858e-80,1.3756396775148721e-38,9.5683247718769282e-36,3.6315683236314038e-40,1.7697913087077866e-49,2.0398238049786778e-37,2.1124106425109805e-44,2.9391138290900293e-55,1.1439220869583834e-26,1.4297991059581095e-29,1.3655171934337271e-35,7.819121117336997e-37,3.2086372099949742e-55,1.6823097046957141e-60,1.6371184408627795e-53,0.88168480800000004,0.0,0.009459999999999991,0.10885,0.00099999999999999872,5.3816526056362172e-18,4.6543251024560434e-18,5.3833714309542238e-18,6.1225085720772303e-21,4.4583058092103402e-21,5.2951133512542109e-21,2.2077859578741337e-25,1.3050792687223533e-19,6.6768493252704854e-26,1.1412686493640424e-21,1.5431970006290966e-27,4.6668764352672896e-28,1.0966993954493758e-19,3.6109441411448675e-27,5.4834980279887748e-20
6.5535e-11,0.0020511031556971985,9.0310268039364167e-22,2.9148723435397502e-26,4.9626470271904651e-25,2.2185158951434237e-25,2.1260538295671068e-29,0.0,0.0,3.2822415453960203e-18,1.9859500610447952e-25,1.2060079588588251e-30,8.1444515078792698e-33,2.9364541172990714e-36,1.5896254318710501e-47,8.2330564504540932e-41,1.9649154530102614e-30,2.6854100716844835e-18,4.6969066025747816e-25,4.2709855642460372e-64,3.7025122890210466e-63,2.7021974311129006e-40,1.7257845047092415e-38,6.9916631608345584e-30,1.8278583930225651e-33,2.8207750720100412e-27,7.6847184499048128e-42,1.4370772776353177e-37,2.4867111606580201e-21,9.0461274435262303e-25,9.2805515180709478e-18,5.6172761779905896e-32,3.0456544005513749e-40,3.5023863317021747e-40,2.7924318685790883e-28,9.4973744677027992e-51,5.1353352309725031e-43,4.3517938939862449e-21,1.151637305553344e-27,5.9706587075448334e-30,6.7378109797362302e-31,3.7786027825609769e-20,2.8454688093453838e-49,4.2481362975604628e-39,3.5238120733934751e-36,5.2604124698474262e-31,1.362596480298239e-28,6.5985116760293262e-40,1.0610445853145709e-42,3.6933071905556356e-41,2.4338915930914262e-60,9.5634067763743473e-57,1.5499871108592757e-88,2.6468678670427882e-78,2.7929261060438908e-37,1.9343785118570858e-34,1.4680999519065413e-38,4.9689220497429544e-48,3.5543140665465462e-36,8.1173819054446526e-43,4.8035257640887457e-54,9.1360568324608479e-26,6.7689862955861422e-29,2.176489281197834e-34,6.7385109005014177e-36,9.5667428700967121e-54,1.2914155627648599e-58,7.7024672317543773e-52,0.88168480800000004,0.0,0.0094599999999999806,0.10885,0.00099999999999999742,1.0751047212126598e-17,9.2980284444079044e-18,1.0757910446503757e-17,2.4464716785678312e-20,1.7820537147589728e-20,2.1158743238335033e-20,1.7503945800941182e-24,2.5877480182998477e-19,5.2975351915686173e-25,4.5277894307199701e-21,2.4458781847131471e-26,7.4020752891958508e-27,2.1934335743416534e-19,2.8667409699540481e-26,1.0967176213298396e-19
9.999999999999999e-11,0.0020511031556971985,1.3771696504434735e-21,7.5072844599849973e-26,1.2786451162181246e-24,5.7148840802449496e-25,9.9479618734606929e-29,0.0,0.0,5.0099049739815066e-18,5.1207741222203302e-25,2.5603357417948732e-30,3.075839984087584e-32,1.3660410632687509e-35,5.6121146130864456e-47,2.0951956751168838e-40,4.1195295131286318e-30,4.0935170623260019e-18,1.2095180322531585e-24,7.555392293686383e-63,3.5211244318416364e-62,1.4157434326957311e-39,7.7818820990034645e-38,8.7978962861612714e-30,8.5473195433281578e-33,7.2633092701040521e-27,7.1413505890963339e-41,6.6170459824943622e-37,6.3953005131319004e-21,2.3250238517669734e-24,1.4120526489458549e-17,2.5924506678850195e-31,2.9576888748185324e-39,4.1650545056235235e-39,1.4312087013926039e-27,1.4537213649623214e-49,2.4263443342876671e-42,1.1205536915762347e-20,5.3851876822797038e-27,1.7436383480218981e-29,4.2875884516062308e-30,9.7113913657763866e-20,7.3179500829264493e-49,1.0055156126653578e-37,4.2811644283661038e-35,4.6419136049212299e-30,6.3334835890708869e-28,5.7669068895150465e-39,5.1576771676397323e-42,3.2280270584579384e-40,2.1673844623564392e-58,4.2840624412937452e-55,5.8081418347122924e-87,5.4218553075920963e-77,3.4069490347536926e-36,2.3405470516027702e-33,3.4898229790572872e-37,6.9329156326186685e-47,2.80230077569221e-35,1.5416816490046071e-41,4.2599769654486267e-53,4.2638879627025297e-25,1.8797979095956319e-28,1.9205850331963695e-33,2.780166817601272e-35,1.1433257382381894e-52,4.8406295509610682e-57,1.642189350902083e-50,0.88168480800000004,0.0,0.0094599999999999702,0.10885,0.00099999999999999612,1.6379068290702679e-17,1.4165372856190601e-17,1.6396708597977573e-17,6.295481225898906e-20,4.5881503999695618e-20,5.4448358306275555e-20,8.0639211145716698e-24,3.9025882089397527e-19,2.4437236430447086e-24,1.1517662973705951e-20,2.1357961776816837e-25,6.4723129768754805e-26,3.3469810484611307e-19,1.3238443657207549e-25,1.6734943760911294e-19
1.31071e-10,0.0020511031556971985,1.8045520623517378e-21,1.1647450914941341e-25,1.9839792763176422e-24,8.8669414102693103e-25,1.6999594104182228e-28,0.0,0.0,6.5674337826157633e-18,7.9468910061543232e-25,3.7812937729454891e-30,5.1145400817360287e-32,2.332830713318466e-35,9.2384822715673282e-47,3.2418341525389297e-40,6.0619642574181402e-30,5.3629583014446047e-18,1.8764896346114293e-24,1.3981715076522908e-62,6.3617099907719783e-62,2.4484597117927332e-39,1.3241595093412746e-37,1.0426257505863182e-29,1.460507022956478e-32,1.1268357291835639e-26,1.2886649166148795e-40,1.1286908382862139e-36,9.9189848239027116e-21,3.6055575386513869e-24,1.8483876622520616e-17,4.4231947818911384e-31,5.3495414278878343e-39,7.6041998406879867e-39,2.4697324356768788e-27,2.6786639823969472e-49,4.150787819402928e-42,1.7384345835814732e-20,9.2018319229663353e-27,2.7773001336355893e-29,7.5455199265726833e-30,1.5059938415510497e-19,1.1349996090512038e-48,1.8737134125234843e-37,7.8230539818412928e-35,8.3524683715959629e-30,1.0814854062208128e-27,1.0371036538014433e-38,8.8508868286124619e-42,5.8052083717198337e-40,4.0993899221848887e-58,8.0600281454559593e-55,1.0904581991224546e-86,1.0071162811219122e-76,6.2266041270137554e-36,4.2762159901247067e-33,6.5036270243705089e-37,1.2735140612172952e-46,5.0082104859886246e-35,2.8583634648868491e-41,7.6673963587999745e-53,7.2842454472518202e-25,2.9642396194470813e-28,3.4558215839241989e-33,4.6790594904792981e-35,2.0878140984770128e-52,9.0881456827714477e-57,3.0532217527097213e-50,0.88168480800000004,0.0,0.0094599999999999598,0.10885,0.00099999999999999482,2.1452860338648057e-17,1.855339717705235e-17,2.1480216428078919e-17,9.7654529550480111e-20,7.1179119002213609e-20,8.4459721421783471e-20,1.3755712292658196e-23,5.0879472561868881e-19,4.16921227555071e-24,1.7819196728359003e-20,3.8407645493348218e-25,1.1639939507368377e-25,4.3869309561462112e-19,2.2588775129589781e-25,2.1934720504618836e-19
2.62143e-10,0.002051103155697199,3.6023029243849662e-21,4.650714539350079e-25,7.9273854350964659e-24,3.541032626702756e-24,1.3585841165099432e-27,0.0,0.0,1.3146440165029826e-17,3.1811662488791129e-24,1.0518689684423589e-29,2.8269761076137649e-31,1.8404538792089656e-34,4.4284977188390724e-46,1.257232961222695e-39,1.6321278694543086e-29,1.0694504961133753e-17,7.4877804655859965e-24,4.608447647357232e-61,1.1177795527020765e-60,2.3690432057335501e-38,9.7840489908743195e-37,1.3428285325214548e-29,1.1655531810200529e-31,4.4955438934976348e-26,2.0659157730926281e-39,8.7090874549531472e-36,3.9454542019943238e-20,1.4319945980241456e-23,3.6661881153897841e-17,3.4301762724232727e-30,8.8112353951920308e-38,1.8425904287644675e-37,2.0745164661423607e-26,6.1844523727177819e-48,3.3882592684049097e-41,6.9354562741382785e-20,7.3433978414848723e-26,1.2037927016901682e-28,9.019842896073641e-29,5.9807627643952658e-19,4.5146646128406367e-48,8.7724988805860275e-36,1.8491062383032824e-33,1.3161802970191622e-28,8.5166515670019003e-27,1.60230111769574e-37,7.0461060726512675e-41,8.9697132336925752e-39,7.4142187867157518e-56,7.2917369664551013e-53,8.0105764071823611e-85,2.8238312818069261e-75,1.4841425669487409e-34,1.0023611528159694e-31,3.0696757657056656e-35,2.8937871164495532e-45,5.8061715615272954e-34,9.4334083006158288e-40,1.1939481528699082e-51,5.7883371928252709e-24,1.2365076610055427e-27,5.4456701966584944e-32,2.6676584300015919e-34,3.3264025936261135e-51,5.9986295914907397e-55,1.0748843225482878e-48,0.88168480800000004,0.0,0.0094599999999999181,0.10884999999999999,0.0009999999999999894,4.2709626113604823e-17,3.6936900174018512e-17,4.2818280096272628e-17,3.8898824663622807e-19,2.8389208145054934e-19,3.3644081672778226e-19,1.0627575540617947e-22,9.8421523296629711e-19,3.2301289935236261e-23,6.9043157022542441e-20,5.92380754385617e-24,1.8001676403453008e-24,8.7740183415495449e-19,1.7542074865114979e-24,4.387060203853638e-19
5.24287e-10,0.002051103155697199,7.1761718817134353e-21,1.8537550402064922e-24,3.1641866269259843e-23,1.4116443404955502e-23,1.0846887201686185e-26,0.0,0.0,2.6338103092663096e-17,1.2743493386680569e-23,2.6176189217269977e-29,1.3629658691705656e-30,1.4321948955445111e-33,1.6729632583484487e-45,4.7367159503711328e-39,3.807208105422245e-29,2.1264256404938229e-17,2.9806860149474205e-23,1.5257631511081837e-59,1.9433799579237722e-59,2.4284796084403445e-37,6.7709238863321913e-36,1.5124887347299328e-29,9.2790949350368935e-31,1.788847846232434e-25,3.1696479030952703e-38,6.4985473897199113e-35,1.5607688087205778e-19,5.6477442529641007e-23,7.2126054465681566e-17,2.5843319948317459e-29,1.3724071302672784e-36,4.8646258441743893e-36,1.6854191747341792e-25,1.2103497314161406e-46,2.8176485218758533e-40,2.7596464491882134e-19,5.8459718824428857e-25,5.0003087469706079e-28,1.0870915068092434e-27,2.3584082601774223e-18,1.7859408194201574e-47,4.0926270173893639e-34,4.3819124079648754e-32,2.0433322128651457e-27,6.604198049442776e-26,2.3964931710503901e-36,5.3419331720616799e-40,1.3417779416285644e-37,1.3292086681081272e-53,6.5359307466526642e-51,6.0339653488730999e-83,5.4636254014980844e-74,3.5758473415955583e-33,2.3374047709937211e-30,1.4543306576205123e-33,5.7608162169109946e-44,5.7759427018085137e-33,2.9432652021019286e-38,1.7930172285152456e-50,4.5693456038778597e-23,4.9994729463235665e-27,8.4542266527041003e-31,1.3061676089734293e-33,4.0577858012327981e-50,3.747135489538397e-53,3.4689724261375893e-47,0.88168480800000004,0.0,0.0094599999999998349,0.10884999999999997,0.00099999999999997855,8.4643949528698254e-17,7.320220261873086e-17,8.5072490558403367e-17,1.5430561177700555e-18,1.129019183582716e-18,1.3346983283528431e-18,7.9535162007347629e-22,1.8468673109442962e-18,2.4299034926238168e-22,2.5979384436035549e-19,8.8333748743702038e-23,2.6978458046990217e-23,1.7548399416037451e-18,1.3255653148692351e-23,8.7745852326357607e-19
