Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670)
0.0,0.0014503416179579365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0014503416179579365,1.9899595128374818e-35,3.7860652020114261e-44,1.1254802471322242e-40,2.1128015910512543e-44,9.563094526054756e-49,0.0,0.0,4.0993635721655647e-28,2.3589141345894209e-41,8.2456058742556679e-51,1.5908123523235057e-57,5.7424230277086362e-60,1.9258330682510761e-78,5.5415062546274613e-65,1.2829938823568236e-50,3.7286886221801372e-28,1.1254727647802311e-40,-2.3478665408646222e-107,3.1158263272154709e-105,2.4963683167407853e-70,3.0550027937760104e-68,1.5695181286999246e-45,1.2393336402497295e-55,3.2627933772020046e-44,3.0401971792527298e-76,1.0459643633323692e-64,1.4624239135889141e-38,5.3378015212551943e-43,2.6330960787359716e-30,5.3109407476187323e-56,1.7786684883806476e-77,4.63385671444124e-72,2.3113470627478201e-57,2.0727029940290486e-94,5.8983996032058278e-71,2.7192736932371874e-35,6.1555336420231934e-48,2.9027527846159537e-52,2.9608857321511631e-58,4.7234055909823253e-37,1.1655287099520767e-78,5.7462799921790295e-78,4.6705247710188198e-70,1.1855638324267044e-60,1.3586540785187493e-52,2.8103946605078372e-71,8.7470434625228917e-74,6.3505324889187909e-73,2.6942718494117194e-110,1.5205031188088017e-101,-4.6962349584417465e-150,-3.7563714239922749e-142,4.9443090765285194e-70,1.5822868461714081e-68,1.7041863043821337e-76,1.4485539549217055e-87,6.1961106279113728e-71,3.2209712766348464e-84,2.3564889348146498e-92,2.391845276327035e-48,1.8086222949990698e-53,5.4305530797856136e-66,9.429863213350681e-65,1.7519543120402932e-98,1.1333326929198436e-96,-2.3703360243906202e-99,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.3746217960742474e-30,2.633096379907809e-30,2.3746218350896547e-30,1.6753834126616392e-37,1.2852810399974368e-37,1.8577467814825883e-37,4.8136232412898004e-48,1.6028210548586816e-29,2.6282086556028173e-48,9.0701508190712936e-36,2.7239652644527101e-54,1.4872682646826852e-54,1.3793923240350721e-29,1.988044718726885e-46,6.896961620230765e-30,7.8057973968972167e-36,3.9028986978471708e-36,7.5070797219517284e-46,4.2481564039515575e-52,1.4303528375201542e-64,3.1698751181416581e-71,3.4837147756949344e-31,1.6991791547034741e-62,1.1778719251036817e-62,2.4578894876332067e-38,5.3791936758654836e-49,5.369551569125007e-47,1.7109168965223171e-46,4.009085143221392e-58,2.3285943666473991e-64,1.3177205300947677e-70,6.9216688924502296e-49,1.2672938020655098e-80,1.0172087622294706e-47,5.7562488712923705e-54,3.1564091544023509e-82,2.7104773580536848e-88,2.5280778196075085e-64,2.8070228782946218e-40,1.0198050336715135e-47,5.7709408255619598e-54,2.2251030908836675e-56,1.9179362709531713e-56,3.232693115367601e-77,1.0729963279111563e-79,3.2315464200584222e-87,1.3201213948928594e-95
3.0000000000000002e-15,0.0014503416179579365,6.5384369538145847e-35,2.3406694821042255e-43,7.3960127907299537e-40,1.3368417754567909e-43,9.0166317592146513e-48,0.0,0.0,1.3469337451889858e-27,1.5501435741832158e-40,5.4185097013443625e-50,1.4999025442395891e-56,5.414284043526862e-59,1.8157762613611583e-77,3.6415606707578061e-64,8.431052288658529e-50,1.2251404579347026e-27,7.395963648316399e-40,1.3891065946032155e-105,3.8282072399927871e-104,2.3538737999209375e-69,2.8804296289577371e-67,5.1569187630336084e-45,1.1685145490472416e-54,2.1441212935916709e-43,3.7491287436275718e-75,9.861946916972594e-64,9.610213516992211e-38,3.5076978604984953e-42,8.6515998015837728e-30,5.0074578904695022e-55,2.6933472078408688e-76,5.6930227289850944e-71,2.8395705279745754e-56,3.5988899206723395e-93,5.5638484486667544e-70,1.7869512274606356e-34,5.803788734220585e-47,2.7368276378880146e-51,2.794766130711312e-57,3.1039519959165952e-36,7.6591880654346007e-78,8.7074743760440827e-77,5.7429215470275146e-69,1.4565497851804728e-59,1.2810166268682402e-51,3.4527698320659053e-70,1.0746224351601742e-72,7.8020811154066897e-72,4.8497229252597009e-109,2.3024951111685692e-100,2.5116942896885832e-148,2.3135113228004989e-129,6.081806802208335e-69,1.9455948792389414e-67,2.5823940126040818e-75,2.1935242971583635e-86,9.3825663195636053e-70,5.7976304551247197e-83,3.5683201485987099e-91,2.2551682770085139e-47,1.7052063553103756e-52,6.671822052451065e-65,1.1585084757392735e-63,3.1283668833406566e-97,2.3637667238525803e-95,1.3409284287631978e-97,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.80232820803345e-30,8.6516017807127764e-30,7.8023284644203952e-30,1.1009662088179921e-36,8.4461323497712892e-37,1.2208049903726607e-36,4.5385581688629262e-47,5.2664090570729298e-29,2.4780248227299738e-47,5.960383357167712e-35,3.3465853942094019e-53,1.8272150242761592e-53,4.5322865000657102e-29,1.874441841871353e-45,2.2661432500692855e-29,5.1295227414793746e-35,2.5647613701726277e-35,7.0781012479602235e-45,5.2191621728358872e-51,2.165962473932267e-63,5.705774338799619e-70,1.1446490631290208e-30,2.3742855194792093e-61,1.9823908644231267e-61,1.615184472906605e-37,5.0718110760629718e-48,5.0627191269493041e-46,1.6131499400661531e-45,3.780026712700399e-57,2.8608628041014943e-63,1.9954157278314758e-69,6.5261444574548881e-48,2.2811387904175922e-79,9.5908221838960284e-47,7.0719610379103391e-53,5.6815605318489752e-81,5.6533020024272958e-87,3.8282313087904544e-63,1.8446145858680837e-39,9.6153013008331673e-47,7.0900111453617026e-53,2.7336973631371019e-55,1.8083239745313616e-55,6.3612825178926636e-76,2.4180088926452263e-78,8.2056239534213868e-86,3.7292629923211974e-94
7e-15,0.0014503416179579365,1.4498263943890111e-34,1.2247053513857858e-42,4.0195712428255811e-39,7.0995173428007692e-43,1.4563223153468027e-46,0.0,0.0,2.9866791744291873e-27,8.424693338817095e-40,2.944731534910161e-49,2.4224774133867795e-55,8.744881297079858e-58,2.932617537222144e-76,1.9791070009398487e-63,4.5819155201197901e-49,2.7166152230618067e-27,4.0195446316385411e-39,2.681589893669651e-104,1.937522466737198e-102,3.8041590370031397e-68,4.6523069382649e-66,1.143446044106816e-44,1.8873276587727084e-53,1.1652830692366128e-42,1.981534584597919e-73,1.5928497133922531e-62,5.2229393975236079e-37,1.9063565354374335e-41,1.9183971873231544e-29,8.087795371327963e-54,4.4464835080345469e-74,2.8796028379043473e-69,1.4357819037899819e-54,1.8531628758590773e-90,8.9871341290794461e-69,9.7116894495621619e-34,9.3739962685948744e-46,4.4195985431373336e-50,4.5134047139161141e-56,1.6869295498973511e-35,4.1626000397128799e-77,1.4384563098372694e-74,2.9052182410551566e-67,7.3674280400475833e-58,2.0690348245737634e-50,1.7464545999791293e-68,5.4347200519312151e-71,3.9463914346225809e-70,2.7003981991054386e-106,3.8030589468100257e-98,9.1950271658708112e-146,2.251402365497696e-127,3.07607647444979e-67,9.8423365053536674e-66,4.2660610697836527e-73,3.6226195739702879e-84,1.5492548223951175e-67,3.2266329361537637e-80,5.8912060515657441e-89,3.642436588410349e-46,2.7531885294312711e-51,3.3746988511858488e-63,5.8588304877155454e-62,1.7138997918339082e-94,4.5436629967073812e-92,1.1727442284135348e-95,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.7300811179838692e-29,1.918398262935964e-29,1.7300812573245522e-29,5.983510809517866e-36,4.5902886175265589e-36,6.6348084055495254e-36,7.3304459680534552e-46,1.1677670470628764e-28,4.0023784240595319e-46,3.2393335937328277e-34,1.6927465399820646e-51,9.2422920164288611e-52,1.0049836171321026e-28,3.0275028212163544e-44,5.0249180858585579e-29,2.7877796348555377e-34,1.3938898165119056e-34,1.1432169092850002e-43,2.6399164958710582e-49,3.5770977314456822e-61,3.1766585061778393e-67,2.5381343806967844e-30,1.9018342864831341e-59,5.2932342045443909e-59,8.7781748019939468e-37,8.1917418037822191e-47,8.1770447899131081e-45,2.6054774740384031e-44,6.1057918337306913e-56,1.4471754246754137e-61,3.2957033287462745e-67,1.0540704731543442e-46,1.2701141680034492e-76,1.5490582295473571e-45,3.5770852705505078e-51,3.163426169729458e-78,1.0871665390412687e-83,6.322339940370826e-61,1.0025063411882151e-38,1.553011957394644e-45,3.5862152194340786e-51,1.3827378992396802e-53,2.9204812910532979e-54,5.7601278557766735e-73,7.6500297354597843e-75,9.2166673929588602e-82,1.5060803089011152e-89
1.5e-14,0.0014503416179579365,3.0417889768128117e-34,5.3421153114221398e-42,1.7782576372679459e-38,3.1142254011553676e-42,1.35440659573719e-45,0.0,0.0,6.2661700338615284e-27,3.7270843337282542e-39,1.3026678889481559e-48,2.2528145493572491e-54,8.13289232391719e-57,2.7271905458207179e-75,8.7555542386222338e-63,2.0269085406191095e-48,5.6995630128755564e-27,1.7782459355046923e-38,4.8125438317895112e-103,3.7297176374506934e-101,3.5412898420879939e-67,4.3266986789718042e-65,2.3988192753752273e-44,1.7552495695232549e-52,5.1552105161734746e-42,4.0564680809339976e-72,1.4813740812276049e-61,2.3106263822378675e-36,8.4337139825306984e-41,4.0248684851829592e-29,7.5217900145154261e-53,1.7435472527382219e-72,5.5382159213305937e-68,2.7599119723935273e-53,1.4605760625970984e-88,8.3617922955692818e-68,4.2964499397163797e-33,8.7179896310181225e-45,4.1091532791577694e-49,4.2008530148067713e-55,7.462969841996254e-35,1.8415326587635349e-76,5.6475200891329755e-73,5.5916746253017013e-66,1.4169500262924316e-56,1.9242395694078455e-49,3.3588807581220846e-67,1.044989572794221e-69,7.5899250257266915e-69,2.142436951582103e-104,1.4922967166804462e-96,7.0288783657804818e-144,1.0726160407841023e-125,5.9204876165029087e-66,1.8943543227391058e-64,1.6748978055202867e-71,1.4212360826980707e-82,6.0764720408587456e-66,2.5581628219737135e-78,2.3101732956839652e-87,3.3875316353003851e-45,2.5590909916129308e-50,6.4904327533627068e-62,1.1265005059732437e-60,1.357449986329656e-92,7.2463690468100511e-90,4.7931874942456503e-94,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.6297766400750292e-29,4.0248732436883154e-29,3.6297772565178488e-29,2.6471043039725931e-35,2.0307431677546635e-35,2.9352382650597935e-35,6.8174331157360321e-45,2.4500135246733146e-28,3.7222766321954442e-45,1.4330773696819886e-33,3.2555903141784286e-50,1.7775323238270442e-50,2.1084885559855029e-28,2.8156274795618054e-43,1.0542442780803756e-28,1.2333104300220464e-33,6.1665521415926089e-34,1.0632077954943837e-42,5.0772326622773371e-48,1.403374939679747e-59,2.5198370448942876e-65,5.3251035071160077e-30,4.2316193878385277e-58,2.3996210527031023e-57,3.8834632968842668e-36,7.6184713211680985e-46,7.6047851102480291e-44,2.4231369575435987e-43,5.679195475774088e-55,2.7836212186765095e-60,1.2931283627741176e-65,9.8030423977001924e-46,1.0076151166811008e-74,1.440646112254507e-44,6.8796480616795351e-50,2.5096214237442641e-76,1.7349249711813738e-81,2.480392767085731e-59,4.4350763984986861e-38,1.4443231235146776e-44,6.8972072306062978e-50,2.6593579284925966e-52,2.7157582796885322e-53,5.205510309551715e-71,1.389901181033447e-72,3.3579919444495025e-79,1.0989266748535409e-86
3.1e-14,0.0014503416179579365,6.2257028793333225e-34,2.2121457374276734e-41,7.4120809902588976e-38,1.2929709237705573e-41,1.1431161840475025e-44,0.0,0.0,1.2825151756533954e-26,1.5535134524606188e-38,5.4290832848757426e-48,1.9011482314761745e-53,6.8641291757477308e-56,2.3014149005623747e-74,3.6494546718455196e-62,8.4474404649533955e-48,1.1665451630749356e-26,7.4120327939594287e-38,8.2499370898309251e-102,6.3526353987448131e-100,2.9943979367397965e-66,3.6516702352020499e-64,4.9090254368698878e-44,1.4814268710513151e-51,2.1487797848651272e-41,7.7214096335037164e-71,1.2502673250775486e-60,9.6310755287672301e-36,3.5153124236863563e-40,8.2377986150604624e-29,6.3483596961669948e-52,5.9459052861690875e-71,9.4161654185719261e-67,4.6875294106371991e-52,9.9720452900167587e-87,7.0638042997303175e-67,1.7908337206881072e-32,7.3579645843938782e-44,3.4662032099651047e-48,3.551241178000479e-54,3.1106901011678005e-34,7.6758147771791497e-76,1.9308883040983815e-71,9.5219248055698572e-65,2.4091363387011788e-55,1.6240523784948731e-48,5.7108239529999722e-66,1.7758797428656446e-68,1.2904516905218163e-67,1.4662638982032416e-102,5.0961890917359371e-95,4.9548236415334341e-142,4.2853274379487109e-124,1.008188813478501e-64,3.2258474046377656e-63,5.7264827020441391e-70,4.8517681375939662e-81,2.0732765850462058e-64,1.7483615854327764e-76,7.8790718969673257e-86,2.8590667063847447e-44,2.1575081979423514e-49,1.1035207389025445e-60,1.9142766263414021e-59,9.2783667577059725e-91,9.9153349172431171e-88,2.2315131843761631e-92,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.4291633951826379e-29,8.2378184492903049e-29,7.4291659646203827e-29,1.1033583117667143e-34,8.4644858479743522e-35,1.2234574709871376e-34,5.7538707703705188e-44,5.0144832597015837e-28,3.1415782380689909e-44,5.9732841975194495e-33,5.5352211293073798e-49,3.0221968601426951e-49,4.3154784522825939e-28,2.3763735336582943e-42,2.1577392265065466e-28,5.1406252461338776e-33,2.5703126158781361e-33,8.9733674567995262e-42,8.6323778061385854e-47,4.7907815583339536e-58,1.7239321496799142e-63,1.0899035725093169e-29,7.7711988152666102e-57,8.8591609776797614e-56,1.6186939118673285e-35,6.4299737734070893e-45,6.4183932675074408e-43,2.045113772693822e-42,4.794383283202299e-54,4.733871502019333e-59,4.4154485333937021e-64,8.2737341157795921e-45,6.89512240430435e-73,1.2158912153279292e-43,1.1696871036633987e-48,1.7173259083390765e-74,2.3768775685090774e-79,8.4674475655617704e-58,1.8486073394284743e-37,1.2189945574632772e-43,1.1726725194923406e-48,4.521476423856148e-51,2.2915254826608354e-52,3.7557721623477147e-69,2.0084850650497639e-70,9.7119138817711948e-77,6.35886289707552e-84
6.300000000000001e-14,0.0014503416179579365,1.2593485635370983e-33,8.9858146295648103e-41,3.0204586973042503e-37,5.2588281236352868e-41,9.3557687601790804e-44,0.0,0.0,2.5943115217109683e-26,6.3306515699147398e-38,2.2118430800771536e-47,1.5556210690042474e-52,5.6178841906596424e-55,1.8830446444853543e-73,1.48716255899813e-61,3.441512439374225e-47,2.359720101954713e-26,3.020439526886766e-37,1.3701842247181406e-100,1.0459121173064349e-98,2.4598200962488367e-65,2.988600504741608e-63,9.9272774857847513e-44,1.212465477984864e-50,8.7563823627216228e-41,1.5365274170092649e-69,1.0232591951399249e-59,3.9247022294790098e-35,1.4325040272302047e-39,1.6663609011742129e-28,5.1957548446113416e-51,1.9492480132135575e-69,1.5448074547208633e-65,7.6742551603299674e-51,6.5463269849299044e-85,5.7919762616970082e-66,7.2977347862219e-32,6.0220847315356783e-43,2.8337757730312131e-47,2.9158690073569695e-53,1.2676187945094214e-33,3.1279255657840991e-75,6.3626150814912816e-70,1.5670462318684762e-63,3.9524551088187106e-54,1.3291937622331053e-47,9.3691249397089255e-65,2.9107809629951863e-67,2.1171038722351705e-66,9.6463242865807674e-101,1.6753506474239659e-93,3.3664372228760332e-140,1.7531119968362221e-122,1.6592115089458971e-63,5.3088491432883314e-62,1.8869786894606608e-68,1.5938451591043249e-79,6.8037432012864501e-63,1.1470426138566062e-74,2.5835465998217556e-84,2.3399825901770379e-43,1.7619611239702318e-48,1.8104480481640073e-59,3.1372148192170107e-58,6.0915811081725675e-89,1.3014322423901695e-85,1.4910545429442149e-90,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5027919749137754e-28,1.6663689836926377e-28,1.5027930219711996e-28,4.4962391464792387e-34,3.4493204683293402e-34,4.9856491022191371e-34,4.7091771588276794e-43,1.014332985067009e-27,2.5711821098819081e-43,2.4341204864306212e-32,9.081076069079998e-48,4.9582123067916792e-48,8.7293783206854588e-28,1.9449131768705742e-41,4.3646891618311487e-28,2.0948109656806238e-32,1.0474054769567357e-32,7.3440656857765751e-41,1.4162146302604752e-45,1.5738021658450734e-56,1.1333289901218149e-61,2.2046876021633827e-29,1.3272894138215132e-55,3.0328404164078983e-54,6.5962572995596787e-35,5.262576342618175e-44,5.2530503888999267e-42,1.6737977731018005e-41,3.9258207706565997e-53,7.7699928445685647e-58,1.4511738179860478e-62,6.7715704516726612e-44,4.5349952937600702e-71,9.9512133734699613e-43,1.9189716091069292e-47,1.1294889604358306e-72,3.1275025224085156e-77,2.7816027156468012e-56,7.533098062170836e-37,9.9766117272375316e-43,1.923869380110566e-47,7.417868199078986e-50,1.8745590069135824e-51,2.4497780059785327e-67,2.6221014040574463e-68,2.5367472647963699e-74,3.3224819499849173e-81
1.2700000000000001e-13,0.0014503416179579365,2.5328870953872844e-33,3.6204287312083086e-40,1.2188879579679207e-36,2.1201470906597011e-40,7.563910073855703e-43,0.0,0.0,5.2179042199183901e-26,2.5547040144373628e-37,8.9214521602488074e-47,1.2570956361585333e-51,4.5418848476715007e-54,1.5215311973834892e-72,6.0012922888559973e-61,1.3881083864802742e-46,4.7460588409863367e-26,1.2188806007496705e-36,2.2644241940206697e-99,1.7046355393866223e-97,2.0033660602784827e-64,2.4160681100635261e-62,1.9955147921668519e-43,9.8024892919171698e-50,3.5335865051526581e-40,3.3571364608334748e-68,8.2725590924775781e-59,1.5837840114092353e-34,5.7807620393117317e-39,3.3515030355172777e-28,4.2006023458803029e-50,6.2861170085549425e-68,2.5000358606577691e-64,1.2367960193882197e-49,4.2313583908431673e-83,4.6998971743840629e-65,2.9449579374280469e-31,4.8687095355864019e-42,2.2860146560328795e-46,2.3725624814574073e-52,5.1153801081989536e-33,1.2622507926921901e-74,2.0729650743824989e-68,2.5518450368675968e-62,6.3966031192203885e-53,1.0746164567707319e-46,1.5162502095303834e-63,4.7019078087549619e-66,3.426212728788073e-65,6.2578228606211189e-99,5.4330347853120634e-92,2.291109229052637e-138,7.8056511533349394e-121,2.701962971668753e-62,8.645136988736923e-61,6.1478663221323275e-67,5.1611883281490461e-78,2.1985795712030132e-61,7.4001189245304715e-73,8.3351759227421305e-83,1.8918119716323793e-42,1.4183368348544724e-47,2.9300061134741985e-58,5.0663639431779137e-57,3.9360512293983166e-87,1.6794526208591811e-83,1.4540918519924932e-88,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.0225363832317444e-28,3.351535651827051e-28,3.0225406085623785e-28,1.8144310103238246e-33,1.3919539387021808e-33,2.0119295365508456e-33,3.8071812252585809e-42,2.0400651529713707e-27,2.0786981224387171e-42,9.8225728548931756e-32,1.4696479605689238e-46,8.0241896224064664e-47,1.7556858372305605e-27,1.5723886940300236e-40,8.7784291921590988e-28,8.4533339604237041e-32,4.2266669326454205e-32,5.9372785908642255e-40,2.2919106310763223e-44,5.0962306786101459e-55,7.341497318613767e-60,4.4342460057312246e-29,2.1927304742182431e-54,1.0031296658560949e-52,2.6618813352131034e-34,4.2546661743672404e-43,4.2468871725380981e-41,1.3532021537442487e-40,3.1769768962690745e-52,1.2586351336607745e-56,4.7034844015603548e-61,5.4746171153151034e-43,2.9403785212860412e-69,8.0450240767862909e-42,3.1055431888526108e-46,7.3231378441318626e-71,4.0559394274275604e-75,9.0072387332427652e-55,3.03988333858526e-36,8.0655567770554282e-42,3.1134692441110866e-46,1.2004611906614601e-48,1.5140413126574604e-50,1.4783020663605338e-65,3.1665567484542638e-66,6.1288652144781968e-72,1.6056950434762097e-78
2.55e-13,0.0014503416179579365,5.0798920836102149e-33,1.4532523611555099e-39,4.8965207890413845e-36,8.5129563254113914e-40,6.0818634739455374e-42,0.0,0.0,1.0465089640701734e-25,1.026282668309816e-36,3.5804731150659905e-46,1.0098437348148721e-50,3.6519039637517731e-53,1.2220197388734025e-71,2.4107906569318444e-60,5.5707521614967032e-46,9.5186917645538056e-26,4.8964942772316517e-36,3.8894120597322588e-98,2.7807485291283807e-96,1.6344068439948864e-63,1.9424433043765422e-61,3.9976413518216786e-43,7.8818273950014542e-49,1.4195143726739018e-39,8.1857731001026721e-67,6.6512746282359966e-58,6.362334316015489e-34,2.3222320823878576e-38,6.7217075261188331e-28,3.3774891647489229e-49,2.0064122216321955e-66,4.0217346492253654e-63,1.9731832470341361e-48,2.7122414707960868e-81,3.8067204600858582e-64,1.1830502245094512e-30,3.9147535563145867e-41,1.8300740756228982e-45,1.9320564429056514e-51,2.0549366526797224e-32,5.0706797619696976e-74,6.7521404760353333e-67,4.1559719015793419e-61,1.0290529781899296e-51,8.6405308860231462e-46,2.4391469856516028e-62,7.5358305144304333e-65,5.5116552824421723e-64,4.0398519974595053e-97,1.7535631806496674e-90,1.608374961369996e-136,3.8614059588492423e-119,4.4005577256104318e-61,1.4079531298849007e-59,2.0025163241017608e-65,1.6608945013516112e-76,7.0456580322105044e-60,4.724740269324174e-71,2.662651407776598e-81,1.52112607293144e-41,1.1306421818672467e-46,4.7136448220851636e-57,8.1157717436471914e-56,2.5208161645609254e-85,2.1447300946110988e-81,1.7024555304717042e-86,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.0619977502233737e-28,6.7218385507995658e-28,6.0620147241820495e-28,7.2889441163847996e-33,5.5917731925346923e-33,8.0823364951844192e-33,3.0610974039579567e-41,4.0913808983889455e-27,1.6713413287101339e-41,3.9457874055519623e-31,2.364224601635199e-45,1.2908528020532098e-45,3.5210539827434608e-27,1.2642584240630291e-39,1.76052699378442e-27,3.3957558077284411e-31,1.6978778656190928e-31,4.773596823521971e-39,3.6868740018354134e-43,1.6399557895911743e-53,4.7254297015599964e-58,8.8933241901071582e-29,3.56432345770682e-53,3.2629254239795899e-51,1.0693329363862804e-33,3.4210246834488547e-42,3.4146452600750606e-40,1.0880243769721714e-39,2.5593899352921306e-51,2.0285256974229129e-55,1.5163668674841699e-59,4.4018881668606536e-42,1.8960696592970036e-67,6.4682459599307397e-41,4.9957308567793945e-45,4.7219990199291262e-69,5.2308102859673783e-73,2.8984779581254192e-53,1.2211402845529721e-35,6.4847535481181589e-41,5.0084804916706348e-45,1.9311213264825746e-47,1.2149967417584599e-49,8.1751919698486444e-64,3.504947258479257e-64,1.357275117264706e-69,7.1131630233001066e-76
5.11e-13,0.0014503416179579365,1.0173613773761112e-32,5.8229885832981211e-39,1.9627427314840196e-35,3.4114972145771873e-39,4.8775575298256246e-41,0.0,0.0,2.0959460579737646e-25,4.1138451979078862e-36,1.4324498123281267e-45,8.0837345614767773e-50,2.9286732505417488e-52,9.778204920109975e-71,9.663113577051317e-60,2.2285583962543008e-45,1.9063779397033181e-25,1.9627345443154092e-35,8.0264275798316886e-97,4.584175845583798e-95,1.3485719436264764e-62,1.5574418474995202e-60,7.9881516960561362e-43,6.3211066910581727e-48,5.6900498277441625e-39,2.1969217103557443e-65,5.3335945981281239e-57,2.5502672378387398e-33,9.3083953440790314e-38,1.3461797410090923e-27,2.7085937177451805e-48,6.3344902352708408e-65,6.4512070073879978e-62,3.1137657080940961e-47,1.7262522652722494e-79,3.0973675688122162e-63,4.7421959684925985e-30,3.1395735719995118e-40,1.4549778610347786e-44,1.5885580111233377e-50,8.2369729091067603e-32,2.0325226290213513e-73,2.2186254769214819e-65,6.8298176443505556e-60,1.6508499611402283e-50,6.9294604568480159e-45,3.9125994136686329e-61,1.1999292329203451e-63,8.8411894612867091e-63,2.6083352773544224e-95,5.6609622692281448e-89,1.2057877076611634e-134,2.0977570620457817e-117,7.2320954985431318e-60,2.313772913379736e-58,6.5799546399805043e-64,5.3291459058921642e-75,2.2419882913984266e-58,2.9838384939889422e-69,8.4200071331697435e-80,1.219901616144748e-40,8.9143848035187619e-46,7.5618267827690851e-56,1.290958972377619e-54,1.6016323640477154e-83,2.7091785622589743e-79,2.0929807889826846e-84,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.214081068761262e-27,1.3462322601758459e-27,1.2140878726337732e-27,2.9217367589131961e-32,2.2414396857734127e-32,3.2397641285492071e-32,2.4547624050530975e-40,8.1934181137766917e-27,1.340286756673985e-40,1.5815345174558983e-30,3.7925627847551887e-44,2.0707182656616342e-44,7.0512788886187826e-27,1.0138480257361422e-38,3.5256394539791417e-27,1.3610730930958191e-30,6.8053651587799408e-31,3.827784429835551e-38,5.9138832554863626e-42,5.2617371413104002e-52,3.0324175353867767e-56,1.7811326069431469e-28,5.747400160010731e-52,1.0525590983940576e-49,4.2863693554702442e-33,2.7436123928475057e-41,2.7382963490514196e-39,8.7252048661946907e-39,2.0604466909548488e-50,3.2661068979571279e-54,4.8831472221707787e-58,3.5301619294632046e-41,1.2211986530306761e-65,5.1866865190054067e-40,8.0133695062268579e-44,3.0409774422702779e-67,6.7373733960747573e-71,9.2994559829142414e-52,4.8945299137136085e-35,5.1999221259014613e-40,8.033818515309599e-44,3.0976022307508643e-46,9.7061948405470849e-49,4.0555138219205458e-62,3.4810571130312678e-62,2.6974382519786479e-67,2.8280598896905753e-73
