Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89)
1.3631487000000001e-08,0.004893663896953182,7.8780757265015427e-16,2.7396018724738926e-18,5.1585889321481936e-17,1.8111531831331407e-17,1.4359198901535549e-18,0.0,0.0,6.5973018525453266e-15,6.4762507802964195e-20,3.4858157547455064e-26,1.8655562080414725e-27,8.3100898740576726e-35,2.8496132810077594e-17,4.0454463200440918e-26,1.5498402396054347e-13,4.4802072291014487e-17,8.9542594059398904e-27,2.0405200386134464e-29,2.3347078258526555e-14,2.6977256434346331e-28,2.3678069713463844e-29,2.0168313187857909e-23,4.4417760175262047e-20,2.7105575475087439e-30,1.1485472452644836e-14,3.665381629244902e-28,1.6812017849135367e-13,1.5469270603741302e-27,6.3779075567473493e-41,6.5571301234791183e-28,8.0938264176622585e-47,2.7956888859286512e-19,2.5513374185684357e-20,3.3874190144257909e-18,2.1919249256870773e-17,1.598739943800846e-20,3.7822263116608807e-14,1.5446451541868882e-25,1.8534102299388641e-29,4.3157308970844405e-24,6.0283261809105211e-23,3.3904080848311773e-20,3.9176914532405961e-20,1.7319495825656298e-28,3.7787660058155356e-30,2.8169520011780302e-29,1.273046943187277e-37,1.7210113833324534e-40,8.5505850398068028e-39,8.3932331790892858e-64,2.1656119728224233e-54,2.95559447779869e-28,9.775542825416489e-23,9.9376350145913995e-25,6.2922732870710337e-27,8.544689393348727e-36,1.7259253453224681e-23,6.8166058229283981e-28,7.3468121666096949e-42,5.7642569013783233e-18,7.5931216254271355e-21,1.4670122973001711e-22,1.1309621725423998e-27,1.3616538261022036e-39,8.1215670701477242e-43,5.0490371520928275e-36,0.88168480800000004,0.0,0.0094599999993830643,0.10884999999981314,1.8671566212092632e-13,1.511339166477825e-13,2.2851001574889323e-13,4.8439896655886678e-16,3.7532017104127314e-16,1.8603063406505507e-16,6.0739002962165194e-14,4.8983779750976685e-14,2.5763063205774746e-16,2.2818914320929676e-16,1.8982510793011832e-14,1.094169739002899e-16,8.4089221145352572e-18,6.1654900167912624e-16,3.4995038634915319e-16,4.7887842775973235e-16,6.9537679308846899e-16,1.5772187391240252e-15,1.5549400911209366e-13,8.6437096002336119e-17
1.7825791e-08,0.004893663896953645,1.2496677730853406e-15,5.5870272069915382e-18,8.957372624490147e-17,3.7319383366237161e-17,3.1924176613247988e-18,0.0,0.0,1.0409714652379953e-14,1.3033216831320082e-19,8.9777613422233796e-26,4.6127257882126877e-27,2.193766514660836e-34,5.1214486196455934e-17,8.3406433796805544e-26,2.0062937761157754e-13,7.5932803595461097e-17,1.7034202204784056e-26,2.7116991506207087e-29,3.8608410662870915e-14,8.223104499090242e-28,4.4827318877223371e-29,3.7557018733747646e-23,7.3620657644082202e-20,7.6895431688886774e-30,1.940158640990347e-14,9.6933942354065105e-28,2.0747107368669244e-13,3.0757193746757e-27,1.3236426274237247e-40,1.4361658386110312e-27,2.6763025132742757e-46,6.0906607081376762e-19,4.5157831013376619e-20,5.5657016922165472e-18,3.6163705285721066e-17,2.2535067309076643e-20,6.1991590639327765e-14,3.2930520919466885e-25,3.4285077844980403e-29,8.0232270638529256e-24,1.0868842644864189e-22,5.7549738353919488e-20,5.0487653297043591e-20,4.4231147957535779e-28,8.5561447243939191e-30,7.3487118058968889e-29,3.6716588554705257e-37,4.8967492955094216e-40,1.8945551813780366e-38,5.9345983051181131e-63,1.0885352591298379e-53,9.911588004533765e-28,1.615953351577594e-22,2.1972738688937468e-24,1.1429058982238721e-26,1.507283487567409e-35,3.7917293331902195e-23,1.6131152361880252e-27,1.916654978735442e-41,1.2276365663023333e-17,9.4378055319700445e-21,2.4130086450847899e-22,1.9722438797577764e-27,3.0031449828537075e-39,3.8741284729903784e-42,1.1952143876776095e-35,0.88168480800000004,0.0,0.0094599999991932023,0.10884999999970053,2.2711503172028813e-13,1.8357130732660552e-13,2.9086111080794311e-13,6.2195122704914978e-16,4.7691415912743034e-16,2.356639758163103e-16,9.5738413550226839e-14,7.6496189254999667e-14,3.5880872644773902e-16,3.1890523674746072e-16,3.1651356051606301e-14,1.5310252023128081e-16,1.2823906467890938e-17,1.0428381010830442e-15,5.9303978738135197e-16,8.1031157987557175e-16,1.1814538603096289e-15,2.8160225163861267e-15,2.0154192916084323e-13,1.1485110290132584e-16
2.2020095000000002e-08,0.004893663896954034,1.7839805899543665e-15,9.7925154098193351e-18,1.3889305517430665e-16,6.5891786982127504e-17,6.0266591203243141e-18,0.0,0.0,1.4968400358268711e-14,2.280120903066956e-19,1.8913734827052522e-25,9.3515522307301305e-27,4.6924118898318439e-34,8.2035730828163499e-17,1.4727004067941796e-25,2.4531617865250205e-13,1.1497842966159611e-16,2.7945556403358464e-26,3.3679139766825633e-29,5.7141949344525994e-14,1.998363767380032e-27,7.3500127078222509e-29,6.025406325889496e-23,1.0911267030424328e-19,1.7545253996402874e-29,2.9280281948643971e-14,2.08675120818435e-27,2.4218303670526928e-13,5.221070800796542e-27,2.3013420860180691e-40,2.6716340761910326e-27,7.0171151568276443e-46,1.1271203445853573e-18,6.9778261326415942e-20,8.1756671200971159e-18,5.3343828250754673e-17,3.0315599166496018e-20,9.0833817625963416e-14,5.9684148370241428e-25,5.4728304950571237e-29,1.3212293288760238e-23,1.7419651800543117e-22,8.7072654277137649e-20,6.1436636361657442e-20,9.2053401855745822e-28,1.5940552150408711e-29,1.5548766701055707e-28,8.3039634977138152e-37,1.1123868514348666e-39,3.5423768856593225e-38,2.5565972144164998e-62,3.8164907814387702e-53,2.5788579626949511e-27,2.3953234939295671e-22,4.0873407119454604e-24,1.7969696289244825e-26,2.36782950617132e-35,7.0582710740850799e-23,3.142299531421742e-27,4.0554329248928244e-41,2.2228629230376272e-17,1.109656617687633e-20,3.5483901801710956e-22,3.0338925554752018e-27,5.6101775714970523e-39,1.2806670568226337e-41,2.3287195835170405e-35,0.88168480800000004,0.0,0.009459999999003316,0.10884999999956972,2.6277050668725158e-13,2.1230499183159274e-13,3.4979282119252438e-13,7.6376886940753291e-16,5.813776777581725e-16,2.8679257271102799e-16,1.3529877520939063e-13,1.0710389862376049e-13,4.6227340247340897e-16,4.114066879754594e-16,4.7153431904522297e-14,1.9791129753733068e-16,1.7427610724643208e-17,1.5775878939493939e-15,8.9823238103959972e-16,1.2260591367230199e-15,1.7938311620157447e-15,4.3727144035460418e-15,2.4676621550503978e-13,1.4449792873758008e-16
2.6368523305595686e-08,0.004893663896954377,2.399964535123353e-15,1.5778060872316826e-17,2.0236396553054143e-16,1.0679325549060567e-16,1.0426347173962135e-17,0.0,0.0,2.0429289834030131e-14,3.6944070341201636e-19,3.5885588096992629e-25,1.7039645815087283e-26,8.9714341671110706e-34,1.2335647824156341e-16,2.3887635136966121e-25,2.9064224012923411e-13,1.6362797113430495e-16,4.2230707118608896e-26,4.0335356885767228e-29,7.955216943927522e-14,4.3579219782281639e-27,1.1127118867750575e-28,8.8971667735232642e-23,1.520002323110718e-19,3.5849760167773645e-29,4.1523329911649512e-14,4.0387502648836211e-27,2.7393711707079084e-13,8.1080809478695097e-27,3.6271210174244251e-40,4.5515179028147055e-27,1.6474863780133776e-45,1.9095454015935189e-18,9.9661469537136713e-20,1.1281242711381512e-17,7.3930114676301372e-17,4.0095542724186892e-20,1.2500364638085908e-13,9.8942717942262788e-25,8.0512661754906387e-29,2.0519331490387561e-23,2.6385692242083939e-22,1.2368678794436615e-19,7.2458161746206959e-20,1.7156350491540199e-27,2.6586836617697089e-29,2.9405276712557468e-28,1.647105034934829e-36,2.2649884114057038e-39,6.0858414714753188e-38,9.9687493519434435e-62,1.170370554344041e-52,5.9510638346886892e-27,3.3777345092565742e-22,6.9569714070347505e-24,2.6082799083114324e-26,3.4938047946185926e-35,1.200465048407743e-22,5.5001614380012306e-27,7.669602890809095e-41,3.6813302442371274e-17,1.2646621485857544e-20,4.9017902893096075e-22,4.3530262775697571e-27,9.5752904672289217e-39,3.6605680783969725e-41,4.0767004390746922e-35,0.88168480800000004,0.0,0.0094599999988064249,0.10884999999941826,2.9607615833405781e-13,2.3930763270326921e-13,4.0751920557383131e-13,9.1557185370280291e-16,6.9298020195305368e-16,3.4162823092629089e-16,1.7988369299086582e-13,1.410431903085895e-13,5.7241764402919471e-16,5.0953495326916109e-16,6.5980040789835463e-14,2.4569303908089683e-16,2.2336813756336988e-17,2.2452796690616966e-15,1.2790371224305336e-15,1.7448568589914493e-15,2.5605123085052492e-15,6.26491986627557e-15,2.9279923069108373e-13,1.767896256117479e-16
3.071695161119137e-08,0.004893663896954675,3.0673621651304206e-15,2.3573417128722212e-17,2.7862749870074644e-16,1.6032050106120189e-16,1.6641407783818558e-17,0.0,0.0,2.6591078633491852e-14,5.5758837893557517e-19,6.1797209363472004e-25,2.8211999182086111e-26,1.5472067331417144e-33,1.748773740749053e-16,3.5914983342982068e-25,3.3495914788004109e-13,2.2041008883587027e-16,5.947265145618439e-26,4.6845897991311532e-29,1.0500114386862807e-13,8.5081323010000145e-27,1.572082645556599e-28,1.2255053845551148e-22,2.0062315152029831e-19,6.5856685393751507e-29,5.5734855590665342e-14,7.0761371728773767e-27,3.0196636129237522e-13,1.1663197088778124e-26,5.2664294785300671e-40,7.15754616189851e-27,3.4479990295674995e-45,2.9861273745548137e-18,1.331085066477219e-19,1.4745012427183095e-17,9.7059313912739102e-17,5.1973241631133489e-20,1.6293953902092688e-13,1.5144588386938351e-24,1.1062485283599611e-28,3.022434352243323e-23,3.8016673117485714e-22,1.6624327450234316e-19,8.3190863683417545e-20,2.8930619860569315e-27,4.0369464771029942e-29,5.0208483218187085e-28,2.9038520991594926e-36,4.1645760704509319e-39,9.7133536566073358e-38,3.1152895269701624e-61,3.013013263919916e-52,1.2124636651216273e-26,4.5735471288580343e-22,1.0962239912565154e-23,3.5414612193865093e-26,4.8744506543387206e-35,1.8813173010839789e-22,8.7666197173915037e-27,1.3095720526086161e-40,5.6292312221169213e-17,1.4047444872634794e-20,6.414110558751932e-22,5.880561383792989e-27,1.5062536683859784e-38,8.855855134070703e-41,6.4984741916049552e-35,0.88168480800000004,0.0,0.009459999998609506,0.10884999999925331,3.2666241247170498e-13,2.6428014023952474e-13,4.6204852042507556e-13,1.0723037518795077e-15,8.0792753692893732e-16,3.9836255461082658e-16,2.2718434646618341e-13,1.7646778865240993e-13,6.8602980449501204e-16,6.1042597545215138e-16,8.7391673932308561e-14,2.9504161011129853e-16,2.7392171276216662e-17,3.0274920337256108e-15,1.7242668494414708e-15,2.3519645800188972e-15,3.4598105378875086e-15,8.3845934652034711e-15,3.3797984226711088e-13,2.1089910025728935e-16
3.506537991678705e-08,0.004893663896954927,3.7767572034396986e-15,3.330078645416368e-17,3.6776614320907474e-16,2.2739522365016091e-16,2.5004173508850447e-17,0.0,0.0,3.3412672659122188e-14,7.9791872092591119e-19,9.8976288877344414e-25,4.3510119777620964e-26,2.4701546222269682e-33,2.3711036344194617e-16,5.1039631774594035e-25,3.7828140018570884e-13,2.8514325184780125e-16,7.9572847979811315e-26,5.321138975663271e-29,1.3331228224864421e-13,1.5267622270962991e-26,2.1121193392673241e-28,1.6062324845799317e-22,2.545963308350224e-19,1.1163667911337946e-28,7.1847259071369041e-14,1.1505905758288308e-26,3.2677948717935407e-13,1.5868175875887328e-26,7.2103825399146374e-40,1.0604575644670274e-26,6.6094799903140005e-45,4.3996459094601959e-18,1.693562088666693e-19,1.8525152614524614e-17,1.2248947306032846e-16,6.6249597656706933e-20,2.0414462676077295e-13,2.1850428161942067e-24,1.447747904647819e-28,4.2844966262979788e-23,5.2845105561277996e-22,2.1459506811250412e-19,9.3676392290956713e-20,4.5283709376548983e-27,5.7270010787935597e-29,7.9444491213724082e-28,4.6905836569669966e-36,7.1071169885212603e-39,1.4720898159712239e-37,8.3856941584634612e-61,6.7935400327468305e-52,2.2470305556513815e-26,6.0239456008824916e-22,1.6349244542383424e-23,4.5847837843619603e-26,6.5261200241414336e-35,2.7741228965014515e-22,1.3045236425384663e-26,2.0721428326994044e-40,8.1138298400332765e-17,1.5319489901347536e-20,8.0677015107518946e-22,7.6035001735229056e-27,2.2300633583914815e-38,1.8920697751233906e-40,9.6708685459902324e-35,0.88168480800000004,0.0,0.0094599999984125577,0.10884999999907694,3.5525261629355325e-13,2.8777562848749212e-13,5.1360808503137981e-13,1.2341555571680617e-15,9.2629248116766684e-16,4.5703823904602957e-16,2.7654462310400646e-13,2.1285689057737881e-13,8.0341623567787886e-16,7.1437270690048219e-16,1.1118497882712309e-13,3.4609690906319815e-16,3.2618153572373238e-17,3.923751857918385e-15,2.2328115893336884e-15,3.0464891274034242e-15,4.4901422862437272e-15,1.0682894760715294e-14,3.8232381531412354e-13,2.4703809030248819e-16
3.941380822238273e-08,0.0048936638969551485,4.5205150553264374e-15,4.5056064201153138e-17,4.697400923464572e-16,3.0876101849580232e-16,3.5847572294623692e-17,0.0,0.0,4.085834270137426e-14,1.0955664226103558e-18,1.4989152560261688e-24,6.3551239526116177e-26,3.7158802790390028e-33,3.1043602974894294e-16,6.9444889198339795e-25,4.2062596210151699e-13,3.5764902800950157e-16,1.0241862341301667e-25,5.9433241283926448e-29,1.643380358473222e-13,2.5660219508140873e-26,2.7313979410744038e-28,2.0288966279699788e-22,3.1360766559109455e-19,1.7781284393359481e-28,8.9794500088797616e-14,1.7660060144567325e-26,3.4881682319012524e-13,2.070025352981889e-26,9.448102063855123e-40,1.5005855686995158e-26,1.1825289173218079e-44,6.1912567355752048e-18,2.0778932590327228e-19,2.2585849411546862e-17,1.5001358226516734e-16,8.3183275237244337e-20,2.4819329239302718e-13,3.0125248959696668e-24,1.827283007053944e-28,5.8974199543388373e-23,7.1468192154620543e-22,2.6861761588500679e-19,1.039513908436024e-19,6.6938180841679022e-27,7.7211335769229869e-29,1.1856271312011045e-27,7.0862469908749851e-36,1.1469672169858083e-38,2.14791625315767e-37,2.0244137957914435e-60,1.3828573913840658e-51,3.8704178932104814e-26,7.7704768584688847e-22,2.3405711004247098e-23,5.7283962138377294e-26,8.4656826773492125e-35,3.9030507019154818e-22,1.8423487878271981e-26,3.0924799410033722e-40,1.1175674361437653e-16,1.6480479448014327e-20,9.8474487830438326e-22,9.5102989632917317e-27,3.1513476924054693e-38,3.679861471042495e-40,1.3658777924380071e-34,0.88168480800000004,0.0,0.0094599999982155781,0.10884999999889068,3.8236748288213032e-13,3.1017409925997802e-13,5.6241442375466621e-13,1.4013838370956654e-15,1.048223405227234e-15,5.1773081529028029e-16,3.2749248469334763e-13,2.4985369199207858e-13,9.2472852312774929e-16,8.2150033569351393e-16,1.3717225614405638e-13,3.9893246432199708e-16,3.8029985467465908e-17,4.9338335765632865e-15,2.8035858585670573e-15,3.8276435612379335e-15,5.6499303578931054e-15,1.3120454102303965e-14,4.2584659561896234e-13,2.853954921054055e-16
4.3762236527978414e-08,0.004893663896955341,5.2923087257891343e-15,5.8914798325234472e-17,5.844195814374732e-16,4.0502376059650327e-16,4.950295724231654e-17,0.0,0.0,4.8896890958208929e-14,1.4554018282926902e-18,2.1712414850197356e-24,8.892721386178246e-26,5.3328458282765083e-33,3.9513413681007455e-16,9.1273454350173049e-25,4.6201195426050611e-13,4.3775199048744874e-16,1.2788843601879913e-25,6.5514155438916756e-29,1.9795209523189465e-13,4.0928548214114747e-26,3.4281834803855287e-28,2.4910858018735743e-22,3.7740816552677831e-19,2.695109585274724e-28,1.0951198661540235e-13,2.5892478324884401e-26,3.6846103989733503e-13,2.6136157522734605e-26,1.1967658265925758e-39,2.0473380599048671e-26,2.000605411471172e-44,8.4006760344951784e-18,2.4792926922670627e-19,2.6896240366371843e-17,1.7945345512805856e-16,1.0299892845895566e-19,2.9471858740926077e-13,4.0068170801111459e-24,2.2429145276458787e-28,7.9274696579959547e-23,9.4534731102463512e-22,3.282052377759263e-19,1.1404809432848479e-19,9.4581926413844797e-27,1.0009424690641445e-28,1.6896873930414309e-27,1.0158104861702936e-35,1.7729662891915224e-38,3.0444089776530099e-37,4.4804435406196645e-60,2.5937373452243392e-51,6.2897821439315447e-26,9.8524744643739289e-22,3.2462027722795974e-23,6.9638673600451501e-26,1.0710422466453641e-34,5.2909655147378439e-22,2.4975860425512505e-26,4.4072477627338369e-40,1.4849841508441439e-16,1.7545828217400447e-20,1.1740327187749389e-21,1.1590788754504238e-26,4.292256562521486e-38,6.6488788760989003e-40,1.8517460187992469e-34,0.88168480800000004,0.0,0.0094599999980185655,0.10884999999869585,4.0839026496812402e-13,3.3174425019480456e-13,6.0867220999972173e-13,1.5742067119391059e-15,1.1738462620032038e-15,5.8051293815014327e-16,3.7967849231166917e-13,2.8720683387275166e-13,1.0500864113411575e-15,9.3188289828546657e-16,1.6517972912127806e-13,4.5360032179936378e-16,4.3633509502517821e-17,6.057680441432357e-15,3.435525107524015e-15,4.6947101347601596e-15,6.9376263294208765e-15,1.5666652350870081e-14,4.6856336423202714e-13,3.2613908464572215e-16
4.8110664833574095e-08,0.004893663896955511,6.0867190157135766e-15,7.4937815606202532e-17,7.1161800037020757e-16,5.1668951468870041e-16,6.6298381026630998e-17,0.0,0.0,5.7500626614658502e-14,1.8820929619216199e-18,3.0333097258850941e-24,1.2020621800244793e-25,7.3679569768818942e-33,4.9141655569240534e-16,1.1663772746305496e-24,5.0246012738472135e-13,5.2527970783794287e-16,1.5585619278032288e-25,7.145726829209828e-29,2.3404290358568683e-13,6.2516383983190094e-26,4.2005212341646704e-28,2.9908215702798477e-22,4.457987780461784e-19,3.9224791652505751e-28,1.3093647962855029e-13,3.6573736795986335e-26,3.8605021546982763e-13,3.2153662648108374e-26,1.4756443655502563e-39,2.7118046339183336e-26,3.2290025283038592e-44,1.1066380594653652e-17,2.8939639690115385e-19,3.1429226929592309e-17,2.1065283283805926e-16,1.2589498893642064e-19,3.4339814379937756e-13,5.1767493173802898e-24,2.6929491140232927e-28,1.0446556366621048e-22,1.2272984788118134e-21,3.9326677296763568e-19,1.2399522278113245e-19,1.2887257185525148e-26,1.2581614338912575e-28,2.3202779699141574e-27,1.3963521298751768e-35,2.6470558368027954e-38,4.215668647374432e-37,9.2050082110941719e-60,4.543045720543544e-51,9.7438466986853622e-26,1.2306420104398992e-21,4.3884518467821929e-23,8.2837675386017117e-26,1.3278093604454646e-34,6.9597134760255589e-22,3.2767136898041762e-26,6.0520579767631439e-40,1.9167281498070456e-16,1.8529162401441575e-20,1.3734899951137095e-21,1.3835829793385555e-26,5.6749456443662748e-38,1.1305615878009955e-39,2.4294974744453201e-34,0.88168480800000004,0.0,0.0094599999978215183,0.10884999999849347,4.3361666304004374e-13,3.5268726295094528e-13,6.5257507297054944e-13,1.7527858065264358e-15,1.303235983924159e-15,6.454378741305947e-16,4.3283060136592619e-13,3.2472891380848941e-13,1.1796147827513086e-15,1.0455914753236028e-15,1.95045098919253e-13,5.1014965543197469e-16,4.9432008676379887e-17,7.2953407268881873e-15,4.1275830074379527e-15,5.6470146945914018e-15,8.3517244495182749e-15,1.8297205839138983e-14,5.1048907076811354e-13,3.6941877731319884e-16
5.2459093139169776e-08,0.004893663896955663,6.8993148712765398e-15,9.3169474158453221e-17,8.5109470231242676e-16,6.4415244885640095e-16,8.6555950544690506e-17,0.0,0.0,6.664594659062754e-14,2.3800717809986383e-18,4.1124443808991869e-24,1.5792421111866135e-25,9.8659674321109191e-33,5.9942581041294869e-16,1.4561728623213099e-24,5.4199305367416113e-13,6.200640683285566e-16,1.861892106790031e-25,7.7265891044368742e-29,2.7251500038931548e-13,9.2138166663478189e-26,5.0462184758659534e-28,3.5266262550077358e-22,5.1863994205174681e-19,5.5200238098578919e-28,1.5400660498954532e-13,5.0093618420233389e-26,4.0187044201286527e-13,3.8732508310987819e-26,1.7801033115400488e-39,3.5049301038234063e-26,5.0126337919453082e-44,1.4225246748271309e-17,3.31914236289142e-19,3.6162050381132229e-17,2.4348075120345561e-16,1.5203942738767518e-19,3.9396098309221582e-13,6.5299092058090587e-24,3.1759451455575202e-28,1.3533426157255959e-22,1.567773042826634e-21,4.6372792332302729e-19,1.3381732130063302e-19,1.7043036552778817e-26,1.542777459932985e-28,3.0905463406687106e-27,1.8548115468788122e-35,3.8437301598695785e-38,5.7274087050135878e-37,1.7798142387603119e-59,7.5305829471613921e-51,1.4512036783208077e-25,1.516481672472539e-21,5.8082873529517106e-23,9.6818216936245609e-26,1.6186621786857805e-34,8.9299258065491236e-22,4.1851003494994164e-26,8.0612056999548523e-40,2.4154210181192726e-16,1.9442020652074444e-20,1.5821561974278295e-21,1.6237397280041288e-26,7.3215650501630119e-38,1.8310773739676381e-39,3.1031149070534997e-34,0.88168480800000004,0.0,0.0094599999976244398,0.10884999999828439,4.5825398442207232e-13,3.7313839901389458e-13,6.9430211252856428e-13,1.9372321227138134e-15,1.4364173466201971e-15,7.1253696153861797e-16,4.8675477584922464e-13,3.6229496716148022e-13,1.3134317660607925e-15,1.1626873160326182e-15,2.2662022101305609e-13,5.6862385634963851e-16,5.5428753260129079e-17,8.6469642075479904e-15,4.8787367751118122e-15,6.6839272584276253e-15,9.8907881950933067e-15,2.0994436520594129e-14,5.5163835885461335e-13,4.1536200155550299e-16
6.115594975036114e-08,0.004893663896955921,8.5643097066914438e-15,1.363840638872382e-16,1.1658146023424044e-15,9.4769072227997396e-16,1.3871100372983172e-16,0.0,0.0,8.6480751332303426e-14,3.6068173853934155e-18,7.0329541102247113e-24,2.5467816089317113e-25,1.6420381330835261e-32,8.5102104115116094e-16,2.1465098931602335e-24,6.1840886311042045e-13,8.3075170192322043e-16,2.5342935300998328e-25,8.8493247404765982e-29,3.5626999616921224e-13,1.8356405619936182e-25,6.9485700143420646e-28,4.7023167787165517e-22,6.773274242396622e-19,1.0080102351634383e-27,2.0484692679863651e-13,8.7272918224336524e-26,4.2917241602021554e-13,5.3503244474767832e-26,2.4603340690706429e-39,5.5203326285098423e-26,1.0978221613765297e-43,2.2163285393627219e-17,4.1926323629043769e-19,4.615058723681034e-17,3.1358243528481238e-16,2.1464430970888037e-19,4.9982320762625448e-13,9.8121660293701478e-24,4.2357986911853288e-28,2.1751053625358565e-22,2.4542848732857946e-21,6.2060859762230179e-19,1.5317002782722372e-19,2.7769070313119788e-26,2.1906507345144332e-28,5.1008603285401658e-27,3.0198063736185328e-35,7.5962849580230368e-38,1.0093991856875956e-36,5.7776038039621866e-59,1.8118067045741442e-50,2.9280342078864422e-25,2.2208269767239436e-21,9.6597984296178394e-23,1.2691270841840397e-25,2.3100343128952499e-34,1.3852828389894869e-21,6.4074893266866145e-26,1.3304879605634813e-39,3.6225808969904216e-16,2.1095382175569448e-20,2.023881828247982e-21,2.148124415705729e-26,1.1496040250462439e-37,4.2801761818168535e-39,4.7511814442516189e-34,0.88168480800000004,0.0,0.0094599999972301771,0.10884999999784893,5.06370102771179e-13,4.1295333502574661e-13,7.7188462775176089e-13,2.3241010562317927e-15,1.7141796667841078e-15,8.5334056277684657e-16,5.9633780165178134e-13,4.3720376217151958e-13,1.5942928332010865e-15,1.4071754789824674e-15,2.943610542604542e-13,6.914734842309987e-16,6.8033105202140838e-17,1.1692914607771311e-14,6.5543388554308263e-15,9.0091701350840433e-15,1.3338431921513314e-14,2.6535315475849321e-14,6.3166492851120436e-13,5.1566146833576866e-16
6.98528063615525e-08,0.004893663896956132,1.0263696531408256e-14,1.8870591081146905e-16,1.5262340997251972e-15,1.3173736915466283e-15,2.084030151919053e-16,0.0,0.0,1.0826742795611182e-13,5.1679043255618383e-18,1.1158314483320233e-23,3.8290051119621864e-25,2.5316869675436466e-32,1.1503667928378669e-15,2.9865964264279102e-24,6.9146103863758858e-13,1.0685578990177628e-15,3.2858612333072756e-25,9.9225038500206317e-29,4.4864819030611408e-13,3.3393440795273821e-25,9.1165589704186128e-28,6.0135538584198876e-22,8.5319941348900373e-19,1.6914538650944704e-27,2.6157734973736008e-13,1.40807802300987e-25,4.5195602170848628e-13,7.0325692494924814e-26,3.2266527935589113e-39,8.1786988353517355e-26,2.1702649691770406e-43,3.2482758695062219e-17,5.0883246285703419e-19,5.6737088256757772e-17,3.8904508621615617e-16,2.9175685430506675e-19,6.1081573769606733e-13,1.3898002743443593e-23,5.4139820773032957e-28,3.3313608297777534e-22,3.6668702432396275e-21,7.9847840336146295e-19,1.7224461515693691e-19,4.2077724923139964e-26,2.9382108641080065e-28,7.8185303263136796e-27,4.5318219052205694e-35,1.402940440831158e-37,1.6917638807936384e-36,1.590685950470444e-58,3.7957430107021542e-50,5.3526862787669532e-25,3.1176797730582128e-21,1.5188504214727118e-22,1.5957848074988736e-25,3.1602902730747477e-34,2.0206813309562925e-21,9.1932562807101187e-26,2.0393647219819174e-39,5.1212389665749134e-16,2.2570069095286157e-20,2.4939447199251752e-21,2.7271120957416616e-26,1.6996892983745596e-37,8.8723781509234687e-39,6.8170911515713211e-34,0.88168480800000004,0.0,0.0094599999968357686,0.10884999999739374,5.5351883055021568e-13,4.5165967630684018e-13,8.4260984126482773e-13,2.7353608514927719e-15,2.0069994363624225e-15,1.0030066831426902e-15,7.0765020986401625e-13,5.115124467259321e-13,1.8932349627311206e-15,1.6654348744207955e-15,3.6743332006140482e-13,8.2232269627950619e-16,8.1470970538685865e-17,1.5197578065866422e-14,8.4545456795493917e-15,1.1665853841923444e-14,1.7270534702922616e-14,3.2216236153315177e-14,7.0875485674889498e-13,6.2770866808169956e-16
