Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89)
1e-12,0.004893663896950957,4.3289307517473287e-21,2.9807066576465661e-27,3.3352703195332294e-25,1.3183244748243323e-26,1.1580159750857973e-30,0.0,0.0,1.2096955187136305e-19,1.5065447774750151e-28,5.9089169052409646e-40,2.1186864669783263e-40,3.3476207479834566e-50,1.7400476840213228e-25,5.0711398828650673e-38,1.1749570316976451e-17,3.3078329245958314e-25,7.2440128087701996e-36,8.4835053602594033e-37,1.9126854840756817e-22,1.540510366110053e-44,9.4221874318882453e-38,3.8967529926550602e-35,3.5721148567430726e-28,4.3612438441701237e-44,8.5784181019091622e-23,8.2279619147063681e-43,1.5057733502727632e-17,2.0707313180669056e-39,1.9264769564090416e-53,5.8876120873870127e-40,5.9630973758769223e-63,2.5554815349220088e-31,1.727102340580713e-27,2.8053340382953296e-26,1.5761172537693938e-25,6.5296828100849448e-28,3.1581685568555568e-22,1.5221817205670354e-37,3.7504622691282907e-41,1.5081428781384995e-35,2.4113613530053514e-34,6.9631025718952863e-31,9.5227372155948027e-27,5.8661666429994138e-42,1.2913823174363689e-45,4.7172731636855242e-45,7.0453263610507855e-57,1.8298524967457454e-59,5.272279161388064e-54,1.5643301836079731e-89,1.2215534126161489e-77,6.9032815302451058e-45,5.5450039952930836e-34,5.9983339891833629e-40,1.2759904368604331e-38,1.7786759584491373e-48,3.6943232162895312e-35,1.8163669668246763e-43,6.2163107437424497e-58,5.7564895956524863e-30,2.1488016708989903e-26,1.1988602202096635e-30,2.0184742825083171e-38,3.1602762432225312e-53,8.1101297761318277e-67,1.1337299540141082e-52,0.88168480800000004,0.0,0.0094599999999999563,0.10885,1.8332019064363983e-17,1.5057497116846969e-17,1.8332475031761871e-17,5.3327421700273784e-20,4.3896515879300071e-20,2.1948279515663751e-20,5.9922864222610146e-22,4.9851541635614557e-22,6.0881835603965725e-24,5.0715630645537506e-24,1.4844304804778225e-22,2.5138926671282877e-24,1.3608473304052454e-26,4.6503213323383512e-24,2.6088072420580701e-24,3.6011564677056017e-24,5.1266025716765448e-24,4.475525725008724e-24,1.174957323243939e-17,6.0671006400156742e-21
1.023e-12,0.004893663896950957,4.4285460834084659e-21,3.0839841499953255e-27,3.4516395765472888e-25,1.3643164572771055e-26,1.2054111514047928e-30,0.0,0.0,1.2375151794822635e-19,1.5590937024163444e-28,6.1509284063198454e-40,2.2053968423891838e-40,3.4947457775263705e-50,1.8007409119163967e-25,5.2786655422945129e-38,1.2019732805238022e-17,3.4232059665701067e-25,7.4967370786426637e-36,8.7793774456875216e-37,1.9793973695808868e-22,1.6082535715276039e-44,9.7507307675212933e-38,4.0562156131547091e-35,3.6967054745488977e-28,4.5397801027838524e-44,8.8776224362267566e-23,8.5666606517972672e-43,1.5403958801673462e-17,2.1554701106151816e-39,2.0053193321002113e-53,6.1285470352781569e-40,6.2252939971537642e-63,2.6600578380922569e-31,1.7870982734581709e-27,2.9031803006111458e-26,1.6311268039110191e-25,6.7574127418525775e-28,3.2683211918104179e-22,1.5844730388354529e-37,3.9039382701465113e-41,1.5698578331836495e-35,2.5100369003267781e-34,7.2479967699659179e-31,9.8547266532909045e-27,6.1063190341727396e-42,1.3481638747965195e-45,4.9246908863070081e-45,7.3658886752843933e-57,1.9126798001505813e-59,5.5040971395499599e-54,1.6367111294450733e-89,1.2780707959869543e-77,7.2068522531233465e-45,5.7719107972268391e-34,6.2620760881965613e-40,1.3282202979820582e-38,1.8568472515387585e-48,3.8453466208167588e-35,1.8962416481803046e-43,6.4959682256144964e-58,5.992058424099066e-30,2.2233820625231278e-26,1.2406750568802193e-30,2.1009801971656347e-38,3.2991168702410427e-53,8.4853755148756283e-67,1.185242565627642e-52,0.88168480800000004,0.0,0.0094599999999999546,0.10885,1.8753527746103953e-17,1.5403714171064182e-17,1.8753999616928489e-17,5.4553529658522539e-20,4.4905786018554627e-20,2.2452915337791096e-20,6.201288354710862e-22,5.1590287319586332e-22,6.3005233697706707e-24,5.2484464123450385e-24,1.5362054804293329e-22,2.601570674251639e-24,1.4083376682652817e-26,4.8125185324828736e-24,2.6997990932192521e-24,3.7267601630644628e-24,5.3054119522028841e-24,4.6316370459077272e-24,1.2019735822389345e-17,6.206604553271424e-21
2.047e-12,0.004893663896950957,8.873838902754764e-21,1.2232067578486702e-26,1.3839792268035013e-24,5.4673457965119642e-26,9.6661910130647435e-30,0.0,0.0,2.476697711544089e-19,6.2413849509792034e-28,4.9799217042315446e-39,1.7677922879056805e-39,5.5216566720525181e-49,7.208434090685938e-25,4.2262185830034242e-37,2.404777915213465e-17,1.3699975696693033e-24,3.0045507906101184e-35,3.5120772381208881e-36,7.9216058061013808e-22,2.5803834644714226e-43,3.8961032291454555e-37,3.2464951550891671e-34,1.4794376389712324e-27,3.651587574236579e-43,3.5528986299469055e-22,7.4035699278313344e-42,3.0818034161701247e-17,1.7253189884731054e-38,1.6069917222946173e-52,4.9058367382560347e-39,9.9668965734463572e-62,2.1293431810886765e-30,6.9900070521258087e-27,1.1618612825245432e-25,6.5521556473782085e-25,2.703193689442886e-27,1.3079904418742753e-21,1.2683696310929159e-36,3.1245826818695782e-40,1.2561605509750248e-34,2.0084256446794767e-33,5.7876384215693764e-30,3.9335343950287049e-26,4.9141044921244561e-41,2.15806417041633e-44,7.8844040943712182e-44,2.3582090842750193e-55,5.6519771610479317e-58,8.8084592780456035e-53,1.0545591496035707e-87,8.1831920010283e-76,1.1565569362835387e-43,4.6182109595945328e-33,1.002155314063272e-38,1.0667375972973755e-37,2.9332316446299457e-47,3.0364853656714143e-34,3.0456826976121784e-42,1.3839324204360073e-56,4.7965027214046347e-29,8.654783217585208e-26,4.9653628621385362e-30,1.6566329403653867e-37,5.1589360586425888e-52,5.4546518306953702e-65,3.5151945186697629e-51,0.88168480800000004,0.0,0.0094599999999999077,0.10885,3.7518869870827205e-17,3.0817055205986732e-17,3.7520758242545732e-17,1.0913252636676812e-19,8.9832230683564771e-20,4.4916204672079978e-20,2.4817100696860638e-21,2.0645980767692075e-21,2.5209496774906305e-23,2.1000355125206403e-23,6.147987495234128e-22,1.0409374927934342e-23,5.6539998283269682e-26,1.926002865205958e-23,1.0804798030965809e-23,1.4914756379438032e-23,2.1232694995255897e-23,1.8543549425307752e-23,2.4047791227535267e-17,1.241762107445847e-20
4.095e-12,0.004893663896950957,1.7805400194226742e-20,4.8782815421428968e-26,5.556654097466877e-24,2.1932841777296871e-25,7.7605978223084914e-29,0.0,0.0,4.9574741024808718e-19,2.4985971737809029e-27,4.0751234174896661e-38,1.4184939656198589e-38,8.6161796693710153e-48,2.8853979066486789e-24,3.3830303103222006e-36,4.8103641932125941e-17,5.4813963661188316e-24,1.2055597490922364e-34,1.4039861381010027e-35,3.1693600756021385e-21,4.1447346797889767e-42,1.553899615458709e-36,2.5972421327823008e-33,5.9191339473216441e-27,2.9502861761420518e-42,1.4215200400721637e-21,6.7985381889773821e-41,6.1644276676523258e-17,1.380493624930702e-37,1.2887874763891181e-51,3.9258565804433585e-38,1.5951863788181469e-60,1.7039821079121763e-29,2.6752516353732769e-26,4.6484985618788614e-25,2.639508361568307e-24,1.0806092631875541e-26,5.2331373073079231e-21,1.0150271818708947e-35,2.4996569428077859e-39,1.0044427506464346e-33,1.605896167751604e-32,4.6087778227258637e-29,1.5655444904387665e-25,3.9741726576730352e-40,3.4527013605208076e-43,1.261827436082352e-42,7.5457685780536201e-54,1.7325016944076214e-56,1.4085723254126105e-51,6.8295711740216739e-86,5.2363425023748625e-74,1.8585003402080845e-42,3.6922617655379219e-32,1.6025807070487984e-37,8.5884517365102341e-37,4.5718898348531787e-46,2.3673357849627825e-33,4.903437791782903e-41,2.6507489804752003e-55,3.8382407627288532e-28,3.2822782384920715e-25,1.9867098832716278e-29,1.2878477746592286e-36,7.8877194207456492e-51,3.5147741068424377e-63,9.8102204101283927e-50,0.88168480800000004,0.0,0.0094599999999998158,0.10885,7.5045724891073704e-17,6.1640360471463914e-17,7.5053279536589055e-17,2.1825270313552952e-19,1.7965307530754217e-19,8.982689482312358e-20,9.9285804029625073e-21,8.2597811948901638e-21,1.0081779986180326e-22,8.3987820564626418e-23,2.4597908657355054e-21,4.1629446672294589e-23,2.2763326467973509e-25,7.7059083011161309e-23,4.3229971145564942e-23,5.9673770915187304e-23,8.4952276362467014e-23,7.4251822828672551e-23,4.8103690250057348e-17,2.4839892732589667e-20
8.191e-12,0.0048936638969509574,3.5832390307486285e-20,1.9533951144140203e-25,2.2363348533650081e-23,8.8204655064703795e-25,6.2446785374363878e-28,0.0,0.0,9.9286715214442083e-19,1.0006809665630956e-26,3.4047835424148078e-37,1.1410878049699684e-37,1.315914623630049e-46,1.1552108140467881e-23,2.7082146204510547e-35,9.6214447832540989e-17,2.1928216154861449e-23,4.8502438449130028e-34,5.6069985920224928e-35,1.2678199149178991e-20,6.6727092990454287e-41,6.1774479816461355e-36,2.0769141464699041e-32,2.3678296395720758e-26,2.4057409181229175e-41,5.6867298983065606e-21,6.8377996719043929e-40,1.2328912980313635e-16,1.1042695204345091e-36,1.0356581608779086e-50,3.141143361068418e-37,2.5525882870754723e-59,1.3633721814240583e-28,9.8450096842484151e-26,1.8595112889002759e-24,1.0683769392135531e-23,4.3154076205778798e-26,2.0933725485787532e-20,8.1217720958615143e-35,1.9987935486408184e-38,8.0241058860063363e-33,1.2827803641400137e-31,3.6516940687975492e-28,6.1977016475697e-25,3.2464987457775798e-39,5.5209621695219292e-42,2.0189634552088059e-41,2.4130987756078038e-52,5.4152437214284062e-55,2.2501144492997808e-50,4.471026366493264e-84,3.3483776353019866e-72,2.9945646859868242e-41,2.9487730936078364e-31,2.5600989708681926e-36,6.9434073328928239e-36,6.9480532222750448e-45,1.8054230655989621e-32,7.9262220793273647e-40,4.7007742709647901e-54,3.0708451055147458e-27,1.1879700573607835e-24,7.9482138078927054e-29,9.7663023342530643e-36,1.157845360140019e-49,2.2746809585133742e-61,2.5028251628372117e-48,0.88168480800000004,0.0,0.0094599999999996302,0.10885,1.5008412241723539e-16,1.2327346808282219e-16,1.5011433838998814e-16,4.3634203904534386e-19,3.5916677778293367e-19,1.7958481578862188e-19,3.9712631890151676e-20,3.3037248919480119e-20,4.0295153416721952e-22,3.3571066390948604e-22,9.8400629507319445e-21,1.6638805228275361e-22,9.219389821083698e-25,3.0826692738544171e-22,1.7293815164159529e-22,2.3871922821425891e-22,3.3984751631018521e-22,2.9751141156533501e-22,9.6214641158938758e-17,4.968538944059764e-20
1e-11,0.004893663896950959,4.3938699906780107e-20,3.257208164607807e-25,3.7362488191966825e-23,1.4745877936123893e-24,1.5995521786638129e-27,0.0,0.0,1.2132720732543371e-18,1.6656285745221708e-26,9.1787955089370695e-37,2.9266910982195225e-37,5.3174888476528701e-46,1.9218568717622226e-23,6.8983344843213019e-35,1.1746179170803918e-16,3.6455968046964587e-23,8.1119624509280539e-34,9.3048002640907122e-35,2.1076338199764142e-20,2.8996359860257489e-40,1.0203570650033165e-35,5.2834159662619209e-32,3.9363593178625319e-26,6.2850695902617848e-41,9.4542111055409073e-21,2.2345940414884757e-39,1.5050786362191884e-16,2.8103336009531627e-36,2.6524115276402354e-50,7.9969949040759626e-37,1.1007563533395492e-58,3.4709476204812506e-28,1.5163872576178298e-25,3.0912672227762755e-24,1.7931192101780671e-23,7.1611544874434809e-26,3.4800254745999014e-20,2.0678283527502573e-34,5.0843852815819422e-38,2.0384115445593675e-32,3.2583433850096167e-31,9.1735789237964445e-28,1.0191826483292522e-24,8.5006616728013732e-39,2.3779986123008739e-41,8.7050591958654893e-41,1.8906009859940517e-51,4.193379759632758e-54,9.6760636047730738e-50,6.9498952208802131e-83,4.9837517124333204e-71,1.3030867278822952e-40,7.4880154607356839e-31,1.1009550659484435e-35,1.7869641081098874e-35,2.7668549922076933e-44,4.3452534491712483e-32,3.4611857576517318e-39,2.1213178447104648e-53,7.8173337371909535e-27,1.8046299304150968e-24,1.3214697909572287e-28,2.3333094818617171e-35,4.4056264296097912e-49,3.4471662056547393e-60,1.4570192907789543e-47,0.88168480800000004,0.0,0.0094599999999995486,0.10885,1.8321134221355117e-16,1.5048183458313799e-16,1.8326156568378171e-16,5.3252832384873248e-19,4.3833636206340229e-19,2.1917054980893463e-19,6.6011412143739909e-20,5.4914579333283876e-20,6.6926406139609482e-22,5.5762857820626267e-22,1.6358746689843959e-20,2.7635867847676162e-22,1.5526004507586746e-24,5.1248683910284138e-22,2.875077410207242e-22,3.9686615039975033e-22,5.6499712803960273e-22,4.9544345497900085e-22,1.1746211317150239e-16,6.0659253018162228e-20
1.6383e-11,0.004893663896950959,7.2541560145747765e-20,7.8576717905817885e-25,9.028648401232929e-23,3.5653510627377825e-24,5.0401067646038171e-27,0.0,0.0,1.9909639535443286e-18,4.0118754410798127e-26,2.9552216394681447e-36,9.2271365491934809e-37,1.9436918517049026e-45,4.6269435419654362e-23,2.1683041555124935e-34,1.9243238096028077e-16,8.7716686856966938e-23,1.9620834679891049e-33,2.235237797155972e-34,5.0708909542984156e-20,1.0776466363704936e-39,2.4409618738653623e-35,1.6597457489607659e-31,9.4708672982538944e-26,1.9973159647897157e-40,2.2747650876561804e-20,7.7065930664991762e-39,2.4654831578625751e-16,8.8301274240325207e-36,8.3570752866473796e-50,2.513071541210092e-36,4.0840679618116677e-58,1.090746173186989e-27,3.3931314167769461e-25,7.4374795643630649e-24,4.3503496776001165e-23,1.7202283426748688e-25,8.3727870151156467e-20,6.4983541939976223e-34,1.5971799339825816e-37,6.3996023139814756e-32,1.0229055801930937e-30,2.8657377171147429e-27,2.4284971218736834e-24,2.7039811458977631e-38,8.8206381863808209e-41,3.2296739191781229e-40,7.7100731502447771e-51,1.7078837436994901e-53,3.58782932672308e-49,2.9894795754404664e-82,2.1387299382885838e-70,4.8443647516563685e-40,2.3504590380236539e-30,4.0823177043363619e-35,5.6422515605587079e-35,1.0078017536974709e-43,1.3306965631781477e-31,1.2877128896323009e-38,7.9476680855231026e-53,2.4565170628285041e-26,3.980495032518845e-24,3.1797322575697625e-28,7.1203098371793553e-35,1.5865320496180016e-48,1.4807770426149538e-59,5.7149523099072409e-47,0.88168480800000004,0.0,0.0094599999999992589,0.10885,3.000997026114968e-16,2.464857059880665e-16,3.0022052191168891e-16,8.7191862561768109e-19,7.1768376751516042e-19,3.5884757592925312e-19,1.5880583688594756e-19,1.3210805640974011e-19,1.608939496057184e-21,1.3406590077011901e-21,3.9359718667042378e-20,6.6438659831996375e-22,3.7778697456148909e-24,1.2330704192532895e-21,6.9176295882447204e-22,9.5488262597188413e-22,1.3594305009908856e-21,1.1938404882069875e-21,1.9243315455137725e-16,9.9380187907932614e-20
3.2767e-11,0.004893663896950963,1.4857841638104225e-19,3.1838028445114917e-24,3.6544067432977972e-22,1.4557150364355913e-23,4.0785303375936272e-26,0.0,0.0,4.0025825126711329e-18,1.6119130623840057e-25,2.734858070197492e-35,7.5378127702371346e-36,2.7528662277789e-44,1.854056522475701e-22,1.7359127114259804e-33,3.8485353224576116e-16,3.5086289129979054e-22,8.0228161184961319e-33,8.880160813866727e-34,2.0278465330963219e-19,1.7452584440171728e-38,9.5376735240306173e-35,1.3247966677323782e-30,3.7876143934768622e-25,1.7145892666883678e-39,9.0987523953585657e-20,9.7376805210992751e-38,4.9294466538889376e-16,7.0568556164855156e-35,6.7986702144536015e-49,2.0104773604201184e-35,6.5334824099238426e-57,8.7257449444372397e-27,1.0633841408078281e-24,2.9742476433662012e-23,1.7795256330657146e-22,6.8332144198076132e-25,3.3482238851391665e-19,5.1994289993901018e-33,1.2746396622628143e-36,5.0878911055837272e-31,8.1297011581087897e-30,2.2081058143554191e-26,9.3307489666091892e-24,2.3334866850834558e-37,1.4070149884269503e-39,5.1647035224283907e-39,2.4593580608951004e-49,5.397448312281889e-52,5.7006525645850253e-48,2.0783372344019524e-80,1.363220190216035e-68,7.8717565131586704e-39,1.8665859985733136e-29,6.4870250178798291e-34,4.600301495685276e-34,1.3480525293559944e-42,9.40121605277064e-31,2.0992261402440102e-37,1.3080135807632674e-51,1.9647343164025289e-25,1.1941056811792395e-23,1.2720879008174184e-27,4.9288566105604468e-34,1.9619675161321215e-47,9.6897855251414903e-58,1.1673357802199637e-45,0.88168480800000004,0.0,0.0094599999999985182,0.10885,5.9988628483450955e-16,4.9269454706293309e-16,6.0036915826048053e-16,1.7406792374676773e-18,1.4326882688436717e-18,7.163667767292446e-19,6.348039059045459e-19,5.2805322273915045e-19,6.4123142859191336e-21,5.3447250642104603e-21,1.5741915960806331e-19,2.6480104491225507e-21,1.5824196333390091e-23,4.9318205678561861e-21,2.7668639091924054e-21,3.819202339660321e-21,5.4375131260610484e-21,4.8051723074676846e-21,3.8485662858950233e-16,1.9878493764655233e-19
6.5535e-11,0.0048936638969509704,3.1110829491219831e-19,1.3071589030163993e-23,1.4793814799045295e-21,6.0588599911745235e-23,3.3019360177886396e-25,0.0,0.0,8.0874847193619248e-18,6.5046162406964011e-25,2.7808131606515835e-34,6.2779236856259405e-35,3.7652290997527553e-43,7.4312814071039704e-22,1.3886231286389768e-32,7.6963697273028868e-16,1.4033518576436124e-21,3.3475433573652938e-32,3.5041734342486609e-33,8.10691318790195e-19,2.8285596627302162e-37,3.655130046784493e-34,1.0550063001205191e-29,1.5143859166461114e-24,1.558978285418978e-38,3.6390760493646946e-19,1.3484839917942167e-36,9.8524974456462632e-16,5.6335969670725496e-34,5.615907793000074e-48,1.608320397404617e-34,1.0449713260285509e-55,6.9798372814333718e-26,2.9871154524108274e-24,1.1890458335304142e-22,7.2770848007226805e-22,2.6957092188376875e-24,1.3385116940760087e-18,4.1601236967140047e-32,1.0147188027666549e-35,4.0201303192994565e-30,6.4192787571729594e-29,1.644730458602328e-25,3.4571994191620634e-23,2.1381923997732796e-36,2.2374616534452101e-38,8.2541144897290148e-38,7.8194615040232816e-48,1.6989277193384129e-50,8.9951939955520353e-47,1.5430385477980143e-78,8.6534662839648397e-67,1.2842795671759139e-37,1.4715419866006706e-28,1.0238202266033854e-32,3.7417522001793716e-33,1.5875568617335145e-41,6.4217411926443657e-30,3.414956473872887e-36,2.1212976266824921e-50,1.5709311640472012e-24,3.1490276945798281e-23,5.0891940995645735e-27,3.2458110582825366e-33,2.1382657307335358e-46,6.3500855869037417e-56,2.1721542641103572e-44,0.88168480800000004,0.0,0.009459999999997035,0.10885,1.1984833815268538e-15,9.8425188091033249e-16,1.2004115568097018e-15,3.4687548359003652e-18,2.8546756786051123e-18,1.4274273809023529e-18,2.5357427664725881e-18,2.109083604267522e-18,2.5462390442694248e-20,2.1235922198958116e-20,6.294880619663473e-19,1.0516032219207555e-20,6.8888918279318563e-23,1.9722646082711258e-20,1.1065422289594903e-20,1.5273450372517261e-20,2.1747334994205177e-20,1.9456924239166229e-20,7.6964937331403258e-16,3.9765451879960546e-19
9.999999999999999e-11,0.004893663896950985,5.0397565517604702e-19,3.5117139647993682e-23,3.8431719748761425e-21,1.6607708475615692e-22,1.5594366335992008e-24,0.0,0.0,1.2513506873330417e-17,1.7005944717084168e-24,1.798231440535902e-33,3.1443452594392442e-34,2.8687440213991972e-42,1.9187770569800845e-21,6.4867573298290059e-32,1.1742238749672864e-15,3.6169035883200541e-21,9.2028739189030805e-32,8.8383811402449451e-33,2.0877849785522434e-18,2.5429498995192463e-36,8.8909396829017456e-34,4.8984744624719382e-29,3.9007563293996484e-24,8.8753146838616981e-38,9.378407359589899e-19,1.1066593099659479e-35,1.5020267078993286e-15,2.6272136694559784e-33,2.7721062346079721e-47,7.5282342632948153e-34,9.2817403430153882e-55,3.2667203670855773e-25,5.4667018591445964e-24,3.062177356721347e-22,1.9015270268390813e-21,6.7962483621758304e-24,3.4469216384095116e-18,1.9474581761590264e-31,4.7085678305223955e-35,1.841141871801064e-29,2.9363925926456842e-28,6.8560867369432549e-25,7.9655221274331045e-23,1.227696804776005e-35,1.9658465495490232e-37,7.3204683110112783e-37,1.336182049909568e-46,2.8596349033243944e-49,7.7907802764316181e-46,7.994010323645216e-77,2.9066376891794906e-65,1.1736325996101259e-36,6.7122902801960844e-28,8.8709002105491365e-32,1.7617861089730676e-32,9.0083102399222652e-41,2.6043995844988672e-29,3.0550823963641305e-35,1.8945753610652396e-49,7.3465526263841883e-24,5.382890881582061e-23,1.3118746014855198e-26,1.2455801974531431e-32,1.1869828355918973e-45,2.2393212500971272e-54,2.0849558099638985e-43,0.88168480800000004,0.0,0.0094599999999954755,0.10884999999999997,1.8260369898129892e-15,1.4994655088025682e-15,1.830993208642934e-15,5.2669660156626286e-18,4.3338272492731373e-18,2.1671400148676171e-18,6.5216597769659741e-18,5.4233278885850695e-18,6.4862483767997925e-20,5.4148072931018656e-20,1.6217948606368456e-18,2.6793241936067231e-20,2.0022724525802347e-22,5.0818367601560219e-20,2.8514127598845627e-20,3.9355317312790454e-20,5.604533954584416e-20,5.1135695157634267e-20,1.174255902922223e-15,6.0694745431867009e-19
1.31071e-10,0.004893663896950985,6.7785007127231997e-19,5.4991716849403418e-23,5.9741841457527706e-21,2.6117741008912415e-22,2.6676278490841769e-24,0.0,0.0,1.6503668902808294e-17,2.647313685664153e-24,3.1686821736689494e-33,5.4130762872189754e-34,5.1155393834491815e-42,2.9786519293844212e-21,1.1082844019664357e-31,1.5389683879342312e-15,5.6124720149513535e-21,1.4481590758524165e-31,1.3647293591514656e-32,3.2391146493042124e-18,4.5804772054787263e-36,1.3611143983026488e-33,8.3634505040335507e-29,6.0521248219185863e-24,1.5471162304230591e-37,1.4552548173169107e-18,1.9827694741629064e-35,1.9679131732343797e-15,4.4878260816792662e-33,4.7649373882964621e-47,1.2865174455578999e-33,1.6707379400807297e-54,5.5824962588184763e-25,7.7021067407237337e-24,4.7508490397930281e-22,2.9597517785173535e-21,1.0492979878864048e-23,5.3477022964796203e-18,3.3280922296445057e-31,8.0386587384405351e-35,3.1385500303281362e-29,5.0049059604008557e-28,1.1554245765648638e-24,1.2029880022941289e-22,2.1417310370655658e-35,3.5363906098309938e-37,1.3175913306235259e-36,2.470287014042025e-46,5.2845000640508096e-49,1.4003412416441111e-45,1.5061688248906128e-76,5.449026232089843e-65,2.1159089222363831e-36,1.1436946895031516e-27,1.5945225531343523e-31,3.0127496351800859e-32,1.5698292198828482e-40,4.3733915308298996e-29,5.5014440350543815e-35,3.4113392429103846e-49,1.2553409857089907e-23,7.396770559032994e-23,2.0357574030523124e-26,2.0758823235485137e-32,2.0643058657011003e-45,4.2008739983652545e-54,3.768767255121915e-43,0.88168480800000004,0.0,0.0094599999999940686,0.10884999999999996,2.3917911799496067e-15,1.9639425908347652e-15,2.3994772505437135e-15,6.8880952646512632e-18,5.6673168315225574e-18,2.8340081782198506e-18,1.0115056771976566e-17,8.4111962813902509e-18,1.0038258531189785e-19,8.3819143158665646e-20,2.5163825449975324e-18,4.1467525502367742e-20,3.1863180517548588e-22,7.8851884598866373e-20,4.4244541719365847e-20,6.1065681093473125e-20,8.6965789260742631e-20,7.9694844764705814e-20,1.5390181104213115e-15,7.956299089686877e-19
2.62143e-10,0.004893663896951013,1.5769293671696436e-18,2.4153249990795343e-22,2.4046271853829283e-20,1.1944645746072652e-21,2.1484114914301675e-23,0.0,0.0,3.4319286668455009e-17,1.0952198823567135e-23,4.0235084843997725e-32,4.9393833788728542e-33,7.1291156850249688e-41,1.1941794599708222e-20,8.8027232206781758e-31,3.0766892195613614e-15,2.2442128443950073e-20,6.642346680614407e-31,5.1840695042471276e-32,1.2927231475762988e-17,7.4068018456923843e-35,4.9261996482537003e-33,6.5710306431226065e-28,2.4164988122406328e-23,1.7173578455278228e-36,5.8179435907785115e-18,3.0102828983585342e-34,3.925483035665354e-15,3.5600418614776094e-32,4.2153463751693264e-46,1.0289715756448406e-32,2.6695820986624053e-53,4.4637358096113868e-24,1.9459782294326407e-23,1.8960620369532255e-21,1.1949727683331559e-20,3.9815153256553917e-23,2.1339948027873506e-17,2.6607391619103693e-30,6.3074961177560777e-34,2.395094006604732e-28,3.8092298106661158e-27,7.4159333315178012e-24,3.8000430341842402e-22,2.3940167978293841e-34,5.5225354564308412e-36,2.0982135640294422e-35,7.7059685772097416e-45,1.6036922487948809e-47,2.1245074356192822e-44,1.46683827277151e-74,3.3775901584475665e-63,3.524000396250231e-35,8.6499595914641619e-27,2.4211273976274426e-30,2.3833410284539927e-31,1.2636262613524675e-39,3.0720297593028694e-28,8.7100975172656877e-34,5.4526574345971194e-48,1.0020188441849803e-22,1.6047051187590724e-22,8.1380299547927712e-26,1.3127739729443073e-31,1.8252854847504433e-44,2.766334964659875e-52,6.2045663560306756e-42,0.88168480800000004,0.0,0.0094599999999881376,0.10884999999999986,4.7630028864529041e-15,3.9097662428130909e-15,4.793535436359415e-15,1.3586923259004774e-17,1.1173013439697302e-17,5.5878363093575985e-18,4.0238282645117339e-17,3.3444908726604448e-17,3.9025551824030596e-19,3.2660418569435862e-19,1.0052860324503037e-17,1.6128630793227568e-19,1.5942461003791407e-21,3.1509911376169573e-19,1.7684196732865279e-19,2.4403863705597635e-19,3.4767544437526121e-19,3.3338505914862716e-19,3.0768890635144234e-15,1.5924948442325032e-18
