Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869)
0.001722460247351489,0.0019281560178805797,4.6918666895571786e-11,2.3527250739594639e-11,3.4625100413024984e-08,1.5274325432141031e-07,0.00030957662738434591,0.0,0.0,1.3406914416716199e-05,7.0739365680462285e-05,3.6267457024189139e-07,1.3868881426138185e-09,5.267607313380485e-12,4.0124477016542304e-30,1.142345337772436e-22,6.7188661012326087e-15,1.2196532159317123e-08,5.1361297551013071e-06,2.5763490428758578e-17,1.5161755384638959e-22,9.4375705896254779e-11,8.417878855816552e-22,2.6806775517111837e-16,9.9208553647586908e-07,2.8257451362379399e-09,4.655937970496348e-10,2.4502929846061609e-13,1.114741837728566e-05,8.6353585153960668e-10,3.4804412339047486e-13,2.4991939939041727e-12,1.0660160654130955e-15,1.1110242774629812e-11,2.6914762874470316e-09,3.4194367650115174e-15,2.7884073862118907e-13,4.5983177229848819e-07,5.793382707994817e-07,6.83383662913088e-16,3.050156367966893e-15,5.0200858184467735e-11,3.4622030087503891e-33,2.8393623266637387e-08,1.1587342162624766e-11,1.2861806614194649e-09,6.4389391947247087e-15,8.1978634556577714e-11,2.3029276550278822e-18,1.3142031811928217e-09,1.3770873486873846e-12,7.7934245743152777e-16,2.1453984578535274e-30,6.43561648922153e-25,1.6005412717412146e-10,1.7100315493244352e-16,1.0663696699872551e-09,6.337114612766768e-18,8.5542480489315683e-10,1.444360104086273e-17,2.4635373007492067e-19,5.2072410820328406e-11,6.6972105028561843e-20,4.6279105592918429e-10,2.0518076595794648e-16,2.7617268484222127e-19,5.5484847901228695e-12,8.2370975204193193e-19,0.88168480800000004,0.0,0.0089062111536152982,0.10809566742352048,0.00099327844832177163,1.0577237292665462e-13,1.1999079160780289e-09,1.119919634093276e-09,5.9855149655961011e-12,8.7758355072645967e-08,3.715816649779507e-08,1.5114425947926884e-13,5.7053626789764344e-08,3.0282584971409536e-10,8.3907664283109466e-07,2.2307289401239869e-12,4.0257885006592335e-09,1.9763656010839855e-08,0.0001010787121696414,2.1705031549723221e-09,3.4655920961496566e-07,3.5333233536507851e-08,1.2656282417976152e-09,1.5934233622770549e-08,6.911712398042898e-12,1.0079649607006888e-05,1.9845638885571227e-08,5.6497166563356553e-17,6.3401296735934677e-05,6.9362642052789701e-07,1.1834434362693666e-06,9.4205429384530764e-10,4.1807845241141355e-05,6.5496168430140153e-11,5.6532771651858359e-09,9.5637966278775042e-08,7.1430956148802375e-11,1.9998695347279921e-09,4.5533788469880099e-09,6.710437264328337e-08,1.7086416655764283e-10,8.5351634495600744e-05,2.6553979821574592e-05,7.5554274724331204e-05,8.9408921181106604e-09,1.5741558933353251e-07,0.00014590265548606907
0.0017285266369683656,0.0019281510380153018,4.6877574160743849e-11,2.355006901770909e-11,3.4576859042905962e-08,1.5416724654294124e-07,0.00031200640240787637,0.0,0.0,1.3396310412876261e-05,7.1348163727589153e-05,3.6926350468729843e-07,1.4100713056428517e-09,5.3111928556710535e-12,4.0104597257477908e-30,1.139589045786535e-22,6.7084653806412066e-15,1.2189163708736513e-08,5.1859316041263668e-06,2.6165307402706225e-17,1.5381024182692288e-22,9.5862439015904794e-11,8.4871801172478654e-22,2.6754263350370823e-16,1.0006230888016821e-06,2.822806736208226e-09,4.732214928285115e-10,2.4658476845528093e-13,1.1233089516564109e-05,8.7118658530533868e-10,3.5055571177225526e-13,2.4976763799004444e-12,1.081122214133335e-15,1.1189641802053937e-11,2.7332009010587348e-09,3.4769343717541958e-15,2.7829878639718709e-13,4.5953623635907733e-07,5.7875691367339178e-07,6.8312126406001841e-16,3.0715153439567057e-15,5.0563339615336303e-11,3.5152812372299267e-33,2.884245837467511e-08,1.1661062459715237e-11,1.3068787489270365e-09,6.4833222562791894e-15,8.2502341785750083e-11,2.317448672727436e-18,1.3345339609712277e-09,1.4098037503852303e-12,7.9059355581504275e-16,2.1735064128982001e-30,6.5272278900399811e-25,1.6304197055309093e-10,1.725797535606494e-16,1.0731112617127387e-09,6.430241521823409e-18,8.7136125220439917e-10,4.6027609506842124e-17,2.4982934959659126e-19,5.243360993768492e-11,6.7445249643040798e-20,4.6630022193709288e-10,2.0688216108229584e-16,2.8093027863791638e-19,5.6360426734780024e-12,8.3671128070495978e-19,0.88168480800000004,0.0,0.0089019743910602675,0.10808996022052791,0.00099322530731889855,1.0572191154210673e-13,1.1979610551942012e-09,1.1189521261587359e-09,5.9823589113412768e-12,8.7678991281623375e-08,3.7096138672719457e-08,1.5106456281464534e-13,5.6968446800499181e-08,3.0233063229295995e-10,8.3778577374388943e-07,2.2294407429864752e-12,4.0190032522198497e-09,1.9733703988644039e-08,0.00010183264684792628,2.1664743163240425e-09,3.4601870960612269e-07,3.5265987191153286e-08,1.2632381567853916e-09,1.5903343946578225e-08,6.9000630822283979e-12,1.0158661730045527e-05,1.9812228375501116e-08,5.6387642677726524e-17,6.3886487036839221e-05,6.9245490982029514e-07,1.1808900476338612e-06,9.4058737709824221e-10,4.2117862977806826e-05,6.5355336916291982e-11,5.6413799525634974e-09,9.5431919369154297e-08,7.136635851513894e-11,1.995562105437269e-09,4.5468011585133119e-09,6.7004597828036186e-08,1.7050428579899262e-10,8.6015869211795567e-05,2.6748630676011946e-05,7.6160502751546275e-05,8.9279309397204868e-09,1.5718039500513931e-07,0.00014704899683726829
0.0017345930265852422,0.0019281460697616244,4.6835857978921334e-11,2.3572459456705991e-11,3.4528625482589472e-08,1.5558927104599027e-07,0.00031443212138422506,0.0,0.0,1.3385683940542706e-05,7.1955769490918519e-05,3.7590569386452384e-07,1.4334705380992504e-09,5.3545873125329048e-12,3.9989512517068452e-30,1.1368179723507947e-22,6.6980465399622994e-15,1.2181750554694063e-08,5.2356747295766675e-06,2.6569136810351747e-17,1.5601133062889717e-22,9.7358257733813308e-11,8.5563808764071421e-22,2.6701699827929365e-16,1.0091404774374808e-06,2.8198282244583605e-09,4.8089846681463021e-10,2.4813140306294457e-13,1.1318586280120843e-05,8.7882526015339137e-10,3.5305700186973105e-13,2.4961195065337686e-12,1.0962636692110335e-15,1.1268657275713252e-11,2.7751662083737058e-09,3.5347672266049101e-15,2.7775626913528536e-13,4.5923906707219223e-07,5.7816628620647436e-07,6.8285108249345309e-16,3.0927594188244851e-15,5.0924334745497753e-11,3.5686724794884666e-33,2.9294051754811451e-08,1.1734363551190337e-11,1.3277163885915423e-09,6.5275157287443464e-15,8.3023089891161916e-11,2.3318855614897693e-18,1.3549807522207337e-09,1.4429776297964825e-12,8.0188693262399923e-16,2.2016496584604652e-30,6.6190714062066097e-25,1.6605743442156125e-10,1.7415599949526538e-16,1.0798136714698173e-09,6.5237747208160079e-18,8.8743257897647816e-10,7.3006513119355073e-17,2.5331645043690819e-19,5.2792828915321247e-11,6.7916268209412236e-20,4.6978541305363299e-10,2.0857572789360711e-16,2.8571717142831018e-19,5.7238777955338741e-12,8.4975373428993247e-19,0.88168480800000004,0.0,0.0088977459489448119,0.10808426444163055,0.00099317224512536799,1.0567146935701734e-13,1.1960155606367527e-09,1.1179525262840875e-09,5.9792047895157359e-12,8.7597095138377669e-08,3.7034161313738629e-08,1.5098491477903641e-13,5.6883311649428615e-08,3.0183576950556446e-10,8.3649575245475632e-07,2.2281536028141553e-12,4.0122237722901005e-09,1.9703771390519722e-08,0.00010258478631597702,2.1624508617725031e-09,3.4547862627533625e-07,3.5198837868575557e-08,1.2608514369031264e-09,1.5872501213316111e-08,6.8884236699961603e-12,1.023754062202471e-05,1.9778848791856817e-08,5.6278285235152989e-17,6.4370736536362264e-05,6.912844885923923e-07,1.1783406244074281e-06,9.3912158082584985e-10,4.2427132628767071e-05,6.5214721484155267e-11,5.6294995805661127e-09,9.5226186736513182e-08,7.129969964963241e-11,1.9912612401523122e-09,4.540226195686611e-09,6.6904876791797177e-08,1.701449159030258e-10,8.6678670447649789e-05,2.6942766778489794e-05,7.6765635392455923e-05,8.9149746319907231e-09,1.5694532021602853e-07,0.00014819367741422513
0.0017406594162021189,0.0019281411130931093,4.6793552419652451e-11,2.3594436017176817e-11,3.4480408729403496e-08,1.570093120273307e-07,0.00031685378810602621,0.0,0.0,1.3375037591487209e-05,7.2562183034247576e-05,3.82600895387525e-07,1.4570862862561913e-09,5.3977916051920167e-12,3.9923666099338911e-30,1.1340335677656735e-22,6.6876129111753366e-15,1.217429556382656e-08,5.2853584337411137e-06,2.697495960250863e-17,1.5822071309961841e-22,9.8863105445590174e-11,8.6254826623648314e-22,2.6649098570951288e-16,1.0176377013819118e-06,2.8168118677728784e-09,4.8862441058717945e-10,2.4966928643919613e-13,1.1403908861059794e-05,8.8645183805056205e-10,3.5554808163822381e-13,2.4945253221239879e-12,1.1114232192966284e-15,1.1347292174673241e-11,2.8173704692414282e-09,3.5929319790778573e-15,2.7721333331004277e-13,4.589403722655473e-07,5.775668957132629e-07,6.8257347269562807e-16,3.1138896242724883e-15,5.1283856049158303e-11,3.6223747708784876e-33,2.9748386301298742e-08,1.1807249425516411e-11,1.3486929479963499e-09,6.5715209891928128e-15,8.3540906795640483e-11,2.3462391264667041e-18,1.3755426954122421e-09,1.4766104014491568e-12,8.1322202838305017e-16,2.229826788394401e-30,6.711142022975999e-25,1.6910048752336293e-10,1.7573190798980778e-16,1.0864772738541933e-09,6.6177100449463704e-18,9.0363823351311937e-10,9.07879584396345e-17,2.5681485118209709e-19,5.3150085759858808e-11,6.8385180170231051e-20,4.7324680230385993e-10,2.1026150476576256e-16,2.9053308456731238e-19,5.8119891424293273e-12,8.6283669083534497e-19,0.88168480800000004,0.0,0.0088935258137510173,0.10807858006656666,0.00099311926169419452,1.056210489508005e-13,1.1940717418571384e-09,1.1169221785705702e-09,5.9760527452182871e-12,8.7512773373330865e-08,3.6972244019485748e-08,1.5090531904227552e-13,5.6798235080515057e-08,3.0134133988829586e-10,8.3520678053182847e-07,2.2268675729307305e-12,4.0054511016734344e-09,1.9673862825207102e-08,0.00010333513450714289,2.1584333155291031e-09,3.4493904020441867e-07,3.5131794068289656e-08,1.258468387178168e-09,1.5841709245547622e-08,6.8767959482658126e-12,1.0316286407002995e-05,1.97455051328238e-08,5.6169107789096182e-17,6.4854046726612596e-05,6.901153318973899e-07,1.1757955026843779e-06,9.3765712412594654e-10,4.2735655901524781e-05,6.5074340767126252e-11,5.617637675018505e-09,9.5020795771594339e-08,7.1231066426275202e-11,1.9869675116923372e-09,4.5336550272892975e-09,6.6805225247513169e-08,1.6978610601025099e-10,8.7340040500236805e-05,2.7136389419984702e-05,7.7369673597529979e-05,8.9020253582020664e-09,1.5671040295938213e-07,0.00014933669800705609
0.0017467258058189955,0.0019281361679809195,4.6750690063645239e-11,2.3616012004519957e-11,3.4432217310883167e-08,1.5842735478550538e-07,0.00031927140702370775,0.0,0.0,1.3364373831441424e-05,7.3167404660408412e-05,3.8934886795214221e-07,1.4809190039575726e-09,5.4408066557386784e-12,3.9737981072187861e-30,1.1312372168837666e-22,6.6771676618831554e-15,1.2166801477873781e-08,5.3349820611345696e-06,2.7382756675323038e-17,1.604382828469258e-22,1.0037692613281873e-10,8.6944869595005251e-22,2.6596472531593522e-16,1.0261147643037977e-06,2.8137598336147303e-09,4.9639901482061629e-10,2.5119850097426081e-13,1.1489057478093619e-05,8.9406628486872136e-10,3.5802903796307114e-13,2.4928956909714056e-12,1.1263143829446434e-15,1.1425549458078163e-11,2.8598119620444202e-09,3.6514252939815272e-15,2.7667011817873116e-13,4.5864025511421938e-07,5.7695922737399475e-07,6.8228877465427679e-16,3.1349069849534837e-15,5.1641915880436584e-11,3.6763861675397939e-33,3.0205445086701767e-08,1.1879723999060978e-11,1.369807799629476e-09,6.6153393909007175e-15,8.4055819980565581e-11,2.3605101563284905e-18,1.3962189401921328e-09,1.5107034539821822e-12,8.2459828786854609e-16,2.2580364076213124e-30,6.8034347299837094e-25,1.7217109856454763e-10,1.7730749379412612e-16,1.0931024372578706e-09,6.7120433479334201e-18,9.1997766668995967e-10,1.6736769400604445e-17,2.6032437196983077e-19,5.3505398359000519e-11,6.8852004742689224e-20,4.7668456539123815e-10,2.1193953013044302e-16,2.9537774075708993e-19,5.9006830949946724e-12,8.760008030485765e-19,0.88168480800000004,0.0,0.0088893139708921161,0.10807290707368895,0.00099306635696426188,1.0557065281053029e-13,1.1921298918386759e-09,1.1158623815147112e-09,5.9729029181984575e-12,8.7426129095143726e-08,3.6910395875159703e-08,1.5082577913894532e-13,5.6713230114095219e-08,3.0084741779450047e-10,8.3391904887344453e-07,2.2255827046306284e-12,3.9986862254028241e-09,1.964398265798615e-08,0.00010408369554070164,2.1544221730581318e-09,3.4440002769519136e-07,3.5064863820527575e-08,1.2560892958332077e-09,1.5810971653677936e-08,6.865181608206606e-12,1.0394899230214917e-05,1.9712202128052373e-08,5.6060123140778175e-17,6.533641922028266e-05,6.8894760537958657e-07,1.1732549995298528e-06,9.3619421446314356e-10,4.3043434577019947e-05,6.4934212344675425e-11,5.6057957703595446e-09,9.4815772315117591e-08,7.1160542771104998e-11,1.982681460463705e-09,4.5270886662194128e-09,6.6705658082519067e-08,1.6942790249820059e-10,8.7999981863602246e-05,2.7329499938046726e-05,7.7972618506348126e-05,8.8890851684980292e-09,1.564756792313332e-07,0.0001504780596906153
0.001752792195435872,0.001928131234397309,4.6707302221544132e-11,2.3637200745356311e-11,3.438405935889966e-08,1.5984338557700271e-07,0.00032168498315286872,0.0,0.0,1.3353695016294153e-05,7.3771434878668689e-05,3.9614937186032719e-07,1.5049691424135341e-09,5.483633453647741e-12,3.9543939418190599e-30,1.1284302360616446e-22,6.6667138269044916e-15,1.215927095001679e-08,5.3845449930393692e-06,2.7792509871038513e-17,1.6266393719447691e-22,1.0189966431141951e-10,8.7633952883821763e-22,2.6543834088493808e-16,1.0345716739013863e-06,2.8106742033075233e-09,5.0422197944887145e-10,2.5271913000813862e-13,1.1574032371958128e-05,9.016685698851288e-10,3.6049995765449195e-13,2.4912324062240889e-12,1.1417398796648488e-15,1.1503432118556218e-11,2.902488982061119e-09,3.7102439281118427e-15,2.7612675676913444e-13,4.5833881523496578e-07,5.7634374706121949e-07,6.8199731615857766e-16,3.1558125203297165e-15,5.1998526530775559e-11,3.7307047445460555e-33,3.0665211345664241e-08,1.195179119528639e-11,1.3910603204783647e-09,6.6589723100019459e-15,8.4567856823150086e-11,2.3746994477384149e-18,1.4170086445499601e-09,1.5452581528196028e-12,8.3601517483851485e-16,2.2862772096574261e-30,6.8959448748656232e-25,1.7526923622248809e-10,1.7888277272768979e-16,1.099689528901497e-09,6.80677062194165e-18,9.3645033188331823e-10,8.3178086879037232e-17,2.6384483895354703e-19,5.3858784476323934e-11,6.9316761053799778e-20,4.800988801197864e-10,2.1360984522124946e-16,3.0025086994617364e-19,5.9895956872847672e-12,8.8920563169165303e-19,0.88168480800000004,0.0,0.0088851104048664545,0.10806724544016519,0.0009930135308622997,1.0552028334186621e-13,1.1901902893614913e-09,1.1147743933423767e-09,5.969755443464097e-12,8.7337262196965025e-08,3.6848625520937152e-08,1.5074629848379487e-13,5.662830915036495e-08,3.0035407396583394e-10,8.326327391867291e-07,2.2242990474008333e-12,3.9919300800962332e-09,1.9614135044487166e-08,0.00010483047369426965,2.1504179044108788e-09,3.438616613457454e-07,3.4998054738872588e-08,1.2537144362051763e-09,1.5780291859267382e-08,6.8535822578658099e-12,1.0473379255090299e-05,1.9678944273950042e-08,5.5951343421843792e-17,6.5817855733319325e-05,6.8778146651473346e-07,1.1707194154814507e-06,9.347330492376423e-10,4.3350470498669833e-05,6.4794352881960256e-11,5.5939753223154005e-09,9.4611140865548946e-08,7.1088209992873656e-11,1.9784035988068656e-09,4.5205280775169627e-09,6.6606189473691971e-08,1.6907034936438814e-10,8.8658497200342398e-05,2.7522099709738782e-05,7.85744714208571e-05,8.8761560161982028e-09,1.5624118331015091e-07,0.00015161776378495664
0.0017588585850527487,0.0019281263123117865,4.6663418969513896e-11,2.3658014508636715e-11,3.4335942619413838e-08,1.6125739156254935e-07,0.00032409452203756604,0.0,0.0,1.3343003399736016e-05,7.4374274390308384e-05,4.0300216856446823e-07,1.5292371491301709e-09,5.5262729742777378e-12,3.9402833430428375e-30,1.1256138915433423e-22,6.6562543018852001e-15,1.215170652424031e-08,5.4340466454788697e-06,2.8204200893172941e-17,1.6489757368389985e-22,1.0343126501893816e-10,8.832209114793831e-22,2.6491195057334292e-16,1.0430084416541288e-06,2.8075569760633089e-09,5.1209300531367214e-10,2.5423125484659851e-13,1.1658833803998543e-05,9.0925866559478295e-10,3.6296092671429651e-13,2.4895371911912457e-12,1.1568804267592554e-15,1.158094313904514e-11,2.9453998410491925e-09,3.7693846420101222e-15,2.7558337619119719e-13,4.5803614844957708e-07,5.7572090237933932e-07,6.8169941315096291e-16,3.1766072420294787e-15,5.2353700222529378e-11,3.7853285954399576e-33,3.1127668471292784e-08,1.2023454883334094e-11,1.4124498919399236e-09,6.7024210917013327e-15,8.5077044472872588e-11,2.3888077787286286e-18,1.4379109746229975e-09,1.580275840884128e-12,8.4747215448119996e-16,2.3145478798351454e-30,6.9886677222966047e-25,1.7839486915341487e-10,1.8045776001937513e-16,1.1062389127572153e-09,6.9018878561026935e-18,9.5305568500701938e-10,5.3015286526594744e-17,2.6737607890344983e-19,5.4210261744074689e-11,6.9779468055961488e-20,4.8348992611596552e-10,2.152724906740856e-16,3.0515220245014811e-19,6.0789511439647444e-12,9.0247058486859628e-19,0.88168480800000004,0.0,0.0088809150993193857,0.1080615951420591,0.00099296078330365933,1.0546994287170799e-13,1.1882531997456193e-09,1.1136594334351494e-09,5.9666104514700304e-12,8.7246269489137435e-08,3.6786941177970868e-08,1.506668803763606e-13,5.6543484000127863e-08,2.9986137572546827e-10,8.3134802450162913e-07,2.2230166490035923e-12,3.9851835568694914e-09,1.9584323941944156e-08,0.00010557547339253519,2.1464209561654197e-09,3.4332401027137408e-07,3.4931374054043875e-08,1.2513440678977443e-09,1.5749673110727314e-08,6.841999427169617e-12,1.0551726662072402e-05,1.9645735847866624e-08,5.5842780150012838e-17,6.6298358077945843e-05,6.8661706509782488e-07,1.1681890355420873e-06,9.3327381638267805e-10,4.3656765567875861e-05,6.4654778183616696e-11,5.5821777119229652e-09,9.4406924656846345e-08,7.1014146891063627e-11,1.9741344126194073e-09,4.5139741806707031e-09,6.6506832925909609e-08,1.6871348834840398e-10,8.9315589330128583e-05,2.771419014871872e-05,7.9175233794782769e-05,8.8632397625542467e-09,1.5600694785140866e-07,0.00015275581183982331
0.0017649249746696254,0.0019281214016938378,4.6619069180682394e-11,2.3678465428608266e-11,3.4287874465980315e-08,1.6266936079758358e-07,0.00032650002974087401,0.0,0.0,1.3332301133614945e-05,7.4975924086282165e-05,4.0990702082773255e-07,1.5537234657167658e-09,5.5687262304025707e-12,3.9301610615256115e-30,1.122789389157624e-22,6.6457918531846795e-15,1.2144110653435045e-08,5.4834864688835076e-06,2.8617811946257494e-17,1.6713909227596427e-22,1.0497167382320827e-10,8.9009299091283199e-22,2.6438566718901844e-16,1.0514250827645098e-06,2.8044100700594577e-09,5.200117962093188e-10,2.557349567130615e-13,1.1743462055811634e-05,9.1683654767999904e-10,3.6541203078094504e-13,2.4878117015600988e-12,1.1721951135801881e-15,1.1658085501441638e-11,2.9885428675138027e-09,3.8288442573284383e-15,2.7504009769502115e-13,4.5773234689730313e-07,5.750911228196671e-07,6.81395369728404e-16,3.1972921549166027e-15,5.2707449109778473e-11,3.8402558325284908e-33,3.1592800017810846e-08,1.20947189055966e-11,1.4339758999090788e-09,6.7456870863491059e-15,8.5583409825926012e-11,2.4028359260202809e-18,1.4589251048285557e-09,1.6157578383984794e-12,8.5896870486231455e-16,2.3428471598918202e-30,7.0815987625661748e-25,1.8154796599750107e-10,1.82032471294796e-16,1.1127509492313199e-09,6.9973911299275242e-18,9.6979318463389528e-10,5.9987396820038374e-17,2.7091792275364403e-19,5.4559847660497857e-11,7.0240144578907256e-20,4.8685788468891226e-10,2.1692750869863121e-16,3.1008147352198509e-19,6.1686089387103754e-12,9.1578263703397987e-19,0.88168480800000004,0.0,0.008876728037060513,0.10805595615435322,0.00099290811419251138,1.0541963364846748e-13,1.1863188750767689e-09,1.1125186824312825e-09,5.9634680681151301e-12,8.7153244695380603e-08,3.6725350653590407e-08,1.5058752800107326e-13,5.6458765894346193e-08,2.9936938703308144e-10,8.3006506927266523e-07,2.2217355554707953e-12,3.978447501853168e-09,1.9554553112276724e-08,0.00010631869920382474,2.1424317515879487e-09,3.4278714014405099e-07,3.4864828615414712e-08,1.2489784368854276e-09,1.5719118483955528e-08,6.8304345688106609e-12,1.0629941648314319e-05,1.9612580910550651e-08,5.573444423133287e-17,6.6777928160737857e-05,6.854545433383885e-07,1.1656641293782778e-06,9.318166944736824e-10,4.3962321742633394e-05,6.4515503205358272e-11,5.5704042468660776e-09,9.4203145674882259e-08,7.093842975278132e-11,1.9698743617010555e-09,4.507427850439961e-09,6.6407601281337272e-08,1.6835735897188404e-10,8.9971261226481631e-05,2.790577270429747e-05,7.9774907230876672e-05,8.8503381782027454e-09,1.5577300390641277e-07,0.0001538922056308841
0.001770991364286502,0.001928116502511982,4.6574280380239685e-11,2.369856511599487e-11,3.4239861855290684e-08,1.6407928232921162e-07,0.00032890151289614438,0.0,0.0,1.3321590257703888e-05,7.5576385065582389e-05,4.1686369292873821e-07,1.5784285299627185e-09,5.6109942470898608e-12,3.9146947463238466e-30,1.119957872435346e-22,6.6353291017758985e-15,1.2136485678634412e-08,5.5328639518562565e-06,2.9033325416426859e-17,1.6938839442119368e-22,1.0652083689749745e-10,8.9695591132246546e-22,2.6385959745462421e-16,1.0598216165376621e-06,2.8012353132899336e-09,5.2797805900044396e-10,2.5723031564217024e-13,1.1827917431259629e-05,9.2440219535818212e-10,3.6785335470108023e-13,2.4860575170041549e-12,1.1875150729107929e-15,1.1734862185286232e-11,3.0319164090751769e-09,3.8886196301091592e-15,2.7449703602894617e-13,4.5742749861681396e-07,5.7445481774821963e-07,6.8108547691303711e-16,3.2178682553071985e-15,5.3059785250182619e-11,3.8954845895280806e-33,3.2060589723391432e-08,1.2165587056576899e-11,1.4556377354343328e-09,6.7887716291781258e-15,8.6086979472690362e-11,2.416784655089398e-18,1.4800502190351615e-09,1.6517054398280459e-12,8.7050431169531648e-16,2.3711738172906735e-30,7.1747335391944017e-25,1.8472849537991274e-10,1.8360692203453275e-16,1.1192259945735864e-09,7.0932765684589476e-18,9.8666229246609408e-10,5.4736879179689698e-17,2.7447020398938152e-19,5.4907559568077376e-11,7.0698809264678436e-20,4.9020293884671024e-10,2.1857494201225351e-16,3.1503842121129113e-19,6.2586342061547726e-12,9.2914855373538615e-19,0.88168480800000004,0.0,0.0088725491999837001,0.10805032845084647,0.00099285552342072837,1.0536935783212483e-13,1.1843875527720993e-09,1.1113532773578797e-09,5.960328414178762e-12,8.7058278072707389e-08,3.6663861297498778e-08,1.5050824441286412e-13,5.6374165420786158e-08,2.9887816812134888e-10,8.2878402846409559e-07,2.2204558108928341e-12,3.9717227114519649e-09,1.9524826100663419e-08,0.00010706015585326411,2.1384506881409424e-09,3.4225111282298308e-07,3.4798424850753885e-08,1.2466177740420883e-09,1.568863086405788e-08,6.8188890501089412e-12,1.070802442932959e-05,1.9579483283291593e-08,5.5626345895370608e-17,6.725656799167444e-05,6.8429403505492778e-07,1.16314494971872e-06,9.3036185172323058e-10,4.4267141042669976e-05,6.4376541965047518e-11,5.5586561536387087e-09,9.3999824527576845e-08,7.0861132043385141e-11,1.9656238770372851e-09,4.5008899119116115e-09,6.6308506647852498e-08,1.6800199830182625e-10,9.0625516031421269e-05,2.8096848864594078e-05,8.0373493495592275e-05,8.8374529332597235e-09,1.5553938075091364e-07,0.00015502694718247086
0.0017770577539033786,0.0019281116147343896,4.6529079223811866e-11,2.3718324836593574e-11,3.4191911477519411e-08,1.6548714584718579e-07,0.00033129897850157935,0.0,0.0,1.3310872739215567e-05,7.6175658560698848e-05,4.2387195025050791e-07,1.6033527775654112e-09,5.6530780763987552e-12,3.9439898337346825e-30,1.1171204403547297e-22,6.6248685727061039e-15,1.2128833872290779e-08,5.5821786077744275e-06,2.9450724093582829e-17,1.7164538371281184e-22,1.0807870082527474e-10,9.0380981727783339e-22,2.6333384410743429e-16,1.0681980649138941e-06,2.7980344750691571e-09,5.3599150339463125e-10,2.5871741156479023e-13,1.191220024846048e-05,9.319555901402294e-10,3.702849831057315e-13,2.484276168226992e-12,1.2029156248947589e-15,1.1811276176798968e-11,3.0755188262955065e-09,3.9487076714657649e-15,2.7395430170237654e-13,4.5712168901359238e-07,5.7381238343831418e-07,6.8077001712339446e-16,3.2383365341030643e-15,5.3410720653076324e-11,3.9510130146472612e-33,3.2531021450704397e-08,1.2236063117696032e-11,1.4774347930749316e-09,6.8316760589550272e-15,8.6587779876404605e-11,2.4306547300674889e-18,1.5012855075052743e-09,1.6881199224297197e-12,8.8207847190172583e-16,2.3995266677194237e-30,7.2680677649984163e-25,1.879364259219525e-10,1.8518112815865956e-16,1.1256644033545416e-09,7.1895403768151677e-18,1.003662472422749e-09,5.9690197493787712e-17,2.780327596896222e-19,5.5253414700078899e-11,7.1155480659419237e-20,4.9352527254517692e-10,2.2021483445051534e-16,3.2002278806970222e-19,6.3489916813654139e-12,9.4256442816636092e-19,0.88168480800000004,0.0,0.0088683785693995185,0.10804471200458443,0.00099280301087230176,1.0531911752436152e-13,1.182459460782653e-09,1.1101643265260812e-09,5.9571916070580031e-12,8.6961457587559489e-08,3.6602480163533045e-08,1.5042903258118164e-13,5.6289692753326815e-08,2.9838777681744185e-10,8.2750505092078963e-07,2.2191774580760042e-12,3.9650099499096886e-09,1.9495146312625879e-08,0.00010779984816526274,2.1344781465513675e-09,3.4171598770588488e-07,3.4732168914075847e-08,1.2442623004497169e-09,1.5658213012235386e-08,6.807364183168586e-12,1.0785975232379062e-05,1.954644663244146e-08,5.5518494932370006e-17,6.7734279646623633e-05,6.8313566863851098e-07,1.1606317383414901e-06,9.2890944965429535e-10,4.4571225526753235e-05,6.4237907874428681e-11,5.5469346063811829e-09,9.3796980932609807e-08,7.078232536380863e-11,1.9613833709983487e-09,4.4943611581956341e-09,6.6209560659681224e-08,1.6764744182235494e-10,9.1278356994249364e-05,2.8287420142187298e-05,8.0970994460051124e-05,8.8245856331870899e-09,1.553061065162878e-07,0.00015616003867842675
