Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148),C3H5O(566),S(107),S(302),S(1465),S(301),S(2417),S(2921),S(663),S(3198),S(235),S(213),S(3726),S(3817),S(230),S(4557),S(3474),O2(4921),S(4626),C3H5(74),S(5703),S(2098),S(1922),S(252),S(1733),C3H6O(70),S(9646),S(3263),S(16791),S(16795),S(16798),S(17459),C4H7(362),S(17491),S(5767),S(18324),S(5722)
0.0,0.0042436483879100175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0661678150178265e-21,0.004243648387910017,2.2046246940445225e-23,7.2680265685526537e-30,1.5827314666221313e-36,9.1635909427983744e-37,2.6741324038103184e-50,0.0,0.0,2.9512774647186282e-24,1.6039247795437114e-40,4.0722987813878756e-55,1.6671725629721211e-54,1.6323833152618738e-72,9.2859682580292802e-37,8.170594842031945e-55,7.3549095344093071e-21,4.7469645030243756e-36,2.0417272201275948e-41,3.1078817524403935e-43,1.1014121240658361e-32,2.2080779629817302e-54,4.5190887151885988e-44,2.2294410762396564e-52,3.4426701090423589e-38,4.4100049163281911e-58,4.8928630201597427e-35,4.254724647758034e-58,5.8998773999624704e-21,5.2086210125133655e-54,6.3046614276674051e-63,2.6770595243770464e-54,5.472565459934351e-80,8.2790003493251758e-51,2.8711474882633046e-38,3.1074671566305113e-37,4.5917249653073049e-37,4.4228237987596971e-38,1.4606412792497234e-34,2.2793879315061983e-54,3.9020879945800799e-54,2.4748743255542189e-52,3.746943913638023e-51,3.3562765472794541e-51,6.9732597813405043e-39,9.1898176556090528e-59,1.1459902533212425e-68,2.7814406599975757e-68,1.2399167678034306e-81,1.0370721579841516e-79,5.2442107135111336e-75,2.9992279469941392e-106,1.8514040159114421e-104,3.1414570164711904e-67,1.4170199412358918e-51,6.1525329776119801e-66,6.7598038835309536e-56,3.7643400461960078e-73,5.5824923405416071e-53,7.3232920714131197e-70,1.2367471876745458e-86,1.281306325612669e-49,1.135028380362676e-37,3.2811572467868118e-41,5.0452742746853934e-56,2.1247031980845356e-75,5.9703702282807615e-73,3.1362214445671562e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999999939,8.3817595134806831e-21,5.8998773999575021e-21,8.3817595134796058e-21,6.8589004376558078e-24,5.406050410894108e-24,2.7030252054485278e-24,3.5910324093257486e-34,2.5408317401172817e-34,8.8520234055082999e-37,7.4277240271998619e-37,9.1391002094264106e-35,3.7373515792102478e-37,3.5913138822853764e-39,4.1910937914605008e-34,5.1514699785515968e-34,3.919868489902127e-34,2.1782814320055708e-34,3.5847242240402075e-36,7.3549095343988604e-21,1.0029548349515867e-23,3.3796397169148941e-33,3.2186656476925595e-34,4.082177950709453e-46,4.8529150895681398e-52,4.48742709767927e-37,3.6712819111539003e-49,4.3438524527584645e-36,3.4028266975367657e-37,4.1225163471528406e-50,1.296969671835099e-52,5.1726559785288676e-53,3.3306044261630903e-53,4.0058379473646114e-64,4.267566938818826e-62,8.205980297559424e-75,6.2840462351152234e-66,1.0530406929004007e-76,7.3060636056839233e-72,8.7319110945531793e-82,4.812353197094823e-82,4.5319914444567783e-71,2.1179870711396619e-51,1.2832946872426584e-51,2.5243934653695976e-51,9.3591652930902895e-96,1.2772983250355806e-97,2.7938658112028161e-41,6.4102549633340799e-100,1.9649633328241015e-39,9.4014251863139613e-39,1.3765036837858731e-51,3.9473509603840807e-66,9.8058754298864752e-42,1.9019430954512135e-113,9.693527867388144e-114,6.0207972865884324e-16,4.1538963519333849e-117,2.9321112186163781e-50,1.1098696123663865e-63,3.7644681620447106e-41,9.30399125206996e-66,8.9096273815109728e-42,3.409605396720411e-52,8.633879715512661e-52,3.2488080179561224e-66,1.7646278141397948e-52,2.542294138615747e-65,1.2192212422279027e-67,1.9896815125485753e-67,1.0209590074812728e-69,3.1636186439612804e-54,2.7218866664809255e-82,2.545296267470031e-92,4.7130976270314595e-67,1.1429625797125928e-67
2.9852698820499145e-21,0.0042436483879100175,6.1729491438267292e-23,2.0350475278495347e-29,9.5596980585292033e-36,5.5348089298258495e-36,3.1747300012140965e-49,0.0,0.0,8.2635769015013349e-24,9.6877056687270219e-40,4.8346337660083635e-54,1.9792672667617642e-53,3.6515761808579932e-71,5.608724827862546e-36,9.700130196493106e-54,2.0593746696356669e-20,2.8671665598279552e-35,1.2332032409571747e-40,1.8771605784731692e-42,6.6525292293550154e-32,2.6214301576518085e-53,2.7295295840542209e-43,2.6467924457103873e-51,2.07937274586139e-37,5.2355578367103095e-57,2.9552892641772738e-34,5.0512091019725638e-57,1.6519656719901079e-20,6.1836748660576493e-53,7.4848940469241255e-62,3.1782050673561357e-53,1.2241910031549602e-78,9.8288292637741169e-50,1.7341730828665909e-37,1.8769101626054156e-36,2.773401879086538e-36,2.6713855744323041e-37,8.8222733266695284e-34,2.7060893527479281e-53,4.6325588671623262e-53,2.9381707992807528e-51,4.4483718142423637e-50,3.9845715168131641e-50,4.2118489077946099e-38,1.0910151639609115e-57,2.5635343569360617e-67,6.2219714987930109e-67,3.4152276307556112e-80,2.3198889388494674e-78,1.1731089597631559e-73,1.2376398103142005e-104,9.3642557804179236e-103,7.4479578188994507e-66,1.6822860742242516e-50,1.3762970169485757e-64,8.0252391706211158e-55,8.4206781082065188e-72,6.6275349065967434e-52,1.6383404209428348e-68,5.1034718627352233e-85,1.5211668737228818e-48,6.8555714170017074e-37,1.9818189770800524e-40,5.9897496187662749e-55,4.7528760658911769e-74,1.8771799256954564e-71,9.8607820165188859e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999999832,2.346892663774575e-20,1.651965671987107e-20,2.346892663773925e-20,1.9204921225434956e-23,1.5136941150492155e-23,7.5684705752553905e-24,2.1689835752291409e-33,1.5346623710270191e-33,5.3466221368592069e-36,4.4863453123788563e-36,5.5200165264905981e-34,2.2573603538182958e-36,2.1691535849944545e-38,2.5314206500422158e-33,3.1114878670429417e-33,2.3676005678997711e-33,1.3156819849382486e-33,2.1651734313496917e-35,2.0593746696293562e-20,2.8082735378622919e-23,2.0413023890134278e-32,1.9440740512006359e-33,4.8414207811696591e-45,5.7613807944905568e-51,2.7104059669912223e-36,4.3585458849358469e-48,2.6236868814639654e-35,2.0553073253654121e-36,4.8942514074022012e-49,1.5397623944614974e-51,6.1409771782159069e-52,3.9540935751532255e-52,8.9608992549654405e-63,9.546376539487771e-61,3.3862207461922004e-73,1.4057160065993644e-64,4.3454019039497776e-75,1.6344882346036202e-70,3.6033026968728539e-80,1.9860100862843996e-80,1.0137883686635863e-69,2.5144742555278953e-50,1.5235274750974215e-50,2.9969599280034716e-50,7.0454523985631794e-94,9.6153281479249222e-96,1.6874949499453062e-40,4.825552791942828e-98,1.1868378530632737e-38,5.6784608126469876e-38,1.6341851734037085e-50,8.8300662271947066e-65,5.9227487590281452e-41,2.5961818620967321e-111,1.3231816078330607e-111,1.685823240191553e-15,5.6701330360731128e-115,3.4810024387393726e-49,2.4831816441340866e-62,2.2737387700532488e-40,2.0812656270607963e-64,5.381414937763139e-41,4.0478835265253037e-51,1.025014199708885e-50,7.2674535838473569e-65,2.0949661409215333e-51,5.6870102961952325e-64,2.727349150103839e-66,4.4508379563849237e-66,2.283844461525168e-68,3.7558480541104916e-53,1.123194154191364e-80,1.9160354995319342e-90,1.0543010867084703e-65,2.6805334677257491e-66
6.823474016114091e-21,0.0042436483879100175,1.4109598045399411e-22,4.6515376244572429e-29,4.6025831051344538e-35,2.6647722467292179e-35,3.1169687461513987e-48,0.0,0.0,1.8888175776223483e-23,4.6642132593376185e-39,4.7466723865505714e-53,1.9432563394040541e-52,7.2148991899437269e-70,2.7003595694542041e-35,9.5236453479740598e-53,4.7071421020293812e-20,1.3804172774813367e-34,5.9373427561320985e-40,9.0377201360842305e-42,3.2029064567794973e-31,2.5737356736511786e-52,1.3141509984962888e-42,2.598636518460703e-50,1.0011284677092265e-36,5.140301730609119e-56,1.4228445662636367e-33,4.959307049904861e-56,3.7759215359802921e-20,6.0711686521909335e-52,7.3487133600803414e-61,3.1203805816625693e-52,2.4187951285266567e-77,9.6500028768352528e-49,8.3492968952030181e-37,9.0365144914903313e-36,1.3352736199727529e-35,1.2861571606514907e-36,4.2475448400599972e-33,2.6568545743527235e-52,4.5482737664727921e-52,2.8847135138126275e-50,4.3674378256475212e-49,3.912075943146219e-49,2.0278239442112364e-37,1.0711651815634244e-56,5.0651118962426673e-66,1.2293567189764033e-65,9.5222290976471051e-79,4.5837096270686384e-77,2.3178656186969874e-72,4.8959800120827692e-103,5.2122260905904853e-101,1.5087829858508747e-64,1.6516784434704529e-49,2.7193309795583452e-63,7.8792274069324958e-54,1.6637840929507517e-70,6.506953071843116e-51,3.2372165745440478e-67,2.0188826851632212e-83,1.4934906587511289e-47,3.3006625295113794e-36,9.541605273968331e-40,5.8807716941385992e-54,9.3908821776635843e-73,4.187885150599693e-70,2.1998862234305572e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999999616,5.3643260886275241e-20,3.7759215359658482e-20,5.3643260886243938e-20,4.3896962800988026e-23,3.4598722629642847e-23,1.7299361314867165e-23,1.0442722246265105e-32,7.388738700203776e-33,2.5741684062201059e-35,2.1599821470349275e-35,2.6576503408967709e-33,1.0868218391973002e-35,1.0443540771097189e-37,1.2187700745568222e-32,1.4980474697594716e-32,1.1398977568618687e-32,6.3344424043754544e-33,1.0424378043950032e-34,4.7071421019990003e-20,6.4189109436750972e-23,9.8279922967409963e-32,9.3598797034049237e-33,4.7507752963841587e-44,5.6565578288819442e-50,1.3049437999945472e-35,4.2792461956842026e-47,1.2631922932589401e-34,9.8954200372350078e-36,4.8052050544346436e-48,1.5117478496734853e-50,6.0292478101432106e-51,3.8821525204141607e-51,1.7705226888128001e-61,1.8862031340114016e-59,1.3395552521786516e-71,2.7774579455860327e-63,1.7189977793947583e-73,3.230126397075483e-69,1.4254789233814593e-78,7.8580241613753761e-79,2.0030750217775317e-68,2.4687257367091428e-49,1.4958083192544969e-49,2.9424330315769479e-49,5.5708145016771251e-92,7.6028062446814881e-94,8.1245617786598713e-40,3.815547669030448e-96,5.7141133724152323e-38,2.7339344443501319e-37,1.6044526938614857e-49,1.7446722891954563e-63,2.8515485740760587e-40,4.1014684104675697e-109,2.090372652915704e-109,3.8533102630441372e-15,8.9577205393608558e-113,3.417668836413076e-48,4.9067443331088398e-61,1.094707341789967e-39,4.1122301555487574e-63,2.5909196415391601e-40,3.9742360489876901e-50,1.006365019278144e-49,1.4359263611012929e-63,2.056850180083119e-50,1.1236574001552917e-62,5.388782323353604e-65,8.7941057717947194e-65,4.5124917959142547e-67,3.6875138914001886e-52,4.4432443763341176e-79,1.5149516558206244e-88,2.0831212821139243e-64,5.4057176361474267e-65
1.4499882284242444e-20,0.0042436483879100175,2.9982895856577839e-22,9.8845192361493332e-29,2.0100689628139798e-34,1.1637760503176257e-34,2.7569235595524868e-47,0.0,0.0,4.0137373530294693e-23,2.0369844704591682e-38,4.1983780852883331e-52,1.7187882255294499e-51,1.2838527617143842e-68,1.1793179687896511e-34,8.4235564585546647e-52,1.0002676966833778e-19,6.0286449188600559e-34,2.5929935695628721e-39,3.94700982558645e-41,1.3987933975595252e-30,2.2764400567149489e-51,5.7392426695190348e-42,2.2984645719510281e-49,4.3721910384807829e-36,4.5465386688221229e-55,6.2139360356151065e-33,4.3864509238566272e-55,8.0238332639705184e-20,5.3698799190718839e-51,6.4998537454488752e-60,2.759941287353995e-51,4.3041166959120573e-76,8.5353182702994387e-48,3.646357309405507e-36,3.9464832889298479e-35,5.831490706574631e-35,5.6169862241372513e-36,1.8550144246490121e-32,2.3499577847434051e-51,4.0228966388718048e-51,2.5514964345613038e-49,3.8629492970174408e-48,3.4601868684215288e-48,8.8560399202090876e-37,9.4743351484557817e-56,9.0130959894101952e-65,2.1875745971482353e-64,2.686284815940426e-77,8.156466441239524e-76,4.1245180252864686e-71,1.7473404907089787e-101,2.9400958820362864e-99,2.7151901256023768e-63,1.4608908785449365e-48,4.8389041846524176e-62,6.96908741237159e-53,2.9606148953695184e-69,5.7553263027911969e-50,5.7605617835721456e-66,7.2052486745999029e-82,1.3209755751105214e-46,1.4414860424578731e-35,4.1670697037419448e-39,5.2014759653168011e-53,1.6710573080740234e-71,7.8434454044685647e-69,4.1201434289807798e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999999183,1.1399192938333166e-19,8.0238332639074394e-20,1.1399192938319492e-19,9.3281045952073229e-23,7.3522285587762674e-23,3.6761142794082922e-23,4.560611159787726e-32,3.2268563098897597e-32,1.1242069723944556e-34,9.4332095137709776e-35,1.1606657265925777e-32,4.7464365052142694e-35,4.5609686319607887e-37,5.3226891151559562e-32,6.5423668727260871e-32,4.9782329821584424e-32,2.766417418753771e-32,4.5525997649868799e-34,1.0002676966701094e-19,1.364018575526628e-22,4.2921424404328137e-31,4.0877053724816791e-32,4.2009038128078645e-43,5.0031613417519477e-49,5.6990324139432974e-35,3.7849447992139833e-46,5.5166926149699638e-34,4.3215899066963965e-35,4.2501494536666168e-47,1.3371238532583544e-49,5.3328014109210547e-50,3.4337199418818797e-50,3.1505505264316431e-60,3.3563976975692144e-58,4.7807775434355443e-70,4.9423380149921213e-62,6.1349809703844096e-72,5.7501721889860299e-68,5.0877783014761356e-77,2.805594394051338e-77,3.564365130761626e-67,2.1835599574087481e-48,1.3230255227725578e-48,2.6025486953382355e-48,3.9820534150901662e-90,5.4345339573507026e-92,3.5482095798990618e-39,2.7273775902220535e-94,2.4955034332681129e-37,1.1939809988375728e-36,1.4191202379212961e-48,3.104551122891562e-62,1.2453461786294899e-39,5.8674104262750375e-107,2.9904105247552351e-107,8.1882843078979624e-15,1.2814586849712305e-110,3.0228893819317709e-47,8.7316128469287174e-60,4.7808745685595561e-39,7.3174938452225799e-62,1.1315226764141892e-39,3.5151667768006732e-49,8.9011846239026904e-49,2.5551542383289995e-62,1.8192606911012796e-49,1.9994883066021787e-61,9.5890502242597017e-64,1.5648641354788065e-63,8.0297380516345337e-66,3.2615642771760392e-51,1.5857623571757788e-77,1.0828240976249113e-86,3.7068030197280175e-63,9.7086105400974769e-64
2.9852698820499145e-20,0.0042436483879100175,6.1729491511066959e-22,2.0350488133440211e-28,8.391642237865397e-34,4.8585359231117894e-34,2.3173603699479024e-46,0.0,0.0,8.2635769056944731e-23,8.5040091850886444e-38,3.5289897972314867e-51,1.4447450683244782e-50,2.1654053342338972e-67,4.923420370586515e-34,7.0805067609745981e-51,2.0593746696510446e-19,2.5168405795207126e-33,1.0825237721122824e-38,1.6477989051323315e-40,5.8396870817602844e-30,1.9134850334712885e-50,2.3960208378975199e-41,1.9319979655956353e-48,1.8253036918115469e-35,3.8216397009247813e-54,2.5941959732997068e-32,3.6870763059742994e-54,1.6519656719990394e-19,4.5137076315279223e-50,5.4635187185984749e-59,2.3198969510582399e-50,7.2595219120165254e-75,7.1744493010898548e-47,1.522282397657203e-35,1.647579086453687e-34,2.4345325771768532e-34,2.3449811778435843e-35,7.744320062598809e-32,1.9752811164263387e-50,3.3814870226580381e-50,2.144686492332743e-48,3.2470416441171544e-47,2.9084955540656823e-47,3.6972223341827212e-36,7.9637502747826698e-55,1.5201903760981537e-63,3.6896643007397436e-63,7.8780904017749247e-76,1.3757073051868424e-74,6.9566025015363311e-70,5.9038686051847046e-100,1.7233179352561041e-97,4.6042992474571179e-62,1.2279668086260241e-47,8.1615191759304064e-61,5.857937889706183e-52,4.993509745532166e-68,4.8376985413227008e-49,9.7161172069149556e-65,2.4344905274750245e-80,1.1103595659032108e-45,6.0179204672583813e-35,1.7396695725367939e-38,4.3721539603977904e-52,2.8184823964305842e-70,1.3547601407815265e-67,7.1165231614946414e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999998315,2.3468926637743402e-19,1.6519656719727054e-19,2.3468926637686332e-19,1.920492122541599e-22,1.5136941150327607e-22,7.5684705752483217e-23,1.9039653833741341e-31,1.3471489885569136e-31,4.6933428086546135e-34,3.9381792785258081e-34,4.8455509309966959e-32,1.9815438069528024e-34,1.9041146217002318e-36,2.2221179282333634e-31,2.73130938259706e-31,2.0783142733305768e-31,1.1549248153453797e-31,1.9006207839963532e-33,2.0593746695956513e-19,2.8082735378310962e-22,1.7918849778640848e-30,1.70653652632751e-31,3.5306575663583765e-42,4.205458571812162e-48,2.3792338470911115e-34,3.1814741638600555e-45,2.3031105704225807e-33,1.8041787157762281e-34,3.5725067069175633e-46,1.1239331667928571e-48,4.4825409144790465e-49,2.8862485109130787e-49,5.3138639581659395e-59,5.6610552984953967e-57,1.6153166795148319e-68,8.3359754490227181e-61,2.07287141052004e-70,9.7063854327899295e-67,1.7192786801708428e-75,9.4870491138983468e-76,6.0118232885781446e-66,1.835413713717726e-47,1.1120826716752128e-47,2.1875989939403555e-47,2.6934273984804676e-88,3.6758730085118939e-90,1.4813076528040692e-38,1.8447752370048817e-92,1.0418235595866928e-36,4.9846356353649552e-36,1.1928560684648597e-47,5.2362792411814093e-61,5.1990751442309729e-39,7.9405241442584033e-105,4.0470028956411742e-105,1.6858232394200244e-14,1.7342324795409093e-108,2.5409206682499235e-46,1.4727404562984356e-58,1.9959210220026025e-38,1.2342022914105711e-60,4.7238844283377811e-39,2.9547094776647091e-48,7.4819820055951836e-48,4.3096410921378538e-61,1.5291982293904558e-48,3.3724292797994318e-60,1.6173334772939494e-62,2.6393720902228662e-62,1.354332688308687e-64,2.7415412989543876e-50,5.3579326040784379e-76,7.3231446147542505e-85,6.2520650869449993e-62,1.6447769658983792e-62
6.055833189301255e-20,0.0042436483879100175,1.2522268294857428e-21,4.1282448623648795e-28,3.4282596675157168e-33,1.9848704570105111e-33,1.8999120410276644e-45,0.0,0.0,1.6763256018427536e-22,3.4741652328254044e-37,2.8932790666918393e-50,1.1844892948449165e-49,3.5566847629235282e-66,2.0113778687140575e-33,5.8050272291878061e-50,4.1775886156135283e-19,1.0282114992276446e-32,4.4224628278900562e-38,6.7317961909580697e-40,2.3857027171804239e-29,1.5687906383349285e-49,9.7885269299903467e-41,1.5839686585813069e-47,7.45696116296715e-35,3.1332111210134257e-53,1.0598137016280046e-31,3.0228879210085005e-53,3.3511303632187839e-19,3.700610223072772e-49,4.4793227373729447e-58,1.9019916829109126e-49,1.192378654419398e-73,5.8820470003703131e-46,6.2190203002285131e-35,6.7308981600172969e-34,9.9458599486880311e-34,9.5800132588742283e-35,3.1638074365202775e-31,1.6194548052479053e-49,2.7723473619830788e-49,1.758343562735498e-47,2.6621209175420096e-46,2.3845603779065989e-46,1.5104359600823476e-35,6.5291647904948025e-54,2.4969172552994488e-62,6.0602846934129878e-62,2.3936354999844628e-74,2.2596034535181967e-73,1.1426240497034253e-68,1.9410628321691911e-98,1.0465739465070624e-95,7.5825785487614204e-61,1.0067613802268991e-46,1.3405319752034372e-59,4.8026914046496673e-51,8.2018547250655802e-67,3.9662375446314857e-48,1.5958822678201661e-63,8.0040712137756186e-79,9.1033985733639127e-45,2.4585168684080066e-34,7.1071178452890539e-38,3.5845559696924909e-51,4.629365797843912e-69,2.2509542356336482e-66,1.1824209653613087e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999996582,4.7608394036559757e-19,3.3511303631112e-19,4.7608394036326585e-19,3.8958554485799838e-22,3.0706366333139771e-22,1.5353183166915904e-22,7.7783198394694143e-31,5.5035431819126261e-31,1.9173836769258686e-33,1.6088747345986925e-33,1.979565661727727e-31,8.0952530117160482e-34,7.7789295326981332e-36,9.0780767960636205e-31,1.1158290032079463e-30,8.4905919437361036e-31,4.7182447137943671e-31,7.7646560617133778e-33,4.1775886153872282e-19,5.696783462384956e-22,7.3204348120521709e-30,6.9717585388584066e-31,2.8944616227541486e-41,3.4478890218905269e-47,9.7199465898237778e-34,2.6083647362501797e-44,9.4089581665193087e-33,7.3706587462167918e-34,2.9289568407431436e-45,9.214683159305114e-48,3.6750578706694564e-48,2.3663209133237851e-48,8.7280375117419429e-58,9.2983003273368398e-56,5.3108078223864799e-67,1.3691864704506761e-59,6.8151476680235435e-69,1.5968653402754742e-65,5.6541468153875496e-74,3.1241184777092559e-74,9.8744395018628297e-65,1.504783053388904e-46,9.1175256401184365e-47,1.7935258241914812e-46,1.7723037674068972e-86,2.4187633914106544e-88,6.0516250991944637e-38,1.2138816546279407e-90,4.256189181861385e-36,2.0363863023951785e-35,9.7797547439196249e-47,8.6006043794469432e-60,2.1239918342535018e-38,1.0452086934962228e-102,5.3270571772743832e-103,3.4198128553183344e-14,2.2827648003314474e-106,2.083200279771224e-45,2.4190019112035703e-57,8.1539886387676634e-38,2.0271809686524807e-59,1.9298609214374996e-38,2.4224493410230464e-47,6.1341808783601433e-47,7.0785984348823172e-60,1.2537290984574739e-47,5.5392252167392966e-59,2.6564750945411834e-61,4.3351765850019159e-61,2.2244955099219494e-63,2.2476811938277589e-49,1.7615710151832832e-74,4.8174091273600383e-83,1.026903566743474e-60,2.707436922061439e-61
1.2196959803803937e-19,0.0042436483879100175,2.5220906633770507e-21,8.314646038657357e-28,1.3857573714159659e-32,8.0231637592799424e-33,1.538598030168339e-44,0.0,0.0,3.3762614273505865e-22,1.4043131356294469e-36,2.3430524093569199e-49,9.5923014094375278e-49,5.7655392658592983e-65,8.1303109376303767e-33,4.7010615562427598e-49,8.4140165076470954e-19,4.1561952768136957e-32,1.7876301841321019e-37,2.721099652505134e-39,9.6433918237597942e-29,1.270447332565781e-48,3.9566790940880891e-40,1.2827388868563284e-46,3.0142229286129333e-34,2.5373556005092928e-52,4.2839364316515174e-31,2.4480130146913125e-52,6.7494597457213486e-19,2.9968501034719199e-48,3.6274716869580308e-57,1.5402821775501085e-48,1.9328971834308176e-72,4.7634341638376525e-45,2.5138274367359584e-34,2.7207366541105724e-33,4.0202756139010702e-33,3.8723945295539966e-34,1.2788615507762233e-30,1.3114764958492372e-48,2.2451187716402041e-48,1.4239522049487634e-46,2.155854538688047e-45,1.9310788159614929e-45,6.1054236419118802e-35,5.2874888153605372e-53,4.047610462892374e-61,9.8239826436768078e-61,7.4454156611740211e-73,3.6629148102091558e-72,1.8522428232226993e-67,6.2957907929748744e-97,6.5081970050852801e-94,1.2307785753239944e-59,8.1530146757395029e-46,2.1730600986204519e-58,3.8893440192373244e-50,1.3295559865191394e-65,3.2119619937081856e-47,2.5869996416021555e-62,2.5961006599422343e-77,7.3721681867060369e-44,9.9377182459186154e-34,2.8728106671323849e-37,2.9028663577854662e-50,7.5044014458180605e-68,3.6696235142076211e-65,1.927644596024671e-63,0.88168480800000004,0.0,0.0094599999999999979,0.10884999999993114,9.5887328834175857e-19,6.7494597452864794e-19,9.5887328833233346e-19,7.8465821006433583e-22,6.1845216697602051e-22,3.0922608350201157e-22,3.1441212435694855e-30,2.2246201480252136e-30,7.7503713820583367e-33,6.5033289117225597e-33,8.0017209098760263e-31,3.2722306980753032e-33,3.1443676961483018e-35,3.6695037869326634e-30,4.5103592365650176e-30,3.4320330164886589e-30,1.9071899518983874e-30,3.1385981277670475e-32,8.4140165067323528e-19,1.1473803311272375e-21,2.9590367945576193e-29,2.818096269955138e-30,2.3439356327052066e-40,2.7921899251007495e-46,3.9289578198333269e-33,2.1123213900727198e-43,3.8032513270991328e-32,2.9793381145442281e-33,2.3719451890178664e-44,7.462289339111534e-47,2.9761571545048946e-47,1.916308033566123e-47,1.414852493591157e-56,1.5072945523109666e-54,1.7225477809109802e-65,2.2195102702413431e-58,2.2104768020527824e-67,2.5969801651164933e-64,1.8349045070328152e-72,1.0165336494007616e-72,1.6006897455841248e-63,1.2186123303810114e-45,7.3836086528643118e-46,1.4524437121957922e-45,1.150550483423793e-84,1.5702214522994949e-86,2.4461636212078506e-37,7.8803202594371476e-89,1.7204197197723876e-35,8.2313990300397709e-35,7.9198989510996033e-46,1.3941950328921475e-58,8.5855145603309161e-38,1.3572069921754697e-100,6.9172016156221232e-101,6.8877920816663659e-14,2.9641778667147677e-104,1.6870295971397656e-44,3.9213234712834147e-56,3.2959725876591687e-37,3.2861477038850187e-58,7.8008063695832291e-38,1.9617622748361403e-46,4.9676186950130582e-46,1.1474713100470867e-58,1.0153023286278868e-46,8.9793227709369889e-58,4.3062606085189773e-60,7.0275080638552406e-60,3.6060030899297893e-62,1.8202305058260309e-48,5.7136133598284772e-73,3.1256994078394506e-81,1.6646549301933268e-59,4.3936089951032024e-60
