Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148),C3H5O(566),S(107),S(302),S(1465),S(301),S(2417),S(2921),S(663),S(3198),S(235),S(213),S(3726),S(3817),S(230),S(4557),S(3474)
0.0,0.004964333550049887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.004964333550049887,3.8145948353728713e-24,5.3750274585116517e-32,4.331218863261225e-31,1.67315743328457e-32,2.5349623460015047e-39,0.0,0.0,1.1016710043401939e-22,1.9574425008441282e-34,1.195128615374409e-48,4.1836536726508121e-49,1.6101093715811522e-61,2.2511031249558602e-31,1.0552029877609046e-46,1.0535413896739501e-20,4.2542153248251116e-31,8.4546056920698582e-42,1.0036221633378586e-42,2.458145333397484e-28,4.8322025073605965e-45,1.1837438565399845e-43,8.1353086109381321e-44,4.5154807222171584e-34,8.6266413539678084e-53,1.1350142775242777e-28,1.5468618677294812e-51,1.3548957302972651e-20,4.1796743581301321e-48,3.4922210571997555e-62,1.1931787357535667e-48,1.9668569154392958e-74,5.5911882392671188e-40,3.3850028250360035e-33,3.6147155626852992e-32,2.0559725746968708e-31,8.3032884175659788e-34,4.1582251853742565e-28,3.1813159812962895e-46,7.3986314013046721e-50,3.1544825468767027e-44,5.0965611389048497e-43,1.5550349444385065e-39,1.2616492899063095e-32,1.2127560847929064e-50,4.7181886797985957e-57,1.7279526524739599e-56,4.6033820913656773e-71,9.6400965799094076e-72,1.8385382667350073e-65,1.9915582342298267e-102,1.9103807230264351e-94,-1.4747457477420872e-56,1.1680615637180697e-42,2.2747157826086212e-51,2.6749190325100324e-47,6.7249290561693163e-60,1.0465661143573503e-43,6.9368104152240107e-55,8.0601571866053977e-72,1.2559352616407615e-38,2.8453970986293781e-32,1.5385571648678737e-36,5.6992175469983227e-47,1.5114328236948603e-64,1.7440008300893035e-65,8.3308200200132067e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.647327810132396e-20,1.354895699220028e-20,1.6473278694661442e-20,4.8553966054845143e-23,3.9978985605604912e-23,1.9989492835530123e-23,7.8756281877404485e-28,6.5817133616576381e-28,8.0973791991317672e-30,6.7528765708437818e-30,1.9460241373699119e-28,3.3454561016900633e-30,1.8227362747239323e-32,5.9786842114618153e-30,3.5418599919112267e-30,4.6150292114385956e-30,6.6041643184543913e-30,5.9414573646174335e-30,1.0535412867937168e-20,5.4591727842436039e-24,5.0101168780520657e-28,5.3499498470373632e-28,7.8994632772315913e-35,3.1584164704601746e-39,2.8007084358743692e-31,8.1360634449642543e-37,6.4232965897822733e-30,7.3054548376811279e-31,1.1549982099748027e-37,3.042912911826506e-40,3.425267841378797e-41,3.5969126416269461e-41,8.3222028857624497e-47,2.756097511140315e-45,8.0310735865964588e-55,1.0862459028826317e-50,2.8287343202671427e-56,5.2115650131589124e-55,3.1265072210005157e-60,2.0795816896170398e-59,4.8891318651955444e-58,1.0532837870299564e-39,4.3742288908584264e-41,1.2630015681858399e-39,2.7890478373135416e-68,2.7829093266421647e-70,7.368969779559217e-38,8.1949987030333997e-73,5.6489114430660194e-33,1.3134959980352988e-32,2.2853760772512661e-39,3.5854820439747521e-49,2.4405512199592597e-37,1.115438093120443e-82,7.8145172382639022e-83
3.0000000000000002e-15,0.004964333550049887,1.2533696233716678e-23,1.8875374582046801e-31,2.8462338837038922e-30,1.0995045046096424e-31,2.3901098978370221e-38,0.0,0.0,3.6197778325792429e-22,1.2863196165712884e-33,1.1268468778543609e-47,3.9446760063378495e-48,1.9781210226022703e-60,1.4792967420297619e-30,9.9490583332126342e-46,3.4616359778708716e-20,2.7956272075673045e-30,5.5560619965133669e-41,6.5952292703502088e-42,1.6153526153691593e-27,4.5560766173477128e-44,7.7789511681613185e-43,7.6704332309689403e-43,2.9673158726415255e-33,8.1339767050957772e-52,7.4586652289055179e-28,1.4585398171099815e-50,4.4518001233555321e-20,3.9408356616063112e-47,3.2927387866891058e-61,1.1249971821397807e-47,2.4164264391958172e-73,5.2716917576404274e-39,2.2243919694849742e-32,2.3753844816903859e-31,1.3510716234450857e-30,5.4564449449447483e-33,2.7325479414412411e-27,2.9995265143703056e-45,6.9758518397435585e-49,2.974225770395249e-43,4.8053279991660126e-42,1.4661738398337702e-38,8.2908222487716597e-32,1.1434589630278328e-49,5.7966313025502116e-56,2.1229132177850457e-55,6.9708279140144918e-70,1.1871998939371593e-70,2.2587751593817532e-64,3.0163566064616219e-101,3.4386819981020551e-93,8.7220687558955935e-55,1.1013149124366067e-41,2.7946503012220687e-50,2.5220713976515213e-46,8.2620071891466822e-59,9.8675368515532708e-43,8.5223797267872069e-54,1.2201015259432004e-70,1.1841675210031017e-37,1.8697928827274778e-31,1.0110518597190739e-35,5.3734968500435861e-46,1.8568864996885979e-63,2.6409187223708702e-64,1.2615174305806964e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.4126482531023997e-20,4.4517999191337016e-20,5.4126486430098793e-20,1.5953443321833467e-22,1.3135950153806691e-22,6.5679750984102159e-23,5.1754126458139234e-27,4.3251257716604179e-27,5.3211340052319508e-29,4.4376039160560787e-29,1.2788158682936856e-27,2.198442218444873e-29,1.1978007420528636e-31,3.9288496010578824e-29,2.3275079875418378e-29,3.0327334650353003e-29,4.3398798904676e-29,3.9043871278445122e-29,3.4616353018008077e-20,1.7937281250911015e-23,3.2923621325012451e-27,3.5156811303160881e-27,7.44806429634771e-34,2.9779398370965114e-38,1.8404654883694222e-30,7.6711462827527299e-36,4.2210217695233687e-29,4.8007307398788862e-30,1.0889987567001558e-36,2.8690326755187924e-39,3.229559513791188e-40,3.3914114701648289e-40,1.0224432038175388e-45,3.3860629100146904e-44,1.2161168703165244e-53,1.3345268727695196e-49,4.2834265562463194e-55,7.8916335278383168e-54,5.6271526370300695e-59,3.743180566464666e-58,6.0066009584644741e-57,9.9309603487595638e-39,4.1242728682968186e-40,1.1908299100466008e-38,5.8166553868657201e-67,5.8038649700935258e-69,4.8424625590207962e-37,1.7090977148642441e-71,3.7121469846860794e-32,8.6315504140114856e-32,2.1547839546940702e-38,4.4050220460385005e-48,1.6037405595987768e-36,2.6449765751540151e-81,1.8530267979952025e-81
7e-15,0.004964333550049887,2.7792285925152733e-23,4.9669634214829917e-31,1.5468816047280287e-29,5.9756050385311195e-31,3.8604272659059259e-37,0.0,0.0,8.0264746708618845e-22,6.9908766361682526e-33,1.8201325727207802e-46,6.3712358910945566e-47,1.0004801694451266e-58,8.0396704488582681e-30,1.6069260198586288e-44,7.6758014082236088e-20,1.5193625919809679e-29,3.0195623398498828e-40,3.5843563470756703e-41,8.7790891589044039e-27,7.3587535680224134e-43,4.2276330119151748e-42,1.2388902939232622e-41,1.6126715619443149e-32,1.3137704754811835e-50,4.0536223242702937e-27,2.356799965654216e-49,9.8713820242383881e-20,6.365044282562793e-46,5.3182536605130292e-60,1.81704221245497e-46,1.2222625620601038e-71,8.5145807535708567e-38,1.2087726899289496e-31,1.2909697176116836e-30,7.3429195769420669e-30,2.9654530929622619e-32,1.4850802702705051e-26,4.8446900567873276e-44,1.1267048425128301e-47,4.8038159184168234e-42,7.7613168885234211e-41,2.3680638089311695e-37,4.5058252784350198e-31,1.8469072361068835e-48,2.9320139298030029e-54,1.0737988768118151e-53,1.1512339126995218e-67,6.1777863564988377e-69,1.142517408593934e-62,4.9824240300558124e-99,1.914463499598924e-90,1.6828555638720717e-53,1.7787863602137608e-40,1.4135699756659573e-48,4.0735996933419303e-45,4.1787437221413077e-57,1.5936286472086549e-41,4.3108153538520752e-52,2.0043039578664916e-68,1.9126097960293301e-36,1.0160521279752922e-30,5.4948473649887804e-35,8.6782548172232248e-45,9.3913724128423905e-62,4.3615806023703147e-62,2.0832415751403533e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2001957458888454e-19,9.8713809143375772e-20,1.200195957795035e-19,3.53750093307417e-22,2.9127527106263684e-22,1.4563763670017149e-22,2.8127236866121522e-26,2.3506112958823022e-26,2.8919174825684469e-28,2.4117388268709143e-28,6.9500864739036344e-27,1.1948042709291279e-28,6.5098792508849693e-31,2.1352442648789368e-28,1.2649499679691546e-28,1.6482246499607562e-28,2.3586320770181267e-28,2.1219525662312849e-28,7.6757977339310761e-20,3.9773966614620913e-23,1.7893258760136745e-26,1.9106955671751068e-26,1.2029736353938317e-32,4.8098878160705174e-37,1.0002527875752409e-29,1.2390074629296184e-34,2.2940275450222332e-28,2.6091043759240569e-29,1.7589045717108047e-35,4.6339298978161378e-38,5.2165427432142281e-39,5.4781866213548851e-39,5.1717293101612839e-44,1.712719406393728e-42,2.0080059815212557e-51,6.7499919491847228e-48,7.0720128955899475e-53,1.303074176734837e-51,3.1309869728923399e-56,2.0836098265290353e-55,3.0379386719011505e-55,1.6039989777568744e-37,6.6613242651518278e-39,1.9233686604004475e-37,1.1177923364542688e-63,1.1153812210927161e-65,2.6317614732022794e-36,3.284489841911343e-68,2.0174895037772004e-31,4.6910786947818316e-31,3.4803143559844376e-37,2.2281292007421048e-46,8.7142049268842707e-36,1.7883644194719431e-77,1.2531183273813292e-77
1.5e-14,0.004964333550049887,5.8310000743888872e-23,1.3491631824972224e-30,6.8435170898120125e-29,2.6436349183575795e-30,3.5903246960982975e-36,0.0,0.0,1.6839900982496608e-21,3.0927705517696711e-32,1.6929123576272563e-45,5.9254105479166486e-46,1.923954277534776e-57,3.5567606703416809e-29,1.4944747835032893e-43,1.6104131942237648e-19,6.7216599538625844e-29,1.3358648202275197e-39,1.585713819368533e-40,3.8838682046269973e-26,6.8437781756978101e-42,1.8702780338211449e-41,1.1521899161111902e-40,7.1344581965682321e-32,1.2218754164777979e-49,1.7933224554485005e-26,2.1933816145753649e-48,2.0710543228861777e-19,5.9196070904476808e-45,4.9461001465891016e-59,1.6898852587714067e-45,2.3507360499897864e-70,7.9187195933976757e-37,5.3466112770741833e-31,5.7112492267749095e-30,3.248609749094697e-29,1.3119119534874695e-31,6.569994140555596e-26,4.5056530306757957e-43,1.0478552936926426e-46,4.4676253017140629e-41,7.2181471062331293e-40,2.2023013247679323e-36,1.9933356715896619e-30,1.7177280708759728e-47,5.6390290778794964e-53,2.0651983951715537e-52,4.5165537951254284e-66,1.2379581371425924e-67,2.197355569821505e-61,1.9553152839302002e-97,1.5186214049985105e-88,3.0177484106188683e-52,1.6542987211114462e-39,2.7186597079898637e-47,3.7886295382485147e-44,8.0359791624144283e-56,1.4819177266272437e-40,8.2910588157355445e-51,7.8031191173335307e-67,1.7787627466087844e-35,4.493988618103499e-30,2.4309206956674456e-34,8.0698358490626277e-44,1.8059156600770947e-60,1.7111964480600425e-60,8.1721038736303566e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.5180570691116614e-19,2.0710538318663782e-19,2.5180580065842848e-19,7.4218089388316905e-22,6.1110637000969342e-22,3.0555319017584382e-22,1.2443485346105988e-25,1.0399100429911905e-25,1.2793819628455378e-27,1.0669514698292458e-27,3.0747184274151177e-26,5.2858046689172243e-28,2.8800386392187925e-30,9.4463200140168932e-28,5.5961384726599188e-28,7.2917454156460584e-28,1.0434600815055013e-27,9.3875404957555497e-28,1.6104115687176998e-19,8.3447322646465256e-23,7.9159676079619547e-26,8.4529120499877633e-26,1.1187857191073494e-31,4.4733789715374323e-36,4.4251168974470532e-29,1.1523018043507101e-33,1.0148733578721855e-27,1.1542762879403277e-28,1.6358238529639551e-34,4.3096525802965331e-37,4.8519419792289185e-38,5.0956090417438344e-38,9.9468013894754429e-43,3.2940166435555071e-41,7.8754778453852759e-50,1.2981352726519599e-46,2.7733190162671879e-51,5.111126572326836e-50,2.4823932321067086e-54,1.6524259281638851e-53,5.8419409522492453e-54,1.4917468264829535e-36,6.1951546405089235e-38,1.7887659149449138e-36,1.7827170237930964e-61,1.7789766121964079e-63,1.1642827093110322e-35,5.2385103843258662e-66,8.925508172403977e-31,2.0753469478014975e-30,3.2367748467471669e-36,4.2853033640924081e-45,3.8538594420604843e-35,5.7210730402886074e-75,4.0097721065479494e-75
3.1e-14,0.004964333550049887,1.1934757212246669e-22,4.0004450157358897e-30,2.8525886295215336e-28,1.1019351283910815e-29,3.0303192340152555e-35,0.0,0.0,3.446688414601494e-21,1.2891259375935461e-31,1.4290735657869686e-44,5.0011356154450523e-45,3.2703790484602447e-56,1.4825281131777418e-28,1.2613399991805467e-42,3.2960791703499989e-19,2.801704431108025e-28,5.5682342478847188e-39,6.609486247943939e-40,1.6188630072838572e-25,5.776136565644121e-41,7.7954388516969869e-41,9.7244427277653404e-40,2.9737653830112751e-31,1.031340067242803e-48,7.4748788170558856e-26,1.8537197439756412e-47,4.2388855249544106e-19,4.9961330102341577e-44,4.1745658485223878e-58,1.4262635983825412e-44,3.996798357266017e-69,6.6833861331932293e-36,2.2277468197096683e-30,2.3805471691728376e-29,1.3541600950334118e-28,5.4682401468819939e-31,2.7384868174538042e-25,3.8027645234791225e-42,8.8438594056557363e-46,3.7706459461882461e-40,6.092066017987221e-39,1.8586683932577288e-35,8.3082315756903111e-30,1.4498752628221804e-46,9.5876138512177541e-52,3.511308795568182e-51,1.5418484676534516e-64,2.2722301437088218e-66,3.7359837026644394e-60,6.6793784886852159e-96,1.038959655828098e-86,5.1637644709665919e-51,1.396215557854783e-38,4.622314976145343e-46,3.1977718450719157e-43,1.3660153260581257e-54,1.2504266008633074e-39,1.4097445977476483e-49,2.6238748061331529e-65,1.501272476991336e-34,1.8723370685388683e-29,1.013250126723476e-33,6.8090990752787723e-43,3.069484925418838e-59,5.8419582034048392e-59,2.7891370636310564e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.153777643821836e-19,4.2388834783012392e-19,5.15378155136755e-19,1.5190404166380231e-21,1.2507668075055307e-21,6.2538342530627101e-22,5.1866572520105406e-25,4.3345223734604317e-25,5.3326671247129339e-27,4.447224386548866e-27,1.2815961568246294e-25,2.2032074673004372e-27,1.2005055518653414e-29,3.9373896684936231e-27,2.332567512316088e-27,3.039325717836448e-27,4.349332952342167e-27,3.9129080486076528e-27,3.2960723949662894e-19,1.7079397592789765e-22,3.2995045165935176e-25,3.52331629662347e-25,9.4424947555017276e-31,3.7756789210030211e-35,1.8444643732572171e-28,9.7254354559433689e-33,4.2301322592132849e-27,4.8112933001868872e-28,1.3806486101305433e-33,3.6373577874169132e-36,4.0957927991705704e-37,4.3020000859009002e-37,1.6912512956784893e-41,5.6005991688920665e-40,2.6868872155651369e-48,2.2069040554228924e-45,9.459386597977785e-50,1.7440727119791384e-48,1.6968280148988186e-52,1.1300108078271527e-51,9.9298913128494492e-53,1.2590280732166636e-35,5.2286973617605703e-37,1.5097105301643554e-35,2.4396408000020497e-59,2.4348088094278054e-61,4.8528626574326336e-35,7.1694925623856106e-64,3.7204164218680581e-30,8.6505182458758512e-30,2.7318612617099978e-35,7.2860726713259696e-44,1.6052934132467078e-34,1.5664980043186373e-72,1.0984594521443166e-72
6.300000000000001e-14,0.004964333550049887,2.4143128182524027e-22,1.3088573786131785e-29,1.1625198624617497e-27,4.4906256603864003e-29,2.4802991885195075e-34,0.0,0.0,6.9721372633816118e-21,5.2533026102986924e-31,1.1700407097344582e-43,4.0933253781929592e-44,5.3628680718214373e-55,6.0414515702042607e-28,1.0323471985632261e-41,6.6674105998961615e-19,1.1417096480510828e-27,2.2691845967640809e-38,2.6933655800792052e-39,6.5969489937248467e-25,4.7274504648433175e-40,3.176518850889235e-40,7.958890158002121e-39,1.2118249954035951e-30,8.4422576159995915e-48,3.0460532519187386e-25,1.5212649006756382e-46,8.5745437736689769e-19,4.0890525617293826e-43,3.4167673788203492e-57,1.1673240452724046e-43,6.5572367323721063e-68,5.4699859133701637e-35,9.0715906535499382e-30,9.7008534932298724e-29,5.5189501333855506e-28,2.2283077814383448e-30,1.1159475838645581e-24,3.1123561671174536e-41,7.2381794987252414e-45,3.086030918502546e-39,4.9859605415945343e-38,1.5211037135997986e-34,3.3853753984549759e-29,1.1868323676475342e-45,1.572949628047813e-50,5.7607017739967904e-50,5.0651159356116922e-63,4.2763403805450728e-65,6.129232927683716e-59,2.1971190436128361e-94,6.830266426318202e-85,8.5325418629207954e-50,1.1427100432140468e-37,7.5833445945416795e-45,2.6174863770437546e-42,2.2401716902610552e-53,1.0229010159612081e-38,2.3130928689674116e-48,8.3688827689505748e-64,1.2287088756923403e-33,7.6231008098084894e-29,4.129050678350647e-33,5.5698922374464906e-42,5.0326187861386377e-58,1.9193490368286224e-57,9.1584184405303047e-59,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.0425210506317299e-18,8.5745354334673658e-19,1.0425226429754233e-18,3.0727511486651414e-21,2.530080640984554e-21,1.2650404083230369e-21,2.1135881503485377e-24,1.7663387649291936e-24,2.1730753500262067e-26,1.812256232727067e-26,5.2225749733810217e-25,8.9781275589519021e-27,4.8925754210409642e-29,1.6045072363168188e-26,9.5053378797697481e-27,1.2385414239940579e-26,1.7723850373569834e-26,1.594546029076683e-26,6.6673829899030793e-19,3.4548704736210104e-22,1.3445593241006569e-24,1.4357670982224428e-24,7.7281032399655078e-30,3.0904389099971273e-34,7.516282855086775e-28,7.9597816574294836e-32,1.7237725451133958e-26,1.9606844181317708e-27,1.1300114851005435e-32,2.9770080654065046e-35,3.3534261568690043e-36,3.5230978762715649e-36,2.7749128910139675e-40,9.1884819943505557e-39,8.8160461167285939e-47,3.6199499054938495e-44,3.1021969794635747e-48,5.7245559736759164e-47,1.1136150851331516e-50,7.4224439050704422e-50,1.6282142580273866e-51,1.0304394585088178e-34,4.2793981253322413e-36,1.2356074438277362e-34,3.2031251456098945e-57,3.1975337925955206e-59,1.9775111878047717e-34,9.4147911340247414e-62,1.5161789079495038e-29,3.525223940115923e-29,2.2359258220660536e-34,1.1953888870894963e-42,6.5330503009585807e-34,4.1131565791379027e-70,2.8870415973662424e-70
1.2700000000000001e-13,0.004964333550049887,4.8563296886282616e-22,4.6408471686449099e-29,4.6918925976541999e-27,1.812315770982843e-28,2.00550598342251e-33,0.0,0.0,1.4023243825062816e-20,2.1199809096810377e-30,9.466340953162939e-43,3.3096376222829726e-43,8.6709591302468081e-54,2.4380543649144742e-27,8.3464473394774434e-41,1.3410071368163196e-18,4.6073135887773261e-27,9.1579871516653686e-38,1.0868657744748278e-38,2.6621625789938909e-24,3.8220355420539312e-39,1.2817362353172642e-39,6.434528887193547e-38,4.8902572862177013e-30,6.8274847980465456e-47,1.229219823723918e-24,1.2365295283047597e-45,1.7245843649441526e-18,3.3058928206964501e-42,2.7625650392214258e-56,9.4376390233085344e-43,1.061229803428318e-66,4.4223609164513814e-34,3.6554866342130755e-29,3.9147285084986524e-28,2.2276882614671084e-27,8.9919891629449532e-30,4.5033476314917666e-24,2.5162725777746012e-40,5.8518482462042576e-44,2.494927783581041e-38,4.0309367258031937e-37,1.229592928812842e-33,1.365931024129724e-28,9.598324565804147e-45,2.545626647359696e-49,9.3230810577591825e-49,1.6401980811152865e-61,8.6955926723877958e-64,9.9192710773147637e-58,7.1334338886336096e-93,4.4245863127148232e-83,1.3867587478115688e-48,9.2382957037856345e-37,1.2272544862805425e-43,2.1166385707022686e-41,3.6224662502834814e-52,8.261784524246201e-38,3.7442892142699283e-47,2.56093542306552e-62,9.9338273365211233e-33,3.0708159082816984e-28,1.6662597329516725e-32,4.4983219950350322e-41,8.1343554474962125e-57,6.2166459534568818e-56,2.9630116568185984e-57,0.88168480800000004,0.0,0.0094599999999999945,0.10885,2.0968043083744248e-18,1.7245809993128595e-18,2.0968107341817057e-18,6.1801393596210494e-21,5.0886801425356086e-21,2.544340425696868e-21,8.5292607471205317e-24,7.1279541463146106e-24,8.7692167447576016e-26,7.3131775752731634e-26,2.1075459407730582e-24,3.6230299374645675e-26,1.97473834982141e-28,6.4749085526137572e-26,3.8358324212053241e-26,4.998072057871768e-26,7.1524413419407112e-26,6.4348330467929061e-26,1.3409959949871056e-18,6.948722497187735e-22,5.4258508150195044e-24,5.7939416941059744e-24,6.2478977061497351e-29,2.4989582325095134e-33,3.0331521627362377e-27,6.4353773280984087e-31,6.9559650378046644e-26,7.9127018201948325e-27,9.1363116942806975e-32,2.4068922747962199e-34,2.7131801173922154e-35,2.851814270126317e-35,4.4916206685931991e-39,1.4870776443680681e-37,2.8479747224898705e-45,5.8561544075919207e-43,1.0011470381663089e-46,1.850588417050995e-45,7.1895432084360768e-49,4.7999279657128699e-48,2.6321929804905157e-50,8.3307726559994921e-34,3.4597899412870407e-35,9.9894792314861411e-34,4.1361565174352011e-55,4.1308805937221459e-57,7.979694428203472e-34,1.2161363038435061e-59,6.1191851637141553e-29,1.4226604368304806e-28,1.8077715636068943e-33,1.9346925647831006e-41,2.629464864625894e-33,1.0618309013034621e-67,7.4675670461381814e-68
2.55e-13,0.004964333550049887,9.7417341226270108e-22,1.7363386837694278e-28,1.8853191913977325e-26,7.2816521282253972e-28,1.6129458243598559e-32,0.0,0.0,2.8126292403430437e-20,8.5167334707783937e-30,7.6225511354636807e-42,2.6616161125259169e-42,1.3922999985722169e-52,9.794663518089626e-27,6.7113499152268263e-40,2.6895384541395569e-18,1.8508619270908074e-26,3.6796161469409883e-37,4.3659542239016098e-38,1.0694476165457243e-23,3.073171127241818e-38,5.147960691259852e-39,5.1737066171813858e-37,1.9645240965428549e-29,5.4931505618609517e-46,4.9380528014080694e-24,1.0048995686055008e-44,3.4588376914608448e-18,2.6581380449535656e-41,2.2215870292775026e-55,7.5886369547627522e-42,1.7073006190075515e-65,3.5558766542981567e-33,1.4642444854170692e-28,1.5726319699893541e-27,8.953466090052317e-27,3.6120938118783129e-29,1.8090929161450404e-23,2.02325746363676e-39,4.7051884553259147e-43,2.0059954753023162e-37,3.2409835415737025e-36,9.8837786966970211e-33,5.485481294881841e-28,7.7226068121961282e-44,4.0952267859192969e-48,1.4998611501226497e-47,5.2783162351970092e-60,1.9698839981340191e-62,1.5956970266095986e-56,2.3076377114609261e-91,2.8480145261173501e-81,2.2363731661394833e-47,7.4277973440887404e-36,1.9742662150712001e-42,1.7026554663114663e-40,5.818010565987834e-51,6.6299961702800878e-37,6.0262126675126216e-46,7.4235737661096647e-61,7.9874542653273342e-32,1.2292603052499203e-27,6.6937535060970433e-32,3.6092501044964631e-40,1.3052903855300284e-55,2.0014498823959478e-54,9.5179848366975577e-56,0.88168480800000004,0.0,0.0094599999999999893,0.10885,4.2053575649426851e-18,3.4588241710913847e-18,4.2053833787171251e-18,1.2394782775795516e-20,1.020576648915842e-20,5.1028846683388103e-21,3.4263797086162471e-23,2.8634442857179153e-23,3.5226937636710109e-25,2.9377930593171378e-25,8.4664983847687393e-24,1.4554130782142688e-25,7.9358889743213501e-28,2.6011152960286872e-25,1.5409402686128933e-25,2.0078372736766779e-25,2.8733518407900564e-25,2.5851144306576559e-25,2.6894936952872093e-18,1.393638892408476e-21,2.1796444480411459e-23,2.3275360385754028e-23,5.0235699806928056e-28,2.0099865633553471e-32,1.2184800120449284e-26,5.1745941226067634e-30,2.7941795188405052e-25,3.1790769310469556e-26,7.3468902549828297e-31,1.9353811095832195e-33,2.1848126020655531e-34,2.2986289821490823e-34,7.2282615510040493e-38,2.3924165875445957e-36,9.1212311888502446e-44,9.4136347265879412e-42,3.200047048904695e-45,5.9352014225041128e-44,4.5967875384784389e-47,3.0790306498210241e-46,4.2252842821202603e-49,6.6983439239395929e-33,2.7818926379012926e-34,8.0320068151198147e-33,5.2887793549684593e-53,5.2870050129374068e-55,3.2052576534600316e-33,1.5561009719861613e-57,2.4587925300650865e-28,5.7157387860891543e-28,1.4536920433256299e-32,3.1127257703461663e-40,1.0508006144584125e-32,2.7130608801274428e-65,1.9154477231176097e-65
