Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303)
0.04915058304600752,0.0015421534948072814,1.3341807514594448e-16,5.9613629837730741e-17,1.4643638338609557e-10,3.1210471511905829e-13,3.3201718457255424e-06,0.0,0.0,2.6787054653887897e-07,9.6142409507583954e-08,8.0316799255003069e-13,1.1176305090189906e-15,2.799128682998999e-18,-1.3925218534040405e-35,2.0310815424794089e-33,6.3657974059814491e-21,2.1157214330124238e-12,8.6558633756988144e-10,4.4434544890718302e-28,8.0200164579688515e-34,4.7178376050888318e-18,2.4403707253453841e-33,2.2631190254722122e-22,5.7721582549411408e-10,6.3443246584476889e-13,5.2685674603487766e-18,6.6903250125615566e-21,2.5221981779422612e-10,8.9574174613833636e-17,1.7300386910638563e-21,6.3087640474080642e-18,2.495171146703723e-21,1.8324207822499848e-19,2.6959975667620466e-16,6.3937703677360329e-23,2.1172430109079243e-17,2.4155203664335645e-08,2.4304180136259201e-08,4.1765603736867948e-20,8.6649311994973296e-22,6.2871673243733963e-17,1.4864616534782229e-47,8.436871377579366e-15,2.5335599013740139e-19,1.3654247171517039e-16,4.0069618210398932e-21,1.6370273190370562e-16,9.5119550365234344e-26,8.771967153677783e-17,6.8768435588888638e-22,3.9684475184024876e-25,5.3672902838376537e-45,2.7692525975175057e-38,1.5839358299803475e-18,1.8946980315685476e-25,2.3244162704073787e-15,2.4634405727036583e-26,8.3144907226418512e-16,9.6441378010184987e-17,3.84777838760072e-28,7.1060779649367541e-16,5.8182442293822465e-28,1.3997099312101862e-15,8.0016908215391236e-22,9.2563903025128293e-28,-5.7936081693692919e-17,1.3445416234050438e-25,0.88168480800000004,0.0,0.0094405944445283448,0.10882646016815199,0.00099995009444270636,1.7399150594767977e-21,1.8074858416924136e-15,4.8370146885655591e-19,3.0050337253366284e-17,1.2995220750533528e-14,4.7969110524177538e-12,1.1897687845250931e-19,2.9092706727272331e-11,4.0299136422537347e-16,1.0188032713593962e-07,4.9770810173922245e-16,9.7167159068824281e-13,2.0312367993780531e-11,6.8563110925476126e-06,3.003429599972285e-12,7.9294470286741477e-08,4.6616131141666986e-09,4.6693185182256171e-12,1.1016715667140807e-08,3.3899843200904396e-16,2.465294583622209e-10,2.3592519335036362e-11,1.4720930029939542e-18,2.9577435833322676e-06,5.1100539389689621e-08,3.0598902632483074e-06,1.899964201782651e-11,5.3353802429212482e-06,2.1679923903653349e-13,3.6773703547197224e-12,1.6672736675736057e-08,4.7822795787765415e-19,6.4217557096941462e-11,2.0369103671109195e-12,7.1436514348863008e-09,1.6485188509043914e-13,3.4551061040963987e-07,4.8044923046391704e-07,9.7728778698326562e-08,3.493192709795692e-10
0.04918667625852244,0.001542153087028305,1.3571975156901196e-16,6.0864238063419391e-17,1.4824085025736513e-10,3.1741604654582424e-13,3.3646493706772279e-06,0.0,0.0,2.7055730326312985e-07,9.7723616618008412e-08,8.2720452561993848e-13,1.1470011901648572e-15,2.8820587034688708e-18,1.6234347047926541e-34,5.2756658314696077e-33,6.5176501759505937e-21,2.1398160727050506e-12,8.8051491188703891e-10,4.9232967492048929e-28,8.3930442794349396e-34,4.844937345458892e-18,2.5080650649729624e-33,2.317101039456997e-22,5.9182479732533838e-10,6.4543523581788026e-13,5.7729724676364486e-18,6.8631557461158212e-21,2.5559101647227227e-10,9.1800712576219953e-17,1.7683753852106463e-21,6.4241050224588687e-18,1.7899121581610148e-21,1.879818908806304e-19,2.7657344670659905e-16,6.6662804812910096e-23,2.1698339533469288e-17,2.4426860357713517e-08,2.4671195841435107e-08,4.2772175344643879e-20,8.8257727300211792e-22,6.4302026283551558e-17,1.5262185798532807e-47,8.664161527063375e-15,2.5990616841555171e-19,1.3999229538045106e-16,4.1012224762685279e-21,1.6791066773375739e-16,9.7576435286536883e-26,9.0078021729483993e-17,7.1566912090664848e-22,4.1255830719147296e-25,1.0385861825174566e-44,3.4141236068743203e-38,1.6414395170061147e-18,1.9318360111821914e-25,2.3844787251640321e-15,2.5567394613545918e-26,8.564508383593469e-16,6.925799851283462e-17,3.9995227604243161e-28,7.2353909813102284e-16,5.9842745681776623e-28,1.4376400029398298e-15,8.2399948736479485e-22,9.652231778642244e-28,-3.3504228812216947e-17,9.8846828176446422e-26,0.88168480800000004,0.0,0.0094403357526013521,0.10882614673788858,0.00099994942617852582,1.7410670497531906e-21,1.8297110290025549e-15,4.8987241775035384e-19,3.0072249417589863e-17,1.3162420455572102e-14,4.8560019561904862e-12,1.1906438809701423e-19,2.9448033329031924e-11,4.0795818142188141e-16,1.0312466412380231e-07,4.9807293282684725e-16,9.8364750174118785e-13,2.0560424210112309e-11,6.9477546135524614e-06,3.0400778749451251e-12,8.0262873848058914e-08,4.7184937808627471e-09,4.7263190593872308e-12,1.1151204325117103e-08,3.4317660871608032e-16,2.4983205848445853e-10,2.388237796477036e-11,1.4900638591339087e-18,2.9971647008499198e-06,5.1728900593396529e-08,3.1006374324978443e-06,1.9231682595561471e-11,5.4065239931156784e-06,2.1968632874162556e-13,3.7265171203733903e-12,1.6895575821149928e-08,4.8438095681864135e-19,6.507585639804476e-11,2.0619299419929881e-12,7.2313987518427004e-09,1.670556379278025e-13,3.5034687108739394e-07,4.8687974358664702e-07,9.9045525181667573e-08,3.5358012164432199e-10
0.049222769471037355,0.001542152674273815,1.380596289981406e-16,6.2141661645677685e-17,1.5006422717419414e-10,3.2281906376323045e-13,3.409674828957649e-06,0.0,0.0,2.7326006877732222e-07,9.9329599539881812e-08,8.519520024412536e-13,1.1770560388930845e-15,2.9673925575575977e-18,-1.554745523118756e-35,5.0877025383609546e-33,6.6727767853762722e-21,2.1641199491654469e-12,8.9570544614322076e-10,5.2483348758454315e-28,8.3757603409662048e-34,4.9753200169066107e-18,2.705399817986498e-33,2.3722467281379903e-22,6.067787426576544e-10,6.5662154939219398e-13,6.2452530030175787e-18,7.0401934363492295e-21,2.5900355697893439e-10,9.4078216094587776e-17,1.8075175959745843e-21,6.5415824319954113e-18,1.0502775282277992e-21,1.9283733895958776e-19,2.8372693773304991e-16,6.9501716063189029e-23,2.223627779857443e-17,2.470079454585792e-08,2.504355259777176e-08,4.3803548747113605e-20,8.9904441705108574e-22,6.5762312797084189e-17,1.5669985534272079e-47,8.8973222568335229e-15,2.6661596063140048e-19,1.4352318126478338e-16,4.1974720604334989e-21,1.7222032354313134e-16,1.0009311171080975e-25,9.2497111046454253e-17,7.4476107619464425e-22,4.2887238856888162e-25,8.4991415717161184e-45,3.3944361309225143e-38,1.7010158173750744e-18,1.9698870140219811e-25,2.446003595309202e-15,2.6533999648475447e-26,8.8219699459996121e-16,4.0587923387565686e-17,4.1570373537889682e-28,7.3677499576691699e-16,6.1555535523515541e-28,1.4765573707758853e-15,8.4852505592691961e-22,1.0064693636008054e-27,-7.1827800495533999e-18,6.133741588742665e-26,0.88168480800000004,0.0,0.0094400739041680583,0.10882582948936999,0.00099994874968788758,1.7422190672406035e-21,1.8521679049842183e-15,4.9611702520220665e-19,3.0094161914659559e-17,1.3331669867627995e-14,4.9157107376960138e-12,1.1915189941945186e-19,2.9807014962530276e-11,4.1297698916502338e-16,1.0438180181501167e-07,4.9843775316406092e-16,9.9574875433238548e-13,2.081103109279932e-11,7.0403146381209107e-06,3.0771020875503872e-12,8.1241236972886865e-08,4.7759578173284725e-09,4.7839047591734974e-12,1.1287073427028759e-08,3.4739851480751893e-16,2.5317532592999772e-10,2.4175253331991011e-11,1.508219175136463e-18,3.0370665965382476e-06,5.2363817372648819e-08,3.1418804534894191e-06,1.9466109667666574e-11,5.4785359765697569e-06,2.2260855298336526e-13,3.7762658024060842e-12,1.7121144207422799e-08,4.9060938560568479e-19,6.5944667807130097e-11,2.0872106804870339e-12,7.3200620736509039e-09,1.6928639291555875e-13,3.5524773501900726e-07,4.9338935687118158e-07,1.0037867376693122e-07,3.5788469635449433e-10
0.04925886268355227,0.0015421522564927825,1.4043825556559211e-16,6.3444997759922533e-17,1.5190665179331548e-10,3.2831528682628195e-13,3.4552539605031757e-06,0.0,0.0,2.759787622427152e-07,1.0096068583316748e-07,8.7743025984345986e-13,1.2077333556341682e-15,3.0551972529032646e-18,-6.4174980531300201e-36,5.1079442974023903e-33,6.8312374163944759e-21,2.1886337320847384e-12,9.1116237239237166e-10,5.7091347594180104e-28,8.8471586397939778e-34,5.1090655216310998e-18,2.7167985776116202e-33,2.4285774776656048e-22,6.2208498999751886e-10,6.6799405256601774e-13,6.5981385720138371e-18,7.2215321480116365e-21,2.6245786786197005e-10,9.6407711524233384e-17,1.8474795009521835e-21,6.6612347565323422e-18,7.4498861297578345e-23,1.978110187345201e-19,2.9106460409052907e-16,7.245932076242926e-23,2.2786487049791421e-17,2.4977011568011383e-08,2.5421319341331602e-08,4.486031829870731e-20,9.1590280649189107e-22,6.72530553041044e-17,1.6088264251000632e-47,9.1364964310519814e-15,2.7348894090277678e-19,1.4713683711043121e-16,4.295745878546282e-21,1.766339516993707e-16,1.026709160610021e-25,9.4978411703901845e-17,7.7500249585239851e-22,4.4580893289005332e-25,9.0795057273468524e-45,3.8157646555630349e-38,1.7627363460014481e-18,2.0088718248868223e-25,2.5090235922432057e-15,2.7535355288354933e-26,9.0870924589115572e-16,2.8344537963530636e-18,4.3205316448392016e-28,7.5032194583224616e-16,6.332248988304755e-28,1.5164863042576192e-15,8.7376531392366344e-22,1.0494456457298939e-27,2.9542569838682168e-17,1.2809583055685934e-26,0.88168480800000004,0.0,0.0094398088668433706,0.10882550838347449,0.00099994806488473502,1.7433711122567061e-21,1.8748581256819405e-15,5.0243602152243831e-19,3.011607474781055e-17,1.3502990330279951e-14,4.9760418369187523e-12,1.1923941243626278e-19,3.0169676915906898e-11,4.180481621928467e-16,1.0565182882256343e-07,4.9880256262202591e-16,1.0079762508392452e-12,2.1064206260656477e-11,7.1340026283330504e-06,3.1145048068593945e-12,8.2229628522592187e-08,4.8340092049286052e-09,4.8420796226290391e-12,1.1424332408892622e-08,3.5166446510658493e-16,2.5655968563822266e-10,2.4471166907821951e-11,1.5265602118759835e-18,3.0774541968855201e-06,5.3005336861365425e-08,3.183624373838196e-06,1.9702939736354547e-11,5.5514250951517798e-06,2.2556626945078034e-13,3.8266226023073718e-12,1.7349469945438472e-08,4.969140296893419e-19,6.6824099598070947e-11,2.1127544924798967e-12,7.4096481021582368e-09,1.7154442847846898e-13,3.6021399267620143e-07,4.9997889716240224e-07,1.0172840040435219e-07,3.6223329609827468e-10
0.0493310491085821,0.0015421514056451367,1.4531397518373987e-16,6.6134965392802276e-17,1.5564919546517048e-10,3.395935398631924e-13,3.5480964121574347e-06,0.0,0.0,2.8146359859290878e-07,1.0429949136721105e-07,9.3066612607526199e-13,1.2712047811850613e-15,3.2384960403373745e-18,-1.2150533936118598e-38,5.6008345316680453e-33,7.1584056351049511e-21,2.2382936257955791e-12,9.4289345808608929e-10,6.3417181198965169e-28,9.5646626677455495e-34,5.3869736711850872e-18,2.8212610035361654e-33,2.5448811824649835e-22,6.5378436595975636e-10,6.9130834045358808e-13,7.1497626720993828e-18,7.5974982420006878e-21,2.6949353001942771e-10,1.0122686698495888e-16,1.9299200096051657e-21,6.907221402275566e-18,1.3421533951582685e-24,2.0812371800032828e-19,3.0631046020935482e-16,7.8749543553997354e-23,2.3924706816435187e-17,2.5536314513507115e-08,2.6193361628456758e-08,4.705248916710407e-20,9.5082710018754399e-22,7.0328031021326009e-17,1.6957280724664679e-47,9.6334727148449094e-15,2.8773911759615424e-19,1.5461944200607911e-16,4.4985097409821626e-21,1.8578235521536667e-16,1.0801538695983859e-25,1.0013370130053681e-16,8.3911068613534191e-22,4.8164100966901059e-25,1.0259957630279588e-44,4.3555079662664413e-38,1.8929083464802436e-18,2.089728147729472e-25,2.6396830395057303e-15,2.9647034199454636e-26,9.6412194419321935e-16,1.0241098785502516e-20,4.6663337227753915e-28,7.7837540718063792e-16,6.7025862561034617e-28,1.5994787249649353e-15,9.2647060258063856e-22,1.1408745176570241e-27,3.2135583454498021e-17,8.9657905656361229e-27,0.88168480800000004,0.0,0.0094392690948713557,0.10882485444172067,0.00099994666999353075,1.7456752861577586e-21,1.9209452299180794e-15,5.1530012549033127e-19,3.0159901435356057e-17,1.3851930543808911e-14,5.0985887607809342e-12,1.1941444361912444e-19,3.0906142954790408e-11,4.2834910421930495e-16,1.0823090531942352e-07,4.995321483783383e-16,1.0328135876957988e-12,2.1578331936523706e-11,7.3248087456510681e-06,3.1904560386897029e-12,8.4236772391073122e-08,4.9518899530288822e-09,4.9602128560127661e-12,1.170305774293782e-08,3.6032975852279023e-16,2.6345339685594445e-10,2.5072194619982038e-11,1.5638044892452305e-18,3.1597063853148483e-06,5.4308372689211206e-08,3.2686352700001196e-06,2.0183874884307776e-11,5.6998706477210124e-06,2.3158962165054028e-13,3.9291855728219781e-12,1.781450687486135e-08,5.0975513359507985e-19,6.861526109794894e-11,2.1646389928932359e-12,7.5916151447569422e-09,1.7614346452527294e-13,3.7034589185663057e-07,5.1340109630424278e-07,1.0447829851267179e-07,3.7106377482428417e-10
0.04939601689110895,0.0015421506221721848,1.4984025058308308e-16,6.8649300037214409e-17,1.5908401170259248e-10,3.5007842875520021e-13,3.6336066206487071e-06,0.0,0.0,2.8645356918407652e-07,1.0739360700669019e-07,9.812993513306633e-13,1.3309531872607938e-15,3.4126240035016704e-18,-1.7245843871032934e-35,5.9391603841106478e-33,7.4648802614675092e-21,2.2837118365632568e-12,9.7240830772981819e-10,6.8810004905880877e-28,1.0225316111410668e-33,5.6494306376756004e-18,2.9283885895959412e-33,2.6538280528486524e-22,6.8359491333858984e-10,7.1295503093118719e-13,7.6063238011711525e-18,7.951559428154288e-21,2.7597284157639709e-10,1.0575255820041534e-16,2.0070657683156081e-21,7.1364472711453662e-18,8.3242207346217434e-24,2.1783661789187756e-19,3.2070754048688257e-16,8.4866724274987395e-23,2.4993581566330443e-17,2.6047544084315618e-08,2.6907406079223052e-08,4.9118532341255672e-20,9.8368296001217374e-22,7.3205044535536426e-17,1.7777842175939487e-47,1.01028169938088e-14,3.0115970184814137e-19,1.6165461765376536e-16,4.6882837360551323e-21,1.9439500837375841e-16,1.1304842263997359e-25,1.0500167452067602e-16,9.0119578141388143e-22,5.1625472036215235e-25,1.0999846736189064e-44,4.7973415809098627e-38,2.0181635138867571e-18,2.165909777743486e-25,2.7627313667930698e-15,3.167850942375772e-26,1.0168438999886424e-15,2.7098561215435911e-19,5.0002587119233004e-28,8.0475446789624808e-16,7.0562042790897393e-28,1.6778863636768444e-15,9.7655623647377853e-22,1.2298173301664004e-27,3.2338825141298258e-17,9.0650114096002416e-27,0.88168480800000004,0.0,0.0094387720646619804,0.1088242523039345,0.00099994538528651875,1.7477491400533333e-21,1.963238293957689e-15,5.2713965163318069e-19,3.019934663624269e-17,1.4173276969996369e-14,5.2110539097243061e-12,1.1957197764484734e-19,3.1581802849969492e-11,4.3780280533072251e-16,1.1059704490416333e-07,5.0018873703274149e-16,1.0556080079820118e-12,2.2050005366055739e-11,7.500508485457589e-06,3.2601323993346583e-12,8.6078190086968948e-08,5.060031282579398e-09,5.0685878638428868e-12,1.195875853625084e-08,3.6828231567835463e-16,2.6980259798026311e-10,2.562372582953227e-11,1.5979721450211573e-18,3.2354445746799609e-06,5.5504159797596445e-08,3.346909473622147e-06,2.0625100361059115e-11,5.8365619898788765e-06,2.3713565883056794e-13,4.0236350875060007e-12,1.8242756172231489e-08,5.2158077796237882e-19,7.0264729415651945e-11,2.212253981828743e-12,7.7586086113682074e-09,1.8037872858507447e-13,3.7969634506150737e-07,5.2576284438306854e-07,1.0701169706423131e-07,3.7916479149691153e-10
0.0494609846736358,0.0015421498216033301,1.5450083515600838e-16,7.1256340679052322e-17,1.6258268944161905e-10,3.6088994919205362e-13,3.7210019103074615e-06,0.0,0.0,2.9149379048692373e-07,1.1057426504954427e-07,1.0346517373593224e-12,1.3934244607583762e-15,3.5958822279764242e-18,3.112062945002835e-35,6.3808686591936318e-33,7.7831314665622225e-21,2.329819904355367e-12,1.0028582219482944e-09,7.6511097839101997e-28,1.1034575253000452e-33,5.9241096643536136e-18,2.9627293902460653e-33,2.7669607514007124e-22,7.1466699795221756e-10,7.352472781715627e-13,8.1579979621075458e-18,8.3211056390626546e-21,2.8259429171971965e-10,1.1046343370565772e-16,2.0870961471486926e-21,7.3733490030119863e-18,4.1313557833070114e-23,2.2797538230086472e-19,3.3577398606240183e-16,9.1449331062175621e-23,2.6106161884298182e-17,2.6566244260777317e-08,2.764007923338983e-08,5.1276715690095495e-20,1.017941860662728e-21,7.6189161418874759e-17,1.8636480835019515e-47,1.0594016518769227e-14,3.1516790362217306e-19,1.6898593354283446e-16,4.8851864971858643e-21,2.0338160737558884e-16,1.1830152954774204e-25,1.1009564351073152e-16,9.6773642429764961e-22,5.532625667750263e-25,1.3031495835733364e-44,5.6469024336003978e-38,2.151590136271764e-18,2.2454600251095167e-25,2.8911627017356499e-15,3.3841886938192014e-26,1.0724144022693937e-15,1.5659494800045192e-18,5.3571585319433139e-28,8.3224708705197295e-16,7.4302231234270457e-28,1.7599747133106499e-15,1.0292854377887179e-21,1.3255541394504298e-27,3.075125536238409e-17,1.9728867866982679e-26,0.88168480800000004,0.0,0.0094382641886635709,0.1088236370475302,0.00099994407228001379,1.7498230881931727e-21,2.0063131870491174e-15,5.3923177007441414e-19,3.0238792976883182e-17,1.4501672505416729e-14,5.3256045210936388e-12,1.1972951741925141e-19,3.2269780400166908e-11,4.4743200767895456e-16,1.1300632456773208e-07,5.0084528837478808e-16,1.078825513850277e-12,2.2530274100970873e-11,7.6800446715509188e-06,3.3310750411825163e-12,8.7953171136638622e-08,5.1701374846915199e-09,5.1789339964658663e-12,1.2219109143414682e-08,3.7638247970607951e-16,2.7629168621211551e-10,2.618543516039311e-11,1.6327611255767952e-18,3.3128345975103694e-06,5.6722074322100273e-08,3.426886616251437e-06,2.1074368269335412e-11,5.9762364564410388e-06,2.428023616607162e-13,4.1201532786938637e-12,1.8680385190233693e-08,5.3366583171494251e-19,7.1950325234636949e-11,2.2607511807895251e-12,7.9286964048013122e-09,1.8470679853108886e-13,3.8927134229927319e-07,5.3839669106777848e-07,1.0960160787124529e-07,3.8741313143109726e-10
0.04952595245616265,0.0015421490036282503,1.5929911191544853e-16,7.3957772385510723e-17,1.66146035999319e-10,3.7203776994675821e-13,3.8103172706155735e-06,0.0,0.0,2.9658371524101285e-07,1.1384346426129716e-07,1.0908649057016528e-12,1.4586430588586364e-15,3.7887289591309995e-18,1.2643543764581814e-35,6.8921025024125985e-33,8.1135408928441858e-21,2.3766212122270622e-12,1.0342714720660903e-09,8.2987000909138999e-28,1.1782446060138561e-33,6.2115447528336474e-18,3.1051890402751981e-33,2.884414888900265e-22,7.4704826914995577e-10,7.5820141762339056e-13,8.7326784400299175e-18,8.7067556695086273e-21,2.8936048872337078e-10,1.1536609468933018e-16,2.1701004584725841e-21,7.6181758108919321e-18,-8.3688206993486319e-23,2.3855710756661683e-19,3.5153903423680554e-16,9.8531485109594135e-23,2.7264005527402306e-17,2.7092439167198242e-08,2.8391805418916474e-08,5.3531002823639213e-20,1.0536576028448104e-21,7.9283667488042381e-17,1.9534857319157631e-47,1.1108026032691778e-14,3.2978723932228533e-19,1.7662448032322731e-16,5.089440819542503e-21,2.1275694130054778e-16,1.2378349848928999e-25,1.1542543920316291e-16,1.0390402088915857e-21,5.9282235935024563e-25,1.3848116663430536e-44,6.1612351230192745e-38,2.2936965956589656e-18,2.3285161628942408e-25,3.0251921695551453e-15,3.6145150828070494e-26,1.1309836331279373e-15,-3.2774108416487519e-18,5.7385377095088946e-28,8.608952097911063e-16,7.8258197841805878e-28,1.8459062487855896e-15,1.0847919298221823e-21,1.4285900193477438e-27,3.5332765314919012e-17,3.3959090488945726e-27,0.88168480800000004,0.0,0.0094377452699998723,0.10882300843462636,0.00099994273044950099,1.75189713251782e-21,2.0501795922409091e-15,5.5158090959114896e-19,3.0278240476560387e-17,1.4837247141338536e-14,5.4422665572416739e-12,1.1988706304072319e-19,3.297022313719786e-11,4.572389034297565e-16,1.1545926136617304e-07,5.0150180160532064e-16,1.1024713824055788e-12,2.301924089564068e-11,7.86348697996486e-06,3.403298912568013e-12,8.9862117240187444e-08,5.2822317175121911e-09,5.2912745591657938e-12,1.2484164452976927e-08,3.8463209169289828e-16,2.8292325020028032e-10,2.6757448093599687e-11,1.6681787653164504e-18,3.3919063973071412e-06,5.7962392308778945e-08,3.5085973392199443e-06,2.1531774875979282e-11,6.1189481479525896e-06,2.4859190149539708e-13,4.218777837234489e-12,1.9127564758848424e-08,5.4601507857340195e-19,7.3672706535942714e-11,2.31014184509659e-12,8.1019180253522361e-09,1.8912936667091231e-13,3.9907579268927923e-07,5.5130767718702839e-07,1.1224910705797683e-07,3.9581055027278459e-10
0.049590920238689495,0.001542148167932918,1.6423851733679984e-16,7.6757747926524211e-17,1.6977485972075115e-10,3.8353180149377869e-13,3.9015881320849462e-06,0.0,0.0,3.0172277617409454e-07,1.1720322810325046e-07,1.15008823744664e-12,1.5267302575926367e-15,3.991643792993032e-18,-2.933602030111214e-35,7.2071900454714617e-33,8.4564993070819483e-21,2.4241189890241714e-12,1.0666770606023025e-09,8.9596694879194715e-28,1.254265297791999e-33,6.512291229885538e-18,3.2547081068189502e-33,3.0063293153346682e-22,7.8078787499973819e-10,7.8183404417032188e-13,9.3320990975220654e-18,9.1091499619378357e-21,2.9627407249219772e-10,1.2046732786674324e-16,2.256169979024777e-21,7.8711845779371224e-18,4.6240047181137802e-23,2.4959949414146912e-19,3.6803309012280215e-16,1.0615015389798034e-22,2.8468714169284601e-17,2.7626150863599287e-08,2.9163015382072904e-08,5.5885511880283622e-20,1.0908857192864154e-21,8.2491919079380487e-17,2.047469850057125e-47,1.1645838389997186e-14,3.4504204981690287e-19,1.8458169393398697e-16,5.3012745142109857e-21,2.2253631034654086e-16,1.2950342759093022e-25,1.2100128260070429e-16,1.1154349757950969e-21,6.3510165917600386e-25,1.4289867980220803e-44,6.5690519094345235e-38,2.4450208254516235e-18,2.4152204506689994e-25,3.1650424345381001e-15,3.8596724189051237e-26,1.192709364019135e-15,1.731793508891274e-18,6.1459929908591377e-28,8.9074209035037392e-16,8.2442348824969835e-28,1.9358500165648741e-15,1.1432157232204576e-21,1.5394660953544053e-27,3.0078322390723469e-17,7.4831874142316603e-27,0.88168480800000004,0.0,0.0094372151094745255,0.10882236622452041,0.00099994135926387501,1.7539712749933111e-21,2.0948471959493576e-15,5.6419154809961807e-19,3.0317689154666714e-17,1.5180132472419725e-14,5.5610659894269657e-12,1.200446146083284e-19,3.3683278557905108e-11,4.6722568578074352e-16,1.1795637226053526e-07,5.0215827591095495e-16,1.126550892700163e-12,2.351700846925037e-11,8.0509059062350528e-06,3.4768189457588975e-12,9.1805429990573759e-08,5.3963371118597764e-09,5.4056328325941536e-12,1.2753979289276657e-08,3.9303299340512185e-16,2.8969991068459598e-10,2.7339890135132319e-11,1.7042323900646613e-18,3.4726902687156997e-06,5.9225390043494064e-08,3.5920726311860925e-06,2.1997416422722864e-11,6.2647517973953061e-06,2.5450647430722435e-13,4.3195468943737941e-12,1.958446769772577e-08,5.5863336126368652e-19,7.5432538964212551e-11,2.3604372628119251e-12,8.2783130899625689e-09,1.9364814512130862e-13,4.0911469448237787e-07,5.6450090737871877e-07,1.1495528540718825e-07,4.0435880317971579e-10
0.04972085580374319,0.001542146442107243,1.7455472332931099e-16,8.2665021977574971e-17,1.7723217626271042e-10,4.0759937703488651e-13,4.0901402904595893e-06,0.0,0.0,3.1214594549714101e-07,1.2420266302986417e-07,1.2782003135645654e-12,1.6718652821161462e-15,4.4297085617840692e-18,-1.6809299526998411e-39,8.2316686973418702e-33,9.1816723682277574e-21,2.5212160855721996e-12,1.1345850179757485e-09,1.0609887800051634e-27,1.4468125222854632e-33,7.1560523158427937e-18,3.4554246113147863e-33,3.264110837519491e-22,8.5254644563886488e-10,8.3120241570119242e-13,1.0505811734704804e-17,9.9668452048737124e-21,3.1055411801546573e-10,1.3129360962876761e-16,2.4378797112932003e-21,8.402815325570698e-18,1.3523304950065267e-24,2.7314018426654475e-19,4.0333600717733798e-16,1.2315802108940792e-22,3.1025358583171449e-17,2.8716202483024974e-08,3.0765641471905289e-08,6.0912471997543977e-20,1.1701101845496755e-21,8.9263441151248436e-17,2.2486032456058531e-47,1.2797044407934156e-14,3.7755972951758551e-19,2.0149965428537072e-16,5.7486167138352262e-21,2.4337101396474526e-16,1.4169515019324266e-25,1.3293405630169214e-16,1.2849202464173719e-21,7.2854146504939836e-25,1.7676783733112666e-44,8.298136452092983e-38,2.7776348019427225e-18,2.6001685891432681e-25,3.4631351265109004e-15,4.3980824384690813e-26,1.3263022513985812e-15,-3.9111930162962544e-21,7.046014486151057e-28,9.5421192012344394e-16,9.1548208504313067e-28,2.1284851884231456e-15,1.2694083746162706e-21,1.7871001844824631e-27,3.2493939795015201e-17,8.9898058020908584e-27,0.88168480800000004,0.0,0.0094361202544715195,0.10882104003579542,0.00099993852666985196,1.7581198623876958e-21,2.1866247488650255e-15,5.9021547908378247e-19,3.0396590124236659e-17,1.5888369621247245e-14,5.8051809362955098e-12,1.2035973598140193e-19,3.5147817103938226e-11,4.8774768530726912e-16,1.2308518315825436e-07,5.0347110442156525e-16,1.1760319572634595e-12,2.4539356540860134e-11,8.4379596841457661e-06,3.6278071270879525e-12,9.579676083406172e-08,5.6306737413174635e-09,5.6404954807569544e-12,1.3308106445175397e-08,4.1029603395979456e-16,3.036991646489904e-10,2.8536563527304453e-11,1.7782768452011941e-18,3.6395171573779977e-06,6.1820530784512344e-08,3.7644426050201232e-06,2.2953789074017222e-11,6.5658570564827014e-06,2.6671962525235767e-13,4.5276732230868755e-12,2.0528144872739676e-08,5.8469670027631759e-19,7.9067257942341038e-11,2.4637876702552518e-12,8.6407825885602257e-09,2.0298128009658793e-13,4.2991629927539788e-07,5.9175483877006821e-07,1.2054811655611315e-07,4.2191482755526967e-10
