Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303)
0.028998275035300905,0.0015421840752345224,2.5061461689875174e-20,5.687382720120341e-21,5.0285979091784854e-14,6.8157805114808273e-17,1.0350591051925701e-09,0.0,0.0,1.1272283129917656e-10,2.0104594171499181e-11,1.0659748367455481e-19,1.1991242752131195e-22,2.8389028461087111e-25,3.8675095348329207e-36,-5.1121128895491527e-36,8.1370174703767489e-28,7.877223100168112e-16,1.8446969878494574e-13,2.625649683544798e-38,1.5616541847333539e-36,4.6003670688371043e-25,-6.8147000171162798e-37,2.8931168639894483e-29,1.2856856886623877e-15,1.1742849431331689e-16,9.2012579523869528e-25,7.1966056107892944e-28,7.8845934225084344e-14,6.8412585652515589e-22,9.6805091690885609e-23,1.1141890324479954e-21,7.5734405736682843e-30,1.9801675644384019e-26,4.8950195179936733e-18,2.9117913873752224e-33,2.4630523008574092e-24,9.0991322997884949e-12,6.3075291203122509e-12,3.3701633984485987e-24,1.9808256162421416e-22,1.8040296134598869e-18,6.7921632964207026e-53,1.7544453559862907e-21,2.8749481252382626e-26,2.0311458662131916e-20,6.4948424858045276e-26,1.7824776386287245e-23,1.0234567439424539e-32,8.5948520163228711e-24,8.208226615611401e-32,2.8235077058121133e-35,7.5680982297031136e-50,6.2717047698398917e-52,6.5356986227632404e-21,3.9230347382114019e-26,2.6440022988409825e-22,1.2615362639406416e-33,6.6340704676196454e-23,7.952154475377149e-26,1.7468289549282141e-38,1.6785532195005512e-16,1.2217756895676888e-30,1.3454649736843947e-22,6.0499936231234728e-29,2.5359990331175439e-38,1.8783886334328655e-24,5.2175970491348922e-34,0.88168480800000004,0.0,0.0094599939173543347,0.1088499926080831,0.0009999999844069519,1.0976284979951107e-21,6.2215144822315699e-19,9.7808593672249584e-21,1.7828096005531875e-17,3.1510354963018648e-16,1.6471066406527405e-15,7.0179355746148845e-20,1.0088688650717006e-14,1.3829305889603689e-19,3.5330146147929377e-11,2.9360153763145893e-16,3.3341053843979064e-16,7.0445022423515442e-15,2.1475888099478313e-09,1.0422550355787403e-15,2.7499039286954408e-11,1.6175880656498182e-12,1.6194245307213961e-15,3.820418015193475e-12,1.1632081385652616e-19,7.7167942770020249e-14,8.125800592324842e-15,5.1049793773405485e-22,9.2726152289110254e-10,1.758814116540438e-11,9.5992959887122281e-10,6.588935514355515e-15,1.6715204271132423e-09,6.8010807122797244e-17,1.148551196479459e-15,5.2067202811280609e-12,1.1595920220663184e-20,2.0054445457499761e-14,7.0276970563012536e-16,2.4646903777214241e-12,5.1471642265162698e-17,1.0235651526081011e-10,1.4993694120933469e-10,3.0267774523361655e-11,1.2133645847166994e-13
0.029259425596988815,0.0015421840741620038,2.7857377974827578e-20,6.3231248257612961e-21,5.5910103566314875e-14,7.5676199984655901e-17,1.1508338684801054e-09,0.0,0.0,1.2532899016082513e-10,2.2353753284942839e-11,1.256842637649862e-19,1.4822072146472395e-22,3.4100140481674445e-25,-1.2188810951991449e-36,-5.5620972570370004e-35,1.0058568747916371e-27,8.7579142060479877e-16,2.0480205332769373e-13,3.5616520994439793e-38,-6.6205235562674267e-36,5.6867093122527902e-25,3.1552722425582878e-36,3.5763240861875327e-29,1.4354601499921668e-15,1.3052848348719461e-16,1.1225868508995389e-24,8.8961969605516925e-28,8.7662292084341808e-14,6.9266103371809438e-22,9.6805283068834591e-23,1.2384848465842332e-21,8.2644624589887213e-30,2.4463982978502469e-26,4.9676059896000713e-18,3.8172618458496991e-33,3.044672521066457e-24,1.011640590195269e-11,7.0110115348450989e-12,3.7473024431309175e-24,1.9890897412187786e-22,1.8040321811267848e-18,7.5694086542160331e-53,1.9625395413558154e-21,3.5179195140300435e-26,2.0498945393315969e-20,6.5075400001515931e-26,2.2034342925438373e-23,1.2651620931552219e-32,1.0624451896085384e-23,9.7868132585346219e-32,3.5127923011913276e-35,-3.6684942709561621e-50,-4.0413612601374695e-52,6.6350268740260433e-21,3.9394019438089722e-26,3.2346072896512562e-22,1.4155769318670181e-33,8.131677725597628e-23,8.0549268492705532e-26,2.3400080206876154e-38,1.685556229466097e-16,1.2283022313473502e-30,1.6629087123409724e-22,7.4442604491962997e-29,3.4561390718636666e-38,2.1148994262138551e-24,5.8745379065311112e-34,0.88168480800000004,0.0,0.009459993237004612,0.10884999178129191,0.00099999998266561674,1.1059508820282869e-21,6.9170905080262264e-19,9.8822613167933604e-21,1.7986470669936427e-17,3.1833864865742846e-16,1.8312551313191172e-15,7.0811641531495203e-20,1.1217028485748371e-14,1.5375437830170761e-19,3.9281542842295623e-11,2.9624747702000786e-16,3.7068618893701462e-16,7.8323739221732723e-15,2.387798127563741e-09,1.1588229706909002e-15,3.0574588668071455e-11,1.7985024341560883e-12,1.8005443359088122e-15,4.2477015436755776e-12,1.2932560375257431e-19,8.5764708121599554e-14,9.0346115194564196e-15,5.6759309309411498e-22,1.0309762702611385e-09,1.9555245653188502e-11,1.0672977578495366e-09,7.3258556814582444e-15,1.8584810882640681e-09,7.5617818436063393e-17,1.2770171114566801e-15,5.7890941512595512e-12,1.1714972981707659e-20,2.2297543683187267e-14,7.8136906216050324e-16,2.7403469345637911e-12,5.7228767651630007e-17,1.13808293821136e-10,1.667075200729389e-10,3.3653260979642643e-11,1.3490696852529565e-13
0.029494461102507932,0.0015421840730945376,3.0640205514507829e-20,6.9559826958752406e-21,6.1507626369186114e-14,8.3157414494335527e-17,1.2660620153304461e-09,0.0,0.0,1.3787531005204239e-10,2.4592403575096781e-11,1.4614824378010443e-19,1.7937063648681491e-22,4.0292500438542544e-25,2.6787618770617574e-37,7.2108494535832366e-36,1.2173087251558217e-27,9.6344339237471835e-16,2.2503365375241722e-13,4.6942399408260461e-38,7.9351467632901509e-38,6.8821342931065924e-25,3.9758957486172063e-37,4.3281413799041723e-29,1.5860719437750199e-15,1.4356716895262731e-16,1.3448879401739202e-24,1.0766490331598883e-27,9.643699910787377e-14,7.0083499068937125e-22,9.6805460703729337e-23,1.3621990072103764e-21,8.95780451874982e-30,2.9593008234240789e-26,5.0331920362129761e-18,4.8834041363136566e-33,3.684691178756225e-24,1.1128860273517885e-11,7.7111682632880515e-12,4.1227273275817305e-24,1.9964396043964955e-22,1.8040345966609397e-18,8.3465292193974514e-53,2.1888054860607667e-21,4.2253322509871269e-26,2.066841446126064e-20,6.5214857147751464e-26,2.6666662709529258e-23,1.5311436065797426e-32,1.2857847243542197e-23,1.1542202927500886e-31,4.3113435732977543e-35,-2.242850836035216e-50,1.4736273323050961e-51,6.7250270588757428e-21,3.9539584526962201e-26,3.8843998765261738e-22,1.5701739813541799e-33,9.7727827426140127e-23,8.1484806920257266e-26,3.0495946292919996e-38,1.6917844941635209e-16,1.2348130555204865e-30,2.0122256062797736e-22,8.9751154645224289e-29,4.5695865336904602e-38,2.3531914341417401e-24,6.536426047196221e-34,0.88168480800000004,0.0,0.0094599925598674878,0.10884999095840497,0.00099999998093252629,1.1134410122733662e-21,7.6093764167651584e-19,9.9751072797445227e-21,1.8129007579572638e-17,3.2129167229508774e-16,2.0145326341903987e-15,7.1380697594277856e-20,1.2340030429788772e-14,1.6914256938445323e-19,4.3214246467880574e-11,2.986288174552172e-16,4.0778553517020678e-16,8.6165183766235595e-15,2.6268731907790238e-09,1.2748394479844718e-15,3.363558839296868e-11,1.9785609377467605e-12,1.9808073127443225e-15,4.6729637177762019e-12,1.4226888432892976e-19,9.432059487082343e-14,9.9391236316169217e-15,6.2441814784239096e-22,1.1342012739485671e-09,2.1513045515054043e-11,1.174158910687577e-09,8.0592896638464315e-15,2.0445589291246206e-09,8.3188908492080387e-17,1.404876443544602e-15,6.3687182109966777e-12,1.1823645268594354e-20,2.4530050611761283e-14,8.5959661255481166e-16,3.0146995262469956e-12,6.2958709540653002e-17,1.2520607879809743e-10,1.8339891381098601e-10,3.7022764376957325e-11,1.4841327775614297e-13
0.02972949660802705,0.0015421840719202255,3.3701782397591245e-20,7.652336867198047e-21,6.7665496767230321e-14,9.1386067845150494e-17,1.3928263642201437e-09,0.0,0.0,1.5167735086064151e-10,2.7055306158742379e-11,1.7035312074719921e-19,2.1706846382441003e-22,4.7690351180207276e-25,2.5055915288736296e-36,-2.9974530089108508e-35,1.4732080383665009e-27,1.0598692167319062e-15,2.4728638382318832e-13,6.1952017132617095e-38,1.2528103038484277e-35,8.3288830249811674e-25,1.5347023954884475e-35,5.2379915628171434e-29,1.7535496730256751e-15,1.5791193650335923e-16,1.6134334425916855e-24,1.3029949990150235e-27,1.0609017185894965e-13,7.0957720488002443e-22,9.6805645091464275e-23,1.4983055988722128e-21,9.7267359516027346e-30,3.5798610344954951e-26,5.099020169442462e-18,6.2621229285333926e-33,4.4592599157840155e-24,1.2242658999397916e-11,8.4814207992016096e-12,4.5358149193937626e-24,2.0037072154541852e-22,1.8040371634367788e-18,9.2055384061557435e-53,2.4600591560744814e-21,5.0813284104289606e-26,2.0838726658272283e-20,6.5383350202869819e-26,3.227285093714647e-23,1.8530388157976877e-32,1.5560785044416987e-23,1.3705289999875887e-31,5.3321924046951506e-35,3.921877221533349e-49,3.1397209138255312e-51,6.8156223561754263e-21,3.9683520718483437e-26,4.6706762492514872e-22,1.7416063642163299e-33,1.175169944681432e-22,8.2433278751034436e-26,3.9803258770489301e-38,1.6979430575237972e-16,1.2419913236334792e-30,2.4349805023485292e-22,1.0824175429169992e-28,6.0448378811053614e-38,2.6184010453863671e-24,7.2730812231581527e-34,0.88168480800000004,0.0,0.0094599918149384319,0.10884999005313449,0.0009999999790259481,1.1209311279372423e-21,8.3709644319803165e-19,1.0069610153652598e-20,1.8271544216275394e-17,3.2428803303198299e-16,2.2161574028235953e-15,7.1949752574818758e-20,1.3575450929490089e-14,1.8607121905708217e-19,4.7540634942398156e-11,3.0101015312241368e-16,4.485987693388865e-16,9.4791599193478511e-15,2.8898833908244037e-09,1.4024697958266214e-15,3.7003010701546238e-11,2.1766442639516603e-12,2.1791155907836598e-15,5.1407969493458002e-12,1.5650787220119149e-19,1.0373279014654737e-13,1.0934182910871811e-14,6.8693169975475776e-22,1.24776069804458e-09,2.3666833149671774e-11,1.2917185076995637e-09,8.8661443447526291e-15,2.2492660562773959e-09,9.1517981076402135e-17,1.5455365174131493e-15,7.0063718183351792e-12,1.1933912373141067e-20,2.6986066839252704e-14,9.4565519473314664e-16,3.3165164042099959e-12,6.9262309443317789e-17,1.3774504664071258e-10,2.0176138126159967e-10,4.072961100715621e-11,1.632716389431271e-13
0.029964532113546168,0.0015421840706283298,3.7070057747780934e-20,8.4185744050923749e-21,7.443979898633197e-14,1.0043703529561669e-16,1.5322817845318408e-09,0.0,0.0,1.6686074380872358e-10,2.9764937323673482e-11,1.990301135818315e-19,2.6269089358224964e-22,5.6537671780911501e-25,7.0073018790599832e-36,-1.0288265281335917e-34,1.7829054447951058e-27,1.1659469136655942e-15,2.7176272379948007e-13,8.1860408866953529e-38,-1.644088079995423e-37,1.0079801457437891e-24,8.2526138761186637e-36,6.3391203764754174e-29,1.9399645094707915e-15,1.736937493229873e-16,1.9379160345310759e-24,1.5769295837880485e-27,1.1670975163782549e-13,7.1900713068415486e-22,9.6805838211131623e-23,1.6480472355111273e-21,1.0579635309733341e-29,4.3307099238072742e-26,5.1650880212168378e-18,8.0489349166382357e-33,5.3966682630333072e-24,1.3467943624128844e-11,9.3287896271270837e-12,4.9903517360818791e-24,2.0108935037828221e-22,1.8040399455780037e-18,1.0155493732229703e-52,2.7857499999708617e-21,6.1171689503629901e-26,2.1010058512357046e-20,6.5586961955134952e-26,3.9057681857698793e-23,2.2426115893429747e-32,1.8831996617464653e-23,1.6391160744102576e-31,6.6444341005547633e-35,-1.2237786074459075e-49,6.7003361321638219e-52,6.9068367830575207e-21,3.9825846438732591e-26,5.6221420051078833e-22,1.9317188961412929e-33,1.4138700235416738e-22,8.3392295601966784e-26,5.2028035328151081e-38,1.7040327069279381e-16,1.2499052579386865e-30,2.9466154680431209e-22,1.3058015924096384e-28,8.0007014846846023e-38,2.9135708278790391e-24,8.0929546660374337e-34,0.88168480800000004,0.0,0.0094599909954309787,0.10884998905723327,0.00099999997692851346,1.1284212290144369e-21,9.2087908587363447e-19,1.0165935930461076e-20,1.841408058028751e-17,3.2733207350935345e-16,2.4379657883542011e-15,7.2518806474832674e-20,1.4934541538489564e-14,2.0469450977628588e-19,5.2300110710956853e-11,3.0339148400303016e-16,4.9349760970481049e-16,1.0428155030122376e-14,3.1792248126379553e-09,1.5428764021195146e-15,4.070752428447306e-11,2.3945564488489586e-12,2.3972752577762053e-15,5.6554620205476145e-12,1.7217225304441136e-19,1.1408701763126543e-13,1.2028852016313388e-14,7.5570308980354309e-22,1.3726890927634289e-09,2.6036224544859727e-11,1.4210475397256072e-09,9.7537681275133537e-15,2.4744673990385382e-09,1.0068091567058059e-16,1.700278790895229e-15,7.707864202637008e-12,1.2045934105789113e-20,2.9687967463153406e-14,1.0403285941251143e-15,3.6485463897354239e-12,7.6196995207902205e-17,1.5153945046343575e-10,2.2196221042546099e-10,4.480757216378779e-11,1.7961737339502177e-13
0.030199567619065285,0.0015421840692071078,4.0775786167347105e-20,9.2617277847299875e-21,8.1892226128670959e-14,1.1039269744562469e-16,1.6856986903458391e-09,0.0,0.0,1.8356367340784262e-10,3.2746027725335606e-11,2.3305846880761433e-19,3.1790369508290588e-22,6.7128617678826818e-25,5.0633966175502495e-36,8.1669106620176902e-35,2.1577103285692154e-27,1.282642282911339e-15,2.9868545300732055e-13,1.0828048090958943e-37,-1.3682894891725267e-36,1.2198833663899208e-24,-9.1982539966006096e-36,7.6717396485000399e-29,2.1476752266947622e-15,1.9105671796015392e-16,2.3300607722584272e-24,1.9084583104239593e-27,1.2839247819098284e-13,7.2926930255660096e-22,9.6806042512259116e-23,1.8127912774255009e-21,1.1526246569077019e-29,5.239219771780902e-26,5.2313933177980685e-18,1.0369047576962885e-32,6.5311451975559319e-24,1.4815869542951137e-11,1.0260998316985654e-11,5.4905065139955177e-24,2.0179993900605133e-22,1.8040430238713955e-18,1.1206539434057078e-52,3.1773120240443607e-21,7.3706675686175557e-26,2.1182623550391163e-20,6.5833047184323781e-26,4.7268926240361194e-23,2.7140911409876822e-32,2.2790947262455822e-23,1.975068968903883e-31,8.3393377001573107e-35,-6.1943913234798924e-49,5.2805096024257509e-51,6.9986971708583158e-21,3.9966579944910148e-26,6.7735287759730591e-22,2.1425643225082e-33,1.7018736953273027e-22,8.4376048048455309e-26,6.8102358057172728e-38,1.7100542223350561e-16,1.2586300303330858e-30,3.5658155406667249e-22,1.5757129075691413e-28,1.059472831569994e-37,3.2420665613490601e-24,9.005394749496903e-34,0.88168480800000004,0.0,0.0094599900938796989,0.10884998796162904,0.00099999997462111808,1.1359113155000124e-21,1.0130485683803158e-18,1.0264267208088775e-20,1.8556616671886102e-17,3.3042857084746123e-16,2.6819777929095401e-15,7.3087859296246016e-20,1.6429679009371226e-14,2.2518204361899654e-19,5.7536016615370305e-11,3.0577281007663017e-16,5.4289094970035016e-16,1.1472145866965868e-14,3.4975332651752982e-09,1.6973378978394398e-15,4.4782864819848152e-11,2.6342819388754889e-12,2.63727301743197e-15,6.2216458090839544e-12,1.8940468226797127e-19,1.2547757768523168e-13,1.3233099935585649e-14,8.3135859537303451e-22,1.5101245127981793e-09,2.8642797426803159e-11,1.5633241477335516e-09,1.0730244284189822e-14,2.7222144694484642e-09,1.1076118332179062e-16,1.8705129311892882e-15,8.4795858048766573e-12,1.2159886265932315e-20,3.2660366202594702e-14,1.1444789791409253e-15,4.0138132017848918e-12,8.3825940325141745e-17,1.6671497676158872e-10,2.4418542640234194e-10,4.9293798051350022e-11,1.9759933496587482e-13
0.030434603124584403,0.0015421840676435989,4.4852810601921646e-20,1.0189540844431696e-20,9.0090641391335167e-14,1.2134369483631959e-16,1.854474611957375e-09,0.0,0.0,2.0193813123674958e-10,3.6025789341766533e-11,2.7349610115568646e-19,3.8472262295239359e-22,7.9817862066904106e-25,-2.3150242189208705e-36,5.3927269122679956e-35,2.6112992571766708e-27,1.4110176809045409e-15,3.2829969134356787e-13,1.4335125031638156e-37,9.6121922560855153e-36,1.476336025683504e-24,5.0721084790029597e-36,9.2844751985875742e-29,2.3793739741873612e-15,2.1015942624131127e-16,2.8040522938002557e-24,2.3096806430091805e-27,1.4124477083656341e-13,7.405386184639404e-22,9.6806261019203372e-23,1.9940424120915321e-21,1.2574481436324054e-29,6.3384902191725115e-26,5.2979338925927495e-18,1.3386603540278789e-32,7.9041116362365339e-24,1.6298707365215503e-11,1.1286544081204449e-11,6.0408691818969359e-24,2.0250257867115809e-22,1.8040464996198355e-18,1.2370053287819098e-52,3.6485820588945909e-21,8.8875542440742458e-26,2.1356680086237765e-20,6.6130496791216784e-26,5.7206423171143428e-23,3.284684635770845e-32,2.7582205164747169e-23,2.3982183426891283e-31,1.0537461351602589e-34,1.1017198755119017e-48,6.4727692182709863e-51,7.0912334452315732e-21,4.010573933515317e-26,8.1668553779909334e-22,2.3764285765728854e-33,2.0494526796319947e-22,8.5287630542355551e-26,8.9256263490751069e-38,1.7160083766632305e-16,1.2682484653780484e-30,4.3151920354650302e-22,1.9018814388314829e-28,1.4035658211750488e-37,3.6077493856288584e-24,1.0021128010018079e-33,0.88168480800000004,0.0,0.0094599891020721843,0.10884998675634185,0.00099999997208274514,1.1434013873897016e-21,1.1144441983723698e-18,1.0364804853155867e-20,1.8699152491386803e-17,3.335827801571289e-16,2.9504154457520581e-15,7.365691104122058e-20,1.807447786990337e-14,2.4772038518028538e-19,6.329603013103231e-11,3.0815413132072043e-16,5.9722857770824469e-16,1.2620638873271057e-14,3.8477082882728177e-09,1.8672607871218459e-15,4.9266141825415568e-11,2.8980036408501207e-12,2.9012942601027956e-15,6.8445039192580834e-12,2.0836208277842953e-19,1.3800820628435037e-13,1.455789266898713e-14,9.1458712677464903e-22,1.6613188825586992e-09,3.1510287545582483e-11,1.7198443531101014e-09,1.1804464479219517e-14,2.9947640473406339e-09,1.2185060688207824e-16,2.0577896546062881e-15,9.3285664841705157e-12,1.2275962243154023e-20,3.593033958932131e-14,1.2590547436858271e-15,4.4156429615534469e-12,9.2218639337193443e-17,1.8340989093228869e-10,2.6863346755639166e-10,5.4229156194500904e-11,2.173812639644535e-13
0.03066963863010352,0.0015421840659235668,4.9338374772078933e-20,1.1210541941665631e-20,9.9109696683976873e-14,1.3338976049062378e-16,2.04014695303155e-09,0.0,0.0,2.2215129747300785e-10,3.9634165930274055e-11,3.216166913008949e-19,4.6558725900640125e-22,9.5033885019737336e-25,7.6403187654905802e-36,-8.6386619278438698e-35,3.160238829488895e-27,1.5522416941171191e-15,3.6087515176755345e-13,1.8992757580708025e-37,-8.4798854815947727e-36,1.7867034445768476e-24,8.7703177440098003e-36,1.1236229035116006e-28,2.6381402974926978e-15,2.3117639586996789e-16,3.3770578757250111e-24,2.7952535548891968e-27,1.5538369986779022e-13,7.5302674536281103e-22,9.6806497461162936e-23,2.1934565509566714e-21,1.3751804658548339e-29,7.6686121744032949e-26,5.3647077017224892e-18,1.7318254283910333e-32,9.5656974498338721e-24,1.7929954627890933e-11,1.2414775591475306e-11,6.6464940838448354e-24,2.0319735984384451e-22,1.8040504993206831e-18,1.3658816663555948e-52,4.2163066371845561e-21,1.072321974883997e-25,2.1532540662250926e-20,6.6490077391436846e-26,6.9233061847088951e-23,3.9752362551014483e-32,3.3380738733865586e-23,2.9346859548436995e-31,1.3399161572350344e-34,-9.1413425757562004e-50,5.6682342263672744e-51,7.184478935613739e-21,4.0243342559994721e-26,9.8529853461060929e-22,2.6358620215800251e-33,2.4690293347070335e-22,8.6741931267371034e-26,1.1712350570851757e-37,1.7218959362298343e-16,1.2788518358206206e-30,5.2221111331912736e-22,2.2960897602739137e-28,1.8601834457926777e-37,4.0141547893861916e-24,1.1149963580331701e-33,0.88168480800000004,0.0,0.0094599880109741061,0.10884998543039287,0.00099999996929027316,1.1508914446801702e-21,1.225989243140623e-18,1.0467769834009063e-20,1.884168803914909e-17,3.3680048250944452e-16,3.2457230589395947e-15,7.4225961712185396e-20,1.9883914511149478e-14,2.7251476228176486e-19,6.96325979179093e-11,3.1053544771054263e-16,6.5700527730865179e-16,1.3884091423167887e-14,4.2329396191013188e-09,2.0541922665945959e-15,5.41981768890586e-11,3.1881228177357955e-12,3.1917429813491603e-15,7.5297076724699377e-12,2.2921707548042256e-19,1.5179302196725652e-13,1.6015293187771832e-14,1.0061465062852631e-21,1.8276494233474269e-09,3.4664805035336511e-11,1.8920338872829304e-09,1.2986209811495989e-14,3.2945987797581561e-09,1.3405019913506245e-16,2.2638148818770684e-15,1.0262539688154369e-11,1.239437478252599e-20,3.9527674129300656e-14,1.3850991517183642e-15,4.85769450986149e-12,1.0145154220335712e-16,2.0177630027299218e-10,2.955290334209178e-10,5.9658604525308298e-11,2.3914327950495835e-13
0.030904674135622638,0.0015421840640313443,5.4273466151865168e-20,1.2334124329730419e-20,1.09031511112789e-13,1.4664063394075846e-16,2.2444069848950529e-09,0.0,0.0,2.4438705553823229e-10,4.3604108072531303e-11,3.7895439588532511e-19,5.6345012107701926e-22,1.1329390017732471e-24,-1.1690774422566505e-36,1.4240409827271002e-34,3.8245734830711123e-27,1.707599746936932e-15,3.9670861341282838e-13,2.5180711429780851e-37,-2.0106794129861414e-35,2.1623203056767073e-24,-7.3598957997795346e-36,1.359827107379889e-28,2.9275046987961843e-15,2.542996942672536e-16,4.0698221114929403e-24,3.3829122690213034e-27,1.7093805215473374e-13,7.6698984829176559e-22,9.6806756424729369e-23,2.4128560853894143e-21,1.4953795292427583e-29,9.2780946365037325e-26,5.4317128428440194e-18,2.2449272174171449e-32,1.1576572023598027e-23,1.9724458299219002e-11,1.3655978378547457e-11,7.3129474272734116e-24,2.0388437228382544e-22,1.8040551803360973e-18,1.508721069913525e-52,4.9007538980615327e-21,1.2944690130168863e-25,2.1710583441222785e-20,6.692481287592255e-26,8.3788020548143812e-23,4.8109678921345662e-32,4.039830925575315e-23,3.6189382441628787e-31,1.7137099300242823e-34,-2.0811795377816827e-48,2.1472816681605759e-50,7.2784707154805529e-21,4.037940743561152e-26,1.1893479183067615e-21,2.9237129117183407e-33,2.9756280606297058e-22,8.4200225104732272e-26,1.5386754799652869e-37,1.7277176612622326e-16,1.2905407133545547e-30,6.3196938563235718e-22,2.7725908233779888e-28,2.4663124332620794e-37,4.470699145108497e-24,1.2418136827920015e-33,0.88168480800000004,0.0,0.0094599868106469941,0.10884998397170456,0.00099999996621826892,1.1583814873692199e-21,1.3486993206361387e-18,1.057340523142405e-20,1.8984223315581911e-17,3.4008803755725457e-16,3.5705894432226203e-15,7.4795011311866702e-20,2.1874463281392845e-14,2.997909312671077e-19,7.6603412415223824e-11,3.1291675921884548e-16,7.2276532433219578e-16,1.5274006850026456e-14,4.6567362249977549e-09,2.2598342850223034e-15,5.9623874623776458e-11,3.5072809093732404e-12,3.5112636276867134e-15,8.2834956441762764e-12,2.5215954821589129e-19,1.6695756461465589e-13,1.7618571065434179e-14,1.1068703547004044e-21,2.0106311885738499e-09,3.8135071711177606e-11,2.0814611683964124e-09,1.4286239697433769e-14,3.6244497778317144e-09,1.4747108219124468e-16,2.4904652661531203e-15,1.1290012846243605e-11,1.2515357921094437e-20,4.3485137432676989e-14,1.5237598182447994e-15,5.343992658044689e-12,1.1160875018307426e-16,2.2198153958640277e-10,3.2511711180186765e-10,6.5631600655935837e-11,2.6308351624373058e-13
0.031139709641141756,0.0015421840619496956,5.9703193414004627e-20,1.3570634893486803e-20,1.1994641628636915e-13,1.6121706638644643e-16,2.469115222213087e-09,0.0,0.0,2.6884765521624275e-10,4.7971875731357716e-11,4.4735781974184982e-19,6.818842814803035e-22,1.3522204494620072e-24,-7.8247943057130768e-36,4.4157352739098029e-35,4.6285441633201827e-27,1.8785057523915164e-15,4.3612664145702895e-13,3.3402628105537888e-37,5.7933876089880244e-36,2.6169041381442583e-24,1.3323963820275845e-35,1.6456789297188821e-28,3.251523662124969e-15,2.7974070408895653e-16,4.9076796364655392e-24,4.0941051837718632e-27,1.8804950192698159e-13,7.8273792992615966e-22,9.6807043539675641e-23,2.6542466767488606e-21,1.716080562983244e-29,1.1225601931211004e-25,5.4989475779192875e-18,2.9155048024687593e-32,1.4010155860521325e-23,2.1698549322493312e-11,1.50214687060963e-11,8.0463596506205259e-24,2.0456370511237588e-22,1.8040607377891371e-18,1.6671443321236968e-52,5.726453138133466e-21,1.5633029837856278e-25,2.1891265971427505e-20,6.745044949356596e-26,1.0140276899068284e-22,5.8223822096193015e-32,4.8891196112406539e-23,4.4965135463521225e-31,2.2033036785654433e-34,2.2160048775996005e-48,1.9896899476382532e-51,7.3732499771326356e-21,4.0513951659357069e-26,1.4362822962903606e-21,3.2431664165850693e-33,3.5874207748845343e-22,1.1504908227731366e-25,2.0235021974550466e-37,1.7334743064941879e-16,1.3034259035825616e-30,7.6480244840499112e-22,3.3486173711225597e-28,3.2710294233693628e-37,4.9432423335305046e-24,1.3730169534749489e-33,0.88168480800000004,0.0,0.0094599854901578594,0.10884998236699084,0.00099999996283875307,1.1658715154559763e-21,1.4836916168683978e-18,1.0681978447687224e-20,1.9126758321149534e-17,3.4345244135081307e-16,3.9279723119840082e-15,7.5364059843319759e-20,2.4064245980501602e-14,3.2979722601305278e-19,8.427193536385051e-11,3.1529806581563422e-16,7.9510742683555862e-16,1.6803038831895976e-14,5.1229582018661125e-09,2.4860589873123858e-15,6.559263014859255e-11,3.8583835017700235e-12,3.8627650933805431e-15,9.1127302754782217e-12,2.7739837923085068e-19,1.8363993676863764e-13,1.9382322905549056e-14,1.2176756559773281e-21,2.2119308361798324e-09,4.1952681735604459e-11,2.2898515587596677e-09,1.5716389505870335e-14,3.9873214439837784e-09,1.6223549762588913e-16,2.7398052537524468e-15,1.2420344711330364e-11,1.2639169115512489e-20,4.7838776106648984e-14,1.6762991239444341e-15,5.8789647131827323e-12,1.2278278040899621e-16,2.4420969371182446e-10,3.5766720597351938e-10,7.2202551556851241e-11,2.8941992226932342e-13
