Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229)
5.24287e-10,0.0013861422279937289,9.3171552580937155e-29,2.5584788083448735e-33,1.6633130273267663e-29,4.2523222459261624e-32,4.6549612122809908e-32,0.0,0.0,8.8208812757248983e-23,2.7850537855843464e-30,3.0828951463836385e-44,1.5328949438591116e-48,6.1961214348522293e-58,1.1281794526514274e-29,3.1528959590554929e-43,4.4891244753149414e-24,9.2938672114955395e-30,3.6464664267498719e-47,1.0444609840794964e-48,1.4268146669670697e-26,1.0195040146302114e-51,3.6071829607014238e-49,8.838478526019269e-41,2.6622356209279906e-34,2.856957837256317e-54,1.2145632101414799e-25,1.9659152352233315e-47,1.0146916140100293e-23,1.2580240361126757e-46,6.4586911141618083e-69,5.2059204751809429e-49,1.0863103376735473e-77,8.6785725455544043e-33,1.0409913377563635e-34,1.0461585082605044e-30,5.3858245313750095e-30,4.0432646628088651e-34,6.4491981002885174e-25,8.0729277172950149e-45,5.2642032948634305e-52,3.7420820317813289e-42,2.9766016419701383e-40,1.0180038803482491e-32,2.7340522896335265e-30,1.3238269373538093e-47,3.0241241135953684e-50,2.2542890019815173e-49,1.585581489237873e-62,1.9434758834684009e-67,3.1831252785077855e-64,7.9689427978665204e-109,6.6928190092434885e-91,1.0819667580749321e-51,3.2735478976557161e-39,1.1408103914434264e-41,3.3422011908291937e-44,1.3996868090284424e-53,7.2741860067425328e-41,1.7257554294019901e-45,1.591325705058587e-64,4.7307500887409275e-31,3.1467168953873684e-32,2.2597940889929774e-36,1.2734357329265672e-43,3.5691672941749753e-63,1.5962033542712651e-68,2.3587382306167779e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.3599053099682608e-24,1.0080711068249251e-23,9.8511492552743689e-24,3.1675693391099889e-23,2.7175726078967338e-23,1.3577297042736652e-23,6.8023473151634655e-25,7.2524754123850123e-25,6.4701855169733297e-24,5.5576999266912243e-24,1.8967186378579427e-25,2.7867451320669008e-24,2.657799532653534e-27,1.109646614348014e-28,3.903763951543015e-29,9.8362896626917928e-29,1.9609545081521308e-28,7.574461647385168e-28,4.2997144756319251e-24,9.4823995429002128e-25,2.1331999459263843e-27,3.0833393983275181e-25,3.6757005860794333e-28
9.999999999999999e-10,0.0013861422279937289,1.6558037043374302e-28,9.0042740833707896e-33,5.9946938468449953e-29,1.4875960483325133e-31,3.3201432349105133e-31,0.0,0.0,1.682690625181218e-22,1.0367427968233819e-29,4.0651003369436172e-43,1.0313475629280611e-47,8.1284691363605984e-57,4.1083278281401492e-29,2.0873121604965672e-42,8.3517075421715587e-24,3.3844159598703408e-29,1.2179599530132963e-46,2.6151320902319584e-48,5.0509300742829883e-26,1.5620666275659297e-50,7.197484336724307e-49,5.7255428085126834e-40,9.6917191486688217e-34,3.365061750158487e-53,4.4228992850413614e-25,2.6175926337216386e-46,1.8277662564818106e-23,8.0617011579317275e-46,3.2701253040555319e-68,3.7526182235928341e-48,1.2331466264697294e-76,6.249539420028169e-32,1.9112908449348444e-34,3.7033187463557773e-30,1.9119722909223739e-29,1.4183776108580843e-33,2.2829631026801694e-24,5.6667116840724888e-44,3.1094065114081715e-51,2.8196242459599456e-41,1.9953589762505523e-39,6.9384226365997999e-32,9.3917898712832917e-30,1.4961779564895079e-46,3.5842713717991145e-49,2.8986125207726648e-48,3.6920556073196431e-61,5.3373797869572598e-66,4.3804946970725914e-63,6.4238090610765331e-107,3.0155918407817313e-89,2.6533116029601669e-50,2.0479927819663584e-38,1.5235739316921021e-40,2.2287969977004223e-43,1.6590160893686458e-52,5.0603421026145302e-40,2.2940125496840795e-44,2.0716289527578056e-63,3.3167452999433296e-30,5.7128806123159734e-32,8.0225523721260068e-36,8.2848990115127326e-43,2.643884052733745e-62,8.4510210142468126e-67,3.2221482022901402e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.6754042729129792e-23,1.8056006419258626e-23,1.845617053181376e-23,5.1733788523939281e-23,4.4377664055528215e-23,2.2158998402787314e-23,2.3946878123839934e-24,2.554622929955041e-24,2.1023628698190495e-23,1.8056447572998487e-23,6.9495718466270711e-25,9.0487086698406865e-24,9.310506371524189e-27,3.8322468119142124e-28,1.3386276529361863e-28,3.3998756941267836e-28,7.0559357792529592e-28,2.6899323280182531e-27,7.6992685924668556e-24,1.8087964905845554e-24,6.5514973384348284e-27,1.0858159869829457e-24,2.2549283226832221e-27
1.0485750000000002e-09,0.0013861422279937289,1.7297402653984074e-28,9.6624535013904483e-33,6.4369706467392583e-29,1.5960738968213413e-31,3.6116309250663937e-31,0.0,0.0,1.7644400546089282e-22,1.1141663328466146e-29,4.4487078601634557e-43,1.1210059718414926e-47,8.895197664756761e-57,4.4126304377795026e-29,2.2682531818161641e-42,8.7461154571803167e-24,3.6350987145372576e-29,1.3050916774977726e-46,2.7755131371685702e-48,5.4209880838609733e-26,1.7111589283501194e-50,7.5640895994358852e-49,6.2199277264850042e-40,1.0409498907388919e-33,3.6794954566568949e-53,4.7505021145588705e-25,2.8648007800786481e-46,1.9107892151944527e-23,8.756423850379406e-46,3.5380878036245104e-68,4.0826400466307407e-48,1.347970784976052e-76,6.7990623701847538e-32,2.0001570280351487e-34,3.974641074241454e-30,2.0522089701184453e-29,1.5219222572054362e-33,2.4502235158716068e-24,6.1629063932081702e-44,3.3731549349048046e-51,3.0693253982894538e-41,2.1687108077025017e-39,7.5429559183997949e-32,1.0071610693982355e-29,1.6354349347269791e-46,3.9193816147467609e-49,3.1715709944099378e-48,4.0528606285016999e-61,5.8625342163033217e-66,4.7952836535861846e-63,7.0716063909324146e-107,3.3166795487742261e-89,2.9131929969654642e-50,2.2236869304784946e-38,1.6674970896791825e-40,2.4222520260028774e-43,1.8141258464411387e-52,5.5027764256343984e-40,2.5106322397126989e-44,2.266913739526065e-63,3.6071121479981216e-30,5.9749112958369371e-32,8.6109869610550234e-36,9.0008387246534819e-43,2.8774060244479668e-62,9.2976549888778808e-67,3.5270763374704354e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.7509057254979988e-23,1.8870362915035036e-23,1.933482826979423e-23,5.3781918322951883e-23,4.6134151974108223e-23,2.3035274946763334e-23,2.569750420307566e-24,2.7414202415839149e-24,2.2509679116252706e-23,1.9332693265084639e-23,7.4655181096385132e-25,9.6881170502031403e-24,9.9898135056536834e-27,4.1102512065739735e-28,1.4354534803715421e-28,3.6465983710468679e-28,7.5761837338888939e-28,2.8872582690400749e-27,8.0463966743676201e-24,1.8966678200426683e-24,7.002649179652326e-27,1.1652045898597243e-24,2.4476462590807082e-27
2.0971510000000003e-09,0.0013861422279937289,3.0147745866799034e-28,3.4760748647943191e-32,2.414478002094121e-28,5.6774077121591549e-31,2.7213644022137977e-30,0.0,0.0,3.5297872297672579e-22,4.4576693973389462e-29,5.903376652726955e-42,7.6397805409963181e-47,1.2201257857658989e-55,1.6897595398865942e-28,1.4955391100390089e-41,1.6623157619448211e-23,1.3920230933319018e-28,4.2698838649154909e-46,6.3729357592890462e-48,1.9689940262859876e-25,2.9545468536949168e-49,1.5017339545962303e-48,3.9618499136437854e-39,3.9837001358898238e-33,4.8292374610418945e-52,1.8191522149524202e-24,3.8318749444989471e-45,3.4128917854677015e-23,5.441431373095568e-45,1.5689004157513729e-67,3.1488073426441517e-47,1.4639644359176147e-75,5.2224849083293772e-31,3.6622343548187647e-34,1.443586203346134e-29,7.4646433154004714e-29,5.4264992730826223e-33,8.8991724872389619e-24,4.5146669766300426e-43,1.861029104086667e-50,2.4705805425593445e-40,1.4527620523239144e-38,5.2181100406666229e-31,3.4450675711158703e-29,1.9154872475486298e-45,4.2797848564171307e-48,4.0150090579427113e-47,8.6121332218917738e-60,1.6287416173053963e-64,6.6415896385283645e-62,5.1298540519063359e-105,1.3749034912848981e-87,7.5756092405147597e-49,1.3253708728900569e-37,2.2476658232966011e-39,1.6033929461775207e-42,2.0054966743698873e-51,4.1506158302485866e-39,3.3463776938330159e-43,2.887842512271011e-62,2.6372656636536393e-29,1.0715802630206463e-31,3.14464172073053e-35,6.0325938140117042e-42,2.2437040946674601e-61,4.9659268530501113e-65,4.7673801240929002e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.0911227759692424e-23,3.3354374978277068e-23,3.7268322829327465e-23,8.1479577691909662e-23,6.9876806648450073e-23,3.4860279977568598e-23,9.2411897011357531e-24,9.8687017603676897e-24,7.110348947457956e-23,6.1056802234462782e-23,2.8933463459420038e-24,3.0570196441052823e-23,3.622810483724853e-26,1.4367660482204549e-27,4.9636294213971308e-28,1.2765956778778752e-27,2.8587332832961171e-27,1.0569029016578562e-26,1.4215180317542839e-23,3.7934400434702078e-24,1.9796659092403437e-26,4.1927443204038862e-24,1.4207343705476488e-26
4.194303e-09,0.0013861422279937289,4.74956353114317e-28,1.1568982723608846e-31,8.5788777280297631e-28,1.8537111607366542e-30,1.9493419009422533e-29,0.0,0.0,7.0623434251182663e-22,1.7836927322602689e-28,-1.1082931322522191e-38,4.703929594215258e-46,1.5174606058892693e-54,6.2237127129613911e-28,-1.5306309394327916e-38,3.0184119511165769e-23,5.127145711872714e-28,1.2220763014078548e-45,-4.8842836430658286e-39,6.6354649711267815e-25,5.2327089883007491e-48,2.8329172837197447e-48,2.1764749493164047e-38,1.465436338912069e-32,6.0288514228219209e-51,6.7003398811028465e-24,4.4594296109699124e-44,5.580035472842345e-23,2.8383184343294554e-44,-6.2043278449057585e-65,2.3567057653838208e-46,1.3735330880577339e-74,3.8685127600416629e-30,6.2872656997511785e-34,4.8643793436530601e-29,2.5172146572193411e-28,1.7634237027156276e-32,2.9986966589225929e-23,3.0851681051423801e-42,8.432162038586924e-50,1.8537671354858434e-39,8.4157528406677651e-38,3.2075676071518348e-30,1.0364020596366029e-28,1.9591551815496039e-44,3.5896875762086881e-47,4.3125748735828829e-46,1.3705622651551761e-58,3.8494207568126123e-63,7.7970439489389863e-61,2.8340616563390209e-103,4.6197722529401191e-86,1.7699553244435844e-47,6.4694202427267056e-37,2.6350546610540246e-38,9.1485985849074184e-42,1.7563247518928661e-50,3.0471682658130404e-38,3.8668561855655534e-42,3.1116441659852362e-61,1.7979581602626641e-28,1.7555918767561327e-31,1.0696557789097207e-34,3.6225712010669842e-41,1.6754334763147668e-60,2.3027633083594994e-63,5.5478421556865467e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.9627037179456924e-23,5.3648900961539593e-23,6.942725157361074e-23,1.0675822330034023e-22,9.1529039117130528e-23,4.5618108955087137e-23,3.0661302692289235e-23,3.2795773827976447e-23,1.9840988782583426e-22,1.7033803215523459e-22,1.0891860800416909e-23,8.5188774020012513e-23,1.2653945600134377e-25,4.6121775170282207e-27,1.5727357338203402e-27,4.1074775088494069e-27,1.0429713865198092e-26,3.6301833329094993e-26,2.2846350834093242e-23,7.5847573762909116e-24,4.5121689100856932e-26,1.3924047891848227e-23,6.780288684432334e-26
8.388607e-09,0.0013861422279937289,6.5273088681573509e-28,3.4602167938911008e-31,2.7939565203555687e-27,5.3883205507014398e-30,1.2873938990480799e-28,0.0,0.0,1.4131686852450044e-21,7.1380481333954474e-28,-1.7487608164934634e-38,2.5357926346566193e-45,1.6102721308126609e-53,2.1448140299092228e-27,-4.4248786524460534e-39,5.0677536094931013e-23,1.7669291342463263e-27,2.9234083079852602e-45,3.2689589356897214e-40,2.0061494123490265e-24,9.1828483076073271e-47,4.991288574291597e-48,9.8870769942672369e-38,5.037399431843755e-32,6.5887846766081535e-50,2.3090716587651098e-23,4.258032826601939e-43,8.0253284922230472e-23,1.175784700006119e-43,4.8431512371733605e-64,1.673377366260253e-45,1.1148952460711354e-73,2.6932308741177356e-29,1.0134391993399204e-33,1.4704097671078824e-28,7.6120677855811714e-28,4.9731736980799164e-32,9.0644150026656073e-23,1.9008246355064193e-41,3.0618710628101795e-49,1.2073498807524665e-38,3.8911284060406797e-37,1.6443467675472691e-29,2.5537895124588854e-28,1.6361502596958859e-43,2.1305644425442902e-46,3.7222590682636786e-45,1.473775168092172e-57,7.0732962880740578e-62,7.0729328732950672e-60,1.1258943528236802e-101,4.1981753605021843e-85,3.4335847927650968e-46,2.4246005997096523e-36,2.4911495765488546e-37,4.2135886990490124e-41,1.1405822493584104e-49,2.1128125490435961e-37,3.640339464636141e-41,2.6899266204629262e-60,1.1073261189178464e-27,2.527470890794593e-31,3.2800315050335964e-34,1.8318153247973463e-40,1.1717054071511325e-59,8.7188664002802851e-62,5.2413139319020576e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.9705513977222643e-23,7.5534405816284151e-23,1.2169210182069943e-22,1.2174691007888296e-22,1.0434725117679178e-22,5.1967178545405919e-23,9.0825494464864091e-23,9.7351375629584478e-23,4.8860435039446116e-22,4.1938703435974115e-22,3.8931288290801725e-23,2.0947271182173831e-22,4.2781055808374409e-25,1.3273341944923602e-26,4.4733259853311238e-27,1.1856982727465302e-26,3.6230280967708257e-26,1.1479071507682129e-25,3.2133721526469837e-23,1.5154037805127362e-23,7.915775042325665e-26,4.1296684870844217e-23,2.5576336149954454e-25
9.999999999999999e-09,0.0013861422279937289,6.7670063977631385e-28,4.5593197170834798e-31,3.7979790625205887e-27,7.0058657834368191e-30,2.4922636064357425e-28,0.0,0.0,1.6848929506763432e-21,1.1254189032632036e-27,-7.5768460830358445e-39,-6.0612156434078111e-39,3.9591300315134447e-53,3.0169792670931269e-27,9.9933730731525715e-40,5.5458305131351125e-23,2.4854186402868848e-27,-3.7695683316925312e-39,1.0727087089013541e-39,2.6457450012602406e-24,3.5818095456194179e-46,-3.8612221765684031e-43,1.4967617420364186e-37,7.0703911354828167e-32,1.6355078296266335e-49,3.2479946794941116e-23,9.6477468315678178e-43,8.3944667177819409e-23,1.6809300125853969e-43,-8.0851021065858861e-61,-6.7819253026470677e-41,-4.8049493831455614e-69,5.4549661428490852e-29,1.1310269682788846e-33,1.9389568145482727e-28,1.0038584293098022e-27,6.2613931838232227e-32,1.1952715398258456e-22,3.5092099564960582e-41,-2.6059356951947813e-40,2.2142297072637567e-38,5.708483649777775e-37,2.6069432414727102e-29,2.9918611871637236e-28,3.4129099839142217e-43,3.4000877945781215e-46,7.8702389860453715e-45,3.1346784923916456e-57,2.4110841146328258e-61,1.4722871686986384e-59,2.2053189736901186e-98,5.4360083786270918e-84,1.2763729540999079e-45,3.2583011897091732e-36,5.4244624369626121e-37,6.294541576424074e-41,1.9415902847689437e-49,4.2751644503229589e-37,8.1040121295610271e-41,5.6902193603367183e-60,2.0547696753681576e-27,2.6440331991649907e-31,4.3555561713170673e-34,2.9073208958183947e-40,2.3770213234485803e-59,5.6901433653076291e-61,1.1681063970874689e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.2533344324444016e-23,7.8639226933901356e-23,1.3543359184309103e-22,1.2277188195123593e-22,1.0521835529602619e-22,5.2397259530630754e-23,1.1881290395847993e-22,1.2745547304998565e-22,6.0483770436368624e-22,5.1912200812130194e-22,5.6035861547150004e-23,2.5916135579404289e-22,6.1299009916457999e-25,1.7253329838103554e-26,5.7993653080044639e-27,1.5432660007362023e-26,5.1692036147467899e-26,1.5716213893478247e-25,3.3447318132358696e-23,1.8050644185228539e-23,8.4606552423119722e-26,5.4048970602247217e-23,3.5374971376551855e-25
1.6777215e-08,0.0013861422279937289,7.7751289930004893e-28,9.181939287606157e-31,8.0207084855098372e-27,1.3808955913822593e-29,7.5597183204336891e-28,0.0,0.0,2.8277139555741255e-21,2.8565901224766254e-27,3.410594976060738e-38,-3.1553555974009957e-38,1.383798329542727e-52,6.6851417376520336e-27,2.3812566461056003e-38,7.5565317899286642e-23,5.5072499735995341e-27,-1.9623673974225592e-38,4.2094567270836673e-39,5.3357634009323995e-24,1.4784092074096977e-45,-2.010100423080969e-42,3.633541210722871e-37,1.5620770756579734e-31,5.7430267038895726e-49,7.196927795084106e-23,3.231586727156283e-42,9.9469924637241921e-23,3.8054759114393548e-43,-4.2109885849904487e-60,-3.5306127638016551e-40,-2.501412903216564e-68,1.7070303735401103e-28,1.6255789437868363e-33,3.909577313780136e-28,2.0244055008491992e-27,1.1679401343267769e-31,2.4100362040336353e-22,1.0273775225918736e-40,-1.3566009682893924e-39,6.4489763292422069e-38,1.3351936996158032e-36,6.6554424356696667e-29,4.8343080172571623e-28,1.0885626232755061e-42,8.7394635423032146e-46,2.5315860084367682e-44,1.0120124577233936e-56,9.576754101813695e-61,4.6897071324958664e-59,1.1475739287158605e-97,2.65331608555056e-83,5.2004558401433917e-45,6.764688609819358e-36,1.7761423015349795e-36,1.5046636847310476e-40,5.3104789870934574e-49,1.336960866140557e-36,2.6877377373060889e-40,1.8308884677279138e-59,6.0395385569683678e-27,3.1342722809547751e-31,8.8790100408612096e-34,7.4306944542907377e-40,7.4463527079524346e-59,2.5954822281261618e-60,3.8765437900993521e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.4426665349571951e-23,9.169751889038384e-23,1.9322770681200472e-22,1.2708272030531146e-22,1.088820549046488e-22,5.420609902805971e-23,2.3652266900727674e-22,2.5406762824676531e-22,1.0936932659929989e-21,9.3858849469624471e-22,1.2797447021773656e-22,4.6814241954370699e-22,1.391820318425902e-24,3.3992408169384403e-26,1.1376436567598874e-26,3.047128416452003e-26,1.1672126187365325e-25,3.3536835513500979e-25,3.8972057672234497e-23,3.0233224231385757e-23,1.0752318582384948e-25,1.0768267891744436e-22,7.6586182817351443e-25
3.3554431e-08,0.0013861422279937289,8.3391008472551743e-28,2.18708162307799e-30,1.9561240258528834e-26,3.1871814436287087e-29,3.8154134065659894e-27,0.0,0.0,5.6574965490085703e-21,1.1430866503569574e-26,1.9588199291502924e-37,-6.8648930187550145e-38,9.4520792818388828e-52,1.8374958751231711e-26,3.1830690835275498e-38,9.7267702517399798e-23,1.5136334448747998e-26,-1.2846425728713295e-38,3.7024936628436295e-39,1.262912565703566e-23,1.9920954874381165e-44,-1.8848285119699053e-42,1.0839737034702257e-36,4.249877690322552e-31,3.6951954825315017e-48,1.977975257553062e-22,1.9979664979348033e-41,1.0886778448232583e-22,1.0008501827808506e-42,-5.7580331152490119e-60,-6.4866623762985479e-40,-4.9063122813196708e-68,9.6097047405513103e-28,2.908590056825377e-33,9.2488146311064544e-28,4.7900982713296736e-27,2.2942643376010922e-31,5.7011711876818235e-22,4.8295589117034176e-40,-5.6800037604965284e-40,2.8175232653635707e-37,3.3609358834707598e-36,2.1030459868558647e-28,6.9339388655167223e-28,5.9369797654285971e-42,2.625717489402707e-45,1.3993694859917912e-43,4.5213267979842147e-56,9.7325809309118568e-60,2.3198651178572353e-58,-1.4623948805984339e-94,3.3382432835005015e-82,6.087123649103385e-44,1.4528247371295782e-35,9.4448714906742518e-36,4.2435002721864343e-40,1.807546938861224e-48,7.5223321369608902e-36,1.5794005311052747e-39,1.0124279996437234e-58,2.937476656865451e-26,3.4315515371485155e-31,2.1370758593706179e-33,2.3897987615862787e-39,4.1986059159290751e-58,6.1580111749728335e-59,2.2799246815525784e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.1045783993821906e-23,9.9037904854735752e-23,2.6765107938694881e-22,1.2840921812897493e-22,1.0995697452405305e-22,5.473709777469601e-23,5.505795755542073e-22,5.9248454225201485e-22,2.3134525034464764e-21,1.9849934609604511e-21,3.7464568620520254e-22,9.8853113203367397e-22,4.2339020329136164e-24,7.9050011197539774e-26,2.6437522677431046e-26,7.1139870931638245e-26,3.3800342142630487e-25,9.3342246312837138e-25,4.2065989942426173e-23,6.0151178173067782e-23,1.2133578691398132e-25,2.5095055112975125e-22,1.9144534419654263e-24
6.7108863e-08,0.0013861422279937289,8.509865041299366e-28,4.7987541647703236e-30,3.9503522629708313e-26,6.8737296970485766e-29,1.6172372155310701e-26,0.0,0.0,1.1317494294905622e-20,4.5735553451983327e-26,3.1574261961990213e-37,-4.1656884812713261e-39,5.2704697913888327e-51,4.4672555868649873e-26,8.3113893853582716e-39,1.0937306899434691e-22,3.6791261899397195e-26,6.2518999976758154e-39,-9.2438923000259998e-40,2.7581646452702944e-23,2.143091857939679e-43,1.652439028754538e-42,2.7047430530579042e-36,1.0131830938058148e-30,1.7367828499102205e-47,4.8075035514559076e-22,1.0790318127125522e-40,1.1148814655502132e-22,2.2989754747345025e-42,2.9502057643442557e-60,7.6054355860885315e-40,5.6525275463558649e-68,4.8024865314939e-27,6.1664648386062511e-33,2.0184311763828149e-27,1.0456825413647712e-26,4.2777299188035072e-31,1.2441129950194663e-21,1.9853792156557873e-39,1.3533824018804655e-39,1.1143432801011031e-36,7.1192952357694772e-36,5.4377926852282572e-28,8.0427484162902354e-28,2.8177827200169898e-41,6.4335786392874819e-45,6.691234879871417e-43,1.4324809227705039e-55,8.3665737151393665e-59,9.7730368684120961e-58,-1.1406989472081591e-94,2.3937469320343006e-81,5.7555079940889099e-43,2.8114024887303699e-35,4.1767981185912635e-35,1.0132403206652352e-39,4.8436451436100118e-48,3.7589549624507371e-35,7.8377957500799147e-39,4.841898595151954e-58,1.3121920276414445e-25,3.5156347356006763e-31,4.7227091082475358e-33,6.3065871100365476e-39,2.1002719376659605e-57,1.2327431457379579e-57,1.1318779707113369e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.2751031131436567e-23,1.0097002459386721e-22,3.1998269190688225e-22,1.2920146417447567e-22,1.1051700157033617e-22,5.501719167436178e-23,1.189810208299371e-21,1.282071330304501e-21,4.7557627206203774e-21,4.0794211869353305e-21,9.6441225148089024e-22,2.0284431407464807e-21,1.1630024902896481e-23,1.7380191820907464e-25,5.848918120683402e-26,1.5723452336434706e-25,8.6743354474406362e-25,2.5410728567831407e-24,4.2876520699909912e-23,1.1903730619280426e-22,1.2555164210120617e-25,5.4281689190881549e-22,4.2798016472412864e-24
9.999999999999998e-08,0.0013861422279937289,8.5294112322203439e-28,7.317199042919256e-30,5.2137840585711382e-26,1.0504338417628375e-28,3.6189255483849728e-26,0.0,0.0,1.686568600006334e-20,1.1299658779651097e-25,7.0940533179919539e-37,-1.405976046467646e-38,1.5132948862282716e-50,7.1400848183922395e-26,2.0624538211902488e-38,1.1130244202543349e-22,5.8782119109247624e-26,4.7412058904303921e-39,-1.3383981208226459e-40,4.2313479029758009e-23,1.0381335762635088e-42,6.3297920838388166e-43,4.2865587703802137e-36,1.582967961448177e-30,4.014503728085262e-47,7.6804218020425251e-22,3.2208213191365983e-40,1.1168317763211926e-22,3.5820599064706773e-42,1.1444611444837571e-60,-1.9567027718727605e-40,-1.5680084265784437e-68,1.3159363783043051e-26,1.0261329041022492e-32,3.0941898810324593e-27,1.6035682907159095e-26,7.1701847212532222e-31,1.9069952365700909e-21,4.5172651981871467e-39,2.3051825148602052e-40,3.0841636693349198e-36,1.2381620144745947e-35,8.8627230414938116e-28,8.2309944202457088e-28,7.477018783647967e-41,1.0223175818463996e-44,1.7813915113332332e-42,2.5052729722910432e-55,4.2741841118842945e-58,2.7703012199726925e-57,2.1797013043930114e-94,6.3401349465339493e-81,2.5915137983649614e-42,4.7533302087259791e-35,1.2050851226212245e-34,1.5983523928452581e-39,7.9817063592863363e-48,1.0300644111330813e-34,2.1198354740080322e-38,1.289136153929974e-57,3.3957845562326804e-25,3.5231496773929826e-31,7.2765628535705746e-33,1.034926709089331e-38,5.7577586872530869e-57,1.1515741753400546e-56,3.0617971649839357e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.2898103435342751e-23,1.0116126573816017e-22,3.3093680157123902e-22,1.2988398132079909e-22,1.1098649199419837e-22,5.5252573280353117e-23,1.8174612105341122e-21,1.9597398362500363e-21,7.1516569829054352e-21,6.1325798978284991e-21,1.5828204995924511e-21,3.0469323087914165e-21,1.9908254131634288e-23,2.7319121906793112e-25,9.2880419356103878e-26,2.4857087742250285e-25,1.427804089398743e-24,4.5785709317824132e-24,4.2956031582962069e-23,1.7495146014832742e-22,1.2648638017670884e-25,8.2961702868243903e-22,6.6103114621709164e-24
1.34217727e-07,0.0013861422279937289,8.549745774769722e-28,9.9372197282804389e-30,6.5281735327012409e-26,1.428137957143887e-28,5.7013474759905778e-26,0.0,0.0,2.2637651533232702e-20,1.8297044461206202e-25,1.1189455436632806e-36,-2.4352887578114522e-38,2.5393208834173048e-50,9.9207166026330643e-26,3.3434310189595475e-38,1.1330963197629727e-22,8.1659928061326267e-26,3.169581335699046e-39,6.8859463773341003e-40,5.7639486924571047e-23,1.8951850697715681e-42,-4.2759822987592091e-43,5.9321734652946528e-36,2.17573381960983e-30,6.384091352605324e-47,1.0669212745690675e-21,5.448995085895797e-40,1.1188607484885743e-22,4.9168946615932691e-42,-7.3411412137298145e-61,-1.1904508463994265e-39,-9.0797684704937975e-68,2.185329687407665e-26,1.4521350376872082e-32,4.2133368923861628e-27,2.1839551064251902e-26,1.017930017962316e-30,2.596613341730985e-21,7.1512691046311507e-39,-9.3763409777098769e-40,5.1334323315230527e-36,1.7856189087761109e-35,1.2425790256978261e-27,8.4268329031838108e-28,1.2324174649797551e-40,1.4165617872596459e-44,2.9385203626005591e-42,3.6213336751565094e-55,7.8503557582823174e-58,4.6356152740404077e-57,5.634022428652727e-94,1.0445691641525104e-80,4.6887861286094342e-42,6.7735812136256356e-35,2.0242486547912336e-34,2.2070636438506687e-39,1.1246334212902365e-47,1.7106177572069526e-34,3.5097781813313768e-38,2.1265481458579684e-57,5.5634141010117099e-25,3.5309677174525287e-31,9.9334205430870962e-33,1.4554999472030581e-38,9.5627619348905843e-57,2.2213481971331566e-56,5.0695553072968578e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.3051107569688192e-23,1.0136022016368165e-22,3.4233272060021703e-22,1.3059402626043474e-22,1.1147491825787027e-22,5.5497448473771741e-23,2.4704271036178572e-21,2.6647405765084904e-21,9.6441842490725067e-21,8.2685481453541003e-21,2.2261708528632939e-21,4.1064999456480805e-21,2.8520367108828457e-23,3.7658916373336555e-25,1.2865875070973577e-25,3.4359107779858959e-25,2.010775919038903e-24,6.6982469069045479e-24,4.3038749358568543e-23,2.33120785686878e-22,1.2745881880916038e-25,1.1279846036216247e-21,9.034817146425088e-24
