Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87)
5.24287e-10,0.00683010276107482,4.4366846157298436e-16,1.197923856670612e-19,4.3718990501384294e-18,5.3711732323126898e-19,5.0047545288462609e-22,0.0,0.0,1.0371378028407523e-15,7.0732414163987904e-22,8.5978911760343873e-29,4.5575068583608333e-29,6.0616995006694905e-36,2.0677666948416691e-18,9.7784729696881099e-28,2.9269651189838076e-13,4.2121659396135708e-18,6.1710845260204977e-27,2.1473838232930035e-28,5.7139024469758595e-15,7.9338940680994172e-31,2.8531887233914871e-29,6.992233145875588e-25,9.3317786991085279e-21,2.5457103511335878e-32,5.725816506587893e-16,7.0332705189718574e-31,3.2880389876505247e-13,2.2997255594932995e-28,8.3271315718775231e-41,7.8570749988550351e-29,9.4983948294749877e-48,9.3568594831214847e-22,8.9041982357433462e-21,2.8686594138754271e-19,2.2137637417141168e-18,1.3989120791366797e-20,1.7198281387151266e-15,5.4348251656125148e-27,1.9781741110625704e-29,3.9530740543211386e-25,6.4713712893986843e-24,8.9748820783431721e-22,2.4514029563949427e-20,6.4051770119690476e-31,3.6980862818524449e-32,1.2433640930040201e-31,2.429168374512086e-40,5.2537727612582317e-43,5.6503851453053768e-40,1.1404643427586329e-66,7.5650632607448934e-57,3.6187353602412113e-31,7.0616040898688758e-24,1.9287968643541215e-27,2.8081083728138999e-28,1.136753601920305e-36,3.7172741196120261e-25,6.8602683737234479e-31,9.0890771213797591e-44,1.657439256911907e-20,2.0289977901428754e-20,2.576746115008458e-23,1.1135198902757526e-28,2.9943805671051512e-40,3.587363658055257e-48,3.1042360235770812e-38,0.88168480800000004,0.0,0.009459999998957672,0.10884999999998925,4.164802593453249e-13,3.2513563662652557e-13,4.1915227560578705e-13,3.6938465102137209e-16,2.9933241521457193e-16,1.498048009753363e-16,3.6062005611387972e-15,2.8708816446495717e-15,9.6618424426871942e-18,8.2380027431312835e-18,8.6287135794486076e-16,4.0378166184047499e-18,9.0238554150835072e-20,1.2366054104255463e-16,9.4286931178226462e-17,1.0372702950028965e-16,8.4222269107074106e-17,5.0511752327386694e-17,2.9036342560265757e-13
6.55359e-10,0.006830102761076585,6.4055316942443135e-16,2.0016385212001345e-19,6.7147479917405491e-18,9.1940628448537642e-19,9.1487061006002739e-22,0.0,0.0,1.3881757455873931e-15,1.1329493342525186e-21,1.7119550483967407e-28,8.7301265452287373e-29,1.2580288040733925e-35,3.1729437349497262e-18,1.779932494877053e-27,3.6615963527309546e-13,6.4384280683818635e-18,1.0076504657615031e-26,3.2200094254559766e-28,8.7210388949591682e-15,1.7945541012993856e-30,4.6638834496050255e-29,1.2652578809019431e-24,1.4242558515833066e-20,5.3408147056560447e-32,8.7490698252253766e-16,1.4552597140713164e-30,4.1081217815372851e-13,4.176605717203247e-28,1.5826615183661775e-40,1.4307537694750159e-28,2.113634586672094e-47,1.7035225301734494e-21,1.2731926547632836e-20,4.381384611921113e-19,3.387432760111817e-18,2.0588300738030023e-20,2.6261236729668738e-15,9.8942661028433998e-27,3.5806690954622063e-29,7.0160162262079746e-25,1.1468695361460771e-23,1.4780406114368506e-21,3.274624805530469e-20,1.3098225106903269e-30,7.7961486204452998e-32,2.6361818133905889e-31,5.866271440308198e-40,1.2537290096208213e-42,1.1735755854918693e-39,4.1222103956923152e-66,2.0606804376515618e-56,8.2725924737820992e-31,1.2494588900619409e-23,3.9972141977929508e-27,5.0643380340858843e-28,1.9222496324030202e-36,6.6315369680962509e-25,1.4450481164162215e-30,1.9275933064136723e-43,3.0160593448240867e-20,2.5632530567708334e-20,3.9367621716243124e-23,1.9012739194745576e-28,5.5306487479684111e-40,1.1266247416062037e-47,6.5654852864235569e-38,0.88168480800000004,0.0,0.0094599999986970888,0.10884999999998383,5.1955313330247313e-13,4.0523653713488808e-13,5.2361107024014289e-13,4.5981329892109355e-16,3.7218005650860661e-16,1.8629525955816308e-16,5.4856103855978204e-15,4.3623426868324767e-15,1.4334333110966645e-17,1.2262066174975684e-17,1.3170386457514478e-15,6.0007606848936177e-18,1.4964070988340012e-19,1.8894100647162531e-16,1.4395576126496684e-16,1.5839604569611829e-16,1.2868198093091194e-16,7.969225074485029e-17,3.6259752758973051e-13
9.17503e-10,0.0068301027610801045,1.1425375399551107e-15,4.6102306394887257e-19,1.3060860278630923e-17,2.206570096805854e-18,2.440010269630317e-21,0.0,0.0,2.2081294304395323e-15,2.4126292939154035e-21,5.5555602395064615e-28,2.6165050557482941e-28,4.4283270471796598e-35,6.1648392894205221e-18,4.6948417918033381e-27,5.1345211386481177e-13,1.2395055287498189e-17,2.2201344866693744e-26,5.9381157220564356e-28,1.6732621719015088e-14,7.0904752389020749e-30,1.0225782367336639e-28,3.2867551080657638e-24,2.7324549105139333e-20,1.8806065576406245e-31,1.6829951024933217e-15,5.086223117452851e-30,5.7458057930505109e-13,1.0956365616939833e-27,4.6426079554894316e-40,3.7805103186306489e-28,8.7341565227759972e-47,4.4988080477728203e-21,2.2789609907153839e-20,8.4195154339788753e-19,6.5265663275930122e-18,3.6507298698993334e-20,5.0437519389883526e-15,2.61207020964267e-26,9.3093401986712143e-29,1.7360798121906777e-24,2.826766490322192e-23,3.1522216157986243e-21,4.9545415543697809e-20,4.4834899009843401e-30,2.798278950584138e-31,9.6365791637916635e-31,2.9722318504810615e-39,6.086755057806573e-42,4.0275491315123776e-39,5.6081624209927535e-65,1.5035870651821288e-55,3.3589064350170186e-30,3.0664037454662457e-23,1.3621588975963561e-26,1.3013615490908047e-27,4.2796711644384032e-36,1.7035042335808857e-24,5.1607956268245318e-30,7.0495777681758569e-43,7.9542888214628206e-20,3.6315256829001759e-20,7.5688722525563973e-23,4.4038525562968003e-28,1.4957034393923767e-39,1.0559857353285763e-46,2.3609154194001478e-37,0.88168480800000004,0.0,0.0094599999981759206,0.10884999999996958,7.244081771676799e-13,5.6398441259997567e-13,7.3210472584761787e-13,6.3903480424100702e-16,5.1600898980727819e-16,2.5837046372223896e-16,1.0444019636587946e-14,8.2845918400543198e-15,2.584460493394942e-17,2.2259321576707822e-17,2.5271142541366223e-15,1.0859621425711341e-17,3.3206912802350553e-19,3.6339626676465579e-16,2.7640837225499473e-16,3.0425569117437577e-16,2.4749747656057024e-16,1.6401215672176065e-16,5.0661266426905703e-13
9.999999999999999e-10,0.006830102761087114,1.3297775963030705e-15,5.8019909005672707e-19,1.5532524683247693e-17,2.8104356958977917e-18,3.2062337152200772e-21,0.0,0.0,2.4986811010006551e-15,2.9635451131332066e-21,7.9404736626245821e-28,3.6274606226269545e-28,6.5419651608249379e-35,7.330723070581094e-18,6.1353913400739503e-27,5.5990496551935424e-13,1.4683763235652683e-17,2.7542299025972079e-26,6.9268462489829294e-28,1.9796758606524676e-14,1.0802790544997715e-29,1.2640967999172395e-28,4.2624847470177425e-24,3.232729366375877e-20,2.760915719958658e-31,1.9931429610971534e-15,7.475705871560637e-30,6.2605018951765563e-13,1.4278337207358124e-27,6.3584406745272393e-40,4.9450414210854581e-28,1.3942121157914123e-46,5.8829358380874218e-21,2.6714964758638554e-20,9.9671782611805201e-19,7.7314569145039733e-18,4.2057549086038955e-20,5.9696383565906875e-15,3.4147933311393918e-26,1.2078016382956616e-28,2.2046227856397713e-24,3.583060227227599e-23,3.8224530540888826e-21,5.4883313270219832e-20,6.5430211051815998e-30,4.1279796158426102e-31,1.4399685840663069e-30,5.2942088365135533e-39,1.0453698927417125e-41,5.7818018036766079e-39,1.9190630605180158e-64,3.5013192534567481e-55,5.203198531341107e-30,3.8789793695534417e-23,1.946395844824375e-26,1.6781576602468448e-27,5.2568983883626684e-36,2.2153975857306496e-24,7.5805753426880567e-30,1.0535577580451072e-42,1.0394262316536853e-19,3.9676660163312663e-20,8.961365752342298e-23,5.4873269481812326e-28,1.9717149238419758e-39,2.7017361664539813e-46,3.4753934430935864e-37,0.88168480800000004,0.0,0.0094599999980119042,0.10884999999996418,7.8853447929808997e-13,6.1355848717139624e-13,7.9760090661072675e-13,6.9514412548007317e-16,5.6089568375545989e-16,2.8086892076422469e-16,1.2320799656597698e-14,9.7640147631068188e-15,2.9929181022523305e-17,2.5832246341968774e-17,2.9899323002109643e-15,1.2591548384718748e-17,4.0880109780422701e-19,4.3033940849257848e-16,3.2711757249290619e-16,3.6012775223259795e-16,2.9309316622139671e-16,1.9877681143053178e-16,5.5181087369941989e-13
1.4417910000000002e-09,0.006830102761087114,2.5709059236991093e-15,1.5205218764449421e-18,3.2634775929505378e-17,7.6637921436408119e-18,9.6416189421979291e-21,0.0,0.0,4.3195144776451585e-15,7.1211639142573125e-21,3.0287283948507267e-27,1.2807396078552719e-27,2.6952241025549387e-34,1.5401864558200615e-17,1.8112427999393887e-26,8.0948363222196809e-13,3.0314300141300145e-17,6.8570159597372015e-26,1.3308009831694415e-27,4.062864382426907e-14,4.7348685259983865e-29,3.0991193122699251e-28,1.225406012474614e-23,6.633475143760502e-20,1.1194606626910437e-30,4.1089834621026639e-15,3.0429376685767219e-29,9.0112425198727813e-13,4.174960708117771e-27,2.1680490600899099e-39,1.4644219092856052e-27,6.7286199532929257e-46,1.7404857970546781e-20,5.3929218650843793e-20,2.0510764271041283e-18,1.5951780667933862e-17,7.6183947005066124e-20,1.2272642851207869e-14,1.0093016692674874e-25,3.477348210173271e-28,5.8786908428271875e-24,9.4876122668031012e-23,8.579651819025126e-21,8.3885982386033235e-20,2.62141111830334e-29,1.6906112816039486e-30,6.0763405233876443e-30,3.0529240628375273e-38,5.7025105771866779e-41,2.2150663655461728e-38,1.8925902755821456e-63,2.7148025341913514e-54,2.3614139241957641e-29,1.0192085880538774e-22,7.3672527603542618e-26,4.7276188691958766e-27,1.2407459708737464e-35,6.4597243227017512e-24,3.072594642932426e-29,4.4471709397931e-42,3.0678119751474988e-19,5.7674007123525288e-20,1.8450811218239043e-22,1.3700280610500054e-27,5.9820784816313899e-39,2.2504085204290223e-45,1.4153391537049283e-36,0.88168480800000004,0.0,0.0094599999971335703,0.10884999999992792,1.1291614815164603e-12,8.7591064646447398e-13,1.1473953410002225e-12,9.932449881975138e-16,7.9820793971731464e-16,3.9985704654677967e-16,2.4948718195910943e-14,1.9683324458040863e-14,5.5569119861740411e-17,4.8442935307901181e-17,6.1365104692374617e-15,2.3518890091394011e-17,9.7712584687506134e-19,8.8693740677852965e-16,6.722112695882861e-16,7.4055744724622869e-16,6.0410706484643087e-16,4.5198969713766596e-16,7.9285180831290326e-13
1.9660790000000004e-09,0.006830102761094081,4.5579020869067302e-15,3.4851280767602146e-18,6.1790302779023513e-17,1.8048300602785057e-17,2.433845786244916e-20,0.0,0.0,7.0637698402917815e-15,1.5306879431931708e-20,9.2143417400341429e-27,3.7061571905166224e-27,8.6518009207072231e-34,2.9197282030043426e-17,4.4897008954332903e-26,1.107432756664753e-12,5.6284027354051465e-17,1.5132180961132446e-25,2.2860865267935105e-27,7.4941340274025545e-14,1.6059292428988436e-28,6.7286281594126294e-28,2.9542687851657163e-23,1.2233327899423567e-19,3.6106368106223452e-30,7.6170271295272881e-15,9.6523695849756365e-29,1.2263345594411817e-12,1.024097095559979e-26,6.0733367489516148e-39,3.6393980688157868e-27,2.4876765090658283e-45,4.3211415605376227e-20,1.0155450588221394e-19,3.7944958449441241e-18,2.9575225378915865e-17,1.233576401826618e-19,2.2679860312804788e-14,2.5029285723190016e-25,8.395948555184221e-28,1.3201340740178632e-23,2.1146411775581032e-22,1.6823736679975963e-20,1.1891618405511946e-19,8.2364251617777189e-29,5.3297577170618517e-30,1.9715088004663159e-29,1.2378205309259781e-37,2.2016377932706725e-40,6.5791222267281228e-38,1.3361033085642079e-62,1.3803399588472697e-53,8.3193913704399493e-29,2.2528087629597253e-22,2.1614915807402907e-25,1.1162803422095159e-26,2.5479866344047663e-35,1.5983189190643597e-23,9.5870208397093518e-29,1.4431637952502837e-41,7.5976512431103234e-19,7.9024460471633481e-20,3.4149074733266521e-22,2.9326742735740366e-27,1.5156846200782136e-38,1.3089233038458737e-44,4.4277155036348908e-36,0.88168480800000004,0.0,0.009459999996091208,0.10884999999986919,1.5275286104741212e-12,1.1806789002954555e-12,1.5604078085586758e-12,1.3442989235106485e-15,1.0753330620713007e-15,5.3884650447582156e-16,4.5339953212757315e-14,3.5590742943834071e-14,9.2231435322799895e-17,8.1193909125279861e-17,1.1318918296186274e-14,3.9285575640657886e-17,2.0123082315012017e-18,1.6436877808568813e-15,1.2416877753337476e-15,1.3689824953825022e-15,1.1196808100806006e-15,9.1865422381483044e-16,1.0767143151749608e-12
2.4903670000000007e-09,0.006830102761101013,7.0929113399743021e-15,6.6115099146628935e-18,1.0109897466420413e-16,3.483915230908598e-17,4.935615334957664e-20,0.0,0.0,1.0445635069706259e-14,2.7819240660938674e-20,2.1491661575204819e-26,8.3785670494486891e-27,2.0960753523478993e-33,4.7874811025058801e-17,8.9579304436057236e-26,1.4072812584535964e-12,9.0351540658739517e-17,2.8000008552378218e-25,3.4129209436380242e-27,1.1954717841573436e-13,4.0799278025347131e-28,1.227996017991135e-27,5.7398467600173661e-23,1.9510507806475219e-19,8.8671493120848461e-30,1.2208745072218848e-14,2.3137394623745055e-28,1.5502018109607015e-12,2.0218872130495569e-26,1.3346291973342287e-38,7.2733002161115564e-27,6.8310746777985724e-45,8.6276410524513652e-20,1.6782533885213736e-19,6.0699993290781851e-18,4.7393962705471093e-17,1.7507049553464778e-19,3.6242550577895102e-14,4.9915664625316955e-25,1.6335249389364517e-27,2.4142691874768687e-23,3.8394686347144302e-22,2.7934812216983825e-20,1.5454712201820437e-19,1.9621870364086348e-28,1.2634378439423836e-29,4.7964411301185427e-29,3.5377005734366241e-37,6.04032601763366e-40,1.483281202600863e-37,6.4027592577366726e-62,4.6924332886354985e-53,2.1897140625311613e-28,4.0574582203807677e-22,4.8165930556597007e-25,2.1280638397944183e-26,4.4029767637485622e-35,3.1976173102061258e-23,2.2516792672403977e-28,3.5113975949996161e-41,1.5134303560656419e-18,1.0036562700737779e-19,5.4646490995443281e-22,5.1902371017590884e-27,3.0753920680091926e-38,5.180414004053699e-44,1.0415305109737164e-35,0.88168480800000004,0.0,0.00945999999504883,0.10884999999979406,1.9198167389890801e-12,1.4786558166284533e-12,1.9711252635493452e-12,1.6949875505625835e-15,1.3499278533631576e-15,6.7655992773015067e-16,7.1302683533745219e-14,5.5694500523434212e-14,1.3369442580839705e-16,1.1865705969528357e-16,1.8054578287767956e-14,5.7278500084175516e-17,3.4386767221899358e-18,2.6338207542525631e-15,1.9834200226501859e-15,2.188363153582709e-15,1.7944683441938442e-15,1.5876765018210618e-15,1.3582194852293934e-12
3.014655000000001e-09,0.006830102761107913,1.0165370480325477e-14,1.1160496322416563e-17,1.5117833573282721e-16,5.9539368550375302e-17,8.7779953778991175e-20,0.0,0.0,1.4469781061617978e-14,4.5542986503582518e-20,4.2846398093141944e-26,1.6350400122427005e-26,4.3069172820828893e-33,7.1798862139795484e-17,1.5691333674492318e-25,1.7090105742714499e-12,1.3256656939941503e-16,4.6447898737627282e-25,4.6731246942766783e-27,1.7432426513930296e-13,8.7531730439095206e-28,2.0134153901764363e-27,9.7905604446812196e-23,2.8443546445918025e-19,1.8531991667599421e-29,1.788591363967965e-14,4.7073002031106717e-28,1.8727173774206579e-12,3.502777652371015e-26,2.536176946744807e-38,1.2750849662714832e-26,1.5789011996263908e-44,1.5111221654779357e-19,2.5459192157583471e-19,8.875372912558105e-18,6.9405395255210326e-17,2.2945097160879458e-19,5.2937575870601177e-14,8.7322886658320534e-25,2.7901126072170492e-27,3.9021432198150645e-23,6.1612087754867324e-22,4.1962663322914188e-20,1.9078800828663414e-19,3.9730824681418523e-28,2.5352166774553307e-29,9.8675722798340605e-29,8.2880359671596872e-37,1.3640146791802178e-39,2.8454064924712772e-37,2.4344948911180415e-61,1.2771944989683404e-52,4.8584751877377726e-28,6.458512730564172e-22,9.1321173507100901e-25,3.5654685920679966e-26,6.8615240856298046e-35,5.6250652046098207e-23,4.4791470257122374e-28,7.2243896399464289e-41,2.6447124490716476e-18,1.216963268422068e-19,7.9925900223273833e-22,8.1862472615692463e-27,5.4622784728839824e-38,1.6331754454282238e-43,2.074036821993769e-35,0.88168480800000004,0.0,0.0094599999940064346,0.10884999999970311,2.3063267529851547e-12,1.7701977670245085e-12,2.3795325533381596e-12,2.0474635232018788e-15,1.6240258374943532e-15,8.1398215103338695e-16,1.025306063829138e-13,7.969134656796286e-14,1.7846047021343542e-16,1.5947137863876598e-16,2.6323389126137244e-14,7.6867155493260277e-17,5.2371598785351926e-18,3.8575408630818396e-15,2.8959938017607017e-15,3.1975387344858573e-15,2.6287782071643949e-15,2.4793412023395673e-15,1.6373867503172988e-12
4.0632310000000006e-09,0.0068301027611216295,1.7885356425924068e-14,2.546768930479473e-17,2.8604946073634085e-16,1.3809284925591851e-16,2.1726936162299218e-19,0.0,0.0,2.4460617862796187e-14,9.9938035573484961e-20,1.268016898249505e-25,4.7153924919194707e-26,1.3353781555861052e-32,1.3687111850083295e-16,3.7772063095001831e-25,2.3180432371752653e-12,2.4162287892271108e-16,1.0376244809783005e-24,7.4960295619998247e-27,3.1396527685484627e-13,2.9434007531027186e-27,4.417698453425104e-27,2.2337606178542899e-22,5.1200791809714947e-19,5.9819148878884802e-29,3.2503049511886781e-14,1.4335958792362612e-27,2.5136697222931803e-12,8.2340730980785043e-26,6.955009767633816e-38,3.0673270218239416e-26,6.1223304939366526e-44,3.6285894696993912e-19,4.9456199903999818e-19,1.6067585687888612e-17,1.2599658892658905e-16,3.4320705053003046e-19,9.5639596978181647e-14,2.0917806259769582e-24,6.382439722045569e-27,8.1338976557820137e-23,1.2661880485635898e-21,7.8951613189670344e-20,2.6512000409044005e-19,1.2005659266364354e-27,7.4729809586860241e-29,3.0537158414636929e-28,3.149363131984954e-36,4.8514936938739167e-39,7.7579202281567507e-37,2.3487840943009634e-60,6.3843737519974249e-52,1.7419710110459948e-27,1.3060556261397947e-21,2.4306197982906955e-24,7.8735998441761132e-26,1.380497560656968e-34,1.365981511871744e-22,1.299435290360866e-27,2.2359289502372934e-40,6.3221726409585666e-18,1.6432264139546862e-19,1.4476749826892902e-21,1.6490914581542582e-26,1.342997932510868e-37,1.0631307373430196e-42,6.025004619932655e-35,0.88168480800000004,0.0,0.0094599999919215902,0.10884999999947599,3.0630419810750565e-12,2.3351809095028789e-12,3.1893739474017716e-12,2.7630235740081638e-15,2.1759148868337555e-15,1.0905199303253681e-15,1.7974556936966519e-13,1.3834257918314292e-13,2.7498038297502419e-16,2.4828076162354405e-16,4.7386801658099829e-14,1.1954757084309922e-16,9.8282580643535725e-18,7.0064831823392649e-15,5.2285816407693792e-15,5.7810929677685457e-15,4.777244025522575e-15,4.9849034153152331e-15,2.1887782297470539e-12
5.111807000000001e-09,0.0068301027611352445,2.7638866602687619e-14,4.8417821841735255e-17,4.7166244878226945e-16,2.6529819137873132e-16,4.4072234610739364e-19,0.0,0.0,3.706860962754189e-14,1.8568842847549127e-19,2.9431420994423401e-25,1.0792997393715372e-25,3.2059507934675086e-32,2.2771748733535895e-16,7.4736320066788054e-25,2.9343828450907419e-12,3.8384763465973293e-16,1.9501936607984937e-24,1.0573340810737736e-26,4.9296206530186574e-13,7.5670103103348438e-27,8.193697513660173e-27,4.1895176905939403e-22,8.0342540185726239e-19,1.4920238734164242e-28,5.1481971795698048e-14,3.3917483668058804e-27,3.1491481731536011e-12,1.5891084272458588e-25,1.5214056832389035e-37,6.0523011152968128e-26,1.7596035441646174e-43,7.1473731542392134e-19,8.3059029495072841e-19,2.5353469933240396e-17,1.9932673870000675e-16,4.5976551235418688e-19,1.5060209203460877e-13,4.1103966813834664e-24,1.2000790735120758e-26,1.4161020914679423e-22,2.1733009811964561e-21,1.2818514108076697e-19,3.4188819680513007e-19,2.8219657943514632e-27,1.7102755679329256e-28,7.3037089277383072e-28,8.7330237871345739e-36,1.2777105696898145e-38,1.6658960046935406e-36,1.18128488588858e-59,2.1799610155681893e-51,4.7232322822374112e-27,2.205294548068269e-21,5.0963739828266319e-24,1.4338033408257369e-25,2.3857254019390077e-34,2.722327811723311e-22,2.9338078778707379e-27,5.3480622851562165e-40,1.2398897269184251e-17,2.0689604178541912e-19,2.2853659892751186e-21,2.8027338171551997e-26,2.698149774735827e-37,4.2282384407478432e-42,1.3614236033058932e-34,0.88168480800000004,0.0,0.0094599999898366573,0.10884999999919232,3.7998224312295352e-12,2.8781263136214944e-12,3.9898524205320867e-12,3.5008792655362834e-15,2.7408341375870915e-15,1.3733822993820226e-15,2.7483192218399134e-13,2.0942815871781823e-13,3.768306288742792e-16,3.4264213768700726e-16,7.4350390325458677e-14,1.6511229876790972e-16,1.5521159247280077e-17,1.1092039500448496e-14,8.2285531646844124e-15,9.1106617470926398e-15,7.5678912739705947e-15,8.5355073544415821e-15,2.7310407905160242e-12
6.1603830000000016e-09,0.006830102761148787,3.9347421856908547e-14,8.2056755849489686e-17,7.1371832319824317e-16,4.5294558988179363e-16,7.9053645897486901e-19,0.0,0.0,5.232327053733353e-14,3.1045202118767194e-19,5.8874864715362835e-25,2.1419079826144137e-25,6.5852258903244819e-32,3.480525561034214e-16,1.3100650940992896e-24,3.5578741672921861e-12,5.5964927726593754e-16,3.2843641914996278e-24,1.3792365900796036e-26,7.1042479720282026e-13,1.6544473065245714e-26,1.3660621282466367e-26,6.9538215711238782e-22,1.1570566377435635e-18,3.1798044563675944e-28,7.483585116999013e-14,6.8802848932001847e-27,3.7791290021728024e-12,2.7127363819455311e-25,2.8906471659234544e-37,1.0560734783564545e-25,4.2475142791256303e-43,1.2450238526787154e-18,1.2679914015860721e-18,3.6714353620827227e-17,2.8937031565013636e-16,5.7839050724833841e-19,2.1763217562763682e-13,7.1426747005781094e-24,1.9968888563099599e-26,2.2094655442237924e-22,3.3425476181464624e-21,1.9007169400275881e-19,4.2105492607929149e-19,5.6885061461867425e-27,3.3511385945856305e-28,1.4934575581723231e-27,2.011519899447113e-35,2.8151800842698375e-38,3.0918926363252126e-36,4.5767534594895265e-59,6.0849968431008139e-51,1.0834172305525935e-26,3.3353382508704326e-21,9.2283129560536826e-24,2.3162410777110397e-25,3.7525282798485128e-34,4.7959116080912997e-22,5.6794122004828157e-27,1.0936095235491763e-39,2.1504113318627915e-17,2.4941012405704223e-19,3.3108755202457328e-21,4.2898871503821825e-26,4.7815670338634009e-37,1.318465546288853e-41,2.63701617600843e-34,0.88168480800000004,0.0,0.0094599999877516255,0.10884999999885632,4.5187082318945941e-12,3.4013653271725675e-12,4.7809195332205608e-12,4.2676559779916409e-15,3.3255183144097301e-15,1.6660866212509816e-15,3.857715263612241e-13,2.9098239302589734e-13,4.8233764997909587e-16,4.4053287036230301e-16,1.0704882689601449e-13,2.1270417813964101e-16,2.2042370424121114e-17,1.6115617007186329e-14,1.1884727938148381e-14,1.317697589963847e-14,1.1003800237653765e-14,1.3189631593448026e-14,3.2643319691677814e-12
7.208959000000002e-09,0.006830102761162275,5.2938852644260453e-14,1.2832419852951159e-16,1.0179620659823808e-15,7.1221413079850309e-16,1.3028203865597868e-18,0.0,0.0,7.0248511562290701e-14,4.8191668116468855e-19,1.0639038244878589e-24,3.8524667449847341e-25,1.2157822335414004e-31,5.0174436906494359e-16,2.1125325646594236e-24,4.1883642749192947e-12,7.6942343857541913e-16,5.1194872280646209e-24,1.7109390800856634e-26,9.6554311278880026e-13,3.2442818056047811e-26,2.1129158723492776e-26,1.0600676334101794e-21,1.5713846050427029e-18,6.0917152638990416e-28,1.0257632907380574e-13,1.2565540561449811e-26,4.4036145829594379e-12,4.2524139725824171e-25,4.9775943269350279e-37,1.6923796277274766e-25,9.1310424015223359e-43,1.9917608408823433e-18,1.8075300688800546e-18,5.0131677545133056e-17,3.9609950568959919e-16,7.0070073264255395e-19,2.9653975444229909e-13,1.1398250011033503e-23,3.0517430938483206e-26,3.2030321024949993e-22,4.7765108287056916e-21,2.6500771447350811e-19,5.0255796173925031e-19,1.0320256208175942e-26,5.8980547166378263e-28,2.743922519333901e-27,4.0928709799385988e-35,5.5033463125457752e-38,5.1936207689996372e-36,1.5206320099485303e-58,1.5013579001933785e-50,2.2217983054513811e-26,4.6859475061186147e-21,1.5101636744431884e-23,3.4446183430160699e-25,5.5359176914449506e-34,7.7531781437174402e-22,9.8866758535324721e-27,2.0093403619055185e-39,3.4249332070078084e-17,2.9186046832645469e-19,4.5227494476652744e-21,6.1135536453790341e-26,7.7670210559759111e-37,3.5206298984309768e-41,4.5924222182532503e-34,0.88168480800000004,0.0,0.0094599999856664826,0.10884999999847166,5.2214581844954025e-12,3.9068573860113252e-12,5.5625682881494842e-12,5.0672870406676754e-15,3.9338719248364753e-15,1.9708206830645327e-15,5.1085301103298227e-13,3.8136561213287732e-13,5.9219100211869243e-16,5.4228959510039917e-16,1.453207328019896e-13,2.6249667440095794e-16,2.9191439316488805e-17,2.2078363266464012e-14,1.6186357442019513e-14,1.7971057378570001e-14,1.5088049095345865e-14,1.8955956187917732e-14,3.7888047719628881e-12
