Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87)
1.9985178871140824e-06,0.006830102818839346,2.7161367067909196e-11,3.6881073252929574e-11,1.3601255706148421e-10,2.1581863523309989e-10,5.9392638963641605e-11,0.0,0.0,2.0635803862452906e-09,4.3158932061911895e-12,5.9787319529778642e-16,8.8792400901955982e-17,5.5647149854686863e-24,1.2803990080009394e-10,4.0344242520544719e-18,2.0038111819254405e-09,1.0132149582429602e-10,3.2998275417835513e-18,1.1114521174969165e-23,8.3639454805724429e-09,3.3194336186936618e-15,4.4450524931953379e-20,2.9430296139027034e-16,1.5286076610031099e-13,2.2146285327774211e-18,1.4879712742108264e-09,2.471299858170925e-17,4.7752006874353118e-10,2.3928759323425667e-18,7.9407728712764844e-31,2.2706635910913101e-18,1.91756334069448e-30,6.9548783639261876e-12,4.5719270741895524e-16,1.8120744967412218e-12,2.8941186547328117e-11,4.5521009915984584e-14,1.4052108058571811e-09,8.6023964577910683e-17,7.8566944880169999e-22,1.6139050556213637e-14,9.6381083634473729e-15,6.7297500447140696e-14,3.8961763681646829e-16,3.7441307833150466e-18,1.0945069995187051e-20,5.9244814315137279e-18,8.8592524742626213e-26,7.5742574626317617e-24,3.1297154752918023e-24,3.517307806851386e-40,1.2840346466611425e-35,2.9317237670526196e-15,1.6380079150183433e-15,1.2437926976411113e-16,5.6512171019387833e-20,1.0691923770999359e-25,3.163322063519928e-15,3.2747762671831306e-20,4.7549998965289039e-30,3.26898357639153e-11,6.5585667226781231e-17,1.1294734121414258e-16,7.1135802500069301e-22,1.2031106962880677e-27,1.2623986185756626e-27,1.5249455429310136e-27,0.88168480800000004,0.0,0.009459995558180995,0.10884999467820389,1.1632077131626571e-10,3.7421928462527552e-11,9.6025680362119811e-11,1.7251885985200487e-11,5.8887704528399376e-12,3.3723269440973428e-12,5.4261563475343759e-11,1.2908164395993645e-11,2.5125607280426857e-12,1.0533587597468276e-12,5.0396787047329506e-11,6.0316253682115692e-13,1.009487979681734e-13,4.2488639852878365e-10,1.6412523236696045e-10,2.0107341819868468e-10,4.1264433582011505e-10,4.4481426798241468e-12,3.4971431555178206e-11
2.092582248686836e-06,0.0068301028220992535,2.7542755632168476e-11,3.9206276614619922e-11,1.4587839468274465e-10,2.2965242317223799e-10,6.6940563820588796e-11,0.0,0.0,2.2126573334758654e-09,4.854623897003472e-12,6.9750721388044838e-16,1.0142672034313657e-16,6.2515224700280818e-24,1.4051873401348703e-10,4.4959753128529317e-18,2.1003629718847713e-09,1.1129387923347599e-10,3.6030579781921115e-18,1.1650801889532361e-23,8.8380826199193687e-09,3.9325028955731739e-15,4.9572272661053835e-20,3.1847712153951967e-16,1.6536439104977249e-13,2.5075132747989296e-18,1.5640425301194693e-09,2.8924169229212531e-17,4.890785401920081e-10,2.7099042530011026e-18,8.6689900992224486e-31,2.5886813249340313e-18,2.327778219351907e-30,7.5242619002376238e-12,4.6141091301233949e-16,1.9555114506432323e-12,3.1364134325036923e-11,4.7796522881284831e-14,1.4442975184074473e-09,9.5801951236413663e-17,8.3033025253161082e-22,1.8080351581913499e-14,1.0170015017328188e-14,7.304671408379374e-14,3.9972521084777246e-16,4.2802776286748814e-18,1.2402034149609224e-20,7.0538391307834202e-18,1.0844494327988668e-25,9.6295247294374602e-24,3.7643233158275585e-24,4.5855192515049212e-40,1.6881924969448937e-35,3.4119642409306771e-15,1.7210238721710937e-15,1.3128987987893089e-16,6.1868840058444954e-20,1.2418549227482961e-25,3.4908101992937395e-15,3.5919436924634101e-20,5.6966833773939864e-30,3.4324109120450614e-11,6.7279360876301524e-17,1.1879534613013066e-16,7.4752523951935072e-22,1.4235782416493977e-27,1.5536461186868657e-27,1.6726523587163491e-27,0.88168480800000004,0.0,0.0094599953314830985,0.10884999439335478,1.1683285267867527e-10,3.7421927584423762e-11,9.623859531328652e-11,1.7937573089675606e-11,6.1152075106389692e-12,3.5024693588556318e-12,5.4500849988399838e-11,1.2908164054076994e-11,2.6124896674216024e-12,1.0938931513486508e-12,5.0509122009927957e-11,6.2645957195263522e-13,1.0485171871437214e-13,4.5064279961229892e-10,1.7534329050221191e-10,2.1426960599211102e-10,4.4077626188664857e-10,4.4677675801498454e-12,3.4971430052648619e-11
2.186646610259589e-06,0.00683010282539087,2.7910392454485793e-11,4.1558940890699662e-11,1.5587473773933071e-10,2.4367558706746981e-10,7.5020457904092488e-11,0.0,0.0,2.3646359872484287e-09,5.4312663625729386e-12,8.0826032510864349e-16,1.1519965155853892e-16,6.9900046840505785e-24,1.5355733262590386e-10,4.9868991879987646e-18,2.1968930117201719e-09,1.2173543968748785e-10,3.9193444661992456e-18,1.2187005215600635e-23,9.3160130369981689e-09,4.6211391727973719e-15,5.5000443277875548e-20,3.4312212681830314e-16,1.781090452094535e-13,2.8208795796253631e-18,1.6401020658331489e-09,3.3601333675206797e-17,5.000975669548757e-10,3.0502349443574599e-18,9.4284704776478879e-31,2.9360361617499218e-18,2.8027300376626677e-30,8.1045553207934183e-12,4.6562606234704022e-16,2.1023876043265772e-12,3.385053092618356e-11,4.9993073463907836e-14,1.4815134485439909e-09,1.0614475565762884e-16,8.7534933512658952e-22,2.0120789015855634e-14,1.0684861695366938e-14,7.8947377557964795e-14,4.1074938203679077e-16,4.8597977061834036e-18,1.3966721678654824e-20,8.3304518160817014e-18,1.3167288432220081e-25,1.2088011996591045e-23,4.4803621478166082e-24,5.9066533296050072e-40,2.1931673651212176e-35,3.9397570405251972e-15,1.8011787860462221e-15,1.3797974299754867e-16,6.7453601443435483e-20,1.4315545960107381e-25,3.8345279219418529e-15,3.9229382712082012e-20,6.7698627437985617e-30,3.5901630819279626e-11,6.8940114911713149e-17,1.2449405077856453e-16,7.8369148287968507e-22,1.6704947109168783e-27,1.8935486862517143e-27,1.8268005161002276e-27,0.88168480800000004,0.0,0.0094599951033179034,0.10884999410684044,1.1734198808944075e-10,3.7421926939193041e-11,9.6450488823422108e-11,1.8619305076677538e-11,6.3405358701159743e-12,3.6319755615845468e-12,5.473876027889803e-11,1.2908163804356929e-11,2.7118422848259533e-12,1.1342291578506777e-12,5.0620924675896897e-11,6.4964277850033829e-13,1.0873557854034608e-13,4.7677758304695645e-10,1.8684122936167495e-10,2.2775615769083002e-10,4.6954205148260363e-10,4.4872796177937911e-12,3.4971428479012829e-11
2.2807109718323426e-06,0.006830102828713278,2.8265071782149253e-11,4.3937802263046818e-11,1.6598393699870546e-10,2.5788137313051372e-10,8.3638834449396907e-11,0.0,0.0,2.5193839576519505e-09,6.0465316377151997e-12,9.3080680820515785e-16,1.3015950164316169e-16,7.7818911707627882e-24,1.6714862012332763e-10,5.5076241658321436e-18,2.2933954549688687e-09,1.3264605953859362e-10,4.2486153900322891e-18,1.2723052846234855e-23,9.797593414370381e-09,5.3901784626494657e-15,6.0734544273992373e-20,3.682011071194599e-16,1.9107577060325352e-13,3.1547487456995101e-18,1.7161452978016795e-09,3.8770781076061416e-17,5.1060962250749186e-10,3.4140946230501557e-18,1.0219048952856961e-30,3.3142068028855862e-18,3.3493390621883927e-30,8.6948934889921828e-12,4.6981934831725756e-16,2.2525544592631682e-12,3.6397456130211796e-11,5.2110558837301457e-14,1.5169715888824104e-09,1.170584701962151e-16,9.2071314493326342e-22,2.2257039446499659e-14,1.1182404820857754e-14,8.4992382277210455e-14,4.1927038091883667e-16,5.4833073455194699e-18,1.5640192109974868e-20,9.7649716309514781e-18,1.5866697989816405e-25,1.4999616433981913e-23,5.2819612473223663e-24,7.5248405394368517e-40,2.8176731106201903e-35,4.5166487145793778e-15,1.8784645876212788e-15,1.4444549656087776e-16,7.3265594317279579e-20,1.6379167503697393e-25,4.1944721938306842e-15,4.2676590825350562e-20,7.985659823153232e-30,3.7422327866380415e-11,7.0455932671744025e-17,1.300388709030534e-16,8.1985567004621846e-22,1.9453913366242219e-27,2.2873612779716841e-27,1.9873431901651109e-27,0.88168480800000004,0.0,0.0094599948736932751,0.10884999381869634,1.1784819174178195e-10,3.7421926075430573e-11,9.6661351285034293e-11,1.9297073671318741e-11,6.5647342490154536e-12,3.7608333736422539e-12,5.4975302323858868e-11,1.290816346801913e-11,2.8106173516014415e-12,1.1743629703174783e-12,5.0732196511658284e-11,6.7270996249312825e-13,1.1260001393815489e-13,5.0328880766501409e-10,1.9861766120503155e-10,2.4153163591993831e-10,4.9893805198488692e-10,4.5066794777384041e-12,3.4971426856126046e-11
2.374775333405096e-06,0.006830102832065605,2.8607534357756917e-11,4.6341669283566289e-11,1.7618942195530881e-10,2.722634204070339e-10,9.2801291900224494e-11,0.0,0.0,2.6767767732408132e-09,6.7010982601368149e-12,1.0658283971891136e-15,1.4635433572133713e-16,8.6288850287153578e-24,1.812854524574478e-10,6.0585526997475911e-18,2.3898644946187398e-09,1.440255928381464e-10,4.590810010397236e-18,1.3258969601708588e-23,1.0282688849460788e-08,6.244446282326678e-15,6.6772926026660272e-20,3.9367992211705816e-16,2.0424702240271615e-13,3.5090937018742837e-18,1.7921676649456773e-09,4.4459089247898771e-17,5.2064515489397032e-10,3.8016589689699779e-18,1.1040555283226778e-30,3.7246806451906803e-18,3.9749264864080981e-30,9.2944757789995691e-12,4.7401638276640959e-16,2.4058727620998882e-12,3.9002154449780967e-11,5.4149532150728288e-14,1.5507779510760514e-09,1.2854946688613153e-16,9.6640892732153301e-22,2.4485762864350057e-14,1.1662587435850793e-14,9.1174872800408173e-14,4.3005044607022651e-16,6.1513118337886921e-18,1.7423299968535895e-20,1.1368149205229019e-17,1.8984077145253896e-25,1.8416614920757915e-23,6.1729774632759059e-24,9.4892720029237361e-40,3.5826949455879543e-35,5.1440694727090502e-15,1.952897819029966e-15,1.5068623369656924e-16,7.9302212384566603e-20,1.8625314058423982e-25,4.5706389933988623e-15,4.6260099904204832e-20,9.3555073287572464e-30,3.8886598474590257e-11,7.1992873510415535e-17,1.3542675503316212e-16,8.5601475856861293e-22,2.2497528661011546e-27,2.7406058318648497e-27,2.1542357659768647e-27,0.88168480800000004,0.0,0.0094599946426171637,0.10884999352895627,1.1835144298982922e-10,3.7421925010386892e-11,9.6871149690455562e-11,1.9970861007789902e-11,6.7877814647511826e-12,3.8890305753249874e-12,5.5210465964994149e-11,1.2908163051845747e-11,2.9088123131652064e-12,1.2142907914785555e-12,5.0842912623213192e-11,6.9565895178343935e-13,1.1644465529843189e-13,5.3017451268572028e-10,2.1067117353036467e-10,2.5559457769467459e-10,5.2896061259378045e-10,4.5259663150184179e-12,3.4971425270331916e-11
2.4688396949778493e-06,0.0068301028354470165,2.8938478697962011e-11,4.8769417454819828e-11,1.8647569964883708e-10,2.8681573099657237e-10,1.0251257025890773e-10,0.0,0.0,2.8366973840424298e-09,7.3956142335183712e-12,1.2140137080166896e-15,1.6383197449767249e-16,9.532660076510937e-24,1.9596068578329503e-10,6.6400650958133723e-18,2.4862943829775584e-09,1.5587386558655796e-10,4.9458479422245691e-18,1.3794653936511425e-23,1.07711722176096e-08,7.1887479114944531e-15,7.311430369581624e-20,4.195269612963572e-16,2.1760655783895973e-13,3.883844330660669e-18,1.8681646085841074e-09,5.0693135008055379e-17,5.3023271659974997e-10,4.2130569208423585e-18,1.1892825940329276e-30,4.168951286048037e-18,4.6872153045025965e-30,9.9025609983473524e-12,4.7818151861591971e-16,2.5622119209118094e-12,4.1662027066645795e-11,5.6111070172341801e-14,1.5830319328140748e-09,1.4062435420871755e-16,1.0124246621657091e-21,2.6803634601998004e-14,1.212550382599078e-14,9.7488646900739621e-14,4.3666104132002698e-16,6.8642138265352618e-18,1.9316646893600077e-20,1.3150810913335065e-17,2.2563058127078515e-25,2.23935036952535e-23,7.1569866226925707e-24,1.1854432818404768e-39,4.5115991155582527e-35,5.8233359529289794e-15,2.0245147167251739e-15,1.5670303937206729e-16,8.5562903276850818e-20,2.1041344237983585e-25,4.9630233277331397e-15,4.997885971478799e-20,1.0891137075430497e-29,4.029521714768896e-11,7.3333458250162255e-17,1.4065600743597953e-16,8.921683147979929e-22,2.5850654224057949e-27,3.2590696877231874e-27,2.3274295142300869e-27,0.88168480800000004,0.0,0.0094599944100976132,0.10884999323765263,1.1885172905182208e-10,3.7421924055194587e-11,9.7079861017186816e-11,2.0640649786997305e-11,7.009657897448306e-12,4.016555864705289e-12,5.5444245247929177e-11,1.2908162679173547e-11,3.0064245845753263e-12,1.2540091067823658e-12,5.0953058129994623e-11,7.1848769749586881e-13,1.2026916557069451e-13,5.5743270624669763e-10,2.2300032833483952e-10,2.6994349342385915e-10,5.5960606164274732e-10,4.5451396416979206e-12,3.4971423714481872e-11
2.5629040565506027e-06,0.006830102838856731,2.925856492593312e-11,5.1219984999741354e-11,1.9682833896823697e-10,3.0153264701327958e-10,1.1277660741865725e-10,0.0,0.0,2.9990356681235188e-09,8.1306988582420388e-12,1.3760577236381308e-15,1.8263997818662258e-16,1.0494858484452608e-23,2.111672308575674e-10,7.2525198126105185e-18,2.5826794555504107e-09,1.6819067606977035e-10,5.3136622000130985e-18,1.4330163220481759e-23,1.1262923631072089e-08,8.2278598526599747e-15,7.9755803264357101e-20,4.4571293274636556e-16,2.3113933363517593e-13,4.278892392385637e-18,1.9441315892697118e-09,5.7500103024681918e-17,5.3939908355713984e-10,4.6483748672997195e-18,1.2775641765400609e-30,4.6485162390114308e-18,5.4943296089663459e-30,1.0518462702427118e-11,4.8236433825419364e-16,2.7214494599941637e-12,4.437462246266963e-11,5.7996662756024425e-14,1.6138267155725582e-09,1.5328993085585569e-16,1.058749015114617e-21,2.9207370791685573e-14,1.2571369475935407e-14,1.03927543119821e-13,4.4812347934807759e-16,7.6223217879444203e-18,2.1320671903743895e-20,1.5123837993264878e-17,2.6649532744153406e-25,2.6986834343945188e-23,8.2372811445170037e-24,1.4680378299828666e-39,5.6302487212038474e-35,6.555654865668281e-15,2.0933670793711446e-15,1.6249859620785179e-16,9.2044550567626842e-20,2.3653714055253185e-25,5.3716192394523977e-15,5.3831896333036538e-20,1.2604550406589121e-29,4.164925501107146e-11,7.4792585485867573e-17,1.4572603561088536e-16,9.2831236922552713e-22,2.952745424095565e-27,3.8487982228780469e-27,2.5068792120197733e-27,0.88168480800000004,0.0,0.0094599941761427525,0.10884999294481647,1.1934905365461861e-10,3.7421923245239894e-11,9.7287478453570839e-11,2.1306427406959876e-11,7.2303460402885708e-12,4.1433991175129158e-12,5.567664280827376e-11,1.2908162364002731e-11,3.1034524106311517e-12,1.2935147749063619e-12,5.1062635339121671e-11,7.4119441431581111e-13,1.2407323620100925e-13,5.8506136458318992e-10,2.3560366346639389e-10,2.8457686831039936e-10,5.9087070124852756e-10,4.56419969473907e-12,3.4971422130575575e-11
2.656968418123356e-06,0.006830102842293997,2.9568412253828419e-11,5.3692369724279495e-11,2.0723394477641224e-10,3.1640883372942207e-10,1.2359659599870494e-10,0.0,0.0,3.1636880489641892e-09,8.9069444207281333e-12,1.5526613226194699e-15,2.0282563130654265e-16,1.1517088648257204e-23,2.2689809286926523e-10,7.8962562498574245e-18,2.6790141568668435e-09,1.8097579531265019e-10,5.6941616241233072e-18,1.4865353679221056e-23,1.1757830095490963e-08,9.3665224362187216e-15,8.6695799109048505e-20,4.7221069764923405e-16,2.4483141270774904e-13,4.6940957827942371e-18,2.0200641373294581e-09,6.4907493839531102e-17,5.4816936407124796e-10,5.1076601226989627e-18,1.3688858181043498e-30,5.1648748242616228e-18,6.40479369605457e-30,1.1141544941523436e-11,4.864950465677529e-16,2.8834705152245757e-12,4.7137629517605276e-11,5.9808125451154224e-14,1.6432496880328923e-09,1.6655313262800917e-16,1.1053713018383528e-21,3.1693746473201612e-14,1.3000497063419839e-14,1.1048623180678328e-13,4.5192855116434005e-16,8.4258579292686663e-18,2.3435591103101837e-20,1.7298147489997601e-17,3.1291633438173868e-25,3.2255042083208323e-23,9.4168685898022923e-24,1.8032931243784462e-39,6.9670985442157329e-35,7.3421276867790325e-15,2.1595190255106358e-15,1.6807686911347775e-16,9.8747165755394701e-20,2.6432334931109272e-25,5.7964198106659166e-15,5.781810362516581e-20,1.4508013924734996e-29,4.2950017353664594e-11,7.5938374818163683e-17,1.5063726695372663e-16,9.6444780095032689e-22,3.3542339807648592e-27,4.5160946455622567e-27,2.6925335465443278e-27,0.88168480800000004,0.0,0.0094599939407607799,0.1088499926504774,1.1984341482479587e-10,3.7421922376643266e-11,9.7493992149824932e-11,2.1968183272409337e-11,7.4498302042190893e-12,4.2695512861987803e-12,5.5907658140302346e-11,1.2908162025583825e-11,3.1998941364865284e-12,1.3328049852158294e-12,5.1171642495469924e-11,7.6377743918542456e-13,1.2785659964294179e-13,6.1305844139881249e-10,2.4847969604654849e-10,2.9949316596511707e-10,6.2275082089773982e-10,4.5831464422999137e-12,3.497142051773194e-11
2.7510327796961095e-06,0.00683010284575811,2.9868599739696616e-11,5.6185625691479394e-11,2.1768011912634475e-10,3.3143926156306583e-10,1.3497503865369269e-10,0.0,0.0,3.3305570470626548e-09,9.7249177771656421e-12,1.744530855046583e-15,2.244359173263585e-16,1.2600925205222016e-23,2.4314640167952987e-10,8.5715948913639503e-18,2.7752930575563143e-09,1.9422896765479187e-10,6.0872755370365522e-18,1.5400337495107815e-23,1.2255785064936436e-08,1.0609433404611814e-14,9.3930101779440506e-20,4.9899509140789181e-16,2.586698792621955e-13,5.1292827651397881e-18,2.0959578801358784e-09,7.2943129710366254e-17,5.5656710251662637e-10,5.590925844661446e-18,1.4632185752457052e-30,5.7195262633870768e-18,7.4275297820202816e-30,1.1771218389774646e-11,4.9067056850704054e-16,3.0481673614292301e-12,4.9948867934064295e-11,6.154752803597485e-14,1.6713828211880003e-09,1.8042098128663924e-16,1.1522814508900917e-21,3.4259609446049709e-14,1.3413276577129024e-14,1.1715905952053501e-13,4.6547080237827374e-16,9.2749658898689194e-18,2.5661504930577365e-20,1.9684674847644054e-17,3.653971386960888e-25,3.8258275214510848e-23,1.069848484908449e-23,2.1983946197648697e-39,8.553305897077787e-35,8.1837557273484747e-15,2.2230443018975035e-15,1.734428441485022e-16,1.0566683657716253e-19,2.9426268335848095e-25,6.237417175852481e-15,6.1936503790064012e-20,1.6614022062092372e-29,4.4198991838424975e-11,7.7382038795472694e-17,1.5539089023518109e-16,1.0005689598247489e-21,3.7908627777544215e-27,5.2675097623277624e-27,2.8843470697591476e-27,0.88168480800000004,0.0,0.0094599937039599562,0.10884999235466386,1.2033479733844075e-10,3.7421921395911817e-11,9.7699382108917625e-11,2.2625906818846437e-11,7.6680965179079215e-12,4.3950042653035197e-12,5.6137283642473335e-11,1.2908161642691136e-11,3.295748355403161e-12,1.3718772429710948e-12,5.1280065481944875e-11,7.862353685280841e-13,1.3161900447462328e-13,6.4142187358388987e-10,2.6162692557549034e-10,3.1469083158729482e-10,6.5524270596182531e-10,4.6019792499214705e-12,3.4971418914271908e-11
2.845097141268863e-06,0.00683010284924839,3.0159671689556693e-11,5.8698859467617746e-11,2.2815542889243592e-10,3.4661918554971629e-10,1.4691380042816681e-10,0.0,0.0,3.4995509622920374e-09,1.0585161856339483e-11,1.952377723834348e-15,2.4751751767518735e-16,1.3747907793478252e-23,2.599054385422521e-10,9.2788396319296943e-18,2.8715108627249938e-09,2.0794991139729952e-10,6.4929054428414946e-18,1.593490598238937e-23,1.275668806759488e-08,1.1961242261142192e-14,1.0145735717256296e-19,5.260427888967485e-16,2.7264276043065782e-13,5.5842560531481942e-18,2.1718085367346275e-09,8.1635157176310714e-17,5.6461437897007995e-10,6.0981539434161141e-18,1.5605545511689954e-30,6.3139680013778202e-18,8.5718559731080774e-30,1.2406936767109022e-11,4.9475521559471529e-16,3.2154389654244693e-12,5.2806283381047137e-11,6.3217129036869882e-14,1.6983029845198076e-09,1.9490054111468454e-16,1.199469961382498e-21,3.6901892280716784e-14,1.3810157709141711e-14,1.2394160096327653e-13,4.6467858516866955e-16,1.0169718480921154e-17,2.7998319822659421e-20,2.2294358573184531e-17,4.2446332227655723e-25,4.505823493619442e-23,1.2084600701658216e-23,2.661148528939546e-39,1.0422815870907102e-34,9.0814450499631359e-15,2.2840238731119684e-15,1.7860229739715368e-16,1.1280444020922861e-19,3.2571596451234735e-25,6.6946025458290201e-15,6.6185934025125092e-20,1.8935307546444078e-29,4.5397802042236066e-11,7.8278921637167493e-17,1.599888818249728e-16,1.036679140950729e-21,4.2640393387120251e-27,6.109844557121265e-27,3.0822658813960625e-27,0.88168480800000004,0.0,0.0094599934657485854,0.10884999205740299,1.2082318801515892e-10,3.7421920432270676e-11,9.7903630372597453e-11,2.3279591145169366e-11,7.8851333709293205e-12,4.5197513359312382e-12,5.6365512647296258e-11,1.2908161266565257e-11,3.3910138657373708e-12,1.4107294686698197e-12,5.1387891032877489e-11,8.085669265610027e-13,1.3536025628410745e-13,6.7014958017520905e-10,2.7504383601468435e-10,3.3016829402799641e-10,6.8834263405981822e-10,4.62069755913153e-12,3.4971417324619994e-11
2.9391615028416162e-06,0.006830102852764204,3.0442141595951677e-11,6.1231226719248485e-11,2.3864936102971262e-10,3.6194412676942077e-10,1.5941415867701058e-10,0.0,0.0,3.6705834155272875e-09,1.1488197074524905e-11,2.1769180177311905e-15,2.7211679874521497e-16,1.4959541855576073e-23,2.7716865708522502e-10,1.0018278777516881e-17,2.9676624197464055e-09,2.2213831947564166e-10,6.9109799736476502e-18,1.646925727109591e-23,1.3260444206013853e-08,1.3426545539449585e-14,1.092717050948968e-19,5.5333214724200262e-16,2.867389536134911e-13,6.0587968410090978e-18,2.2476119169311489e-09,9.1012047619374105e-17,5.7233190226119955e-10,6.6293000783041005e-18,1.6608533597235694e-30,6.9496942325783607e-18,9.8474840008117185e-30,1.3048193517857048e-11,4.9893810215825453e-16,3.3851905658226379e-12,5.5707936999354624e-11,6.4819320629616007e-14,1.7240822504790112e-09,2.0999888240913692e-16,1.2469278649867817e-21,3.9617622034084103e-14,1.4191634489757242e-14,1.3082845770266689e-13,4.8302217188197758e-16,1.1110125291728615e-17,3.044587017460656e-20,2.5138126549183182e-17,4.9066234337394288e-25,5.2718023503230263e-23,1.3577435118595319e-23,3.2000065027941595e-39,1.261245949665605e-34,1.003601147448825e-14,2.3425438215719506e-15,1.8356159326095661e-16,1.2015491770759649e-19,3.5963738764028058e-25,7.1679662301226232e-15,7.0565440101414621e-20,2.1484788108543014e-29,4.6548167082945819e-11,7.9816721586836427e-17,1.6443366927723757e-16,1.0727695653479087e-21,4.7749889567674516e-27,7.0501352737466015e-27,3.2862455405868247e-27,0.88168480800000004,0.0,0.0094599932261349978,0.10884999175872082,1.2130858557854935e-10,3.7421919540501469e-11,9.8106728869260669e-11,2.3929235171711547e-11,8.1009317043187371e-12,4.6437871308293994e-12,5.6592344540365575e-11,1.2908160918895961e-11,3.4856907444792337e-12,1.449360025901598e-12,5.149511554815287e-11,8.3077123758419825e-13,1.390801809487552e-13,6.9923946281606756e-10,2.8872889811061537e-10,3.4592396818934055e-10,7.2204687334156681e-10,4.6393013194700126e-12,3.4971415724026401e-11
3.0332258644143696e-06,0.006830102856304939,3.0716492443011372e-11,6.3781929466847885e-11,2.4915228867003242e-10,3.7740985747929725e-10,1.7247685134468935e-10,0.0,0.0,3.843573152818244e-09,1.243452265283805e-11,2.418872155463103e-15,2.9827981188542975e-16,1.6237296382338867e-23,2.9492969899765142e-10,1.0790186294746069e-17,3.0637427278263062e-09,2.3679386016288354e-10,7.3413918603230672e-18,1.7003077142456093e-23,1.3766963967065217e-08,1.5009882783545428e-14,1.1737299549304131e-19,5.8084309425391668e-16,3.0094815957970256e-13,6.5526678635926706e-18,2.3233639396029805e-09,1.0110259648719511e-16,5.797390958840009e-10,7.1842944875365816e-18,1.7641201236425772e-30,7.628194586037957e-18,1.1264515538377973e-29,1.369451875964746e-11,5.0295484623814266e-16,3.5573332814429518e-12,5.8652003569526271e-11,6.635658229636014e-14,1.7487882080695602e-09,2.2572304612670374e-16,1.2946466950238379e-21,4.240392670008067e-14,1.4558232760120234e-14,1.3781626806724506e-13,4.7408677867072724e-16,1.2096139596579336e-17,3.3003816272892643e-20,2.8226884034221973e-17,5.6456331832211366e-25,6.1301995682982545e-23,1.5178957690134169e-23,3.8240800152845311e-39,1.5162024658334986e-34,1.1048185825833954e-14,2.3986936725821828e-15,1.8832751978198968e-16,1.2772051111512633e-19,3.9471221899368772e-25,7.6574976581903924e-15,7.5073792367811402e-20,2.4275602383615765e-29,4.7651869367936507e-11,8.0343916576457624e-17,1.6872833354145196e-16,1.108847957225081e-21,5.3251125331723572e-27,8.0956611158879362e-27,3.4962291513246385e-27,0.88168480800000004,0.0,0.0094599929851275598,0.10884999145864226,1.2179099359102685e-10,3.7421918641589686e-11,9.8308673156715801e-11,2.4574843740285215e-11,8.3154848088060949e-12,4.767107795568397e-12,5.6817781022206209e-11,1.2908160568400541e-11,3.5797793686961627e-12,1.4877677171286989e-12,5.1601738302336501e-11,8.5284748934693559e-13,1.4277867644787517e-13,7.2868941139361182e-10,3.0268057258804815e-10,3.6195625836710674e-10,7.5635169014249692e-10,4.6577906712988297e-12,3.4971414107280206e-11
