Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184)
0.0012575373831921995,0.0018527976479745677,9.2994290869505365e-10,4.3801606356560762e-09,7.713541083551263e-07,7.0201788706790779e-07,0.0042863455149347411,0.0,0.0,5.4635422906532769e-06,6.0176780249100826e-06,0.00023350615105301428,5.9231843265513028e-06,3.8794868351082708e-09,1.4792768749964104e-24,1.7436490691348288e-18,3.2618400154220751e-12,1.0190065052108941e-07,0.00015438500784013511,6.7853826620839805e-12,7.746751271946453e-18,1.4645088568742118e-07,4.939283307164551e-18,5.5333588276427584e-14,8.8301487379198096e-05,1.4884790249663806e-08,4.6295012620982491e-06,2.2146009364189427e-10,0.0003987732088599403,2.62133070526176e-08,7.2457725467873891e-11,2.4474646418348596e-10,9.5949668823778384e-12,1.6085316624875452e-08,1.2511758966969957e-06,5.6234463129249621e-11,4.611802454598207e-11,2.9441880900567621e-06,1.1953512270012981e-06,3.2285129898831082e-14,5.1455217684984021e-13,7.84611844709944e-09,7.6728589958140226e-30,4.7513968106020009e-05,9.0911405526550656e-09,8.5689671485290321e-09,9.7939829399764562e-14,6.5961594452240712e-08,1.8976158994444394e-15,7.8003163332807304e-07,4.7462511398196064e-08,3.2962804982563161e-11,2.8623461197421026e-24,4.2927257185270218e-18,1.0376968664014317e-06,5.1914005894049216e-12,6.8480909488842496e-07,9.0824179938284987e-16,1.5923286502784243e-06,5.2039120897827105e-12,3.3078594558267978e-15,1.5118925048706574e-09,1.4761123247267748e-17,8.9799899972174456e-08,1.378857594261373e-13,1.2225552427839803e-14,4.6609517285679709e-08,7.9547818405385371e-15,0.88168480800000004,0.0,0.0016487676825696696,0.096493945624967256,0.00085164675292710799,8.6395759531194892e-14,9.280539633136004e-08,1.0662490351520458e-07,3.946773786108632e-12,6.7348351721164293e-06,2.3802996084430522e-06,1.0438602689450487e-13,1.1310592705277047e-05,2.2485730492165315e-08,0.00013699248828681298,1.2515471513057129e-12,2.439788095165054e-07,1.0038326173828216e-05,0.0014737508564212317,9.2520780193942111e-08,0.00014565969186479611,1.2400093934544834e-06,4.839804532007395e-08,4.9739591358177716e-07,4.3558008162355635e-10,0.0005248594779369549,1.1577314829283293e-06,1.9201981305502398e-15,0.0025696105199136949,3.5703370565353122e-05,1.1322577539765148e-05,4.2505920538191529e-07,0.0014541333444358295,1.517638829269891e-07,9.085764094086012e-05,0.0013098932060349876,5.9294922214890756e-09
0.0012590577222007467,0.0018527955685167304,9.2772887589605355e-10,4.3583420093305012e-09,7.6676884119297947e-07,7.0416351879620767e-07,0.0042932419793488179,0.0,0.0,5.4761178937840547e-06,6.0556988952498123e-06,0.00023465870239290952,5.9640427297009861e-06,3.868341336027763e-09,1.4605515228760162e-24,1.7314801764986162e-18,3.2473772777351647e-12,1.0186344298252913e-07,0.00015483875356351202,6.7722524942745217e-12,7.7255312441368807e-18,1.4687819085599003e-07,4.9104484299483419e-18,5.4995401846430921e-14,8.8419203330377229e-05,1.4877268471319672e-08,4.6466661105230835e-06,2.2055343432091605e-10,0.0003994609595320013,2.6298383433340485e-08,7.2681166970940573e-11,2.4375901366651304e-10,9.5687982640493266e-12,1.6072294082227898e-08,1.2549971738326466e-06,5.6185879807081256e-11,4.5847504631820277e-11,2.9438565961620094e-06,1.1966804692075763e-06,3.2225754667394703e-14,5.1402658822048909e-13,7.8741453385362585e-09,7.6952328258053924e-30,4.7661246622018722e-05,9.0621876133754449e-09,8.6441558067077875e-09,9.8356978591964592e-14,6.5709027821180895e-08,1.8897094847071368e-15,7.8271962921074316e-07,4.7707251591198817e-08,3.2872522510654472e-11,2.8378356125517772e-24,4.2594074329814713e-18,1.0411443536152883e-06,5.180524906173775e-12,6.8256266983181943e-07,9.1077027307375112e-16,1.6010945205446981e-06,5.1561801842236746e-12,3.2996505933289005e-15,1.5175630579190107e-09,1.4788433083674496e-17,8.9598966551497265e-08,1.3746961886269818e-13,1.2220175220511739e-14,4.6576002754542747e-08,7.9499777418122544e-15,0.88168480800000004,0.0,0.0016465550372554638,0.096483639696558238,0.00085135897363663126,8.656906101207018e-14,9.2288048171468308e-08,1.0630206001950586e-07,3.9542221245832748e-12,6.7139562063356531e-06,2.3668123775106845e-06,1.0458285977882825e-13,1.1246253361357773e-05,2.2359891027748063e-08,0.00013619883320917285,1.2537743013677759e-12,2.4258784809379384e-07,9.9825281735645519e-06,0.001471898010935144,9.1933133959933717e-08,0.00014483480904487731,1.2320109770933493e-06,4.8087232925178004e-08,4.9414951156949687e-07,4.3309677374537628e-10,0.00052616765490356781,1.1510943394086235e-06,1.9076653877098817e-15,0.0025738044849978998,3.5495862578341001e-05,1.1249209264311263e-05,4.2265192766716163e-07,0.0014527546822148171,1.5198166403740623e-07,9.0991038779545693e-05,0.0013116781054736759,5.9111101132806092e-09
0.001260578061209294,0.0018527935167650463,9.254942454236615e-10,4.3365224225043603e-09,7.6219858626146492e-07,7.063031689286348e-07,0.0043000947116036744,0.0,0.0,5.4886241706725624e-06,6.0938198095827885e-06,0.00023580767833036314,6.0048503272113913e-06,3.8570806035641851e-09,1.441937429779749e-24,1.7192785659641357e-18,3.2328767449611198e-12,1.0182569239618765e-07,0.00015529047993784856,6.7587293922591706e-12,7.7039704884869862e-18,1.4730182845139348e-07,4.8815159010680283e-18,5.4658059623745565e-14,8.8535916719234952e-05,1.4869564923740096e-08,4.6636848996753769e-06,2.1964341160280714e-10,0.00040014374812363709,2.638352197176188e-08,7.2902535608632151e-11,2.4276839262939096e-10,9.5423031972786211e-12,1.6058590865792083e-08,1.2587968349197383e-06,5.6134169707383418e-11,4.5577510732528568e-11,2.94350812228777e-06,1.198003584765122e-06,3.2165337611199752e-14,5.1348300613144505e-13,7.9019650084347001e-09,7.7174146472557973e-30,4.7807356058469592e-05,9.0330256666911247e-09,8.7196635088815077e-09,9.8772570431733763e-14,6.5455266099460791e-08,1.881776612255955e-15,7.8539188295864713e-07,4.7950886055790686e-08,3.2780820207121111e-11,2.8133421801314496e-24,4.2260152827027615e-18,1.0445732397454501e-06,5.1694326693843125e-12,6.8030135030364257e-07,9.1325544694665451e-16,1.6098324796654916e-06,5.1090312318325761e-12,3.2913037206122789e-15,1.5232027149825201e-09,1.4815273624898151e-17,8.939576901608829e-08,1.3704957013718225e-13,1.2214025225815716e-14,4.6539997466864868e-08,7.944744515791288e-15,0.88168480800000004,0.0,0.0016443631411683156,0.096473403228922353,0.00085107303128228561,8.6743504546694281e-14,9.1771751496224306e-08,1.0597699989839956e-07,3.9617251112560637e-12,6.6929434446852712e-06,2.3533559626170638e-06,1.0478114443692397e-13,1.1182063594812771e-05,2.2234314515148554e-08,0.00013540724896764537,1.2560192512690371e-12,2.4120019606329706e-07,9.9268348640068159e-06,0.0014700586863649725,9.1348001557147126e-08,0.00014401171562596033,1.2240486212035928e-06,4.7777801262027418e-08,4.9091831551356283e-07,4.3061937413998742e-10,0.00052746836127654244,1.1444736646798477e-06,1.8951913475008596e-15,0.0025779710515200513,3.5288910404971257e-05,1.117619663482394e-05,4.2024987431129608e-07,0.0014513843720596906,1.5219806634435987e-07,9.1123595711822375e-05,0.001313451401628539,5.8926102060737094e-09
0.0012620984002178412,0.0018527914922829806,9.2323943076333907e-10,4.3147041100399395e-09,7.576435090228283e-07,7.0843680812667174e-07,0.0043069039116621364,0.0,0.0,5.5010610616073961e-06,6.1320403762000885e-06,0.00023695304784168201,6.0456049526836347e-06,3.845707067263727e-09,1.4234323547052794e-24,1.7070472160523115e-18,3.2183403209448387e-12,1.0178739777830863e-07,0.00015574018875310255,6.7448198982827168e-12,7.6820763723228733e-18,1.4772181516387816e-07,4.8524924958201034e-18,5.4321578893780291e-14,8.8651633906491103e-05,1.486168028069134e-08,4.6805576519827093e-06,2.1873016287780379e-10,0.00040082160456598152,2.6468722141808139e-08,7.3121825370243614e-11,2.4177473891598105e-10,9.5154886892428166e-12,1.6044212989631579e-08,1.262574928599465e-06,5.6079368293220404e-11,4.5308058747327989e-11,2.9431425754221843e-06,1.1993204313367346e-06,3.2103891144437923e-14,5.1292169268890586e-13,7.9295762227542922e-09,7.7394053341601608e-30,4.7952300087959918e-05,9.0036594609744936e-09,8.795489313387785e-09,9.9186592830438835e-14,6.5200349220692353e-08,1.8738184416625867e-15,7.8804840422834775e-07,4.8193408414658744e-08,3.2687728030872254e-11,2.7888709540050147e-24,4.1925582535743275e-18,1.0479835587196339e-06,5.1581275490604938e-12,6.7802549134269221e-07,9.1569729065148804e-16,1.6185422229683646e-06,5.0624968430928764e-12,3.2828214613289905e-15,1.528811103498496e-09,1.4841645667028775e-17,8.9190335785293752e-08,1.3662570054566502e-13,1.2207110547587523e-14,4.650152704669911e-08,7.9390863688146805e-15,0.88168480800000004,0.0,0.0016421917486527729,0.09646323579402219,0.00085078891833163122,8.6919055972403478e-14,9.1256537169230588e-08,1.0564977020210803e-07,3.9692811629469224e-12,6.6717998406292604e-06,2.3399311153863776e-06,1.0498083895305175e-13,1.1118027018034168e-05,2.2109008352950336e-08,0.00013461777653413342,1.2582814927872567e-12,2.3981592889434608e-07,9.8712498883015176e-06,0.0014682328172110331,9.0765392657184592e-08,0.00014319046170041232,1.216122424945821e-06,4.7469754548488974e-08,4.8770235550505385e-07,4.2814801754483197e-10,0.0005287616150852876,1.1378698079038646e-06,1.8827761260898655e-15,0.002582110348261433,3.5082524379903324e-05,1.1103539472876725e-05,4.1785319146166661e-07,0.0014500224068976907,1.5241309611506679e-07,9.1255315511667905e-05,0.0013152131512306705,5.8739951001687675e-09
0.0012636187392263884,0.001852789494674915,9.2096484096434375e-10,4.2928892826494005e-09,7.5310377141841634e-07,7.1056440773509223e-07,0.0043136697798270736,0.0,0.0,5.51342851147339e-06,6.17036020036526e-06,0.00023809478062606509,6.0863044673977055e-06,3.8342231254994502e-09,1.4050587253531447e-24,1.6947890459080163e-18,3.2037699200064663e-12,1.0174855812491812e-07,0.00015618788190603582,6.7305304572596641e-12,7.6598561937618585e-18,1.4813816799665348e-07,4.823384876204289e-18,5.3985976641631116e-14,8.8766361228043486e-05,1.4853615227815463e-08,4.6972844153325763e-06,2.1781382344003094e-10,0.00040149455874431645,2.6553983395347435e-08,7.3339030514913299e-11,2.4077818834319386e-10,9.4883587763961301e-12,1.6029166520862123e-08,1.2663315050225197e-06,5.6021510689077333e-11,4.5039164320755732e-11,2.9427598630387164e-06,1.2006308675548037e-06,3.2041427748980386e-14,5.1234290650886318e-13,7.9569777737880105e-09,7.7612057768845438e-30,4.8096082505257781e-05,8.9740937116447293e-09,8.8716322710364167e-09,9.9599034036804612e-14,6.494431675139509e-08,1.8658361148306208e-15,7.9068920454167124e-07,4.8434812548797526e-08,3.2593275463751215e-11,2.7644269184365464e-24,4.159045047005473e-18,1.0513753454844156e-06,5.1466131740115e-12,6.7573544611714009e-07,9.1809577728148084e-16,1.6272234531690747e-06,5.0157857380139796e-12,3.2742063982772929e-15,1.534387855111992e-09,1.4867550024789029e-17,8.8982695367207592e-08,1.3619809615836927e-13,1.219943919783191e-14,4.6460617974085066e-08,7.933007445808429e-15,0.88168480800000004,0.0,0.0016400406181539843,0.096453136966818051,0.00085050662720884108,8.7095681292316085e-14,9.0742435448618331e-08,1.0532041771095861e-07,3.976888704728881e-12,6.6505283295961679e-06,2.3265385724228404e-06,1.0518190162837726e-13,1.1054147166344323e-05,2.1983979793957089e-08,0.00013383045598009541,1.2605605205835641e-12,2.3843512052494373e-07,9.8157768152621503e-06,0.001466420337073985,9.0185316574203454e-08,0.00014237109631423317,1.208232483140766e-06,4.7163096830115345e-08,4.8450166003973968e-07,4.2568283596338271e-10,0.00053004743476061527,1.1312831107219671e-06,1.8704198334848827e-15,0.0025862225042546233,3.4876714611838003e-05,1.1031237592780355e-05,4.1546202221252397e-07,0.0014486687781728612,1.5262675962178199e-07,9.1386201956335846e-05,0.0013169634109769159,5.8552673799876615e-09
0.0012651390782349357,0.0018527875235162645,9.1867088462839728e-10,4.2710801161250553e-09,7.4857953132702671e-07,7.1268593979953938e-07,0.0043203925167077826,0.0,0.0,5.5257264689131813e-06,6.2087788861949603e-06,0.00023923284711915548,6.1269467612754977e-06,3.822631177686552e-09,1.386806915809085e-24,1.6825069525011819e-18,3.1891674004752709e-12,1.0170917242269447e-07,0.00015663356140092788,6.7158675978359061e-12,7.6373172175008534e-18,1.4855090426011388e-07,4.7941996407603461e-18,5.3651269515084705e-14,8.8880104993599538e-05,1.4845370459326549e-08,4.7138652632582271e-06,2.1689452761872063e-10,0.00040216264048823489,2.6639305161817511e-08,7.3554145480650771e-11,2.3977887570209335e-10,9.4609221305768877e-12,1.6013457565461526e-08,1.270066615835702e-06,5.596063267416733e-11,4.4770842841753854e-11,2.9423598929234486e-06,1.201934753063647e-06,3.1977959954526487e-14,5.1174690740927106e-13,7.9841684775215667e-09,7.7828168818636741e-30,4.8238707226575156e-05,8.9443331151000953e-09,8.9480914251207633e-09,1.0000988242510175e-13,6.4687207893028066e-08,1.8578307648513312e-15,7.9331429729237182e-07,4.8675092601525133e-08,3.2497492119517489e-11,2.7400149853695605e-24,4.1254843659888903e-18,1.0547486360014754e-06,5.1348931852449671e-12,6.7343156569140041e-07,9.2045089015368907e-16,1.6358758805323399e-06,4.9694406627359685e-12,3.2654611319748729e-15,1.5399326060774249e-09,1.4892987588045633e-17,8.8772876350214226e-08,1.3576684309677504e-13,1.2191019401605617e-14,4.641729560289044e-08,7.9265120414150626e-15,0.88168480800000004,0.0,0.0016379095122031522,0.096443106325284217,0.00085022615029607901,8.7273346682966016e-14,9.0229476003742257e-08,1.049889889164039e-07,3.984546170293412e-12,6.6291318279724414e-06,2.3131790549724186e-06,1.0538429099083485e-13,1.099042750045162e-05,2.1859235948146238e-08,0.00013304532645767267,1.2628558322839592e-12,2.3705784332004093e-07,9.7604191421106758e-06,0.0014646211787082261,8.9607782250972958e-08,0.00014155366745189087,1.2003788856830287e-06,4.6857831957610489e-08,4.8131625566418399e-07,4.2322395859077331e-10,0.00053132583913131416,1.1247139075382407e-06,1.8581225721689835e-15,0.0025903076487582039,3.4671490978639175e-05,1.095929079676308e-05,4.1307650656036224e-07,0.0014473234758808965,1.5283906313822249e-07,9.1516258824362858e-05,0.0013187022375266862,5.8364296131875012e-09
0.0012666594172434829,0.0018527855784319486,9.1635796911628705e-10,4.2492787433716537e-09,7.4407094344759915e-07,7.1480137688924487e-07,0.0043270723231508745,0.0,0.0,5.5379548855347411e-06,6.2472960354300238e-06,0.0002403672183068116,6.1675297456985706e-06,3.8109336171183089e-09,1.3686724788195432e-24,1.6702037826591666e-18,3.1745345991887681e-12,1.0166923963572402e-07,0.0001570772293224083,6.7008378648904546e-12,7.61446667401782e-18,1.4896004149126913e-07,4.7649432882153605e-18,5.3317473864055468e-14,8.8992871493571852e-05,1.4836946677145605e-08,4.7303002883165468e-06,2.1597240848688187e-10,0.000402825879587941,2.6724686853778346e-08,7.3767164917416387e-11,2.3877693454189137e-10,9.4331866231953958e-12,1.5997092285131063e-08,1.2737803138009222e-06,5.5896770420182657e-11,4.4503109497110358e-11,2.9419425730546361e-06,1.2032319482580607e-06,3.191350040627886e-14,5.1113395490705079e-13,8.0111471710079072e-09,7.8042395673864183e-30,4.8380178258008053e-05,8.9143823521128045e-09,9.0248658132750841e-09,1.0041912655958522e-13,6.4429061546185939e-08,1.8498035136723833e-15,7.9592369726518681e-07,4.8914242910893343e-08,3.2400407514485417e-11,2.7156399400967614e-24,4.091884739312745e-18,1.0581034669888705e-06,5.1229712228523801e-12,6.7111419959846707e-07,9.2276262503821119e-16,1.6444992209458394e-06,4.9237878882895451e-12,3.2565882600952177e-15,1.5454449958614271e-09,1.4917959303791034e-17,8.8560907383329434e-08,1.3533202717805983e-13,1.2181859501953383e-14,4.6371585809536337e-08,7.9196044951570546e-15,0.88168480800000004,0.0,0.0016357981963665944,0.096433143449624031,0.00084994747994395446,8.745201844366711e-14,8.9717688058085698e-08,1.0465553010640156e-07,3.9922519997573526e-12,6.6076132379297759e-06,2.2998532728315506e-06,1.0558796573769921e-13,1.0926871424389805e-05,2.1734783817223703e-08,0.00013226242643507176,1.2651669278554683e-12,2.3568416847295115e-07,9.7051803114926616e-06,0.0014628352742371118,8.9032798407833919e-08,0.00014073822230255259,1.1925617197191199e-06,4.6553963670159954e-08,4.7814616789331832e-07,4.2077151253039677e-10,0.00053259684732472328,1.1181625272908216e-06,1.8458844406426222e-15,0.0025943659112051816,3.4466863186609082e-05,1.0887698881284997e-05,4.1069678218086003e-07,0.0014459864889400859,1.5305001294590721e-07,9.1645489899167736e-05,0.0013204296875081491,5.8174843549106386e-09
0.00126817975625203,0.001852783659016162,9.1402649802636683e-10,4.2274872655143756e-09,7.3957815842324854e-07,7.1691069232290124e-07,0.0043337094003119249,0.0,0.0,5.5501137184155218e-06,6.2859112465914769e-06,0.00024149786595968354,6.2080513629354084e-06,3.7991328116323812e-09,1.3506699484157898e-24,1.6578823295047584e-18,3.1598733608396295e-12,1.0162875870675672e-07,0.00015751888786871103,6.6854477495549476e-12,7.5913117519264621e-18,1.493655975424924e-07,4.7356222095167746e-18,5.2984605700441421e-14,8.9104666990249564e-05,1.4828344592325396e-08,4.7465896100197467e-06,2.1504759721114778e-10,0.0004034843057708847,2.681012785983738e-08,7.3978083725413122e-11,2.3777249655345454e-10,9.4051573314385089e-12,1.5980076891944026e-08,1.2774726532407302e-06,5.5829959941120927e-11,4.4235979195714887e-11,2.9415078119390391e-06,1.2045223146202779e-06,3.1848061786922851e-14,5.1050430596276482e-13,8.0379127180685388e-09,7.8254747682378881e-30,4.8520499731775935e-05,8.8842460690256142e-09,9.1019544651583947e-09,1.0082675527807893e-13,6.4169916204232943e-08,1.8417554669963942e-15,7.9851742120822457e-07,4.9152258092155059e-08,3.2302050824985064e-11,2.6913064423752747e-24,4.0582544634643086e-18,1.0614398762274789e-06,5.1108508959002141e-12,6.6878369507095181e-07,9.2503098070427646e-16,1.6530931983303549e-06,4.8783518864385261e-12,3.2475903511711207e-15,1.5509246687928606e-09,1.4942466147504494e-17,8.8346817194545761e-08,1.3489373320697317e-13,1.2171967804749074e-14,4.6323515351592616e-08,7.9122890904536778e-15,0.88168480800000004,0.0,0.0016337064404757541,0.096423247923179717,0.00084967060845965252,8.763166306641878e-14,8.9207100187562957e-08,1.0432008725203604e-07,4.000004642637276e-12,6.5859754409347076e-06,2.2865619194914077e-06,1.0579288481621406e-13,1.0863482260086262e-05,2.1610630246135733e-08,0.00013148179340811774,1.2674933104973246e-12,2.3431416550991752e-07,9.6500636870717541e-06,0.0014610625549331421,8.8460373370982738e-08,0.00013992480693002249,1.1847810674583942e-06,4.6251495512047759e-08,4.7499142037047756e-07,4.1832562190934127e-10,0.00053386047888586655,1.1116292908892123e-06,1.8337055301809552e-15,0.0025983974212560553,3.426284069731928e-05,1.0816461630621829e-05,4.0832298346587751e-07,0.0014446578047757567,1.5325961532729365e-07,9.1773898965141019e-05,0.0013221458175077727,5.798434142070393e-09
0.0012697000952605773,0.0018527817648932696,9.1167687261116012e-10,4.2057077576659799e-09,7.3510132343717794e-07,7.1901386007942205e-07,0.004340303949608805,0.0,0.0,5.562202927918459e-06,6.3246241164017589e-06,0.00024262476253783448,6.2485095826597715e-06,3.7872311147986502e-09,1.3328006216410444e-24,1.6455453521246292e-18,3.1451855091802218e-12,1.0158772857181523e-07,0.00015795853933725566,6.6697037372158225e-12,7.5678595947691425e-18,1.4976759053419352e-07,4.7062427205632994e-18,5.2652680752209265e-14,8.9215497721148549e-05,1.4819564925689151e-08,4.7627333712678938e-06,2.1412022360440677e-10,0.00040413794870752253,2.6895627547474519e-08,7.4186897012230192e-11,2.3676569206843577e-10,9.3768407188038019e-12,1.596241763870363e-08,1.2811436898253469e-06,5.5760237359692301e-11,4.3969466597832031e-11,2.9410555185705892e-06,1.2058057145919667e-06,3.1781656800169166e-14,5.0985821652575787e-13,8.0644640076359021e-09,7.8465234332237612e-30,4.8659675888413396e-05,8.8539288856485222e-09,9.179356403433918e-09,1.0123275760485751e-13,6.390980999064061e-08,1.833687718799435e-15,8.0109548757036264e-07,4.938913300211958e-08,3.2202451079134685e-11,2.6670190643928308e-24,4.0246017325908302e-18,1.0647579024188056e-06,5.0985357989159437e-12,6.6644039729152258e-07,9.2725596077377388e-16,1.6616575436512743e-06,4.8330631527100644e-12,3.2384699635001722e-15,1.5563712734315856e-09,1.4966509137166353e-17,8.8130634576492787e-08,1.344520454540151e-13,1.2161352663621774e-14,4.6273110676221377e-08,7.9045701583598435e-15,0.88168480800000004,0.0,0.0016316340180435988,0.096413419332000386,0.00084939552811305608,8.7812247216856588e-14,8.8697740406087594e-08,1.0398270604091527e-07,4.0078025569043318e-12,6.5642212999739431e-06,2.2733056741388295e-06,1.0599900739776198e-13,1.0800263258523623e-05,2.1486781943948616e-08,0.00013070346402105137,1.2698344862965994e-12,2.3294790249522503e-07,9.5950725641197288e-06,0.0014593029513561629,8.7890515128937979e-08,0.00013911346641045963,1.1770370068086811e-06,4.5950430858608317e-08,4.7185203509987916e-07,4.1588640824463499e-10,0.00053511675372258617,1.1051145123204581e-06,1.8215859257313151e-15,0.0026024023087640033,3.4059432758224242e-05,1.0745578819363421e-05,4.059552419253437e-07,0.0014433374095369604,1.5346787656541729e-07,9.190148980734483e-05,0.001323850684074458,5.7792814953102801e-09
0.0012712204342691246,0.0018527798956823557,9.0930949264063363e-10,4.183942248716268e-09,7.3064058163903551e-07,7.211108548447332e-07,0.0043468561727160208,0.0,0.0,5.5742224785521278e-06,6.3634342393617755e-06,0.00024374788123650664,6.2889024040646785e-06,3.775230873925448e-09,1.3150571069427453e-24,1.6331955678583462e-18,3.1304728212934179e-12,1.0154614814463253e-07,0.00015839618613039508,6.6536123529312645e-12,7.5441172961602184e-18,1.5016603886422547e-07,4.6768110449713691e-18,5.232171438908626e-14,8.93253698969141e-05,1.4810608406982013e-08,4.7787317396653449e-06,2.131904161693166e-10,0.00040478683800259979,2.6981185261652416e-08,7.4393600099702688e-11,2.3575665007847079e-10,9.3482444694006067e-12,1.5944120818707132e-08,1.284793480634815e-06,5.5687639268368453e-11,4.3703586099322197e-11,2.9405856022993477e-06,1.2070820116523985e-06,3.1714298214538739e-14,5.0919594265987124e-13,8.0907999543162824e-09,7.8673865256621685e-30,4.8797711081728256e-05,8.8234353979960115e-09,9.2570706433740434e-09,1.0163712274945845e-13,6.3648780636067784e-08,1.8256013513985582e-15,8.0365791659305895e-07,4.96248627541912e-08,3.2101637280277406e-11,2.6427822728213939e-24,3.9909346403184442e-18,1.0680575852313147e-06,5.0860295268531334e-12,6.6408464916651273e-07,9.2943757986724656e-16,1.6701919953936412e-06,4.7882383672612872e-12,3.2292296592442238e-15,1.5617844629843557e-09,1.4990089358126725e-17,8.7912388384295425e-08,1.3400704794257653e-13,1.2150022587349956e-14,4.6220398112587051e-08,7.89645212452143e-15,0.88168480800000004,0.0,0.0016295807064485288,0.096403657264991949,0.00084912223113561922,8.7993737744434331e-14,8.8189636135643023e-08,1.0364343185771236e-07,4.0156442096726377e-12,6.5423536579073808e-06,2.2600852007015684e-06,1.0620629289343585e-13,1.0737217596085948e-05,2.1363245476409637e-08,0.00012992747401074678,1.2721899644897921e-12,2.3158544593268459e-07,9.5402101662462685e-06,0.0014575563933495466,8.7323231310173722e-08,0.00013830424477008255,1.1693296110105429e-06,4.5650772899539312e-08,4.6872803227156633e-07,4.134539902674019e-10,0.00053636569212305778,1.0986184983179378e-06,1.8095257052374097e-15,0.0026063807037702462,3.3856648388421041e-05,1.0675050209856545e-05,4.0359368600537713e-07,0.0014420252880516442,1.5367480294654937e-07,9.2028266213198262e-05,0.0013255443437124911,5.7600289175540507e-09
0.001273066464220928,0.0018527776590092212,9.0641167165165414e-10,4.1575357666028111e-09,7.25246083190839e-07,7.2364873937934289e-07,0.0043547554224739543,0.0,0.0,5.5887232012120023e-06,6.4106885149573005e-06,0.00024510648104486533,6.3378575193266638e-06,3.7605307991308026e-09,1.2936945009133192e-24,1.6181867944025798e-18,3.112577501244947e-12,1.0149491891767211e-07,0.00015892489548581022,6.633616229697923e-12,7.5149089755052867e-18,1.5064510561608366e-07,4.6410130782589569e-18,5.1921157854896926e-14,8.9457499520988803e-05,1.4799496522588443e-08,4.7979621409726597e-06,2.1205833397475592e-10,0.00040556838637207884,2.7085148404122991e-08,7.4641740549331869e-11,2.3452862417128568e-10,9.3131553272190214e-12,1.5921056468226921e-08,1.2891966626056923e-06,5.5595676479869968e-11,4.3381618131388108e-11,2.9399911993353596e-06,1.2086219766555972e-06,3.1631246529613074e-14,5.0837040506959248e-13,8.1224866433510299e-09,7.8924709059087119e-30,4.8963789155859385e-05,8.7861790995766879e-09,9.3518514220781509e-09,1.0212589600825064e-13,6.3330645797508118e-08,1.8157592106098387e-15,8.0674828602604327e-07,4.9909544988061374e-08,3.1977636286965344e-11,2.6134276430954285e-24,3.9500473071699087e-18,1.0720395342202253e-06,5.0705922924206856e-12,6.6120800097499064e-07,9.3202829848752625e-16,1.6805141661767603e-06,4.7342974907152009e-12,3.21785233804276e-15,1.5683118666521174e-09,1.5018100532036445e-17,8.7644656534722699e-08,1.3346239276302397e-13,1.2135316608810257e-14,4.6153329541900795e-08,7.8860648771427538e-15,0.88168480800000004,0.0,0.0016271129032418808,0.096391892781075295,0.00084879277388916533,8.821527853218164e-14,8.7574411010131635e-08,1.0322899781740796e-07,4.0252223213692347e-12,6.5156529665085493e-06,2.2440816292737581e-06,1.0645948872936336e-13,1.0660903631921408e-05,2.1213673187758857e-08,0.00012898844461423157,1.2750685627223716e-12,2.2993633131661489e-07,9.4737726043883256e-06,0.0014554531182441152,8.6637893832479141e-08,0.00013732458013783995,1.1600205055185738e-06,4.528881682943553e-08,4.649555030721015e-07,4.105097965075794e-10,0.00053787234876558423,1.0907565494611972e-06,1.7949618471150934e-15,0.0026111759349881337,3.3611274004189442e-05,1.0589888570410805e-05,4.0073472812405164e-07,0.0014404431794112211,1.5392427227386254e-07,9.2181111619009978e-05,0.0013275858395646932,5.7365212515683915e-09
