Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184)
0.0005976720106213606,0.0018663513523918347,1.2974116168283816e-12,8.7700253287378841e-13,7.8168199042038827e-09,3.515485609288442e-10,4.6347662800219286e-06,0.0,0.0,9.6664628450632039e-09,6.8636214747850695e-10,3.1015856374864843e-11,8.3787402408690867e-13,4.5553272943254509e-15,3.8390045500454104e-32,1.5533396180251524e-25,2.7408217401469213e-16,2.3192763730076428e-09,1.1627901233499461e-08,1.2706910809463068e-21,1.5490403796287941e-26,4.0069531885165766e-14,2.0325711087966412e-23,1.1412127117432041e-17,1.4203589811773914e-09,7.2483537534482311e-11,1.093833484057618e-13,1.6063627892242506e-15,3.2231023641549109e-07,1.202812529009933e-12,8.6695635715720441e-15,6.5578452573390628e-14,5.1184152895266818e-19,6.3501039807331323e-14,3.089684854895514e-12,6.5436778167321475e-20,8.962880954308382e-15,7.8432753287298305e-08,1.5710250262035002e-08,9.4526423287229228e-17,5.7099725621299312e-17,1.0875744999882159e-12,1.1271932120727016e-35,1.1097215467467338e-11,7.6443138802759464e-14,3.7955795555377101e-14,8.2086347133076516e-19,4.6657055501915658e-13,1.5258690939564109e-20,5.7184715448681263e-13,8.7127528305092519e-18,7.0232400624013858e-20,5.1484074646016387e-35,7.2208684934179165e-30,4.5726191432398059e-14,1.7688936986229782e-18,6.2967252726231232e-12,4.0512966075424723e-23,3.3157428395333645e-14,3.4551048653526284e-17,2.3165929450728177e-23,9.3878930378030414e-13,1.7367010146841372e-21,5.4682373393261389e-13,1.0481678635993257e-19,2.5175502878503315e-24,8.7861279548120382e-18,1.6192759919615307e-24,0.88168480800000004,0.0,0.0094429254625664396,0.10882837031317523,0.00099989509952574094,1.4025551175864446e-13,5.3336673469530143e-10,1.4693798677850499e-10,7.1804766430133831e-12,1.0005814570720626e-08,1.5017675318864615e-08,1.8995587457464186e-13,5.3478691239423209e-08,1.3114718518939947e-10,7.206487861022089e-07,2.5500477896493617e-12,1.5921624589879278e-09,3.3879504785742448e-08,5.9348523935706708e-06,1.4989493075275947e-09,5.4632568827066691e-07,2.2323926633185813e-08,8.4342295627393652e-10,9.6986812229585061e-09,2.8424885640847616e-12,2.7146918829995247e-07,8.0451102873641815e-09,3.7441782375560826e-17,2.6026365395811742e-06,2.5281379154830231e-07,3.2579294733320291e-07,1.5936128165773229e-09,4.4981334463159312e-06,1.8900399027188034e-10,1.0265050604158228e-07,1.6557548326984798e-06,8.8090244075706386e-12
0.0005998074309937544,0.0018663499473764156,1.358128008470625e-12,9.2088128028756157e-13,8.1696913408650505e-09,3.6773868303205615e-10,4.8445051170414553e-06,0.0,0.0,1.0109357946728551e-08,7.1699854305058276e-10,3.3889616245494595e-11,9.1505159935325617e-13,4.9791387979146487e-15,2.3707632725502549e-32,1.7744840135968416e-25,2.9920274574034799e-16,2.4224503654504142e-09,1.2168548716467374e-08,1.4540519858999541e-21,1.7690997670056099e-26,4.3783998089273442e-14,2.1252835190055583e-23,1.2457956515690403e-17,1.5482357920892143e-09,7.5865864933854479e-11,1.1975481624449224e-13,1.7548771795227503e-15,3.3689785559363066e-07,1.3118941886320211e-12,8.6773780110263484e-15,6.8642706963948687e-14,5.568278334630724e-19,6.9364727708562471e-14,3.2089732243717992e-12,7.4728258064974357e-20,9.7848084319258674e-15,8.1919973723642193e-08,1.641379490089586e-08,9.8771335646806748e-17,5.7138808150950598e-17,1.0884629983201663e-12,1.1881541652868427e-35,1.2126858577499633e-11,8.3508116671761232e-14,3.8285191494680154e-14,8.3466568401924175e-19,5.0970368663694876e-13,1.666928051995493e-20,6.247673862430846e-13,9.9515751729367409e-18,8.0213935365006905e-20,6.1453288218206309e-35,8.6359232181831258e-30,4.8266854267229008e-14,1.8111881528164857e-18,6.878651824558554e-12,4.2712189499450435e-23,3.62474184854829e-14,3.755097472558762e-17,2.6449288911743259e-23,9.3922230016142162e-13,1.7515345553420666e-21,5.9740261602794415e-13,1.1462882530719437e-19,2.8763965222640814e-24,9.9136307931777633e-18,1.8264065166860571e-24,0.88168480800000004,0.0,0.0094421528745666904,0.10882739157482894,0.00099989034876950202,1.4028775378266384e-13,5.5746425190095872e-10,1.5358573045073455e-10,7.1820875361063363e-12,1.045844273276374e-08,1.5696089082401399e-08,1.8999859514501513e-13,5.5896423412999559e-08,1.3707254603257247e-10,7.5322316271018906e-07,2.5506004502425516e-12,1.664084447226211e-09,3.5412092717863483e-08,6.203366662750407e-06,1.566608535065971e-09,5.7103532779472183e-07,2.3331403423016663e-08,8.8148889759386248e-10,1.013632667796529e-08,2.9708909373319687e-12,2.8376366714961091e-07,8.4084304418917314e-09,3.9131313715680611e-17,2.7204564191079582e-06,2.6423161314863285e-07,3.4049231512865449e-07,1.6656901834594772e-09,4.7017064152129461e-06,1.9755838448863072e-10,1.0729806294061325e-07,1.7307059496107272e-06,9.207513983014511e-12
0.0006019428513661482,0.001866348479031426,1.4217639241256025e-12,9.6712327145093341e-13,8.538395776124476e-09,3.8468866448405901e-10,5.0637003606914744e-06,0.0,0.0,1.0572927477833303e-08,7.4905404739330518e-10,3.7030124660092139e-11,9.993082879326889e-13,5.4424991063391645e-15,2.2203184844857901e-32,2.0270993993839407e-25,3.2660961243912135e-16,2.5301162304883136e-09,1.2735147434651713e-08,1.6639859252707197e-21,2.0203881170209663e-26,4.7842507367911294e-14,2.2222674122700321e-23,1.3598951208602e-17,1.6876960806662437e-09,7.9409954485213406e-11,1.3111986489626819e-13,1.9170904377255255e-15,3.5214370783450764e-07,1.4308858168101403e-12,8.6859413554715257e-15,7.185401573997649e-14,6.0637898972143163e-19,7.5768337025684306e-14,3.3385521277579984e-12,8.5339254434034655e-20,1.0681605250857662e-14,8.5558842324089617e-08,1.7148418717578321e-08,1.032047773791174e-16,5.7181390559796771e-17,1.089438501260581e-12,1.252788862708642e-35,1.3252011317559576e-11,9.1224413740209716e-14,3.8631486378478555e-14,8.4974702603145246e-19,5.5681495800197324e-13,1.820996282755361e-20,6.8257643089628392e-13,1.1366440200997303e-17,9.1612876804121092e-20,7.3351073149075746e-35,1.0328877705187938e-29,5.0976016852959008e-14,1.8573838745664637e-18,7.5142225314665577e-12,4.5046736726403288e-23,3.9627977362950607e-14,4.0851262921190064e-17,3.0197446373092886e-23,9.3969685086794564e-13,1.7671001865899721e-21,6.5265031961316745e-13,1.2536660063711598e-19,3.2865700698773907e-24,1.1196904375537849e-17,2.0621179042989677e-24,0.88168480800000004,0.0,0.0094413454623292533,0.10882636871595988,0.00099988538345417537,1.4031941434534444e-13,5.8264484923263691e-10,1.6053356348692631e-10,7.1836659364897943e-12,1.0931499389846268e-08,1.6404986742867664e-08,1.9004045621851602e-13,5.8422964136154672e-08,1.4326423806168783e-10,7.872630087525077e-07,2.5511406157505398e-12,1.7392379122548462e-09,3.7013738706705587e-08,6.483981382254113e-06,1.6373028203640596e-09,5.9685799060406666e-07,2.4384057373323508e-08,9.2126200382249922e-10,1.0593591875615084e-08,3.1050624687672332e-12,2.9661345423606876e-07,8.7880653876527974e-09,4.0896587119841601e-17,2.8435920812565097e-06,2.7616220895852744e-07,3.558504882484441e-07,1.7410142299779219e-09,4.9144588599910015e-06,2.0649857124555696e-10,1.1215535763368867e-07,1.8090382034698957e-06,9.6239886167192541e-12
0.000604078271738542,0.0018663469445243087,1.4884659625643201e-12,1.0158692901973768e-12,8.9236348003365471e-09,4.0243522362396565e-10,5.292775226357858e-06,0.0,0.0,1.1058158176195978e-08,7.8259630347430077e-10,4.0462173108708835e-11,1.0912891735623363e-12,5.949111324604566e-15,1.1331948203204363e-32,2.3156563011490225e-25,3.5650858857844766e-16,2.6424605048157597e-09,1.3329004222577817e-08,1.9043651320176051e-21,2.3073301356449998e-26,5.2276882820101405e-14,2.3237255756669164e-23,1.4843675423745305e-17,1.8397868966343056e-09,8.3123853113810786e-11,1.4357505894360752e-13,2.0942615995416228e-15,3.6807730199970301e-07,1.5606777672295995e-12,8.6953333495101121e-15,7.5219756909736838e-14,6.6101049348365134e-19,8.2761362004211861e-14,3.4793698596349249e-12,9.745710715092284e-20,1.1660020074663527e-14,8.9355640338088583e-08,1.7915454190781483e-08,1.078349272365585e-16,5.7227853081049945e-17,1.0905104282597675e-12,1.3213477932584435e-35,1.4481528105570084e-11,9.965184193530209e-14,3.8996259904227808e-14,8.6622776557956771e-19,6.082699309259985e-13,1.9892691716956971e-20,7.4572468171677872e-13,1.2982342411553192e-17,1.0463026168685214e-19,8.7547661912995061e-35,1.2354449886390772e-29,5.3867569980734291e-14,1.9078412299591677e-18,8.208363134471366e-12,4.7527106681526181e-23,4.3326699797159019e-14,4.4485340444221292e-17,3.4476074887651694e-23,9.4021787025805324e-13,1.7834382189417317e-21,7.1299644235134538e-13,1.3711827864991863e-19,3.7554385094206776e-24,1.2658991175187607e-17,2.3306355266995784e-24,0.88168480800000004,0.0,0.0094405016681968542,0.10882529976271035,0.00099988019394375784,1.4035049679623787e-13,6.089566887009517e-10,1.6779495020670819e-10,7.1852119069293785e-12,1.1425900764145266e-08,1.7145723112806734e-08,1.9008145952626234e-13,6.1063164926902789e-08,1.4973410542638981e-10,8.2283361791593755e-07,2.5516682667924466e-12,1.81776644707975e-09,3.8687529712408893e-08,6.7772375320108754e-06,1.7111665737802009e-09,6.2384339404745305e-07,2.5483887692965624e-08,9.6281784153248349e-10,1.1071344568270059e-08,3.2452595151516748e-12,3.1004349382395454e-07,9.1847392343014417e-09,4.2740952548141784e-17,2.9722817651138757e-06,2.8862834324026585e-07,3.7189658861090589e-07,1.8197299830730771e-09,5.1368016850420397e-06,2.1584182563600564e-10,1.1723179454433677e-07,1.8909030804197861e-06,1.005925494253745e-11
0.0006062136921109358,0.001866345340897827,1.5583885354367633e-12,1.067269487949892e-12,9.3261402888902814e-09,4.2101693628024135e-10,5.5321715827888483e-06,0.0,0.0,1.1566085290138814e-08,8.1769631087642627e-10,4.421285970953572e-11,1.191697525874542e-12,6.5030267787271549e-15,-1.01560883723423e-32,2.6452657300976471e-25,3.8912369873340037e-16,2.7596766446444686e-09,1.3951496725008171e-08,2.1796300199373918e-21,2.6349808604885509e-26,5.7121884918968065e-14,2.4298712716130559e-23,1.6201450760819915e-17,2.0056490747281327e-09,8.7016030326315484e-11,1.5722653274751921e-13,2.2877647755228991e-15,3.8472945214154794e-07,1.7022389299350076e-12,8.7056417036795507e-15,7.874770382334056e-14,7.213003167920023e-19,9.0397802666188595e-14,3.6324617392242768e-12,1.1129573561322658e-19,1.272739990511764e-14,9.3316880441690918e-08,1.8716287224797564e-08,1.1267030124978872e-16,5.7278613704138234e-17,1.0916891436463046e-12,1.3941005283172959e-35,1.582508346680934e-11,1.088556729318956e-13,3.938124027229167e-14,8.8423952336656023e-19,6.644675705466156e-13,2.1730513231403601e-20,8.1470384926711642e-13,1.4827820583286832e-17,1.1949559382665868e-19,1.0449137626367565e-34,1.4778165101602819e-29,5.6956799158962345e-14,1.9629536733418076e-18,8.9664489331208943e-12,5.0164865836902285e-23,4.7373833537244034e-14,4.8490617328773007e-17,3.9360101206678053e-23,9.4079077401202638e-13,1.8005914821889706e-21,7.7890991642121113e-13,1.4998052456796238e-19,4.2914310804408369e-24,1.4326548044795854e-17,2.6368471531113786e-24,0.88168480800000004,0.0,0.0094396198659441859,0.10882418265429705,0.00099987477017444873,1.4038100420617674e-13,6.3645002663846966e-10,1.7538395150557241e-10,7.186725490944365e-12,1.1942603640245256e-08,1.7919711850015808e-08,1.9012160629233747e-13,6.3822089474342824e-08,1.564945074083142e-10,8.6000313490252182e-07,2.5521833753050879e-12,1.8998198791880052e-09,4.0436688418435751e-08,7.0836998809733417e-06,1.7883399989750627e-09,6.5204343805689709e-07,2.6632979619953434e-08,1.0062352309065565e-09,1.1570489804976976e-08,3.3917495636773766e-12,3.2407983805429425e-07,9.5992074531749702e-09,4.4667903944620498e-17,3.1067742404363196e-06,3.0165376669013937e-07,3.8866098828244194e-07,1.9019888365140762e-09,5.3691639112867497e-06,2.2560618496173604e-10,1.225371942077037e-07,1.9764587581622375e-06,1.0514155305133065e-11
0.0006083491124833296,0.0018663436650647664,1.631694309603536e-12,1.1214840670190697e-12,9.7466756365458407e-09,4.4047433564654464e-10,5.7823507480194627e-06,0.0,0.0,1.2097795024510114e-08,8.5442860250310983e-10,4.8311804056564459e-11,1.3012999653605338e-12,7.1086779421632733e-15,4.3732567448715328e-32,3.0217600333481273e-25,4.2469874452699684e-16,2.8819652052290684e-09,1.4604077613644203e-08,2.4948732681755126e-21,3.0091011905550891e-26,6.2415481764929289e-14,2.540928901223894e-23,1.7682421308155146e-17,2.1865254904078851e-09,9.1095401634933953e-11,1.7219096301178458e-13,2.4990995789215983e-15,4.0213233361285042e-07,1.8566234554676313e-12,8.7169628871232253e-15,8.2446048088616377e-14,7.8789681724745706e-19,9.8736570600164193e-14,3.7989580442967022e-12,1.2709940538166454e-19,1.3891741737363826e-14,9.7449312576665928e-08,1.9552358950292299e-08,1.1771976506365588e-16,5.7334131898408012e-17,1.0929860506417788e-12,1.4713372952834024e-35,1.7293247882318084e-11,1.1890713191103674e-13,3.9788318204439274e-14,9.0392634964638673e-19,7.2584327101794429e-13,2.3737664520360327e-20,8.9005072682841948e-13,1.6935459498242382e-17,1.3647086601374343e-19,1.2470989304404775e-34,1.7678498559949924e-29,6.0260544783661002e-14,2.0231507675470903e-18,9.7943454312529308e-12,5.2972779748398616e-23,5.180253845449308e-14,5.2908979950477332e-17,4.4935004644487313e-23,9.4142152920627835e-13,1.8186055107889592e-21,8.5090258260833903e-13,1.6405933455964916e-19,4.9041923507806283e-24,1.6230440379116772e-17,2.9864117473242165e-24,0.88168480800000004,0.0,0.0094386983578608943,0.10882301523930976,0.00099986910163610992,1.4041093936101877e-13,6.6517730045882369e-10,1.8331525059963662e-10,7.1882067122789496e-12,1.2482607112409319e-08,1.8728427888743921e-08,1.9016089721990411e-13,6.6705022539673809e-08,1.6355833976849704e-10,8.9884267461711663e-07,2.5526859042773467e-12,1.9855545279000487e-09,4.2264578992394302e-08,7.4039579967516387e-06,1.8689693280236626e-09,6.8151229747799963e-07,2.7833507899583571e-08,1.0515963774555479e-09,1.2091971435188517e-08,3.5448116914191404e-12,3.387496949967045e-07,1.0032258164784135e-08,4.6681085042378141e-17,3.2473292596881992e-06,3.1526325697983928e-07,4.0617535972990285e-07,1.9879488202519514e-09,5.6119934494663247e-06,2.3581048132372835e-10,1.2808181117071261e-07,2.0658703927750446e-06,1.0989569298267242e-11
0.0006104845328557234,0.0018663419138024153,1.7085546750727074e-12,1.1786840164079137e-12,1.0186037035449089e-08,4.6085001784815855e-10,6.0437943168669981e-06,0.0,0.0,1.2654427107104248e-08,8.9287143126394221e-10,5.2791382101679738e-11,1.4209320752523944e-12,7.7709144972097113e-15,3.21523293221358e-32,3.4518027767908537e-25,4.6349900024977764e-16,3.009534017310075e-09,1.5288279079579083e-08,2.8559364770840183e-21,3.4362778037162841e-26,6.8199144080335353e-14,2.6571347178037373e-23,1.9297624098911967e-17,2.3837700210696376e-09,9.5371353296821344e-11,1.8859664323896667e-13,2.7299024859512609e-15,4.2031954144081212e-07,2.0249780264013237e-12,8.7294029992792553e-15,8.6323423904831057e-14,8.6152767371530372e-19,1.0784193068253122e-13,3.980092661142369e-12,1.4514702764852965e-19,1.5161748480376927e-14,1.0175992966554089e-07,2.0425167553210049e-08,1.2299254658222006e-16,5.7394912703785609e-17,1.0944136947218723e-12,1.5533706870084105e-35,1.8897570636102715e-11,1.2988393532704969e-13,4.0219562291159537e-14,9.2544590374060927e-19,7.928721515613381e-13,2.5929681594073451e-20,9.7235129549926902e-13,1.9342462518414701e-17,1.5585514840520317e-19,1.4883312000901752e-34,2.1149444321745771e-29,6.3797382178740642e-14,2.0889014776901166e-18,1.0698452604099828e-11,5.5964962366212987e-23,5.6649171514074135e-14,5.7787346774434084e-17,5.1298297278233803e-23,9.421167093445638e-13,1.8375287451290341e-21,9.2953308530329945e-13,1.7947095076419119e-19,5.6047582423535482e-24,1.8406437454834213e-17,3.3858867681436691e-24,0.88168480800000004,0.0,0.0094377353717197462,0.10882179527186372,0.00099986317735296535,1.4044030475502536e-13,6.9519321861650695e-10,1.9160417981870801e-10,7.1896555743467129e-12,1.3046954402691358e-08,1.9573409959940021e-08,1.9019933247661235e-13,6.9717479196213599e-08,1.7093905688294614e-10,9.3942644585411421e-07,2.5531758074720192e-12,2.0751334711257994e-09,4.4174713072615745e-08,7.7386272947369433e-06,1.9532070647225712e-09,7.1230651798893126e-07,2.9087740382507736e-08,1.0989870082955398e-09,1.2636773663923454e-08,3.7047370415751616e-12,3.540814786806155e-07,1.048471347268965e-08,4.8784295367275917e-17,3.3942180282526206e-06,3.2948266076269459e-07,4.2447272777622876e-07,2.0777748802434324e-09,5.8657579040966782e-06,2.4647437551123409e-10,1.3387635261532818e-07,2.1593104170183821e-06,1.1486415365452426e-11
0.0006126199532281172,0.0018663400837468458,1.7891502398839497e-12,1.2390519041757311e-12,1.0645054797754831e-08,4.821887535269973e-10,6.317005021030495e-06,0.0,0.0,1.3237177480128293e-08,9.3310696733508405e-10,5.7686982941189035e-11,1.5515044974006273e-12,8.4950428322171152e-15,2.7440632418302425e-32,3.9429970010695279e-25,5.0581304686973738e-16,3.1425983594617445e-09,1.6005717620680168e-08,3.2695212972157285e-21,3.9240177158911505e-26,7.4518167193379535e-14,2.7787376124733618e-23,2.1059065308801536e-17,2.5988572700360939e-09,9.9853768433824475e-11,2.0658467111836891e-13,2.9819592100780619e-15,4.3932615104290187e-07,2.2085497168922145e-12,8.7430787284830965e-15,9.0388933903074727e-14,9.4300998315831391e-19,1.1778398182655413e-13,4.1772125142191075e-12,1.6575706670968762e-19,1.6546889467851265e-14,1.0625597316675108e-07,2.133627012869494e-08,1.2849824891704402e-16,5.7461511224699826e-17,1.0959858772534907e-12,1.6405375190943401e-35,2.0650670304593457e-11,1.4187087651594507e-13,4.0677235793974771e-14,9.4897074572063022e-19,8.6607264651843828e-13,2.8323516687618183e-20,1.0622451991213479e-12,2.2091304991540762e-17,1.7798982285012673e-19,1.7762265302006436e-34,2.5303596162621161e-29,6.7587824075044331e-14,2.160717763094461e-18,1.1685753101788668e-11,5.9157045604850253e-23,6.1953600213778401e-14,6.317829418615122e-17,5.8561210611905551e-23,9.4288355483613765e-13,1.8574127501878226e-21,1.0154111166819215e-12,1.9634286777250372e-19,6.4057576879675844e-24,2.0896026609454494e-17,3.8428771974293992e-24,0.88168480800000004,0.0,0.0094367290576263581,0.10882052040760141,0.00099985698586351184,1.4046910258386327e-13,7.2655485384894287e-10,2.0026674848461315e-10,7.1910720596472685e-12,1.363673475235617e-08,2.0456263202751907e-08,1.902369116792765e-13,7.2865214418162319e-08,1.7865069468651689e-10,9.8183187960847394e-07,2.5536530291346747e-12,2.1687268217546835e-09,4.617075598761549e-08,8.0883501279448402e-06,2.0412122362497958e-09,7.4448511571843866e-07,3.0398041744894917e-08,1.1484965130682531e-09,1.3205922659245333e-08,3.8718293169071853e-12,3.7010486117742308e-07,1.0957430844832797e-08,5.0981496443611075e-17,3.5477236934303472e-06,3.4433893717890361e-07,4.4358752328656584e-07,2.1716391690675003e-09,6.1309454090821231e-06,2.5761839223196283e-10,1.3993199772979663e-07,2.2569588505151872e-06,1.200565246514644e-11
0.000614755373600511,0.0018663381713869601,1.8736713533190457e-12,1.3027827307105534e-12,1.112459472374637e-08,5.0453760578973299e-10,6.6025076228399753e-06,0.0,0.0,1.3847301121296489e-08,9.7522150662387967e-10,6.3037289551366312e-11,1.6940095520815902e-12,9.286869304543963e-15,5.3156133455270918e-32,4.5040297240850159e-25,5.5195475475659407e-16,3.2813811252276046e-09,1.6758099144415371e-08,3.7433172246880738e-21,4.4808874234995309e-26,8.1422022460930692e-14,2.9059999608800753e-23,2.2979802622326027e-17,2.8333931148447239e-09,1.045530545988609e-10,2.2631026112288261e-13,3.257218178876242e-15,4.5918878136383654e-07,2.4086944833130214e-12,8.7581184061619407e-15,9.4652176587152951e-14,1.0332616709649052e-18,1.2863918011047535e-13,4.3917878446041419e-12,1.8929314118441748e-19,1.8057465905604601e-14,1.1094493843043283e-07,2.2287284556449425e-08,1.342468636312637e-16,5.7534537567149533e-17,1.097717780429157e-12,1.7332008480917416e-35,2.2566333590633694e-11,1.5496046329932021e-13,4.1163815040856418e-14,9.7468975086685076e-19,9.4601041504513333e-13,3.0937666072187261e-20,1.1604306217953229e-12,2.5230479858110266e-17,2.0326455368340248e-19,2.1196592277797247e-34,3.0275842808405154e-29,7.1654548435929627e-14,2.239158494090127e-18,1.2763864730788287e-11,6.2566372009308768e-23,6.7759547404150727e-14,6.9140761223062605e-17,6.6850617280374191e-23,9.4373003945855617e-13,1.8783124532689309e-21,1.109202040759094e-12,2.1481493989832118e-19,7.3216436742625512e-24,2.3747367053574493e-17,4.3662100906475402e-24,0.88168480800000004,0.0,0.0094356774847468555,0.10881918819953912,0.00099985051519960936,1.4049733473721179e-13,7.5932173978082207e-10,2.0931967191251399e-10,7.192456129154139e-12,1.425308538912136e-08,2.1378661869424108e-08,1.902736338777929e-13,7.6154233027820009e-08,1.8670789444484774e-10,1.0261397621352744e-06,2.5541175036891005e-12,2.2665120139036513e-09,4.8256533215629382e-08,8.453796918815948e-06,2.1331506533241403e-09,7.7810968067383766e-07,3.1766877332672124e-08,1.2002180895822829e-09,1.3800488212858751e-08,4.0464052907802062e-12,3.8685082680717685e-07,1.1451304543350745e-08,5.327681820485287e-17,3.7081418528534491e-06,3.5986020289277997e-07,4.6355563860914513e-07,2.269721347658618e-09,6.4080654959965279e-06,2.6926395672685864e-10,1.4626041785316744e-07,2.3590036221966794e-06,1.2548281802699972e-11
0.0006168907939729048,0.0018663361730583154,1.9623186588501388e-12,1.3700848475754814e-12,1.1625559516288516e-08,5.2794605488049176e-10,6.9008498437119758e-06,0.0,0.0,1.4486114999015462e-08,1.0193056911035124e-09,6.8884585708415548e-11,1.849528424716046e-12,1.0152747631074629e-14,8.0804079150421127e-32,5.1448105251091204e-25,6.022654260771771e-16,3.4261129838145565e-09,1.7547224408058596e-08,4.2861485928493787e-21,5.1166757732774065e-26,8.8964740799550411e-14,3.0391985583502089e-23,2.5074034220512664e-17,3.0891261458343255e-09,1.0948017285615815e-10,2.479441959708664e-13,3.5578052094348003e-15,4.7994566051408747e-07,2.6268863315644672e-12,8.7746631661555052e-15,9.9123275474042063e-14,1.1333143871059803e-18,1.4049090791046823e-13,4.6254234123442092e-12,2.1617041677179096e-19,1.9704681623344442e-14,1.1583457981149084e-07,2.3279891393440798e-08,1.4024878427015324e-16,5.7614662262734527e-17,1.0996261046200085e-12,1.8317521647921714e-35,2.4659623268417854e-11,1.6925361208447811e-13,4.1682009565866983e-14,1.0028096584973144e-18,1.033302598239677e-12,3.3792309221709896e-20,1.2676696035760613e-12,2.8815348424200968e-17,2.3212409813494091e-19,2.5294566244232745e-34,3.6227800632773683e-29,7.6022654921177279e-14,2.3248337228061625e-18,1.3941097583313088e-11,6.6212213754596633e-23,7.4114970710798146e-14,7.5740843110558997e-17,7.631122028202092e-23,9.4466494339533173e-13,1.9002864026542768e-21,1.2116319306199001e-12,2.3504059954477988e-19,8.3689579797181988e-24,2.7016407803278224e-17,4.9661391171054673e-24,0.88168480800000004,0.0,0.0094345786379096234,0.10881779609375304,0.00099984375286472655,1.4052500279096143e-13,7.9355597096870381e-10,2.1878040157366424e-10,7.1938077216727467e-12,1.4897193572779704e-08,2.2342352125676388e-08,1.9030949753827262e-13,7.9590800010906029e-08,1.9512592737361787e-10,1.0724343728805359e-06,2.5545691554188663e-12,2.3686740992398896e-09,5.043603709146155e-08,8.8356673342149086e-06,2.2291951789983808e-09,8.1324448409022808e-07,3.3196817131625797e-08,1.2542488942453853e-09,1.4421585454528606e-08,4.228795336188628e-12,4.0435172854508504e-07,1.1967267103862678e-08,5.567456561216239e-17,3.8757810829491089e-06,3.7607577869368107e-07,4.844144847918228e-07,2.3722088984813809e-09,6.6976499960485982e-06,2.8143343281340485e-10,1.5287379741880816e-07,2.4656409054091802e-06,1.3115348631309958e-11
