Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848)
0.00044464644705828046,0.0030969427989558204,2.1328724905498815e-10,1.3057661562802478e-10,9.4516329941385366e-09,1.0387488724767836e-07,6.8364994797214231e-06,0.0,0.0,5.9608556999116657e-07,1.2934916366594732e-07,3.3158890171873485e-09,1.1351745093748953e-10,5.2331330970957892e-13,2.1646644594345541e-28,2.1834853270394875e-21,3.7199565825767256e-14,2.7905013462528111e-07,1.132700971630753e-06,4.5775856139970678e-19,1.2358876425598808e-23,4.4104442839772809e-12,3.6579678695674839e-19,1.5786676045532007e-15,1.7825608467087803e-08,1.4709019303259582e-09,1.7742004597939253e-11,1.3273518467444667e-13,1.2087436290490826e-05,1.475683993851921e-08,8.9864706635643381e-12,1.0922115811476845e-11,1.5763693833520988e-16,6.0403731877541806e-12,4.4876625893761712e-10,4.5999339392480869e-18,1.701960133115682e-13,7.629296205454598e-07,9.2063238658985689e-08,2.480145341572892e-14,2.5992498160056062e-15,9.2218990348578438e-11,3.0577442386323664e-30,4.4550728233900091e-10,5.9356439855541834e-12,2.5167342363493068e-11,3.8482205487482275e-16,3.0177421164744926e-12,7.783517733411923e-19,4.6193410066432544e-11,1.1081910190012484e-15,5.0704443224100917e-18,9.9694815895121354e-32,3.9675065703251575e-27,6.8339627736882835e-12,1.358474795832443e-15,4.1329166687254163e-11,9.8361691750704714e-21,5.9841684305467297e-12,7.473659016271756e-16,7.6238741655442565e-22,1.3959596868029554e-11,2.9831976328644408e-18,1.8199741404823855e-12,4.5961108089854552e-18,7.3783262626294612e-22,2.0355296529588163e-15,3.5278811094614917e-21,0.88168480800000004,0.0,0.0094457479947822262,0.10883131055248532,0.0010012161487917373,5.6677754790074874e-12,1.2144762531136166e-08,9.5894401439168554e-09,2.3452892470768639e-11,4.9991782038580324e-08,3.4229523131687431e-08,1.2216372991612414e-12,9.5485770861668153e-08,1.2869050804236733e-09,1.1340199868571039e-07,1.4345330051723627e-12,1.4341987505321636e-09,8.0411998525483079e-08,2.154917476392337e-06,1.3681001257694833e-08,1.1598951547463934e-07,1.9491956673292993e-08,1.8628951954280755e-09,1.9734157930687049e-09,4.4978890383556608e-12,1.3608385854606159e-06,1.2758288559942495e-08,2.667615508064393e-17,3.6943780679391646e-06,3.703268387323157e-08,5.4542889785005633e-09,8.361688459643881e-10,2.2053471544284585e-06,7.7974109694216513e-10,2.7938437828929294e-07,4.0033503504364579e-07,1.3789055454670776e-10,2.0788464316995721e-08,6.0755535669525448e-09
0.0004476038604945082,0.0030969429381209534,2.2275439442707903e-10,1.3615436106676857e-10,9.8082428903581865e-09,1.0848771696358626e-07,7.1126410627106551e-06,0.0,0.0,6.1974747977410028e-07,1.3494337128715903e-07,3.5888091195787164e-09,1.2252871374380803e-10,5.6581086735844773e-13,3.8788804413264296e-28,2.4525089345300419e-21,4.0008205295344013e-14,2.8907457826049261e-07,1.1820384528981561e-06,5.147038543722756e-19,1.389357469481484e-23,4.7733331715290629e-12,3.805655944237281e-19,1.6971247619458887e-15,1.9163646148059955e-08,1.5364613998653151e-09,1.9226386018504301e-11,1.4328126650356097e-13,1.2573541439067205e-05,1.5900632889236754e-08,9.1378987574453434e-12,1.1409143244009074e-11,1.6982048411704372e-16,6.5208671798214074e-12,4.5986859883419279e-10,5.1660619635128364e-18,1.8297574853872884e-13,7.9033257908742904e-07,9.5623161214886141e-08,2.5693878536648942e-14,2.6551840657658652e-15,9.376574179848805e-11,3.1843674293539011e-30,4.8226287279996575e-10,6.4070380107570911e-12,2.6392827474600171e-11,4.0322853208123764e-16,3.2575417448439256e-12,8.4018915721434048e-19,4.9988152401233791e-11,1.2478759675277949e-15,5.6958735079727041e-18,1.1438814067726239e-31,4.6294195393797977e-27,7.2820208165414907e-12,1.4347045319950215e-15,4.4611610351308615e-11,1.0703984163451895e-20,6.4763846432055822e-12,8.0212712934228298e-16,8.5535771128427795e-22,1.4189389236872213e-11,3.0341350969648035e-18,1.9656620624169644e-12,4.9713322629981058e-18,8.2813175343473816e-22,2.2797163229910578e-15,3.9505226915495825e-21,0.88168480800000004,0.0,0.0094451755997211322,0.10883055954908398,0.0010012641940700434,5.6674411720330625e-12,1.2601050386620702e-08,9.9505358709827194e-09,2.3451348824844037e-11,5.187450182841733e-08,3.5515488160673508e-08,1.2215569097313164e-12,9.9068642635155368e-08,1.3352582714772242e-09,1.1765636475656808e-07,1.4344286523311919e-12,1.4880762609369222e-09,8.3428719064280826e-08,2.241766254257673e-06,1.4193643348098366e-08,1.2034018256808732e-07,2.0222210285544589e-08,1.932689269595764e-09,2.0473368180648105e-09,4.6668580504877351e-12,1.4156571957190868e-06,1.3237164959482517e-08,2.767540153108375e-17,3.8431205958743929e-06,3.8422646102436921e-08,5.6604326574631557e-09,8.6753305530416554e-10,2.2941898683396645e-06,8.1126674201178792e-10,2.9068312987544553e-07,4.1652241270320198e-07,1.4308360163463578e-10,2.1629039728538968e-08,6.3034489138893388e-09
0.00045056127393073593,0.003096943083070877,2.3263514949320021e-10,1.4196185828776248e-10,1.0176636944433839e-08,1.1330532721016717e-07,7.3991835310060774e-06,0.0,0.0,6.4427569145277419e-07,1.407803804913276e-07,3.8836730410203765e-09,1.3222119229984387e-10,6.1165154593859197e-13,5.0803793223479273e-29,2.7535386605587676e-21,4.3012903538648298e-14,2.9939227803710104e-07,1.2335091917387628e-06,5.7854428251626335e-19,1.5616551679478389e-23,5.165052339096086e-12,3.9589439494397707e-19,1.8237651134348054e-15,2.059909272932693e-08,1.6049090400518231e-09,2.083168432197014e-11,1.54623879967497e-13,1.3077849349672959e-05,1.7127764361779584e-08,9.3020407360289872e-12,1.1917643834221533e-11,1.8293016179118027e-16,7.0377063884537258e-12,4.7167346456267045e-10,5.8001620704482481e-18,1.9663933010684566e-13,8.185368225977226e-07,9.9307460811124314e-08,2.6612527164700051e-14,2.7156708743157713e-15,9.5442392859320916e-11,3.3160323465623024e-30,5.2195149240507288e-10,6.9140113801210056e-12,2.7711918503325566e-11,4.2309686895829969e-16,3.5154568342002649e-12,9.0669650428136435e-19,5.4083578411076989e-11,1.4047597255055404e-15,6.3961799391080875e-18,1.3525360504725279e-31,5.399110576448462e-27,7.7628251953000955e-12,1.5167789518850872e-15,4.8141820156446128e-11,1.1660699965075416e-20,7.0088098181655896e-12,8.6070058551397331e-16,9.5935291665040591e-22,1.4438483146035419e-11,3.0892791275312395e-18,2.1224812754087342e-12,5.3764999829499323e-18,9.2927171644926695e-22,2.5526596816396821e-15,4.4228913647343332e-21,0.88168480800000004,0.0,0.0094445818749245777,0.10882978052161989,0.0010013139619577968,5.6670944659707909e-12,1.3072259771625564e-08,1.0323511684568805e-08,2.3449747929758805e-11,5.3819179589804315e-08,3.6843500447001635e-08,1.2214735396237986e-12,1.0276826711283506e-07,1.3851929007070047e-09,1.2204930271946136e-07,1.4343204300825619e-12,1.5437150785444195e-09,8.6543693809797904e-08,2.3318669213207932e-06,1.472293752868813e-08,1.2483248759792912e-07,2.0976173966171209e-08,2.0047495850067902e-09,2.1236569734954271e-09,4.841350825045998e-12,1.4725302941216395e-06,1.373165932159274e-08,2.870707884367455e-17,3.9974213325711712e-06,3.9857935466334242e-08,5.8734118293457795e-09,8.9991835851974599e-10,2.3863555844130454e-06,8.4398094603146619e-10,3.0240805395839861e-07,4.333201233507252e-07,1.4844754605412512e-10,2.2501308581314635e-08,6.5387639871080244e-09
0.00045351868736696367,0.0030969432340371998,2.4294575484177988e-10,1.4800732521729067e-10,1.0557081958330908e-08,1.1833664862181167e-07,7.6964693254938028e-06,0.0,0.0,6.6969544676789912e-07,1.4687079516879632e-07,4.2021791630686375e-09,1.4264256268357534e-10,6.6108436329573093e-13,2.3772979658485496e-28,3.0902210348160734e-21,4.6225573604946679e-14,3.1000704380338505e-07,1.2872031390338265e-06,6.5008498615370271e-19,1.7544147267346977e-23,5.5877795637200454e-12,4.1180221614281632e-19,1.9590760396207936e-15,2.2138541252023877e-08,1.6763604470382212e-09,2.2567383001628484e-11,1.6681854630878042e-13,1.3600951095499495e-05,1.8443709455089712e-08,9.4799076870592238e-12,1.244847846310232e-11,1.9703300518287065e-16,7.593426563569357e-12,4.8423423603526383e-10,6.5101141762837819e-18,2.1123945761635723e-13,8.4755272689667668e-07,1.0311949583954329e-07,2.7557749720416875e-14,2.7811406435677362e-15,9.7259296237281893e-11,3.452927156450226e-30,5.6479619226535347e-10,7.4590406910962066e-12,2.9131946180052701e-11,4.4453636856450625e-16,3.7927501980112487e-12,9.7819925808938889e-19,5.8502303736184499e-11,1.5808964549385071e-15,7.1799740234772439e-18,1.582818585371399e-31,6.2935975784149672e-27,8.2789471246410342e-12,1.6051261487387643e-15,5.1937044145095354e-11,1.2715958675555781e-20,7.5846547587566567e-12,9.2332316941378958e-16,1.075629494937377e-21,1.4708425532302688e-11,3.1489638311780172e-18,2.2912221762117684e-12,5.8138991170688311e-18,1.0425153474628355e-21,2.8576419830888768e-15,4.9506591896814978e-21,0.88168480800000004,0.0,0.0094439661359149094,0.10882897256827379,0.0010013655026426458,5.6667349900173853e-12,1.3558715278370882e-08,1.070863153140508e-08,2.344808798062128e-11,5.582719288540112e-08,3.8214474015733233e-08,1.2213870997341364e-12,1.06587151650021e-07,1.4367433798251755e-09,1.2658378326212951e-07,1.4342082076001128e-12,1.6011534609446757e-09,8.9759028549261055e-08,2.4253249344280167e-06,1.5269237345574049e-08,1.2946946086178589e-07,2.175435021049365e-08,2.0791241829156505e-09,2.2024270237075391e-09,5.0214873447469773e-12,1.5315246871015914e-06,1.4242108161652897e-08,2.9771873238576017e-17,4.1574596844491429e-06,4.1339528098394385e-08,6.0933828806189333e-09,9.3334660297941444e-10,2.4819517760253848e-06,8.7792290524409626e-10,3.1457321917224348e-07,4.5074829636571086e-07,1.5398618755205792e-10,2.3406316168903637e-08,6.7816575668969217e-09
0.0004564761008031914,0.0030969433912596987,2.5370282743702596e-10,1.5429912255006177e-10,1.0949841581320925e-08,1.2359095956201901e-07,8.0048485515294892e-06,0.0,0.0,6.9603213972551357e-07,1.5322567154444075e-07,4.5461492340673361e-09,1.5384341441742065e-10,7.1437522646625094e-13,5.3961463243400858e-28,3.4666187461975573e-21,4.9658653993301261e-14,3.2092237985202006e-07,1.3432136253954023e-06,7.3022042806752989e-19,1.9701877617646831e-23,6.0438444319722209e-12,4.2830860068744132e-19,2.1035650091962419e-15,2.3788969366086931e-08,1.7509341125789008e-09,2.4443666021004198e-11,1.7992413301139177e-13,1.4143450281014945e-05,1.9854237909143597e-08,9.6725855582104174e-12,1.3002529736827614e-11,2.1220108067462648e-16,8.1907161586702659e-12,4.976080447133607e-10,7.3046663518226489e-18,2.2683105665243352e-13,8.7738982974075701e-07,1.0706263968928943e-07,2.8529870064726483e-14,2.8519301220959614e-15,9.9227556485252647e-11,3.5952460949929142e-30,6.110357404813871e-10,8.0447516245683209e-12,3.0660779437516174e-11,4.6766370783253654e-16,4.0907608274319412e-12,1.055042465987563e-18,6.3268509094810812e-11,1.7785757645617e-15,8.0568014998472154e-18,1.8124711997222455e-31,7.3324771817290509e-27,8.8331648261704176e-12,1.7001875038701551e-15,5.6015568095988092e-11,1.3880573289347615e-20,8.207375420744026e-12,9.9024296540738962e-16,1.2055790244220527e-21,1.5000877036471749e-11,3.2135449634942096e-18,2.4727244995487481e-12,6.2859767073516832e-18,1.169265981861115e-21,3.198301485915145e-15,5.5401130952908243e-21,0.88168480800000004,0.0,0.0094433276843118984,0.10882813476876682,0.0010014188669530237,5.6663623439850353e-12,1.4060736284019504e-08,1.1106155670999066e-08,2.3446367159072348e-11,5.7899900103743533e-08,3.9629308124119631e-08,1.2212974832443694e-12,1.1052776005991453e-07,1.4899435682187295e-09,1.3126272488891246e-07,1.4340918720122885e-12,1.6604290440212907e-09,9.3076792043448416e-08,2.5222479750947091e-06,1.5832889798570167e-08,1.34254078772812e-07,2.255723210684321e-08,2.1558602065412e-09,2.2836967734533791e-09,5.2073856425179288e-12,1.5927086053171266e-06,1.476884226774489e-08,3.0870457964181226e-17,4.3234187798212904e-06,4.2868383450472904e-08,6.3205004915960298e-09,9.6783924772411636e-10,2.5810881598248166e-06,9.1313269659677626e-10,3.2719301134398227e-07,4.688275134216183e-07,1.5970327299106996e-10,2.4345131272742676e-08,7.0322856141403934e-09
0.00045943351423941914,0.0030969435549864917,2.6492333850985821e-10,1.6084573893031802e-10,1.135517547803136e-08,1.2907789379053836e-07,8.3246788805568951e-06,0.0,0.0,7.2331125886496706e-07,1.5985653474184853e-07,4.9175363652654263e-09,1.658773828450404e-10,7.7180770321886713e-13,9.3583389686029562e-29,3.8870504556218901e-21,5.3325103025392331e-14,3.3214145726017411e-07,1.401637434254437e-06,8.199435729976775e-19,2.2121203493553929e-23,6.5357374954270636e-12,4.4543357747061721e-19,2.257759374591863e-15,2.555775488390098e-08,1.8287512883101464e-09,2.647146434524388e-11,1.940029629340914e-13,1.4705962807448189e-05,2.1365423056718966e-08,9.8812416010469071e-12,1.3580700989196909e-11,2.2851116985964318e-16,8.8324228143815152e-12,5.118560027644559e-10,8.1935233873197266e-18,2.4347127331551247e-13,9.0805675507700935e-07,1.111402741182847e-07,2.9529183065857128e-14,2.9284180181089138e-15,1.0135907061896779e-10,3.7431895906462319e-30,6.6092558865592923e-10,8.6739250966614602e-12,3.2306860523027044e-11,4.9260323028919292e-16,4.4109071912055299e-12,1.1375914391842177e-18,6.8408033392381739e-11,2.0003481647836898e-15,9.0372366074981324e-18,2.133588389172747e-31,8.538283364073708e-27,9.4284797565638103e-12,1.8024266864056509e-15,6.0396760311107356e-11,1.5166488716056524e-20,8.8806901106441119e-12,1.0617193681268215e-15,1.3507414964573544e-21,1.5317619368251129e-11,3.2834037832875412e-18,2.6678796385646597e-12,6.7953479188921729e-18,1.3110820178715083e-21,3.5786678902708883e-15,6.1982160791381811e-21,0.88168480800000004,0.0,0.009442665808153226,0.10882726618477562,0.0010014741063055406,5.6659761148859328e-12,1.4578635839200922e-08,1.1516339809255193e-08,2.3444583617588676e-11,6.0038635937437447e-08,4.1088884123772293e-08,1.2212045997965926e-12,1.1459250380549429e-07,1.5448266549761625e-09,1.3608898345412161e-07,1.4339712982859777e-12,1.7215787103960222e-09,9.6499008599061126e-08,2.6227459065412356e-06,1.641423407303922e-08,1.391892531422108e-07,2.3385301528368013e-08,2.2350037282098431e-09,2.3675148845728848e-09,5.3991613889984552e-12,1.6561516778785784e-06,1.5312185527399355e-08,3.2003490819490072e-17,4.4954853911662671e-06,4.4445440881595868e-08,6.5549171567173756e-09,1.0034172861824618e-09,2.683876649823184e-06,9.4965126662777737e-10,3.4028212959523273e-07,4.875788027674853e-07,1.6560248387757997e-10,2.5318845865412639e-08,7.2908007086644984e-09
0.0004623909276756469,0.0030969437254741894,2.7662458532818616e-10,1.6765577422504764e-10,1.1773338447404696e-08,1.3480744760297653e-07,8.6563254273401875e-06,0.0,0.0,7.5155832401859295e-07,1.6677539552650463e-07,5.3184334315357538e-09,1.7880128261921985e-10,8.3368402306545753e-13,2.5040745430695145e-28,4.3563876579957708e-21,5.7238428537657159e-14,3.4366708575709861e-07,1.4625748702694127e-06,9.2035590316318779e-19,2.4824863644657755e-23,7.0661198229863125e-12,4.6319771087210969e-19,2.4222076951810089e-15,2.7452691209814781e-08,1.9099358217333377e-09,2.8662504935642876e-11,2.0912102966306314e-13,1.5289116593070748e-05,2.2983650296746628e-08,1.0107120810030337e-11,1.4183915024547345e-11,2.4604441461069546e-16,9.5215598019440089e-12,5.2704344235105636e-10,9.1874433914934032e-18,2.612194558205618e-13,9.3956113600317301e-07,1.1535578205944023e-07,3.0555952114749715e-14,3.0111452810427626e-15,1.0366658289202231e-10,3.8969643837652669e-30,7.1473888210528119e-10,9.3495038481338966e-12,3.407924186498651e-11,5.1948738362189862e-16,4.7546905044242366e-12,1.2262329795921818e-18,7.3948470691305311e-11,2.2490530411539382e-15,1.0132983208493254e-17,2.5001682522670382e-31,9.9369285170389562e-27,1.0068133964192667e-11,1.9123573922028352e-15,6.5101115853008297e-11,1.6586810893846373e-20,9.6085976932783024e-12,1.1380231386601142e-15,1.5128197374355607e-21,1.5660562309262196e-11,3.3589514972448711e-18,2.8776329910733494e-12,7.3448071738984971e-18,1.4696928614594449e-21,4.0032009941194639e-15,6.9326739577336228e-21,0.88168480800000004,0.0,0.0094419797822688899,0.10882636586041873,0.0010015312726476943,5.6655759183973081e-12,1.5112719497343046e-08,1.1939434184243655e-08,2.3442735462670994e-11,6.2244706614118836e-08,4.2594062158171297e-08,1.2211083598878136e-12,1.1878373274612468e-07,1.6014250347613952e-09,1.4106534115281591e-07,1.4338463451907215e-12,1.7846384508833039e-09,1.0002765027008335e-07,2.7269307225722609e-06,1.701360020911927e-08,1.4427781990857563e-07,2.4239027233415342e-08,2.3165995679249004e-09,2.4539286833980992e-09,5.5969274579981352e-12,1.7219249015062684e-06,1.5872453693714895e-08,3.3171611550459614e-17,4.6738498434850506e-06,4.6071616070218238e-08,6.7967826768351707e-09,1.0401011649268676e-09,2.7904313030859778e-06,9.8752041760792139e-10,3.538555814637925e-07,5.0702363204833428e-07,1.7168742320840544e-10,2.6328574738122268e-08,7.5573514589978472e-09
0.0004653483411118746,0.0030969439029880455,2.8882416129421642e-10,1.7473792056325354e-10,1.2204579494787592e-08,1.4078998635142045e-07,9.0001606014463029e-06,0.0,0.0,7.807988173709954e-07,1.739947671739345e-07,5.7510818840294851e-09,1.9267524182588862e-10,9.0032617561340256e-13,7.41047462265333e-28,4.8800841919253442e-21,6.1412666193137055e-14,3.5550168524825334e-07,1.5261298222621045e-06,1.0326783079096014e-18,2.7846087884347415e-23,7.6378329496998111e-12,4.8162210874914226e-19,2.5974781084267665e-15,2.9482002545455141e-08,1.9946139614933012e-09,3.102936226353084e-11,2.2534811297972231e-13,1.5893551245993634e-05,2.4715624991005358e-08,1.0351555841906183e-11,1.4813112744050268e-11,2.6488787732521844e-16,1.0261312405567541e-11,5.4324016505662681e-10,1.0298342602191205e-17,2.8013712134630856e-13,9.7190953680487552e-07,1.1971253984301365e-07,3.1610406567193566e-14,3.1005359536544522e-15,1.061637286061471e-10,4.0567836420539347e-30,7.7276751405512741e-10,1.0074598823646188e-11,3.5987624716036162e-11,5.4845718943256728e-16,5.1236979807427948e-12,1.3213760612391208e-18,7.9919271016783501e-11,2.5278493609101159e-15,1.1356984747844166e-17,2.8584967511216343e-31,1.1558167803448468e-26,1.0755628678290736e-11,2.0305093638820851e-15,7.0150300281733532e-11,1.8156200222881296e-20,1.0395396842459591e-11,1.2194363741504406e-15,1.693694985418082e-21,1.6031750832353778e-11,3.4406248789816595e-18,3.1029863205501263e-12,7.9373407317055574e-18,1.6470162331586488e-21,4.4768322804772106e-15,7.7520071082157945e-21,0.88168480800000004,0.0,0.0094412688687121153,0.10882543282281752,0.001001590418395832,5.6651613407762011e-12,1.5663284087485527e-08,1.2375682605570538e-08,2.3440820795929099e-11,6.4519384882681123e-08,4.4145677697067805e-08,1.2210086484866768e-12,1.2310372545112652e-07,1.6597701777724662e-09,1.4619449497773263e-07,1.4337168962142677e-12,1.8496432190077219e-09,1.0366462869676074e-07,2.8349164878840914e-06,1.7631307710001356e-08,1.4952252732536956e-07,2.5118862876745523e-08,2.4006911033377944e-09,2.5429839589480336e-09,5.8007934701800658e-12,1.7901006043611394e-06,1.6449953090696347e-08,3.4375439121728914e-17,4.8587059080704287e-06,4.7747797254307941e-08,7.0462436235727894e-09,1.0779106985481782e-09,2.9008682566006409e-06,1.0267827906410944e-09,3.679286769332464e-07,5.2718389963602438e-07,1.7796160164034418e-10,2.7375455050198691e-08,7.8320818840343354e-09
0.00046830575454810235,0.00309694408780209,3.0153992111174902e-10,1.8210094098058945e-10,1.2649140858674119e-08,1.4703625024876209e-07,9.3565639316249232e-06,0.0,0.0,8.1105810864930161e-07,1.8152768240597375e-07,6.2178809810306483e-09,2.0756283603125017e-10,9.7207670611220531e-13,1.7473898664301377e-28,5.4638779641406992e-21,6.5862355829254492e-14,3.6764725715043251e-07,1.5924098198339776e-06,1.1582629316346831e-18,3.1228604301400182e-23,8.2539092112156663e-12,5.0072836695929899e-19,2.7841573158609107e-15,3.1654358763692438e-08,2.08291413276806e-09,3.3585512389862842e-11,2.4275785917153295e-13,1.651991768725179e-05,2.6568379680389775e-08,1.0615976293423334e-11,1.5469251503117828e-11,2.8513429138426844e-16,1.1055044175985626e-11,5.6052070138100301e-10,1.1539409415448988e-17,3.002879078445967e-13,1.0051073744689013e-06,1.2421390881863197e-07,3.2692739213336119e-14,3.1970303133801551e-15,1.0886507473341782e-10,4.2228670714781049e-30,8.353232235108662e-10,1.0852495063401786e-11,3.8042399585524004e-11,5.7966252165167326e-16,5.5196060630203845e-12,1.4234523356868463e-18,8.6351844947581387e-11,2.8402493403524821e-15,1.2723543104028509e-17,3.3489290891644982e-31,1.3436111575248205e-26,1.1494744161945765e-11,2.1574319347610979e-15,7.5567193376147891e-11,1.9890856123854995e-20,1.1245706366836712e-11,1.3062524457545774e-15,1.895443753058637e-21,1.6433373279535504e-11,3.5288899597454049e-18,3.3450001142446415e-12,8.5761328103781371e-18,1.8451770373715961e-21,5.0050098809646322e-15,8.6656281055112272e-21,0.88168480800000004,0.0,0.0094405323172491867,0.1088244660827353,0.0010016515963683118,5.6647319461538131e-12,1.6230616431009564e-08,1.2825321448352848e-08,2.3438837701919149e-11,6.6863904760100399e-08,4.5744537913152298e-08,1.2209053704803698e-12,1.2755467906743219e-07,1.7198924934939229e-09,1.514790446832194e-07,1.4335828248697928e-12,1.9166267791123955e-09,1.0741178656875176e-07,2.946819269393051e-06,1.8267664087790366e-08,1.5492602364764517e-07,2.6025244936904494e-08,2.4873200715740641e-09,2.6347247528443404e-09,6.0108653168112972e-12,1.8607524042962108e-06,1.7044979261840031e-08,3.5615568877298931e-17,5.050250681037548e-06,4.9474841302523657e-08,7.3034427761492477e-09,1.1168649808594134e-09,3.0153056549136463e-06,1.0674818456659842e-09,3.8251702135502323e-07,5.4808192434966056e-07,1.8442842300070256e-10,2.8460645795501926e-08,8.1151307676753621e-09
0.0004712631679843301,0.003096944280199246,3.1478993858642733e-10,1.8975364589104919e-10,1.31072569898838e-08,1.5355735936074282e-07,9.7259218617548765e-06,0.0,0.0,8.4236137437077378e-07,1.893877103004198e-07,6.7213974396517261e-09,2.2353122149818922e-10,1.0492997447552085e-12,2.4999587476246212e-28,6.1141896686902411e-21,7.0602572359409031e-14,3.8010535570200811e-07,1.6615260827687017e-06,1.2986060398352527e-18,3.5004066426583853e-23,8.9175824656443121e-12,5.2053863173594466e-19,2.9828521207779103e-15,3.3978889832805352e-08,2.1749666790160216e-09,3.6345389641451413e-11,2.6142801123974151e-13,1.7168877722015453e-05,2.8549280512009972e-08,1.0901902682864342e-11,1.6153303130690095e-11,3.0688127393623708e-16,1.1906302997965009e-11,5.7896458020532346e-10,1.2925228204058708e-17,3.2173750915219133e-13,1.0391588401247687e-06,1.288632263576017e-07,3.3803103743338496e-14,3.3013009847017349e-15,1.1178617992715853e-10,4.3954410221041051e-30,9.0273873662024652e-10,1.1686658013807176e-11,4.0254688464066136e-11,6.1326254332137496e-16,5.9441835488872529e-12,1.5329174357273092e-18,9.3279671903842094e-11,3.1901553134531852e-15,1.4248446793816108e-17,3.9273677077676794e-31,1.5609861674536125e-26,1.2289560857282319e-11,2.2937359395960681e-15,8.137593135551944e-11,2.1808493217966674e-20,1.2164486639394066e-11,1.3987758505066808e-15,2.1203560231649002e-21,1.6867768952548135e-11,3.624248669949936e-18,3.6047959304991357e-12,9.2645771686155946e-18,2.0665279465028559e-21,5.5937474056178953e-15,9.6839260418461445e-21,0.88168480800000004,0.0,0.009439769365910556,0.10882346463529705,0.0010017148597138315,5.664287341092535e-12,1.6814992003486513e-08,1.3288578602285433e-08,2.3436784218407874e-11,6.9279456047134876e-08,4.739141790762191e-08,1.2207984389363853e-12,1.321386987822095e-07,1.7818211887527317e-09,1.569214802571555e-07,1.4334439794886044e-12,1.985621548054559e-09,1.112708887526143e-07,3.0627570581893606e-06,1.8922963353063696e-08,1.6049084431841238e-07,2.6958590561413082e-08,2.5765263634221648e-09,2.7291931409369339e-09,6.2272446632596429e-12,1.9339551612849418e-06,1.7657815563729086e-08,3.6892569588455432e-17,5.2486844459902235e-06,5.1253569623914617e-08,7.5685185311437258e-09,1.1569822925211571e-09,3.1338635681397733e-06,1.1096618382758086e-09,3.9763650723445294e-07,5.6974043346032932e-07,1.9109116916145465e-10,2.9585327180003426e-08,8.4066309876575424e-09
