Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848)
0.008302784380981101,0.003106220970832365,2.7433275476717859e-09,1.306425227501897e-09,5.9059821066032167e-08,0.0001261896327495527,0.0046952694685606306,-5.7782421914803778e-24,0.0,2.0504412120588766e-05,0.00045938198336677958,0.0017845424008001408,2.6590668359233722e-05,3.4535794816801843e-09,8.5973040212832177e-25,5.3692444594599032e-18,8.2330049772800448e-12,6.6874523169584277e-07,0.0012717456219281547,1.8841093363019801e-12,2.486895055511328e-17,1.1964344957990765e-06,2.1383074946907433e-16,4.3898546823410164e-14,4.4610512230783561e-05,1.5776263150748862e-08,8.3453244140171111e-06,3.4547605991061352e-10,0.0044610984745162841,2.2648159523130596e-05,8.6229595244456893e-09,1.6444807165246861e-10,8.6316386340175419e-12,1.6775490837274397e-08,1.9080753228277372e-05,1.7415927985680403e-11,2.7738274785618126e-11,1.6774397773218145e-06,6.6372173890881709e-07,6.6787249479412767e-14,2.5555725893759702e-12,8.1959480621544922e-08,2.4657746114551308e-26,0.00012050905833935329,1.3986003809806883e-08,1.5016502403090152e-05,2.5150979313456604e-12,7.3569130158744766e-09,1.9449583191821369e-15,7.064526427010151e-06,1.2501838710472818e-07,9.2774718502581453e-12,1.3501049811410929e-24,1.1103422886543159e-19,5.7742660111202647e-06,7.904827003373641e-12,8.9486041888913169e-08,3.7752970932693547e-14,5.9530380651124503e-06,1.2580847399913988e-13,8.1660173845907084e-16,9.1559799941828106e-09,2.626965388219e-15,3.7453592090682017e-09,3.1274205775111655e-14,3.5604756311228029e-15,1.4059180578864692e-09,2.42594260867999e-15,0.88168480800000004,0.0,0.0045706309451611941,0.1000454141548851,0.0013685101533106498,1.8864415856103124e-11,4.2910632595150986e-08,4.0255426319527287e-08,7.1542172528540771e-11,1.9285773475361763e-07,1.1126904115433432e-07,3.7265486040066772e-12,3.2777641436808738e-07,4.2842863586986652e-09,3.5725870925698618e-07,4.0106884559802437e-12,4.3763132229087352e-09,2.8372845250177952e-07,0.00042264294569811989,4.4795808691728971e-08,3.7570510342803306e-07,5.8560845726643332e-08,5.6386035395695149e-09,5.4747919668452479e-09,1.3724899832022393e-11,0.000592711385502788,4.2993417036282409e-08,7.4006907329975141e-17,0.0015119464124074581,1.1571218878997435e-07,1.3104078670312686e-08,2.7107572717876853e-09,0.00042081688813848443,3.220824296855835e-07,0.00011586853968400785,0.00015218230029739137,5.3195941767144604e-10,7.9028514943433149e-06,1.971047167840671e-08
0.008363421139277816,0.00310631957335802,2.7512292796731738e-09,1.3097480132797852e-09,5.9245158896547022e-08,0.00012718293621424205,0.0047384328848129632,-5.9188335460226259e-24,0.0,2.0603631950045112e-05,0.00046395004347354803,0.001811834297920496,2.7180430567142891e-05,3.4856611572872107e-09,8.7039950169657978e-25,5.4171385135258776e-18,8.2892744563318826e-12,6.6707321337342301e-07,0.0012788502312824836,1.9226057914897756e-12,2.529291689474104e-17,1.2127174535204773e-06,2.1544067274378682e-16,4.4062969897198984e-14,4.4742633222848173e-05,1.5790451747776491e-08,8.4786085760774114e-06,3.4821871574408802e-10,0.0044794320757502943,2.2660880881507124e-05,8.6853241099843302e-09,1.6505002065329272e-10,8.7441026177870135e-12,1.6915545830653303e-08,1.9275120236113984e-05,1.7751556726788186e-11,2.7985010395933836e-11,1.6721135738805126e-06,6.6414832907590569e-07,6.6742955801707252e-14,2.5708202367775166e-12,8.2500307770008648e-08,2.4982894789862685e-26,0.00012211682539499914,1.4090798762349423e-08,1.5248612812845137e-05,2.5371585210056765e-12,7.4106702840226989e-09,1.9598676989464988e-15,7.1334889368108393e-06,1.273032839022558e-07,9.436500995149899e-12,1.3782568422842901e-24,1.1373154879414314e-19,5.8552836669202246e-06,8.0154971194366703e-12,9.0095410196983817e-08,3.8457410510602755e-14,6.0554998269024288e-06,1.2615333507941849e-13,8.2734997895565843e-16,9.2018572399359651e-09,2.6442554617737499e-15,3.7676347402075592e-09,3.1546720516595288e-14,3.6296067538707985e-15,1.4236887891567949e-09,2.4566056319814655e-15,0.88168480800000004,0.0,0.0045474113047564817,0.099981122159195371,0.0013701665886182923,1.9033345761487634e-11,4.2848043629874238e-08,4.0214407929942437e-08,7.2134162003364091e-11,1.9253130583817159e-07,1.1103411018468003e-07,3.7573847165960075e-12,3.2721552599139813e-07,4.2759884994591217e-09,3.5640858194129643e-07,4.041148773576295e-12,4.3648916741407822e-09,2.8326023324893632e-07,0.00042268743926407128,4.4727653659690714e-08,3.7483426206994272e-07,5.843277323922976e-08,5.6265796357623172e-09,5.4594333246083654e-09,1.3689079889035099e-11,0.00059607376245342496,4.291845558741145e-08,7.3799292937690367e-17,0.0015202407597022637,1.1543846145312767e-07,1.3057003804273884e-08,2.704482932556928e-09,0.00042076172862716172,3.237956548435169e-07,0.00011648489346375195,0.00015288865288397933,5.3105902898535932e-10,7.9395325188215326e-06,1.9664874263629635e-08
0.00842405789757453,0.0031064185649981855,2.7591676190879422e-09,1.3130888503067735e-09,5.943152486352585e-08,0.00012817813151437914,0.0047817870168184572,-5.9671389036730191e-24,0.0,2.0702749101680801e-05,0.00046853056565269909,0.0018393563023166564,2.7780137262520243e-05,3.5178357836257892e-09,8.8118276904347328e-25,5.4653015085092266e-18,8.3456083443214393e-12,6.6541330408118069e-07,0.001285911789067238,1.9616928580885993e-12,2.572194080621416e-17,1.2291058223982499e-06,2.170534308633485e-16,4.4228054217320143e-14,4.4873496738691882e-05,1.5804606872279477e-08,8.6132065562260371e-06,3.5096683625911555e-10,0.0044975992722433083,2.2672703104188839e-05,8.747705392769024e-09,1.6565409891631081e-10,8.8572392936191707e-12,1.7056065937737412e-08,1.9469603707103229e-05,1.8091971651430862e-11,2.823179967443865e-11,1.6668211107693444e-06,6.6457427145332569e-07,6.6700275061710169e-14,2.5860521666849498e-12,8.304041191735164e-08,2.5310077943662964e-26,0.00012373438413260733,1.4195742803759363e-08,1.5482282327201706e-05,2.5592090619095064e-12,7.4644571077088369e-09,1.9747983926809785e-15,7.2024559432429486e-06,1.2961210206411334e-07,9.5974382258860523e-12,1.4068896567081743e-24,1.1648383339116822e-19,5.9366606044573682e-06,8.1271989211159958e-12,9.0704701677008412e-08,3.9170090565760011e-14,6.1591018126632406e-06,1.2647085007387282e-13,8.3816394491986088e-16,9.2475733548323709e-09,2.6615221702625663e-15,3.7899023075755498e-09,3.1819798562039239e-14,3.6997539175155531e-15,1.4415541978493119e-09,2.4874319997779896e-15,0.88168480800000004,0.0,0.0045242821472108938,0.099916704345526408,0.0013718117665876856,1.9202696706813136e-11,4.2785488925520382e-08,4.0173185298757535e-08,7.2726784572064071e-11,1.9220390721641668e-07,1.1079933393316621e-07,3.7882538076343996e-12,3.2665477700683338e-07,4.2676951801263614e-09,3.5555893469065265e-07,4.0715943111698161e-12,4.3534803490554775e-09,2.8279182701062086e-07,0.00042271292589433966,4.4659751768676134e-08,3.7396348369914764e-07,5.8305072156523756e-08,5.6145907919850322e-09,5.4441171209500116e-09,1.365329200958791e-11,0.00059942735659596037,4.2843544567756109e-08,7.3592252219799459e-17,0.0015285118381841017,1.1516493706018784e-07,1.3010197300760777e-08,2.6982089786424075e-09,0.00042068709464112501,3.2550466706751762e-07,0.00011709973155802165,0.00015359171957429974,5.3015596556142007e-10,7.9760429060812618e-06,1.9619279109137626e-08
0.008484694655871245,0.003106517944831999,2.7671420139078552e-09,1.3164473817429246e-09,5.9618904033127427e-08,0.0001291752160636519,0.0048253325479476975,-5.9576475187821553e-24,0.0,2.0801760423043313e-05,0.00047312334307692293,0.001867108703477769,2.838990909212996e-05,3.5501018838565332e-09,8.9208037825227106e-25,5.5137322567625982e-18,8.4020035963482347e-12,6.6376527546149693e-07,0.0012929300620978456,2.0013764471262179e-12,2.6156057302252481e-17,1.2455994108478564e-06,2.1866903073833369e-16,4.4393779975702253e-14,4.500310795952442e-05,1.5818723760194966e-08,8.7491232037050018e-06,3.5372030034433599e-10,0.0045156000438836804,2.2683636274057445e-05,8.8101004548742748e-09,1.6626025511714532e-10,8.9710459566074819e-12,1.7197048804492819e-08,1.9664190889937805e-05,1.8437217883601519e-11,2.8478627329507133e-11,1.661561757664008e-06,6.6499936890187602e-07,6.6659176714743612e-14,2.6012677557867833e-12,8.3579761743758341e-08,2.5639291792512172e-26,0.00012536170362922495,1.4300830990830231e-08,1.5717498769971114e-05,2.5812476991009492e-12,7.5182703420232004e-09,1.9897496639749779e-15,7.2714235825151059e-06,1.3194488137712776e-07,9.7602963334656986e-12,1.43600964123368e-24,1.1929195278400702e-19,6.0183895123637142e-06,8.2399348564165838e-12,9.1313879312905132e-08,3.9891035208496219e-14,6.2638506419265256e-06,1.26823325713989e-13,8.4904332256257341e-16,9.2931262436874164e-09,2.6787645167763642e-15,3.8121607674258976e-09,3.2093425000519387e-14,3.7709278291697921e-15,1.4595113857625527e-09,2.5184167137029378e-15,0.88168480800000004,0.0,0.0045012428685961064,0.099852159824182773,0.001373445709079991,1.9372449882962592e-11,4.2722952743224827e-08,4.0131746755736848e-08,7.3319962804499439e-11,1.9187548416010985e-07,1.1056467116733063e-07,3.819151843862753e-12,3.260940509105348e-07,4.2594048159938071e-09,3.5470963996474029e-07,4.1020205046213884e-12,4.3420776175469617e-09,2.8232313734578527e-07,0.00042271964911889709,4.4592085134461276e-08,3.7309264076309443e-07,5.8177718322534459e-08,5.6026346879001078e-09,5.4288410365991322e-09,1.3617531081380152e-11,0.00060277217519967953,4.2768668150005535e-08,7.3385753824959605e-17,0.0015367597105677129,1.1489157296546095e-07,1.2963651578555878e-08,2.6919344907027691e-09,0.00042059324268261487,3.2720949895245362e-07,0.00011771306569460591,0.00015429151524692364,5.2925007644255453e-10,8.0123834287702665e-06,1.9573679537536473e-08
0.00853926773833829,0.003106607717847728,2.7743493457920266e-09,1.319484898249424e-09,5.9788399401115599e-08,0.00013007420487694523,0.0048646877215327393,-5.8276457731772004e-24,0.0,2.0890777518763465e-05,0.00047726714652513271,0.0018922830796712343,2.8947409903428744e-05,3.5792183291480199e-09,9.0198748870924806e-25,5.5575477748061056e-18,8.4528092144371065e-12,6.6229202232002711e-07,0.0012992093076852256,2.037606697743866e-12,2.6551145928936254e-17,1.260533436646994e-06,2.2012550522944989e-16,4.4543465108693477e-14,4.5118691484447586e-05,1.5831392345038412e-08,8.8725795666890395e-06,3.5620288388376479e-10,0.0045316584234222895,2.2692724212997903e-05,8.8662653453083813e-09,1.6680752959257806e-10,9.0740407548303458e-12,1.7324327063139105e-08,1.9839397471779961e-05,1.8752108549884428e-11,2.8700792437240166e-11,1.6568561397075353e-06,6.6538107327924301e-07,6.6623515972279209e-14,2.6149472825758224e-12,8.4064505361720268e-08,2.5937317211087706e-26,0.00012683461008797963,1.4395529445683376e-08,1.5930505909105331e-05,2.6010707504536661e-12,7.5667222022646518e-09,2.0032227838553614e-15,7.3334918157087394e-06,1.3406490075200764e-07,9.9085217615364886e-12,1.4626396261628761e-24,1.2186776818526479e-19,6.0922403515126923e-06,8.3422833304297389e-12,9.1862011057991309e-08,4.0546970962017778e-14,6.3591105903381571e-06,1.2711491740268784e-13,8.5889042271057682e-16,9.333982512781089e-09,2.6942609625027136e-15,3.8321846388118612e-09,3.2340145189142355e-14,3.8358712372983608e-15,1.4757522867911655e-09,2.5464399972636585e-15,0.88168480800000004,0.0,0.0044805838786113744,0.099793960714232202,0.0013749066682690861,1.9525556105617154e-11,4.2666673215804082e-08,4.0094257914496039e-08,7.3854234200085152e-11,1.9157898306273469e-07,1.1035353838594989e-07,3.8469814853550806e-12,3.2558932262224943e-07,4.251944731621455e-09,3.5394547355683486e-07,4.129383759978174e-12,4.3318211967568064e-09,2.8190099620010721e-07,0.0004227098560128247,4.4531371789388563e-08,3.7230872442790332e-07,5.8063377271542662e-08,5.591900312728916e-09,5.4151250014963633e-09,1.3585365181095033e-11,0.00060577501375849588,4.2701296132337233e-08,7.3200343796632759e-17,0.0015441630032278198,1.1464564797679948e-07,1.2921977319477153e-08,2.6862862562614432e-09,0.00042049255393093287,3.2874029953500559e-07,0.0001182637899159853,0.00015491854656067878,5.284322376458582e-10,8.0449452844336582e-06,1.9532630780975632e-08
0.008588383512558629,0.003106688781218117,2.7808602089474802e-09,1.3222304633981027e-09,5.9941627905058719e-08,0.00013088459891131353,0.0049002407836666734,-5.7533562166461293e-24,0.0,2.097081550719661e-05,0.00048100478175504909,0.0019150999262972398,2.9456289069386487e-05,3.6054845050173323e-09,9.1098431608020041e-25,5.5971654610626659e-18,8.4985727182738994e-12,6.6097403474720931e-07,0.0013048303521181932,2.0706348166431219e-12,2.6910298433388048e-17,1.2740466642925312e-06,2.2143830756195251e-16,4.4678600239931386e-14,4.5221855790265096e-05,1.5842761476716699e-08,8.9846096302293858e-06,3.5844074763843304e-10,0.0045459956709812234,2.2700300478672681e-05,8.9168194194130489e-09,1.6730144866786151e-10,9.1671948311055843e-12,1.7439194796102597e-08,1.9997138671114815e-05,1.903891558867846e-11,2.8900747916372706e-11,1.6526432234382797e-06,6.657237707628173e-07,6.6592477981891331e-14,2.6272466980084446e-12,8.4500210824519172e-08,2.6206941203106726e-26,0.00012816694360321616,1.4480851316524921e-08,1.6123267429291658e-05,2.6189008321624723e-12,7.6103430176453888e-09,2.0153618673296113e-15,7.3893486815110713e-06,1.3598956048031065e-07,1.0043271642824224e-11,1.4869524463526705e-24,1.2422585979325184e-19,6.1589402488322411e-06,8.4351160903392691e-12,9.2355202160930635e-08,4.1143066302287251e-14,6.4456473200796239e-06,1.2738810355183021e-13,8.6779768968320987e-16,9.3706373235496006e-09,2.7081895741491532e-15,3.8501983012266684e-09,3.2562553442265132e-14,3.8950454465905298e-15,1.4904324096690103e-09,2.5717701832327362e-15,0.88168480800000004,0.0,0.0044620522791975394,0.099741492673885837,0.0013762137770755227,1.9663605696353785e-11,4.2616014661793658e-08,4.0060353664232556e-08,7.4335362226857356e-11,1.9131135401452773e-07,1.1016354595775168e-07,3.8720429448884699e-12,3.2513493703586773e-07,4.245230717908165e-09,3.532578093902786e-07,4.1539913487647513e-12,4.3225943449730454e-09,2.8152075206902887e-07,0.00042268835762655549,4.4476870208081704e-08,3.716029966096404e-07,5.7960680611700972e-08,5.5822591463539846e-09,5.4028054719650736e-09,1.3556428186556261e-11,0.00060847149806800651,4.2640665438202437e-08,7.3033811391152045e-17,0.0015508099699802036,1.1442437339997966e-07,1.2884641658798588e-08,2.681201333728329e-09,0.00042038895135287175,3.3011516543216063e-07,0.00011875841470943948,0.00015548062787899611,5.2769403660631718e-10,8.0741342744543916e-06,1.9495675548537422e-08
0.008637499286778968,0.003106770097648339,2.7873937654050827e-09,1.3249870182240525e-09,6.0095495208768626e-08,0.00013169622621682326,0.0049359205804503491,-5.7277524507670255e-24,0.0,2.1050778401723087e-05,0.00048475007692104732,0.0019380684012607053,2.9971989258226932e-05,3.6318079699111442e-09,9.2005666725624801e-25,5.6369564487588995e-18,8.5443709010588913e-12,6.5966345171184902e-07,0.0013104225868416917,2.1040649686999262e-12,2.7272854895535102e-17,1.2876285553582031e-06,2.2275298378531412e-16,4.4814121091266931e-14,4.5324207154181438e-05,1.5854097202065707e-08,9.0975131635198827e-06,3.6068189336708018e-10,0.004560223673376591,2.2707310972732216e-05,8.9673772004922896e-09,1.6779663930923442e-10,9.2607810525831872e-12,1.7554361706362201e-08,2.0154925180569709e-05,1.9328974040143675e-11,2.910070159265702e-11,1.6484509581066647e-06,6.6606557158025622e-07,6.6562424676343114e-14,2.6395342294101488e-12,8.4935364436099819e-08,2.6477890202030798e-26,0.00012950562252690649,1.4566258688975999e-08,1.6317021427423695e-05,2.6367197740714667e-12,7.6539754360758006e-09,2.0275131046826171e-15,7.445199130642662e-06,1.3793000562436687e-07,1.0179304616313488e-11,1.5115964685280635e-24,1.266222161614787e-19,6.2258578171967621e-06,8.5286312862927094e-12,9.2848251479575572e-08,4.1744623687357133e-14,6.5329481866524888e-06,1.2765562850798784e-13,8.7674728373423303e-16,9.4071811971977066e-09,2.7221003890904305e-15,3.8682038878621253e-09,3.2785294286291551e-14,3.9549126273198756e-15,1.505172160229834e-09,2.5972032427890571e-15,0.88168480800000004,0.0,0.0044435786246323061,0.099688940028084733,0.0013775135502776326,1.98018853111645e-11,4.2565341415013392e-08,4.0026287774900481e-08,7.4816715724781007e-11,1.9104296019747087e-07,1.0997355824701383e-07,3.8971161497894164e-12,3.2468036874501776e-07,4.2385159560071431e-09,3.5257016206788238e-07,4.1785780746917487e-12,4.3133703934634899e-09,2.8114015839577173e-07,0.00042265497214402463,4.4422492454269259e-08,3.7089701225287283e-07,5.7858170842103529e-08,5.5726355255267128e-09,5.3905083604938967e-09,1.3527500287959207e-11,0.00061116223363805286,4.2580030564823021e-08,7.2867582027561698e-17,0.001557441811393484,1.1420313214889657e-07,1.2847464301739911e-08,2.6761145171227793e-09,0.00042027318632545391,3.314873435332081e-07,0.00011925207251830443,0.0001560405881474128,5.2695372610669712e-10,8.1032131179525222e-06,1.9458706205848787e-08
0.008686615060999308,0.0031068516666045054,2.7939497363229993e-09,1.3277543821052379e-09,6.0249993731346989e-08,0.00013250908445499237,0.0049717274417257051,-5.7249663373041539e-24,0.0,2.1130664484297734e-05,0.00048850291460012961,0.001961188629311095,3.0494576187589905e-05,3.658187886676431e-09,9.2920791699152635e-25,5.6769199958063997e-18,8.5902020624217178e-12,6.5836016250424743e-07,0.0013159858903747824,2.1379003354546011e-12,2.763883384789433e-17,1.3012789901995916e-06,2.240695360032549e-16,4.4950017350999385e-14,4.5425748032576615e-05,1.5865397130388514e-08,9.2112925490127116e-06,3.6292625217186227e-10,0.0045743424099688509,2.2713760829966297e-05,9.0179370706139686e-09,1.6829307438946476e-10,9.3547973128787649e-12,1.7669826386485698e-08,2.0312750188096208e-05,1.9622308285776113e-11,2.9300645473856155e-11,1.6442790397539781e-06,6.6640637722041569e-07,6.6533340440350614e-14,2.6518095206692211e-12,8.5369949043248791e-08,2.675016184363651e-26,0.00013085062829624046,1.4651748776851359e-08,1.6511760961262246e-05,2.6545265727471874e-12,7.6976177104372866e-09,2.0396760830403732e-15,7.5010411320853627e-06,1.3988625367620149e-07,1.0316627394879661e-11,1.536575174090462e-24,1.2905733112122397e-19,6.2929890229862936e-06,8.6228299684508293e-12,9.3341138562743292e-08,4.2351653862868689e-14,6.6210166615628373e-06,1.2792309082907576e-13,8.8573901931823165e-16,9.4436129716015933e-09,2.7359928611545165e-15,3.8862007480026056e-09,3.3008359391595244e-14,4.015478584888148e-15,1.519971063867295e-09,2.6227383571178194e-15,0.88168480800000004,0.0,0.0044251626219903792,0.099636302367133056,0.0013788059978545864,1.9940384670734954e-11,4.2514645855393907e-08,3.9992054600553979e-08,7.5298252740326041e-11,1.9077377568550791e-07,1.0978355558066722e-07,3.9221989147491745e-12,3.2422556182850937e-07,4.2317996866349832e-09,3.5188247134908866e-07,4.203141486635254e-12,4.3041485736473924e-09,2.807591689687486e-07,0.00042260982358549283,4.4368229833281845e-08,3.7019071129403832e-07,5.7755836355629514e-08,5.5630283341780034e-09,5.3782325650001444e-09,1.3498579074897866e-11,0.00061384722203932209,4.2519383901600892e-08,7.2701640808175737e-17,0.001564058554347893,1.1398190401377043e-07,1.2810441612567817e-08,2.6710253735358397e-09,0.00042014538966021108,3.3285684944058147e-07,0.00011974476895641163,0.00015659843447709729,5.2621123463513622e-10,8.132182184212936e-06,1.942171960873913e-08
0.008735730835219647,0.0031069334875782205,2.8005278454667229e-09,1.3305323762672983e-09,6.0405115967962356e-08,0.00013332317107552313,0.0050076616898969417,-5.7278485861694356e-24,0.0,2.121047202736984e-05,0.00049226317571734936,0.0019844607285428831,3.1024115927116952e-05,3.6846234079345574e-09,9.3843399965246685e-25,5.7170553405763906e-18,8.6360644863321797e-12,6.5706405870666422e-07,0.0013215201418606932,2.1721440977552277e-12,2.8008253731389087e-17,1.314997845114834e-06,2.2538796600095555e-16,4.5086278772812945e-14,4.5526480820579719e-05,1.5876658905457499e-08,9.3259501235615225e-06,3.6517375426096357e-10,0.0045883518582825441,2.2719655138004167e-05,9.0684973981177839e-09,1.6879072685230311e-10,9.4492413343283866e-12,1.7785587391762468e-08,2.0470606874579035e-05,1.9918942712905043e-11,2.9500571599250292e-11,1.6401271709096633e-06,6.6674609059258501e-07,6.6505209794507329e-14,2.6640722108455172e-12,8.5803947399489615e-08,2.7023753683356625e-26,0.00013220194186447625,1.4737318760094207e-08,1.6707478983673563e-05,2.6723202212521337e-12,7.7412680774373757e-09,2.0518503849145107e-15,7.556872659993997e-06,1.4185832129260181e-07,1.0455246646125072e-11,1.5618920574941607e-24,1.3153170167692766e-19,6.3603298003759628e-06,8.7177131277309261e-12,9.3833842781453143e-08,4.2964167067616248e-14,6.70985620475535e-06,1.2818835937913413e-13,8.9477270661903017e-16,9.4799314748227009e-09,2.7498664411633494e-15,3.9041882211775039e-09,3.3231740339890083e-14,4.0767491395341958e-15,1.5348286840905978e-09,2.6483747728718892e-15,0.88168480800000004,0.0,0.0044068039842573622,0.099583579295128774,0.0013800911294437445,2.0079093424142426e-11,4.2463920529859749e-08,3.9957648625829638e-08,7.5779931133876262e-11,1.9050377526589164e-07,1.0959351877516331e-07,3.9472890447615885e-12,3.2377046168631456e-07,4.2250811687703676e-09,3.511946786149791e-07,4.2276791283757232e-12,4.2949281379018673e-09,2.8037773868677985e-07,0.00042255303481897869,4.4314073828061913e-08,3.6948403532506845e-07,5.7653665808920677e-08,5.5534364813796676e-09,5.3659770108707249e-09,1.3469662202693753e-11,0.0006165264643670749,4.2458718015086444e-08,7.2535973206635544e-17,0.0015706602243778043,1.1376066931744529e-07,1.2773570036787848e-08,2.6659334819917346e-09,0.00042000569099352741,3.342236983965667e-07,0.00012023650950801006,0.00015715417381143289,5.2546649264728166e-10,8.1610418338073926e-06,1.9384712699755264e-08
0.008784846609439987,0.003107015560040246,2.8071278193643789e-09,1.3333208236209863e-09,6.0560854478074285e-08,0.00013413848331811693,0.0050437236399454837,-5.7301893106224112e-24,0.0,2.129019929285358e-05,0.00049603073956172518,0.0020078848103506305,3.1560674895267658e-05,3.7111136755185363e-09,9.4773926342437775e-25,5.757361700779441e-18,8.6819564399708336e-12,6.5577503411996167e-07,0.0013270252210937042,2.2067994367018966e-12,2.838113290150681e-17,1.3287849923248014e-06,2.2670827523100683e-16,4.5222895163055578e-14,4.5626407854101837e-05,1.5887880203208178e-08,9.4414881776771376e-06,3.674243288857961e-10,0.0046022519941564368,2.2724998938475105e-05,9.1190565379741119e-09,1.6928956968544742e-10,9.5441108516005895e-12,1.7901643239399111e-08,2.0628488414169995e-05,2.0218901724565298e-11,2.9700472038808057e-11,1.6359950604096903e-06,6.6708461587183886e-07,6.6478017385666645e-14,2.6763219340418155e-12,8.6237342169768606e-08,2.7298663195915563e-26,0.00013355954369884067,1.4822965783104238e-08,1.690416834309968e-05,2.6900997090769544e-12,7.7849247568871719e-09,2.0640355879787983e-15,7.6126916937382885e-06,1.4384622428963857e-07,1.0595168993732794e-11,1.5875506308066536e-24,1.3404582872568328e-19,6.4278760517755514e-06,8.8132816943699187e-12,9.4326343323365648e-08,4.3582173023416562e-14,6.7994702641524994e-06,1.2845337961329409e-13,9.0384815144649561e-16,9.5161355252648959e-09,2.7637205770824147e-15,3.9221656363719614e-09,3.345542862065205e-14,4.1387301275214157e-15,1.5497445104220605e-09,2.6741116092089505e-15,0.88168480800000004,0.0,0.0043885024301838233,0.099530770429817089,0.0013813689543506777,2.021800115205168e-11,4.2413158146520462e-08,3.9923064461730286e-08,7.6261708593389096e-11,1.9023293441962976e-07,1.0940342912100853e-07,3.9723843358381349e-12,3.2331501499579245e-07,4.2183596790686551e-09,3.505067268181691e-07,4.2521885394750442e-12,4.2857083589361099e-09,2.7999582352595538e-07,0.00042248472758407289,4.4260016093023103e-08,3.687769275475956e-07,5.7551648114002017e-08,5.5438589005426582e-09,5.3537406501300381e-09,1.3440747390433399e-11,0.00061919996125595284,4.2398025642472729e-08,7.2370565056661687e-17,0.0015772468457103442,1.135394088971714e-07,1.2736846098363715e-08,2.6608384331176188e-09,0.00041985421881055366,3.3558790528977233e-07,0.00012072729953009469,0.00015770781293134438,5.2471943251236938e-10,8.18979241887111e-06,1.9347682505765097e-08
