Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639)
1.34217727e-07,0.0017724034099480097,1.5523952300889338e-20,8.2741279231938691e-22,1.4447888063407956e-19,8.0078672383091795e-21,1.5224495177332118e-19,0.0,0.0,1.9594171490977297e-16,1.6063023887990169e-20,6.395534596672439e-28,4.3370447141727418e-32,2.0155486518137908e-38,2.3459308495916137e-19,2.1233372460633471e-29,7.920853680775131e-17,2.8679126186289686e-19,3.0980455896659633e-33,6.3354190855254765e-36,4.6272514343952273e-17,1.0551598950210313e-25,4.0208325535243858e-36,8.4412601004101549e-27,9.7854628951396666e-23,1.2637402290731494e-34,4.3785500890740086e-16,3.9028979748298711e-30,5.3853641757116885e-17,3.1193306239637699e-32,5.07436837534191e-50,1.2017415720407916e-31,4.2723310868182002e-54,9.2026704100021928e-20,1.3442204730695674e-24,1.2433236274535806e-20,6.0528753674610499e-20,6.6794013294432707e-23,7.4814965143420888e-16,6.1767274579940333e-29,6.2102647157060274e-36,2.4232436417395719e-26,1.0497755220743745e-25,6.9692713791830993e-22,8.2142775865113734e-23,4.6139200272729659e-31,1.1276224677336323e-34,2.3097074875215948e-32,8.2280327421370554e-43,1.5257726311650419e-43,3.4018940980984687e-43,1.881417056114197e-73,8.9123672187353293e-62,9.8055173516273643e-31,1.1513557128862231e-25,1.9103466611710076e-25,1.8450303038857747e-30,5.5798142784857508e-39,9.7524653129560247e-26,1.585738301329504e-29,1.1742854463011777e-45,1.1750473673095866e-18,1.1603981304572077e-24,1.4467039854830801e-25,1.272646209513908e-30,9.5988904235171909e-44,5.0600406598468616e-44,7.2391269537222566e-39,0.88168480800000004,0.0,0.0094599999999975745,0.10884999999999552,5.2364509400844406e-17,5.0611660249356499e-17,1.622153292844582e-16,2.8865406139931798e-18,2.1742843592291966e-18,9.3211107458587632e-19,8.1149102260929797e-16,7.6322695664179244e-16,6.181376967361193e-17,5.2092958769341103e-17,7.529510043246797e-16,1.998193805827782e-17,3.1165088926303296e-19,2.1460725287937763e-18,1.272343155092206e-18,1.9123654638050212e-18,4.8719039469720942e-18,3.0271236112192687e-18,2.8005550720784913e-17,2.3831067292347234e-19,1.9751280096847392e-18,4.4025888103692678e-16,4.0463730414516061e-17,5.9171985928467333e-18,3.6367833549097404e-18,5.4011648982950281e-17,5.0896506467308007e-19,1.1511031230400472e-18,2.0910087248830718e-17
2.68435455e-07,0.001772403409948005,1.6832754083035782e-20,1.6762270209956226e-21,2.133843955232086e-19,1.8103012323239405e-20,4.8033896133694692e-19,0.0,0.0,4.0599279222921734e-16,6.6514876756196271e-20,3.1533341118820483e-27,1.1130328593217339e-31,9.2441511096105536e-38,5.5674873746830798e-19,5.108137293325818e-29,8.3207218124464704e-17,6.3533036981216681e-19,3.4436999383581454e-33,6.6587033732038188e-36,9.8579347088209885e-17,7.8865690590091387e-25,4.7141464039754318e-36,3.3305928757042627e-26,3.8282478012058534e-22,4.2309566595063804e-34,9.5181125898681797e-16,2.5080287460305966e-29,5.4622802182347094e-17,6.7471293824874045e-32,5.6527738786401209e-50,6.5708353818796262e-31,2.7616687999483277e-53,4.0904098574437509e-19,3.4597447901872123e-24,2.5925233032516623e-20,1.3251131875990702e-19,2.7948924215114387e-22,1.5433773223314551e-15,2.0698411704884331e-28,1.3313487008546045e-35,2.2461738898075313e-25,6.6859374928764451e-25,1.930068251472457e-21,1.1946504451244625e-22,1.9987338869923428e-30,2.4667749681996123e-34,1.0347072037250094e-31,1.9400441059127362e-42,2.8967140950387181e-42,3.2339593873116549e-42,1.8300850650755532e-72,3.0271960703388549e-61,6.557349169834667e-30,4.905921423746062e-25,1.6848857595955744e-24,4.1656623137925723e-30,1.5516823257259275e-38,4.3412630524481775e-25,7.0047570419941517e-29,5.260637440272609e-45,4.9064454553731345e-18,1.2616469109420651e-24,3.0970850919874453e-25,2.7804389718817339e-30,4.2796310991755447e-43,9.2882029814318742e-43,3.1982337899529852e-38,0.88168480800000004,0.0,0.0094599999999951459,0.1088499999999905,5.851621460746559e-17,5.9665548504596211e-17,1.7193293525686026e-16,4.8822300771719028e-18,3.5881301838352149e-18,1.3335782574470723e-18,1.5772710049174523e-15,1.5236390404275386e-15,1.255893918962847e-16,1.0587157459373161e-16,1.654442605251725e-15,3.5115180770924535e-17,7.2717111266972956e-19,6.8479366085529485e-18,4.5314248697262264e-18,6.3491796600211357e-18,1.3333849846958821e-17,8.4454274529905902e-18,3.293154816724933e-17,3.007381781386927e-19,3.7439605698365728e-18,8.8933271513844085e-16,9.3132772289067644e-17,1.7591358885278917e-17,7.8215204572304311e-18,1.9503765367407121e-16,1.0058785753391875e-18,3.5177116572203558e-18,8.1997169189408571e-17
5.36870911e-07,0.0017724034099479958,1.8873458069733669e-20,3.1150080294931211e-21,3.098295342094726e-19,4.074105438458306e-20,1.4331097945632276e-18,0.0,0.0,8.5733598148936335e-16,2.7959322153266195e-19,1.6196121437707436e-26,2.8906557888455035e-31,3.9742124020150134e-37,1.4290539734152641e-18,1.3195258201735813e-28,8.8125615779012374e-17,1.3736130381790017e-18,3.8877515826439568e-33,7.0528351172920265e-36,2.1026906524284078e-16,7.3259886612075889e-24,5.678712813176776e-36,1.6018409518965142e-25,1.8317279350179866e-21,1.3317305591937139e-33,1.9829929219380275e-15,1.4826663587518056e-28,5.5989849439201705e-17,1.4498815217644027e-31,6.3852120067025246e-50,3.7990870758049297e-30,1.9595652279833396e-52,1.7279803935167852e-18,9.033231618337365e-24,5.358455613825091e-20,2.9990694937840272e-19,1.1430832591224544e-21,3.1232246121246141e-15,6.1733416895620459e-28,2.8482149995075922e-35,2.1366018603453996e-24,4.2824639365930433e-24,6.1134225281387176e-21,2.0263885489623696e-22,8.3977796058577732e-30,5.337982746343328e-34,4.6194753654867529e-31,4.3463669713296064e-42,5.5928676734099142e-41,3.1249031941281604e-41,1.9217332821798935e-71,9.6220911242097323e-61,4.2347047951630251e-29,2.0249344171677126e-24,1.3342641309273583e-23,9.7544276252871779e-30,4.9289207933855661e-38,1.8391601012034472e-24,3.0706483130302529e-28,2.3486354251338451e-44,1.9960865284752323e-17,1.4595622722968918e-24,6.7456650342353348e-25,5.8146706306585955e-30,1.8161079803412442e-42,1.7188142049488744e-41,1.4020956785817253e-37,0.88168480800000004,0.0,0.00945999999999028,0.10884999999998017,6.9467649321087953e-17,7.6483809850851157e-17,1.8282188114080436e-16,8.967741963310902e-18,6.4843420165704576e-18,2.0414639214196163e-18,2.9475447921404925e-15,2.9403626433784189e-15,2.5617612550106163e-16,2.1606463189909448e-16,3.4586201160965645e-15,6.1794127636907166e-17,1.6523777506326364e-18,2.2878218584925471e-17,1.7230168394167034e-17,2.2100750321651746e-17,3.9103424113781656e-17,2.3326347540264622e-17,4.2388825760802404e-17,4.3244162508253164e-19,8.1313084642006776e-18,1.7525118763071193e-15,2.2604140683855301e-16,4.5961194828005581e-17,1.7074488704927087e-17,6.2932076659663702e-16,1.9946878532920553e-18,1.1038323372163754e-17,2.9881765774429703e-16
8.053063670000001e-07,0.0017724034099479862,2.0840526487319915e-20,4.3568448313264967e-21,4.093078093006641e-19,6.5738525089852689e-20,2.6917907770223503e-18,0.0,0.0,1.3391270672745294e-15,6.1241338074271435e-19,3.9747119444252957e-26,4.8673180269253984e-31,8.6313683679239837e-37,2.5824274120391047e-18,2.3891759501509156e-28,9.2825482713437753e-17,2.151269392314889e-18,4.4403085674070627e-33,-1.7714308867272985e-34,3.28807464720139e-16,2.2545012638880443e-23,6.2857315776668068e-36,3.7351941305560762e-25,4.2642965699282341e-21,2.5911214071185945e-33,3.0145731793819628e-15,3.6794739226609313e-28,5.7341177645090782e-17,2.2730795526573079e-31,6.5153430307745056e-50,9.7145599910403823e-30,5.7479715949210994e-52,3.7305442833366354e-18,1.5451306200590882e-23,8.1911443528064273e-20,4.9121143455433592e-19,2.4398329798369605e-21,4.6923426005687628e-15,1.1073120909828125e-27,-1.3161601918921198e-34,6.5720696587477171e-24,1.1153401961390036e-23,1.2157264976721172e-20,2.9275964570404412e-22,1.8177502686833016e-29,8.396154748725528e-34,1.0397462558344057e-30,6.9114575808963046e-42,2.2007762105989232e-40,9.6724607162523673e-41,7.0802619826043455e-71,1.977501924384783e-60,1.1623623358412955e-28,4.333691726200334e-24,3.7027261409394863e-23,1.6324246520631927e-29,9.8217425388333803e-38,3.9774548373945929e-24,6.8379807899573998e-28,5.2862890217246714e-44,4.2519323114475348e-17,1.6560044192912687e-24,1.0754909646061576e-24,8.8556023250214876e-30,3.9330420812098258e-42,6.862786521023388e-41,3.1223683694912256e-37,0.88168480800000004,0.0,0.0094599999999854054,0.10884999999996967,7.9586009582095013e-17,9.2285374608135168e-17,1.9297910932737429e-16,1.3146773722626012e-17,9.4485592237592501e-18,2.7276377536198517e-18,4.2143327443030204e-15,4.2718016489117634e-15,3.8977491151548771e-16,3.2887016068198625e-16,5.2562788199719044e-15,8.7660568149158162e-17,2.6255901177712882e-18,4.5055656076955255e-17,3.631886577082326e-17,4.4318483277766267e-17,7.372737080928281e-17,4.075191225594287e-17,5.1487856053306621e-17,5.7459597674476554e-19,1.3311960644171108e-17,2.5823548401739523e-15,3.8467566172795688e-16,7.654680278504291e-17,2.7210180378753846e-17,1.1595146663857266e-15,2.9794652699914238e-18,2.0813179094296413e-17,5.9220632297746978e-16
9.999999999999997e-07,0.001772403409947966,2.2261809809930403e-20,5.0908411722037542e-21,5.0006225937689133e-19,8.7278505818692995e-20,4.1628661267804438e-18,0.0,0.0,1.7315484618276759e-15,1.0488646830628354e-18,8.1382319133583481e-26,7.265828794162755e-31,1.4345235827876771e-36,3.9536678305622543e-18,3.6616191431676995e-28,9.6227557373649168e-17,2.7722985623634376e-18,4.7536827088318886e-33,-1.0999805846689073e-34,4.243598555170631e-16,5.6881452323910216e-23,7.355679199366315e-36,6.6014424338574663e-25,7.528323690727592e-21,4.1949114414205829e-33,3.7631295284366033e-15,7.0236950126380752e-28,5.8307001748448138e-17,2.937373034496043e-31,7.310865351595202e-50,2.0098508668265283e-29,1.4838722807885545e-51,6.1706335770882241e-18,2.0658720602095301e-23,1.0341090610867622e-19,6.6603192071740127e-19,3.994234893734154e-21,5.8149952666141349e-15,1.5486570840736472e-27,-5.4918895159204256e-35,1.690198300333803e-23,2.2409445133224635e-23,1.9513597612533217e-20,3.6475967258078455e-22,3.0303849687081983e-29,1.0876809521156607e-33,1.8392972915933942e-30,8.9950181066960795e-42,8.6536642251530165e-40,2.5176580474988543e-40,2.8060607633704174e-70,3.3466612937045853e-60,2.6108586413372763e-28,7.1057401054832331e-24,7.8418247941702707e-23,2.2607353660812483e-29,1.5825955860360513e-37,6.5940058092987051e-24,1.1900527778816238e-27,9.3513831208801633e-44,6.9515694835913855e-17,1.7965321839550313e-24,1.4209177730100428e-24,1.1065818873361076e-29,6.5347711566236646e-42,2.9420794736665587e-40,5.4341032081394563e-37,0.88168480800000004,0.0,0.0094599999999818562,0.10884999999996187,8.6345158015814979e-17,1.0271966966594818e-16,2.0024613503734808e-16,1.6311627322314058e-17,1.16955042385308e-17,3.2369118181718365e-18,5.0610204017568314e-15,5.151272083427989e-15,4.9098261838666631e-16,4.1441371053889858e-16,6.5497941717269738e-15,1.0687390386862189e-16,3.3735318806045373e-18,6.9396181379221001e-17,5.9945114682303623e-17,6.8987089080274633e-17,1.1175588233975789e-16,5.5059650853868334e-17,5.7614362916950414e-17,6.949907888106094e-19,1.8071837198738407e-17,3.1402039775535413e-15,5.3225417879082213e-16,1.0027805785263526e-16,3.5928597222892841e-17,1.6072417682966361e-15,3.6880396910657388e-18,3.0113351258283802e-17,8.8014133365017704e-16
1.342177279e-06,0.001772403409947966,2.4759738748463982e-20,6.3808518769571928e-21,6.5956470589102507e-19,1.2513537808480882e-19,6.7483053762714581e-18,0.0,0.0,2.421235550925148e-15,1.8159350630372328e-18,1.545568709707091e-25,1.1481251123795298e-30,2.438745236000801e-36,6.363645537768909e-18,5.897959093065066e-28,1.0220675983778932e-16,3.8637675966222073e-18,5.3044429436142372e-33,8.0104422744093863e-36,5.9229476217544481e-16,1.172283127781046e-22,9.2361298346763058e-36,1.1638921216545953e-24,1.3264905321917e-20,7.0135989432598054e-33,5.0787296882923272e-15,1.290121887055898e-27,6.0004453578726699e-17,4.1048798120444111e-31,8.7090089833501833e-50,3.8348470153387278e-29,3.0815868368254908e-51,1.0459130854515642e-17,2.9810837510470011e-23,1.4119656705936659e-19,9.7328181557521109e-19,6.7261219573945034e-21,7.7880758887703947e-15,2.3243282064882977e-27,7.9877568409348302e-35,3.5056976497951757e-23,4.2192127111555699e-23,3.2442473847233044e-20,4.9130091024216193e-22,5.1616105033177546e-29,1.5236601298059928e-33,3.2445214564619145e-30,1.2656910179715127e-41,1.9994721600726462e-39,5.2425327291144037e-40,6.493391199786303e-70,5.7529815225289527e-60,5.1566148472229049e-28,1.1977660964237692e-23,1.5116359111761842e-22,3.3650018342571544e-29,2.6378460044694636e-37,1.1192637403640351e-23,2.0798037814274694e-27,1.6495853211116688e-43,1.1696226448575136e-16,2.0435120537928842e-24,2.0280110999566723e-24,1.4950311000084165e-29,1.1107353022823141e-41,6.9066867142577879e-40,9.4970154085510542e-37,0.88168480800000004,0.0,0.0094599999999756181,0.1088499999999482,9.8224473141684647e-17,1.2105811574736476e-16,2.130180528733149e-16,2.1873909850446927e-17,1.5644547252264822e-17,4.1319694067970851e-18,6.5490879585958872e-15,6.6969559129742318e-15,6.6885683654874445e-16,5.6475791376222233e-16,8.8231687890072371e-15,1.4064165906275106e-16,4.6880518950147939e-18,1.1217505703644382e-16,1.0146863777310281e-16,1.123425716410523e-16,1.7859162010586204e-16,8.0205737999314025e-17,6.8381800023517038e-17,9.0658666158579649e-19,2.6437398941672953e-17,4.1206330597980819e-15,7.9162586254499225e-16,1.4198613099893962e-16,5.1251358973993655e-17,2.3941295524823222e-15,4.9333709514475825e-18,4.6458557602575271e-17,1.3861918755331937e-15
1.8790481910000001e-06,0.0017724034099479461,2.8739063358002174e-20,8.146029242228342e-21,9.6056002909485823e-19,1.9407834791527997e-19,1.2656028677232546e-17,0.0,0.0,3.6200057992344659e-15,3.6153251853371563e-18,3.6789836785219589e-25,2.1373715772858615e-30,4.6593141395758934e-36,1.1926712053761549e-17,1.1061851323089886e-27,1.1160252661037547e-16,5.7336940744613424e-18,6.850843680377818e-33,4.8849519400263201e-35,8.8145866958246201e-16,3.0595144718843341e-22,1.2252716749547112e-35,2.3214224389965705e-24,2.6439662300027689e-20,1.3944184499839033e-32,7.1441148341605683e-15,2.7860408284075974e-27,6.2630776702028727e-17,6.1175631500654624e-31,1.0666091047819955e-49,8.9498638246992873e-29,8.5201062100317606e-51,1.9900495977039459e-17,4.4831523867931991e-23,2.0307652952351216e-19,1.5585469912820726e-18,1.2666031416279201e-20,1.0841832422287803e-14,3.7598059452830344e-27,2.5671882789093554e-34,9.3618402776264239e-23,9.3430657768935419e-23,6.141224509154251e-20,7.0163808207686006e-22,9.9221741938950346e-29,2.2785331194432256e-33,6.6700929353548942e-30,1.9007358575485913e-41,6.7919114972241078e-39,1.4119701817037577e-39,2.2194244104526359e-69,1.2090463474107614e-59,1.3066697227717163e-27,2.2578063301520888e-23,3.448147418346973e-22,5.5413122097324533e-29,5.0229073919039812e-37,2.1349940142685369e-23,4.1975218291081343e-27,3.3912222777109494e-43,2.2005263582408573e-16,2.4257484530582719e-24,3.134811785871817e-24,2.105290818904232e-29,2.1251943114523798e-41,2.4208120898167996e-39,1.9167305512236555e-36,0.88168480800000004,0.0,0.0094599999999657979,0.10884999999992649,1.1606842126964061e-16,1.4784469019203674e-16,2.3289838245823582e-16,3.0965293259584592e-17,2.2103651121560718e-17,5.5919414270019065e-18,8.7850229332522554e-15,8.9552675849613992e-15,9.5966704269969068e-16,8.1075192560734308e-16,1.2361852681115059e-14,1.9576617426397902e-16,6.8502662953870116e-18,2.0116925776736028e-16,1.9476899946313089e-16,2.023648310232598e-16,3.1919721064897886e-16,1.2167078485436952e-16,8.4086741820443005e-17,1.2889801837536185e-18,4.1960299619840063e-17,5.5483051362856466e-15,1.2764085620495936e-15,2.1073212524645525e-16,7.9296590603159448e-17,3.7056410567327604e-15,6.8718252854538669e-18,7.6198802936941049e-17,2.319535320722004e-15
2.4159191030000004e-06,0.001772403409947926,3.2816989107502118e-20,9.7742449809747755e-21,1.308912041892317e-18,2.728039717071593e-19,2.0706218081944445e-17,0.0,0.0,4.9342719942218755e-15,6.0679911143691451e-18,7.1538376381956754e-25,3.4481501891419855e-30,7.5254712318206777e-36,1.9555610677825216e-17,1.8144654930437344e-27,1.2101490895542248e-16,7.7613272236923915e-18,7.8510903823707351e-33,6.588773860392257e-35,1.1957076402026847e-15,6.1849446177804029e-22,1.6407660628879092e-35,3.8459443863626771e-24,4.3786528058933441e-20,2.4063282888277346e-32,9.2109862666950815e-15,4.9461724801456618e-27,6.5221387247500674e-17,8.3078388141262145e-31,1.2993897634256563e-49,1.6889022074989621e-28,1.9693973059284142e-50,3.2044349898038457e-17,6.0112742238870996e-23,2.6751604646645707e-19,2.2506452306251502e-18,2.0221072278364645e-20,1.3854175758675417e-14,5.4103722262783995e-27,4.3741475296103692e-34,1.9331643020783402e-22,1.6678804730209513e-22,9.9370010816668655e-20,9.1932427889560627e-22,1.6122929833092919e-28,3.1030911920282181e-33,1.1488040272802391e-29,2.5962902345277602e-41,1.6830943238522449e-38,2.9577450124174603e-39,6.7734928213283881e-69,2.2315958051509087e-59,2.6550516234137485e-27,3.6066091328688303e-23,6.2646792177557631e-22,8.1854662487545678e-29,8.1992049350548179e-37,3.4452160596072123e-23,7.112020666167358e-27,5.8407749705142798e-43,3.5112362527742834e-16,2.8027992940789726e-24,4.3975914990583198e-24,2.7161527278667123e-29,3.4434133880660521e-41,6.4271471168763825e-39,3.2476037345787952e-36,0.88168480800000004,0.0,0.0094599999999559429,0.10884999999990462,1.3349159305596361e-16,1.7322377388959216e-16,2.5262860725253081e-16,4.0416295236029445e-17,2.8821490990776789e-17,7.1118569497846701e-18,1.0968631871388987e-14,1.109532587546739e-14,1.2620559387224232e-15,1.0666840475419383e-15,1.5872693066019517e-14,2.5319654891427736e-16,9.1081182542852365e-18,3.1158265508298002e-16,3.1718917084491212e-16,3.1326227755302138e-16,4.9561091135358386e-16,1.6394276763024397e-16,9.870686183064535e-17,1.7239773412326552e-18,5.9552251795138683e-17,6.8751458000240591e-15,1.8284101070219929e-15,2.8256342873025725e-16,1.1155634273372869e-16,5.0488172371413554e-15,8.7950310925563722e-18,1.0866374894383317e-16,3.345771021247543e-15
3.4896609270000005e-06,0.0017724034099478863,4.1265234545111276e-20,1.2914270080890143e-20,2.1097051997308913e-18,4.5413769636057105e-19,4.268253989815716e-17,0.0,0.0,7.8314352715052351e-15,1.2683057652008797e-17,1.8533667132171934e-24,6.6953008007235259e-30,1.4774822853773338e-35,4.0491026353561271e-17,3.758384011425275e-27,1.3988153398601275e-16,1.2187645908608195e-17,1.0176917548435574e-32,2.199790897280033e-35,1.8815742551490556e-15,1.6262114832259411e-21,2.6063721904684288e-35,7.7528986249441808e-24,8.8233239006278361e-20,5.4527877696486268e-32,1.3348995229978474e-14,1.1107969678860264e-26,7.0321231627441891e-17,1.3098924193541411e-30,1.6790138949498692e-49,4.1170206179114201e-28,7.3647703537959026e-50,6.2644201964673703e-17,9.0790942318042908e-23,4.0229582706611183e-19,3.8964885374321304e-18,3.9005036153262866e-20,1.9783456059878166e-14,9.2146156829280815e-27,3.1478528204073601e-34,5.2479150362501671e-22,3.6875590173221488e-22,1.9686213707282271e-19,1.3633089233083341e-21,3.1962861954459885e-28,4.9136180855223773e-33,2.4925189785578894e-29,4.1334407312886437e-41,5.9589780713445011e-38,8.383206410313521e-39,5.2066799007593841e-68,5.8549239539005154e-59,7.3926102994279464e-27,6.9610540591062928e-23,1.4113247616344343e-21,1.4642920528886968e-28,1.6637070663276252e-36,6.7576439065804962e-23,1.502943032351177e-26,1.2672526569606481e-42,6.7691205345972415e-16,3.5449726147604189e-24,7.2897400466348644e-24,3.9391923857974226e-29,6.8247379911367186e-41,2.7715410632863716e-38,6.8630099865870893e-36,0.88168480800000004,0.0,0.0094599999999361497,0.10884999999986066,1.6781412367797789e-16,2.2180777584045e-16,2.9174580174077435e-16,6.0148719094296306e-17,4.285108139171626e-17,1.0292908970856838e-17,1.5270703025847612e-14,1.5192717903708059e-14,1.8935691442307307e-15,1.6013606634014147e-15,2.283021038913321e-14,3.734877732619347e-16,1.3843694450998603e-17,5.8196765257388796e-16,6.3266575525765031e-16,5.8173813160108008e-16,9.3251971016919081e-16,2.4888978634393995e-16,1.256864115302457e-16,2.7236603723253377e-18,9.8705600797383706e-17,9.318943076114252e-15,3.0615184983697037e-15,4.3327543923659509e-16,1.8654979743173945e-16,7.7534856621325487e-15,1.2606305178150636e-17,1.7731987700547995e-16,5.525756559353612e-15
4.5634027510000006e-06,0.0017724034099478466,5.0209776580905759e-20,1.6002704907611868e-20,3.0681470516375942e-18,6.7402149851243428e-19,7.4769326955620614e-17,0.0,0.0,1.1147251606539792e-14,2.2171917587816293e-17,3.8452636601118534e-24,1.1182194739345978e-29,2.4403362609078023e-35,7.1208587952930489e-17,6.6108659969382992e-27,1.5881672213515818e-16,1.7196441628702468e-17,1.2980553334197565e-32,4.3929110879063484e-35,2.6558717025511351e-15,3.3353168412822872e-21,3.8913180143206843e-35,1.2999872922151383e-23,1.4791367362286512e-19,1.0373466643734925e-31,1.7494527638384427e-14,2.047072181426452e-26,7.5295697904104102e-17,1.8523575412439167e-30,2.1586298502654379e-49,8.0591402259319179e-28,1.890142089644706e-49,1.0310204562437656e-16,1.2140775138442888e-22,5.4620556097622359e-19,5.9640564614818489e-18,6.3418498353074694e-20,2.5565229134337884e-14,1.3804005599601432e-26,2.9702915801366944e-34,1.1031696602431341e-21,6.5922161564499963e-22,3.2840212994787604e-19,1.814536242881117e-21,5.3238617821941322e-28,6.9736342818430918e-33,4.4909214129579751e-29,5.9002925790740429e-41,1.5241962292509172e-37,1.8260847841598818e-38,1.7250480715780608e-67,1.2080816059611589e-58,1.6072898560652393e-26,1.1321976702294958e-22,2.5522508903539613e-21,2.3007878525391521e-28,2.844953112326713e-36,1.1155309016521954e-22,2.6448495065103191e-26,2.2832861846525524e-42,1.1002260096685152e-15,4.2687123319459269e-24,1.0753825225736622e-23,5.1643792300365133e-29,1.1386510006099276e-40,7.9862458541435726e-38,1.2077425155874323e-35,0.88168480800000004,0.0,0.0094599999999162264,0.10884999999981639,2.0154451046985684e-16,2.6780803786891856e-16,3.30332666353364e-16,8.1167986870036254e-17,5.7796722839101224e-17,1.3693787466046485e-17,1.9499095725247781e-14,1.9072899927646327e-14,2.5665104285195008e-15,2.1712232724018941e-15,2.9688496470690403e-14,5.0223126893027991e-16,1.8920127582571944e-17,9.29502669463682e-16,1.0607376408715607e-15,9.2154875991008266e-16,1.5010895279995858e-15,3.3373747160957536e-16,1.4940658735925168e-16,3.9330214240680565e-18,1.4321256833695055e-16,1.1460398245280881e-14,4.468924369357577e-15,5.9490438341266805e-16,2.7854882060808478e-16,1.0459390671913931e-14,1.636323805225124e-17,2.4987494608453012e-16,7.8397570037386761e-15
6.710886399000001e-06,0.0017724034099477692,6.9897994626878465e-20,2.2620459281055126e-20,5.4568062643023299e-18,1.2549081937946319e-18,1.8228621439135256e-16,0.0,0.0,1.9125960088628104e-14,5.2891312807053629e-17,1.2977939442424767e-23,2.6522422105844929e-29,5.1505547675715667e-35,1.7472912022921102e-16,1.6224167516678086e-26,1.9694517802931737e-16,2.9141113361733633e-17,2.0713564524301301e-32,1.5770641394295267e-35,4.4802733141383437e-15,1.0270036397223556e-20,7.6664030416117504e-35,2.7845759729598803e-23,3.1674863479254172e-19,2.9712283006364945e-31,2.5819729783351932e-14,5.3484660077557992e-26,8.4853964801712504e-17,3.1373831492808442e-30,3.402811295500791e-49,2.3270343954100566e-27,-5.101773278623983e-47,2.160354780192801e-16,1.8167020783831258e-22,8.6266670742308066e-19,1.1615860055992498e-17,1.2927328585737368e-19,3.6667570047332959e-14,2.5480053815366412e-26,6.0831147064969142e-34,3.5422277398133006e-21,1.5308471144346889e-21,7.0267101644389265e-19,2.7058648125523799e-21,1.1395394973813995e-27,1.1884576786822727e-32,1.1342976986437752e-28,1.0246741562957747e-40,7.8370281065081508e-37,6.4753349780870537e-38,-8.0583777646234202e-56,3.7381466306459188e-58,5.5995643476190177e-26,2.3088184172133864e-22,6.0106859092792108e-21,4.6831115926466115e-28,6.4712618586244103e-36,2.3528887202398e-22,6.3252266611298182e-26,5.7670306344818635e-42,2.2418440438914952e-15,5.6585830886632432e-24,1.9495743894206491e-23,7.6240436472559286e-29,2.4644720070290726e-40,5.0291730893536921e-37,2.888359209290702e-35,0.88168480800000004,0.0,0.0094599999998759669,0.10884999999972741,2.6781224246737897e-16,3.5601730676349205e-16,4.0582832812047459e-16,1.2727848019698751e-16,9.0528555139811312e-17,2.1194676508685886e-17,2.7806961109996848e-14,2.651406729503919e-14,4.043462259091943e-15,3.4200557752115813e-15,4.30935941721024e-14,7.8659346680638556e-16,3.0155485043740111e-17,1.8738930639069835e-15,2.2972416310897115e-15,1.8228715108706047e-15,3.0671868503540722e-15,5.0077965625722142e-16,1.8884059113791667e-16,7.1071418037205207e-18,2.4182464882994361e-16,1.5003138019333847e-14,7.5979932054883014e-15,9.5282121053138691e-16,5.2446673333654214e-16,1.5787657208147753e-14,2.3706525315704816e-17,3.9682014470264848e-16,1.2535758970257591e-14
