Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907),S(1869),S(306),S(1017),S(1020),S(2655),S(2670),S(2747),S(971),C3H5O(975),S(3034),S(276)
0.0,0.0029593719298915263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.0029593719298915263,3.4007488974339701e-26,2.6990740700162737e-34,1.309309765079395e-34,4.3094348226140905e-34,1.0766008474739343e-42,0.0,0.0,4.6940599268778532e-23,5.5990717440174326e-35,7.3888092218646587e-40,9.2365710653973915e-47,1.6323021623055483e-50,2.7739707207796635e-61,4.0413981239006232e-50,1.2249575947722852e-39,3.8117199957946038e-23,1.1393749642301053e-34,-1.4240484516169453e-83,2.0205510775767748e-81,4.5752998394509472e-54,3.5681869651248731e-52,2.869772590994592e-34,9.3816872799913658e-48,7.3375321209640208e-37,2.312003924242643e-62,1.7528005233698187e-51,1.1874213446134966e-30,4.602980167149961e-34,2.1811038885646599e-22,4.5694068689594345e-46,9.1053468983308023e-63,5.3392909549004875e-59,3.3233445635363773e-46,7.9066275728005187e-76,5.0670576337886558e-57,8.1499515714592017e-31,4.7436588404343302e-42,1.256006404841891e-43,5.0382216796037636e-45,1.3929998882390852e-29,3.770832532368435e-58,2.3495195192604157e-62,8.7096181091266131e-55,1.2762280893579985e-49,1.3047332136354317e-42,1.2910050128930688e-58,2.4348639749582825e-60,1.0211884032635567e-59,2.585300715266032e-89,4.6065388769953418e-81,-7.0075027478923753e-116,-5.0106612581548713e-109,4.488274598746602e-56,4.7976477717340233e-53,6.3811392586981301e-62,4.4388855450758669e-71,1.1039199221292457e-58,4.9031874470050758e-70,1.0632162810614148e-75,7.0904777118430076e-40,4.2288250421042983e-42,7.0793690415929001e-53,6.742649227816384e-54,3.4056434705697478e-79,2.7250533154307933e-81,-4.4676183919616331e-82,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.5368061197449389e-22,2.1811039507902489e-22,2.5368061460547725e-22,9.1527654534625674e-30,6.6536737515037588e-30,7.8693963831276357e-30,1.9710709560799669e-38,3.8134223146888457e-24,5.8722465338740674e-39,1.0575845807621695e-30,5.466413314378525e-45,1.6285627041966526e-45,3.1734809845507067e-24,1.39245824470736e-40,1.5867404922692694e-24,8.8010828713790599e-31,4.4005413951831052e-31,4.8992638815787125e-39,1.3587233389398919e-45,9.0656347889161427e-54,2.1156302223329221e-59,2.8375951094310489e-25,4.211270915761031e-54,6.4247552829798844e-54,1.0238008462083478e-32,1.3486694811737816e-42,8.3055108957449613e-40,1.1587858437288749e-40,4.9220167481625881e-47,1.077948521602983e-52,2.9894977376968904e-59,5.4415910317744213e-39,1.6641522475245663e-67,6.7365156306144282e-40,1.8682523134350168e-46,2.7408663159481329e-68,1.1536620939877698e-74,4.9437074583406861e-56,8.7470304700130415e-34,6.7377921157677779e-40,1.8686063397727313e-46,2.4337857246919212e-47,9.4903722532721777e-46,2.5120044781546915e-64,1.9065268743391244e-66,3.6295856079521583e-74,2.4926402561145019e-81,2.8335633576370662e-91,8.4572573241345101e-70,1.9428608290374122e-72,4.6100861306072272e-76,9.5273640413051435e-66
3.0000000000000002e-15,0.0029593719298915263,1.1173889306554738e-25,9.4508282045910913e-34,8.6040355239755726e-34,1.8889825717367076e-33,1.0150807929207391e-41,0.0,0.0,1.5423339939644384e-22,3.6793900218713853e-34,4.8554889599868762e-39,8.7087484304952885e-46,1.5390277021096401e-49,2.6154511997129523e-60,2.6557755721720113e-49,8.0496967041305147e-39,1.252422265856005e-22,7.4873211455422876e-34,8.4222289375248558e-82,2.4824404906789185e-80,4.3139662996654546e-53,3.3642896805844268e-51,9.4291881691287385e-34,8.8455908213695534e-47,4.8218067889125766e-36,2.8552543789797099e-61,1.6526403152279366e-50,7.8030543892488247e-30,3.0248154522812811e-33,7.1664837359333589e-22,4.3082974903217836e-45,1.3787890953564862e-61,6.5597387353282503e-58,4.082891281225159e-45,9.7588851885994323e-75,4.7775151228895521e-56,5.3556824232386211e-30,4.4725926912198585e-41,1.1842194151256649e-42,4.7516973579126299e-44,9.1539989999708081e-29,2.4780644006336015e-57,3.5584813879180276e-61,1.0702763124786384e-53,1.5679373008146541e-48,1.2301769624115421e-41,1.5860917142345712e-57,2.9912559407649932e-59,1.2546028082009458e-58,4.6537907177761493e-88,6.9760603031279589e-80,3.7439926248341776e-114,2.8964473496772621e-101,5.5167654909588885e-55,5.8955611816991854e-52,9.6646081891530613e-61,6.7217279166845101e-70,1.6716316473416154e-57,8.8256265912394913e-69,1.6096941112168107e-74,6.6853074327779556e-39,3.9870829732254012e-41,8.6975101700513497e-52,8.2837130728120505e-53,4.2569515243190386e-78,5.6836210506536128e-80,3.1396536773306595e-80,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,8.3352198006592362e-22,7.1664841448443578e-22,8.3352199735524198e-22,6.014674334232351e-29,4.3724141258681414e-29,5.1713175326329382e-29,1.8584381116247017e-37,1.2529812691508662e-23,5.5366890155944891e-38,6.9498405346543643e-30,6.7158785292536194e-44,2.0008054226452908e-44,1.0427148915452364e-23,1.3128890710402808e-39,5.2135744576863785e-24,5.7835679360928776e-30,2.8917839298547158e-30,4.6193048437303987e-38,1.6692883451671207e-44,1.3727953127936537e-52,3.8081325043271929e-58,9.3235265664576493e-25,5.6502538433433475e-53,1.0455725799472708e-52,6.727834054802493e-32,1.2716026448695136e-41,7.8309088750962468e-39,1.0925694034706829e-39,4.6407636332154048e-46,1.324337760167603e-51,4.5269564626740725e-58,5.1306418171882398e-38,2.9954754677233409e-66,6.351570657180563e-39,2.2952810471502099e-45,4.9335617394521557e-67,2.4062105081913495e-73,7.48618460605197e-55,5.7480484070780839e-33,6.3527741727417854e-39,2.2957159907030889e-45,2.990079157791712e-46,8.9470578716104521e-45,4.8003763881930429e-63,4.1880445506690063e-65,9.0100901354131514e-73,6.8999177779156785e-80,8.6532220558442741e-90,1.7633875228569935e-68,4.6059489025227079e-71,1.2246312879613073e-74,1.4427068326166004e-64
7e-15,0.0029593719298915263,2.4776885448231655e-25,2.4704071844759586e-33,4.6761059975023619e-33,7.2324293326374851e-33,1.6395091888195445e-40,0.0,0.0,3.4199581023803477e-22,1.9996685561381159e-33,2.6388023263383619e-38,1.4065673243297034e-44,2.4857621710382794e-48,4.2242476919175665e-59,1.443355094517487e-48,4.3747480524315011e-38,2.7771101227884031e-22,4.0691961051068841e-33,1.6249306292007224e-80,1.2557150111721562e-78,6.9680404447677885e-52,5.4338244500493272e-50,2.0907783986623871e-33,1.4286968786508837e-45,2.6205470496396256e-35,1.5339875596198641e-59,2.6692618699471205e-49,4.24078985931766e-29,1.6439211368511734e-32,1.5890895698641055e-21,6.9585470796866794e-44,2.2765752447171728e-59,3.3182406707804065e-56,2.0647287045437195e-43,5.6527135475437015e-73,7.7164114582943577e-55,2.9106968347423878e-29,7.2239144407945442e-40,1.91246885454866e-41,7.6736363857526984e-43,4.9749985172047806e-28,1.3468140450744632e-56,5.8766853402762766e-59,5.4132194638490771e-52,7.9308416350905346e-47,1.986921184120089e-40,8.0226635650615463e-56,1.5121186780855502e-57,6.345950765791998e-57,2.5934643822107858e-85,1.1531981990335694e-77,1.3668639976050498e-111,2.7124167471102069e-99,2.7899015602375725e-53,2.9818428239287934e-50,1.5960720293981402e-58,1.1100675039297505e-67,2.760258598610002e-55,4.9125268125424135e-66,2.6505786854238428e-72,1.0797782413117359e-37,6.4383381431966025e-40,4.3993197775681335e-50,4.1893308743014157e-51,3.2449846030929557e-76,1.0926659119509409e-76,5.7707660718618896e-78,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.8482441929854609e-21,1.5890897920982801e-21,1.848244286949133e-21,3.2688443698210378e-28,2.3763118350473099e-28,2.8104983387538216e-28,3.0016558985266778e-36,2.7783475279974634e-23,8.942583162085267e-37,3.7770837244810471e-29,3.3969809072216244e-42,1.012034175403112e-42,2.3121050731793196e-23,2.1205128304915061e-38,1.1560525365680859e-23,3.1432405861772034e-29,1.5716202314033878e-29,7.4608609059694388e-37,8.4434734335449864e-43,2.2671643682181534e-50,2.1201437526795481e-55,2.0673905307899831e-24,3.7303462434100678e-51,2.2868765223952251e-50,3.6564312777118875e-31,2.0538307848506366e-40,1.2648083636963524e-37,1.7646635526075926e-38,7.4956102144952204e-45,6.6987462105380072e-50,7.4763790396939653e-56,8.2867467958800373e-37,1.6677332631717095e-63,1.0258730862564013e-37,1.1609829553824666e-43,2.7467645641504689e-64,4.6269851479498075e-70,1.2363480476811899e-52,3.1239386885690345e-32,1.0260674314179769e-37,1.1612029371338593e-43,1.5124210468166222e-44,1.4435958458525554e-43,3.502192044474262e-60,1.0636348304504302e-61,8.1005309179175381e-69,2.2253046975796772e-75,1.0118741777672481e-84,3.3687106718974875e-65,3.0937915280717833e-67,2.9365003942066129e-70,2.382439355714431e-62
1.5e-14,0.0029593719298915263,5.1982879136517479e-25,6.6555516563382998e-33,2.0687090983428101e-32,2.7133036098027355e-32,1.5247741718056915e-39,0.0,0.0,7.1752066696313563e-22,8.8465341773236427e-33,1.1673691342622485e-37,1.3080938784163818e-43,2.311804356197153e-47,3.9284803746807496e-58,6.385394158203521e-48,1.9353245217437338e-37,5.8264854767630207e-22,1.8002122322296982e-32,2.913669931602733e-79,2.4151200716778688e-77,6.4805698520144691e-51,5.0535395347712231e-49,4.3863716860339321e-33,1.3287148098846782e-44,1.1593299278599653e-34,3.2086626980510046e-58,2.4824597679655824e-48,1.8761250151442157e-28,7.2727048708651544e-32,3.3339710481932742e-21,6.4715703797387264e-43,8.9286522976099812e-58,6.3825265942489602e-55,3.9697090536503305e-42,1.5606577662133396e-71,7.176412216787489e-54,1.2876921809121491e-28,6.718375479491508e-39,1.7783038038130473e-40,7.1369763219744426e-42,2.2009386537145153e-27,5.9583566755784756e-56,2.3056590675301697e-57,1.0411519346806087e-50,1.525309355034726e-45,1.8478725192040544e-39,1.5429675177315002e-54,2.9056121620091824e-56,1.2204925707155118e-55,2.060041689791589e-83,4.5305140956831909e-76,1.0379242975616495e-109,1.2074742223935611e-97,5.3659321809193398e-52,5.735126971844578e-49,6.2620427382026564e-57,4.3548751920081099e-66,1.082654764200832e-53,3.8955557877655213e-64,1.0354444190127436e-70,1.0042137303260104e-36,5.985726253154029e-39,8.4610485503705035e-49,8.0552114924064625e-50,1.3452159061744054e-74,1.7429587040422448e-74,6.1167225471577589e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.87768802069783e-21,3.3339720313567861e-21,3.8776884363929822e-21,1.4461364721170638e-27,1.0512802162804328e-27,1.2433642296850609e-27,2.7915915839181027e-35,5.8290732569116245e-23,8.3167577299911905e-36,1.6709792509293985e-28,6.5332803359048595e-41,1.9464060235722543e-41,4.8508798054456657e-23,1.9721138834172045e-37,2.4254399026274882e-23,1.3905675354471234e-28,6.9528371035532408e-29,6.9387168199462671e-36,1.6238974108933055e-41,8.894510593175367e-49,1.681757668310247e-53,4.3374658472961154e-24,7.7295229253372467e-50,9.6624750724774685e-49,1.6176049960340561e-30,1.91010094115623e-39,1.1762924880519622e-36,1.641167914161887e-37,6.9711658179161231e-44,1.2883635833644767e-48,2.9331998535958398e-54,7.7068050288929373e-36,1.3229257566798797e-61,9.5407857507930715e-37,2.2328707339242097e-42,2.1788652918194837e-62,7.3831451465686635e-68,4.8504736354020817e-51,1.3820299885056175e-31,9.5425926013770651e-37,2.2332937628854623e-42,2.9087776864187946e-43,1.3404032181801648e-42,2.9039716627759535e-58,1.7738451158978342e-59,2.7096712053943769e-66,1.4909318695574728e-72,1.3568914172279838e-81,5.3264098941889084e-63,9.8036035365347262e-65,1.8638579328036876e-67,9.3457101022399162e-61
3.1e-14,0.0029593719298915263,1.0639487213275915e-24,1.9563823917339602e-32,8.622737061264894e-32,1.0378910640971822e-31,1.2869067187239077e-38,0.0,0.0,1.4685705205808676e-21,3.6873894147888931e-32,4.8654956537954585e-37,1.1039626060344733e-42,1.9511573218181447e-46,3.3153836965833593e-57,2.6615359812445958e-47,8.0662470482348567e-37,1.1925234745151818e-21,7.5035960824744703e-32,4.9850245043631872e-78,4.1063558066440298e-76,5.4697748348779149e-50,4.265147459170202e-48,8.9770548115345918e-33,1.121433002492414e-43,4.8322876892981437e-34,6.3217767159101203e-57,2.0951856529354738e-47,7.8200113450312989e-28,3.0313878194169261e-31,6.8237303480060512e-21,5.461980103040205e-42,3.0460886421558761e-56,1.0854020628012488e-53,6.7450170082793842e-41,5.8651885250694983e-70,6.056889020249979e-53,5.3673237467509822e-28,5.6702972683751779e-38,1.5003418518646362e-39,6.0242954719801348e-41,9.1738887642738294e-27,2.4835554941288103e-55,7.871845733833884e-56,1.7703935786303797e-49,2.5933720640370926e-44,1.5595990031879635e-38,2.6233895418336284e-53,4.9315181067024026e-55,2.0751123281091048e-54,1.4132036659116063e-81,1.5508546261960726e-74,7.2326026336098276e-108,4.3073171229503857e-96,9.124338071522157e-51,9.7521053619308991e-48,2.1379587391583758e-55,1.4865359403043649e-64,3.6941853460838914e-52,2.663443048371636e-62,3.505045623053556e-69,8.4755428270002591e-36,5.0485494513832186e-38,1.4385702721295721e-47,1.3689058959075308e-48,7.1763347074340666e-73,2.3858560503442228e-72,7.4066992529598732e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.9365732836172155e-21,6.8237344459983816e-21,7.9365750163056973e-21,6.0277456053852969e-27,4.3819173052463786e-27,5.1825560378092574e-27,2.3560909694008968e-34,1.1930497559767463e-22,7.0193095614528291e-35,6.9649105055053765e-28,1.110803558521987e-39,3.3093260226499196e-40,9.9284067460863839e-23,1.6644562371830703e-36,4.9642033726460118e-23,5.7961097796177354e-28,2.8980544056243284e-28,5.8562263366559576e-35,2.7609789513967801e-40,3.036316480793587e-47,1.1505447663583753e-51,8.8776147531698017e-24,1.3639567087800064e-48,3.4260094387931331e-47,6.7424567978686842e-30,1.6121217434492037e-38,9.9278395423044647e-36,1.3851392611085701e-36,5.8838312365673225e-43,2.190572902103611e-47,1.0013573073796126e-52,6.5044896160844082e-35,9.0510099714795789e-60,8.0523639682432088e-36,3.7963711141949293e-41,1.4907062739400905e-60,1.0113117564809857e-65,1.6558377274964924e-49,5.7605369401071228e-31,8.0538879592844548e-36,3.7970901786540077e-41,4.9455633236792734e-42,1.1277205521840938e-41,1.9515667685135346e-56,2.3876090273157737e-57,7.2996997527079014e-64,8.0358897038628256e-70,1.4629526466826177e-78,7.1656354186254637e-61,2.6342494547501686e-62,1.0018914960607404e-64,3.1896332993309169e-59
6.300000000000001e-14,0.0029593719298915263,2.1521888060345927e-24,6.353230444407006e-32,3.5138108307469919e-31,4.0452070460857986e-31,1.0532625176685287e-37,0.0,0.0,2.9706707884852977e-21,1.5026315040223196e-31,1.9824710748587838e-36,9.0342453579995028e-42,1.596912747839264e-45,2.7130566888914985e-56,1.0845845379609223e-46,3.286616056042047e-36,2.4122727523689812e-21,3.0577552709770829e-31,8.2352143429813656e-77,6.737222822460485e-75,4.47698162314505e-49,3.4907384601965556e-47,1.8156407707609077e-32,9.1783142770272724e-43,1.9691828640048483e-33,1.319516103753834e-55,1.7147846260132361e-46,3.18669426180997e-27,1.2353054947973049e-30,1.3803234320280736e-20,4.4703082151798122e-41,9.9939058315946374e-55,1.7814687102263183e-52,1.1051598128556472e-39,3.0684567293306088e-68,4.95724723922647e-52,2.1872128803451942e-27,4.6408273937676022e-37,1.2270612503334843e-38,4.9317075306770571e-40,3.7384048550632803e-26,1.0120634482456286e-54,2.5865412317913334e-54,2.9051880871501859e-48,4.2547152001168033e-43,1.2764426704202556e-37,4.3039445019084086e-52,8.0624066531588759e-54,3.4044458294316752e-53,9.3409871499589489e-80,5.1225450596221553e-73,4.8041869216050573e-106,1.4568378070632928e-94,1.4972922085632623e-49,1.6003024836126385e-46,7.0249908503202752e-54,4.8826246990490728e-63,1.2124254882431636e-50,1.7487694749824087e-60,1.1324058378505862e-67,6.9367610805406973e-35,4.1264320399636525e-37,2.3601344697972815e-46,2.2436732228866005e-47,4.3822634525347627e-71,3.1339921924020143e-70,9.3942807693348099e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.6054334239446393e-20,1.3803251019790327e-20,1.6054341300237163e-20,2.4563371896545379e-26,1.7856541419086918e-26,2.1119181333358681e-26,1.9283190343797594e-33,2.4133237546738338e-22,5.7448880543279472e-34,2.8382216770324687e-27,1.8223889788820353e-38,5.4292977966639737e-39,2.0083370532722389e-22,1.3622588735488593e-35,1.0041685264743485e-22,2.3619322768946175e-27,1.1809657421725912e-27,4.7929370555565674e-34,4.5296431959410697e-39,9.9741403688184677e-46,7.5635231681775827e-50,1.795790565628796e-23,2.2802611560175076e-47,1.1474723428164403e-45,2.7475863783029637e-29,1.3194330163282107e-37,8.1253128100226595e-35,1.1336546301918568e-35,4.8158860441422592e-42,3.5940828918110859e-46,3.2897458169223142e-51,5.3235020019210045e-34,5.9505975019210771e-58,6.5903486910404565e-35,6.2283168941599537e-40,9.8006722428594832e-59,1.3301820603098798e-63,5.4395564451390411e-48,2.3474468188735955e-30,6.5915943816235796e-35,6.2294960070935925e-40,8.1136846415167642e-41,9.1719091713727205e-41,1.1795990511755869e-54,2.8887496086347892e-55,1.7670807721947246e-61,3.89140580779373e-67,1.4170279791184527e-75,9.1000497064136964e-59,6.6669941654038366e-60,5.0715370793343517e-62,1.0473127088550369e-57
1.2700000000000001e-13,0.0029593719298915263,4.3286698745401993e-24,2.2407703140021183e-31,1.4179804434277692e-30,1.5956619749128567e-30,8.5153875719453037e-37,0.0,0.0,5.9748735669607582e-21,6.0637997936654454e-31,7.9981932417036854e-36,7.3022324063883054e-41,1.2910636513624232e-44,2.1927936063103574e-55,4.3767419306069402e-46,1.325956800259879e-35,4.8517690047824643e-21,1.2339417767775703e-30,1.3378876502872916e-75,1.0904337972106619e-73,3.619963436734946e-48,2.8221006844861766e-46,3.6507063614841574e-32,7.4204590668602384e-42,7.9465381575398546e-33,3.0398022679709009e-54,1.3863484108605862e-45,1.2859729183749862e-26,4.9850040035284115e-30,2.7762183755677518e-20,3.6141056446715788e-40,3.2280064769386032e-53,2.8855213360376957e-51,1.7839512201446225e-38,1.8574914802937236e-66,4.0078473719061217e-51,8.8263871746344021e-27,3.7520037073816633e-36,9.9062200396857288e-38,3.989035674680878e-39,1.5086116269700004e-25,4.0841302866282635e-54,8.3794695351614591e-53,4.703860178658003e-47,6.8857801471422788e-42,1.0319691414341067e-36,6.9653949847411626e-51,1.2957474300963688e-52,5.5096927400735196e-52,6.1163233384002634e-78,1.6768349523049426e-71,3.1287906000562864e-104,4.8571261837227937e-93,2.4243087279945059e-48,2.5910796296944467e-45,2.2758837997394942e-52,1.5805951950725715e-61,3.9186827299486517e-49,1.1299782095887031e-58,3.5495996966072357e-66,5.6082043593999444e-34,3.3272257515751802e-36,3.8196133706113652e-45,3.6241316330533526e-46,2.7789029341965758e-69,4.0506040727074654e-68,1.1996808140194964e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.2289817871160898e-20,2.7762251145492656e-20,3.2289846364571943e-20,9.9124158758668762e-26,7.2059140128557434e-26,8.5225315548127637e-26,1.5589824418067548e-32,4.853828305490983e-22,4.6445601100130882e-33,1.1453369046367345e-26,2.9493074070114425e-37,8.7866475531893088e-38,4.0392937734792192e-22,1.1013436268521113e-34,2.0196468860872476e-22,9.5313521478299412e-27,4.7656728701843378e-27,3.8748789657154823e-33,7.3305593844295371e-38,3.2295630002389091e-44,4.8991684834315804e-48,3.6118459827408315e-23,3.7255142428293337e-46,3.7523025822475588e-44,1.1087742023999629e-28,1.0667312963160382e-36,6.5690026974047466e-34,9.1652451970141249e-35,3.8940078289226289e-41,5.8172823900943255e-45,1.0654185870712871e-49,4.3038238429391565e-33,3.8551795951739568e-56,5.3280348543461161e-34,1.0079665252578716e-38,6.349512943022169e-57,1.7237548650354686e-61,1.7614337586615059e-46,9.472982804095581e-30,5.3290393609319665e-34,1.0081571598434694e-38,1.3130890009455324e-39,7.3234672015036069e-40,6.4471063714225136e-53,3.1604824420986268e-53,3.8681631629501297e-59,1.7040403007313228e-64,1.241164292878899e-72,1.1031569287989888e-56,1.6046093021916849e-57,2.4410939391684955e-59,3.3881246064449423e-56
2.55e-13,0.0029593719298915263,8.6816356076213095e-24,8.3559772397415832e-31,5.6963415822228475e-30,6.3366587598239403e-30,6.84694062204386e-36,0.0,0.0,1.1983288094504005e-20,2.4359682727285802e-30,3.211471793325697e-35,5.8686719350006443e-40,1.0380951005826999e-43,1.7621066167535402e-54,1.7581990824360158e-45,5.3239299617661244e-35,9.7307522964468049e-21,4.9570192266826362e-30,2.1563947585459343e-74,1.754521453853226e-72,2.9113720479555121e-47,2.2690258721339212e-45,7.3176204143154292e-32,5.9665464569605347e-41,3.1923012616094977e-32,7.7408863014140468e-53,1.1146911669277114e-44,5.1660275473836968e-26,2.002579813330653e-29,5.5679848591868193e-20,2.9059233194596197e-39,1.0335380958758639e-51,4.6498490884365451e-50,2.8551635100347073e-37,1.1708661030000871e-64,3.2226186666837993e-50,3.5457560998569929e-26,3.0168623737346697e-35,7.9423860264196192e-37,3.2104451657398959e-38,6.0604061980255541e-25,1.6406830579670402e-53,2.6989552600324051e-51,7.5742167552477549e-46,1.1077502999343142e-40,8.2976298932430632e-36,1.1205399309685039e-49,2.0559660071347518e-51,8.8636512841852855e-51,4.0211311221790328e-76,5.5124588820915244e-70,2.0196541615136219e-102,1.6315155454634978e-91,3.9036734146579444e-47,4.1721618610231479e-44,7.3306680426386289e-51,5.0832399904806672e-60,1.2563149059894234e-47,7.2369065824742109e-57,1.0735192222785102e-64,4.5093565209966212e-33,2.6611101761466151e-35,6.1448053251734293e-44,5.8079023777428483e-45,1.7720424560229387e-67,5.1887538358604889e-66,1.5230179409411502e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.4760632015570608e-20,5.5680119310038431e-20,6.4760746479510737e-20,3.9820308705685281e-25,2.8947734538231035e-25,3.4236845372747632e-25,1.2534945522514777e-31,9.7346636281711968e-22,3.7344545491721959e-32,4.600967719428108e-26,4.744619330449563e-36,1.413532188700145e-36,8.1010630713156875e-22,8.8553512678259993e-34,4.050531533040418e-22,3.8288707987740415e-26,1.9144328234701727e-26,3.1154983856564784e-32,1.179252410145551e-36,1.0391195755289482e-42,3.1529582658734629e-46,7.2439457624392471e-23,6.0218544991684497e-45,1.2134588861280745e-42,4.4541893476399409e-28,8.5772283031378659e-36,5.281711770934191e-33,7.3693178227375584e-34,3.1318038826853378e-40,9.3606848674950687e-44,3.4294246232436979e-48,3.4603910105192648e-32,2.4820585475004619e-54,4.2839159452861788e-33,1.6215126314063919e-37,4.0879806919830194e-55,2.2197053860826179e-59,5.6683564750543381e-45,3.8054916100863802e-29,4.2847194458403038e-33,1.62181869839459e-37,2.1123683575486466e-38,5.7461875028148051e-39,3.1364857595625012e-51,3.0786122932816266e-51,7.5396295269207174e-57,6.6447246132775145e-62,9.6809378647413302e-70,1.2580357305601092e-54,3.6067048262212192e-55,1.097191409062295e-56,1.0882077295679871e-54
