Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255)
2.6249975981599032e-08,0.003512571976687836,5.2368994192470217e-10,2.9243372541972578e-11,5.8058054235714847e-11,1.3732656696311105e-10,8.6695915546902022e-13,0.0,0.0,7.5177668993988724e-10,1.4850146441480688e-13,5.5430001609019912e-17,6.955190465939373e-17,8.5036445761530341e-24,1.4561406305411412e-11,7.8322721731318784e-18,1.0917554203015726e-08,3.8493760264466115e-11,1.3083410383915745e-16,2.6279100828545114e-20,2.5463371092356893e-08,2.8504938083084085e-17,1.111788543182982e-18,4.7288745329756662e-16,7.923259940605315e-14,3.3709662915902437e-19,7.3124637717455093e-10,1.2823901940082481e-19,1.0422143147184384e-08,1.2512288013209946e-17,5.5750354315547828e-27,9.3139373762907623e-19,1.6111460946966096e-30,3.9350499575161764e-13,7.1873916434202933e-16,2.9665641092393641e-12,1.6204608266775768e-11,5.2675265348685977e-14,2.7492721628590113e-09,5.3508858099560057e-17,8.3387651036931964e-19,1.5082264185891074e-15,6.7831319777119435e-15,9.497879662343427e-15,2.2354408246978033e-15,1.6894534468494377e-18,3.3784625258526776e-20,6.1447355829360615e-19,3.1613986502013707e-28,1.3575840126257173e-26,1.2953421171153976e-25,1.2065981684147033e-40,1.0158138712215147e-38,5.2605003150548862e-17,3.9616911851270473e-15,1.4916353350990436e-17,3.0363981541325329e-19,1.9179599616805208e-26,4.6774788702120348e-16,1.7827397712561193e-20,1.2042848309387865e-29,9.1745435767318277e-12,4.5724608053681322e-15,3.7433709050273994e-16,7.1456626535721827e-21,3.4148271136214236e-28,4.3256156356703759e-30,3.2472562226209351e-26,0.88168480800000004,0.0,0.0094599807697840245,0.10884999474074883,4.014549412994522e-09,2.1272887901575194e-09,4.6274843597946766e-09,8.2518498678564046e-11,7.9176055215684251e-11,3.9096375563763338e-11,3.8159643670155503e-10,1.5679117523887872e-10,2.674874307246592e-12,3.2083008796731388e-12,4.1132798817406663e-10,1.5742960282078034e-12,5.1351340171963129e-13
2.6673944147600017e-08,0.0035125719794560127,5.3788421422618171e-10,3.0565111361448187e-11,6.0560757230912224e-11,1.4356290755869138e-10,9.1933527731329409e-13,0.0,0.0,7.7785431376082135e-10,1.5616560503645687e-13,5.9520502916000264e-17,7.4546733887870978e-17,9.0468894052546572e-24,1.521471726732869e-11,8.2936631258365898e-18,1.1170731210417322e-08,4.0103909111406679e-11,1.377004281660603e-16,2.6918140199666562e-20,2.6075428370917866e-08,3.1080715793330584e-17,1.1706946209661497e-18,4.9070061074373437e-16,8.1973644615636343e-14,3.640543060612889e-19,7.5690459750670657e-10,1.3677603841526553e-19,1.0588622482727607e-08,1.3196245256716932e-17,5.8892305348460185e-27,9.822578925525649e-19,1.7764656504749055e-30,4.1429987135121836e-13,7.4398208260378829e-16,3.0655577775207817e-12,1.6822451749230659e-11,5.4742602223137543e-14,2.822104763486817e-09,5.6371109596883143e-17,8.5640357441344559e-19,1.5999107391302924e-15,7.1300643999945329e-15,9.8930108119282017e-15,2.2890283090764166e-15,1.8015314047979379e-18,3.5721525563181103e-20,6.5814990127336961e-19,3.5349710982591306e-28,1.5250739984746213e-26,1.4340802523217258e-25,1.4005194852311074e-40,1.1977986304028969e-38,5.7147762442217268e-17,4.1491118922830516e-15,1.5704283177436102e-17,3.1621135962713747e-19,2.0539324052284802e-26,4.9330689182770936e-16,1.8689725666569267e-20,1.2900599153708599e-29,9.5629639191338949e-12,4.6018113969673444e-15,3.8693915181619475e-16,7.3981332263972772e-21,3.7067830170347106e-28,4.7693620784493633e-30,3.4043525196877336e-26,0.88168480800000004,0.0,0.0094599804537616496,0.10884999460656294,4.0317644873728583e-09,2.1313372932746206e-09,4.6454217606170973e-09,8.5976585121377106e-11,8.2527934237729157e-11,4.0749995068524823e-11,3.8355947742822214e-10,1.5715358634423836e-10,2.7877414773572111e-12,3.3452691016932458e-12,4.1528588308098388e-10,1.641593771572502e-12,5.3651870323238392e-13
2.7097912313601002e-08,0.003512571982230173,5.5217335097286635e-10,3.1922079204151454e-11,6.3126092146454278e-11,1.4996658338231592e-10,9.7394949542516455e-13,0.0,0.0,8.0439085798799313e-10,1.6409515892285056e-13,6.3838215475035551e-17,7.9798149367764011e-17,9.6135308929155813e-24,1.5885619002714517e-11,8.7746573455077747e-18,1.142458427520489e-08,4.1751021621055591e-11,1.4477678825888719e-16,2.7559149738384066e-20,2.6690204793499626e-08,3.3839299277283364e-17,1.2314591334368016e-18,5.0885052676073999e-16,8.4761458776054726e-14,3.9261488290640464e-19,7.829046689140297e-10,1.4574192763246953e-19,1.0754579317965661e-08,1.3907164755297159e-17,6.213971224708924e-27,1.0351018008819225e-18,1.9557181392234169e-30,4.3576525365502048e-13,7.6956204987447917e-16,3.1661288367248794e-12,1.7452921089112682e-11,5.6853458701914475e-14,2.8953438483890588e-09,5.9340146388124668e-17,8.7905892749658517e-19,1.695648778348615e-15,7.4884537265043701e-15,1.0297525927049505e-14,2.3428543385685068e-15,1.9192446695343918e-18,3.7739023722173695e-20,7.0424775141439387e-19,3.9455961064817873e-28,1.7103564100782592e-26,1.5852479087170022e-25,1.6216134800558221e-40,1.4085131251061931e-38,6.1996274658007155e-17,4.3418614173294917e-15,1.6519289130052138e-17,3.2909734071517722e-19,2.1948273803325937e-26,5.197531919546314e-16,1.9578150429453742e-20,1.3805741133556908e-29,9.9600484072722998e-12,4.9204548854393478e-15,3.9973644182147062e-16,7.6540043074291439e-21,4.0188322153581872e-28,5.2501962423244844e-30,3.5662031190682428e-26,0.88168480800000004,0.0,0.0094599801375172196,0.108849994471293,4.0483807832792461e-09,2.1351734770472919e-09,4.6626451883338685e-09,8.9521623246477545e-11,8.5964502897719972e-11,4.2445342720214474e-11,3.8545423955543009e-10,1.5749699123822362e-10,2.9034694719318999e-12,3.4857319581411971e-12,4.1912404449167929e-10,1.710611407902379e-12,5.6014649961182428e-13
2.747948366300189e-08,0.0035125719847318667,5.6511195521581799e-10,3.3173656469789795e-11,6.5489188554304903e-11,1.5587386739394657e-10,1.0250619206969422e-12,0.0,0.0,8.2866586410823124e-10,1.7146259553608082e-13,6.7925428138141854e-17,8.4750153228633612e-17,1.0143916242386143e-23,1.650459462513546e-11,9.2247350317500149e-18,1.165360058185422e-08,4.326510608792784e-11,1.5132600536354797e-16,2.8137659486295307e-20,2.7245762363165814e-08,3.6486104281922777e-17,1.2877482909132228e-18,5.2547394936359259e-16,8.7310526268672155e-14,4.1974040266872088e-19,8.0659141490084627e-10,1.5419023992898574e-19,1.0903490820862695e-08,1.4570567687385099e-17,6.5153170841554902e-27,1.0843970525654405e-18,2.1297312626351339e-30,4.5566226643578896e-13,7.9286652936440603e-16,3.2579877347872053e-12,1.8031613508756488e-11,5.8790351521051187e-14,2.9615921502432144e-09,6.2105551467039831e-17,8.9955513450630581e-19,1.7853681308207557e-15,7.8209108388491562e-15,1.0669644209516895e-14,2.3915046291958863e-15,2.0301645080376173e-18,3.9625373243435349e-20,7.4788688464923204e-19,4.3493234304685305e-28,1.8936327118687596e-26,1.7326629592274685e-25,1.8465439253624427e-40,1.6259974241929924e-38,6.6633490271783645e-17,4.5199142497930271e-15,1.7276230595886686e-17,3.4096576667615618e-19,2.326050409198553e-26,5.44323102944912e-16,2.0400302557121794e-20,1.4662538375804253e-29,1.0324815586554196e-11,5.0039413439518472e-15,4.114200112450946e-16,7.8871402654997425e-21,4.3176162474125782e-28,5.716649756443575e-30,3.7159803604708873e-26,0.88168480800000004,0.0,0.0094599798527062722,0.10884999434863817,4.0628406884912453e-09,2.1384536972338548e-09,4.6775586476858536e-09,9.278693476807442e-11,8.9130240919144178e-11,4.4007037576956914e-11,3.871031079010206e-10,1.5779062779960749e-10,3.01008518731963e-12,3.615154003373919e-12,4.2247819966781643e-10,1.7742064612892854e-12,5.8194732188207822e-13
2.7861055012402777e-08,0.003512571987238085,5.7812236276012462e-10,3.4454109013963922e-11,6.7903831407182113e-11,1.6191835069971496e-10,1.0780731897385073e-12,0.0,0.0,8.5331208770297365e-10,1.7905229749045289e-13,7.2209833521594791e-17,8.9921839097885457e-17,1.0694002470285859e-23,1.7138048019850357e-11,9.6914799719573215e-18,1.1883110674041741e-08,4.4809275343836323e-11,1.5804699699955374e-16,2.8717612924681474e-20,2.7803401448373684e-08,3.9295673594239878e-17,1.3455651101909356e-18,5.423712136532298e-16,8.9897563694029668e-14,4.4825901118094916e-19,8.3054466115180349e-10,1.6300909871150422e-19,1.1051973963989212e-08,1.5256785217972489e-17,6.8253186243193045e-27,1.1353767167529625e-18,2.3165013669722483e-30,4.7611131354884021e-13,8.1643350433392923e-16,3.3511173639743707e-12,1.8620852220431484e-11,6.0762323476666062e-14,3.0281431245206956e-09,6.4961137372218959e-17,9.201492170056583e-19,1.8785374422313712e-15,8.1628519065842159e-15,1.104942133804656e-14,2.4403123923250503e-15,2.1459484233408373e-18,4.1580159284535094e-20,7.9363927943244887e-19,4.7878191775120775e-28,2.0938359228114774e-26,1.8915498973442873e-25,2.098758114528525e-40,1.8731641184314873e-38,7.1541244871251969e-17,4.702322967415745e-15,1.8055629275696179e-17,3.5309343653652774e-19,2.4645609514594317e-26,5.696294487462645e-16,2.1244069607599991e-20,1.556114015518494e-29,1.069656775542777e-11,5.0463713375585502e-15,4.232598055858356e-16,8.1229276715482065e-21,4.6346543899258422e-28,6.2169306067617508e-30,3.8696964725601115e-26,0.88168480800000004,0.0,0.009459979567713446,0.10884999422513289,4.0768471156356566e-09,2.141578658251998e-09,4.6919356023348729e-09,9.6123472234858045e-11,9.2365341359006072e-11,4.5602906990582194e-11,3.8870026614188045e-10,1.5807036601024791e-10,3.1190447937723239e-12,3.7474389054221671e-12,4.2573943942295375e-10,1.8392105298258207e-12,6.042589196180923e-13
2.8242626361803665e-08,0.003512571989748676,5.9120225929222748e-10,3.5763588726802204e-11,7.0370151683153451e-11,1.6810077558871011e-10,1.1330243812045863e-12,0.0,0.0,8.7832925070352236e-10,1.8686771379987597e-13,7.6697840953473177e-17,9.5318859685679836e-17,1.1264140407338711e-23,1.7786085186720658e-11,1.0175269812178022e-17,1.2113090820655687e-08,4.6383592143213868e-11,1.6494045403411291e-16,2.9298942944828798e-20,2.8363068110402429e-08,4.2275301720498653e-17,1.4049185543567312e-18,5.5954282806882374e-16,9.2522610402720362e-14,4.782165374443563e-19,8.5475953620725609e-10,1.7220982528767887e-19,1.1200026779579544e-08,1.5966281265981596e-17,7.1440245724799295e-27,1.1880801969711272e-18,2.5167780335920544e-30,4.9711633300311662e-13,8.4025823359516918e-16,3.4455143978964725e-12,1.9220545432840606e-11,6.2769278033034855e-14,3.0949846296943784e-09,6.7908675536292007e-17,9.4083848277019981e-19,1.9752361545161116e-15,8.5143685186056858e-15,1.1436882486717631e-14,2.4892679988981407e-15,2.2667417942447812e-18,4.3604886477804633e-20,8.4157959202741764e-19,5.2635579976706828e-28,2.3122909257124809e-26,2.0626265580227802e-25,2.3811367161819311e-40,2.153585558688776e-38,7.6730837015466595e-17,4.8891035559921471e-15,1.8857722218265218e-17,3.654824551894038e-19,2.6101418036415768e-26,5.9568036337818933e-16,2.2109675802039602e-20,1.6502954304427731e-29,1.1075286228947147e-11,5.1582628422500512e-15,4.3525481428130693e-16,8.3613182693587555e-21,4.9707881622532812e-28,6.7529613731292509e-30,4.0273921749535278e-26,0.88168480800000004,0.0,0.0094599792825378372,0.10884999410078994,4.0904142021752181e-09,2.1445556456782623e-09,4.7057947347582939e-09,9.9531592060570875e-11,9.5670146252220188e-11,4.7233118747889875e-11,3.9024732634659932e-10,1.5833685805363954e-10,3.2303602292642818e-12,3.8826010902380808e-12,4.2890969635814558e-10,1.9056307368461079e-12,6.270842357383114e-13
2.8624197711204552e-08,0.003512571992263524,6.0434935451791036e-10,3.710224447929605e-11,7.2888444925831672e-11,1.7442187002061922e-10,1.1899566811174706e-12,0.0,0.0,9.0371706267186389e-10,1.9491229352425705e-13,8.1395919958704163e-17,1.0094688107830668e-16,1.1854679537928783e-23,1.8448811261642543e-11,1.0676483598362994e-17,1.2343517872633917e-08,4.7988117407789695e-11,1.7200704207814507e-16,2.9881584075641192e-20,2.8924709525171593e-08,4.5432392794975128e-17,1.4658173449923466e-18,5.769893002931814e-16,9.5185705042732866e-14,5.0965906939851093e-19,8.792311878011855e-10,1.8180385823474137e-19,1.1347647451839517e-08,1.6699520028235645e-17,7.4714819761729587e-27,1.2425472741054397e-18,2.7313353514245759e-30,5.1868116611581732e-13,8.6433603571696243e-16,3.5411755002080108e-12,1.9830769853761159e-11,6.481111363720704e-14,3.1621046745138853e-09,7.0949946164429555e-17,9.6162029518209336e-19,2.0755439040516392e-15,8.8755505854155762e-15,1.1832051836321706e-14,2.5383802119185062e-15,2.392691161491814e-18,4.5701062216610344e-20,8.9178339630829975e-19,5.7790989156807726e-28,2.550368873986762e-26,2.2466323070805424e-25,2.6967379018596844e-40,2.4711011952241011e-38,8.2213713156825206e-17,5.0802710843799914e-15,1.9682742456428059e-17,3.7813480302738717e-19,2.761010808103544e-26,6.2248389288812154e-16,2.2997343992480739e-20,1.7489225787286237e-29,1.1460951306282063e-11,5.2809114595227208e-15,4.4740407997694484e-16,8.6022639857393332e-21,5.3266638621694595e-28,7.3267106045837797e-30,4.1891073178878069e-26,0.88168480800000004,0.0,0.0094599789971785558,0.10884999397562208,4.1035558209889881e-09,2.1473917368238219e-09,4.7191543549614172e-09,1.0301164392629855e-10,9.9044991045641493e-11,4.8897837393381863e-11,3.9174587041778269e-10,1.5859073747001997e-10,3.3440432076028753e-12,4.0206547079745931e-12,4.3199090381077016e-10,1.9734740694199999e-12,6.5042615921777731e-13
2.900576906060544e-08,0.003512571994782476,6.1756140928194225e-10,3.8470218822048959e-11,7.5459012514826449e-11,1.8088233194998861e-10,1.2489115061528776e-12,0.0,0.0,9.2947520804171612e-10,2.0318948547276916e-13,8.631066917678379e-17,1.0681159494292637e-16,1.2465966234891979e-23,1.912632956975388e-11,1.1195503075197869e-17,1.2574369864793399e-08,4.9622908350804491e-11,1.7924736139421685e-16,3.0465474179720969e-20,2.9488275142959022e-08,4.8774606464453012e-17,1.5282703017550259e-18,5.947111392300433e-16,9.7886884411874445e-14,5.4263349857666143e-19,9.0395480993612324e-10,1.9180289222357087e-19,1.149483446625109e-08,1.7456967932117326e-17,7.8077343070576289e-27,1.2988185542326199e-18,2.9609866723631876e-30,5.4080945020264005e-13,8.8866212930612933e-16,3.6380973166946148e-12,2.0451616272204748e-11,6.6887718433287444e-14,3.2294915854714087e-09,7.4086748388717944e-17,9.824921312150383e-19,2.1795407032176049e-15,9.2464843981836228e-15,1.2234952357981646e-14,2.5876423602942518e-15,2.5239455533525514e-18,4.7870201515511553e-20,9.4432825877634213e-19,6.337172399033737e-28,2.8095459266976775e-26,2.444346810170556e-25,3.0489264462968415e-40,2.8299823420121344e-38,8.8001671012563303e-17,5.2758386945836822e-15,2.0530914333936116e-17,3.9105255996835197e-19,2.9179165068850914e-26,6.5004789627807691e-16,2.3907295574924436e-20,1.852159343442674e-29,1.1853541204531661e-11,5.3400685262365808e-15,4.5970663787949765e-16,8.8457171947906621e-21,5.7031871665211731e-28,7.9402440353856114e-30,4.354882475275293e-26,0.88168480800000004,0.0,0.0094599787116347589,0.10884999384964167,4.1162853019219924e-09,2.1500935916094987e-09,4.7320320071828519e-09,1.0656396347184287e-10,1.0249019744740733e-10,5.059722071030647e-11,3.9319741834281119e-10,1.5883260043611623e-10,3.4601049748778667e-12,4.1616133333667461e-12,4.3498499074432775e-10,2.0427472303131838e-12,6.7428746638842661e-13
2.9387340410006327e-08,0.0035125719973054196,6.3083621003641356e-10,3.9867651158373585e-11,7.8081992553305742e-11,1.8748284438884101e-10,1.3099303923609538e-12,0.0,0.0,9.5560335885987645e-10,2.1170273827197217e-13,9.144875193190775e-17,1.129187055022423e-16,1.3098345336648757e-23,1.9818742534153496e-11,1.1732711479265584e-17,1.2805625415737287e-08,5.1288020360122843e-11,1.8666198431524871e-16,3.1050552763454658e-20,3.0053715536757398e-08,5.2309717979058472e-17,1.5922858602426858e-18,6.1270884923285196e-16,1.0062618431968143e-13,5.7718691639065998e-19,9.2892562066564749e-10,2.0221875047121217e-19,1.1641586455507584e-08,1.8239091087187425e-17,8.1528233093983612e-27,1.3569350564275153e-18,3.2065717154509464e-30,5.6350472072889276e-13,9.1323171584415427e-16,3.7362764848402713e-12,2.1083016311806633e-11,6.8998975462439828e-14,3.2971338478004649e-09,7.732089084439196e-17,1.0034515239399653e-18,2.2873067464003854e-15,9.6272544268495148e-15,1.2645606542391202e-14,2.6370325359391891e-15,2.6606552218999432e-18,5.0113822131865618e-20,9.992927440275657e-19,6.9406051311211441e-28,3.0913524623670538e-26,2.6565729103327267e-25,3.4412717057768598e-40,3.2348112263021478e-38,9.410666195307842e-17,5.4758185676903298e-15,2.140245781998859e-17,4.0423778062056818e-19,3.0831595221279585e-26,6.7838013892965929e-16,2.4839750446011322e-20,1.9601902800139982e-29,1.2253033111333715e-11,5.4199422604416981e-15,4.7216146077583573e-16,9.0916305029539443e-21,6.1014446537843839e-28,8.5956788063554603e-30,4.5247585784022619e-26,0.88168480800000004,0.0,0.009459978425905612,0.10884999372286117,4.1286157062163641e-09,2.1526676652183753e-09,4.7444448566431774e-09,1.1018887935527495e-10,1.0600608033456663e-10,5.2331423120167651e-11,3.9460345948319334e-10,1.5906302480114971e-10,3.5785565445301746e-12,4.3054902549348975e-12,4.3789388295303193e-10,2.1134567808763128e-12,6.9867087753774588e-13
2.9768911759407215e-08,0.0035125719998322113,6.4417159608286838e-10,4.1294674471197966e-11,8.0757604940367097e-11,1.9422405986139839e-10,1.3730551022035758e-12,0.0,0.0,9.8210116236198709e-10,2.2045549991526357e-13,9.6816966007555328e-17,1.192739407020558e-16,1.3752158381780158e-23,2.0526150734526626e-11,1.2288494744314545e-17,1.303726431008776e-08,5.2983505191558249e-11,1.9425141919083033e-16,3.1636762618481735e-20,3.0620983527687012e-08,5.6045758740176937e-17,1.6578717491143948e-18,6.3098292816845826e-16,1.0340363828421832e-13,6.133670302135116e-19,9.5413889145494969e-10,2.1306352585550548e-19,1.1787902340667324e-08,1.90463563080088e-17,8.5067871427201647e-27,1.4169386669931951e-18,3.4689768610392803e-30,5.867703043211783e-13,9.3804022551680025e-16,3.8357096273279421e-12,2.1724991768161275e-11,7.1144757537231488e-14,3.3650202728001422e-09,8.0654201940829466e-17,1.0244961188423711e-18,2.3989225750005608e-15,1.0017941348795634e-14,1.3064035068771539e-14,2.6865503556712396e-15,2.802972942032873e-18,5.2433447976208544e-20,1.0567575044622054e-18,7.5924195526162025e-28,3.3974362833183228e-26,2.8841585280881113e-25,3.8777259561982071e-40,3.6907323209764539e-38,1.0054098256349136e-16,5.6802209205700416e-15,2.2297583752602909e-17,4.1769242108073283e-19,3.2550401960439879e-26,7.074881931835686e-16,2.5794926327575441e-20,2.0731463868178975e-29,1.2659402147869472e-11,5.5130913194503063e-15,4.8476754127001462e-16,9.3399570311750299e-21,6.5222847770139759e-28,9.295238626252208e-30,4.6987745023500028e-26,0.88168480800000004,0.0,0.0094599781399903205,0.10884999359529263,4.1405595549013436e-09,2.1551200082332135e-09,4.7564093056402761e-09,1.1388670602162358e-10,1.0959294067833328e-10,5.4100592201165735e-11,3.9596542160463697e-10,1.5928255219572581e-10,3.6994084565470467e-12,4.4522981787514459e-12,4.4071949567931161e-10,2.1856089946752411e-12,7.2357899882801509e-13
3.01504831088081e-08,0.0035125720023627565,6.5756545385530503e-10,4.2751416097939623e-11,8.3486070279423014e-11,2.0110660407774288e-10,1.438327595350669e-12,0.0,0.0,1.0089682445400251e-09,2.2945121755264091e-13,1.0242222997665455e-16,1.2588304751520757e-16,1.4427743900069655e-23,2.1248653125854395e-11,1.2863241085454266e-17,1.3269267330727839e-08,5.4709411506560502e-11,2.0201612310741125e-16,3.2224049350355875e-20,3.1190033868131007e-08,5.9990996259060543e-17,1.7250354024233226e-18,6.495338670887898e-16,1.0621927751488177e-13,6.5122213858069812e-19,9.7958994544152997e-10,2.2434955645943615e-19,1.1933781283443433e-08,1.9879231369352102e-17,8.8696608628382565e-27,1.4788720593531521e-18,3.7491310770851895e-30,6.1060934285411835e-13,9.630830477646517e-16,3.9363933562767041e-12,2.2377572510601475e-11,7.3324928662677725e-14,3.4331399608400538e-09,8.4088527941849333e-17,1.0456236580617767e-18,2.5144690082671978e-15,1.0418622420905074e-14,1.3490257383098345e-14,2.736192309169742e-15,2.9510537154078421e-18,5.483060789071682e-20,1.1168050813960294e-18,8.2958220621562839e-28,3.7295568249684446e-26,3.1279931511264696e-25,4.3626122490082085e-40,4.2034411197835864e-38,1.0731724703663668e-16,5.8890542392848689e-15,2.3216494712678311e-17,4.3141846267435225e-19,3.4340600375360217e-26,7.3737945941829857e-16,2.6773039044326905e-20,2.1912003986211024e-29,1.3072621655640476e-11,5.6027211187578709e-15,4.97523864946053e-16,9.5906504032667084e-21,6.9666277872593568e-28,1.0041245620586737e-29,4.8769697729633931e-26,0.88168480800000004,0.0,0.0094599778538881213,0.10884999346694797,4.1521289023498128e-09,2.1574563294921249e-09,4.7679410968754678e-09,1.1765774545695636e-10,1.1325106726098343e-10,5.5904869533270321e-11,3.9728467926291684e-10,1.594916936584757e-10,3.8226708358222293e-12,4.6020493002572057e-12,4.4346373053516922e-10,2.2592098929699793e-12,7.4901433629157903e-13
3.053205445820899e-08,0.0035125720048969295,6.7101570760793475e-10,4.4237998925510333e-11,8.6267582368929962e-11,2.0813108160363728e-10,1.5057899834820414e-12,0.0,0.0,1.0362042151958915e-09,2.3869333737049269e-13,1.0827156042722235e-16,1.3275178615089167e-16,1.5125437941146396e-23,2.1986347377153111e-11,1.3457340435090631e-17,1.3501616020223541e-08,5.6465785627082517e-11,2.0995651757277999e-16,3.2812360707331327e-20,3.1760822787250499e-08,6.4153891528799265e-17,1.7937840773776265e-18,6.6836214901986703e-16,1.0907313110304619e-13,6.9080099537765287e-19,1.005274151225293e-09,2.3608938233492545e-19,1.2079222622356794e-08,2.0738184702421692e-17,9.2414771636566425e-27,1.5427785530829109e-18,4.048000015837458e-30,6.3502483148614918e-13,9.8835560399295669e-16,4.0383242779502359e-12,2.3040767417480813e-11,7.5539346088761825e-14,3.5014822425023664e-09,8.762572966969044e-17,1.0668319577241057e-18,2.6340270555061478e-15,1.0829372115873513e-14,1.3924292013156909e-14,2.7859495449050988e-15,3.1050543057584762e-18,5.7306834107090786e-20,1.1795195609868216e-18,9.0541787418643768e-28,4.0895707318089437e-26,3.3890014700392983e-25,4.9005926824939904e-40,4.7791483853972883e-38,1.144483277564515e-16,6.1023256428017625e-15,2.4159386539085314e-17,4.4541791552771879e-19,3.6206162171121747e-26,7.6806120022097954e-16,2.7774302964258411e-20,2.3145199489055063e-29,1.3492663612115477e-11,5.6920347167334219e-15,5.1042940280391784e-16,9.8436646863219724e-21,7.435492529353368e-28,1.0836105004015281e-29,5.0593834977312366e-26,0.88168480800000004,0.0,0.0094599775675982718,0.10884999333783894,4.1633354434374319e-09,2.1596820823530376e-09,4.7790554645649843e-09,1.2150228986396455e-10,1.1698073929417827e-10,5.7744391986865103e-11,3.9856256602165358e-10,1.5969093735818876e-10,3.948353481247991e-12,4.7547554138799146e-12,4.4612847411737695e-10,2.3342652988727273e-12,7.749793172489688e-13
3.0913625807609874e-08,0.003512572007434625,6.8452031692006021e-10,4.5754541732057797e-11,8.9102330733163635e-11,2.152980774803202e-10,1.5754845151051565e-12,0.0,0.0,1.0638086695191148e-09,2.4818530446708938e-13,1.1437206642987347e-16,1.3988592800129853e-16,1.5845574211298226e-23,2.2739329965690249e-11,1.40711842738499e-17,1.3734292605573179e-08,5.8252671776753566e-11,2.1807299149479672e-16,3.3401646368998827e-20,3.2333307849569048e-08,6.8543088309381777e-17,1.8641247659080429e-18,6.8746824745885107e-16,1.1196522599618741e-13,7.3215275267946765e-19,1.0311869222851038e-09,2.4829573597828265e-19,1.2224225851290704e-08,2.1623685146083062e-17,9.622266628493587e-27,1.6087020816729618e-18,4.3665860294516948e-30,6.6001962933147941e-13,1.0138533805388944e-15,4.1414989947163005e-12,2.3714586463406366e-11,7.7787860949356609e-14,3.5700366622908563e-09,9.1267681723165563e-17,1.0881189008962301e-18,2.7576778817292268e-15,1.1250262280371941e-14,1.4366156536411135e-14,2.8358150456697927e-15,3.2651331078118416e-18,5.9863661757262774e-20,1.2449864936127989e-18,9.8710143243816175e-28,4.4794310150673462e-26,3.6681427056239148e-25,5.4966796095924993e-40,5.4246056538094314e-38,1.2194733912044847e-16,6.3200409876186583e-15,2.5126448698828691e-17,4.5969277756673386e-19,3.814855352915192e-26,7.9954054960129557e-16,2.8798931181516042e-20,2.443275593130834e-29,1.3919498761163384e-11,5.7822275134035204e-15,5.2348311997710017e-16,1.0098954385480095e-20,7.9299032353134359e-28,1.1682302757200914e-29,5.2460545055734442e-26,0.88168480800000004,0.0,0.0094599772811200643,0.10884999320797713,4.1741905462836812e-09,2.161802492682219e-09,4.7897671807832614e-09,1.2542062243635295e-10,1.207822271769543e-10,5.961929209584096e-11,3.9980037818534797e-10,1.5988075109926374e-10,4.0764658915060983e-12,4.9104279447724243e-12,4.4871559665788739e-10,2.4107808530273337e-12,8.0147629649114712e-13
