Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277)
9.999999999999998e-08,0.003509644638575252,3.3240612460763011e-26,1.0983897049320687e-28,4.7466126591089491e-25,1.6929990148721379e-27,1.317054497210457e-25,0.0,0.0,2.0969219207656058e-20,7.6066555002253149e-26,2.2868366256553979e-36,4.2489143814943963e-37,3.988333028301731e-49,4.018391526988803e-25,2.3254642024859426e-37,1.4324612734062736e-21,3.4557276434191439e-25,2.4965635134696891e-37,3.1051434421089688e-39,3.0032314789843199e-22,1.0518610912185541e-41,-1.5268948439780562e-42,7.7658057490658474e-35,1.2970372443974097e-29,3.4328102873904052e-45,3.1013315805030676e-21,3.6809125419713299e-39,1.3960104613034583e-21,7.6948076320764704e-41,-5.182991280739045e-59,-2.1049762252680705e-38,-7.7665543520317407e-66,2.8210062473598646e-26,3.3764775841854053e-31,1.8446109081581164e-26,1.9722978760238077e-25,5.5849595260441792e-30,8.4782743817557438e-21,1.564017770461232e-37,-2.3519012082382542e-38,3.6014597286374669e-35,4.7007377916331661e-34,7.2217684586649287e-27,7.1034598133749509e-27,4.4972486483281609e-40,3.7135935576528416e-43,2.6073642960626566e-41,2.4253555853848045e-53,7.3571853648222392e-57,1.0376333345691146e-55,-6.0658316358062387e-91,3.318274386922467e-77,2.8173412538590311e-41,6.7383404609500643e-34,1.0452403078344639e-33,3.5692444156697444e-38,6.2672203663995603e-47,1.1943551457760725e-33,1.7793780017586174e-37,1.0005425593532124e-56,7.6832619300867193e-25,4.3374483649535371e-30,1.0383122502660614e-31,6.8576447725718819e-38,1.8889689466776521e-55,4.6231693526939949e-56,2.2299425796764492e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1798127193938552e-21,1.2618101579110339e-21,3.5540865029840687e-21,4.0463050692321427e-22,3.4514096791776977e-22,1.7182135400807635e-22,8.4152507597332481e-21,8.8906920386443055e-21,8.5310926990714922e-21,7.3043196982273485e-21,6.0891330514972375e-21,3.5542948486936965e-21,5.6682665745323702e-24,2.4092426497807766e-24,6.8309889837324178e-25,1.9671496762438513e-24,1.1785251379914582e-23,3.5796525505831627e-24,5.482963810575049e-22,3.0552161427305338e-23,5.2059743698810298e-24,3.8810383782722778e-21,9.778142516824554e-23,9.2938166944075648e-23,2.1583793766598098e-22,5.7166830226807354e-23,2.8694572329148448e-24,1.7177601073943915e-23
1.34217727e-07,0.003509644638575252,3.5706837940250745e-26,1.5734003532691952e-28,6.5236739418421119e-25,2.4382739344717377e-27,2.180932813092252e-25,0.0,0.0,2.8161470131059994e-20,1.2321876351222479e-25,4.7248474587357282e-36,3.9663407670910858e-37,6.9460160554332562e-49,5.8522210369879835e-25,4.890847434094931e-37,1.5689714465345017e-21,5.0325860753553035e-25,3.7538193090389006e-38,2.5133993584925191e-38,4.1853228675100334e-22,1.9681450467694171e-41,5.4442207175312089e-42,1.143650244053754e-34,1.8796096079590702e-29,5.8601291776913855e-45,4.5162597684024568e-21,6.4235422920416266e-39,1.4260248662225463e-21,1.0949927971893954e-40,-4.9848804211836874e-59,-2.536231351205691e-38,-9.5394536056436119e-66,4.815164127929696e-26,3.7907673244243555e-31,2.569939412202365e-26,2.7481698518860124e-25,7.1880414106657523e-30,1.1811582899106847e-20,2.5656769592518088e-37,-9.3331834781581553e-39,5.7834719142122237e-35,6.5600457669132552e-34,1.0312008881202784e-26,7.4345494016209372e-27,7.5835658521582972e-40,5.4090484360370718e-43,4.4061532364327642e-41,3.8164924149559273e-53,1.3370233516844464e-56,1.693154601228084e-55,-1.0296322606415707e-90,5.493370140693144e-77,5.2110056062377909e-41,8.8018197441042669e-34,1.7442744069619147e-33,5.1350353865001602e-38,8.9839599552727944e-47,2.0379504043710878e-33,3.0231670650608008e-37,1.6908215167195369e-56,1.2782447164157366e-24,4.4320340570388554e-30,1.4484135566308429e-31,1.0157214367701421e-37,3.223819315308946e-55,8.9863067688852117e-56,3.7892324026140949e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2001205532218296e-21,1.2847593143147948e-21,3.9734316608171267e-21,4.086391557425197e-22,3.4812309926457596e-22,1.7324816637048991e-22,1.1665184140357086e-20,1.2338109976531285e-20,1.1584856200651852e-20,9.9189198988483946e-21,8.9682799112572277e-21,4.8016812057568921e-21,7.6468168907354876e-24,3.3825616902682017e-24,9.6716666719363997e-25,2.7732404918982473e-24,1.7364290838906879e-23,4.5822640810732887e-24,5.5773429460531797e-22,3.1112901669778904e-23,5.3867544212714226e-24,5.3824886439719028e-21,1.3751003455270883e-22,1.5093753453831244e-22,2.9959444815886434e-22,8.9763614938935714e-23,3.3678541722185027e-24,2.6486569173466073e-23
2.68435455e-07,0.003509644638575252,3.7607747853411807e-26,3.4821132973050249e-28,1.1493354866231705e-24,5.5172135119351273e-27,8.1508164817640481e-25,0.0,0.0,5.6380458837930114e-20,4.9350199707193549e-25,2.0956218906138292e-35,-5.1093871906251724e-38,3.551950908200651e-48,1.3593404106237542e-24,8.3276443158272152e-37,1.6876588137222972e-21,1.1685639983768718e-24,1.4533908744520788e-38,2.5650169830741435e-39,8.8637800203894448e-22,1.8162428570666739e-40,-7.1116270930381699e-42,2.6633493574609018e-34,4.2613269415843241e-29,2.3350010966676621e-44,1.0483091774495032e-20,3.7133538232096526e-38,1.4374999276482896e-21,2.3924222769166485e-40,-4.436425075389617e-59,-4.9461205654011102e-38,-1.8814935629364454e-65,2.2971466986835414e-25,4.5705421767887587e-31,5.4379067669579388e-26,5.8193927974353139e-25,1.7626918403810779e-29,2.4986502398458457e-20,9.6133925946344745e-37,-1.3338787987596365e-38,2.7429965118164819e-34,1.7883828425363008e-33,2.2880235245449722e-26,7.7086379857904048e-27,3.3971234295876644e-39,1.2251953882236326e-42,1.987702137042793e-40,1.0259447764383468e-52,1.293061820067375e-55,8.3226445856247625e-55,-4.1406952784949301e-90,1.8108511736186676e-76,4.34588678989163e-40,2.1849096834631667e-33,9.0732786114567709e-33,1.142965293028856e-37,2.0049347118062246e-46,9.712726056948651e-33,1.3875816223983639e-36,7.6278379052821025e-56,5.5093477775941083e-24,4.4727847822952012e-30,3.0727569466690194e-31,2.4269256182239688e-37,1.5373556056555855e-54,1.662732929990713e-54,1.7399185532563421e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2100141411709702e-21,1.2979453300965465e-21,4.4021769090551042e-21,4.2301505630143337e-22,3.5867089672436896e-22,1.7805833409324829e-22,2.4377529506759745e-20,2.5921958381974415e-20,2.3565508028129527e-20,2.0176662591501992e-20,2.1475653697282172e-20,9.4789827055212556e-21,1.5295420838716825e-23,7.6814746889196456e-24,2.3147724112433086e-24,6.4402937807956826e-24,4.1999709618973932e-23,8.5244049791175311e-24,5.6315738774737687e-22,3.1467944034216736e-23,5.6421348704119199e-24,1.1301730310817312e-20,2.9530053786323884e-22,5.9532010977202564e-22,6.3035343769534207e-22,3.2230210702090315e-22,4.4248481121121376e-24,7.7839406310840183e-23
5.36870911e-07,0.003509644638575252,3.807348588516588e-26,7.1500471548100103e-28,1.6532461447109032e-24,1.1751352445244984e-26,2.5325413933028566e-24,0.0,0.0,1.1282746173131344e-19,1.9755089956529378e-24,9.0560110735241808e-35,8.0377245423164597e-37,1.6227396514871271e-47,2.9377840574165928e-24,1.7776287209298691e-36,1.7186156755012223e-21,2.5235822809804921e-24,1.1968602413889153e-39,5.62812903842345e-40,1.8241459825276456e-21,1.4186702863056817e-39,1.9990451297745767e-42,5.7910649619934396e-34,9.1555711592914812e-29,7.5268599007363212e-44,2.2622875824596861e-20,2.0549117856165846e-37,1.439185165017803e-21,4.9950018499828528e-40,2.125317367294677e-59,-1.1999031661295069e-38,-4.5389726433790993e-66,1.0133484567618688e-24,5.663368187787781e-31,1.1180565936996686e-25,1.1982768395851497e-24,6.1657480431613316e-29,5.1346830879657133e-20,3.1472667055432002e-36,1.0054456345492512e-38,1.8421605247002188e-33,6.787038110211055e-33,4.9127169618368463e-26,8.0491912484186324e-27,1.4395291178282707e-38,2.5998865753459508e-42,8.4636147768492594e-40,2.3671783713716428e-52,1.7161666981501178e-54,5.6957644719584435e-54,1.4165856473703495e-90,4.8473496114233092e-76,3.1899139949762249e-39,7.712705702272348e-33,6.2784461041567114e-32,2.4101310560791032e-37,4.3163845732708828e-46,4.2825737463335983e-32,5.9590007065159434e-36,3.2479684420520855e-55,2.2898771773998028e-23,4.4881879667122505e-30,6.3341639776103562e-31,5.3072025173905324e-37,6.7804874360743932e-54,2.8698317217718256e-53,7.4736148147677903e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2173114365516867e-21,1.3104716126679269e-21,4.5336733079733969e-21,4.516824221678941e-22,3.7969468581311792e-22,1.8684240343419285e-22,4.9403050491644303e-20,5.3078302523592574e-20,4.7530915403308681e-20,4.0695853456641634e-20,4.7213581068899349e-20,1.8050929751048593e-20,3.018775209566628e-23,1.8109421067678975e-23,5.928052989670779e-24,1.5737996990282301e-23,9.4546438952625714e-23,1.6739347190931258e-23,5.6845480020576158e-22,3.1825980226778442e-23,6.0751938327595995e-24,2.3141954095944042e-20,6.1385601560310703e-22,2.2697904712146831e-21,1.2933009039389919e-21,1.1969373459616139e-21,6.0022893195010835e-24,2.0378024650716022e-22
9.999999999999997e-07,0.003509644638575252,3.8169686294275586e-26,1.2882264559840866e-27,1.9451878799387897e-24,2.2538555530423857e-26,6.1022200772941157e-24,0.0,0.0,2.1023911194977906e-19,7.0914369111043591e-24,3.4404032815560553e-34,2.9782469747781702e-36,6.2192167220404549e-47,5.6805960862918733e-24,3.448046350339311e-36,1.7250127897214064e-21,4.87146961215199e-24,1.4849548282519573e-38,-5.938713590233541e-40,3.4463035296419841e-21,9.0255742773346784e-39,5.3905045725524281e-42,1.2611915184072151e-33,1.9845259053411265e-28,1.8774911523334674e-43,4.36131759821137e-20,9.5050696548197098e-37,1.4402090133467894e-21,9.4971703770927522e-40,4.2206363078818524e-59,6.7303984610561666e-38,2.5964502213185582e-65,3.81947529439416e-24,7.4871835750325276e-31,2.1096490863084596e-25,2.2672718607956638e-24,2.2022307528592424e-28,9.6793188204479971e-20,8.1379438046412126e-36,1.1829002843506602e-38,1.3200073962242951e-32,2.6464415432499597e-32,9.8181893783887272e-26,8.6274425869162322e-27,5.3102081555079978e-38,4.9782587644253319e-42,3.1372551612208501e-39,4.6988861479840041e-52,2.4262529741943614e-53,4.1245500216668382e-53,-5.321940747607913e-91,1.0420021693869482e-75,1.9530446361480864e-38,2.7722400200809618e-32,4.404414737293962e-31,4.6143010242241365e-37,8.6369929354852544e-46,1.6138277309305387e-31,2.2168517028532638e-35,1.2039500273701514e-54,8.3681001429283394e-23,4.508894819784864e-30,1.19964529122507e-30,1.02894132795313e-36,2.5554701672763817e-53,4.1630965224569453e-52,2.7805749439838991e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2285657771802746e-21,1.33097252011882e-21,4.5585326364988524e-21,5.0115532282239792e-22,4.1597702320738529e-22,1.9971477501140607e-22,9.1215876757704678e-20,9.9905719213321624e-20,8.8891986769236822e-20,7.6109891207225062e-20,9.1814370290862184e-20,3.06057212972421e-20,5.4726752914168406e-23,4.2209495852380772e-23,1.532941143821868e-23,3.8532427279809832e-23,1.9220595129040739e-22,3.2054687384100725e-23,5.771595257527226e-22,3.2390289445841494e-23,6.8273578609139609e-24,4.35575655944585e-20,1.1729545629824396e-21,7.402710678533051e-21,2.4396962668226452e-21,4.0636918013983845e-21,8.5741924890591446e-24,4.4057565192386817e-22
1.0737418230000002e-06,0.003509644638575252,3.8185003823900887e-26,1.3794978037182619e-27,1.9916723618614697e-24,2.4256150126543731e-26,6.6706028887692941e-24,0.0,0.0,2.2574950168595054e-19,7.9060215696421429e-24,3.8440076711523676e-34,3.3244781207387574e-36,6.9510917145877367e-47,6.1173208871294065e-24,3.7140189357149434e-36,1.7260313715288118e-21,5.2453124480080471e-24,1.702340030113739e-38,-7.7804464505749577e-40,3.7045918936393933e-21,1.0236785106038331e-38,5.9305103892481796e-42,1.3697966442204293e-33,2.1547326773483648e-28,2.0565884821167227e-43,4.6955360776151736e-20,1.0691322550527666e-36,1.4403720358043464e-21,1.0214029072708633e-39,4.5542638905909322e-59,7.9931023438790871e-38,3.0821424175515089e-65,4.2662814084800573e-24,7.7775809494692678e-31,2.2675356017851125e-25,2.437482809566337e-24,2.4547071424309713e-28,1.0402939365440769e-19,8.9325853765763356e-36,1.2111555369076477e-38,1.5008540029811866e-32,2.9597549822173888e-32,1.0599264217487753e-25,8.7195147734097982e-27,5.9265178092650098e-38,5.3569555579562937e-42,3.5020231719884165e-39,5.0701527909883121e-52,2.785247896422011e-53,4.6905914091002219e-53,-8.4248892073058249e-91,1.1307331534907754e-75,2.2132270937212845e-38,3.0908447860180936e-32,5.0057398806674299e-31,4.9652604338432286e-37,9.32494267707174e-46,1.8026004110420098e-31,2.4749480548044525e-35,1.3439333710267107e-54,9.3359064257216522e-23,4.5121918726593979e-30,1.2898032014730937e-30,1.1082706797249602e-36,2.8544029737203407e-53,4.7802714557383854e-52,3.1043137693665954e-47,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2303577518463598e-21,1.3342367812600224e-21,4.5624908681184235e-21,5.0903265544954588e-22,4.2175408572775392e-22,2.017643809830083e-22,9.7873532488851373e-20,1.073618241203517e-19,9.5477711734909752e-20,8.1748698540959301e-20,9.8915939988347354e-20,3.2604760524081299e-20,5.8633980289719533e-23,4.6046835141298243e-23,1.6826344641376597e-23,4.216187505953284e-23,2.0775580692272993e-22,3.4493275528386986e-23,5.7854553744102657e-22,3.2480141695544206e-23,6.9471213306430806e-24,4.68082454703672e-20,1.2619771424309184e-21,8.2200009381850348e-21,2.6222313006731915e-21,4.5201513602089546e-21,8.9837042921553454e-24,4.7827944831281023e-22
2.1474836470000003e-06,0.003509644638575252,3.829550513899957e-26,2.4772974483396662e-27,2.1466647922114331e-24,4.933811927219295e-26,1.559077579514262e-23,0.0,0.0,4.5170202523277373e-19,3.1638738598318558e-23,1.5982186293394202e-33,7.8386073144365087e-36,2.8782001784233302e-46,1.2554097937169114e-23,7.6107764313710891e-36,1.7334213164078399e-21,1.0712078773184947e-23,4.3837401814936269e-38,-6.874143975290094e-39,7.4845979541271054e-21,7.3693599486103476e-38,2.0124035172509209e-42,4.3951679584054144e-33,6.8975420768377753e-28,4.9778979879154536e-43,9.5621318157584881e-20,5.1566973835100559e-36,1.4426278759141008e-21,2.0705219195646903e-39,7.855357574334289e-61,1.8046162299691308e-37,6.971760538607333e-65,1.7514693179520902e-23,1.229164322725544e-30,4.5700941333610703e-25,4.9419865252159673e-24,9.9625552979453435e-28,2.0923398895770346e-19,2.2255498667990727e-35,5.761299505443159e-39,1.3161306018375192e-31,1.3524418210929237e-31,2.3726703012944107e-25,1.0064534010688408e-26,2.4040826009015645e-37,1.0899675062349575e-41,1.4316206763138975e-38,1.0505918533384879e-51,4.8884554135053795e-52,4.1366396982748266e-52,-1.591823481624555e-90,2.4334319180892404e-75,1.5514968462313342e-37,1.2589753939322031e-31,4.030115522013781e-30,1.0157910486974303e-36,2.0888940663847363e-45,7.3997086800437808e-31,1.0126510290961232e-34,5.4939926009586978e-54,3.7677498653648957e-22,4.5597712888951649e-30,2.6189352690588564e-30,2.263443722220323e-36,1.1718157185299794e-52,7.8349467467688035e-51,1.2702234478642529e-46,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.254828532617526e-21,1.3816888155398768e-21,4.5807674246285295e-21,6.2380854252225445e-22,5.0593131711500252e-22,2.2414552963680484e-22,1.8896426459438855e-19,2.1588519724591342e-19,1.9143506743782825e-19,1.6391211133712109e-19,2.0233054699374154e-19,5.4404061198817009e-20,1.117584970377119e-22,1.285658491809902e-22,5.3327619438063047e-23,1.2624279040422184e-22,4.6495639102451944e-22,7.4902784646321569e-23,5.9867959998138196e-22,3.3765107628317242e-23,8.7429997724650672e-24,9.4082365830509028e-20,2.6020823288522202e-21,2.7468955038181474e-20,5.2898881894710454e-21,1.6987859462233038e-20,1.4915766316118371e-23,1.0396923305427204e-21
4.294967295e-06,0.003509644638575252,3.8513923886436847e-26,4.0262015992484007e-27,2.2444272829864065e-24,9.9788168022424919e-26,3.4243599014357343e-23,0.0,0.0,9.0402870101214299e-19,1.2663524446144592e-22,6.6553685318801919e-33,9.2429235415808537e-37,1.1713015393455134e-45,2.5848603871550874e-23,1.5819471341651536e-35,1.7476823493610503e-21,2.1735562705405205e-23,-4.4922686817627062e-39,2.3187974769321359e-39,1.5120714757874436e-20,5.4807146763613766e-37,-4.3017304420686181e-42,1.9171353408790933e-32,3.0040588114900038e-27,1.144771024204844e-42,1.9292801976181071e-19,2.3337770887203626e-35,1.4471204974760531e-21,4.1899111057781184e-39,-1.4819984015559791e-59,-2.0474507634451989e-38,-8.3244096385010537e-66,7.0972694178573521e-23,2.2389314950192249e-30,9.1895524196103387e-25,1.0056647331281469e-23,4.0256019865378155e-27,4.1900223460913438e-19,5.0654407880184634e-35,-9.5920082551915465e-39,1.2156426801829875e-30,6.48369058726079e-31,5.6987147323720359e-25,1.2750045085023685e-26,9.6757227332077821e-37,2.209883261766166e-41,5.8441946608899788e-38,2.1489127272632111e-51,9.0291780470380625e-51,3.8317581715789782e-51,-1.5905507516586897e-89,5.0896937325757148e-75,1.132472687272831e-36,5.0965238487419883e-31,3.1359538674082043e-29,2.0877414912526352e-36,5.01950672012192e-45,2.9984911108948646e-30,4.1281794427948045e-34,2.2427737743077997e-53,1.5117481764473166e-21,4.6546237364541756e-30,5.3424895278737923e-30,4.5732521179238368e-36,4.7485584491160981e-52,1.2787354629594361e-49,5.178323728145565e-46,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.2983675940127329e-21,1.4765354506182215e-21,4.6139241032068774e-21,8.5366216387673096e-22,6.7451964698626801e-22,2.5264413729896581e-22,3.5102219620351031e-19,4.3280363507726823e-19,3.8360405464032233e-19,3.2846917374256197e-19,4.0904555948250068e-19,8.2075627763589497e-20,2.0984983541544417e-22,3.886176934272458e-22,1.8529224880195552e-22,4.1896918558334042e-22,1.1021452240003832e-21,1.7257936220059075e-22,6.3884821733355046e-22,3.6339412560322615e-23,1.2543236984148396e-23,1.8839730919357722e-19,5.4569584995529579e-21,8.2034261186653474e-20,1.0662364154822837e-20,6.1944287658459653e-20,2.6770651662241508e-23,2.1656218305626335e-21
8.589934591e-06,0.003509644638575252,3.8983841354176261e-26,5.7361681457402018e-27,2.442661627681672e-24,2.0191937140685956e-25,7.4844188635492619e-23,0.0,0.0,1.810296617027847e-18,5.070918564015463e-22,2.8185961656552051e-32,1.2724881171067981e-35,4.7248398408196131e-45,5.5009109215897104e-23,3.3641575924362245e-35,1.7761785977815865e-21,4.414201001039175e-23,-6.352542174728039e-39,-3.2301845091850664e-39,3.069512449107605e-20,4.2071087660515315e-36,6.5459225879887221e-42,9.0793930201933834e-32,1.4213468244134195e-26,2.7026433249006578e-42,3.8743939289831259e-19,1.0211080693408748e-34,1.4560469571378153e-21,8.512674182859179e-39,4.7401777334209265e-59,9.6735394055419107e-37,3.7811260530358612e-64,2.8566071621217665e-22,4.5815160064166119e-30,1.8485458590593287e-24,2.0718920278421996e-23,1.6156047959209775e-26,8.3598929822208864e-19,1.1058644998058754e-34,9.9692659653892185e-39,1.1872231925777415e-29,3.2889368685073071e-30,1.5139377682092469e-24,1.8094899322910097e-26,3.8754618507180744e-36,4.4948711971619117e-41,2.405488220168432e-37,4.3898527934738619e-51,1.7608587012132574e-49,3.7476342144538382e-50,1.4122523260365167e-89,1.0817174723917868e-74,8.5595418141795679e-36,2.0472773458625525e-30,2.3090905610394905e-28,4.3691267503629404e-36,1.3341535683174824e-44,1.2069687481764472e-29,1.6927698148290076e-33,9.2313320602450654e-53,6.0396230069511356e-21,4.8431628533821678e-30,1.1049368485034963e-29,9.1906239116749214e-36,1.911458032875229e-51,2.0989004319728599e-48,2.1234091156161324e-45,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.3691488345718163e-21,1.6660108628938122e-21,4.6800162601489378e-21,1.3145702298400461e-21,1.0126269756942095e-21,2.8530155607833433e-22,6.1442115706494445e-19,8.6614226063204227e-19,7.6895330199071296e-19,6.5849928100941063e-19,8.2200601183829212e-19,1.1358427231394013e-19,3.9411872726844146e-22,1.219006179639077e-21,6.8620261964715846e-22,1.5012278755083976e-21,2.8672079316775874e-21,4.1877340386948905e-22,7.1879163216082028e-22,4.1550015584155796e-23,2.0970231710725545e-23,3.7609909279783417e-19,1.1859158976642023e-20,2.1549841992803267e-19,2.1555027305271632e-20,2.1224537875059065e-19,5.0453376693658698e-23,4.4154778250642204e-21
9.999999999999997e-06,0.003509644638575252,3.9165182869825743e-26,5.9652930290362243e-27,2.5408481705641854e-24,2.3639987230631157e-25,9.1437629896521813e-23,0.0,0.0,2.1088321064052706e-18,7.57480175662126e-22,4.4877457996346916e-32,1.415602898651651e-35,7.063414515625724e-45,6.7391635609565353e-23,4.1229329088224028e-35,1.7855290957132601e-21,5.1734103467394441e-23,-2.3262126317650115e-39,-3.1024216403910009e-39,3.60040459097948e-20,8.9285044994380815e-36,6.4078728457197132e-42,1.4359084818647801e-31,2.24733018528784e-26,3.4523853597970359e-42,4.5123285598044165e-19,1.587126144174328e-34,1.458941236871066e-21,9.9862723267672714e-39,4.8029404613473484e-59,1.3552858843741452e-36,-3.7586951566743077e-40,4.2681448476935782e-22,5.4787204494603065e-30,2.1574320583081679e-24,2.4517117737721926e-23,2.4074265438571058e-26,9.712345363561214e-19,1.3205704778651627e-34,8.3333926271732524e-39,2.9757006415688959e-29,5.5882802638959099e-30,2.0051880870121813e-24,1.9832455758225406e-26,5.7766317840155566e-36,5.2743034071644103e-41,3.6698533874020865e-37,5.1542685191863893e-51,7.3469240304537872e-49,9.3981441834645185e-50,3.9030960506328791e-64,1.3115492432874557e-74,1.7967157541027953e-35,3.0512787099218246e-30,4.502146978536898e-28,5.2134506424125557e-36,1.7675858163559013e-44,1.8035171994490434e-29,2.5754365515719026e-33,1.4083478356153117e-52,8.9897439561840219e-21,4.9043106154159747e-30,1.3091734569470186e-29,1.0705043419350391e-35,2.856238627014324e-51,7.5150182291632625e-48,3.2306342101368528e-45,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.3859068087436093e-21,1.7280743093037279e-21,4.701665302937933e-21,1.4666688581087365e-21,1.1242343578423018e-21,2.9236256897013366e-22,6.7675443583840291e-19,1.0080840890489842e-18,8.9612241837763544e-19,7.6744530756511747e-19,9.5727592266300337e-19,1.2034534765278912e-19,4.5305956843427816e-22,1.639890629778433e-21,1.0077114371394877e-21,2.1817382725536713e-21,3.7682681758946158e-21,5.1979282118122124e-22,7.4478178295254068e-22,4.3304017104073183e-23,2.4269947900290453e-23,4.3711999745611948e-19,1.4407663825445028e-20,2.632053441282997e-19,2.5228570104699992e-20,2.8558143733790421e-19,5.821092347729092e-23,5.1524348533276634e-21
