Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907)
0.003169706099390411,0.0018557087228772797,3.5960340107102007e-12,1.5931667141091487e-12,8.9407946444055818e-10,1.8740160156829625e-08,8.6242810491811549e-06,0.0,0.0,2.5207140604060274e-06,5.5481477873061881e-06,1.2472714523395604e-09,2.1364357197666727e-12,1.5487334800585845e-14,5.6235539960910161e-33,2.6656156508690726e-26,2.3019884706381366e-17,1.613569298446487e-09,2.5334745158281742e-07,3.3652654724275268e-21,4.2456204554231781e-26,5.3605829407670935e-13,7.2025060719042992e-22,8.9268024481059263e-19,2.045429216367059e-09,7.3601998161017802e-11,1.7813043847292774e-12,1.2357517407930386e-15,1.3478269266285566e-06,1.1458113781143478e-11,9.6062596884023477e-14,1.2085754469018212e-13,1.9741993693838361e-18,5.9998336362243735e-14,1.086157199321405e-10,2.7466365468522703e-19,4.1753554693192163e-16,2.5916712166472726e-08,9.6532935444820706e-09,9.1614919491251215e-17,2.8554797489534734e-16,5.7141056410858814e-12,1.239154134984789e-33,8.9058732299266028e-11,5.0329109901096988e-14,5.3213702546408223e-11,1.60368600005633e-16,1.9314037863880572e-13,1.132333419147038e-20,6.9098840686636531e-12,1.744646332235279e-16,7.5360929445503165e-20,2.0891168493353196e-35,2.3791259380621304e-30,4.5732563800277701e-13,1.3312626601276633e-17,2.052048362174108e-12,6.3688732154835975e-21,1.4177919379709324e-12,1.0673432549500961e-17,5.1814681317669694e-23,2.8348856177263926e-12,2.2783279200911999e-20,4.9911981166113101e-13,2.1616959872864588e-19,1.3817365954047099e-23,3.0213689344520306e-15,1.2509627958551612e-21,0.88168480800000004,0.0,0.0094317134383411615,0.1088103030866007,0.00099985278674988645,5.7461681136110256e-13,1.7115769201991452e-10,1.4591697202020449e-10,1.381698472181278e-11,4.6737869224545797e-09,2.4916893600453032e-09,4.7194675929341706e-13,5.3977226471768068e-09,3.6748245805393151e-11,3.5188365889835856e-08,3.0624456151536229e-12,2.2050588078673207e-10,3.2725421101005563e-09,6.1400594091554682e-06,2.7902041784930202e-10,2.5655226609271609e-08,2.0925626546606094e-09,1.117853061648469e-10,6.3600475537319728e-10,4.8742190693980436e-13,9.1080384236378709e-07,9.1708811994521561e-10,3.9247411577111364e-18,4.5304511933753393e-06,1.4380132170747032e-08,1.0991695240902025e-08,1.050917645149834e-10,4.5053534159462749e-06,1.8625398084961003e-12,1.8355935580963516e-10,1.3783464501652773e-09,6.3298493405730137e-12,3.6972417150941406e-11,8.3824388825190096e-10,5.4358395359202552e-09,5.1682371281369922e-12,2.4844891783417744e-06,2.2451392990499151e-06,7.2049822243570214e-06,9.4418748323568361e-10,7.3668560665604664e-09
0.003180703928249339,0.0018557081205321068,3.6263062965505672e-12,1.6068120230246241e-12,9.0152798172682854e-10,1.9038224305405981e-08,8.759178237404396e-06,0.0,0.0,2.5370492184071086e-06,5.6417907341181132e-06,1.2859697152619128e-09,2.1977076653771945e-12,1.5854098803358778e-14,5.7183128833850732e-33,2.7328862325181374e-26,2.340402505835126e-17,1.6256868562220563e-09,2.5753806103564931e-07,3.500475688143355e-21,4.4135151411653206e-26,5.5264476757066146e-13,7.3131125051383919e-22,9.0691074269871418e-19,2.0877265581215239e-09,7.4280958755888744e-11,1.8378760528381916e-12,1.2645344883689157e-15,1.3684368727456056e-06,1.1716853839721656e-11,9.6292921085470691e-14,1.2197566452115655e-13,1.9021786231202415e-18,6.1390460230232977e-14,1.0933216094848508e-10,2.8555740257949727e-19,4.2431118441377712e-16,2.6111220325445115e-08,9.7384533188259705e-09,9.2307665128017042e-17,2.8631082285834353e-16,5.7283274466454036e-12,1.2622245252197778e-33,9.1844596485541248e-11,5.1524202065445199e-14,5.4751744380270912e-11,1.6376673142203702e-16,1.9764019472727501e-13,1.1587051712963297e-20,7.1231863854646736e-12,1.8271919551470234e-16,7.8364940096280716e-20,2.1898363708266287e-35,2.495346281779348e-30,4.6713821314968034e-13,1.3365868777304776e-17,2.1007735180905783e-12,6.6048731118678577e-21,1.4634633959176561e-12,-7.0950224865893802e-18,5.3798475868716189e-23,2.8421971596205529e-12,2.2867990650916605e-20,5.1108375243720581e-13,2.2157029649193838e-19,1.4380790191000659e-23,3.1431801507691365e-15,1.3012761814293515e-21,0.88168480800000004,0.0,0.00943128321270203,0.10880971232732865,0.00099985047379773763,5.7459124321987122e-13,1.7249727423166254e-10,1.4708875996108052e-10,1.3816299654478505e-11,4.711329649933761e-09,2.5111846292232118e-09,4.7192336120825377e-13,5.4385380991258479e-09,3.7035911347312919e-11,3.5454283669657163e-08,3.0622781555584573e-12,2.22230895042412e-10,3.2966817511008463e-09,6.2331760352203856e-06,2.8109702970968111e-10,2.5844355373372504e-08,2.1081266368237048e-09,1.1261689079763367e-10,6.4073287725987191e-10,4.9123500279024164e-13,9.2476331460549571e-07,9.2424890014726932e-10,3.9539180693781641e-18,4.5990284737646012e-06,1.449239538991463e-08,1.1078264861077946e-08,1.0586652858363109e-10,4.5731821512546019e-06,1.8772125924315043e-12,1.8500682867237792e-10,1.3892086752180003e-09,6.3806946571054389e-12,3.726378910401009e-11,8.4443087736837476e-10,5.47593673094262e-09,5.2089917172294962e-12,2.5227778572363902e-06,2.2790206709358422e-06,7.3164276421238761e-06,9.5133099528931908e-10,7.4225591545076486e-09
0.003191701757108267,0.0018557075138368882,3.6564363141907636e-12,1.6204031225048212e-12,9.0895113633154452e-10,1.9338771177262991e-08,8.8951934672606025e-06,0.0,0.0,2.5532119034248807e-06,5.736221211946723e-06,1.3255783869998419e-09,2.2602840719314128e-12,1.6226039440774498e-14,5.823849238681869e-33,2.801019691647658e-26,2.379005751499925e-17,1.6377366598444255e-09,2.6176685030087606e-07,3.6399269499160289e-21,4.5865738469010671e-26,5.6961630659898009e-13,7.4245913190196044e-22,9.2119036573371918e-19,2.1305729903775719e-09,7.4957247004091506e-11,1.8958093123870505e-12,1.2937154283635198e-15,1.3892067079473776e-06,1.1979407473079865e-11,9.652619373109963e-14,1.2308947656570488e-13,1.9901112912068498e-18,6.2801735962618833e-14,1.1005752972028236e-10,2.9678970894393114e-19,4.3111467571262486e-16,2.6304636156467952e-08,9.8232443002842025e-09,9.2996596509559906e-17,2.8708253850102461e-16,5.7427311456805662e-12,1.2855998700521902e-33,9.4696544297812655e-11,5.2736708938871765e-14,5.6323072708829971e-11,1.6720339099988797e-16,2.022022580893953e-13,1.1854416452991459e-20,7.3414216245020726e-12,1.9130070631662144e-16,8.1462736083989586e-20,2.2944530354554428e-35,2.6161346476686721e-30,4.7713307183262261e-13,1.3419792030127494e-17,2.1502084007663819e-12,6.8475863191854252e-21,1.5102728693274313e-12,3.101271568985792e-18,5.5840267078856453e-23,2.8495955817384877e-12,2.2953606734328175e-20,5.2321942231740616e-13,2.2705721501928531e-19,1.4962449204799696e-23,3.2516824960146175e-15,1.3462652220993443e-21,0.88168480800000004,0.0,0.009430849753144727,0.10880911732497008,0.00099984814133748253,5.7456547447555382e-13,1.7383044181023202e-10,1.4825491632544098e-10,1.3815609261969257e-11,4.7486912493037894e-09,2.5305862012709238e-09,4.718997812210698e-13,5.4791302933102016e-09,3.7322197212374669e-11,3.5718742286261231e-08,3.0621094049186468e-12,2.2394760469616898e-10,3.3206757381163429e-09,6.3269872866708048e-06,2.8316107400337275e-10,2.6032339674096513e-08,2.1235961365926761e-09,1.1344343076581407e-10,6.4543222518736054e-10,4.9502974154745887e-13,9.3883130374680318e-07,9.3137526164164945e-10,3.9829174189421836e-18,4.6681121276893924e-06,1.4604117772947406e-08,1.1164413379056031e-08,1.0663660517772373e-10,4.6415038147119625e-06,1.8918140588557356e-12,1.8644728811939034e-10,1.4000180741233694e-09,6.4312946659834825e-12,3.7553744169489261e-11,8.5058061913279857e-10,5.5157918412956845e-09,5.2495488195418658e-12,2.5613663399566849e-06,2.3131501830576096e-06,7.4287441783793493e-06,9.5843551100505764e-10,7.4779572240592533e-09
0.003202699585967195,0.0018557069028199147,3.6864246851376516e-12,1.6339403402007249e-12,9.1634918074799111e-10,1.9641788750499468e-08,9.0323229028464131e-06,0.0,0.0,2.5692036334165363e-06,5.8314326025852126e-06,1.3661100951513681e-09,2.3242193930894291e-12,1.6603165827023993e-14,1.0189356892901809e-32,2.8700142350580366e-26,2.4177964804390105e-17,1.649719405555882e-09,2.660336700803113e-07,3.7837123974522408e-21,4.76490559780945e-26,5.869782147695384e-13,7.5369386583288734e-22,9.3551827525088647e-19,2.1739691539651397e-09,7.5630857982779941e-11,1.9551223053405959e-12,1.3232955584933723e-15,1.4101356526293764e-06,1.2245781487301467e-11,9.6762407444310441e-14,1.2419897275501148e-13,1.9106994527487606e-18,6.4232209735489802e-14,1.1079195315136597e-10,3.0836784456465689e-19,4.3794570282713804e-16,2.649697087378812e-08,9.907666815552423e-09,9.3681752114923274e-17,2.8786310348538587e-16,5.7573162705237224e-12,1.3092822110251283e-33,9.7615537660743262e-11,5.3966697823456619e-14,5.7928061531785626e-11,1.7067844678180491e-16,2.0682672328513419e-13,1.2125437501954105e-20,7.56465712652773e-12,2.0021926865948705e-16,8.4656359181541692e-20,2.4030785122143811e-35,2.7416278725923045e-30,4.8731294499709903e-13,1.3474396783312019e-17,2.200355738646613e-12,7.0971343644083727e-21,1.5582385009272509e-12,-1.6100158126011469e-17,5.7941161069527147e-23,2.8570806801195203e-12,2.304012433469655e-20,5.3552723630807137e-13,2.3263078995873484e-19,1.5562764155588659e-23,3.4775939734781645e-15,1.4396672051809777e-21,0.88168480800000004,0.0,0.0094304130779930325,0.10880851810436774,0.00099984578942416435,5.7453950627012063e-13,1.75157258833126e-10,1.4941548349034788e-10,1.3814913574841125e-11,4.7858730650934123e-09,2.5498950069375796e-09,4.7187602037564258e-13,5.5195015649305363e-09,3.7607117117252545e-11,3.5981756962601301e-08,3.0619393706948054e-12,2.2565609203157221e-10,3.3445256141764989e-09,6.421489151190881e-06,2.8521267419771904e-10,2.6219191609149732e-08,2.1389720799900489e-09,1.1426497552735499e-10,6.5010308058461748e-10,4.988063050964457e-13,9.5300728826841044e-07,9.3846755227871282e-10,4.0117409430817197e-18,4.7376990767005962e-06,1.4715304766857876e-08,1.1250144618330914e-08,1.0740204385104019e-10,4.7103152690943813e-06,1.9063448551838804e-12,1.8788079776723123e-10,1.4107751244253155e-09,6.4816511881136342e-12,3.7842295156504926e-11,8.5669350848848127e-10,5.5554074283227047e-09,5.2899102259110225e-12,2.6002531698977657e-06,2.3475262911437205e-06,7.5419272920827696e-06,9.6550143848469469e-10,7.5330534591533441e-09
0.0032136974148261233,0.001855706287508495,3.7162722245211767e-12,1.6474241040723806e-12,9.2372239760334729e-10,1.9947265063243204e-08,9.1705627501374901e-06,0.0,0.0,2.5850260487248979e-06,5.9274182859933904e-06,1.4075780704567256e-09,2.3894644804587288e-12,1.6985487728877222e-14,1.0039478813089132e-32,2.9398711702459913e-26,2.456773230604862e-17,1.6616358787228854e-09,2.7033837099492605e-07,3.9319336917526604e-21,4.9486207821681825e-26,6.0473581045728547e-13,7.6501507132244817e-22,9.4989374041199968e-19,2.2179156644493402e-09,7.6301791800231809e-11,2.0158428263474155e-12,1.3532759379702178e-15,1.4312229357047541e-06,1.2515982425287178e-11,9.7001555222709413e-14,1.2530415327766721e-13,2.2369788462447195e-18,6.5681930002631776e-14,1.1153555858916321e-10,3.2029921167896404e-19,4.4480399492601266e-16,2.6688237023067215e-08,9.9917217871378345e-09,9.4363175077131949e-17,2.8865250057625634e-16,5.7720823754488642e-12,1.3332736031039118e-33,1.0060254262875533e-10,5.5214238036506961e-14,5.9567083460088051e-11,1.7419177641996105e-16,2.1151375304338712e-13,1.2400124517189524e-20,7.792960403014832e-12,2.0948522339412527e-16,8.7947876837546187e-20,2.5158267971320286e-35,2.8719665977210652e-30,4.9768060016574662e-13,1.3529683543008864e-17,2.2512183382750788e-12,7.3536396676902652e-21,1.6073785373462675e-12,3.5767508200027888e-17,6.0102275190145889e-23,2.8646522606012526e-12,2.312754043074402e-20,5.480076178515995e-13,2.3829146466690568e-19,1.6182161998613941e-23,3.3096126906006569e-15,1.3704683170202853e-21,0.88168480800000004,0.0,0.00942997320537119,0.10880791469002229,0.00099984341811214304,5.7451333973713314e-13,1.7647779560550603e-10,1.5057051014145794e-10,1.3814212623408425e-11,4.8228766449282074e-09,2.5691120679229585e-09,4.7185207970750147e-13,5.5596544433647754e-09,3.7890686121840686e-11,3.6243344187542855e-08,3.0617680602849229e-12,2.2735644739236901e-10,3.3682330415311187e-09,6.5166776603864254e-06,2.8725196438882781e-10,2.6404924210870086e-08,2.1542554727583937e-09,1.1508157880010428e-10,6.5474574911735272e-10,5.0256489313905546e-13,9.6729075249770867e-07,9.455261525841827e-10,4.0403905280386292e-18,4.8077862763000654e-06,1.4825962333380643e-08,1.1335462822379648e-08,1.0816289798610241e-10,4.7796134122513713e-06,1.9208057000540233e-12,1.8930742827431378e-10,1.4214803565469433e-09,6.5317663194649186e-12,3.8129456292652918e-11,8.6276997094820456e-10,5.594786251596449e-09,5.3300779254675524e-12,2.6394369053987374e-06,2.382147467669275e-06,7.6559724860060457e-06,9.7252921986899485e-10,7.5878513093206186e-09
0.0032246952436850514,0.0018557056679298792,3.7459798999249117e-12,1.6608548781014516e-12,9.3107109883141218e-10,2.0255188222919033e-08,9.3099092571754235e-06,0.0,0.0,2.6006808905371123e-06,6.0241716478615943e-06,1.4499947943235861e-09,2.4559813003371154e-12,1.7373014758504669e-14,6.5569548885004667e-33,3.0105856793901244e-26,2.4959346892339681e-17,1.6734868572998346e-09,2.7468080386246596e-07,4.0846860527066691e-21,5.1378302933323679e-26,6.2289442550601443e-13,7.7642237199886343e-22,9.6431609406659913e-19,2.2624131190292499e-09,7.6970052456110606e-11,2.0779859207331647e-12,1.3836576279994331e-15,1.4524677943907237e-06,1.2790016626320058e-11,9.7243630316604427e-14,1.2640502469751675e-13,2.0487973521661062e-18,6.7150946046302402e-14,1.1228847377956591e-10,3.325912552648872e-19,4.5168931590418505e-16,2.6878447200569009e-08,1.0075410610825254e-08,9.5040908968958423e-17,2.894507137361809e-16,5.7870290317897538e-12,1.3575761138835496e-33,1.0365852897013146e-10,5.6479399415135114e-14,6.1240509935042395e-11,1.7774325817926745e-16,2.1626351282333178e-13,1.26784871702638e-20,8.0263991218098181e-12,2.1910912404865087e-16,9.1339384390500981e-20,2.6328138384200961e-35,3.0072939966166697e-30,5.0823883769688958e-13,1.3585652876985456e-17,2.3027990337062077e-12,7.6172255644887864e-21,1.657711317416041e-12,-2.6547164088163729e-18,6.232473690925919e-23,2.8723101403965894e-12,2.32158520780466e-20,5.6066100013095952e-13,2.4403968035979003e-19,1.6821075969698895e-23,3.274229729279469e-15,1.3555617613425858e-21,0.88168480800000004,0.0,0.0094295301532105573,0.1088073071061141,0.00099984102745508661,5.7448697600147235e-13,1.7779212765687408e-10,1.5172005012556347e-10,1.3813506437739561e-11,4.859703702548072e-09,2.5882384819013892e-09,4.7182796024378466e-13,5.5995916186956229e-09,3.8172920405827599e-11,3.6503521497767981e-08,3.0615954810240252e-12,2.2904876784316383e-10,3.3917997792884548e-09,6.6125488881575914e-06,2.89279087430611e-10,2.6589551271124934e-08,2.1694473863377864e-09,1.1589329781121167e-10,6.5936055642299279e-10,5.0630572023338085e-13,9.8168118644925865e-07,9.5255147133731501e-10,4.0688681832988511e-18,4.8783707146356847e-06,1.4936096875108522e-08,1.1420372582632751e-08,1.0891922407668916e-10,4.8493951755624566e-06,1.9351973710670225e-12,1.9072725611090645e-10,1.4321343445671007e-09,6.5816423809816754e-12,3.8415242976533567e-11,8.6881045682703764e-10,5.6339312315702197e-09,5.3700540709733369e-12,2.678916119500585e-06,2.4170122011756344e-06,7.7708753064289972e-06,9.79519325355572e-10,7.642354443040269e-09
0.0032356930725439795,0.0018557050441118399,3.7755488343734481e-12,1.6742332207391594e-12,9.3839562279225354e-10,2.0565546425607445e-08,9.4503587221489306e-06,0.0,0.0,2.6161700015581536e-06,6.1216860890190913e-06,1.4933729176580155e-09,2.5238118372036635e-12,1.7765756696398506e-14,6.686735405096569e-33,3.0821603309723609e-26,2.5352797234971717e-17,1.6852731935862732e-09,2.7906081994723379e-07,4.2420503520024707e-21,5.3326475473634908e-26,6.414594067066525e-13,7.8791539666870671e-22,9.7878474485024579e-19,2.3074620977825997e-09,7.7635647893105128e-11,2.1415691097572791e-12,1.4144417162026151e-15,1.4738694756216787e-06,1.3067890227527637e-11,9.7488626120601993e-14,1.2750160004243201e-13,2.092638980036746e-18,6.8639308159958433e-14,1.1305082691025978e-10,3.4525139250618296e-19,4.5860146269927892e-16,2.706761499617798e-08,1.0158735153474118e-08,9.5715000866975446e-17,2.9025772788264622e-16,5.8021558195811463e-12,1.382191825338113e-33,1.0678447054591351e-10,5.7762252506138707e-14,6.2948711149409032e-11,1.8133277411539813e-16,2.2107617054185899e-13,1.2960535369613233e-20,8.2650411245418699e-12,2.2910175909546906e-16,9.4833003908097092e-20,2.7541581413128456e-35,3.1477383691682148e-30,5.1899049424103002e-13,1.3642305405875392e-17,2.3551006833279772e-12,7.8880162942055391e-21,1.7092552808526102e-12,-3.4903490418810074e-19,6.4609683905626626e-23,2.8800541456978785e-12,2.3305056381400038e-20,5.7348782635838169e-13,2.4987588071470859e-19,1.7479945201454589e-23,3.3777703035236176e-15,1.3984435368923504e-21,0.88168480800000004,0.0,0.0094290839392180293,0.10880669537645837,0.00099983861750583191,5.7446041617752019e-13,1.7910033592672092e-10,1.5286416262354879e-10,1.3812795047607842e-11,4.8963561233339501e-09,2.6072754255743114e-09,4.7180366300155919e-13,5.6393159479140811e-09,3.8453837315812923e-11,3.6762307518295401e-08,3.0614216401720549e-12,2.3073315745235914e-10,3.4152276875670937e-09,6.7090989575020714e-06,2.9129419525666174e-10,2.6773087373743781e-08,2.1845489602830887e-09,1.1670019342730136e-10,6.6394784885034437e-10,5.1002901641926912e-13,9.9617808678393133e-07,9.5954394570454082e-10,4.0971760461568041e-18,4.9494494177084461e-06,1.5045715242725291e-08,1.1504878854087705e-08,1.0967108186072594e-10,4.9196575291344962e-06,1.9495207074637367e-12,1.9214036383542414e-10,1.4427377082912759e-09,6.631281926068609e-12,3.8699671833332933e-11,8.7481544230809368e-10,5.6728454564626059e-09,5.4098409866198811e-12,2.7186894025461095e-06,2.4521189988078313e-06,7.8866313510999049e-06,9.8647225437831072e-10,7.6965667569474298e-09
0.0032466909014029076,0.001855704416080791,3.8049802980924803e-12,1.687559741305754e-12,9.4569633122500831e-10,2.0878327966782e-08,9.5919074958456398e-06,0.0,0.0,2.631495314335355e-06,6.2199550325918898e-06,1.5377253425120412e-09,2.593029994609133e-12,1.8163723896183097e-14,6.8005726120278541e-33,3.1545943058451386e-26,2.5748074600569671e-17,1.6969957896929095e-09,2.8347827119003112e-07,4.4041288550038877e-21,5.5331865900529253e-26,6.6043611572417942e-13,7.9949377958146677e-22,9.9329920664499767e-19,2.3530631680295383e-09,7.8298589973676467e-11,2.2066137175751644e-12,1.4456293424366065e-15,1.4954272363616141e-06,1.3349609201573475e-11,9.7736536367787251e-14,1.2859389877540006e-13,2.1355715559723306e-18,7.0147068810657063e-14,1.1382274660413379e-10,3.5828727428292546e-19,4.6554027628473208e-16,2.7255754927335536e-08,1.0241697727270948e-08,9.6385501112305631e-17,2.9107352891267162e-16,5.817462338633554e-12,1.4071228340110453e-33,1.099813452237561e-10,5.9062869677528887e-14,6.4692056154659338e-11,1.8496021491094437e-16,2.259519018565598e-13,1.3246279503730349e-20,8.5089544260061971e-12,2.3947414609581789e-16,9.8430884623917976e-20,2.8799803397987957e-35,3.2934498538667096e-30,5.2993844191909577e-13,1.3699641827039513e-17,2.4081262185431869e-12,8.1661370377442505e-21,1.7620289652309323e-12,1.6302724849407022e-18,6.6958265517629479e-23,2.8878841113135423e-12,2.3395150535185136e-20,5.8648855057086704e-13,2.5580051567524461e-19,1.8159215049925377e-23,3.538466944083493e-15,1.4649878702435956e-21,0.88168480800000004,0.0,0.0094286345808700881,0.10880607952450388,0.0009998361883163517,5.7443366136844489e-13,1.8040250599234515e-10,1.5400291158759317e-10,1.3812078482474285e-11,4.9328359463226057e-09,2.6262241433804484e-09,4.7177918898723264e-13,5.6788304310365326e-09,3.8733455199025577e-11,3.7019721806518452e-08,3.0612465449100803e-12,2.3240972629236532e-10,3.4385187143593159e-09,6.8063240417170039e-06,2.9329744764940584e-10,2.6955547791459438e-08,2.199561393015307e-09,1.1750232966076289e-10,6.6850799064483613e-10,5.1373502500831467e-13,1.0107809570170575e-06,9.6650403716614677e-10,4.1253163643457257e-18,5.0210194502623328e-06,1.5154824668327153e-08,1.1588986908353071e-08,1.1041853389838723e-10,4.9903974825654958e-06,1.9637766022002742e-12,1.9354683932605943e-10,1.4532911074723309e-09,6.6806877162330731e-12,3.8982760559836337e-11,8.8078542613704465e-10,5.7115321607980239e-09,5.4494411464121026e-12,2.7587553628517994e-06,2.4874663867246563e-06,8.0032362715339804e-06,9.9338853146536006e-10,7.7504923434715768e-09
0.0032576887302618357,0.0018557037838631098,3.8342756953263028e-12,1.7008351046929071e-12,9.5297360670144052e-10,2.1193521250709756e-08,9.7345519836299163e-06,0.0,0.0,2.6466588406172814e-06,6.318971930578579e-06,1.5830650522906869e-09,2.663665185008148e-12,1.8566926903794081e-14,6.187166253421939e-33,3.2278884288433667e-26,2.6145171945213262e-17,1.7086555850860184e-09,2.8793301040978885e-07,4.5710237017642816e-21,5.739563026569323e-26,6.7982992913165649e-13,8.1115716054063076e-22,1.007859063786024e-18,2.3992168882240539e-09,7.8958894159873953e-11,2.2731420682964703e-12,1.477221671745735e-15,1.5171403438548902e-06,1.3635179390862112e-11,9.7987355166509993e-14,1.2968194626231165e-13,2.1857550559848729e-18,7.1674282000225221e-14,1.146043619154064e-10,3.7170663111721515e-19,4.7250563684863238e-16,2.7442882085249332e-08,1.0324301071353588e-08,9.7052462134110776e-17,2.9189810395388245e-16,5.8329482127226411e-12,1.4323712512133949e-33,1.1325013482889678e-10,6.0381324490092856e-14,6.6470912959785239e-11,1.88625475298237e-16,2.3089088775623777e-13,1.3535730198278622e-20,8.7582072151416927e-12,2.5023752728772345e-16,1.0213520341150033e-19,3.0104034640705786e-35,3.4445796189484705e-30,5.4108558773151409e-13,1.3757662911777855e-17,2.4618786228070651e-12,8.4517139201111331e-21,1.816051003713067e-12,4.8738023782337962e-18,6.9371641816598944e-23,2.8957998837396529e-12,2.3486131838696613e-20,5.9966363910596154e-13,2.6181403740771232e-19,1.8859337057420945e-23,3.6196312302913182e-15,1.498614248299565e-21,0.88168480800000004,0.0,0.0094281820954080046,0.10880545957333218,0.00099983373993773141,5.7440671266561302e-13,1.8169872742568312e-10,1.5513636521517171e-10,1.3811356771473087e-11,4.9691453474209531e-09,2.6450859380005685e-09,4.7175453919605628e-13,5.7181381907403265e-09,3.9011793262164902e-11,3.7275784719516359e-08,3.0610702023370168e-12,2.3407858959335595e-10,3.4616748824257716e-09,6.9042203653510358e-06,2.9528901116108474e-10,2.7136948383233929e-08,2.2144859337351735e-09,1.1829977323708781e-10,6.7304136148979431e-10,5.1742400071321954e-13,1.0254893076843078e-06,9.7343222841191644e-10,4.1532914808650397e-18,5.0930779164968402e-06,1.5263432716865882e-08,1.1672702289357637e-08,1.1116164515134984e-10,5.0616120855528123e-06,1.9779659944126854e-12,1.9494677502619243e-10,1.4637952361503669e-09,6.7298626983517963e-12,3.9264527772570618e-11,8.8672092623281871e-10,5.7499947034486783e-09,5.4888571529057074e-12,2.7991126272548474e-06,2.5230529104235217e-06,8.1206857749176402e-06,1.0002687026062752e-09,7.8041354625027846e-09
0.003268686559120764,0.0018557031474847902,3.8634365535203966e-12,1.714060028909909e-12,9.6022785191972205e-10,2.1511114800741878e-08,9.8782886484273284e-06,0.0,0.0,2.6616626651812433e-06,6.4187302695169227e-06,1.6294049057812979e-09,2.735713895781385e-12,1.8975376592759208e-14,7.1779905572669694e-33,3.3020415694435748e-26,2.6544083861497776e-17,1.7202535406987554e-09,2.9242489148625909e-07,4.7428327210744266e-21,5.9518937328750328e-26,6.9964623887444521e-13,8.2290518516234665e-22,1.0224639675792044e-18,2.445923810673789e-09,7.9616579248852377e-11,2.3411740570785235e-12,1.5092199038531681e-15,1.5390080760840702e-06,1.3924606528081254e-11,9.8241076961409298e-14,1.3076577334061997e-13,2.1898472959573486e-18,7.3221003218305472e-14,1.1539580233927099e-10,3.8551724521202987e-19,4.7949745505110386e-16,2.7629011908590884e-08,1.0406548322073479e-08,9.7715937700624158e-17,2.9273144150044994e-16,5.8486130864478535e-12,1.4579392035833684e-33,1.1659182521861282e-10,6.1717691648703591e-14,6.8285648582367566e-11,1.9232845544042819e-16,2.3589331378692775e-13,1.3828898389594945e-20,9.0128678608803841e-12,2.6140337263808443e-16,1.0594816513583209e-19,3.1455528278037172e-35,3.6012769839142447e-30,5.5243487409521899e-13,1.3816369510873989e-17,2.5163609239049867e-12,8.7448740368207875e-21,1.871340125991229e-12,-3.5745205168082953e-20,7.1850984077851454e-23,2.9038013225122104e-12,2.3577997685590005e-20,6.1301357146319852e-13,2.6791690204303134e-19,1.9580769000636806e-23,3.6822932222017301e-15,1.5245215031002639e-21,0.88168480800000004,0.0,0.0094277264998281016,0.10880483554564743,0.00099983127242011822,5.743795711478127e-13,1.8298909355275504e-10,1.5626459563493353e-10,1.3810629943391785e-11,5.0052866292152826e-09,2.66386216682352e-09,4.7172971461144696e-13,5.7572424635569189e-09,3.9288871519193911e-11,3.7530517356540555e-08,3.0608926194649761e-12,2.3573986742923168e-10,3.4846982826689875e-09,7.0027842062385361e-06,2.9726905860555071e-10,2.7317305542184774e-08,2.2293238786047198e-09,1.1909259339091924e-10,6.7754835534395671e-10,5.2109620895362085e-13,1.0403026566477762e-06,9.8032902210733737e-10,4.1811038268067465e-18,5.1656219616207206e-06,1.5371547266861199e-08,1.1756030794635687e-08,1.119004827694082e-10,5.1332984293725621e-06,1.9920898662244637e-12,1.9634026762133868e-10,1.4742508202193456e-09,6.7788099908689401e-12,3.9544992942514709e-11,8.9262247796667058e-10,5.7882365564508735e-09,5.5280917280965881e-12,2.8397598420020876e-06,2.5588771354792986e-06,8.2389756270006997e-06,1.0071133337064201e-09,7.8575005293098889e-09
