Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607),S(1912),S(1910),C7H14(241),S(303),S(1907)
0.001095468318719,0.0018557485179455215,5.8962334572759053e-14,2.6111094662346237e-14,1.4510877041472252e-11,1.701234784814717e-10,6.5045519014440007e-08,0.0,0.0,4.420173032297369e-08,3.0072640364946288e-08,5.0313539278537764e-13,2.5247147957536014e-16,7.6579221669786392e-18,-1.1971063877444268e-35,3.8994250916457099e-31,7.1264431877261069e-21,3.24313260956398e-11,2.9271932328507653e-09,4.4976446056724124e-27,5.0306197134988901e-32,3.9079178866025334e-17,6.495606956558457e-24,2.9048417901750979e-22,1.0578870387289025e-11,1.1131001083178849e-12,1.4595968684769532e-16,1.8538796826499753e-19,1.2206084163216864e-08,3.6707305973973235e-13,8.6771634551408259e-14,1.824434639123566e-15,1.5434676363353092e-20,1.0113456250837103e-17,3.2816676092244917e-11,1.7825096076946971e-24,1.3376220265498443e-19,5.2096508496455007e-10,1.5783060678522856e-10,1.8330695635756906e-18,2.5002919306440058e-16,5.1409210723059645e-12,8.8558103565015113e-36,2.3080326614452748e-14,8.9749863985660046e-18,7.4821964646835037e-13,5.0973050944020914e-18,2.8923897336449374e-17,1.6987999194296677e-24,5.0454535709818239e-16,6.2883523391799115e-22,3.1121044683467037e-25,3.9755709103412585e-43,5.1588737941934191e-38,6.6280133410916009e-15,1.0926728197478779e-17,3.6588069862788272e-16,1.4794456851489191e-24,2.0253374166541807e-16,4.1273037241187865e-19,1.8362474570404436e-28,2.5058983847297539e-12,1.8525237832708787e-20,7.8565665167945705e-17,4.7016057157964449e-23,3.2985960935411748e-29,4.1283931316114879e-18,1.7102730793445167e-24,0.88168480800000004,0.0,0.0094597827848610944,0.10884968116157624,0.00099999904571830881,5.7624645402949076e-13,2.9365053742634184e-12,2.8070769980760575e-12,1.3860854894555769e-11,8.9833536350446325e-11,4.2740381100790975e-11,4.7344501066752031e-13,9.3091133250282558e-11,6.3009132021847838e-13,6.0704631429596023e-10,3.0732133977784392e-12,3.7820135239140003e-12,5.7225323215799977e-11,4.7131893341231396e-08,4.8138884020594985e-12,4.4874332540620241e-10,3.6112807478801003e-11,1.9289141913427702e-12,1.0978036111899582e-11,8.3600265692525181e-15,7.3828102821347324e-09,1.5491266820189457e-11,6.7744698125502443e-20,3.4681525076490043e-08,2.4285718763450278e-10,1.8270083974398824e-10,1.8381386596411936e-12,3.4732835093352521e-08,3.095073777372121e-14,3.0471760220011961e-12,2.2888175215673856e-11,1.2166399113271824e-13,6.1393626469004526e-13,1.4651355573650969e-11,9.5037425195125207e-11,8.5793620528671946e-14,1.8729419985275722e-08,1.7294590025530773e-08,5.341858260311718e-08,1.6276100025958354e-11,1.2702642611337957e-10
0.001112648187903,0.0018557485010923006,6.1573320002056937e-14,2.7267795213335403e-14,1.5215150557932485e-11,1.7790260804484232e-10,6.8524741916974827e-08,0.0,0.0,4.6413173701255128e-08,3.1816735495788717e-08,5.3214218612280087e-13,2.7650472285930642e-16,8.0942778709363995e-18,-3.6047990440709169e-35,4.1919108008416054e-31,7.7834505969640371e-21,3.3781356344199055e-11,3.0366438602444172e-09,5.1495366143883336e-27,5.8140003888207651e-32,4.3095136962903868e-17,6.8063701048073351e-24,3.1726125519398097e-22,1.1026664859182964e-11,1.1593268777417896e-12,1.5934103059955192e-16,2.0375107016295823e-19,1.2790026127727609e-08,3.7309238105040677e-13,8.6770411253474212e-14,1.9002048309332441e-15,1.6072721178017842e-20,1.1062323257090855e-17,3.3344250418049814e-11,1.9769298833323499e-24,1.4606409872068675e-19,5.4264889068657707e-10,1.6437097419347799e-10,1.9092161829512465e-18,2.5003171159769999e-16,5.1408445103790349e-12,9.2805290646005724e-36,2.4003406909460743e-14,9.7054312053171262e-18,7.6052240554632451e-13,5.0996942037423066e-18,3.1789203201858752e-17,1.8670699954229128e-24,5.5652585088620501e-16,6.8368037760317723e-22,3.3951568661535792e-25,4.8999549533219325e-43,6.1920577421292331e-38,6.8210520658027167e-15,1.0926849398223248e-17,3.9565065836743462e-16,1.577266901305456e-24,2.1842634496286363e-16,4.1493115859332799e-19,2.0590003107243029e-28,2.5059065618974464e-12,1.8525885070089062e-20,8.5251269288207068e-17,5.0839027074472741e-23,3.7267618575597215e-29,4.6262328955297384e-18,1.9164044786267422e-24,0.88168480800000004,0.0,0.009459771043025816,0.10884966402743507,0.00099999898893086319,5.7624580329456253e-13,3.0767002177057906e-12,2.921031676250539e-12,1.3860837212319275e-11,9.3479396591258734e-11,4.478092611744177e-11,4.734444068754712e-13,9.7627941958179562e-11,6.6017391613320943e-13,6.3663077081413703e-10,3.0732090227906255e-12,3.9625786529973753e-12,6.0016766874495186e-11,4.9688878538796556e-08,5.0487372634408119e-12,4.7063295932345871e-10,3.7874595186855845e-11,2.0230179362439343e-12,1.1513608286930788e-11,8.7591603379306728e-15,7.7641889675634125e-09,1.6245411020387261e-11,7.1049676807671566e-20,3.6568354968980625e-08,2.5468026851860364e-10,1.9160059967116676e-10,1.9278028933642234e-12,3.662332273052252e-08,3.2458433604850957e-14,3.195619216052622e-12,2.4003171601782393e-11,1.2660167616101016e-13,6.4384415806293785e-13,1.5366067806756007e-11,9.967346991823466e-11,8.9973066046675181e-14,1.9742656525904413e-08,1.8234219561047278e-08,5.6322064875739298e-08,1.7069343820585687e-11,1.3321727319295097e-10
0.0011298280570869999,0.00185574848341572,6.4306367292149345e-14,2.8478552155686077e-14,1.5952234154932662e-11,1.8602663146187514e-10,7.217267813859708e-08,0.0,0.0,4.8727026119534076e-08,3.3648518798523481e-08,5.6283845146152501e-13,3.0272239605731153e-16,8.5603008135541657e-18,6.0800392767195869e-36,4.5216056237571378e-31,8.501875604362554e-21,3.5194141316987078e-11,3.1503252194264739e-09,5.8954534073329411e-27,6.7187111327496086e-32,4.7507939158250681e-17,7.1314205515769792e-24,3.4654145443547026e-22,1.1493749283449607e-11,1.207730744710644e-12,1.7398722703927353e-16,2.2389135719818703e-19,1.3400812568399658e-08,3.7912695115553913e-13,8.6769139803943158e-14,1.9795436477263738e-15,1.7049181076611582e-20,1.2101159684413396e-17,3.387183333206586e-11,2.1924301743046629e-24,1.5951507223668989e-19,5.6534065659855296e-10,1.7121812765255616e-10,1.9889031351408979e-18,2.5003437126230001e-16,5.1407649279957154e-12,9.7248768523040575e-36,2.4991027423059497e-14,1.0506473028663783e-17,7.728643535001784e-13,5.1023199455214235e-18,3.4931829133088776e-17,2.0516252895681159e-24,6.1364981077301511e-16,7.4354513391716981e-22,3.7077864642545093e-25,5.855128990029212e-43,7.4364454789630121e-38,7.0201089548719527e-15,1.0926977910092187e-17,4.2829791061736236e-16,1.6810255748114586e-24,2.3561301905136049e-16,4.7067371290868809e-19,2.309084189710918e-28,2.5059153595184013e-12,1.852656635193515e-20,9.2585374610590991e-17,5.4984201415495254e-23,4.2110522055830632e-29,4.7444694891975321e-18,1.965473385798116e-24,0.88168480800000004,0.0,0.0094597587303001489,0.10884964606313763,0.0009999989292418781,5.7624512078782437e-13,3.2234135305473162e-12,3.0402949902255725e-12,1.3860818667521741e-11,9.7295110914195771e-11,4.6916349520670314e-11,4.7344377362930791e-13,1.0237543360594457e-10,6.9165526938658051e-13,6.6758908003410652e-10,3.0732044345458856e-12,4.1515395119407431e-12,6.293774468885436e-11,5.2370351867745412e-08,5.2944907123525526e-12,4.9353835477091517e-10,3.9718186467203603e-11,2.1214911354723953e-12,1.2074048170626745e-11,9.1768526146511242e-15,8.1637649704976033e-09,1.703461421549611e-11,7.4508112392277064e-20,3.8547130913531687e-08,2.6705299350489258e-10,2.0091440130582197e-10,2.0216278888848576e-12,3.860592916660724e-08,3.403627231318259e-14,3.3509687255389981e-12,2.5170042883522418e-11,1.3176939909428566e-13,6.7514350855137953e-13,1.6113945972652236e-11,1.0452464730105077e-10,9.4346960329763335e-14,2.0805200750911123e-08,1.921961168044899e-08,5.9367113978497322e-08,1.7899425274495933e-11,1.3969561720757895e-10
0.0011470079262709998,0.0018557484648776084,6.716701460364645e-14,2.9745816158031851e-14,1.6723601277510581e-11,1.9451166186404123e-10,7.5997182265872062e-08,0.0,0.0,5.1147876998409331e-08,3.5572132134574469e-08,5.953395757621376e-13,3.3167665397221912e-16,9.058343582443556e-18,-2.6894599733529411e-36,4.8877548287787746e-31,9.2874574570172224e-21,3.6672490546712195e-11,3.2684363371150357e-09,6.7530162368848226e-27,7.7581574554767078e-32,5.2355945685978731e-17,7.4714222060386635e-24,3.7855862177481549e-22,1.1981086070085639e-11,1.2584119482963258e-12,1.8998589898294854e-16,2.4597826192401893e-19,1.4039690701321842e-08,3.8517809620523835e-13,8.6767818876530723e-14,2.0626154118618829e-15,1.7050519320178965e-20,1.3238422292232415e-17,3.4399425644088543e-11,2.4313859463945743e-24,1.7422246523591959e-19,5.89085510526041e-10,1.7838607419925417e-10,2.0722890049134603e-18,2.5003718082001636e-16,5.140682241213475e-12,1.018977549151259e-35,2.6049422149296593e-14,1.138484002145796e-17,7.8524931597953032e-13,5.1052051104146895e-18,3.8378215353093637e-17,2.2540183607170065e-24,6.7641468528898226e-16,8.08958285408771e-22,4.0536034417938505e-25,7.1814312604698191e-43,8.9162191181021301e-38,7.225467349405527e-15,1.0927114226610016e-17,4.6409667585436515e-16,1.7910672399962809e-24,2.5420295015012243e-16,3.4947190122605905e-19,2.5899430497530303e-28,2.50592482947254e-12,1.8527283460408058e-20,1.0062995684201012e-16,5.9479483021273563e-23,4.7589077106697999e-29,6.3090206029086354e-18,2.6130137161500896e-24,0.88168480800000004,0.0,0.0094597458201836279,0.1088496272302437,0.00099999886651633242,5.762444050296813e-13,3.3769374977931073e-12,3.1651059465780282e-12,1.3860799220019237e-11,1.0128832754427155e-10,4.9150904324504141e-11,4.7344310955820993e-13,1.0734303652665656e-10,7.2459808253916388e-13,6.9998272292278532e-10,3.0731996231244508e-12,4.3492724542069767e-12,6.5994049234056765e-11,5.5182090849632498e-08,5.5516370324839467e-12,5.1750493461070893e-10,4.1647244267966076e-11,2.2245294433086833e-12,1.2660469268646721e-11,9.613935317467229e-15,8.5823837362245901e-09,1.7860447335185998e-11,7.812687624537924e-20,4.0622118781155571e-08,2.7999999192104128e-10,2.1066082722083992e-10,2.1197997076531782e-12,4.0684926319427784e-08,3.5687402041701464e-14,3.5135345449614402e-12,2.6391117472351495e-11,1.3717751812990735e-13,7.0789677196255715e-13,1.689647324933599e-11,1.0960057795094251e-10,9.8924031357634607e-14,2.1919344890168619e-08,2.0252889371691147e-08,6.256031361481092e-08,1.8767992979438402e-11,1.464743243352882e-10
0.0011641877954549997,0.0018557484454380915,7.0161033920908507e-14,3.107214129412446e-14,1.7530786114906675e-11,2.0337454237619801e-10,8.0006461098454411e-08,0.0,0.0,5.3680503745687837e-08,3.7591911340111354e-08,6.297789082069253e-13,3.6238893669766343e-16,9.590955748378993e-18,-2.1358941457562332e-35,5.2935804185357615e-31,1.0146463135390341e-20,3.8219328957728853e-11,3.3911853809622475e-09,7.7248688591144411e-27,8.9598865739152839e-32,5.76811708406057e-17,7.8270686964192199e-24,4.1356808902066089e-22,1.2489687079836418e-11,1.3114751017023773e-12,2.0757708130040555e-16,2.7019710493938415e-19,1.4707963553018892e-08,3.9124726132434634e-13,8.6766447173468312e-14,2.1495916175610018e-15,2.0585518292571321e-20,1.4483353574164232e-17,3.4927028240947546e-11,2.696328386560145e-24,1.9030348765686216e-19,6.1393043330340918e-10,1.8588942088972533e-10,2.1595388948286937e-18,2.5004014963501402e-16,5.1405963677733088e-12,1.0676188953585886e-35,2.71854189520945e-14,1.2347891301647306e-17,7.9768148410808253e-13,5.1083746352997508e-18,4.2157281563161571e-17,2.4759475081834044e-24,7.4536531302519221e-16,8.8051353765988012e-22,4.4367048678142824e-25,8.6021061640688831e-43,1.0740677286376211e-37,7.4374236104548471e-15,1.0927258878020643e-17,5.0334689131419114e-16,1.9077577188647708e-24,2.7431478801166844e-16,8.4103258359509007e-19,2.9054673084156083e-28,2.5059350281695013e-12,1.8528038276840705e-20,1.09452823978433e-16,6.4355239241789793e-23,5.3787565472509309e-29,2.9821990789961458e-18,1.2365819883441479e-24,0.88168480800000004,0.0,0.009459732284990769,0.10884960748860342,0.00099999880061315627,5.7624365447440165e-13,3.5375762955475988e-12,3.2957134641671295e-12,1.3860778827874594e-11,1.054670119997008e-10,5.148901810213801e-11,4.7344241323012172e-13,1.1254056443363622e-10,7.5906763189215637e-13,7.3387569339253434e-10,3.0731945781636564e-12,4.5561692809053526e-12,6.9191709417027326e-11,5.8130131186141781e-08,5.8206844914905208e-12,5.4257997486754956e-10,4.3665581446842157e-11,2.3323365215335932e-12,1.3274030657451358e-11,1.007127451099778e-14,9.0209285400612609e-09,1.8724545720474961e-11,8.1913120947287592e-20,4.2797775104502612e-08,2.9354690303740755e-10,2.2085922492759811e-10,2.2225120020919647e-12,4.2864776847084254e-08,3.7415100531226638e-14,3.6836394328658223e-12,2.7668819649526179e-11,1.4283682118423268e-13,7.4216897566074714e-13,1.7715193331868693e-11,1.149112750072563e-10,1.0371336648720816e-13,2.3087483877854291e-08,2.1336270444469372e-08,6.5908543105745957e-08,1.967676291915135e-11,1.5356678669046323e-10
0.0011813676646389997,0.0018557484250555233,7.3294439064573426e-14,3.2460188027481603e-14,1.8375385728233889e-11,2.1263287682165507e-10,8.4209088134770206e-08,0.0,0.0,5.6329877800082493e-08,3.9712394937559896e-08,6.6626934116029044e-13,3.995441134429059e-16,1.0160900711903388e-17,7.8967207168304917e-36,5.7464647557140989e-31,1.1085735698172875e-20,3.9837698646914244e-11,3.5187900554779482e-09,8.8765061063381285e-27,1.0344062696381624e-31,6.3529625232646519e-17,8.1990845865271436e-24,4.5184864187393362e-22,1.3020616269807429e-11,1.3670293525602257e-12,2.2650646423963374e-16,2.9675054121125341e-19,1.5406992242629998e-08,3.9733602131325498e-13,8.6765023435105786e-14,2.2406511938728775e-15,1.1686509151899842e-20,1.5846052298625372e-17,3.5454642093871612e-11,2.9905146008417968e-24,2.0788611255734673e-19,6.3992428995231167e-10,1.9374339556248408e-10,2.2508245435166209e-18,2.5004328771938342e-16,5.1405072276907998e-12,1.1185125229696406e-35,2.8406495216465375e-14,1.3403674387955246e-17,8.1016544873595884e-13,5.1118557994795116e-18,4.6300652855643205e-17,2.7192693343809951e-24,8.210983607719476e-16,9.5887829713854786e-22,4.861743036122302e-25,1.0497442619867967e-42,1.275683710496886e-37,7.6562876867359839e-15,1.0927412434227787e-17,5.4637655270684223e-16,2.03148439870505e-24,2.9607748165022649e-16,-8.5287807472554206e-19,3.2600529521283117e-28,2.5059460169532011e-12,1.8528832787657859e-20,1.1912815218721284e-16,6.9644518258294925e-23,6.0801830926693744e-29,1.7566164759847686e-17,7.271451318699435e-24,0.88168480800000004,0.0,0.0094597180958027223,0.10884958679628857,0.00099999873138498642,5.7624286750730746e-13,3.7056464860929493e-12,3.4323767047176967e-12,1.3860757447281601e-11,1.0983945767696585e-10,5.3935298730628967e-11,4.7344168314916439e-13,1.1797822887418893e-10,7.9513185215945982e-13,7.6933457949442825e-10,3.0731892888393114e-12,4.7726377489092679e-12,7.253699799806847e-11,6.1220777278972513e-08,6.1021619867363805e-12,5.6881266370055303e-10,4.5777165614389777e-11,2.4451242981306506e-12,1.3915938456369953e-11,1.0549771529604787e-14,9.4803220340053185e-09,1.9628611259549289e-11,8.5874289376585575e-20,4.5078754848413615e-08,3.077204094954323e-10,2.3152973214839295e-10,2.32996625715816e-12,4.5150141902594073e-08,3.9222779401356052e-14,3.861619333166378e-12,2.9005672730136647e-11,1.4875854022827413e-13,7.7802780343703138e-13,1.8571712357885178e-11,1.204671566292082e-10,1.0872442431441999e-13,2.4312119564546064e-08,2.2472071388690407e-08,6.9418989572327279e-08,2.0627520645178506e-11,1.6098693930152315e-10
0.0011985475338229996,0.001855748403686413,7.6573494644672465e-14,3.3912729091151052e-14,1.9259061522583693e-11,2.2230506151839829e-10,8.8614018487153464e-08,0.0,0.0,5.9101170481680792e-08,4.1938333415281413e-08,7.0504861760240607e-13,4.2662379073521331e-16,1.0771174199109461e-17,2.9171937823287783e-35,6.2494070028013781e-31,1.2112740245224859e-20,4.1530769457333106e-11,3.6514780158787597e-09,1.0052769666691156e-26,1.1939211589144762e-31,6.9951689400307298e-17,8.5882266298253206e-24,4.9370438237073249e-22,1.3574992487922447e-11,1.4251885804742428e-12,2.4841272685166705e-16,3.2586015858912496e-19,1.613819833403847e-08,4.0344609221411713e-13,8.6763546450712743e-14,2.3359808286855739e-15,4.8888837687865248e-20,1.733755392262627e-17,3.5982268266579275e-11,3.315999149109557e-24,2.2710996301995404e-19,6.6711799034247811e-10,2.0196387325448654e-10,2.3463248632276423e-18,2.5004660577998268e-16,5.1404147439213694e-12,1.1717638217231162e-35,2.9720838605056989e-14,1.4560988807076426e-17,8.2270623781574539e-13,5.1156784385429732e-18,5.0842908592079227e-17,2.9860159372696577e-24,9.0426716797395702e-16,1.0448036854635799e-21,5.3340039600451922e-25,1.2612602859140939e-42,1.5820543283758307e-37,7.8823837028818874e-15,1.0927575507875409e-17,5.9354430443688011e-16,2.1626577595124178e-24,3.1963118962498624e-16,5.5239079200746818e-18,3.6586686325870681e-28,2.5059578625196435e-12,1.8529669090673445e-20,1.2973707011517685e-16,7.5383292374546245e-23,6.8739530086985166e-29,-3.4696225993096862e-17,-1.4354144475495648e-23,0.88168480800000004,0.0,0.0094597032224174177,0.10884956510952168,0.00099999865867791081,5.7624204244141849e-13,3.8814773699165246e-12,3.5753653994884543e-12,1.3860735032475703e-11,1.1441429634389191e-10,5.6494539547161648e-11,4.7344091775258373e-13,1.236666506594855e-10,8.3286141269016648e-13,8.0642863796247922e-10,3.0731837438440102e-12,4.9991020284174587e-12,7.6036438796632214e-11,6.4460613072882377e-08,6.3966196500364877e-12,5.9625415791045658e-10,4.7986123671265182e-11,2.5631132097392053e-12,1.4587447207457862e-11,1.1050363988826754e-14,9.9615278411774464e-09,2.057441420306605e-11,9.0018123225135091e-20,4.746991942050429e-08,3.2254826602366409e-10,2.4269330012963144e-10,2.4423720218279649e-12,4.7545889127516875e-08,4.1113988106201746e-14,4.0478237670989693e-12,3.0404302007452408e-11,1.5495436549884984e-13,8.1554367449228304e-13,1.9467700756999348e-11,1.2627905799172389e-10,1.139670457134749e-13,2.5595865061793419e-08,2.3662711351601936e-08,7.3099160507987956e-08,2.1622123285644607e-11,1.6874927579026973e-10
0.0012157274030069995,0.0018557483812853552,8.0004721940738202e-14,3.5432644771563455e-14,2.0183543249016857e-11,2.3241031805003235e-10,9.3230604414621082e-08,0.0,0.0,6.1999759637871937e-08,4.4274698102476727e-08,7.4592992664843484e-13,5.0968989472607044e-16,1.1425023510312853e-17,-1.9026203501870452e-35,6.8204687567162301e-31,1.3235637651660835e-20,4.3301816522070956e-11,3.7894872858825249e-09,1.1953087546411476e-26,1.3768789801636017e-31,7.7002520901202879e-17,8.995285065976688e-24,5.3946774752826288e-22,1.4153992420718996e-11,1.4860714705523702e-12,2.6773730812966412e-16,3.577681190806883e-19,1.6903066270236906e-08,4.0957934415176848e-13,8.6762015070376475e-14,2.4357750895965971e-15,-8.9762397500775097e-20,1.8969904054261262e-17,3.6509907923980328e-11,3.6811208443449593e-24,2.4812758425532153e-19,6.9556416271562128e-10,2.105673828856118e-10,2.4462249007116764e-18,2.5005011527111376e-16,5.1403188430937239e-12,1.2274829682178441e-35,3.1137413257093107e-14,1.582945093915822e-17,8.353093571652044e-13,5.119875174944478e-18,5.5821840886283774e-17,3.2784002555462383e-24,9.9558702561895409e-16,1.1391359548779958e-21,5.8594950982504555e-25,1.5319183864561049e-42,1.7023698079452906e-37,8.1160505753086763e-15,1.0927748757764414e-17,6.4524209159929442e-16,2.3017124979258793e-24,3.4512826820385041e-16,-1.8919458754282547e-17,4.106931419096973e-28,2.5059706373879203e-12,1.8530549401784107e-20,1.413682904437209e-16,8.1610691640607445e-23,7.7726660437489809e-29,1.7208597457102635e-16,7.1211489840947562e-23,0.88168480800000004,0.0,0.0094596876332980005,0.10884954238260269,0.00099999858233119606,5.7624117751436153e-13,4.065411508492603e-12,3.7249602030194403e-12,1.386071153565089e-11,1.1920050937875868e-10,5.9171726848430561e-11,4.7344011540791226e-13,1.2961687531271454e-10,8.7232982740098218e-13,8.452298948525737e-10,3.0731779313667652e-12,5.236003362217096e-12,7.9696815147533811e-11,6.7856513256260412e-08,6.7046296161902757e-12,6.2495764920255214e-10,5.0296747568166633e-11,2.6865325090606437e-12,1.5289861623907672e-11,1.157402724263398e-14,1.0465552204443997e-08,2.1563796228106798e-11,9.4352673787399948e-20,4.9976344941671774e-08,3.3805934656756061e-10,2.5437172502199996e-10,2.5599471804727677e-12,5.0057100897466753e-08,4.3092419231886183e-14,4.2426163474563334e-12,3.1867438612100014e-11,1.61436460719833e-13,8.5478984693660794e-13,2.0404895402583215e-11,1.323582452358458e-10,1.1945146830255638e-13,2.6941449232086234e-08,2.491071624293695e-08,7.6956896773987405e-08,2.2662502211958333e-11,1.7686886916495126e-10
0.0012329072721909994,0.0018557483578049404,8.3594917446052493e-14,3.702295936351074e-14,2.1150623131600781e-11,2.4296872754521597e-10,9.8068610738176592e-08,0.0,0.0,6.5031233137242968e-08,4.6726693468463824e-08,7.9047221337330525e-13,3.8282600320979385e-16,1.2125971516933674e-17,-3.6034200272070857e-34,7.4489980828082134e-31,1.4463271833887194e-20,4.5154326310259528e-11,3.9330667359030798e-09,1.1920111774526933e-26,1.5866383865382875e-31,8.4742500195458202e-17,9.4210849407535682e-24,5.8949890430152688e-22,1.4758853720108386e-11,1.5498020978394235e-12,3.0756163747884291e-16,3.9273931551791129e-19,1.7703145841689754e-08,4.1573781423170499e-13,8.6760428219210624e-14,2.5402373817979727e-15,4.6665669672415022e-19,2.0756291908210147e-17,3.7037562342233471e-11,4.0713767873846474e-24,2.7110460834133307e-19,7.2531872533699559e-10,2.1957119388484545e-10,2.5507209419065742e-18,2.5005382844829915e-16,5.1402194563848013e-12,1.2857851265187295e-35,3.2666032333142614e-14,1.721958120140102e-17,8.4798083494415203e-13,5.1244816756740216e-18,6.1278782344726293e-17,3.5988740456395703e-24,1.095840955998022e-15,1.2428295418322485e-21,6.4450526714965933e-25,1.843020852702274e-42,2.8290467152432061e-37,8.3576426305389783e-15,1.0927932892450839e-17,7.0189867930875251e-16,2.4491107382772337e-24,3.7273435626951055e-16,7.8416522356874881e-17,4.6111939799987438e-28,2.5059844204001152e-12,1.8531476062164142e-20,1.5411881286929825e-16,8.8369375620890243e-23,8.7890696534654537e-29,-6.5812327314025562e-16,-2.72326785379177e-22,0.88168480800000004,0.0,0.0094596712955205154,0.10884951856783522,0.00099999850217705449,5.7624027088556873e-13,4.2578045723000091e-12,3.8814529458423268e-12,1.3860686906883626e-11,1.2420743625793944e-10,6.1972038121947109e-11,4.7343927441037182e-13,1.3584037249301058e-10,9.1361343132452112e-13,8.8581314210323874e-10,3.0731718390741899e-12,5.4837999267656232e-12,8.352517325931707e-11,7.1415654682149181e-08,7.0267861378591018e-12,6.5497839066542545e-10,5.2713495185319075e-11,2.8156203129780501e-12,1.6024536867007053e-11,1.2121774076460401e-14,1.0993445664084868e-08,2.2598668587242896e-11,9.8886303669533866e-20,5.2603330697281722e-08,3.5428361885982648e-10,2.6658764740832515e-10,2.6829180615500531e-12,5.2689082766671989e-08,4.5161908495414283e-14,4.4463748096475918e-12,3.3397919756044718e-11,1.6821747459812439e-13,8.9584242440505583e-13,2.1385100528381054e-11,1.3871642143297142e-10,1.2518832736980486e-13,2.8351721274351915e-08,2.621872293033547e-08,8.1000385895853641e-08,2.3750663077814134e-11,1.8536137218632322e-10
0.0012456959086858768,0.0018557483395961274,8.6374852387463106e-14,3.8254323804028674e-14,2.1899278870244999e-11,2.5113501040693825e-10,1.0181980360517463e-07,0.0,0.0,6.7377569383723522e-08,4.8630248900243543e-08,8.2602786731294044e-13,-1.6709803280496054e-16,1.268058709758708e-17,-3.2401673382920536e-35,7.9744068093069326e-31,1.54509278821627e-20,4.6588287165033529e-11,4.0437173736828251e-09,1.612395553509608e-26,1.7647058007523836e-31,9.099056745972331e-17,9.7507271042291503e-24,6.2974947222926748e-22,1.5226672014052739e-11,1.5991686420871177e-12,3.4915587826479043e-16,4.2093101638379445e-19,1.8322542074620354e-08,4.2033984325710468e-13,8.6759210368424553e-14,2.621155362689857e-15,1.1291106737380038e-19,2.2194533229867745e-17,3.7430356914496272e-11,4.4188242158453402e-24,2.8958875485988261e-19,7.4835077250564797e-10,2.2654416729976638e-10,2.6316088543724495e-18,2.5005673252986895e-16,5.1401431721304076e-12,1.3309333882848286e-35,3.3883018389190595e-14,1.8340150861313216e-17,8.5746171854355901e-13,5.1281997922477461e-18,6.5677874145294307e-17,3.8572311830322084e-24,1.1767761560425496e-15,1.3267312879138553e-21,6.9245096074680546e-25,2.1248631895308067e-42,2.8482925312867682e-37,8.542847813305197e-15,1.0928077479432711e-17,7.4756907281165144e-16,2.5645379888849205e-24,3.9475989833654138e-16,1.62377092289382e-17,5.0271556660447699e-28,2.5059953856198477e-12,1.853219742195381e-20,1.6439957084604188e-16,9.3772743266434764e-23,9.6338441903081135e-29,-1.3246154164872989e-15,-5.4837617151559397e-22,0.88168480800000004,0.0,0.0094596586273049867,0.10884950010442589,0.00099999843993484137,5.7623956778063321e-13,4.4067323151049843e-12,4.0026038580766938e-12,1.3860667807515389e-11,1.2808362695069907e-10,6.4139706772475794e-11,4.7343862222466593e-13,1.4065760600256042e-10,9.455703211796039e-13,9.1722617517321996e-10,3.073167114692848e-12,5.6756146988886523e-12,8.648838830246569e-11,7.4175490526029528e-08,7.276148857809869e-12,6.7821495495259234e-10,5.4584159178671229e-11,2.9155397059501773e-12,1.6593206247888113e-11,1.2545774846885649e-14,1.1402554541567607e-08,2.3399736596099282e-11,1.0239552290950792e-19,5.4640401200460647e-08,3.6684241764729565e-10,2.7604404823354345e-10,2.7780996184263256e-12,5.4730012336832847e-08,4.6763910311427383e-14,4.6041055574458547e-12,3.4582674800351582e-11,1.7346710249934796e-13,9.27621482774913e-13,2.2143796720213284e-11,1.4363776147533714e-10,1.2962926742996e-13,2.9445283970640205e-08,2.7232985622757997e-08,8.4136010482462082e-08,2.4592943402829816e-11,1.9193490970146822e-10
