Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604)
0.004665738110427978,0.002043468628555886,7.2175752423665223e-10,6.4577021127562907e-10,4.042585595385986e-08,2.8166630391280627e-05,0.00356046421489411,2.3765003130806577e-31,0.0,1.1698715333270402e-05,0.00026345516036274289,0.00068312914302384698,9.2929866213405821e-06,1.0641140153775926e-09,2.9077448504577935e-26,3.4988744645250001e-19,1.7422354016054251e-12,2.5367260005667559e-07,0.00064656505760355657,3.5822775152860427e-13,3.7827227054133112e-18,3.8752490917185588e-07,2.2965831085182168e-17,1.0045793403661505e-14,5.8124394217426634e-05,7.8507070082594343e-09,2.4233942070280213e-06,8.8779201404276136e-11,0.0019689191803551609,4.6979675492288874e-06,1.0404481250422775e-09,4.3466900630837591e-11,2.386596694318615e-12,5.2063906639384516e-09,6.8001974774531912e-06,6.3431483944841787e-12,8.1722321699377252e-12,1.4539928156295846e-06,4.4365884952942704e-07,2.2918013138642004e-14,7.5818574264113691e-13,2.2596136284527416e-08,2.3552345916511116e-27,5.7803618895894618e-05,4.4312652847615657e-09,3.4464229453516011e-06,9.9171650011730651e-13,5.1787145631283601e-09,6.86096273705457e-16,2.7776682959497416e-06,5.3594685838340497e-08,2.8049260686212096e-12,1.2224961359237972e-25,1.3757265436524325e-20,3.8396535264515863e-06,1.912919989127958e-12,6.5255533830702627e-08,1.0198149765371009e-14,2.5287131782557105e-06,5.2664090293670557e-14,3.9197922132547693e-16,3.0789477034118968e-09,2.8062191064697161e-16,3.7194400527913021e-09,1.8295514566385089e-14,1.2567227301227147e-15,1.053661625166153e-09,1.1428096648777169e-15,0.88168480800000004,0.0,0.0041571982244768433,0.099966354035601293,0.001032795103725315,2.8649483344650999e-12,2.6833008765609373e-08,2.4033425862951903e-08,2.4738248316177365e-11,2.6679523598140515e-07,1.5214037297089591e-07,1.1231656863026329e-12,3.682471417613628e-07,4.1209618170792319e-09,8.9819696867365139e-07,2.7066074219354118e-12,9.3564318259144716e-09,3.1984693186708977e-07,0.00087992353581618245,1.9037803351553353e-08,9.449053032898206e-07,5.4865429528511174e-08,4.3145231942332222e-09,9.3033585275041879e-09,2.6195021035635903e-11,0.00077759686152784546,4.5895806329883229e-08,9.7290399933374264e-17,0.0016346817921051235,2.7671306272166962e-07,4.7393288988835744e-08,5.6713955797043613e-09,0.00088234591952491496,3.4234802464910191e-07,0.00013675780684587605,0.00040090599076492953,5.8378251959681416e-10,1.8144489188320163e-05
0.0047195569228257956,0.002043477041761453,7.2238632160138772e-10,6.4593696456216221e-10,4.0411680431701097e-08,2.8394349906925099e-05,0.0035875899111541642,7.7888832201198359e-27,0.0,1.1745698272628135e-05,0.00026634851445507486,0.00069421471824138614,9.5024410844265669e-06,1.0719256183547427e-09,2.9240547002708444e-26,3.5170097689492836e-19,1.7504301850808214e-12,2.5288970116546975e-07,0.00065105166746128832,3.6418986681775098e-13,3.8336075350735674e-18,3.9262584857896376e-07,2.3155540722940855e-17,1.0044966074918475e-14,5.8138209373584908e-05,7.8401895620137242e-09,2.4592207313647947e-06,8.9224857060216599e-11,0.0019782118461642781,4.7020518732870041e-06,1.0472786891498534e-09,4.3512828703421356e-11,2.4140038463318415e-12,5.2385769838542697e-09,6.8748084168653007e-06,6.4477896135672012e-12,8.2395417684217283e-12,1.4487956961778209e-06,4.4286420721371144e-07,2.2889923146932284e-14,7.613713229163622e-13,2.2735117009958665e-08,2.3857497745762353e-27,5.8541307181359546e-05,4.4520938936951029e-09,3.5122022436514994e-06,1.0002967521414604e-12,5.2026180902845943e-09,6.8935744706294048e-16,2.8063867775849624e-06,5.4532939283460297e-08,2.8410923830971092e-12,1.2390857170804711e-25,1.3988143678241351e-20,3.8908663855258997e-06,1.9361258511166875e-12,6.5529822093302606e-08,1.0390816527430221e-14,2.5728454918918487e-06,5.2671605725648294e-14,3.9607476910440836e-16,3.0886873438796406e-09,2.8232416701654207e-16,3.7283978837967773e-09,1.8415953615511017e-14,1.2779652506030516e-15,1.0653983286156323e-09,1.1555395187546396e-15,0.88168480800000004,0.0,0.0041373648670368886,0.099917647758242023,0.0010330193944478368,2.8782608622998623e-12,2.6751741927435165e-08,2.396973638944373e-08,2.4840987124859817e-11,2.6595741296930487e-07,1.5160824351293149e-07,1.1278302273693686e-12,3.670391203868982e-07,4.1073598089737604e-09,8.948157496171563e-07,2.7165126490746204e-12,9.320967085600247e-09,3.1887626476104566e-07,0.00087952823002627816,1.8960557532878894e-08,9.415813261562251e-07,5.461652749865673e-08,4.2952430038219304e-09,9.257234108762574e-09,2.6095731150879779e-11,0.00078252298261277556,4.5737188972929792e-08,9.6808051206586551e-17,0.001643866957180488,2.7564374819186142e-07,4.7061863618738312e-08,5.6514561349239098e-09,0.00088212645442245963,3.4402647768250868e-07,0.00013742837998787294,0.00040267383377282008,5.8194925388001703e-10,1.8224499558724428e-05
0.004773375735223613,0.0020434857471920095,7.2303844179814599e-10,6.4612403295474995e-10,4.0399416068422346e-08,2.8621973676707375e-05,0.0036147160108613492,8.7288032587026941e-26,0.0,1.1792616975167218e-05,0.00026923846397326772,0.00070537357615170449,9.7149564677446418e-06,1.0797439515344122e-09,2.9404498063991492e-26,3.5352909509550323e-19,1.7586302080827443e-12,2.5211889282767048e-07,0.00065551151844541876,3.7021705552304448e-13,3.8848499303527215e-18,3.9774422867304142e-07,2.334526075606029e-17,1.0044727919929054e-14,5.8151054818398091e-05,7.8299942303649229e-09,2.4953084267195341e-06,8.9670844082690397e-11,0.0019874197800650848,4.7059817159276503e-06,1.0541090367357549e-09,4.3560321668429402e-11,2.441514801805327e-12,5.2708323493545584e-09,6.9493916530064409e-06,6.5534614866002047e-12,8.3068763797718844e-12,1.4436743716815193e-06,4.4208873008457768e-07,2.2862915564547924e-14,7.6455040741056756e-13,2.2873985966639593e-08,2.4163658769966891e-27,5.9281348103401502e-05,4.4729383319500819e-09,3.5784520524755157e-06,1.0088661069828817e-12,5.2265219640626421e-09,6.9262048009544341e-16,2.8350683954603624e-06,5.5477822917076482e-08,2.8775139162784703e-12,1.255852127625098e-25,1.4222234648612172e-20,3.9421205674619943e-06,1.9594445890647949e-12,6.5804144039206883e-08,1.0585277422852779e-14,2.6173436454106786e-06,5.2682124592902693e-14,4.0018235393465966e-16,3.0983959731940711e-09,2.8402492591594608e-16,3.7373856067667298e-09,1.8536420600414859e-14,1.2994265698374636e-15,1.0771736934561879e-09,1.1683112970603061e-15,0.88168480800000004,0.0,0.0041177013920482841,0.099869112027041962,0.001033240305585305,2.891652234030404e-12,2.6671861659068515e-08,2.3907142472482948e-08,2.4944332331420035e-11,2.6513285346772219e-07,1.5108462763350497e-07,1.132522300820313e-12,3.6585006280831208e-07,4.0939805441057936e-09,8.9148492038216262e-07,2.7264773901282622e-12,9.2860524928363774e-09,3.1792042141774661e-07,0.00087909569585823116,1.888461063381579e-08,9.3830525112472335e-07,5.4371662488784303e-08,4.2762767606651559e-09,9.2118412929096451e-09,2.5997981503542888e-11,0.00078743054216385601,4.5581125071619084e-08,9.6333353258535211e-17,0.0016530068345830392,2.7459081959274368e-07,4.6735906927920265e-08,5.6318039840167579e-09,0.00088186716923599852,3.4569491233543823e-07,0.0001380949500983684,0.00040442865606848038,5.801450104638222e-10,1.8303920627532332e-05
0.00482719454762143,0.0020434947403625654,7.2371299203020331e-10,6.4633064824498277e-10,4.0388996056564374e-08,2.8849511143417209e-05,0.0036418437883501921,1.1427580549739403e-25,0.0,1.1839469407483467e-05,0.0002721250399605466,0.00071660570822941342,9.9305592898577668e-06,1.0875685742581122e-09,2.9573605528887298e-26,3.553712997490947e-19,1.7668343700589523e-12,2.5135977659504788e-07,0.00065994477387288373,3.7630960648334492e-13,3.9364501289812343e-18,4.0287999501935105e-07,2.3534994572925809e-17,1.0045054554834483e-14,5.8162949881262219e-05,7.8201077252330911e-09,2.5316582004780877e-06,9.0117118351496674e-11,0.0019965438502436658,4.7097597815782117e-06,1.0609387199119116e-09,4.3609319926279182e-11,2.4691286131337961e-12,5.3031548986314737e-09,7.0239456075005056e-06,6.6601684777121837e-12,8.374230858765194e-12,1.4386263837498816e-06,4.4133167448998244e-07,2.2836954807135127e-14,7.6772268006869694e-13,2.3012733226078268e-08,2.4470826014869791e-27,6.0023735121766063e-05,4.4937963490688866e-09,3.6451697793482491e-06,1.0174242369746011e-12,5.2504235341494163e-09,6.9588502756970608e-16,2.8637129227563897e-06,5.6429318728932656e-08,2.9141908344505286e-12,1.2727958017454309e-25,1.445956024521719e-20,3.9934122788915992e-06,1.9828751195415241e-12,6.6078464940823906e-08,1.0781533480836698e-14,2.6622086067645885e-06,5.2694003697965454e-14,4.0430184177909251e-16,3.1080721419979013e-09,2.8572406835378553e-16,3.7464005652349004e-09,1.8656907855112234e-14,1.3211078569235782e-15,1.0889873244782345e-09,1.1811245711316986e-15,0.88168480800000004,0.0,0.004098204567923547,0.09982074246025463,0.0010334578576033635,2.9051201127453755e-12,2.6593314357076489e-08,2.3845599719208888e-08,2.5048262288562369e-11,2.6432103313829217e-07,1.5056920275202636e-07,1.1372409238119078e-12,3.6467923550715329e-07,4.0808155043776253e-09,8.8820257916432435e-07,2.7364991221849467e-12,9.2516674661298745e-09,3.1697880919037938e-07,0.0008786268052327535,1.8809916652558352e-08,9.3507521725721886e-07,5.4130693532736675e-08,4.2576134780377857e-09,9.1671548566377315e-09,2.5901714472017866e-11,0.00079231982488470578,4.5427517826984713e-08,9.5866042315048544e-17,0.0016621021357819423,2.735536654716808e-07,4.6415240781552377e-08,5.6124279637048144e-09,0.00088156895178173166,3.4735349967754683e-07,0.00013875758554366603,0.00040617066734156387,5.7836864202688003e-10,1.8382761885054358e-05
0.004881013360019247,0.0020435040169203256,7.2440912327841268e-10,6.4655608007317633e-10,4.0380356811334171e-08,2.9076971345723613e-05,0.0036689744709210875,1.2369036969289999e-25,0.0,1.1886253632104598e-05,0.00027500827040832944,0.00072791110110630424,1.0149276133142731e-05,1.0953990575770429e-09,2.9743488797764185e-26,3.5722711354152679e-19,1.7750416206552217e-12,2.5061197280287172e-07,0.00066435158954697697,3.8246780820640653e-13,3.9884083716791304e-18,4.0803309019125318e-07,2.372474538046362e-17,1.0045922821773131e-14,5.8173913192376427e-05,7.8105174062683313e-09,2.568270934324712e-06,9.0563637588758953e-11,0.0020055848955404733,4.7133886926788246e-06,1.0677673045503347e-09,4.3659766642472792e-11,2.4968443675092077e-12,5.335542851305782e-09,7.0984686542258248e-06,6.767915052035015e-12,8.4416002502917266e-12,1.4336493890215909e-06,4.4059233223392217e-07,2.2812006875710822e-14,7.7088783900534272e-13,2.3151349177618973e-08,2.4778996320244104e-27,6.0768461218933113e-05,4.5146657924005118e-09,3.7123528064223361e-06,1.0259708135815762e-12,5.2743202631610781e-09,6.9915075905634298e-16,2.8923201158667477e-06,5.7387408288592431e-08,2.9511233100732447e-12,1.2899171995237543e-25,1.4700142695182808e-20,4.0447377309198251e-06,2.006416364037672e-12,6.6352751616443271e-08,1.0979585614638369e-14,2.707441327965924e-06,5.2708999188261334e-14,4.0843310022809804e-16,3.1177144715999156e-09,2.8742147917325097e-16,3.7554402267955035e-09,1.8777407959319487e-14,1.3430102830579452e-15,1.1008387358413328e-09,1.1939788141455597e-15,0.88168480800000004,0.0,0.0040788712627829286,0.099772534821393241,0.0010336720703763059,2.9186621933970736e-12,2.6516049015242093e-08,2.3785065909565487e-08,2.5152755684880062e-11,2.6352145327368079e-07,1.5006166189204806e-07,1.1419851287508867e-12,3.6352594070710963e-07,4.0678565840786288e-09,8.8496691664275576e-07,2.74657536616801e-12,9.2177924184619006e-09,3.1605086461838507e-07,0.0008781224058245858,1.8736431765791302e-08,9.3188945507742791e-07,5.3893486324477061e-08,4.2392426884897077e-09,9.1231507657893122e-09,2.5806875218907599e-11,0.00079719110490354521,4.5276275120988459e-08,9.5405867037560023e-17,0.0016711535479123486,2.7253170393185176e-07,4.6099695283825396e-08,5.5933174594126887e-09,0.00088123266576161968,3.490024052150091e-07,0.00013941635246632645,0.00040790007052363012,5.7661905733192528e-10,1.8461032515737185e-05
0.004934832172417064,0.0020435135726227733,7.2512602761000478e-10,6.4679963366639233e-10,4.0373437781486008e-08,2.9304362935942648e-05,0.0036961092409790639,1.9133885120789763e-25,0.0,1.193296780146987e-05,0.00027788818037262006,0.00073928973670555481,1.0371133644105646e-05,1.1032349834357391e-09,2.9915428750298597e-26,3.5909608151996093e-19,1.7832509564421033e-12,2.4987511947170454e-07,0.00066873211417873299,3.88691948666823e-13,4.0407249002101229e-18,4.1320345389638972e-07,2.391451621109836e-17,1.004731071302275e-14,5.8183962718307202e-05,7.8012112418383398e-09,2.6051474849007989e-06,9.1010361240002228e-11,0.0020145437268685013,4.7168709935762423e-06,1.0745943693731709e-09,4.3711607579964892e-11,2.5246611172554299e-12,5.3679945028276578e-09,7.172959122167496e-06,6.8767056725223416e-12,8.5089797779823672e-12,1.428741152480271e-06,4.3987002846911896e-07,2.2788039263342116e-14,7.7404559555426943e-13,2.3289824508151005e-08,2.5088166347788108e-27,6.1515518920356077e-05,4.5355446008418759e-09,3.7799984904928521e-06,1.0345055074771188e-12,5.2982097194975945e-09,7.0241735798331177e-16,2.9208897155669724e-06,5.8352072758078369e-08,2.9883115201605535e-12,1.3072168046247829e-25,1.4944004530069364e-20,4.0960931402130768e-06,2.0300672478964426e-12,6.6626972332848647e-08,1.1179434616852461e-14,2.7530427454791205e-06,5.2725037896030168e-14,4.1257599832070916e-16,3.1273216494817097e-09,2.8911704680512407e-16,3.7645021752787969e-09,1.8897913721927188e-14,1.3651350208999046e-15,1.1127275199880006e-09,1.2068735840193427e-15,0.88168480800000004,0.0,0.0040596984401187093,0.099724485012841479,0.0010338829632120033,2.9322762013653278e-12,2.6440017070982178e-08,2.3725500867095187e-08,2.5257791530610206e-11,2.6273363927960329e-07,1.4956171276183225e-07,1.1467539626478599e-12,3.6238951426402434e-07,4.0550960655440883e-09,8.8177621054054462e-07,2.7567036850483254e-12,9.1844086988152649e-09,3.1513605169649843e-07,0.00087758332203762533,1.8664114201465944e-08,9.287462811672698e-07,5.3659912830507385e-08,4.2211544136107158e-09,9.0798061063535614e-09,2.5713411527320757e-11,0.00080204464627653285,4.5127309241305287e-08,9.4952587801500737e-17,0.0016801617349053066,2.7152438089869681e-07,4.5789108303161842e-08,5.5744623728492276e-09,0.00088085915173016349,3.506417891447241e-07,0.00014007131488678813,0.00040961706209559161,5.7489521790423024e-10,1.8538741412078362e-05
0.004988650984814881,0.0020435234033359907,7.25862935971384e-10,6.4706064783989221e-10,4.0368181277493634e-08,2.9531694195212906e-05,0.0037232492378580784,2.677591921373102e-25,0.0,1.1979610152798905e-05,0.00028076479207465063,0.00075074159235684042,1.0596158533460443e-05,1.1110759441482563e-09,3.0090428985751332e-26,3.6097776984873774e-19,1.7914614182999559e-12,2.4914887138487548e-07,0.00067308648974597233,3.9498231527643574e-13,4.0933999572555319e-18,4.1839102308427754e-07,2.4104309928825077e-17,1.0049197304084496e-14,5.8193115792199861e-05,7.7921777764307276e-09,2.642288684367537e-06,9.145725037859872e-11,0.0020234211284236524,4.7202091538405301e-06,1.0814195053194224e-09,4.3764790959391131e-11,2.5525779545119193e-12,5.4005082202730349e-09,7.2474152978516639e-06,6.9865448002732739e-12,8.576364834006889e-12,1.4238995417960129e-06,4.3916411993536089e-07,2.2765020876709971e-14,7.7719567361265705e-13,2.3428150187622034e-08,2.539833258785856e-27,6.2264900311712428e-05,4.5564307997317929e-09,3.8481041630193755e-06,1.0430279886491462e-12,5.3220895715083321e-09,7.0568452086800627e-16,2.9494214480068292e-06,5.9323292902882913e-08,3.0257556459466483e-12,1.3246951232554904e-25,1.5191168576297554e-20,4.1474747299306383e-06,2.0538267001346641e-12,6.6901096724969811e-08,1.1381081161380537e-14,2.7990137805525465e-06,5.2744081360366468e-14,4.1673040650879868e-16,3.1368924258208873e-09,2.9081066309167611e-16,3.7735841041621637e-09,1.9018418170031804e-14,1.3874832447112264e-15,1.1246532183389894e-09,1.2198083834973208e-15,0.88168480800000004,0.0,0.0040406831550897498,0.099676589070393645,0.0010340905548733843,2.9459598912684519e-12,2.6365172270177517e-08,2.3666866346485044e-08,2.5363349145647854e-11,2.6195713934716931e-07,1.4906907694187732e-07,1.1515464865729023e-12,3.6126932380300204e-07,4.0425265976936466e-09,8.7862882080008983e-07,2.7668816823250282e-12,9.1514985403773199e-09,3.142338603547428e-07,0.00087701035583985184,1.8592924125672901e-08,9.2564409339848723e-07,5.3429850943815615e-08,4.2033391370532298e-09,9.0370990226491666e-09,2.5621273655856547e-11,0.0008068807034172956,4.4980536636943069e-08,9.4505976049842881e-17,0.0016891273384523886,2.7053116857629499e-07,4.5483325044599109e-08,5.5558530934000241e-09,0.00088044922792213261,3.5227180656881122e-07,0.00014072253478911826,0.00041132183235123647,5.7319613512652275e-10,1.8615897186553116e-05
0.005042469797212699,0.0020435335050461327,7.2661911540241159e-10,6.4733849251225397e-10,4.036453226587686e-08,2.9758973052122257e-05,0.0037503955600565533,2.9290696005667695e-25,0.0,1.2026179001895546e-05,0.0002836381250249032,0.0007622666409367382,1.0824377576411553e-05,1.1189215415350292e-09,3.0266353658699606e-26,3.6287176419877834e-19,1.7996720878077077e-12,2.4843289888536266e-07,0.00067741485193256864,4.013391949209386e-13,4.1464337863767898e-18,4.2359573207763431e-07,2.4294129236241969e-17,1.0051562672482832e-14,5.8201389150702128e-05,7.7834060897017566e-09,2.6796953410815213e-06,9.1904267569822754e-11,0.0020322178591686817,4.7234055723249429e-06,1.0882423146791394e-09,4.3819267282680199e-11,2.5805939366901723e-12,5.4330824364965341e-09,7.3218354283187141e-06,7.0974368966353543e-12,8.6437509668515342e-12,1.4191225199960256e-06,4.3847399275455019e-07,2.2742921934342656e-14,7.8033780870606618e-13,2.3566317449387169e-08,2.5709491367690399e-27,6.3016597059956849e-05,4.5773224936781006e-09,3.9166671301601622e-06,1.051537926502242e-12,5.345957579294714e-09,7.0895195623294853e-16,2.9779150259178264e-06,6.0301049105811155e-08,3.063455872637144e-12,1.3423526832555343e-25,1.5441657952492565e-20,4.1988787308594626e-06,2.0776936532138753e-12,6.7175095684080542e-08,1.1584525809660257e-14,2.8453553396225609e-06,5.2764272964421548e-14,4.2089619655729055e-16,3.1464256089423536e-09,2.9250222304762173e-16,3.7826838079791372e-09,1.9138914531134586e-14,1.4100561309420535e-15,1.1366154268071588e-09,1.2327827742620577e-15,0.88168480800000004,0.0,0.0040218225499701263,0.099628843156554139,0.0010342948636049298,2.9597110455652076e-12,2.6291470501970033e-08,2.3609125894525463e-08,2.5469408145486553e-11,2.6119152281542119e-07,1.485834888941045e-07,1.1563617750172144e-12,3.6016476643949294e-07,4.0301411698222368e-09,8.75523183697876e-07,2.777107000245316e-12,9.1190449974620245e-09,3.1334380458533667e-07,0.00087640428779121079,1.8522823506165382e-08,9.2258136507428492e-07,5.3203184067450593e-08,4.185787772054055e-09,8.9950086430981315e-09,2.5530414162006565e-11,0.00081169952162331728,4.483587762142317e-08,9.4065813516874748e-17,0.0016980509791885315,2.6955156357466212e-07,4.5182197542081426e-08,5.5374804629794344e-09,0.00088000369127144793,3.5389260776015101e-07,0.00014137007222716678,0.00041301456571958274,5.7152086665600311e-10,1.8692508186203727e-05
0.005096288609610516,0.0020435438738221185,7.2739386679144311e-10,6.4763256705066027e-10,4.0362438238108289e-08,2.9986207097241493e-05,0.0037775492669859219,2.698961854886096e-25,0.0,1.2072672736863311e-05,0.00028650819612134127,0.00077386485097637008,1.1055817612303262e-05,1.1267713858778112e-09,3.0445008590941488e-26,3.647776681887572e-19,1.8078820844075652e-12,2.4772688703541793e-07,0.00068171733047093976,4.0776287333166588e-13,4.199826625903319e-18,4.2881751267417414e-07,2.4483976679819124e-17,1.0054387843468878e-14,5.8208798962720733e-05,7.7748857647282164e-09,2.7173682401129074e-06,9.2351376763295608e-11,0.0020409346539954887,4.72646258033353e-06,1.0950624099112073e-09,4.3874989195660194e-11,2.6087081566580283e-12,5.4657156436594103e-09,7.3962177234476565e-06,7.2093864101671521e-12,8.7111338736871715e-12,1.4144081404277902e-06,4.3779906071574744e-07,2.2721713894526316e-14,7.8347174675378178e-13,2.3704317764197473e-08,2.6021638857773685e-27,6.3770600429640626e-05,4.5982178609325575e-09,3.9856846728151584e-06,1.0600349898149576e-12,5.369811588301923e-09,7.122193837615984e-16,3.0063701495522385e-06,6.1285321377460641e-08,3.1014123847508087e-12,1.3601900291899814e-25,1.5695496007895615e-20,4.2503013823070985e-06,2.1016670401341972e-12,6.744894127156388e-08,1.1789768986479148e-14,2.8920683146091931e-06,5.2787704377971291e-14,4.2507324108866945e-16,3.1559200601356757e-09,2.9419162454269157e-16,3.7917991753802287e-09,1.9259396212225949e-14,1.4328548553359515e-15,1.148613635032644e-09,1.2457962028944454e-15,0.88168480800000004,0.0,0.004003113850571588,0.099581243555282153,0.001034495907153395,2.9735274727635382e-12,2.621886969029925e-08,2.3552244755433808e-08,2.5575948424176797e-11,2.6043637907305137e-07,1.4810469532011836e-07,1.1611989151198475e-12,3.5907526730698697e-07,4.0179330945144949e-09,8.7245780809617292e-07,2.7873773177477403e-12,9.0870319049882754e-09,3.1246542122658444e-07,0.00087576587785370751,1.8453776024128636e-08,9.1955664118157115e-07,5.2979800848892507e-08,4.1684916406762841e-09,8.9535150334030118e-09,2.5440787788706743e-11,0.00081650133748780091,4.4693256181830204e-08,9.3631891738549247e-17,0.0017069332576188862,2.6858508571886914e-07,4.4885584341697639e-08,5.5193357535468131e-09,0.0008795233182140081,3.5550433837578578e-07,0.00014201398540986332,0.00041469544101578804,5.6986851402113868e-10,1.8768582503995445e-05
0.005150107422008333,0.0020435545058458374,7.2818652333930048e-10,6.4794229872820562e-10,4.0361849067747405e-08,3.0213403596298661e-05,0.0038047113805540658,2.4364185172711188e-25,0.0,1.211908981520778e-05,0.00028937501973755071,0.00078553618675846447,1.129050554540245e-05,1.1346250962105985e-09,3.0626270477165542e-26,3.6669510281012689e-19,1.8160905641666917e-12,2.4703053488309584e-07,0.00068599404945084901,4.1425363557579701e-13,4.2535787143367473e-18,4.3405629423881598e-07,2.4673854656617289e-17,1.0057654735934373e-14,5.8215360855297884e-05,7.7666068630338805e-09,2.7553081436846416e-06,9.2798543260893991e-11,0.0020495722247779432,4.7293824444766384e-06,1.1018794135017045e-09,4.3931911384370554e-11,2.636919652375001e-12,5.4984063934304649e-09,7.4705603580548417e-06,7.3223977888088957e-12,8.7785093918570337e-12,1.4097545421656736e-06,4.3713876388212671e-07,2.270136939498245e-14,7.8659724395531611e-13,2.3842142836389765e-08,2.6334771077627972e-27,6.4526901297678701e-05,4.6191151515017193e-09,4.0551540466725273e-06,1.0685188469215546e-12,5.3936495271039253e-09,7.1548653401196892e-16,3.0347865075264979e-06,6.2276089366351464e-08,3.1396253699923744e-12,1.378207725175615e-25,1.5952706361022521e-20,4.3017389329115854e-06,2.1257457966440987e-12,6.7722606685865623e-08,1.1996811004531784e-14,2.9391535831874887e-06,5.2810559350884729e-14,4.2926141398296664e-16,3.1653746919941557e-09,2.9587876825659015e-16,3.8009281847286377e-09,1.9379856805411941e-14,1.4558805957076838e-15,1.1606475388316803e-09,1.2588483393439305e-15,0.88168480800000004,0.0,0.0039845543629977304,0.099533786667219307,0.0010346937027866632,2.9874070065575175e-12,2.6147329685596638e-08,2.3496189784563276e-08,2.5682950145504322e-11,2.5969131651957411e-07,1.4763245449918371e-07,1.1660570062663419e-12,3.5800027804335729e-07,4.0058959903042086e-09,8.6943127145112724e-07,2.797690349334104e-12,9.0554438358493657e-09,3.1159826874790185e-07,0.00087509586612852328,1.8385746979769513e-08,9.1656853450456888e-07,5.2759594886739112e-08,4.1514424509980818e-09,8.9125991434778452e-09,2.5352351344986029e-11,0.00082128637927276213,4.455259977731791e-08,9.3204011497511256e-17,0.00171577475495868,2.6763127676019682e-07,4.459335012553375e-08,5.5014106437908259e-09,0.0008790088654181097,3.5710713964119753e-07,0.00014265433077488907,0.00041636463167209767,5.6823822034858976e-10,1.8844127989268927e-05
