Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604)
9.2274678e-09,0.0020477699652704804,1.250546088821316e-17,8.0207407918550699e-20,1.0632868733091021e-18,5.7559596382582944e-19,3.9702953514841656e-20,0.0,0.0,6.0857260456758293e-15,9.9956129919970371e-20,1.2124032631735131e-25,3.8149383372929245e-26,4.5707369723576195e-28,9.0594216242711459e-41,4.6241176338147721e-34,5.2818859751209341e-26,4.3477649527625437e-15,1.8113323132912965e-19,8.2095075119787144e-48,4.3306243169621891e-50,4.335272247940791e-30,1.2800797775379422e-29,2.6328832705236785e-27,1.5637077367285566e-25,1.7068048437263679e-21,7.1219181604884942e-31,6.989707848580323e-29,2.3578545533476309e-15,9.1505086302899951e-19,3.0647505377616358e-14,4.1086055580446031e-24,1.6903494465803848e-29,1.7479067575335119e-27,7.7072702059312554e-20,2.5957076525383313e-38,2.0489451810821349e-33,7.2063890819675963e-16,4.4764359640656674e-20,4.9694448641907424e-23,1.0740996128756774e-21,1.4246769310962131e-14,6.8938310487370738e-41,1.0308103544633702e-25,1.0892035604080873e-24,6.1719362117813079e-21,1.1199245588988491e-20,2.66844962137138e-29,5.280268983745276e-34,1.7718252242013834e-30,3.7315940449456884e-42,1.5021425641664294e-40,1.1983730602328893e-68,1.0440662647695466e-64,6.6458631960188448e-26,4.5581974205359183e-23,2.8139758833564283e-25,1.7263175387533311e-36,2.1552569511207093e-26,3.0195638279156209e-30,8.9591344696479171e-43,7.0447935227370595e-18,1.7423019470320429e-22,6.7131089989020713e-24,2.2395679514920138e-28,2.7771131377099409e-42,4.629346191815122e-42,2.551473780578645e-38,0.88168480800000004,0.0,0.0094599999998991584,0.10884999999994868,0.00099999999999569205,4.2722556653263378e-14,3.520535571047675e-14,4.5662032068998001e-14,1.1255274831501855e-14,8.6849912833988574e-15,9.2797795179441097e-15,8.5642432643708384e-17,2.1219124031176155e-16,2.5527628320300048e-17,2.9663401207633384e-16,7.6455240639662985e-17,2.2169985975510265e-17,1.6535899424620228e-16,4.0239576846488933e-19,8.1537309090069326e-17,2.5302226026203421e-16,1.2037903616488518e-16,3.9805850382924298e-18,3.8367386133897104e-18,5.7682067151581795e-20,5.4187359059804358e-19,3.738993011313452e-17,4.0122906245075106e-26,2.1596615527847042e-19,9.974840450649427e-18,1.1621505166062721e-20,1.0235366930805947e-18,3.4206109923992173e-19,3.9905118428636232e-24,1.7359365571336793e-23,1.372137426909223e-23,1.5373499124029988e-17,2.3351424794069809e-25
9.999999999999999e-09,0.0020477699652704877,1.3474374187605331e-17,9.3117367720485842e-20,1.3635269136670053e-18,6.6854490300643885e-19,5.3658115895453307e-20,0.0,0.0,6.6328689435753711e-15,1.1686479037803548e-19,1.3286939409950687e-25,4.2771530949738631e-26,5.6193923649693547e-28,9.2909356630244568e-41,5.1159777129354427e-34,5.4007430879546276e-26,4.7086538018250548e-15,2.1331990765328481e-19,1.2425467892342286e-47,5.6167549698111192e-50,5.4033241881295513e-30,1.4899929698880665e-29,2.6356273081258893e-27,1.94480144607167e-25,1.9882788556273304e-21,9.3769194805090135e-31,8.2605452716940768e-29,2.7131592262078279e-15,1.0472578103179261e-18,3.2358354280688316e-14,4.9009348056350344e-24,2.1260025672048057e-29,2.3743712387114475e-27,9.4577076378679713e-20,3.3952515188214063e-38,2.877491963840852e-33,8.3777834641407279e-16,5.5592660930923187e-20,5.8131161523821277e-23,1.3227073082949818e-21,1.6288996403097412e-14,7.9326611931577904e-41,1.4060708993098855e-25,1.4110038079554421e-24,7.8840933914861611e-21,1.3353937325310222e-20,3.3798047312887175e-29,6.2409523403511697e-34,2.2455153869742111e-30,5.5874947850860332e-42,2.1264612707242811e-40,2.0711224008637372e-68,1.3119360826548301e-64,8.7246422155181961e-26,5.8382522708809922e-23,3.871601353446923e-25,2.2088655537963177e-36,2.7033150626577088e-26,4.0443151678468629e-30,1.135449480717991e-42,8.6373526693247293e-18,1.9922950120462943e-22,8.5752504361305268e-24,2.6212681855406155e-28,3.4936268229682407e-42,6.9407835273735248e-42,3.41796734469663e-38,0.88168480800000004,0.0,0.0094599999998907138,0.10884999999994144,0.00099999999999533145,4.5513637409959433e-14,3.7510560601840188e-14,4.8855999391181993e-14,1.2927584752666037e-14,1.0019009458567439e-14,1.0658805857673406e-14,1.023802897511876e-16,2.2456157244212552e-16,3.0638412481999956e-17,3.2750378241804461e-16,9.5790572761965294e-17,2.7853842061547199e-17,1.7427534567867254e-16,4.7921076444153587e-19,8.5759648627674965e-17,2.7952008449996571e-16,1.3260358806334679e-16,4.5383346248832634e-18,4.5962255588772493e-18,7.2828530422811628e-20,7.2955832370981244e-19,3.9774455953915212e-17,4.8065283530543316e-26,2.7789598927979212e-19,1.14464674782721e-17,1.4287458714084151e-20,1.1660896272669202e-18,4.0761623393682493e-19,4.927287263254348e-24,2.2339535851506643e-23,1.8506674555466235e-23,1.8001116040574254e-17,3.2721405831191144e-25
1.11149046e-08,0.0020477699652704877,1.4838432856084731e-17,1.1342231108296743e-19,1.8877131796448659e-18,8.1483776014690073e-19,7.8977608610827759e-20,0.0,0.0,7.4313293759474686e-15,1.437739718299803e-19,1.4987161234554398e-25,4.9645818342709172e-26,7.3721622886010735e-28,9.5321528924728445e-41,5.832815545784803e-34,5.5245967445593119e-26,5.2276013368558747e-15,2.6512693653749916e-19,2.0577199302560701e-47,7.876777654440484e-50,7.2085279631562778e-30,1.819219245307506e-29,2.638488165725965e-27,2.5896243378687921e-25,2.4340323765569663e-21,1.3387334566150564e-30,1.0285784992379595e-28,3.2654640658034987e-15,1.2509759284060431e-18,3.4632593816381675e-14,6.1811739595389749e-24,2.8671795707728628e-29,3.5088785382583635e-27,1.2376108255788625e-19,4.8013127578943808e-38,4.425419966831536e-33,1.0226732803743142e-15,7.3884156787732019e-20,7.1456028498447806e-23,1.7381581471472293e-21,1.9430283440748154e-14,9.5474750702024724e-41,2.0872957597468971e-25,1.9729190396994811e-24,1.0838462752000849e-20,1.6821070776464995e-20,4.5981916598287857e-29,7.7720900397152927e-34,3.0573495399905575e-30,9.15039059893547e-42,3.2869927833538358e-40,3.8593268769169408e-68,1.7789582096602218e-64,1.2397949513746061e-25,8.0502555651234693e-23,5.8035433812026805e-25,3.0426473770230553e-36,3.6348082560162509e-26,5.8808440370227245e-30,1.5459828630022859e-42,1.1290011722810183e-17,2.3768582320211769e-22,1.1788367417037276e-23,3.224369665911134e-28,4.7146532631952556e-42,1.1375770173538767e-41,4.971043136159424e-38,0.88168480800000004,0.0,0.0094599999998785274,0.10884999999993027,0.00099999999999481125,4.9347745247772837e-14,4.0679904244588288e-14,5.3303200379260975e-14,1.5518777549857166e-14,1.2100511341415437e-14,1.2795655919280962e-14,1.2951567000810675e-16,2.4214990887496071e-16,3.8962955333785329e-17,3.7252245301840013e-16,1.2855669608032074e-16,3.7512526564117275e-17,1.8686446825410182e-16,6.0314153958633816e-19,9.1670839983747816e-17,3.181809789972432e-16,1.5032382166272505e-16,5.3857502562245851e-18,5.8187638623372794e-18,9.8661311070088164e-20,1.067043515214869e-18,4.3044610572712174e-17,6.0850046456245508e-26,3.8518596843394131e-19,1.3723800082230339e-17,1.8741437686007045e-20,1.3809459511956722e-18,5.1344407789350946e-19,6.4976762224080892e-24,3.0995869144828081e-23,2.7124217485168294e-23,2.2150818031814543e-17,5.0025686862235012e-25
1.48897782e-08,0.0020477699652704925,1.9082929158414232e-17,1.9529457179617776e-19,5.0953595797025488e-18,1.4063324839268906e-18,2.7677084701547087e-19,0.0,0.0,1.0194051485035684e-14,2.5825342324222869e-19,2.0856634018189939e-25,7.3599875117969678e-26,1.6107005614024273e-27,1.0047354222294459e-40,8.2409724267833445e-34,5.7893153246392667e-26,6.9572248355758769e-15,4.9750936373905343e-19,1.1928407266130382e-46,2.1639641440439276e-49,1.648536617303393e-29,3.1275265583700232e-29,2.6446133029087769e-27,5.9875739478770304e-25,4.2991966027983238e-21,4.1822899159865491e-30,1.8605094906386209e-28,5.4271414999065111e-15,2.0258360749458021e-18,4.1098078955417515e-14,1.1771265037407252e-23,6.7277886323326521e-29,1.1771111956123069e-26,2.6632345147924834e-19,1.3315949522137295e-37,1.9566112460885935e-32,1.7844836055541159e-15,1.6924341680887556e-19,1.2553347740957875e-22,3.7759036595653865e-21,3.1299431126362628e-14,1.5867728793814769e-40,7.0979973291772927e-25,5.2753347167971381e-24,2.7184930678873086e-20,3.1322330234347962e-20,1.1149173663504816e-28,1.4063966351601254e-33,7.439948560993359e-30,5.0536885435323428e-41,1.3242425434170827e-39,3.8076134989925143e-67,7.3600737367115408e-64,3.5802772859619025e-25,2.030658386524351e-22,2.0710298520100699e-24,7.6842442001744072e-36,8.5304327504328887e-26,1.8396209188748963e-29,3.7622785855750479e-42,2.4185194519203784e-17,3.8300961924885273e-22,2.9564477530979444e-23,5.6737877972039012e-28,1.119346981665066e-41,5.9804624818730171e-41,1.5559936391439323e-37,0.88168480800000004,0.0,0.00945999999983726,0.10884999999988737,0.00099999999999305007,6.094399715037419e-14,5.0297053967523465e-14,6.7119823895535709e-14,2.5531668308760668e-14,2.0339565671014954e-14,2.1054646110312677e-14,2.4944648249890514e-16,3.0212735692095033e-16,7.6407350903080965e-17,5.2650001658219147e-16,2.9555434439640115e-16,8.7412087994182832e-17,2.297198587637735e-16,1.143176198795461e-18,1.1145356633080893e-16,4.504156363341347e-16,2.1000872102933787e-16,8.4961840162821534e-18,1.0882193643296314e-17,2.3361628503165055e-19,3.4001906993332799e-18,5.3131185946057639e-17,1.138011485369287e-25,9.8142279048898324e-19,2.2529052522100262e-17,4.0734988801047402e-20,2.1379607199160552e-18,9.7519869800111452e-19,1.4334399432503964e-23,8.1657658868656794e-23,8.7503894404188073e-23,3.893614655662838e-17,1.9133329270506964e-24
1.828716444e-08,0.0020477699652704847,2.2415088193481702e-17,2.8509072119213732e-19,1.0248841783014633e-17,2.0572538149070089e-18,6.593914366827863e-19,0.0,0.0,1.2750957243424275e-14,3.923077982465681e-19,2.62885125338823e-25,9.5883187929816686e-26,2.7970666030149504e-27,1.0193482463198381e-40,1.0376801040230341e-33,5.864644769437465e-26,8.4742101085146649e-15,7.8669696609651132e-19,3.8289025977299962e-46,4.4791432348366657e-49,2.9345275536038596e-29,4.5414478414970068e-29,2.6463827282373386e-27,1.0839869049093287e-24,6.4458016740386121e-21,9.4149101098764889e-30,2.7877713093215906e-28,7.7294965505474723e-15,2.8236294339440553e-18,4.5483768848047033e-14,1.8452314909583844e-23,1.2111499607197015e-28,2.6746292923689041e-26,4.5534838199907119e-19,2.6707279441076756e-37,5.4042152335861009e-32,2.6442972964399043e-15,3.0386221614036255e-19,1.8532044192130804e-22,6.4830268948643602e-21,4.341460594672099e-14,2.2599291910589112e-40,1.6229052548944712e-24,1.0356099342224486e-23,5.1102075646416154e-20,4.7666319485035424e-20,2.0542245470737274e-28,2.1079658530550626e-33,1.3749159713318642e-29,1.5101368567613502e-40,3.3262368540793551e-39,1.6456140749728107e-66,2.7900521033848253e-63,7.4476848923243174e-25,3.8231252005412893e-22,4.8847009097016624e-24,1.451941646155948e-35,1.5446916771744206e-25,4.0031674931343404e-29,6.9529471549919503e-42,4.1196133292067868e-17,5.3136560354385372e-22,5.5570469695590329e-23,8.3836721237078649e-28,2.0430313658937611e-41,1.7203904715985831e-40,3.3870694204255169e-37,0.88168480800000004,0.0,0.0094599999998001127,0.10884999999984264,0.0009999999999914654,6.9711457131903018e-14,5.7615235701870403e-14,7.8024639722595588e-14,3.6022628644925573e-14,2.9222603472813798e-14,2.9710556038497713e-14,3.9425403411080078e-16,3.5653052953845765e-16,1.2243891453609538e-16,6.6730777157967473e-16,5.2335817567451268e-16,1.5635794330592551e-16,2.6850232832102878e-16,1.7881405912633151e-18,1.2893902708678845e-16,5.7136701423637643e-16,2.6348674302613917e-16,1.1584909378287719e-17,1.6533913801250538e-17,4.2162651944160099e-19,7.4672577344478528e-18,6.1135415823387023e-17,1.7290433127756033e-25,1.8540736137537979e-18,3.1798927435451163e-17,7.0236315564298371e-20,2.8518149526658063e-18,1.5272942977549064e-18,2.4938164993345993e-23,1.6017660417294836e-22,1.9403134472555485e-22,5.7411032555187702e-17,4.6655136987797745e-24
2.168455068e-08,0.002047769965270466,2.529213648793917e-17,3.8791143397758316e-19,1.8364627778976601e-17,2.8051328315745508e-18,1.3707202526563093e-18,0.0,0.0,1.5359980771055195e-14,5.5648974010294057e-19,3.1861748769058944e-25,1.1844824712401053e-25,4.4320931658875715e-27,1.0228065274041901e-40,1.2458321482710597e-33,5.8827619669607376e-26,9.946477517203191e-15,1.1629712962488515e-18,1.0192315451193951e-45,8.3358211547326583e-49,4.7213231922200397e-29,6.1513073627896575e-29,2.6468554190472306e-27,1.7816524078299914e-24,9.0383456181457456e-21,1.8926148999380059e-29,3.8586200127313148e-28,1.0317803772685475e-14,3.694066395043023e-18,4.8885110924940589e-14,2.6708732235888166e-23,1.9578341056928394e-28,5.267633846422784e-26,7.0859822392688571e-19,4.7160564331792587e-37,1.2717076079652417e-31,3.6607025885953724e-15,4.94967090789819e-19,2.5434255657153223e-22,1.0107753079594002e-20,5.6516812004848978e-14,3.0166914215950287e-40,3.2092173140574983e-24,1.798267664786044e-23,8.5480584152158165e-20,6.6501109320618183e-20,3.3885101455224895e-28,2.9184800787094321e-33,2.2748967682601003e-29,3.7560145121351096e-40,7.09042688004149e-39,5.3859761513802244e-66,9.4552747254668855e-63,1.3675830762112705e-24,6.3945392299676773e-22,9.9312997555632506e-24,2.4408439975678679e-35,2.5202521431757507e-25,7.6048584543987022e-29,1.1504366528502758e-41,6.3869425716440795e-17,6.9182029888508716e-22,9.2947026405114828e-23,1.151340243168511e-27,3.3557005528501981e-41,4.0712504923833821e-40,6.4359412240358908e-37,0.88168480800000004,0.0,0.0094599999997629584,0.10884999999979322,0.00099999999998988116,7.7197080185813407e-14,6.3916259148091575e-14,8.7679152435300099e-14,4.7619152907236929e-14,3.9302216618785699e-14,3.9281869833980179e-14,5.740348093758004e-16,4.1172391635538723e-16,1.8050524482235828e-16,8.0995861999374138e-16,8.3213076001500466e-16,2.5093827716470217e-16,3.0789997901046066e-16,2.5860733906051541e-18,1.4638304060395521e-16,6.9394264269464907e-16,3.1678768331589555e-16,1.4881618140728915e-17,2.3004420587349583e-17,6.8093084697477622e-19,1.4269419189043731e-17,6.8561004800423494e-17,2.4057002199493003e-25,3.1056887703668984e-18,4.2167826612590147e-17,1.1025877769850314e-19,3.5807898699312362e-18,2.2108298880551311e-18,3.9415625259453864e-23,2.8045133819458827e-22,3.7464969641192391e-22,7.8632047133057205e-17,9.7073075536967763e-24
2.508193692e-08,0.002047769965270442,2.7743313051281589e-17,5.0187606048533643e-19,3.0183389472382695e-17,3.6370036771037751e-18,2.5627980640703037e-18,0.0,0.0,1.8011268536541797e-14,7.5132685624750823e-19,3.7600146722020882e-25,1.4113323569355686e-25,6.5752375605460918e-27,1.0227766759842006e-40,1.4475098207007075e-33,5.8830118227920523e-26,1.1369802858754165e-14,1.6365740296585985e-18,2.4535208569332207e-45,1.4600811000527355e-48,7.0644177467799761e-29,7.9202315452110466e-29,2.6469536413759047e-27,2.7295411122930996e-24,1.2079852213074908e-20,3.4770554871848623e-29,5.0538771626784162e-28,1.3153986225914989e-14,4.6220319727870508e-18,5.1552355702997186e-14,3.6550382393751714e-23,2.9322917746600572e-28,9.3376534717990614e-26,1.0307748741961358e-18,7.602346436631738e-37,2.6585303974131828e-31,4.8258125494336197e-15,7.5118456127004781e-19,3.3157328125202408e-22,1.4710353866818781e-20,7.035705559061146e-14,3.8459267386994972e-40,5.7044648643337491e-24,2.859184633799911e-23,1.3156542285346981e-19,8.7314003422352835e-20,5.1660997030477729e-28,3.8234967066308273e-33,3.4788800539539167e-29,8.0874822374353691e-40,1.3393281026346219e-38,1.5943643177356447e-65,3.2643974754822111e-62,2.2923448934922738e-24,9.8332873070570743e-22,1.8084461891692688e-23,3.7781533865846772e-35,3.8160354140758523e-25,1.3084617256665747e-28,1.7593269086076203e-41,9.2566053443633716e-17,8.6132160686773246e-22,1.4304475970089928e-22,1.5016310226340669e-27,5.1128073154443185e-41,8.4294631571529381e-40,1.1075321380007249e-36,0.88168480800000004,0.0,0.0094599999997257971,0.10884999999973989,0.00099999999998829736,8.3621563342137094e-14,6.9382693039671845e-14,9.6239049195139717e-14,6.0105351182109253e-14,5.042730727094585e-14,4.9591207819171116e-14,7.8829478876455721e-16,4.677720062977773e-16,2.5072617954309283e-16,9.5448259343361058e-16,1.2257806166946135e-15,3.728843483571316e-16,3.4798343451006557e-16,3.5389856143325257e-18,1.6386273483723876e-16,8.1820067005968486e-16,3.7004888140558829e-16,1.8346857638341231e-17,3.0134147150991488e-17,1.0165419021910207e-18,2.4641151878921413e-17,7.5720293579889748e-17,3.1512954122329622e-25,4.7798867905329924e-18,5.3539042149072709e-17,1.6185347239680037e-19,4.3200088082226103e-18,3.02759974344132e-18,5.8173935235000962e-23,4.5239215587147304e-22,6.5395629679189617e-22,1.0225253158890214e-16,1.7972026812603361e-23
2.847932316e-08,0.0020477699652704127,2.981274118286174e-17,6.2518294552074152e-19,4.647969766290269e-17,4.5404164061389665e-18,4.4279970737907406e-18,0.0,0.0,2.0697068027319891e-14,9.7726886532343248e-19,4.3544301666360591e-25,1.638771301501547e-25,9.2869648194386173e-27,1.0222567074677542e-40,1.6422000658892209e-33,5.8807855480150889e-26,1.2741564418991066e-14,2.2183983633327949e-18,5.445668151893276e-45,2.4358586564536226e-48,1.0012555327195117e-28,9.8160517822126042e-29,2.6470450755930877e-27,3.9673566725292022e-24,1.5574505498800088e-20,5.9660571480755758e-29,6.3569353318707078e-28,1.6205289785671866e-14,5.5956621783364832e-18,5.3681250281531981e-14,4.7989610075001771e-23,4.1508392838465114e-28,1.5319575365233747e-25,1.4257827478309662e-18,1.145855786214259e-36,5.0762438649491282e-31,6.1311582288236502e-15,1.0810356723448138e-18,4.1605772344603865e-22,2.0337642955511771e-20,8.4739894074192552e-14,4.7380585805006766e-40,9.3776363278891566e-24,4.2586235524047584e-23,1.9038420881665899e-19,1.0964255273022433e-19,7.4303163444289348e-28,4.810511130131991e-33,5.0189930094077929e-29,1.5713763576411976e-39,2.3180073939553453e-38,4.2807558665153182e-65,1.0723997347601765e-61,3.5914773001236212e-24,1.4210946436139323e-21,3.0373585686762142e-23,5.5028693611822932e-35,5.4657497597068957e-25,2.0930910175798659e-28,2.5382146427873209e-41,1.275663245907479e-16,1.0374738481495052e-21,2.0697725964522393e-22,1.884898408433663e-27,7.3666580162186378e-41,1.5827923532907791e-39,1.7719071773997797e-36,0.88168480800000004,0.0,0.0094599999996886289,0.10884999999968335,0.00099999999998671399,8.9175964436170938e-14,7.4171262918187621e-14,1.0384736698809523e-13,7.3296466021269135e-14,6.2459482383198334e-14,6.0486620750081746e-14,1.0361010190495134e-15,5.2466336473589451e-16,3.3306955550315682e-16,1.1009824788494169e-15,1.7060753993835671e-15,5.2331544943458811e-16,3.8873334796930582e-16,4.64898472858339e-18,1.8140455145392049e-16,9.4425917015949391e-16,4.2341772085497845e-16,2.1951098717878629e-17,3.7790354245340853e-17,1.431731803479375e-18,3.9498181349935804e-17,8.2878002296168306e-17,3.9519476068972527e-25,6.9135773360308637e-18,6.5861615723283309e-17,2.2603847089915465e-19,5.0688013583663688e-18,3.9795105541148325e-18,8.1609618166916389e-23,6.8693055010020943e-22,1.0602129486974829e-21,1.279549495974043e-16,3.0571321320886097e-23
3.527409564e-08,0.002047769965270339,3.2986174913877423e-17,8.9442399638160044e-19,9.5189946469162616e-17,6.5244978516062824e-18,1.1047487042623843e-17,0.0,0.0,2.6153949164642538e-14,1.5237072023816432e-18,5.6245136999119071e-25,2.0952361859593137e-25,1.6630261905085793e-26,1.0212344089054322e-40,2.0100528719015151e-33,5.8765610871417504e-26,1.5328193821572635e-14,3.746543566482116e-18,2.2773488341578814e-44,6.0924589103007834e-48,1.7882479513052746e-28,1.4000997982306154e-28,2.6474452995512462e-27,7.4577274785965221e-24,2.3945418901231219e-20,1.4967482689474028e-28,9.2427214070736363e-28,2.2864636991350479e-14,7.6520833860700032e-18,5.6780524379443641e-14,7.5727830192327746e-23,7.3635458934529885e-28,3.4724450263565875e-25,2.4445307508591469e-18,2.2479474126390549e-36,1.5051397770133906e-30,9.1320447678260673e-15,1.989657996204826e-18,6.0390525007474653e-22,3.4773682169783859e-20,1.1467481722769973e-13,6.685100418206e-40,2.131542090825944e-23,8.1900220398325022e-23,3.4875112069553931e-19,1.5762458019626524e-19,1.3544460391349008e-27,6.9976192348785439e-33,9.2049377447728741e-29,4.7332175153630122e-39,5.7356977086297985e-38,2.5138502251967807e-64,1.0431739041296951e-60,7.5871456807016874e-24,2.5953942197700959e-21,7.1563248494414735e-23,1.0246818502632738e-34,9.9287087651053363e-25,4.5587540502949295e-28,4.6552097937395737e-41,2.1712050496964784e-16,1.4041105179767763e-21,3.7907897365951215e-22,2.7372585161615012e-27,1.353897063177618e-40,4.5057425923357361e-39,3.8599448166983238e-36,0.88168480800000004,0.0,0.0094599999996142631,0.10884999999956244,0.0009999999999835479,9.8193371594289324e-14,8.2134978067399669e-14,1.1663317426047205e-13,1.0130147382337031e-13,8.8836652104912985e-14,8.3629838754822917e-14,1.6275255107372312e-15,6.4098676005167648e-16,5.3340072631626197e-16,1.4002193860731287e-15,2.9240015753765701e-15,9.1087746556335849e-16,4.7217683507014718e-16,7.3481724493867901e-18,2.1673872207421793e-16,1.2020685675447894e-15,5.308444368599125e-16,2.9504470993619794e-17,5.4353483538486694e-17,2.5046830301987757e-18,8.607665184022792e-17,9.7915149760248735e-17,5.6840462427031915e-25,1.2657586634872693e-17,9.3384978625508607e-17,3.9571529338676412e-19,6.5980963565690149e-18,6.2959869271637312e-18,1.4389675131697206e-22,1.3865647657997749e-21,2.3679863515245847e-21,1.8466856778573145e-16,7.3425555257976154e-23
4.1389390872e-08,0.0020477699652702588,3.500966127541777e-17,1.1549963501516692e-18,1.614730271999048e-16,8.4600736126575741e-18,2.1837806710296161e-17,0.0,0.0,3.1138635937960084e-14,2.1250581810215714e-18,6.8941323159957681e-25,2.5075711082811606e-25,2.5762970957786517e-26,1.0226513788023308e-40,2.316188769606234e-33,5.8849119755665113e-26,1.7478063593315571e-14,5.6009408629515924e-18,6.8119112898475424e-44,1.2587531249918645e-47,2.7439300572629316e-28,1.8104144201790286e-28,2.648414878201489e-27,1.1989438688478348e-23,3.3097350464169876e-20,3.0081276471874565e-28,1.2099637041885089e-27,2.9370716101319524e-14,9.591169446307679e-18,5.8840384981113185e-14,1.063664655568495e-22,1.1199543791707852e-27,6.3456879158511104e-25,3.6363410199583377e-18,3.6747108327335109e-36,3.3707404026266847e-30,1.2230281845518647e-14,3.1332795382054474e-18,7.9033452735594873e-22,5.1530268301992609e-20,1.423538570480441e-13,8.5873301477379089e-40,3.9025833004266461e-23,1.318322911499179e-22,5.4100296301183694e-19,2.0300190969549811e-19,2.1035454405235199e-27,9.1644499947799215e-33,1.4375816317538305e-28,1.0723287794959601e-38,1.1204542167290232e-37,9.1546423885542342e-64,5.363263620044061e-60,1.3219455244183474e-23,4.014831968262069e-21,1.3456598179039739e-22,1.6205110434107228e-34,1.5418621667134996e-24,8.101444402830072e-28,7.2703467692114276e-41,3.2083167380930047e-16,1.7431248497408168e-21,5.8795143242660458e-22,3.5833332943201544e-27,2.1255880899871078e-40,9.7477188548335905e-39,6.8603986021581818e-36,0.88168480800000004,0.0,0.0094599999995473045,0.10884999999944715,0.0009999999999806997,1.0463724655768399e-13,8.8036579926084888e-14,1.259746543725991e-13,1.2768760808029068e-13,1.1463043320037777e-13,1.0544767446305128e-13,2.2607280143208885e-15,7.486790040202425e-16,7.5284768212487378e-16,1.6770655539224934e-15,4.3045136319903571e-15,1.3588412002234634e-15,5.4948069690980334e-16,1.0336692412367033e-17,2.4894112375449316e-16,1.4409150113987256e-15,6.2877212596328118e-16,3.6598611975936118e-17,7.0254224581659505e-17,3.7482277273583775e-18,1.5262140693320753e-16,1.1330727129179159e-16,7.3468752554924351e-25,1.9646106201929991e-17,1.2161323765422421e-16,6.0133241065644254e-19,8.0132598567100154e-18,8.862999689180517e-18,2.1980575053499055e-22,2.35089590002094e-21,4.3031647819505304e-21,2.4042691376944992e-16,1.4006883993861682e-22
