Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334)
5.24287e-10,0.0017931455845908077,9.4895236884435318e-29,2.0359353108063259e-33,1.3872072833158457e-29,3.3299051741174975e-32,2.998568000188211e-32,0.0,0.0,6.7752256238866592e-23,1.6506759322940527e-30,1.4435450363077061e-44,9.281453765340638e-49,3.7223668949602069e-58,8.6792382239840946e-30,1.9045864889071764e-43,4.476592129523357e-24,7.1469144167785483e-30,2.8617207985397143e-47,8.9013200569900137e-49,1.2276513234603885e-26,6.2571242379449974e-52,3.385465173280818e-49,6.0841859395676585e-41,2.0438614805256606e-34,2.136155611434456e-54,8.5105675098501815e-26,1.1527512504457329e-47,1.0183785235151941e-23,8.4862923458929114e-47,4.1764841071981978e-69,4.5529719712375152e-49,7.7406951673167207e-78,4.6903879991145736e-33,1.5213599716384812e-34,8.0885406605131612e-31,5.2122995850346484e-30,3.5390852444340506e-34,4.9859467387584738e-25,7.6711995615182572e-45,4.6629778729152836e-52,3.2045340944023671e-42,2.6280467132845044e-40,9.048978428796983e-33,2.6131486231816351e-30,7.3643877070851443e-48,1.9496412306888452e-50,1.4132204002431183e-49,9.2791199353285099e-63,1.0074362170605708e-67,2.1365164767710934e-64,3.7402834545604167e-109,3.8442070352012334e-91,5.1823430072074583e-52,2.5041760088705667e-39,6.9344658218176315e-42,2.5173080040322103e-44,9.553471651982988e-54,5.6034781229254893e-41,1.0041859241176503e-45,7.1478301079064255e-65,2.8207019539654571e-31,2.9788623043243752e-32,2.2052647566504294e-36,7.7038805393715694e-44,2.1886235326288901e-63,5.5149180474402617e-69,1.3470856448828257e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.408314066387565e-24,1.0134350415896006e-23,9.7910487816370584e-24,2.5329236522179248e-23,2.1733404154536363e-23,1.0858701086895138e-23,5.2661056868692216e-25,5.6017661286455876e-25,3.9695980155753862e-24,3.4086054687885101e-24,1.4455681948799045e-25,1.7102404106704227e-24,1.8121215677481429e-27,9.4440659261386966e-29,3.1304984082622374e-29,8.173648647737203e-29,1.7375378476829199e-28,7.5145576147706112e-28,4.3210790565394787e-24,7.2790139593331673e-25,2.1974455046247077e-27,2.3810194863983905e-25,2.9081043763299148e-28,2.4070927638056201e-28
9.999999999999999e-10,0.0017931455845908077,1.7315007161202208e-28,7.3046492800373088e-33,5.0361867322335497e-29,1.1921273124439433e-31,2.1535693940596386e-31,0.0,0.0,1.2924836550338052e-22,6.1447907613946544e-30,1.946758290664918e-43,6.4201904444767126e-48,4.86460385892222e-57,3.1807268734574304e-29,1.2906524732603818e-42,8.3888745108681618e-24,2.6191659439951935e-29,9.8404096391862967e-47,2.3514840457513082e-48,4.3928487357352959e-26,9.4175208165123673e-51,6.9379018256436157e-49,4.0500231360854548e-40,7.4884307032038729e-34,2.5583183924304155e-53,3.1189086002423106e-25,1.5661540274396465e-46,1.8570574069953064e-23,5.5935738040235452e-46,2.2674398546263049e-68,3.2975386496462159e-48,9.1700581820507876e-77,3.3979272005168848e-32,2.8278423108441988e-34,2.8942247098761905e-30,1.8702345144682193e-29,1.2557048120285733e-33,1.7840595852113426e-24,5.4392614943573953e-44,2.8709537613567363e-51,2.395961183751339e-41,1.8001191073980424e-39,6.2351611766824413e-32,9.0810106995045207e-30,8.1294628611877816e-47,2.4126514607402048e-49,1.865623377169125e-48,2.2633321143052952e-61,2.7925510871618664e-66,2.9682624343068922e-63,3.1947949288573287e-107,1.822718795366768e-89,1.2875338178652299e-50,1.6139543365369148e-38,9.457376500913671e-41,1.7139849797039692e-43,1.1446948108617115e-52,3.8460996083494492e-40,1.3620863108361127e-44,9.5452449177082953e-64,1.9977959051995838e-30,5.4835535922784618e-32,7.9100351756297675e-36,4.9736895860958943e-43,1.6028241771514416e-62,2.9792717435729219e-67,1.8797230619745943e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.7071896635046418e-23,1.8401232315229042e-23,1.8418900770842759e-23,4.2639240362918969e-23,3.658318819728044e-23,1.8267740603526446e-23,1.8761432959916599e-24,1.9968727850713826e-24,1.3243759257372443e-23,1.1371428286973805e-23,5.3156422808813429e-25,5.7022608255600569e-24,5.7518631700884718e-27,3.3158734619700174e-28,1.0920433314775841e-28,2.8709580098051553e-28,6.3056232961112805e-28,2.6935760969934862e-27,7.8432815894566024e-24,1.3885288751281011e-24,7.0167479017118925e-27,8.4851790253412728e-25,1.8503897016169024e-27,1.522530920532681e-27
1.0485750000000002e-09,0.0017931455845908077,1.8114066383231574e-28,7.842637060601214e-33,5.4087836062546059e-29,1.2798536722842023e-31,2.3428517749395671e-31,0.0,0.0,1.3552772618413507e-22,6.6036843123877182e-30,2.1308015351320322e-43,6.9809825379770287e-48,5.3233189565858938e-57,3.4168869283754016e-29,1.4029931387850928e-42,8.7883572171928263e-24,2.8136316175211753e-29,1.0553002758219013e-46,2.500702535356472e-48,4.7160466813479968e-26,1.0315251365554066e-50,7.3006407257546584e-49,4.4014449821016496e-40,8.0443750435763164e-34,2.7977357302575622e-53,3.3504786930875215e-25,1.7143031061569429e-46,1.9426948118277299e-23,6.0780795511027098e-46,2.4563218473146659e-68,3.587759599160481e-48,1.0027371624016592e-76,3.6969956599859549e-32,2.9612470730157564e-34,3.1071616677137815e-30,2.0079812153277469e-29,1.3477871277724144e-33,1.9153182602278382e-24,5.9163333322477555e-44,3.1164929077332663e-51,2.6078910451113659e-41,1.9570941085690866e-39,6.7794337558204306e-32,9.7414433560797797e-30,8.8843637051736159e-47,2.6390992610470812e-49,2.0416915894143442e-48,2.4849657987826893e-61,3.0674112394690705e-66,3.2495354265533572e-63,3.5171958743458758e-107,2.0049110876051393e-89,1.4137120641756164e-50,1.7531849166013494e-38,1.0352260382166454e-40,1.8632955866445706e-43,1.2518244280524489e-52,4.1816073482965709e-40,1.4909150572072716e-44,1.0446922372662287e-63,2.1729884611181381e-30,5.7393073331103725e-32,8.4925486303848888e-36,5.4028882246124201e-43,1.744140360638937e-62,3.2778535639194575e-67,2.0579062926523311e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.7854424174282484e-23,1.9245362680092113e-23,1.9299889750281348e-23,4.4406762874525629e-23,3.8099497946806515e-23,1.9024276780844217e-23,2.0139439283662809e-24,2.1435736668319126e-24,1.4190742800643902e-23,1.2184511213850626e-23,5.7108151029978735e-25,6.1098855733665394e-24,6.1541497343271681e-27,3.5580236726621273e-28,1.1715862676773309e-28,3.0806501708768573e-28,6.7720699785803518e-28,2.8918857822400761e-27,8.2029332870903667e-24,1.4559854714411866e-24,7.5088463180648444e-27,9.1084740574386784e-25,2.0096381618187867e-27,1.6534175819539364e-27
2.0971510000000003e-09,0.0017931455845908077,3.3150935088425853e-28,2.9204852992965961e-32,2.0567392533842477e-28,4.745602148712042e-31,1.7880200891762304e-30,0.0,0.0,2.711378162108545e-22,2.6421737985375047e-29,2.9396831468117776e-42,4.9836683095601255e-47,7.4408367765554217e-56,1.3247778928862883e-28,9.6320872109228431e-42,1.6947773626303343e-23,1.0908970046813753e-28,3.6286443790744742e-46,6.0770769900244075e-48,1.7469401229046337e-25,1.7351553185429355e-49,1.4831917652360025e-48,2.9333526080413645e-39,3.1174029131136158e-33,3.7752027310812938e-52,1.299040653900695e-24,2.3773972087025455e-45,3.5510014827012169e-23,3.9631104888953609e-45,1.1978852960284051e-67,2.7905475196972198e-47,1.1485193639727577e-75,2.8727730227911651e-31,5.5268115398588479e-34,1.1509195431862843e-29,7.4484937040812046e-29,4.9071522251590519e-33,7.0944924520406591e-24,4.413879397849442e-43,1.8288122922619597e-50,2.0982388440416727e-40,1.3642354926104535e-38,4.7836686516822604e-31,3.4041574351984868e-29,1.0550529892029347e-45,3.1001217744582923e-48,2.7033308791644781e-47,5.7148287500204659e-60,8.7532198413025145e-65,4.6259205815742881e-62,2.7799114481146684e-105,8.9707350926645464e-88,3.7902566903455811e-49,1.0983062385698091e-37,1.4499445901311619e-39,1.2806009389311622e-42,1.4112455966560309e-51,3.1559439513400041e-39,2.0604011680793947e-43,1.3913386228973342e-62,1.618121389138463e-29,1.0542525347045076e-31,3.1602731410557782e-35,3.6708435238632906e-42,1.3624405842869264e-61,1.814665198789894e-65,2.8856068599630063e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.2331032708056457e-23,3.4892436250903808e-23,3.7511848290638452e-23,7.0536744891853193e-23,6.0510172111298095e-23,3.0186958694238815e-23,7.4003473958983418e-24,7.8849864963952985e-24,4.665796882811791e-23,4.0057759428132437e-23,2.2290916893180066e-24,2.0068056400905097e-23,1.8643499970214492e-26,1.2778344024540324e-27,4.1641382570905661e-28,1.1073033275285194e-27,2.5893940584849208e-27,1.0759032448229317e-26,1.4862764791391871e-23,2.9122417409245964e-24,2.2625996594978628e-26,3.3486861064910124e-24,1.2367144291739026e-26,1.0211974619504903e-26
4.194303e-09,0.0017931455845908077,5.6401190043581521e-28,1.0258356774855208e-31,7.4835736790008896e-28,1.6538472421653814e-30,1.3094742290425478e-29,0.0,0.0,5.425406049314562e-22,1.0573268751270631e-28,-1.3324186726128928e-38,3.2907573063152755e-46,9.6794639719222791e-55,4.9907102961887549e-28,-2.3798430016802438e-38,3.1599740188867106e-23,4.109707578237455e-28,1.1200905018079776e-45,-8.8592063810203232e-39,6.0769209067556471e-25,2.990639057812431e-48,2.8735415507821776e-48,1.7210474898523362e-38,1.1732412672923117e-32,4.9429051610985106e-51,4.8938273547464553e-24,2.9319429111605107e-44,6.0274956585985905e-23,2.2203023634277343e-44,-1.8159548147791752e-64,2.1197658425232355e-46,1.1399234054662184e-74,2.1732242946102661e-30,9.72950810701815e-34,4.0032541470166057e-29,2.5927187627009514e-28,1.6500097654699906e-32,2.4676754633474476e-23,3.10735936120989e-42,8.9537821826860663e-50,1.6038145625941038e-39,8.4496179759136157e-38,3.0370715382433033e-30,1.060742372124693e-28,1.1344307776825804e-44,2.8972052788764993e-47,3.1058650858928233e-46,1.0248607537957556e-58,2.1876473309927153e-63,5.7508975719672731e-61,1.715804545451298e-103,3.2931297658360894e-86,9.3540822474997523e-48,5.7633622096171422e-37,1.8124608257829083e-38,7.7623539029010354e-42,1.2761733323229921e-50,2.3524718549756218e-38,2.5231085896709986e-42,1.6031984466671892e-61,1.1363075636118384e-28,1.7938780647743911e-31,1.1080387468423311e-34,2.2871027870493913e-41,1.0336514287217112e-60,8.9131781680781024e-64,3.5596369534648173e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,5.4039686045331725e-23,5.8437625663910256e-23,7.0974745144886454e-23,9.7759645703932569e-23,8.3847747729770952e-23,4.1781811238585737e-23,2.5405430299444897e-23,2.7115773786966983e-23,1.3663057747454336e-22,1.1728791557948619e-22,8.5031900282921118e-24,5.86819016942613e-23,4.8875199560311321e-26,4.2617405402003886e-27,1.3701192830906482e-27,3.6987374447236e-27,9.6227341663004732e-27,3.7844150900820184e-26,2.4866384281977924e-23,5.8235432535051229e-24,5.6314550512428798e-26,1.150577246585584e-23,6.3914956871411834e-26,5.5076787310007332e-26
8.388607e-09,0.0017931455845908077,8.5769530208769408e-28,3.2941059760754553e-31,2.5321036844036085e-27,5.2405408645574271e-30,8.9608435272823038e-29,0.0,0.0,1.0858059133305073e-21,4.2318836623819096e-28,-9.6453345438587841e-38,1.950618863166959e-45,1.1048357606117248e-53,1.7861206674708228e-27,-7.4234814723889985e-38,5.547202337084587e-23,1.4708499194091129e-27,2.9753387444036736e-45,-1.5967299146756876e-38,1.919356504643155e-24,5.2053416335074091e-47,5.2638790063523162e-48,8.498672249022409e-38,4.1905986856942428e-32,5.8455138891223939e-50,1.7514732760860752e-23,3.0312637561600487e-43,9.1275377918093956e-23,1.0053987849182765e-43,-3.3532215562691566e-64,1.5433449404350173e-45,9.7825893420126848e-74,1.5672620016565163e-29,1.5992841857313655e-33,1.2641930428502352e-28,8.1907147811603339e-28,4.8811016615833188e-32,7.7926511724183692e-23,1.9966027502436796e-41,3.5322212742622515e-49,1.0900796127232563e-38,4.3121423358791039e-37,1.6294504319303263e-29,2.7480155964159651e-28,1.0213571500102853e-43,1.9664038366247277e-46,2.9183512844814784e-45,1.2861613269935293e-57,4.3759995402969666e-62,5.6920290430310467e-60,7.7743211418495022e-102,1.7481561316054638e-84,1.9700183612883658e-46,2.3602530245315394e-36,1.882362698569182e-37,3.8857868783602156e-41,8.6728476694361664e-50,1.6846483400272627e-37,2.5721116631830951e-41,1.5086084219903304e-60,7.2910083145734968e-28,2.7197930599469671e-31,3.5420450496406924e-34,1.2293243123263343e-40,7.4685541565566901e-60,3.6518591881196333e-62,3.64213254212064e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.0078927050343596e-23,8.6837480224115123e-23,1.2783708977574894e-22,1.1697083707531562e-22,1.0030092688899838e-22,4.9928493320762763e-23,7.8760363962265454e-23,8.4265493786913982e-23,3.518193573448505e-22,3.0197029383031086e-22,3.1104405926374346e-23,1.5083499330967949e-22,1.1188480488160981e-25,1.284682885095505e-26,4.0747700372056717e-27,1.1177881381547541e-26,3.4293170262714819e-26,1.2289193023705234e-25,3.6898132298680628e-23,1.1636921279791976e-23,1.0928173881545096e-25,3.5712120078123428e-23,2.6389011257144564e-25,2.604011774613889e-25
9.999999999999999e-09,0.0017931455845908077,9.1020190210462553e-28,4.4709714073757334e-31,3.521802974558612e-27,7.057640613936098e-30,1.7881628643489508e-28,0.0,0.0,1.2946839370288191e-21,6.6728920137838763e-28,-1.1162763785308207e-37,-4.0817001063085266e-38,2.8981238462114611e-53,2.5730775317033594e-27,-6.4063326259871702e-38,6.1775182339213154e-23,2.1189039695700191e-27,-8.7051852242070402e-39,-1.2883987159698346e-38,2.5794483814869352e-24,2.088053175354543e-46,-2.1229798745629482e-42,1.3454067099006609e-37,6.0263443889541909e-32,1.5738382820272637e-49,2.5231561611814826e-23,7.2757256532065107e-43,9.6700281449673097e-23,1.4953873511748563e-43,-4.251031152536895e-60,-1.3071285763562476e-39,-8.9596856624142128e-68,3.2754314799320167e-29,1.7779686675931763e-33,1.6987659427348415e-28,1.100729572504807e-27,6.26390831945516e-32,1.0471355010390539e-22,3.7907874894462382e-41,-6.4926844977126503e-39,2.0639512976296069e-38,6.6875178685810479e-37,2.6511244100088896e-29,3.2790096595666001e-28,2.2395692422909761e-43,3.3595123475397608e-46,6.5149664977197186e-45,3.0450329448882431e-57,1.6048634525830067e-61,1.2589636234082774e-59,-3.4200208234714607e-95,5.767299602411543e-84,7.9304475323524273e-46,3.2871208609527369e-36,4.4075075316517886e-37,6.0627823251158683e-41,1.5181378744136209e-49,3.5141390960433723e-37,6.0626016379517376e-41,3.3693915249109543e-60,1.3886881916890326e-27,2.88185758839811e-31,4.7892205733876731e-34,2.0316616924924243e-40,1.5622141445979642e-59,2.5745709143206202e-61,8.5950220193995357e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,8.4364436964249687e-23,9.1549399013019291e-23,1.4397176597182214e-22,1.1857235743664153e-22,1.0166743559804922e-22,5.0602467327634437e-23,1.0496229106531501e-22,1.1241976331127246e-22,4.4027938087235251e-22,3.7787749936790788e-22,4.549242685580962e-23,1.8860901486890263e-22,1.355865726409107e-25,1.6996149111646399e-26,5.3717213329759141e-27,1.4808025326493401e-26,4.9710427624816209e-26,1.6940837175777455e-25,3.8886196847473735e-23,1.3861845199130318e-23,1.1952114575134894e-25,4.7618683919263023e-23,3.7807941098816373e-25,4.2613762393537543e-25
1.6777215e-08,0.0017931455845908077,1.1310347574253008e-27,9.4206454186130415e-31,7.6842915013970981e-27,1.4700019399238876e-29,5.5400768109365494e-28,0.0,0.0,2.1731855039206658e-21,1.6939312690953685e-27,-1.7544784941282988e-37,-2.1248561640367642e-37,1.0440355265268041e-52,5.8828696585338241e-27,-2.1283964434003203e-38,8.8285079991619096e-23,4.8444970617339144e-27,-4.5317564726777033e-38,8.3841450934140155e-41,5.3556703019767383e-24,8.6807424578184482e-46,-1.1051854906926816e-41,3.4295523099023804e-37,1.3747144539084473e-31,5.7345923447062956e-49,5.7687088129007572e-23,2.5127131756864511e-42,1.1951640240078254e-22,3.5561868340214301e-43,-2.2128656003890627e-59,-6.8046712951037567e-39,-4.6642474631529664e-67,1.0459670092555328e-28,2.5294818929460803e-33,3.5264975859103163e-28,2.2853303881736198e-27,1.2079732282838966e-31,2.1737478067436591e-22,1.1336790064419992e-40,-3.3799690777719813e-38,6.1598719023626587e-38,1.6677899290655381e-36,6.9480924428498668e-29,5.5122705274588117e-28,7.3631395103671624e-43,9.2186639615786943e-46,2.1641651652977575e-44,1.0442515192775844e-56,6.5141535459047336e-61,4.1599670979985061e-59,-1.7803986556205659e-94,2.2671058907248438e-83,3.2998888306622243e-45,7.1853521453205433e-36,1.5027790380056846e-36,1.5218814526251238e-40,4.2555032736317707e-49,1.1208632117940412e-36,2.0742944058672014e-40,1.119549425519476e-59,4.1627882104756184e-27,3.5634704247372364e-31,1.0034605570822128e-33,5.4061413681037344e-40,4.9914591569373896e-59,1.1866827447851681e-60,2.9425940894408133e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.0238848328390803e-22,1.1136684062716501e-22,2.1183117055913909e-22,1.2530804998065983e-22,1.0741471346298346e-22,5.3437074868427282e-23,2.1516265397597322e-22,2.308313101744682e-22,8.1232555356327266e-22,6.9712888743865586e-22,1.0600572886424747e-22,3.4747942421131068e-22,2.3527173695827504e-25,3.444740743941706e-26,1.0826453838307346e-26,3.007572600276933e-26,1.1455250392358009e-25,3.6504775037047909e-25,4.7247621329923961e-23,2.3219455515172785e-23,1.6258615985844269e-25,9.7695445493025009e-23,8.5833806053502094e-25,1.123193854842547e-24
3.3554431e-08,0.0017931455845908077,1.3014414770552347e-27,2.3885140396157137e-30,2.0136733892118906e-26,3.6469390569417705e-29,2.9879299318704752e-27,0.0,0.0,4.3489815915006758e-21,6.7799558921656357e-27,-3.4557908956536555e-37,-2.9495865653106711e-37,7.8859303900481468e-52,1.7266048817914547e-26,-3.6512441177722843e-38,1.2264410677111247e-22,1.4217721628571707e-26,-4.7719250597952221e-39,-5.9973773951933444e-39,1.3191054471549399e-23,1.2702500524623039e-44,-3.6560684225361246e-42,1.1226124992667669e-36,4.002362366508672e-31,4.2785107836115786e-48,1.6929696427854661e-22,1.6780570920598041e-41,1.3617459126162723e-22,1.0017276098432005e-42,-7.7763505547426415e-60,-9.7291224591709737e-39,-7.3017807159506071e-67,6.2653582080392978e-28,4.2299877713114308e-33,8.6817464098744663e-28,5.6271849737023851e-27,2.4517131638654492e-31,5.3513048985924191e-22,5.5960194497373434e-40,-7.2631881684520128e-39,2.8134820273439947e-37,4.6606227996804864e-36,2.2994297421363999e-28,8.3151885950434116e-28,4.2883105259413121e-42,3.0720222276359207e-45,1.2828473773409581e-43,5.4301949508579632e-56,7.1314426587851893e-60,2.2180912833391249e-58,-1.1182091335500968e-93,3.8862698931075651e-82,4.2592582719929316e-44,1.6335046976340821e-35,8.8338779551599321e-36,4.6421568496119542e-40,1.5181047925612767e-48,6.705983942910505e-36,1.3159087946435666e-39,6.6386682938099515e-59,2.1068796134607157e-26,4.0615849838883486e-31,2.5081420268781741e-33,1.8970749837826004e-39,2.993015306210243e-58,3.0393758878602091e-59,1.8684240484054961e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1456320678976746e-22,1.249000574474739e-22,3.1019117827947329e-22,1.2760350920081379e-22,1.0932171490072995e-22,5.437528263596286e-23,5.2024459569822097e-22,5.5948475164603913e-22,1.7478965415333381e-21,1.4997721776553993e-21,3.25360835932866e-22,7.4508943634714767e-22,4.7799330628142875e-25,8.2954795333713201e-26,2.60171453546078e-26,7.2735492320000454e-26,3.4746647017515516e-25,1.0108709961229568e-24,5.2927682592803358e-23,4.6201884682682879e-23,1.9452231099858482e-25,2.3652338808562299e-22,2.277614731355232e-24,4.6231404709719255e-24
6.7108863e-08,0.0017931455845908077,1.3696866091467156e-27,5.4740588511726373e-30,4.4122808153127695e-26,8.2291222290240129e-29,1.365415665023572e-26,0.0,0.0,8.7013621316985073e-21,2.7132004352051521e-26,-2.6054586019582061e-37,-4.1214225408856475e-37,4.7919545550642253e-51,4.4564435702403403e-26,1.6012569066909258e-38,1.4701735852907245e-22,3.6689681398935252e-26,-2.1742584343077453e-38,1.1654888217956238e-39,2.9539495698148673e-23,1.5095519155553164e-43,-7.8659828368972159e-43,3.0289679556298632e-36,1.0169349627895415e-30,2.3112974720003426e-47,4.3685859464920388e-22,9.5827620172288026e-41,1.4194002795704459e-22,2.397617609250933e-42,-1.1947233478233588e-61,-1.1298598449254946e-38,-8.6308012949670305e-67,3.3201871713067546e-27,8.1837632804224419e-33,1.9428775725984387e-27,1.2596005837305462e-26,4.4106149757252298e-31,1.1974888296562269e-21,2.4082518415935126e-39,-1.9493029520352198e-39,1.1020664090283687e-36,1.0093787218886186e-35,6.1325060916792943e-28,9.9315547783209378e-28,2.1247861039351667e-41,8.0102134724067822e-45,6.4204197122199442e-43,1.9283038740295781e-55,6.2238336450731354e-59,9.4314509507149773e-58,-9.6338854268636332e-94,3.4452290979841438e-81,4.3438946976070015e-43,3.0924891523700079e-35,4.0442852269287326e-35,1.1656222690765759e-39,4.1989454645168445e-48,3.5523106286210933e-35,6.8821477739750009e-39,3.3230957268200007e-58,9.6731592837456774e-26,4.2350738914074376e-31,5.6763186014214616e-33,5.3940986357157836e-39,1.5872219791238396e-57,6.416953394060954e-58,9.7760043811062983e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1844402716231513e-22,1.2929172218010533e-22,3.9163164143683876e-22,1.2853940970561238e-22,1.1000612442296605e-22,5.4713282462061292e-23,1.1504847823797831e-21,1.2394670943520222e-21,3.6234032581694394e-21,3.1082091899223953e-21,8.792226320499616e-22,1.5348891049207434e-21,9.5995893068046177e-25,1.8596798105256734e-25,5.8688914175175784e-26,1.6398830572517816e-25,9.3493730100777696e-25,2.6887311912767283e-24,5.4759430205040959e-23,9.1443198168574911e-23,2.0597988721659772e-25,5.236048229960983e-22,5.2689726164249126e-24,1.8634259721369322e-23
9.999999999999998e-08,0.0017931455845908077,1.3787061551914546e-27,8.5066210624431353e-30,6.1330796880465156e-26,1.2781074456546953e-28,3.2429238332218859e-26,0.0,0.0,1.2967896138062248e-20,6.7040155952894127e-26,-3.9679162277466559e-38,-4.3863955800676424e-37,1.4454254909650527e-50,7.3260522074244005e-26,2.018175484245552e-38,1.5217507003488585e-22,6.0294158926269568e-26,-1.061638934215786e-38,2.4218282423304628e-40,4.5708517777869488e-23,7.8328385468196481e-43,-4.1611213166681031e-43,4.9808292497340233e-36,1.6397700862926287e-30,5.7619381989117534e-47,7.1786151759106964e-22,2.9582766788824149e-40,1.4247846693315695e-22,3.7876380697055249e-42,-2.3539646409350949e-61,-1.2477901991895078e-38,-9.548917101645214e-67,9.4258900019950749e-27,1.2967002378769825e-32,3.0044896771303563e-27,1.9484114504772718e-26,6.7464462576939831e-31,1.8516577505555993e-21,5.6840655124052413e-39,-1.7265555726323421e-39,2.8075362238973473e-36,1.6287661686291725e-35,1.0102702755793095e-27,1.0207357264704012e-27,5.7492227675227981e-41,1.2996692129961311e-44,1.7449633933913111e-42,3.5450710141809514e-55,2.9564718176508208e-58,2.4782707826061987e-57,-4.6406119057733084e-93,1.0599736892324373e-80,2.0398508371570302e-42,4.7841186544689276e-35,1.0961260923968802e-34,1.8713017657893443e-39,6.9962150350925643e-48,1.0084347145726696e-34,1.9076126569181177e-38,9.032213756509305e-58,2.5356512189317164e-25,4.2524453011898997e-31,8.8179720216901224e-33,9.1609500431662956e-39,4.5078300661701248e-57,6.1740104407262705e-57,2.7101951505446221e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1881268932331813e-22,1.2974242765741536e-22,4.1248453161739822e-22,1.2922071434759523e-22,1.1047576502163409e-22,5.4942314461072935e-23,1.7712752824086961e-21,1.90986809970483e-21,5.4634198925932936e-21,4.6850914311889131e-21,1.4810433465213389e-21,2.2957813337791372e-21,1.4284466918054659e-24,2.9365241244878855e-25,9.3728978576346744e-26,2.6052412543168979e-25,1.5777442987070245e-24,4.7535775943020312e-24,5.4945984674152728e-23,1.3441220744158264e-22,2.0800726828600793e-25,8.0659691423008927e-22,8.2307738503930373e-24,4.586237985912616e-23
1.34217727e-07,0.0017931455845908077,1.3880894843303291e-27,1.166149484670211e-29,7.9232831112091489e-26,1.7516619434466751e-28,5.196157068657927e-26,0.0,0.0,1.7406511193114037e-20,1.0855791304813373e-25,1.9009569691216004e-37,-4.6620557105486839e-37,2.4506262407148646e-50,1.0311400051860619e-25,2.4519095344850601e-38,1.5754080622852008e-22,8.4850669940405752e-26,9.5855569821067492e-40,-7.1836264313887778e-40,6.2529680980006891e-23,1.4411160715839005e-42,-3.0683254361641691e-44,7.0114144771015953e-36,2.2877258630126594e-30,9.3517527549891666e-47,1.0101980611233534e-21,5.0389426749321955e-40,1.4303862263378754e-22,5.2337218776398507e-42,-3.5599613231058699e-61,-1.3704770089285355e-38,-1.0504063043462272e-66,1.577785261744435e-26,1.7943162663012272e-32,4.1089195170829452e-27,2.6650039535875435e-26,9.1764880383860572e-31,2.5322111028832904e-21,9.0920017564670909e-39,-1.4948241789023806e-39,4.5817923261393378e-36,2.2731352143023378e-35,1.4233028368706901e-27,1.0494283623770812e-27,9.5198429283105689e-41,1.8184289183706444e-44,2.8923686693549077e-42,5.2270468189173597e-55,5.3847004764386556e-58,4.0753123104423987e-57,-8.4661477988052565e-93,1.8042805659637172e-80,3.7100648762343166e-42,6.5439762260684401e-35,1.8157217271326211e-34,2.6054432570979285e-39,9.9063061794445329e-48,1.6879838657508447e-34,3.1761922060475818e-38,1.4971596215397449e-57,4.1672417844007743e-25,4.270517347697184e-31,1.208633696338762e-32,1.3079728926052212e-38,7.5462343085209493e-57,1.192945902296748e-56,4.512670172059079e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.191962206430299e-22,1.3021131132598537e-22,4.3417847620068721e-22,1.2992949787925608e-22,1.1096434751707474e-22,5.5180583950402066e-23,2.4171039703674874e-21,2.607308221087315e-21,7.377649457602686e-21,6.325573669392048e-21,2.1071371453075156e-21,3.0873624385459947e-21,1.9158298525948491e-24,4.0568005307629653e-25,1.3018230512877598e-25,3.6095350020333841e-25,2.2464774702286571e-24,6.9017049307225355e-24,5.514006339799546e-23,1.7911427501572119e-22,2.101164192088857e-25,1.1010028546815796e-21,1.1312032672554904e-23,7.4188684954537334e-23
