Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334)
1e-12,0.0017931455845908077,1.8998955552422827e-31,7.8586811017974157e-39,4.8811563060355654e-35,1.2778399028733613e-37,2.0448366085806333e-40,0.0,0.0,1.2924037836912393e-25,6.077275018991488e-36,4.2672624842635599e-55,6.9445371478393679e-57,1.7334809878595872e-68,3.2464980689994752e-35,1.4848195702673889e-51,8.7029204522470073e-27,2.6744183514458518e-35,1.1242246498970779e-52,5.3923449118938268e-54,4.7135939783442169e-32,7.8404642969778345e-63,5.9691248969642539e-54,4.8454367672630647e-49,7.6501458549347843e-40,4.7223516507445106e-63,3.184707837634486e-31,1.4342176554558343e-58,2.0402224323457738e-26,6.8191130593531967e-55,4.2544189545475517e-77,3.3080199534575484e-57,1.394969131037838e-88,3.4039099454509302e-41,1.4110748131012051e-38,3.1056794229451881e-36,1.6341058688120613e-35,1.3707253283176334e-39,1.9144077645083835e-30,5.6944314108211332e-53,4.0804783957037234e-60,2.2177681426716087e-50,2.0220541308426106e-48,6.9210658609984241e-41,1.0345036758069574e-35,1.9058605160633681e-56,3.2387516891532879e-61,2.190905801616926e-60,3.0392943509117268e-76,2.8477198472367006e-81,3.097539371550226e-75,1.6418088774037602e-126,2.547582330151847e-107,1.3003732944981871e-63,2.0634616353826273e-47,1.036519315652028e-52,1.5981255347716931e-52,1.6599672946217087e-64,1.2939139242804712e-48,1.2381161193637811e-56,8.4278968496148084e-77,2.0967917047540324e-39,3.7864299792795278e-36,8.4451268885424021e-42,2.06746594609302e-51,7.1822105380602641e-73,2.5843559739144998e-85,5.4334748367191204e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8954307823642147e-26,2.0402025534289689e-26,1.8955803133296072e-26,5.5882889241536063e-26,4.7954185594297931e-26,2.3977054944881148e-26,2.0316996018832557e-30,2.1598281734518979e-30,1.6552518303248007e-29,1.4214361295254615e-29,5.3901845129033591e-31,7.1369564406843596e-30,8.0274657519856956e-33,3.7109500759351875e-34,1.2399349280370897e-34,3.21051914174197e-34,6.5871465981106759e-34,2.8809923640736533e-33,8.7023108825960617e-27,1.3884782772077788e-27,9.5947375897947348e-33,9.1832920639769157e-31,2.4368481995118574e-36,2.0445607640925008e-36
1.023e-12,0.0017931455845908077,1.9435785297379121e-31,8.132018511443241e-39,5.0515306288778014e-35,1.3224087369984966e-37,2.1285410689280766e-40,0.0,0.0,1.3221205859274285e-25,6.2892428210683975e-36,4.4485205878007387e-55,7.2287253067559714e-57,1.8096323939596097e-68,3.3597316038914209e-35,1.5455811731621493e-51,8.9030266635115148e-27,2.7676982256399533e-35,1.163436457164582e-52,5.5803842100735863e-54,4.8779959109269761e-32,8.1852731451777882e-63,6.1770815977524363e-54,5.0437202409397409e-49,7.916971941819209e-40,4.9156625809532487e-63,3.295785876792689e-31,1.4972952240214984e-58,2.0871318139506138e-26,7.0981623725611141e-55,4.4285116967504665e-77,3.44339160257499e-57,1.4563045616902635e-88,3.5432056656926661e-41,1.4599496087990235e-38,3.2140001009205602e-36,1.6912274731447594e-35,1.4185336951581976e-39,1.9811789661278858e-30,5.9274598153721837e-53,4.2474559631292514e-60,2.3085250077583557e-50,2.1048004608210735e-48,7.2042893829928914e-41,1.0705849826402764e-35,1.9838752242860528e-56,3.3811574810231439e-61,2.2872389630761719e-60,3.177581820342423e-76,2.9772893850550147e-81,3.23373752469355e-75,1.7177887565718308e-126,2.6654506501097649e-107,1.3575791990750746e-63,2.1479015507476078e-47,1.0820947322082604e-52,1.6635825476528471e-52,1.7329547072941515e-64,1.3467575900128875e-48,1.292577831132746e-56,8.8108746766595738e-77,2.1825968729683198e-39,3.9172256130993286e-36,8.7396784436943102e-42,2.1518939632945501e-51,7.4975895275309785e-73,2.7039388353422508e-85,5.6806181970414697e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9390108199360917e-26,2.0871112417028757e-26,1.9391655662496528e-26,5.7167631853378375e-26,4.905664790365459e-26,2.4528284779436785e-26,2.1025616190328755e-30,2.235159100815251e-30,1.7129823989734897e-29,1.4710118570469506e-29,5.578186641930838e-31,7.3858735099763508e-30,8.3074351481583291e-33,3.8403804321208353e-34,1.2831811972429117e-34,3.3224955032706476e-34,6.8168956688519291e-34,2.9814763943763395e-33,8.9023958332847481e-27,1.420404163950183e-27,9.9293700352528572e-33,9.5035887602620363e-31,2.5365673718346698e-36,2.1282267756244562e-36
2.047e-12,0.0017931455845908077,3.8881405396806332e-31,3.2411728394608374e-38,2.029699855497925e-34,5.2919768263133593e-37,1.7102255684292998e-39,0.0,0.0,2.6451650512140257e-25,2.5170187763233285e-35,5.3794957729025919e-54,5.786877007490894e-56,2.8250890802037132e-67,1.344577818903792e-34,1.2370256763424795e-50,1.7811608380641825e-26,1.107625393360468e-34,4.656352318473763e-52,2.2306425169771591e-53,1.952060136102302e-31,1.3160819235354697e-61,2.4558079324589121e-53,4.0365653176642165e-48,3.1683493650477244e-39,3.951805005619122e-62,1.3189646505697209e-30,2.4193003181804379e-57,4.1753143496996322e-26,5.6806744804521868e-54,3.5427513851610795e-76,2.7563118639430925e-56,2.3302988160511632e-87,2.8362193246766214e-40,5.6198475936390234e-38,1.2861677882646278e-35,6.8489901668000337e-35,5.6765438819885244e-39,7.9282155721284052e-30,4.7445546385632159e-52,3.3986138470413424e-59,1.8481063065647132e-49,1.6846275589109177e-47,5.7661927522421667e-40,4.2839720162375979e-35,1.5942143719381978e-55,5.411481587450763e-60,3.6611957542238888e-59,1.0171330199228609e-74,9.5309980843010118e-80,5.1770412503515002e-74,1.1314062673317074e-124,1.7062853243157185e-105,2.2024785918205527e-62,1.7188808553728383e-46,1.7322456149671794e-51,1.3464377316762782e-51,2.773275656522206e-63,1.0504101722627839e-47,2.0917381699352158e-55,2.6279985607662042e-75,1.7470126421868271e-38,1.486489512553768e-35,3.4974337281649294e-41,1.6763893978797531e-50,1.1566301584329593e-71,1.7507856536704588e-83,1.7839762204597572e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.8789537632442409e-26,4.1752320319434449e-26,3.8795730005353315e-26,1.1434090095083613e-25,9.8118112910306542e-26,4.9058899764151365e-26,8.4138785485545906e-30,8.944509088232281e-30,6.8537659591951176e-29,5.8856234204073279e-29,2.2323910486480124e-30,2.9551362282952879e-29,3.323435655210846e-32,1.5367543674329418e-33,5.1346489906538741e-34,1.3295201407673431e-33,2.7280241000305707e-33,1.1931203200064992e-32,1.7809084048592976e-26,2.8418012161127891e-27,3.9724507294490118e-32,3.8030795976826224e-30,2.0298391734641873e-35,1.7030120573688649e-35
4.095e-12,0.0017931455845908077,7.776144944124279e-31,1.2939898970850616e-37,8.1764950395549447e-34,2.1169971211062778e-36,1.3774324892731372e-38,0.0,0.0,5.2912569742649948e-25,1.0070719938380544e-34,7.2146807734591737e-53,4.6314432837877694e-55,4.3124508768801482e-66,5.3795394484151352e-34,9.8960397305424636e-50,3.5626792757875824e-26,4.4313812945584169e-34,1.8631445482691994e-51,8.9035077857958612e-53,7.8089852075362901e-31,2.1212555061400955e-60,9.6975733902393502e-53,3.2288228956571993e-47,1.2675901618236204e-38,3.1896433129336784e-61,5.2769061627340477e-30,3.9384603086831924e-56,8.3504609174585821e-26,4.5437883532586821e-53,2.8314834251355059e-75,2.2055781233000684e-55,3.7254787626051857e-86,2.2695351782835562e-39,2.0879322008589151e-37,5.1451613639856835e-35,2.7961096951647353e-34,2.2707565323159492e-38,3.1715883951630581e-29,3.7962824174339944e-51,2.7174280468119115e-58,1.4791825372363263e-48,1.347721197955769e-46,4.6131267330989276e-39,1.7135448299310141e-34,1.2855828658676684e-54,8.6550406803069226e-59,5.857295055029329e-58,3.2534689338776165e-73,3.0502061560095172e-78,8.2848864864812436e-73,7.6424847248395221e-123,1.0913985526391118e-103,3.6129074709895843e-61,1.3747345206760278e-45,2.7717187335490453e-50,1.0979978173708149e-50,4.4346172394058735e-62,8.0060920771737451e-47,3.4099147383089638e-54,7.3963350503434502e-74,1.3978201581041952e-37,5.3839991099949609e-35,1.3991215893339847e-40,1.2747620256210589e-49,1.7247072654542922e-70,1.1417128476427099e-81,5.4903673383435557e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7575755787791075e-26,8.350131675652771e-26,7.760052593405349e-26,2.2858470629452704e-25,1.9615282500445579e-25,9.8075786220063866e-26,3.3658064615592286e-29,3.57808400598465e-29,2.7408165131443021e-28,2.3536561696656167e-28,8.9314632081517223e-30,1.1817530744451085e-28,1.3286968873576368e-31,6.1469939037707104e-33,2.0537814423881386e-33,5.3180677963653139e-33,1.091362967712414e-32,4.7729607628780019e-32,3.5616695293201868e-26,5.6845995185950397e-27,1.5882911800827851e-31,1.5213490340780758e-29,1.6233133785840633e-34,1.3618450476663319e-34
8.191e-12,0.0017931455845908077,1.5547677885987379e-30,5.1697957334952291e-37,3.3051944003231366e-33,8.4663114392796919e-36,1.1130803178970455e-37,0.0,0.0,1.058345278334387e-24,4.0288205113243394e-34,1.0426090251706699e-51,3.7064576950768571e-54,6.3449142827586014e-65,2.1519296905230987e-33,7.9128591523736202e-49,7.1249247041004963e-26,1.7725595394484617e-33,7.4542485713451438e-51,3.5448582991556117e-52,3.1229621529252219e-30,3.4311205482995476e-59,3.7805893588874039e-52,2.5811874258216696e-46,5.0703709134113254e-38,2.5962501744527541e-60,2.1107708145590704e-29,6.4709744952118575e-55,1.6695882881062553e-25,3.6321625949709692e-52,2.2597552492813333e-74,1.7644986106513482e-54,5.9482724419376392e-85,1.8156903988934203e-38,7.2963013183170374e-37,2.0576478369327766e-34,1.1529642039562269e-33,9.0805681934840322e-38,1.2683784816443078e-28,3.0366369784554253e-50,2.1706098691030987e-57,1.1839179818203403e-47,1.0777128923909977e-45,3.6890840439425655e-38,6.8511343061646274e-34,1.0443179336396168e-53,1.3830616209613301e-57,9.365088194052259e-57,1.0397139836670601e-71,9.7592036175900596e-77,1.3254472481807937e-71,5.4056206804491508e-121,6.9733717905722204e-102,6.0453523401035431e-60,1.0986916744400922e-44,4.4329711984622183e-49,9.0396683924605603e-50,7.0835222983350512e-61,5.8762370653437809e-46,5.6112453584435469e-53,1.9053074671865135e-72,1.1180790027034078e-36,1.8056960355657276e-34,5.5954714796555842e-40,9.3149953562449978e-49,2.4250157147929702e-69,7.5146457388689986e-80,1.6247914009316586e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5509766219093578e-25,1.6694566664910517e-25,1.5519670907637677e-25,4.5666212357509597e-25,3.9187001163450066e-25,1.9593250551883315e-25,1.3459975067960562e-28,1.4308954122755167e-28,1.0953449708911129e-27,9.4061887625720649e-28,3.5727001893583165e-29,4.7227481438033567e-28,5.3072923700127129e-31,2.4578130090109222e-32,8.2112749258807646e-33,2.1263814326626918e-32,4.3649632754521813e-32,1.9088175570657957e-31,7.1208871962405003e-26,1.137021286603163e-26,6.3451650797083549e-31,6.0839420955212835e-29,1.2971637722775164e-33,1.0880749457536551e-33
1e-11,0.0017931455845908077,1.89760294872514e-30,8.5898125252494946e-37,5.5335586853874809e-33,1.4070608589205966e-35,2.8589841296229936e-37,0.0,0.0,1.2920763684358788e-24,6.698057750186282e-34,4.2961614038119698e-51,9.4382407660939611e-54,2.4520822244756849e-64,3.5773045040065785e-33,2.0126792841565016e-48,8.697493013359586e-26,2.9465419921792538e-33,1.2393416915647676e-50,5.8637799808856484e-52,5.1901916713420931e-30,1.4967342540368108e-58,6.1224531492099274e-52,6.5634868126492939e-46,8.4285067652835627e-38,6.768107870241849e-60,3.5087536780858054e-29,2.8688437400232912e-54,2.0377344057930303e-25,9.2350926217564104e-52,5.7324684078937655e-74,4.4914330150850936e-54,2.555833312627502e-84,4.6218266687583222e-38,1.0805629739892624e-36,3.4196971476731853e-34,1.9558231349646976e-33,1.5090310777308683e-37,2.1079750228100117e-28,7.727923743250594e-50,5.5132846245768704e-57,3.0155241376996584e-47,2.7415422314627876e-45,9.3850883198509442e-38,1.1383283040264739e-33,2.7140434485816868e-53,5.950790511337786e-57,4.0331248655120953e-56,8.1356250463555818e-71,7.6534279893048952e-76,5.7137146918208649e-71,9.5233773233877066e-120,1.0363540555536864e-100,2.7796011553412059e-59,2.7927166746748267e-44,1.910024776303986e-48,2.3596272446729167e-49,3.0457198339502043e-60,1.3615334511232124e-45,2.491226476835312e-52,1.1154353801564878e-71,2.8453014566395832e-36,2.6043650820828044e-34,9.2995734140299785e-40,2.1467242283682039e-48,8.7599867424857536e-69,1.1587818713155895e-78,1.1164307888049792e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8929066743759619e-25,2.0375157433758725e-25,1.8945525382841274e-25,5.5703157892722027e-25,4.7799856806683834e-25,2.3899513627757615e-25,2.2368810084384275e-28,2.3779838376667998e-28,1.8190654493106415e-27,1.5621070525204686e-27,5.9391102313368116e-29,7.8431245052530812e-28,8.8091360735575958e-31,4.0838924814079754e-32,1.3642833991450829e-32,3.5331978501022989e-32,7.2550280042923434e-32,3.1723845313689164e-31,8.6907840631415328e-26,1.3881280922221725e-26,1.0533495079368513e-30,1.0110784619214606e-28,3.2965267466279572e-33,2.7646242566103529e-33
1.6383e-11,0.0017931455845908077,3.1072861035547841e-30,2.0657234958509557e-36,1.3396272467347515e-32,3.3845196045247631e-35,9.0193511999639125e-37,0.0,0.0,2.1167892198000701e-24,1.6116377979957298e-33,1.5776219354540211e-50,2.9662658312971877e-53,8.8653945805527867e-64,8.6066950150430872e-33,6.3223276389441565e-48,1.4246251176986312e-25,7.0889024099684409e-33,2.9821118154831231e-50,1.4046022708626289e-51,1.2484346461864412e-29,5.5672541531729931e-58,1.4385646390574584e-51,2.0614905821007904e-45,2.0277584234880293e-37,2.1488377451348408e-59,8.4414925492251906e-29,1.0708206134868473e-53,3.3367264838442655e-25,2.9004856226494635e-51,1.7985828325761726e-73,1.4113335891536494e-53,9.4751819775321686e-84,1.4523190853693451e-37,2.3188185469531627e-36,8.2256456001087992e-34,4.7886857975556677e-33,3.6295499783694935e-37,5.0704651954250948e-28,2.4280982571159682e-49,1.7307808098423788e-56,9.4782892526679744e-47,8.6123120884529652e-45,2.9483261505656996e-37,2.7374828297180716e-33,8.6056177779765024e-53,2.206787923840959e-56,1.4959437868441961e-55,3.3173325606411299e-70,3.1214805096339384e-75,2.1197579309153402e-70,4.1218960394063775e-119,4.4470437267570855e-100,1.045425332552076e-58,8.770030978985662e-44,7.0853275022132765e-48,7.4958795209800751e-49,1.1293048422715756e-59,4.0922498135944824e-45,9.3015308932782489e-52,4.3789324919495794e-71,8.9397519394890031e-36,5.4224438681074028e-34,2.2369381400271962e-39,6.4346066019353999e-48,3.1112734155290068e-68,4.9823555844694853e-78,4.4824193867748534e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.099396185096987e-25,3.3362007006759344e-25,3.1033545899825551e-25,9.1118206732556709e-25,7.8190048940880142e-25,3.9094028394648503e-25,5.3803356192638845e-28,5.7197557665073505e-28,4.3726905536510768e-27,3.7550086716959232e-27,1.4288914155023232e-28,1.8853275038770805e-27,2.1165282209393399e-30,9.8214631128675584e-32,3.2807920511922746e-32,8.4971056403272863e-32,1.7452531135407185e-31,7.6308411355573161e-31,1.4230116125844286e-25,2.2741506130989752e-26,2.5311886670209177e-30,2.4319372694800272e-28,1.0351216556069009e-32,8.6802761367641939e-33
3.2767e-11,0.0017931455845908077,6.2051861886130074e-30,8.2508256574610449e-36,5.4279442768221396e-32,1.3520741309967021e-34,7.3089110739301784e-36,0.0,0.0,4.2336961771072641e-24,6.4467952493688193e-33,2.4474992691762402e-49,2.3736612169279998e-52,1.173440894905473e-62,3.4413186714126027e-32,5.044315368732873e-47,2.847625781627224e-25,2.8342149785697087e-32,1.1925947627244645e-49,5.5138524246231248e-51,4.987258553328992e-29,9.0404403670815738e-57,5.23832717715207e-51,1.6434938415526476e-44,8.1071207422372895e-37,1.8351334155251416e-58,3.3749941388225331e-28,1.771543414379443e-52,6.6632362193319697e-25,2.3117677750082993e-50,1.4236693514823123e-72,1.1285146337348765e-52,1.5025566200871836e-82,1.1613493616127289e-36,6.512372544992223e-36,3.2859864973704436e-33,1.9865224292484311e-32,1.4495399671247495e-36,2.0255528314338506e-27,1.9402735366556553e-48,1.3754107967413796e-55,7.5927602097268981e-46,6.8740719752568227e-44,2.3536964310798674e-36,1.0925148424401427e-32,7.2832580988376097e-52,3.5109852687202397e-55,2.3853431522714759e-54,1.055207351600207e-68,9.9784192189674628e-74,3.3880944128092002e-69,3.4852148367437345e-117,2.8255264517343245e-98,1.9043011162395238e-57,6.9841780229190467e-43,1.131142615832042e-46,6.2103926402490518e-48,1.7937876587102568e-58,2.7004494148019891e-44,1.5413137629382558e-50,8.934787549956042e-70,7.1431894755027806e-35,1.4308136690495859e-33,8.9368893152929953e-39,4.1882185286251901e-47,3.5369259607052518e-67,3.3025118949070874e-76,1.1116502717919413e-63,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.1881820486560963e-25,6.6611389026120747e-25,6.2039864127098447e-25,1.8137291178469467e-24,1.5563860118788671e-24,7.7815348751213681e-25,2.1490058756802729e-27,2.2846236434823438e-27,1.7419934532067176e-26,1.4959172894762744e-26,5.7134965070136185e-28,7.5105720357839086e-27,8.4145725302367442e-30,3.920399536762072e-31,1.309226852874955e-31,3.3917994162331145e-31,6.9744958467662095e-31,3.0485013724455239e-30,2.8411843511799592e-25,4.5484355765725987e-26,1.0069087855197964e-29,9.7137062277143804e-28,8.2385297513021747e-32,6.904804023691843e-32
6.5535e-11,0.0017931455845908077,1.237257195931261e-29,3.291799580270252e-35,2.1910975353701452e-31,5.3942133556430078e-34,5.9034973486859056e-35,0.0,0.0,8.4675860370768752e-24,2.5787867451807511e-32,3.8400052195911124e-48,1.8978371545694868e-51,1.5062493005620809e-61,1.3752528002272777e-31,4.0133598135811872e-46,5.6885775538719405e-25,1.1325551638639637e-31,4.7626107465803151e-49,2.1259138990080572e-50,1.9896410318197056e-28,1.4656044819642543e-55,1.7719244519620946e-50,1.3056834340325934e-43,3.239563431481173e-36,1.6544607571363028e-57,1.3486510007950992e-27,2.9043145561345554e-51,1.3285333447928183e-24,1.8356321307225758e-49,1.1140919907558146e-71,9.018814463783837e-52,2.3619008543133117e-81,9.2821801729232513e-36,1.6104155227326158e-35,1.3109255786792149e-32,8.1600876499498446e-32,5.7797063070447981e-36,8.0808271187984525e-27,1.5485642775449509e-47,1.0857649285076336e-54,6.0896990492633922e-45,5.4738206068853891e-43,1.8749436941515517e-35,4.3501152725696789e-32,6.4573207255593457e-51,5.5543510791956774e-54,3.7903876945582365e-53,3.3363546559790284e-67,3.1862231247738339e-72,5.4091277135617016e-68,3.2922575335580701e-115,1.7822738701269008e-96,3.7475531560544286e-56,5.5365847595328262e-42,1.8017241484869991e-45,5.0936760285185027e-47,2.828660058335112e-57,1.7335905983328875e-43,2.5298789594726712e-49,1.648903186852998e-68,5.7004955023603179e-34,3.3584672771946703e-33,3.5659207589265484e-38,2.6338491255149073e-46,3.5380510193719696e-66,2.168622942328957e-74,2.4252433157806829e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.233370782685003e-24,1.3276990846467575e-24,1.2396689169699697e-24,3.5932203771040259e-24,3.08337195528614e-24,1.5415304642415236e-24,8.5706797743095813e-27,9.111925473070903e-27,6.911615364596155e-26,5.9352412159440828e-26,2.2836330658420292e-27,2.9797728231072304e-26,3.3250675868857278e-29,1.5615843092383395e-30,5.2121424814972185e-31,1.3510621642973787e-30,2.7844901446753838e-30,1.2162854408987225e-29,5.662913361727272e-25,9.097108241127362e-26,3.9834564911647358e-29,3.8741044073032892e-27,6.5233527370577478e-31,5.4614020967847021e-31
9.999999999999999e-11,0.0017931455845908077,1.8800133801299336e-29,8.4507220389700097e-35,5.6644171268923385e-31,1.3845477872460615e-33,2.7743176238934549e-34,0.0,0.0,1.2920900271656229e-23,6.6474483932807467e-32,3.3561538446548377e-47,8.8541889931415514e-51,1.0994963506591493e-60,3.5392788612003794e-31,1.8602227090602395e-45,8.6660729398811731e-25,2.9145651972207131e-31,1.2215670796603365e-48,5.1759235773660958e-50,5.1065848621574645e-28,1.3168294271543871e-54,3.6694863014357694e-50,6.0367666885122778e-43,8.3366183258508902e-36,9.3054528908174122e-57,3.4706750769016685e-27,2.6054583602160007e-50,2.0185932543114909e-24,8.4788248074314207e-49,5.0064862613596329e-71,4.2140868687903177e-51,2.0317022526402757e-80,4.3378887148420944e-35,2.6574805370692582e-35,3.364595910842038e-32,2.1264287008310335e-31,1.4820911320207826e-35,2.0740090835135238e-26,7.2183076082334044e-47,4.9640013485844877e-54,2.8631032232901515e-44,2.5411732811229355e-42,8.7100749375508824e-35,1.1129894722182677e-31,3.5419081924739447e-50,4.8327749581960947e-53,3.3256177806959817e-52,5.6400939894364006e-66,5.4889407449945247e-71,4.7870773218476134e-67,1.7966340498502396e-113,5.9127278910534775e-95,4.4675870283722453e-55,2.5498982773105924e-41,1.5878911170844633e-44,2.4047302949290784e-46,2.4467522117516363e-56,6.7765425595791186e-43,2.2709028006431354e-48,1.5659919365468677e-67,2.6567388647874551e-33,5.4121780730548087e-33,9.1547197395603282e-38,1.0056405060197109e-45,1.8443948420565248e-65,7.4799544911119841e-73,2.5806170321127647e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.8730784783063622e-24,2.0164622433472526e-24,1.8892142746317845e-24,5.4125179579683392e-24,4.6444854224438197e-24,2.3218522658339558e-24,2.1986306716513577e-26,2.3376313263404052e-26,1.7583796290771181e-25,1.5099684284254923e-25,5.8789517945050157e-27,7.5801825119860669e-26,8.4044981912863802e-29,3.9979377592022313e-30,1.333253911746643e-30,3.4590950443631368e-30,7.1554015398337779e-30,3.1221366772215159e-29,8.6003434573366209e-25,1.3881554942557722e-25,1.008655500053743e-28,9.9385356103029453e-27,2.9982423057628554e-30,2.5055576329705407e-30
1.31071e-10,0.0017931455845908077,2.4594730464359535e-29,1.310161075837405e-34,8.7956956131301502e-31,2.146448961776861e-33,4.7432155284311477e-34,0.0,0.0,1.693566674728702e-23,1.031544160576051e-31,6.035619270143854e-47,1.5125502150729617e-50,1.9549260303212412e-60,5.4901987434140829e-31,3.175443063519332e-45,1.1350354359834546e-24,4.5210887354893216e-31,1.8934777972412631e-48,7.9255783203303388e-50,7.9165823016591205e-28,2.3718541608030989e-54,5.3801824924990676e-50,1.0301948403293603e-42,1.2931731995456622e-35,1.6203000448792339e-56,5.3837291917633335e-27,4.6925090189395098e-50,2.6406983304366816e-24,1.4467817688847947e-48,8.5155703287303363e-71,7.2001171801137252e-51,3.6503982789669587e-80,7.4117862411316334e-35,3.6014340278701822e-35,5.2160275339562434e-32,3.3078027854491069e-31,2.2971768159435693e-35,3.2152711839931421e-26,1.2329713237939513e-46,8.4603217840467822e-54,4.8952568961432502e-44,4.338622490759296e-42,1.4872104906030811e-34,1.7242023759725852e-31,6.1528784005683166e-50,8.6888964289038279e-53,5.982027368922965e-52,1.0423989906865272e-65,1.0150103200144392e-70,8.6150935338980907e-67,3.3866610112500653e-113,1.1082513620374568e-94,8.1573701169367995e-55,4.3495549396629209e-41,2.8569823051641793e-44,4.1134438943932181e-46,4.3975460113768243e-56,1.1322881175214741e-42,4.090100073348934e-48,2.8291176689878019e-67,4.5379378693551994e-33,7.2636461751343206e-33,1.4193152152944117e-37,1.6748012065753786e-45,3.1881962003982528e-65,1.4027801224007103e-72,4.6884620429444366e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4497898611774274e-24,2.6373982684156722e-24,2.4747945388972787e-24,7.0526570885366003e-24,6.0518655628197458e-24,3.0253305393659004e-24,3.4080806780962164e-26,3.6235990995405838e-26,2.7205015892024172e-25,2.3361643099733996e-25,9.120215343563124e-27,1.1727558964710697e-25,1.2983723153112369e-28,6.19436712359591e-30,2.065326576409923e-30,5.3595357702161243e-30,1.1095879937018356e-29,4.840305943543452e-29,1.1248505085094581e-24,1.8194845047305809e-25,1.5588640414282362e-28,1.5405761547004017e-26,5.1131321184146927e-30,4.2720180641067063e-30
2.62143e-10,0.0017931455845908077,4.8596799768022226e-29,5.1893501037086181e-34,3.5081195104308001e-30,8.4971101235978537e-33,3.7870213449662893e-33,0.0,0.0,3.3873010208506785e-23,4.1263592981491643e-31,9.4211900546568293e-46,1.1953426103193319e-49,2.6435577659372692e-59,2.1872941943363483e-30,2.4852676913603854e-44,2.2593968884659913e-24,1.8011490824229898e-30,7.4451750143286311e-48,2.7846126437362431e-49,3.1335015439166436e-27,3.8418207805629946e-53,1.4345719584373865e-49,8.0197127813328842e-42,5.1515320121199657e-35,1.7639397283152853e-55,2.1448146029374527e-26,7.4462352541698016e-49,5.2169091754084413e-24,1.1237931765908346e-47,6.2157956338229622e-70,5.7365878400957375e-50,5.4660671634713246e-79,5.9071337791569095e-34,7.5532737170996802e-35,2.0645705348022384e-31,1.3230666773821989e-30,9.0727443143815047e-35,1.2726452698791061e-25,9.770602119904653e-46,6.4291656845448939e-53,3.9502515530470678e-43,3.4073823120177582e-41,1.1697377087083306e-33,6.7723994562123753e-31,6.4337507753808338e-49,1.3295975289845491e-51,9.314917590050573e-51,3.1814366805647775e-64,3.2168042984118586e-69,1.3649355496007821e-65,3.6077890770205563e-111,6.7019936102955576e-93,1.9732986544501235e-53,3.3570467801202761e-40,4.4901591820612912e-43,3.259792339276848e-45,6.6510914676768647e-55,7.7657247067056841e-42,6.4906224191420057e-47,4.6049681817422029e-66,3.5948752036889722e-32,1.4955407023379437e-32,5.6215543583732229e-37,1.1123959395739573e-44,2.6889652652385337e-64,8.9072787268314006e-71,8.2412226750257983e-60,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.8329205083567653e-24,5.2039980986834504e-24,4.9314610646655139e-24,1.3595023788832098e-23,1.1665563773188312e-23,5.830521171401415e-24,1.347326734458235e-25,1.4327582850883444e-25,1.0544094636037212e-24,9.0543069821528963e-25,3.6366382960809053e-26,4.5444496558159914e-25,4.9550020472296498e-28,2.4373506120074083e-29,8.1100598874539564e-30,2.1090635676030754e-29,4.405637703198558e-29,1.9165516602022114e-28,2.219292251124781e-24,3.6391737270927524e-25,5.9723586572713115e-28,6.090882703434245e-26,3.9293375962149777e-29,3.2709968790779277e-29
