Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72)
5.872025500000001e-08,0.006364385055535897,1.9769239712532894e-16,1.5429420638257787e-18,1.9018568328715093e-17,1.1361597668640343e-17,1.3918837864033735e-19,0.0,0.0,5.0906864815744044e-15,8.4216417439936893e-20,1.1823069504761974e-26,1.500269575545001e-29,1.6334644173298651e-36,9.5034067407480047e-19,8.7399806038469085e-28,2.9049648202128687e-15,1.1770666621592092e-18,1.3265476930018194e-29,1.4287155267360218e-32,1.1025156794505668e-14,8.2956806816112702e-30,4.3644630701148359e-32,3.0817902725596108e-25,8.5701304231632972e-22,5.7001787847377212e-32,6.4230319127574676e-16,6.017146226845891e-28,4.0033314893275965e-14,2.5064312710610667e-28,1.5385771058075398e-44,2.6220084839959729e-28,4.1521905200858185e-48,2.2187667958580375e-20,1.0958674008588398e-22,1.5108437790478934e-18,1.6684429631395212e-17,4.8951509478383513e-21,3.5411610862890936e-14,1.0158426423577081e-25,1.2085421243137596e-30,2.1399666305628563e-24,3.1684666667332011e-23,3.9985485801844098e-20,1.4727864698471432e-20,9.7232387727350285e-29,1.0821408474346963e-30,1.8535514149394962e-29,4.2471909758290955e-38,6.2319020130696625e-41,1.2078829902674972e-39,2.3851118460444914e-65,3.6197413583300238e-55,2.9351871455660027e-28,2.8260125697527927e-23,1.5628569909016056e-24,2.2822273724111201e-27,2.0505080703761223e-36,7.2190589486534756e-25,1.0271916767010225e-27,1.3674630412857609e-42,1.0787660071795807e-17,1.1036137692223756e-21,7.3869095753144483e-23,1.7489851769777496e-29,7.2676658501082212e-42,3.4457463122949643e-42,1.8119842151795093e-36,0.88168480800000004,0.0,0.0094599999998320108,0.10884999999985208,4.0396814939217399e-14,3.5271228854952875e-14,6.8852211648706794e-14,1.8328924881759892e-16,1.3635842511358815e-16,6.6256056055141691e-17,4.760753650537096e-14,3.8877872361281955e-14,2.0859018454855886e-16,1.8175708990100126e-16,1.9755137503813566e-14,8.6952017897262766e-17,6.2569990609692163e-18,3.9988681388582095e-16,5.5081729656254005e-18,3.1690224622234907e-16,4.9806096882557886e-16
6.710886300000001e-08,0.006364385055535862,2.3800863494238332e-16,2.1376265112671322e-18,2.4001761980404912e-17,1.577581789517252e-17,2.0047100381477631e-19,0.0,0.0,6.2916394147432273e-15,1.1842393232007859e-19,1.7867287452494563e-26,2.3093255138829882e-29,2.7810965675346875e-36,1.3510142482895952e-18,1.2648970766203116e-27,3.6061917485390967e-15,1.6778385007660282e-18,1.9222042273787444e-29,6.2746375508228214e-32,1.3778725806989322e-14,1.5566675143370542e-29,5.9520479054349071e-32,4.4748147573429026e-25,1.2064383884441782e-21,1.0048385610478175e-31,9.1321186400466931e-16,9.5233742997737684e-28,4.2314653959866613e-14,3.298137309368633e-28,2.459163384481937e-44,3.8393640900074511e-28,7.8541457960028566e-48,3.5684647659491169e-20,1.3228711943837891e-22,1.871954379091373e-18,2.0737062622235921e-17,6.242107251048575e-21,4.3778922270266424e-14,1.4404630566739131e-25,1.5427628133735329e-30,3.0278918471869985e-24,4.3874052575316534e-23,5.0737500637038673e-20,1.6180765733840702e-20,1.46333542044184e-28,1.4705778914460049e-30,2.8157629927055472e-29,6.4647189481461684e-38,1.0253176293983789e-40,1.7833907116725924e-39,6.015251134945236e-65,7.2304978181233379e-55,5.115566397486108e-28,3.6798462863095721e-23,2.3247019954277495e-24,2.8997700691688125e-27,2.6576451075782074e-36,1.1560977411926594e-24,1.4947026787339968e-27,2.0773467825208119e-42,1.5310184421299436e-17,1.1735098467484675e-21,9.1602806469684533e-23,2.4925118316104105e-29,1.1655354894394238e-41,6.9368574517731774e-42,2.6367994123596706e-36,0.88168480800000004,0.0,0.0094599999998080057,0.10884999999981931,4.2940147197630593e-14,3.7826149562110582e-14,7.5881798273802859e-14,2.0793954536832898e-16,1.5394114903210384e-16,7.470077623393303e-17,5.7392240831310037e-14,4.6656532128217147e-14,2.4175857413483758e-16,2.1039417042998438e-16,2.5059619802578668e-14,1.0068372363916678e-16,7.3168828184595637e-18,5.1482467894811837e-16,7.0313827448241139e-18,4.0979241068145277e-16,6.4221151133263117e-16
8.388607900000001e-08,0.0063643850555357715,3.1972483558660162e-16,3.6545187355110262e-18,3.5193955472396424e-17,2.7058674968354756e-17,3.6826287199874962e-19,0.0,0.0,8.9288786597403806e-15,2.0954428367216048e-19,3.5628971333712724e-26,4.858203884707047e-29,6.795294978822818e-36,2.4198140206870558e-18,2.3277671519386274e-27,5.1007522957009513e-15,3.0122655035282521e-18,3.6013254226121933e-29,1.0320853962375684e-31,1.9863431016128145e-14,4.5555173354061324e-29,1.0336275582901839e-31,8.2120018416205294e-25,2.1156597102671514e-21,2.5961709931021082e-31,1.6307021920250661e-15,2.0608522693409464e-27,4.5719732275796997e-14,5.122712918859262e-28,4.6712430907545067e-44,7.2797290926892544e-28,2.3538297241717189e-47,7.925138320094592e-20,1.7883088552700022e-22,2.647524958765719e-18,2.9517081039971656e-17,9.700038544878721e-21,6.1636371446759162e-14,2.5639892023654444e-25,2.2899223584830836e-30,5.5962249680610717e-24,7.8061988111235081e-23,7.5170400601909038e-20,1.8861186601310993e-20,2.8677619951846651e-28,2.3895712995140615e-30,5.6068119986007562e-29,1.2688668354859801e-37,2.4280082840248578e-40,3.5235324251490523e-39,3.0229556485171766e-64,2.2700684662197225e-54,1.2997938509145622e-27,5.9158061962957649e-23,4.6179149452051565e-24,4.257501946562428e-27,4.0997946306001987e-36,2.5518267675022497e-24,2.7617075478744255e-27,4.1364875409796766e-42,2.7301817238699594e-17,1.2837154007831521e-21,1.2977998295793556e-22,4.4671426845396187e-29,2.5802848253948752e-41,2.2760259828942851e-41,4.872225104964489e-36,0.88168480800000004,0.0,0.0094599999997599903,0.10884999999975024,4.7493280961738843e-14,4.2582074690544892e-14,8.8408359448821539e-14,2.5805481945711632e-16,1.8951954565318435e-16,9.1811023931683721e-17,7.7370633783645382e-14,6.2426058122420681e-14,3.0913041558721877e-16,2.6825816523676692e-16,3.6993428467829142e-14,1.2845830258680163e-16,9.4582589049279166e-18,7.8547138394733431e-16,1.0634728773674058e-17,6.2994469904373983e-16,9.7977375504092853e-16
9.89855734e-08,0.006364385055535678,3.9265385596567493e-16,5.3966955385370075e-18,4.6504485567853231e-17,4.0041231523497848e-17,5.7717619462242315e-19,0.0,0.0,1.153197466996284e-14,3.1998814047878929e-19,5.9427528997114539e-26,8.5362731832156276e-29,1.312417539216893e-35,3.7090649408634774e-18,3.6320303282120939e-27,6.504705389236086e-15,4.6159658758540939e-18,5.6990934943532141e-29,8.7420324399499926e-32,2.5905018043867953e-14,1.0094159160729294e-28,1.5760730505057672e-31,1.2707138396599587e-24,3.1807822327155038e-21,5.2058726620267476e-31,2.486308804660687e-15,3.6568162160753699e-27,4.7914584523953988e-14,6.9959798944305803e-28,7.2045864303162457e-44,1.171631394437215e-27,5.3424055527926557e-47,1.4309083294125819e-19,2.2125700967992284e-22,3.3890032937689279e-18,3.8008159087077564e-17,1.3774917796771772e-20,7.8564285048782654e-14,3.9065309138094834e-25,3.038262247019026e-30,9.081011673733878e-24,1.2291533527383087e-22,1.002313474910104e-19,2.1105415026074961e-20,4.6790064220978832e-28,3.3524304575179811e-30,9.2591723711907153e-29,2.0420566352095678e-37,4.7110772530243029e-40,5.9973855988828631e-39,9.6144205823704964e-64,5.126762586384148e-54,2.5824964720059158e-27,8.6311515949197782e-23,7.8407783534121222e-24,5.5867996724590227e-27,5.6558862980133624e-36,4.5902710750843509e-24,4.3065186119058168e-27,6.831084704577043e-42,4.1669121364574009e-17,1.3606853276281956e-21,1.6639311709007335e-22,6.8280832472528397e-29,4.6545486582420066e-41,5.4261885731464819e-41,7.5978860892577915e-36,0.88168480800000004,0.0,0.0094599999997167696,0.10884999999968537,5.133367366288355e-14,4.6705822415015234e-14,9.8205556727685396e-14,3.0409780171998356e-16,2.2200535864096249e-16,1.0745556859030634e-16,9.5478006858472206e-14,7.6623106830548268e-14,3.7104057309344256e-16,3.2109710081635109e-16,4.9003806340127731e-14,1.5385251068571457e-16,1.1415794904868849e-17,1.0748804421511077e-15,1.4520704225130704e-17,8.6684118462453749e-16,1.3371796768167475e-15
9.999999999999998e-08,0.00636438505553558,3.9750483512163182e-16,5.5264479909429837e-18,4.7303264026971039e-17,4.1008823992922637e-17,5.9333320345891036e-19,0.0,0.0,1.1713925457780565e-14,3.2843430805030307e-19,6.1328353878633397e-26,8.8392183552154467e-29,1.3664145094267287e-35,3.8072202265263458e-18,3.7319945354946403e-27,6.600072028582766e-15,4.7377361341742629e-18,5.8589879437717136e-29,8.6755088670682612e-32,2.6328339657333605e-14,1.0600852596483226e-28,1.6174430500830485e-31,1.3048056404393274e-24,3.2607823387696023e-21,5.4317870160278143e-31,2.5510196980101341e-15,3.7881822646281576e-27,4.8040842424562821e-14,7.1287730294496058e-28,7.400628936873667e-44,1.2064965486242545e-27,5.6223461918618876e-47,1.4837900643685667e-19,2.2411638066881168e-22,3.4399749705873882e-18,3.8595309659205033e-17,1.4083067171988093e-20,7.9722832954812648e-14,4.0083062542655312e-25,3.0908588647101127e-30,9.3632773695205976e-24,1.2649139006724099e-22,1.0201443529082088e-19,2.1252129319520546e-20,4.8207558329767979e-28,3.4211460629501415e-30,9.5468658914820756e-29,2.101196871381036e-37,4.9111712383848033e-40,6.2021921562785853e-39,1.0327654328978152e-63,5.386041884770421e-54,2.6933620156559351e-27,8.8395237713182251e-23,8.1055657334486361e-24,5.679155403690388e-27,5.7692081538937135e-36,4.7589282503596673e-24,4.4244811901202483e-27,7.04333628381161e-42,4.2759734595529815e-17,1.3653153670634379e-21,1.6891406651184306e-22,7.0068338956367882e-29,4.8265260810088337e-41,5.7231375087992317e-41,7.8060215386716404e-36,0.88168480800000004,0.0,0.0094599999997138657,0.10884999999968094,5.1587137272670929e-14,4.6980122769871164e-14,9.8820015213187848e-14,3.0722362335433797e-16,2.2420396369465342e-16,1.0851503475605862e-16,9.6694765869022549e-14,7.7574598916976406e-14,3.7524395182233292e-16,3.2467343053217299e-16,4.984822589763007e-14,1.5557237697004748e-16,1.1548380102665467e-17,1.0958691474264278e-15,1.4803832664221912e-17,8.8406417268066833e-16,1.362951702816129e-15
1.140850678e-07,0.00636438505553558,4.6389640394751002e-16,7.4922418008943044e-18,5.8862973052847112e-17,5.5676848062313686e-17,8.4712747372264223e-19,0.0,0.0,1.4323506888895696e-14,4.5978236976116489e-19,9.2087242483683676e-26,1.3877643970824737e-28,2.2924024471136435e-35,5.3252774850299175e-18,5.2868867707063018e-27,7.9264224418475985e-15,6.6152240977767376e-18,8.3143053029297569e-29,1.0856667167699876e-31,3.2411706757243625e-14,1.9843056241817945e-28,2.2548272406368156e-31,1.8293863714262326e-24,4.4821158740098941e-21,9.3533225738901769e-31,3.5447791901869905e-15,5.9720055410317373e-27,4.9617705251004001e-14,9.0520395835910801e-28,1.0547561235929688e-43,1.7624699415268823e-27,1.0845014471394811e-46,2.3674992994537194e-19,2.6382651851541452e-22,4.1589472920989565e-18,4.6925446736237603e-17,1.8829256353005892e-20,9.5992776786101869e-14,5.575983280555057e-25,3.8482841409985736e-30,1.4008070806414928e-23,1.8447264399313556e-22,1.2800738775128872e-19,2.3256133925389367e-20,7.0676394395781064e-28,4.4206911947683075e-30,1.4134856795173963e-28,3.0154833610075792e-37,8.441094871044274e-40,9.6410925542164445e-39,2.5188961993238244e-63,1.0073009331606256e-53,4.6162958308908503e-27,1.2095084604935188e-22,1.2516440140142153e-23,6.9940566433509786e-27,7.45701984639783e-36,7.574658518309762e-24,6.2520842553685926e-27,1.0428221345022924e-41,5.9581310036818773e-17,1.4251130287974131e-21,2.0452926505521005e-22,9.7544323382363008e-29,7.7035751235500318e-41,1.1275034265957653e-40,1.1030712051109211e-35,0.88168480800000004,0.0,0.009459999999673542,0.10884999999961875,5.5097433286893106e-14,5.0783746007903175e-14,1.0685900052718456e-13,3.5105554683732799e-16,2.5494452227604286e-16,1.2333611205410432e-16,1.1354407523785963e-13,9.0726479440627174e-14,4.3418945858706247e-16,3.7468140463598216e-16,6.1994152228483154e-14,1.7963590083468526e-16,1.3403765468111891e-17,1.407267823595071e-15,1.9024635334339574e-17,1.140110063498769e-15,1.7429803323854068e-15
1.291845622e-07,0.006364385055535473,5.3317919306243245e-16,9.9310932180392034e-18,7.2201173567452279e-17,7.3891019877036015e-17,1.1832476098893931e-18,0.0,0.0,1.7289006798662408e-14,6.3085019963224431e-19,1.3499163432701612e-25,2.1196737106310066e-28,3.7115642234383865e-35,7.2762975179544057e-18,7.302877573037283e-27,9.3439008579291053e-15,9.0111194155254219e-18,1.142276746240944e-28,5.3931952828875212e-32,3.9345079221857461e-14,3.5770071163600753e-28,3.0717652843568765e-31,2.4965965013753214e-24,6.018332560531744e-21,1.5489241347620294e-30,4.803046528344575e-15,9.1576247586094622e-27,5.0985901425730085e-14,1.1270959853375872e-27,1.5008099465335913e-43,2.5186350826224849e-27,2.011893884641615e-46,3.6653369669466386e-19,3.0653102924303727e-22,4.9514415476719425e-18,5.6207777378477073e-17,2.4894806476011691e-20,1.1377711582317375e-13,7.5774088856070846e-25,4.7146226954175817e-30,2.0736698879468713e-23,2.6607088047129872e-22,1.5841035505662375e-19,2.5344586347403575e-20,1.0075911671547411e-27,5.5810789929851469e-30,2.0344560052024689e-28,4.1771068235860595e-37,1.4260855382083562e-39,1.4821837632699982e-38,5.9683202832741131e-63,1.7851649913605881e-53,7.6309189195699247e-27,1.6350531700379133e-22,1.9041506645724563e-23,8.4682074317764246e-27,9.508005535869005e-36,1.1704221093288653e-23,8.6044230816286116e-27,1.5009566598588501e-41,8.1112755740273296e-17,1.4810144004239264e-21,2.4390350965669264e-22,1.3238355896964346e-28,1.1939675850067084e-40,2.1264434300307834e-40,1.5181326751968653e-35,0.88168480800000004,0.0,0.0094599999996303075,0.10884999999955071,5.8787369108684215e-14,5.4802003076009591e-14,1.1456004121567208e-13,3.9892519679790337e-16,2.883307145013702e-16,1.3944992142011787e-16,1.3156674570697481e-13,1.0475059245784572e-13,4.9857575536368774e-16,4.2900134302148836e-16,7.5799669907365199e-14,2.0580394598192415e-16,1.5421452865164973e-17,1.7824176745281514e-15,2.4155035246183081e-17,1.4494996945278001e-15,2.1954082903758755e-15
1.4428405659999999e-07,0.006364385055535359,6.0046520147718272e-16,1.2701546829715822e-17,8.6474596559950588e-17,9.4596494930305274e-17,1.5902528137332948e-18,0.0,0.0,2.0420213223118726e-14,8.3493081604885753e-19,1.8951679606124561e-25,3.0787910769233548e-28,5.6628672113057444e-35,9.5654754309779642e-18,9.6851337129882131e-27,1.0744090376498752e-14,1.1797974772625872e-17,1.4999018127992082e-28,1.7207393420225127e-31,4.6678559503061102e-14,6.0356405405004211e-28,4.0216948494096022e-31,3.2717992817411484e-24,7.7891162027448204e-21,2.410044304722835e-30,6.2543631893610396e-15,1.3366732859401107e-26,5.2101178041610005e-14,1.3641149130432479e-27,1.8823953977237931e-43,3.4574556976642844e-27,3.4785149522509716e-46,5.3860294091442465e-19,3.493943154492926e-22,5.7634101767626586e-18,6.5823537882510389e-17,3.1988420123302141e-20,1.3184183129219269e-13,9.9125962724169696e-25,5.633610658346723e-30,2.9656961377523634e-23,3.710109503281668e-22,1.9139690519511746e-19,2.7387134313573373e-20,1.3738383213234007e-27,6.8264191567409282e-30,2.7985082501642956e-28,5.5123713134482277e-37,2.3023768052714924e-39,2.1967265734076833e-38,1.2884540286457762e-62,2.9212642671190041e-53,1.1884877502660082e-26,2.1418643366185557e-22,2.7848271269813035e-23,1.0003484444179407e-26,1.1811824648279194e-35,1.7173849748632167e-23,1.1364831400593134e-26,2.0646538708886018e-41,1.063032728017356e-16,1.530489880515838e-21,2.8436762741616927e-22,1.7261472417155022e-28,1.7576195106723732e-40,3.7274956035922146e-40,2.0052019337681894e-35,0.88168480800000004,0.0,0.0094599999995870661,0.10884999999948143,6.2389858954714947e-14,5.8745105651100264e-14,1.2145985010574236e-13,4.4769320560017257e-16,3.2214838985328663e-16,1.5578977870216779e-16,1.4955984626884828e-13,1.1871143958193391e-13,5.6418662514475087e-16,4.8403720679081758e-16,9.0290175271998987e-14,2.3234694981946714e-16,1.7468181436460576e-17,2.2001369003513587e-15,2.9920210198980962e-17,1.7947625201856098e-15,2.693066777763515e-15
1.5938355099999998e-07,0.006364385055535243,6.6567372277870115e-16,1.5792840358800179e-17,1.0164276366365532e-16,1.1771303688881361e-16,2.0727414362487729e-18,0.0,0.0,2.3709899174491028e-14,1.0737308987152764e-18,2.5703992159134849e-25,4.2923778025077467e-28,8.2365569952031686e-35,1.2194895970613019e-17,1.2437138608596011e-26,1.2117764109717599e-14,1.4968169198200537e-17,1.8991702839607022e-28,1.3297175661873694e-31,5.438712781155299e-14,9.6552079740092461e-28,5.1018962138360203e-31,4.1560925520658879e-24,9.7978123981502748e-21,3.5689749803675954e-30,7.8910488781162243e-15,1.8752560902270859e-26,5.3033719866921394e-14,1.6152705445828487e-27,2.6297138970845611e-43,4.595888374704702e-27,5.6842232949399939e-46,7.5885516618696193e-19,3.9235632100526548e-22,6.5921823916740753e-18,7.5745342653675761e-17,4.0124861088337755e-20,1.5012131692818387e-13,1.2582926230212286e-24,6.6017273882052866e-30,4.1179738505663038e-23,5.024918788782159e-22,2.2693028944183726e-19,2.9397679794141969e-20,1.8087277690682713e-27,8.1510658185068822e-30,3.7149665473680752e-28,7.0093143398695518e-37,3.5804503354358369e-39,3.155456557351492e-38,2.5649647911644077e-62,4.4930105811063982e-53,1.7657503856824159e-26,2.7315315095106159e-22,3.938116319084068e-23,1.1594893765482167e-26,1.4375628162046207e-35,2.4170338704172239e-23,1.4534100834487003e-26,2.7407929985203342e-41,1.3518804774737025e-16,1.5753360057513905e-21,3.2579290694608389e-22,2.1802633390372169e-28,2.4818863680645608e-40,6.1612407297709291e-40,2.5644188146206965e-35,0.88168480800000004,0.0,0.0094599999995438177,0.10884999999941115,6.5928537622565904e-14,6.2630525527206403e-14,1.2768643729956794e-13,4.9734543729826245e-16,3.5638169871720486e-16,1.7234795483475329e-16,1.6750108876404592e-13,1.325931734002248e-13,6.3101001248571202e-16,5.3977063409452413e-16,1.0535445475132392e-13,2.5925613633562859e-16,1.9543348122893461e-17,2.6601854763074983e-15,3.6328157212737203e-17,2.1756293971495915e-15,3.2347643966182938e-15
1.895825398e-07,0.006364385055535009,7.8967226189132514e-16,2.2898961664661378e-17,1.345222944772593e-16,1.7088863041323936e-16,3.2818610369794962e-18,0.0,0.0,3.0740444907645642e-14,1.6621463378305236e-18,4.3657031066566599e-25,7.5690896306777822e-28,1.5585825003401223e-34,1.8480162726270612e-17,1.905767664580721e-26,1.4763749552374727e-14,2.2424289383460377e-17,2.8001145557786497e-28,2.0946419677193249e-31,7.0846617603711179e-14,2.1883829474725266e-27,7.6013084083230383e-31,6.2670581005126722e-24,1.4565127924018768e-20,6.9819052981207014e-30,1.1688811330074981e-14,3.3666711945167357e-26,5.4582934252317597e-14,2.1564542807580545e-27,3.7286368971211756e-43,7.5375551769163081e-27,1.3322455523629067e-45,1.3655286046487494e-18,4.7829476147493463e-22,8.2912601865114849e-18,9.6416339535739915e-17,5.9575662881791427e-20,1.8710621765569951e-13,1.8932674848060909e-24,8.6736390398344682e-30,7.3804314945637188e-23,8.5724980177178316e-22,3.0551908871845453e-19,3.3368661680559769e-20,2.8960887347401233e-27,1.1017065989937226e-29,6.0406496703394948e-28,1.0453416457057572e-36,7.9517975130183238e-39,6.0288491624089792e-38,8.5210652623674663e-62,9.2750107773940098e-53,3.49824285191152e-26,4.1650900730054692e-22,7.2391052119594995e-23,1.4929557302212125e-26,2.0294758687440913e-35,4.3430157568107968e-23,2.2100304956170747e-26,4.4566243333196952e-41,2.0415902154121616e-16,1.6570859809245294e-21,4.1109902237459885e-22,3.2351202914678977e-28,4.4915042017390783e-40,1.4767558110788284e-39,3.8994868306870336e-35,0.88168480800000004,0.0,0.0094599999994573001,0.10884999999926834,7.2927146750501396e-14,7.0306086159936162e-14,1.3852391587826412e-13,5.9925309434462527e-16,4.2604024783247832e-16,2.0609247981006064e-16,2.0312124042754633e-13,1.6004825923443522e-13,7.6824090822458686e-16,6.5325503630048532e-16,1.36852233469375e-13,3.1413704286810794e-16,2.3776517373510998e-17,3.7062906474367878e-15,5.110233596906389e-17,3.0431013883663198e-15,4.4465014020014022e-15
2.1978152859999998e-07,0.006364385055534776,9.0550930058077135e-16,3.1169061512033221e-17,1.706115358704088e-16,2.328172575261222e-16,4.8449061416752637e-18,0.0,0.0,3.8344980725068466e-14,2.4089876207424643e-18,6.845143493963176e-25,1.2109818503988229e-27,2.6414200166302582e-34,2.6137980918368297e-17,2.7174357407323009e-26,1.725397403460114e-14,3.1302984700314513e-17,3.8078696421048278e-28,2.290391641205082e-31,8.8590151997624357e-14,4.3527003167512288e-27,1.0510700071749972e-30,8.8628200491252833e-24,2.0400191803617083e-20,1.219068072094954e-29,1.6129194562015438e-14,5.5125196821094912e-26,5.5947313570123252e-14,2.745144115365651e-27,5.1352854902935604e-43,1.1473534595480072e-26,2.7326631951321512e-45,2.2285566873670685e-18,5.6410606505738097e-22,1.0036773068049174e-17,1.1810014657870637e-16,8.3315290082719567e-20,2.2443788607524371e-13,2.6627239462903867e-24,1.0911791506100994e-29,1.2225549516727151e-22,1.3543661921771676e-21,3.94031358745051e-19,3.7319625195232023e-20,4.291165213010615e-27,1.4146084035282739e-29,9.0794787016111397e-28,1.4435611286061615e-36,1.5925058974926881e-38,1.0591545309990892e-37,2.2944340084957318e-61,1.6780569535976934e-52,6.2145446048756554e-26,5.9436931744890619e-22,1.2159957751635236e-22,1.8450015583299568e-26,2.73120501508145e-35,7.0817942313909869e-23,3.1295758428414895e-26,6.6986009303471691e-41,2.8819039396279078e-16,1.7342952815917469e-21,4.9924770227376121e-22,4.4697584435687288e-28,7.3805883150607837e-40,3.0698840122912793e-39,5.5220532274839794e-35,0.88168480800000004,0.0,0.0094599999993707599,0.10884999999912345,7.9861044514359753e-14,7.7877164627677094e-14,1.477918952183942e-13,7.0453828495834668e-16,4.9719064006758505e-16,2.4062764138590225e-16,2.3835665388666012e-13,1.8707712121508799e-13,9.1013159882307472e-16,7.6927662061792586e-16,1.6966807287904524e-13,3.7036154758906194e-16,2.8114587713996759e-17,4.9189674816796821e-15,6.8536256347337125e-17,4.0498536496691686e-15,5.8239047132656528e-15
2.4998051739999997e-07,0.006364385055534541,1.0141394304068803e-15,4.0528564467140231e-17,2.0975730485994026e-16,3.0294098308070523e-16,6.7942577372193058e-18,0.0,0.0,4.6504144973193562e-14,3.3265575797524674e-18,1.0117256309300228e-24,1.8038266210120285e-27,4.1319958147927441e-34,3.5169314951515962e-17,3.6788806043980685e-26,1.959056541772616e-14,4.1520899444142425e-17,4.8959095375601752e-28,2.5266648228875467e-31,1.0753168531953194e-13,7.8603225609052634e-27,1.3786104830233928e-30,1.1993799074173512e-23,2.7419532531160045e-20,1.9599289495769893e-29,2.1143626321468101e-14,8.4349439395118927e-26,5.7258157018253507e-14,3.3779952354455891e-27,6.5282570783597685e-43,1.6529442040855902e-26,5.0825390336229172e-45,3.3857523715096218e-18,6.4971366979917527e-22,1.1823782477417407e-17,1.407485740231977e-16,1.1137500106346957e-19,2.6199229941019391e-13,3.5659584463263914e-24,1.3304398491409448e-29,1.9045946070502887e-22,2.0165460978510409e-21,4.9243086020361451e-19,4.1276460406412541e-20,6.0122045063064337e-27,1.7518052847998247e-29,1.2894407191347594e-27,1.8895319701501799e-36,2.9396432356277775e-38,1.7438147263180955e-37,5.3708990767253803e-61,2.7663715217266759e-52,1.0195281239341743e-25,8.0710740970603821e-22,1.9047041555818284e-22,2.2147138770093845e-26,3.5478900991392344e-35,1.0753831468128423e-22,4.210341595194169e-26,9.5131697459907774e-41,3.8736074523507139e-16,1.8103234319100298e-21,5.8999994065962264e-22,5.8650389006654402e-28,1.1300404762623792e-39,5.7525322494501957e-39,7.4291103974162383e-35,0.88168480800000004,0.0,0.009459999999284192,0.10884999999897708,8.6733529651273733e-14,8.5341874098331685e-14,1.5599285585228865e-13,8.1308870771134027e-16,5.6972088432178123e-16,2.75899735086354e-16,2.7320898934658194e-13,2.136895595051031e-13,1.0565269921265311e-15,8.8764607280840542e-16,2.0336517668645934e-13,4.2783886831474548e-16,3.2550488980940853e-17,6.296558359150001e-15,8.8684433391793642e-17,5.1938855025149861e-15,7.3622585192071902e-15
2.8017950619999996e-07,0.006364385055534308,1.1167079360428376e-15,5.0912387493093985e-17,2.5185735674510734e-16,3.807725740412613e-16,9.1608279640809012e-18,0.0,0.0,5.5207670125168915e-14,4.4267711290413851e-18,1.4289953872944528e-24,2.5452467249895107e-27,6.0838965422121169e-34,4.5577348748848136e-17,4.7902932717506786e-26,2.1793307167257475e-14,5.2998425912127415e-17,6.0501626493822775e-28,2.9834816196925748e-31,1.2761586178045313e-13,1.3193454997859741e-26,1.7411252790786593e-30,1.572626041775277e-23,3.5772449185413153e-20,2.9617132874067695e-29,2.6668072270600418e-14,1.2255317812870628e-25,5.8550579026453413e-14,4.0531122837882012e-27,8.1230556613743414e-43,2.2827545702510147e-26,8.7723864048086008e-45,4.8706273791407097e-18,7.3507862948017431e-22,1.3650992722004286e-17,1.6435130959288741e-16,1.4376660447785137e-19,2.9973434676842144e-13,4.6018986418853976e-24,1.5843978005664687e-29,2.8261313405866301e-22,2.8650506339969828e-21,6.0073818887080765e-19,4.5245907967739606e-20,8.075045760964745e-27,2.1121873174109572e-29,1.7544958211749376e-27,2.3787168386203652e-36,5.0901893290744644e-38,2.7284215117807544e-37,1.1358685394675167e-60,4.2605527339272578e-52,1.5749447725540281e-25,1.0548541856262014e-21,2.8233471813614211e-22,2.6018645341097373e-26,4.4853529079844396e-35,1.546626856136811e-22,5.4502270980560372e-26,1.2944246989547981e-40,5.0170308738971269e-16,1.8860667808482684e-21,6.8329204042588842e-22,7.403032222568916e-28,1.639524517477445e-39,9.9749993540920473e-39,9.6169515255009251e-35,0.88168480800000004,0.0,0.0094599999991975981,0.10884999999882965,9.3533294185061587e-14,9.2692372943636787e-14,1.6345957976157457e-13,9.2479893178388189e-16,6.4352908051177144e-16,3.118598984540912e-16,3.0769400865706369e-13,2.3990100115897414e-13,1.2072769488468281e-15,1.008185595068251e-15,2.3765298049531033e-13,4.8648345721507018e-16,3.707748547968453e-17,7.8374383355735391e-15,1.1159722371214265e-16,6.4732283552891396e-15,9.0583977378240371e-15
