Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166)
1.9604236950872462e-09,0.0033505639264287926,7.7891897544651596e-14,2.4666891263422002e-16,2.1292698169387085e-15,1.0815917149877711e-15,2.1801539950742276e-18,0.0,0.0,2.3211295902882219e-13,2.1012194169704998e-18,5.6519363179202231e-24,2.4447278950236384e-24,6.9941331277195329e-32,1.383783068383106e-16,3.59509209821098e-24,2.2983769375979228e-12,3.0369994493107717e-16,3.5039156725025407e-23,1.5293212565730192e-25,5.6085594584601555e-12,1.5502739108583623e-26,1.9694660125979589e-25,7.5460814375135986e-22,1.0488644837823393e-18,3.2760412387861774e-28,1.8312061378236846e-14,4.1705491895907077e-26,3.4400048481420235e-11,1.6112718816224663e-23,4.7245649117103233e-35,8.5284258288955105e-26,6.4640173626833394e-43,3.4126180446691209e-19,3.845002517792193e-21,4.2366976693468717e-16,1.807727505672498e-15,1.0288637163325535e-17,1.2618295957172815e-12,1.0248425515359956e-22,2.0944628855463706e-24,5.9822789139407859e-21,6.2571349551475424e-20,9.3068672853169541e-19,3.1189489698357489e-18,3.0038966415078765e-25,1.3352313584233194e-26,5.2138516311169787e-26,1.9712189126920577e-40,6.9236283905269498e-36,7.6632033899938525e-34,1.8631932203603236e-58,2.9269438602154688e-55,2.399425458062305e-25,8.301327460798712e-20,1.2157225610891861e-22,5.4157549802302118e-24,2.026900910109742e-32,1.4227780106957631e-22,6.5301174383005435e-26,3.413229135000641e-37,1.7422245423895201e-16,5.5934234052670897e-18,3.8506172432127987e-20,3.5171307088455942e-26,3.1377630543357011e-36,4.2146399196560518e-40,2.5672895600084408e-32,0.88168480800000004,0.0,0.0094599999198138243,0.10884999999384587,4.1916529078157985e-11,3.115324098464811e-11,4.4278720747020865e-11,4.0106552599545661e-14,3.2058553434266868e-14,1.7407190776332443e-14,2.2920311358737267e-12,1.6556618867198385e-12,2.9308304553811818e-15,2.7571578286915866e-15,6.8620902145272349e-13
2.1924818688590575e-09,0.003350563926460483,9.3914842213544584e-14,3.2658732216543796e-16,2.7051565609828558e-15,1.4449575377427486e-15,3.0873709320656567e-18,0.0,0.0,2.8136831031931227e-13,2.8198519719194274e-18,8.4289904575469993e-24,3.3888785424816846e-24,1.2049958097427716e-31,1.9072682429818423e-16,5.2247109179285322e-24,2.8646944238875286e-12,4.2369613855394471e-16,4.2508159304623817e-23,2.0393050369974955e-25,6.981442293429926e-12,2.7415730685877451e-26,2.4051786508620136e-25,1.1468158564756658e-21,1.4519021493399589e-18,5.6291295773641355e-28,2.5508125324724355e-14,6.2654305835753586e-26,3.8464297592002276e-11,2.2297955362308511e-23,6.2272665653597145e-35,1.3080837750546181e-25,1.3231986934303267e-42,5.3105734217279981e-19,5.3714894175784484e-21,5.2986583148579558e-16,2.2688652207566263e-15,1.1849083138088564e-17,1.5754165964608755e-12,1.4346220220953763e-22,2.8601232894254942e-24,7.8271914389948108e-21,8.1107582315342417e-20,1.1852827408130495e-18,3.5584714820951108e-18,4.6368313457463236e-25,2.0204210719779709e-26,8.1161058237498745e-26,3.9184127217787336e-40,1.1324769660175054e-35,1.1169527638563747e-33,5.1912990437175561e-58,6.5521262212477022e-55,3.8945195021903222e-25,1.0686415772068904e-19,1.7294771816132432e-22,7.2225539629607232e-24,2.6391103797031488e-32,2.2146780494994632e-22,9.7699719218793716e-26,5.3134674746064311e-37,2.4325817084375603e-16,6.2894462115984791e-18,4.8200552101577576e-20,5.0371022119217548e-26,4.9319317696774192e-36,8.4715239872682365e-40,3.8438724523621154e-32,0.88168480800000004,0.0,0.0094599999103216446,0.10884999999243916,4.6452569410114346e-11,3.4484638725276978e-11,4.9330300701867879e-11,4.4934610246242339e-14,3.5917738875078868e-14,1.9551822784308713e-14,2.8033153104047854e-12,2.0128794239193506e-12,3.3699921339283066e-15,3.1876473449538963e-15,8.5282170648320886e-13
2.6565982164026805e-09,0.003350563926524119,1.3010536054746916e-13,5.3212726851733783e-16,4.0934327415777426e-15,2.3899910172338875e-15,5.6248532344315266e-18,0.0,0.0,3.9378110700972374e-13,4.7037879760180484e-18,1.673465354386549e-23,5.95145377761065e-24,3.0615708247817345e-31,3.3098239578866253e-16,9.9424325632362505e-24,4.1766193024817975e-12,7.4980658094169243e-16,5.9443519684725926e-23,3.3109255102052808e-25,1.0154605484347873e-11,7.3277297099983631e-26,3.4116392535881354e-25,2.3364592543207078e-21,2.5300152947718144e-18,1.4368677165836943e-27,4.5002579036674137e-14,1.2580554481687978e-25,4.6582259970369377e-11,3.8837484863290454e-23,9.9297116248486441e-35,2.7143472201431805e-25,4.5830994984792694e-42,1.1335677617438444e-18,9.5172473348582412e-21,7.7777437117196175e-16,3.3533040532736437e-15,1.5096205856455118e-17,2.3046074270615053e-12,2.5558465606179537e-22,4.8536541024877851e-24,1.2381507771035615e-20,1.2597147878875651e-19,1.7974363941068924e-18,4.4749022327867862e-18,9.7507744710479884e-25,4.0824220186382662e-26,1.7327687340553604e-25,1.2991211779309318e-39,2.6182572420251424e-35,2.1184743592049118e-33,3.1940670321976256e-57,2.6643359044231221e-54,9.0159319372406929e-25,1.6370825130052398e-19,3.1270221599906498e-22,1.1743896268478917e-23,4.1727929401351836e-32,4.729879230902318e-22,1.9348881146462499e-25,1.1345035584347826e-36,4.3117693452644832e-16,7.6986447710866442e-18,7.0874919571032657e-20,9.2660992974097653e-26,1.0688929209718664e-35,2.8171541626770259e-39,7.6208658833841055e-32,0.88168480800000004,0.0,0.0094599998913368899,0.10884999998927472,5.5302526988282648e-11,4.09654028390042e-11,5.9313326871273754e-11,5.4735822081868341e-14,4.3772973281070428e-14,2.3918446942903462e-14,3.9379669936042111e-12,2.7948036093222676e-12,4.2626082408150838e-15,4.0666649745299718e-15,1.2362151497809744e-12
3.0743029291919414e-09,0.003350563926581754,1.6731737551906231e-13,7.7542753210723869e-16,5.6267139353786915e-15,3.5210990428373782e-15,8.8998522533926263e-18,0.0,0.0,5.1082353956181277e-13,6.9796836037840409e-18,2.8193684895261493e-23,9.170687164688769e-24,6.2182355425717595e-31,5.0365049887334858e-16,1.624143028602255e-23,5.5581840772644521e-12,1.1565686400079237e-15,7.7358913553426841e-23,4.7463757584114809e-25,1.3488103326090831e-11,1.5547711889944647e-25,4.4995477791515042e-25,3.9892648692423046e-21,3.8492171141841876e-18,2.9506992826209353e-27,6.922364570851358e-14,2.1353025894977225e-25,5.3874386139801164e-11,5.9070035346081202e-23,1.4109748536137784e-34,4.7115623744178966e-25,1.1830947790707321e-41,2.0170971471082786e-18,1.4679877565535134e-20,1.0413193438118972e-15,4.5164954680868687e-15,1.8182730609883134e-17,3.0760345258083973e-12,3.9658772515263141e-22,7.2157415413915441e-24,1.7533157873838926e-20,1.7555033725893999e-19,2.4709123608322623e-18,5.3416548674961449e-18,1.7135161463185267e-24,6.9215922870396714e-26,3.0825788302760203e-25,3.2687951761100321e-39,4.9306480391010362e-35,3.4308457821609269e-33,1.2513463923647777e-56,7.8062834342674434e-54,1.7206975887174852e-24,2.2536903874173876e-19,4.8545210179781672e-22,1.6881183731462813e-23,5.9423849496158151e-32,8.4204530005757254e-22,3.2303060733708512e-25,2.0183760118701082e-36,6.6602161172704335e-16,8.9859449041014759e-18,9.5036067462349727e-20,1.4648404964530961e-25,1.9215737780278718e-35,7.0216752563450342e-39,1.2731916255236923e-31,0.88168480800000004,0.0,0.0094599998742501083,0.10884999998605606,6.3032657745674969e-11,4.660652961431619e-11,6.8161942061876803e-11,6.3744429249351769e-14,5.1020585638553729e-14,2.7947662928197071e-14,5.0717247356133125e-12,3.5632130458243614e-12,5.0831008156783864e-15,4.8786003966849232e-15,1.6365997541824782e-12
3.492007641981202e-09,0.0033505639266397896,2.0883270334417128e-13,1.0807079975054488e-15,7.4443283897267255e-15,4.9524035292138314e-15,1.330846939758527e-17,0.0,0.0,6.4292151281818394e-13,9.8841391623529891e-18,4.4451415790725246e-23,1.3436438778577782e-23,1.1530495645467369e-30,7.2676972518858265e-16,2.4942035489531377e-23,7.1261284610002904e-12,1.6870003400883005e-15,9.8461254039378367e-23,6.4581621250169505e-25,1.7264144130678256e-11,3.0059804056914273e-25,5.8031431970129029e-25,6.3301633409286007e-21,5.5385521541927149e-18,5.5520183895211849e-27,1.0069056217389026e-13,3.3852640939637601e-25,6.1151268369111046e-11,8.4976536862926381e-23,1.9191055947846861e-34,7.6005874360814323e-25,2.7052883012032319e-41,3.3339238666795787e-18,2.1397636389339904e-20,1.3430853464231654e-15,5.8595332233689648e-15,2.1448409502080859e-17,3.9552709141059858e-12,5.8189424326550886e-22,1.0151793182442342e-23,2.3763453346916507e-20,2.342654148837048e-19,3.2660954684925228e-18,6.2475770124071468e-18,2.7986810279024799e-24,1.0910407416059931e-25,5.0919758117312129e-25,7.3487187115622133e-39,8.5428488953863699e-35,5.211737172022833e-33,4.0392116744181192e-56,2.0040361048872385e-53,3.0420113960587215e-24,2.9715808396979541e-19,7.0745754688196453e-22,2.3057902368854356e-23,8.1225919794343813e-32,1.3924128625940588e-21,5.0252368566007073e-25,3.3341995043767411e-36,9.7281683620038349e-16,1.0290724528451311e-17,1.2276216967392158e-19,2.176064796308827e-25,3.202125711891216e-35,1.5540191364176111e-38,1.9816849830349186e-31,0.88168480800000004,0.0,0.0094599998571627941,0.10884999998251513,7.0558505148705086e-11,5.2081563276680813e-11,7.6882812191103012e-11,7.2953988594895126e-14,5.84591135003269e-14,3.2082925715162955e-14,6.2971884929030699e-12,4.3812602268003085e-12,5.9214605253675742e-15,5.7119212839857486e-15,2.0873921415365312e-12
3.909712354770462e-09,0.0033505639266982836,2.5456218064002253e-13,1.4543256956587153e-15,9.560882459560967e-15,6.7163653711420812e-15,1.9048335872944668e-17,0.0,0.0,7.9008991087208934e-13,1.3493162648612852e-17,6.6587203161814631e-23,1.8955559569352689e-23,1.9923122272877184e-30,1.0064996127981675e-15,3.6505315858662298e-23,8.8767683949084964e-12,2.3565676197642663e-15,1.235805199923521e-22,8.4453408510046169e-25,2.1473666309707544e-11,5.4088102058733809e-25,7.3752565799601752e-25,9.4906435547872487e-21,7.6331418980517714e-18,9.7582079417665848e-27,1.4026236873489111e-13,5.09143688313263e-25,6.8411294297602004e-11,1.1709893057091393e-22,2.5327449475260987e-34,1.1584399077297968e-24,5.6421161084439048e-41,5.2036400366332756e-18,2.985612492080703e-20,1.6829878019423633e-15,7.3847620311706745e-15,2.4915740738656496e-17,4.9410623937526107e-12,8.1761242200060036e-22,1.3689070016547636e-23,3.1158656848125859e-20,3.0259146502086004e-19,4.1883200000479215e-18,7.1920592874494065e-18,4.3185643276866652e-24,1.6255326736839679e-25,7.9403982203469717e-25,1.516439195460913e-38,1.3884632158039953e-34,7.5421396479681644e-33,1.1555205418400588e-55,4.6980799476134441e-53,5.066671362720575e-24,3.7934227606754982e-19,9.8308782644512013e-22,3.0297817118767573e-23,1.0755112391460739e-31,2.1743134229876744e-21,7.4048085427516728e-25,5.1994964307145023e-36,1.3607627167584656e-15,1.1612495347421065e-17,1.5406019504052764e-19,3.0823636370367506e-25,5.0319492289471672e-35,3.1427262420444987e-38,2.9212560680066534e-31,0.88168480800000004,0.0,0.0094599998400748796,0.10884999997867653,7.7895731829740292e-11,5.7403463620829629e-11,8.5477297912731608e-11,8.2387030225924293e-14,6.6110327829853961e-14,3.6335601389955083e-14,7.6015859489273691e-12,5.2393174448940512e-12,6.7787527561578532e-15,6.5675956023448319e-15,2.5867032766381179e-12
4.327417067559723e-09,0.0033505639267572794,3.0441731132235097e-13,1.9025066230154989e-15,1.1990719911695391e-14,8.8447807038058618e-15,2.6326573009541894e-17,0.0,0.0,9.5233999844050137e-13,1.7882809731338689e-17,9.5772467308397553e-23,2.5972034838675117e-23,3.2534473557754197e-30,1.3489354706695875e-15,5.140893293267268e-23,1.0806481218047669e-11,3.180436962253039e-15,1.5372335256025167e-22,1.0706061726992535e-24,2.6108073139002306e-11,9.1914202776547126e-25,9.2786839658711478e-25,1.3599859194769303e-20,1.0165419443996973e-17,1.6238966024346061e-26,1.8877070686089292e-13,7.3432971523576684e-25,7.5653068338432151e-11,1.559402504029872e-22,3.2735204667126953e-34,1.6874438500472683e-24,1.0936010445288757e-40,7.7583433284634204e-18,4.0235027272147587e-20,2.0609350323659236e-15,9.0944666241947563e-15,2.8607797660383557e-17,6.0321449272276214e-12,1.1098610128587978e-21,1.7849129686092111e-23,3.9812660273295832e-20,3.8106690275495519e-19,5.2428403155167566e-18,8.1745414070794481e-18,6.3678443497085064e-24,2.31564664818102e-25,1.1824449498200708e-24,2.9237583874201989e-38,2.1455455981223908e-34,1.0508763743120802e-32,3.0185438996958526e-55,1.0306658943700916e-52,8.044891038676663e-24,4.7226830212075075e-19,1.3166825853616927e-21,3.862280075393276e-23,1.3883155089433762e-31,3.2432923055804086e-21,1.0453325998721702e-24,7.7430327213682919e-36,1.8389190681674123e-15,1.2950809125559461e-17,1.8893622018180996e-19,4.2051127818393224e-25,7.5460885526700817e-35,5.9191694747201132e-38,4.1252690507866385e-31,0.88168480800000004,0.0,0.0094599998229863164,0.10884999997456238,8.5058432743331641e-11,6.2583680880317038e-11,9.3946910236321296e-11,9.2065357576392229e-14,7.3995345585484081e-14,4.0716845645900265e-14,8.973509458167763e-12,6.1290345377345513e-12,7.6563412476719751e-15,7.4468251564021376e-15,3.132692194763238e-12
4.745121780348983e-09,0.0033505639268168155,3.583103239282718e-13,2.4313452244441367e-15,1.4747923232461739e-14,1.136877808071252e-14,3.53599056019972e-17,0.0,0.0,1.1296795641739838e-12,2.3129188677399196e-17,1.3327672084773553e-22,3.4771175083220179e-23,5.0727525380446558e-30,1.7601086220160551e-15,7.0146375518175175e-23,1.2911706668768969e-11,4.1734759481081515e-15,1.900707093413159e-22,1.3237014939111464e-24,3.115921736196966e-11,1.4904628512915008e-24,1.1586055348260038e-24,1.8784524075767845e-20,1.3165209690467907e-17,2.5835949232694241e-26,2.47019856625467e-13,1.0236561693126943e-24,8.287540253341066e-11,2.0196578803488125e-22,4.1689812340153485e-34,2.3690166761170377e-24,1.9945340062185317e-40,1.1142607103052347e-17,5.2708118575946286e-20,2.4768286438045132e-15,1.0990873170138446e-14,3.2548489629876386e-17,7.2272458809337029e-12,1.464769537610698e-21,2.2648084553505728e-23,4.9827208962911475e-20,4.7029333783945402e-19,6.4348331893116704e-18,9.1944071879151608e-18,9.0476694242574613e-24,3.1808067172227424e-25,1.6957542369722498e-24,5.3281301735538693e-38,3.1830877775297157e-34,1.4204966709413942e-32,7.2814654704341169e-55,2.1433878174793216e-52,1.2281589890169824e-23,5.7635969532831638e-19,1.7125636254234106e-21,4.8050721975081812e-23,1.7551321892192894e-31,4.6602151993354489e-21,1.4254661699399718e-24,1.1104584783212603e-35,2.4162043157579428e-15,1.4305233756345234e-17,2.2739546264974289e-19,5.5649860272670451e-25,1.0893344069775778e-34,1.0515780121930988e-37,5.6269182585774162e-31,0.88168480800000004,0.0,0.009459999805897042,0.10884999997019203,9.2059197664655389e-11,6.7632220725415366e-11,1.0229330035586842e-10,1.0200948882741315e-13,8.2133612976920857e-14,4.5237603366207503e-14,1.0402861251404932e-11,7.0432828198255659e-12,8.5564456406718898e-15,8.3520612496634625e-15,3.7235662036852365e-12
5.162826493138244e-09,0.00335056392687692,4.1615424305706451e-13,3.0468035265858655e-15,1.7846314044524185e-14,1.4318813835318323e-14,4.6374712676842928e-17,0.0,0.0,1.3221130891035644e-12,2.9308454851803367e-17,1.8047074182358636e-22,4.5683727245973323e-23,7.6100106006511838e-30,2.2459874042837456e-15,9.3225901296025389e-23,1.5188948435944508e-11,5.3502528585397159e-15,2.3397126387349071e-22,1.603354732398937e-24,3.661938307230348e-11,2.3239106691200001e-24,1.4379472072954031e-24,2.5168522655559188e-20,1.6659816140751656e-17,3.9581886481455855e-26,3.157867637525012e-13,1.3873251690681946e-24,9.0077305984305123e-11,2.5560438620517332e-22,5.2525710401084211e-34,3.2258410559982023e-24,3.4546959609376402e-40,1.5513384568485198e-17,6.7443270766143756e-20,2.9305639854182254e-15,1.3076150726245658e-14,3.6761418452717018e-17,8.5250855823766911e-12,1.8884776491947399e-21,2.809696687978076e-23,6.1312377643367017e-20,5.7093821514858954e-19,7.7693950975757652e-18,1.0251129721494306e-17,1.2465396012285335e-23,4.2398217112687878e-25,2.3569501123185472e-24,9.2545127799872052e-38,4.5669170170247157e-34,1.8731684846531613e-32,1.6348453182424176e-54,4.2581757699802897e-52,1.8141880131400867e-23,6.9211852151232758e-19,2.1750682470683725e-21,5.8595921825207474e-23,2.1806023423384176e-31,6.4912381697627472e-21,1.8892153906963846e-24,1.5434679537831924e-35,3.1013936921397783e-15,1.5675393975272343e-17,2.6944231842193374e-19,7.1819601290107876e-25,1.5236508618456382e-34,1.7785450070088372e-37,7.4591877182079901e-31,0.88168480800000004,0.0,0.0094599997888070112,0.10884999996558253,9.890918312703837e-11,7.2557726234587438e-11,1.1051824656350597e-10,1.122393511356317e-13,9.0543647998012965e-14,4.9908607340133425e-14,1.1880790274881211e-11,7.9760842622942006e-12,9.4814446787593155e-15,9.2862597818984604e-15,4.3575812425040622e-12
5.702520422825382e-09,0.0033505639269554646,4.9660179571400087e-13,3.9797233931033473e-15,2.2376799279579235e-14,1.8809570269907821e-14,6.3924444080414107e-17,0.0,0.0,1.5930984897920487e-12,3.8797464446603225e-17,2.581994249306193e-22,6.3539772878853591e-23,1.2254171655522888e-29,2.9939735267446055e-15,1.3032075005361866e-22,1.8380393651390053e-11,7.165929321629323e-15,3.0432338237215523e-22,2.0032176496361887e-24,4.4267920087890752e-11,3.9295540874021202e-24,1.8856286362074811e-24,3.5385984392207174e-20,2.1948135109621046e-17,6.5540702360521814e-26,4.2142698721256406e-13,1.9849069279008187e-24,9.9350922932506916e-11,3.3682139707141144e-22,6.9967081390364439e-34,4.6301281873946977e-24,6.5889972751963756e-40,2.2896778670569636e-17,9.0094063476365669e-20,3.5726655011535132e-15,1.6053525248476482e-14,4.2644614997971792e-17,1.0351997774305713e-11,2.5477890024401468e-21,3.6110935505735823e-23,7.852311828570701e-20,7.1908010358507387e-19,9.7129645294083034e-18,1.1670125646093205e-17,1.8157667113823577e-23,5.9242015505357576e-25,3.4701824372743077e-24,1.7788654139044303e-37,6.9902858476848743e-34,2.5989798041847867e-32,4.2562144203830952e-54,9.7817497636991419e-52,2.8828132624656912e-23,8.599031107790333e-19,2.8786546090295215e-21,7.3898177376866452e-23,2.8249634900137075e-31,9.586406145226458e-21,2.6255507261095344e-24,2.2725215655506908e-35,4.1604742304930487e-15,1.7468389686175377e-17,3.2908698116954847e-19,9.6831416744526273e-25,2.2610729081883634e-34,3.2998607847373621e-37,1.0368912490968955e-30,0.88168480800000004,0.0,0.0094599997667246787,0.10884999995929701,1.075524561523953e-10,7.8751690639607889e-11,1.209684722863747e-10,1.2591241426102597e-13,1.0184275003342966e-13,5.618330876441163e-14,1.384970882643854e-11,9.2006474976199156e-12,1.0716431617320597e-14,1.0539802917390673e-14,5.2378882275838588e-12
6.242214352512521e-09,0.00335056392703505,5.8331848477668233e-13,5.0792296623619848e-15,2.7528151594441808e-14,2.4123876993295214e-14,8.5707186350871144e-17,0.0,0.0,1.8892819265354683e-12,5.0135280809972689e-17,3.5800192975215101e-22,8.6529117758432523e-23,1.886846298486882e-29,3.8891178183828872e-15,1.7667631165532666e-22,2.1846051813771862e-11,9.3422310156345559e-15,3.9334897479708557e-22,2.4455597470204986e-24,5.2571996976007137e-11,6.3463541655540611e-24,2.451008474534979e-24,4.8048079316241536e-20,2.8153092924801983e-17,1.0381185577926828e-25,5.474314906994955e-13,2.7494544279129918e-24,1.0858762984549162e-10,4.3219021094903026e-22,9.2235766990401712e-34,6.4166522527876155e-24,1.1826737620601829e-39,3.260094685896375e-17,1.1712742479804788e-19,4.277510243251087e-15,1.9354178163935923e-14,4.9067814427223801e-17,1.234551354593129e-11,3.3454856024663619e-21,4.5230078307278295e-23,9.8664838369847209e-20,8.8924023459747084e-19,1.1913558159441603e-17,1.3148481002031592e-17,2.5525364956921457e-23,7.9984379541850186e-25,4.9275489841952958e-24,3.2291548978800014e-37,1.0302907704959825e-33,3.508075706963263e-32,1.0145876558038658e-53,2.1255563130755868e-51,4.4066144595367485e-23,1.0495332269944916e-18,3.7113740755555442e-21,9.111943974799251e-23,3.585949423685605e-31,1.3657517468233267e-20,3.5326197349803475e-24,3.2269612696813029e-35,5.4323522878161392e-15,1.9286234547694469e-17,3.9473334683770693e-19,1.2685696868437088e-24,3.2356003631998163e-34,5.780362142752417e-37,1.395384465938675e-30,0.88168480800000004,0.0,0.0094599997446408735,0.10884999995266566,1.1597941846685032e-10,8.4766862640922189e-11,1.3122324147222533e-10,1.4013852446251153e-13,1.136671504534406e-13,6.2748570779180903e-14,1.5872183511000035e-11,1.0438738082835542e-11,1.1999574357921562e-14,1.1849602337736919e-14,6.1838479493819028e-12
6.781908282199659e-09,0.0033505639271157062,6.7612463797876814e-13,6.357233469627654e-15,3.3328378076426823e-14,3.0322602969056624e-14,1.1227833163029796e-16,0.0,0.0,2.2106557640303029e-12,6.3486145386151272e-17,4.8360560053533821e-22,1.157862687050362e-22,2.7988351422528105e-29,4.9438446452658866e-15,2.3345467481213144e-22,2.5578885978148587e-11,1.1908477790664504e-14,5.04928169891135e-22,2.9294128154182828e-24,6.1517342122873106e-11,9.8633481516579111e-24,3.1573443912572511e-24,6.3381279183085797e-20,3.5318666557305554e-17,1.5842325377129898e-25,6.9528712352102754e-13,3.7073737004959543e-24,1.1778630620557133e-10,5.4242350787499368e-22,1.2051902086476635e-33,8.6369061831062541e-24,2.017925642559752e-39,4.5046491788313828e-17,1.4886462961988511e-19,5.0448444712428994e-15,2.2982439224132915e-14,5.6078530183028768e-17,1.4502876689307453e-11,4.2948461604982959e-21,5.5457106739693721e-23,1.2203870883029189e-19,1.0833069863860718e-18,1.4381617795677406e-17,1.4685222322579579e-17,3.4834667015556749e-23,1.0496071694343915e-24,6.7888041980442886e-24,5.586683466274534e-37,1.472054666919471e-33,4.629978807619027e-32,2.2430633687690255e-53,4.395647164877596e-51,6.5197673402757e-23,1.2625682906256526e-18,4.6845399732972598e-21,1.1029097623024045e-22,4.4749183185414548e-31,1.8882632385801175e-20,4.6275144751224706e-24,4.4459252944367457e-35,6.9349003788248701e-15,2.1128353147815039e-17,4.6638648523060112e-19,1.6227876295098111e-24,4.4922003006412312e-34,9.6519958782784747e-37,1.8281631444451992e-30,0.88168480800000004,0.0,0.0094599997225554861,0.10884999994571305,1.2420657236062346e-10,9.0615383460820119e-11,1.4128679413040449e-10,1.5495893422302217e-13,1.2605602290497181e-13,6.9626025770111832e-14,1.7935680438872011e-11,1.1682893761987938e-11,1.3334639145868658e-14,1.3219772466731419e-14,7.1920511026046088e-12
7.321602211886798e-09,0.0033505639271974677,7.7484388905255377e-13,7.825302900861832e-15,3.9804847231257449e-14,3.7464871201975017e-14,1.4421749768251908e-16,0.0,0.0,2.5572073705416179e-12,7.901424945456106e-17,6.3904285703175116e-22,1.5262767724821576e-22,4.0224352901029849e-29,6.1704175690281267e-15,3.0183444843452837e-22,2.9572047437806917e-11,1.4893240368138218e-14,6.4324760871735918e-22,3.4537548466910134e-24,7.1090407235096497e-11,1.4836682864057528e-23,4.0296623268006811e-24,8.1596287381629746e-20,4.3484202252837868e-17,2.3421996514740133e-25,8.6641396236227868e-13,4.8867319139803497e-24,1.2694612073028232e-10,6.6816819731257423e-22,1.5615659582407048e-33,1.1342897417868311e-23,3.2981623664246801e-39,6.0682287438468161e-17,1.8561253086029411e-19,5.8744076275982897e-15,2.6942523891104533e-14,6.3723767130628136e-17,1.6821343188940282e-11,5.4091573030185447e-21,6.678941838132536e-23,1.4897031992154748e-19,1.3033243480124882e-18,1.7127389992685379e-17,1.6279372323150955e-17,4.6362118037012057e-23,1.3448208034846836e-24,9.1170101757446128e-24,9.2760023415092743e-37,2.0492812995258837e-33,5.9979475744444797e-32,4.6509841854100811e-53,8.6976885737573646e-51,9.3813546009659017e-23,1.5007150981427085e-18,5.8103388345825201e-21,1.3144119159403778e-22,5.5037196452512548e-31,2.5452091545093813e-20,5.9270596814684529e-24,5.9707186711940264e-35,8.6856024003344346e-15,2.2994190123152964e-17,5.440501577715349e-19,2.0346220774944595e-24,6.0794825073081719e-34,1.547567067165196e-36,2.3418862842614295e-30,0.88168480800000004,0.0,0.0094599997004684057,0.10884999993846044,1.3224822371672695e-10,9.6307604212288474e-11,1.5116343239244104e-10,1.7041343793334777e-13,1.3904680479110086e-13,7.6836758519280256e-14,2.0029564917310898e-11,1.292713292874527e-11,1.4725732963966032e-14,1.4655070323238377e-14,8.2592152878670942e-12
7.861296141573936e-09,0.003350563927280342,8.7930346643721359e-13,9.4946673174275181e-15,4.6984306195520671e-14,4.5608079554524484e-14,1.8212788301868588e-16,0.0,0.0,2.9289201287534395e-12,9.688366694412596e-17,8.286595873245239e-22,1.9856832192314947e-22,5.6264601887766217e-29,7.5809422430660484e-15,3.8300477131607154e-22,3.3818877961405263e-11,1.8324357024032331e-14,8.127573818323729e-22,4.0175724104072962e-24,8.1278258133950894e-11,2.1700470859110809e-23,5.0945230923163529e-24,1.0288711284959114e-19,5.2685045832996148e-17,3.3696566758977362e-25,1.0621674695441411e-12,6.3172465395056467e-24,1.3606646937070487e-10,8.1001447050807321e-22,2.0063036721767341e-33,1.4586807685666261e-23,5.1960361513208653e-39,7.9983769629883825e-17,2.2766402507265509e-19,6.7659349189042878e-15,3.1238543559940708e-14,7.2049093603737618e-17,1.929818935047834e-11,6.7017067285589264e-21,7.9220984437596958e-23,1.7981042101705359e-19,1.5514868766674852e-18,2.0160938515497421e-17,1.7929477876060595e-17,6.0392814923359355e-23,1.6883486173741668e-24,1.1978200494945408e-23,1.486812768505219e-36,2.7908368806699745e-33,7.6496012864853574e-32,9.136444854440924e-53,1.6553952802697544e-50,1.3178378223077778e-22,1.7658115822451601e-18,7.1019742300871655e-21,1.5459717304021382e-22,6.6843861502540332e-31,3.3567850024110891e-20,7.4477835796772529e-24,7.8445925578685617e-35,1.0701552321449948e-14,2.4882824289246093e-17,6.2772705171647723e-19,2.5075618066278995e-24,8.0496218586813814e-34,2.3968561141231868e-36,2.9430955548121963e-30,0.88168480800000004,0.0,0.0094599996783795333,0.10884999993092624,1.4011690954119413e-10,1.0185253489679435e-10,1.608574558551864e-10,1.8654096455960827e-13,1.5267588384450963e-13,8.4401313177938314e-14,2.2144726459409884e-11,1.4166568035271173e-11,1.6176724424213647e-14,1.6160223017411916e-14,9.382182846673893e-12
