Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166)
4.039267990847217e-08,0.003350563934003961,1.3159414702137357e-11,7.5951924386512759e-13,2.5304050865198535e-12,3.8056751386866754e-12,4.7726325823956394e-14,0.0,0.0,7.0458900854725488e-11,1.1658344205337805e-14,4.4380805442597003e-19,2.2340346404539119e-19,7.3030454538378366e-26,8.2566024543191171e-13,7.3900217110258382e-20,5.8721056374321767e-10,1.7981286443114371e-12,2.7118574589384988e-19,8.4153657735413817e-23,1.5082681270427718e-09,1.6446796000407203e-19,1.676154962971013e-21,1.0160540298524967e-17,3.1191072537793829e-15,1.3598046366827795e-21,8.3961213153831098e-11,2.6578439993494183e-21,6.2459667953894678e-10,5.0942434516294209e-20,1.0087493652962212e-30,3.0382480255183144e-21,9.5512228337744012e-35,3.4745618157375009e-14,1.8095166739608816e-17,1.6577905953345046e-13,1.0279434743550057e-12,3.0689378863766492e-15,3.7654843233984067e-10,9.167798085099567e-19,2.3416558877935042e-21,3.783382071269085e-17,2.0502911887082853e-16,1.0286428021963274e-15,1.903681502762967e-16,1.8103971942912786e-20,1.6420643476186492e-22,4.7445888710846012e-21,8.0393671751670887e-32,1.7331055670707188e-29,1.4344573950109707e-28,2.6756670147541634e-46,1.2375904638167074e-43,4.5710973317818332e-19,1.5656896997176621e-16,1.3323189757058854e-18,6.0464611762808657e-21,1.2920114310139379e-28,1.5144169565199334e-17,9.9068582401625969e-22,3.1087388116078874e-32,1.0825690139306433e-12,1.6742313862278091e-16,1.6621553813917889e-17,2.1007710113137513e-22,6.2252604262479276e-31,4.1725964225875327e-32,3.9195817553298503e-28,0.88168480800000004,0.0,0.009459998340835574,0.1088499991773927,4.4205345318695557e-10,2.8266964163408617e-10,5.2502732896176176e-10,3.4417812392943428e-12,3.1251753369708237e-12,1.7363427022018298e-12,1.1837172332272353e-10,5.8703620662137295e-11,3.1257659536061897e-13,3.5056529625784642e-13,1.1017152474093563e-10
4.221520581425541e-08,0.0033505639344538203,1.4014067791777884e-11,8.4929614737562049e-13,2.8219559417904819e-12,4.2576603724539503e-12,5.5627852778391535e-14,0.0,0.0,7.6778097086507297e-11,1.3278963132734806e-14,5.2858637766150646e-19,2.6957640059973365e-19,8.6805920932197183e-26,9.3460876296518558e-13,8.463015230913727e-20,6.2875662162053124e-10,2.0205132785328627e-12,3.119963255448952e-19,9.0274977738012039e-23,1.6218843272537687e-09,2.092700739069348e-19,1.9327881418121106e-21,1.1357142419417134e-17,3.468416142080834e-15,1.6855636780371213e-21,9.3234060503039694e-11,3.1411569783701279e-21,6.4928761550942493e-10,5.6878013119023236e-20,1.1672829569885513e-30,3.4731006212213994e-21,1.2218424934073015e-34,4.0443476559462351e-14,2.0094743918905911e-17,1.8036599264181992e-13,1.131978795730366e-12,3.4309901049500538e-15,4.047353337075598e-10,1.046075102594656e-18,2.5310710756460479e-21,4.4616835640552911e-17,2.3704546636974934e-16,1.1464250019250814e-15,2.0287496059972041e-16,2.0932200451430239e-20,1.8417449499304854e-22,5.5465434822372628e-21,1.0748241834648773e-31,2.3383916575313478e-29,1.8685489087276208e-28,3.9027163419184377e-46,1.8912129484056202e-43,5.7062704606212529e-19,1.7804515665844707e-16,1.5495618398704299e-18,6.674972384918604e-21,1.526549909107092e-28,1.7666802273631089e-17,1.119523855357046e-21,3.6343559962752388e-32,1.2160312658245006e-12,1.7649368500887186e-16,1.8137585976721712e-17,2.3341635942836667e-22,7.6014050200747228e-31,5.3799807246656898e-32,4.4293735938647144e-28,0.88168480800000004,0.0,0.0094599982654364149,0.10884999912317547,4.5235775513628272e-10,2.8739513313833067e-10,5.3709008499243473e-10,3.7989815731956058e-12,3.4557780243445568e-12,1.9201712383871756e-12,1.2174996612261904e-10,5.9885120234782525e-11,3.4532379514097378e-13,3.8808742424770003e-13,1.1553744458096137e-10
4.403773172003866e-08,0.003350563934909001,1.4874273688075698e-11,9.4470799140683196e-13,3.1322996088718664e-12,4.73817346309008e-12,6.441838456355407e-14,0.0,0.0,8.3356465559546951e-11,1.5041617515002008e-14,6.2494552720056561e-19,3.223990997694527e-19,1.0229929606643874e-25,1.0522152893612663e-12,9.6340946524973951e-20,6.7094250012520364e-10,2.2582143082243466e-12,3.5635579421979898e-19,9.6495133178194371e-23,1.7379966226071534e-09,2.63482503100797e-19,2.2128535354046449e-21,1.2635659231388072e-17,3.8406499464762078e-15,2.0686703847024455e-21,1.0297940259254615e-10,3.6868950073236297e-21,6.7376677629542227e-10,6.3249412494353242e-20,1.3403000986984289e-30,3.9466949301649778e-21,1.5455753183706755e-34,4.6734216604029632e-14,2.219627929979544e-17,1.9551641225852201e-13,1.2415436388655107e-12,3.8167231937025522e-15,4.334659902375297e-10,1.1869127641128001e-18,2.7251054446569239e-21,5.2264334543746198e-17,2.7231232921679686e-16,1.2717562796753724e-15,2.1556848145936181e-16,2.4053501545876798e-20,2.0565841340140272e-22,6.4427006044666927e-21,1.4190252618051394e-31,3.1229164349204944e-29,2.4110245680235427e-28,5.5946314071341321e-46,2.8362682438413434e-43,7.0546646708489371e-19,2.0125165811055863e-16,1.7899843554290137e-18,7.3382100615924271e-21,1.7930836179796629e-28,2.0460330384029072e-17,1.2579583712975284e-21,4.2217601397539378e-32,1.3584171615377801e-12,1.8563114537673557e-16,1.9716892809510169e-17,2.5795370861578781e-22,9.2206057128310632e-31,6.8589294311559202e-32,4.977141418587063e-28,0.88168480800000004,0.0,0.0094599981899801781,0.10884999906802802,4.6217418069377983e-10,2.9178731907188059e-10,5.4857229735526753e-10,4.1776702969425253e-12,3.8064821372677882e-12,2.1151818634178843e-12,1.2496829700255987e-10,6.0983286774295611e-11,3.8006260447212576e-13,4.2792202677909578e-13,1.2076763379015214e-10
4.58602576258219e-08,0.0033505639353692347,1.5739013795956335e-11,1.0457868153318327e-12,3.4617173922728015e-12,5.247381908277756e-12,7.4153859853301461e-14,0.0,0.0,9.019255187425349e-11,1.6952003553605969e-14,7.3388093005569226e-19,3.8242473055466428e-19,1.1961678069660272e-25,1.1787402281180484e-12,1.090737956154169e-19,7.1372249954051054e-10,2.5114573288793559e-12,4.0433808961626714e-19,1.0280706183426778e-22,1.8564882188407157e-09,3.2853314527567645e-19,2.5170359656602914e-21,1.3998623547407122e-17,4.2364931646503553e-15,2.5157486659139145e-21,1.1318822046906588e-10,4.3001201598680266e-21,6.9804130621674569e-10,7.0077302602476431e-20,1.5281342264359646e-30,4.4606533011063248e-21,1.9350994943060252e-34,5.3644004263699721e-14,2.439782830866038e-17,2.1122560484852255e-13,1.3566804480050616e-12,4.2263297518018374e-15,4.6270463099293987e-10,1.3397743889626416e-18,2.9235402670308451e-21,6.0842448759066769e-17,3.109738921613881e-16,1.4047446053963775e-15,2.2843589197858668e-16,2.7485676727229736e-20,2.2873080184454135e-22,7.4401515699448739e-21,1.8519488757188377e-31,4.1304471186180802e-29,3.0832605990987486e-28,7.8937194173880785e-46,4.1808584590171402e-43,8.6442270202504095e-19,2.2622066644754579e-16,2.0546966340529942e-18,8.0365143624649903e-21,2.0946420028564614e-28,2.3538086403780038e-17,1.4061822612783622e-21,4.875612005749132e-32,1.5097967449562588e-12,1.9483005234994164e-16,2.1359018941328495e-17,2.8366648342394812e-22,1.1116154468522522e-30,8.6543909342838906e-32,5.5636487001586591e-28,0.88168480800000004,0.0,0.0094599981144661786,0.10884999901198684,4.7152583512941766e-10,2.9586970666972084e-10,5.5950314841745506e-10,4.5781111723875258e-12,4.1775252735112809e-12,2.3215059698587401e-12,1.2803428035102398e-10,6.2003999487979338e-11,4.1681807592755905e-13,4.7009728329350904e-13,1.2585798337303705e-10
4.768278353160515e-08,0.0033505639358342677,1.6607367980623479e-11,1.1525583288121959e-12,3.8104747355265845e-12,5.785420985640685e-12,8.4891024686437815e-14,0.0,0.0,9.7284911675965945e-11,1.9015785825432439e-14,8.5642561595488237e-19,4.5021709912112646e-19,1.3886345481204803e-25,1.3144382610230341e-12,1.2286968621413562e-19,7.5705419661171289e-10,2.7804518280707523e-12,4.5600935269943422e-19,1.0920421033836593e-22,1.9772486355238222e-09,4.059865914358227e-19,2.8459823604313681e-21,1.544856903422516e-17,4.6566259649464908e-15,3.0337835765290958e-21,1.2385096379864959e-10,4.986082045808948e-21,7.2211785549493312e-10,7.7383202830610326e-20,1.7310844097611355e-30,5.0166208837217844e-21,2.4000696364732219e-34,6.1198120194169988e-14,2.6697331516064311e-17,2.2748901564193162e-13,1.4774285525754915e-12,4.6599637941515314e-15,4.9241737731802708e-10,1.5051404117707579e-18,3.1261688139833163e-21,7.0418783645465037e-17,3.5316919185103039e-16,1.545490470783933e-15,2.4146504063091164e-16,3.1247214349908703e-20,2.5346749709179873e-22,8.5463334979132449e-21,2.3913906042273323e-31,5.413184898271392e-29,3.9097225921917531e-28,1.0976364760071738e-45,6.0657630847060799e-43,1.0505033776031482e-18,2.5298046005290839e-16,2.3447724846163287e-18,8.7702066795663054e-21,2.4344186769406781e-28,2.6913138086766255e-17,1.5643776578464095e-21,5.6008010582228236e-32,1.6702257227978475e-12,2.0408520801711576e-16,2.3063497365181352e-17,3.1053064694232178e-22,1.3324578436641259e-30,1.0816256430336564e-31,6.1896163365960622e-28,0.88168480800000004,0.0,0.0094599980388937969,0.10884999895508655,4.8043473355217943e-10,2.9966414990554622e-10,5.699100195187294e-10,5.0005448493192958e-12,4.569123500031591e-12,2.539262896913474e-12,1.3095511917345873e-10,6.2952718854278938e-11,4.5561307143291172e-13,5.1463882772428314e-13,1.3080553683763565e-10
4.950530943738839e-08,0.0033505639363038634,1.7478505619205648e-11,1.2650425234179723e-12,4.1788221953005735e-12,6.3523968771521867e-12,9.6687387071863562e-14,0.0,0.0,1.0463211088944457e-10,2.1238597497469056e-14,9.9364976881073171e-19,5.2634950205822058e-19,1.6014308736317523e-25,1.4595585289474746e-12,1.3776938504075538e-19,8.0089818398723457e-10,3.0653923352373975e-12,5.1142846675667363e-19,1.1568049334325755e-22,2.1001733226645834e-09,4.975493290597231e-19,3.2003043018795608e-21,1.6988016648709727e-17,5.1017209436408528e-15,3.6301133151833974e-21,1.3495764466634726e-10,5.750217140352376e-21,7.4600262390989002e-10,8.5189443274294515e-20,1.9494176881937006e-30,5.6162690479743419e-21,2.9510627571278742e-34,6.9420935349322109e-14,2.9092634896005461e-17,2.4430223770273559e-13,1.6038243155506358e-12,5.117743211890321e-15,5.2257213535101056e-10,1.6834901349785902e-18,3.3327955876871246e-21,8.1062306251921279e-17,3.9903189341955115e-16,1.6940872789019995e-15,2.5464440806913975e-16,3.5357317208098399e-20,2.7994743057301952e-22,9.7690430928980284e-21,3.0577817530386537e-31,7.0329538500521491e-29,4.9182439081678891e-28,1.5059102109035922e-45,8.6722511139396273e-43,1.2669329180915265e-18,2.815556109601785e-16,2.6612473898135574e-18,9.5395905340397153e-21,2.8157730795805004e-28,3.0598274663704784e-17,1.7327165414936215e-21,6.4024547149207849e-32,1.8397463776880927e-12,2.1339167417282037e-16,2.482985009057774e-17,3.3852103082300755e-22,1.5885798256911057e-30,1.3399638816236184e-31,6.8557250471088654e-28,0.88168480800000004,0.0,0.0094599979632624589,0.10884999889736036,4.8892184622706811e-10,3.0319096075799766e-10,5.7981865908414262e-10,5.4451906834505294e-12,4.9814730820033706e-12,2.7685608984515124e-12,1.3373767772597374e-10,6.3834520767270699e-11,4.9646843486138988e-13,5.6156995231537706e-13,1.3560834172930152e-10
5.132783534317164e-08,0.0033505639367777977,1.8351677467500674e-11,1.3832542282108811e-12,4.5669963369864195e-12,6.9483895067375422e-12,1.0960117438300421e-13,0.0,0.0,1.1223272593768238e-10,2.3626040546614285e-14,1.1466602875713809e-18,6.1140366097124525e-19,1.8355797440705502e-25,1.6143447989136993e-12,1.538134280537183e-19,8.4521783509314723e-10,3.3664594797526663e-12,5.7064757166503073e-19,1.2223025673359915e-22,2.2251633060120736e-09,6.0507470866519095e-19,3.5805804643257965e-21,1.8619462378775149e-17,5.5724402472455898e-15,4.3124205092679963e-21,1.4649792140025866e-10,6.598148136240139e-21,7.697013998509688e-10,9.3519126471198724e-20,2.1833713195578476e-30,6.2612986206809813e-21,3.5996261444682674e-34,7.8335892946965624e-14,3.1581507930700496e-17,2.6166100195934272e-13,1.7359012748178392e-12,5.5997520872568261e-15,5.5313849568614997e-10,1.8753017541738814e-18,3.5432356253583014e-21,9.2843235948110246e-17,4.4869011016650712e-16,1.8506217122893538e-15,2.6796307260353041e-16,3.9835926534647664e-20,3.0825249724162993e-22,1.111644996546542e-20,3.8744530062952291e-31,9.0624939414203564e-29,6.140312034417706e-28,2.0405432654345133e-45,1.2231302799076198e-42,1.5171560177268734e-18,3.1196718821564286e-16,3.0051168381650567e-18,1.0344952424110955e-20,3.2422319501455831e-28,3.4605995628734575e-17,1.9113613048912682e-21,7.2859473022304593e-32,2.0183884276692558e-12,2.2274475777310993e-16,2.6657588789308207e-17,3.6761154995227177e-22,1.8843281847545376e-30,1.6465151269389282e-31,7.5626176052264781e-28,0.88168480800000004,0.0,0.0094599978875716511,0.10884999883883974,4.9700714406757019e-10,3.0646901541802599e-10,5.8925332778783889e-10,5.9122484036916411e-12,5.4147520658966872e-12,3.0094980297315148e-12,1.3638850101955071e-10,6.4654125789570378e-11,5.3940315015132609e-13,6.1091179505381122e-13,1.4026531873076958e-10
5.3150361248954883e-08,0.0033505639372558567,1.9226208259112355e-11,1.5072036151976124e-12,4.975220560530194e-12,7.5734551212855143e-12,1.2369129327299324e-13,0.0,0.0,1.2008534395489234e-10,2.6183685983628887e-14,1.3166003563241857e-18,7.0596873459641864e-19,2.0920880265248772e-25,1.7790356195687856e-12,1.710421097408107e-19,8.8997909075054113e-10,3.6838209680190764e-12,6.3371255746169743e-19,1.2884824420324619e-22,2.3521248566186669e-09,7.3056767227662558e-19,3.9873589628103632e-21,2.0345366429257337e-17,6.0694330694458015e-15,5.0887229148515561e-21,1.5846117362370991e-10,7.5356833161299169e-21,7.9321959454166349e-10,1.0239609027583069e-19,2.4331549022272973e-30,6.9534429478927881e-21,4.3583267369950092e-34,8.796549595053247e-14,3.4161659820907738e-17,2.795611681199773e-13,1.8736902780680872e-12,6.1060428743687728e-15,5.8408763962533033e-10,2.0810523800005804e-18,3.7573138681545416e-21,1.0583293812975433e-16,5.0226626163692686e-16,2.0151740812023783e-15,2.8141067797725695e-16,4.4703742541527705e-20,3.3846742672618641e-22,1.2597109460946032e-20,4.8679129078757367e-31,1.158686082553425e-28,7.611362117069878e-28,2.7333437687932464e-45,1.7034418059403751e-42,1.8048407295510863e-18,3.4423295470044583e-16,3.3773349734843196e-18,1.1186562637113484e-20,3.7174906295664494e-28,3.8948501762241888e-17,2.1004652804734491e-21,8.2569087023079488e-32,2.2061698361731688e-12,2.3213999957277281e-16,2.854621543445002e-17,3.9777539467475981e-22,2.2244193357238494e-30,2.0079185200675578e-31,8.3109009268615905e-28,0.88168480800000004,0.0,0.0094599978118209051,0.10884999877955498,5.0470964951793217e-10,3.0951585789555253e-10,5.9823692470262676e-10,6.4018996443699969e-12,5.869121732367983e-12,3.2621629613810128e-12,1.3891382679409182e-10,6.5415922167141979e-11,5.8443448656667989e-13,6.6268351203936033e-13,1.4477614575477417e-10
5.6795413060521374e-08,0.0033505639382235717,2.0976977186504947e-11,1.7723354495688524e-12,5.8526513923323097e-12,8.9109252358219894e-12,1.5563932992306247e-13,0.0,0.0,1.3654099202166407e-10,3.1831714617407386e-14,1.7120208178882189e-18,9.2602022627664749e-19,2.6761237262924009e-25,2.1390598548954062e-12,2.0921329882652557e-19,9.8070191180897799e-10,4.368038367476123e-12,7.7153536192818293e-19,1.422696826108765e-22,2.6116122046932682e-09,1.044260138807513e-18,4.8824764688063824e-21,2.4090158913857306e-17,7.1447593688224451e-15,6.9569999346380094e-21,1.8361310672395542e-10,9.7037237127574846e-21,8.3973417459463667e-10,1.2189067721632161e-19,2.9809242462316296e-30,8.4861887004340409e-21,6.2618149438892732e-34,1.0945391855385648e-13,3.9586417038855449e-17,3.1696974133793514e-13,2.1665151060061261e-12,7.1915337733905672e-15,6.470264497683826e-10,2.536273773340819e-18,4.1957308674807321e-21,1.3572924397731414e-16,6.2163304686781717e-16,2.3686239197460044e-15,3.0865393718622404e-16,5.569368364478876e-20,4.0497922216311182e-22,1.5994408809678727e-20,7.5089363610754544e-31,1.8531334634385918e-28,1.1463704811279099e-27,4.7533192402391231e-45,3.1922703489472086e-42,2.5083990456008613e-18,4.1438268844510186e-16,4.2104216963070547e-18,1.2979532669087863e-20,4.830038394625796e-28,4.8685143613570988e-17,2.5106217507800644e-21,1.0485084262241017e-31,2.6091682356084068e-12,2.5104022409314043e-16,3.2504095665056539e-17,4.6121316588730868e-22,3.0584297954576509e-30,2.924893254785679e-31,9.9338995318679325e-28,0.88168480800000004,0.0,0.0094599976601379473,0.10884999865880707,5.1903791177520941e-10,3.1497997011452026e-10,6.1493630876992768e-10,7.4496268026356206e-12,6.8417020307798472e-12,3.8029882547536692e-12,1.4361146833077389e-10,6.678210792315875e-11,6.8084829010986519e-13,7.7358418459872056e-13,1.5336127323247374e-10
6.007595969093122e-08,0.003350563939106741,2.2551831741919733e-11,2.0305990318595807e-12,6.7129077110987664e-12,1.0214235864012442e-11,1.8901918796800502e-13,0.0,0.0,1.521989768390731e-10,3.7552295079913438e-14,2.1379949903021518e-18,1.1626258859876454e-18,3.2879605381473091e-25,2.499246448342508e-12,2.4801777305532311e-19,1.0635671238055849e-09,5.0410090110841342e-12,9.0907776092222077e-19,1.545367017384236e-22,2.8510502984484169e-09,1.4114031401736429e-18,5.7836725968146846e-21,2.7807158421900617e-17,8.2085857988174355e-15,9.0468551014502819e-21,2.0758639167757313e-10,1.2023453736575672e-20,8.8102730930881193e-10,1.4156046132882864e-19,3.5296628840953506e-30,1.0044946280420638e-20,8.5004075756653517e-34,1.3144390843784163e-13,4.4757135964177369e-17,3.5244987296851657e-13,2.4498514370259336e-12,8.2514684854487398e-15,7.0472097210041196e-10,2.9984092071501355e-18,4.6011754631641793e-21,1.6750574615148031e-16,7.4357091173125545e-16,2.7148365852560015e-15,3.3352049478728524e-16,6.7139469819806241e-20,4.7227523252227879e-22,1.9601853537609441e-20,1.0832197390624639e-30,2.7635021185994097e-28,1.6229363860145671e-27,7.5750038648539817e-45,5.4229030212275812e-42,3.3111797956511356e-18,4.83975830218823e-16,5.0658456713855904e-18,1.4719581285918366e-20,6.0387873963573502e-28,5.8709160552192797e-17,2.9169026068320487e-21,1.2851585722388032e-31,3.0030889900304781e-12,2.6815427221694073e-16,3.6269251636126232e-17,5.2169982875151548e-22,4.0160724931905792e-30,4.0171760445187218e-31,1.1541575591598403e-27,0.88168480800000004,0.0,0.0094599975234144588,0.10884999854779724,5.3079722904778146e-10,3.1925886256538862e-10,6.2862857175796567e-10,8.4713501413155842e-12,7.7904739923369135e-12,4.3305626187505967e-12,1.4746686231890162e-10,6.7851953694630567e-11,7.7493378907758456e-13,8.8186185886424051e-13,1.6059694741875928e-10
6.335650632134106e-08,0.0033505639400005023,2.4123316645609477e-11,2.3074424552416201e-12,7.6410735718979038e-12,1.1611762209786085e-11,2.2715375141915192e-13,0.0,0.0,1.6865198464334586e-10,4.3909580847879381e-14,2.638214748990106e-18,1.4394602165081122e-18,3.9870650778501574e-25,2.8950096320073826e-12,2.9127508589485848e-19,1.1474319805763149e-09,5.7688795218427002e-12,1.059557050864022e-18,1.6695826559801181e-22,3.0956280817001061e-09,1.8753196112904663e-18,6.7780949062185376e-21,3.1865947499499354e-17,9.3668437787916866e-15,1.1580195745732086e-20,2.3275858285661418e-10,1.4732251533398809e-20,9.2180528191407392e-10,1.6340410918316871e-19,4.1318953016205982e-30,1.1785089789528085e-20,1.134345973839971e-33,1.560559695663781e-13,5.0186592998949838e-17,3.8962483015538122e-13,2.7520645355870625e-12,9.3896519780824238e-15,7.6327150346392217e-10,3.5130792213883623e-18,5.0160798270907485e-21,2.0435035716532649e-16,8.7983834513520042e-16,3.0880181238425391e-15,3.5866657433992586e-16,8.0204433266029751e-20,5.4719350623714153e-22,2.3792976816488277e-20,1.5318465484669474e-30,4.039940932151372e-28,2.256550244135148e-27,1.1752915008774186e-44,8.9421264132454702e-42,4.3028419910744443e-18,5.5972097428014951e-16,6.0259821872299032e-18,1.6580615518571087e-20,7.4709275699019505e-28,6.9993417173552328e-17,3.3590909177361046e-21,1.5601574831655126e-31,3.4264396249747414e-12,2.8534511369894338e-16,4.0223560383773555e-17,5.8523033163443411e-22,5.2090928540937283e-30,5.4197563614395965e-31,1.3291351854212714e-27,0.88168480800000004,0.0,0.0094599973864913124,0.10884999843472465,5.4157346765978535e-10,3.2300990030568757e-10,6.4116366717216417e-10,9.5684117353866701e-12,8.8094518508320258e-12,4.8971580146760369e-12,1.5099994020578632e-10,6.8789816702626909e-11,8.7601558107655754e-13,9.9823504281166615e-13,1.6737901129861228e-10
6.66370529517509e-08,0.003350563940904,2.568940769097402e-11,2.6028084116305817e-12,8.6380638709575941e-12,1.3103240324485008e-11,2.7040661383270537e-13,0.0,0.0,1.8589218109433514e-10,5.0934973262731057e-14,3.2206060677228865e-18,1.7601233057130917e-18,4.7786199344642294e-25,3.3275691759268135e-12,3.3921032049318456e-19,1.232168684239645e-09,6.5522653640814931e-12,1.2230724530019907e-18,1.7951467174195163e-22,3.3449527376259527e-09,2.4537203096092016e-18,7.8681116189869326e-21,3.6278587305708221e-17,1.0622629225377216e-14,1.4614543572921945e-20,2.5906499198923587e-10,1.7870624980274318e-20,9.6208951925686473e-10,1.875827997080094e-19,4.7880945677515472e-30,1.3718252476241551e-20,1.4908267792484846e-33,1.8338723989489011e-13,5.5860831177307412e-17,4.2847416845488718e-13,3.0732526279507576e-12,1.0605491713751358e-14,8.2255709924843745e-10,4.0830291031037485e-18,5.4397122284760904e-21,2.4670785841803778e-16,1.0309359039371899e-15,3.4884460693979059e-15,3.8404861098665368e-16,9.5038382735424721e-20,6.3031489052773436e-22,2.8633144004438136e-20,2.1279587408015283e-30,5.799132072881495e-28,3.0862186101539632e-27,1.7804639080020837e-44,1.4357188660034813e-41,5.5131360284132688e-18,6.4162548148507528e-16,7.0948153356467788e-18,1.8563720085741307e-20,9.1542198140620538e-28,8.2597722570311682e-17,3.8378117850607778e-21,1.8778161052625679e-31,3.8789909821119668e-12,3.0259383278328538e-16,4.4363845404836242e-17,6.5164089608974792e-22,6.6801273916267717e-30,7.1958648293829081e-31,1.5185702711485457e-27,0.88168480800000004,0.0,0.0094599972493670803,0.10884999831972383,5.5144881488145653e-10,3.262982101224373e-10,6.5263782133531946e-10,1.0741378170059945e-11,9.8991227619880817e-12,5.5030378063671221e-12,1.5423765085130689e-10,6.9611984174330809e-11,9.8414770051586978e-13,1.1227618573371989e-12,1.7372187413150197e-10
6.991759958216073e-08,0.0033505639418164577,2.7248456696028393e-11,2.916617872728067e-12,9.7047027612261479e-12,1.4688296294477444e-11,3.1914599254182599e-13,0.0,0.0,2.0391185223982645e-10,5.8659567611765275e-14,3.8934449608696025e-18,2.1282376161597161e-18,5.6675931125103308e-25,3.7980996409972117e-12,3.9204540540016838e-19,1.3176647175850742e-09,7.3917028868069399e-12,1.3996893650457382e-18,1.9218857601391168e-22,3.5986669577654241e-09,3.1662031226751437e-18,9.0559227230152059e-21,4.1056287141175116e-17,1.1978798336744016e-14,1.8210095954642952e-20,2.8644173324954543e-10,2.148098554268379e-20,1.0018993282204249e-09,2.1426291710489724e-19,5.4985827122115775e-30,1.5856603049788476e-20,1.9327396835549636e-33,2.1352532895007159e-13,6.1766066013082954e-17,4.6897828514373473e-13,3.4134944650922051e-12,1.189819883723327e-14,8.8246779746326513e-10,4.7109937570138141e-18,5.8714074624721277e-21,2.9502767913320497e-16,1.1973028692408048e-15,3.916353111198533e-15,4.0962698197120076e-16,1.1179977656553668e-19,7.2224095105568533e-22,3.4192636995761764e-20,2.9088422894626072e-30,8.1858015343022469e-28,4.1575992450936425e-27,2.6400516550204547e-44,2.2504542951726638e-41,6.9742894105510324e-18,7.2967515882542757e-16,8.2758687439904502e-18,2.0669862728219085e-20,1.1118246147850922e-27,9.6578590216253722e-17,4.3536274018818275e-21,2.242772960805794e-31,4.3604409499002206e-12,3.1988320383981408e-16,4.8686873851436565e-17,7.2076969283810378e-22,8.4766902175825924e-30,9.416965833766216e-31,1.7226853584657697e-27,0.88168480800000004,0.0,0.0094599971120406072,0.10884999820291952,5.6049858209215469e-10,3.2918087559001895e-10,6.6313901778166075e-10,1.1990712442661669e-11,1.1059879402562134e-11,6.1484124978205438e-12,1.572046912915749e-10,7.0332731830048639e-11,1.0993743691121693e-12,1.2554892578159481e-12,1.7964228036281756e-10
7.319814621257057e-08,0.003350563942737184,2.8799130533761644e-11,3.2487741732042726e-12,1.0841731566423207e-11,1.636646703722539e-11,3.7374426606426615e-13,0.0,0.0,2.2270340450436156e-10,6.711415775960461e-14,4.6653510531770126e-18,2.5474395058091663e-18,6.6587377420770648e-25,4.3077321728037905e-12,4.4999903638283524e-19,1.4038209796531403e-09,8.2876588079414949e-12,1.5894450779467675e-18,2.0496470358697574e-22,3.8564455339145107e-09,4.0343039308417305e-18,1.0343588033030426e-20,4.6209363138105858e-17,1.3437960168115388e-14,2.2429523104215508e-20,3.1482621237369373e-10,2.5607638722444971e-20,1.0412521729156756e-09,2.4361557334849953e-19,6.2635556806338027e-30,1.821288132379985e-20,2.4749939317419802e-33,2.4654860837136117e-13,6.7888791165323683e-17,5.1111833655308115e-13,3.7728509808220911e-12,1.3266812646630177e-14,9.4290360288855485e-10,5.3996978485463437e-18,6.3105603996780108e-21,3.4976242085721476e-16,1.3793185464454872e-15,4.3719311608640084e-15,4.353656483770035e-16,1.306557029240981e-19,8.2359221204132057e-22,4.0546824488247588e-20,3.9186813168571683e-30,1.1377324533953168e-27,5.523613609768942e-27,3.8397031674553928e-44,3.4516784500340335e-41,8.7210146665538483e-18,8.2383672430423562e-16,9.5722131667138212e-18,2.2899904383773877e-20,1.3394409986646624e-27,1.119892907994753e-16,4.9070428172100906e-21,2.6600060367728383e-31,4.8704235672820032e-12,3.3719754781972457e-16,5.3189365734640164e-17,7.9245809736824029e-22,1.0651361935588286e-29,1.2163252781059154e-30,1.9416803738426705e-27,0.88168480800000004,0.0,0.0094599969745109754,0.10884999808442748,5.6879178733269766e-10,3.3170793722780764e-10,6.7274785380785493e-10,1.3316787878676834e-11,1.2292033021969125e-11,6.8334470417178251e-12,1.5992368987048065e-10,7.0964569993640152e-11,1.2217313146612257e-12,1.3964545755408067e-12,1.8515856699759677e-10
