Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100)
2.0971510000000003e-09,0.0020651547761390042,2.1744816335520688e-34,1.8315987080216166e-33,1.1159455060561373e-29,2.2567116866243978e-40,9.4800584821622362e-34,0.0,0.0,6.5669716721056794e-23,4.202441034995807e-34,1.4761224651843737e-41,1.8776575909567688e-42,9.0294665364941893e-44,4.7019939151160596e-65,1.635557906350945e-55,1.5865905999202009e-41,6.1615460678296695e-23,1.1160403542447083e-29,4.4021807757953135e-85,9.4033257989056054e-85,1.4926232843454282e-52,4.2975005757375549e-53,1.7871432275293556e-42,2.0071190215966452e-40,1.830755021547025e-33,1.2870810403471355e-54,4.1563344583478326e-49,1.058389214700363e-27,5.3443605771122726e-35,1.8465143021380266e-25,1.0833801828190385e-39,3.8121860893086934e-52,1.404511342325001e-50,3.3646319049845153e-37,1.0525364945349354e-71,5.5485696534728039e-53,4.0531869977004295e-24,6.5604925188562567e-36,1.8955652080963739e-37,2.5491997753264796e-42,3.4954417558167631e-26,8.3120725576733516e-70,2.2519323380812128e-52,1.7170503321419167e-48,2.1247391102692776e-38,3.9460909234143476e-36,8.2655459649663195e-50,2.6027333395800566e-52,2.4622344209473106e-51,9.1976858479341689e-85,9.3190629541909946e-82,5.1881479473091779e-116,3.0833717735455542e-104,2.555581242359015e-49,2.4543401932662113e-57,4.8669606250336278e-49,1.513799903877995e-60,9.5285713511264202e-62,5.4493554945741025e-53,1.594918224033e-67,1.9053715289459014e-37,3.2320602361447206e-39,5.0562085922616222e-44,2.3837659308835406e-61,3.5093821907378391e-83,1.1292544124879006e-75,5.0755588669236287e-75,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.9022037791795839e-25,2.2066352280330281e-25,1.9022058782848431e-25
4.194303e-09,0.0020651547761390042,5.2335336082180589e-34,6.9545032135171044e-33,4.2368633273017054e-29,9.8428689235676043e-40,7.2237439750897043e-33,0.0,0.0,1.3134103944057458e-22,1.6809947676886553e-33,3.2821910193146023e-41,6.5258454278486543e-42,5.904676412807618e-43,8.9715013080249419e-65,5.207997952350655e-55,2.6434538693620365e-41,1.1594744666037584e-22,4.2375860695763324e-29,4.6871311341372109e-83,2.2360913107382246e-83,1.5404929147575117e-51,1.9073892256067166e-52,1.7901491676711465e-42,1.5288684964826856e-39,6.9480891765936469e-33,2.0805284481527201e-53,2.1147210352030589e-48,3.701223576208208e-27,1.8688344156458992e-34,3.1539871315509528e-25,7.1079044904588999e-39,4.7912875551310176e-51,1.4567017380603305e-49,2.3859757662640836e-36,1.5825853259298465e-70,7.9949134005486958e-52,1.5389851202427016e-23,4.9994412315472765e-35,7.258066310415862e-37,1.7702417248940153e-41,1.2222973272838365e-25,2.9067604327698905e-69,5.1760456544336861e-51,1.9569942909828986e-47,2.9932688341852574e-37,2.7676864712015215e-35,8.5497399319704114e-49,2.3126004150444435e-51,2.5675092359263645e-50,1.3792359997696923e-82,7.0181631232492647e-80,8.2327531657696725e-114,2.4221159818656705e-103,3.5663164747860535e-48,2.6361453075161721e-56,1.1161942438239894e-47,3.5111128987908017e-59,4.3379535342274801e-60,1.3759084054177795e-51,1.6713608961737845e-66,1.3446740538039417e-36,1.134878675769994e-38,7.1230352542399186e-43,5.4101496403269304e-60,3.119545633378353e-82,1.1420807253598822e-73,3.6788840281327307e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.8044051257433918e-25,4.4132681271381638e-25,3.8044135221576245e-25
8.388607e-09,0.0020651547761390042,1.1466480190350766e-33,2.5231680290515306e-32,1.5369348599079862e-28,4.1961750535540748e-39,5.2754599948552715e-32,0.0,0.0,2.6268647460431936e-22,6.7240818141090058e-33,-2.0248696188804004e-39,-2.8901821632454398e-40,-6.4565133772617404e-40,-3.4507830814482506e-64,1.4138374076080389e-54,-1.0496319899856954e-40,2.0683797807922012e-22,1.5374626779772472e-28,-4.4661696103855938e-67,-1.4016325682764092e-40,-8.472843174132173e-42,-1.1698899266607117e-40,1.7573002943775723e-42,1.1157280837885694e-38,2.5184931945213338e-32,3.37795115403661e-52,8.666405802680933e-48,1.1779056651124479e-26,5.9468263526587887e-34,4.8193757081138728e-25,4.0455199768863498e-38,5.0491102097483245e-50,1.2368865422098102e-48,1.5456303086758948e-35,-1.2846845268049323e-68,1.0526790109917274e-50,5.5836571834187356e-23,3.6516330434268688e-34,2.6444147219796438e-36,1.1081450579745771e-40,3.8894726797132742e-25,9.2501307435315892e-69,9.6689912184881367e-50,1.8004546992509499e-46,3.8491987199810487e-36,1.7665690077919495e-34,7.1850898996217825e-48,1.5060024266815557e-50,2.1814618749184289e-49,1.7215456985156093e-72,4.7889081536152465e-70,5.5018252400672803e-71,4.2754852514473145e-96,4.5023839685796219e-47,2.2099762776979087e-55,2.0758298151490643e-46,6.6659994248494789e-58,1.620337884330585e-58,2.9226280865737556e-50,1.4235590444346864e-65,8.6898327033439415e-36,3.6187227564005196e-38,9.1598782688740888e-42,1.0054499910499997e-58,-1.0561852775937354e-79,9.7274511507193874e-72,5.3118223984863692e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.6087985773868634e-25,8.8265246838580986e-25,7.6088321629764769e-25
9.999999999999999e-09,0.0020651547761390042,1.3242871968478141e-33,3.6689383130199149e-32,2.2345366739106138e-28,6.4884878173249292e-39,1.11579064370344e-31,0.0,0.0,3.1314855736715782e-22,1.0599119867876782e-32,-3.6650384195071876e-39,3.9891843767828158e-40,-3.5144414146493352e-40,4.5035422984037545e-64,1.7362604245359769e-54,1.2088830204929155e-40,2.3193975584785621e-22,2.2356530369983177e-28,-2.5994486753266826e-66,-2.026716989048056e-40,4.037796512360689e-42,2.8353880874405801e-41,1.7807746210706408e-42,2.3577387509913789e-38,3.6590649889474005e-32,1.239619215717854e-51,1.2440152368600003e-47,1.5885864701042821e-26,8.0194334246195877e-34,5.118312041858929e-25,6.9040656461094072e-38,1.2198096292614873e-49,2.6687236922706813e-48,2.9602551776034211e-35,-2.2247986831425829e-67,3.1298108861523888e-50,8.1192704906967325e-23,7.7249159434796157e-34,3.848861728477806e-36,2.0475232603841786e-40,5.2450385301711923e-25,1.2475372621608736e-68,3.4700801744877646e-49,3.8942290678020689e-46,1.1510095701370389e-35,3.3334194679258538e-34,1.5129844068195865e-47,2.5456484748748721e-50,4.6275529612348968e-49,2.3874700201336122e-72,4.7453438235496897e-70,-8.4992868071911783e-70,-1.7649089359699056e-94,1.3126605124357722e-46,4.381690023408537e-55,7.3985538717511075e-46,2.4453279923156218e-57,1.0352464564777064e-57,1.1879181882511043e-49,3.0220774920994501e-65,1.6631635041331645e-35,4.8818954854505061e-38,2.7390395496529018e-41,3.5960604149862531e-58,2.1690146771741714e-81,1.3507472575638186e-70,1.899643617221871e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.070386291115554e-25,1.0522029096385577e-24,9.0704392312682569e-25
1.6777215e-08,0.0020651547761390042,2.0714040705466273e-33,8.4878320000750327e-32,5.1685183145692388e-28,1.6129522901453571e-38,3.5898366563541752e-31,0.0,0.0,5.2538255877559789e-22,2.689679897133933e-32,-1.056327900894743e-38,3.2922502385224998e-39,8.859358295350806e-40,3.7957934417032658e-63,3.0923108148934378e-54,1.0707771129564276e-39,3.3751309817978084e-22,5.1721099869869236e-28,-1.1653852775722556e-65,-4.6557041527752914e-40,5.6655187144499943e-41,6.3963859087477496e-40,1.8795032111657726e-42,7.5814013360509519e-38,8.4560948095816369e-32,5.0325212700341275e-51,2.8311818580843211e-47,3.3158324689405297e-26,1.6736427812207734e-33,6.3755818730559165e-25,1.8926569521727331e-37,4.2265383239743531e-49,8.6907606571512492e-48,8.9099005347997594e-35,-1.104156820047396e-66,1.1865835742482893e-49,1.8783581766893217e-22,2.4856375475375939e-33,8.9145386422688265e-36,5.998370784261594e-40,1.0946292796021409e-24,2.6040131581547516e-68,1.3997987505387493e-48,1.2700249112049617e-45,4.3730383325635002e-35,9.9232969473342999e-34,4.8543981477612997e-47,6.9182036445364495e-50,1.4915350662695855e-48,5.1882221031663427e-72,4.5621204688589075e-70,-4.6559647807539615e-69,-9.3676018496620816e-94,4.9398452513701451e-46,1.3515508386238889e-54,2.9784927225280798e-45,9.9263226473955462e-57,4.7078142236594051e-57,4.9548757668264856e-49,9.7451445535117624e-65,5.0033357608107962e-35,1.0194561710827255e-37,1.0406451212296435e-40,1.449167918970922e-57,4.5550308613839381e-79,6.6226171841839275e-70,7.6551340367871529e-71,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.521754851491682e-24,1.7653000831491427e-24,1.5217682856711016e-24
3.3554431e-08,0.0020651547761390042,2.9442316057649121e-33,2.5599245287530992e-31,1.5577929465801972e-27,4.6702000559122161e-38,2.2049342812923139e-30,0.0,0.0,1.0507810855779646e-21,1.0758889382691427e-31,-1.1567191549045517e-38,-1.2525051535078724e-40,3.5300454301478182e-40,-1.1189484610510493e-62,1.2803732660829264e-39,-3.0837977832086231e-39,4.8416100948216616e-22,1.5599989340412104e-27,-2.9742049273458934e-65,-4.7990863212757047e-42,6.6772201023610651e-41,-1.814502519602597e-41,1.9128220700314921e-42,4.6431577075775913e-37,2.5404990563988206e-31,6.3620134724517015e-50,7.5949659138786873e-47,8.2314352721129326e-26,4.1526939035760153e-33,7.3243638118379139e-25,7.0367151924841024e-37,2.7731015502821516e-48,5.5515162560688698e-47,4.5472124644201864e-34,-3.7643605699220999e-66,1.0594412923474481e-48,5.665363330237581e-22,1.5276868772548748e-32,2.691521203262513e-35,2.7265284622270499e-39,2.7160126268849093e-24,6.4649249717988402e-68,1.5572557855040804e-47,6.7773251125261583e-45,4.3130977936504431e-34,4.8219047096989934e-33,2.7044219204426534e-46,2.2997992164635498e-49,8.3939840511564853e-48,5.4162706822345371e-69,3.4988192822047054e-67,-2.8980554112586905e-69,-1.559538499835564e-86,4.5775032532640114e-45,5.8414382376388879e-54,3.2548100388840389e-44,1.1568587170793855e-55,1.0169432903299294e-55,6.6138762085725217e-48,5.4875589395589009e-64,2.5519784985659289e-34,2.5307045023424775e-37,1.0263811590866721e-39,1.545936367116521e-56,3.9152568532937307e-78,3.5551718326407841e-68,4.5921529291868656e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.04349005283855e-24,3.5305805264770423e-24,3.0435437890996781e-24
6.7108863e-08,0.0020651547761390042,3.4515173994863167e-33,6.7900940100717884e-31,4.1263598016550935e-27,1.2718714013502683e-37,1.1984226755792791e-29,0.0,0.0,2.1015827196142979e-21,4.3036042920081855e-31,2.4576906889494959e-38,9.6769457056281707e-39,3.0412488713076153e-39,9.9702419502429489e-63,-2.8726335843031847e-39,2.7268847796551688e-39,5.9854351072567949e-22,4.1383487153552387e-27,1.0158150726642274e-64,2.1917738197957121e-40,2.8233715508613154e-40,3.9470732691214917e-40,1.2236452769120002e-42,2.508953993749209e-36,6.6851693997325955e-31,6.7915722854014381e-49,1.7744935506283167e-46,1.853629687799218e-25,9.341903116796812e-33,7.6657668715533729e-25,2.0870745479942376e-36,1.4856419582969678e-47,3.9182431443476567e-46,2.1000741899141857e-33,7.7094264015786705e-66,7.1461755774463949e-48,1.5028502361811974e-21,8.3139433939395673e-32,7.1433761808946083e-35,1.0300264328613375e-38,6.1098739483835296e-24,1.4558434122288629e-67,1.3693994736374255e-46,2.793723933564996e-44,3.6952347188469964e-33,2.0303369062724694e-32,1.3073160234575838e-45,6.0226245187679867e-49,4.0854418580581398e-47,8.611364230790579e-68,2.5872328122703954e-66,1.9608552578167345e-68,9.7601419711803273e-87,3.5455376039293618e-44,1.8370538286413656e-53,2.7626813001755824e-43,1.088257022338847e-54,1.6012226968409119e-54,7.2169322771697664e-47,2.6716106949041086e-63,1.1782635587797459e-33,5.694267752991461e-37,8.7934923681808255e-39,1.1951019385866507e-55,1.7592398138068353e-77,1.5609331460464665e-66,7.2756316596639673e-69,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.0869013120451449e-24,7.0610822693285721e-24,6.0871162534270216e-24
9.999999999999998e-08,0.0020651547761390042,3.5849638275895328e-33,1.1319230276126498e-30,6.8653820146923561e-27,2.1173445126798193e-37,3.4552930789135929e-29,0.0,0.0,3.1316132917453529e-21,1.0631459487622637e-30,6.620672852851827e-39,7.9777397577444969e-39,6.5057415225497922e-40,9.8095664024997556e-63,-2.6959617452391416e-39,2.6446099490583563e-39,6.2571302361179913e-22,6.8999439415296135e-27,3.8827997635529442e-65,7.3827282537051134e-41,1.2678814390792277e-40,7.1247978854953825e-41,1.4534910094212228e-42,7.1645792429459053e-36,1.1019694788893197e-30,3.4829484974217297e-48,2.7844124770436279e-46,2.8758320627324875e-25,1.4473588503509424e-32,7.6990456863823413e-25,3.5869972994026286e-36,4.1658700080292757e-47,1.9158477917012857e-45,5.5208154701045785e-33,-8.9249945264243718e-65,2.2153530074967998e-47,2.5056070963046762e-21,2.4022129306890379e-31,1.1911643576977175e-34,2.1191593736287394e-38,9.4659969149582889e-24,2.258577636400021e-67,5.5976979449002737e-46,5.9419229974372158e-44,1.5416669134131327e-32,4.6809174307897846e-32,3.5038605858459557e-45,9.8020620903136997e-49,1.0984785503499083e-46,1.5925975658213684e-67,2.4930776279148008e-66,8.2955189353322842e-69,1.3625536359998068e-85,1.311495522118187e-43,3.1938192500982316e-53,1.0640459704591711e-42,4.7411146852875231e-54,1.0162491362739727e-53,3.7295507391691093e-46,7.1841184127961462e-63,3.0971526460682159e-33,8.822697057733407e-37,3.6686806146677198e-38,4.0209654704924127e-55,8.1113098828154246e-78,3.0028704644485758e-65,7.2454780112947232e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.0700352906515574e-24,1.0521678056474637e-23,9.0705662563804751e-24
1.34217727e-07,0.0020651547761390042,3.723792517092149e-33,1.6031039062112209e-30,9.7148765254064424e-27,2.9969178794903135e-37,5.8031892716074953e-29,0.0,0.0,4.2031878292517426e-21,1.7214534483755094e-30,-1.2059785478946298e-38,6.2100001614678514e-39,-1.8365230521482895e-39,9.6424103680868419e-63,-2.5121642450894389e-39,2.5590167483023904e-39,6.5397835766395507e-22,9.7729218970724121e-27,-2.6456533599793319e-65,-7.7385186102966019e-41,-3.5034586623280934e-41,-2.6525737416519584e-40,1.6926070523575195e-42,1.2007978660585973e-35,1.5529043506174283e-30,6.3998243781057519e-48,3.8350642108591015e-46,3.939262670321952e-25,1.9812248873092324e-32,7.7336667273241966e-25,5.1474160598967174e-36,6.9541990251588043e-47,3.5013393266000809e-45,9.0795246525565423e-33,-1.9011995501041485e-64,3.776617244693638e-47,3.5488078980003557e-21,4.0363869552434256e-31,1.6872228309032933e-34,3.2522200408196052e-38,1.2957481549517605e-23,3.093688339208669e-67,9.9965353205796151e-46,9.2170975865441626e-44,2.7610861231248691e-32,7.4384031564869662e-32,5.7889978305432091e-45,1.3733934771902493e-48,1.816239865013136e-46,2.3535605478388172e-67,2.395124906064097e-66,-3.4738004631532764e-69,2.6785248535648281e-85,2.3070333765138478e-43,4.605306751866597e-53,1.8835970574550602e-42,8.5413021424932738e-54,1.9069059535903829e-53,6.8587234151325025e-46,1.1878627975546228e-62,5.0934358068515028e-33,1.2077304518961027e-36,6.5705133971523399e-38,6.9608038492631819e-55,-1.7521767330820861e-78,5.9644659648776968e-65,1.4026278285444327e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.2173487265704237e-23,1.4121849187740613e-23,1.2174347001911122e-23
2.68435455e-07,0.0020651547761390042,4.0483686976307964e-33,3.4933742805709669e-30,2.105002820762226e-26,6.4677683761121886e-37,2.5758248191081905e-28,0.0,0.0,8.4063985644077925e-21,6.8858395981787466e-30,-2.3315060226443426e-38,-1.7641085816392241e-38,7.336937771585141e-40,-8.1134592446200877e-63,1.2623295968196409e-40,-2.1693545347923884e-39,6.6931893830817579e-22,2.1307611177384716e-26,-7.6062643874691907e-65,-2.6850042065038961e-41,-5.8247666677372594e-41,-4.1074745255646118e-42,2.0118836009950457e-42,5.208316585437243e-35,3.2757497127965852e-30,5.5910163803696627e-47,7.9872978310878472e-46,8.1406663529965041e-25,4.0774600325766865e-32,7.7416660007651827e-25,1.1164605848044809e-35,3.0155726937807176e-46,3.5143373166663006e-44,3.7807655991170714e-32,-6.4334707348390958e-65,1.7206275666881629e-46,7.7362527824280788e-21,1.8009885265372311e-30,3.6784704010069557e-34,8.8116411415337212e-38,2.6665904427247538e-23,6.3932949213417903e-67,6.4812164336650754e-45,2.5503025037537447e-43,1.7923654211427423e-31,2.357983268178139e-31,2.4455890872555653e-44,2.9312113971496751e-48,7.68939131618414e-46,4.5694582187969314e-67,1.7397040702178986e-66,-2.1704820836882537e-68,-4.7707401341435805e-86,1.29126687056719e-42,1.0208747806612412e-52,1.0768702966838305e-41,5.6852260879229943e-53,1.8727566508778027e-52,6.0079824179883857e-45,5.0293690842044379e-62,2.1207920085001857e-32,2.4855708211322834e-36,4.2652637298104883e-37,3.3514544421903676e-54,2.8342470504423096e-76,2.0982870564067534e-63,2.6691286333784786e-66,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.4345712987556007e-23,2.8242436818804873e-23,2.4349151697794392e-23
5.36870911e-07,0.0020651547761390042,4.6398031949013969e-33,7.2823334646481451e-30,4.3385005299639072e-26,1.4772095533198355e-36,1.0801470204987037e-27,0.0,0.0,1.6812820636524209e-20,2.7543413089585013e-29,9.0401508110318127e-38,-1.267960804917192e-40,2.0656661677401206e-39,2.5299308240384837e-63,1.6841994082533385e-40,6.757796880811672e-40,6.7172738366183844e-22,4.4464861619489514e-26,-1.2358376666280926e-65,-1.2066279692590842e-42,-5.4435256382331213e-41,2.0770415299644284e-43,1.8658225714365705e-42,2.0892608921769925e-34,6.4101603043420441e-30,4.6856497249855288e-46,1.6396636730152846e-45,1.6649398121552768e-24,8.2712102265663969e-32,7.7440294188948881e-25,2.2127263289894241e-35,1.2566077303800709e-45,3.2654562561455639e-43,1.54350620904535e-31,1.753050869374971e-63,7.2685342746440745e-46,1.6139418025652175e-20,7.6313069459490704e-30,7.6744261673402038e-34,2.1635710143387203e-37,5.4087285337602979e-23,1.3075621772261947e-66,4.0799203689567344e-44,6.3229977067361548e-43,1.0082255310545555e-30,6.4459468674479753e-31,1.0108693028113053e-43,6.0866943687611514e-48,3.182474647085601e-45,-1.7710167023655459e-66,-8.9504719703442723e-66,-1.094357145907939e-68,1.4972985485465394e-85,6.5220194970353114e-42,2.1338182887568033e-52,5.472962765771249e-41,3.2386899964269857e-52,1.646008481552595e-51,5.0357562271143527e-44,2.0816150640598854e-61,8.6578888398802997e-32,5.0416745425534809e-36,2.3992581845939275e-36,1.4532356091704837e-53,2.3207742801545294e-75,7.060935439694012e-62,4.6330220095619883e-65,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.8686380277702241e-23,5.647982776506018e-23,4.8700133242132242e-23
9.999999999999997e-07,0.0020651547761390042,5.5763866100330488e-33,1.3806086439417052e-29,8.0555855605100809e-26,3.2225756825183218e-36,3.9088023049956404e-27,0.0,0.0,3.131634105395159e-20,9.8824090173205359e-29,4.3696954174495902e-37,-2.8417141888207612e-39,3.9545854188545512e-39,-4.2614397591243157e-64,2.6375899199759965e-40,-1.1461654367026706e-40,6.721348794936709e-22,8.4462564585794828e-26,-1.0678018161958344e-65,-2.2937707019493692e-43,-5.0907102263785196e-41,4.6023047212300395e-43,1.8133947708190078e-42,6.989233436941583e-34,1.0893479834364397e-29,3.3783463451382349e-45,3.1265173150976052e-45,3.169350431266769e-24,1.5510374198580908e-31,7.7474708901753076e-25,3.7809593881490925e-35,4.6000332628520569e-45,2.2342107770865679e-42,5.5935251856996491e-31,1.9373895846247389e-62,2.6363680470721193e-45,3.0641075024813246e-20,2.8167654457492895e-29,1.4570398662183266e-33,4.7535389859835897e-37,1.0140826755171858e-22,2.4890523074356886e-66,2.414305732706398e-43,1.3951999515510889e-42,4.4456953362376153e-30,1.4249701740373326e-30,3.7221152885989372e-43,1.166597999036152e-47,1.1729934535249441e-44,-7.6930914701016881e-66,-1.3119252689697648e-65,-4.2534407367828819e-69,3.4317304644256694e-86,2.8224614158420709e-41,4.0233121362930658e-52,2.3586044014222038e-40,1.4371669369414084e-51,1.1932965854379155e-50,3.6279504461134493e-43,7.6725138199701934e-61,3.1374857424265857e-31,9.4527339397679569e-36,1.0579348299616651e-35,5.3237045408520564e-53,1.6869681417435005e-74,2.0154310653723724e-60,6.7149021788994769e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.0668044034036847e-23,1.0518446993584718e-22,9.071737583612279e-23
1.0737418230000002e-06,0.0020651547761390042,5.7255142940066509e-33,1.4844832328171052e-29,8.6474391773717225e-26,3.5004819579532268e-36,4.3591955155965599e-27,0.0,0.0,3.3625667030016165e-20,1.101737704193117e-28,4.9215190709567853e-37,-3.2739975745095754e-39,4.255348969202333e-39,-8.9682558466955816e-64,2.7893937173084763e-40,-2.4046754376083067e-40,6.7219976310003028e-22,9.0831206941895856e-26,-1.0410462738761205e-65,-7.3774097855232065e-44,-5.0345331209653588e-41,5.0043902643359816e-43,1.8050469436467448e-42,7.7694325578413119e-34,1.1607337294601264e-29,3.8416568735552783e-45,3.3632618874113095e-45,3.4088905168040021e-24,1.6663031548273479e-31,7.7480188591369812e-25,4.0306616146298427e-35,5.1323908704503816e-45,2.5379591472156537e-42,6.2383902775640996e-31,2.2179578456684699e-62,2.9404108991397102e-45,3.2950104297726943e-20,3.1437558549530539e-29,1.566841127941187e-33,5.1659271608509783e-37,1.089429605293378e-22,2.6771753127219234e-66,2.7337614372884769e-43,1.5166728873720884e-42,4.9930271622064554e-30,1.5492256190617873e-30,4.1538139798323302e-43,1.2554342873511151e-47,1.3090905567178254e-44,-8.636035024474641e-66,-1.3783027644097828e-65,-3.188203317480001e-69,1.5940717960897268e-86,3.1680214189108129e-41,4.3241671768724945e-52,2.6470103044700872e-40,1.6144320264995101e-51,1.357090872562801e-50,4.1254296601927212e-43,8.5627258067824949e-61,3.4991971348298235e-31,1.0155085765722639e-35,1.1881824805008562e-35,5.9399807404389571e-53,1.9186234103160994e-74,2.3250956962142248e-60,7.7103144516109846e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.7352582948769464e-23,1.129394764503193e-22,9.7407579798487439e-23
2.1474836470000003e-06,0.0020651547761390042,7.6275233875677392e-33,2.9900874723868534e-29,1.6673320582117199e-25,8.9017714849178578e-36,1.7004008769945727e-26,0.0,0.0,6.7251368806553832e-20,4.4069537106736629e-28,2.0848906469622914e-36,1.1873339811523554e-39,8.5184151647828073e-39,1.7329761409501317e-64,5.0985259928167511e-42,4.6246936397590294e-41,6.7280417864905012e-22,1.8372310289856305e-25,-1.8493197735894078e-66,-8.2796643083463443e-45,-4.9608711914621539e-41,3.9379432650818066e-44,1.7943723700155583e-42,2.6334012432112663e-33,1.8967880521216216e-29,3.1141772972266463e-44,6.9773089594980146e-45,7.0655417328887235e-24,3.3463912742056742e-31,7.7559768815835023e-25,6.6053277740253277e-35,2.0757188567975375e-44,1.6138542235684701e-41,2.5088682750160815e-30,1.8352032561197433e-61,1.1484507281522393e-44,6.6571861889266394e-20,1.2763301883619394e-28,3.1656564783177489e-33,1.2806641486788173e-36,2.1870564016365701e-22,5.5489307674902083e-66,2.0829246066814523e-42,3.769438748090894e-42,2.2532712759580103e-29,3.4095712651437544e-30,1.7188112342988073e-42,2.6115994074398758e-47,5.4239773317148415e-44,-3.6773912773224871e-65,-2.8259507706683035e-65,-5.7144259342188344e-70,1.0281530131635072e-85,1.5765783688168076e-40,8.5753120803395993e-52,1.2995184628578589e-39,7.3138392454481758e-51,1.0676400151372257e-49,3.3406886911405995e-42,3.5478367725147187e-60,1.4072424641841696e-30,2.0386692928942572e-35,5.3620707282735957e-35,2.3210474090893404e-52,1.5096963478666746e-73,7.5946546605981204e-59,1.2579919205543068e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.946244982706422e-22,2.2579827342437615e-22,1.9484436567474411e-22
4.294967295e-06,0.0020651547761390042,1.0843069848404152e-32,5.9739883756974168e-29,3.0668660292665691e-25,2.4242061377636529e-35,6.352137527194443e-26,0.0,0.0,1.3450280833084157e-19,1.7627824732531984e-27,8.4877261401592915e-36,1.0635901003625171e-38,1.7181960835977595e-38,2.0164028124065536e-64,-3.8997265041009648e-43,5.2680328236660278e-41,6.739995201296834e-22,3.7013449203497227e-25,-8.4907305101668416e-68,5.4268085485491072e-45,-4.9373023298811105e-41,4.5775882189787282e-45,1.7948253365985137e-42,7.9307824742859545e-33,2.7060893969608285e-29,2.5107661505041606e-43,1.4872329981215176e-44,1.5053371291425802e-23,6.7134614397286764e-31,7.7718894794669397e-25,9.4361648437571027e-35,8.3580985394197449e-44,8.6130463752135902e-41,1.0066671049930652e-29,1.3946588794693559e-60,4.2969236022096524e-44,1.33815566331941e-19,5.1435584773326385e-28,6.3632961796377863e-33,3.4610272780867966e-36,4.3843598935646693e-22,1.1822182442579952e-65,1.8591787610130684e-41,1.0207050623307279e-41,9.6089345000135218e-29,7.1494035128491922e-30,7.2701866009528168e-42,5.5742961571403517e-47,2.299297767672617e-43,-1.4003784425678563e-64,-5.1856838168539133e-65,-7.3749880604463042e-71,-4.3981533801967299e-85,8.4548149963664233e-40,1.6632445291031187e-51,6.8125932210626149e-39,3.1288036679759756e-50,7.9816095046326868e-49,2.689811527145482e-41,1.5039821683016445e-59,5.6464135596072252e-30,4.0869015546253618e-35,2.2866198706496639e-34,8.6098929062293848e-52,1.1293601957282982e-72,2.4852812815410794e-57,2.0331887178947272e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.8892666939264051e-22,4.5127412496912082e-22,3.8980518016213128e-22
