Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100)
1e-12,0.0020651547761390042,6.0905338107310565e-38,4.4519092596257948e-40,2.7124265075373563e-36,1.6794080151719278e-44,1.1143094801853051e-43,0.0,0.0,3.1322214212463001e-26,9.67143686462994e-41,4.1508196635637936e-47,3.1162508024532074e-51,1.2679412279500172e-53,2.8648281539269986e-73,4.8844899808795558e-62,6.3876260108534411e-47,3.1321228837045763e-26,2.7124266184136844e-36,2.3268632693369556e-100,5.087665849919182e-103,1.1027263670378617e-64,1.2784544978555538e-62,1.6661498684884835e-44,2.3600530579397382e-50,4.4515410140309578e-40,7.7003828014704355e-68,8.5561949286984868e-59,2.8362953535313439e-34,1.4322742674912496e-41,1.0524108826951468e-28,1.5143154735932241e-49,1.2044448541340235e-66,1.3772238927191277e-63,1.9615599752620351e-48,3.4742973523434883e-87,3.7169297010283403e-65,9.8508925200796174e-31,7.7107686036316615e-46,1.1298668091268959e-45,3.3359904159843391e-52,9.3676958280912758e-33,2.2274880021496921e-76,8.8629545094215147e-69,1.3978010700670213e-61,1.3335935001319798e-51,5.1122193915142769e-46,8.1131672910842003e-63,3.0420994183825969e-65,2.3903778497538651e-64,1.0901724488144066e-108,9.8563438144561038e-104,4.0927520164204684e-144,2.3765270841489913e-121,1.619522250288736e-62,2.15984349408005e-70,1.9187592442917771e-65,5.8945088846940738e-77,1.8871741299520436e-81,8.2351078765445361e-71,7.0469208113855801e-82,2.4532520791123817e-47,4.1775740526760639e-47,3.1735316988935318e-57,9.710413523533289e-78,1.2245718729538971e-97,4.0425316910217138e-100,6.9053888406810672e-89,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.0730164241595368e-29,1.052507394305156e-28,9.0730164289904595e-29
1.023e-12,0.0020651547761390042,6.2306099434454682e-38,4.6071812926304213e-40,2.8070321236497664e-36,1.71805545892871e-44,1.1599095670352621e-43,0.0,0.0,3.2042419369818292e-26,1.0008764548064352e-40,4.295460066394393e-47,3.2437257115052309e-51,1.3198279128804009e-53,2.982008490138648e-73,5.0548508911090119e-62,6.6102038082808126e-47,3.204139962589353e-26,2.8070322390673366e-36,2.4291414023282393e-100,5.3196668978869334e-103,1.1482975135258584e-64,1.3307691763489749e-62,1.7043352246935699e-44,2.4566318136165084e-50,4.6068044896357598e-40,8.0389638519079239e-68,8.9063252330301134e-59,2.9352204512037844e-34,1.4822295272513959e-41,1.076608272099619e-28,1.5762842966078366e-49,1.2592066931582115e-66,1.4377795413389692e-63,2.0476758265335692e-48,3.6323719510267818e-87,3.8700521788460721e-65,1.0194477778549606e-30,8.0263108522200038e-46,1.1760248217002825e-45,3.4725061826682827e-52,9.6944249253351363e-33,2.3051789478061958e-76,9.2662186736894241e-69,1.4592617647776868e-61,1.3922313073073713e-51,5.3214222716026309e-46,8.4698980355109495e-63,3.1758581445345243e-65,2.4954812486532432e-64,1.1406806051850289e-108,1.0312839112081653e-103,4.2845189882701979e-144,2.4862575759783797e-121,1.6907322706664546e-62,2.2548143701864345e-70,2.006062763541728e-65,6.162708986788674e-77,1.9744893937440275e-81,8.6159830547016782e-71,7.3673094988334973e-82,2.5536443893606445e-47,4.3479448346199342e-47,3.3130711761077603e-57,1.0152254372118276e-77,1.2802806102158498e-97,4.2318784337814146e-100,7.2194817493466512e-89,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.2816361962239023e-29,1.0767081498683708e-28,9.2816362012233215e-29
2.047e-12,0.0020651547761390042,1.2471469480899706e-37,1.8437158488907436e-39,1.1233716755499605e-35,3.4429066664180259e-44,9.2847319790809019e-43,0.0,0.0,6.4107205946496283e-26,4.0056078397556601e-40,1.7098482695344925e-46,2.5831174624259794e-50,1.0563833827487989e-52,2.3720506441831824e-72,2.0227246954702817e-61,2.6307840607413813e-46,6.4103124940453468e-26,1.123371768206519e-35,3.8493985051290173e-99,1.9251201395364219e-101,1.0411700196217401e-63,1.0645296921101491e-61,3.3882295737178491e-44,1.966460548020175e-49,1.8436385814099543e-39,1.2866671509221757e-66,7.1268594312778445e-58,1.1746112237319071e-33,5.9315592150313437e-41,2.1537681862208397e-28,1.2616531269203789e-48,3.8657336258959167e-65,2.3011572391179118e-62,3.1411825722190276e-47,1.1583214513245127e-85,3.3768089012097361e-64,4.0798208023226736e-30,6.4248239692076324e-45,9.20482318703634e-45,2.7794806272541647e-51,3.8794973670708918e-32,9.2248235177561647e-76,2.966511878471165e-67,2.3358462769441537e-60,2.2288686040497759e-50,4.2594202549341358e-45,1.3556016830587676e-61,5.0824730228985729e-64,3.9940269173198383e-63,8.5585078499526369e-107,7.4171675188648072e-102,1.2377968001905496e-141,1.4839989627366432e-119,2.7067362434936008e-61,3.610131657931146e-69,6.4223901837929922e-64,1.972997920482619e-75,1.26499275982433e-79,5.2919863610141006e-69,2.2579441625236373e-80,2.0440169588871192e-46,3.330015369393663e-46,5.3040039314215941e-56,3.2520409517383108e-76,4.055005317544436e-96,1.040150054181707e-97,2.2656131798025801e-87,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.8569751260015962e-28,2.1541678752624013e-28,1.8569751280024139e-28
4.095e-12,0.0020651547761390042,2.4970884321478015e-37,7.3762456071731753e-39,4.494418630108087e-35,6.9094353770299093e-44,7.4296791670849461e-42,0.0,0.0,1.2823678086140979e-25,1.6026630265244612e-39,6.7683780884858921e-46,2.0459062717638231e-49,8.4516262321276961e-52,1.8745484404993984e-71,8.0908010882092405e-61,1.0410151237030961e-45,1.2822045345062278e-25,4.4944193726072583e-35,6.033874825924894e-98,7.5738649305832333e-100,1.0281942498028469e-62,8.507041437338087e-61,6.6925028323557791e-44,1.5735689475121679e-48,7.3760810476927885e-39,2.0581166581090197e-65,5.6991198387074833e-57,4.6989289137462326e-33,2.3728679771906979e-40,4.3074884030716697e-28,1.0093947087973746e-47,1.1429545833146964e-63,3.680490329213923e-61,4.638353916118154e-46,3.6741869719802309e-84,3.148528160535256e-63,1.6322669083010395e-29,5.1411698840682297e-44,7.0520857709831043e-44,2.2238992074953635e-50,1.5519587229710463e-31,3.6903095318715975e-75,9.4916582740326516e-66,3.7369534373275664e-59,3.566825937136491e-49,3.4080522310019049e-44,2.1681600450008608e-60,8.1274530165557815e-63,6.3881593687782999e-62,7.2257194767213148e-105,5.7834424716506238e-100,3.880884235551959e-139,9.0251236329793725e-118,4.3315099036270309e-60,5.7758681561587117e-68,2.054981313565644e-62,6.3131109731680616e-74,8.0972587879165985e-78,3.1312609308913785e-67,6.6557465368378782e-79,1.6354710422681806e-45,2.4519305438937214e-45,8.4879201756812141e-55,1.0408062948498196e-74,1.2695500606745327e-94,2.4626353356891165e-95,6.9674126544362109e-86,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.7145981365566557e-28,4.3090873238471095e-28,3.7145981445620241e-28
8.191e-12,0.0020651547761390042,5.0040415310683713e-37,2.9505329360041622e-38,1.7978063299122985e-34,1.391001357890613e-43,5.9440451658002911e-41,0.0,0.0,2.564959377335455e-25,6.4114915058888517e-39,2.6511768358160332e-45,1.6039916459244529e-48,6.7590931409409226e-51,1.4631182820584245e-70,3.2349706826529612e-60,4.07474291245504e-45,2.5643062667081889e-25,1.7978069243462151e-34,9.2638303263097442e-97,3.3200965929403332e-98,1.1340767845793463e-61,6.7878560200624121e-60,1.3056394199859245e-43,1.2589182160597407e-47,2.9504940429073322e-38,3.2900785918521633e-64,4.5534236743038056e-56,1.8792200409586917e-32,9.4896957465673852e-40,8.6125317259624999e-28,8.0726075165052826e-47,3.1723640671116084e-62,5.8815416066073619e-60,6.4242835560251949e-45,1.1544456811545852e-82,3.2330970890286589e-62,6.5292098924677075e-29,4.1131453942088467e-43,5.1975767008075084e-43,1.7788063810681955e-49,6.206673197460042e-31,1.4758477425245496e-74,3.0350771664087589e-64,5.9749048668558928e-58,5.7061499224785083e-48,2.7260161812350914e-43,3.4647871463597481e-59,1.2983148462906336e-61,1.0208736476964282e-60,7.2327286522270649e-103,5.0221185426146295e-98,1.3542117519782878e-136,5.4673745765821423e-116,6.929347783267436e-59,9.2338155534118692e-67,6.5714248272077729e-61,2.0188604784163135e-72,5.1789397537750871e-76,1.7401501631534216e-65,1.8381400810795478e-77,1.3081883404036572e-44,1.6898483411044923e-44,1.3578836171436249e-53,3.3284132517470899e-73,3.8888448013157986e-93,5.4762703585280661e-93,2.0634222661803105e-84,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.4298441488533657e-28,8.6189262122031174e-28,7.4298441808790318e-28
1e-11,0.0020651547761390042,6.1174689793939746e-37,4.904777762096603e-38,2.9885660391100496e-34,1.7061839669513587e-43,1.513086981905966e-40,0.0,0.0,3.1314165068091476e-25,1.0659318967982593e-38,4.313500344591387e-45,3.9735182736556821e-48,1.7196613011461637e-50,3.6026058707157968e-70,5.3751176521544896e-60,6.624702913827111e-45,3.1303308145269755e-25,2.9885675525876844e-34,3.7403072431159425e-96,3.8517468534148731e-97,3.9829404167900753e-61,1.7215270322069877e-59,1.5666336343895696e-43,3.2046373915972823e-47,4.9047215038732176e-38,1.4168954806521007e-63,1.156948296483617e-55,3.1232112336290893e-32,1.5771607523896964e-39,1.0511740776681186e-27,2.0538786991149628e-46,2.0171118657496345e-61,2.5307327295656476e-59,2.2871541915514974e-44,8.7683020484243914e-82,1.075208703965793e-61,1.0853771062614685e-28,1.0470223373496897e-42,1.1973902257796397e-42,4.526618554441688e-49,1.0315316338126359e-30,2.4528177372074082e-74,2.3775517093031856e-63,2.5731100759707573e-57,2.4596678675178163e-47,6.9372220728687823e-43,1.4908408270551829e-58,5.5830738593584637e-61,4.3928336254743084e-60,2.0252722405556994e-101,1.1201018310519836e-96,1.176867654213301e-134,7.5286788974376166e-115,2.9868414109445055e-58,3.975488534148178e-66,5.1481178169335042e-60,1.5816683835048532e-71,7.7099987671583591e-75,2.0808084968961168e-64,1.1612561143496588e-76,3.329160217271488e-44,3.6481706805009466e-44,5.8532333469769757e-53,2.6071692593676366e-72,2.8273206632780863e-92,2.4925120887529726e-91,1.4216941661265612e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.0706839936672902e-28,1.0522368232991474e-27,9.0706840469110285e-28
1.6383e-11,0.0020651547761390042,1.0046162955437274e-36,1.1800269594572028e-37,7.1901244823434634e-34,2.8182959590103639e-43,4.7546293678514902e-40,0.0,0.0,5.1301427961571712e-25,2.5647645496752272e-38,1.0178956926411771e-44,1.2334318972831153e-47,5.4025075882403415e-50,1.1151721005265268e-69,1.2926559391418312e-59,1.5622157136468304e-44,5.1275307530163678e-25,7.1901292386381503e-34,1.3669150933290374e-95,1.6271029611885471e-96,1.4035066765270497e-60,5.4008076010137091e-59,2.4875435683522365e-43,1.0070046732369046e-46,1.1800152064041952e-37,5.2554729753028035e-63,3.6325429040827362e-55,7.5125953037314349e-32,3.793713702897971e-39,1.721304059466756e-27,6.4525311914673558e-46,8.0150693312236915e-61,9.3850605379238788e-59,8.090517934427293e-44,3.5633556438851774e-81,3.7282608241905926e-61,2.6112850083647367e-28,3.2900974474544773e-42,3.5883955342517259e-42,1.422218798652737e-48,2.4812535335845042e-30,5.900025850010437e-74,9.6957511593659356e-63,9.5440220927796096e-57,9.1251319376384267e-47,2.1796330534061612e-42,5.528686799178897e-58,2.0701712212267218e-60,1.6290689091563967e-59,8.9161775150694488e-101,4.8951422738544779e-96,5.2816254766095001e-134,3.2164241202640433e-114,1.1080819319180636e-57,1.47447526832499e-65,2.0994384018304334e-59,6.450187260529917e-71,3.3087115895924055e-74,8.8088697387684694e-64,4.6101300580427448e-76,1.0460096364340227e-43,1.0558049891317729e-43,2.1714934466670875e-52,1.0632064341707853e-71,1.1431266576503147e-91,1.1094034656760365e-90,5.7100255259291836e-83,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.486033613819315e-27,1.7238603953661499e-27,1.4860336266304193e-27
3.2767e-11,0.0020651547761390042,2.0242746043613412e-36,4.7181914568677763e-37,2.8748875304493171e-33,5.7829400851014331e-43,3.8022978406296325e-39,0.0,0.0,1.0260510756815399e-24,1.0259395002880643e-37,3.7668841766185316e-44,9.1523719599338145e-47,4.3139022854661645e-49,8.1306578157372925e-69,5.1594857249267078e-59,5.7645457703220515e-44,1.0250066802246191e-24,2.8748913345092586e-33,1.8737852300770947e-94,8.7097972927767731e-95,1.9101095591431515e-59,4.2736671729148225e-58,4.5363072321048302e-43,8.0530380457686653e-46,4.718139401212115e-37,8.3861804913765581e-62,2.8895025043685e-54,3.0013217530850286e-31,1.5156081288001612e-38,3.4375832363475546e-27,5.1525667772669382e-45,1.8014208911700482e-59,1.4933514263495554e-57,9.0562952833707075e-43,1.0644164816992167e-79,4.8070112139716169e-60,1.0440925747545641e-27,2.631106872364818e-41,2.2476877159822063e-41,1.1363250848286135e-47,9.9127353881298709e-30,2.3570916855598578e-73,3.0919554132473221e-61,1.5218118524630419e-55,1.4583381643456813e-45,1.7416224043938562e-41,8.7972327763883144e-57,3.2892174792576168e-59,2.5924329070925403e-58,1.3595268289980664e-98,5.2621731373749499e-94,2.250421487177837e-131,1.7710151801290752e-112,1.770753176127095e-56,2.3493987952328711e-64,6.6955641667741271e-58,2.0573167984991998e-69,2.1096675242803195e-72,3.9695292539002843e-62,1.0263132921099473e-74,8.358478217815002e-43,5.8454458225220606e-43,3.4703846350135294e-51,3.3894479528147053e-70,3.1183091609096001e-90,2.0009875086987012e-88,1.410920959250065e-81,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.9721319975858183e-27,3.447795929556373e-27,2.97213204883191e-27
6.5535e-11,0.0020651547761390042,4.108113498757619e-36,1.885659921690567e-36,1.1489699693847962e-32,1.216282075842179e-42,3.0394179125638603e-38,0.0,0.0,2.0521251150270054e-24,4.1038261236974804e-37,1.3086991607199367e-43,6.385642787338093e-46,3.4380185018221105e-48,5.4801658045960648e-68,2.0548285913441561e-58,1.9910747627861104e-43,2.0479511082655255e-24,1.1489730103074129e-32,2.2690586468176658e-93,4.8951564869115059e-93,2.7668190334463189e-58,3.3456891608349125e-57,7.6700910604566764e-43,6.4372686831354688e-45,1.8856279834805082e-36,1.3359435890193269e-60,2.2853844993075948e-53,1.1975073895836567e-30,6.0471702293351939e-38,6.8549190123701665e-27,4.1067528278229498e-44,3.5999694312597152e-58,2.3631486565074292e-56,9.0183687583856925e-42,3.0038613675168101e-78,6.7571969831814296e-59,4.1727982599974105e-27,2.1032132069822132e-40,1.2481649216065635e-40,9.0669626087917378e-47,3.9551119201206704e-29,9.404638834483029e-73,9.8267772991491546e-60,2.4181378047448207e-54,2.3278310632718811e-44,1.3898953476883625e-40,1.3921097464472258e-55,5.1897544603985997e-58,4.1031981938731505e-57,2.4800078180791095e-96,6.0375933300047636e-92,1.0062939041165975e-128,8.6169675057859183e-111,2.8260860846180768e-55,3.7277613542768813e-63,2.1280672374926387e-56,6.540166418693595e-68,1.3399994611875854e-70,1.5910337087001512e-60,2.026871776867521e-73,6.6710952114924968e-42,2.8750562351608002e-42,5.5395033554710079e-50,1.076373524890409e-68,7.5063090254883272e-89,3.210351367178023e-86,2.9466886451517825e-80,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,5.9443287087130098e-27,6.8956669415310013e-27,5.9443289137007233e-27
9.999999999999999e-11,0.0020651547761390042,6.3918085204859326e-36,4.8537579080747e-36,2.9574864711766181e-32,1.9862554071361689e-42,1.4207620005496458e-37,0.0,0.0,3.1313387478481884e-24,1.0578435610187586e-36,2.7929496875493774e-43,2.4333880727539488e-45,1.598459960762896e-47,1.9704131267869583e-67,5.2592548862765166e-58,4.2103086829921014e-43,3.1205947028559197e-24,2.9575006858822473e-32,1.3847324033036349e-92,1.4755484129273184e-91,2.3033966945314946e-57,1.5078819418223919e-56,9.7110033337804683e-43,3.0090419022996057e-44,4.8536214903376292e-36,1.1791316637762789e-59,1.0483588675979748e-52,3.0741109939350065e-30,1.552361703236261e-37,1.0417493808927534e-26,1.9096687272364669e-43,3.6068890199474102e-57,2.0574692591795121e-55,4.7295501186102989e-41,4.2222022051295143e-77,5.6006990627087807e-58,1.0740942579743344e-26,9.8313952826526982e-40,3.8300629558934058e-40,4.2246190774990963e-46,1.0153119473042038e-28,2.4142568043045103e-72,1.678050375256919e-58,2.1215031608229421e-53,2.0598023862462401e-43,6.4778594223102861e-40,1.2120272703622471e-54,4.4935271947710913e-57,3.5737621710900263e-56,2.7001857359363206e-94,3.7857064383997851e-90,2.3744480480551022e-126,1.8364891072181771e-109,2.4999703978694218e-54,3.2615794970490356e-62,3.6339154341501886e-55,1.1172531805851581e-66,4.5060281776962759e-69,3.1206441331126707e-59,1.9996697438136036e-72,3.1097230053672684e-41,8.1455563197648212e-42,4.9016796837319961e-49,1.8350657292281838e-67,8.2663023667191376e-88,2.474646549647745e-84,2.7505945196652908e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.0704504055192217e-27,1.0522097316886619e-26,9.0704509339159729e-27
1.31071e-10,0.0020651547761390042,8.4506127572513591e-36,7.5295673534523707e-36,4.5879062079290836e-32,2.6804042937351993e-42,2.4276014238182048e-37,0.0,0.0,4.1042749667771598e-24,1.6415446820248056e-36,4.1310360975049145e-43,4.0514635146225049e-45,2.7295634615275114e-47,3.2527367330813782e-67,8.1481198045949104e-58,6.2109997357911845e-43,4.0876078793398353e-24,4.5879304960602739e-32,2.4285399872734621e-92,2.7616586890339905e-91,4.1305272698098075e-57,2.5656509545232014e-56,1.1550933269786373e-42,5.1414284805958734e-44,7.5293367449889477e-36,2.1217078889250042e-59,1.7874460632265274e-52,4.7659128390184482e-30,2.4066854479536991e-37,1.3629237940766617e-26,3.2610462207120387e-43,6.5340378294329448e-57,3.6992823495997184e-55,8.180322733325532e-41,7.7578107082650919e-77,1.0040682635347156e-57,1.6662277619894973e-26,1.6798531370659597e-39,6.1577041519858633e-40,7.2158037528276211e-46,1.5740767599454915e-28,3.7429154389751402e-72,3.1022611756337979e-58,3.816086904818503e-53,3.7069028083081836e-43,1.1064777506238266e-39,2.1791961409335287e-54,8.0766781416687598e-57,6.4256791102966119e-56,5.1121082013975746e-94,7.1441786311737294e-90,4.5059962773361714e-126,3.4144428306086678e-109,4.4989736811621541e-54,5.8659029918680388e-62,6.7181245953533575e-55,2.0655218144458624e-66,8.4475134289176627e-69,5.7905420882451701e-59,3.6196913690022711e-72,5.3117959364027569e-41,1.2897034866949838e-41,8.82125892578779e-49,3.3923826331498993e-67,1.5041855190257094e-87,4.6766559699526704e-84,4.9646686827631925e-79,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.1888721905344142e-26,1.3791408739857009e-26,1.188872272530167e-26
2.62143e-10,0.0020651547761390042,1.7809426941925934e-35,3.0013858840717059e-35,1.8287921131153942e-31,6.4205332415003593e-42,1.9357903867594205e-36,0.0,0.0,8.2085816383581656e-24,6.5662119816679088e-36,1.1560870943910143e-42,2.2699689020631096e-44,2.1508630470693266e-46,1.6097024433691088e-66,3.2034008432782171e-57,1.6968582381872215e-42,8.1421444938752937e-24,1.8288114806472023e-31,4.4345103048245072e-91,1.488094921228024e-89,6.1767711012878623e-56,1.8930842969408233e-55,1.5032142958967642e-42,4.0997288732726472e-43,3.0012089438288815e-35,3.3516368382896005e-58,1.367993458229338e-51,1.8873187596461463e-29,9.5305284119649462e-37,2.6940691498264007e-26,2.5705185844873798e-42,1.1060011299010569e-55,5.6706986129270047e-54,6.9610852275197748e-40,1.7798011369657137e-75,1.5373521745585627e-56,6.6418096298087786e-26,1.3395359013364881e-38,2.7708449299752796e-39,5.7129626402852979e-45,6.2333790717825171e-28,1.4822080810864957e-71,9.6651679263608923e-57,5.9413522339044001e-52,5.8753018147664427e-42,8.765861154199777e-39,3.3404599641472399e-53,1.2237885111576773e-55,9.8575868455223476e-55,1.1190247399763119e-91,8.4440213123869195e-88,1.9155609048399191e-123,1.0058086795522664e-107,7.1263851330523306e-53,9.0812860709141128e-61,2.0928348584124036e-53,6.4397760345667724e-65,5.2477772855622824e-67,1.9643459415463898e-57,5.969249576130112e-71,4.2097919488421712e-40,5.4425583604842014e-41,1.3981364296077846e-47,1.0534593216168898e-65,2.4153103899584513e-86,6.3492656369838662e-82,6.630050935453308e-78,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.3777507396113474e-26,2.7582891434016066e-26,2.3777510675956773e-26
5.24287e-10,0.0020651547761390042,3.9028813947780864e-35,1.1922754226547565e-34,7.2646531719629872e-31,1.7581223307420304e-41,1.5386501858164624e-35,0.0,0.0,1.6417221894771229e-23,2.626495151503487e-35,2.8810578299250283e-42,1.1127151991350291e-43,1.6700811669838431e-45,6.3527436736732008e-66,1.2384345345917344e-56,4.0297089090821965e-42,1.6153306686025228e-23,7.2648071133513822e-31,3.4669503012026419e-89,7.2172932208792456e-88,8.9848931428924799e-55,1.3052870655799843e-54,1.7046898463901116e-42,3.2584981548646934e-42,1.1921369963927767e-34,5.2541586230548607e-57,1.0050429951230211e-50,7.401052060130639e-29,3.7373360612659754e-36,5.264750758701311e-26,1.9972117575320281e-41,1.7748919322619604e-54,8.3563527093675371e-53,5.6736572208079558e-39,3.5853021640130695e-74,2.3808535330888095e-55,2.6384050325676802e-25,1.0647315371270003e-37,1.1739973419121977e-38,4.4774204314433268e-44,2.4443797409639288e-27,5.8124252281179498e-71,2.9349322716646578e-55,9.0106706437872219e-51,9.2267192757923758e-41,6.8787717006711379e-38,4.9222068292467694e-52,1.7625182221619755e-54,1.4547396593244674e-53,2.4513203147808153e-89,9.6325208435853123e-86,7.2368662071622e-121,2.0678554370068894e-106,1.1177918714401638e-51,1.3623619515679689e-59,6.3534960845715411e-52,1.9581559481936985e-63,3.1696134811049157e-65,6.3152810115167977e-56,9.150470355412715e-70,3.3060678141250406e-39,2.2049784906222838e-40,2.1956680270933688e-46,3.1799181728987218e-64,3.1452296003633973e-85,8.1687345920785413e-80,7.1463129466656838e-77,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.7555074767680951e-26,5.5165853212362849e-26,4.7555087887079206e-26
9.999999999999999e-10,0.0020651547761390042,8.534718018592066e-35,4.37875027923567e-34,2.6679652100358097e-30,5.3878362060406122e-41,1.1169036522859014e-34,0.0,0.0,3.1313541416527441e-23,9.7759945787800509e-35,6.2843395479268763e-42,4.483287055113467e-43,1.1592809693136597e-44,1.8332416478770751e-65,4.3213714595881452e-56,8.0408126266267087e-42,3.0344291995535779e-23,2.6680769559924405e-30,3.5827682767040016e-87,2.6749287129944189e-86,1.1200178436143192e-53,7.4494801356065552e-54,1.766994648819724e-42,2.3651316653265836e-41,4.3777525404311471e-34,7.4792981407700412e-56,6.3204617928703255e-50,2.652833607328674e-28,1.3395927069050713e-35,9.6194037954462525e-26,1.3879969484907448e-40,2.4657291771349659e-53,1.0490308266437596e-51,4.1011011157140019e-38,5.8677759847610786e-73,3.3548921059801353e-54,9.6898158684354866e-25,7.7290162982069719e-37,4.4529189320495269e-38,3.1636285916391011e-43,8.7615154714807195e-27,2.0834060968575588e-70,7.731331663192837e-54,1.1883444479801582e-49,1.3001512401141582e-39,4.8724921501656312e-37,6.1779585985608805e-51,2.1167628139746486e-53,1.8310532501488717e-52,4.5918317210227633e-87,9.2153862866859257e-84,2.0328319787864246e-118,2.7056396820920658e-105,1.5713277504029018e-50,1.7608929773433971e-58,1.6727651358145245e-50,5.171635954203008e-62,1.6521588314076732e-63,1.7519085637465099e-54,1.1742598903065582e-68,2.3453805723186892e-38,8.0312456578852972e-40,3.0939496721603289e-45,8.2949645580895239e-63,3.2120850878825975e-84,9.0462182481286236e-78,5.9288939302049862e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.0704238862266637e-26,1.0522067064798213e-25,9.070428769338013e-26
1.0485750000000002e-09,0.0020651547761390042,9.0076743262854984e-35,4.7041208622519406e-34,2.8662115419516497e-30,5.7584658745437426e-41,1.2152394169847524e-34,0.0,0.0,3.2834602898490965e-23,1.0506029147269794e-34,6.6318482547562903e-42,4.8274557616742587e-43,1.2606018367606021e-44,1.9555659498212343e-65,4.6361697962568964e-56,8.4503859682838125e-42,3.1793331881789636e-23,2.8663331263813705e-30,3.9450642365202963e-87,2.9406958079690418e-86,1.2252082733679856e-53,8.0768629869823693e-54,1.773356585067038e-42,2.5733625016837657e-41,4.7030353791420193e-34,8.1893582645766601e-56,6.8632185981301716e-50,2.8481420855369772e-28,1.4382164691741593e-35,1.0064056918778781e-25,1.5093316516851635e-40,2.6993811000766752e-53,1.1476145821342459e-51,4.4619304324359209e-38,6.4303244398129219e-73,3.6731488868774566e-54,1.0409834622079556e-24,8.4095056526485411e-37,4.7877292404516979e-38,3.4409474563603392e-43,9.4065574781314849e-27,2.2367918475292317e-70,8.4908084948749304e-54,1.3004853781111762e-49,1.4234881419863574e-39,5.2997827069893614e-37,6.7585286465772913e-51,2.3149081693142494e-53,2.0031675580000625e-52,5.0582000923007764e-87,1.0146532570003809e-83,2.2396652639679067e-118,2.9607973922500014e-105,1.7203620871990392e-50,1.9267864954829363e-58,1.8370834448561326e-50,5.6797164017776215e-62,1.8176240919474979e-63,1.9243472205262133e-54,1.2848198985394627e-68,2.5511088935822845e-38,8.6261651317062836e-40,3.3874525780796181e-45,9.1094923319454951e-63,3.5079548252245094e-84,9.9615854728518259e-78,6.4613216913157406e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.5110195070935554e-26,1.1033176232917483e-25,9.5110247548568199e-26
