Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016)
9.999999999999998e-08,0.001941293117635974,2.160959098937201e-27,2.9096450960535115e-28,7.513496900205922e-25,1.8921210580607337e-28,3.6092019368725538e-25,0.0,0.0,1.3915564101102029e-19,6.9208646655918484e-25,1.0407614498051601e-35,-3.2495106370440487e-38,3.5124206547416554e-37,2.6071506440538936e-59,4.0587251234600327e-38,8.3358270360288403e-38,2.408744662099574e-20,6.7010814114891264e-25,-6.2062841382758114e-62,5.1392934698184603e-39,-1.3953319660512317e-38,-8.610824163764822e-39,3.8644695234184113e-39,7.1965634270352425e-32,2.8080696918001463e-28,4.125321599750573e-43,3.4557729637788697e-42,7.2536695488668664e-23,3.814310518778921e-27,1.8976953731569055e-22,3.9543340775329459e-33,1.9948704856326083e-42,1.8360182698367892e-40,1.9306799095303812e-29,1.5819086251614671e-52,1.1295095263367625e-43,1.0118881811622307e-19,1.9439711427601929e-24,6.9758542541345233e-32,9.5202998952185766e-31,2.2872144950693609e-21,2.5647152286842475e-61,6.0119340528991344e-36,9.8367914126492079e-36,3.7409683391649158e-29,4.6522454007991144e-29,4.5018135695997248e-41,4.4375369898944071e-47,1.4258683327953265e-42,1.2160522570164294e-57,1.0937095029424967e-56,5.5041124743662476e-65,-9.5686188785240473e-82,1.0461684442638952e-34,2.7753296541912189e-34,1.606721491678042e-34,2.6732528040309706e-49,2.9976910016531311e-36,1.7793666274643009e-41,7.1668378191006693e-58,8.8537131642862464e-25,2.6967862439398462e-33,3.1241306839500245e-34,4.3075336360691202e-38,2.5928425763843875e-58,4.7078076866581073e-58,4.5641007321383015e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.2207186279459146e-22,4.5344972737322124e-22,5.3352218135815348e-22,1.9451559638057143e-21,1.8404459555282807e-21,2.0929182585759317e-21,2.151020413783167e-25,1.4373163417324508e-22,1.1058483503423887e-25,5.8257147297039437e-21,6.3862364266285282e-24,3.2578524655693266e-24,1.2297393314655478e-22,9.2528177797381461e-24,6.14706287215236e-23,5.0040474930834177e-21,2.4491858913845135e-21,1.6752478052311594e-24,5.0800062194253154e-23,1.1963086002407254e-27,2.4093541037291537e-26,2.6533458557530864e-23,8.0061776096904081e-33,4.1800364637495549e-25,1.2276427760349532e-22
1.34217727e-07,0.001941293117635974,2.1727289736457104e-27,4.0924204353425045e-28,1.1272649711858043e-24,2.5937596507123372e-28,6.2326088354698286e-25,0.0,0.0,1.867733227618295e-19,1.120638241077117e-24,1.5686736382037947e-35,1.4960957859417502e-36,6.3634068757994534e-37,4.1818892995744612e-59,3.8028789237653899e-37,1.3378053565942807e-37,2.5104779770981327e-20,9.4739329057573308e-25,-8.4695433606689786e-61,-1.0993309414947679e-38,-3.5342803987488603e-39,1.2980875637380481e-38,3.8668113301489688e-39,1.2050410264352553e-31,3.9515894996366137e-28,7.2166600710472819e-43,4.7588643659112399e-42,9.936108090278053e-23,5.2232239611229582e-27,1.9068066410182551e-22,5.6401561001518337e-33,3.3296794663862795e-42,3.4430733622602989e-40,3.1778197562729362e-29,2.6972325840642702e-52,1.9835554669259028e-43,1.430368426111098e-19,3.2626491781375556e-24,9.8614120934572301e-32,1.622065395133487e-30,3.1316359998773188e-21,3.5131588630525205e-61,1.1222941988025995e-35,1.6898678012383969e-35,6.5860829606082463e-29,7.15195387068271e-29,7.4371155168588656e-41,6.1111067689964347e-47,2.3557437883052541e-42,2.3695713197559061e-57,2.0504714430959312e-56,1.843359575617235e-64,-1.9101071121990991e-81,1.9456473775687226e-34,4.757852601620207e-34,3.0017031043805013e-34,4.7194118666201156e-49,5.0425881451627325e-36,3.2718663234212231e-41,1.1840839550112767e-57,1.4563238248183257e-24,3.6925261747682218e-33,5.5001221769517387e-34,6.1083580507184234e-38,4.3623651257086432e-58,9.4055637691101679e-58,8.3926573389630227e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.3745640295869118e-22,4.7002108731196561e-22,5.6317833946373399e-22,2.7375849187003827e-21,2.6231061641839599e-21,2.9465212753827655e-21,3.055236679567362e-25,1.4462618202271388e-22,1.5713610865397762e-25,7.8668764430538824e-21,1.0744015180898458e-23,5.4781690967823142e-24,1.2364023853142372e-22,1.5061692759413257e-23,6.179280610819879e-23,6.7593233035608898e-21,3.293869796612619e-21,2.2716261163185984e-24,8.2845454621717325e-23,2.0219458363901526e-27,4.4614427341445482e-26,2.7534386121994793e-23,1.3056586886960407e-32,7.5840957174340853e-25,1.7290318835925405e-22
2.68435455e-07,0.001941293117635974,2.1756231431568632e-27,8.6395349279899262e-28,4.1368352952452486e-24,5.3495762307720786e-28,4.399561855915955e-24,0.0,0.0,3.735504609366466e-19,4.4826285321657726e-24,4.6721922068655355e-35,2.9461904705308971e-36,1.1964491098394301e-36,3.8268271595728166e-59,-4.4914114652521939e-38,1.1904626999641321e-37,2.565236771424276e-20,2.0595907189803502e-24,-1.3131885348932646e-59,-3.8591489523573438e-39,1.022722653772379e-38,4.2638734456708119e-39,3.873939278803605e-39,5.2825487774384285e-31,8.4629492128016198e-28,5.2756894357750282e-42,9.8863216675262412e-42,2.0487353743032923e-22,1.0757522134083373e-26,1.9095286168607537e-22,1.2324787363310331e-32,1.4508358915516933e-41,3.4937003174304343e-39,1.3327160644668633e-28,1.2554203314660566e-51,1.4456630597530855e-42,3.1062063042295973e-19,1.4495222813847603e-23,2.14170969608251e-31,7.5376016223949316e-30,6.4445029244308561e-21,7.2438177057858336e-61,1.0858005603631096e-34,8.0556952339609042e-35,3.656803852635782e-28,1.9214370795989943e-28,3.1347901709405665e-40,1.2696422337482934e-46,9.9372118457305812e-42,4.6607854229603805e-56,2.0369424726561585e-55,-8.526163935828337e-63,3.7129252504714879e-80,1.8340767886322331e-33,2.2523776905968999e-33,2.9007353051162787e-33,2.6477968245512866e-48,2.2543940871834539e-35,2.8767903731828389e-40,4.9949939780798419e-57,6.0649795725228722e-24,7.5990566373774688e-33,3.0538416366929371e-33,1.3328028403132524e-37,1.9515808262756493e-57,5.5349810227143036e-56,7.3804435355073541e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0009999999999999998,4.4510470266817818e-22,4.7842973158126019e-22,5.8134394088447984e-22,5.8785561166751525e-21,5.7912176217421793e-21,6.3410012655476252e-21,6.7246998676898322e-25,1.4806139565777289e-22,3.4659235134759977e-25,1.5864589135888565e-20,4.7819391510446965e-23,2.4229947717353864e-23,1.2620919631855596e-22,6.1010818792593532e-23,6.2991366253934205e-23,1.3656611313411792e-20,6.4883087376399678e-21,4.5730603657695057e-24,3.2959194264339528e-22,9.0726291791388585e-27,4.0579009394618972e-25,2.8472738621678838e-23,5.1944260410643947e-32,6.0704789802340651e-24,3.7606798657837605e-22
5.36870911e-07,0.001941293117635974,2.1765824824486552e-27,1.7057786087613219e-27,1.7667173151782531e-23,1.0863639739729145e-27,3.6654441922698605e-23,0.0,0.0,7.4709874013061446e-19,1.7930550410543085e-23,1.7857160184280772e-34,5.3745207079900087e-36,2.5191497764215441e-36,3.1365410854617687e-59,-2.0993704995111433e-38,1.0835777580519266e-37,2.57701533168735e-20,4.2977620536448144e-24,8.794792906463057e-60,6.7638994837624485e-40,1.3271190027058094e-38,1.7551877189175784e-40,3.8734727019823798e-39,2.277956285235333e-30,1.8157693935168607e-27,4.6293378804436593e-41,2.0178312044011647e-41,4.1663346795109073e-22,2.1836879965416357e-26,1.9113851634014769e-22,2.6678730924849619e-32,6.1230923161885973e-41,2.9522683082621276e-38,5.514125392567899e-28,5.4296139548395763e-51,1.1797981025950896e-41,6.4674152292435198e-19,6.126965212270766e-23,4.4594267929835868e-31,3.2560802473896941e-29,1.3060406713290481e-20,1.4731120620786285e-60,9.6746587278673552e-34,3.5256849298770187e-34,1.7783726937392949e-27,4.5267217103640895e-28,1.2888640808827538e-39,2.591494278515766e-46,4.0919239891246438e-41,8.5819621880332505e-55,1.8416611639177325e-54,5.5875074888156088e-63,-7.5870109439309425e-80,1.599875232061559e-32,9.817584378009367e-33,2.5527041825939486e-32,1.2960270070053976e-47,9.558172494411933e-35,2.4376028224897124e-39,2.0568650507839669e-56,2.4744527110148156e-23,1.5400526622547487e-32,1.4851387587779938e-32,2.7810697716347147e-37,8.2831257533433424e-57,3.5084349528221306e-54,6.2542016236997776e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999937,4.466182950443269e-22,4.8044744660945152e-22,5.8469629058277892e-22,1.2095226482475487e-20,1.2160418743132558e-20,1.3103607773723264e-20,1.4299906058361145e-24,1.5491341482151003e-22,7.3946510380032856e-25,3.1825041172889721e-20,2.010000990532713e-22,1.0056202739356416e-22,1.3135975248292044e-22,2.4536262460722623e-22,6.5236530422883418e-23,2.7499879727237195e-20,1.2437791637964399e-20,9.0308125825459299e-24,1.2572346351526175e-21,3.7918649503825486e-26,3.4248253131494805e-24,3.0411200687132279e-23,1.9814235446524802e-31,4.6596455531263286e-23,8.0921208761586643e-22
9.999999999999997e-07,0.001941293117635974,2.1785459704556402e-27,2.9516644389840495e-27,6.4928538055972985e-23,2.0386948474570173e-27,2.6487320442960954e-22,0.0,0.0,1.3915572260125877e-18,6.4332874398081602e-23,6.357627129989785e-34,9.6336710602241774e-36,4.8215310016692748e-36,3.3331229152876158e-59,-1.4495076505060813e-38,1.0733383732171168e-37,2.5849323166653372e-20,8.1866468174621869e-24,3.00525871380129e-59,6.1947807830335143e-40,1.2350645952716846e-38,-1.7136149563277419e-40,3.873527141978932e-39,9.922196456792046e-30,4.2158433987988128e-27,3.987337734913381e-40,3.806318303925722e-41,7.8446613244026551e-22,4.0987038272195565e-26,1.9144085087339052e-22,6.2165994274707432e-32,2.2993968368789595e-40,1.8287681382108283e-37,2.0485729278541991e-27,2.0233771041595144e-50,8.4255529794808885e-41,1.2266902597002912e-18,2.2585571393775703e-22,8.4584563429339297e-31,1.211286893528109e-28,2.4439763966968903e-20,2.7736765975699394e-60,7.2928088919330839e-33,1.321374112249178e-33,7.0639948358864387e-27,9.0901860814314003e-28,4.6960668101603324e-39,4.8886316229932109e-46,1.4953060822290002e-40,1.3027183603066898e-53,1.4067933963020409e-53,1.8498622881060786e-62,-2.6315931995421327e-81,1.1749498382499865e-31,3.6676419882147021e-32,1.8695997150623423e-31,5.1906824259802082e-47,3.5284735704435061e-34,1.7963337644207305e-38,7.5164376720460624e-56,8.9521099021300765e-23,2.8819058293626826e-32,5.8992046891793695e-32,5.2799628857443231e-37,3.0684321518284127e-56,1.9792798799222473e-52,4.6090655428286006e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999872,4.4760033089057139e-22,4.8218408393349851e-22,5.8549156373757141e-22,2.2556974088061172e-20,2.3154130117562933e-20,2.4632644988614533e-20,2.8105583799568652e-24,1.6670353038019072e-22,1.4588561311171026e-24,5.92454175370463e-20,7.3064861512131375e-22,3.5688717103758418e-22,1.4030603490002467e-22,8.8109712262070164e-22,6.866692756181671e-23,5.1552137579378229e-20,2.1399653489300201e-20,1.6262122173047528e-23,4.0647173542364099e-21,1.3501457301728908e-25,2.4094848308336608e-23,3.6489026247931332e-23,6.4060649118890484e-31,2.9750955587799544e-22,1.7264954532357087e-21
1.0737418230000002e-06,0.001941293117635974,2.1788586072312448e-27,3.1500408626478479e-27,7.2453738455344246e-23,2.1903299236763401e-27,3.0121138311409241e-22,0.0,0.0,1.4941712589582851e-18,7.1721293833505454e-23,7.0855906027409404e-34,1.0311835137723619e-35,5.1881281185926356e-36,3.3644236969580885e-59,-1.3460331067474893e-38,1.0717080050928693e-37,2.5861929002019941e-20,8.8058552816509251e-24,3.3437363730168142e-59,6.1041627426384246e-40,1.2204072136029268e-38,-2.2659357648785271e-40,3.8735358101984098e-39,1.113935214640244e-29,4.5979956684101995e-27,4.5485116672001485e-40,4.0910905245946859e-41,8.4303436294581969e-22,4.4036226107340384e-26,1.9148899015068214e-22,6.7816460969317545e-32,2.568023702535815e-40,2.0729465634885928e-37,2.2869585939693375e-27,2.2590965952225627e-50,9.5792597673365379e-41,1.3190327147785237e-18,2.5206196296616241e-22,9.0952026330038457e-31,1.3523092907999187e-28,2.6251644430505335e-20,2.9807592491549667e-60,8.2999629153163542e-33,1.4756323832017625e-33,7.9055990920403812e-27,9.8168046202164987e-28,5.2385793548377103e-39,5.2543937819388064e-46,1.6682427534407855e-40,1.4964793084080522e-53,1.6014664725814603e-53,2.0554397844458791e-62,9.0298243827500946e-81,1.336557418437274e-31,4.095302340538684e-32,2.1266416243183558e-31,5.810809723905201e-47,3.9381052942309641e-34,2.0435425915838291e-38,8.3857392284696931e-56,9.9835161803954048e-23,3.0955626716796276e-32,6.6020352309896921e-32,5.6778496479740024e-37,3.4251156451182555e-56,2.2888448070341963e-52,5.2433622853952272e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999872,4.4775669574709504e-22,4.8246060036316514e-22,5.8561819126672094e-22,2.4222747969523796e-20,2.4904606037865872e-20,2.6468358274291845e-20,3.0303795634168335e-24,1.6858081391803772e-22,1.5734013131498859e-24,6.3611432517459316e-20,8.1498200736932798e-22,3.9770059395139953e-22,1.4173050852990308e-22,9.8232207683104681e-22,6.9213133241069411e-23,5.5381863207523679e-20,2.2826607757749665e-20,1.7413528907252847e-23,4.511739358821048e-21,1.5047469110490809e-25,2.7386036906332511e-23,3.7456769253876101e-23,7.1105793297714446e-31,3.3746124510162372e-22,1.8725500829166856e-21
2.1474836470000003e-06,0.001941293117635974,2.1870232544854425e-27,5.327545845657908e-27,2.5926687859067365e-22,4.4065354140831906e-27,2.1945809680241715e-21,0.0,0.0,2.9882200769421461e-18,2.868754507725288e-22,2.8514080758829867e-33,2.1798705709479846e-35,1.0615563331188921e-35,3.4280942892832565e-59,4.3617373213232665e-40,1.0912111062963054e-37,2.6034817668448978e-20,1.7959320311533552e-23,6.2052489600444842e-60,5.4080310751642766e-41,1.0008847887497294e-38,5.128300907650153e-40,3.8769333703311362e-39,7.4850525167172155e-29,1.6529196432638199e-26,4.5350916734037964e-39,8.2990620249567824e-41,1.7073359014925238e-21,8.8596318910697143e-26,1.9218510124924719e-22,2.4428101554737308e-31,1.0937156726811202e-39,1.2208146290780947e-36,9.66236968705482e-27,9.2156654292682176e-50,6.9934087277570284e-40,2.663257063000356e-18,1.0225102378188446e-21,1.8364285554708598e-30,5.4976643264893095e-28,5.2472756550660398e-20,6.036713673066955e-60,7.0692352315401739e-32,6.0374766463062165e-33,3.3317432364703176e-26,2.0356927104058158e-27,2.1219458995917265e-38,1.0659558437354233e-45,6.7985614025039782e-40,2.6226129680701163e-52,1.4042716798643017e-52,4.145544875194514e-63,7.3168300303246744e-81,1.0902993436964331e-30,1.6684887639924938e-31,1.7081589498390727e-30,2.5037733096519122e-46,1.5987192793018946e-33,1.7313759514747684e-37,3.417441220561572e-55,4.0000866147204075e-22,6.1875547389631308e-32,2.7823526012111643e-31,1.1469869138382413e-36,1.4078902840382194e-55,1.5287680921913954e-50,4.442487417605495e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999742,4.4980236791385569e-22,4.8625838452603118e-22,5.8694362440796585e-22,4.7312025034916025e-20,5.0393508707298882e-20,5.2564737181457548e-20,6.5536794443269388e-24,1.9576251989885804e-22,3.4041601061869035e-24,1.2667946181872915e-19,3.2086124776877406e-21,1.4928246241196233e-21,1.6274694770062527e-22,3.9175688742278416e-21,7.5615483270868808e-23,1.1193087327176954e-19,3.904803261992877e-20,3.2359891140943235e-23,1.4664523412153782e-20,5.657844713514941e-25,2.0757423114211602e-22,6.0816050082987634e-23,2.3111542768351068e-30,2.2282590865143275e-21,5.3066079104695611e-21
4.294967295e-06,0.001941293117635974,2.2217408473298386e-27,8.0080102807658342e-27,7.7385482900210401e-22,8.9093080772026676e-27,1.3497167741413074e-20,0.0,0.0,5.9759323813876873e-18,1.1474189512406904e-21,1.1639942413680634e-32,3.6607851043308679e-35,2.1852970737185506e-35,2.6281133968349234e-59,-3.3020617837746492e-38,1.0415075609972623e-37,2.6380309328681463e-20,3.6938482791581402e-23,2.3883403842785347e-58,3.3121114279378533e-39,-5.1296967571616517e-38,-1.5542990123671334e-39,3.8858398843270712e-39,6.6934848791925891e-28,7.7118124542379611e-26,4.3471761917301276e-38,1.6966578518577781e-40,3.4815747799819396e-21,1.7835424959644964e-25,1.9356038005539682e-22,1.1412485737473673e-30,4.8485576442312928e-39,6.1813638701958665e-36,4.2458303531190642e-26,3.7218830345572168e-49,4.3454942507606926e-39,5.3502638924140364e-18,4.1179745574675369e-21,3.6892509022196589e-30,2.2053248663044098e-27,1.0427737063980779e-19,1.2309978443726121e-59,6.1199625584337716e-31,2.4412723692077508e-32,1.3613892933829874e-25,4.1184154173074095e-27,8.6208735727846308e-38,2.1794790032641185e-45,2.7954701025234152e-39,4.8872023920482662e-51,1.3131545609956387e-51,-7.589375907060306e-63,1.5882365355333576e-79,8.7652360646113352e-30,6.700097900234469e-31,1.325916367763738e-29,1.0847575003163861e-45,6.4410360520613049e-33,1.5165452436452265e-36,1.4052055210083039e-54,1.5929439569598248e-21,1.2296351920547939e-31,1.136889210212958e-30,2.3047695402549247e-36,5.876374520693929e-55,1.0587772646231549e-48,3.8912995039173453e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999482,4.5351782098762497e-22,4.9350077963950884e-22,5.8957096826710568e-22,8.9293776587776192e-20,1.0137137402571641e-19,1.0234873601081895e-19,1.476118618664596e-23,2.4944984658222825e-22,7.5313294696048693e-24,2.5094468533768646e-19,1.2191862420747903e-20,5.1966285459583928e-21,2.0584246783482297e-22,1.5546677071328025e-20,8.4632353126190038e-23,2.2816326216811119e-19,6.039852787607305e-20,5.6740214133668785e-23,4.0882213187683594e-20,1.9711903643522946e-24,1.4631238272601651e-21,1.251625863974291e-22,6.4431075761942494e-30,1.2770708821839474e-20,1.9301883695866479e-20
8.589934591e-06,0.001941293117635974,2.3739231172869543e-27,1.057816530939098e-26,1.8649783095991361e-21,1.853170496008383e-26,6.7975290471265474e-20,0.0,0.0,1.1949812210270863e-17,4.5890017535510631e-21,4.8962898041085912e-32,7.7495919431204338e-35,4.6542999743034379e-35,-3.0173975359326077e-39,8.1006265015909396e-40,1.0082424389741855e-37,2.7070691518249933e-20,7.8617039016628951e-23,5.424505718533773e-58,1.4740342542348216e-40,-5.0982096917680485e-39,-2.2372225457565533e-40,3.9087284035337888e-39,6.4165552329168101e-27,3.7276316538138717e-25,4.0090795790755703e-37,3.5294397662204994e-40,7.2085068641313084e-21,3.6035977888576e-25,1.9624482846124688e-22,5.5208166501701913e-30,2.3063074026151278e-38,2.795697450452757e-35,1.9918074076061474e-25,1.4952861913779915e-48,2.2338396176736198e-38,1.0718544710760786e-17,1.6520120082437072e-20,7.3909425224359789e-30,8.7420192767843733e-27,2.0539741634259479e-19,2.5487482304656228e-59,5.4798086031319776e-30,9.7978070824033532e-32,5.4477741531323134e-25,8.1838092729382024e-27,3.5371478273151686e-37,4.534780946684543e-45,1.1743428840515052e-38,1.0242988681118688e-49,1.3847526086575872e-50,1.5001219461972417e-62,-1.8655668735053327e-68,6.9612934619871476e-29,2.6573639352114771e-30,9.827143168497847e-29,4.8977674784139841e-45,2.58452870026348e-32,1.4104029968958447e-35,5.9031037410083995e-54,6.2915411126787873e-21,2.42204220262485e-31,4.5493069186664187e-30,4.6178646132707632e-36,2.5449873596352915e-54,7.7765960183438685e-47,3.6189703816079647e-48,0.88168480800000004,0.0,0.0094599999999999997,0.10884999999999999,0.0009999999999999894,4.5973318938906827e-22,5.0671463105242558e-22,5.9482502274396041e-22,1.5952472136785419e-19,2.0332723294093863e-19,1.9316566518327666e-19,3.4974852239104936e-23,3.5393748343453245e-22,1.6686213636570274e-23,4.924622661927299e-19,4.3888241965651437e-20,1.6090103842319422e-20,2.9609878535759702e-22,6.1189380906224729e-20,9.586588452499435e-23,4.7292906966163027e-19,8.3362462238177552e-20,9.1569529992283437e-23,9.2581048134831859e-20,6.1058573673545005e-24,9.2413748680269604e-21,2.6550088438335762e-22,1.4590933471313428e-29,6.0519153464030089e-20,7.7459721060037261e-20
9.999999999999997e-06,0.001941293117635974,2.4797902899931966e-27,1.0943482169154613e-26,2.1517671075203362e-21,2.2549038146511016e-26,1.0261565819978709e-19,0.0,0.0,1.3910056847588362e-17,6.8480084765167991e-21,7.7872859443356682e-32,8.8731873077429137e-35,5.6882307611084436e-35,-2.3005510826822879e-39,8.4281084201779868e-39,1.0040086987667568e-37,2.7296708000041589e-20,9.6085055465752112e-23,1.7816276901923883e-57,-2.0448930147214359e-40,-3.5385564857049124e-37,-1.4874244564207148e-39,3.9141403029058555e-39,1.5024564862113154e-26,5.9073023222098124e-25,9.3848834986493154e-37,4.1922827922893965e-40,8.5435578072714154e-21,4.2167138447313555e-25,1.9708478407071572e-22,8.7507306832452395e-30,3.9190570282548399e-38,4.2566814365385901e-35,3.3417409977475855e-25,2.232942654855362e-48,3.4303314736486976e-38,1.2477167215008182e-17,2.466080090831023e-20,8.6035985678813657e-30,1.2905419411747591e-26,2.3703802692907885e-19,3.0207887004785645e-59,1.2925718058753363e-29,1.4585875337524202e-31,8.059712474459142e-25,9.4558770982969609e-27,5.3811409571563099e-37,5.3870774191935071e-45,1.8239606149053646e-38,4.8139470353304899e-49,3.8473964043319852e-50,6.9275484023818878e-62,-4.4801896815304432e-69,1.4754723908450546e-28,3.923388590569917e-30,1.9322069792341002e-28,7.8647883240326895e-45,3.8584025637826715e-32,3.5211409649232725e-35,9.1685589055840096e-54,9.2805608991609753e-21,2.7951481048287071e-31,6.7303438650227891e-30,5.3756232340501474e-36,4.0113025313663722e-54,1.0831537661162459e-45,9.0349645137136249e-48,0.88168480800000004,0.0,0.0094599999999999979,0.10884999999999999,0.00099999999999998744,4.6122137944196145e-22,5.1035470465793699e-22,5.9654990764088463e-22,1.7634135303569112e-19,2.3680006157495219e-19,2.1818256180868799e-19,4.3337392024979563e-23,3.8637199593113284e-22,1.9702461181645292e-23,5.6742048452980986e-19,6.0533787291481309e-20,2.0348718917663803e-20,3.2824915931919449e-22,9.0068825765856824e-20,9.8169999861153578e-23,5.609811472274407e-19,8.7001660617077226e-20,9.854804611606666e-23,1.0475806882323146e-19,7.7224496234398321e-24,1.5913778152366879e-20,3.0543520496098842e-22,1.6510053014284013e-29,8.8755811280367825e-20,1.1249002600032773e-19
1.7179869183e-05,0.001941293117635974,3.0188521278010975e-27,1.2803627979913424e-26,3.6120582678320675e-21,4.3004774851326393e-26,2.7899989339507852e-19,0.0,0.0,2.3891366915039953e-17,1.8350576124009204e-20,2.2507861289921202e-31,1.459438838190855e-34,1.0952871497739858e-34,1.3495375768820381e-39,4.7218204049594482e-38,9.8245104573156729e-38,2.8447554451637615e-20,1.8502991730740363e-22,8.0913559818400521e-57,-1.9962811782415604e-39,-2.1296830476151819e-36,-7.9220312750868178e-39,3.9416969887694913e-39,5.8855427366190216e-26,1.700590112565374e-24,3.6757776025224478e-36,7.5673930429646951e-40,1.5341463112376858e-20,7.3386208478202424e-25,2.0136172849969103e-22,2.5197031742613219e-29,1.2130967811342053e-37,1.1695821374020885e-34,1.0215426800611708e-24,5.9889931727657338e-48,9.5227119757123152e-38,2.1431843673407989e-17,6.6112086087894318e-20,1.4778285014836116e-29,3.4104909970643e-26,3.9814788994054797e-19,5.4243572173307957e-59,5.0839318022699747e-29,3.8966094504394678e-31,2.1359361796749044e-24,1.5933080580975403e-26,1.4770513508320111e-36,9.7268599134584481e-45,5.1317293869907651e-38,2.4110341313608594e-48,1.6386857470757449e-49,3.4563296153541105e-61,6.7699501105176364e-68,5.4437855439277703e-28,1.0369821039666531e-29,6.7668997974718578e-28,2.297247155546808e-44,1.0344802157257559e-31,1.4268743447261875e-34,2.5795830771810374e-53,2.4500259868700596e-20,4.6949547039627865e-31,1.7835899577671704e-29,9.2340313155198537e-36,1.1477588170940813e-53,6.2024573662948127e-45,3.6612500361495239e-47,0.88168480800000004,0.0,0.0094599999999999962,0.10884999999999996,0.00099999999999997855,4.6879904912381862e-22,5.2888948477327793e-22,6.0533279660234882e-22,2.6196944851488781e-19,4.0723933995398403e-19,3.4556533709602041e-19,8.5918354097365842e-23,5.5152430394010797e-22,3.5060800347302782e-23,9.4909795737318997e-19,1.4529073342769843e-19,4.2033031536472536e-20,4.9195467096103054e-22,2.3711919296610672e-19,1.0990225468463706e-22,1.0093308437583539e-18,1.0553198419264503e-19,1.340817401847366e-22,1.6676187022376211e-19,1.5953926579657784e-23,4.988878556124679e-20,5.0877555770584093e-22,2.628195946424047e-29,2.3253319067882936e-19,2.9085977062817055e-19
