Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016)
1e-12,0.001941293117635974,2.7584786662313221e-31,1.2565922657474617e-37,2.7271490990273081e-34,1.7565766637639667e-37,1.0788347021445683e-39,0.0,0.0,1.391239138410759e-24,6.29330497297164e-35,1.0211640043305395e-43,8.8626037635650134e-48,1.7431379940843647e-50,6.6159362880199171e-68,1.9364417710614565e-57,1.6008921208125569e-43,1.2531942255962841e-24,2.7270811455925141e-34,6.5607624265437952e-93,3.7172784038848966e-91,7.8089424070706452e-60,8.7476330571850768e-58,3.8528420668943603e-41,2.4576555758835555e-46,1.1770655159562824e-37,1.8755297290944841e-62,1.0866514602235513e-54,7.0379438991834423e-32,3.7151506988180652e-36,2.5503796931674102e-26,2.3024694010643105e-46,6.8621903002916115e-62,2.032907233686576e-59,7.6121692828367975e-45,6.1122546710322255e-76,8.1066089492522095e-61,4.1215294389615954e-29,6.4588636084019768e-39,8.094266803910949e-43,4.4529475989865644e-48,2.2292385824452537e-30,2.4884413668774433e-70,4.0577344664166487e-62,6.438051394362361e-57,4.4351357558245149e-48,7.0063389892962637e-43,1.0669153753290693e-58,4.8657222125794569e-61,3.3759559549048104e-60,2.5295822741539557e-91,2.9683777650533594e-85,5.2696832554428591e-129,9.2176736412094127e-113,3.9227516271443857e-57,2.4306618495454247e-55,8.2136247278226649e-61,1.1044180701870723e-71,1.3921293496386431e-55,4.6760546021434523e-66,1.3154312020491084e-76,6.9086856158213133e-39,1.423302068768708e-43,3.7038410687684625e-53,2.6952861529079657e-52,7.9689604271119325e-80,1.5620924952937146e-88,2.5218695713330508e-80,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.3745533047559501e-26,2.550517981501429e-26,2.3745735615673022e-26,8.5323684287939526e-31,6.5073978380873435e-31,9.1646539773697823e-31,2.4175429925816249e-38,5.9674085233376746e-26,1.2244228898406769e-38,1.7019670634194213e-29,5.5651538450314038e-42,2.8186057224654189e-42,5.1192288358640274e-26,2.1362553340013668e-37,2.5596144137087773e-26,1.460057410579297e-29,7.300285694084356e-30,1.3481163638057864e-36,3.1033674315875227e-40,2.3612781453067841e-49,3.6400347566216428e-53,1.5024108013204441e-27,4.8791982509087343e-50,1.9617229583180473e-47,5.3985390805866334e-32
1.023e-12,0.001941293117635974,2.8219027500130903e-31,1.3004110622595325e-37,2.8222681333883147e-34,1.8178384789601776e-37,1.1229830642478224e-39,0.0,0.0,1.4232284996109951e-24,6.5128076208738745e-35,1.0567452361750812e-43,9.2251310320298664e-48,1.8144706361907967e-50,6.8865380318964013e-68,2.0039805069997923e-57,1.6566713083431202e-43,1.2820089699645469e-24,2.8221978750569159e-34,6.8525992089983536e-93,3.8809062336357756e-91,8.1293003194290699e-60,9.1055872822129222e-58,3.9411208369715641e-41,2.5582284400330025e-46,1.2181198925617855e-37,1.9605484948145114e-62,1.1311185762029538e-54,7.2834153232670213e-32,3.8447287868252884e-36,2.6090189384546803e-26,2.3966908265382755e-46,7.1741585375111731e-62,2.1222928525402076e-59,7.9462864218704645e-45,6.3949882553348645e-76,8.4388307764035174e-61,4.2652825505931365e-29,6.723175024579347e-39,8.4248352663325279e-43,4.6359367146302136e-48,2.3069906028545697e-30,2.5752339379510323e-70,4.2425290884292824e-62,6.7216690709267671e-57,4.6301476602929776e-48,7.2930532022865002e-43,1.1138269413170547e-58,5.0794086464441175e-61,3.5243945659094341e-60,2.646652388737866e-91,3.1035200790695546e-85,5.5138115244327204e-129,9.6427934489736987e-113,4.0955626654665523e-57,2.5377404601385617e-55,8.5876844210894943e-61,1.1546689091248906e-71,1.455443309353508e-55,4.89231237199994e-66,1.3752030328498365e-76,7.1914038003393756e-39,1.4813205231121377e-43,3.8666981131600261e-53,2.8136871959872741e-52,8.3375592104968664e-80,1.6349507177122377e-88,2.639478749654929e-80,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.4291514168630472e-26,2.6091620500228438e-26,2.4291723802000854e-26,8.8299652228645372e-31,6.7343668477735518e-31,9.4843039868119239e-31,2.5164726018719115e-38,6.1045994883742606e-26,1.2745281857214863e-38,1.7613270262234302e-29,5.8098508573377663e-42,2.9425384098194587e-42,5.236920118513808e-26,2.2236744435399776e-37,2.6184600548863827e-26,1.5109802260205238e-29,7.5548997156857395e-30,1.4032824931120241e-36,3.2398199448575518e-40,2.4687158089824557e-49,3.808447276369662e-53,1.5369557784999091e-27,5.0937682802718289e-50,2.0509883904254618e-47,5.586832458838567e-32
2.047e-12,0.001941293117635974,5.6452867638329856e-31,5.2026021479943197e-37,1.1294632526045493e-33,7.2738379738676142e-37,8.9891027499943211e-39,0.0,0.0,2.8474506029461679e-24,2.6064909486250088e-34,4.2047906924395066e-43,7.3434438225440485e-47,1.4522811507498742e-49,5.4750834423150075e-67,8.0187911362743406e-57,6.5905481215433777e-43,2.5648274539919995e-24,1.1294396317085303e-33,1.7911028158811119e-91,6.4095056558470235e-90,6.7260324942455619e-59,7.2835793686307792e-57,7.8312220149501397e-41,2.0477830841779203e-45,4.8748972454655794e-37,5.7939329611572206e-61,9.0511394677950433e-54,2.9146681794037611e-31,1.5385786498980437e-35,5.2193828752574442e-26,1.9182395042020607e-45,2.1905216348791282e-60,3.3967115132706503e-58,1.2122786031956737e-43,3.9920913351332309e-74,6.8869026081189655e-60,1.7069600879162965e-28,5.3816960685476509e-38,6.5677469367930355e-42,3.9205134241874979e-47,9.2320854469181486e-30,1.0305539476231828e-69,1.4315161993888121e-60,1.1349270862271653e-55,7.4125325777085464e-47,5.8375526403062694e-42,1.7826548299980922e-57,7.8629631766842103e-60,5.6407682339466614e-59,1.7593591078886569e-89,1.0318297338278231e-83,4.1004427313279131e-127,5.5438893682701875e-111,6.9160511517640658e-56,4.2846773578599345e-54,2.8978026601457492e-59,3.6959275183640979e-70,4.5422026781049712e-54,2.9887409323466496e-64,4.0891745998942696e-75,5.7562320408277654e-38,1.12807361011126e-42,6.190304896239992e-52,4.3886094822861912e-51,5.171191164390857e-78,1.9979290084529669e-86,3.1566972206024309e-78,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,4.8598217340817068e-26,5.2199555594494981e-26,4.8599056268460968e-26,3.5337302586431201e-30,2.6950969909095205e-30,3.7955950664356479e-30,2.0138772766526149e-37,1.2209936469212713e-25,1.0199799431294377e-37,7.0472631751398619e-29,9.2994804826446932e-41,4.7099593090887908e-41,1.0474473459196432e-25,1.7796197773405194e-36,5.2372367121182085e-26,6.045598524440778e-29,3.0227981302797957e-29,1.1227737883419092e-35,5.1847036196323116e-39,7.9015634887718187e-48,2.4379584148724323e-51,3.0748796530849269e-27,8.1613751624106529e-49,6.5727547817459946e-46,2.2358410071871352e-31
4.095e-12,0.001941293117635974,1.1290589176292572e-30,2.0811329982275775e-36,4.5187431052111444e-33,2.9097071985358165e-36,7.1930458322711638e-38,0.0,0.0,5.6958952456130976e-24,1.0428696815270125e-33,1.6631407801619203e-42,5.8116657801384408e-46,1.161883093781222e-48,4.3223307796701598e-66,3.2072854909483684e-56,2.6057227887926798e-42,5.1302082562435755e-24,4.5186845799451377e-33,6.9779131876490211e-90,1.0883372796567112e-88,5.7319504809005597e-58,5.8200858512118613e-56,1.5453791996745921e-40,1.6386394822655012e-44,1.9503574157873717e-36,1.6989721116177829e-59,7.2377540360322481e-53,1.1659907176463266e-30,6.1549647683403975e-35,1.0438682161170675e-25,1.5345982188308499e-44,6.4148892200494962e-59,5.4327122603419284e-57,1.7727863291459834e-42,2.4325889798485743e-72,5.7219494902944247e-59,6.8292398668482651e-28,4.3064446917499864e-37,4.9941022735769002e-41,3.4725585444550238e-46,3.6932242663045107e-29,4.122652264370829e-69,5.0492921863141787e-59,2.00442418630879e-54,1.1862096951334828e-45,4.6707204891752828e-41,2.8511348246197755e-56,1.1800906885535538e-58,9.0218659577485626e-58,1.2207137307543479e-87,3.5819159968360295e-82,3.403203309039005e-125,3.2972809884567981e-109,1.2217651580852232e-54,7.5665876001014724e-53,1.0222210195242784e-57,1.1821222047075052e-68,1.3835601192159248e-52,1.751724358209561e-62,1.1450287711457979e-73,4.6057222014876363e-37,8.2232240422818633e-42,9.9061954962117141e-51,6.6784419635978238e-50,3.1109493159233142e-76,2.3416158885164474e-84,3.5550098636773855e-76,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,9.7206320782651546e-26,1.0440972997125212e-25,9.7209677003741979e-26,1.4137742882405376e-29,1.0782700327202187e-29,1.5185411638313721e-29,1.6107378604284818e-36,2.44100460819035e-25,8.1580484507429479e-37,2.8182493794073092e-28,1.4876386786960739e-39,7.5345713535360002e-40,2.0940519015332651e-25,1.423473976349812e-35,1.0470259437817668e-25,2.4176770917209838e-28,1.2088376404899832e-28,8.9762910161461495e-35,8.290514664340132e-38,2.5269919682383158e-46,1.5593826718568334e-49,6.1504130605804851e-27,1.3058149401426157e-47,2.1033695133447625e-44,8.9451851469674986e-31
8.191e-12,0.001941293117635974,2.2575334582233323e-30,8.3239269438225373e-36,1.8074988251453281e-32,1.1636582994358291e-35,5.754617438987965e-37,0.0,0.0,1.1392786273978336e-23,4.1720255310269615e-33,6.5045672973787137e-42,4.5494028784909861e-45,9.2917305913547476e-48,3.3668961425640011e-65,1.2822255235852254e-55,1.018265631536926e-41,1.0259945402154062e-23,1.8075041962327154e-32,3.4343525327179472e-88,1.9399966477740047e-87,5.1442561287466755e-57,4.6431344632310841e-55,3.009344955199197e-40,1.3109707606393228e-43,7.8015512201766398e-36,4.7819370310810105e-58,5.7825055522679727e-52,4.6631173189344224e-30,2.4615383863955491e-34,2.0871569508822734e-25,1.2271259644392135e-43,1.753639981197843e-57,8.6815915016075119e-56,2.4178116119941796e-41,1.4196689755078271e-70,4.9153776378762851e-58,2.7317417853361032e-27,3.4453151231200878e-36,3.6324596639195165e-40,3.3145455944587736e-45,1.4770211444079701e-28,1.6487619397867779e-68,1.9144356966953376e-57,3.808329863973507e-53,1.8976562291361035e-44,3.7359469600738129e-40,4.556018959394473e-55,1.6783441680886576e-57,1.4417066501493359e-56,9.3271088188864211e-86,1.3702567927964707e-80,3.3013547054446809e-123,1.9694867084707359e-107,2.3224653839177175e-53,1.4373608425619512e-51,3.87646975053271e-56,3.7772002429048693e-67,4.0355124653538803e-51,9.5891528491801198e-61,2.9279790438011272e-72,3.6840652999504775e-36,5.5778844662402258e-41,1.5847580463377615e-49,9.7250550389570289e-49,1.7704592065144254e-74,2.5623662551123016e-82,3.6096641106151672e-74,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.9440132068372762e-25,2.0880730044832903e-25,1.944147443750451e-25,5.6551317251255059e-29,4.3132346467555966e-29,6.0742021202462941e-29,1.2874178689899679e-35,4.8768081011114132e-25,6.5205841653846526e-36,1.1263330568236932e-27,2.3781629851450796e-38,1.2045031447527395e-38,4.183642830434878e-25,1.1379025440049627e-34,2.0918213873458655e-25,9.6624182034923951e-28,4.8312018650100005e-28,7.1683210520691041e-34,1.3242301797885718e-36,8.0726325680140377e-45,9.9632633980789903e-48,1.2300222581136254e-26,2.0863830061996067e-46,6.721675486228278e-43,3.5781244361522083e-30
1e-11,0.001941293117635974,2.7554076537484488e-30,1.3836665646700036e-35,3.004612032760246e-32,1.9339974147182627e-35,1.4648278265570451e-36,0.0,0.0,1.3908821959939707e-23,6.9361329750026256e-33,1.0567119105977965e-41,1.1247808268892188e-44,2.3639143119826664e-47,8.2685226109980991e-65,2.1302317568995187e-55,1.6528260063349868e-41,1.2524591272712561e-23,3.0046717957448926e-32,4.1413529318418849e-87,9.746208015980401e-87,1.5059648397755385e-56,1.1773163651216026e-54,3.6065104044765097e-40,3.3371167451783058e-43,1.2968750267069846e-35,3.1240137307155333e-57,1.469153015447969e-51,7.7500179137397913e-30,4.0910308716901584e-34,2.5474219069891005e-25,3.1215422892058503e-43,1.0950987811994025e-56,3.7355069247233218e-55,8.4692779069795264e-41,1.8140403196936333e-69,1.3704469205083845e-57,4.5410612758876238e-27,8.7701701569957925e-36,8.2534883416607636e-40,1.033056353739871e-44,2.4547815282912841e-28,2.7402129723323634e-68,1.9225159587723355e-56,2.0658132300631627e-52,8.1797931709997658e-44,9.5071517103245718e-40,1.9602513222601473e-54,6.1510394752187308e-57,6.2032380020296489e-56,1.9904849302231995e-84,1.5188579830121785e-79,8.8021615125843564e-122,2.6825257033647386e-106,1.2608932729905589e-52,7.7944839712170038e-51,3.8941375944373856e-55,2.9548884477853333e-66,2.7338357372663317e-50,1.1249419026043819e-59,1.7008708564546086e-71,9.3755065837828857e-36,1.187881452082942e-40,6.831054458486142e-49,3.6652748993278841e-48,2.161687615207749e-73,5.8074520722489698e-81,7.1851837694563605e-73,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.3730880638403467e-25,2.5489441693781426e-25,2.373311185086686e-25,9.4005988629777951e-29,7.1701722240454193e-29,1.0097225604046114e-28,3.2728267145679743e-35,5.9488683922845716e-25,1.6576684580623363e-35,1.8706031443714882e-27,1.0238968065942482e-37,5.185982688466009e-38,5.1033265715709142e-25,2.8932964590563676e-34,2.5516632395738308e-25,1.6047256408448235e-27,8.0236098059762248e-28,1.8201319735127221e-33,5.6935847294076484e-36,6.3126608602471122e-44,1.4806323874085111e-46,1.5015177917886003e-26,8.9715967211125806e-46,5.2573180003198365e-42,5.948012845743753e-30
1.6383e-11,0.001941293117635974,4.5121412026908594e-30,3.3288191981949936e-35,7.2285885967215593e-32,4.6521149232023817e-35,4.602928271890155e-36,0.0,0.0,2.2786575295203074e-23,1.6689199760462352e-32,2.4901706278055923e-41,3.4882922479467555e-44,7.4263540117746062e-47,2.5563758513714978e-64,5.1223952656032934e-55,3.8918524697600935e-41,2.0515323495915931e-23,7.2288402798168753e-32,1.7542186841357006e-86,3.7290181019441638e-86,5.0045800334229999e-56,3.6931248950778147e-54,5.7135900411470935e-40,1.0486309569563227e-42,3.1201050718324299e-35,1.2459707061958333e-56,4.6126745210265959e-51,1.864205025019234e-29,9.840644212561075e-34,4.1714524292831163e-25,9.8059311233603186e-43,4.3403542374720398e-56,1.3852853992182067e-54,2.9821687725051076e-40,7.7138991663148641e-69,4.4716504292693487e-57,1.0925188588320104e-26,2.7558754834291867e-35,2.4558643703751627e-39,3.5086363719701411e-44,5.9047785047021148e-28,6.5913638516792227e-68,8.0305508176132276e-56,8.0112133933129547e-52,3.034611716210852e-43,2.9870667421131961e-39,7.2693598287305836e-54,2.193280517196347e-56,2.3004152661538769e-55,8.6847447166826574e-84,6.3946101083437112e-79,3.8695440797460299e-121,1.1452806631258736e-105,4.8904411485815223e-52,3.0225394380396205e-50,1.6266680227676077e-54,1.2048346738093567e-65,1.095617178167518e-49,4.755914007613006e-59,6.6692122898938032e-71,2.9457579394563565e-35,3.411144942323008e-40,2.5342447492617198e-48,1.3166627608583606e-47,9.164433848680882e-73,2.539474239647615e-80,3.1264221579646647e-72,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.8870652955985531e-25,4.1751136804471517e-25,3.8876020424383661e-25,2.2616362677743494e-28,1.7250787235566106e-28,2.4292338316646576e-28,1.0278279816460958e-34,9.7315996463245228e-25,5.2059320816371659e-35,4.4967369027007155e-27,3.7975573279170663e-37,1.9234508906001546e-37,8.3484019279397968e-25,9.0871490625793691e-34,4.1742008530459719e-25,3.8575958598737383e-27,1.9287921518075388e-27,5.7130910997681069e-33,2.1110715790888335e-35,2.5738284355434475e-43,6.3534468849923347e-46,2.4594813028153365e-26,3.3265858270194664e-45,2.1435878162388377e-41,1.4310090080913918e-29
3.2767e-11,0.001941293117635974,9.0120107514221953e-30,1.3308734321985073e-34,2.8900271919888524e-31,1.8586902973434983e-34,3.680696817251673e-35,0.0,0.0,4.5574181134712827e-23,6.6759028880163529e-32,9.1678421140704687e-41,2.5749630809785412e-43,5.9291828790936723e-46,1.8507103983252983e-63,2.043568548698173e-54,1.4280875843228864e-40,4.1009707971245488e-23,2.8903118892350481e-31,8.4574134709911974e-85,7.9034131924853146e-85,5.4133652508675519e-55,2.9204746691485419e-53,1.0354366859358675e-39,8.3857583940285251e-42,1.2475075306348155e-34,2.9108095642701956e-55,3.6685442999886409e-50,7.4477684592240769e-29,3.9314720563782786e-33,8.3309353662131968e-25,7.8261782047015912e-42,9.5376916316895177e-55,2.2042058248378891e-53,3.2634025519116761e-39,3.7779395043645646e-67,4.4387425403722021e-56,4.3682248140048361e-26,2.2038458082400944e-34,1.4955867596769427e-38,4.1747929242211729e-43,2.359039631470577e-27,2.633345106305721e-67,3.7807279617061976e-54,1.8921898739276208e-50,4.8495499692195593e-42,2.3866793156217552e-38,1.1565147896074945e-52,2.5578167411921491e-55,3.6600234533635795e-54,1.1003139333866394e-81,4.0624829606791284e-77,5.5094956825553526e-119,6.219617266338188e-104,1.1574094750063699e-50,7.1338703267176156e-49,7.6636868018463612e-53,3.8304238771777211e-64,2.6806960234946628e-48,2.0955880583025346e-57,1.3480345763426575e-69,2.3539499467620365e-34,1.8454831094272077e-39,4.0499239092710528e-47,1.604017116970404e-46,4.0999322801672233e-71,2.235283750058715e-78,2.1967995872128343e-70,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,7.7697807938462366e-25,8.3455552751295255e-25,7.771925965574049e-25,9.0423286184154792e-28,6.8979177898514943e-28,9.7124085310490821e-28,8.188170915749888e-34,1.9374383987524833e-24,4.14750599638368e-34,1.7916804544555946e-26,6.0514684093893766e-36,3.0651963831027226e-36,1.662062608287326e-24,7.2433126037238347e-33,8.3103126022419763e-25,1.5370227604631565e-26,7.6850677616573023e-27,4.5357333174180335e-32,3.3528738241107949e-34,8.1754419281945536e-42,4.0364251660548528e-44,4.9163884303011568e-26,5.283790581708746e-44,6.8103766983261005e-40,5.7215484154515736e-29
6.5535e-11,0.001941293117635974,1.7974520699565929e-29,5.3181612558428329e-34,1.1548291075974662e-30,7.4172847964353606e-34,2.9417591443952695e-34,0.0,0.0,9.114950351676451e-23,2.6704085300945064e-31,3.1585703582243034e-40,1.7811839701394883e-42,4.7241289660261529e-45,1.2323016083838031e-62,8.1310329026170195e-54,4.8873059149070484e-40,8.1933094546529625e-23,1.1550899767846724e-30,3.7744672348379294e-83,1.846522998789061e-83,6.5462316927874327e-54,2.2834386861988692e-52,1.7328632519050806e-39,6.7029667132629923e-41,4.9855149954966257e-34,6.0154126911343213e-54,2.9006094155455295e-49,2.9717454873449585e-28,1.568696695016047e-32,1.6613628022010024e-24,6.2310548798258476e-41,1.8690266476646367e-53,3.4878619505374316e-52,3.1873567874067346e-38,1.6298515027462936e-65,4.9252361298020937e-55,1.7457256693224741e-25,1.7616101741589073e-33,8.0572691689443364e-38,5.5183402565080089e-42,9.4128025951534187e-27,1.0507350596536511e-66,1.9751003568115598e-52,4.9601137970035907e-49,7.7402154753141775e-41,1.9044920682559142e-37,1.8295420472821889e-51,2.6313359331214699e-54,5.7902432974890817e-53,1.8943207894672938e-79,3.50437032225177e-75,9.2606008602252966e-117,2.9649925252983588e-102,3.0462018879305972e-49,1.8673735615189259e-47,4.0092113535548738e-51,1.2098896780441571e-62,5.7802419726019465e-47,8.2362813098008476e-56,2.4637016285182517e-68,1.8788165029189462e-33,8.9032496385192255e-39,6.4639572559411781e-46,1.7194004245618551e-45,1.507854180790332e-69,1.7549384693239173e-76,1.2278680337083693e-68,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.5521680694136586e-24,1.667190480774182e-24,1.5530246462284957e-24,3.6133857065811753e-27,2.7571162051402445e-27,3.8811566055790732e-27,6.4956459588426597e-33,3.8396411130700924e-24,3.2905321417283334e-33,7.1108719346994975e-26,9.6038180122696446e-35,4.8649967703478832e-35,3.2939030828340021e-24,5.7525172711651536e-32,1.6469513692832187e-24,6.1001930145980312e-26,3.0500599684497e-26,3.5737143821458206e-31,5.2860723217248755e-33,2.5776757060237558e-40,2.5456291468964908e-42,9.8221627819360574e-26,8.3306289954803172e-43,2.1480112599792081e-38,2.2865177293165175e-28
9.999999999999999e-11,0.001941293117635974,2.7323514818926563e-29,1.3686055150422534e-33,2.971764566549044e-30,1.9046062200004455e-33,1.3747297825405589e-33,0.0,0.0,1.3908532658644588e-22,6.8835267570146358e-31,6.6807152338130316e-40,6.714425858582908e-42,2.1954191969315453e-44,4.3583860516768344e-62,2.0779183751138217e-53,1.0228912777607562e-39,1.2483873627030487e-22,2.9730533880869044e-30,8.613616377900156e-82,2.5068645991952635e-82,4.8639143141020286e-53,1.0269347168799833e-51,2.1743543505841422e-39,3.1330179035011301e-40,1.2831870536162777e-33,6.126369500757224e-53,1.3298253801996846e-48,7.6293060591337659e-28,4.0272603905785626e-32,2.5249626555034607e-24,2.8919916019885328e-40,1.8478550208148032e-52,3.0364904619625261e-51,1.6513766655558953e-37,3.3253597293659653e-64,3.4553841891033465e-54,4.4932722814567079e-25,8.2340331015257442e-33,2.4200036367555172e-37,4.3995686445531006e-41,2.4165153500155726e-26,2.6975322722954234e-66,5.9291073401198885e-51,7.5929437329001591e-48,6.8477552326110449e-40,8.8746484699382684e-37,1.5919556144060026e-50,1.3953453960127934e-53,5.0384998310556072e-52,2.0828717586755693e-77,1.936834828890488e-73,9.1433377813303513e-115,6.1333765253486336e-101,4.6994109834028292e-48,2.8507813108501294e-46,1.2067986832340226e-49,2.0417446650479637e-61,6.0428986208128681e-46,1.5934119264126503e-54,2.3132245448755709e-67,8.7587002698835694e-33,2.4956431428627276e-38,5.7186517934917999e-45,9.3384121476686354e-45,2.3932654490556827e-68,6.7014342926076537e-75,2.9928406766503986e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,2.3646673878005332e-24,2.5398995790615239e-24,2.3668690734086996e-24,9.2990990363777989e-27,7.0982179538442763e-27,9.9882183129798669e-27,2.9955185534184396e-32,5.7864133444326774e-24,1.5177231722222906e-32,1.8099309396833762e-25,8.406690193502884e-34,4.2593154156308166e-34,4.9639862411279149e-24,2.6581226310203762e-31,2.4819926912448898e-24,1.5526882868255248e-25,7.7632728053330735e-26,1.6282327874911189e-30,4.5704168560073919e-32,4.3345164326832256e-39,8.4425173890174255e-41,1.4965104165251287e-25,7.2029137124107108e-42,3.6142836823421254e-37,5.8849640834506333e-28
1.31071e-10,0.001941293117635974,3.5751850704104406e-29,2.122990633854051e-33,4.6097741892121654e-30,2.9529675799490763e-33,2.348874254781011e-33,0.0,0.0,1.8230058724502909e-22,1.0681750938898733e-30,9.8560108505087346e-40,1.1161858289043537e-41,3.7487494960036535e-44,7.1766239665921918e-62,3.2181786246841174e-53,1.5044495740931738e-39,1.6351917132033886e-22,4.6119897337294894e-30,1.603871509637893e-81,4.600393058561536e-82,8.65868829236416e-53,1.7468829613682892e-51,2.5723688559390571e-39,5.3532184375183714e-40,1.9905542754472308e-33,1.1107130794400176e-52,2.2671972320245185e-48,1.1828205363530984e-27,6.2437128085336758e-32,3.303518031739082e-24,4.9374452636243618e-40,3.3452422442234201e-52,5.459518440407987e-51,2.8527835450375656e-37,6.1763140467008544e-64,6.1264719871802952e-54,6.9702495275214937e-25,1.4069073077623671e-32,3.8753116873228683e-37,7.8683909960376037e-41,3.7464741342004757e-26,4.1821583043277032e-66,1.1096275767400199e-50,1.3990993497770929e-47,1.2323367573510774e-39,1.5158406762602494e-36,2.8622031931118908e-50,2.4160606991235381e-53,9.0588208321030616e-52,3.9435514047313721e-77,3.6513438109194891e-73,1.7302783216131884e-114,1.1395457295514104e-100,8.6614172152124976e-48,5.2524789669194452e-46,2.2586118219864178e-49,3.7733506499327544e-61,1.0969610160467741e-45,2.9556578860760554e-54,4.1765418959232953e-67,1.4961075680397364e-32,3.9428748602584831e-38,1.0291408743604928e-44,1.6207128620863207e-44,4.4149134119883829e-68,1.2584721557588828e-74,5.5802610711569785e-67,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.0971544419597844e-24,3.3266671517551552e-24,3.1005687744653111e-24,1.4424901992133231e-26,1.1011822260647787e-26,1.5493876642028182e-26,5.1104506704805127e-32,7.5414738406075461e-24,2.5893368169794268e-32,2.8005641629126634e-25,1.5119710592644192e-33,7.6605966520711832e-34,6.4696050953670042e-24,4.5358792494795921e-31,3.2348018865059107e-24,2.4025263267007127e-25,1.2012343922547736e-25,2.7739438852242186e-30,8.2142023433764431e-32,8.0098004568733942e-39,1.5824148999980388e-40,1.960158557308496e-25,1.2945482538943611e-41,6.6789963621091591e-37,9.129047259696133e-28
