Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643)
1e-12,0.0038082213198320962,2.6112024958643011e-22,1.4763976153224857e-28,2.6154133407529291e-26,7.3859224500616241e-28,1.0351240351712511e-31,0.0,0.0,2.6756331616490818e-20,2.5117100426654764e-29,1.0463657240913791e-41,1.8205485223785625e-42,3.8612639837705084e-52,1.4517504972412243e-26,1.685362783571505e-39,1.0094863310727999e-18,2.4181877232800475e-26,5.0338616059882428e-38,9.372245394067622e-39,9.6058633717192678e-24,1.1202316015205603e-37,1.3795917451943115e-39,1.2236689865196731e-36,1.7625056880526347e-29,2.9906836291893751e-46,9.8425654539997288e-24,7.6018957789848947e-45,1.3973650997559579e-18,2.417600596086224e-41,2.3853136236308093e-56,5.2659099298445501e-42,6.2883392434065653e-66,2.1830439597840155e-32,1.2155962912738904e-28,2.1368468347104495e-27,1.1540784754245216e-26,3.1460688326031034e-29,4.138827529835386e-23,2.9373400654286834e-39,1.5232002102041131e-43,3.3178721611877217e-37,5.5206183681309959e-36,6.5032496448785471e-32,1.0294951684389614e-27,1.4688386311677824e-43,1.6562377654667012e-47,6.5364886967017917e-47,3.5594989921045592e-59,7.2141109452286532e-62,2.3427989909040904e-56,1.814958384962789e-92,7.9085343122304125e-81,7.1599528605344345e-47,1.9491798392053834e-35,2.5538978361614956e-41,3.6209335990048237e-40,3.7075563716317988e-50,1.3878326739840037e-36,7.5399682064771176e-45,4.0046102487413948e-60,5.8963203304513817e-31,1.8850984600124078e-27,6.4855858708138913e-32,9.6862046046565384e-40,2.5518442092518553e-55,1.0115304011265013e-68,1.3939386434814599e-54,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.6502195074327237e-18,1.3973443749176761e-18,1.6502733688624633e-18,1.1600403702635031e-20,9.6092695257540553e-21,4.8046373133926659e-21,7.239980974859261e-23,6.191330544086218e-23,1.7664499998015692e-24,1.4707139058729967e-24,1.8592324232695824e-23,7.3052843007613185e-25,2.8814363213260438e-27,2.7198900173174923e-25,1.4217232045198146e-25,2.0605215521166567e-25,3.3624464653354256e-25,3.9916045482096621e-25,1.0094249104004883e-18,9.9493613902309218e-22,2.1763489001089271e-23,4.6279989649162118e-23,2.7338181306641047e-27,3.8887196321314948e-31,4.5851293161518984e-26,4.460889825003445e-29,4.3795454635334784e-25,5.1595312110640236e-26,6.4894176999677569e-30,1.3831980741797407e-32
1.023e-12,0.0038082213198320962,2.6712678776159997e-22,1.5275813250655571e-28,2.7066764869989525e-26,7.643565090692919e-28,1.0774913856397658e-31,0.0,0.0,2.7371598588263677e-20,2.5993173028895281e-29,1.0892520123611146e-41,1.8950585360363259e-42,4.0309346367344326e-52,1.5023878168459429e-26,1.7543324970580776e-39,1.032697790761874e-18,2.5025310031653098e-26,5.2094878869210762e-38,9.699106199468313e-39,9.9409021313838251e-24,1.1660740767492205e-37,1.4276866282445501e-39,1.2737437863925393e-36,1.8239795427854156e-29,3.1131156175286748e-46,1.0185861450963267e-23,7.9175519477637117e-45,1.4294948048913706e-18,2.5165338171692568e-41,2.4829355482073056e-56,5.481404146545125e-42,6.5648356643300567e-66,2.27237922342813e-32,1.2577896140978897e-28,2.2113770499399521e-27,1.1943700006703384e-26,3.2557931684041689e-29,4.2831840079693947e-23,3.0575429869008634e-39,1.5855322134073467e-43,3.4536442140953401e-37,5.7465294991518142e-36,6.7693420054042667e-32,1.0653906190788525e-27,1.528965479946612e-43,1.7290617625141343e-47,6.8238967481646139e-47,3.7214560568688187e-59,7.5415206362567119e-62,2.4458102735106271e-56,1.8976051089256643e-92,8.2744368229628349e-81,7.4748174586330388e-47,2.0289425037868602e-35,2.6661911090144061e-41,3.7691665543221585e-40,3.8705254768073465e-50,1.4445460269043559e-36,7.8715563693207773e-45,4.1851914325061655e-60,6.1376112149927391e-31,1.950459230056239e-27,6.7117951865304779e-32,1.0081985910467348e-39,2.6639547637267628e-55,1.0583332344493873e-68,1.4573481626965679e-54,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.6881628414986435e-18,1.4294733572073458e-18,1.6882185815302298e-18,1.1867115732508818e-20,9.8302019935200616e-21,4.9151036362284178e-21,7.4925005351290759e-23,6.4072746925185994e-23,1.828059540489887e-24,1.5220089574339647e-24,1.9240801262947085e-23,7.5600750652711253e-25,2.9819777582530769e-27,2.8147560201711903e-25,1.4713110201405508e-25,2.1323897198331054e-25,3.4797253861203257e-25,4.130830797673428e-25,1.0326342278397155e-18,1.017812646932284e-21,2.2522547657643022e-23,4.7894159548796773e-23,2.8456905050431617e-27,4.0478803553802814e-31,4.7450517416797392e-26,4.6434414502120557e-29,4.532286322644452e-25,5.3395096785254278e-26,6.7549909783253595e-30,1.4398126557988337e-32
2.047e-12,0.0038082213198320962,5.3487355691026618e-22,6.061963160145682e-28,1.0859219823248076e-25,3.0611584597903957e-27,8.6452226293242341e-31,0.0,0.0,5.4770514861728612e-20,1.040406521913678e-28,8.9020192923172778e-41,1.5194091195105424e-41,6.3392537167848515e-51,6.0140774569942633e-26,1.4045047327932571e-38,2.0661000470638358e-18,1.0015311599088668e-25,2.0884350810199728e-37,3.8795127726790458e-38,3.9783243962059499e-23,9.3341912908675498e-37,5.6975781594823699e-39,1.0194494767221694e-35,7.2996450737379924e-29,2.5047007529909142e-45,4.0764535476844008e-23,7.5933879957784204e-44,2.8598982047312942e-18,2.0142701559290249e-40,1.9901048652931427e-55,4.3880208931098192e-41,1.0509372803665494e-64,1.8190058775400547e-31,4.8978857143173314e-28,8.8499157255483752e-27,4.8054397965018979e-26,1.3025441412412872e-28,1.7141265411172162e-22,2.4475440362772849e-38,1.2689451968920311e-42,2.7637591818324915e-36,4.5985089664048919e-35,5.4089597179578966e-31,4.2555080805717743e-27,1.2289970425957838e-42,2.7676673601423711e-46,1.0924718615026219e-45,1.1913810463970479e-57,2.3232767483251952e-60,3.9144146090683018e-55,6.3671757809729419e-91,5.2976377185437099e-79,1.2002566112428409e-45,1.6234990618306656e-34,4.267252858056085e-40,3.0317808642889543e-39,6.1409509922888264e-49,1.1352273402179967e-35,1.2661862502193288e-43,9.4307089000586348e-59,4.9129759327345096e-30,7.5499867584096632e-27,2.6861376806843907e-31,7.9118863544199794e-39,4.1663183350696296e-54,6.81251746987926e-67,4.6023592809050345e-53,0.88168480800000004,0.0,0.0094599999999999927,0.10885,3.377351879271656e-18,2.8598123764155696e-18,3.377574944190028e-18,2.3738848573226173e-20,1.9664199065849878e-20,9.8321100921609184e-21,2.9984381553110431e-22,2.5641344012000535e-22,7.3146732509421839e-24,6.0901161333695479e-24,7.7003541872848258e-23,3.025034560995888e-24,1.1962092475906854e-26,1.1264676015921026e-24,5.8882509296042562e-25,8.5338580068465682e-25,1.3926879541766988e-24,1.6534789754483846e-24,2.0658456803400752e-18,2.0362508944025659e-21,9.012042708366188e-23,1.9166443548875181e-22,2.2774241359432358e-26,3.2471800321619684e-30,1.8989359194988716e-25,3.7174397555864344e-28,1.8130233126486408e-24,2.1383339985500427e-25,5.4103216875559993e-29,1.1555337235724517e-31
4.095e-12,0.0038082213198320962,1.0716678301007775e-21,2.4167376707969997e-27,4.3644354492911138e-25,1.2264861768359197e-26,6.9476249255997112e-30,0.0,0.0,1.0959298819487714e-19,4.1637864952877302e-28,7.4166905502108413e-40,1.2197890948884202e-40,9.8056610432751979e-50,2.4072773490108467e-25,1.1241972146067934e-37,4.1328553735490119e-18,4.0071199454359648e-25,8.3842813480694961e-37,1.5504806479979002e-37,1.591647391711285e-22,7.4694395280181891e-36,2.2668126695579928e-38,8.1553611858640821e-35,2.9205401756098901e-28,2.0247312403141033e-44,1.6309845328615634e-22,8.093212902419822e-43,5.7204372272748e-18,1.6116021003650922e-39,1.5966254060350815e-54,3.5118227503917703e-40,1.6816438255181977e-63,1.455629650153307e-30,1.8590133998185657e-27,3.5407045424886199e-26,1.9412675907666809e-25,5.2078891848021317e-28,6.8579300780421679e-22,1.9586474927832654e-37,1.0150529603384872e-41,2.2103228425606278e-35,3.6774785924844065e-34,4.3128312892539266e-30,1.6960497321674573e-26,9.9161710361889961e-42,4.4276368616369973e-45,1.7483049236793072e-44,3.8118265726665119e-56,7.2864007265414476e-59,6.2604614623161188e-54,2.2281615759027461e-89,3.389530316081519e-77,1.9306833984513107e-44,1.2981562583527091e-33,6.8251781998957649e-39,2.447485421985628e-38,9.6535797316052039e-48,8.7709820423242655e-35,2.0438466088979196e-42,1.8932414093825132e-57,3.9313831063975777e-29,2.8337605963529498e-26,1.0747440747315371e-30,6.0956741223532151e-38,6.3740153356516976e-53,4.4000844105132158e-65,1.4331207225856658e-51,0.88168480800000004,0.0,0.009459999999999984,0.10885,6.7552732905101754e-18,5.7200938837623601e-18,6.7561656858228617e-18,4.7471319377833116e-20,3.932299664213693e-20,1.9661540535616764e-20,1.199581065831109e-21,1.0258256400057803e-21,2.9255130464072561e-23,2.4357921288730573e-23,3.0809429948952175e-22,1.2098644828930444e-23,4.8084011610238975e-26,4.5068435763461966e-24,2.3558510962863731e-24,3.414294346192813e-24,5.572747481077761e-24,6.6178812271236724e-24,4.1318377876905833e-18,4.0728727341512022e-21,3.6043969445511658e-22,7.6675633503061962e-22,1.8216572792640777e-25,2.6095481317086137e-29,7.5970835481519866e-25,2.9755137681947521e-27,7.2472565973291991e-24,8.5668442882937525e-25,4.3344017598066019e-28,9.2947685503370804e-31
8.191e-12,0.0038082213198320962,2.1504574058424118e-21,9.6638949465118882e-27,1.7592395445140563e-24,4.9202001029554355e-26,5.5987803807116362e-29,0.0,0.0,2.1933648315425671e-19,1.6665885219000473e-27,6.4044009270485372e-39,9.8219578195667921e-40,1.4743319957576056e-48,9.6374011765735175e-25,8.9979991740496455e-37,8.2661692910653392e-18,1.6030142033027482e-24,3.37680057396468e-36,6.188926430874464e-37,6.3666280465111885e-22,5.9761475828579997e-35,8.9677939354256991e-38,6.5209213357633563e-34,1.1683025958146251e-27,1.6527681447594021e-43,6.5245987203830861e-22,9.721629674854692e-42,1.1440444363864648e-17,1.2889875490924368e-38,1.2839596051828592e-53,2.8104180764248533e-39,2.6897687992613079e-62,1.1646492070253434e-29,6.7414170287950716e-27,1.4163157083204954e-25,7.8913860052327296e-25,2.0805112365614824e-27,2.7432328778634413e-21,1.5671743767777452e-36,8.1150497123248429e-41,1.7663542739634972e-34,2.9385122489476912e-33,3.4259908002776863e-29,6.7328476185912061e-26,8.0639810065791211e-41,7.0787188191509068e-44,2.7970313807935254e-43,1.2187856316263281e-54,2.3054391635084607e-57,1.0003504140869789e-52,8.3971030185894303e-88,2.1669547682644184e-75,3.1158098284370018e-43,1.0370219974631703e-32,1.0907168315851931e-37,1.9869973659912505e-37,1.4911863928988887e-46,6.5822023378335823e-34,3.3173770143930616e-41,3.4672463468256932e-56,3.1452668023306074e-28,1.0074368882338375e-25,4.2995900649346812e-30,4.5492679003062926e-37,9.3781145440651788e-52,2.85790091914836e-63,4.3440629659487038e-50,0.88168480800000004,0.0,0.0094599999999999667,0.10885,1.3509290005094983e-17,1.1439071287655308e-17,1.351285926830879e-17,9.4892340825808135e-20,7.860385284913035e-20,3.9302095037006001e-20,4.7980845741605407e-21,4.103064679404974e-21,1.1694608783488083e-22,9.7373088779725086e-23,1.2325337227072363e-21,4.8363636081903402e-23,1.9414139686445048e-25,1.8028073999177684e-23,9.4241066635466608e-24,1.3657818614053643e-23,2.2298190124093915e-23,2.6492827595151399e-23,8.2620995958035342e-18,8.1450979878512785e-21,1.440856701781084e-21,3.0666085589600001e-21,1.4562066309373046e-24,2.1055212693055039e-28,3.0387107759421528e-24,2.3818161173808287e-26,2.8939064863561188e-23,3.4361913339139325e-24,3.4757533396012883e-27,7.5133107382067695e-30
1e-11,0.0038082213198320962,2.6314959442693648e-21,1.6087669221429338e-26,2.9420644722535561e-24,8.2040333860318373e-26,1.435907587729767e-28,0.0,0.0,2.6789176211321272e-19,2.7722708024376473e-27,1.797311077616058e-38,2.5224798837653444e-39,5.8366136800209083e-48,1.603206505243964e-24,2.2913909204089444e-36,1.0091475236668073e-17,2.6649875928099553e-24,5.6539345282663656e-36,1.0265051512426117e-36,1.0583327632815146e-21,1.5213621386429616e-34,1.4737883405964782e-37,1.6586293156566911e-33,1.9422247634708829e-27,4.3242028337087903e-43,1.084702140423862e-21,3.6311348765077688e-41,1.3965742169083627e-17,3.2799140693156234e-38,3.2915208801688712e-53,7.1569450373023892e-39,1.1590897585592455e-61,2.964978930915971e-29,1.026461119483163e-26,2.354404539924467e-25,1.3282775218310615e-24,3.453784631926895e-27,4.5601894430027415e-21,3.989922781325207e-36,2.0636872067076888e-40,4.4893251761348449e-34,7.4673893605022538e-33,8.6364212600398666e-29,1.1103236972973901e-25,2.098834154347478e-40,3.048118564436917e-43,1.2057615668138065e-42,9.5458095886925376e-54,1.7959650654848208e-56,4.3037041468862462e-52,8.5195980988318264e-87,3.2239610881878109e-74,1.3581411596298273e-42,2.6343165811720019e-32,4.693402707076865e-37,5.133091603488227e-37,6.083021736509548e-46,1.5565039318673143e-33,1.4549938812212241e-40,1.5895355629697182e-55,8.0064390204665338e-28,1.5101960468860108e-25,7.148275746398298e-30,1.068107660760789e-36,3.5896782454860296e-51,4.3489996139035091e-62,3.105390764053999e-49,0.88168480800000004,0.0,0.0094599999999999598,0.10885,1.6490592092733109e-17,1.3963460227323362e-17,1.649652472519122e-17,1.1579716331832129e-19,9.5919890192849039e-20,4.7960224946627106e-20,7.9754433104624794e-21,6.8201134237197786e-21,1.9426854759813372e-22,1.6176021203224886e-22,2.049119474679137e-21,8.0340440996266629e-23,3.2589443079290693e-25,2.9969344044577456e-23,1.5666955256058521e-23,2.2704555429357217e-23,3.7079032099266423e-23,4.4076645370054662e-23,1.008471131740432e-17,9.9426986311963931e-21,2.3935492570786881e-21,5.0968944704457783e-21,3.7026418150763379e-24,5.4221530549380864e-28,5.0510389073705732e-24,6.0675574902585776e-26,4.8017705378697938e-23,5.7286580485523454e-24,8.8760949437915942e-27,1.9398563630107619e-29
1.6383e-11,0.0038082213198320962,4.3288254029643562e-21,3.8753756118498466e-26,7.1156252869363733e-24,1.9790936562304176e-25,4.5269504929099013e-28,0.0,0.0,4.3921754740620097e-19,6.6736361958436714e-27,5.8792942156416047e-38,7.9573242297270383e-39,2.1228788356998606e-47,3.8595436815653254e-24,7.2015763113290104e-36,1.653201025644819e-17,6.412127529363025e-24,1.3688730564920677e-35,2.4647531554186298e-36,2.546182042406896e-21,4.7807759190850609e-34,3.5097463887142752e-37,5.2101643257279502e-33,4.6729849603475518e-27,1.3750276697481003e-42,2.6098554843182712e-21,1.3013234210553835e-40,2.2876176602866228e-17,1.0304836113862106e-37,1.0375138137347265e-52,2.2493529664876346e-38,4.2998252501651976e-61,9.3173861324603976e-29,2.2696091770736188e-26,5.6644216831683285e-25,3.2306123668877854e-24,8.299336916403083e-27,1.0971263934591544e-20,1.2538514857735625e-35,6.481973115518206e-40,1.409724295864435e-33,2.3447390799447945e-32,2.702126240136766e-28,2.6524019310743246e-25,6.6591544034909222e-40,1.1305605891433494e-42,4.4733298092748438e-42,3.8927453545549144e-53,7.319504697835375e-56,1.595948462032887e-51,3.5617842326625018e-86,1.3835003872775761e-73,5.0508960564932038e-42,8.2703206319257154e-32,1.7405367297051068e-36,1.6233986859399333e-36,2.2285169330908005e-45,4.7260699047085992e-33,5.418368229230058e-40,5.9747551070586433e-55,2.5158933364502795e-27,3.2841660356515282e-25,1.7199774201225415e-29,3.2316972118224848e-36,1.2946707392783163e-50,1.8685907507133842e-61,1.2529876035359474e-48,0.88168480800000004,0.0,0.0094599999999999337,0.10885,2.7010023394775197e-17,2.2870687757395883e-17,2.7024295101797369e-17,1.8955917656857627e-19,1.570189871331234e-19,7.8510165915732412e-20,1.9186654373931396e-20,1.6407135057197602e-20,4.6709843188162899e-22,3.8894816544344799e-22,4.9304167963135418e-21,1.9316959841383451e-22,7.9078089600315388e-25,7.2103742441363906e-23,3.7694651533561664e-23,5.4625683727910387e-23,8.9232771362686013e-23,1.0612059719825114e-22,1.6515739851941536e-17,1.6285476357272598e-20,5.7550951832614407e-21,1.2260694897761266e-20,1.1629118200017984e-23,1.7124784723093291e-27,1.2151475868624078e-23,1.9072580808710021e-25,1.1533609255842032e-22,1.3817555251170908e-23,2.7931031626791435e-26,6.1335307250341468e-29
3.2767e-11,0.0038082213198320967,8.7685947634486353e-21,1.5604455618755933e-25,2.8842467715459825e-23,8.0036129984411018e-25,3.6687204747351921e-27,0.0,0.0,8.8055502218916637e-19,2.6750160923969191e-26,5.9170325232212756e-37,6.5238408744465966e-38,2.8998461861859953e-46,1.5461047560889892e-23,5.761366892467263e-35,3.3060545285921182e-17,2.5646558966941409e-23,5.6193230400855041e-35,9.7725666330628946e-36,1.0179978258369031e-20,3.8239554955384501e-33,1.3461681850824665e-36,4.1571765232111612e-32,1.8688303099163058e-26,1.1849103020946996e-41,1.0438525496547189e-20,1.8853524039636623e-39,4.5730525733446721e-17,8.2316423735881114e-37,8.4623501458506811e-52,1.8008989841482698e-37,6.866758820141516e-60,7.45336332094637e-28,6.8889280407006625e-26,2.2648738860544e-24,1.3279417836186858e-23,3.3013774235067483e-26,4.3867417989576308e-20,1.003119083956118e-34,5.1689459130007199e-39,1.1223133225335007e-32,1.865933450176148e-31,2.1020525994605753e-27,1.0296079592708748e-24,5.658660731683324e-39,1.8021914431796467e-41,7.1503035155846964e-41,1.2408242828848916e-51,2.3228493392944623e-54,2.5385521531109157e-50,1.7826797798250723e-84,8.8105979838950801e-72,8.224851538730289e-41,6.5744432820163175e-31,2.7698700738680186e-35,1.3306320853104221e-35,3.1366535446777922e-44,3.2178291916849413e-32,8.8802129448868129e-39,9.9330198046016399e-54,2.0119723978488953e-26,9.5130273674311732e-25,6.880207383382261e-29,2.156770309558751e-35,1.6333779520056067e-49,1.2269514490334037e-59,3.3273134659362821e-47,0.88168480800000004,0.0,0.0094599999999998661,0.10885,5.3982325110897479e-17,4.5708600143341543e-17,5.4039363614297099e-17,3.781957870556833e-19,3.1326594894345373e-19,1.5663564677164026e-19,7.6693664638373835e-20,6.5581157362103994e-20,1.8627470657699594e-21,1.5513046901629666e-21,1.9721951834318746e-20,7.7033302428340059e-22,3.2753136415715337e-24,2.8831840500531979e-22,1.5074975462885627e-22,2.1843669284372299e-22,3.5721483488868507e-22,4.2562949291706153e-22,3.2995536960758563e-17,3.2549957135329012e-20,2.2951754464095761e-20,4.8992123242932711e-20,9.2695189527538158e-23,1.4141863058491988e-26,4.8574214836421724e-23,1.5284990718441206e-24,4.5797439480848967e-22,5.5844715730937281e-23,2.2541144979980543e-25,5.1036397196462587e-28
6.5535e-11,0.003808221319832097,1.797929334314744e-20,6.328841130984552e-25,1.1680011828708582e-22,3.2709190899375676e-24,2.9715878007309184e-26,0.0,0.0,1.7695237446233329e-18,1.0743992209230429e-25,6.6777552005221126e-36,5.4687652128035763e-37,3.7991567804052764e-45,6.1937708094714994e-23,4.6027782199492465e-34,6.6105032357757444e-17,1.0256559956777049e-22,2.3613725232922267e-34,3.8413395500919806e-35,4.0679971406187397e-20,3.0579256606225058e-32,4.9818823396606118e-36,3.3081489946816609e-31,7.4720471885873946e-26,1.0841474318602067e-40,4.1744884590122935e-20,2.8642579356402871e-38,9.1370864772315192e-17,6.5654431378921113e-36,7.021835996100831e-51,1.4428811737103071e-36,1.0945040354751349e-58,5.9614767305923309e-27,1.8669845943635729e-25,9.0519016902837262e-24,5.4454239535245386e-23,1.3060147641599506e-25,1.7532013662613783e-19,8.0244861758586789e-34,4.1085278865090843e-38,8.8917456066527823e-32,1.4771123978573846e-30,1.5933283486334443e-26,3.8870058516880399e-24,5.0542186641850358e-38,2.8620448277547074e-40,1.1417307739914421e-39,3.9395747126989732e-50,7.3383501890682358e-53,4.0142323498059351e-49,1.0886677674105321e-82,5.582931531996658e-70,1.3446355253396731e-39,5.1933492328338288e-30,4.384230874039997e-34,1.086398907947625e-34,3.9915398204534825e-43,2.1046548935059011e-31,1.4503087980410981e-37,1.6183942089144252e-52,1.6082995931628949e-25,2.4227433515675525e-24,2.7519820333559198e-28,1.3610623939774459e-34,1.855569634063453e-48,8.0421640023479279e-58,7.8722096574841822e-46,0.88168480800000004,0.0,0.0094599999999997325,0.10885,1.0781054837884232e-16,9.1283404410235463e-17,1.080383053674343e-16,7.5271058329537263e-19,6.2345044684183925e-19,3.1173577492517389e-19,3.0633685040124223e-19,2.6193350408216331e-19,7.4058371948915632e-21,6.1693047852890796e-21,7.8885665415579296e-20,3.0625795586991494e-21,1.3978818162034564e-23,1.1524473097744238e-21,6.0274098090083676e-22,8.7317766841310244e-22,1.4310381693719902e-21,1.7115223135014117e-21,6.5845596373989352e-17,6.5013916486043634e-20,9.1258115522045261e-20,1.9555482486735837e-19,7.3616202623266945e-22,1.2003101931124162e-25,1.9403416694349358e-22,1.2269703674864309e-23,1.8054238457029628e-21,2.2792515393808752e-22,1.834236609965783e-24,4.399859751777495e-27
9.999999999999999e-11,0.003808221319832098,2.8359543806081803e-20,1.6683391247340167e-24,3.0321927048136676e-22,8.7221500384354491e-24,1.4025725013306642e-25,0.0,0.0,2.7177380708650566e-18,2.7878505882510855e-25,4.7544795418397992e-35,2.7658039834076753e-36,2.7807343567459302e-44,1.5981963335305696e-22,2.1459105526092428e-33,1.0083438838074205e-16,2.6428949179885975e-22,6.5547433131999128e-34,9.6300507004065628e-35,1.0469041082889643e-19,1.4304164783342795e-31,1.1525320913634526e-35,1.5339977397386582e-30,1.92464236632713e-25,6.2210196579703575e-40,1.0756414927220159e-19,2.4772047975419737e-37,1.3923147049055821e-16,3.0567718925241725e-35,3.4877097279812733e-50,6.7721577673889301e-36,9.659079899843856e-58,2.7896291595168988e-26,3.3284303188958038e-25,2.330058988751633e-23,1.4235177713139683e-22,3.3070196361334782e-25,4.5128299696498081e-19,3.7552339005443681e-33,1.9012183257470019e-37,4.0913354069596133e-31,6.7866719904451748e-30,6.817837149739572e-26,9.1840990939906357e-24,2.8053617984602243e-37,2.5082893182633903e-39,1.0108888233702951e-38,6.7134799879071405e-49,1.2410085926952931e-51,3.4903138229551425e-48,4.3364014327435944e-81,1.8686447588471696e-68,1.2265338955088957e-38,2.3770005577233582e-29,3.8189397174525215e-33,5.1260119189208819e-34,2.4857188805262826e-42,8.2238591884862374e-31,1.3006219130095204e-36,1.4468661143391686e-51,7.5179424562933497e-25,4.063453011535515e-24,7.0918310112316853e-28,5.0422280053743874e-34,1.0915727178340834e-47,2.7888081218767522e-56,8.9847089240805676e-45,0.88168480800000004,0.0,0.009459999999999592,0.10885,1.6418280361564779e-16,1.3900704266542497e-16,1.6476821326397231e-16,1.140941122358423e-18,9.4493894535987845e-19,4.7249608848103683e-19,7.8778877918781754e-19,6.7352924531118391e-19,1.8902771581142627e-20,1.5753536544327343e-20,2.0332471965826144e-19,7.8166435535923169e-21,3.9567519295910014e-23,2.9671307788901497e-21,1.5525777138702782e-21,2.2483530344365942e-21,3.6976804260145807e-21,4.4488190764943551e-21,1.0016815609794932e-16,9.9022827319809221e-20,2.3295867453649291e-19,5.023379219043835e-19,3.4014245589710378e-21,6.1715248598780096e-25,4.9904632241329157e-22,5.7776087142469649e-23,4.5469637953941362e-21,6.0631300916665846e-22,8.8406954718733192e-24,2.3297533440731092e-26
1.31071e-10,0.003808221319832098,3.7717581297270947e-20,2.6018259277669065e-24,4.7128047685967822e-22,1.363656166764705e-23,2.3991287100407769e-25,0.0,0.0,3.5725753646604032e-18,4.3325668927411375e-25,8.4387383743064232e-35,4.7662187571131133e-36,4.9451282974410007e-44,2.4806246810431025e-22,3.6655477083590612e-33,1.3214371149085828e-16,4.1008734630378289e-22,1.0335164720808263e-33,1.4848708589610814e-34,1.6239731241900214e-19,2.4442911215434548e-31,1.7424383148711955e-35,2.6186950857431405e-30,2.9861298215567944e-25,1.0852029579266412e-39,1.669017489512054e-19,4.4522430808032174e-37,1.82378920955422e-16,5.2206329428324281e-35,5.9989263922673988e-50,1.1576624706085828e-35,1.7380244463366287e-57,4.7671037936595406e-26,4.6459576685821805e-25,3.6146114070780933e-23,2.2159345392379561e-22,5.1109721205985732e-25,7.0006994121532732e-19,6.4172385872353183e-33,3.244817559842831e-37,6.9781579705810074e-31,1.1573363593558341e-29,1.1527853483967587e-25,1.3959551992049073e-23,4.8788112001276645e-37,4.5115505375712439e-39,1.8192989479334647e-38,1.2410676683524022e-48,2.2936497996121674e-51,6.2750206112608799e-48,8.1476223611247062e-81,3.5029400916727534e-68,2.211060738003427e-38,4.0517293819706961e-29,6.8665541730520478e-33,8.7678171086481453e-34,4.3668057211095159e-42,1.3740464342971487e-30,2.3424141367938037e-36,2.6053475996754321e-51,1.2845623100434549e-24,5.5425909730867865e-24,1.1004305915963384e-27,8.3608845181181682e-34,1.9083670165668345e-47,5.2304815986695296e-56,1.6374935192855798e-44,0.88168480800000004,0.0,0.0094599999999994654,0.10885,2.1500370431092659e-16,1.8203101377312828e-16,2.1591154615976034e-16,1.4909399930744549e-18,1.234768312470106e-18,6.1742525437380393e-19,1.2218289033522652e-18,1.0445923898266895e-18,2.926752563061911e-20,2.4393944639063397e-20,3.1550942455814183e-19,1.210254294095125e-20,6.2636329187993113e-23,4.6031101802798125e-21,2.4088776451075778e-21,3.4881056471659119e-21,5.7411111979902655e-21,6.9165558448957416e-21,1.3111074287244982e-16,1.2968265231664459e-19,3.6070502791348135e-19,7.78910027171681e-19,5.8042207915175011e-21,1.0653190634172912e-24,7.7402188262226014e-22,9.880115143151553e-23,7.018525895404422e-21,9.4743847122401903e-22,1.5157181277714872e-23,4.0334226294045396e-26
