Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643)
1.4680063000000002e-08,0.003808221319832203,2.6700789604858319e-17,1.0337914024067895e-19,4.349977476203796e-18,7.459131220113413e-19,1.7922240365978677e-19,0.0,0.0,9.6114226655804038e-16,9.251479771524787e-21,1.8932344926397844e-27,2.3442672269510409e-29,1.2029501753294693e-36,2.5767748621389447e-18,1.5538007500651239e-27,1.351735861167155e-14,3.9618488450218648e-18,6.9097481480907552e-29,1.8397752936572808e-31,1.286189912560121e-15,1.7867917845362218e-25,1.4106519190124425e-31,7.6572066889493964e-25,2.6949039132103459e-21,2.7929723891349689e-32,1.6024930376820499e-15,1.5344561594750702e-29,1.4625951425852379e-14,2.0943856994105307e-29,7.7735851746924995e-44,1.071188080998715e-29,8.1489851483286335e-50,3.6671823156894543e-20,6.2095765171041047e-22,2.9203332607103784e-19,1.8534494489315815e-18,9.7174865193710264e-22,5.6303063665560238e-15,4.2907047488116416e-27,7.7622101765008793e-32,1.4770729536052822e-25,2.044486810077612e-24,4.9950030719857859e-21,5.5841619533427767e-21,5.3421419465010206e-30,6.0493705978845477e-32,6.1855833551856534e-31,1.0670980320937267e-39,1.6614394217469683e-42,6.2857187932809358e-41,7.6151852084985645e-68,2.4437791167423108e-57,5.7376588365112221e-30,4.1940744549523491e-24,8.3681558233336178e-26,2.4544899018798381e-28,3.8819356673523203e-37,6.9798962258158652e-25,5.1399014069630329e-29,8.9487531388298915e-44,8.5289154534814052e-19,5.1584229917882255e-22,9.0260686503780649e-24,4.951906759502663e-29,2.2989940874936999e-41,1.6734502695628996e-44,4.9966824534687528e-37,0.88168480800000004,0.0,0.0094599999999400563,0.10884999999996686,1.542639459643651e-14,1.3057315857075794e-14,2.1098793560334479e-14,7.7565300876959379e-17,6.0626375721285882e-17,2.9837629823951394e-17,8.4954275713478191e-15,7.1581391179551102e-15,9.3777746515574933e-17,8.0763655775515869e-17,2.9674742819994477e-15,3.8034236241467607e-17,1.5213731700798494e-18,4.0426724812424256e-17,2.3749012061649849e-17,3.1284587173282841e-17,6.7112768024469873e-17,1.0358472628769289e-16,7.7315880667286587e-15,9.7189810710689047e-18,1.1656575776441171e-15,4.6253168514107221e-15,1.1320978456513816e-15,1.4233463908796784e-18,5.4895884440773067e-18,8.0560766795222602e-17,1.3413607961457145e-17,3.0654489266150774e-17,2.4801189039638268e-17,3.4487957690325453e-19
1.8454936600000002e-08,0.0038082213198322094,3.7088132710915724e-17,1.7233994138124105e-19,6.5147082923361648e-18,1.2551364335851162e-18,3.2072257358528353e-19,0.0,0.0,1.3343813779557918e-15,1.5336571194236238e-20,3.7149094683008233e-27,4.5357127448826966e-29,2.4051784456474616e-36,3.9470519934147547e-18,2.5907770854090589e-27,1.6662905526174975e-14,5.9889653603207261e-18,1.1250572115092772e-28,2.3047545636607321e-31,1.8846158700738664e-15,3.1918901838664792e-25,2.2826943174925309e-31,1.2222979350258763e-24,4.0253433885577997e-21,6.0355469549770194e-32,2.4195147384934544e-15,3.0884788460955803e-29,1.7165554500182195e-14,3.4290322668510004e-29,1.3201094304028894e-43,1.9549878435261892e-29,1.8167831493119831e-49,6.6024360320892579e-20,9.2700966028298453e-22,4.2796302906502732e-19,2.7219332260987264e-18,1.2854206591789918e-21,8.2432988602295166e-15,7.5483265810374147e-27,1.2093557260386364e-31,2.3957283454573178e-25,3.2355303279789627e-24,7.5517268024403291e-21,6.8660140968106518e-21,1.0376901481888455e-29,1.0671765290380815e-31,1.2164810572490465e-30,2.1927164456726134e-39,3.4970589490102847e-42,1.1260359751675461e-40,2.6359973005301525e-67,6.7150930132364398e-57,1.4117042022772904e-29,6.1159644215316152e-24,1.5342847211570264e-25,3.8645150488244504e-28,5.9249657614021656e-37,1.2554030196534716e-24,9.6927828156122492e-29,1.7599354831641673e-43,1.5013959087438488e-18,6.0779357546230222e-22,1.3239480960506384e-23,7.5897613004322024e-29,4.1876691234107591e-41,4.9475058527739147e-44,9.4304576827728059e-37,0.88168480800000004,0.0,0.0094599999999246381,0.10884999999995212,1.782482777948876e-14,1.5122778485242714e-14,2.5757923587574482e-14,9.187975125035385e-17,7.1069892035985048e-17,3.4742481484477862e-17,1.2153550592178667e-14,1.0219898083003006e-14,1.2401391695516543e-16,1.0701957662428118e-16,4.4515348491745303e-15,5.0030794198648667e-17,2.1593971470133414e-18,6.0478757270881329e-17,3.628333875168066e-17,4.6984167058894524e-17,1.0290913705544684e-16,1.5903954730429889e-16,8.6724861342695295e-15,1.1422877747713323e-17,1.5445119710180918e-15,6.4662813664138695e-15,1.7083133594184426e-15,2.2960048391402426e-18,7.9050382635770628e-18,1.39920263758257e-16,1.7928373681185857e-17,4.8759017606986161e-17,4.4367151382334673e-17,6.427230294971485e-19
2.6004683800000002e-08,0.003808221319832202,5.9426654800899615e-17,3.7894703085160774e-19,1.2003493824598412e-17,2.8001994653826732e-18,8.1032374045140833e-19,0.0,0.0,2.2053350878652928e-15,3.4265419819828276e-20,1.105513238774654e-26,1.2879284094778666e-28,7.4167075893054795e-36,7.6287778486056443e-18,5.6513769271282857e-27,2.2562250025437876e-14,1.1241356703082077e-17,2.2728420943228409e-28,3.1767759601235117e-31,3.3276036014195607e-15,8.0247770905935653e-25,4.5989800726310657e-31,2.4454622530701231e-24,7.3691128092610631e-21,2.1223711821436465e-31,4.529044236921034e-15,9.7870946777859347e-29,2.1184648677823609e-14,7.1196386034152956e-29,2.8331120388144167e-43,5.1453798071796712e-29,7.1673393714034453e-49,1.6910449654724544e-19,1.7044956728031539e-21,7.5319108609957199e-19,4.8132437586754421e-18,2.0595636578620926e-21,1.447705650384277e-14,1.8297989794369331e-26,2.3120475607118382e-31,5.231893260001871e-25,6.7391047075179243e-24,1.4185762412977071e-20,9.3195671678991322e-21,2.9885922338981858e-29,2.4712376028745676e-31,3.5848983626476368e-30,6.8120367569105482e-39,1.2201815479457846e-41,2.8548375630042147e-40,2.6236209893506957e-66,4.1034097880958519e-56,6.3625826276654572e-29,1.0946327270033047e-23,4.0685968159657264e-25,7.4981547355769966e-28,1.1340502240072511e-36,3.2107577236028261e-24,2.6201891065707085e-28,5.1865972320691625e-43,3.6459353417548441e-18,7.5618716580566682e-22,2.3348330421425033e-23,1.4470968341860179e-28,1.1000962314855459e-40,3.3937274169102277e-43,2.5522757506261785e-36,0.88168480800000004,0.0,0.0094599999998938034,0.1088499999999178,2.1545130052039358e-14,1.8403913257893718e-14,3.4221448667090616e-14,1.2026267122830832e-16,9.1630262696624677e-17,4.4190509645618287e-17,2.0420265579373527e-14,1.7111750723924478e-14,1.8549875289068687e-16,1.6046121316481581e-16,8.2129018240022845e-15,7.4065446317532319e-17,3.5742583982642719e-18,1.1171441933143539e-16,6.9935858595164824e-17,8.7498021814778337e-17,1.980892059422219e-16,3.0272073590237561e-16,1.0021179622493266e-14,1.442157669846449e-17,2.3237031238296756e-15,1.0423515526183235e-14,3.0680171648270239e-15,4.5618798771900766e-18,1.3538276891844901e-17,3.2350289124082427e-16,2.7874814806671238e-17,9.8609772796603336e-17,1.0826502410804796e-16,1.6682994097103666e-18
3.279945628e-08,0.0038082213198321804,8.0449571940765913e-17,6.4405762181791026e-19,1.8159461885861296e-17,4.8025078022878772e-18,1.5210931008570559e-18,0.0,0.0,3.1141720453195059e-15,5.9708875012328103e-20,2.2901737803689834e-26,2.5589349492951872e-28,1.5668041265440993e-35,1.200569725463922e-17,9.5398641059017938e-27,2.7451231389602323e-14,1.7256867653833798e-17,3.5684365950362815e-28,3.8644418913398887e-31,4.8682733878276253e-15,1.5001298565198699e-24,7.2373368713265753e-31,3.8677132138009655e-24,1.1083501767017179e-20,4.8277604968309014e-31,6.9358773022740058e-15,2.1169965278730661e-28,2.3807942039876906e-14,1.1495416093373126e-28,4.5999294927424481e-43,9.9392113279447786e-29,1.8226753569527168e-48,3.2059229078386453e-19,2.5748789732488681e-21,1.0963113821338376e-18,7.0359622579246491e-18,2.9649233096982137e-21,2.1031518130715872e-14,3.3250551366508662e-26,3.5360301331617074e-31,9.1430634251018461e-25,1.1388351640121733e-23,2.1838542639244824e-20,1.144975697451876e-20,6.0227448176630038e-29,4.2484893757282352e-31,7.3247159865323954e-30,1.4144454116117035e-38,2.8172360021886579e-41,5.4293173651940234e-40,1.0727345891741482e-65,1.2903495495690844e-55,1.6670748643372674e-28,1.6612813679977613e-23,7.9486104347773403e-25,1.1558480641358692e-27,1.772849065918905e-36,6.0818915929462221e-24,5.0631346727817523e-28,1.0597507362580436e-42,6.6351192513030538e-18,8.5644943601090985e-22,3.4047908510420048e-23,2.2375735474129918e-28,2.1253622122670615e-40,1.104880734777192e-42,4.9348870815369511e-36,0.88168480800000004,0.0,0.009459999999866046,0.10884999999988251,2.3972001628872347e-14,2.0640637887908311e-14,4.0948232547746612e-14,1.4585514200366729e-16,1.1009007008277278e-16,5.2488182277954123e-17,2.8645492954801842e-14,2.3943369420895161e-14,2.4167203714545787e-16,2.0930557223534888e-16,1.2421343396708114e-14,9.568403096312093e-17,4.9715701933297726e-18,1.6989752945920041e-16,1.0998247369774007e-16,1.339578390776945e-16,3.0988782916266205e-16,4.6582858572917764e-16,1.0824060229325029e-14,1.6830172895157367e-17,3.0470769265692309e-15,1.4165330924894607e-14,4.4702762850497341e-15,7.0891026928680448e-18,1.9387722259324737e-17,5.6218652600367572e-16,3.7776348832392292e-17,1.5846100498917272e-16,1.9522251701661353e-16,3.1124620347241928e-18
3.9594228760000004e-08,0.003808221319832143,1.0138263287127299e-16,9.8467314433188608e-19,2.5341103754207683e-17,7.395316058671956e-18,2.5417225286891566e-18,0.0,0.0,4.121486111993908e-15,9.4218738114530879e-20,4.1379614589355854e-26,4.4182987913224167e-28,2.8685503295482111e-35,1.7391295393606726e-17,1.452199360995852e-26,3.1973531237946365e-14,2.4400798585165666e-17,5.0442703454412104e-28,2.6904444907726778e-31,6.5933524937772049e-15,2.496215281655381e-24,1.0278613127720743e-30,5.554687423579151e-24,1.5377984058510703e-20,9.3816015641972821e-31,9.7831992997831581e-15,3.9771204725702027e-28,2.5749854815654587e-14,1.6718894462420953e-28,6.649513718115402e-43,1.7041065605761688e-28,3.9358355657355884e-48,5.4048686204906145e-19,3.5837317434701968e-21,1.4746159630221452e-18,9.5053012858660321e-18,4.1240288340603489e-21,2.823263139758446e-14,5.3849028415880355e-26,4.9345780875479213e-31,1.4764861672779333e-24,1.7875272913427873e-23,3.1061881172478872e-20,1.3563634587465823e-20,1.0566481369776118e-28,6.4563068888814501e-31,1.2993615606555135e-29,2.5081781381092341e-38,5.6557605339116503e-41,9.3196563694009076e-40,3.301419994510272e-65,3.2506265017985735e-55,3.6554663409218418e-28,2.3887379060390828e-23,1.3905889018666071e-24,1.619763539928856e-27,2.558367446675487e-36,1.024621639966316e-23,8.5721590022574605e-28,1.8799571504643722e-42,1.0761834564481645e-17,9.3388690789270135e-22,4.5885288095422186e-23,3.1757009413536047e-28,3.6411297652891604e-40,2.891645451197988e-42,8.3584661298727115e-36,0.88168480800000004,0.0,0.009459999999838287,0.1088499999998442,2.5871185471378854e-14,2.2479863613747052e-14,4.6937656088146906e-14,1.7173737056074561e-16,1.2875223926075005e-16,6.076587586435555e-17,3.7280331108998e-14,3.1095769460122951e-14,2.9841397727897678e-16,2.5863147418270717e-16,1.7308022697734692e-14,1.1729125677346031e-16,6.450019926447552e-18,2.3893914014546792e-16,1.5939941152661937e-16,1.8955682321899275e-16,4.4582604794224313e-16,6.5632971993196805e-16,1.1440682579095415e-14,1.9155192319212783e-17,3.7902751310508896e-15,1.793982174781453e-14,5.9806920371986107e-15,9.949767471332051e-18,2.5842928072640847e-17,8.681236807470937e-16,4.8458291933859114e-17,2.3181481623492791e-16,3.1131532447861905e-16,5.0830394316119785e-18
4.6389001240000006e-08,0.0038082213198321045,1.2171650908885724e-16,1.3990128562199941e-18,3.3449758223622682e-17,1.0570748872994104e-17,3.9151103137904514e-18,0.0,0.0,5.2135117782909954e-15,1.3862302287413864e-19,6.7953709945868547e-26,6.9272577594326701e-28,4.7503519811274883e-35,2.378173668743901e-17,2.0601824429828847e-26,3.6156497801102588e-14,3.2594346470586158e-17,6.6461047563731697e-28,4.5942235538184207e-31,8.4730270833218823e-15,3.8294588333405685e-24,1.3624758033320635e-30,7.475700353707265e-24,2.0188106229752956e-20,1.6320115914165674e-30,1.3036080847888184e-14,6.7606885770220028e-28,2.718756856220145e-14,2.2663016739107652e-28,8.8879316811661533e-43,2.6869878946516867e-28,7.6948544289675682e-48,8.3915178951241715e-19,4.7119591000476954e-21,1.8795663478837423e-18,1.2169620148967405e-17,5.5745179836283868e-21,3.5912286565071568e-14,8.0509357358309168e-26,6.477489469587831e-31,2.2540713350601788e-24,2.6630578864541384e-23,4.185922055708026e-20,1.569766142565177e-20,1.6842300269303435e-28,9.036518584391076e-31,2.0901492032945105e-29,3.9933207784269838e-38,1.0280322905517458e-40,1.4916612425023453e-39,8.838423959251365e-65,7.0566517452443603e-55,7.029148504272837e-28,3.3091209732926038e-23,2.2532295241716974e-24,2.1295695173421869e-27,3.4952800114456035e-36,1.5898029039578673e-23,1.3253282882831074e-27,3.0241188397732947e-42,1.6114364209363148e-17,9.9443478999138e-22,5.8603302078986794e-23,4.2491651228923644e-28,5.7430564600684736e-40,6.4754085215101922e-42,1.2926718141251355e-35,0.88168480800000004,0.0,0.0094599999998105245,0.1088499999998037,2.7443580929070001e-14,2.4080553168663657e-14,5.2276650341774047e-14,1.9793237576628216e-16,1.4764163933668157e-16,6.9071567281695879e-17,4.6135130934818145e-14,3.8414582285945202e-14,3.5570582806785958e-16,3.0841339796941311e-16,2.2791149709587826e-14,1.3894747816442774e-16,7.9897260823316127e-18,3.1846580546116551e-16,2.1827147938654091e-16,2.5407622173153708e-16,6.0539290867775684e-16,8.7042171034388186e-16,1.1968085351557577e-14,2.1496626376697334e-17,4.5536215623455506e-15,2.1682269637071714e-14,7.5679113206703504e-15,1.305665276943465e-17,3.284196990276703e-17,1.236547992690287e-15,5.9825635241522967e-17,3.1795672430411167e-16,4.5648397497002708e-16,7.5847171794407668e-18
5.318377372000001e-08,0.00380822131983206,1.4116461505087114e-16,1.883833457623863e-18,4.2395813088371602e-17,1.4309483662655653e-17,5.6817730587058932e-18,0.0,0.0,6.3793018939122292e-15,1.9367129856502977e-19,1.0413740106454091e-25,1.0130875160834839e-27,7.3139681941606085e-35,3.1170101218839671e-17,2.7774686804574286e-26,4.0027185018404803e-14,4.1760469336295096e-17,8.3311137196446738e-28,6.3984784478233743e-31,1.048416982235832e-14,5.5360459943894457e-24,1.7197047587023784e-30,9.604503519344603e-24,2.546034969087102e-20,2.6211259473558359e-30,1.6660425433934213e-14,1.068725157495664e-27,2.8260125294099775e-14,2.9213450783435316e-28,1.1296477005646253e-42,3.9853178168974319e-28,1.3863714981196564e-47,1.2265210300932437e-18,5.9416818360514568e-21,2.304483400671656e-18,1.498851655954302e-17,7.3456354121552008e-21,4.3939000195706316e-14,1.1354305847399955e-25,8.1413938614863163e-31,3.2995315229080693e-24,3.8147178661961278e-23,5.4254483716910915e-20,1.7877998997166624e-20,2.504484615931969e-28,1.1930912488695921e-30,3.1326710249743605e-29,5.8831787640225419e-38,1.7414419396308279e-40,2.2706450544890057e-39,2.1183012585723142e-64,1.3648532400902426e-54,1.2307102534064322e-27,4.4524751528586679e-23,3.4545471252600331e-24,2.6757025821848299e-27,4.5896851674441385e-36,2.322299973198492e-23,1.9188733196162544e-27,4.5325135424472747e-42,2.2760784425222142e-17,1.0427513199840647e-21,7.2001362608044825e-23,5.4459989438282979e-28,8.5172402088156789e-40,1.2955621282946108e-41,1.8720076830815294e-35,0.88168480800000004,0.0,0.0094599999997827585,0.10884999999976151,2.882117058918107e-14,2.5543553558898092e-14,5.704700138019916e-14,2.2441111156601016e-16,1.667289185889254e-16,7.7417577037860594e-17,5.5089879902816538e-14,4.5803067491936066e-14,4.1357221445978882e-16,3.5866922000756834e-16,2.8794768703495493e-14,1.6071620650293925e-16,9.5772020223211467e-18,4.0820360197145279e-16,2.866765532495166e-16,3.2735211019372328e-16,7.8813223475196225e-16,1.1045472895981798e-15,1.2455331262255941e-14,2.3911281671265695e-17,5.3373587266308073e-15,2.536135699778292e-14,9.214508600892519e-15,1.6343699651449091e-17,4.0357624052213525e-17,1.6610437456907883e-15,7.1790620457298627e-17,4.1611063000289266e-16,6.2990881854223724e-16,1.0606060797278908e-17
5.997854620000001e-08,0.0038082213198320117,1.5961289949760093e-16,2.4360453426770838e-18,5.2116498906965163e-17,1.8591881581054135e-17,7.8710559110958486e-18,0.0,0.0,7.6121015399243282e-15,2.5989203076742315e-19,1.5110784119128734e-25,1.4053621252375126e-27,1.0634825828333127e-34,3.9549491428290344e-17,3.6034053977469395e-26,4.3605790989091547e-14,5.1842214845029573e-17,1.0069541872932802e-27,6.5028222480055837e-31,1.261262621611974e-14,7.6421073367634099e-24,2.0939677857012939e-30,1.1924284419428816e-23,3.116102616888413e-20,3.9498867252543026e-30,2.0631048181297945e-14,1.5933883327599132e-27,2.9052171009208462e-14,3.6294985335670357e-28,1.3774624192960089e-42,5.6321342099356818e-28,2.3387126975694409e-47,1.7098581088978302e-18,7.2602642338485862e-21,2.745311693517107e-18,1.7937459930128497e-17,9.4550067808173082e-21,5.2232943800914462e-14,1.5313095642871485e-25,9.912168023375127e-31,4.6576478920769609e-24,5.2832316717983304e-23,6.8276659493671268e-20,2.0119016616392429e-20,3.5305460157927795e-28,1.5099137574289938e-30,4.4461732159663275e-29,8.1779428373673769e-38,2.7743366833319204e-40,3.3142342202272612e-39,4.6068449371409595e-64,2.3957663951974908e-54,1.9938084282174789e-27,5.8388601573673092e-23,5.0573664105829782e-24,3.2523365340789353e-27,5.8480278083280894e-36,3.2356535140254691e-23,2.6428042385827625e-27,6.4329894064153285e-42,3.0741987756603178e-17,1.081672646270232e-21,8.5958075550520141e-23,6.7574046512220701e-28,1.2039536423035263e-39,2.3468177100733445e-41,2.5786995150112765e-35,0.88168480800000004,0.0,0.0094599999997549891,0.10884999999971792,3.0071530508047218e-14,2.6918649363602798e-14,6.1307121158359548e-14,2.5115545651032341e-16,1.8599426091432136e-16,8.5809688578661645e-17,6.4086083591195523e-14,5.3214310109605831e-14,4.7202373756489223e-16,4.0940516925736143e-16,3.5265087766244697e-14,1.8263255745160292e-16,1.1204662693736629e-17,5.079937530850875e-16,3.6467086167954034e-16,4.0928608203798927e-16,9.9373513191843748e-16,1.3561943454136533e-15,1.2920986319766591e-14,2.6423615606099594e-17,6.1412960033936967e-15,2.8966318416079335e-14,1.0913015133279778e-14,1.9772705638791358e-17,4.8383780097154938e-17,2.1361696433113283e-15,8.4291285857117798e-17,5.2566734172973679e-16,8.3062973376748224e-16,1.4131126347368314e-17
6.677331868000001e-08,0.003808221319831958,1.7700308063989409e-16,3.0509049583978821e-18,6.2532216092485294e-17,2.3386901945661346e-17,1.0521413409221872e-17,0.0,0.0,8.904517538112219e-15,3.3796932452228879e-19,2.105314194906662e-25,1.8715387589799786e-27,1.4812953822495398e-34,4.890838091862586e-17,4.5368744340152799e-26,4.6919419411510485e-14,6.2763987980139382e-17,1.1826986641317105e-27,6.3724422919051628e-31,1.4842700676003169e-14,1.0182322325597838e-23,2.4787796525357811e-30,1.4416728065499972e-23,3.7254276226510026e-20,5.6811385736760449e-30,2.491453588609595e-14,2.2759594758704373e-27,2.9654820490754807e-14,4.3822779278508504e-28,1.6263703442638079e-42,7.6740712695334541e-28,3.7354812430574835e-47,2.2987383261275007e-18,8.6518905412172708e-21,3.1976955344271755e-18,2.0990111714239927e-17,1.1921455505767808e-20,6.0708377418675452e-14,1.9945623147251716e-25,1.1774383859504267e-30,6.3976344181498628e-24,7.1287693294216772e-23,8.3978101658414342e-20,2.2433999946003708e-20,4.7784021189125211e-28,1.8494693208527479e-30,6.0547700216102258e-29,1.0866472952909776e-37,4.2483000080125041e-40,4.6929890101041424e-39,9.1891435489170533e-64,3.9321617170487412e-54,3.0639618034894925e-27,7.4907707472822329e-23,7.161695032093616e-24,3.8532334082256801e-27,7.2785292988036842e-36,4.3476647459905939e-23,3.5024046756999988e-27,8.7604382584531355e-42,4.0101509083681137e-17,1.1142519289430994e-21,1.0034364778131056e-22,8.1717804527778016e-28,1.6386499378535048e-39,4.0009955686082416e-41,3.4179158140599571e-35,0.88168480800000004,0.0,0.0094599999997272161,0.10884999999967329,3.1255911867898351e-14,2.8249356883821115e-14,6.5131408846799099e-14,2.7815293930486677e-16,2.0542265155332156e-16,9.4256515256561332e-17,7.3074360590881843e-14,6.0608474808964366e-14,5.3105815895727156e-16,4.6061287517128042e-16,4.2134003062020817e-14,2.0472585634184112e-16,1.2863815452443118e-17,6.176690981911095e-16,4.5232944453318308e-16,4.9976797490402275e-16,1.2218326744815737e-15,1.6222210953298288e-15,1.3377436610544255e-14,2.9051739576522524e-17,6.9647541609569745e-15,3.2491521530716725e-14,1.2657349374998349e-14,2.3304761098740689e-17,5.6923375311169874e-17,2.6542915988022276e-15,9.7249394389859367e-17,6.4578025579274059e-16,1.0570331494117093e-15,1.8131598325305278e-17
8.036286364000001e-08,0.0038082213198318417,2.087672017524897e-16,4.4509694936434358e-18,8.5206439215650278e-17,3.4396933669561104e-17,1.7327926328478588e-17,0.0,0.0,1.1651177801085106e-14,5.3188197108274194e-19,3.7273669405089312e-25,3.0269998429019348e-27,2.6062854674175889e-34,7.051582485319816e-17,6.7215035285207765e-26,5.2840744532542671e-14,8.6883618807610446e-17,1.5326546634300608e-27,7.3878512045453213e-31,1.9569618826158096e-14,1.6681190837969452e-23,3.2656738459483137e-30,1.9881722766851906e-23,5.0550252157110911e-20,1.0569225716891613e-29,3.4312309000604496e-14,4.2120131299344222e-27,3.0493866964635027e-14,6.0013156190382891e-28,2.1291393578061801e-42,1.3111138381447225e-27,8.4512695511288439e-47,3.823797235776699e-18,1.1608367822244383e-20,4.1275119080038402e-18,2.7348443824633132e-17,1.7966756659058695e-20,7.8014364601563677e-14,3.1266474695598402e-25,1.5736552401397438e-30,1.1302486916100742e-23,1.2176946325882963e-22,1.2065020257627734e-19,2.7303566628045583e-20,7.9851946020694806e-28,2.5854596111380797e-30,1.0229911913062488e-28,1.7342289730575413e-37,9.123091287763904e-40,8.770893803523909e-39,3.0620647049240489e-63,9.030296523408755e-54,6.4154696320974396e-27,1.1643065208270333e-22,1.3292111467867078e-23,5.1141093470987491e-27,1.0691665345938931e-35,7.2244375252755966e-23,5.640145631025932e-27,1.480139599999132e-41,6.3050014081204009e-17,1.1671519906596036e-21,1.3011798808595432e-22,1.1272394064874366e-27,2.785951778183941e-39,1.0117284532220164e-40,5.5052021804370923e-35,0.88168480800000004,0.0,0.0094599999996716616,0.10884999999958152,3.3520205095760885e-14,3.0837931913869539e-14,7.1696056551119537e-14,3.3289028360450493e-16,2.4474514756485863e-16,1.1133582732027166e-16,9.0969762820511401e-14,7.5296794271110605e-14,6.5082543799836209e-16,5.6436957261257776e-16,5.6864438276702813e-14,2.4947776745872775e-16,1.6259233303905161e-17,8.6630237512947196e-16,6.5688857394707626e-16,7.0608927564317282e-16,1.7445301365688197e-15,2.1883070420895959e-15,1.4267800632726116e-14,3.4667299756011156e-17,8.6667972224941069e-15,3.930952929636571e-14,1.6274390445379282e-14,3.0599731996679982e-17,7.5586400236035509e-17,3.7944165648664305e-15,1.2430534034147123e-16,9.1477381084797122e-16,1.5803982498848884e-15,2.744058439631029e-17
9.395240860000001e-08,0.0038082213198317202,2.3689077713607169e-16,6.0503776124911468e-18,1.0997124148273609e-16,4.7113500789125662e-17,2.6330530241789881e-17,0.0,0.0,1.4591658471855019e-14,7.7959447272252501e-19,6.0268149139910919e-25,4.4778440491368961e-27,4.1663955844419874e-34,9.5891264828046057e-17,9.3210329290054871e-26,5.7959140420677562e-14,1.1366250934380213e-16,1.8718563976072741e-27,7.8030310159624185e-31,2.460040063195244e-14,2.5260939164655334e-23,4.0575396068738515e-30,2.594885138033977e-23,6.5266444197134783e-20,1.7706801584480688e-29,4.4651935273601117e-14,7.073289146402525e-27,3.1098418009310479e-14,7.7449200568156254e-28,2.6203815643981575e-42,2.0631397443997709e-27,1.6867010442956238e-46,5.8589692873619857e-18,1.4729975294394281e-20,5.0786458806087269e-18,3.3971246773586351e-17,2.5546633329813962e-20,9.5555976881660449e-14,4.5366243811112243e-25,1.9966166029870786e-30,1.8597603370064782e-23,1.9412158523119884e-22,1.6474572915146598e-19,3.2504065188530577e-20,1.2207470401434898e-27,3.3826798662076966e-30,1.5793026734849704e-28,2.5133584887940172e-37,1.7789313165309353e-39,1.5188094489262792e-38,8.2092928315692241e-63,1.7666427008535938e-53,1.1893287373883496e-26,1.6990928891829835e-22,2.2725130005756418e-23,6.4365511191928402e-27,1.4902207583353702e-35,1.1058459960766749e-22,8.35033120922628e-27,2.2850622570921345e-41,9.1755068160806482e-17,1.212214754499749e-21,1.608769448072096e-22,1.4678841097039356e-27,4.3525180079046906e-39,2.1970559792909723e-40,8.1517047599961228e-35,0.88168480800000004,0.0,0.0094599999996160932,0.10884999999948738,3.5750428457547811e-14,3.3396056566856317e-14,7.7144214000501601e-14,3.8857887117053898e-16,2.8464243112504757e-16,1.2868137197188888e-16,1.0870383528269405e-13,8.9803015037834564e-14,7.7278142642349925e-16,6.6979909703516482e-16,7.2620058418142728e-14,2.9501627733983475e-16,1.9735036860600686e-17,1.1534746386953822e-15,9.0082876182796536e-16,9.4579262241275223e-16,2.3545683625611432e-15,2.7867206151143335e-15,1.513498818929574e-14,4.0770956531121111e-17,1.0436886038004564e-14,4.5829807282662275e-14,2.0048094038101196e-14,3.8105868760039749e-17,9.6431368970925029e-17,5.0360741653274899e-15,1.5253972453639144e-16,1.2175399194510432e-15,2.1872815809801727e-15,3.8300190941181895e-17
