Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86)
1e-12,0.0048058846700881844,2.7406254151106608e-27,2.006851700667978e-34,1.9684930434858321e-31,1.7154232525552688e-52,2.204375682488523e-38,0.0,0.0,1.8828638495312821e-23,1.6204431570598769e-33,2.0946663648544428e-51,3.6239864007531133e-52,3.5086481874636144e-69,1.4017923346483645e-38,1.3113961775174728e-51,3.4050926381786499e-30,1.0236917128352076e-38,1.4392472023043981e-47,2.0459584560796957e-54,1.5057180379969364e-28,3.1796863466633631e-63,2.7736374010164981e-49,7.9437376095431836e-51,1.5880246819630983e-42,1.0716140186817721e-62,3.542228313485737e-35,3.8456809978576923e-53,9.0937222786373719e-23,3.1008793206587008e-49,1.9252045933011022e-69,4.8248390720605509e-56,4.489272340335967e-89,6.8280210510125099e-45,5.2863531853045907e-48,1.6389606102384926e-32,1.9671011602512751e-31,5.9387420315615135e-35,2.6432722666889397e-27,5.6700246409038175e-47,8.7534489373820274e-53,5.960113824128929e-49,6.905284979862516e-43,7.5992675363450616e-37,4.6020262262413946e-32,7.5858278942691337e-51,1.2802258947492827e-55,6.6155297604369249e-55,8.997442997208488e-82,1.4664188037437739e-77,1.889947832919705e-71,1.044018279887636e-122,4.3284992552121554e-117,9.5920678374985662e-57,4.1620934201659076e-42,4.782031497185481e-48,4.1679736861249967e-47,3.0038768139437845e-58,5.1395903410604211e-51,1.0039262157576947e-51,4.2155710960678583e-70,4.4896988137708988e-36,2.0741925523208355e-32,2.5814831199400676e-37,2.5952331702054367e-54,5.2975917278673629e-73,9.3906805881191073e-79,4.9603723345616688e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.4612836290130991e-23,9.0939999353808163e-23,9.4612839960720282e-23,8.298058844738691e-24,7.0221201365361009e-24,3.5110600682679946e-24
1.023e-12,0.0048058846700881844,2.803641582611174e-27,2.0765087369229374e-34,2.0371854625980016e-31,1.7856278311588944e-52,2.2946018460380888e-38,0.0,0.0,1.92615751501895e-23,1.6769622607772969e-33,2.1832569421414229e-51,3.7722898675479781e-52,3.6682920881834499e-69,1.4591568791338793e-38,1.3657279970212239e-51,3.5238578180399578e-30,1.0655835627732054e-38,1.4894458160232862e-47,2.129681305845255e-54,1.5582353871106323e-28,3.3243743283883788e-63,2.870337268730314e-49,8.2930217156718771e-51,1.6530103486965503e-42,1.1187360804362305e-62,3.6871845486710181e-35,4.0112366917302927e-53,9.3028148451539072e-23,3.2277738778536235e-49,2.0039867213362752e-69,5.0369856444514904e-56,4.6935339187988465e-89,7.128248286636718e-45,5.5186270643350504e-48,1.6961252557541575e-32,2.0357449870162902e-31,6.1458750696551132e-35,2.7354658928385108e-27,5.9020551501586023e-47,9.1116566040915222e-53,6.2204395992127005e-49,7.1878637882619791e-43,7.9102408658226894e-37,4.7625306701667553e-32,7.8962795147198247e-51,1.3365170040449119e-55,6.9064131979714558e-55,9.4025812142060044e-82,1.5341531292138137e-77,1.9756557118352606e-71,1.0927238771609229e-122,4.5309129960886326e-117,1.0013907453050134e-56,4.3324142536686445e-42,4.9922963008555808e-48,4.3385702626365772e-47,3.1359493304553448e-58,5.3655774892406301e-51,1.0480726422789449e-51,4.406621602896839e-70,4.6734275450432399e-36,2.1461964868352588e-32,2.6715217616518321e-37,2.7093476462081251e-54,5.5385912576167821e-73,9.8251722667186669e-79,5.1859143637633551e-64,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.6788309918985372e-23,9.3031021861746928e-23,9.6788313717600256e-23,8.4888596837287202e-24,7.1835827675812867e-24,3.591791383790586e-24
2.047e-12,0.0048058846700881844,5.6092031863322954e-27,8.2518468413502758e-34,8.1754750988888095e-31,1.4306243044159765e-51,1.8415418687757195e-37,0.0,0.0,3.8536885663136766e-23,6.7114142293380568e-33,2.5379213017024307e-50,3.020064663560784e-51,1.1745995356292395e-67,1.1680126658949572e-37,1.275830672868031e-50,1.4102684252629556e-29,8.5298144593465296e-38,5.9605400138987231e-47,1.7040781777193523e-53,6.2360607658048433e-28,1.0677189488862539e-61,1.145910482953825e-48,1.3276290196073387e-49,1.3232057034375716e-41,1.7947901963691763e-61,2.951528195504484e-34,5.4626261884874726e-52,1.8611547559106704e-22,2.5835998533856729e-48,1.6036829211297324e-68,8.0633066401443221e-55,1.5025219869125637e-87,1.1412590560127567e-43,8.6602980774655072e-47,6.7878831399677887e-32,8.1696790320296341e-31,2.4594412535271321e-34,1.094731801174539e-26,4.724464119190706e-46,7.2926677030489629e-52,9.4825750821886078e-48,5.753339585208654e-42,6.3302573863863438e-36,1.9054264010870078e-31,6.3268336547517914e-50,2.1395247515002524e-54,1.105678718709421e-53,2.5510153628953102e-80,9.3335592316644114e-76,6.0142271007777733e-70,1.4081175719904269e-120,9.2110246567354558e-115,1.6102658283854881e-55,3.4675502769366151e-41,7.9922767013012053e-47,3.4817705026412139e-46,5.0125046837671112e-57,8.5904898240828555e-50,1.6821321687605234e-50,1.1655278005680752e-68,3.7409428618358018e-35,8.3626710283039923e-32,1.0691506495435082e-36,4.3402889168511705e-53,1.7556115993121432e-71,6.3098895162235826e-77,1.5965998739298517e-62,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9364417382810587e-22,1.8612697496065109e-22,1.9364418903054213e-22,1.6983644874418133e-23,1.4372179917423654e-23,7.1860899587117125e-24
4.095e-12,0.0048058846700881844,1.1220215321195906e-26,3.2898353340321321e-33,3.2877352990938245e-30,1.1467213623628525e-50,1.4807388609095408e-36,0.0,0.0,7.7088377426619939e-23,2.6853038380334242e-32,3.3035380553012633e-49,2.4174005886629887e-50,3.7596592907523054e-66,9.3464974280019687e-37,1.3126520473954671e-49,5.6424337936221515e-29,6.8258058954887822e-37,2.3845427478743712e-46,1.3625414281003439e-52,2.4949552967417716e-27,3.4342824278462481e-60,4.5623777112033842e-48,2.1244959830716795e-48,1.0588663658583468e-40,2.8843188673832531e-60,2.3618986860636218e-33,7.998723982011659e-51,3.7227285201204229e-22,2.0671869697437007e-47,1.2825548803811248e-67,1.2901774427174203e-53,4.8069665461591728e-86,1.8265786369390002e-42,1.3332017841513482e-45,2.715720732745078e-31,3.28539137380368e-30,9.8387468616059596e-34,4.3798422975410892e-26,3.7806045978937301e-45,5.8341127055111665e-51,1.4792636342677826e-46,4.6033135622706546e-41,5.0628490656961635e-35,7.6190168049295432e-31,5.0725120397017934e-49,3.4233734531553906e-53,1.7694285869563465e-52,7.4539544138239076e-79,5.8164845028955289e-74,1.8747155591708435e-68,1.8238541537262561e-118,2.0602960035016141e-112,2.5976355174901407e-54,2.7740773328862081e-40,1.2789752225630414e-45,2.7993385833487981e-45,7.9961339933817866e-56,1.3749032584132502e-48,2.7045469719507217e-49,2.7654867443331864e-67,2.9935216507720515e-34,3.177402364005399e-31,4.2775702538248461e-36,6.9540890495738278e-52,5.5083779336147451e-70,4.0586878830253047e-75,4.7455610521896154e-61,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.8735587972685047e-22,3.7231885909681089e-22,3.8735594055252264e-22,3.3973215301065919e-23,2.8749374261681546e-23,1.4374687130840546e-23
8.191e-12,0.0048058846700881844,2.2441795255565987e-26,1.3137058754480802e-32,1.3268701567491578e-29,9.2039495373700738e-50,1.1946298604393362e-35,0.0,0.0,1.5419484325997789e-22,1.0742898724934401e-31,4.7009426432637736e-48,1.9351885383534003e-49,1.2030813680083828e-64,7.4776001067530108e-36,1.5154308317077972e-48,2.2571744500309268e-28,5.4612655454246521e-36,9.537020616309803e-46,1.0883825908876703e-51,9.9801462685541362e-27,1.1080229164082654e-58,1.8074649372769751e-47,3.3984481093352987e-47,8.4718721386257022e-40,4.6535745561586099e-59,1.8897335847314569e-32,1.2268529301622324e-49,7.4451850626966725e-22,1.6534819237906172e-46,1.0249465273176603e-66,2.0634240522440962e-52,1.5367654466132376e-84,2.922893464877157e-41,1.9819426323545642e-44,1.0863152776646511e-30,1.3259125903523592e-29,3.9347373217296998e-33,1.7519803441001898e-25,3.0247468102473765e-44,4.6651148568884237e-50,2.3354889715380303e-45,3.6819877112206802e-40,4.0462545463327619e-34,3.0442622857615351e-30,4.0738191899082469e-48,5.4751318574717894e-52,2.8307894275313951e-51,2.2850440786780843e-77,3.6702209968045555e-72,5.9159546380277107e-67,2.3881240466247989e-116,4.9319661887407675e-110,4.2161259141305605e-53,2.2183029468545026e-39,2.0460287118300225e-44,2.2580152014571897e-44,1.2711790670345173e-54,2.2001227224294391e-47,4.3621919921821302e-48,5.8252998623443408e-66,2.3949459896960878e-33,1.1537605309493118e-30,1.7111295510567133e-35,1.1148547984990087e-50,1.6956696667638895e-68,2.6186762284048486e-73,1.329335298039793e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,7.7477920384637391e-22,7.4470253912255702e-22,7.7477944718084918e-22,6.795235633575648e-23,5.7503763128755725e-23,2.8751881564377404e-23
1e-11,0.0048058846700881844,2.7397417855734403e-26,2.1829369108571303e-32,2.2218457596924016e-29,2.3529463068372815e-49,3.0686483783802238e-35,0.0,0.0,1.8825201880173264e-22,1.7860917394852636e-31,1.9350830299316547e-47,4.9302341071425678e-49,9.4365795542588781e-64,1.9034691988810635e-35,5.4916896540243979e-48,3.752460884707833e-28,1.390314317209346e-35,1.5851327736757417e-45,2.7645351043290409e-51,1.6590592997519586e-26,8.7922272928850496e-58,2.9745103416134832e-47,1.4647183072649679e-46,2.15673873547256e-39,2.034172884709923e-58,4.8108323556353961e-32,5.2306638798647789e-49,9.0885993273634213e-22,4.2077810338469905e-46,2.6049945981330786e-66,8.8904144221092732e-52,1.2034094843001291e-83,1.2604682859713495e-40,7.6740075495417009e-44,1.805831907830812e-30,2.2202188038026074e-29,6.5393783394865336e-33,2.9123974321266151e-25,7.7000227559288513e-44,1.1866778341405009e-49,1.0009437479972955e-44,9.3696857609882626e-40,1.0285047459410336e-33,5.0545950795027712e-30,1.0425202661561029e-47,2.3590097748318576e-51,1.2202885489697733e-50,1.7720154107077196e-76,5.4302544570098516e-71,4.6073277217561823e-66,7.2404306815113868e-115,2.7648114572168005e-108,1.8545814275030994e-52,5.6430214270409574e-39,8.819132359684447e-44,5.7986082128331997e-44,5.4237054792041189e-54,9.4878125238904233e-47,1.9001082971843415e-47,2.8955499448263969e-65,6.096481960462401e-33,1.7570202389546374e-30,2.8445931661433093e-35,4.8185521570329671e-50,1.2453650432269942e-67,3.9505841304223425e-72,8.5597612456021036e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.4588478883501699e-22,9.0916585892007246e-22,9.4588519338659144e-22,8.2959257407619497e-23,7.0203150362272356e-23,3.5101575181135626e-23
1.6383e-11,0.0048058846700881844,4.4883177422829456e-26,5.2499914708438431e-32,5.379739222150512e-29,7.4076590137687584e-49,9.6810641882291269e-35,0.0,0.0,3.0842169900240716e-22,4.2976623956537577e-31,7.1042501337782458e-47,1.5498158853179741e-48,3.8488220749856921e-63,5.9813529735175329e-35,1.9521794719169149e-47,9.0285323675948908e-28,4.3690044714949708e-35,3.8131163198237305e-45,8.6787868971959624e-51,3.9915347818407612e-26,3.5905702436639215e-57,7.0923936008063668e-47,5.4337993062055789e-46,6.7774503786105173e-39,7.5696891278870289e-58,1.5117838134894561e-31,1.93579857659628e-48,1.4887335231933822e-21,1.3220545665958553e-45,8.1801448667979808e-66,3.2979236716663946e-51,4.9073593757951494e-83,4.6766574350725276e-40,2.7758280831136769e-43,4.3446238649068755e-30,5.3757503463415408e-29,1.5729772820604196e-32,7.0068928842397538e-25,2.4196587908656788e-43,3.7277623018944723e-49,3.7086725113660132e-44,2.9438550687282592e-39,3.2298433398699528e-33,1.2147991554046883e-29,3.2835860870272842e-47,8.7508189114418611e-51,4.5272033728950209e-50,7.2182457761732504e-76,2.3295711691301452e-70,1.8776713571682441e-65,3.1945422091752703e-114,1.2346339444827356e-107,6.910767210124845e-52,1.7727033621087471e-38,3.2717817038653357e-43,1.8291480071104648e-43,2.0075765229827978e-53,3.5202198373932119e-46,7.065395258111813e-47,1.1056968626801241e-64,1.915723602425531e-32,3.8856032772067064e-30,6.8439841308186789e-35,1.7886932610057983e-49,5.0412849562300386e-67,1.6966105118755667e-71,3.4072093375668537e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.5496255013737166e-21,1.4894695461879226e-21,1.549626474774791e-21,1.3591063913326995e-22,1.1501254157926333e-22,5.7506270789630748e-23
3.2767e-11,0.0048058846700881844,8.9758828075745094e-26,2.0987303760551921e-31,2.1892020835046845e-28,5.9925961214340289e-48,7.8749541096656122e-34,0.0,0.0,6.1693106562087145e-22,1.7192984949355369e-30,1.1129354262770659e-45,1.2423467031077474e-47,1.2308030422410374e-61,4.7833727964742321e-34,2.7330644169255825e-46,3.6109262779218777e-27,3.4947906480323556e-34,1.5237100590201392e-44,6.8974249227468653e-50,1.5960385476927314e-25,1.1683441134499098e-55,2.7325187655361897e-46,8.6811410081031481e-45,5.4212637916186662e-38,1.2514830884484648e-56,1.2092836899029725e-30,3.1042761853298212e-47,2.9760592120299275e-21,1.0563547665993385e-44,6.5123339730973868e-65,5.2647074013886995e-50,1.5639948311776201e-81,7.4818231056439947e-39,3.5512217344041442e-42,1.7371695715748585e-29,2.1874807517847786e-28,6.2839614397175622e-32,2.8016599020793393e-24,1.9352731136275788e-42,2.9749632955827966e-48,5.9018005489212797e-43,2.3520423695550461e-38,2.572193288530908e-32,4.8356219755414317e-29,2.6657476172069171e-46,1.3969610097852656e-49,7.2360536249323303e-49,2.3233824258901513e-74,1.4814100031287392e-68,5.9703792263607218e-64,4.4465207022976935e-112,3.1796726411876741e-105,1.148794680564879e-50,1.4149053357875061e-37,5.2282517167830156e-42,1.4867446686178169e-42,3.1302623389046899e-52,5.6317358759572881e-45,1.1483015049592729e-45,1.9480821844441677e-63,1.532030558263805e-31,1.1734261193184353e-29,2.7368954635236641e-34,2.8702775493438087e-48,1.4123646026240916e-65,1.1030208501936226e-69,7.8062746548358801e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.0993166935828546e-21,2.9790021483754861e-21,3.0993205873104404e-21,2.7182720766123314e-22,2.3003010136271043e-22,1.1501505068135338e-22
6.5535e-11,0.0048058846700881844,1.7948165172424399e-25,8.3899927542058546e-31,8.9079843768494116e-28,4.8935369888942006e-47,6.4083644743477119e-33,0.0,0.0,1.2341720905110725e-21,6.8787232931574047e-30,1.7746623837395808e-44,9.9773006199544912e-47,3.9330814385520971e-60,3.8237499714406779e-33,4.0271837871732251e-45,1.4439105232109489e-26,2.7950121496932797e-33,6.0817873803113605e-44,5.4460115564666251e-49,6.3792436038518462e-25,3.8067139737643134e-54,1.0176737072678129e-45,1.3847742961387983e-43,4.3356489602718118e-37,2.1336696914102761e-55,9.6714232087248407e-30,5.0101587959753616e-46,5.9462997707419162e-21,8.429792773316408e-44,5.1589398274448263e-64,8.385047995802045e-49,4.9692013114575016e-80,1.1967532064735245e-37,4.0481414933620623e-41,6.9429043262447769e-29,8.900107565986773e-28,2.5071215284814354e-31,1.1197322668480404e-23,1.5473863403716898e-41,2.3683127801451326e-47,9.3870066743752518e-42,1.8766736390714977e-37,2.0391738426789115e-31,1.9155308778812069e-28,2.1944499194532016e-45,2.2249045368089061e-48,1.1553122495931081e-47,7.5656075290850704e-73,9.408701747579188e-67,1.8959096634127786e-62,6.6195009249727309e-110,8.3167169793367842e-103,1.947857889611663e-49,1.1266723087663363e-36,8.3436335748195585e-41,1.2079748006919184e-41,4.7624311894472166e-51,9.0082550342743339e-44,1.8659970510607388e-44,3.2769725182888492e-62,1.2246780366258591e-30,3.1153527777712974e-29,1.0941427232144263e-33,4.5962565097305012e-47,3.6163856167832132e-64,7.1709357781264276e-68,1.5936538186694946e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,6.1986934666290993e-21,5.9580617049886493e-21,6.1987090417616956e-21,5.4366035661193039e-22,4.6006523259510467e-22,2.3003261629754862e-22
9.999999999999999e-11,0.0048058846700881844,2.7379106979700956e-25,2.1611485612132136e-30,2.3202093947961221e-27,2.3693375620855118e-46,3.035927354686637e-32,0.0,0.0,1.883845225187088e-21,1.7737229868420408e-29,1.5794366852960622e-43,4.7018299048591302e-46,6.786683382180081e-59,1.7874800798611137e-32,3.3848855272565938e-44,3.7199350067355269e-26,1.3076943367690165e-32,1.5618706334759814e-43,2.4910212220235024e-48,1.6422723776090514e-24,6.6863824697847014e-53,2.3620024970677574e-45,1.2237844245499813e-42,2.0284324482622525e-36,2.1196486561393736e-54,4.5249346841883908e-29,4.4827825933142298e-45,9.0611131537041397e-21,3.9284975530244621e-43,2.3726218566337596e-63,7.3891137768309164e-48,8.5137790176465672e-79,1.0631236344693165e-36,2.3486440988377788e-40,1.7872010984640819e-28,2.3177734160006647e-27,6.4353989152473317e-31,2.882346101056696e-23,7.2363928538919245e-41,1.098952519137013e-46,8.2700234878697392e-41,8.7434727926937562e-37,9.3930441318337267e-31,4.8607247434986108e-28,1.0789047532626415e-44,1.9604704840454892e-47,1.0227450084783972e-46,1.3449013205057909e-71,3.171447244038833e-65,3.2400177740070345e-61,5.7463993619913177e-108,1.1549355865084757e-100,1.8852018883502167e-48,5.2303317117268685e-36,7.3798589453535423e-40,5.7066550064106421e-41,3.8666469103788913e-50,8.0024349364483595e-43,1.6751025700180328e-43,2.9762276978016977e-61,5.7249429573724222e-30,5.3437090773763503e-29,2.8176822525613556e-33,4.0640868970362594e-46,4.5145141400722909e-63,2.4739487868896893e-66,1.6284512314902816e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.4585699831258431e-21,9.0913899007868848e-21,9.4586101310039884e-21,8.2957131611210399e-22,7.0201352424215941e-22,3.5100676212107401e-22
1.31071e-10,0.0048058846700881844,3.5881320613645254e-25,3.3530969279290921e-30,3.6088566557391513e-27,4.064186789225097e-46,5.1951575760480985e-32,0.0,0.0,2.469540683406107e-21,2.7526426380824213e-29,2.8433456873653129e-43,8.0411621612820965e-46,1.2550460026021432e-58,3.0542150290879047e-32,6.0733786499104099e-44,5.7718240747057051e-26,2.2346343770254545e-32,2.4216460834503555e-43,4.2457642332637404e-48,2.547715500869251e-24,1.2371127826836708e-52,3.573946203084705e-45,2.20221395130639e-42,3.4662426822821548e-36,3.8382059837681455e-54,7.7323673411037722e-29,8.072437999143084e-45,1.1869189945290367e-20,6.710164123285647e-43,4.0465052679093648e-63,1.3294640297421573e-47,1.5741163972309762e-78,1.9136642570940738e-36,4.1010520594054101e-40,2.772485511587609e-28,3.6049346981790825e-27,9.9768324473582624e-31,4.4713835141626632e-23,1.2365164691454301e-40,1.876174892063669e-46,1.4879381716613377e-40,1.4934052119610842e-36,1.6022729428637132e-30,7.515885590694271e-28,1.8537277401737252e-44,3.5272999494004427e-47,1.8406193583324968e-46,2.4891554627972005e-71,5.9457591430534942e-65,5.9900485687548308e-61,1.0867235846657908e-107,2.1886391958263312e-100,3.409151362428766e-48,8.9298762151183307e-36,1.3280775626356247e-39,9.762319961347143e-41,6.9231748721851041e-50,1.4404701197681299e-42,3.0170225617684895e-43,5.3639395645308808e-61,9.7820365698058054e-30,7.3526241676136511e-29,4.3714932700091564e-33,7.3135926384095385e-46,8.2584281715906159e-63,4.6396235671545353e-66,2.952866331842714e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2397424567314742e-20,1.1916158227252778e-20,1.2397486868095164e-20,1.0873267033928205e-21,9.2013554280492265e-22,4.6006777140245389e-22
2.62143e-10,0.0048058846700881844,7.1701850430587885e-25,1.33913132709889e-29,1.4526065001294655e-26,3.47372681125813e-45,4.1858495060399899e-31,0.0,0.0,4.9438031740036444e-21,1.1019619630470047e-28,4.5409648669345768e-42,6.5231433790524816e-45,3.9935845383439867e-57,2.4357441542267921e-31,9.150433647570527e-43,2.3056526666679188e-25,1.7854854017955662e-31,9.5924367807040838e-43,3.2311692151398045e-47,1.015902795319488e-23,4.0017976116759808e-51,1.1464857290607543e-44,3.481218512872852e-41,2.7693189031861049e-35,7.4994942531394559e-53,6.1781853735043689e-28,1.2911712730082017e-43,2.3645022710320839e-20,5.3148025178602602e-42,3.112079756044167e-62,2.089546173364306e-46,5.0157164330214567e-77,3.0581716596519923e-35,3.7742809247788455e-39,1.1052573717280038e-27,1.4504535279564009e-26,3.9498317320929066e-30,1.7825236575369644e-22,9.8692594631249861e-40,1.4720795400722395e-45,2.3397664172987657e-39,1.182158136263307e-35,1.2374476778505957e-29,2.894923651236131e-27,1.6376745997752785e-43,5.5413795643170121e-46,2.9199630767589276e-45,8.3879137866562873e-70,3.7154899280347949e-63,1.8712438765556811e-59,2.0138580374095045e-105,5.8093881216418541e-98,6.2981859295517586e-47,7.0126732334341e-35,2.1030486564969629e-38,7.8169517108769081e-40,9.2963690900260054e-49,2.3019988424144797e-41,4.834464668107638e-42,8.6273548924729745e-60,7.8010100106137798e-29,1.5979356137531861e-28,1.7444461613414453e-32,1.1489991802474015e-44,1.677301046092967e-61,2.9761881013243158e-64,5.1017078374085477e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4794796987708823e-20,2.3832260908617496e-20,2.4795046189775029e-20,2.1746596028146738e-21,1.8402763628179794e-21,9.2013818140897468e-22
5.24287e-10,0.0048058846700881844,1.4315866435717967e-24,5.3401567241494335e-29,5.8061816866870789e-26,3.0971933841752009e-44,3.3495094460609418e-30,0.0,0.0,9.9062643427203802e-21,4.4149927012916379e-28,7.1897329146940717e-41,5.3546937662039271e-44,1.2636954024802883e-55,1.9365743037831858e-30,1.342031431044819e-41,9.1980306647425635e-25,1.4248356442551838e-30,3.7584870306715597e-42,2.3537845066275305e-46,4.0383520571185798e-23,1.2891572689472185e-49,3.2747487604987797e-44,5.4387310042869935e-40,2.2095807025876852e-34,1.6305945735497587e-51,4.9302240949796826e-27,2.0407624351703971e-42,4.6920188248504375e-20,4.1684243444135228e-41,2.3040430701455045e-61,3.2304951794079288e-45,1.6812250333921261e-75,4.8812676552720827e-34,3.2556323944235715e-38,4.391389105115957e-27,5.7933659515378538e-26,1.5479381660174059e-29,7.0822669660474462e-22,7.8577539389306989e-39,1.1336661452552404e-44,3.6195979094396577e-38,9.2606769417361757e-35,9.2516403344002971e-29,1.0768676596263518e-26,1.5503112859273272e-42,8.5507355167479143e-45,4.5932903799763491e-44,3.0411671948816452e-68,2.2696491517331846e-61,5.7132169722932851e-58,4.3389442819922776e-103,1.6085606255520827e-95,1.2634432337842927e-45,5.4077832398018869e-34,3.2964111101906402e-37,6.1787069467345624e-39,1.1010973225076306e-47,3.6743859739723069e-40,7.6489647015511327e-41,1.3666008664195889e-58,6.2017314512546783e-28,3.3090537335804239e-28,6.9436079522882882e-32,1.7641480121955878e-43,3.0937373909050135e-60,1.8863848288990604e-62,8.3984852024901246e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.9589182709789611e-20,4.7664104824174673e-20,4.9590179503499386e-20,4.3493263068657652e-21,3.6805588693170083e-21,1.8402794346584737e-21
9.999999999999999e-10,0.0048058846700881844,2.721550006020088e-24,1.9759353544770855e-28,2.1415743435176134e-25,2.6549691246594456e-43,2.4427481160575605e-29,0.0,0.0,1.8961057314679113e-20,1.6483685956744198e-27,1.023259006954938e-39,4.1235010048416407e-43,3.6003399836589702e-54,1.4067565325956271e-29,1.6920970126000743e-40,3.4058350793775668e-24,1.0423372021284665e-29,1.3427069305473908e-41,1.467892004783987e-45,1.4850889977818761e-22,3.7701861502265894e-48,7.8710497438199743e-44,7.5881320599604022e-39,1.6158919600709668e-33,3.6053954536189385e-50,3.6066559079916438e-26,2.8897270240936244e-41,8.8177455369466199e-20,2.9486514551938696e-40,1.4649185693334525e-60,4.4292087861405422e-44,6.1238892053832841e-74,7.0975923518556237e-33,2.4796472743928501e-37,1.613377558659663e-26,2.134308797262352e-25,5.5394525648933951e-29,2.6019769068478621e-21,5.7198649709015165e-38,7.7524787554812971e-44,4.9540784883186011e-37,6.5350980557299451e-34,6.0085398480845747e-28,3.5150391267305143e-26,1.4682541601145951e-41,1.1641391454881812e-43,6.4908063434436036e-43,1.2109591728064301e-66,1.205465095909703e-59,1.5187156749315416e-56,1.0770165210269727e-100,4.6555757856008449e-93,2.5550143728000516e-44,3.7023905104319115e-33,4.6259848881060741e-36,4.4004749362659836e-38,1.0043272659893766e-46,5.3429235510386014e-39,1.083842774760042e-39,1.937858834131814e-57,4.5034493699768727e-27,6.3430919650688028e-28,2.5586408176215909e-31,2.3766987863490803e-42,4.8729364692126454e-59,1.0670253787461626e-60,1.2143802669923468e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.4582277917119112e-20,9.0910465926450853e-20,9.4585987918023533e-20,8.2957001891876625e-21,7.0201251496066484e-21,3.5100625748032603e-21
1.0485750000000002e-09,0.0048058846700881844,2.8532680173650087e-24,2.1231696082312799e-28,2.3009633999303792e-25,2.8944423119944614e-43,2.6579750440651106e-29,0.0,0.0,1.9885641189016998e-20,1.7716018844186021e-27,1.1204024390232728e-39,4.4898745038648927e-43,3.9550667081518634e-54,1.5306259431229958e-29,1.8511733773635955e-40,3.6596835237689945e-24,1.1342211541151077e-29,1.4414327135296779e-41,1.5937438227739083e-45,1.5954956987755455e-22,4.1419958565271253e-48,8.3403775113285959e-44,8.3074205363300928e-39,1.7583284999545269e-33,3.9568919883331954e-50,3.9245886682679687e-26,3.1639585180122446e-41,9.2390230194624935e-20,3.2071741846190784e-40,1.590974679408521e-60,4.8484882391990131e-44,6.7320318618837221e-74,7.772484126635597e-33,2.6996005487362484e-37,1.7332789326683463e-26,2.2930868309032744e-25,5.9470256434626217e-29,2.7953475241371943e-21,6.22368429306254e-38,8.428324953801992e-44,5.4229792030877469e-37,7.107835504175963e-34,6.5276027708896288e-28,3.7640005362664856e-26,1.6023472136072995e-41,1.2742781141832316e-43,7.1066798009947745e-43,1.3315047430434406e-66,1.3262374627745141e-59,1.6679577994173317e-56,1.1865475056550738e-100,5.1293135969738805e-93,2.8030055936635894e-44,4.0252223690460206e-33,5.0646840596065441e-36,4.786716222578021e-38,1.0956357160450898e-46,5.8509697503712477e-39,1.186703487374982e-39,2.1217790321489384e-57,4.8999702609808149e-27,6.6528972617383267e-28,2.7490022374014354e-31,2.6013695323191658e-42,5.3389213374329483e-59,1.1740530326928858e-60,1.3298048134773999e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.9176517720731894e-20,9.5326346910453981e-20,9.918050476691252e-20,8.6986639747764254e-21,7.3611278803814449e-21,3.6805639401906548e-21
