Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148)
1.2582911e-08,0.003802466710199124,1.0904540800589583e-17,3.467561302594433e-20,2.3880352172300632e-18,2.5201395409128329e-19,8.0856440465999015e-20,0.0,0.0,5.0135298320285999e-16,3.8842458856812941e-21,4.153860361334269e-24,5.0369456559000579e-26,2.6826645006354268e-37,1.1042467887518403e-18,8.1515896472826245e-25,7.1991200001935905e-15,1.6887796348833482e-18,1.8238444738133853e-29,6.1500638076669071e-32,5.4951575203366121e-16,6.0070776321318085e-26,4.1002625162518695e-32,2.5752177114619288e-25,1.0766912601548139e-21,8.4377110329536557e-33,7.5612818119499663e-16,1.2748240093598055e-25,8.1508404636392446e-15,2.7318808883407182e-23,1.3412201709024619e-44,4.110078543013827e-26,1.4092983888001153e-46,1.3808021646835701e-20,2.2662332755512839e-22,1.2788706198836262e-19,8.2788446740849703e-19,4.4968229133327047e-22,2.7264742583113039e-15,7.1229708249178889e-23,4.0560144927486267e-32,4.9685585095325349e-26,7.158992789400491e-25,2.3391608195718926e-21,3.1928833454468984e-21,4.569100910843885e-24,6.3196637245508675e-26,5.2733928322577468e-25,6.5136462594988633e-34,1.0319417556696047e-42,2.3908517722612792e-41,5.2991597919269011e-65,7.1163002851740739e-52,1.3617394027326279e-30,1.5993090188938921e-24,2.8039602315346839e-26,9.1369956527600192e-29,1.7858084805623071e-34,2.2071629287040895e-25,1.7041304677633894e-29,6.4055374077243259e-38,3.3103216706042279e-19,2.6662508879169633e-22,3.7690474086824963e-24,1.834149499742422e-29,5.0332230095935537e-42,2.7132516558053154e-45,1.2822483578148545e-37,0.88168480800000004,0.0,0.0094599999999679923,0.10884999999998383,8.6447303783802401e-15,7.356371160204643e-15,1.1455593756765971e-14,4.7284229402366747e-17,3.7409854392550869e-17,1.8512868396212468e-17,4.154736157930287e-15,3.5328269749015734e-15,5.6519413021906183e-17,4.8423868924231948e-17,1.4045725243761238e-15,2.2963122055254458e-17,7.7901105287691611e-19,1.700365547901965e-17,9.5888097891488976e-18,1.3109981850413103e-17,2.7691287723444992e-17,4.3633312905829062e-17,4.4368630493793435e-15,5.8640341099475134e-18,5.3418686773365407e-16,2.2997851393701919e-15,4.9926035244035155e-16,6.7165356065826035e-19,2.9114757698546546e-18,3.2605100911973825e-17,6.7537134260120124e-18,1.2480452593589201e-17,9.6468495584658219e-18,1.7454911776275382e-20,1.1312573349353682e-19,2.2728430251408472e-19,3.98527761631136e-20,2.3635794739574022e-19,2.0620541419517126e-25,3.4752321771340023e-25,2.3269818389623835e-26,2.9053533003246545e-23,1.3383892022760965e-23
1.6777215e-08,0.00380246671019913,1.6518507544995845e-17,6.5319691474231487e-20,4.3315433835196707e-18,4.807758927595752e-19,1.7638610910696582e-19,0.0,0.0,7.4754857883497072e-16,7.2002149632308211e-21,1.4235566866050869e-23,1.7469455335449391e-25,6.2988736976248219e-37,1.872920151792565e-18,2.6410475214788782e-24,9.3808575404066629e-15,2.8311164493557715e-18,3.3981573891510142e-29,8.2028757215409989e-32,8.896340555996953e-16,1.2335429294571549e-25,7.9023899434703892e-32,4.6618084581978237e-25,1.7836951587873459e-21,2.4952478594406041e-32,1.266176743774515e-15,4.1918755115237645e-25,1.0051044766641428e-14,8.1017849232919846e-23,2.6444122190988524e-44,1.4005658649242075e-25,5.6202213165409676e-46,2.8572514949572343e-20,3.7004589006083846e-22,2.0714702147217676e-19,1.3438565333131763e-18,6.3007295358914856e-22,4.4124948254813124e-15,2.037243477191249e-22,1.0152112804484303e-31,9.0685563952245215e-26,1.2660216889107234e-24,3.9124539670356776e-21,4.1176512809995581e-21,1.5563793852674774e-23,2.0192195818824838e-25,1.8077364786946944e-24,2.3462032674629242e-33,3.2085696232682168e-42,6.0883319074800813e-41,3.3689269014756053e-64,3.3683808857001322e-51,4.3826875292695442e-30,2.5726073021367841e-24,5.9669926596272575e-26,1.7151352909487718e-28,5.1205093318294696e-34,4.5587173648313781e-25,3.8771982780405883e-29,2.1959001168102768e-37,6.6845833673904879e-19,3.300302446497876e-22,6.1105306755763051e-24,3.1381756448657487e-29,1.0532328881055819e-41,1.0196468432036995e-44,2.9203429919496975e-37,0.88168480800000004,0.0,0.009459999999957322,0.10884999999997423,1.0452236518353477e-14,8.9113000304668868e-15,1.4784635595005939e-14,5.7546126132193115e-17,4.4943470054414954e-17,2.2093177900240592e-17,6.5605067767549169e-15,5.5680528171426272e-15,8.1123358704370004e-17,6.9676831845331616e-17,2.3378189007178098e-15,3.2752176805667389e-17,1.2186508169570666e-18,2.8097013913388943e-17,1.6205244537040065e-17,2.175921443480953e-17,4.7078965481882125e-17,7.4400218273998602e-17,5.1874941773712609e-15,7.2002440452744989e-18,7.6059814006556717e-16,3.544262174873963e-15,8.5046174810339063e-16,1.2388651870466634e-18,4.624169651916203e-18,6.5182670438957712e-17,9.6682354933285566e-18,2.2193701200699838e-17,1.9912999439540937e-17,3.598078008957727e-20,2.8074946832544035e-19,5.6455494535475237e-19,9.1129031039476487e-20,5.7212804610453411e-19,4.9936765705505565e-25,8.638850141542818e-25,5.3225270276763008e-26,7.7345471022920761e-23,3.6499259191167303e-23
2.5165823e-08,0.0038024667101991274,2.8895564241675058e-17,1.6586044662679245e-19,1.1297107758103198e-17,1.243788818186495e-18,6.466776398374327e-19,0.0,0.0,1.3355208369851577e-15,1.8420722718323854e-20,1.4702896191271779e-22,1.8506643327224126e-24,2.4236019207513712e-36,4.0542623014389461e-18,2.1196781792764231e-23,1.3426011672518241e-14,5.9643055177608107e-18,7.898241080067611e-29,1.2009034604587874e-31,1.7470068853866579e-15,3.7026674700455198e-25,2.108464158778786e-31,1.070785601207679e-24,3.6628481974867722e-21,2.0366345180922643e-31,2.6603232822695903e-15,4.0505012490692843e-24,1.2970441478936918e-14,5.1479168099964866e-22,6.6314699759226542e-44,1.3975036119848117e-24,1.0502991780804849e-44,8.7467429089349701e-20,7.5131288151929062e-22,4.0549488801869124e-19,2.6447248446054673e-18,1.0671835450026441e-21,8.6201283241911354e-15,1.2763380775692805e-21,5.8100542384138664e-31,2.3018958973315127e-25,2.9772965247949944e-24,8.1712923051498332e-21,5.8103225536189355e-21,1.5496061416799666e-22,1.545563687457287e-24,1.8419426274821472e-23,2.6971861758937208e-32,2.9861539356772313e-41,3.7292394275584282e-40,3.275004311409009e-62,1.2970098954207344e-49,3.3633375153434311e-29,5.0449850378607827e-24,1.9082475900155216e-25,4.8549502857017286e-28,3.2248481657798563e-33,1.3919107666041416e-24,1.5412143500388361e-28,2.2376035413819024e-36,1.9223208877630936e-18,4.2919189858876822e-22,1.1985804863372986e-23,6.7546369377921015e-29,3.3055609532274632e-41,1.2355966103270343e-43,1.1624819577254223e-36,0.88168480800000004,0.0,0.0094599999999359797,0.1088499999999509,1.313099873052636e-14,1.1266174633997521e-14,2.076346638509942e-14,7.7411856499898817e-17,5.9327477155720103e-17,2.873511447082573e-17,1.2217348133699573e-14,1.0336707816774679e-14,1.3152160527652188e-16,1.132811657643118e-16,4.8415424627860427e-15,5.2399038447877914e-17,2.2106752840205073e-18,5.7856423584872857e-17,3.5002426107949573e-17,4.5242944951518127e-17,1.0158627930279106e-16,1.5867797898914889e-16,6.2008212256973738e-15,9.5015229164026698e-18,1.2210311647678937e-15,6.3181897352331363e-15,1.7291027959064632e-15,2.8227652186076687e-18,8.80390468080318e-18,1.7829778580377182e-16,1.6134599978656706e-17,5.0554351392830529e-17,5.7448167192993367e-17,1.0361166362367676e-19,1.2068179689718104e-18,2.4299768013285702e-18,3.1538718443253153e-19,2.3349721904524536e-18,2.0394722697678321e-24,3.7229918648873392e-24,1.842832438978713e-25,3.7995722686664171e-22,1.9194228174794354e-22
3.2715570200000005e-08,0.0038024667101991105,4.068904755553534e-17,3.0175991034436652e-19,2.182055300348106e-17,2.2866482584676285e-18,1.5245525534311167e-18,0.0,0.0,1.9586538046086411e-15,3.426339298773455e-20,5.3302651391134674e-22,6.7499561174913095e-24,5.6321004671578265e-36,6.7349852189951455e-18,6.8318644364644604e-23,1.6729004905895414e-14,9.686268976467466e-18,1.322896861282142e-28,1.5324450894628925e-31,2.6883905622594102e-15,7.5224122167966052e-25,4.0288235944651564e-31,1.8078913760660159e-24,5.8298323877743321e-21,7.2250357941826573e-31,4.3105028395564405e-15,1.4565549589262504e-23,1.4790095825431409e-14,1.5085298832090982e-21,1.154428602769566e-43,4.9863872979139643e-24,5.3385368382635096e-44,1.8018229080386912e-19,1.1907668796537701e-21,6.2076140651796399e-19,4.0693294812995151e-18,1.5784151649689912e-21,1.3172394435319311e-14,3.807909128333718e-21,1.707157658888881e-30,4.384232453285414e-25,5.3268164318575448e-24,1.3193906520068772e-20,7.2042360211901878e-21,5.5231754918267826e-22,4.8789190552937029e-24,6.6246323657375006e-23,1.0015169573686738e-31,1.103103150432356e-40,1.2301307030919173e-39,3.1584416361145702e-61,8.9730327941746913e-49,1.1457741750792765e-28,7.9618717967211884e-24,4.0581702538694601e-25,1.0293100006828269e-27,9.6405081380344631e-33,2.8634954611976775e-24,3.8795080815429764e-28,8.0478165333724501e-36,3.7853166300110509e-18,4.9308536866620517e-22,1.8381784072195545e-23,1.1073189714923676e-28,6.9448614990034387e-41,5.2663551530249321e-43,2.9277694344276552e-36,0.88168480800000004,0.0,0.0094599999999167676,0.10884999999992621,1.4759435088103361e-14,1.2763559081002875e-14,2.5443702958678313e-14,9.5086833850271665e-17,7.2017369428278867e-17,3.4414721691237436e-17,1.7991844590359893e-14,1.5189856512023026e-14,1.7770542787020916e-16,1.5327050272520468e-16,7.7495765113666469e-15,6.9994046115716365e-17,3.1951325928536513e-18,9.2721467155938317e-17,5.8205046916204786e-17,7.3073395186238623e-17,1.6783548767279952e-16,2.5769399329434765e-16,6.7456066261446792e-15,1.1384209352317384e-17,1.6431919844447376e-15,9.0074524784979919e-15,2.6674834900180944e-15,4.6555156627818273e-18,1.3319102151216235e-17,3.3530088599016237e-16,2.2606858139618891e-17,8.564152317383841e-17,1.1145790674793166e-16,2.0084305402039772e-19,2.9649521750811216e-18,5.9731475772844673e-18,6.7901743707204331e-19,5.5845070282407276e-18,4.879273236808707e-24,9.1563783394153534e-24,3.968297326167242e-25,9.9105144898604094e-22,5.2032907595012581e-22
4.02653174e-08,0.003802466710199081,5.2388032657020941e-17,4.8113750605275194e-19,3.7577707792262598e-17,3.6738901329182843e-18,3.092653672211609e-18,0.0,0.0,2.6535209980401062e-15,5.635822726192074e-20,1.4979622831904801e-21,1.9018154241326508e-23,1.0949494344708579e-35,1.0084965462320964e-17,1.7057663007331862e-22,1.9742197380469178e-14,1.4186268914815454e-17,1.9489547252372079e-28,1.1180912661420382e-31,3.7537558117306556e-15,1.3205893675992896e-24,6.8205924504366025e-31,2.7027224341210344e-24,8.3844890192686722e-21,2.0815765730206845e-30,6.2982959075176864e-15,4.1234277372902097e-23,1.6078397693474038e-14,3.4937905605617698e-21,1.7427210596859766e-43,1.3786753284279649e-23,1.8372750506961476e-43,3.2033892285967462e-19,1.7072248723127608e-21,8.6059350524002528e-19,5.6733747314670864e-18,2.2427881394505444e-21,1.8227372307117388e-14,9.1289734349598286e-21,4.03677261807391e-30,7.6205727107635008e-25,8.6774716822087206e-24,1.9276039375034537e-20,8.5336868146010315e-21,1.5252464301975053e-21,1.1962294855695878e-23,1.8444779161898699e-22,2.8368534558908339e-31,3.2726028674356552e-40,3.3567880399849618e-39,1.5882786135579537e-60,3.7434878569179745e-48,3.1093574384206384e-28,1.1735336196559829e-23,7.4975358035448161e-25,2.010704875425504e-27,2.3144960150590923e-32,5.085730888830398e-24,8.5941664157887042e-28,2.2407668286096842e-35,6.4510053431078451e-18,5.4030204641645307e-22,2.5531374524199056e-23,1.6296337585606476e-28,1.2568464896583141e-40,1.7214472690624339e-42,6.4880408881891518e-36,0.88168480800000004,0.0,0.0094599999998975521,0.10884999999989915,1.5962936961919116e-14,1.3933612298264741e-14,2.9551517329972226e-14,1.1298542582480057e-16,8.4864028915321372e-17,4.0049654461063639e-17,2.4104081036529653e-14,2.0317114650524626e-14,2.2428441912293568e-16,1.9358960617048339e-16,1.1189397717788765e-14,8.7417370110773072e-17,4.229107429636404e-18,1.347249663191065e-16,8.7416451321613973e-17,1.0694002077833754e-16,2.4969159243639072e-16,3.7518861782220875e-16,7.1354713845110219e-15,1.3375147297101544e-17,2.0735466353273112e-15,1.1743979741301566e-14,3.6897151166316235e-15,6.7459510324766926e-18,1.8493886628851552e-17,5.4383200047281644e-16,2.9606965560071965e-17,1.2899394865039367e-16,1.8529871152694506e-16,3.3370763965052765e-19,6.011046531552633e-18,1.2113446890154381e-17,1.2271576082331713e-18,1.1078981134037641e-17,9.6818919607927356e-24,1.8575626091828753e-23,7.1725982675205646e-25,2.0967252012331862e-21,1.1419788594752313e-21
4.78150646e-08,0.0038024667101990515,6.3635856081321192e-17,7.0288674525065228e-19,5.955368571863889e-17,5.3989464343057618e-18,5.6283307505488133e-18,0.0,0.0,3.4087408921478076e-15,8.5304243620738067e-20,3.4795724051751215e-21,4.4194040328626645e-23,1.8885367951747615e-35,1.409365421750156e-17,3.5633757203748851e-22,2.2490865372680427e-14,1.9400495741658219e-17,2.6484941013193158e-28,2.2558046980190829e-31,4.9195438416027125e-15,2.1027127169203994e-24,1.0674437649549932e-30,3.736360233665566e-24,1.1282904559160722e-20,5.0579390791556788e-30,8.592928845570277e-15,9.7184328702805709e-23,1.6988842270916509e-14,6.8874561190431401e-21,2.4031180712841108e-43,3.1566393794794732e-23,5.8142775887502357e-43,5.158313822595954e-19,2.2893606330536591e-21,1.1182833062672903e-18,7.4182632545573264e-18,3.0877162789936376e-21,2.3639602224080869e-14,1.8735605697902595e-20,8.1374532638278938e-30,1.2456517533762026e-24,1.3279628899149299e-23,2.6384657299569228e-20,9.8346058684362796e-21,3.4881602573324629e-21,2.4618811685405871e-23,4.2468814277151098e-22,6.575973880598379e-31,8.3083448191272921e-40,8.4507050726861826e-39,7.6663738030060675e-60,1.4548334265290543e-47,7.1853048146667763e-28,1.6562830883043863e-23,1.2621119222935369e-24,3.6630002288803662e-27,4.7549892927822461e-32,8.1825778696175923e-24,1.7276991364518775e-27,5.1593904652744212e-35,9.9877747636564408e-18,5.7565917069509122e-22,3.3241375898768161e-23,2.2338642460697483e-28,2.0670436201630014e-40,4.8682993535288264e-42,1.3046157760446569e-35,0.88168480800000004,0.0,0.0094599999998783348,0.10884999999987038,1.6917903747933386e-14,1.4918513079754936e-14,3.3160434677642055e-14,1.31146058397244e-16,9.7904499248277756e-17,4.5684684295791214e-17,3.0385153743711952e-14,2.5579363386606146e-14,2.712422303461738e-16,2.3420851758001641e-16,1.5091095166676332e-14,1.0471603806695813e-16,5.2949006084940633e-18,1.8355353393136716e-16,1.2268258723675688e-16,1.4665745199046714e-16,3.4662981729153474e-16,5.084145765659793e-16,7.4583734524609052e-15,1.5660280114316238e-17,2.5140483431522836e-15,1.4466868087636612e-14,4.7678829497481387e-15,9.0091398758117476e-18,2.4376822760749572e-17,8.0060799210290554e-16,3.7065024968604556e-17,1.7987314414331663e-16,2.7851528797029101e-16,5.01379070642343e-19,1.0706410315977914e-17,2.1579400010145079e-17,1.9790719954942691e-18,1.9381379177751131e-17,1.6939831452231861e-23,3.3099791244128087e-23,1.1568432932880899e-24,3.8533204263685047e-21,2.171023141878624e-21
5.5364811799999996e-08,0.0038024667101990172,7.4250996567116418e-17,9.6497561933494026e-19,8.8659858533169632e-17,7.4471377779737125e-18,9.4653615297925247e-18,0.0,0.0,4.2156909046136438e-15,1.2163438443356498e-19,7.101219264170054e-21,9.010361427066511e-23,2.994387720712605e-35,1.8749894821738306e-17,6.5863508449396739e-22,2.4999556582923041e-14,2.5267536092754795e-17,3.4093716518214697e-28,2.0120787111408651e-31,6.1681619862387854e-15,3.1243083200185098e-24,1.5779408670293877e-30,4.8933980349555736e-24,1.4491100866603305e-20,1.0888484184275627e-29,1.1164814082010866e-14,2.0215024353412021e-22,1.7637335248458414e-14,1.2145769669407822e-20,3.1348122213392971e-43,6.3571259000069191e-23,1.5930158849163469e-42,7.7413538306406113e-19,2.9268434801711366e-21,1.3887809503327313e-18,9.2765417148158383e-18,4.1337751704364384e-21,2.9299590077839843e-14,3.4516694578173505e-20,1.465132485182852e-29,1.9485775162934072e-24,1.9425051246554681e-23,3.4506573925945364e-20,1.1132096344615818e-20,7.0165646227779705e-21,4.4924305995736419e-23,8.593446178519997e-22,1.3304138137189177e-30,1.9096928571229834e-39,1.987546169624758e-38,3.4401920967212127e-59,4.6932082863309547e-47,1.4780266700068503e-27,2.2632385854495649e-23,1.9913429032152083e-24,6.2942715557470387e-27,8.7670605228926849e-32,1.2271152894088769e-23,3.2329961864223591e-27,1.0439978109740606e-34,1.4446434633707449e-17,6.0279467196089441e-22,4.1367197699169614e-23,2.9118334157514028e-28,3.17565881525455e-40,1.2282417800268121e-41,2.4417565211201264e-35,0.88168480800000004,0.0,0.0094599999998591141,0.10884999999984037,1.7734411962491164e-14,1.5804000788261676e-14,3.6338742700205144e-14,1.4952698949682935e-16,1.1109388244802838e-16,5.1317292096506622e-17,3.6733264918671512e-14,3.0893482683641526e-14,3.186430995565885e-16,2.7517239004522363e-16,1.9390571792929624e-14,1.219580327923444e-16,6.3820970509556397e-18,2.3898970010402898e-16,1.6405130512536527e-16,1.920962007570298e-16,4.5819170411658233e-16,6.5487489052002553e-16,7.7556928477112407e-15,1.8386713068321856e-17,2.9661182084573538e-15,1.7148345457854115e-14,5.8874128869601586e-15,1.1383471175583397e-17,3.1093477697042151e-17,1.100765234983997e-15,4.4917208176150297e-17,2.3752624293426475e-16,3.8998257123366373e-16,7.0183150947056023e-19,1.7413039199794884e-17,3.5100536802664316e-17,2.9483613781551187e-18,3.1032315714092463e-17,2.7126053580993638e-23,5.384958087147301e-23,1.7235367827136359e-24,6.4201134940975284e-21,3.7360180782706349e-21
6.291455899999999e-08,0.0038024667101989804,8.4173352165585205e-17,1.2655159591814417e-18,1.2552387533213638e-16,9.8040371904011121e-18,1.4892205596549892e-17,0.0,0.0,5.0692893803564043e-15,1.6572039712943056e-19,1.2966426807049743e-20,1.6427281890582172e-22,4.4511424942298454e-35,2.4045100663562062e-17,1.1047371675498666e-21,2.7286328163270849e-14,3.1742560967409587e-17,4.2251355384681556e-28,2.2923067196411166e-31,7.4891967917882192e-15,4.4040911191658043e-24,2.2301140339794236e-30,6.1646554544355912e-24,1.7989563540322223e-20,2.0882708177350653e-29,1.3992365468968155e-14,3.7605509984901227e-22,1.8091925989504296e-14,1.96292373854737e-20,3.911424910952174e-43,1.1479682607618412e-22,3.9512989976245157e-42,1.1006603562076056e-18,3.6125106135992893e-21,1.6691290646163401e-18,1.123335713217656e-17,5.3928910572178328e-21,3.5143215621774755e-14,5.8155975681974086e-20,2.4096946096822537e-29,2.9262325471875441e-24,2.7356409087257906e-23,4.3641852966590425e-20,1.2439628194829624e-20,1.2657357219264934e-20,7.4563104182833657e-23,1.5576309111121712e-21,2.4027646551376921e-30,3.9577672324513313e-39,4.3946153589742406e-38,1.4261691618965667e-58,1.2954831719244851e-46,2.7398098406232616e-27,3.0067671421541541e-23,2.9802788955771761e-24,1.018672851865113e-26,1.4780098514117927e-31,1.7436038698259149e-23,5.6195065748948962e-27,1.8923429723589063e-34,1.9856435369744593e-17,6.2384460032969906e-22,4.9824861993887624e-23,3.6576014302052621e-28,4.6445544018720657e-40,2.7613898193232886e-41,4.2448205260744534e-35,0.88168480800000004,0.0,0.0094599999998398899,0.10884999999980931,1.8465846190231052e-14,1.663014117561159e-14,3.9134670217386985e-14,1.6810936262635636e-16,1.2440707648525811e-16,5.6946468031472319e-17,4.3101400205356796e-14,3.6221174258342378e-14,3.6652464901565832e-16,3.1650410943109779e-16,2.4042929177112908e-14,1.3918135367915512e-16,7.4851577579516049e-18,3.0091329294995388e-16,2.1155953429677778e-16,2.4318310204547109e-16,5.8407042405895803e-16,8.1284265264928554e-16,8.0415918552398337e-15,2.1649570114219422e-17,3.430144098180844e-15,1.9779606317477655e-14,7.042666942880925e-15,1.3835354306358338e-17,3.8780061968406634e-17,1.4400661519207592e-15,5.3118827504024302e-17,3.0138905612128302e-16,5.1857562708472334e-16,9.3304219618549904e-19,2.6401015555133893e-17,5.3220857677617566e-17,4.1425024775152922e-18,4.6420150333353564e-17,4.0580330832603769e-23,8.166073694536903e-23,2.4217142693669004e-24,9.9170674143415572e-21,5.942555417767298e-21
7.801405339999999e-08,0.0038024667101988954,1.0197016210065796e-16,1.9710114191093588e-18,2.2522241550788137e-16,1.5354776187166975e-17,3.2382263243681838e-17,0.0,0.0,6.8980180738373432e-15,2.7900614286500577e-19,3.6083669459819852e-20,4.5448045453015451e-22,8.6241401585661025e-35,3.650744181076488e-17,2.5842098389046081e-21,3.1286401451626228e-14,4.6290225466938441e-17,6.005305004923629e-28,2.8873917732178988e-31,1.0308800128945396e-14,7.838240558592946e-24,4.031189043990354e-30,9.0218857868489602e-24,2.5804867678093483e-20,6.5217000807784838e-29,2.0305525020014236e-14,1.0991164353229692e-21,1.8663863898645448e-14,4.3222328552294961e-20,5.6072037258735886e-43,3.1223728319451731e-22,1.7688516282843014e-41,1.9854754936289124e-18,5.0952312852297352e-21,2.2487828909853341e-18,1.5400949855064813e-17,8.5925444884245817e-21,4.715168774336811e-14,1.4039044809040326e-19,5.4655384696516761e-29,6.1212053134024195e-24,5.0029509076349107e-23,6.5009883173836975e-20,1.5124092823867342e-20,3.4343423315060046e-20,1.7122483704428769e-22,4.2658789658760015e-21,6.441524676390748e-30,1.6075722063580825e-38,1.8592765940243394e-37,1.3506835731998528e-57,7.0551680061528138e-46,7.9520846942619486e-27,4.950381772904931e-23,6.0262313932123005e-24,2.3727778417789116e-26,3.5712902585144038e-31,3.1417352207728237e-23,1.5135602530722994e-26,5.1826152493028879e-34,3.363442458546215e-17,6.55362106375021e-22,6.7442742143130263e-23,5.3227633110656188e-28,8.9511315931435842e-40,1.2066141205859837e-40,1.1436095718739967e-34,0.88168480800000004,0.0,0.0094599999998014293,0.10884999999974507,1.9818708052982028e-14,1.8207392652891958e-14,4.3808944055461629e-14,2.0589902109480681e-16,1.5137633394870588e-16,6.8222974168855974e-17,5.5784553407065175e-14,4.6822566180249632e-14,4.6383956331539251e-16,4.002813224054689e-16,3.4194173467200805e-14,1.736794164398983e-16,9.7202031808681581e-18,4.4379898132353241e-16,3.2519632451421399e-16,3.6202083674611932e-16,8.7742635377517443e-16,1.1553258850703324e-15,8.600480050307403e-15,3.0224081054592171e-17,4.3929739445614093e-15,2.4883288832662588e-14,9.4480823954469755e-15,1.8865933792184994e-17,5.8092077093023781e-17,2.2126256005697156e-15,7.0360055657778293e-17,4.4484329221547586e-16,8.2014265185867893e-16,1.4751671534609364e-18,5.2599991644924251e-17,1.0603323183989421e-16,7.2301394679460636e-18,9.0260102185253194e-17,7.891479322474009e-23,1.6272929455172797e-22,4.2270290386826535e-24,2.0318500720788613e-20,1.2915678730644504e-20
9.311354779999998e-08,0.0038024667101988073,1.1728342189290456e-16,2.8005500897732759e-18,3.6258774840707526e-16,2.1890977345884257e-17,6.1757132130308857e-17,0.0,0.0,8.8695225781133651e-15,4.2835283465898409e-19,8.2942062549745587e-20,1.037195174276586e-21,1.480558241558019e-34,5.1404471741712715e-17,5.0718371350043523e-21,3.4648833896033425e-14,6.2659535064046903e-17,8.0019949435580111e-28,3.1927639880003305e-31,1.3320425184476389e-14,1.2587980546636747e-23,6.6139297324821156e-30,1.2281782051596957e-23,3.4693473681168821e-20,1.667446763913774e-28,2.734762837892304e-14,2.6558349620060932e-21,1.9039411924182467e-14,8.1042627956357662e-20,7.5086285586703826e-43,7.0324293253692152e-22,6.0901894625394876e-41,3.2161061779132813e-18,6.6843645616250869e-21,2.8427553828972727e-18,1.9880142490579067e-17,1.2744172550167724e-20,5.935084673998752e-14,2.8830120940558885e-19,1.0482947034467247e-28,1.1732452083331193e-23,8.4009153783553577e-23,9.0630665234561528e-20,1.7931607762995486e-20,7.7162360892937665e-20,3.3104202442069441e-22,9.6611283364824535e-21,1.4157637893541937e-29,5.3691895236780741e-38,6.3286990243140689e-37,7.0654716151246295e-57,2.6717832396004423e-45,1.9011503744832799e-26,7.5511782289207461e-23,1.0979732679858426e-23,4.8312823739987608e-26,7.3387767306485294e-31,5.0840047149684398e-23,3.5176589070728672e-26,1.1737413384421914e-33,5.1462437228851855e-17,6.8072099933610592e-22,8.5707114183220349e-23,7.1790690669263482e-28,1.5914441607678387e-39,4.0626702126176818e-40,2.6584254497762195e-34,0.88168480800000004,0.0,0.0094599999997629497,0.10884999999967884,2.1147750262967999e-14,1.976816028754051e-14,4.7557231745820271e-14,2.4459123414574807e-16,1.7879274984667006e-16,7.9567606887382334e-17,6.8316014482215681e-14,5.7279419379987123e-14,5.6338626182558373e-16,4.8552893919445549e-16,4.5200196917913837e-14,2.0835924263186371e-16,1.1976370739316772e-17,6.116059302459434e-16,4.639523117589947e-16,5.027374575800344e-16,1.2246008681966329e-15,1.5230985543982785e-15,9.1540794934743863e-15,4.2113170568046909e-17,5.3995720350337632e-15,2.9777014781496335e-14,1.1968347865918105e-14,2.3966693829884571e-17,8.4433353851586942e-17,3.0783788955628175e-15,8.8447654223698663e-17,6.0529223501837958e-16,1.1706217316843669e-15,2.1051280600718329e-18,9.1637418786291391e-17,1.8470748529379468e-16,1.1275124787987271e-17,1.5389418303715534e-16,1.345618438360956e-22,2.8351260615149662e-22,6.5921752045864993e-24,3.6104131033734491e-20,2.4291291295499905e-20
