Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148)
1e-12,0.0038024667101990623,1.5040522503591985e-22,7.8175829219245071e-29,1.5335342986505566e-26,4.0017144869330822e-28,5.9424677782510023e-32,0.0,0.0,1.8977522699000574e-20,1.6083740390178966e-29,4.3740815305243777e-42,6.6735045519280817e-43,1.4301388240828243e-52,8.4896491744849824e-27,7.8499917537031263e-40,6.2283024641862882e-19,1.3796749511649347e-26,1.8558143056525616e-38,3.6828229247235347e-39,5.3691141499519711e-24,5.6290234550334966e-38,5.7040732384369983e-40,5.6758652558017966e-37,9.2954415928217043e-30,1.0670606538545751e-46,6.2067693118054416e-24,2.970888672155321e-45,8.7509972471307215e-19,9.670998554250592e-42,5.972693442575276e-57,2.0502924869073975e-42,1.5332751765842942e-66,1.2401623813306493e-32,6.8855871848563853e-29,1.2288367166430803e-27,6.7949372860829998e-27,1.6720173850902149e-29,2.628825364890374e-23,1.2904400623098905e-39,5.1748557670367291e-44,1.4850891414727088e-37,2.5439574446383824e-36,3.8154824430128937e-32,6.3887918251739275e-28,6.6002784976498143e-44,6.5092538319490344e-48,2.6043928864017169e-47,1.1296411964779136e-59,2.1170936878866861e-62,7.2988910294903666e-57,2.3572115271553268e-93,1.5498355431363699e-81,2.5584100653024265e-47,9.3135232307815397e-36,1.2294482395420871e-41,1.6881100426595415e-40,1.5445403724483129e-50,6.8000396691277232e-37,3.6046373596361342e-45,1.2991106969237894e-60,3.4078751958672807e-31,1.098802484105899e-27,3.557787884849735e-32,4.7470923211204391e-40,8.8011670394589257e-56,3.4728318517298803e-69,5.0390586831909669e-55,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.0272256455795135e-18,8.7508715517174196e-19,1.0272594056459016e-18,8.2200067715942141e-21,6.8172229563309502e-21,3.4086131238272359e-21,4.5393347876288458e-23,3.9029997629121275e-23,1.2559120457171926e-24,1.0462963866735195e-24,1.1674310350408622e-23,5.1977354247015134e-25,2.0167835423661082e-27,1.5358775329381789e-25,7.8476940068985792e-26,1.1614764848170334e-25,1.9371346891010526e-25,2.4654007089556031e-25,6.2279363989693889e-19,6.7668388819169954e-22,1.2399993037486651e-23,2.8722066635454422e-23,1.5641411547497405e-27,2.7289807799371219e-31,3.1360446562192733e-26,2.7726161148816114e-29,2.6789359052554539e-25,3.2242275873510425e-26,4.0721218450473818e-30,8.605418917314414e-33,6.0712876903995178e-34,6.9243708100425612e-34,1.8656168179306529e-36,2.4169932098268087e-35,9.0279733403511958e-43,2.8125818993689312e-41,7.5177826101512933e-44,7.40250679180819e-43,5.4767115715760072e-45
1.023e-12,0.0038024667101990623,1.538648123990887e-22,8.0886366648451934e-29,1.5870457796808781e-26,4.1413039529887538e-28,6.1856910313960747e-32,0.0,0.0,1.9413909936322455e-20,1.6644731975578243e-29,4.5533804541097805e-42,6.9466330402849271e-43,1.4929812349385286e-52,8.7857692451555625e-27,8.1712349695935632e-40,6.3715118864692673e-19,1.4277962366871472e-26,1.9205620188881732e-38,3.8112628186627245e-39,5.5563811691791461e-24,5.8593761558676768e-38,5.9029245525647229e-40,5.9081322144407186e-37,9.6196542559545187e-30,1.1107437739189356e-46,6.4232534126215855e-24,3.09444172738437e-45,8.952209427822821e-19,1.0066756564502965e-41,6.2171337144622091e-57,2.1341955289555185e-42,1.6006927834956672e-66,1.2909127247746934e-32,7.1245829221414772e-29,1.271696811125513e-27,7.0321616701903949e-27,1.7303319911463154e-29,2.720515086413912e-23,1.343248134296118e-39,5.3866198768340325e-44,1.5458612066163883e-37,2.6480597805672985e-36,3.9716015861781162e-32,6.6115561122029934e-28,6.8704529106954102e-44,6.7954629370954919e-48,2.718907589368987e-47,1.1810398496095624e-59,2.2131981086684592e-62,7.619818565724497e-57,2.4645506357186994e-93,1.6215414776581943e-81,2.6709181778225171e-47,9.694643853701055e-36,1.2835063467687668e-41,1.7572172592033134e-40,1.612433791741982e-50,7.0779175025728598e-37,3.7631596651863911e-45,1.3577122104633762e-60,3.5473332224217043e-31,1.1369006692320283e-27,3.6818791418652504e-32,4.9410580756990493e-40,9.1878276648306387e-56,3.6335173724641597e-69,5.2682843262838068e-55,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.0508445400215252e-18,8.9520793483741797e-19,1.0508794775859822e-18,8.4089979627500894e-21,6.9739617865928957e-21,3.486982596353035e-21,4.697659922468447e-23,4.0391304546125138e-23,1.2997153108862198e-24,1.0827887957339324e-24,1.2081495672820887e-23,5.3790202024112205e-25,2.0871520099554806e-27,1.5894468003680895e-25,8.1214110584608845e-26,1.2019871800592078e-25,2.0046999793104682e-25,2.5513928242146815e-25,6.3711330535090145e-19,6.9224283578855399e-22,1.2832475348196926e-23,2.9723845487764327e-23,1.6281484498696678e-27,2.84067298404222e-31,3.2454251945918405e-26,2.886078822747768e-29,2.77236659237019e-25,3.3366958925260359e-26,4.2387687765813982e-30,8.9575758902103878e-33,6.3199531823473004e-34,7.2081575419999758e-34,1.9476530648622108e-36,2.5232684383107206e-35,9.4384505360833765e-43,2.9362241693471253e-41,7.8594484537580487e-44,7.7392862890562673e-43,5.7299593838283153e-45
2.047e-12,0.0038024667101990623,3.0805576313132347e-22,3.2102962272595606e-28,6.3671156218113482e-26,1.6584008618342655e-27,4.9629760092547074e-31,0.0,0.0,3.8846405604881266e-20,6.6621284870928877e-29,3.727624856087132e-41,5.5697443279639321e-42,2.3475419451812078e-51,3.5169261295453287e-26,6.5417756055610912e-39,1.2747363726588338e-18,5.714142202675296e-26,7.6995266377073557e-38,1.5244522273949411e-38,2.2236503711186516e-23,4.690315822746813e-37,2.3555706678926776e-39,4.7286264701198951e-36,3.8498287056611251e-29,8.9366774163048519e-46,2.5706304019594791e-23,3.0206434539019016e-44,1.7910098674255987e-18,8.0583769144153639e-41,4.983214043339974e-56,1.708468397388656e-41,2.5624277651118194e-65,1.0333561720600628e-31,2.7741514278637686e-28,5.08931938274695e-27,2.8291656656352724e-26,6.9227017628103122e-29,1.0887473274865096e-22,1.0754816721446505e-38,4.3110624331278415e-43,1.2370948714991844e-36,2.1190879942102546e-35,3.1739224399182392e-31,2.64127797461749e-27,5.5204238740629282e-43,1.0878392404931342e-46,4.3532378232272508e-46,3.7813207100718144e-58,6.8410747983408262e-61,1.2195464590973334e-55,8.2700568408523376e-92,1.0382761373636168e-79,4.2887902937656374e-46,7.7575331970991385e-35,2.054308477901411e-40,1.41337756126518e-39,2.5601014617731441e-49,5.5613578468065816e-36,6.0529986924923815e-44,3.0876673842698914e-59,2.8395340653648784e-30,4.4008863733564606e-27,1.4735276744323935e-31,3.8770174209949158e-39,1.4366915248142595e-54,2.3387697237577011e-67,1.664401836292709e-53,0.88168480800000004,0.0,0.0094599999999999945,0.10885,2.1023272862133676e-18,1.7909578127577698e-18,2.1024671022368264e-18,1.6821258878512867e-20,1.3950611843069347e-20,6.9753127347124075e-21,1.8799668607696961e-22,1.6164257820996582e-22,5.2006368068295707e-24,4.3326662466388664e-24,4.8351289517828995e-23,2.1523403360755506e-24,8.3706063310441593e-27,6.3609669192898216e-25,3.2502183481013746e-25,4.8103632997378864e-25,8.0233152431930616e-25,1.021231242772781e-24,1.2745847706606828e-18,1.3849102718303621e-21,5.1347190814799239e-23,1.1895016069009944e-22,1.3030294528835368e-26,2.2782818201077718e-30,1.2987967319648194e-25,2.3104751917695535e-28,1.1090284300097068e-24,1.3361551322887972e-25,3.3947667172716382e-29,7.1712658671470113e-32,5.1177820011136224e-33,5.8866748611844094e-33,3.1240669045827715e-35,4.0402160888675185e-34,2.9004125286811394e-41,4.6729936227490322e-40,2.3607386226989746e-42,2.4632351249403588e-41,3.4439751470842918e-43
4.095e-12,0.0038024667101990623,6.1709396263332605e-22,1.2798381783194784e-27,2.5589148195898567e-25,6.6434190609881054e-27,3.9882923673795309e-30,0.0,0.0,7.7726503457603125e-20,2.6661418773565839e-28,3.1156058830643442e-40,4.4715979487292327e-41,3.6300099242794678e-50,1.4077118776595989e-25,5.2361088936248042e-38,2.549874461572709e-18,2.2862227636751881e-25,3.0912079019461094e-37,6.0925890216262611e-38,8.8963800495003159e-23,3.7533037097611717e-36,9.3705354453254655e-39,3.7828128003282232e-35,1.5402923960777625e-28,7.224220362065839e-45,1.0285056556022871e-22,3.2919363457819828e-43,3.5824169440839094e-18,6.4525051662144194e-40,3.9981042415200546e-55,1.3672962426385428e-40,4.100060535326893e-64,8.2692582601091223e-31,1.0527927594381507e-27,2.0361503009998836e-26,1.1427897175648171e-25,2.7679992902421321e-28,4.355890038988731e-22,8.6195902131588935e-38,3.4485023154582806e-42,9.8941459914368174e-36,1.6947346425594556e-34,2.5314601912473576e-30,1.0530193640950475e-26,4.450839121868725e-42,1.7415981504765314e-45,6.9717229382326837e-45,1.2107159645464154e-56,2.1494699570905716e-59,1.9505504179979369e-54,2.8945056797087856e-90,6.6478759759955721e-78,6.8988124205085574e-45,6.2032247854836211e-34,3.2858847795512821e-39,1.140894896746507e-38,4.0301321360171081e-48,4.295329002514859e-35,9.7698434678306308e-43,6.2536690319966706e-58,2.2722048560066398e-29,1.6518566772603877e-26,5.8956746108549218e-31,2.9862707310769825e-38,2.1972364091486607e-53,1.5104114612767959e-65,5.186669693214869e-52,0.88168480800000004,0.0,0.0094599999999999893,0.10885,4.2050067783940042e-18,3.5822087062945691e-18,4.2055661281661872e-18,3.363796337365191e-20,2.78973749748234e-20,1.3948714726253896e-20,7.5211684284872706e-22,6.4667999599876269e-22,2.0800368187052058e-23,1.7329104254818042e-23,1.9345530558742844e-22,8.6084388765225613e-24,3.3631968128502049e-26,2.5449268282111686e-24,1.300386678988327e-24,1.9245617182231424e-24,3.2104111314652506e-24,4.0871012695389767e-24,2.5492679806505264e-18,2.7700692806412057e-21,2.0536531886761684e-22,4.7586415445339236e-22,1.0422812852170306e-25,1.8301338601187016e-29,5.1961087736239113e-25,1.8492587115583701e-27,4.4332768704462423e-24,5.3522275251108323e-25,2.7193176216968522e-28,5.7400847972729997e-31,4.1894873449016985e-32,4.897481144251933e-32,5.0185966923387685e-34,6.4675246012008369e-33,8.5907741608603894e-40,7.3958706544812496e-39,6.7264484787484435e-41,7.795539057689117e-40,1.9643693609122473e-41
8.191e-12,0.0038024667101990623,1.23779458958725e-21,5.116824520813354e-27,1.0313955796515147e-24,2.664176268300454e-26,3.2137943451617634e-29,0.0,0.0,1.5554711563258124e-19,1.0670700889610991e-27,2.7057556021613517e-39,3.6008955221656907e-40,5.4544050544644646e-49,5.6355445523566034e-25,4.1908397804487077e-37,5.1000215293898667e-18,9.1458235965476404e-25,1.2451045198738826e-36,2.431916495315413e-37,3.5585760708345446e-22,3.0029466120962216e-35,3.7061239095072831e-38,3.0247208797290389e-34,6.1616351221721463e-28,5.8971584390678612e-44,4.1144335075593264e-22,4.0560959563302821e-42,7.1645481368971993e-18,5.1925308977541268e-39,3.2154138886094482e-54,1.0941693460334463e-39,6.5574364085286162e-63,6.6162247853900938e-30,3.8166719406647208e-27,8.1447801150099216e-26,4.6447439768022961e-25,1.1059013023603083e-27,1.7423917145325517e-21,6.9689235873398456e-37,2.7569808597810606e-41,7.9075134778413918e-35,1.3543103368582483e-33,2.0120766592127462e-29,4.1827714149670431e-26,3.6148025324082427e-41,2.8006008462367489e-44,1.1218427997663903e-43,3.8930361328773465e-55,6.8082760196617078e-58,3.1170341594341038e-53,1.0912080951116808e-88,4.2737919800496032e-76,1.1133790392795645e-43,4.9558293582437606e-33,5.2516091492746628e-38,9.2612120539092542e-38,6.2423193273639463e-47,3.2212890611461421e-34,1.5855533596364595e-41,1.1586364365536758e-56,1.8178537804380547e-28,5.8729034711937221e-26,2.3585899629082316e-30,2.2275975730935445e-37,3.2306813900555095e-52,9.8085374964717585e-64,1.5743526142191738e-50,0.88168480800000004,0.0,0.0094599999999999788,0.10885,8.4092221027673614e-18,7.1637153602074666e-18,8.4114593077942708e-18,6.7240143309926469e-20,5.5764785617821447e-20,2.7882501610404477e-20,3.0083255943458214e-21,2.5865806660929574e-21,8.3151376727366457e-23,6.9276715192575569e-23,7.7391816797543193e-22,3.441285777753754e-23,1.3566878304348746e-25,1.0180026649237439e-23,5.2018971134103269e-24,7.6985522756523434e-24,1.284527563339042e-23,1.6359381945141932e-23,5.0975959757999693e-18,5.5396839795294938e-21,8.209512302195309e-22,1.9032165329226354e-21,8.33215159225448e-25,1.4754206414831162e-28,2.078363967708361e-24,1.4801329224144434e-26,1.7703514320806573e-23,2.1461317442525246e-24,2.1800583540775127e-27,4.5949448228305093e-30,3.5026442865791002e-31,4.2175651105784286e-31,8.0899479299320077e-33,1.0353116312178252e-31,2.3917276341362294e-38,1.1603544569897232e-37,1.7676337097311009e-39,2.4449933082711225e-38,1.0339704940010791e-39
1e-11,0.0038024667101990623,1.5142435442730413e-21,8.5161338917168125e-27,1.7247683039712629e-24,4.4406896210288898e-26,8.2418384191582157e-29,0.0,0.0,1.8996996836469846e-19,1.7748763733442846e-27,7.6452686735153324e-39,9.2488410338745727e-40,2.1572258108936407e-48,9.3746544624844118e-25,1.0671906572170019e-36,6.2261809464265416e-18,1.5204769558224787e-24,2.0849255300507447e-36,4.0335937180872962e-37,5.9154712262732608e-22,7.6446875562608316e-35,6.0890339264655477e-38,7.6936456725719563e-34,1.0243321676423275e-27,1.5429362679392441e-43,6.8401574894646586e-22,1.5688655402528585e-41,8.7459947475179772e-18,1.3645633060993453e-38,8.2438222518514442e-54,2.7862416814692344e-39,2.8253726079250131e-62,1.6843640775634727e-29,5.8095963760650685e-27,1.353940169027075e-25,7.8170431758717127e-25,1.8360565354742873e-27,2.8964445871358688e-21,1.8539798629551366e-36,7.0111211589350968e-41,2.0100082024494372e-34,3.4420214400467107e-33,5.0761055386826989e-29,6.9022703590534867e-26,9.4077865794465069e-41,1.2500809962523919e-43,5.0129478631098655e-43,3.1684675021435168e-54,5.3078787676414795e-57,1.3412040808462628e-52,1.1079127199343444e-87,6.6168841569204492e-75,4.8533285866867874e-43,1.2590663301549542e-32,2.2601478682738473e-37,2.392214924537615e-37,2.5571266365651223e-46,7.6110784834162022e-34,6.9532943397903306e-41,5.5243127742975793e-56,4.6274308904535082e-28,8.80413424419965e-26,3.9212420284840001e-30,5.2269587152546061e-37,1.2354072780419615e-51,1.4922292761080114e-62,1.1277816143789626e-49,0.88168480800000004,0.0,0.0094599999999999736,0.10885,1.0265005849031873e-17,8.7446107290237057e-18,1.0268724417167937e-17,8.205304555302524e-20,6.8049427394195594e-20,3.4024894286045897e-20,5.0004959043993347e-21,4.2994327363984814e-21,1.3813441261246238e-22,1.1508884803525887e-22,1.2866568119284485e-21,5.7167733192822198e-23,2.2752788985096035e-25,1.6922845383879689e-23,8.6477446584491343e-24,1.2797860336954714e-23,2.1359135867623908e-23,2.7213591010927188e-23,6.2221495966608399e-18,6.762264389247732e-21,1.3637699523773996e-21,3.1632972314107956e-21,2.1186921961972094e-24,3.7952430613749142e-28,3.4547284463467773e-24,3.7700462114196604e-26,2.9376595366148387e-23,3.5767606254057728e-24,5.5652864008171465e-27,1.1706471271784139e-29,9.4501448927097945e-31,1.1795604315146618e-30,3.5302913449099691e-32,4.4673350991867837e-31,1.5271355959146751e-37,4.8773248724031768e-37,1.0621130717059158e-38,1.8630640241834153e-37,1.1642807918211817e-38
1.6383e-11,0.0038024667101990623,2.4896850466276056e-21,2.0510490837253993e-26,4.1713123058136902e-24,1.0709061500777701e-25,2.5983134894735505e-28,0.0,0.0,3.1142992911047165e-19,4.2723487410711349e-27,2.5074186271333163e-38,2.9177440371208874e-39,7.844359920716436e-48,2.2567986997777833e-24,3.3540148325380132e-36,1.0199799276412771e-17,3.6583571146607968e-24,5.0482077345609198e-36,9.6850617738932242e-37,1.4231702169979901e-21,2.4022925503526006e-34,1.4497057496528899e-37,2.4167800980872845e-33,2.4645425200903614e-27,4.9063447624661497e-43,1.6457789427829351e-21,5.6733778091906007e-41,1.4326079720205884e-17,4.3472140030565903e-38,2.5986404110653908e-53,8.7566660690240328e-39,1.0480840654813644e-61,5.2930758667139136e-29,1.2841568001913828e-26,3.2574155429845029e-25,1.9010401820238809e-24,4.4123864707791639e-27,6.9684841039003623e-21,5.9367269826033446e-36,2.2021722336104909e-40,6.3121179334215727e-34,1.0808444862739882e-32,1.5887435741920233e-28,1.6497937445899128e-25,2.9848149858741816e-40,4.6727694865376863e-43,1.8742590549301897e-42,1.2974660483108939e-53,2.1634284290308964e-56,4.9737650228445488e-52,4.632118780869187e-87,2.8456359089345831e-74,1.8049623755896446e-42,3.9529936413832993e-32,8.3819951447857002e-37,7.5652808224443655e-37,9.3772852294555339e-46,2.3100313354809109e-33,2.589320073908394e-40,2.0928465380057288e-55,1.4540935972393053e-27,1.9146890476425645e-25,9.4350110359854474e-30,1.5810110827147389e-36,4.4545674352942578e-51,6.4114224883786794e-62,4.5516184142268431e-49,0.88168480800000004,0.0,0.009459999999999958,0.10885,1.6813080836542302e-17,1.4322750662221091e-17,1.6822026348142013e-17,1.3431990847049307e-19,1.1139540221929009e-19,5.5698134998383739e-20,1.2029806622515184e-20,1.0343177769433395e-20,3.3214033746296927e-22,2.7673552793290798e-22,3.0958391028914673e-21,1.3745760039888189e-22,5.516498792108826e-25,4.0714670692459814e-23,2.0806310097908884e-23,3.0790609565972406e-23,5.140002579305913e-23,6.5512328693020786e-23,1.0190101924994134e-17,1.1076101180420483e-20,3.2790888598034219e-21,7.6094526202720022e-21,6.65445777220094e-24,1.1980664015586822e-27,8.3111875216088004e-24,1.1849933731441927e-25,7.0564697252503693e-23,8.6246899501162111e-24,1.7509957833840409e-26,3.6799270234565227e-29,3.04357150247895e-30,3.8534478965648945e-30,1.3132301234840717e-31,1.6577122714469176e-30,6.0716722238053417e-37,1.7992538892073741e-36,4.1860418388576542e-38,7.5741189925047379e-37,4.907575942663477e-38
3.2767e-11,0.0038024667101990623,5.0353611827674936e-21,8.2513824233602193e-26,1.6906008683638189e-23,4.3250448913859843e-25,2.1054791491150435e-27,0.0,0.0,6.2416129848937372e-19,1.71202525447596e-26,2.5618561641740651e-37,2.3928965851678049e-38,1.0693121212355277e-46,9.0399847917255072e-24,2.683110259737041e-35,2.0397289627422952e-17,1.463221391980944e-23,2.0729863577024733e-35,3.8399796073512729e-36,5.6900421239599408e-21,1.9215104570601108e-33,5.5544131782477782e-37,1.9284255111976113e-32,9.8563108869334484e-27,4.2282887258636419e-42,6.5825141062546341e-21,9.6226735831906771e-40,2.8638227988973035e-17,4.6691432167996991e-37,2.1201618244798907e-52,7.0098839056563704e-38,1.6732253465733841e-60,4.2341294730798903e-28,3.892736860139168e-26,1.3024414381328544e-24,7.8121066657891772e-24,1.7558681159750119e-26,2.7862545257661232e-20,6.351147728999772e-35,1.7560990807857244e-39,5.0270312147463005e-33,8.6043840143117745e-32,1.2386107284902283e-27,6.4190854456083938e-25,2.6227931030465653e-39,9.8822633851899816e-42,3.9741138237518983e-41,5.4516684505101822e-52,6.8739836068020787e-55,7.9141816064319075e-51,2.321939473649813e-85,2.3813605827696732e-72,2.9397059938500029e-41,3.1434930015464136e-31,1.3344129336160987e-35,6.2000823433642825e-36,1.3325212263297997e-44,1.5694279724170959e-32,4.2430809638958881e-39,4.6226544977263134e-54,1.1628388121248352e-26,5.546731092628137e-25,3.7740784780794867e-29,1.0535413780947846e-35,5.6079586507635775e-50,4.2083491065101304e-60,1.2128626267051647e-47,0.88168480800000004,0.0,0.0094599999999999164,0.10885,3.3602532418246e-17,2.8624929431938868e-17,3.3638284512437982e-17,2.6798361879061764e-19,2.2224186892563177e-19,1.1112265930075343e-19,4.8086568577011875e-20,4.1343520055683503e-20,1.3247252139234114e-21,1.1038747760390949e-21,1.2383452434625898e-20,5.4823232115594962e-22,2.2774310596635858e-24,1.6279931246886968e-22,8.3206918515162823e-23,1.2312163003727332e-22,2.0573069270826792e-22,2.626192131905397e-22,2.0358542872108561e-17,2.2137695459928121e-20,1.3077496201122353e-20,3.0407556449889897e-20,5.3050115093204872e-23,9.8638046080119768e-27,3.3223353524400191e-23,9.4929500798343004e-25,2.8025719937865883e-22,3.4815354386346676e-23,1.4116936525304507e-25,2.9505810571536755e-28,2.8222138717149308e-29,3.8521156133940105e-29,2.1605026959882408e-30,2.6558702413988076e-29,1.3741207597063618e-35,2.7597602745891484e-35,8.9271990164748897e-37,2.3174627258253438e-35,2.0981646602335363e-36
6.5535e-11,0.003802466710199063,1.0293802878600689e-20,3.3407420626785973e-25,6.845377253661724e-23,1.7629934660675787e-24,1.7051828350711065e-26,0.0,0.0,1.2534820936334086e-18,6.8724276682951423e-26,2.9850294342064314e-36,2.0079321298734571e-37,1.3964762478351102e-45,3.6211396987065165e-23,2.1434325902295325e-34,4.0784013047972982e-17,5.8516271782736701e-23,8.7161188002586173e-35,1.5093357129577327e-35,2.2737971690687147e-20,1.5366029934611632e-32,2.0510853018767449e-36,1.5347110244625241e-31,3.9408445977980473e-26,3.8692400441417625e-41,2.6323953212783511e-20,2.4959702781456332e-38,5.7218931328337293e-17,1.0986731536668413e-35,1.7601634787688353e-51,5.615739666520309e-37,2.665662392274088e-59,3.3865799413253502e-27,1.0521557061831933e-25,5.2053172451230418e-24,3.2026714139313264e-23,6.9514196196929531e-26,1.1135369925793466e-19,1.1397123316447405e-33,1.3958513360927985e-38,3.9855973268388109e-32,6.8162089528012142e-31,9.4264501493250147e-27,2.4338552569848523e-24,3.5258466502801864e-38,4.510712397650736e-40,1.8231969085323065e-39,4.910456597477031e-50,2.1766931578083105e-53,1.2523563966350618e-49,1.4216466129853644e-83,4.2534892967437848e-70,4.8079877531748433e-40,2.4848285709798434e-30,2.1137492273268494e-34,5.0620734963214818e-35,1.7254609358062268e-43,1.0231166095831315e-31,6.9297532500702288e-38,2.1657021078137376e-52,9.2952095814337545e-26,1.4127445024568025e-24,1.5095169456191152e-28,6.6345813434607131e-35,6.349849061705255e-49,2.7571712890556882e-58,2.881754943597571e-46,0.88168480800000004,0.0,0.0094599999999998331,0.10885,6.7108545818781954e-17,5.716588073539835e-17,6.7251308035487689e-17,5.3334802138520529e-19,4.4229199364997459e-19,2.2115280998940934e-19,1.9207609909355247e-19,1.6513292612744937e-19,5.2682036295334867e-21,4.3909370582976653e-21,4.9531833010883757e-20,2.1801423311157238e-21,9.6640674957758508e-24,6.5069199321111521e-22,3.3266594298949367e-22,4.9213713339681486e-22,8.239171489900553e-22,1.0549396092620193e-21,4.0629373828212153e-17,4.421599339035763e-20,5.1999071000210946e-20,1.2138291852383497e-19,4.2143265101310659e-22,8.3269702745685895e-26,1.3271595332776862e-22,7.6143980054358385e-24,1.1052914439722726e-21,1.4176599391865624e-22,1.1465289433978444e-24,2.3726712839458325e-27,2.8821532718913752e-28,4.3222065810920027e-28,3.6420903233739524e-29,4.2602526086848612e-28,2.7739680710166733e-34,4.2234624232666992e-34,1.7648186434597536e-35,7.0520460298563396e-34,8.3115066919105883e-35
9.999999999999999e-11,0.003802466710199064,1.6173998780359304e-20,8.7822974321960662e-25,1.7769191450219403e-22,4.6824339714380746e-24,8.047482258806573e-26,0.0,0.0,1.9234894142828327e-18,1.7816722957083748e-25,2.3698309062836024e-35,1.0226696192350703e-36,1.0182738993817872e-44,9.3427513485207697e-23,9.9946554908184405e-34,6.220917484480693e-17,1.5078044302659211e-22,2.4212818578542564e-34,3.7835955220907133e-35,5.8516980996426363e-20,7.1879643687890701e-32,4.7281107743040598e-36,7.1175770740124342e-31,1.0150984817935387e-25,2.2206163949480951e-40,6.7827775102255795e-20,6.0453550248009509e-37,8.7188358434867317e-17,2.843140670489507e-34,8.7492937797206027e-51,2.6413392990564369e-36,2.3556600842349059e-58,1.5846965679264011e-26,1.8686058106438621e-25,1.3398716913939896e-23,8.3708970653553447e-23,1.7623110903720563e-25,2.8662381730640783e-19,1.7332930789507076e-32,6.4594476522609564e-38,1.8361624266510676e-31,3.1355956063363505e-30,4.0588036502031638e-26,5.7853337882630688e-24,9.6092857697022177e-37,2.2676649356276982e-38,9.2582853098695919e-38,4.8807367070246806e-48,3.6983759536005078e-52,1.0903427216077949e-48,5.6922053296459174e-82,8.3755279635339105e-68,4.3894622262831881e-39,1.1386585509830006e-29,1.8437859870122293e-33,2.3890871342674865e-34,1.1097478451043733e-42,3.9832400290694811e-31,6.2162204990276768e-37,1.1118983056102395e-50,4.344920097004304e-25,2.3695262589750838e-24,3.8898326773648362e-28,2.4536764877879598e-34,3.7209065070991063e-48,9.5555300172729524e-57,3.3024948601094088e-45,0.88168480800000004,0.0,0.0094599999999997464,0.10885,1.0219717816916183e-16,8.7052214710826321e-17,1.0256413488239827e-16,8.0840936789617179e-19,6.7034944435373356e-19,3.3519192072293608e-19,4.9396909318511112e-19,4.2464131367873754e-19,1.34524261029072e-20,1.121648390148876e-20,1.2766394092692688e-19,5.5666786661812886e-21,2.714620311718439e-23,1.6751319882049594e-21,8.5681933283653186e-22,1.2670883669284092e-21,2.1278552458960343e-21,2.7376486945349312e-21,6.1812026764217458e-17,6.7343556556028772e-20,1.3274732386114653e-19,3.118457623510157e-19,1.9482204030246676e-21,4.2477948254098972e-25,3.4134815680699884e-22,3.5807171967460013e-23,2.7854822676099789e-21,3.7578048940480997e-22,5.5083145158919109e-24,1.1231301899365239e-26,1.8841377272483237e-27,3.0867317512853357e-27,3.5347555491815802e-28,3.8042694962841798e-27,2.8226980558034657e-33,3.641696390612166e-33,1.865748102570691e-34,1.168883868128454e-32,1.719298387178562e-33
