Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290)
1e-12,0.005330778553801867,8.5979695962853732e-25,1.4537202444403917e-31,8.1319071838594136e-29,9.2165035912176891e-31,1.8424549638391741e-34,0.0,0.0,5.4195721807474265e-22,1.2609073414316231e-31,6.65108430745796e-46,3.7397459387801616e-47,8.2054204466115203e-57,3.883695098754664e-29,3.0362997826980797e-43,6.6921298576174827e-21,5.1050048725681822e-29,1.5526313196890659e-42,4.0661610026887781e-43,2.5189506743969834e-26,2.4633672720625798e-51,1.0335552251143635e-43,2.2417472863113841e-40,1.6157842941922733e-32,4.6603735663969924e-51,6.36036382825243e-26,3.6051682563141426e-49,1.0775286243891691e-20,1.3909690326304718e-45,9.3980907329462204e-63,2.6638193487247165e-46,1.7497089658481873e-72,3.4303287631633721e-35,4.1527290127324672e-31,4.8844767373566398e-30,4.2389228667861714e-29,3.4273008312150499e-32,2.5058571068833729e-25,4.2358780857475345e-43,2.2459989924048157e-48,5.5931375706858443e-41,1.44537411725219e-39,1.6948149014841021e-34,5.7557277813500525e-30,2.1428243765901115e-47,6.3403072980495439e-52,2.8538703054880674e-51,1.211568298124704e-64,7.9852648924558053e-68,6.488252325184062e-62,6.4320810504748582e-102,1.6609694972904975e-88,6.3348729370782533e-52,5.1825868121747329e-39,5.8584219667586597e-45,8.4124862763115922e-44,1.9514056472197562e-54,7.6062167177684913e-40,1.5557829123704779e-48,1.3882353941011848e-65,9.6995953780522335e-34,4.4675597236900854e-30,1.0641083004863951e-34,3.8145705009787155e-43,2.5827051328935032e-60,3.38216715306568e-74,1.3150977210140263e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1943482209667553e-20,1.0775196415150839e-20,1.194377431014609e-20,2.3430943324657454e-22,1.9635593370653976e-22,9.8177998480275199e-23,3.8943703430252852e-25,3.5249451228965102e-25,2.5130252646742186e-26,2.1135862813167927e-26,9.8013061900464765e-26,1.0484318165876082e-26,4.9352701642138531e-29,6.6262069625901145e-28,2.6441293912673561e-28,4.8864506006714115e-28,9.8817976152707168e-28,2.5606204628988127e-27,6.6918984650876584e-21,1.3897064127944191e-23,6.4032578531932377e-26,2.2703623774351357e-25,5.6527811385565599e-30,4.6959360781055212e-33,4.7475223763626813e-28,2.0199436289150084e-31,2.3559140068463878e-27
1.023e-12,0.005330778553801867,8.7956864640367605e-25,1.5041842690001706e-31,8.4156118364366746e-29,9.5379731918207429e-31,1.9178604766118289e-34,0.0,0.0,5.5441890012940918e-22,1.3048864514597048e-31,6.9239739580496285e-46,3.8928000958726088e-47,8.5660124238957041e-57,4.0191589208187339e-29,3.1605537923500908e-43,6.8460041516182231e-21,5.2830608463754939e-29,1.606798167294384e-42,4.2079738147052475e-43,2.6068082058937467e-26,2.5716910313855938e-51,1.0695904623664324e-43,2.3334841796803836e-40,1.6721407448424378e-32,4.8511578317352976e-51,6.5822050951968951e-26,3.7565838197957708e-49,1.1023043884459152e-20,1.4478904739620652e-45,9.7827135771604365e-63,2.7728291395017536e-46,1.8266430498095364e-72,3.5707058315075072e-35,4.2970223697233203e-31,5.0548405809702058e-30,4.3868397028719844e-29,3.5468379567821483e-32,2.5932579618565731e-25,4.4092201146118049e-43,2.3379096018511928e-48,5.8220200161898715e-41,1.5045216455314698e-39,1.7641673347030739e-34,5.9564560038800042e-30,2.2305211215995333e-47,6.6190885065128783e-52,2.9793544310876816e-51,1.2666946952904662e-64,8.3480470910653091e-68,6.7735384618103869e-62,6.7249341831124709e-102,1.7378173033167308e-88,6.6134463021145743e-52,5.3946675284003871e-39,6.1160149378756108e-45,8.7568075277228936e-44,2.0371974394688022e-54,7.9171019741453617e-40,1.6241961407467399e-48,1.4510018024387858e-65,1.0096525117621695e-33,4.6226918622830038e-30,1.1012230237097602e-34,3.9704729592606785e-43,2.6961834636368975e-60,3.5386543814948697e-74,1.3749255406956471e-59,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.2218099161149733e-20,1.1022950922633172e-20,1.22184014496645e-20,2.3969671168714302e-22,2.0087057845285822e-22,1.0043532195650337e-22,4.0302004363165733e-25,3.6478901906397121e-25,2.6006748929450711e-26,2.1873042402520547e-26,1.0143163563103859e-25,1.0849991508348697e-26,5.107420599505278e-29,6.8573197887808201e-28,2.7363530356373815e-28,5.0568831996047983e-28,1.0226462465880843e-27,2.6499310694370764e-27,6.8457646884706898e-21,1.4216600037894347e-23,6.6265906021021617e-26,2.3495492570593019e-25,5.8841040692066907e-30,4.8881111649080909e-33,4.9131092236785096e-28,2.1026041948724387e-31,2.4380806438412225e-27
2.047e-12,0.005330778553801867,1.7601006766241406e-24,5.9790282166811745e-31,3.3729263303388144e-28,3.817842081505591e-30,1.5373253200900976e-33,0.0,0.0,1.1092642643410735e-21,5.2224455110112427e-31,5.7378460904317041e-45,3.1202431910403066e-46,1.3502726411261459e-55,1.6088664180346768e-28,2.530377657160716e-42,1.3696660090651589e-20,2.1143170637680461e-28,6.439525783432215e-42,1.6833963494234648e-42,1.0432477579851918e-25,4.1244769587115177e-50,4.2710679384036859e-43,1.8677418968602983e-39,6.6920093006732796e-32,3.9027324530411528e-50,2.6342431144688778e-25,4.0740121390030472e-48,2.2053232541424037e-20,1.1589424330054104e-44,7.8394108837695452e-62,2.2196288982846103e-45,2.9240844010585021e-71,2.8582954069863769e-34,1.6830289597112532e-30,2.0229546064057366e-29,1.760212765115257e-28,1.4192827511115614e-31,1.0378255604692215e-24,3.529513125122177e-42,1.8712093494275343e-47,4.6599408843072614e-40,1.2041935992815281e-38,1.4112703869804208e-33,2.3821527483428561e-29,1.7875174870402022e-46,1.0595969475267602e-50,4.7698423195273725e-50,4.055556493208929e-63,2.6129670507731179e-66,1.084303497387903e-60,2.2384441034673711e-100,1.1127554916559299e-86,1.0611662240508144e-50,4.3175685623134229e-38,9.7907495010047468e-44,7.0262733960223261e-43,3.2493583190091444e-53,6.2366495620242984e-39,2.6063640063953501e-47,3.5292752744612786e-64,8.0820131542116776e-33,1.8040800143611268e-29,4.4071701714068433e-34,3.1254066971222924e-42,4.2286546517288518e-59,2.2722519546214989e-72,4.3623546076391627e-58,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.4443912105748439e-20,2.2052860519273069e-20,2.444512184986081e-20,4.7950860414277186e-22,4.0183750469499877e-22,2.0091888330781163e-22,1.6128784406708443e-24,1.4598786311178879e-24,1.0407082013676541e-25,8.7529141761872912e-26,4.0593962883443683e-25,4.3418183257898571e-26,2.0450299774561852e-28,2.744297241075126e-27,1.0950953095420232e-27,2.0237658402929008e-27,4.0927358890774565e-27,1.0604842245664662e-26,1.3695701780509892e-20,2.8442205790045473e-23,2.651688985863943e-25,9.4027626587582537e-25,4.7095644572898118e-29,3.9146152942849856e-32,1.9662186055770149e-27,1.6830347244996007e-30,9.7541959016109498e-27
4.095e-12,0.005330778553801867,3.5222132064152206e-24,2.3844351439868827e-30,1.3531941209023329e-27,1.5280568526186598e-29,1.2333741574524636e-32,0.0,0.0,2.2190734110276368e-21,2.0896530442091293e-30,4.9045645039906003e-44,2.5035038256915466e-45,2.097074738330303e-54,6.4398519308684819e-28,2.0254865182943319e-41,2.739759103008722e-20,8.4593500700413963e-28,2.5836485753750142e-41,6.7299391748751369e-42,4.173900577986074e-25,6.6199699084076743e-49,1.7012899403997147e-42,1.4943456974421137e-38,2.6774528225155886e-31,3.1542714021224268e-49,1.0539563340511328e-24,4.9732640466375338e-47,4.4111960442847891e-20,9.2730879786015349e-44,6.2869335076003285e-61,1.7762541054874453e-44,4.6785757922161733e-70,2.2873013936342384e-33,6.457444769711299e-30,8.0935930649133191e-29,7.0766982529572069e-28,5.6770402566592046e-31,4.1522120732173025e-24,2.824431108650587e-41,1.4970004504358737e-46,3.7282416282655381e-39,9.6339033308745562e-38,1.1278772505244676e-32,9.517685445350744e-29,1.4336612861943209e-45,1.6954189384892666e-49,7.6334176770981559e-49,1.297819530192429e-61,8.2659884316274523e-65,1.734892975534984e-59,7.7211689062387704e-99,7.1213218762164472e-85,1.7048337069356014e-49,3.453811129425798e-37,1.5666141980454909e-42,5.6474159834527641e-42,5.1616751192455594e-52,4.8384364475964785e-38,4.1893086428775602e-46,7.6207211965092241e-63,6.4673297537072042e-32,6.8748950344833056e-29,1.7633021701341619e-33,2.4211528763955117e-41,6.50195385718417e-58,1.4612039833580538e-70,1.3710184483084521e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.8893092925804888e-20,4.4110472127409708e-20,4.8897932811858393e-20,9.5897599431868987e-22,8.0363976670949122e-22,4.0182040710346255e-22,6.4528192172654131e-24,5.8406962489755131e-24,4.1630602059463672e-25,3.5013660054301534e-25,1.6241845142519167e-24,1.736816899313942e-25,8.1901712470580458e-28,1.0979498937453893e-26,4.3813644500974722e-27,8.0967889295993952e-27,1.6375258996059418e-26,4.2426906521752197e-26,2.7393757147931328e-20,5.689066279351241e-23,1.0606824044375854e-24,3.7617955934722195e-24,3.7678340189771402e-28,3.135412720104069e-31,7.8664800301690141e-27,1.3467109380190713e-29,3.9001049345354799e-26
8.191e-12,0.005330778553801867,7.050631116045523e-24,9.5263485287138556e-30,5.4392301764393211e-27,6.1171859603276644e-29,9.9127191503736632e-32,0.0,0.0,4.4391653108499274e-21,8.3607258044920776e-30,4.4259097478741271e-43,2.0135682763844193e-44,3.1720126398101716e-53,2.5781980305224086e-27,1.6214034982709926e-40,5.4797929240498679e-20,3.384075453911089e-27,1.0393173815936948e-40,2.6880084391486543e-41,1.6696316011332587e-24,1.064439980368849e-47,6.7461398784578376e-42,1.1951714572458845e-37,1.0710794443381832e-30,2.5737229097620598e-48,4.2162409527321518e-24,6.7355664969459325e-46,8.8222819581930467e-20,7.4175432122411839e-43,5.0518300421318219e-60,1.4212326911693575e-43,7.4821717923359213e-69,1.8300654465078117e-32,2.3861473363757722e-29,3.2375843778575378e-28,2.8548767009088859e-27,2.2698513256176077e-30,1.6609598399181484e-23,2.2598196826978542e-40,1.1971036863905112e-45,2.9816869757207886e-38,7.7041538319675315e-37,9.0007292608272085e-32,3.7968742288470701e-28,1.152238340987894e-44,2.7115403597371483e-48,1.2212803605066599e-47,4.1511767158129104e-60,2.6285788214336294e-63,2.7744873302501336e-58,2.841728325585743e-97,4.5548912425926758e-83,2.7464495577781708e-48,2.7613916330760844e-36,2.5056516592658749e-41,4.5531996759423063e-41,8.1375488173617361e-51,3.6530768732359371e-37,6.7538665284316501e-45,1.4755754764044169e-61,5.174240029523948e-31,2.5094138821419656e-28,7.0539072235015016e-33,1.8226959446624338e-40,9.6422540264483144e-57,9.4241336585103454e-69,4.2314322377850748e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,9.7781676298572398e-20,8.8216866845672667e-20,9.7801035509656667e-20,1.9172856502640178e-21,1.6067183062714616e-21,8.0336124656730457e-22,2.5811574604704071e-23,2.3363055352841994e-23,1.6647516118799213e-24,1.4001562851482974e-24,6.4975921156147803e-24,6.9452540708290634e-25,3.2828129626322827e-27,4.3919212810028533e-26,1.7526434837555294e-26,3.2388230004583875e-26,6.5509812622232052e-26,1.6970122365565339e-25,5.4782594607309937e-20,1.137765603416527e-22,4.2411169469452445e-24,1.5046791865377463e-23,3.0131760454322204e-27,2.5131256890332474e-30,3.1466396199368785e-26,1.0773273633482057e-28,1.5581731153785966e-25
1e-11,0.005330778553801867,8.6126599976874151e-24,1.5837525558475364e-29,9.0786567369562276e-27,1.0177369688434014e-28,2.536077488040562e-31,0.0,0.0,5.4200879849373756e-21,1.3901786325268526e-29,1.3045561503312505e-42,5.1632172201972119e-44,1.2616980979028132e-52,4.2890672064183922e-27,4.1298932903539846e-40,6.6897953608868732e-20,5.6259484298588285e-27,1.7379799307969079e-40,4.4613057089618086e-41,2.7755582810583303e-24,4.6187531658897748e-47,1.1112504124757945e-41,3.041078877170028e-37,1.7806313350621878e-30,6.7293637778947334e-48,7.0094005831125992e-24,2.6967019615932065e-45,1.0769857265506161e-19,1.8877130232926374e-42,1.293707117541552e-59,3.6183754169820324e-43,3.2234435582351106e-68,4.6589890358676023e-32,3.6852220626904754e-29,5.3821034358314124e-28,4.779360495683307e-27,3.7714769753476074e-30,2.7611496294228338e-23,5.7530444196771368e-40,3.0453216758532237e-45,7.5863034746251169e-38,1.9599460461607991e-36,2.2832046356731999e-31,6.293673153065953e-28,2.9516211044128825e-44,1.1682860020703188e-47,5.2650932925013167e-47,3.2534897926503789e-59,2.0546668569244569e-62,1.1952766081744908e-57,2.7955299505273868e-96,6.7828141526770541e-82,1.1954495597191479e-47,7.0229221569117988e-36,1.0796573720191156e-40,1.168772732079085e-40,3.4260742526275973e-50,8.6718025494115967e-37,2.9404393607375526e-44,6.9690683428417706e-61,1.317169246061907e-30,3.8370019863767836e-28,1.172695283616886e-32,4.3103151562653266e-40,3.7187909082909606e-56,1.421144460427799e-67,3.1161928158603855e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1936470463910559e-19,1.0768867833657918e-19,1.1939688490944273e-19,2.3399721130912645e-21,1.9609343202625122e-21,9.8047063728890734e-22,4.2907162529858746e-23,3.8836935318518105e-23,2.7664866857388667e-24,2.326794577411658e-24,1.0802468782542684e-23,1.1541558673928102e-24,5.468903756564479e-27,7.3009154209566452e-26,2.9135956830174615e-26,5.3840923937622374e-26,1.089126013289543e-25,2.8208343198253215e-25,6.6872464395756267e-20,1.3889051109883345e-22,7.0471727486766007e-24,2.5011625528355595e-23,7.6658024575389311e-27,6.4137281219460968e-30,5.2307499150533828e-26,2.742052565162952e-28,2.5868659065944311e-25
1.6383e-11,0.005330778553801867,1.4124230120141915e-23,3.8106316592730578e-29,2.1920259686530249e-26,2.4503601162454371e-28,7.9868757038942885e-31,0.0,0.0,8.8812430035665517e-21,3.3453245310407303e-29,4.3459733507161658e-42,1.6276655146320515e-43,4.5943256771857423e-52,1.0325815658460438e-26,1.2981021174746315e-39,1.0959251167592571e-19,1.3536327205687687e-26,4.2031889145249939e-40,1.0718329740591084e-40,6.6777860300697921e-24,1.7160036230113132e-46,2.6519083994372964e-41,9.55430555565306e-37,4.2842630202425734e-30,2.1392412789111336e-47,1.6864977100922655e-23,9.8353070062857676e-45,1.7641815909275982e-19,5.9311925121281001e-42,4.0759898236637075e-59,1.1370924902256933e-42,1.1957202528476509e-67,1.4640757565930358e-31,8.2689666608478818e-29,1.2948971952717668e-27,1.1569841458671214e-26,9.0699161805585397e-30,6.6431349397646821e-23,1.8078778801180039e-39,9.566701126787708e-45,2.3833548976286986e-37,6.157167838145043e-36,7.1635416739905154e-31,1.5103550175337443e-27,9.3006869855304553e-44,4.3337881245659628e-47,1.9533560923746135e-46,1.3268597171745999e-58,8.3770088613621119e-62,4.4338035993735566e-57,1.1656775104753436e-95,2.9108582895844952e-81,4.4444798454889188e-47,2.2059599511054059e-35,4.0050833264075082e-40,3.6861685284897095e-40,1.264356156296477e-49,2.6380219349317187e-36,1.0932607096773961e-43,2.6352686345312534e-60,4.1390453581503609e-30,8.5213551479748166e-28,2.8215648328515858e-32,1.3087801849278728e-39,1.3438189262375665e-55,6.1030806901060321e-67,1.261853419024326e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.9551974604188247e-19,1.7639435702450416e-19,1.9559716501935669e-19,3.8314080955270371e-21,3.2107744624984859e-21,1.6053955908411412e-21,1.0322841058196611e-22,9.3436037485964486e-23,6.6539244836612794e-24,5.5964088502237252e-24,2.5992091648767545e-23,2.7759475910844153e-24,1.3182456845381065e-26,1.7565210387968834e-25,7.0099792584121034e-26,1.2953608445425297e-25,2.6205798569324832e-25,6.7862054406128654e-25,1.0953119234470758e-19,2.2750430196842135e-22,1.6948253004315757e-23,6.0172229879261845e-23,2.4082449438454963e-26,2.0176881980034935e-29,1.2584467998927701e-25,8.6159834458614148e-28,6.216576291520171e-25
3.2767e-11,0.005330778553801867,2.8338415200189596e-23,1.5261662011711229e-28,8.8540662704642454e-26,9.8283462239329753e-28,6.4500384607724695e-30,0.0,0.0,1.7772969701194674e-20,1.338825633038717e-28,4.7688793811192791e-41,1.3287347922164145e-42,6.2630492335534408e-51,4.1371993209218773e-26,1.0392012597505974e-38,2.1915730611156875e-19,5.4140198964100997e-26,1.7176378667675219e-39,4.2601857904841538e-40,2.6702603107427206e-23,2.7732396985661753e-45,1.0252441127102206e-40,7.6312890646163612e-36,1.7134932576399876e-29,1.8399859254774264e-46,6.7453395268955423e-23,1.505126588863327e-43,3.5270338610938739e-19,4.7398694051839499e-41,3.3150133397184281e-58,9.0973947810385859e-42,1.9083688904830764e-66,1.1711639279902481e-30,2.6007231362270065e-28,5.1779887081772296e-27,4.7070504659444049e-26,3.6200404736587991e-29,2.656430016723504e-22,1.4461641890023467e-38,7.6363270218095552e-44,1.9032820703876505e-36,4.9153489673906215e-35,5.6717816022454557e-30,5.9746883009086127e-27,7.5719235506408202e-43,6.9182823456533786e-46,3.1227719791230361e-45,4.2357294981948158e-57,2.6700428496471921e-60,7.0760613168466963e-56,5.6162590970213137e-94,1.8572580593587072e-79,7.2376193949283255e-46,1.7595368151761024e-34,6.3947117628137243e-39,2.9943564942132857e-39,1.9107073625802801e-48,1.7908190161775389e-35,1.7757519108453285e-42,4.4720689388467685e-59,3.3103028105359561e-29,2.6021705645388202e-27,1.1285126223061367e-31,8.7886481225752758e-39,1.7027134661735791e-54,3.9666444378482586e-65,3.5402550190053437e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,3.9083962595149075e-19,3.5260825812783904e-19,3.9114912864350227e-19,7.6496944832876435e-21,6.4105071341158852e-21,3.2052868893637904e-21,4.1273012829403606e-22,3.7357810271561886e-22,2.6572528356320399e-23,2.2349788601445307e-23,1.0397185495936863e-22,1.1085510256953577e-23,5.3131433172566139e-26,7.0234175124036281e-25,2.8032414523329743e-25,5.1795900152362373e-25,1.0482785527295388e-24,2.7127440117932131e-24,2.1891220631722304e-19,4.547836703983447e-22,6.7656963258662661e-23,2.405459162009607e-22,1.9227109460081215e-25,1.6253843841134317e-28,5.031621664167215e-25,6.8877884851466874e-27,2.4735902747568488e-24
6.5535e-11,0.005330778553801867,5.7034209192281374e-23,6.1236242380141481e-28,3.5773749671013605e-25,3.9526379802097323e-27,5.2117194291767526e-29,0.0,0.0,3.5586674292183326e-20,5.3606019469361528e-28,5.8856408267772955e-40,1.1050451607635477e-41,8.0116630878988329e-50,1.657794535555192e-25,8.3128684952540052e-38,4.3818945727419928e-19,2.1650931040036972e-25,7.1579461155652043e-39,1.6826501328077467e-39,1.0673690853189994e-22,4.4854399837770479e-44,3.8428182107248223e-40,6.0853182919584482e-35,6.8519419821880632e-29,1.6779068293102273e-45,2.6974826159481001e-22,2.3619805741443831e-42,7.0485253603796403e-19,3.7835638747227197e-40,2.7366254321452887e-57,7.2785316854469079e-41,3.0380152295182102e-65,9.3672289632814149e-30,7.2486305347828812e-28,2.0698151022105088e-26,1.9156832542274422e-25,1.4416392227999435e-28,1.0618613735403136e-21,1.1566258047199999e-37,6.0816148390829652e-43,1.5171222193570802e-35,3.9155267878359316e-34,4.4453951944789747e-29,2.3379555293268901e-26,6.2666528541512112e-42,1.1018325234112214e-44,4.9878282546594894e-44,1.3488382118885679e-55,8.4948241674604021e-59,1.1263654335564694e-54,3.3192970547494371e-92,1.1813287646386032e-77,1.1884551430148893e-44,1.399232360165841e-33,1.0188190506480052e-37,2.4316201918406121e-38,2.7441005978071631e-47,1.1408011934217149e-34,2.8840513194127148e-41,7.3686302971036384e-58,2.6465985764198445e-28,6.9908900224596532e-27,4.5128640604245721e-31,5.4880051036883492e-38,1.9076148951433792e-53,2.5789766007899196e-63,9.0320792320194802e-51,0.88168480800000004,0.0,0.0094599999999999979,0.10885,7.8085537323466194e-19,7.0447268395820341e-19,7.8209193945311103e-19,1.5246663617624216e-20,1.2776645222017137e-20,6.3884549700370592e-21,1.6493733999952052e-21,1.4929125587524537e-21,1.0594115503409954e-22,8.9109316062753376e-23,4.1589344278981426e-22,4.4194312948603459e-23,2.1568245932170061e-25,2.8071004390571472e-24,1.1206425254330306e-24,2.0702550454413391e-24,4.1932749691268377e-24,1.0836588720493396e-23,4.3721052379035986e-19,9.08638742198951e-22,2.6953148034987784e-22,9.6099448770550339e-22,1.5318945624873381e-24,1.317946133549573e-27,2.0108191246009882e-24,5.5019443742704138e-26,9.7910909001638298e-24
9.999999999999999e-11,0.005330778553801867,8.7776457921589095e-23,1.5868123928183841e-27,9.2796498052643501e-25,1.0277774865987254e-26,2.4573471484465034e-28,0.0,0.0,5.4386413579275234e-20,1.38399098057126e-27,4.4931816336825059e-39,5.5200085266878749e-41,5.5719437503495481e-49,4.2779423040299116e-25,3.8835139355899361e-37,6.6836013518129524e-19,5.5786464371460459e-25,1.9635759290720054e-38,4.2501679743084766e-39,2.7481967982866489e-22,4.0227382658855583e-43,8.9989459861474999e-40,2.8321780389689175e-34,1.7653239768510277e-28,9.5847748125439742e-45,6.9503685089218558e-22,2.081266143809258e-41,1.0743547719190524e-18,1.7641636493460639e-39,1.3491683002526458e-56,3.4076748050136098e-40,2.6747586000540541e-64,4.3831788949895542e-29,1.2906504831851971e-27,5.3294231105574995e-26,4.9918463551106631e-25,3.6894768124661535e-28,2.734102720381922e-21,5.4115252641065527e-37,2.8240567853416598e-42,7.0560029530623128e-35,1.8189659799718362e-33,2.0077957806898972e-28,5.8204278981751456e-26,3.1082253699858364e-41,9.7083769947097101e-44,4.4188177418495445e-43,2.3118060109450351e-54,1.4549399806822248e-57,9.914737239052668e-54,1.2956056843382791e-90,3.9832578041205981e-76,1.0962031553555272e-43,6.4802368139043287e-33,8.9832376890817835e-37,1.1478847410314983e-37,2.0293860379279626e-46,4.2342735693803085e-34,2.5870009529844445e-40,6.6269102970478066e-57,1.2375290767215828e-27,1.2075625092997705e-26,1.162707038995419e-30,1.976711568651876e-37,1.0799849107742469e-52,8.9009976925716876e-62,1.1157813254457579e-49,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.1897610280313871e-18,1.0733784196696229e-18,1.192942378508521e-18,2.3154715856999395e-20,1.9403164262161162e-20,9.7019194309453236e-21,4.2449840696431387e-21,3.8423039628026851e-21,2.716226085652305e-22,2.2848262918893848e-22,1.0720330758675104e-21,1.1330088571979138e-22,5.6885392940801875e-25,7.226171936725294e-24,2.8858609581389376e-24,5.3297306761539342e-24,1.0809338253299169e-23,2.7872619693744608e-23,6.6584294974918859e-19,1.384521352065825e-21,6.9018448593733669e-22,2.4721036008127057e-21,7.1187199710143104e-24,6.3135997179889727e-27,5.1754666255585258e-24,2.5686083629687872e-25,2.4815888665288158e-23
1.31071e-10,0.005330778553801867,1.1549131096868965e-22,2.4653017294592158e-27,1.4420383346438364e-24,1.5980033046111828e-26,4.2028541790858844e-28,0.0,0.0,7.1334816288958472e-20,2.1484203276771443e-27,8.0132852729475425e-39,9.5002008012456826e-41,9.872910699042436e-49,6.6400665261183501e-25,6.6351677232327973e-37,8.7586436072173871e-19,8.6560442498274901e-25,3.088479840765714e-38,6.5648450917687772e-39,4.2635021187456028e-22,7.2449576213399773e-43,1.3647315233504472e-39,4.8368468735506432e-34,2.7390861225606394e-28,1.6713000406829651e-44,1.0784444167723178e-21,3.7446379851663877e-41,1.4074696412375292e-18,3.013501163742716e-39,2.3187617828271807e-56,5.8235964085744927e-40,4.8122316115916577e-64,7.4902392267582704e-29,1.800721025138581e-27,8.2680356283973183e-26,7.7650790174505033e-25,5.715954739305522e-28,4.241667231849081e-21,9.2474161999138825e-37,4.8217379955791777e-42,1.2049432904519019e-34,3.1058123075859351e-33,3.4171076998267084e-28,8.9599578262901655e-26,5.3454095680910661e-41,1.7467377234596999e-43,7.9528204949890998e-43,4.2743520535364827e-54,2.6900194329586157e-57,1.7837659054476214e-53,2.433700140458792e-90,7.4677579238717242e-76,1.9773138260414415e-43,1.1060880637554659e-32,1.6163346539068029e-36,1.9635133407855018e-37,3.6115377459509746e-46,7.0231109462382659e-34,4.6592386072897525e-40,1.1936925055308122e-56,2.1145933304869162e-27,1.6659632154558356e-26,1.8040693046702047e-30,3.2640066358769565e-37,1.8816405301552606e-52,1.6692953622053211e-61,2.0402578733855342e-49,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.5583989969908836e-18,1.4059555301959401e-18,1.5633336157605348e-18,3.0284009085771373e-20,2.5377125471977354e-20,1.2689084794789243e-20,6.5849875258053603e-21,5.9603350179381788e-21,4.2098829673194372e-22,3.5413091620892106e-22,1.6635582329647716e-21,1.7560207018442451e-22,8.8724623310893263e-25,1.1210067787705913e-23,4.4772464774369281e-24,8.2682238524740013e-24,1.6773873355649919e-23,4.3230998291449199e-23,8.7196040534085474e-19,1.8135406055454025e-21,1.0694129651657694e-21,3.8344036516861689e-21,1.2155373163190187e-23,1.0817297745614584e-26,8.0284700348796245e-24,4.3882555145865909e-25,3.8361093695323793e-23
