Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290)
2.62143e-10,0.005330778553801867,2.3663434171825077e-22,9.9886646098720264e-27,5.790683365824556e-24,6.526676622340983e-26,3.3771355336161152e-27,0.0,0.0,1.433118634537822e-19,8.6268931738674791e-27,1.1647147447026272e-37,8.6213241340861367e-40,1.2295166609080173e-47,2.6573445821882371e-24,5.2724604876394092e-36,1.749659382952721e-18,3.4589177474294564e-24,1.409531070388155e-37,2.5019105983831848e-38,1.7006183409473438e-21,1.1677512914739965e-41,4.4584790200617123e-39,3.8200261807651326e-33,1.0942707454080891e-27,1.8610927342681385e-43,4.3093421173830235e-21,5.9407508234012756e-40,2.8060110948097301e-18,2.3896210527322551e-38,2.0457862511624732e-55,4.659899875266838e-39,7.5486387904886297e-63,5.9864433445251409e-28,4.1433304248587597e-27,3.2982281755106383e-25,3.1276700386450825e-24,2.2467408647625769e-27,1.6920411332292228e-20,7.387788525474443e-36,3.7892129238953136e-41,9.5020334242289832e-34,2.4429303825074117e-32,2.5338911654984491e-27,3.3038508622152844e-25,4.8002274557379015e-40,2.7438992076911271e-42,1.2636195239764648e-41,1.3414592308596681e-52,8.4353558154841327e-56,2.7963616936477769e-52,2.1435698513544944e-88,4.6634490117427418e-74,3.3720386833518144e-42,8.6411097770165513e-32,2.5429257252914383e-35,1.5691957632635338e-36,4.1547500929288417e-45,4.3977720803578726e-33,7.4518084868353392e-39,1.9119300658754741e-55,1.6873695089846673e-26,3.6439254423897282e-26,7.2064445858955554e-30,1.9323698904294523e-36,1.6755462806928297e-51,1.0714113462035153e-59,4.0699466904453735e-48,0.88168480800000004,0.0,0.0094599999999999927,0.10885,3.1035997692508195e-18,2.7999968035628571e-18,3.1232453399363346e-18,5.9746571528157091e-20,5.0062735370996435e-20,2.5033398091226519e-20,2.6240101410711362e-20,2.3751007379239268e-20,1.6621260905443135e-21,1.39838694751222e-21,6.6536838640942745e-21,6.9317052344238663e-22,3.7341179954868176e-24,4.4694222658969038e-23,1.7866476508786678e-23,3.297098246331457e-23,6.7099287427726858e-23,1.7201167561629229e-22,1.7341372950524892e-18,3.6121626381698056e-21,4.2092222049712177e-21,1.5261365024248527e-20,9.5675053767336562e-23,9.0666325794036673e-26,3.1995475886151202e-23,3.4895394741251083e-24,1.4737419453422436e-22
5.24287e-10,0.005330778553801867,4.9557343259053382e-22,4.0964113300586022e-26,2.3152363081986289e-23,2.7170506562231333e-25,2.7021345770322592e-26,0.0,0.0,2.8917179673806117e-19,3.4771157674404564e-26,1.7505900721317081e-36,8.4437011136707656e-39,1.6062968686557886e-46,1.0622262294290335e-23,4.1542157136452395e-35,3.4910526986520817e-18,1.3807667408065468e-23,6.9545072752877377e-37,9.1344511995134762e-38,6.764464150809884e-21,1.880078265915824e-40,1.311368797952521e-38,2.9795151423094384e-32,4.3661828812148638e-27,2.3200167818384033e-42,1.7201880865686416e-20,9.3672312782530009e-39,5.5765767351330236e-18,1.8784703369262876e-37,1.8993328830173963e-54,3.7291126383354354e-38,1.16227584131093e-61,4.7799492776679435e-27,9.2732602191889341e-27,1.3121488691753902e-24,1.2512598245228094e-23,8.6830517720163096e-27,6.7313977275880879e-20,5.8913306440013796e-35,2.9270293764938549e-40,7.3898227483845056e-33,1.8903026113475599e-31,1.7656016579511895e-26,1.1395332060718002e-24,4.6556543561781398e-39,4.2334509486604589e-41,1.9938585140106228e-40,4.1305555640786211e-51,2.5942823027791515e-54,4.2976890624828311e-51,2.1272679916987617e-86,2.8432479445287988e-72,6.0154769198959595e-41,6.596805670132992e-31,3.9359614757824071e-34,1.2350278471282344e-35,3.9895589296342095e-44,2.911334579821871e-32,1.1740776229473111e-37,3.0290148056542086e-54,1.3430482902580298e-25,7.5794151336188574e-26,2.8732987446209447e-29,1.1703243383538918e-35,1.4000566402313619e-50,6.7955937290580694e-58,7.3104290692512456e-47,0.88168480800000004,0.0,0.009459999999999984,0.10885,6.1549687377563952e-18,5.5528522092958132e-18,6.2328153363303686e-18,1.1633205741251197e-19,9.7463061811550401e-20,4.8739208559940104e-20,1.041692568750573e-19,9.4288409276655269e-20,6.4800565089448637e-21,5.4535150883258033e-21,2.6605349994549333e-20,2.7014082181511395e-21,1.6257226066011229e-23,1.7762572073428076e-22,7.1130107288304867e-23,1.3108127930346247e-22,2.6840216167774213e-22,6.809386041373536e-22,3.4297037804818096e-18,7.1650968778666821e-21,1.6309734214884421e-20,6.0443492559003938e-20,7.4123039289037393e-22,7.8404517472223316e-25,1.2704104040207148e-22,2.7587255572260942e-23,5.4598507138925546e-22
9.999999999999999e-10,0.005330778553801867,1.0240573698389136e-21,1.5961696043060149e-25,8.5675144977177312e-23,1.0866241652259748e-24,1.9763054248457605e-25,0.0,0.0,5.6065811989867665e-19,1.3130579463311427e-25,2.4193088276738196e-35,8.2566152165815468e-38,2.0217107626858945e-45,3.9441730876606115e-23,2.960460900851679e-34,6.628832164206258e-18,5.119059326910899e-23,3.4579508872343578e-36,2.8981972939032076e-37,2.4906058524626695e-20,2.7660908968105723e-39,3.3259566859113239e-38,2.086403971965937e-31,1.61725130244005e-26,2.8911658639350091e-41,6.3769980444909093e-20,1.3302979249215302e-37,1.0509890968783301e-17,1.3345941453086747e-36,1.6853290754292172e-53,2.7421427918903427e-37,1.5802373303148807e-60,3.500655532389152e-26,1.9885535279499149e-26,4.8328049581841872e-24,4.6222097744025162e-23,3.0288595603730854e-26,2.4791661775322103e-19,4.2987448321431612e-34,2.012866251525195e-39,5.1471496761568113e-32,1.3039003078250339e-30,1.0301105090116447e-25,3.3215568099233978e-24,4.5446063610771456e-38,5.7626196917519157e-40,2.8339805909754512e-39,1.1159474729658742e-49,6.998134421108116e-53,5.8093332670968557e-50,2.0044013605075603e-84,1.5044757257300038e-70,1.0510640727887001e-39,4.4331153307419245e-30,5.3948283761998958e-33,8.721630417000751e-35,2.8547989836033367e-43,1.8869035687437058e-31,1.6497983879769601e-36,4.3139610159951089e-53,9.7753614448447735e-25,1.4590460849953331e-25,1.0614472934105415e-28,6.5904046785679712e-35,1.0406779085328084e-49,3.8484321425002819e-56,1.1035411598821871e-45,0.88168480800000004,0.0,0.0094599999999999702,0.10885,1.1554257170564992e-17,1.0423935078734696e-17,1.1838779374790988e-17,2.1124931830653692e-19,1.7692905062377066e-19,8.8490130961786206e-20,3.8209697563384385e-19,3.4585885502450872e-19,2.2979530997863019e-20,1.9350096156818535e-20,9.89029237437738e-20,9.5727868268581205e-21,6.8142956252042889e-23,6.5302703576579744e-22,2.6237791186741945e-22,4.8224914701071654e-22,9.9873269580204926e-22,2.4854999679868871e-21,6.4057043328409087e-18,1.3454882663123349e-20,5.7152307978202549e-20,2.2072183647305502e-19,5.1229627628069887e-21,6.4374931542516795e-24,4.6612810175688391e-22,1.9824920567329548e-22,1.7744395253644096e-21
1.0485750000000002e-09,0.005330778553801867,1.0780208042034154e-21,1.7173258907505843e-25,9.2059339082780745e-23,1.1698354612453144e-24,2.1505142804035215e-25,0.0,0.0,5.8837955729375939e-19,1.4116293536769449e-25,2.6484689200590957e-35,9.0134787161827676e-38,2.2117455383972426e-45,4.2384483516088321e-23,3.2203345755880002e-34,6.9492304664164037e-18,5.5007759551510778e-23,3.7400294624629091e-36,3.1008601112946017e-37,2.6758494650417158e-20,3.0293386641322313e-39,3.5316660246462327e-38,2.2690226477945938e-31,1.7378056044467737e-26,3.1626928146865419e-41,6.8525043764727466e-20,1.4565696246851532e-37,1.1013631120722735e-17,1.4516883616675925e-36,1.8380237681530187e-53,2.984064752138139e-37,1.7297271979890416e-60,3.8092990608811882e-26,2.0969153471675044e-26,5.192298748607412e-24,4.9664170880883057e-23,3.2494735212330035e-26,2.663579327082188e-19,4.6775328653020588e-34,2.1885119306878795e-39,5.5972671451329403e-32,1.4177395607316827e-30,1.1172664368961949e-25,3.5443629904505059e-24,4.9611167632612111e-38,6.3078124099322741e-40,3.1029987583890534e-39,1.2256790361858546e-49,7.6862229392263498e-53,6.3586399684655825e-50,2.2068984031775898e-84,1.6551943327226244e-70,1.1522457084006595e-39,4.8184203227184301e-30,5.9055036268348344e-33,9.4860865488103921e-35,3.1055648405965971e-43,2.0498474721691772e-31,1.806270619432722e-36,4.723529846221524e-53,1.0636383976253531e-24,1.5306357925860337e-25,1.1404923344866129e-28,7.1438484619539636e-35,1.1326454483668212e-49,4.2344561352607542e-56,1.2087589506949015e-45,0.88168480800000004,0.0,0.0094599999999999684,0.10885,1.2105577894664774e-17,1.0921320793194875e-17,1.2411203721336545e-17,2.2094130895620866e-19,1.8504331364906873e-19,9.2549093100028568e-20,4.1047614319644598e-19,3.7154668445570371e-19,2.4664290450094102e-20,2.0769074459707123e-20,1.0628522072718314e-19,1.0274422510385676e-20,7.3441002224691327e-23,7.0157020964932819e-22,2.8190620331085397e-22,5.1810685780247538e-22,1.0733066630787234e-21,2.6697635223757556e-21,6.7095834087350807e-18,1.409713196999292e-20,6.1322738512060551e-20,2.3708783983143513e-19,5.5703809537513206e-21,7.0147660805867695e-24,5.0075224279425338e-22,2.156754778713599e-22,1.8998768691028475e-21
2.0971510000000003e-09,0.005330778553801867,2.4856906904630021e-21,7.4681945591688125e-25,3.6278973181368042e-22,5.3116374645408668e-24,1.6970386723398354e-24,0.0,0.0,1.2157003957994664e-18,5.8081290070001755e-25,3.929498024705526e-34,1.0287620570983536e-36,3.137852273876907e-44,1.6855388713140992e-22,2.4202938745662525e-33,1.3768555422844798e-17,2.1826777944733413e-22,2.1448516179387352e-35,9.4398416885643538e-37,1.0471565969805712e-19,4.8970452359604345e-38,9.474487000655897e-38,1.6535498427779662e-30,6.8827858976252811e-26,4.5477994960069287e-40,2.7186571714294483e-19,2.2060592206379017e-36,2.1486785076693459e-17,1.0857570305874971e-35,1.7683478767039186e-52,2.3857484030910147e-36,2.4304315341290566e-59,3.0242363940301889e-25,4.8846494191511599e-26,2.033207338177642e-23,1.9480253252308922e-22,1.1468978792776565e-25,1.042930087282352e-18,3.6776488989359327e-33,1.5426838768609021e-38,4.0406796760246222e-31,1.0044991251790148e-29,6.2267870606831079e-25,9.6257441639962867e-24,5.7521938576300923e-37,8.8017429382244067e-39,4.6999762811162831e-38,3.3917480470185985e-48,2.1256077491647646e-51,8.7706222249676414e-49,2.2191493688663002e-82,8.8416008437478308e-69,2.417346281983851e-38,3.244107305740971e-29,8.3709815693296596e-32,6.9836888116826598e-34,1.95140877233253e-42,1.5100368798927622e-30,2.6665763794821089e-35,7.1617690308631527e-52,8.3412211794785175e-24,3.0194806836739642e-25,4.4814946989547921e-28,4.1923744513112542e-34,9.014073846118785e-49,2.5615320745334505e-54,1.8533997985355544e-44,0.88168480800000004,0.0,0.0094599999999999372,0.10885,2.3428695630519422e-17,2.113713207725935e-17,2.4607040609034473e-17,4.0128722157234033e-19,3.3580438211022517e-19,1.6798955700712462e-19,1.5942761346581454e-18,1.4431483453037674e-18,8.9869228409393379e-20,7.5752898649866497e-20,4.2341821322311094e-19,3.7382510134180015e-20,3.3625732497517528e-22,2.7388774823096692e-21,1.1078062312137054e-21,2.0256463713746143e-21,4.2864008125083831e-21,1.0286953457581569e-20,1.2853440119010055e-17,2.7293767433719029e-20,2.1809875568275709e-19,9.1282241509904177e-19,3.9562091595538e-20,6.3459448782486615e-23,1.9456123346956449e-21,1.6518169276281641e-21,6.0052920378521045e-21
4.194303e-09,0.005330778553801867,6.1603180946127549e-21,3.4208063151689328e-24,1.4064441231558283e-21,2.5840996103651253e-23,1.3187618849002766e-23,0.0,0.0,2.5781765136586884e-18,2.4455736821029322e-24,5.541827502327616e-33,1.1899706713788702e-35,4.4261672200287998e-43,6.6576621791955875e-22,1.7196962175273197e-32,2.703001432318302e-17,8.5928211111407496e-22,1.2400298579649349e-34,2.507821481830866e-36,4.0148063664079775e-19,8.0732809171140844e-37,2.8892070009485975e-37,1.1173141543191236e-29,2.6997887716256676e-25,6.6139929971080811e-39,1.0699890081582982e-18,3.1910599382273532e-35,4.0943397570535798e-17,7.6446282487238521e-35,1.553894697334935e-51,1.9004114509851369e-35,3.136677448098496e-58,2.3830716690719033e-24,1.1750869718199585e-25,7.8030217594802427e-23,7.4841815062657006e-22,3.6692750122361659e-25,4.001945758119823e-18,2.8343714747024392e-32,9.8562587856358145e-38,2.6911070532849794e-30,6.4657180006646314e-29,3.020969165454631e-24,2.2590505150592279e-23,6.9380420324390125e-36,1.092461337312043e-37,6.7587238439273227e-37,8.2797369542204478e-47,5.2207270561584982e-50,1.0720025502231645e-47,2.745475317519237e-80,4.1042301506653962e-67,6.0317728858058857e-37,1.898522202221132e-28,1.0775580701159757e-30,4.7743586075680214e-33,1.0096821205723456e-41,1.1389413308901511e-29,3.6636194588086947e-34,1.0304081364307728e-50,6.4191463768512248e-23,5.7870029736082221e-25,1.7252543991638292e-27,2.2504836674137276e-33,7.0879667274387902e-48,1.5223070969523415e-52,2.59635749552864e-43,0.88168480800000004,0.0,0.0094599999999998748,0.10884999999999997,4.3982705606020316e-17,3.9685490704612757e-17,4.8371076992283298e-17,6.7781919858270555e-19,5.6595313791340965e-19,2.8319257762079342e-19,6.0250720733281989e-18,5.4548564784538689e-18,3.0439271081668423e-19,2.5698779085870895e-19,1.6749950514872791e-18,1.2625012245411231e-19,1.466910190252737e-21,1.0471185976849514e-20,4.2882350828607106e-21,7.768170725314263e-21,1.7042511988286207e-20,3.8501613835717891e-20,2.3681665072393284e-17,5.1240757994389683e-20,7.0478263086380351e-19,3.3949401593256223e-18,2.5464325849448918e-19,5.4545612871321848e-22,7.3537201302602917e-21,1.2206614044577371e-20,1.6787669163723257e-20
8.388607e-09,0.005330778553801868,1.6213309681685002e-20,1.6541700395939606e-23,5.290306363376011e-21,1.3390322408288362e-22,9.9630710937314519e-23,0.0,0.0,5.6804229153467228e-18,1.066272229323264e-23,7.1407683054176387e-32,1.293595673040208e-34,5.945184856351792e-42,2.5943029663254666e-21,1.113329915298479e-31,5.2126896300327687e-17,3.3316513222007121e-21,6.6881908521252186e-34,5.8041266829577168e-36,1.4830918637123793e-18,1.3377750228108543e-35,1.0565168045429733e-36,6.7208764463982419e-29,1.0394206656655901e-24,9.4019699329325593e-38,4.1462920018436227e-18,4.2946076617771455e-34,7.4689942723980029e-17,4.8497347986596626e-34,1.1340423376734193e-50,1.4976946053363141e-34,3.6508004519330583e-57,1.850814214866326e-23,2.9071418338829547e-25,2.8853893662253853e-22,2.7702581381196086e-21,1.0171820251821386e-24,1.4793859958933778e-17,2.1046366574306985e-31,5.445350999475435e-37,1.5928113549878751e-29,3.609721939740899e-28,1.2862312334015498e-23,4.6349872402401927e-23,8.1031620988203717e-35,1.1198038997046342e-36,8.8494139062000019e-36,1.6424849652417999e-45,1.0687400990759281e-48,1.0879542615121473e-46,2.0304690261777342e-78,1.5360765918428088e-65,1.4471120441089739e-35,8.9632688421080287e-28,1.2001995021091366e-29,2.8915213569783966e-32,4.4460313539332458e-41,8.6225103098022837e-29,4.4759807203046923e-33,1.3494881188882187e-49,4.770954385584552e-22,1.0593121877724555e-24,6.3944175130821182e-27,1.0763208239593295e-32,5.490618919899966e-47,8.2098776320363053e-51,3.2034059021419497e-42,0.88168480800000004,0.0,0.0094599999999997499,0.10884999999999992,7.8177178296242558e-17,7.0575582513672093e-17,9.3511934910983566e-17,1.0379174859651802e-18,8.6169901463293772e-19,4.3107541075028769e-19,2.1675599466049302e-17,1.9635115652379065e-17,9.2664627869765357e-19,7.8396553957134698e-19,6.5269952226540046e-18,3.8202944342137734e-19,5.631386382968567e-21,3.8672394973463507e-20,1.6208566276679617e-20,2.8872299627706377e-20,6.6948107971216727e-20,1.3792842526670262e-19,4.0774943934462999e-17,9.0990996248625361e-20,1.965880090477985e-18,1.1886750421522226e-17,1.4041052881667155e-18,4.0904070757140031e-21,2.6437798213520491e-20,8.5142238539797972e-20,4.1515734311156913e-20
9.999999999999999e-09,0.0053307785538018685,2.1372276621196327e-20,2.9118077695349186e-23,7.8997515947323586e-21,2.4418858193911572e-22,2.181171024674807e-22,0.0,0.0,7.0986115729176335e-18,1.7922663787408783e-23,2.124269968198743e-31,3.3975966545667289e-34,1.8683753439097739e-41,3.9885426116920104e-21,2.1087145743430765e-31,6.078701503558255e-17,5.1029967458694615e-21,1.1382335008641774e-33,6.9784514832202264e-36,2.1870898240672483e-18,5.3673214131753635e-35,1.6475366264136714e-36,1.208250411623093e-28,1.5822012446066457e-24,3.148540422130862e-37,6.3473823119909691e-18,1.3543805229755624e-33,8.4617211592842097e-17,8.9486422826918552e-34,2.154261220520936e-50,3.4239296978459468e-34,1.0377597145294708e-56,4.1822582207956317e-23,3.7638190495694337e-25,4.2537216178382288e-22,4.0866296529145036e-21,1.2828285459392382e-24,2.1803481867520082e-17,4.5162937288967834e-31,9.2038706937862632e-37,2.8692821964831609e-29,6.1839991770012271e-28,1.9714345611916149e-23,5.3581930531415898e-23,2.2772555784795501e-34,2.5804220059763236e-36,2.6278366522110712e-35,5.9402382858613708e-45,4.1990703365671744e-48,2.5541021717761983e-46,2.4224919206560233e-77,9.886314662892392e-65,7.4969542450035405e-35,1.3444245807262453e-27,3.1168851717144918e-29,5.1573571889045137e-32,6.8763644508774607e-41,1.9298715152027515e-28,1.2475553049094074e-32,4.0076788130621214e-49,1.0269695735959505e-21,1.2011000750629267e-24,9.4340624116925693e-27,1.750557542919896e-32,1.2402275260594292e-46,8.1563805497850537e-50,8.9599526038325709e-42,0.88168480800000004,0.0,0.0094599999999997013,0.10884999999999988,8.7576077702001259e-17,7.9102124144225478e-17,1.0919389386029533e-16,1.1167008651454908e-18,9.2414658134928596e-19,4.6200106161589029e-19,3.1323155688295797e-17,2.8395684853274507e-17,1.2256804898657613e-18,1.037810999997992e-18,1.0020510432604268e-17,5.0285042249778551e-19,8.0328986195055622e-21,5.7335348962962242e-20,2.4513461672344518e-20,4.3056037853139625e-20,1.0332066201197079e-19,2.0093406223299861e-19,4.5091386309171649e-17,1.0191400502530095e-19,2.4612675574567624e-18,1.6878382674636232e-17,2.3403896343747623e-18,8.1193325460536926e-21,3.8193904130692431e-20,1.7339107317753801e-19,5.1541737036964991e-20
1.6777215e-08,0.0053307785538018685,4.3069918429842821e-20,8.201194832729203e-23,1.8874586016643549e-20,7.0802799389115049e-22,7.1644851508632446e-22,0.0,0.0,1.3063245552908511e-17,4.8456608264921743e-23,8.0552762996312105e-31,1.224662790393686e-33,7.2259770014517082e-41,9.8524515638674495e-21,6.2951146902967511e-31,9.7209840872824238e-17,1.2552941467901411e-20,3.1125019871804516e-33,1.1917440079553395e-35,5.1479724497745907e-18,2.2314833435366257e-34,4.1332545127886464e-36,3.4632498728597473e-28,3.8650339746160305e-24,1.2436416322714817e-36,1.560475296352369e-17,5.2444185519149553e-33,1.26369431868768e-16,2.6187873981225524e-33,6.4451093972955929e-50,1.1525311150094214e-33,3.8669235157996168e-56,1.3987871928093728e-22,7.366841823224683e-25,1.0008668958812374e-21,9.6230399362164015e-21,2.4000877031856888e-24,5.1284629385971394e-17,1.465926845920531e-30,2.5011495556298876e-36,8.2378777743741439e-29,1.701092364950376e-27,4.8532705075738786e-23,8.3998602834712134e-23,8.4469258531733106e-34,8.7235062437110624e-36,9.958125359114941e-35,2.4015778064675596e-44,1.7364648839439706e-47,8.7204437220126639e-46,1.1757059011318647e-76,4.5005840879456806e-64,3.2941449356708587e-34,3.2290389673407504e-27,1.1178103552540574e-28,1.468703529205326e-31,1.709788702147744e-40,6.4200818859690124e-28,4.6120245299995243e-32,1.5187527456698912e-48,3.3396364624853416e-21,1.7974331834748995e-24,2.2218235485260752e-26,4.5862700012030989e-32,4.1471398079794045e-46,3.9007658930733398e-49,3.3170902170386647e-41,0.88168480800000004,0.0,0.0094599999999994983,0.10884999999999971,1.2710607568275404e-16,1.1496314987581976e-16,1.751492551040516e-16,1.4480488970231832e-18,1.1867892674373697e-18,5.9206851563308284e-19,7.1898957334916099e-17,6.5240986400970643e-17,2.483361975041425e-18,2.1054371235354337e-18,2.4713576421846568e-17,1.0110006699615149e-18,1.8133206087728463e-20,1.3582821303891446e-19,5.944228514925623e-20,1.027101653425105e-19,2.5629676333133208e-19,4.6592388652324682e-19,6.3245528724157406e-17,1.4785411952649189e-19,4.5447737983431142e-18,3.7872246356734922e-17,6.2782249826643313e-18,2.5064233095744702e-20,8.7637868057212236e-20,5.4454902523480277e-19,9.3709213290980937e-20
3.3554431e-08,0.005330778553801868,1.0675075495645414e-19,3.911413494515694e-22,6.1862197995857121e-20,3.5540167884178551e-21,4.759737739445205e-21,0.0,0.0,3.0899973879077155e-17,2.2725291651624686e-22,7.7117154677995123e-30,9.4775768174577243e-33,7.5354868394171058e-40,3.5759005599103228e-20,3.0086723126392942e-30,1.7078452672101291e-16,4.4954057634042093e-20,1.1699193440951524e-32,2.1949974602048078e-35,1.6307170351606548e-17,3.6497455709395032e-33,1.4716209189789296e-35,1.4948270637425101e-27,1.3531832730531825e-23,1.4394234476754138e-35,5.5756203999086934e-17,5.736005333331567e-32,1.9055007419996098e-16,1.1430611212050857e-32,2.6844746359063505e-49,8.5095641691794755e-33,3.8814836681345699e-55,1.0071379843819802e-21,1.895880900068093e-24,3.1490785890158533e-21,3.0356511853496089e-20,5.2580353868885817e-24,1.6115747092597233e-16,9.2502989442852461e-30,9.3974286368149198e-36,3.9690473912982292e-28,7.1402338222417779e-27,1.6219427350824109e-22,1.3382825661975011e-22,7.3401682778837592e-33,4.8738414294604489e-35,9.1172219145621352e-34,2.3826004916766196e-43,2.3191163041318646e-46,5.7405383450143759e-45,5.2769886945184451e-75,1.043264710330091e-62,6.5141477122191438e-33,9.3533456106405645e-27,8.9975590488117431e-28,5.9979844510555827e-31,5.7956704566498321e-40,4.5827177658921078e-27,3.8451307311112629e-31,1.3905907811797222e-47,2.1327406453398894e-20,2.7209311973365781e-24,7.0017842514966228e-26,1.7513135629404851e-31,2.9944632457853255e-45,1.5451548228357883e-47,2.7723147679891566e-40,0.88168480800000004,0.0,0.0094599999999989953,0.1088499999999991,1.827052161049809e-16,1.66229701903308e-16,3.099141552208941e-16,1.9569065060794843e-18,1.5670390531620473e-18,7.7311612145325092e-19,2.1237696183102817e-16,1.9359599347687798e-16,5.9180793965453683e-18,5.0255230656831138e-18,8.894028128530671e-17,2.351057991267342e-18,4.9771086531989971e-20,4.5011624462922723e-19,2.1285389645712197e-19,3.4856275219684844e-19,9.3933524705550484e-19,1.469090787701531e-18,8.6020265531710029e-17,2.1471572435194302e-19,8.7921147897623996e-18,1.0653319369479935e-16,2.2211459154859761e-17,1.2321586227811262e-19,2.6049530137105875e-19,3.0862117849581197e-18,2.0105428732679124e-19
6.7108863e-08,0.005330778553801865,2.2845466580422079e-19,1.6647382586201848e-21,1.7964360210054394e-19,1.5735278067585282e-20,2.8242609804460376e-20,0.0,0.0,7.2911376077619911e-17,1.0710260344265768e-21,6.2212885165020659e-29,5.7000391977986003e-32,6.474881006804661e-39,1.2099781189394558e-19,1.2029319415951265e-29,2.7260500528907677e-16,1.4839090420969603e-19,3.3568617922780537e-32,3.5838643734959353e-35,4.621741932567398e-17,5.5160233172024686e-32,4.2634539760991753e-35,5.3939707683797451e-27,4.3344932831830152e-23,1.3568064458620439e-34,1.8320066441574716e-16,5.6232257334476185e-31,2.4865969274080323e-16,3.9640665442457975e-32,8.1455329778101782e-49,5.9273996321394197e-32,3.8890736125004649e-54,6.705500881041182e-21,4.9019179700210206e-24,8.7557272610962115e-21,8.484238070750726e-20,1.3842783936467895e-23,4.4693023071420203e-16,5.1217675772109762e-29,2.9217417863956022e-35,2.2012113683061637e-27,3.2756687511181549e-26,4.8096704894139837e-22,1.8766591649689317e-22,5.162896981168519e-32,1.9548629874110168e-34,6.6524524030406735e-33,1.5491338402305907e-42,3.1121609193344144e-45,3.8532851205346616e-44,1.8764796954363662e-73,1.7802211556036255e-61,1.0352395546289804e-31,2.8319179425637617e-26,7.3795331706459698e-27,1.955964912971899e-30,1.7464554623994026e-39,3.0367458128596325e-26,2.568139146620327e-30,1.0146869591004517e-46,1.2106461912431431e-19,3.5767737888925464e-24,1.9511315731150079e-25,5.9526527648608949e-31,2.0071405873871569e-44,4.9017386645120198e-46,1.8538494544455215e-39,0.88168480800000004,0.0,0.0094599999999979908,0.10884999999999757,2.3086005048389266e-16,2.1338415687785486e-16,4.9982842436696788e-16,2.7977673889930033e-18,2.1727252825783214e-18,1.0405815790112749e-18,5.4806368368061762e-16,5.0488430963208074e-16,1.3000620860235593e-17,1.1051242374950329e-17,2.9483320482156732e-16,4.9582160807855307e-18,1.2343295338706596e-19,1.4295388026809954e-18,7.6283970963748309e-19,1.1509403550047139e-18,3.2411274893973136e-18,4.3358999539279957e-18,1.040549352907647e-16,2.8476807797069991e-19,1.5497510042097298e-17,2.6278907231907297e-16,6.3961111350573768e-17,4.9304028333651969e-19,6.9343952732573691e-19,1.5020199553198313e-17,4.2177132777203699e-19
