Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948)
1e-12,0.0035613754154733253,1.2034150727004065e-23,4.4906907315402494e-30,1.3780677430208774e-27,2.5769994179443103e-29,5.1586312908803049e-33,0.0,0.0,4.1941962487653157e-21,2.3717182046951887e-30,9.2144410358476734e-44,7.8472976774606652e-45,1.6304665388753674e-54,7.6942104541022465e-28,2.6727780430849962e-41,6.8029487010977171e-20,1.1227119513981026e-27,2.109850012216009e-40,5.4117153502867411e-41,4.1482688541432344e-25,2.7055525412924342e-39,1.0561791353696007e-41,1.852008711281507e-38,5.251362321470857e-31,1.0126544800389034e-48,7.7705556339055375e-25,4.3663485385637369e-47,1.0224391553156762e-19,1.7145068747924383e-43,1.2267756138178479e-59,2.8983306054527373e-44,2.7004464296348493e-69,1.0266382845959017e-33,4.9142478285446372e-30,1.0361577768028777e-28,6.057156577621523e-28,9.608713530813211e-31,3.4834976242908575e-24,3.0887666072529144e-41,4.1014563144470321e-46,3.9540179679154165e-39,7.7213001651296553e-38,3.4885750867688678e-33,7.3914908554442706e-29,1.8470958698167474e-45,1.1071733721033543e-49,4.7225234295986863e-49,7.4808853184265313e-62,9.2468046963510075e-65,3.9250171899950479e-59,2.3697303127940143e-97,1.248230089181844e-84,2.5964163558746531e-49,3.4476042559445365e-37,4.9840486666593479e-43,5.4997259275530875e-42,3.1244420639218301e-52,2.6286858243709164e-38,1.3866778666196199e-46,9.7492566901412906e-63,3.1322391782231213e-32,9.9110429410709057e-29,2.3381423586620867e-33,1.9548010224617033e-41,7.234024276287988e-58,3.3140104311586105e-71,5.5281074009084319e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1671649967475582e-19,1.0224255513469487e-19,1.1672067902964408e-19,1.8126689903601988e-21,1.5112476615301767e-21,7.5562406828582165e-22,5.6456504894349126e-24,4.9741383479474306e-24,2.971921177140352e-25,2.4824362514354841e-25,1.4706364085263668e-24,1.2345802203019933e-25,4.2146771668014219e-28,1.2080498720629067e-26,5.6360279819878454e-27,9.1334976347559631e-27,1.6450065120624964e-26,2.7036663718448156e-26,6.8025831588425892e-20,1.2573614115259481e-22,9.3916882421029163e-25,3.4045121742490016e-24,1.2782361325419805e-28,6.0916232011293399e-32,6.3130346434302762e-27,3.3233102040857568e-30,2.8389009037231849e-26,3.7299363246382627e-27,5.0811184307131887e-31,9.9670347733528328e-34,5.4804297116590318e-35,6.6662548813154322e-35,2.3104567892753618e-37,1.5824096076681539e-36,1.9735225514440479e-44,9.0578413127636455e-43,3.2508917582742634e-45,2.1381293381857901e-44
1.023e-12,0.0035613754154733253,1.2310911170058082e-23,4.6464745934204736e-30,1.4261550707396018e-27,2.6668870243485266e-29,5.3697736706191854e-33,0.0,0.0,4.2906384423472813e-21,2.4544415861302442e-30,9.5924738870233935e-44,8.1684669863427308e-45,1.702108237654968e-54,7.962583406819919e-28,2.7821550677957013e-41,6.9593709682503887e-20,1.1618706849191887e-27,2.183461194399415e-40,5.6004497646144568e-41,4.2929544950333265e-25,2.8162700331615655e-39,1.0929964390998653e-41,1.9277963626936513e-38,5.4345228852778887e-31,1.0541103675226971e-48,8.0415825021273606e-25,4.5498855613519235e-47,1.0459481022928459e-19,1.7846680063760201e-43,1.2769830320302828e-59,3.0169372013692517e-44,2.8191838416170867e-69,1.0686507179358767e-33,5.0847799817444556e-30,1.0722974766927344e-28,6.2686346436458987e-28,9.9438393572263005e-31,3.604997030839819e-24,3.2151666190196274e-41,4.2692949127154426e-46,4.1158232393769495e-39,8.037268441669715e-38,3.6313235275771035e-33,7.6492417248137259e-29,1.9226992942500586e-45,1.1558552725061745e-49,4.9301717161592159e-49,7.8212653272751446e-62,9.6669455788565737e-65,4.0975981039698885e-59,2.4776436326253994e-97,1.3059816929758606e-84,2.7105966350592994e-49,3.5886850964934109e-37,5.2031949272936811e-43,5.724876818719877e-42,3.2617958006282763e-52,2.7360935488578927e-38,1.4476608857237865e-46,1.0189718657061589e-62,3.2604175174214595e-32,1.0254594960031906e-28,2.4196937664219727e-33,2.034666385995447e-41,7.5518194911515723e-58,3.4673477184224596e-71,5.7795868644261845e-57,0.88168480800000004,0.0,0.0094599999999999997,0.10885,1.1940014465525025e-19,1.045934023841478e-19,1.194044697794253e-19,1.8543449303704533e-21,1.5459934703855452e-21,7.7299698099742928e-22,5.8425622216224657e-24,5.1476287333902095e-24,3.0755751202359852e-25,2.5690181104915162e-25,1.5219303369018865e-24,1.2776395957432759e-25,4.3617140470809505e-28,1.2501848915812089e-26,5.8326046703712609e-27,9.4520608268198535e-27,1.7023823505031389e-26,2.7979672400688279e-26,6.9589926764856897e-20,1.2862717608869612e-22,9.7192476631825332e-25,3.5232561220520127e-24,1.3305437817788901e-28,6.340929627573398e-32,6.5332237816935743e-27,3.4593078996644175e-30,2.9379115508889821e-26,3.8600391133448723e-27,5.2890540781409502e-31,1.0374903336468845e-33,5.7048669276216096e-35,6.9394228611594099e-35,2.41205153465935e-37,1.6519879841480796e-36,2.0632553263870139e-44,9.4560372727040232e-43,3.3988107482287818e-45,2.2354056515868852e-44
2.047e-12,0.0035613754154733253,2.4639831451123425e-23,1.8452818322975947e-29,5.7220830763522328e-27,1.0676646438183972e-28,4.308658255294656e-32,0.0,0.0,8.5848354115576887e-21,9.8234737630333836e-30,7.941174056819922e-43,6.5495740371518189e-44,2.6728521555834742e-53,3.1872650480711042e-27,2.227249630641788e-40,1.3923449816968351e-19,4.6498799085526944e-27,8.7537542743618436e-40,2.2400139920944929e-40,1.7180272132719086e-24,2.2543701322572322e-38,4.3599355319513498e-41,1.5429322870653556e-37,2.1749215760743592e-30,8.4811404098744191e-48,3.2182913230245278e-24,4.9785348414901982e-46,2.0925502234259386e-19,1.4284634712552845e-42,1.0235458923456758e-58,2.4150491684876638e-43,4.5126543832995135e-68,8.5543742473277959e-33,1.977379515678516e-29,4.2913081480819587e-28,2.5226822466774703e-27,3.9786492260889662e-30,1.4427107032244972e-23,2.574165184089164e-40,3.4167985831125536e-45,3.2940002707354475e-38,6.432238811619466e-37,2.9034778469128671e-32,3.0575085300640659e-28,1.5434635567371345e-44,1.8501572197622713e-48,7.8928623615280774e-48,2.5038961244005643e-60,3.0304682757309379e-63,6.5586536486182707e-58,8.3329245016226381e-96,8.3614731522294566e-83,4.3533493893823284e-48,2.8718153831204927e-36,8.3286070467744566e-42,4.6059880981272727e-41,5.1922898438076366e-51,2.1469225199829325e-37,2.3291925176270681e-45,2.4212225750196585e-61,2.6098576442037637e-31,3.9639761278837523e-28,9.6837952894629566e-33,1.5945447849957867e-40,1.1791975402673715e-56,2.2323294806877241e-69,1.8288767947223786e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,2.3887183090786765e-19,2.0924938847830477e-19,2.3888913951522656e-19,3.7093677926497714e-21,3.092550541421406e-21,1.5462762540978579e-21,2.3381463278260438e-23,2.0600380950159944e-23,1.2306712951437152e-24,1.0279793997927099e-24,6.0908903458728531e-24,5.1123825400928972e-25,1.7479569835046958e-27,5.0031881434524749e-26,2.3342010161425037e-26,3.7826825647104718e-26,6.8131448210693463e-26,1.1197985942639028e-25,1.3921935958444371e-19,2.5733189110707842e-22,3.8889835788073975e-24,1.4099596360375816e-23,1.0648715609730485e-27,5.0821127519809626e-31,2.6145475374964518e-26,2.7691440770900973e-29,1.1753210920535347e-25,1.5453260757352476e-26,4.2350155264269161e-30,8.3033724589349261e-33,4.6119587046092661e-34,5.6561394796686957e-34,3.8664281250140674e-36,2.6449193387782851e-35,6.3484842835438819e-43,1.5058832480963512e-41,1.0896367949173427e-43,7.1205583656239032e-43
4.095e-12,0.0035613754154733253,4.9325922461982261e-23,7.3567902558280249e-29,2.2999645193537222e-26,4.2745759619391698e-28,3.4628847967709284e-31,0.0,0.0,1.7174920322273023e-20,3.9308614577352831e-29,6.7757455687375119e-42,5.2585162524187332e-43,4.1227808821414159e-52,1.2756522842420456e-26,1.7825560890419071e-39,2.7851157434409205e-19,1.8604050074297089e-26,3.5146681834475512e-39,8.9516821146918775e-40,6.8734602482528115e-24,1.8040031173460495e-37,1.7330630545233638e-40,1.2343221474847596e-36,8.7017347241037643e-30,6.856204789665246e-47,1.2876294392757835e-23,6.1382480503895765e-45,4.1855261569287763e-19,1.1428855818112516e-41,8.2121545410892041e-58,1.9326605719140707e-42,7.2193949039330511e-67,6.8454717315433963e-32,7.4861409149307099e-29,1.7168660589818207e-27,1.0194596904405798e-26,1.5910971136505635e-29,5.7719932948918257e-23,2.0627065463032443e-39,2.733103452612873e-44,2.6349216656446879e-37,5.1449337889120605e-36,2.3181280807703626e-31,1.220297704903394e-27,1.2421252602212614e-43,2.9598541840342944e-47,1.2630798176090783e-46,8.0112769611038089e-59,9.5928797391533793e-62,1.0491479097550445e-56,2.9290941973255819e-94,5.3498777436981913e-81,7.005139027565713e-47,2.2967256154774101e-35,1.3323805191980787e-40,3.7198148729556205e-40,8.2156726111518857e-50,1.6539321578616589e-36,3.7612181114263163e-44,5.1067744106065834e-60,2.0884026173820357e-30,1.4840648615862797e-27,3.874482905504835e-32,1.2253623243812833e-39,1.7985926146081663e-55,1.4422241466486335e-67,5.7163754583171e-54,0.88168480800000004,0.0,0.0094599999999999997,0.10885,4.777797869329573e-19,4.185300781142252e-19,4.7784903172219234e-19,7.4175647282452923e-21,6.1841184991945691e-21,3.0920631813948713e-21,9.354191342150585e-23,8.241555784553389e-23,4.9223381436114823e-24,4.1116563714834219e-24,2.436972712389386e-23,2.0448017735798438e-24,7.0124840890955833e-27,2.0016580825120885e-25,9.3387244565752683e-26,1.5133680478721025e-25,2.7260041705321425e-25,4.4805606302456362e-25,2.784510123760105e-19,5.1470457231220975e-22,1.5553958670559982e-23,5.6406543997930871e-23,8.5181166529758263e-27,4.0769355416591398e-30,1.0460018154492707e-25,2.2159931092969893e-28,4.6988352310573193e-25,6.1869209324419251e-26,3.390930942473991e-29,6.6421301174560634e-32,3.7631043357198701e-33,4.6881718791267671e-33,6.203042672205631e-35,4.2332586932763498e-34,1.8846436044943787e-41,2.3859564381430121e-40,3.4961901548286763e-42,2.2567646534336236e-41
8.191e-12,0.0035613754154733253,9.8811060802235628e-23,2.9396835697262342e-28,9.2716412664149752e-26,1.7122923987723845e-27,2.7908298608819443e-30,0.0,0.0,3.4361852679012615e-20,1.5729042128637051e-28,6.0969352651782588e-41,4.2350086833266136e-42,6.167227580653757e-51,5.1060972491220534e-26,1.426478694772511e-38,5.5704772465966977e-19,7.4423193380266227e-26,1.4158304881087543e-38,3.5725912423118941e-39,2.7493844814351993e-23,1.4433513670181253e-36,6.8439466869873291e-40,9.8696692904014554e-36,3.4809644691606505e-29,5.5972253931219364e-46,5.150996545253853e-23,8.4175416342374246e-44,8.3705649880329542e-19,9.1407256025674433e-41,6.6046286206247382e-57,1.546412769099347e-41,1.1542632934413451e-65,5.4770198096894777e-31,2.7022060352825985e-28,6.8675071705715081e-27,4.1461571879358446e-26,6.3589915836658378e-29,2.3088101609757005e-22,1.6657147912908991e-38,2.1849438578425134e-43,2.1065253637614871e-36,4.1126894278357912e-35,1.8462568223850102e-30,4.857780522783857e-27,1.0050087794710779e-42,4.7321677318459202e-46,2.0206433217098126e-45,2.5615445307257708e-57,3.0505985374777723e-60,1.677054985867774e-55,1.1128998062187714e-92,3.4202805649905714e-79,1.1312232412138355e-45,1.8353766353688493e-34,2.1301324855111392e-39,3.0217395411940569e-39,1.2852591222223584e-48,1.234663761255273e-35,6.1084351804160612e-43,9.7038998448186141e-59,1.6707817093125153e-29,5.2534513087729379e-27,1.5499542749030316e-31,9.1030905588687399e-39,2.631714836255908e-54,9.3707038591687196e-66,1.7443761422235538e-52,0.88168480800000004,0.0,0.0094599999999999979,0.10885,9.5545407681290317e-19,8.3696636695226137e-19,9.5573102997242625e-19,1.4826572061758465e-20,1.236107672947343e-20,6.1805540717393535e-21,3.7414905876906107e-22,3.2964492072505212e-22,1.967884438631418e-23,1.6438076833737008e-23,9.7489913179645345e-23,8.1747852631560926e-24,2.8203841341838833e-26,8.0065479080789469e-25,3.7355578748326392e-25,6.0534530529665354e-25,1.090570011470306e-24,1.7926125050589499e-24,5.5680551099018403e-19,1.0293029719231252e-21,6.217560291552469e-23,2.2560275792585013e-22,6.8099994233187105e-26,3.2780092917088279e-29,4.1838249750546643e-25,1.773065137637159e-27,1.8768414590175256e-24,2.4782864823635502e-25,2.7161666991485519e-28,5.3104412345833182e-31,3.1266948482497282e-32,4.0098808323168034e-32,9.9735115865746365e-34,6.774321792818146e-33,5.2659788521252108e-40,3.7494611011689374e-39,1.1241867959536389e-40,7.0947613890107742e-40
1e-11,0.0035613754154733253,1.2076588559945314e-22,4.8890545863080012e-28,1.5505405120081246e-25,2.8506949558980776e-27,7.1576245764668157e-30,0.0,0.0,4.1958439029582626e-20,2.6156306123491733e-28,1.7920762692194384e-40,1.0878916160869956e-41,2.4247192966090044e-50,8.4928067406865552e-26,3.6318177015699086e-38,6.8004742510034022e-19,1.2372618753979688e-25,2.3710692399993313e-38,5.9245451993247878e-39,4.570308485982155e-23,3.6743914285137056e-36,1.1226581144439607e-39,2.5104668996250901e-35,5.7868926921229095e-29,1.4646802289785686e-45,8.5633584022964184e-23,3.4535823826638515e-43,1.0218082888915955e-18,2.3258216914155428e-40,1.693350826213811e-56,3.9371986124429929e-41,4.970702040080824e-65,1.3943319927272922e-30,4.0987359470458901e-28,1.1415947979995893e-26,6.9804168422242923e-26,1.0561056322532169e-28,3.8379628495926066e-22,4.4109764663307164e-38,5.5560694770331526e-43,5.3569129806693389e-36,1.0456842689308321e-34,4.6706595165481436e-30,8.0343027387635966e-27,2.5980324529565807e-42,2.0377410397570461e-45,8.7100152800963462e-45,2.0063101278379872e-56,2.3833412124791308e-59,7.2194929216751065e-55,1.1438264701750981e-91,5.0888057650866549e-78,4.9350576937271292e-45,4.6646554491961232e-34,9.1722729040121364e-39,7.810003221734699e-39,5.3460042506102176e-48,2.9023465391866148e-35,2.6806910498617643e-42,4.5353892039850508e-58,4.2529708755844532e-29,7.850981028085826e-27,2.5767720924522345e-31,2.1265695512364618e-38,9.9986345869879909e-54,1.4263053840818233e-64,1.2591410927600314e-51,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.1662940957981108e-18,1.0216584951146007e-18,1.1667544297374302e-18,1.8092253699691198e-20,1.5083688420105917e-20,7.5418702842057794e-21,6.2191596914412661e-22,5.4793891127770912e-22,3.2693659960179332e-23,2.7309979054872717e-23,1.6207711033408304e-22,1.3581167641440786e-23,4.7153915800366938e-26,1.3309153823224642e-24,6.2097466808361748e-25,1.0062635099550948e-24,1.8131540093480101e-24,2.9805482457436032e-24,6.7964485316493188e-19,1.2564458012988688e-21,1.032837118462684e-22,3.7497862075687998e-22,1.7318133558489005e-25,8.4016267984539125e-29,6.9544594177020481e-25,4.5140634166985636e-27,3.1151429189084553e-24,4.1258639726662182e-25,6.9257170749862784e-28,1.350610719797969e-30,8.3684848068900143e-32,1.112133766015632e-31,4.3342989247780691e-33,2.9215369350155119e-32,3.3766699877879234e-39,1.5780998761216702e-38,8.8939231085790834e-40,5.4212512638003311e-39
1.6383e-11,0.0035613754154733253,1.9823279918742396e-22,1.1767349334147366e-27,3.7501046180308883e-25,6.8675128233017758e-27,2.2565723343508393e-29,0.0,0.0,6.8762756705474447e-20,6.2948581457464865e-28,5.9640768478067176e-40,3.4321736188044721e-41,8.8041786142010311e-50,2.0442705405504794e-25,1.1413287508307211e-37,1.1140480264893946e-18,2.9769026256482938e-25,5.7415993413357334e-38,1.4223341278713009e-38,1.0995381963606928e-22,1.1546546604039567e-35,2.6690569945942021e-39,7.8860889627780452e-35,1.3923288406422574e-28,4.6577951726714763e-45,2.0603770637510722e-22,1.2669336679739362e-42,1.6736992099162598e-18,7.3071344079366073e-40,5.3378637478157913e-56,1.2373011789923633e-40,1.8436886959815361e-64,4.3816395466540522e-30,9.0263481232676111e-28,2.7464979315847657e-26,1.698101351072797e-25,2.5387910511688484e-28,9.233530351771545e-22,1.4097546544705033e-37,1.7450980934907017e-42,1.6825804168465252e-35,3.2841989327218294e-34,1.4636476209109374e-29,1.9242562166402431e-26,8.218966730379445e-42,7.5581160500013624e-45,3.2313255307946649e-44,8.1816797641163717e-56,9.7164920763720105e-59,2.6775812072729938e-54,4.7870992246351332e-91,2.183766265503393e-77,1.8356768755303875e-44,1.4647677377697767e-33,3.4020245425455931e-38,2.4705242067998323e-38,1.967421660798981e-47,8.7867131348393234e-35,9.9840834189098927e-42,1.7114377605360863e-57,1.3364144699970175e-28,1.7016283514749263e-26,6.1998666913558033e-31,6.4181067219475805e-38,3.5992580838465521e-53,6.1283370254657585e-64,5.0864834385344822e-51,0.88168480800000004,0.0,0.0094599999999999962,0.10885,1.910236517679028e-18,1.6733389008969179e-18,1.9113439049723779e-18,2.9615109362999432e-20,2.4690338735919718e-20,1.23452320222783e-20,1.4961537739667038e-21,1.3181824390265253e-21,7.8616030224403324e-23,6.5671146483014883e-23,3.8997101825933208e-22,3.2657419007162842e-23,1.14018661664814e-25,3.2019233179982486e-24,1.4939844607160418e-24,2.4208908733242651e-24,4.3627690775920038e-24,7.1721424042787783e-24,1.1130796354211035e-18,2.0579121804615938e-21,2.483323902901253e-22,9.020466873408839e-22,5.439575665677092e-25,2.6480151146465994e-28,1.6730556514118982e-24,1.4185590235520532e-26,7.4844509446043091e-24,9.9392896888640755e-25,2.1778984100399322e-27,4.2424258576840386e-30,2.686397696056659e-31,3.6213890967010723e-31,1.6108614895561826e-32,1.0839790476114562e-31,1.3433060386206265e-38,5.8233903616984981e-38,3.630919501763833e-39,2.2046602630429364e-38
3.2767e-11,0.0035613754154733253,3.9887921808112337e-22,4.7203899003872125e-27,1.5197057218050415e-24,2.7613931179912106e-26,1.8283868548509836e-28,0.0,0.0,1.376726354285166e-19,2.5202879679030965e-27,6.5261952218468788e-39,2.8155483899429981e-40,1.1871956138756516e-48,8.185708600017009e-25,9.1264943760164333e-37,2.2277607095796602e-18,1.1906241265379946e-24,2.3585356155273867e-37,5.635861074325515e-38,4.3959977413993049e-22,9.2357568574138318e-35,1.0166325518419338e-38,6.292769795901493e-34,5.5683134599960826e-28,4.0159860436147898e-44,8.240527176938176e-22,2.1963982697425993e-41,3.3455256846328932e-18,5.8363412539540866e-39,4.3549586011864659e-55,9.8999976358942894e-40,2.9395744967720241e-63,3.5049481938958082e-29,2.706400145399542e-27,1.0980877405837766e-25,6.9806135539081133e-25,1.0115915472733192e-27,3.6916825636053759e-21,1.4716143742148714e-36,1.3913676395925844e-41,1.3417056572130391e-34,2.6175806757128524e-33,1.1499582532428168e-28,7.5494053539648375e-26,6.8599362606374381e-41,1.2048942723516919e-43,5.1640382816453589e-43,2.6080768032627563e-54,3.0927833149751415e-57,4.2654374031120781e-53,2.4487716608448603e-89,1.390790528645915e-75,2.994446616407275e-43,1.1660572208559226e-32,5.4228675805158599e-37,2.0263196212060721e-37,2.891898641331243e-46,5.9034845245927449e-34,1.6374077250009625e-40,2.8824841758951471e-56,1.0686719909070125e-27,4.8901816665212785e-26,2.4797132427409723e-30,4.2375954931765558e-37,4.4762114919258859e-52,4.0229978793229108e-62,1.3718068126534632e-49,0.88168480800000004,0.0,0.009459999999999991,0.10885,3.8175396386880764e-18,3.3440863346574924e-18,3.8219653541325628e-18,5.9074822226115479e-20,4.9250693182052487e-20,2.462559579694801e-20,5.9804919836725286e-21,5.269037927255179e-21,3.1364150614751595e-22,2.6201193918076939e-22,1.5598203477297025e-21,1.3028435047960705e-22,4.6556156326362872e-25,1.2800880434490881e-23,5.9734464347965343e-24,9.6786985482823307e-24,1.7453257099774501e-23,2.8699199990471915e-23,2.2238912290352193e-18,4.1127823227461936e-21,9.9028344217955574e-22,3.6049219919997799e-21,4.3377363128144944e-24,2.1587194833216765e-27,6.6877740957566917e-24,1.1348849568495065e-25,2.9753189987483797e-23,3.9961477462716988e-24,1.750022160610417e-26,3.3848827128231703e-29,2.4439138597557059e-30,3.5560440685745005e-30,2.6248917125576537e-31,1.7344289521971756e-30,3.0550944288737485e-37,8.929453106665182e-37,1.182985518043013e-37,6.7640380179167614e-37
6.5535e-11,0.0035613754154733253,8.0736064841633362e-22,1.9001988216732637e-26,6.1509015588043318e-24,1.1159846091945216e-25,1.480225671039154e-27,0.0,0.0,2.7592398363801414e-19,1.0099392714088502e-26,8.1168998099730512e-38,2.3623879362213329e-39,1.5293119754162704e-47,3.2774093596540139e-24,7.2865365801627619e-36,4.4540349903244979e-18,4.7611679978619602e-24,9.9214142688712605e-37,2.2125501825201766e-37,1.7565912407447216e-21,7.3858153266840471e-34,3.7121410590907706e-38,5.0083458904062409e-33,2.2264150847659603e-27,3.6781521121350807e-43,3.2952646727748263e-21,5.3903413811134507e-40,6.6833530098420298e-18,4.6538761492198157e-38,3.6147070488804144e-54,7.9220426107508813e-39,4.6703606159045329e-62,2.80321682501577e-28,7.20308098478976e-27,4.3880499188463203e-25,2.861367331908469e-24,4.0150780254509285e-27,1.4752189129215504e-20,2.5370118181627356e-35,1.1055584655306769e-40,1.0663921281981912e-33,2.0784492752031513e-32,8.8803438661540643e-28,2.9075424984809052e-25,5.9409216812388771e-40,1.9137283768122627e-42,8.2425195660614234e-42,8.281441089720968e-53,9.8130398879736631e-56,6.7650835153114359e-52,1.5395317718375469e-87,8.8140517611869272e-74,4.9113500970941073e-42,9.2368068697126015e-32,8.6114866562557132e-36,1.6556016610007712e-36,3.957450927118905e-45,3.795140061959802e-33,2.6762219683585351e-39,4.7277375898599631e-55,8.541543549683858e-27,1.236027532747856e-25,9.9160989748987115e-30,2.6414020137472774e-36,4.9883040860320676e-51,2.6340595009575903e-60,3.3062342897753753e-48,0.88168480800000004,0.0,0.0094599999999999823,0.10885,7.6231211416353591e-18,6.677610940434498e-18,7.6407925292532704e-18,1.1752914227272414e-19,9.798227736489053e-20,4.899212421286137e-20,2.3887876465206006e-20,2.1045644541128964e-20,1.2479725127914903e-21,1.0426543481809641e-21,6.238441031064131e-21,5.1836979213972295e-22,1.9365492252583034e-24,5.1146687614667074e-23,2.3872757963320906e-23,3.8674110908165467e-23,6.9826748490472355e-23,1.1487472157709037e-22,4.4385904080979461e-18,8.2131462625675433e-21,3.9367570928970119e-21,1.4392931694664529e-20,3.4478815058592149e-23,1.7900289180573634e-26,2.6714248653410764e-23,9.0790571922293191e-25,1.1755599808438158e-22,1.6145763740772694e-23,1.4121306230901249e-25,2.6956116176741219e-28,2.4239666784661621e-29,3.8928372116956604e-29,4.3485051573101838e-30,2.7750850143136336e-29,6.185947380119825e-36,1.3584808463219095e-35,3.9175622552069227e-36,2.058650828092157e-35
9.999999999999999e-11,0.0035613754154733253,1.2520214166440421e-21,4.9498817005105624e-26,1.5957910257955878e-23,2.9244280239080628e-25,6.9819145290180523e-27,0.0,0.0,4.2224011820441369e-19,2.6109056062896186e-26,6.5499538060351766e-37,1.1960023474404399e-38,1.0999252484329903e-46,8.4518121659530135e-24,3.3946080822192787e-35,6.7931854107897174e-18,1.2266949288598146e-23,2.756926280157795e-36,5.5360265860841921e-37,4.5202594652361069e-21,3.4550575444700616e-33,8.415632823331665e-38,2.3230090998581237e-32,5.7350509554827199e-27,2.1132831283487015e-42,8.4899986418928495e-21,1.2070275918511843e-38,1.0181828813001874e-17,2.1658524465017676e-37,1.795260628705787e-53,3.7100682769702299e-38,4.0968681271911669e-61,1.3116010991482138e-27,1.2589185634789883e-26,1.1292728663562682e-24,7.4755800646640055e-24,1.0220312121125381e-26,3.7964693343253456e-20,3.7658354999102194e-34,5.1129507156746084e-40,4.9343096405972411e-33,9.6006028820423905e-32,3.9132506669532442e-27,7.0676847631989447e-25,3.1582948792265742e-39,1.6775840166063842e-41,7.2926234281148107e-41,1.4115354250054871e-51,1.6721410117431702e-54,5.914642173370599e-51,6.3175209086895663e-86,2.9508317923588931e-72,4.5069843377874769e-41,4.2484027720393508e-31,7.5465191192396836e-35,7.8217397955482965e-36,2.730105901936555e-44,1.4585687220484574e-32,2.403294096704793e-38,4.2381204196518287e-54,3.9918425831138492e-26,2.0647760907883383e-25,2.5545645828535976e-29,9.7044495945028023e-36,2.8757584538800843e-50,9.1142805183954149e-59,3.840371219991121e-47,0.88168480800000004,0.0,0.0094599999999999719,0.10885,1.1606896500249473e-17,1.0167092029290602e-17,1.1652314945520546e-17,1.7805025827102258e-19,1.4843371755372958e-19,7.4219351996602188e-20,6.1431272103492442e-20,5.4120079128515907e-20,3.1894797003195661e-21,2.665213158027515e-21,1.6076665527074535e-20,1.3246931873040394e-21,5.2920748191726992e-24,1.3159969273223379e-22,6.1447328157466673e-23,9.9517562985253583e-23,1.800428159834582e-22,2.9642015366285958e-22,6.7535144885329879e-18,1.2506208212394268e-20,1.0046502139144055e-20,3.6987684667966461e-20,1.5955136794425037e-22,8.8880819917401332e-26,6.870490555009286e-23,4.24983830917403e-24,2.9709776803623463e-22,4.2283468782889705e-23,6.7101047710521142e-25,1.2547643990767511e-27,1.526299190740804e-28,2.6976732371600712e-28,4.1050888143506398e-29,2.4664340476046263e-28,6.2889116806386141e-35,1.153335905046566e-34,7.2046901236943234e-35,3.3977688740347967e-34
