Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801)
9.999999999999998e-08,0.0021744868191994116,1.2688029043215361e-20,3.7420893448929398e-22,4.9034448971883846e-19,3.6350330995179746e-21,3.0712450891404971e-19,0.0,0.0,8.6239875913080386e-17,4.3490791607961829e-21,1.4638746933544359e-28,1.431644941511098e-32,4.2075946640189143e-39,9.8278294110269033e-20,7.1020877226692247e-30,6.0202080788610804e-17,1.1952659273387733e-19,1.7772028321984061e-33,3.1063721132539608e-36,2.1235944124378398e-17,2.3482022184060772e-26,3.6034283800784567e-36,2.6315125863897931e-27,3.2167855664557576e-23,2.3115084538320766e-34,1.812552658097319e-16,8.6336096637533732e-31,4.1090711161740209e-17,1.0110119660110788e-32,1.9850630106910387e-50,2.841169060081121e-32,1.4824152999810906e-54,2.3596212056036493e-20,5.6257511449180625e-25,5.1750280975474793e-21,2.9199661387520851e-20,1.7325532098772918e-23,3.3938385002325035e-16,1.9268696228956027e-29,2.1349548736436438e-36,4.5534149098122821e-27,2.5353448461667592e-26,3.0306550439576419e-22,5.3597672469588277e-23,9.600442915499761e-32,4.0246530520342585e-35,5.6005546664811455e-33,2.439101050646438e-43,1.5306660378389752e-44,4.6261145041054477e-44,3.0339586086572223e-73,9.9485002199035443e-62,1.1338098012707366e-30,2.7370171786507913e-26,3.6498382825122069e-26,6.7080452361519543e-31,1.5614104045162889e-39,2.7165335892790689e-26,4.0315691700690842e-30,1.8581837250761426e-46,3.3090953379968673e-19,7.4897075015367659e-25,6.5150881423528641e-26,4.2303317886064695e-31,1.6408637757859059e-44,5.4625710290051389e-45,1.4867312585016084e-39,0.88168480800000004,0.0,0.0094599999999988652,0.10884999999999803,3.8251792096331441e-17,3.639725121038701e-17,1.1481714737799576e-16,1.555847385051195e-18,1.1968426081654556e-18,5.4417095547782234e-19,3.7566785631713516e-16,3.5201827300732055e-16,2.6642684328335966e-17,2.2473025705247047e-17,3.1651607256244488e-16,9.1875043522169458e-18,1.3012967908677469e-19,7.9848266278408969e-19,4.4623300668201977e-19,6.9686468126318877e-19,1.9591058059878918e-18,1.300612401176884e-18,1.9708745008212885e-17,1.7626468778080206e-19,1.2112790884304378e-18,1.9821815204250306e-16,1.9623925612732154e-17,1.9771957454540884e-18,1.6746177912673278e-18,1.8515776471047558e-17,2.2612733313757305e-19,4.6215813151662159e-19,6.3032779982134921e-18,6.7358803003188355e-21,2.5252503503340383e-19,6.6931909419847767e-19
1.34217727e-07,0.0021744868191994116,1.3617169813341835e-20,5.3106463301372327e-22,8.2734868600799155e-19,5.238190033231398e-21,5.6651402878103578e-19,0.0,0.0,1.171858335489975e-16,7.0973030486426267e-21,2.5072548946353865e-28,2.1895950505680747e-32,7.205200517842685e-39,1.420049935968132e-19,1.0373896499625155e-29,6.4454052378788936e-17,1.7169329841166307e-19,2.0629628375468508e-33,3.3308282689536633e-36,2.9509706066109166e-17,4.0345996724964609e-26,5.1565886670976557e-36,3.925543235609239e-27,4.7677538132020292e-23,4.3208924277006021e-34,2.5980486773473982e-16,1.5381756114911423e-30,4.1651839960577636e-17,1.4234079228453307e-32,2.3094124052381136e-50,4.886422817939741e-32,2.8016438832702748e-54,3.9919927290393789e-20,7.9885614827941035e-25,7.1499700127681444e-21,4.0577918627859994e-20,2.8253865300050437e-23,4.6823318011667217e-16,3.1134365349243576e-29,2.9828791858455059e-36,8.2928926721316319e-27,4.4143130142917594e-26,4.3715154127049387e-22,5.9390236165315517e-23,1.6061983522931804e-31,5.7180478512964946e-35,9.4017633696976291e-33,3.6557361483640184e-43,2.9583808540941717e-44,8.5042719133870056e-44,6.0891724398735558e-73,1.8902544147347328e-61,2.202882343048589e-30,4.4969476921770013e-26,6.7238028159618053e-26,9.4682564162147202e-31,2.2694550778005221e-39,4.5956940525917077e-26,6.7464065528905431e-30,3.1193815405817362e-46,5.4707949476199667e-19,7.6946116995169743e-25,9.028762757138493e-26,6.0821021984643047e-31,2.7810697924010051e-44,1.0589503629771073e-44,2.4880428883909896e-39,0.88168480800000004,0.0,0.0094599999999984748,0.10884999999999725,3.9578131973585239e-17,3.8177171902170221e-17,1.2358397268314454e-16,1.8631505356109756e-18,1.4148260944927681e-18,6.223565715734629e-19,5.1050696376965707e-16,4.8074669207209993e-16,3.6036726701539434e-17,3.0397723985594642e-17,4.5492052639547e-16,1.2004711071589158e-17,1.8341954851534517e-19,1.2050844329427136e-18,6.9067076239203448e-19,1.0615615146750659e-18,2.9012666833762548e-18,1.9071739741715328e-18,2.0604738031153663e-17,2.08470864905937e-19,1.495207656756492e-18,2.7074199917867093e-16,2.7506515126087612e-17,3.1022763929034438e-18,2.4253257503382147e-18,3.0017477223124678e-17,3.003394913318743e-19,6.8234284089766718e-19,1.0201321551531309e-17,1.0899591524748769e-20,4.5660896823387335e-19,1.2102982498143661e-18
2.68435455e-07,0.002174486819199408,1.4871893605825654e-20,1.1235053314457508e-21,3.8226575285597273e-18,1.210593532788504e-20,5.267489239196607e-18,0.0,0.0,2.4510763774269319e-16,2.9644490836091234e-20,1.257736600596522e-27,6.0605266155298099e-32,3.4304395278607278e-38,3.3916749080335299e-19,2.5214152396233517e-29,6.8571622002150538e-17,3.8938723488036529e-19,2.5473490905104626e-33,3.5468644739574073e-36,6.3207286485797209e-17,2.6996405404010085e-25,1.7430469308086991e-35,1.376912798134928e-26,1.6548984267875574e-22,4.2717089979040756e-33,5.8064997928077193e-16,1.0180149739871318e-29,4.2225716119940273e-17,3.1192228917690596e-32,2.8985278981255074e-50,2.6627402853897168e-31,5.4724660609015126e-53,1.8294121680088377e-19,2.0172224031140859e-24,1.5003336878094818e-20,8.8211411660947239e-20,1.186257014456469e-22,9.7387277107424404e-16,1.0814705783466869e-28,6.4394666402549327e-36,7.6670183876752464e-26,2.7782034318962484e-25,1.1578126760751158e-21,8.1377411871211861e-23,7.07674593627167e-31,1.2705583045761514e-34,4.2617022261676407e-32,8.9266396189885204e-43,6.5857941107584303e-43,9.5517906232346091e-43,5.6340731578035804e-71,2.1709258313726215e-60,4.1832316586621411e-29,1.929223838514466e-25,6.1116551487769897e-25,2.125347048275929e-30,6.6115876708457722e-39,2.1081285287953514e-25,2.9916964483255521e-29,1.4139912162675648e-45,2.3085365138491939e-18,8.2127327826302579e-25,1.9303484293212103e-25,1.3670324118788899e-30,1.3267054676980502e-43,1.9711815477519645e-43,1.1035061316042803e-38,0.88168480800000004,0.0,0.0094599999999969413,0.1088499999999941,4.3718727330059608e-17,4.423920370417247e-17,1.3247445546317147e-16,3.0874126666346172e-18,2.2814231552620318e-18,8.8359374314873922e-19,1.0038846306504981e-15,9.6744482593092106e-16,7.3419870340260833e-17,6.1887613389362233e-17,1.0220756941856865e-15,2.1396424816408743e-17,4.2500607331501649e-19,3.800190418717706e-18,2.4425184335292729e-18,3.4866804973548257e-18,7.8785045300630579e-18,5.2300794331973715e-18,2.3775417485108883e-17,4.8275184891744646e-19,2.7389013711906573e-18,5.5010024299205402e-16,6.2854780192591148e-17,9.418349438654512e-18,8.6298529609907254e-18,1.0979770115708315e-16,5.8684414885486456e-19,1.8577441118257621e-18,3.5834985785822056e-17,3.8272477489020454e-20,3.2665819758643892e-18,8.6601384108153715e-18
5.36870911e-07,0.0021744868191994012,1.6500259778886306e-20,2.1698130575844626e-21,1.4311928047180696e-17,2.7345364073311867e-20,4.0468141382586136e-17,0.0,0.0,5.2915141571717709e-16,1.2699654742095114e-19,6.3294783397538621e-27,1.7609607896579669e-31,1.5060924186586685e-37,8.4014820855368966e-19,6.2963875989328584e-29,7.2102628891795872e-17,8.4719484261273073e-19,3.5452241710001259e-33,3.7301169674358743e-36,1.3460834183269123e-16,2.3568265297221927e-24,6.1898878643138065e-35,6.2936794671192458e-26,7.5196337212443332e-22,3.3998531295778249e-32,1.2272264671095902e-15,6.1591886746086615e-29,4.3124630967942275e-17,6.7974501431125734e-32,4.238043311617791e-50,1.509683186290048e-30,1.0863162351846298e-51,7.868165479672801e-19,5.2175923140794219e-24,3.1044440693061947e-20,1.9515144526058064e-19,4.880154824637163e-22,1.9801058214510581e-15,3.3137376482899795e-28,1.3764527445115083e-35,7.3040812885165455e-25,1.7645818525541714e-24,3.4049156088348844e-21,1.2687198772166744e-22,3.0244579375919545e-30,2.7899475047272609e-34,1.9155359497141004e-31,2.0537385879937408e-42,1.9392554343668881e-41,1.4224506415378299e-41,4.4202422353899327e-69,1.8964376489192345e-59,6.4115720426269036e-28,8.0247948139895566e-25,4.9890398481367003e-24,4.8542533670380347e-30,2.5451896907110481e-38,9.0864954637521588e-25,1.2967208401325749e-28,6.3556019444187986e-45,9.4541947195999546e-18,9.2011030892144721e-25,4.1433755003064321e-25,2.9003352256414766e-30,6.4709408509217155e-43,3.6879601102794936e-42,4.7834208235823749e-38,0.88168480800000004,0.0,0.0094599999999938483,0.1088499999999876,5.1118748306194302e-17,5.5455144956335167e-17,1.4018521056723691e-16,5.6340159263495116e-18,4.0683533862717932e-18,1.3530812872548571e-18,1.8958488587148656e-15,1.8739784659072981e-15,1.5100874462634054e-16,1.2674812408553889e-16,2.1625310186967236e-15,3.8199258836556839e-17,9.6813701200022982e-19,1.2618792564043165e-17,9.2338906638230684e-18,1.203865223662859e-17,2.2574579277292906e-17,1.4313364099716883e-17,2.9859937037902894e-17,1.610328663818334e-18,5.755786060125951e-18,1.0883149435046138e-15,1.5005905472752004e-16,2.5168948528651632e-17,4.3872883161624399e-17,3.5908495247097688e-16,1.1563377913990371e-18,4.829376099991937e-18,1.0844335642610905e-16,1.1579699899918922e-19,2.0267562519265696e-17,5.373706640878462e-17
9.999999999999997e-07,0.0021744868191993865,1.9061180186049498e-20,3.6382428330824461e-21,3.7597887012287776e-17,5.8368269321026098e-20,2.1574463080746519e-16,0.0,0.0,1.1196489323190552e-15,5.1223321525452879e-19,3.1445483252389921e-26,5.4510856453232469e-31,5.6639991351275402e-37,2.2028083567690199e-18,1.6570184162994492e-28,7.7403352470238483e-17,1.704358575951131e-18,5.7904029449148682e-33,4.0044192116921624e-36,2.7103414759733358e-16,1.9765693742073518e-23,1.7132743240590996e-34,2.7207515165061233e-25,3.2396502069214139e-21,1.8929102257741044e-31,2.3440771055208006e-15,3.0588024786169878e-28,4.4641131222675876e-17,1.4206792321772754e-31,6.4005384502640097e-50,8.2398951442825305e-30,1.6565994087869241e-50,2.9229283472340628e-18,1.1989211059548326e-23,5.9848189198612946e-20,4.2092079597712563e-19,1.7648194675571426e-21,3.6980253922231125e-15,8.4040530365946982e-28,2.7761244065303028e-35,6.2657855292536055e-24,9.7436199552913098e-24,1.008589038459136e-20,2.0603122818786287e-22,1.1594504550326796e-29,5.8628338702570248e-34,8.0229700462795231e-31,4.4883357261584053e-42,6.2604599766033226e-40,2.322665463880564e-40,2.0291947887908091e-67,1.1558263611590025e-58,6.6109469857220716e-27,2.9174422186918584e-24,3.1959809275825349e-23,1.0904741149659205e-29,1.1890927467711235e-37,3.3869108962227989e-24,5.0753841802486292e-28,2.6619772275103805e-44,3.4062761481797762e-17,1.0885330261235611e-24,8.5069397024233568e-25,5.5550545005249841e-30,3.1054804380422288e-42,6.4164564005350564e-41,1.872309381614619e-37,0.88168480800000004,0.0,0.0094599999999883805,0.10884999999997592,6.2541406868194467e-17,7.2419552840379868e-17,1.5161289083750208e-16,1.0449104783241571e-17,7.3467403466520797e-18,2.1737510006484336e-18,3.2741869574872672e-15,3.2451913766006863e-15,2.9743899858698469e-16,2.4571602092222544e-16,4.1188575466323454e-15,6.7483516586034664e-17,2.0140030621100454e-18,3.9112321554465782e-17,3.2986881093407821e-17,3.8011944312814164e-17,6.4303950958470421e-17,3.397140570541327e-17,3.96405506934906e-17,5.1153676975276016e-18,1.2576712759489477e-17,1.9521051741411649e-15,3.5078875274015682e-16,5.6603737243420405e-17,2.047703058370938e-16,9.3631091364381819e-16,2.1320704634875296e-18,1.0380586400463227e-17,2.5184249970280169e-16,2.688962644293704e-19,9.4548687972857024e-17,2.5069612331339336e-16
1.0737418230000002e-06,0.0021744868191993865,1.9468943256578885e-20,3.872053861507617e-21,4.1305598544936079e-17,6.3307897692593863e-20,2.4365306533732665e-16,0.0,0.0,1.2136710190016639e-15,5.7357260171767032e-19,3.5444584221698179e-26,6.0386465228788598e-31,6.3260426742159711e-37,2.4197781948671175e-18,1.8206031501802111e-28,7.8247361255645282e-17,1.8408406450052301e-18,6.147891989938726e-33,4.0480950420921189e-36,2.927565741524246e-16,2.2537624150020154e-23,1.8875121604287422e-34,3.0537524890036057e-25,3.6357526470577758e-21,2.1401750095527636e-31,2.5219078746331181e-15,3.4477711163945143e-28,4.4882596282893721e-17,1.538654633088704e-31,6.7448621767151701e-50,9.3115145064573139e-30,1.9030748929277394e-50,3.2630511811287474e-18,1.3067423425845735e-23,6.4434471888433081e-20,4.5686896657317409e-19,1.9681188406925121e-21,3.9715614838334356e-15,9.2145595353098882e-28,2.9989874104102134e-35,7.1471571169895757e-24,1.1014083913305189e-23,1.1149669946451925e-20,2.1863537428431475e-22,1.2959071958050232e-29,6.3521148242029144e-34,8.9954274773287208e-31,4.8759849485954923e-42,7.226405150463871e-40,2.6698433436579291e-40,2.345255600384837e-67,1.309666980744027e-58,7.5614879728194921e-27,3.2541975889101384e-24,3.625423550071411e-23,1.1868131292336499e-29,1.3379004458176341e-37,3.7815125616090186e-24,5.677042615923847e-28,2.9846338900391373e-44,3.7981065508823982e-17,1.1153501673830631e-24,9.2017290963187687e-25,5.9777527147655268e-30,3.4969175030218804e-42,7.3793963509710935e-41,2.0942641071783003e-37,0.88168480800000004,0.0,0.0094599999999875097,0.10884999999997406,6.4360181991318851e-17,7.5120714121754346e-17,1.5343246554314206e-16,1.1215788281747122e-17,7.8687421744359369e-18,2.3044223019851765e-18,3.4936531204382877e-15,3.4635230300366625e-15,3.207543854324241e-16,2.6465870839226961e-16,4.4303540342849149e-15,7.2146308457543265e-17,2.1805312957725777e-18,4.3330759074068718e-17,3.6768955805581953e-17,4.2147547004376889e-17,7.094831861643592e-17,3.7101461361696846e-17,4.1197870883805262e-17,5.673458247594263e-18,1.3662776194732783e-17,2.0896423485697188e-15,3.8274997956279639e-16,6.1608947843454405e-17,2.3038923055138816e-16,1.0282198342251658e-15,2.2874316958295281e-18,1.1264478984919596e-17,2.7467525733565594e-16,2.9327352597681448e-19,1.0637611521839453e-16,2.8205696904188676e-16
1.6106127350000002e-06,0.0021744868191993717,2.2361361921592279e-20,5.3150083475180272e-21,6.879176548592627e-17,1.0461323303082109e-19,5.8204423097502854e-16,0.0,0.0,2.0115439737549128e-15,1.3137288815140372e-18,9.1617933530887976e-26,1.3350030021884596e-30,1.3644936610879755e-36,4.7060449019751269e-18,3.544908202135815e-28,8.43551691653656e-17,2.9120481389312426e-18,9.4847073823631007e-33,-2.6412854167895154e-34,4.6592915027226845e-16,6.8714366266867843e-23,3.3705686100276009e-34,6.9947151390623669e-25,8.3189815277128431e-21,5.288498350221486e-31,3.8173304090415482e-15,8.4029173957495812e-28,4.6620713348581239e-17,2.5356474369607294e-31,9.8560478682670038e-50,2.4528176009630964e-29,7.0699565718799482e-50,7.0041586008552561e-18,2.1591151988336036e-23,9.911756071184663e-20,7.6762340131642485e-19,4.1763977995310489e-21,5.9421563564730094e-15,1.612358941175761e-27,2.4879643764774528e-34,2.2159519778271684e-23,2.8127026709867867e-23,2.2088376989340206e-20,3.0880105593080348e-22,2.8666959885868957e-29,1.0499964236736324e-33,2.106462465868574e-30,8.3416009400942041e-42,3.453465487078389e-39,1.036743132654504e-39,1.1236385330462767e-66,3.588791670753988e-58,2.4782219211042832e-26,6.9166617918920962e-24,9.6802784845918816e-23,2.0506849471429672e-29,3.4799462056095849e-37,8.1337805666505905e-24,1.2676693331588871e-27,6.9891538930146344e-44,8.0490981605678312e-17,1.3085197079901874e-24,1.4884131359597425e-24,9.0602345511295007e-30,8.8751585267614202e-42,3.0107673977751817e-40,4.6764923342004826e-37,0.88168480800000004,0.0,0.00945999999998102,0.1088499999999601,7.6824833672014124e-17,9.241822868782677e-17,1.6648140660975005e-16,1.7345861553382435e-17,1.1892036343721171e-17,3.3170189413253692e-18,4.9983646385076678e-15,4.8613387185006796e-15,5.0708888219411951e-16,4.1074375854551646e-16,6.6831837178505836e-15,1.0828101446995696e-16,3.4983293247525588e-18,8.6410209341021389e-17,7.8942458896476354e-17,8.3724900089212699e-17,1.384348567480249e-16,6.2044875633563754e-17,5.1776221608884679e-17,1.1167756320112615e-17,2.3217641048804937e-17,3.0222473323783496e-15,6.6673687068104298e-16,1.0149156437294545e-16,5.3284259862352659e-16,1.7773278448731366e-15,3.410975579431786e-18,1.7432137524912419e-17,4.3702534594192553e-16,4.6660229671173554e-19,2.4337269250552129e-16,6.4531285235390307e-16
2.1474836470000003e-06,0.0021744868191993557,2.5219767650532443e-20,6.5876750889776319e-21,9.4600998143441021e-17,1.511985422634412e-19,1.0473926895611097e-15,0.0,0.0,2.9174024237254599e-15,2.3871984331636229e-18,1.8416560838710686e-25,2.2549407183724199e-30,2.3467978873567067e-36,7.8125127635579461e-18,5.8883283328471218e-28,9.0469699515985811e-17,4.0609026911914313e-18,1.2479644558380006e-32,-1.913950647034203e-34,6.5385908956121072e-16,1.51002154276163e-22,4.968898206041714e-34,1.2471708185077249e-24,1.4824418109993892e-20,9.8277777993821294e-31,5.1135521073427134e-15,1.5761652381166136e-27,4.834032192917319e-17,3.6800582622778154e-31,7.6365970476742915e-50,4.9257810274775293e-29,2.046200344324593e-49,1.200659702526573e-17,3.0415857591861798e-23,1.3507993793230546e-19,1.1285937162228755e-18,7.0998744455454069e-21,7.8920948965365535e-15,2.3895121312969619e-27,5.9140667899471231e-35,4.9565242964441629e-23,5.4235070585903712e-23,3.6135933692731974e-20,3.9656426866570714e-22,5.0641522074328977e-29,1.52735513108823e-33,3.9076983033594387e-30,1.2716157015813193e-41,1.1750840009041866e-38,3.1500539916308209e-39,4.4389069765995138e-66,7.5774262491140476e-58,5.6574907546848372e-26,1.176829583027739e-23,1.9148318600961953e-22,3.083645003335203e-29,7.3277860039870239e-37,1.3966971337366286e-23,2.2516584181203433e-27,1.2965637350762463e-43,1.3673472084027636e-16,1.499659318599928e-24,2.1178739280933373e-24,1.2146075463767895e-29,1.8219703377405081e-41,8.9886834120001414e-40,8.3065250520306821e-37,0.88168480800000004,0.0,0.0094599999999743882,0.1088499999999458,8.8886531587698876e-17,1.0765714353474614e-16,1.7943545497388914e-16,2.4064826844130797e-17,1.6129238849470252e-17,4.4014543833624338e-18,6.4547522070366525e-15,6.0924574070341931e-15,7.1135945442104639e-16,5.6471978356225887e-16,8.9209795787442109e-15,1.4702208669024285e-16,4.9188318478830204e-18,1.415009208618979e-16,1.3633609744244809e-16,1.3543809579802866e-16,2.2514215339345622e-16,8.7957670897513273e-17,6.1658636297067632e-17,1.782886253752272e-17,3.4216857515477183e-17,3.8919358147214523e-15,9.9571140304735302e-16,1.4455769679434878e-16,9.4157251858881242e-16,2.5628457650342569e-15,4.5270167137968756e-18,2.3074764361096903e-17,5.8670417645282194e-16,6.2640168203298808e-19,4.2728487124420614e-16,1.1329717446391609e-15
3.2212254710000004e-06,0.002174486819199325,3.0918346055737825e-20,8.9020919362602446e-21,1.4062978206875626e-16,2.5671262185016343e-19,2.2395464454534934e-15,0.0,0.0,4.9646044164815165e-15,5.4312967502241045e-18,4.8799729259094295e-25,4.8018118360697216e-30,4.9003794422750247e-36,1.6272237281293816e-17,1.2271012541125915e-27,1.027205312994442e-16,6.5412112025922196e-18,1.9359160911720058e-32,1.5794174786022006e-35,1.0636181290257048e-15,4.3174973611687806e-22,8.3465757166086987e-34,2.7035483460337906e-24,3.2117389132326831e-20,2.2159917501023983e-30,7.7081724440447679e-15,3.6938906277992083e-27,5.1737739961277188e-17,6.3258755203797639e-31,1.768065295186646e-49,1.2762890322731699e-28,8.7691137392809102e-49,2.4961175204027096e-17,4.8291626919079807e-23,2.0996596387951739e-19,1.9719553071812328e-18,1.4585785885567375e-20,1.1744183939841062e-14,4.1307172156872575e-27,1.1069591149372945e-34,1.4601287647424475e-22,1.2980945871188192e-22,7.1246628319816655e-20,5.6612027435810228e-22,1.107688553616953e-28,2.6339488687030452e-33,9.2175598338578028e-30,2.4423246237882396e-41,6.7479363949325656e-38,1.4949315265081747e-38,3.8725565424835578e-65,2.2533248716417796e-57,1.6548763748747144e-25,2.4196689278990787e-23,4.7065221493576924e-22,5.5658793331382643e-29,2.0337647857366737e-36,2.9112844181411804e-23,4.950124241873396e-27,3.0583884438071136e-43,2.8069481830689047e-16,1.8772602265930494e-24,3.516490526647625e-24,1.8323982458318709e-29,4.9511030883487869e-41,4.511404565206071e-39,1.8261466131331231e-36,0.88168480800000004,0.0,0.0094599999999608227,0.10884999999991656,1.1254654457350014e-16,1.3407056214229198e-16,2.0513596640266845e-16,3.8969533929188638e-17,2.5073366825136824e-17,6.7441653105263971e-18,9.3118640612082106e-15,8.2255692423818466e-15,1.164761266222322e-15,8.9004181669980674e-16,1.3361496721644917e-14,2.308552722150263e-16,8.0014551014026449e-18,2.7935495616280862e-16,2.8828770697014172e-16,2.5915837424458394e-16,4.4391693361513346e-16,1.40531742593194e-16,7.9965557125515286e-17,3.3307842785136023e-17,5.9050021744882437e-17,5.499653564527938e-15,1.7420372494134822e-15,2.3810019616933008e-16,1.9695222873523454e-15,4.1632483638864947e-15,6.7416036626338563e-18,3.3014142813367598e-17,8.5121515016867024e-16,9.0879667745309304e-19,8.9070412672428359e-16,2.3617726248949451e-15
4.294967295e-06,0.0021744868191992932,3.6633756560990883e-20,1.0974661404603878e-20,1.7783852872618352e-16,3.8160914870389319e-19,3.8010021075174362e-15,0.0,0.0,7.3620789583057659e-15,1.0000770443418118e-17,1.0192941308696761e-24,8.4771595498789494e-30,8.3772594607794793e-36,2.8592947677619532e-17,2.1567719441211533e-27,1.1500728127252811e-16,9.3080567162615004e-18,2.6366328503913453e-32,-3.6601544780031141e-35,1.5257334925210364e-15,9.2936478482655647e-22,1.1835404319395653e-33,4.7247264488570139e-24,5.6110209541792419e-20,3.9435378213629618e-30,1.0306533602312554e-14,6.91245282140746e-27,5.5070860706319202e-17,9.4759533186198609e-31,3.6471299643434153e-49,2.5862499603706927e-28,2.1868878691493757e-48,4.2526247424807906e-17,6.6278962854395334e-23,2.894472286167379e-19,3.0094391860970232e-18,2.4596484383079688e-20,1.5522180489221366e-14,6.1554615263294181e-27,1.1390489131968975e-34,3.2209819819497036e-22,2.4357440090240869e-22,1.170533085027071e-19,7.2665382470767976e-22,1.9734996079506345e-28,3.9563179298917603e-33,1.7533245392766928e-29,4.0519225545440797e-41,2.1623989218986231e-37,3.9315316391642485e-38,1.1501881867533821e-64,4.7027493759696174e-57,3.5461340283878904e-25,4.0823096610644832e-23,8.9749075835779814e-22,8.7210893224755138e-29,4.0841789670436608e-36,4.9714809680888235e-23,8.8599245411659836e-27,5.8175676778734164e-43,4.7313792355252081e-16,2.2476166328605021e-24,5.1296476933761655e-24,2.4511219706943424e-29,9.9129036135153873e-41,1.3893777276739307e-38,3.2685198678353238e-36,0.88168480800000004,0.0,0.0094599999999468321,0.10884999999988644,1.3572616782719442e-16,1.5483311392291681e-16,2.3051571310800372e-16,5.6239563626620387e-17,3.471893322965615e-17,9.3598972611713266e-18,1.2111152998498756e-14,9.9010981483716935e-15,1.6906329306689898e-15,1.2413139278231738e-15,1.7747322970594597e-14,3.2468633320693965e-16,1.1462991460511868e-17,4.6024429030843463e-16,4.9975132899759331e-16,4.1133716876925034e-16,7.3397616146395293e-16,1.9350527052303798e-16,9.6163048343711205e-17,5.1655938653445276e-17,8.7777296195442823e-17,6.9170315032385809e-15,2.609863234787927e-15,3.4324985942324785e-16,3.2852379963150537e-15,5.781244688584169e-15,8.9289124588743664e-18,4.0940498736513316e-17,1.0627704820045908e-15,1.1346549491238038e-18,1.4885316549095065e-15,3.9469758099947305e-15
6.442450943e-06,0.0021744868191992304,4.8444025414537559e-20,1.4997640113108366e-20,2.308641832672726e-16,6.9703818739414036e-19,7.7472343743998838e-15,0.0,0.0,1.3127956750907078e-14,2.5419813297577247e-17,3.4337463451284754e-24,2.0161429468357827e-29,1.8373344864290629e-35,6.9755191085578574e-17,5.2628488790079637e-27,1.3971029977018823e-16,1.5788174625424319e-17,4.1109988452683413e-32,7.2317782030353892e-36,2.6136846417797592e-15,3.0526909366644937e-21,1.8626977224165188e-33,1.0607118137059728e-23,1.2592285054684126e-19,8.7169552005850119e-30,1.5519271403103342e-14,1.7994567508890016e-26,6.153577120992241e-17,1.7191534242261746e-30,4.6909516055480182e-49,7.8173367939732773e-28,2.7625696043512934e-47,9.2670167883139442e-17,1.0180832675258351e-22,4.6298038208692965e-19,5.7659522530330198e-18,5.2407117681154229e-20,2.2844238757114436e-14,1.106738740502917e-26,2.6806792255740177e-34,1.1111493156375686e-21,6.0306763006102578e-22,2.4080780584464501e-19,1.0245633907942703e-21,4.6475471401350596e-28,7.2126442985764216e-33,4.7850198810138387e-29,9.1079013664883555e-41,1.5550356380710759e-36,1.8089585784202507e-37,-6.4602611171787252e-52,1.3757216065679839e-56,1.0469059129395378e-24,8.7027271021940769e-23,2.2664581634440855e-21,1.7468585166569399e-28,1.0561777362495043e-35,1.0889146589236772e-22,2.1368757329917223e-26,1.5876947206094774e-42,1.0075990876594266e-15,2.9654855572804029e-24,9.0136082985360147e-24,3.6921092089509328e-29,2.6339451584424065e-40,9.4348236798137386e-38,7.8831963719146917e-36,0.88168480800000004,0.0,0.0094599999999178432,0.10884999999982418,1.813524017042579e-16,1.8413202599706901e-16,2.802481079249366e-16,9.8925573922726095e-17,5.5972926832700283e-17,1.546999555795733e-17,1.7620664023043976e-14,1.2262303992781269e-14,2.9928100300952579e-15,2.0164167746012611e-15,2.6342923470217628e-14,5.4463301687880417e-16,1.9613450971933912e-17,9.6122749285047877e-16,1.1269566816680721e-15,7.7938695884258208e-16,1.5494219946964576e-15,2.9817942428290453e-16,1.2331744106148095e-16,9.3519099167903641e-17,1.5287198276420401e-16,9.2804466236776453e-15,4.5848838049567694e-15,5.9118312220487846e-16,6.4651578178434065e-15,8.9798480873471607e-15,1.3215723899615643e-17,5.2121195715642815e-17,1.361238818706121e-15,1.4533022256453307e-18,2.9800976235368895e-15,7.9020316474437752e-15
