Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145)
1.5440280599999998e-08,0.003150657293634034,1.5471392954095241e-13,1.8222277319117851e-15,1.1826740099830141e-14,1.0756767414655106e-14,5.9047138588727323e-16,0.0,0.0,5.5980350242857966e-13,2.0107215802590284e-17,8.1696255931623492e-20,1.6004780025443929e-23,7.4016755339355869e-30,5.6450519937699782e-15,5.6841358665439438e-23,8.2329197903887598e-12,7.9268328361361054e-15,4.3310682634299611e-23,4.0275630407035221e-26,3.4820228400006011e-12,1.6383282930761875e-21,1.8046416402828802e-25,1.5050058566805694e-20,1.1752639517826052e-17,4.2699669198468645e-26,9.2834551347151859e-13,3.4266867697728656e-20,6.8697663818402962e-12,4.9157774946047224e-24,7.9084553051803304e-36,5.4323769057426294e-24,2.5552679247479817e-40,9.1082298399378862e-17,7.8018564726520156e-18,5.1110704700935433e-16,2.1720810145144819e-15,2.8752726776222044e-18,2.5393856866929574e-12,1.1889330470326312e-17,1.1246173681756184e-25,3.8302936053466439e-21,3.3022184436163847e-20,4.3381941304969212e-18,3.0420904889044774e-18,1.0422686740524508e-24,1.3927463644883188e-26,1.5667752723311474e-25,5.757523032859647e-33,1.4025572450051203e-34,1.7377477137387098e-33,1.2273080670436489e-54,2.3112874002169029e-47,6.4535194091457446e-24,4.9113949629219888e-20,5.1258712212546406e-22,2.0260262340405289e-23,1.8242158556315013e-28,1.4246343283838721e-20,1.8234080452325857e-24,2.8951771467320013e-37,1.4919433164511958e-15,7.4098739189539324e-19,2.5930585019131416e-20,6.5125345007375789e-25,8.9366734856005217e-35,1.9949631440383745e-37,4.7370407010597039e-31,0.88168480800000004,0.0,0.0094599999715749943,0.10884999998673481,7.6357925495014734e-12,5.8084829948404177e-12,9.6406532932113635e-12,2.091485358318571e-14,1.5916342023203175e-14,7.9682853034675336e-15,3.2394827912715201e-12,2.274270888695246e-12,6.0757146408650982e-15,5.5559371772782909e-15,1.3767526806175288e-12,2.7091757377614896e-15,3.3534584990879109e-16,1.1641804503665324e-13,8.4115459262115346e-14,8.8654777182402499e-14,2.6480458887852145e-13,1.4653481227233488e-13,3.2532245254105158e-12,3.8886666938821478e-15,1.9530041692745404e-12,1.4597309521009285e-12,5.536523071401986e-13,8.7464062299396274e-17,1.3856438318752317e-15,3.8115547221763965e-14,1.0645600190489887e-14,4.3970771967411835e-14,1.1281261351257407e-14,3.4235275297566015e-17,7.1221895852774658e-16,9.9259355265649795e-16,3.4823274008834039e-17,1.7246913102687994e-15,2.8600027498314416e-20,6.8459164347163678e-18,3.2528462167808704e-19
1.7327717399999997e-08,0.003150657293639767,1.8473605582493044e-13,2.4573981143736823e-15,1.591647690691553e-14,1.4552330860715508e-14,8.8642200424380725e-16,0.0,0.0,6.9759617346162994e-13,2.8052053319588561e-17,1.5570336701239185e-19,2.4010560116369314e-23,1.1285282924441271e-29,7.4963923871738954e-15,7.8864618960260806e-23,9.2642911078467315e-12,1.0006436618288783e-14,5.7613384234832711e-23,4.5624396762732551e-26,4.2812567016176135e-12,2.2746725385464229e-21,2.4249461227139823e-25,1.9112544023630914e-20,1.4474625583714558e-17,7.1930661326597578e-26,1.1656238129181663e-12,6.5321250643882475e-20,7.4831868552476087e-12,6.4975725403072754e-24,1.079980859668112e-35,7.9513750482425113e-24,4.9149839179753927e-40,1.2838975283626068e-16,9.732904206238955e-18,6.3067945592220554e-16,2.7094922781891924e-15,3.6427111969245602e-18,3.1193815743722415e-12,1.9955766085484589e-17,1.4279047730836106e-25,5.4277546015602021e-21,4.5097852348087053e-20,5.8688738884375374e-18,3.6981754227323829e-18,1.5559859125676385e-24,1.9097946205556919e-26,2.3659299283888754e-25,1.1037455488520034e-32,2.7513946813220995e-34,3.1558607653053511e-33,3.3920955042536563e-54,6.0008369451341574e-47,1.1603323881806378e-23,6.4789144740007764e-20,7.3089971907242262e-22,3.3661288464581496e-23,3.0645483187383638e-28,2.013817983965238e-20,3.3155312446374675e-24,4.3719594680205858e-37,2.0668912329666942e-15,8.1850545950824961e-19,3.2118780141554063e-20,8.1967679039513152e-25,1.3394927271440433e-34,4.9814000170687792e-37,8.6180999860944159e-31,0.88168480800000004,0.0,0.0094599999680959768,0.10884999998412474,8.3033961950779496e-12,6.3205008905570884e-12,1.0619525690184798e-11,2.4403211878322192e-14,1.8545636577513817e-14,9.2966335951376688e-15,3.8174340270941068e-12,2.650328039585024e-12,7.1513873821885424e-15,6.5427680121059935e-15,1.6942138725859361e-12,3.198923084345347e-15,4.0491690503846096e-16,1.4587288930447682e-13,1.0571995458510783e-13,1.1077749067272685e-13,3.447905745557854e-13,1.8324374373617868e-13,3.4264330001297818e-12,4.5595876373592014e-15,2.2894776895645228e-12,1.647800650255074e-12,6.5945477524781189e-13,1.0692400909679588e-16,1.7076016773095059e-15,4.8898548432689779e-14,1.276247206409546e-14,5.6460167131925022e-14,1.4821112501010517e-14,4.5006613433776302e-17,1.0719917118319669e-15,1.4928447880841416e-15,4.8258368880545428e-17,2.5407358552537287e-15,4.2142039382401046e-20,1.1721666248597015e-17,5.122529448566339e-19
1.9215154199999997e-08,0.003150657293645403,2.1587921171790367e-13,3.2046265367557255e-15,2.0776353051232254e-14,1.9032683413259513e-14,1.2782089963702959e-15,0.0,0.0,8.4974255548782893e-13,3.7832675713412876e-17,2.757488170441658e-19,3.4473119106156141e-23,1.6400418531967688e-29,9.6747342901914464e-15,1.0562920469174035e-22,1.0298142088831861e-11,1.2331518070710675e-14,7.4232177274150964e-23,5.0987095502530353e-26,5.1473285711113993e-12,3.0502919259322874e-21,3.1570359828574201e-25,2.3591757978877635e-20,1.7432839918555711e-17,1.1497254625720459e-25,1.4287986197273352e-12,1.1569878876762868e-19,8.0608588091592875e-12,8.3133056698868846e-24,1.4214347486720162e-35,1.1181188522790105e-23,8.8559675720882515e-40,1.7459591042747664e-16,1.1791369425229407e-17,7.6016610921921357e-16,3.3021996241821113e-15,4.5455140608314575e-18,3.7428279645684687e-12,3.1510636341770176e-17,1.7618891784878971e-25,7.5208005801205385e-21,6.0183345727169859e-20,7.7095402952474095e-18,4.4046100271979228e-18,2.2199653795265378e-24,2.5173379171985889e-26,3.4109137941770757e-25,2.0750968855242392e-32,5.01814036934583e-34,5.3673009563178166e-33,8.4344853445515231e-54,1.4809624573844968e-46,1.9668109759241304e-23,8.3751991292676634e-20,1.0110459760820443e-21,5.312382211016175e-23,4.8423726432254564e-28,2.7422652546460619e-20,5.7086308599699382e-24,6.3030405787691374e-37,2.7633192132394828e-15,8.9397293607472752e-19,3.8861374174248524e-20,1.004720913755487e-24,1.9294765526674013e-34,1.1425228710295268e-36,1.484561529134624e-30,0.88168480800000004,0.0,0.009459999964615785,0.10884999998139709,8.9458523297565903e-12,6.814505530370408e-12,1.1565203034538846e-11,2.8146468979323249e-14,2.1360082650043254e-14,1.0723477218300388e-14,4.4046224442088448e-12,3.0260825095530635e-12,8.307621976425072e-15,7.601915710639428e-15,2.036199039419923e-12,3.7265772657139526e-15,4.8021929968260514e-16,1.7849490904267538e-13,1.2971230519346746e-13,1.3518925770188277e-13,4.3637967770378157e-13,2.2238522873208004e-13,3.585759195025151e-12,5.3073816155048335e-15,2.6321424990667411e-12,1.8256556491532555e-12,7.6776028015816684e-13,1.2803013652622665e-16,2.0686814978421129e-15,6.0574294154758818e-14,1.5009884633801518e-14,7.0220371712502457e-14,1.8776304885500105e-14,5.7046157707362442e-17,1.5355291211826306e-15,2.1365982864768411e-15,6.4472950406555801e-17,3.5665765680240986e-15,5.9168097242907826e-20,1.8857346925746698e-17,7.6622166546332278e-19
2.1102590999999996e-08,0.0031506572936509753,2.4793167409664061e-13,4.0670121291415633e-15,2.6438837521389926e-14,2.422042470331366e-14,1.7827147589781518e-15,0.0,0.0,1.0159824548771941e-12,4.9629231551457644e-17,4.6018290300161368e-19,4.7762880325717314e-23,2.2926377634479771e-29,1.2193699923781964e-14,1.3744404979518888e-22,1.133388957193142e-11,1.4902594615928532e-14,9.3205598427069275e-23,5.6361705025845342e-26,6.0776891690411593e-12,3.9772302536267496e-21,4.0058708309398093e-25,2.8475029173437571e-20,2.0623028810497733e-17,1.7595991673266108e-25,1.717505296615836e-12,1.9310256818531376e-19,8.6060729131912588e-12,1.0363492212189442e-23,1.8163974786268232e-35,1.5218461546929818e-23,1.5117536701633842e-39,2.3060331689922004e-16,1.395339204945017e-17,8.9899950349810045e-16,3.9497153005389631e-15,5.5942114495827691e-18,4.40627690353501e-12,4.7369138625122229e-17,2.1252267128478872e-25,1.0223641676214484e-20,7.8762367900919444e-20,9.8819528891745354e-18,5.1563372690105409e-18,3.0537595147640362e-24,3.2160177186849833e-26,4.7373473115055441e-25,3.82217577877419e-32,8.6225988170648278e-34,8.6486712226066795e-33,1.9271295630582538e-53,3.5084530821445268e-46,3.1747723568824287e-23,1.0640261188347874e-19,1.3644620963308607e-21,8.0217333405393532e-23,7.2835593344904247e-28,3.6226250724300649e-20,9.367296383419163e-24,8.7542563782203773e-37,3.5893188995574253e-15,9.6759647448129201e-19,4.6135197989148135e-20,1.2055679315022063e-24,2.690631294287886e-34,2.4386619732403715e-36,2.4370408517417945e-30,0.88168480800000004,0.0,0.0094599999611343702,0.10884999997856458,9.5674428858194403e-12,7.2930558639725633e-12,1.2480200965986478e-11,3.2150967424425011e-14,2.4361183904252403e-14,1.2250360025686524e-14,4.9975494546244222e-12,3.3996376219440952e-12,9.5469806005021402e-15,8.7345644563682166e-15,2.4008351399788779e-12,4.2930439927031101e-15,5.6142513296473336e-16,2.1424895596372359e-13,1.5606343848951769e-13,1.6184818036872468e-13,5.3970511966648657e-13,2.6349324590759019e-13,3.7337243499666511e-12,6.1397580729975174e-15,2.9792682729467005e-12,1.9934120623680098e-12,8.7790320607487566e-13,1.508392318926226e-16,2.4729466873525622e-15,7.2983837841434299e-14,1.7377997242925543e-14,8.5119115155734316e-14,2.310681643315432e-14,7.0231928515984235e-17,2.113797241632555e-15,2.9386704633388909e-15,8.3689124372764597e-17,4.8167817048570795e-15,7.9920432695343886e-20,2.885136583478497e-17,1.1002645456560196e-18
2.2990027799999995e-08,0.0031506572936565113,2.8071345871966611e-13,5.0469105309454574e-15,3.2928579451986156e-14,3.0133829593376666e-14,2.417418597854238e-15,0.0,0.0,1.1960615684640477e-12,6.3618661403283038e-17,7.3132377125540042e-19,6.4255229065620192e-23,3.1039114489930421e-29,1.5064494902683944e-14,1.7457379362427075e-22,1.2371031453363421e-11,1.7720056616819595e-14,1.1455975433086188e-22,6.1745304403226203e-26,7.070088456553734e-12,5.0675561910261931e-21,4.9758880398886781e-25,3.375387531797205e-20,2.4043163454324513e-17,2.5964059233319647e-25,2.0313697314645145e-12,3.0690142222136587e-19,9.121859640504208e-12,1.2648797147903731e-23,2.2657228235606881e-35,2.0160749668743946e-23,2.4662000686077134e-39,2.9729924180753238e-16,1.6198063970987945e-17,1.0466642102601316e-15,4.6517375621777118e-15,6.7983529452577083e-18,5.1065896186584705e-12,6.8390576082782721e-17,2.5167398352328679e-25,1.3666395634435491e-20,1.0134630585336258e-19,1.2405624190043717e-17,5.9484289797589389e-18,4.0767045382322618e-24,4.0062821871935614e-26,6.3811482759869145e-25,6.8825276572283045e-32,1.4101967070131034e-33,1.3323651527696267e-32,4.1092642649947079e-53,8.0208461964044435e-46,4.918200180563013e-23,1.3313027062413334e-19,1.8036193078176728e-21,1.1662356386606406e-22,1.0520817798599821e-27,4.6669915715110332e-20,1.4736529928476846e-23,1.1791994455112712e-36,4.5522812766463453e-15,1.039566229459844e-18,5.3919148087583428e-20,1.4214710884274473e-24,3.6524112225133657e-34,4.899217981663698e-36,3.835335763951148e-30,0.88168480800000004,0.0,0.0094599999576516821,0.10884999997563778,1.0171518327375358e-11,7.7580615316267594e-12,1.3366844205067722e-11,3.6421794923442989e-14,2.7549136803037866e-14,1.3878261266847768e-14,5.5935564716272355e-12,3.7696821683614993e-12,1.0871408809651076e-14,9.9412438254049467e-15,2.7863902633931309e-12,4.898934495018536e-15,6.4868351506653596e-16,2.5310212641624152e-13,1.8474339451426846e-13,1.9071417139342509e-13,6.5486014567109121e-13,3.0615977946399887e-13,3.8721166911058196e-12,7.0638801177972581e-15,3.329439641267215e-12,2.1514495120629778e-12,9.8935395278720212e-13,1.753998543167889e-16,2.9247487339909454e-15,8.598495032110743e-14,1.9857544498611141e-14,1.0102727268717368e-13,2.7772622035758089e-14,8.4441864581284089e-17,2.8166639893761281e-15,3.9122797221480799e-15,1.0613489522823333e-16,6.3030726339745838e-15,1.0459396057729326e-19,4.2357001468868987e-17,1.5284789686599584e-18
2.4877464599999994e-08,0.003150657293662032,3.1407021605326288e-13,6.1460502654724351e-15,4.0263189759642498e-14,3.6787511427292694e-14,3.2002295505059328e-15,0.0,0.0,1.3897344729675604e-12,7.9974655624767652e-17,1.1156746122659294e-18,8.432842092397402e-23,4.0910058090811419e-29,1.8296195023669565e-14,2.1724105898347534e-22,1.3409139359806415e-11,2.0784185261331734e-14,1.3830971388608582e-22,6.7134104304166943e-26,8.1225132700286051e-12,6.333477733222428e-21,6.0709295140798708e-25,3.9423530005980036e-20,2.7693180532681239e-17,3.7137537005826066e-25,2.370010940567712e-12,4.6822111389627665e-19,9.6109950175873079e-12,1.517037442211194e-23,2.7699635561985946e-35,2.6106150917871182e-23,3.8704022378849676e-39,3.7555481930169074e-16,1.8507512655489534e-17,1.2026932265526795e-15,5.4081311233800374e-15,8.1666850208044032e-18,5.8409144190168246e-12,9.5467335345548379e-17,2.9353787665873418e-25,1.7995359054923965e-20,1.2846983567634858e-19,1.5297853178553695e-17,6.776246530436349e-18,5.3079251202230182e-24,4.888632752083702e-26,8.3785145300003235e-25,1.208510107750569e-31,2.2125755664940311e-33,1.9763364588828476e-32,8.256420176414885e-53,1.7685626220657879e-45,7.3567876562340268e-23,1.6430724668768039e-19,2.3419256344944066e-21,1.6411290085532297e-22,1.4691990327587921e-27,5.8869416865913322e-20,2.2344910873886542e-23,1.5483165127526626e-36,5.6589534908665491e-15,1.1100611904237914e-18,6.2194028874891814e-20,1.6517600913502135e-24,4.8463356591029136e-34,9.3374469760289274e-36,5.8173706658165888e-30,0.88168480800000004,0.0,0.0094599999541676878,0.10884999997262527,1.0760722695420383e-11,8.2109897543115975e-12,1.4227270475654894e-11,4.096301683762904e-14,3.0923072729053988e-14,1.5607721682135342e-14,6.1905942609663678e-12,4.1352964301668184e-12,1.2282304477151146e-14,1.1221937688100652e-14,3.1912643738491615e-12,5.544610150944212e-15,7.4211131558047847e-16,2.9502342128557161e-13,2.1572159014629328e-13,2.217487419454984e-13,7.8190579941705158e-13,3.5003644776168396e-13,4.0022985744212357e-12,8.0863997532306156e-15,3.6814588831471225e-12,2.3002558003430955e-12,1.1016762002823853e-12,2.0175037147118048e-16,3.4285980050981675e-15,9.9454483573239625e-14,2.2439869314050176e-14,1.1782228840615726e-13,3.2735148692099136e-14,9.9558289714898209e-17,3.6528847152068546e-15,5.0690321723555543e-15,1.3204304112964735e-16,8.0346023906716137e-15,1.3334090325345596e-19,6.007623249880052e-17,2.0660122621229454e-18
2.6764901399999993e-08,0.0031506572936675537,3.4786978593698083e-13,7.3656069246068782e-15,4.8453989393938619e-14,4.4192845495777046e-14,4.1493730751822837e-15,0.0,0.0,1.5967654469125482e-12,9.8867738997378896e-17,1.6440229806644609e-18,1.0836215384910106e-22,5.2705832887627281e-29,2.1895998147376154e-14,2.6563059274568677e-22,1.4447852408614532e-11,2.4095166124587181e-14,1.6446145167148674e-22,7.2526399364875967e-26,9.2331541595050372e-12,7.7874244393713683e-21,7.2944909416262623e-25,4.5482842586528794e-20,3.1574786711203179e-17,5.1712470722133866e-25,2.7330428397044249e-12,6.8998603250404455e-19,1.0076012573470393e-11,1.7929972905036441e-23,3.3294074378373318e-35,3.3153098385633443e-23,5.8738729644745804e-39,4.6622484361695124e-16,2.0866690533168454e-17,1.3666645938651064e-15,6.2189112415689841e-15,9.7072295820165022e-18,6.6066664798280296e-12,1.2951741610209255e-16,3.380221885668966e-25,2.3373026262358756e-20,1.6068785964490562e-19,1.8573837452616168e-17,7.6353802970313859e-18,6.7663811737654878e-24,5.8636828554378446e-26,1.0765988389190142e-24,2.0651570819478027e-31,3.3507334782693476e-33,2.8386182039857354e-32,1.5737494741621788e-52,3.7518315778264443e-45,1.0676853217888513e-22,2.0028684973406158e-19,2.9936339662629169e-21,2.245272548412424e-22,1.9938896880754693e-27,7.2935744445623386e-20,3.2804843866536991e-23,1.9895312475996105e-36,6.9154867072642514e-15,1.1792330417591025e-18,7.0942415166007006e-20,1.8958362555601161e-24,6.3071232316857231e-34,1.6980174360601857e-35,8.5429735140432005e-30,0.88168480800000004,0.0,0.0094599999506823386,0.10884999996953447,1.1337116936353154e-11,8.6529617732898478e-12,1.5063439111069178e-11,4.5777528816120175e-14,3.4481130335979287e-14,1.7438853018642201e-14,6.7871060489432193e-12,4.4958626198412155e-12,1.3780853706996701e-14,1.2576233396610421e-14,3.6139805493276353e-12,6.2302845528495761e-15,8.4178033408588739e-16,3.3998349157183531e-13,2.489669798603057e-13,2.549148692304636e-13,9.2087504305941604e-13,3.9483029260311308e-13,4.125328158777295e-12,9.2134784418624922e-15,4.0343132422942252e-12,2.4403701033348022e-12,1.214498854355064e-12,2.2991868190740082e-16,3.989088315881757e-15,1.1328769043890721e-13,2.5117158604142272e-14,1.3538914812125079e-13,3.795780026019982e-14,1.1546952986259613e-16,4.6301449365446384e-15,6.4189868356854992e-15,1.6165045203605549e-16,1.0018239353281552e-14,1.6627550412160316e-19,8.2754514901341778e-17,2.7290706524163807e-18
2.8652338199999993e-08,0.003150657293673089,3.8199957777694215e-13,8.7062692943297131e-15,5.7506957057580735e-14,5.2358350093083325e-14,5.2832942188884263e-15,0.0,0.0,1.8169278349000944e-12,1.2046555976035281e-16,2.3514761318312177e-18,1.3673679044583307e-22,6.6588511676453041e-29,2.5869531020370471e-14,3.1989519687483208e-22,1.5486869891778909e-11,2.7653103259125495e-14,1.9301500515280553e-22,7.7922026460987327e-26,1.0400382496191598e-11,9.4421285950985071e-21,8.6494358077886466e-25,5.1934043442187479e-20,3.5691255723307614e-17,7.0342276225184149e-25,3.1200756565061452e-12,9.8693402842114915e-19,1.0519223657002915e-11,2.0929921764887602e-23,3.9441719988523033e-35,4.1400267706967804e-23,8.6576052063258625e-39,5.7014848658249982e-16,2.3262905467830526e-17,1.5381970740782245e-15,7.0842258239904366e-15,1.1427277019304306e-17,7.4015021242356289e-12,1.7147774867525382e-16,3.8504730769451576e-25,2.9977943023221039e-20,1.9857292627197666e-19,2.2246864560677974e-17,8.5218585903052854e-18,8.4709576247822031e-24,6.9321480395283528e-26,1.3580591423447091e-24,3.432129080083315e-31,4.921451994113837e-33,3.9657598860142064e-32,2.8630751688897637e-52,7.6481094170071949e-45,1.5091802779899719e-22,2.4140387799283491e-19,3.7737360922335168e-21,2.9976362734514346e-22,2.6406295136046306e-27,8.8975698355606296e-20,4.6811147425152398e-23,2.5096890755190665e-36,8.3274943268214088e-15,1.247258230558925e-18,8.014848114157535e-20,2.1531617868431948e-24,8.0701994048765561e-34,2.9608211330606712e-35,1.2193510616847608e-29,0.88168480800000004,0.0,0.0094599999471956069,0.10884999996637144,1.1902272710419145e-11,9.0848031432113283e-12,1.5877146115282877e-11,5.0867201015039786e-14,3.8220587778798721e-14,1.9371391146010646e-14,7.3819516760747268e-12,4.8510196392187818e-12,1.5368060438642494e-14,1.4003384633234831e-14,4.0531739380199125e-12,6.9560466470217666e-15,9.4772899446516306e-16,3.8795434153128653e-13,2.8444811721012856e-13,2.9017685658616923e-13,1.0717755485593575e-12,4.4029439189505136e-13,4.2419736562216592e-12,1.0450800212182013e-14,4.3871614222702184e-12,2.57238632637036e-12,1.3275112399588202e-12,2.5992117059452278e-16,4.6108443499915558e-15,1.2739506810284641e-13,2.7882245108790466e-14,1.5362001643168693e-13,4.3405914050595322e-14,1.3206978593801279e-16,5.7551572365493724e-15,7.9707972904839186e-15,1.9519702160827364e-16,1.225894395954404e-14,2.0348029011827861e-19,1.1117530885053423e-16,3.5349261429544327e-18
3.053977499999999e-08,0.003150657293678652,4.1636267706403281e-13,1.0168328495945522e-14,6.742377712265126e-14,6.1290198677135771e-14,6.6205298908052719e-15,0.0,0.0,2.0500041483461747e-12,1.4493315405327907e-16,3.2775458967210549e-18,1.6983270178576364e-22,8.2715533643833056e-29,3.0221196514707471e-14,3.8016090725962764e-22,1.6525942775528602e-11,3.1458036445965725e-14,2.2396602120197254e-22,8.3319019531282997e-26,1.1622714254545263e-11,1.131072833693269e-20,1.0138874484450755e-24,5.8781934818042979e-20,4.0047178927916855e-17,9.3735248282759525e-25,3.5307178300308467e-12,1.3756520446477693e-18,1.0942737458636691e-11,2.4173207235345894e-23,4.6142760403278417e-35,5.0946409230091859e-23,1.2437689786763826e-38,6.8814980254454568e-16,2.5685384941806831e-17,1.7169452752858442e-15,8.0043345297719683e-15,1.3333476878866926e-17,8.2232897275942856e-12,2.2229548593865589e-16,4.3454119580875432e-25,3.8004636164435401e-20,2.4271175617616966e-19,2.6328511774948914e-17,9.4316269569032305e-18,1.0440547819306663e-23,8.0949555051126596e-26,1.6859940424153521e-24,5.5510553558866949e-31,7.0383655125052387e-33,5.4090753873175385e-32,5.000174112865807e-52,1.4994316761075477e-44,2.0842953835060939e-22,2.8797335296687329e-19,4.6978416696437781e-21,3.9175372286523979e-22,3.4240544400451878e-27,1.0709251937406746e-19,6.5140426643290401e-23,3.115739306380492e-36,9.900119602270343e-15,1.3141827419862522e-18,8.9797806205520783e-20,2.4232486094521969e-24,1.0178165328808245e-33,4.9735893383548696e-35,1.6971721672212647e-29,0.88168480800000004,0.0,0.0094599999437074596,0.10884999996314136,1.2457415514582003e-11,9.5071421753685125e-12,1.6670038948537002e-11,5.6233388255586667e-14,4.213814937677672e-14,2.1404843132891755e-14,7.9742796098761645e-12,5.2005725402361545e-12,1.7044474244672396e-14,1.5502292257925271e-14,4.507579429969202e-12,7.7218085850607748e-15,1.0599835074306939e-15,4.3890896916307272e-13,3.2213324390857307e-13,3.2750014907721298e-13,1.2345942133742743e-12,4.8622007645404171e-13,4.352795646709993e-12,1.1803590360906593e-14,4.7392875135027181e-12,2.6969215471205458e-12,1.4404602627192825e-12,2.9176749398873965e-16,5.2984442559804044e-15,1.4170007525364093e-13,3.0728288213526369e-14,1.7241481824855954e-13,4.9047047972637562e-14,1.4926001676194832e-16,7.0337464069689615e-15,9.7318377494708988e-15,2.3292326854959043e-16,1.4760176847219842e-14,2.4501285507782004e-19,1.4615361098549547e-16,4.5019363847948364e-18
3.2427211799999995e-08,0.0031506572936842512,4.5087366476738079e-13,1.1751765292902949e-14,7.8202573241752213e-14,7.0992715503607053e-14,8.1795716369494853e-15,0.0,0.0,2.295787528912795e-12,1.7243292464561466e-16,4.4662836034128571e-18,2.0802911337355176e-22,1.0123917453965341e-28,3.4954420569607036e-14,4.4652973146187967e-22,1.7564866979385267e-11,3.5509956591262804e-14,2.573044818764086e-22,8.8714536692600457e-26,1.2898769038413449e-11,1.3406864562356342e-20,1.1764416727592431e-24,6.6033129789248819e-20,4.4648241937555632e-17,1.2265316388887726e-24,3.9645782865729077e-12,1.8746327589879805e-18,1.134847146310877e-11,2.7663640532437421e-23,5.3395900240303708e-35,6.1890040245355992e-23,1.7467865569349905e-38,8.2103692217688128e-16,2.8125286627304793e-17,1.902596188951688e-15,8.9795909684746896e-15,1.5431957752305467e-17,9.0700890003449961e-12,2.8291929102882436e-16,4.864340876773176e-25,4.7663677472366843e-20,2.9370136260102757e-19,3.0828707390511288e-17,1.0361898530825338e-17,1.2694091663145178e-23,9.3534172477560305e-26,2.064229490524371e-24,8.7504432638435495e-31,9.8336719835852262e-33,7.2247036677995043e-32,8.4246594419640389e-52,2.833487420730776e-44,2.8200788446887927e-22,3.4028744348176671e-19,5.7820721347614574e-21,5.0244475937360374e-22,4.3588219020174813e-27,1.2738620472432967e-19,8.8651171682002923e-23,3.8147714443454802e-36,1.1638085317569093e-14,1.3804010682655181e-18,9.9877227874828088e-20,2.7056595579710518e-24,1.2665276491502411e-33,8.083060231820126e-35,2.3101760536100555e-29,0.88168480800000004,0.0,0.009459999940217869,0.1088499999598489,1.3003574117300813e-11,9.9205372019762343e-12,1.7443623789479207e-11,6.1877047039526455e-14,4.623013173944008e-14,2.3538562690779377e-14,8.5633792870794742e-12,5.5443736902573616e-12,1.8810297828320704e-14,1.7071585333216363e-14,4.9760230511144556e-12,8.5273470660405404e-15,1.1785544246852386e-15,4.9282111077829863e-13,3.6199048663723707e-13,3.6685119407014574e-13,1.4093024951786101e-12,5.3243508632791081e-13,4.4583228309323846e-12,1.3276640710989726e-14,5.0900436014121367e-12,2.8145304099991389e-12,1.5531237954622097e-12,3.2546577247230054e-16,6.0563271640856953e-15,1.5613950141312695e-13,3.3648913714197203e-14,1.9168292204281676e-13,5.4851745893013815e-14,1.6695029188212014e-16,8.4708780411022174e-15,1.1708249329820575e-14,2.7506841205259442e-16,1.7524162941740277e-14,2.9091024639963963e-19,1.8852976927927732e-16,5.6495625977412199e-18
