Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145)
6.55359e-10,0.003150657293577274,6.7620671698394711e-16,4.3989448398883384e-19,1.0986741282668664e-17,2.197128011287462e-18,2.9861541975139181e-20,0.0,0.0,2.8587080137961227e-15,5.9071705296208677e-21,1.7307925059916646e-27,2.6509661798477097e-28,4.4912445460150678e-35,6.2080047987105747e-18,6.9409645908985426e-27,3.3737214181665654e-13,1.4470613766475709e-17,1.4343381709310772e-26,5.2791625790013456e-28,8.5263790923408466e-15,1.7099311833512387e-25,6.7862932292690514e-29,4.4543336203392092e-24,2.7644594441944831e-20,1.1954951153292391e-31,1.7682843677328633e-15,3.8984638556271381e-28,3.7639275120710985e-13,8.2749875461808942e-28,4.2909053226522092e-40,2.353470230014364e-28,6.599491763807869e-47,8.1169164710934571e-21,9.4492536734465157e-21,1.1359933594700383e-18,4.4371393564385727e-18,2.8873201618313847e-20,5.8394736697008422e-15,2.5613631205757991e-24,3.3370723452836485e-29,1.3985906196658699e-24,1.6097930321080522e-23,3.2978162713424458e-21,4.5358657201588733e-20,8.7492068488774147e-30,2.7792429612117497e-31,1.012683074958713e-30,3.4483951458954445e-39,1.2076780100620332e-41,4.8222455272611138e-39,3.6025376873002979e-65,1.6932345324546791e-55,5.171752391305265e-30,3.6838223220583189e-23,2.0641271230714233e-26,1.3305112595064275e-27,4.2573777394724326e-35,1.163479378184071e-24,8.3227835810386602e-30,1.8677394837966846e-42,1.5380881801362351e-19,3.5586774314516967e-20,5.6024327836920041e-23,5.647226062882315e-28,3.0498386787236742e-39,2.9291707799785054e-46,1.991908365650813e-36,0.88168480800000004,0.0,0.0094599999987943981,0.108849999999957,4.7376381989432448e-13,3.6995235391406144e-13,4.8180668724304243e-13,8.297433368596564e-16,6.7096731435320528e-16,3.3618575881025105e-16,1.147750811711748e-14,9.0508744722702441e-15,6.1754159302163963e-17,5.231281484227929e-17,3.081186337304169e-15,2.5717784974887735e-17,5.0905886553868224e-19,2.2798173311933489e-16,1.613534080652341e-16,1.7930223481555842e-16,2.2963712079348629e-16,9.8798251812614949e-17,3.1696536379356317e-13,1.6301695174688854e-16,9.2415411187552032e-15,8.0913184267197738e-15,4.8374940465078146e-16,2.465192251970835e-20,4.142946382825615e-18,4.2596476231530965e-18,6.6614694013999665e-17,1.6474646678011769e-17,7.6126386212321945e-19,2.0845081445771833e-21,1.9970382971761473e-21,2.7130076331987544e-21,3.2923687623272738e-22,8.0514342751245571e-21,1.2818464934534604e-25,9.0048406386541116e-25,1.2338253930811156e-25
9.17503e-10,0.0031506572935786994,1.1769820921633884e-15,9.993735668519655e-19,2.1374360323400881e-17,5.1392027856772769e-18,7.9640457634109974e-20,0.0,0.0,4.4945226948857949e-15,1.244889992645102e-20,1.0076521877393236e-26,8.0346800965366302e-28,1.602160335310282e-34,1.203434261129499e-17,1.804878607931459e-26,4.7273595292845782e-13,2.784390790423158e-17,3.1917801149043286e-26,9.3385338610392152e-28,1.6285002562398872e-14,4.4960188387856098e-25,1.4565628086411467e-28,1.136741676732463e-23,5.289390770916627e-20,4.2814452993005901e-31,3.3997887452851462e-15,3.0994574023246118e-27,5.2451611439665966e-13,2.15047013573014e-27,1.2471914096601296e-39,6.4507601981146665e-28,2.7804150055974336e-46,2.1426165666499038e-20,1.7670790100922911e-20,2.1773551903591835e-18,8.5343626210963308e-18,4.9289568037635292e-20,1.1185761659553808e-14,1.4107992106243676e-23,8.5161920648151724e-29,3.3558268258801971e-24,3.8389674705452859e-23,6.8646185049276125e-21,6.7353026447707909e-20,3.0747309848593328e-29,9.7363896421699395e-31,3.6827391911831866e-30,1.7047085260868008e-38,5.998231733048774e-41,1.6082469274756979e-38,4.9586536715947031e-64,1.2030884459220171e-54,2.1029843506755248e-29,8.6999659942502183e-23,6.780136020224905e-26,3.3657818174782006e-27,2.1433107450092265e-34,3.0363629925108334e-24,2.9302718968024132e-29,6.796019387654062e-42,4.0473495442562773e-19,5.0002694551300764e-20,1.0747867385808393e-22,1.2612612440646407e-27,8.7649738996486729e-39,2.6630185086588398e-45,7.1862501929324596e-36,0.88168480800000004,0.0,0.0094599999983121467,0.10884999999991908,6.5723706153947464e-13,5.1241292439916093e-13,6.7247237719979103e-13,1.140282362400146e-15,9.1921736291551301e-16,4.6084136241147695e-16,2.176745218496237e-14,1.7119753165453478e-14,1.098695321902528e-16,9.3777479323696606e-17,5.9117006267745979e-15,4.5952262994135019e-17,1.1474869865260443e-18,4.3799143137239358e-16,3.0961693253086285e-16,3.4414506345595529e-16,4.6052154585268572e-16,2.1083903169663706e-16,4.3423315849793547e-13,2.2660890064913806e-16,1.7192077758369206e-14,1.5188039189365529e-14,1.1797999416741437e-15,7.2783230954743428e-20,7.8581020865333624e-18,1.1851494515523261e-17,1.1919063255685395e-16,3.7549700161154145e-17,2.2528855236010114e-18,6.3201357063114445e-21,8.1995916197401714e-21,1.1242468804825062e-20,1.3659599678441473e-21,3.1065585080147983e-20,5.004359834179317e-25,5.2832341467744018e-24,7.316164672838454e-25
9.999999999999999e-10,0.003150657293580097,1.3613779184762613e-15,1.2418700301588516e-18,2.5406666761223777e-17,6.4339585351996269e-18,1.0299467661669957e-19,0.0,0.0,5.0696244631349109e-15,1.5162728399058798e-20,1.6506445183759522e-26,1.0786731710994509e-27,2.2425086449744427e-34,1.4289053557063162e-17,2.3150419303385474e-26,5.1538420575623262e-13,3.2978082979363059e-17,3.9406278649092801e-26,1.077457585439319e-27,1.9241809588306691e-14,5.7874758208464317e-25,1.7817530330471013e-28,1.4490494357647685e-23,6.2532766822156832e-20,6.0004608345175391e-31,4.0256431209701915e-15,5.3715807403388653e-27,5.7083777943298808e-13,2.7575232361714969e-27,1.6518661559053904e-39,8.4133348178017046e-28,4.0858268176700466e-46,2.7616482742308087e-20,2.0894862616881164e-20,2.57557958450266e-18,1.01042970789124e-17,5.6287482534409827e-20,1.3228967797954255e-14,2.2195304331691589e-23,1.0855888901947074e-28,4.1985910202034339e-24,4.7933413810602938e-23,8.2788545418247858e-21,7.4401542247375078e-20,4.2843592389612602e-29,1.351436419308379e-30,5.1747123013128009e-30,2.5969632218609336e-38,9.1852312369496162e-41,2.2009230830944779e-38,9.7735086085394616e-64,2.0182354015404466e-54,3.0416273341182522e-29,1.0827757597616584e-22,9.2241497511790519e-26,4.2780362424721269e-27,3.3357894168496063e-34,3.9066260670903647e-24,4.0733057232600778e-29,9.5504242810557007e-42,5.211253112999187e-19,5.4522745846944007e-20,1.271668233995031e-22,1.5487957135408663e-27,1.1542999516321075e-38,4.7275203692508373e-45,1.0043358825127802e-35,0.88168480800000004,0.0,0.0094599999981603792,0.10884999999990473,7.1427480361121185e-13,5.5661224042940497e-13,7.3222773719781867e-13,1.2363463431544662e-15,9.9565775623525333e-16,4.9924428135751427e-16,2.5660741307783874e-14,2.0164471902251578e-14,1.2698790760699722e-16,1.0863243463790374e-16,6.9948883011245329e-15,5.3180902427978694e-17,1.4134431139481491e-18,5.1849264645531583e-16,3.6640569853883106e-16,4.0727481326516316e-16,5.5237269054163066e-16,2.5732905992192107e-16,4.7006941241005481e-13,2.46445019184383e-16,2.0148567725864099e-14,1.7845158690146043e-14,1.4824076296158488e-15,9.6206801602001332e-20,9.2641271392249986e-18,1.5501389931614278e-17,1.3807381379866234e-16,4.6640504010960438e-17,2.9962684096801167e-18,8.4545487653129127e-21,1.1931946266911047e-20,1.6393142147905733e-20,1.9815234801203749e-21,4.4412404787327464e-20,7.1730123932940614e-25,8.4619366037174289e-24,1.1686136734154657e-24
1.179647e-09,0.003150657293580097,1.8073142614678514e-15,1.8799631860968747e-18,3.5451810996481758e-17,9.8644435884345423e-18,1.665865816704114e-19,0.0,0.0,6.4218703883049496e-15,2.2157558159058644e-20,3.6808353726732679e-26,1.8531733428598981e-27,4.0965609094748134e-34,1.98965402880042e-17,3.6919928233506578e-26,6.0833718604222897e-13,4.5691460135075986e-17,5.8956129752572797e-26,1.4164349234962034e-27,2.6533897772015642e-14,9.2866230582433461e-25,2.6230211343175082e-28,2.2860805317704165e-23,8.6326532941981913e-20,1.0982552655851078e-30,5.5747202491843572e-15,1.2670446090148175e-26,6.7122352117712993e-13,4.3953420750903114e-27,2.7769386409841093e-39,1.3802057697213423e-27,7.9854375143759023e-46,4.4412469907220258e-20,2.8970343779633739e-20,3.5595449194397554e-18,1.3987680668564402e-17,7.2475136878120629e-20,1.8275779559721527e-14,4.7183111205071561e-23,1.7126577576439847e-28,6.409505359665887e-24,7.2904149320669355e-23,1.1841780078349959e-20,8.996065375963537e-20,7.7753788361880128e-29,2.4372567735832783e-30,9.5031165332485561e-30,5.3090057350376017e-38,1.8907003650506039e-40,3.8862823349113686e-38,2.5836606037423193e-63,4.6046329168084799e-54,5.8137483947169067e-29,1.6370958722705665e-22,1.6136187570304387e-25,6.7146985959702358e-27,7.0124281149042802e-34,6.2669400237881174e-24,7.3620765334964239e-29,1.7541847203638902e-41,8.3656612835919913e-19,6.4338107884009793e-20,1.758297638388945e-22,2.2881201928100967e-27,1.9214828884795017e-38,1.1407341582337387e-44,1.8289858705698682e-35,0.88168480800000004,0.0,0.0094599999978298883,0.10884999999986947,8.3731933818711388e-13,6.5181271906055016e-13,8.6194243754912117e-13,1.4427825485432882e-15,1.1593261928209342e-15,5.8150248412067029e-16,3.5223809998972773e-14,2.7631888595839237e-14,1.6753885614868715e-16,1.4397221578421959e-16,9.6723776724761374e-15,7.0347962138548712e-17,2.1003272793537305e-18,7.1766328963735109e-16,5.0684902334561878e-16,5.6338723479670312e-16,7.8417759758477621e-16,3.7716865050646588e-16,5.46338032924949e-13,2.8934844272434676e-16,2.7339403971675681e-14,2.4333273568763714e-14,2.279776935633273e-15,1.6092342849606488e-19,1.27182414508372e-17,2.5537697999019785e-17,1.8306588336636709e-16,7.0508905646142124e-17,5.0688623901715491e-18,1.4429986953125063e-20,2.3008582156622811e-20,3.169466170691412e-20,3.8011803695590463e-21,8.3587510346867845e-20,1.3547189172600862e-24,1.8364469368806275e-23,2.5270046850777824e-24
1.4417910000000002e-09,0.0031506572935814684,2.563266259501437e-15,3.1448817562002423e-18,5.3343723523539034e-17,1.6750319469283311e-17,3.0142778778397301e-19,0.0,0.0,8.6418955827868652e-15,3.55243140290975e-20,1.0510805429350959e-25,3.6365713484917994e-27,8.6738802565849095e-34,2.984685294726909e-17,6.5417139405693997e-26,7.4417136584789532e-13,6.8020205942068534e-17,9.7042303704598349e-26,1.9573469439429316e-27,3.9228060455425862e-14,1.6602216345262956e-24,4.237122395774843e-28,3.9849200279080341e-23,1.2782918295763853e-19,2.3390389434124311e-30,8.2927279922107445e-15,3.8405689193780843e-26,8.1652656606221897e-13,7.7794416460121731e-27,5.2762264350526601e-39,2.5473681142110202e-27,1.8707497757158346e-45,7.9665633002552352e-20,4.3645042835943305e-20,5.2794106562530153e-18,2.078965179314691e-17,9.7475918232731188e-20,2.7090398694841136e-14,1.2276393508324513e-22,2.9853116873777509e-28,1.067657705611395e-23,1.2076316113530655e-22,1.8268341948997519e-20,1.1321604669107934e-19,1.6305324878936333e-28,5.0437435840362118e-30,2.0222378364087853e-29,1.3017784380086871e-37,4.7182977618591176e-40,7.8228413476694511e-38,9.7870781194665281e-63,1.3244593546566006e-53,1.3105935989080045e-28,2.6874546899723943e-22,3.1940424259892905e-25,1.1619981749742217e-26,1.8138015760191248e-33,1.1230362786043194e-23,1.5287845901152005e-28,3.7335516656656967e-41,1.496541145926079e-18,7.8593563144834361e-20,2.6094059219986417e-22,3.6630361301628653e-27,3.5980429648278052e-38,3.636384499690187e-44,3.829933909006892e-35,0.88168480800000004,0.0,0.0094599999973476231,0.10884999999980852,1.01411639010096e-12,7.8827458231080638e-13,1.0502269873505171e-12,1.739513995367342e-15,1.3932276285653107e-15,6.9909409823365281e-16,5.1723476002407299e-14,4.0473353757157941e-14,2.3268418823673253e-16,2.0117975017090535e-16,1.4355322272574251e-14,9.8056468178263129e-17,3.3833046092807033e-18,1.0668213188032166e-15,7.5291122562115304e-16,8.3676300294850545e-16,1.2073823210915501e-15,6.0462725781608071e-16,6.5356076102719122e-13,3.513031543838727e-16,3.9510912363330773e-14,3.5384559744451497e-14,3.829218147639205e-15,2.9998348441893483e-19,1.8680702125126015e-17,4.7228406734173657e-17,2.564316280147958e-16,1.1740032591580621e-16,9.6926839321052111e-18,2.7875046725290736e-20,5.2353991890993979e-20,7.2333771685674251e-20,8.507713460243582e-21,1.8402908513064993e-19,2.994317925371694e-24,4.9244850783624829e-23,6.6900852178204533e-24
1.7039350000000003e-09,0.0031506572935828137,3.4409270419289758e-15,4.8573772966683009e-18,7.5187938604404746e-17,2.617482017818527e-17,4.9558327060880007e-19,0.0,0.0,1.115572491105733e-14,5.3057312896241552e-20,2.5629507052945194e-25,6.4144972848784982e-27,1.6254315878189878e-33,4.1942858296320707e-17,1.05389495343366e-25,8.8023395809173019e-13,9.4837484633955882e-17,1.4773043032763939e-25,2.542004943013361e-27,5.4323006874140572e-14,2.6972348924360854e-24,6.3575186969544377e-28,6.3167879267740728e-23,1.7728806648644709e-19,4.4183307721527573e-30,1.1553474444571917e-14,9.7137525370586897e-26,9.6043720207749349e-13,1.2515334346478581e-26,9.0252457349083445e-39,4.2634345806970095e-27,3.8554870515352229e-45,1.2985254607390998e-19,6.1975624288243671e-20,7.3337546689412482e-18,2.8932756428663306e-17,1.236449487401473e-19,3.7610196205623865e-14,2.7315246959137711e-22,4.7320950680559065e-28,1.6245645359465111e-23,1.8273681785174214e-22,2.6187672302501842e-20,1.3719228203581552e-19,3.0282122383981077e-28,9.2272758767546435e-30,3.7999659235608809e-29,2.7468465449067942e-37,1.018302478872846e-39,1.4002202673916041e-37,3.0864506609443161e-62,3.2040811325100474e-53,2.5968688436373803e-28,4.0300051354927565e-22,5.6093605169795069e-25,1.8302262070802652e-26,4.0334683815155669e-33,1.8319793999141434e-23,2.8069910244296378e-28,7.0166063648217036e-41,2.4328209954655185e-18,9.2769591690912152e-20,3.6267268403952426e-22,5.3984972764786566e-27,6.0795792001669967e-38,9.7331361224143651e-44,7.074320296675896e-35,0.88168480800000004,0.0,0.0094599999968653509,0.10884999999973659,1.1877337585419765e-12,9.2191975027125449e-13,1.2373361625913108e-12,2.0323388458090842e-15,1.6225520013684525e-15,8.1439453355008152e-16,7.1144408342022348e-14,5.5531769584148895e-14,3.036298328843135e-16,2.6397651276807889e-16,1.9952098800409867e-14,1.2838412152332657e-16,5.0009764431144479e-18,1.4852926463314933e-15,1.0477027706313297e-15,1.1640113320044065e-15,1.7366334269190394e-15,8.9950864249595171e-16,7.561746521017626e-13,4.1254189296168237e-16,5.3551750604114664e-14,4.8203472673261158e-14,5.8591658692120574e-15,4.9956477202038704e-19,2.5703817898928753e-17,7.8904306811979405e-17,3.3789772234917206e-16,1.8016043244199592e-16,1.6641334076715509e-17,4.8223919797619562e-20,1.0411323811263274e-19,1.4415103588514094e-19,1.6561583181190741e-20,3.5605014375102098e-19,5.8096022845652632e-24,1.1238888175751573e-22,1.5016859878060161e-23
2.228223e-09,0.00315065729358543,5.5476536249334172e-15,9.8488025879127723e-18,1.3129438098057108e-16,5.3978614707471937e-17,1.1063827728744663e-18,0.0,0.0,1.7068554680110186e-14,1.0251369844411599e-19,1.1149122817038785e-24,1.6091424605260122e-26,4.4709815236495566e-33,7.2804251843190077e-17,2.2626603667994118e-25,1.1530279451892159e-12,1.6196454379259008e-16,2.9227628200750109e-25,3.8065496968110791e-27,9.1560049025257143e-14,5.87989256047606e-24,1.2322494994994086e-27,1.313458014953577e-22,2.9966723669915936e-19,1.241635914063785e-29,1.9701903632004164e-14,4.4043706590910968e-25,1.2441259185113018e-12,2.67679142261078e-26,2.1362543769588523e-38,9.8118740462233664e-27,1.2737536492020658e-44,2.8489072060599185e-19,1.1050347541819742e-19,1.2434217917069085e-17,4.9214992071513248e-17,1.7830380098315313e-19,6.3694512009074576e-14,9.9550686571512388e-22,9.8386960285059027e-28,3.1507455773911053e-23,3.5055117648310787e-22,4.6686132705859257e-20,1.87552214306371e-19,8.1900360707145127e-28,2.4141201570336407e-29,1.0469024590201476e-28,9.0957177217882666e-37,3.5830880303346586e-39,3.5667340413069772e-37,2.2164611974618399e-61,1.3503674506196738e-52,7.9166642099685459e-28,7.5930495673174036e-22,1.363993500733405e-24,3.7700654368793311e-26,1.4754643540932694e-32,4.0365978691293611e-23,7.4078873626768543e-28,1.9334386230856079e-40,5.3096673652249116e-18,1.2088539621095669e-19,6.1549856275372272e-22,9.9810821673451072e-27,1.4158485973789821e-37,5.0018662058599086e-43,1.8819068919369135e-34,0.88168480800000004,0.0,0.0094599999959007787,0.10884999999956109,1.5258023098079677e-12,1.1811807031884816e-12,1.6080649717093444e-12,2.61111458193395e-15,2.0718959301699308e-15,1.040235286020898e-15,1.1832352597364407e-13,9.1909912053114598e-14,4.5871111247922723e-16,4.0259856266341982e-16,3.3854679786792063e-14,1.9511355997024698e-16,9.2151895326385728e-18,2.5295565412147727e-15,1.7832641827931752e-15,1.9792088736070186e-15,3.1349407416671489e-15,1.7110649613280717e-15,9.4850399164876771e-13,5.3312002979345035e-16,8.6771828324999426e-14,7.867581549562538e-14,1.1408686291031963e-14,1.1053668690867147e-18,4.2790053203147554e-17,1.7938700095509013e-16,5.2187097470524899e-16,3.5958430795681198e-16,3.9457740572814501e-17,1.1555821692224695e-19,3.1442623113373469e-19,4.365688523106573e-19,4.7484706598820826e-20,1.0290531032783819e-18,1.6855033305665811e-23,4.272526582162953e-22,5.4741773506667869e-23
2.7525110000000004e-09,0.003150657293587953,8.0985269499187631e-15,1.7328007443574774e-17,2.0503186921655564e-16,9.6113482825725289e-17,2.0978594534148449e-18,0.0,0.0,2.4168025354177176e-14,1.7462725470643158e-19,3.5237481571252242e-24,3.3506309074938893e-26,9.9598238312308214e-33,1.1299991191802953e-16,4.1335254320804952e-25,1.4266839179028436e-12,2.4713005524689687e-16,5.0382484629103118e-25,5.1438068783594284e-27,1.3791800863220584e-13,1.0888764586895825e-23,2.0949597870383688e-27,2.3244587124353005e-22,4.5259605399537725e-19,2.8301492467293517e-29,3.0017148575840021e-14,1.4197838126048553e-24,1.5223867896702266e-12,4.8664258302195249e-26,4.2167677620870992e-38,1.9074864682380417e-26,3.3168003394495994e-44,5.3084795284231962e-19,1.7636625584160746e-19,1.8835860626243209e-17,7.4775545065008294e-17,2.344929118027294e-19,9.6376479443298554e-14,2.7409020874651161e-21,1.7409952467285193e-27,5.2617801069969295e-23,5.7906995704866111e-22,7.3748865897167976e-20,2.4151188750453947e-19,1.7971003011786617e-27,5.124132994216253e-29,2.3300759083785258e-28,2.319654553651839e-36,9.748260850883845e-39,7.5023402445736843e-37,9.6932953526305227e-61,4.1469274921864988e-52,1.9272512375141556e-27,1.2316323746862787e-21,2.71774230522883e-24,6.6383927305732005e-26,4.0796826359663083e-32,7.5655526201800995e-23,1.5883666414214507e-27,4.3037124872078124e-40,9.8434626871977165e-18,1.4868998604058421e-19,9.3323006405759187e-22,1.6094923692006594e-26,2.7715005839425085e-37,1.7577350890175161e-42,4.0556905862169188e-34,0.88168480800000004,0.0,0.0094599999949361684,0.10884999999934576,1.8523144435283335e-12,1.4304791539711232e-12,1.9742075123270725e-12,3.1882165858613341e-15,2.5157928851746397e-15,1.2630601598668533e-15,1.7586236501384022e-13,1.3594864996897176e-13,6.2500440756883077e-16,5.5282721091920771e-16,5.1309285745939703e-14,2.6721582210474104e-16,1.4668920558994846e-17,3.8491252686584651e-15,2.7131763334466429e-15,3.0070338690790139e-15,5.0239773793332758e-15,2.8508619549487899e-15,1.125256577466095e-12,6.5161211383390933e-16,1.2606013278565641e-13,1.1477789473291139e-13,1.898966993452787e-14,2.0223730046682225e-18,6.3681596511989892e-17,3.4212025902764327e-16,7.2905436117831807e-16,6.2165549937253427e-16,7.7678860341976424e-17,2.2912550741418608e-19,7.5004081380945052e-19,1.0432170628751864e-18,1.0739414949302652e-19,2.3756363747152525e-18,3.9006398643211477e-23,1.2126012349024576e-21,1.491959016887476e-22
3.2767990000000006e-09,0.0031506572935903914,1.1065075151041409e-14,2.7765052193484671e-17,2.9785806905371852e-16,1.5540075853924391e-16,3.5814905680386042e-18,0.0,0.0,3.2460891986872873e-14,2.7373831352438477e-19,9.2478298617701505e-24,6.1872400705927455e-26,1.940504469260315e-32,1.6312220250195706e-16,6.8044630905993821e-25,1.7011657169443841e-12,3.503924074307969e-16,7.9304676000910296e-25,6.5147024683455178e-27,1.9307725318479535e-13,1.8146946600591945e-23,3.2654916068247491e-27,3.705109089838128e-22,6.3519838195296448e-19,5.6453245372456549e-29,4.2495961012028125e-14,3.7696666703451486e-24,1.7953233344033813e-12,7.9632017792325301e-26,7.3976542616855772e-38,3.3250957976122492e-26,7.4578272238396512e-44,8.9012669243347847e-19,2.6110253913405786e-19,2.6512725954742137e-17,1.055536227050417e-16,2.9173371071416763e-19,1.3549858808626744e-13,6.3684524765181932e-21,2.7747395724455171e-27,7.9899286479132104e-23,8.6969620628837184e-22,1.0786054402356465e-19,2.9947988495481028e-19,3.4515474642000885e-27,9.5144989031003865e-29,4.5293370465691695e-28,5.0348378393121381e-36,2.2737678700480909e-38,1.4037267361631106e-36,3.3751053396975482e-60,1.0630274328219751e-51,4.0736360591666346e-27,1.8156752424418489e-21,4.7680049526716434e-24,1.058226146098198e-25,9.5162237472518571e-32,1.2768748407829454e-22,2.9862682596898379e-27,8.3664758591086091e-40,1.6421811131817988e-17,1.7618827797841916e-19,1.3147585661635825e-21,2.3783837856995547e-26,4.8550513400969706e-37,5.0265865199387914e-42,7.6523053047319644e-34,0.88168480800000004,0.0,0.0094599999939715233,0.10884999999909339,2.1680525098833705e-12,1.6706704946853113e-12,2.3358452692242195e-12,3.7695896693725367e-15,2.9600857837899713e-15,1.4856898034523505e-15,2.4288236245961034e-13,1.8685772193286896e-13,7.9784042090895875e-16,7.1014653295179676e-16,7.2239918479795154e-14,3.4262010115314821e-16,2.1235349693791523e-17,5.4426243241927303e-15,3.8373152192656098e-15,4.2455429109809022e-15,7.4455126700958001e-15,4.3511196211294473e-15,1.2882487294022911e-12,7.685504941007138e-16,1.7063325159804618e-13,1.5560025522271999e-13,2.8555055415230803e-14,3.2698041723535443e-18,8.8100709856669976e-17,5.818475589491378e-16,9.5614646064784888e-16,9.7785581936574522e-16,1.3552548525917101e-16,4.0184112515838631e-19,1.5419409433166447e-18,2.1472163196259125e-18,2.0889661150946239e-19,4.7560657264255912e-18,7.8228646341777671e-23,2.8882490368063486e-21,3.4076426584693591e-22
3.801087000000001e-09,0.003150657293592752,1.4421542012615243e-14,4.1590635507202788e-17,4.1136964184262114e-16,2.3443326294518976e-16,5.6781286401353896e-18,0.0,0.0,4.1952167361302089e-14,4.0417679452376538e-19,2.1499121238924894e-23,1.0491766800003108e-25,3.4418107454067321e-32,2.2380901450842528e-16,1.0404829591904502e-24,1.9764386621444226e-12,4.718068268677161e-16,1.1691730352556824e-24,7.9062054554137663e-27,2.567506393316074e-13,2.806041486491684e-23,4.7808362218928283e-27,5.4815201223040543e-22,8.4665326863304008e-19,1.0260965444637044e-28,5.7134812307221359e-14,8.8309813911484178e-24,2.0630395795762647e-12,1.2089020574792504e-25,1.1925965189675015e-37,5.363963561257361e-26,1.5173971708269868e-43,1.3848817542004687e-18,3.6580139966202026e-19,3.5439650656522436e-17,1.4149056772917906e-16,3.5057467594800793e-19,1.8090826166108953e-13,1.3197792399598106e-20,4.1044933331683581e-27,1.1361945975300721e-22,1.2231941901805846e-21,1.4955984960162839e-19,3.6176651834638814e-19,6.0361098103544985e-27,1.6066659815960154e-28,8.0069457913469305e-28,9.7829499557581592e-36,4.7944666534847097e-38,2.4316732360920762e-36,1.0249499385664706e-59,2.4274441150710178e-51,7.8121905301351718e-27,2.506038573067927e-21,7.6453778641976953e-24,1.5759408347917807e-25,1.9790363997921776e-31,2.0001501738647684e-22,5.1234948989480524e-27,1.4791120410732731e-39,2.5417993083644229e-17,2.0338539183257641e-19,1.7590171091422364e-21,3.3077099866406739e-26,7.8610470313386461e-37,1.2584031974355372e-41,1.3163535087681233e-33,0.88168480800000004,0.0,0.0094599999930068332,0.10884999999880654,2.4737315154547851e-12,1.9025118901515606e-12,2.6930580535855678e-12,4.3579559197224127e-15,3.4077823122310137e-15,1.7096245463823578e-15,3.185952248316022e-13,2.4393933521366692e-13,9.7562937536855005e-16,8.7268247745401233e-16,9.6570827029538103e-14,4.2053580993342082e-16,2.8767602842566802e-17,7.3087127245696637e-15,5.1557441637616474e-15,5.6929272131453372e-15,1.0434977355999858e-14,6.2339531403059831e-15,1.4390250752150885e-12,8.8442765566352697e-16,2.1991457195590689e-13,2.0037687824142415e-13,3.9968889344620283e-14,4.8380851240937416e-18,1.1581269366089825e-16,9.1122077443507511e-16,1.2021458118511069e-15,1.4372363666047459e-15,2.1682582867212077e-16,6.4545319626531334e-19,2.8573014712516047e-18,3.9823487361740444e-18,3.6516626780556809e-19,8.615605273871669e-18,1.4190158982711747e-22,6.1175664873659676e-21,6.9000361724036079e-22
