Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49)
2.62143e-10,0.3000735888638811,89.099999999999994,0.0,0.0,0.0,0.99999999999995881,11.0,1.7478623963049424e-14,1.1849232083825493e-15,1.7470343390000631e-14,1.6924799414769041e-14,1.693469857119133e-14,5.4852839268383693e-15,5.5406494386544691e-15,5.0279084641167978e-16,4.182832930921234e-16,2.0902110508399889e-16,2.4251918741636018e-17,4.5906984227693634e-17,2.0203148335695381e-17,1.0079509349976823e-17,3.8963841697422721e-17,2.6161323535091063e-17,2.6046884555286745e-17,8.5559540933931009e-17,3.5284595935965267e-18,1.2720428315862198e-17,2.5242648508702664e-17,8.1979676861691432e-18,8.1394661886960738e-21,5.3367471162275724e-19,3.1268766194914185e-22,4.881628730391813e-21,2.9101973559652567e-21,1.1170267259744402e-22,3.8992107337380749e-22,1.4498398292853543e-23,1.6550906272356491e-20,1.2635745614783848e-18,6.3708137968648869e-22,5.0639204760761064e-26,7.5829804327527103e-24,3.4511129564714528e-26,7.5829804327527103e-24,5.6259661152092053e-19,7.849531695466299e-22
5.24287e-10,0.3000735888638812,89.099999999999994,0.0,0.0,0.0,0.99999999999991762,10.999999999999998,3.4912677440321556e-14,2.3728420922316502e-15,3.4879664266387261e-14,3.3774267578252549e-14,3.3813566682526777e-14,1.0779765180202014e-14,1.0996080902810692e-14,9.6130651173610878e-16,7.9974888829239612e-16,3.9942729295261497e-16,9.2574317552260499e-17,1.8235693419396804e-16,7.7226892142716174e-17,3.8449481780630137e-17,1.5551120533702871e-16,1.0451825420751101e-16,1.0400827819317505e-16,3.2385821446251187e-16,2.6603754883087198e-17,5.073522679063857e-17,1.0078486593936199e-16,3.2299473074912865e-17,6.2159390849411855e-20,2.1749353070303798e-18,4.7475881331621365e-21,3.7775767917129173e-20,2.2304012656385873e-20,1.700667123168567e-21,5.6718240321265776e-21,4.1938510963688238e-22,1.194864500729621e-19,2.1364773377927243e-18,9.1619784433398393e-21,1.0816247493019688e-24,1.1639344098627748e-22,1.4788513924309078e-24,1.1639344098627748e-22,2.2296159690746946e-18,6.2666919891714453e-21
7.864310000000001e-10,0.30007358886388136,89.099999999999994,0.0,0.0,0.0,0.99999999999987643,10.999999999999996,5.2313340021920366e-14,3.5628702114377773e-15,5.2243345556663879e-14,5.0567515612282172e-14,5.0650599132163393e-14,1.5936323824539786e-14,1.6388627559927158e-14,1.3900263062647942e-15,1.1563570178061286e-15,5.7727538196419357e-16,1.90552199047517e-16,3.8565693728626474e-16,1.591103769651058e-16,7.9105506613184055e-17,3.2995799287351884e-16,2.219147330713348e-16,2.2075467179841165e-16,6.6273102593496567e-16,7.3543943299816816e-17,1.0759942793794718e-16,2.1389568803036496e-16,6.7926577758996238e-17,1.7314907948980945e-19,4.6767536357402042e-18,1.7045809955703752e-20,1.0598955938992736e-19,6.2253320496625475e-20,6.1139206418064958e-21,1.994510324284759e-20,1.8379204880970721e-21,3.2225639149322159e-19,2.8488031870466173e-18,3.2047493576162634e-20,4.2567007352977448e-24,4.2009719952429947e-22,7.1630078089056445e-24,4.2009719952429947e-22,4.7088828327560896e-18,1.7897657046129499e-20
9.999999999999999e-10,0.3000735888638814,89.099999999999994,0.0,0.0,0.0,0.9999999999998429,10.999999999999995,6.6462521902301838e-14,4.5340574401578367e-15,6.6352475808794946e-14,6.4203384355396911e-14,6.4333711696058169e-14,2.0028165321838696e-14,2.0731357350720571e-14,1.7169754656350553e-15,1.4282116189355676e-15,7.1273914704503017e-16,2.9259798655469272e-16,6.0508918699062836e-16,2.4449787009111375e-16,1.2142104842607822e-16,5.1906968809660823e-16,3.4929558197542424e-16,3.4737103321078879e-16,1.0128448728127494e-15,1.3623452444283986e-16,1.6920801321703293e-16,3.3655601616823981e-16,1.0609612232562038e-16,3.2278813210514537e-19,7.4324789617010917e-18,3.7608882865700847e-20,1.9870477384033674e-19,1.1623790485321352e-19,1.35032737520877e-20,4.3258345733893441e-20,4.6421883801083174e-21,5.8529740085350967e-19,3.3449909984929121e-18,6.9213231543096818e-20,9.9251554914811793e-24,9.3088958485859605e-22,1.9363228742126381e-23,9.3088958485859605e-22,7.3812181933112208e-18,3.4039587813767605e-20
1.0485750000000002e-09,0.3000735888638814,89.099999999999994,0.0,0.0,0.0,0.99999999999983524,10.999999999999995,6.9680669245031985e-14,4.7549482044311035e-15,6.9561513646670628e-14,6.7304781675217696e-14,6.7445854342187496e-14,2.095883035623646e-14,2.1719085436668399e-14,1.7913381091667033e-15,1.4900433325731395e-15,7.435495754723848e-16,3.1580769455614003e-16,6.5499774829582507e-16,2.6391874802094376e-16,1.3104546696791412e-16,5.6208201945303943e-16,3.7826759914793612e-16,3.7616917224597777e-16,1.0924761868709156e-15,1.5049312460963547e-16,1.8322051985391194e-16,3.64454378942319e-16,1.1477755842975433e-16,3.5682264545113662e-19,8.0592523122742134e-18,4.2285831611085786e-20,2.1979229844329256e-19,1.2851637778290502e-19,1.5183938208689138e-20,4.8560804208684075e-20,5.2800024488844386e-21,6.4512451541449974e-19,3.4578459678049564e-18,7.7666357800858212e-20,1.1214411843206441e-23,1.0470662777195152e-21,2.2138096498360674e-23,1.0470662777195152e-21,7.9890249917649606e-18,3.7710974049775768e-20
1.5728630000000002e-09,0.30007358886388164,89.099999999999994,0.0,0.0,0.0,0.99999999999975275,10.999999999999988,1.043372774522233e-13,7.1438056608232422e-15,1.040914238092208e-13,1.0064865149819574e-13,1.0093850467726363e-13,3.0700748253846808e-14,3.2236712202820199e-14,2.5363069242339898e-15,2.1090436056749642e-15,1.0516890000302488e-15,6.236956459622728e-16,1.3462027359693378e-15,5.2191756979120208e-16,2.5860875562873383e-16,1.1610117064719693e-15,7.821442010586791e-16,7.773886620117051e-16,2.138375826787247e-15,3.9110577137203543e-16,3.7820266624241079e-16,7.5308701884126521e-16,2.339181002848103e-16,9.3851389558604968e-19,1.6945062018618412e-17,1.4256290828465509e-19,5.8377535802932867e-19,3.3897641679910047e-19,5.1284180582050399e-20,1.5868059855543129e-19,2.1711214844522512e-20,1.6182724393158353e-18,4.536613831148405e-18,2.5191908986380916e-19,4.0605891373647175e-23,3.5580117631727438e-21,1.0058924772014776e-22,3.5580117631727438e-21,1.6396771875460686e-17,1.0281750691352449e-19
2.0971510000000003e-09,0.3000735888638819,89.099999999999994,0.0,0.0,0.0,0.99999999999967026,10.999999999999982,1.3887179440103367e-13,9.5399528379582815e-15,1.384550105116314e-13,1.3378858049902471e-13,1.3427803705919951e-13,3.998007639262977e-14,4.2532482706158209e-14,3.1976685834504271e-15,2.6577391161187075e-15,1.3243666852951181e-15,1.0147840475209012e-15,2.2736879890098747e-15,8.5023921685823309e-16,4.2045588601630591e-16,1.9702170928253223e-15,1.3285886691631549e-15,1.3198387542205188e-15,3.4494769887694933e-15,7.8315817319492337e-16,6.4141283041933793e-16,1.2784329183357897e-15,3.919463887966094e-16,1.9001486305750329e-18,2.9206053519321121e-17,3.4573354548674977e-19,1.1917432972650906e-18,6.8798217649075249e-19,1.2455262349428699e-19,3.7489854068974843e-19,6.0269722872781278e-20,3.1406139202793591e-18,5.4669335769803362e-18,5.9163446355508706e-19,1.0295665919847978e-22,8.6852311366285242e-21,2.9822120856258293e-22,8.6852311366285242e-21,2.7666445170410612e-17,2.147905489110095e-19
2.621439e-09,0.30007358886388213,89.099999999999994,0.0,0.0,0.0,0.99999999999958777,10.999999999999973,1.7327589749730619e-13,1.1943807228894476e-14,1.72641230436625e-13,1.6671151450565461e-13,1.6745394444924882e-13,4.878696497752937e-14,5.2595646586768416e-14,3.7815324363475757e-15,3.1409827471802979e-15,1.5640538823444634e-15,1.4829862003903869e-15,3.4491470157877157e-15,1.2440376187441301e-15,6.1396435259078036e-16,3.0032654531094909e-15,2.0272319242393457e-15,2.0128340424616768e-15,4.9968172031958873e-15,1.3640992128432817e-15,9.7713750019482537e-16,1.9494609338151946e-15,5.8980478144630633e-16,3.3479961553574079e-18,4.517344961794541e-17,7.1195366535312117e-19,2.1164504654558385e-18,1.2151143133535075e-18,2.5685225744187151e-19,7.5187457245410066e-19,1.3938223178273521e-19,5.3026301656171499e-18,6.3278058405638406e-18,1.1796754907955617e-18,2.1945116417288569e-22,1.8003583211681922e-20,7.3081108788149359e-22,1.8003583211681922e-20,4.194297793562431e-17,3.9039462449495288e-19
3.670015e-09,0.3000735888638826,89.099999999999994,0.0,0.0,0.0,0.9999999999994228,10.999999999999952,2.4168742991609405e-13,1.6774858596378456e-14,2.4047604978834813e-13,2.3190262125615839e-13,2.3330772962695016e-13,6.5095916033594858e-14,7.2042683135853502e-14,4.7750660332979912e-15,3.9590190652520793e-15,1.9686703653308037e-15,2.5926857851902996e-15,6.5258400703580817e-15,2.180199299977433e-15,1.0714241741827003e-15,5.7452995767875965e-15,3.8869533372996534e-15,3.8547268272656338e-15,8.5708027405874117e-15,3.2185735174552021e-15,1.8668921886468549e-15,3.7323792752834924e-15,1.0961308283738543e-15,8.1499423937427874e-18,8.8865451876185592e-17,2.3841369248781942e-18,5.2410611389666788e-18,2.9747448387786133e-18,8.6351620113033966e-19,2.3281701086067056e-18,6.0508322295424365e-19,1.1640991052359206e-17,8.0095043763981308e-18,3.5992022553019882e-18,7.8143837847619512e-22,6.1518339962210837e-20,3.7235208515934374e-21,6.1518339962210837e-20,7.9382540415622628e-17,1.0263134920834552e-18
4.718591e-09,0.300073588863883,89.099999999999994,0.0,0.0,0.0,0.99999999999925782,10.999999999999925,3.0957547709948051e-13,2.1636768191350375e-14,3.0760295416690851e-13,2.962339873116212e-13,2.9850409823343179e-13,7.9788160285730327e-14,9.0617324463872753e-14,5.5786301194802145e-15,4.6143128539849223e-15,2.2913306741673632e-15,3.891351314118878e-15,1.0536052033884526e-14,3.2792884065502994e-15,1.6050505389898027e-15,9.3751709705188499e-15,6.3565696289832387e-15,6.2965578490578109e-15,1.2627649614316073e-14,6.0403798254051035e-15,3.0429032456055726e-15,6.0951694912558548e-15,1.7399245472610557e-15,1.5758004370884196e-17,1.4834521096831499e-16,5.7630822318944061e-18,1.0267944515669643e-17,5.7792860532747656e-18,2.0936016120226557e-18,5.2723190666829909e-18,1.7128776329970338e-18,2.0522406219713057e-17,9.654248383895368e-18,8.0598063691366794e-18,1.9548735258131715e-21,1.512081489183917e-19,1.1682229668035254e-20,1.512081489183917e-19,1.2838381698117021e-16,2.1195573554383396e-18
5.767167e-09,0.30007358886388336,89.099999999999994,0.0,0.0,0.0,0.99999999999909284,10.999999999999893,3.7694391626949718e-13,2.65293938831872e-14,3.7402948637094747e-13,3.5971825582884199e-13,3.6304775563528835e-13,9.302407961574381e-14,1.0836109439717936e-13,6.2447483896720562e-15,5.1507201618681995e-15,2.554088201468207e-15,5.3267068536649735e-15,1.543748328161542e-14,4.4974989948710516e-15,2.1927545941913232e-15,1.3880172500599243e-14,9.4310456780834657e-15,9.3313763111962899e-15,1.697559161229616e-14,9.8747943595259132e-15,4.5004280143521543e-15,9.0307038055038351e-15,2.5081198818033185e-15,2.653678096626482e-17,2.2381712305411087e-16,1.156877847261405e-17,1.7473597684342572e-17,9.7738619778923674e-18,4.213433281576236e-18,9.9644716209640333e-18,3.8584579079201835e-18,3.1708776032305797e-17,1.1283049568842409e-17,1.5090710196456996e-17,4.0159994617912123e-21,3.0825657157381377e-19,2.8635766221991276e-20,3.0825657157381377e-19,1.8865127665516836e-16,3.7887181511895353e-18
6.8157430000000004e-09,0.30007358886388374,89.099999999999994,0.0,0.0,0.0,0.99999999999892786,10.999999999999856,4.437967348033731e-13,3.1452614290321542e-14,4.3976328918165447e-13,4.2236802766703686e-13,4.2694370166014867e-13,1.0495225902738493e-13,1.2531478349275847e-13,6.8135571042036251e-15,5.6020523838354456e-15,2.77389544182161e-15,6.8588175223755672e-15,2.1188559210255775e-14,5.8010702674815523e-15,2.8176429721291987e-15,1.9247513210814434e-14,1.3105274375782648e-14,1.2952139280970836e-14,2.1474567325238986e-14,1.4726335333435451e-14,6.2348251841447837e-15,1.2531761985351793e-14,3.388511036824667e-15,4.078172550528638e-17,3.1535762412031285e-16,2.0586563996011476e-17,2.7079418684650846e-17,1.5078726915031786e-17,7.5148689536037203e-18,1.6734490925201068e-17,7.5167879875184359e-18,4.489689104113506e-17,1.2897577233139402e-17,2.5138609709593308e-17,7.2697566977467463e-21,5.5677083407050001e-19,6.0173932358744579e-20,5.5677083407050001e-19,2.599422721081205e-16,6.1543886465260055e-18
8.912895000000001e-09,0.3000735888638845,89.099999999999994,0.0,0.0,0.0,0.99999999999859801,10.999999999999771,5.759702925481115e-13,4.1390422648714989e-14,5.6918049293282955e-13,5.452089682861031e-13,5.5281180989927295e-13,1.2535386318341224e-13,1.569924013453175e-13,7.7518909184991642e-15,6.3286743403648454e-15,3.1241856652435071e-15,1.0121189921418499e-14,3.5096326594818511e-14,8.5852923448983323e-15,4.1399491107915958e-15,3.2523191353521561e-14,2.2234353287443075e-14,2.1925905798447695e-14,3.0631516144055862e-14,2.7348249923200545e-14,1.0518233189941668e-14,2.1204223727924279e-14,5.4470014753602034e-15,8.0455917812545163e-17,5.4643399539526956e-16,5.1292673284701997e-17,5.4030486618293449e-17,2.9949219579920281e-17,1.8796761439477206e-17,3.7357376391283758e-17,2.1377654021347273e-17,7.6177242358974526e-17,1.6076992888204537e-17,5.5388136409286136e-17,1.8548058829260299e-20,1.4277307784799363e-18,1.9642967696102544e-19,1.4277307784799363e-18,4.3494474935307672e-16,1.34126789278597e-17
9.999999999999999e-09,0.3000735888638852,89.099999999999994,0.0,0.0,0.0,0.99999999999842704,10.999999999999719,6.4369004503090521e-13,4.6589606922792355e-14,6.3520688224668256e-13,6.0762187626597788e-13,6.1706033111584517e-13,1.3436750727096795e-13,1.7232173304532802e-13,8.176962096721023e-15,6.6501075025922395e-15,3.2774142639396402e-15,1.1873321054008812e-14,4.3487829581420766e-14,1.0084429175421125e-14,4.8452530459201524e-15,4.0711854041534528e-14,2.7890174303078916e-14,2.7471851850983127e-14,3.5331254404685734e-14,3.5324785250449565e-14,1.3157093776913797e-14,2.6561141589509278e-14,6.6493910110436539e-15,1.0729224759929716e-16,6.9120301979404293e-16,7.562766553211748e-17,7.2313131970821875e-17,4.0063613158432505e-17,2.7763107028143566e-17,5.2151407679560747e-17,3.3189161883752812e-17,9.4399325106499835e-17,1.769861804581379e-17,7.6890626346448909e-17,2.7596284840514306e-20,2.1357482251945042e-18,3.2549003630436006e-19,2.1357482251945042e-18,5.4234282370284095e-16,1.8752534034926245e-17
1.1010047000000002e-08,0.3000735888638852,89.099999999999994,0.0,0.0,0.0,0.99999999999826816,10.999999999999668,7.0612810621104825e-13,5.144929782114077e-14,6.9591423618384764e-13,6.6485258855876646e-13,6.7615094440996415e-13,1.4193850673079337e-13,1.8594420686223822e-13,8.5605853288724659e-15,6.9374850355972592e-15,3.413660845045773e-15,1.3512534700401166e-14,5.1959248913798824e-14,1.1489030648771106e-14,5.5016778014248551e-15,4.9103797874492935e-14,3.3703702944297048e-14,3.3162912169548297e-14,3.9590051375859817e-14,4.3553858321461009e-14,1.5859518529317756e-14,3.2056257473915184e-14,7.8366932381574388e-15,1.3630680742231939e-16,8.4087883061029936e-16,1.0446150438269563e-16,9.2090544131428925e-17,5.1036518705317875e-17,3.8403892840084883e-17,6.8642673868176027e-17,4.7717500568952957e-17,1.1221477509847004e-16,1.9188811979723801e-17,1.0073110327988725e-16,3.8385969600057136e-20,2.9871361009356444e-18,4.9330124538176326e-19,2.9871361009356444e-18,6.521358018132706e-16,2.4831538220580823e-17
1.3107199000000003e-08,0.3000735888638858,89.099999999999994,0.0,0.0,0.0,0.99999999999793832,10.999999999999549,8.3430370011538322e-13,6.1628343688662229e-14,8.2002606109145888e-13,7.8139602519169417e-13,7.9700760934590013e-13,1.5551521320451112e-13,2.1245196044571052e-13,9.3275551833758448e-15,7.5058258553655462e-15,3.6806526834066105e-15,1.694567364948347e-14,7.1489339876407508e-14,1.4435325363086856e-14,6.8659392508275875e-15,6.8888995628268396e-14,4.7471733013451753e-14,4.6606530995132756e-14,4.8148658405901156e-14,6.2809406235806698e-14,2.2226110686811508e-14,4.5029865157278257e-14,1.0489615530627608e-14,2.0948223679653555e-16,1.1973496560562452e-15,1.8703715458743886e-16,1.4175865195414388e-16,7.8840926403955039e-17,6.8949927922050117e-17,1.1129637676361251e-16,9.133375670740221e-17,1.5134278901923036e-16,2.2231888772220734e-17,1.6199175372562358e-16,6.9547209567315388e-20,5.4910963324033254e-18,1.0538353494321589e-18,5.4910963324033254e-18,9.1059145601721366e-16,4.1371497970174882e-17
1.5204351000000004e-08,0.30007358886388646,89.099999999999994,0.0,0.0,0.0,0.99999999999760847,10.999999999999412,9.6052997651942025e-13,7.1926730877998336e-14,9.4157536210540159e-13,8.9493154599706732e-13,9.1542952402735596e-13,1.6668386603065221e-13,2.3676150064248962e-13,1.0071779705369681e-14,8.0523452184404852e-15,3.9342122296680356e-15,2.040209447050537e-14,9.3434803708807426e-14,1.7405881418800791e-14,8.2251210843608353e-15,9.1783227085080309e-14,6.3498012372967642e-14,6.220215868445782e-14,5.6350429441951881e-14,8.4527650513257594e-14,2.9588907029489758e-14,6.0069151412873741e-14,1.3354845335750272e-14,3.0077267152031178e-16,1.6141985058135855e-15,3.0573410229128805e-16,2.0305982739517816e-16,1.1371686154145664e-16,1.1297346723163488e-16,1.651648409065539e-16,1.5675251715001301e-16,1.9271036175477778e-16,2.5209153619619013e-17,2.3886555186779473e-16,1.147236197610078e-19,9.2159702475535501e-18,2.0144989826516491e-18,9.2159702475535501e-18,1.2097131572067213e-15,6.3951935684287216e-17
1.7301503000000005e-08,0.3000735888638871,89.099999999999994,0.0,0.0,0.0,0.99999999999727862,10.999999999999265,1.0848384585450526e-12,8.2343714831027962e-14,1.0606183959505856e-12,1.0055457023737673e-12,1.0314639829920814e-12,1.7587579023509831e-13,2.590820995131888e-13,1.078979556159833e-14,8.5753948719591919e-15,4.1734583915793588e-15,2.3885625420322579e-14,1.1758077542200454e-13,2.0402670493558391e-14,9.5813356680439369e-15,1.1769701082942278e-13,8.1743956972380896e-14,7.9898118955977696e-14,6.4293133623180912e-14,1.082200511592767e-13,3.7922166611682953e-14,7.7121262370637553e-14,1.6395580987128509e-14,4.1083199441696784e-16,2.089949917582417e-15,4.6674275876182341e-16,2.7578450268298876e-16,1.5595589321329967e-16,1.7281987207690923e-16,2.2966882639048361e-16,2.4769071225255692e-16,2.3607758423024479e-16,2.8122185697873247e-17,3.3052779668506233e-16,1.7640417051334773e-19,1.4448147002771271e-17,3.5423197769349161e-18,1.4448147002771271e-17,1.5490333398633149e-15,9.3436064357781954e-17
1.9398655000000006e-08,0.3000735888638875,89.099999999999994,0.0,0.0,0.0,0.99999999999694877,10.999999999999101,1.2072596291040142e-12,9.2878612178880018e-14,1.1772092381032402e-12,1.1133213390615525e-12,1.1451575076138618e-12,1.8343391976322925e-13,2.7959832024310567e-13,1.1487525059234164e-14,9.0802945023933912e-15,4.4011441310898993e-15,2.7390729797767917e-14,1.4373735534010465e-13,2.3420679204838715e-14,1.0932884456900897e-14,1.4654499131502063e-13,1.0217224316850358e-13,9.9644771636449922e-14,7.2014584665923984e-14,1.3353804565149967e-13,4.7202149552127352e-14,9.6135493552182696e-14,1.9582663017105424e-14,5.403250968898326e-16,2.6234750135901422e-15,6.7578131551505317e-16,3.5971017144384945e-16,2.0584831014884774e-16,2.5065393471596912e-16,3.0428909178193598e-16,3.6696060292689163e-16,2.81328181620771e-16,3.0972788955453058e-17,4.3623629878629464e-16,2.5688498531739772e-19,2.1480514161242132e-17,5.8290965438127795e-18,2.1480514161242132e-17,1.928064933309411e-15,1.306474565531803e-16
2.1495807000000007e-08,0.30007358886388796,89.099999999999994,0.0,0.0,0.0,0.99999999999661893,10.999999999998922,1.3278235066384666e-12,1.0353078385426932e-13,1.2914008431636194e-12,1.2183392023068191e-12,1.2565562309013691e-12,1.8965465955483867e-13,2.9847808011969501e-13,1.2180322758948101e-14,9.5802410189427034e-15,4.623962946889959e-15,3.0902463430200799e-14,1.7173143663099584e-13,2.6447009717569399e-14,1.227407431706808e-14,1.782441259288753e-13,1.2474610247585857e-13,1.2139353587377879e-13,7.9505216292935227e-14,1.6022249530132733e-13,5.7406179157957751e-14,1.1706232041764906e-13,2.2890996853568784e-14,6.8991754741893914e-16,3.2138701690287827e-15,9.3825139947633949e-16,4.5465788472071352e-16,2.6368375262635278e-16,3.4851671947618945e-16,3.8873506957614817e-16,5.1667310336203279e-16,3.282037163629855e-16,3.3762272092036235e-17,5.5548123529735301e-16,3.58330031042739e-19,3.0616137827535286e-17,9.0911489354290017e-18,3.0616137827535286e-17,2.3462889947045944e-15,1.7638700575227069e-16
2.3592959000000008e-08,0.30007358886388846,89.099999999999994,0.0,0.0,0.0,0.99999999999628886,10.999999999998735,1.4465600781911823e-12,1.1429961627119129e-13,1.4032458055993698e-12,1.3206790234956959e-12,1.3657064091544724e-12,1.9480399113577504e-13,3.1587953440849793e-13,1.2878736898854261e-14,1.0084627104854042e-14,4.8466569216129369e-15,3.4410665443596861e-14,2.0139973629868142e-13,2.9472565227394834e-14,1.3601174442130262e-14,2.1271237834245547e-13,1.494288572278485e-13,1.4509618445582376e-13,8.6771560599881099e-14,1.8802587067659013e-13,6.851212420136245e-14,1.3985265988870438e-13,2.6298019683688391e-14,8.6022195609494194e-16,3.8602418956899901e-15,1.2594235598775931e-15,5.604327891377353e-16,3.2973139004935768e-16,4.683986781300582e-16,4.8276641218573222e-16,6.9868568775190588e-16,3.7641033142850781e-16,3.6492015252447122e-17,6.877545621374736e-16,4.8285036444862332e-19,4.2168884116807965e-17,1.3563573716846363e-17,4.2168884116807965e-17,2.8032100183711068e-15,2.3144616390296525e-16
2.569011100000001e-08,0.30007358886388885,89.099999999999994,0.0,0.0,0.0,0.9999999999959589,10.999999999998538,1.5634992600761113e-12,1.2518452309397613e-13,1.5127962293258258e-12,1.4204192239935529e-12,1.4726544690648946e-12,1.9910704385070463e-13,3.3195032985124723e-13,1.3580776340184797e-14,1.0592280519516365e-14,5.0686791641140298e-15,3.7917662996679674e-14,2.3258955477360879e-13,3.2498807738845269e-14,1.491572627540824e-14,2.4986898505423983e-13,1.7618400946341601e-13,1.707049641046998e-13,9.3864741666174331e-14,2.166933683108368e-13,8.0498571083455889e-14,1.6445798584006201e-13,2.9784507030425516e-14,1.0517713254378066e-15,4.5616470453650225e-15,1.6444438706655766e-15,6.7676691706536526e-16,4.0422768904476467e-16,6.1224462312322203e-16,5.8601222958261786e-16,9.1475793062982189e-16,4.2580674828826991e-16,3.9163481658668732e-17,8.3235423062446519e-16,6.3251014366486239e-19,5.6463406670423777e-17,1.9499781328964747e-17,5.6463406670423777e-17,3.2983920914536186e-15,2.9660498295692122e-16
2.988441500000001e-08,0.30007358886388963,89.099999999999994,0.0,0.0,0.0,0.99999999999529909,10.999999999998108,1.7921014387109688e-12,1.4730047830803667e-13,1.7252134060449317e-12,1.6123988577682836e-12,1.6801260548414116e-12,2.0579522118008704e-13,3.6059863440533368e-13,1.4992108459180074e-14,1.1614392987820332e-14,5.509653013456115e-15,4.4932964632329388e-14,2.9901587344105117e-13,3.855744335106932e-14,1.7511721081423653e-14,3.3194076147891216e-13,2.3577019922932034e-13,2.2745784197440849e-13,1.0765717907202158e-13,2.7593407198785865e-13,1.0703421151048677e-13,2.1892811643777612e-13,3.6942856055905242e-14,1.5005700687170751e-15,6.1265803385538809e-15,2.6247906177565862e-15,9.3994810234895105e-16,5.7942927504929016e-16,9.7891237539850939e-16,8.187120784852118e-16,1.4536678130340125e-15,5.2802138497542905e-16,4.4337292885257323e-17,1.155781293613575e-15,1.0147664852909286e-18,9.4619791688494507e-17,3.6896789991384534e-17,9.4619791688494507e-17,4.4018555891098384e-15,4.6018390863438731e-16
3.3659288600000006e-08,0.30007358886389024,89.099999999999994,0.0,0.0,0.0,0.99999999999470512,10.999999999997687,1.9919840021883334e-12,1.6759691686010023e-13,1.9090344160217127e-12,1.7770200942946353e-12,1.859771084423925e-12,2.1021147922198474e-13,3.8297779857266097e-13,1.6253745083913641e-14,1.2527796027469202e-14,5.896470869802227e-15,5.126671103806294e-14,3.628096092116261e-13,4.403291380379128e-14,1.9821333824770239e-14,4.1424871642347657e-13,2.9613526783973563e-13,2.8460336588777716e-13,1.197946007044003e-13,3.3072400745348632e-13,1.3373686825612973e-13,2.7370246321819719e-13,4.3546682887058285e-14,1.9817291237884502e-15,7.716308309747064e-15,3.7704449347677109e-15,1.2099497929015441e-15,7.6802104410704891e-16,1.4078423217324717e-15,1.0563083345585606e-15,2.0643282436698228e-15,6.2384659978587021e-16,4.8808315033614971e-17,1.4822543311256706e-15,1.4627901882998082e-18,1.417828748153235e-16,6.0578743398920789e-17,1.417828748153235e-16,5.5217282646816877e-15,6.4920462746629289e-16
3.7434162200000005e-08,0.30007358886389074,89.099999999999994,0.0,0.0,0.0,0.99999999999411104,10.999999999997236,2.1864832428208502e-12,1.8826231269812313e-13,2.0861713327427423e-12,1.9343241729680391e-12,2.032972525593306e-12,2.1361873780187044e-13,4.0268857235842886e-13,1.7514466324774076e-14,1.3440956386989373e-14,6.2773093762681597e-15,5.7614028432542671e-14,4.2981897730302031e-13,4.9525492967566276e-14,2.2106511542331649e-14,5.0413039487861042e-13,3.6267952023309349e-13,3.4723857541041247e-13,1.3173173187991058e-13,3.8638946187582243e-13,1.63005492930182e-13,3.3366499892334307e-13,5.0259832009181032e-14,2.538489716643628e-15,9.4745702312033762e-15,5.1895388150674182e-15,1.5097247176668967e-15,9.8696249883444649e-16,1.9395092918604827e-15,1.3193435419085717e-15,2.7963952781320191e-15,7.2291646605515014e-16,5.3111460169656491e-17,1.8390031724826466e-15,2.0189030198296495e-18,2.0326141507847597e-16,9.3911694203746208e-17,2.0326141507847597e-16,6.7592447526930146e-15,8.8193711085911618e-16
4.1209035800000003e-08,0.30007358886389124,89.099999999999994,0.0,0.0,0.0,0.99999999999351707,10.999999999996756,2.3757562013777119e-12,2.092946325633532e-13,2.2568860688898655e-12,2.084688517688238e-12,2.1999758680703943e-12,2.1634982183583416e-13,4.2017383010970851e-13,1.8781093139037033e-14,1.435963539213974e-14,6.655535835192471e-15,6.3969777206070992e-14,4.9957681617851212e-13,5.5030806269948852e-14,2.4367808765450563e-14,6.0119774871519314e-13,4.3521256923805791e-13,4.1512440192107004e-13,1.4350084721175175e-13,4.4259926756745851e-13,1.9474404976324785e-13,3.9857652028560322e-13,5.7053861875334146e-14,3.1728555211314581e-15,1.1398722709364085e-14,6.9027396878459118e-15,1.8377925478556739e-15,1.237135669898005e-15,2.5816714896643935e-15,1.6069367720946792e-15,3.6505731479383088e-15,8.2484805812892344e-16,5.7253939713190302e-17,2.2232632154168928e-15,2.6913423730938509e-18,2.8121351638623558e-16,1.3904409466298365e-16,2.8121351638623558e-16,8.1121462130313777e-15,1.1621349874323261e-15
