Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167)
3.5061660000000003e-10,0.4064132413978193,89.099999999999994,0.0,0.0,0.0,0.99999999998869793,10.999999999999901,4.8130721173658542e-12,5.0957591918484853e-14,4.7986099531790702e-12,4.6349423990526716e-12,4.6318369991506948e-12,1.7227729196657314e-12,1.7888455071956028e-12,2.1859412249577288e-14,1.7947258255779522e-14,8.973590588486014e-15,7.6360515797274825e-16,1.4458572938025665e-14,6.3174894373447616e-16,3.1440841106247229e-16,8.7790292106570449e-15,5.8759635758854067e-15,5.8360050343490967e-15,6.8275031051741455e-14,1.7138411093197389e-15,2.3351461965098274e-14,5.6283105264557387e-15,2.1199533248145394e-15,5.7309182374213425e-18,2.863565031129838e-16,1.182578518687259e-19,4.1979782209200785e-18,1.8646253813832261e-18,3.8439314041129334e-20,1.0248702102254027e-18,1.8927682404234721e-20,1.510514838385153e-18
4.55813068650728e-10,0.4064132413978328,89.099999999999994,0.0,0.0,0.0,0.99999999998530686,10.999999999999853,6.2576280097794974e-12,6.6413358703354901e-14,6.2333093516357447e-12,6.022861892676247e-12,6.0175738463781977e-12,2.2121856862561203e-12,2.3222316267330541e-12,2.8138242199585307e-14,2.3107885351643345e-14,1.1553837961340811e-14,1.2606680230590939e-15,2.4290864778526053e-14,1.0454325372545294e-15,5.1965442509143496e-16,1.4762586562983983e-14,9.8863453307597419e-15,9.8128117780547004e-15,1.1302841738861683e-13,3.6063267983246663e-15,3.9243263230580835e-14,9.4627130317946607e-15,3.5372352279444201e-15,1.2214967352904868e-17,5.1285042410306847e-16,3.1460621043525087e-19,8.9231283979108485e-18,3.9840369080878478e-18,1.024649173335345e-19,2.7028510463204145e-18,6.1173612202142502e-20,3.1785740387088836e-18
5.610095373014559e-10,0.4064132413978463,89.099999999999994,0.0,0.0,0.0,0.9999999999819158,10.999999999999796,7.7024023351384358e-12,8.1947055210235244e-14,7.6656692090364122e-12,7.40953526092482e-12,7.4014501911070364e-12,2.6894294861549174e-12,2.8540893950628538e-12,3.4299373100918889e-14,2.8173214089086636e-14,1.408637685799666e-14,1.8701391941669935e-15,3.665861672013294e-14,1.5544089989903566e-15,7.7173679489827331e-16,2.2299355448924358e-14,1.4941806899206337e-14,1.4821213486303506e-14,1.6812877120529128e-13,6.4882090417229424e-15,5.9242715646734088e-14,1.4291116711146746e-14,5.302181520556544e-15,2.2259025347470078e-17,8.2063750519303162e-16,6.8564931468572676e-19,1.6215298180664624e-17,7.2776224335577121e-18,2.2376187079708997e-19,5.8386565544281261e-18,1.5679665836297681e-19,5.7187440752905984e-18
6.662060059521838e-10,0.4064132413978598,89.099999999999994,0.0,0.0,0.0,0.99999999997852473,10.99999999999973,9.1473938044521058e-12,9.755884389838931e-14,9.0956936648791698e-12,8.7949719896047861e-12,8.7834590531549841e-12,3.1548275801028566e-12,3.3844296785670049e-12,4.0349069039102778e-14,3.3147816610818235e-14,1.6573469532279926e-14,2.5858469530363917e-15,5.1550098119677779e-14,2.1541057927446358e-15,1.0682477577153337e-15,3.1386246297821371e-14,2.10418449029854e-14,2.0858841481205675e-14,2.3309770830953218e-13,1.0524585954086738e-14,8.3335012176329184e-14,2.0110983123507659e-14,7.4064445369897696e-15,3.6559296208416763e-17,1.2177784462539805e-15,1.3039820720707875e-18,2.6559931919669607e-17,1.1981151508119721e-17,4.2637266469935719e-19,1.1010824629158273e-17,3.3997087933778476e-19,9.2765334205708293e-18
7.714024746029117e-10,0.4064132413978732,89.099999999999994,0.0,0.0,0.0,0.99999999997513367,10.999999999999655,1.0592601062451978e-11,1.132488960880248e-13,1.0523387026374164e-11,1.0179181615271812e-11,1.0163593384649678e-11,3.6087094605961109e-12,3.913263792163183e-12,4.6293550329923374e-14,3.8036262883856916e-14,1.9017373040496844e-14,3.4016625548141338e-15,6.8953105866248515e-14,2.8399527757632228e-15,1.4067913067963218e-15,4.2020071577125956e-14,2.8185943066742658e-14,2.7923228754486441e-14,3.0745827981537943e-13,1.5873155738669645e-14,1.1150495371236289e-13,2.6919669143274445e-14,9.8414983556825917e-15,5.5823193775695115e-17,1.7123512074643075e-15,2.2571162240353916e-18,4.0443765250879582e-17,1.8336456917379241e-17,7.3941329742290716e-19,1.890232351550293e-17,6.5802075853959491e-19,1.3990892538117386e-17
9.817954119043676e-10,0.40641324139789997,89.099999999999994,0.0,0.0,0.0,0.99999999996835165,10.99999999999948,1.3483658061864516e-11,1.4486440466986639e-13,1.3371795846892007e-11,1.2943951690552933e-11,1.2918214747368222e-11,4.4830556758094956e-12,4.9664536785557245e-12,5.7887390117799573e-14,4.7569912481522593e-14,2.3783113019066625e-14,5.3133977178496972e-15,1.112503864185179e-13,4.4548719923139327e-15,2.2020459508000429e-15,6.7917292594160351e-14,4.5604470508934761e-14,4.5123477495223324e-14,4.8277075165214252e-13,3.0994922487563402e-14,1.8002482757531981e-13,4.3494077907043026e-14,1.5674621481600983e-14,1.1165952730072263e-16,3.0208094624108863e-15,5.5369038577109026e-18,8.0457392555334777e-17,3.6840676628776167e-17,1.820466305746848e-18,4.5631496012793159e-17,1.9365461696278205e-18,2.7319075320056575e-17
9.999999999999999e-10,0.4064132413979242,89.099999999999994,0.0,0.0,0.0,0.9999999999677649,10.999999999999464,1.3733851414311865e-11,1.4761477713878477e-13,1.3617822556293998e-11,1.3182950959769401e-11,1.315620753217321e-11,4.5566792747221076e-12,5.0573042606883645e-12,5.8873201230494974e-14,4.8380426323825524e-14,2.4188241363844608e-14,5.49525356521198e-15,1.1537725364195304e-13,4.6090049897941219e-15,2.2778244374047703e-15,7.0447608548559353e-14,4.7307725113839604e-14,4.6803754997622038e-14,4.9951884970386784e-13,3.2606570843936515e-14,1.8671399422442862e-13,4.5112995773609984e-14,1.6238039538525923e-14,1.1771191129908625e-16,3.1555419553651922e-15,5.929808390784781e-18,8.4777709743306547e-17,3.8852526023661582e-17,1.9502756818356811e-18,4.8800487506449552e-17,2.1037854071026063e-18,2.8739510102697396e-17
1.171149055475678e-09,0.4064132413979242,89.099999999999994,0.0,0.0,0.0,0.99999999996224787,10.999999999999289,1.6086333993217703e-11,1.7358770019368308e-13,1.5927433424609956e-11,1.5428134102207898e-11,1.5390899692543778e-11,5.2336280808070033e-12,5.9092828868087408e-12,6.8016565189042517e-14,5.5896146207948985e-14,2.7944558924080258e-14,7.3225761746570726e-15,1.5778938518561158e-13,6.1623316363030552e-15,3.0404227012927901e-15,9.6484777806235448e-14,6.484677624631491e-14,6.4091193992805735e-14,6.6845233866475429e-13,5.0361137253633369e-14,2.5549495460943759e-13,6.1767106209956859e-14,2.1976596600603989e-14,1.8539237228802199e-16,4.6037907837849448e-15,1.0688179602485692e-17,1.3292154056646602e-16,6.1409558044181485e-17,3.5254298544890537e-18,8.6848022387915149e-17,4.2694088163663762e-18,4.4386919566861959e-17
1.3605026990469883e-09,0.4064132413979481,89.099999999999994,0.0,0.0,0.0,0.99999999995614408,10.999999999999069,1.8689687750802257e-11,2.0256723688735182e-13,1.8475584958074022e-11,1.7908473246742658e-11,1.785741375248219e-11,5.9516255946895272e-12,6.8474053575024182e-12,7.7887899711368678e-14,6.4005372571986101e-14,3.1996621821797955e-14,9.57426821009875e-15,2.1227892732400166e-13,8.0867845335152368e-15,3.982799097753329e-15,1.3001615007009847e-13,8.7463788174340191e-14,8.6347455531746741e-14,8.7811603920078091e-13,7.5838465257035231e-14,3.4395197279739659e-13,8.3203112074695393e-14,2.9227061574947353e-14,2.8530704713522198e-16,6.6131347661816436e-15,1.8715456865310977e-17,2.0352003911602031e-16,9.4875509561359522e-17,6.1926195761795713e-18,1.4997489519297476e-16,8.3635144758700038e-18,6.6838112502372277e-17
1.5498563426182987e-09,0.4064132413979721,89.099999999999994,0.0,0.0,0.0,0.9999999999500403,10.999999999998815,2.1293711052648829e-11,2.3180403711714885e-13,2.1016275872318428e-11,2.0385013033128012e-11,2.0317725191349687e-11,6.638687657026073e-12,7.7808861481051511e-12,8.7527307878233916e-14,7.1917486363299662e-14,3.5949026917340244e-14,1.2042938694277311e-14,2.7464887713157739e-13,1.0208341082826268e-14,5.0190433686209723e-15,1.6849356444237506e-13,1.1345240718998015e-13,1.11877743240367e-13,1.1097118783410205e-12,1.0789099092269115e-13,4.4531514624075345e-13,1.077866084653698e-13,3.7383056497005537e-14,4.1487861744930124e-16,9.0847275550836233e-15,3.048121538289793e-17,2.9440799179688453e-16,1.3850217619835188e-16,1.0117650673487957e-17,2.4086352364980026e-16,1.5031729279784597e-17,9.5079236158765794e-17
1.739209986189609e-09,0.40641324139799595,89.099999999999994,0.0,0.0,0.0,0.99999999994393651,10.999999999998533,2.3898395687797038e-11,2.6129910709614992e-13,2.3549531117120069e-11,2.2857793063039394e-11,2.2771805912618312e-11,7.2963299575783649e-12,8.7097884938882813e-12,9.6957237087092677e-14,7.9649999883694469e-14,3.9810309965306337e-14,1.4706468133394031e-14,3.4483106046192301e-13,1.2509495302829336e-14,6.1403286478768893e-15,2.118997869507376e-13,1.428095717121286e-13,1.4066782476173818e-13,1.3614404710499698e-12,1.46852758687036e-13,5.5950801650294183e-13,1.3550243552515889e-13,4.6404702405302018e-14,5.7731915822156292e-16,1.2050459140534607e-14,4.6918274526159193e-17,4.0749218150861591e-16,1.9348316326356037e-16,1.5623623278982363e-17,3.6552428676558212e-16,2.5267312169008045e-17,1.2940142108391634e-16
1.9285636297609192e-09,0.40641324139801976,89.099999999999994,0.0,0.0,0.0,0.99999999993783273,10.999999999998215,2.6503733447240772e-11,2.9105344715700707e-13,2.6075375439693475e-11,2.5326850064046736e-11,2.5219630443669056e-11,7.9259833366283782e-12,9.6341745995845156e-12,1.0619780734829649e-13,8.7218803568184401e-14,4.3588203704726563e-14,1.7545030356143884e-14,4.2275840574943249e-13,1.4974363616570372e-14,7.338707007855063e-15,2.6021792886132927e-13,1.7553222709001357e-13,1.7270359587762071e-13,1.6316704410746801e-12,1.929724761819095e-13,6.8645692164193088e-13,1.6633558737469133e-13,5.62542376667834e-14,7.756690295139835e-16,1.5539524058536139e-14,6.9008432066335092e-17,5.4450830246621058e-16,2.6096827530350732e-16,2.3054064873054233e-17,5.2997320949759177e-16,4.0219130702507198e-17,1.7001987734375017e-16
2.1179172733322294e-09,0.40641324139804347,89.099999999999994,0.0,0.0,0.0,0.99999999993172894,10.99999999999787,2.9109716078875556e-11,3.2106805804677927e-13,2.8593833545863676e-11,2.7792218555309069e-11,2.7661175485201159e-11,8.5290121676993712e-12,1.0554106076628292e-11,1.152673288777497e-13,9.4638514054768306e-14,4.7289814268773823e-14,2.0540582690066631e-14,5.0836446944862301e-13,1.7588336525960255e-14,8.6069155224104898e-15,3.1343130348224605e-13,2.1161730667171431e-13,2.0797098760637575e-13,1.9189007686012473e-12,2.4643328059036054e-13,8.2609025719324158e-13,2.0027111187575574e-13,6.6895560195896265e-14,1.0128402431132e-15,1.9579017263354079e-14,9.7774637618653197e-17,7.0705629605328745e-16,3.4207659784383025e-16,3.2770514566484898e-17,7.4017202137910595e-16,6.1178663186935044e-17,2.1709142111051367e-16
2.49662456047485e-09,0.4064132413980907,89.099999999999994,0.0,0.0,0.0,0.99999999991952127,10.999999999997083,3.4323582751463502e-11,3.8188209731899811e-13,3.3608689724835766e-11,3.2712017913799829e-11,3.252534424898447e-11,9.660338210818235e-12,1.2380848630819277e-11,1.3295823027437764e-13,1.0908326935611743e-13,5.4489740789069713e-14,2.6938604146229059e-14,7.0235009973403668e-13,2.3211011564636389e-14,1.1326897587558211e-14,4.3447794388446643e-13,2.9386241207819847e-13,2.8814453229663951e-13,2.5389543748027868e-12,3.7582210807264286e-13,1.1431336166446802e-12,2.773897388303273e-13,9.0417070929101472e-14,1.6146981165202434e-15,2.9407996964233929e-14,1.7960048233350488e-16,1.1145192653132868e-15,5.4949668783468386e-16,6.0587491518166865e-17,1.3212068387816199e-15,1.2691177275638204e-16,3.3096438054023631e-16
2.875331847617471e-09,0.40641324139813767,89.099999999999994,0.0,0.0,0.0,0.99999999990731359,10.999999999996176,3.9539929034833698e-11,4.4374922238411024e-13,3.8594296061770421e-11,3.7617426513945069e-11,3.736416759330384e-11,1.0699940003104104e-11,1.4190496039124086e-11,1.5014369268540042e-13,1.2307782356350077e-13,6.1455495989741351e-14,3.3788448574551576e-14,9.2627013175280013e-13,2.9284021975914781e-14,1.4254614103243873e-14,5.7491021322099518e-13,3.8952015917857286e-13,3.8107684413758089e-13,3.2119675980912673e-12,5.3535964141020639e-13,1.5101057103505177e-12,3.667400292329766e-13,1.1671267875757286e-13,2.403776256191397e-15,4.1715473130779682e-14,3.0122593854168502e-16,1.6401632516861508e-15,8.2411300468261843e-16,1.0227266823607722e-16,2.1540513789897442e-15,2.3524767823104135e-16,4.7127478834314784e-16
3.2540391347600916e-09,0.4064132413981843,89.099999999999994,0.0,0.0,0.0,0.99999999989510591,10.999999999995143,4.4758687947049023e-11,5.0667740718288145e-13,4.3550847595367439e-11,4.2508650993569001e-11,4.2177532174080167e-11,1.1656484511223576e-11,1.598351681094095e-11,1.6691513366208681e-13,1.3669940060583863e-13,6.8224555318575032e-14,4.1000046318457329e-14,1.1796187061077314e-12,3.5730201403702425e-14,1.7352955888265288e-14,7.3460171551391243e-13,4.9856570358283892e-13,4.8665727047524471e-13,3.9299451915465537e-12,7.2468686345294834e-13,1.9265053102614192e-12,4.6820498983123409e-13,1.4555032329678527e-13,3.3992122973555109e-15,5.6652341065651603e-14,4.7181387593001392e-16,2.2924825585325417e-15,1.1738670354371745e-15,1.612108733498953e-16,3.2810983409235762e-15,4.0053647562508795e-16,6.3765660306260052e-16
3.6327464219027123e-09,0.40641324139823065,89.099999999999994,0.0,0.0,0.0,0.99999999988289823,10.999999999993994,4.9979792322004747e-11,5.7067459764890053e-13,4.8478537939209585e-11,4.7385874150524777e-11,4.696535264253216e-11,1.253777639250851e-11,1.7760368112058815e-11,1.83346135669494e-13,1.5001179549312664e-13,7.4827935352035674e-14,4.8500910837610731e-14,1.4619018342721354e-12,4.2485807675112623e-14,2.0591704628000513e-14,9.1342878407703331e-13,6.2097409204041363e-13,6.0477614574669522e-13,4.6862194314341007e-12,9.4295559714216039e-13,2.3918594746464994e-12,5.816689488204577e-13,1.7672004877296428e-13,4.6186505366336885e-15,7.4346975299625466e-14,7.0068618608750811e-16,3.0784717421073285e-15,1.6063322538761893e-15,2.4091686560513589e-16,4.7408305687856789e-15,6.3823414494325799e-16,8.2931179216562665e-16
4.011453709045333e-09,0.4064132413982768,89.099999999999994,0.0,0.0,0.0,0.99999999987069055,10.999999999992724,5.5203174892168042e-11,6.3574871196327798e-13,5.3377559339655269e-11,5.2249259236711626e-11,5.1727568436927809e-11,1.335085965951051e-11,1.9521496139918591e-11,1.9949625655204335e-13,1.6306792454736057e-13,8.1291464391326356e-14,5.6232384796483766e-14,1.7726369515886408e-12,4.9497970814695182e-14,2.3946113213404559e-14,1.1112700880851364e-12,7.5672025726438756e-13,7.3532475135744323e-13,5.4751848881029586e-12,1.1889942572410648e-12,2.9057205053399837e-12,7.0701751534130121e-13,2.1003156833545971e-13,6.0784653126630449e-15,9.4909289349497205e-14,9.9719283026253707e-16,4.0038850628332197e-15,2.1287691125566223e-15,3.4499058092522927e-16,6.5674338276644152e-15,9.6444568388859449e-16,1.045159390506933e-15
4.390160996187953e-09,0.40641324139832274,89.099999999999994,0.0,0.0,0.0,0.99999999985848287,10.999999999991342,6.0428768356721863e-11,7.0190764101240723e-13,5.8248102727250741e-11,5.7098953161062597e-11,5.646414111577986e-11,1.4102100930788783e-11,2.1267336471373132e-11,2.1541380530747282e-13,1.7591175124103785e-13,8.7636724496224258e-14,6.4146904897939756e-14,2.1113525136174678e-12,5.6722766522766823e-14,2.7395862088946035e-14,1.3280063255269183e-12,9.0577901358784483e-13,8.7819528058100923e-13,6.2921044903462408e-12,1.4614204294910036e-12,3.4676634129606735e-12,8.4413754661047918e-13,2.4531223326732258e-13,7.7939242873814719e-15,1.184337604167913e-13,1.3706235911097122e-15,5.073437343680296e-15,2.7481654486738304e-15,4.7708526463833715e-16,8.7907890167213185e-15,1.3955240847902244e-15,1.2839371142364722e-15
4.768868283330573e-09,0.4064132413983684,89.099999999999994,0.0,0.0,0.0,0.99999999984627519,10.999999999989841,6.5656505443229636e-11,7.6915924777930854e-13,6.3090357730440087e-11,6.1935088708333748e-11,6.117505233198518e-11,1.4797251248125465e-11,2.2998314276749372e-11,2.3113773298672862e-13,1.8857963709881287e-13,9.388170258433811e-14,7.2206138290638197e-14,2.4775877464625359e-12,6.4123865154582457e-14,3.0924342924513486e-14,1.5635200172453504e-12,1.0681250566604482e-12,1.0332808265025809e-12,7.1329770062641702e-12,1.7587130234853297e-12,4.0772840434820168e-12,9.9291714019579367e-13,2.8240550735369248e-13,9.7792981284510516e-15,1.450015282672385e-13,1.8301503758558e-15,6.2909478033192102e-15,3.4712632173781286e-15,6.4088552693710117e-16,1.1436620876022648e-14,1.9477624760791584e-15,1.5442665869276199e-15
5.147575570473194e-09,0.4064132413984136,89.099999999999994,0.0,0.0,0.0,0.99999999983406751,10.999999999988233,7.0886318984565108e-11,8.3751136608269534e-13,6.7904512677049942e-11,6.6757786961484331e-11,6.5860301488099729e-11,1.5441516730836499e-11,2.4714844546977461e-11,2.4669966752277271e-13,2.0110181970284069e-13,1.0004149776758771e-13,8.0378976904621916e-14,2.8708923826335501e-12,7.1671053802374918e-14,3.4517884241938581e-14,1.8176952868035389e-12,1.2437329649344884e-12,1.2004753762846467e-12,7.9943937799478555e-12,2.0792865776502101e-12,4.7341969395258227e-12,1.1532456341971262e-12,3.2116921049266543e-13,1.2047978621017833e-14,1.7468268902702459e-13,2.3847670934443951e-15,7.6594994391119596e-15,4.3045868560657453e-15,8.4008362180513727e-16,1.4526748406187684e-14,2.6370592532268861e-15,1.8247203739067028e-15
5.904990144758435e-09,0.4064132413985037,89.099999999999994,0.0,0.0,0.0,0.99999999980965226,10.999999999984697,8.1351907588189604e-11,9.7754832210135926e-13,7.744926921992543e-11,7.6363305667845862e-11,7.5153890829845055e-11,1.6595764573504094e-11,2.8106172640341393e-11,2.7743405033936945e-13,2.2580439714032194e-13,1.1215385205037034e-13,9.6970657196167055e-14,3.7369601048648385e-12,8.7108443858173484e-14,4.1857605406290049e-14,2.3815742975760134e-12,1.6346321131641857e-12,1.5707718800877677e-12,9.7677152479866828e-12,2.7838213957348178e-12,6.1884428289637633e-12,1.5081128707588127e-12,4.032040936990377e-13,1.7484832793498776e-14,2.4361817247952169e-13,3.8141888428119136e-15,1.0858932531777935e-14,6.3270156142979193e-15,1.359405988372469e-15,2.210917499218148e-14,4.4874500143664476e-15,2.440231906421319e-15
6.559725997146498e-09,0.4064132413985808,89.099999999999994,0.0,0.0,0.0,0.99999999978854681,10.999999999981304,9.0404798166159579e-11,1.1022214478213181e-12,8.561125806780356e-11,8.4624302927219864e-11,8.310515740582131e-11,1.7469566338960114e-11,3.0994891547921879e-11,3.0367608458502359e-13,2.4688502715156152e-13,1.2245019299830394e-13,1.1148652218617247e-13,4.5688436922294474e-12,1.0072756867997366e-13,4.8324672274476921e-14,2.9281034430602135e-12,2.0150463639889682e-12,1.9289235254218268e-12,1.1343368853137639e-11,3.4530399044530609e-12,7.5946761783839106e-12,1.8510845809019103e-12,4.7840180071163472e-13,2.3209094382151759e-14,3.1373743202593047e-13,5.4363174371887904e-15,1.4129670761468284e-14,8.4881838824496489e-15,1.9567623119826337e-15,3.0234939424835021e-14,6.6644514527837026e-15,3.0239612386911205e-15
7.214461849534561e-09,0.4064132413986574,89.099999999999994,0.0,0.0,0.0,0.99999999976744136,10.999999999977614,9.9462954920475455e-11,1.2302934638388035e-12,9.3691865141992699e-11,9.2846500747091606e-11,9.0980290806461514e-11,1.8246935425232631e-11,3.3845894241449968e-11,3.2968621391394441e-13,2.6778657987779325e-13,1.326247058806179e-13,1.2609445876215751e-13,5.475682804831347e-12,1.1452701522064352e-13,5.4872688632192466e-14,3.5288272019401647e-12,2.4347362216158236e-12,2.3218064978682451e-12,1.2948963161565921e-11,4.1700739849750301e-12,9.1374476368090464e-12,2.2270622276435506e-12,5.5705939759108548e-13,2.9939880277470141e-14,3.9382626658122126e-13,7.4598984896222696e-15,1.7874199307110387e-14,1.1063633312788752e-14,2.7112446841686217e-15,3.9862750336782546e-14,9.4438531932758435e-15,3.6485770337785857e-15
7.869197701922624e-09,0.4064132413987334,89.099999999999994,0.0,0.0,0.0,0.99999999974633591,10.999999999973641,1.0852603937026984e-10,1.3618038704654602e-12,1.0169202344945487e-10,1.0103030099488502e-10,9.8779677920114026e-11,1.8942615508075398e-11,3.6661028006344822e-11,3.5550991349007286e-13,2.8855922315747371e-13,1.4270519994748116e-13,1.4075015307317196e-13,6.4554557577303066e-12,1.2845656427506371e-13,6.1479851434290157e-14,4.1831833700994552e-12,2.8935667484217817e-12,2.7489003023204499e-12,1.4577387187124307e-11,4.9279910662125983e-12,1.0815198705408516e-11,2.6355124410189436e-12,6.3876683404593944e-13,3.7725777792946792e-14,4.8403590962064951e-13,9.9232327837889877e-15,2.2095045670089106e-14,1.4081867888110621e-14,3.6409348470575398e-15,5.1014407525486323e-14,1.2879299512818633e-14,4.3080736626478589e-15
8.523933554310687e-09,0.4064132413988087,89.099999999999994,0.0,0.0,0.0,0.99999999972523046,10.999999999969388,1.1759371662742123e-10,1.4967918809783439e-12,1.096126549231993e-10,1.0917606913906021e-10,1.0650377748926526e-10,1.9569030434309855e-11,3.944206305660281e-11,3.8117800127949195e-13,3.0923863760882638e-13,1.5271243379106479e-13,1.5542376845581672e-13,7.5062196808652999e-12,1.4248045094413897e-13,6.8130742846891635e-14,4.8906173860310509e-12,3.3914020308821611e-12,3.2096919105799055e-12,1.6223078729227354e-11,5.7205494713655061e-12,1.2626457879016467e-11,3.0759124478102245e-12,7.2317674180344661e-13,4.6610888959406966e-14,5.8448332447243522e-13,1.2862087314342314e-14,2.6792792173149422e-14,1.7570209743396808e-14,4.7634458014110297e-15,6.3695426922435629e-14,1.7014852750673596e-14,4.9971108231099093e-15
9.17866940669875e-09,0.40641324139888363,89.099999999999994,0.0,0.0,0.0,0.99999999970412501,10.999999999964873,1.2666565578937284e-10,1.6352964186783674e-12,1.1745467055017332e-10,1.1728414266249956e-10,1.1415310648533532e-10,2.0136677590384684e-11,4.2190695653999151e-11,4.0671192224283338e-13,3.2985058313789928e-13,1.6266222476733375e-13,1.7009473063591264e-13,8.6261072410756311e-12,1.5657280472226689e-13,7.4814194741529366e-14,5.6505814845852914e-12,3.9281052017307482e-12,3.7036756468890292e-12,1.7881600646276361e-11,6.5422404388380548e-12,1.4569827992694479e-11,3.5477498996149862e-12,8.0999407147929838e-13,5.6635284694827343e-14,6.9525915206628669e-13,1.6309696796124162e-14,3.1966638272171844e-14,2.1554890518587759e-14,6.0958755939403507e-15,7.7898410986029832e-14,2.188514733298326e-14,5.7110396324487235e-15
9.833405259086813e-09,0.40641324139895824,89.099999999999994,0.0,0.0,0.0,0.99999999968301956,10.999999999960092,1.3574153022862254e-10,1.7773561153795252e-12,1.2521897050049591e-10,1.2535483672760421e-10,1.2172822949045897e-10,2.0654432090627101e-11,4.4908551059910256e-11,4.3212680562326884e-13,3.5041374288103749e-13,1.7256676018679764e-13,1.8474870883340471e-13,9.8133235758339464e-12,1.7071481113441446e-13,8.1522014457769262e-14,6.462534117109997e-12,4.503538462813583e-12,4.2303530766128744e-12,1.9549374671036553e-11,7.3882595503638528e-12,1.6643976304680209e-11,4.0505226787817061e-12,8.9896798255435104e-13,6.7835339348011773e-14,8.1643306277439822e-13,2.029682938686857e-14,3.7614769294282311e-14,2.606111300559564e-14,7.6547871825247055e-15,9.3605781606643856e-14,2.751599338130372e-14,6.4458656850226371e-15
9.999999999999999e-09,0.4064132413990321,89.099999999999994,0.0,0.0,0.0,0.9999999996776493,10.999999999958836,1.3805143702240261e-10,1.814074585766182e-12,1.2718226740257096e-10,1.2740246079047216e-10,1.2364391594869364e-10,2.0779137324432616e-11,4.5595374129870446e-11,4.3857587964732588e-13,3.5563988143870984e-13,1.7508088830297521e-13,1.8847336790832073e-13,1.0125942544735143e-11,1.7431937484082789e-13,8.3231916056342539e-14,6.6773646839959264e-12,4.6561194797522712e-12,4.3695225410535384e-12,1.9974848194431495e-11,7.6068957505588766e-12,1.7192451669341075e-11,4.1833289238227842e-12,9.2192485012672478e-13,7.0876798468227954e-14,8.489313662646915e-13,2.1400900371259817e-14,3.9127311221669458e-14,2.72938632742953e-14,8.0895243469174414e-15,9.78396425744444e-14,2.9072416376107779e-14,6.6357536624627677e-15
1.0488141111474876e-08,0.4064132413990321,89.099999999999994,0.0,0.0,0.0,0.99999999966191411,10.999999999955065,1.4482101782470363e-10,1.9230093106875749e-12,1.3290644425911557e-10,1.3338844846510926e-10,1.2922974971073251e-10,2.1129803041275674e-11,4.7597186413264009e-11,4.5743345231148359e-13,3.7094172438511851e-13,1.8243551835851496e-13,1.993756520285831e-13,1.1066143323618727e-11,1.8489271551450107e-13,8.8248127077468645e-14,7.3259395051159286e-12,5.1175631087297795e-12,4.7892328951746639e-12,2.1223492391476985e-11,8.2544476731178152e-12,1.884762606080998e-11,4.5837386885912343e-12,9.8988495580612294e-13,8.0244007554325211e-14,9.4805780957965627e-13,2.4851882697963371e-14,4.3734628594685053e-14,3.1113098754302831e-14,9.4562009140063192e-15,1.1079216306160784e-13,3.3925150907350801e-14,7.1981857456956455e-15
1.1142876963862939e-08,0.40641324139910584,89.099999999999994,0.0,0.0,0.0,0.99999999964080866,10.999999999949795,1.5390380113480531e-10,2.0722940520788452e-12,1.4051797075965207e-10,1.4138526001483437e-10,1.3665830173455861e-10,2.1569139340724506e-11,5.0258093488837531e-11,4.8263942654043055e-13,3.914443004349148e-13,1.9227584707789264e-13,2.1396870902137861e-13,1.2382907795522691e-11,1.9909658613600886e-13,9.4988074591311707e-14,8.2402673200025322e-12,5.7700395507306461e-12,5.3798308177131658e-12,2.2901592650297875e-11,9.1372145590658735e-12,2.117954964377148e-11,5.1469156282984137e-12,1.0825632161093467e-12,9.3891050728308426e-14,1.0901721049270551e-12,3.0000999159459108e-14,5.0323098527352705e-14,3.6734123830518694e-14,1.1515597137432916e-14,1.2942626450262986e-13,4.1123246613559523e-14,7.9651101071558754e-15
1.1797612816251002e-08,0.406413241399179,89.099999999999994,0.0,0.0,0.0,0.99999999961970321,10.999999999944285,1.6298956753260824e-10,2.22524809515125e-12,1.480544185151253e-10,1.4934554117878706e-10,1.440145452143785e-10,2.197780966041144e-11,5.2892701371144948e-11,5.0774998790028385e-13,4.1192843461287309e-13,2.0209345601365785e-13,2.2852330674737941e-13,1.3762022240496175e-11,2.1331929173415044e-13,1.0173859096571406e-13,9.204992410690034e-12,6.4608273415165299e-12,6.0016694711513204e-12,2.4581754249696512e-11,1.0033472145399054e-11,2.3638562569455667e-11,5.7395807604282221e-12,1.1768478548233139e-12,1.0880325235232721e-13,1.242803136346568e-12,3.5768177473444902e-14,5.7376649501597606e-14,4.2946552476929058e-14,1.3847920135467146e-14,1.4947238730349554e-13,4.9114675680506571e-14,8.7441951465345148e-15
