Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167)
1.2452348668639065e-08,0.4064132413992519,89.099999999999994,0.0,0.0,0.0,0.99999999959859776,10.999999999938545,1.7207800931446731e-10,2.3819089040696229e-12,1.5551664574517123e-10,1.5726955165586008e-10,1.5129915951034334e-10,2.2360355460291381e-11,5.5502379020029777e-11,5.327688468588207e-13,4.3239908847314672e-13,2.1189281784266403e-13,2.4303640334526081e-13,1.5201953228503118e-11,2.2755569661678968e-13,1.0849725865439153e-13,1.0219594579745428e-11,7.1897852006275969e-12,6.654278289211221e-12,2.6262405700624128e-11,1.0940576924637266e-11,2.6223518366299873e-11,6.3612706730924436e-12,1.2726066811855902e-12,1.2500461877559064e-13,1.4059686912127313e-12,4.2175380014531451e-14,6.4891457163430508e-14,4.9771868235877195e-14,1.6467583518455452e-14,1.708915885783669e-13,5.7898459430860432e-14,9.5333856882722472e-15
1.3107084521027128e-08,0.4064132413993242,89.099999999999994,0.0,0.0,0.0,0.9999999995774923,10.999999999932575,1.8116882377880712e-10,2.5423136521909926e-12,1.6290550050043625e-10,1.6515754288637745e-10,1.5851283912530982e-10,2.2720621650123662e-11,5.8088437741358555e-11,5.5769873194814176e-13,4.5285983911053131e-13,2.2167748316439273e-13,2.5750592731876018e-13,1.6701226136976926e-11,2.4180204491047201e-13,1.1526224595537422e-13,1.1283558399899705e-11,7.95677104032741e-12,7.3371934098865347e-12,2.7942252328626027e-11,1.1856276615302443e-11,2.8933304181129298e-11,7.0115310401340023e-12,1.3697266730315597e-12,1.4251656405850396e-13,1.5796789159112441e-12,4.9242639127761645e-14,7.2863493580944371e-14,5.7230702303094256e-14,1.9388477435191883e-14,1.9364263388158174e-13,6.7469036922459585e-14,1.033096274084842e-14
1.3761820373415191e-08,0.40641324139939633,89.099999999999994,0.0,0.0,0.0,0.99999999955638685,10.999999999926384,1.9026171327792004e-10,2.7064992229743213e-12,1.7022182078600105e-10,1.7300975944620358e-10,1.6565628994328058e-10,2.3061864400947215e-11,6.0652133556985531e-11,5.8254170446272799e-13,4.7331327273989579e-13,2.3145029002998512e-13,2.7193046592337254e-13,1.825842274670393e-11,2.5605556842984994e-13,1.220321479672678e-13,1.2396373073549068e-11,8.7616419915697986e-12,8.0499575745289784e-12,2.9620225004843198e-11,1.2778657364040991e-11,3.1766837118795958e-11,7.6899163799800772e-12,1.4681110340656393e-12,1.6135807460229584e-13,1.7639376512682701e-12,5.6988164691477839e-14,8.1288589745250903e-14,6.5342858209367388e-14,2.2623978420853875e-14,2.1768276968457368e-13,7.7816998898847024e-14,1.1135493018918894e-14
1.4416556225803254e-08,0.406413241399468,89.099999999999994,0.0,0.0,0.0,0.9999999995352814,10.99999999991998,1.9935638524817902e-10,2.8745022111050237e-12,1.774664346839858e-10,1.8082644013282458e-10,1.727302260951414e-10,2.3386841269889635e-11,6.319466948349166e-11,6.0729932706051161e-13,4.9376123763083258e-13,2.4121350723158353e-13,2.8630909785809548e-13,1.9872178935198951e-11,2.7031423488341947e-13,1.2880588971172458e-13,1.355753232149517e-11,9.6042544299831837e-12,8.792120028261857e-12,3.1295442622138691e-11,1.3706094334613721e-11,3.4723061154848663e-11,8.3959898147414037e-12,1.5676767253019209e-12,1.8154585957104468e-13,1.9587434785774412e-12,6.5428449880141351e-14,9.0162479081511728e-14,7.4127334269154705e-14,2.6186960641445292e-14,2.4296834397347728e-13,8.8929757884225043e-14,1.194578253810088e-14
1.572602793057938e-08,0.4064132413996106,89.099999999999994,0.0,0.0,0.0,0.99999999949307061,10.999999999906532,2.1754993179810747e-10,3.2221053822589829e-12,1.917438067540187e-10,1.9635412509322666e-10,1.8667243781691987e-10,2.3996951312493651e-11,6.8220821534003001e-11,6.5656293266336243e-13,5.3464542242386204e-13,2.6071800182926886e-13,3.1492676625071776e-13,2.3264171088172209e-11,2.9884159323174133e-13,1.4236185486256699e-13,1.6022881504000455e-11,1.1402125649437252e-11,1.0362868718978155e-11,3.4634858942837607e-11,1.5570850313214137e-11,4.0999478344464267e-11,9.8894950532824128e-12,1.7700773043118905e-12,2.2601652506919276e-13,2.3799692081425858e-12,8.4451271959728203e-14,1.0923925147882771e-13,9.3785340857945724e-14,3.4344421834266358e-14,2.9709918905483636e-13,1.1338674817334032e-13,1.3579846822888529e-14
1.7035499635355506e-08,0.40641324139975193,89.099999999999994,0.0,0.0,0.0,0.99999999945085982,10.999999999892266,2.3574722478034057e-10,3.5854101978727256e-12,2.0574404747337574e-10,2.117424237039201e-10,2.0034526194859215e-10,2.4565666047019009e-11,7.3175538820605699e-11,7.0549646350402738e-13,5.7551867723120762e-13,2.8020160440219956e-13,3.4335704140925701e-13,2.6867289835418494e-11,3.2737634974425344e-13,1.5592559581052852e-13,1.867564283198803e-11,1.3349221580253831e-11,1.2045959834323414e-11,3.7956130509283302e-11,1.7441876915085433e-11,4.7754554045694247e-11,1.1488714832871238e-11,1.9764672837688395e-12,2.7602187909508979e-13,2.8432698199402127e-12,1.0641238674211104e-13,1.3005881124472467e-13,1.1634140885650921e-13,4.3954234917621811e-14,3.5568371190179941e-13,1.4069643937602332e-13,1.5227061877857751e-14
1.8344971340131633e-08,0.4064132413998922,89.099999999999994,0.0,0.0,0.0,0.99999999940864903,10.999999999877206,2.5394610652872718e-10,3.964699159037992e-12,2.1947343643159892e-10,2.2699311469309038e-10,2.1375448620158332e-10,2.5103582142239463e-11,7.8066749650324265e-11,7.5410491688667571e-13,6.1638398279758083e-13,2.9967132673581992e-13,3.7159988668410804e-13,3.0672355301582948e-11,3.5591404000311816e-13,1.694942978468759e-13,2.1511920652388165e-11,1.5444368668003887e-11,1.3838011675368331e-11,4.125631693890258e-11,1.9312988540487078e-11,5.4980581971800696e-11,1.3190440025919892e-11,2.1864998437491843e-12,3.3162710629576799e-13,3.3485191111690525e-12,1.3139150979973581e-13,1.5258607580909428e-13,1.4192065794223987e-13,5.5102454139845468e-14,4.1837785640653333e-13,1.7069529286706689e-13,1.6883228482905421e-14
1.965444304490776e-08,0.4064132414000313,89.099999999999994,0.0,0.0,0.0,0.99999999936643824,10.999999999861371,2.7214449926438021e-10,4.3602502870596332e-12,2.3293810569558187e-10,2.4210794196706665e-10,2.2690586060027252e-10,2.5618322831758251e-11,8.2901723854254181e-11,8.0239236151856467e-13,6.5724252654837566e-13,3.1913182119984368e-13,3.9965613880571412e-13,3.467086199297245e-11,3.8445200242333308e-13,1.8306617821951623e-13,2.4527885222699971e-11,1.7686383730542396e-11,1.5735737583430261e-11,4.4533479143720323e-11,2.1179809963608675e-11,6.2670109985024206e-11,1.4991577351512392e-11,2.3999110303771306e-12,3.9287270845244827e-13,3.8955634644461928e-12,1.5944931783597391e-13,1.7678616145019661e-13,1.7063723604584717e-13,6.7868169623349772e-14,4.8484989561082785e-13,2.0320939468696756e-13,1.8545474689365642e-14
2.0963914749683885e-08,0.40641324140016943,89.099999999999994,0.0,0.0,0.0,0.99999999932422745,10.999999999844794,2.9034040364240879e-10,4.7723371775194542e-12,2.4614404336772927e-10,2.5708862281253779e-10,2.3980507156857715e-10,2.6115351729468953e-11,8.7687126197000293e-11,8.5036227170295837e-13,6.9809442978827819e-13,3.385861309270343e-13,4.2752717478295549e-13,3.8854925124572037e-11,4.1298865506800174e-13,1.9664013931719654e-13,2.771977145470242e-11,2.0074074747648493e-11,1.7735943125540509e-11,4.778639533526346e-11,2.3039278496858897e-11,7.0815909786195446e-11,1.6889142850763617e-11,2.6164973484894883e-12,4.5977754921572745e-13,4.4842303974261043e-12,1.906297143647218e-13,2.0262453224300689e-13,2.0259488088959307e-13,8.2323853956153139e-14,5.5478338653152985e-13,2.380611723515696e-13,2.0211852517530323e-14
2.227338645446001e-08,0.40641324140030677,89.099999999999994,0.0,0.0,0.0,0.99999999928201666,10.999999999827494,3.0853189710394457e-10,5.2012290557231899e-12,2.5909709705918548e-10,2.7193685384986165e-10,2.5245772314887543e-10,2.6598587382565459e-11,9.2429065664989087e-11,8.9801778512833554e-13,7.3893927548496025e-13,3.5803624326220124e-13,4.5521465536953894e-13,4.3217231119161427e-11,4.4152297062384911e-13,2.1021551041798798e-13,3.1083877792966664e-11,2.2606241629611882e-11,1.9835523365313399e-11,5.1014346287513171e-11,2.4889269067121683e-11,7.9410953268667385e-11,1.8880255790145758e-11,2.8360988323188586e-12,5.3234158016573286e-13,5.1143349694574841e-12,2.2496186056465793e-13,2.3006710405263362e-13,2.3788745727102184e-13,9.8535694656237983e-14,6.2787897723144901e-13,2.7507422850681067e-13,2.1881042803646029e-14
2.3582858159236137e-08,0.40641324140044305,89.099999999999994,0.0,0.0,0.0,0.99999999923980587,10.999999999809482,3.2671713208716055e-10,5.6471908330223538e-12,2.7180297727868272e-10,2.8665431527587148e-10,2.6486932383846112e-10,2.7070860544080955e-11,9.7133140926397174e-11,9.4536194470391094e-13,7.7977647351570509e-13,3.7748349955012555e-13,4.8272028557345278e-13,4.7750991973007592e-11,4.7005411259841435e-13,2.2379184594836852e-13,3.4616565201154454e-11,2.5281676964227874e-11,2.2031460217351167e-11,5.4216951453272434e-11,2.6728320070623024e-11,8.8448394153762904e-11,2.0962132976945744e-11,3.0585864464394428e-12,6.1054828306557054e-13,5.7856845493069812e-12,2.6246199032354498e-13,2.5908031053300431e-13,2.7659947182627813e-13,1.1656391222060008e-13,7.0385522416218646e-13,3.1407675471149481e-13,2.3552147185034507e-14
2.4892329864012263e-08,0.4064132414005786,89.099999999999994,0.0,0.0,0.0,0.99999999919759508,10.999999999790786,3.4489433411946547e-10,6.1104831638246153e-12,2.8426726073557185e-10,3.012426734566274e-10,2.7704527845814455e-10,2.7534229817042838e-11,1.0180448209547085e-10,9.9239778734651036e-13,8.2060538626288953e-13,3.9692883210214228e-13,5.1004572714156171e-13,5.2449903352130734e-11,4.9858131004355866e-13,2.3736882516020526e-13,3.8314256257809581e-11,2.8099166741632875e-11,2.4320819885872787e-11,5.7394059495650551e-11,2.8555441380612878e-11,9.7921554376293781e-11,2.3132083477338097e-11,3.2838533728191952e-12,6.9436683565319709e-13,6.4980819975930414e-12,3.0313502699530995e-13,2.8963112486223625e-13,3.1880656346603196e-13,1.3646306559036371e-13,7.8244859342696291e-13,3.5490370650004417e-13,2.5224551478076296e-14
2.620180156878839e-08,0.4064132414007132,89.099999999999994,0.0,0.0,0.0,0.99999999915538429,10.999999999771415,3.6306179983853454e-10,6.5913625029442546e-12,2.9649539355856801e-10,3.1570358228762039e-10,2.889908837106282e-10,2.7990192655334431e-11,1.06447789030848e-10,1.0391283023984351e-12,8.614253128714546e-13,4.1637287668568571e-13,5.3719263994919118e-13,5.7308106178465632e-11,5.2710387320906074e-13,2.5094622774406747e-13,4.2173434324111685e-11,3.105749105601406e-11,2.6700750385681354e-11,6.0545681351952046e-11,3.0369980668902442e-11,1.0782391399329018e-10,2.5387503729600357e-11,3.5118091661213936e-12,7.8375402296663998e-13,7.2513276520224952e-12,3.4697602100915821e-13,3.2168705666940938e-13,3.6457597011803965e-13,1.5828234541213152e-13,8.634130048062276e-13,3.9739800833497812e-13,2.6897837589143096e-14
2.7511273273564515e-08,0.40641324140084706,89.099999999999994,0.0,0.0,0.0,0.9999999991131735,10.999999999751392,3.8121789499775791e-10,7.0900811628593747e-12,3.0849269443399019e-10,3.3003868393496145e-10,3.0071132581647333e-10,2.8439836617090133e-11,1.1106736650295099e-10,1.0855563982545126e-12,9.0223548800707436e-13,4.3581604922368034e-13,5.6416271522012553e-13,6.2320151356451501e-11,5.5562119477528269e-13,2.6452391770772038e-13,4.6190642734955312e-11,3.4155424783598951e-11,2.916847914127635e-11,6.3671943367343377e-11,3.217152711798932e-11,1.1814910313846681e-10,2.7725873033921749e-11,3.7423755541529769e-12,8.7865593230421724e-13,8.0452206897795255e-12,3.9397142775444843e-13,3.552161490838927e-13,4.1396697466623517e-13,1.8206585429018189e-13,9.4651920287291664e-13,4.4141115684958538e-13,2.857172294599564e-14
2.882074497834064e-08,0.4064132414009803,89.099999999999994,0.0,0.0,0.0,0.99999999907096271,10.999999999730727,3.9936105248602839e-10,7.6068873706215139e-12,3.202643576666509e-10,3.4424960929041758e-10,3.122116793328142e-10,2.8883955829740052e-11,1.1566715653855457e-10,1.1316849310076194e-12,9.43035129595288e-13,4.5525862291687138e-13,5.9095764757844915e-13,6.7480967324385642e-11,5.8413270214541146e-13,2.7810181022488848e-13,5.0362483995753714e-11,3.739173823710903e-11,3.1721310660405396e-11,6.6773048443119304e-11,3.3959840482242397e-11,1.2889089519962705e-10,3.0144749388870369e-11,3.9754832027258467e-12,9.7900946377315918e-13,8.8795601802865871e-12,4.4410024384219902e-13,3.9018698125312556e-13,4.670313320018643e-13,2.0785287403353249e-13,1.0315540333191966e-12,4.8680349226755108e-13,3.0246016533461282e-14
3.013021668311677e-08,0.4064132414011127,89.099999999999994,0.0,0.0,0.0,0.99999999902875192,10.999999999709436,4.1748977036690887e-10,8.1420253243636468e-12,3.31815456165079e-10,3.5833797815452471e-10,3.2349690697885083e-10,2.9323137463720324e-11,1.2025076816348426e-10,1.1775167405650074e-12,9.8382347577870949e-13,4.7470078776831685e-13,6.175790998734377e-13,7.2785830209106126e-11,6.1263782038103493e-13,2.916798428703859e-13,5.4685618992772695e-11,4.0765197797254231e-11,3.4356624279849639e-11,6.984924636088422e-11,3.5734799741272807e-11,1.400432010544032e-10,3.2641765643403073e-11,4.2110693085620142e-12,1.0847436738462264e-12,9.7541458429995035e-12,4.9733501761299161e-13,4.2656866800598795e-13,5.2381367732238305e-13,2.3567812098819765e-13,1.118319617517758e-12,5.3344423496704626e-13,3.1920588138660561e-14
3.143968838789289e-08,0.4064132414012444,89.099999999999994,0.0,0.0,0.0,0.99999999898654113,10.999999999687532,4.3560260993922959e-10,8.6957352493871043e-12,3.4315094435238279e-10,3.7230539913236365e-10,3.3457186038401154e-10,2.9757820456322739e-11,1.2482150472104321e-10,1.2230546493508219e-12,1.0245997803760184e-12,4.941426785555064e-13,6.4402870500208242e-13,7.8230336406605139e-11,6.4113597651194341e-13,3.052579674900365e-13,5.9156766221238166e-11,4.4274566521745999e-11,3.7071871981711265e-11,7.290081537712728e-11,3.7496367112434902e-11,1.5160006428449973e-10,3.5214625938850552e-11,4.4490759540567049e-12,1.1957809644966348e-12,1.0668778496676582e-11,5.5364274714566751e-13,4.6433085288991399e-13,5.8435191568816756e-13,2.6557199041318707e-13,1.20663245840213e-12,5.8121131358263236e-13,3.3595348512078702e-14
3.274916009266901e-08,0.40641324140137547,89.099999999999994,0.0,0.0,0.0,0.99999999894433034,10.999999999665032,4.5369819382844633e-10,9.2682534537508478e-12,3.5427566100458644e-10,3.8615346934585167e-10,3.4544128146248057e-10,3.0188334763837211e-11,1.2938238895121069e-10,1.2683014431266614e-12,1.0653632958237643e-12,5.1358438530703992e-13,6.7030808534809196e-13,8.381037740130746e-11,6.6962661636933877e-13,3.1883615225500177e-13,6.3772701022933691e-11,4.7918604732156297e-11,3.986457627800066e-11,7.5928051478016647e-11,3.9244563042189561e-11,1.6355565709435357e-10,3.7861102419089301e-11,4.6894489974627e-12,1.3120381340880127e-12,1.1623260298494351e-11,6.1298567706213292e-13,5.034436992165872e-13,6.4867759375042474e-13,2.9756079014758052e-13,1.2963225413863937e-12,6.2999104163194045e-13,3.5270236838420554e-14
3.5368103502221266e-08,0.406413241401636,89.099999999999994,0.0,0.0,0.0,0.99999999885990865,10.999999999618291,4.8983238064438932e-10,1.0470640674328507e-11,3.7591157293371915e-10,4.1349788643178435e-10,3.6658195639911553e-10,3.1037781509989077e-11,1.3848541987083132e-10,1.3579326621702493e-12,1.1468490000527907e-12,5.5246745482334731e-13,7.2236259488121023e-13,9.5361973022209892e-11,7.2658318571777933e-13,3.4599262836851283e-13,7.3426314379249958e-11,5.5605720530625267e-11,4.5672785282075265e-11,8.1910754399487084e-11,4.2701123894526815e-11,1.8864034233535694e-10,4.3366315056939501e-11,5.1770923301065036e-12,1.559856487728964e-12,1.3650987386608583e-11,7.4060629966965201e-13,5.8560459412248258e-13,7.8878773701141143e-13,3.6790927665642118e-13,1.4792167191713511e-12,7.3017316110610971e-13,3.8620252679235943e-14
3.798704691177352e-08,0.40641324140189417,89.099999999999994,0.0,0.0,0.0,0.99999999877548695,10.99999999956931,5.2588246855076105e-10,1.1751001179414203e-11,3.9675969262619422e-10,4.4038376347503557e-10,3.8695474003231093e-10,3.1872888128390266e-11,1.4757925931455302e-10,1.4464319967690508e-12,1.2282746978683504e-12,5.9135025085029375e-13,7.7375536991112982e-13,1.0741281809723776e-10,7.8350334696540377e-13,3.7314919326110967e-13,8.36217698291858e-11,6.3816593967100666e-11,5.1762765739293995e-11,8.7799803949273007e-11,4.610523823205955e-11,2.1525307357278203e-10,4.91408306187816e-11,5.6736145716364614e-12,1.8274537990044098e-12,1.5835775753792762e-11,8.7982464327868571e-13,6.7282281940830628e-13,9.4428239729042113e-13,4.4686051140763542e-13,1.6658796293474444e-12,8.3323353009890416e-13,4.1970438406208361e-14
4.060599032132577e-08,0.4064132414021504,89.099999999999994,0.0,0.0,0.0,0.99999999869106526,10.999999999518183,5.6183946142427512e-10,1.3111089943845353e-11,4.1685484076837103e-10,4.6682342734110394e-10,4.0659380702138176e-10,3.2694575666006845e-11,1.5668011340782414e-10,1.5338206362629766e-12,1.3096347012571984e-12,6.3023290200704419e-13,8.2449884008506321e-13,1.1993853061172329e-10,8.4038298341972373e-13,4.0030579599101821e-13,9.4335239170437766e-11,7.2541264109504e-11,5.8117035652892252e-11,9.3597576614330486e-11,4.9457851854965806e-11,2.4335151581267773e-10,5.5168990236305119e-11,6.1786553503828473e-12,2.1140451761987227e-12,1.8176100257642562e-11,1.0302302135070807e-12,7.6487776293085284e-13,1.1152192946939934e-12,5.3449931857758545e-13,1.8553524058214939e-12,9.3852253819543026e-13,4.532069588938654e-14
4.322493373087802e-08,0.4064132414024048,89.099999999999994,0.0,0.0,0.0,0.99999999860664357,10.999999999464993,5.9769517587790315e-10,1.4552604393675692e-11,4.3623023714704568e-10,4.9282898527695389e-10,4.255317685177489e-10,3.3503477224641185e-11,1.6580149696930412e-10,1.6201193724726434e-12,1.390923516416065e-12,6.6911547813712558e-13,8.7460512667473606e-13,1.3291764069047862e-10,8.9721804548282451e-13,4.2746239125488228e-13,1.0554373124983077e-10,8.1769775480031119e-11,6.4719059689292787e-11,9.9306338123412152e-11,5.2759989516990404e-11,2.7289509675311726e-10,6.1435979283363549e-11,6.6918724670647232e-12,2.4188226569588244e-12,2.0670460724231031e-11,1.1913872181278544e-12,8.6155651740303909e-13,1.3015847800093328e-12,6.3086420237343058e-13,2.0468174277515647e-12,1.0454843015077638e-12,4.8670980358454908e-14
