Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558)
2.0971510000000003e-09,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999999922,11.0,2.9006335392648456e-16,1.8092325435924716e-16,2.8994433993992222e-16,2.8044739091310968e-16,2.8251410648151976e-16,7.4016688243935508e-17,7.3643793212617013e-17,5.0187511657373244e-17,4.2315876505356154e-17,2.1148957806326715e-17,2.7972448538502236e-17,5.0420268167240466e-18,2.3614598325407957e-17,1.1764139901034593e-17,6.229564673492501e-18,4.2472627854480894e-18,4.2241278609879905e-18,2.4165105957033494e-18,1.1150160456004905e-18,2.084459847035869e-19,4.1140846450676511e-18,1.085739399582382e-18,1.7274221488036286e-21,3.360994812208155e-20,7.3159083097325498e-22,1.0181689281452341e-21,6.9789013586339186e-22,2.9504078065893438e-22,8.0566961639095674e-23,3.3036325825336459e-23,2.7354974288415825e-20,2.8252537568726319e-21,1.1765973087540801e-20,1.3858409193788314e-25,5.6097188013577794e-24,2.9123543514222077e-25,5.6636305844887015e-24,3.5029157353968521e-20,5.6544595512860436e-22,2.4565779479842121e-22,3.7902937929962852e-18,5.3911783130922644e-26
4.194303e-09,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999999833,11.0,5.7193248539061143e-16,3.6198319573315952e-16,5.7147946898909819e-16,5.4891423494996197e-16,5.5691270201347676e-16,1.3968153167103706e-16,1.3832784524090204e-16,7.2342781640468756e-17,6.092530782777107e-17,3.0442260566099091e-17,8.3995988901854718e-17,1.911008414793788e-17,7.0936913080065412e-17,3.5221610755455045e-17,2.4453256967630134e-17,1.678173296790461e-17,1.6681081763751273e-17,6.9248681516813932e-18,6.4959264429405926e-18,8.2049439351646609e-19,1.6242104104358411e-17,4.1322039014246714e-18,1.0356612658732461e-20,1.2269893456067434e-19,8.7927286300976589e-21,7.1840206667473582e-21,4.210016006223859e-21,3.562398796219087e-21,7.3157913435824646e-22,6.0273111288446666e-22,1.2239384116265168e-19,3.27599004757832e-21,1.0699693452996006e-19,1.9612776002318168e-24,6.7634596622849268e-23,8.2994487531476665e-24,6.8940320681057246e-23,1.2687192307104045e-19,4.4447486530298749e-21,1.864258061999648e-21,7.548682085668994e-18,1.305724058207986e-24
8.388607e-09,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999999667,11.0,1.1122387090539731e-15,7.2448715703276497e-16,1.1105574617779948e-15,1.0524837526194016e-15,1.082512310427539e-15,2.5046882104698987e-16,2.4600608420596934e-16,9.0978902524819143e-17,7.6342549386818981e-17,3.8131367138020835e-17,2.2191179591638926e-16,6.9120742160266603e-17,1.8739157629174934e-16,9.2456904099335878e-17,9.4286168529574846e-17,6.5522630790379509e-17,6.5060193261254921e-17,1.6739762560635758e-17,3.2080329509268931e-17,3.1818972194243358e-18,6.3313309358451654e-17,1.5055641340169008e-17,5.4607306043983068e-20,4.3710918811193507e-19,9.2600573199830824e-20,4.6012756460250039e-20,2.2348517249332076e-20,3.7664724998273819e-20,5.0287556890267684e-21,8.3265073841901623e-21,4.257823004821386e-19,3.9860736904094233e-21,7.5955671121083705e-19,2.2664577005722207e-23,7.1303813593350161e-22,1.9338570824311637e-22,7.4073833665687012e-22,4.4965828588574439e-19,3.436025358615875e-20,1.348274231010786e-20,1.4856886797057506e-17,2.7700200723368356e-23
9.999999999999999e-09,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.999999999999996,10.999999999999998,1.3032529015141322e-15,8.6402865702949693e-16,1.3007444837439931e-15,1.2233389534425749e-15,1.2680554772457406e-15,2.8152844301494547e-16,2.7553121404245573e-16,9.3460929441341118e-17,7.8279396057241847e-17,3.9089936005857444e-17,2.7975384121680671e-16,1.0030280185123353e-16,2.3612980395224036e-16,1.1599418390175196e-16,1.4372334365728243e-16,1.0097377259759484e-16,1.0016408978023791e-16,1.9989456372218462e-17,5.1166799471986909e-17,4.8778629756184653e-18,9.7423310247090917e-17,2.1958715910627731e-17,9.3078455204409934e-20,6.4670385149278495e-19,2.3868788624939453e-19,8.627863487618102e-20,3.8219403657875014e-20,9.7154208673836768e-20,9.0387959426277639e-21,2.3186850395211582e-20,5.7185654856433708e-19,4.2282576544385995e-21,1.4364778568075678e-18,6.0387813455642035e-23,1.8322905474594523e-21,8.8061354028626478e-22,1.9529936945610405e-21,6.6695582663385588e-19,7.7224804476315184e-20,2.8098613838475967e-20,1.7486823935127419e-17,1.2070314710158828e-22
1.6777215e-08,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999999334,10.999999999999996,2.1066225638832e-15,1.4509138842213448e-15,2.1006352230442736e-15,1.9419236995888129e-15,2.0484150377674881e-15,4.1215935421758724e-16,3.9970834079228234e-16,1.0389986646604982e-16,8.6425407804525079e-17,4.3121495848574453e-17,5.2302657297167312e-16,2.3144866302136196e-16,4.4111359597199908e-16,2.1498754289991781e-16,3.5164677688128643e-16,2.5007458786921831e-16,2.4780445687063719e-16,3.3657055552099165e-17,1.3144089184323455e-16,1.2010775035162731e-17,2.4088353979537593e-16,5.0991745423000848e-17,2.548808517378956e-19,1.5282194697092279e-18,8.5310356840092455e-19,2.5562932411749215e-19,1.0496935815766088e-19,3.4735575547730471e-19,2.5904268833045251e-20,8.5686649984411552e-20,1.1862172819275814e-18,5.2468377238431408e-21,4.2834805071575182e-18,2.1904463020794503e-22,6.5396550651034129e-21,3.7709641696735791e-21,7.0515110614718591e-21,1.5808682940587578e-18,2.575050199551165e-19,8.9570212486434253e-20,2.8547843451275579e-17,5.118559963684456e-22
2.5165823e-08,0.2203490676174657,89.099999999999994,0.0,0.0,0.0,0.99999999999999001,10.999999999999995,3.0216990791588888e-15,2.1786552307300543e-15,3.009876657460135e-15,2.727556902498914e-15,2.9359435479824834e-15,5.3018475264424933e-16,5.0958663609724012e-16,1.1104909579204688e-16,9.1575049283512145e-17,4.5619935304161532e-17,8.3085440290610942e-16,4.3817678882655347e-16,6.9985367169018966e-16,3.3774130695840257e-16,7.1274426401969098e-16,5.1469049166942078e-16,5.0930814293786348e-16,4.7406125472524475e-17,2.6708202733083748e-16,2.4557185529596031e-17,4.946938189886644e-16,9.7201519424033466e-17,5.6432297142894348e-19,3.0279691098600238e-18,2.5049272909300017e-18,6.0129667920299241e-19,2.330234264577097e-19,1.0193197323268541e-18,5.7340941927739264e-20,2.5362090833152033e-19,2.0022493023510482e-18,6.3879845822446611e-21,1.0084004792181537e-17,6.5061051101980542e-22,1.9132596895371197e-20,1.4397155502440145e-20,2.106091256437056e-20,3.1562465543079047e-18,7.0979257138356366e-19,2.3075911600152786e-19,4.1344226972568018e-17,1.9283156689993596e-21
3.3554431e-08,0.2203490676174657,89.099999999999994,0.0,0.0,0.0,0.99999999999998668,10.999999999999989,3.8638392078223813e-15,2.90761853753694e-15,3.8449281262500301e-15,3.4216326730381584e-15,3.7514731198262507e-15,6.1636590074242307e-16,5.8830561587716884e-16,1.1683258876559575e-16,9.5556429053535035e-17,4.7505059816747879e-17,1.1409653439519377e-15,6.7657331857456686e-16,9.5986767223714265e-16,4.5891118313917808e-16,1.1652774935973942e-15,8.5292696148431998e-16,8.4293941615617816e-16,5.856318265697027e-17,4.2941607442399097e-16,4.0478257768240841e-17,8.1814860112063514e-16,1.509023406907569e-16,9.7915731122562689e-19,4.8940942029640955e-18,5.3204433335512251e-18,1.0769928387786124e-18,4.0504681015002918e-19,2.1628836899836127e-18,9.7470559847842617e-20,5.3377235800723006e-19,2.8449788567261619e-18,7.4223253858624464e-21,1.8129320976439703e-17,1.3900516801991135e-21,4.0486683871327816e-20,3.7100377885178096e-20,4.5412384333197083e-20,5.1433064790735171e-18,1.4492460255381452e-18,4.4414383929412152e-19,5.3302115105353132e-17,4.9257004618692774e-21
5.0331647e-08,0.2203490676174657,89.099999999999994,0.0,0.0,0.0,0.9999999999999799,10.99999999999998,5.3947375791429107e-15,4.3681653492181799e-15,5.3594241359906995e-15,4.6273674471978869e-15,5.2313635331386638e-15,7.3882492440850957e-16,6.9839624317318496e-16,1.277845983499403e-16,1.0299870032145674e-16,5.0945268860506873e-17,1.7638592802334488e-15,1.2017304693553829e-15,1.4807191901045263e-15,6.9664247807679948e-16,2.2523427882000554e-15,1.6841899785820263e-15,1.6610109681426124e-15,7.6663667265283253e-17,7.9593159518594261e-16,7.9323554196694781e-17,1.6101436496459006e-15,2.70038041730448e-16,2.04454003509585e-18,9.3793520105574918e-18,1.4431586236830607e-17,2.3007115349302376e-18,8.4764840308796347e-19,5.853825446058898e-18,1.9363838744004984e-19,1.4033624207722044e-18,4.5722954798874032e-18,9.2719181842909352e-21,3.9314132276578839e-17,3.7890521741777149e-21,1.0908973728961878e-19,1.3054843771287197e-19,1.2623454938626585e-19,9.9973668785512148e-18,3.7558018236431438e-18,1.0486505872492492e-18,7.5429565665190027e-17,1.7144812096647125e-20
6.7108863e-08,0.22034906761746573,89.099999999999994,0.0,0.0,0.0,0.99999999999997313,10.999999999999973,6.7032588349092441e-15,5.8325782840689952e-15,6.6487352134244421e-15,5.5784947747066972e-15,6.4923501113618893e-15,8.0242475308247918e-16,7.5381091785330383e-16,1.385008276725633e-16,1.1025024076121108e-16,5.4182373036525044e-17,2.39010600481511e-15,1.7829854382354249e-15,2.0022891289790253e-15,9.2707117468999155e-16,3.5932301174270428e-15,2.7398385468300995e-15,2.6967942596745903e-15,8.9744209253258214e-17,1.2116981811596909e-15,1.2824718437452434e-16,2.6109907031367552e-15,4.0300734972912498e-16,3.4672175265262486e-18,1.4943662332846009e-17,2.9738881032045111e-17,3.911746571860665e-18,1.4397992687900541e-18,1.2035355274348964e-17,3.1109862363505028e-19,2.7932058869759585e-18,6.3579389448204971e-18,1.0809164668343425e-20,6.8276913148670608e-17,7.823357959745073e-21,2.2340998056954444e-19,3.2482517977960146e-19,2.6576153031115274e-19,1.6144156791488925e-17,7.506873103504759e-18,1.9316209390192451e-18,9.4942250981783937e-17,4.2351549741608357e-20
9.999999999999998e-08,0.2203490676174657,89.099999999999994,0.0,0.0,0.0,0.99999999999995992,10.999999999999954,8.7331888797536778e-15,8.7137123972424441e-15,8.6377370159133459e-15,6.9059525987210037e-15,8.4398506131967752e-15,8.5787184520976703e-16,8.0255862703185071e-16,1.5954002938703086e-16,1.2452353577626788e-16,6.0244664185667261e-17,3.6266016889986869e-15,2.9854314605567341e-15,3.0268870669843093e-15,1.357717110262712e-15,6.7554049543094714e-15,5.34928433232805e-15,5.242785234370378e-15,1.0943577155628791e-16,2.0835158406150121e-15,2.4805533232347771e-16,5.0614685569137309e-15,6.7990992078616463e-16,7.273099130032512e-18,2.8418834092130714e-17,8.6236079361671345e-17,7.9064692699035217e-18,3.0265364647053184e-18,3.464832320449061e-17,5.8638670615659215e-19,7.3829566395013432e-18,1.0021618097706182e-17,1.3111597018573305e-20,1.4750460492002414e-16,2.2646143020008424e-20,6.3685709015433671e-19,1.3932649700112752e-18,8.1563325314669428e-19,3.148688982939479e-17,2.0731132125128163e-17,4.4433525755609084e-18,1.2672907994137657e-16,1.7877616299235735e-19
1.00663295e-07,0.2203490676174657,89.099999999999994,0.0,0.0,0.0,0.9999999999999597,10.999999999999954,8.7668313120865571e-15,8.7719534517309125e-15,8.6705095600146151e-15,6.9254039979826327e-15,8.4719773393534383e-15,8.5804672643503276e-16,8.0272575193823352e-16,1.5996472817273454e-16,1.2481215168578117e-16,6.036305032633285e-17,3.6516566851509711e-15,3.0105375959437181e-15,3.047577811127616e-15,1.3661141972396125e-15,6.8264416617783625e-15,5.409262663851593e-15,5.301149998175142e-15,1.0975178505296693e-16,2.1018700112197738e-15,2.5079697027954598e-16,5.1175390270721736e-15,6.857150327906799e-16,7.3637022657973013e-18,2.8725545444392528e-17,8.7736287153240707e-17,7.9984225436193823e-18,3.0643368445074243e-18,3.5247316914088682e-17,5.9255149548751438e-19,7.5009238064172845e-18,1.009772174580929e-17,1.3148338336262545e-20,1.4940815603728689e-16,2.3039255277482273e-20,6.4777416185991055e-19,1.4241787981597952e-18,8.3048688943450807e-19,3.1841148963465409e-17,2.1077794821480039e-17,4.504641185179694e-18,1.2728199865197462e-16,1.8271272757459743e-19
1.34217727e-07,0.2203490676174657,89.099999999999994,0.0,0.0,0.0,0.99999999999994627,10.999999999999931,1.0236322843605771e-14,1.1723840824619712e-14,1.0097308124820646e-14,7.7285925727535e-15,9.8714674307209296e-15,8.6489044710031214e-16,8.1083393218605514e-16,1.8153286649210604e-16,1.3949417496520656e-16,6.6208115009562783e-17,4.9241142856588877e-15,4.2819839178592298e-15,4.0959742037820826e-15,1.7786173324113066e-15,1.0597115928581957e-14,8.6774306919440035e-15,8.4691925082612395e-15,1.2553973562342515e-16,3.0307179427399873e-15,3.9982046695418706e-16,8.151978698220007e-15,9.7979561859117397e-16,1.2548007563351313e-17,4.5417506779587599e-17,1.8685813802952538e-16,1.293104297243113e-17,5.2267685559442841e-18,7.4556091285419459e-17,9.2643430910518201e-19,1.4825630807770798e-17,1.404522451803346e-17,1.4726596819952192e-20,2.5899086981055607e-16,4.8872857470263995e-20,1.3589062631690954e-18,3.9192249190085884e-18,1.8566861907942731e-18,5.1382225576689766e-17,4.3533901981063047e-17,7.9803869344213286e-18,1.523163071163078e-16,4.9777992762517741e-19
1.6777215900000002e-07,0.22034906761746564,89.099999999999994,0.0,0.0,0.0,0.99999999999993283,10.999999999999909,1.1273156292135025e-14,1.468681246941097e-14,1.1094164996594336e-14,8.1960309356034674e-15,1.0850963709904123e-14,8.6089685849121607e-16,8.1119208097285787e-16,2.0318080903332337e-16,1.5426220439013801e-16,7.1739708955799536e-17,6.2063115173433454e-15,5.5631237217750259e-15,5.1478764411793117e-15,2.1674943812005572e-15,1.4695857226852886e-14,1.2381162872565903e-14,1.2036347299539319e-14,1.4035582671307519e-16,3.9660802307307959e-15,5.6823661123631076e-16,1.1551011608160045e-14,1.2763140398620116e-15,1.8902535397609358e-17,6.4377812521283896e-17,3.3296872566350696e-16,1.8382882495456261e-17,7.8744954665541194e-18,1.3195034897620447e-16,1.3053674927444298e-18,2.4832850479878815e-17,1.8182121785030695e-17,1.578343946027017e-20,3.9423615117894116e-16,8.6649429951240158e-20,2.3871188429479844e-18,8.524812261841021e-18,3.4611947209335864e-18,7.4007393264494725e-17,7.5887650712315171e-17,1.2136960401234865e-17,1.7187742517614168e-16,1.0740758779856014e-18
2.0132659100000004e-07,0.22034906761746564,89.099999999999994,0.0,0.0,0.0,0.9999999999999194,10.999999999999885,1.2002749923867185e-14,1.7660059278868763e-14,1.1788362047565351e-14,8.4667183892955771e-15,1.153422505398687e-14,8.5781124397765293e-16,8.1293278449888249e-16,2.2489838541544074e-16,1.690966541215974e-16,7.6985308249806585e-17,7.4972452250681191e-15,6.8440582356512683e-15,6.2035406223188059e-15,2.5354701789094236e-15,1.8982487601006074e-14,1.639368873312878e-14,1.5875820804234182e-14,1.5520621636092043e-16,4.8980119862758915e-15,7.5075224155303048e-16,1.5189152626111025e-14,1.5725036810650919e-15,2.6328148987545677e-17,8.5178613206585229e-17,5.2999381679196851e-16,2.4133027221132611e-17,1.0961020284260198e-17,2.0857938725668539e-16,1.7268882137761697e-18,3.7531715850130921e-17,2.2490599023084007e-17,1.6492875173899653e-20,5.524861163400354e-16,1.3713669979661903e-19,3.7473216370614041e-18,1.6032821930052894e-17,5.7533058220656314e-18,9.9126413047496142e-17,1.1879447469613959e-16,1.6769522897713056e-17,1.8744351770034005e-16,2.0059841850042273e-18
2.3488102300000005e-07,0.22034906761746562,89.099999999999994,0.0,0.0,0.0,0.99999999999990574,10.999999999999858,1.2503223695016105e-14,2.0643302812038733e-14,1.2258581823730179e-14,8.6143106414733674e-15,1.1997889937398195e-14,8.5699601616891649e-16,8.1661892515042112e-16,2.4668833841240527e-16,1.8399278125756934e-16,8.1970670841564043e-17,8.7962336752012746e-15,8.1238175743063428e-15,7.2630937734946463e-15,2.8845793151146836e-15,2.3382570784674936e-14,2.0636053221094552e-14,1.9909315219718904e-14,1.7020774982621934e-16,5.825371477292227e-15,9.4417691354314002e-16,1.8989165147501602e-14,1.8680429972386497e-15,3.4757542904705528e-17,1.0759308973679515e-16,7.7993355271385623e-16,3.0064041982356723e-17,1.4453217692442537e-17,3.0487012162240382e-16,2.1905358142276265e-18,5.2912265171195351e-17,2.6956937470287685e-17,1.6956343737583033e-20,7.317293335275063e-16,2.0062164389517259e-19,5.4426770958954177e-18,2.7123938985206321e-17,8.8162470685168771e-18,1.2637205520738421e-16,1.7259118055319519e-16,2.173900209256386e-17,1.9997135290024665e-16,3.3735699726214582e-18
2.6843545500000007e-07,0.22034906761746562,89.099999999999994,0.0,0.0,0.0,0.9999999999998922,10.999999999999829,1.2852658012573521e-14,2.3636531074209351e-14,1.2582899862742243e-14,8.7018974045448905e-15,1.2318115683849509e-14,8.5791204406680565e-16,8.214769088540441e-16,2.6855600438396624e-16,1.9894764308551245e-16,8.6728213616560204e-17,1.0102555429767194e-14,9.4028257480005553e-15,8.326640467415742e-15,3.2172586339716456e-15,2.783220040172464e-14,2.5029347533659918e-14,2.4059233006485424e-14,1.8531458005348562e-16,6.7486342881716865e-15,1.1454001040225696e-15,2.2874847122205655e-14,2.1630579848776647e-15,4.4116515766939793e-17,1.3142594090839092e-16,1.0842451208789503e-15,3.6075296708366829e-17,1.8312826397777044e-17,4.2089748803546824e-16,2.6961390473912823e-18,7.0956178340051158e-17,3.1564449717390989e-17,1.7269523394592264e-20,9.2953837395942108e-16,2.7715831616773944e-19,7.4692566393570487e-18,4.2713762543233043e-17,1.2752428823134086e-17,1.5537731108736687e-16,2.3755495398977682e-16,2.6902746318850007e-17,2.1045291225863365e-16,5.2831721837770366e-18
3.3554431900000005e-07,0.2203490676174656,89.099999999999994,0.0,0.0,0.0,0.99999999999986522,10.999999999999778,1.326854296953467e-14,2.9654483677838785e-14,1.2961287850262695e-14,8.7916200221701846e-15,1.2692086961045774e-14,8.6104759818596356e-16,8.3179298955060932e-16,3.1254117790378391e-16,2.2902892907808547e-16,9.5664887435541306e-17,1.2735483500588255e-14,1.1960975333602754e-14,1.0465852378514438e-14,3.8409996465685126e-15,3.6783626287287376e-14,3.4096813533348448e-14,3.2542494459604656e-14,2.1551250641682512e-16,8.5862390610293418e-15,1.5647738180511372e-15,3.0742653148966833e-14,2.7524274918533302e-15,6.541794316300659e-17,1.8304650420120004e-16,1.8558170284616128e-15,4.8187196599626148e-17,2.7019143600325235e-17,7.1018414884778155e-16,3.832901676121735e-18,1.1496016419026962e-16,4.1149563310038276e-17,1.7629998458732671e-20,1.3731441108326254e-15,4.6808770983752972e-19,1.2466281114730762e-17,9.0829448179060541e-17,2.3586099485424147e-17,2.1786390589934082e-16,4.0132938253905864e-16,3.7500250148730908e-17,2.2761100847847992e-16,1.1119818370693382e-17
4.026531830000001e-07,0.22034906761746545,89.099999999999994,0.0,0.0,0.0,0.99999999999983802,10.999999999999723,1.3542120731195167e-14,3.5718646892309116e-14,1.3208877081428736e-14,8.8821723275468296e-15,1.2935642439520715e-14,8.6393518867374976e-16,8.4163096032479056e-16,3.5688516916750833e-16,2.5933164147655091e-16,1.0401684118411147e-16,1.5393099455545844e-14,1.4519936255482054e-14,1.2621360742781088e-14,4.4228309067018774e-15,4.5687247046057501e-14,4.3301337636637176e-14,4.1043896421465385e-14,2.4552206033685856e-16,1.0413780420906601e-14,1.9978969411893381e-15,3.8523722773307511e-14,3.3413767762824654e-15,8.9812753922427475e-17,2.3956482898192176e-16,2.8393994910200445e-15,6.0234060238961527e-17,3.6836041866841744e-17,1.0699801660298209e-15,5.1352561405416514e-18,1.6937690062992618e-16,5.1133237636723993e-17,1.7882284488812987e-20,1.8670614355886896e-15,7.0566747509712946e-19,1.859923654652958e-17,1.6833690206548514e-16,3.9008459413458533e-17,2.8519500056599951e-16,6.1054526160629948e-16,4.8042582133204119e-17,2.430354783022195e-16,2.0409222866928952e-17
4.697620470000001e-07,0.22034906761746542,89.099999999999994,0.0,0.0,0.0,0.99999999999981093,10.999999999999668,1.3715613410865442e-14,4.1833421057401369e-14,1.3363714617557207e-14,8.95858200473906e-15,1.3086668958134399e-14,8.6681516178163697e-16,8.5148967569354394e-16,4.0160037346051244e-16,2.8985576898284547e-16,1.1188977724507585e-16,1.8074977842842776e-14,1.707928641338739e-14,1.4793081978113947e-14,4.9702835172902266e-15,5.4557599209508544e-14,5.2600285737798289e-14,4.9527495454512833e-14,2.7536564985903851e-16,1.2231169246022662e-14,2.4434485511929917e-15,4.6190801095145717e-14,3.9298437279350951e-15,1.1711870935614085e-16,3.0100724769528408e-16,4.0252074483276719e-15,7.2238922025756953e-17,4.7645557325253055e-17,1.4938957723385707e-15,6.6014462091521317e-18,2.3409914728771379e-16,6.1462289335461662e-17,1.8050517023201618e-20,2.4036664022797364e-15,9.8567197953202994e-19,2.5752400406965633e-17,2.8003208949430718e-16,5.9426353656760612e-17,3.5714289403397459e-16,8.6492922195207573e-16,5.8471866025648995e-17,2.5752568625800911e-16,3.3673953249794976e-17
6.039797750000001e-07,0.22034906761746528,89.099999999999994,0.0,0.0,0.0,0.99999999999975642,10.999999999999554,1.3936300009394805e-14,5.4237421066652551e-14,1.3556125213766012e-14,9.0846083010054705e-15,1.327071824869757e-14,8.7260638443812944e-16,8.7130721940754481e-16,4.921924165828484e-16,3.5156224197229828e-16,1.2667881883552109e-16,2.3510588242969147e-14,2.2199009274871894e-14,1.9184832076578736e-14,5.9965505403103496e-15,7.218182983097581e-14,7.1305733522325448e-14,6.6291967715116768e-14,3.3457060467444876e-16,1.583612190121541e-14,3.3658368176750968e-15,6.108367372163715e-14,5.1052854618624373e-15,1.7948516550405709e-16,4.385090818199604e-16,6.9470042318363999e-15,9.6096648583287928e-17,7.1631963292616422e-17,2.4998235223012408e-15,1.001519669584089e-17,3.9382259069962775e-16,8.2913681608223429e-17,1.8276240851589615e-20,3.5700741928369522e-15,1.6502946661809859e-18,4.2530928202608737e-17,6.3060554610043367e-16,1.1730935901501229e-16,5.1385309727497525e-16,1.5080485044243731e-15,7.8774119587604664e-17,2.8658660450852413e-16,7.4778430812403538e-17
7.381975030000001e-07,0.22034906761746514,89.099999999999994,0.0,0.0,0.0,0.99999999999970157,10.999999999999439,1.4069752452037567e-14,6.6893560486429414e-14,1.3667388350762396e-14,9.1948173193550686e-15,1.3372124591891378e-14,8.7836827885387102e-16,8.9113084167706562e-16,5.8436219466443414e-16,4.1413982407887354e-16,1.4053519537669865e-16,2.9042316101642804e-14,2.732009918554707e-14,2.3640642389873871e-14,6.9560243501793063e-15,8.9631188550572134e-14,9.0072566752335604e-14,8.272187349786911e-14,3.9313773038321189e-16,1.940205699925873e-14,4.3270157681183354e-15,7.5371763111846557e-14,6.2787218071915716e-15,2.5132259943928175e-16,5.9533325032577703e-16,1.0546263378462877e-14,1.1972082824987683e-16,9.8258056873101752e-17,3.6855181504815699e-15,1.4060500912659402e-17,5.9327002150713717e-16,1.0524850498699013e-16,1.8426755497322127e-20,4.8357390657364767e-15,2.4338763661043545e-18,6.2097110611446929e-17,1.1714808768655228e-15,1.9961476974138823e-16,6.8701921009593852e-16,2.3291192586679042e-15,9.8275327956737997e-17,3.1689455524741042e-16,1.3751765912994131e-16
8.724152310000002e-07,0.220349067617465,89.099999999999994,0.0,0.0,0.0,0.99999999999964684,10.999999999999325,1.4181958183329165e-14,7.9826376789788412e-14,1.3757965607732717e-14,9.3011661496425264e-15,1.3451245759001304e-14,8.84083791272837e-16,9.1094682468202784e-16,6.7813953186977162e-16,4.7757994081331991e-16,1.5384601161980015e-16,3.4671011686259491e-14,3.2442486491572002e-14,2.8159971614508991e-14,7.8766015480165575e-15,1.0689482510829076e-13,1.0883408729354922e-13,9.8771526105473942e-14,4.5108146637415197e-16,2.2929965895024187e-14,5.3245905610152773e-15,8.9073760356789037e-14,7.4501110053180187e-15,3.31493600989257e-16,7.7129287279884973e-16,1.4746133966485224e-14,1.4309414769011579e-16,1.2687243375702893e-16,5.0107211273008912e-15,1.8722768027464236e-17,8.3152236946154023e-16,1.2826943608920911e-16,1.8558377132950396e-20,6.1723940262030596e-15,3.3097831968427323e-18,8.3802086180599304e-17,1.9283861809106138e-15,3.0841085322606838e-16,8.7597219619520356e-16,3.3263617065126774e-15,1.1697180361732799e-16,3.4920733717112344e-16,2.2460876704546909e-16
9.999999999999997e-07,0.2203490676174649,89.099999999999994,0.0,0.0,0.0,0.99999999999959455,10.999999999999213,1.4288875742370198e-14,9.2395008021731255e-14,1.3842776406553998e-14,9.4016698440383955e-15,1.3523977867709548e-14,8.8947367325139451e-16,9.2978415721661447e-16,7.6878791861328399e-16,5.3867675036587941e-16,1.6623779628088617e-16,4.0112445019985861e-14,3.7312893215904954e-14,3.2514307035221162e-14,8.733265950142951e-15,1.2313172899653175e-13,1.2664330307855933e-13,1.1367041413167262e-13,5.0559849585249915e-16,2.62491829845025e-14,6.3058092901532701e-15,1.0160506413099492e-13,8.5616709686642163e-15,4.1448343753267595e-16,9.5614788749395195e-16,1.9228546135506428e-14,1.6507726328030037e-16,1.5541135341350102e-16,6.36759375754645e-15,2.3713022089283794e-17,1.0931204845397326e-15,1.5066297754713367e-16,1.8682436860268989e-20,7.4908529116698443e-15,4.2067081502699914e-18,1.0590996876086613e-16,2.8673189968319709e-15,4.3788720028591594e-16,1.0697917012161254e-15,4.4359235113125335e-15,1.3405859749823996e-16,3.8173315730634768e-16,3.3197723152504984e-16
