Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399)
2.162687000000001e-09,0.23564895224665153,89.099999999999994,0.0,0.0,0.0,0.99999999998453748,10.999999999999122,6.5279513212460038e-12,1.8857499743088943e-13,6.4594801446260401e-12,6.2404987335067872e-12,6.2506175529260873e-12,1.9255299422520736e-12,2.198996380399048e-12,6.0275352788588805e-14,4.9471144583020304e-14,2.473548492427774e-14,2.1622850147411886e-14,1.758620915712623e-13,1.8262189566775415e-14,9.1310896883182628e-15,1.2160254053726464e-13,8.2054921605760728e-14,8.108043125145672e-14,3.0840519292687072e-13,7.6382829671101012e-14,1.1244989704843926e-13,7.821167656900521e-14,2.5679687678126014e-14,2.6184718024074622e-16,3.53508503016952e-15,4.7630317972324164e-17,1.8752534741157558e-16,9.0139509019680271e-17,1.6291252434094318e-17
2.6869750000000006e-09,0.23564895224665933,89.099999999999994,0.0,0.0,0.0,0.99999999998078903,10.999999999998696,8.0959108377841172e-12,2.3572140405546669e-13,7.9907585991842107e-12,7.7203330746568358e-12,7.7349772304992036e-12,2.2865045365737437e-12,2.6902855431670569e-12,7.0832109586949109e-14,5.7984456093672602e-14,2.8991961894903506e-14,3.0838353737381525e-14,2.6808799489148302e-13,2.6169463500153013e-14,1.3084697766889303e-14,1.8690534775035868e-13,1.2639249629406014e-13,1.2465721830064509e-13,4.3994623573830882e-13,1.338761729407643e-13,1.7258141779485246e-13,1.2020470372396285e-13,3.8419334314782375e-14,4.7831727263940459e-16,5.7372063741091519e-15,1.0631237660107175e-16,3.4331485228679685e-16,1.659411272881591e-16,3.6604381477458668e-17
3.1329306128606134e-09,0.23564895224666596,89.099999999999994,0.0,0.0,0.0,0.99999999997760058,10.999999999998268,9.4251521374186246e-12,2.7626649050586775e-13,9.2828054888433336e-12,8.9692155402464633e-12,8.9880746223462062e-12,2.5673960777818253e-12,3.0963874629165614e-12,7.9145237563723248e-14,6.4628956175920649e-14,3.2313957077485715e-14,3.9322996086714121e-14,3.6067418043835342e-13,3.3492464119125837e-14,1.6746142442653856e-14,2.5320769003795397e-13,1.7153829617954577e-13,1.6891406986164245e-13,5.6118588654852026e-13,1.9694146015029896e-13,2.3352553956773178e-13,1.6283273707163781e-13,5.0891270722854203e-14,7.2913711068779617e-16,8.0881355581387913e-15,1.8652130920069545e-16,5.2365572263904984e-16,2.5456426624148475e-16,6.4576156402300662e-17
3.578886225721226e-09,0.23564895224667246,89.099999999999994,0.0,0.0,0.0,0.99999999997441213,10.999999999997787,1.0750309936876298e-11,3.1721967286282086e-13,1.0565332101029353e-11,1.0209147778390055e-11,1.0232470609108512e-11,2.8264238476971382e-12,3.4920667116692811e-12,8.6988144791479289e-14,7.0845465174067559e-14,3.5421845099799069e-14,4.8260286589596218e-14,4.658309053422794e-13,4.1243765452590984e-14,2.0621694733845142e-14,3.2929606770701059e-13,2.2348305812451599e-13,2.1971507759089349e-13,6.8905305806279542e-13,2.7298421013683205e-13,3.0335972126785768e-13,2.1174256145844958e-13,6.4739708276322677e-14,1.0474110441196872e-15,1.0894281727338231e-14,3.0210228488042092e-16,7.5189284576581222e-16,3.6791202035437104e-16,1.0515134483634323e-16
4.024841838581839e-09,0.23564895224667876,89.099999999999994,0.0,0.0,0.0,0.99999999997122369,10.999999999997243,1.2071394365950694e-11,3.585820304407955e-13,1.1838417143233624e-11,1.1440227756395845e-11,1.1468189535749654e-11,3.0654582203289514e-12,3.8776981315487878e-12,9.4465528345775718e-14,7.6724267702802676e-14,3.836075610167838e-14,5.7546372685955542e-14,5.8316794615228714e-13,4.9333136689093231e-14,2.4666224580257363e-14,4.1507575667530524e-13,2.8219511310395333e-13,2.7699827155183652e-13,8.2210145669411171e-13,3.6172554233647583e-13,3.8197938485717501e-13,2.6686903155889228e-13,7.9854736777297859e-14,1.43833790762252e-15,1.4167511599968906e-14,4.6035079833655152e-16,1.0310744955630005e-15,5.0818313001041467e-16,1.6106136967741128e-16
4.683816799289153e-09,0.23564895224668797,89.099999999999994,0.0,0.0,0.0,0.99999999996651223,10.999999999996339,1.4016085174150468e-11,4.204532301502723e-13,1.3702497911887575e-11,1.3243351878589865e-11,1.3278350428699855e-11,3.3856557541128069e-12,4.4299044262502949e-12,1.050159942771267e-13,8.4942573671250541e-14,4.2468940267396523e-14,7.1737519294745247e-14,7.7805418238213813e-13,6.1755938530634791e-14,3.087725835559965e-14,5.5937296218087768e-13,3.8127322668755851e-13,3.7337983959474324e-13,1.0258318493774629e-12,5.1515731671111052e-13,5.1402422162378355e-13,3.5957099363832978e-13,1.0429671345717558e-13,2.1589309107454968e-15,1.9878886736598471e-14,7.8792210446533632e-16,1.5420660267596355e-15,7.6906428410646774e-16,2.7769829606364159e-16
5.342791759996466e-09,0.23564895224669696,89.099999999999994,0.0,0.0,0.0,0.99999999996180078,10.999999999995321,1.5951936301408766e-11,4.8322365153653274e-13,1.5546382516866726e-11,1.5027644993514642e-11,1.5069732943601999e-11,3.67079091826191e-12,4.9620711203611347e-12,1.1513685106911764e-13,9.2750693368823249e-14,4.6371725920463592e-14,8.632469901743621e-14,9.9755465772702831e-13,7.4589953318507415e-14,3.7293692158067943e-14,7.2433274686220664e-13,4.9495737247897376e-13,4.8358539489336569e-13,1.2357807135174172e-12,6.9350357204290319e-13,6.6472766528990037e-13,4.6550060582422668e-13,1.3099532430264287e-13,3.0620270612137524e-15,2.6652891894070917e-14,1.248514120212121e-15,2.1758420843438136e-15,1.0992880327940788e-15,4.4313607310653361e-16
6.00176672070378e-09,0.23564895224670573,89.099999999999994,0.0,0.0,0.0,0.99999999995708932,10.99999999999419,1.7878980160876422e-11,5.4689670429192782e-13,1.737031692775219e-11,1.67933876717439e-11,1.6842457223343276e-11,3.9251289029606107e-12,5.475251319804635e-12,1.2495735977649988e-13,1.0026822930863437e-13,5.0128909015434541e-14,1.0117967991685916e-13,1.2405685768090672e-12,8.7715680589153117e-14,4.3855730186090786e-14,9.096663062563965e-13,6.2314663281862212e-13,6.074217973127317e-13,1.4501483908970314e-12,8.9464786038336791e-13,8.3380095949466239e-13,5.8445533184550516e-13,1.5969603815065005e-13,4.1597782173348242e-15,3.4505175271166279e-14,1.8656070091552543e-15,2.9367523648076597e-15,1.5044917936192366e-15,6.6665348623254661e-16
6.660741681411093e-09,0.23564895224671428,89.099999999999994,0.0,0.0,0.0,0.99999999995237787,10.999999999992951,1.9797249125149791e-11,6.1147576564462364e-13,1.9174543858041928e-11,1.8540851229439547e-11,1.8596655532270158e-11,4.1523926650101734e-12,5.9704411599730679e-12,1.3456466937150161e-13,1.0757827488048882e-13,5.3782039005862408e-14,1.1621601039225399e-13,1.5060528627843674e-12,1.0105010377622918e-13,5.0521823102246694e-14,1.1150906442019466e-12,7.657406563301616e-13,7.4469865551481524e-13,1.6677050734293205e-12,1.1164059347082238e-12,1.0209711732575563e-12,7.1623577175128487e-13,1.9017576221721655e-13,5.4632323119482819e-15,4.3446755219367593e-14,2.6621189826927662e-15,3.8277449110438271e-15,1.9899640900961528e-15,9.5750105471418178e-16
7.319716642118407e-09,0.23564895224672264,89.099999999999994,0.0,0.0,0.0,0.99999999994766642,10.999999999991605,2.1706775610186463e-11,6.7696418349479599e-13,2.0959303100045931e-11,2.0270300088409568e-11,2.0332470219196723e-11,4.3558492777129083e-12,6.4485843496374926e-12,1.4402035811839313e-13,1.1474071788369679e-13,5.7361067409592661e-14,1.3137261420496951e-13,1.7930175316827081e-12,1.145333904820215e-13,5.7262019473434541e-14,1.3403277343971283e-12,9.2263953653162952e-13,8.9522805425313208e-13,1.8875631818192486e-12,1.3566718275200453e-12,1.2259789581023896e-12,8.6064541123792216e-13,2.2223817524617784e-13,6.9826337288522979e-15,5.3485777999413205e-14,3.6602484777073301e-15,4.8507330390042849e-15,2.5607440460025956e-15,1.3248314951487752e-15
7.97869160282572e-09,0.2356489522467308,89.099999999999994,0.0,0.0,0.0,0.99999999994295496,10.999999999990164,2.3607592090577355e-11,7.4336527485306446e-13,2.2724831441557632e-11,2.1981992587060657e-11,2.2050052022064023e-11,4.5383675872978751e-12,6.9105745862842573e-12,1.533679003599019e-13,1.2179869198365879e-13,6.0887571287637008e-14,1.4660638257918377e-13,2.1005232843323703e-12,1.2812244538626444e-13,6.4054742298337419e-14,1.5851043422308312e-12,1.093743863159526e-12,1.0588246128000444e-12,2.109078176773318e-12,1.6134632048892004e-12,1.448577224790348e-12,1.0174907202468681e-12,2.557104810518596e-13,8.7275395505161082e-15,6.4628297017453941e-14,4.881407920617014e-15,6.0068218624100644e-15,3.2216607002236439e-15,1.7776619570440852e-15
8.637666563533032e-09,0.23564895224673876,89.099999999999994,0.0,0.0,0.0,0.99999999993824351,10.999999999988626,2.5499731146258928e-11,8.1068232747905673e-13,2.4471362836348729e-11,2.3676181838320553e-11,2.3749558757409336e-11,4.7024707171951344e-12,7.3572587174892511e-12,1.6263823449671754e-13,1.2878348375451922e-13,6.437720508489021e-14,1.6188664963050918e-13,2.4276783047645993e-12,1.4178600700664666e-13,7.0884337172241978e-14,1.8491516067728015e-12,1.2789546648073421e-12,1.2353053460960127e-12,2.3317750441250296e-12,1.8849460550679204e-12,1.688529739408515e-12,1.1865810403089333e-12,2.9044040976625189e-13,1.0706914823317615e-14,7.687885591629893e-14,6.3462036504111486e-15,7.2964922719696673e-15,3.9773667025573214e-15,2.3248555435520652e-15
9.296641524240345e-09,0.23564895224674653,89.099999999999994,0.0,0.0,0.0,0.99999999993353206,10.999999999986992,2.7383225466932328e-11,8.7891859879390357e-13,2.619912833870755e-11,2.5353115958754675e-11,2.5431154350087241e-11,4.8503679543529068e-12,7.7894383257866353e-12,1.7185215484825862e-13,1.3571676483186433e-13,6.7840816035543443e-14,1.7719281838413173e-13,2.7736366840615209e-12,1.5550241792358336e-13,7.7739956885098919e-14,2.1322049919187485e-12,1.4781734479205448e-12,1.424489712266088e-12,2.5553173800444085e-12,2.1694361090047183e-12,1.9456103818291422e-12,1.3677286558525374e-12,3.2629436300022557e-13,1.2929168813569056e-14,9.0240741050298719e-14,8.0744258111562907e-15,8.719703281511539e-15,4.8323501193519e-15,2.9751091597172128e-15
9.955616484947657e-09,0.23564895224675422,89.099999999999994,0.0,0.0,0.0,0.9999999999288206,10.99999999998527,2.9258107875541866e-11,9.4807731571439841e-13,2.7908356129892486e-11,2.7013038587025887e-11,2.7095007333966807e-11,4.9840084522740962e-12,8.207873024602261e-12,1.8102414248443498e-13,1.4261408795713131e-13,7.1286191443480249e-14,1.9251055907456183e-13,3.137595112526107e-12,1.6925613206817633e-13,8.4613814146004535e-14,2.4340040615452234e-12,1.6913022066127132e-12,1.6261995854562294e-12,2.7794569022326552e-12,2.4653996743094356e-12,2.2196017939923821e-12,1.5607487959626848e-12,3.6315428565873713e-13,1.5402223687198554e-14,1.0471639499287036e-13,1.0085045315137468e-14,1.0276049648367778e-14,5.790956422281749e-15,3.7369391877112854e-15
9.999999999999999e-09,0.2356489522467617,89.099999999999994,0.0,0.0,0.0,0.9999999999285033,10.999999999985153,2.9384076886038837e-11,9.5276855418178327e-13,2.8022815917828871e-11,2.7124232770648549e-11,2.7206438256780234e-11,4.9925406658503582e-12,8.2355795754894717e-12,1.8164065277534811e-13,1.4307763623707575e-13,7.1517735290460774e-14,1.935424014048629e-13,3.1627364584579071e-12,1.7018352816015917e-13,8.5077294986427367e-14,2.4549983659425587e-12,1.7061544968447336e-12,1.6402310747214693e-12,2.7945698937479002e-12,2.4857108208322408e-12,2.2386583813642327e-12,1.5741713857761424e-12,3.6567039949917569e-13,1.5577992092246589e-14,1.0573144516290448e-13,1.0231070206652507e-14,1.0385642624221479e-14,5.859350547874785e-15,3.7924682208006727e-15
1.061459144565497e-08,0.2356489522467617,89.099999999999994,0.0,0.0,0.0,0.99999999992410915,10.999999999983462,3.1124411339766787e-11,1.0181616749161621e-12,2.9599271555396004e-11,2.8656189124988259e-11,2.8741290299078893e-11,5.1051020314746291e-12,8.6132818971011028e-12,1.9016390529763249e-13,1.4948623310990159e-13,7.471873160287886e-14,2.078302811396064e-13,3.5187914308262949e-12,1.8303636957808236e-13,9.1500508664046347e-14,2.7542923648076854e-12,1.9182434161467575e-12,1.8402592239193758e-12,3.0040125861510018e-12,2.7714552515029452e-12,2.5102948376070562e-12,1.7654596098303186e-12,4.0091645750895682e-13,1.8133545838628732e-14,1.2030758667379438e-13,1.2396213835101959e-14,1.1964818636921147e-14,6.857398128126274e-15,4.6186766354833999e-15
1.1273566406362283e-08,0.23564895224676902,89.099999999999994,0.0,0.0,0.0,0.9999999999193977,10.99999999998157,3.2982168992513825e-11,1.0891748433547598e-12,3.1272097200159078e-11,3.0282803109279781e-11,3.0370178757032395e-11,5.2151615385303947e-12,9.006346742394416e-12,1.9927847409627306e-13,1.563411513041113e-13,7.8142421556020236e-14,2.2314505289486495e-13,3.9165013639048828e-12,1.9683517500352535e-13,9.839605539343751e-14,3.0928172209563621e-12,2.1589000233575723e-12,2.0664952051467038e-12,3.2288426376259743e-12,3.0863625331139964e-12,2.8174874755913704e-12,1.9816821140832222e-12,4.394889963656696e-13,2.1130193528535482e-14,1.3701564994692339e-13,1.5025283821659019e-14,1.3785089531809104e-14,8.0357687900249464e-15,5.6284632146229049e-15
1.259151632777691e-08,0.23564895224678323,89.099999999999994,0.0,0.0,0.0,0.99999999990997479,10.99999999997754,3.6672180219426976e-11,1.2340001275081771e-12,3.4564355736406092e-11,3.3487344354413059e-11,3.357648798835248e-11,5.4072749887909178e-12,9.7579886213032039e-12,2.1744684537356803e-13,1.7001716614689323e-13,8.4972214774797758e-14,2.5374523504505454e-13,4.7587508872089195e-12,2.2447059059139717e-13,1.1220474150833972e-13,3.8235846007567071e-12,2.6809735871043505e-12,2.5548140536578735e-12,3.6789537473331276e-12,3.7384504636707085e-12,3.4805980778138475e-12,2.4479605337579798e-12,5.1875501349034113e-13,2.794567897463654e-14,1.7378558097138226e-13,2.1302595737301317e-14,1.7815446884108778e-14,1.0744079904258663e-14,8.0638108163493515e-15
1.3777671257050073e-08,0.23564895224679555,89.099999999999994,0.0,0.0,0.0,0.99999999990149413,10.99999999997365,3.9964299568135656e-11,1.3675505779636763e-12,3.7467698625323479e-11,3.6317163651790199e-11,3.640448334845766e-11,5.5541105783597386e-12,1.0398372985517128e-11,2.3374408458131114e-13,1.8230465378841099e-13,9.1107835160402074e-14,2.8123733650121884e-13,5.5667147201357112e-12,2.4936786103986355e-13,1.2464375923951968e-13,4.5411842258470877e-12,3.1967825045514025e-12,3.0342510966367084e-12,4.0841589218371081e-12,4.3457812534818746e-12,4.1319308530196449e-12,2.9052435441658247e-12,5.9215515850246774e-13,3.5049960162791514e-14,2.1070465841368523e-13,2.8197609706305107e-14,2.1880021815461844e-14,1.3603111632696372e-14,1.0771364203628453e-14
1.496382618632324e-08,0.2356489522468074,89.099999999999994,0.0,0.0,0.0,0.99999999989301347,10.999999999969521,4.3229253833946624e-11,1.5041582803460739e-12,4.0315768863261535e-11,3.9096902518515454e-11,3.9178934374524129e-11,5.6815329353026949e-12,1.1007823433839186e-11,2.5000053804829938e-13,1.9458489966296155e-13,9.723917918166154e-14,3.0867364538982076e-13,6.4184880070903508e-12,2.7427651754659022e-13,1.3708705958035836e-13,5.3141049242612116e-12,3.7555416022927347e-12,3.5505459372244181e-12,4.4891273239358911e-12,4.9680051085183839e-12,4.833856766760993e-12,3.3971695455609182e-12,6.6718498544613653e-13,4.3106639655951901e-14,2.5124985558456367e-13,3.6357683924396255e-14,2.6350305425718034e-14,1.6883435784863075e-14,1.4011809692698295e-14
1.6149981115596402e-08,0.23564895224681887,89.099999999999994,0.0,0.0,0.0,0.99999999988453281,10.999999999965166,4.6467242767640578e-11,1.6438406503663606e-12,4.3109768355526643e-11,4.1827808491241667e-11,4.1900909390142987e-11,5.7934893662733397e-12,1.1589177485871276e-11,2.6621779822842716e-13,2.068609892566543e-13,1.0336781942716343e-13,3.3605288653263612e-13,7.3110062128881066e-12,2.9919337309650988e-13,1.4953306980805624e-13,6.140999509842708e-12,4.3567020976434192e-12,4.1027677922841132e-12,4.8936858062287834e-12,5.6016969413535264e-12,5.5853945016641243e-12,3.9227950657542055e-12,7.4360246640783839e-13,5.214409814072744e-14,2.9542050981311018e-13,4.5857526450725388e-14,3.1217443076309006e-14,2.0605104488705914e-14,1.782590922944865e-14
1.7336136044869566e-08,0.2356489522468299,89.099999999999994,0.0,0.0,0.0,0.99999999987605215,10.999999999960586,4.9678468054726913e-11,1.7866148064170545e-12,4.585087238346227e-11,4.4511095890011102e-11,4.4571474880273477e-11,5.8930729621347284e-12,1.2145005843208226e-11,2.8239469154429271e-13,2.1913259961682303e-13,1.0949362035961726e-13,3.6337653377441223e-13,8.2414772897045129e-12,3.2411864199321107e-13,1.6198192531465529e-13,7.0205547447824298e-12,4.9997202360386547e-12,4.690008122983048e-12,5.2977265387011522e-12,6.2441475399483742e-12,6.3856046004308165e-12,4.4812043147204391e-12,8.2121718165171321e-13,6.2187551730997053e-14,3.4321483916652899e-13,5.6765025951543575e-14,3.6472328549153735e-14,2.4787172275601238e-14,2.2252566386632795e-14
1.852229097414273e-08,0.23564895224684065,89.099999999999994,0.0,0.0,0.0,0.99999999986757149,10.999999999955801,5.286313333601571e-11,1.9324975754918638e-12,4.8540230407317258e-11,4.7147947909879317e-11,4.7191688420738445e-11,5.9827970161385512e-12,1.2677644729029601e-11,2.9853370385058801e-13,2.314022687224813e-13,1.1561787371071679e-13,3.9064243104458464e-13,9.2073491351741941e-12,3.4904967845208579e-13,1.7443233422392857e-13,7.9514897453484318e-12,5.684057255069262e-12,5.3113799343809139e-12,5.7011172001006647e-12,6.8932016038531251e-12,7.2335818803836366e-12,5.0715082971640952e-12,8.9987391639950765e-13,7.3259367517591711e-14,3.946308080505842e-13,6.9141686430045082e-14,4.2106012145544473e-14,2.9447767271315072e-14,2.732886966785248e-14
2.0259030300924736e-08,0.23564895224685575,89.099999999999994,0.0,0.0,0.0,0.99999999985515431,10.999999999948427,5.7478557520126573e-11,2.1517378973787514e-12,5.2386909855662463e-11,5.0927387591385234e-11,5.0939482614887021e-11,6.1005582140437579e-12,1.3420071329054575e-11,3.2210021862499181e-13,2.4936837991639108e-13,1.2458443929749341e-13,4.3045649548005573e-13,1.0680597384791515e-11,3.8555861814696149e-13,1.9266234956613087e-13,9.404635779623443e-12,6.7594753124071634e-12,6.2809514425022474e-12,6.2903590665102574e-12,7.8518669325578491e-12,8.5595266912756264e-12,5.9915631270876085e-12,1.016661761771096e-12,9.1365951495644459e-14,4.7644078540040001e-13,9.0028138295154734e-14,5.1019701815995856e-14,3.7170602596558174e-14,3.6006676038139729e-14
2.1995769627706742e-08,0.23564895224686996,89.099999999999994,0.0,0.0,0.0,0.99999999984273713,10.999999999940636,6.2038134668469645e-11,2.3777287198132164e-12,5.6128493857149172e-11,5.4613245629208754e-11,5.4584807153782353e-11,6.2062660782078695e-12,1.4123215972263856e-11,3.4559322838594685e-13,2.6733806681144387e-13,1.3355166209477538e-13,4.7014074464326487e-13,1.2218215177148306e-11,4.2207161109695482e-13,2.1089171940332787e-13,1.0961456114317439e-11,7.9206741497174855e-12,7.3192035550849032e-12,6.8777556086763078e-12,8.8168895402295423e-12,9.9833761677184701e-12,6.9755376253082135e-12,1.135117142938588e-12,1.1177048278372555e-13,5.6599911717302934e-13,1.1433498286748144e-13,6.0699114344859145e-14,4.6006604744366364e-14,4.6257117094998743e-14
2.3732508954488748e-08,0.23564895224688368,89.099999999999994,0.0,0.0,0.0,0.99999999983031995,10.999999999932449,6.6542523979598954e-11,2.610519586437225e-12,5.9768304828650093e-11,5.8208891557097946e-11,5.8130829037333185e-11,6.3032725480235035e-12,1.4792199144764735e-11,3.6901185000330137e-13,2.853104140291549e-13,1.4251914341203272e-13,5.096970231795713e-13,1.381446440471425e-11,4.5858922671406871e-13,2.2912084195610387e-13,1.2618285920183987e-11,9.1660210506574078e-12,8.4235896912598815e-12,7.4631918943561371e-12,9.785352144343456e-12,1.1502618935530298e-11,8.0209319083754316e-12,1.2550271817641763e-12,1.3451376247186634e-13,6.6329375230583819e-13,1.4219108646018815e-13,7.1117401267328841e-14,5.6002406819526059e-14,5.8177217830816303e-14
2.5469248281270754e-08,0.23564895224689664,89.099999999999994,0.0,0.0,0.0,0.99999999981790277,10.999999999923881,7.0992391444295479e-11,2.8501587914897794e-12,6.3309558118203207e-11,6.1717568217401521e-11,6.1580638219621017e-11,6.393922827222343e-12,1.5431454245820644e-11,3.9235502615252817e-13,3.0328406733570096e-13,1.5148626327183272e-13,5.4912734506810714e-13,1.5464316334825623e-11,4.9511247366433435e-13,2.4735033673063276e-13,1.4371592262821824e-11,1.0493906456757363e-11,9.5916520542491507e-12,8.0465964068206668e-12,1.0755214198527985e-11,1.3114849342136493e-11,9.1253525835261076e-12,1.3762399609112342e-12,1.5962673255861841e-13,7.6831154446626568e-13,1.7370350402578571e-13,8.2248508423543428e-14,6.7200905234513127e-14,7.185689145210249e-14
2.720598760805276e-08,0.23564895224690893,89.099999999999994,0.0,0.0,0.0,0.9999999998054856,10.999999999914952,7.5388409054705529e-11,3.0966934111414792e-12,6.675536588159951e-11,6.5142397690206251e-11,6.4937240754688268e-11,6.4799301714174153e-12,1.60448342888646e-11,4.1562299601614632e-13,3.2125878024298676e-13,1.6045295457073215e-13,5.8843243294424112e-13,1.7163343974537575e-11,5.3164125573383764e-13,2.6558027036146221e-13,1.6217968462973738e-11,1.1902743951798048e-11,1.0821018232505267e-11,8.6279078342819585e-12,1.1725002285243439e-11,1.4817754850621146e-11,1.0286507232188545e-11,1.4986418987471048e-12,1.8713153901965366e-13,8.8103877587861439e-13,2.0895967245621667e-13,9.4067307912394083e-14,7.9641464609212315e-14,8.7379301939297837e-14
2.8942726934834766e-08,0.23564895224692073,89.099999999999994,0.0,0.0,0.0,0.99999999979306842,10.99999999990567,7.9731254038971315e-11,3.3501693307185254e-12,7.0108740340203179e-11,6.8486385865450719e-11,6.8203557343136063e-11,6.5625410543413696e-12,1.663568626515465e-11,4.388167254355143e-13,3.3923499161286657e-13,1.6941949206378592e-13,6.2761228306901792e-13,1.8907646933021164e-11,5.6817479429177496e-13,2.8381036762712336e-13,1.8154129552152186e-11,1.3390970232734852e-11,1.2109398348864009e-11,9.2070759898093094e-12,1.2693658299975919e-11,1.6609109272874354e-11,1.1502199727229355e-11,1.6221477397507875e-12,2.1704233728590465e-13,1.0014612737452066e-12,2.4802914486542515e-13,1.0654957339802275e-13,9.3360079105407983e-14,1.0482117431247714e-13
3.0679466261616776e-08,0.23564895224693191,89.099999999999994,0.0,0.0,0.0,0.99999999978065124,10.999999999896051,8.4021608063963714e-11,3.6106312727429136e-12,7.3372597096869177e-11,7.1752427000475716e-11,7.1382422953082173e-11,6.64266492480349e-12,1.7206920404445386e-11,4.6193700912514081e-13,3.5721303361273452e-13,1.7838609670684962e-13,6.6666705615467202e-13,2.0693781377554807e-11,6.0471241970255869e-13,3.0204040710692294e-13,2.0176907697137842e-11,1.4957045068565211e-11,1.3454582161801413e-11,9.7840676941880123e-12,1.3660415082717659e-11,1.8486766866303628e-11,1.2770325505295262e-11,1.7466926779019098e-12,2.4936607848732867e-13,1.1295644642944147e-12,2.9096529207855619e-13,1.1967192925039494e-13,1.0838953429663484e-13,1.2425310996950959e-13
3.241620558839878e-08,0.2356489522469426,89.099999999999994,0.0,0.0,0.0,0.99999999976823406,10.999999999886105,8.8260156618029158e-11,3.8781228185058697e-12,7.6549757647494345e-11,7.494330716008423e-11,7.4476587504417799e-11,6.7209387495865037e-12,1.7761056241583026e-11,4.8498424130169043e-13,3.7519288231271008e-13,1.873528110549016e-13,7.0559730524735885e-13,2.2518713377579816e-11,6.4125382028376451e-13,3.2027034578197847e-13,2.2283248755055808e-11,1.6599451256047108e-11,1.4854436872862648e-11,1.0358866509449159e-11,1.4624737711149912e-11,2.0448658737957443e-11,1.4088868032862143e-11,1.8722284465449085e-12,2.8410307959920375e-13,1.2653334241155716e-12,3.3780651857254316e-13,1.3341181320863887e-13,1.2475953120712216e-13,1.4573982124541894e-13
3.415294491518079e-08,0.2356489522469527,89.099999999999994,0.0,0.0,0.0,0.99999999975581688,10.999999999875849,9.2447588000659707e-11,4.1526864441801968e-12,7.9642953542232544e-11,7.8061709925944735e-11,7.7488717338571782e-11,6.7978220938251377e-12,1.8300292588295632e-11,5.0795857566918919e-13,3.9317425836627502e-13,1.9631954960526234e-13,7.4440381726142045e-13,2.4379747961063734e-11,6.7779894148146009e-13,3.3850026869180284e-13,2.4470206566699185e-11,1.8316694524704527e-11,1.630690349855874e-11,1.0931466236151137e-11,1.5586243056848825e-11,2.2492787202612367e-11,1.5455893061315155e-11,1.9987175733207507e-12,3.2124793398224036e-13,1.4087530011931567e-12,3.8857818946788733e-13,1.477474392775646e-13,1.4249689289046016e-13,1.6934051460818519e-13
3.5889684241962794e-08,0.2356489522469623,89.099999999999994,0.0,0.0,0.0,0.9999999997433997,10.999999999865286,9.6584592806939806e-11,4.4343635398799797e-12,8.2654828552182132e-11,8.1110219362485972e-11,8.04213961582203e-11,6.8736404053636919e-12,1.8826539936225829e-11,5.3086023983055316e-13,4.1115692319959427e-13,2.0528624682886818e-13,7.8308730092551504e-13,2.627449620864525e-11,7.1434768999977309e-13,3.5673024090350518e-13,2.6734939988313301e-11,2.0107303472032232e-11,1.7809994984570107e-11,1.1501865190591662e-11,1.6544665894559314e-11,2.4617223010845053e-11,1.6869545712475097e-11,2.126130771586348e-12,3.6078996064516067e-13,1.5598078904385959e-12,4.4329357727508507e-13,1.6265779312216138e-13,1.6162567191804754e-13,1.9510908713160303e-13
3.76264235687448e-08,0.23564895224697152,89.099999999999994,0.0,0.0,0.0,0.99999999973098253,10.999999999854431,1.0067186308982824e-10,4.7231944411609394e-12,8.5587942201372351e-11,8.4091324746354267e-11,8.3277127223758066e-11,6.9486321571958522e-12,1.9341467065519605e-11,5.5368962728870114e-13,4.2914079639213512e-13,2.1425291584793799e-13,8.2164829531934707e-13,2.8200827830939615e-11,7.5089981668211436e-13,3.7496024883452412e-13,2.9074708100086427e-11,2.1969829437165339e-11,1.9361793136477382e-11,1.2070063318729596e-11,1.7499818683282444e-11,2.6820101430879655e-11,1.8328045819187814e-11,2.2544440908007727e-12,4.0271389089071126e-13,1.7184826917783677e-12,5.0195532851201293e-13,1.7812260818834069e-13,1.8216732177947239e-13,2.2309444600363235e-13
4.109990222230881e-08,0.23564895224698837,89.099999999999994,0.0,0.0,0.0,0.99999999970614828,10.999999999831875,1.086999732788617e-10,5.3224738230951467e-12,9.1227712416152436e-11,8.9860819660092547e-11,8.8767365479604171e-11,7.0967100280720736e-12,2.0342926627404255e-11,5.9913303636489558e-13,4.6511182709278903e-13,2.3218621063312371e-13,8.9840505629955044e-13,3.2140911494690332e-11,8.2401323787042989e-13,4.1142032865975007e-13,3.3968872333273785e-11,2.5904950964449639e-11,2.2604172185431585e-11,1.3199874718038548e-11,1.9399892520107996e-11,3.1454040601801759e-11,2.1372828627045017e-11,2.5136986105056188e-12,4.9362514827701319e-13,2.0586299305481327e-12,6.3107906514042285e-13,2.106381724569923e-13,2.2756252664647942e-13,2.858871035257996e-13
