Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399)
4.418417775644376e-08,0.23564895224700194,89.099999999999994,0.0,0.0,0.0,0.9999999996840967,10.999999999810955,1.1566858298796423e-10,5.8789645779677577e-12,9.5994971955519006e-11,9.478047108553195e-11,9.3407436846320367e-11,7.2265907163673907e-12,2.1206572040204602e-11,6.3924593770423395e-13,4.9705577288486089e-13,2.4811021065204959e-13,9.6615583399352768e-13,3.5728842244313151e-11,8.8894302497518365e-13,4.437949488994155e-13,3.8541239861579256e-11,2.9626508531528031e-11,2.5629042816223835e-11,1.419576342404607e-11,2.1075276493417e-11,3.5814676957756599e-11,2.4210744699643278e-11,2.7467590200259858e-12,5.8210776349222763e-13,2.3860591872650641e-12,7.5880823391894658e-13,2.4118471056452448e-13,2.7277038916590493e-13,3.494631102502116e-13
4.726845329057871e-08,0.23564895224701432,89.099999999999994,0.0,0.0,0.0,0.99999999966204511,10.999999999789241,1.224907720626537e-10,6.4585804233150573e-12,1.0054891190023474e-10,9.9521173292670221e-11,9.7839179582255761e-11,7.3553425305735445e-12,2.2051541330597988e-11,6.7913629227115268e-13,5.2900231139344579e-13,2.6403430177871387e-13,1.0335287249295097e-12,3.9393095024913099e-11,9.5387981440083102e-13,4.7616949485990098e-13,4.3313064679210035e-11,3.3554049882566663e-11,2.8781459839231867e-11,1.5184806968265987e-11,2.273935102304353e-11,4.0397235707067678e-11,2.7166277409206964e-11,2.9824284099236044e-12,6.7771203003277536e-13,2.7372853702589841e-12,8.986448940967785e-13,2.7320504602564684e-13,3.226541447451404e-13,4.2056857993589686e-13
5.0352728824713656e-08,0.23564895224702528,89.099999999999994,0.0,0.0,0.0,0.99999999963999353,10.999999999766775,1.2917039857527898e-10,7.0615136430680124e-12,1.0490126103813289e-10,1.0409398925632883e-10,1.0207408715661158e-10,7.4830964346740253e-12,2.2881823695676494e-11,7.1880563236205209e-13,5.6095046388916231e-13,2.7995828201818368e-13,1.1005272460271194e-12,4.3127611401321539e-11,1.018822810284438e-12,5.0854416600337975e-13,4.8272053177932877e-11,3.7680230647763622e-11,3.205279587187521e-11,1.6167062330347193e-11,2.4392103994143719e-11,4.5193223516412799e-11,3.0231659442928402e-11,3.2206478664131011e-12,7.8024478702278005e-13,3.1122204568479166e-12,1.0503462484704485e-12,3.0660828784337514e-13,3.7725843138479485e-13,4.9933185992268204e-13
5.3437004358848604e-08,0.23564895224703528,89.099999999999994,0.0,0.0,0.0,0.99999999961794195,10.999999999743597,1.3571129646908202e-10,7.687947683521227e-12,1.0906308676901607e-10,1.0850926704425572e-10,1.0612300773999947e-10,7.6098616345418872e-12,2.3700502707223696e-11,7.5825590517948511e-13,5.9289971513427295e-13,2.9588217754104148e-13,1.1671544544409571e-12,4.6927367097628055e-11,1.0837707742616964e-12,5.409189336406931e-13,5.3406674988827316e-11,4.1997921833316385e-11,3.5434955994348055e-11,1.7142586332082118e-11,2.6033633062665591e-11,5.0194635206785159e-11,3.33996535065499e-11,3.4613665223312522e-12,8.8949466755464914e-13,3.5107762632032913e-12,1.213622966175562e-12,3.4130921796598251e-13,4.366102429763098e-13,5.8584706066632657e-13
5.652127989298355e-08,0.23564895224704419,89.099999999999994,0.0,0.0,0.0,0.99999999959589037,10.999999999719742,1.4211726680583497e-10,8.3380575710826741e-12,1.1304483851409258e-10,1.1277669493395395e-10,1.0999618211866864e-10,7.7357068460339926e-12,2.4510055982213834e-11,7.9748923960002147e-13,6.2484985536310206e-13,3.1180616426544477e-13,1.2334131792094776e-12,5.0788062692046771e-11,1.1487221833823935e-12,5.7329361934936984e-13,5.8706106277445759e-11,4.6500206408576904e-11,3.8920340433412315e-11,1.8111431044102367e-11,2.7663984595217249e-11,5.5393916178949178e-11,3.6663502796055226e-11,3.7045305772930914e-12,1.0052379706112165e-12,3.9328646413700414e-12,1.3881519212386131e-12,3.7722789051390278e-13,5.0072089188516677e-13,6.8017774128268295e-13
5.960555542711849e-08,0.23564895224705207,89.099999999999994,0.0,0.0,0.0,0.99999999957383878,10.999999999695252,1.4839207084696231e-10,9.0120102769199729e-12,1.1685638452975449e-10,1.1690534714842029e-10,1.1370328017398978e-10,7.8607581992775715e-12,2.5312526181619141e-11,8.3650737733827504e-13,6.5680028513564442e-13,3.2773022032063007e-13,1.2993065872651018e-12,5.4705944569820415e-11,1.2136759235210413e-12,6.0566824250776261e-13,6.4160182409041048e-11,5.1180375782142213e-11,4.2501813053933948e-11,1.9073649549545245e-11,2.9283149905080583e-11,6.0783934665680453e-11,4.0016891376168936e-11,3.9500834022531507e-12,1.1272428330796712e-12,4.378397461945031e-12,1.5735853283453368e-12,4.142892230311348e-13,5.6958762514276998e-13,7.8235995252413597e-13
6.268983096125344e-08,0.2356489522470591,89.099999999999994,0.0,0.0,0.0,0.9999999995517872,10.999999999670154,1.5453942576813813e-10,9.7099650040124145e-12,1.2050703928446458e-10,1.2090371651711658e-10,1.1725343206744298e-10,7.9850478925258971e-12,2.6109525346877403e-11,8.7531188387760041e-13,6.8875015741202534e-13,3.4365419648739652e-13,1.3648379748040215e-12,5.867779478851181e-11,1.2786311470139366e-12,6.3804294985428026e-13,6.975936376805479e-11,5.6031926197884802e-11,4.6172678141428144e-11,2.0029299613531712e-11,3.0891199921275073e-11,6.6357965137982656e-11,4.3453918538163993e-11,4.1979746930120901e-12,1.2552710936769106e-12,4.8472864962193165e-12,1.769554964321289e-12,4.5242271922859351e-13,6.4319475625999748e-13,8.9240436677440736e-13
6.577410649538839e-08,0.2356489522470652,89.099999999999994,0.0,0.0,0.0,0.99999999952973562,10.999999999644478,1.6056300065981963e-10,1.0432073477310057e-11,1.2400559090024089e-10,1.2477974723468879e-10,1.2065525545112565e-10,8.1085026179857596e-12,2.6902261762881316e-11,9.1390462013612551e-13,7.206989756726321e-13,3.5957811541235808e-13,1.4300102986378941e-12,6.2700898423887402e-11,1.3435866757555168e-12,6.7041771627510517e-13,7.5494701537960022e-11,6.1048554929853828e-11,4.9926657170444092e-11,2.0978439619421822e-11,3.2488299795660988e-11,7.2109668099999311e-11,4.6969073482584784e-11,4.4481611744371979e-12,1.3890801155815372e-12,5.3394434581258109e-12,1.9756763013943218e-12,4.9156226833753402e-13,7.2151478659130884e-13,1.010298387665726e-12
6.885838202952334e-08,0.2356489522470705,89.099999999999994,0.0,0.0,0.0,0.99999999950768403,10.999999999618256,1.6646641105781791e-10,1.1178480291756955e-11,1.2736033510675674e-10,1.2854087644597592e-10,1.2391688428315016e-10,8.2311057484313283e-12,2.7691699758339248e-11,9.5228754882386789e-13,7.526464582830186e-13,3.7550210449459982e-13,1.4948263686036956e-12,6.6772876464453809e-11,1.4085411366966877e-12,7.0279241191755838e-13,8.1357794623496961e-11,6.6224156230631216e-11,5.3757859916424543e-11,2.1921124144877049e-11,3.4074565108318723e-11,7.8033060404969375e-11,5.0557200836133211e-11,4.7005967768810234e-12,1.5284260881899328e-12,5.8547801817968182e-12,2.1915557946837906e-12,5.3164585201535487e-13,8.0450983823376755e-13,1.1360088505875354e-12
7.194265756365828e-08,0.235648952247075,89.099999999999994,0.0,0.0,0.0,0.99999999948563245,10.999999999591513,1.7225321368575849e-10,1.194932325704295e-11,1.305791085489618e-10,1.321940747021223e-10,1.2704600014836085e-10,8.3529501805937055e-12,2.8478702934612134e-11,9.904623477755788e-13,7.8459202551555854e-13,3.9142613919013231e-13,1.5592892327143295e-12,7.0891535448961856e-11,1.4734934733320046e-12,7.3516705888364331e-13,8.7340747645710554e-11,7.1552817160493956e-11,5.766075616158426e-11,2.285740531852756e-11,3.5650012263545974e-11,8.4122488888079747e-11,5.4213467093080519e-11,4.9552294228785691e-12,1.6730671253689264e-12,6.3932086761081401e-12,2.4167977418657105e-12,5.7261518421268891e-13,8.9213304417834809e-13,1.2694846455162592e-12
7.502693309779323e-08,0.2356489522470787,89.099999999999994,0.0,0.0,0.0,0.99999999946358087,10.999999999564274,1.7792690373583359e-10,1.2744733661875595e-11,1.3366931248463866e-10,1.3574587315654358e-10,1.3004985966586856e-10,8.4740890378428499e-12,2.9264009444586526e-11,1.0284305900306761e-12,8.1653493081219293e-13,4.0735010797471236e-13,1.6234019990546744e-12,7.5054887325965085e-11,1.5384428142185142e-12,7.6754176626704825e-13,9.3436142238194139e-11,7.7028813439805131e-11,6.1630155821927412e-11,2.3787336951915933e-11,3.7214690830263055e-11,9.0372616620075659e-11,5.7933340778679688e-11,5.212010055210864e-12,1.822764140300492e-12,6.9546410032696637e-12,2.6510064100419464e-12,6.1441547017521496e-13,9.8432945158846303e-13,1.4106584245910239e-12
7.811120863192818e-08,0.23564895224708188,89.099999999999994,0.0,0.0,0.0,0.99999999944152929,10.99999999953657,1.8349091372911973e-10,1.3564836492050946e-11,1.3663793104240793e-10,1.3920238351233792e-10,1.3293531448867065e-10,8.5944530464546358e-12,3.0048151486018559e-11,1.0661940620568493e-12,8.484747020650142e-13,4.2327403334725038e-13,1.6871675194670113e-12,7.9261226371430632e-11,1.6033880326969547e-12,7.9991650915138112e-13,9.9637015738143557e-11,8.264660530994661e-11,6.5661193840388263e-11,2.4710975223875233e-11,3.8768758370597438e-11,9.6778411643479613e-11,6.1712580171517557e-11,5.4708976347168231e-12,1.9772806179739487e-12,7.5389892284331513e-12,2.8937858070139224e-12,6.5699529321123535e-13,1.0810366485526869e-12,1.5594477930140939e-12
