Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28)
3.198156699999999e-08,0.2917521993756192,89.099999999999994,0.0,0.0,0.0,0.99999999999046718,10.999999999995911,3.6097677395556801e-12,2.725317228966727e-13,3.4322191645781851e-12,3.2136267123877014e-12,3.3441363809993659e-12,3.7211365485368374e-13,7.0932884830237952e-13,2.80220012773291e-14,2.128756797863912e-14,9.9471310674705114e-15,7.6827967102793428e-14,6.7031916604691244e-13,6.5749408872346575e-14,2.9413192741576347e-14,7.3758974877495172e-13,5.2722670116232203e-13,5.0462605368558237e-13,2.4339234063733286e-13,5.9688678731504774e-13,2.8651219228088312e-13,4.8383774332775994e-13,7.654225099399769e-14,4.0621789665596871e-15,1.6522246535621656e-14,7.0707220503146303e-15,2.4079633942524805e-15,1.5645030730043193e-15,2.6193045633872845e-15,2.4074035271313781e-15,4.3120372322374804e-15,1.0343619431080898e-15,1.1479457268726096e-16,2.0990425684066317e-15,2.8567796957047388e-18,4.7868970289717938e-16,1.2477038423302082e-16,3.0092474472338415e-16,1.1187289942792594e-14,1.318466949737956e-15,1.0082730149701092e-15,6.0057047261535881e-15,3.1655778501009024e-17,1.2693000679140386e-23,2.0942073667480428e-16,9.3933790688971154e-16,9.2921367856419377e-16
3.575644059999999e-08,0.29175219937562014,89.099999999999994,0.0,0.0,0.0,0.9999999999893413,10.999999999995069,3.9829140711281258e-12,3.0874018498170215e-13,3.7661785911885139e-12,3.5144650321467202e-12,3.6708502303259421e-12,3.7848657090406654e-13,7.4888052048625184e-13,3.0529577168338819e-14,2.307647273317892e-14,1.068994630687128e-14,8.6995361551820059e-14,8.0076454943168584e-13,7.4450392144720603e-14,3.3004115999481373e-14,9.063414510894021e-13,6.5218746703882617e-13,6.2147716041355815e-13,2.7001772820968301e-13,7.008170202811167e-13,3.5262970653308047e-13,5.9527516232102475e-13,8.8845497409976608e-14,5.2808847780664237e-15,2.0543912195754091e-14,9.860899535316505e-15,3.0355314648470801e-15,2.0416304992168196e-15,3.6582648194832594e-15,3.0455923253452211e-15,5.9030416507600488e-15,1.2049501172846934e-15,1.2525941823987611e-16,2.5996549724533793e-15,3.9972447173780423e-18,6.8566029031633069e-16,1.9719791472934107e-16,4.403661478846928e-16,1.384151015557225e-14,1.8184795665711652e-15,1.3205600727968068e-15,6.505189376536326e-15,5.1169661157584409e-17,1.5720225495444641e-23,2.964638035892223e-16,1.1455529554605367e-15,1.2882028154279251e-15
3.953131419999999e-08,0.29175219937562114,89.099999999999994,0.0,0.0,0.0,0.99999999998821532,10.999999999994166,4.346006157778921e-12,3.4578422909243598e-13,4.0872593253325146e-12,3.8017525833809579e-12,3.9851410066310242e-12,3.8364161892008204e-13,7.8406531366782345e-13,3.3056744011962053e-14,2.4881460273852542e-14,1.1429220324030563e-14,9.7222378630889896e-14,9.368522729977032e-13,8.3202885364662685e-14,3.6567001339684988e-14,1.089217065404028e-12,7.8892707425210845e-13,7.4850329113077629e-13,2.9633333190970982e-13,8.0559253523555294e-13,4.2459704743978158e-13,7.1625258723200073e-13,1.0130372384775238e-13,6.6805331052702558e-15,2.4974602764311621e-14,1.3246716868951077e-14,3.7247859693575267e-15,2.5914946220229571e-15,4.9204576654013132e-15,3.7476544191844473e-15,7.7621104811434398e-15,1.3795808819870105e-15,1.3531848945757991e-16,3.1312688003621593e-15,5.3842872114875544e-18,9.4378573520586398e-16,2.9646893264411888e-16,6.1964201616417349e-16,1.6756935755279673e-14,2.4256333753588821e-15,1.6755836115362323e-15,6.9841477970985231e-15,7.8520186153562021e-17,1.8934917266924885e-23,4.0266390519525255e-16,1.3674574913794302e-15,1.7269996228425145e-15
4.330618779999999e-08,0.2917521993756218,89.099999999999994,0.0,0.0,0.0,0.99999999998708911,10.999999999993214,4.699341703216635e-12,3.8366114606320751e-13,4.3960036237683765e-12,4.0762227139896745e-12,4.2875196599952362e-12,3.8800464375777543e-13,8.1563757245143206e-13,3.5605874075582054e-14,2.6704771521666382e-14,1.2166793980926238e-14,1.0751131168089934e-13,1.0777708069334239e-12,9.2010124936279666e-14,4.0106733535352836e-14,1.2854566708191408e-12,9.3706004075930696e-13,8.8522117786472862e-13,3.2240257658036929e-13,9.1077139112494592e-13,5.0218974760801719e-13,8.4629473974526114e-13,1.1388238367868326e-13,8.2650867527293768e-15,2.9809284389737857e-14,1.7263608310635752e-14,4.4724522059167549e-15,3.2158919119559178e-15,6.4193384899945002e-15,4.511418167602078e-15,9.8867344764034305e-15,1.5576379995032111e-15,1.449901912383421e-16,3.6894156789761768e-15,7.0329046603240358e-18,1.2580324346908943e-15,4.2798879875017798e-16,8.4446784290718731e-16,1.9928645242073203e-14,3.148299881171652e-15,2.0721944638365886e-15,7.4477030535536016e-15,1.1551837815156632e-16,2.2310055547264793e-23,5.2908296993527344e-16,1.6044036663415486e-15,2.2526688228084799e-15
4.7081061399999986e-08,0.2917521993756224,89.099999999999994,0.0,0.0,0.0,0.99999999998596267,10.999999999992211,5.0432104699081643e-12,4.2236887183600023e-13,4.69293086706424e-12,4.3385684953878296e-12,4.5784778613073438e-12,3.918569187509797e-13,8.4421806821737879e-13,3.8175924218891259e-14,2.854546481994752e-14,1.2902838593514146e-14,1.1786796446913578e-13,1.2228452754311948e-12,1.0087829568983189e-13,4.3629110883201016e-14,1.4943413072589631e-12,1.096212419507978e-12,1.0311686516832224e-12,3.4828270782101021e-13,1.0160495749646021e-12,5.8519527792132835e-13,9.8495034132503759e-13,1.2655843406500515e-13,1.0037692085187663e-14,3.5043398464772058e-14,2.1942199473193018e-14,5.2753868253336579e-15,3.9162639168281255e-15,8.1665396729558378e-15,5.3348388951396993e-15,1.2273153759599755e-14,1.7386875022511979e-15,1.5429203238790347e-16,4.2702238127256662e-15,8.9560684469114149e-18,1.6331776147211376e-15,5.9745911485710752e-16,1.120684886296191e-15,2.3351939359467071e-14,3.9944020726011134e-15,2.5090547517195164e-15,7.9004790836929564e-15,1.6413959507876151e-16,2.5822227420590453e-23,6.7663232350370805e-16,1.8559066939597063e-15,2.8720447344159273e-15
5.0855934999999985e-08,0.2917521993756229,89.099999999999994,0.0,0.0,0.0,0.99999999998483602,10.999999999991161,5.3778943640171283e-12,4.6190593284272049e-13,4.9785383638503144e-12,4.5894447228157736e-12,4.8584880970409208e-12,3.9537499809910131e-13,8.7031600077059244e-13,4.0766445557635704e-14,3.0402860098699062e-14,1.3637583848187149e-14,1.2829766224423482e-13,1.3715153061975301e-12,1.0981309706919354e-13,4.7139212195018985e-14,1.7151909727706829e-12,1.2660215783376017e-12,1.1859038682012525e-12,3.7401040892269081e-13,1.1212389273313578e-12,6.7341208016247968e-13,1.1317910243257977e-12,1.3931721022270641e-13,1.2000763014592837e-14,4.0672835496929541e-14,2.730864872954048e-14,6.1306001634147799e-15,4.6937322350662543e-15,1.0171994031930526e-14,6.2160495779095373e-15,1.4916629606426975e-14,1.9223889196403172e-15,1.632406977692179e-16,4.8704201481917651e-15,1.1164860451082214e-17,2.0738084692651985e-15,8.1083761458098984e-16,1.4542341075663998e-15,2.7022311831102818e-14,4.9714355820001554e-15,2.9847014819730696e-15,8.3466210076761607e-15,2.2651744652360141e-16,2.9451640590776195e-23,8.4609180822240004e-16,2.1216298962564039e-15,3.5917363878947402e-15
5.840568219999999e-08,0.2917521993756236,89.099999999999994,0.0,0.0,0.0,0.99999999998258171,10.999999999988926,6.0207970238575806e-12,5.4346480282396142e-13,5.5176786629105348e-12,5.0592286405728799e-12,5.387460605914417e-12,4.0179980946076052e-13,9.1665351754890098e-13,4.6011021640723054e-14,3.4168435187373365e-14,1.5105323187615276e-14,1.4939401158297167e-13,1.6778617252586735e-12,1.2790094025888107e-13,5.4138891608109908e-14,2.1902473629568129e-12,1.6362142979112805e-12,1.5200663928313341e-12,4.2508608010888215e-13,1.3309538267394444e-12,8.6472239499336418e-13,1.4484216437930717e-12,1.6504951560677725e-13,1.650464627921399e-14,5.3102950180135045e-14,4.0189536123468727e-14,7.9867332405334141e-15,6.4829959090245054e-15,1.4989673629974161e-14,8.1452427095402614e-15,2.0952889443626314e-14,2.2966104067113738e-15,1.8014137546271177e-16,6.1185253028441462e-15,1.6475073697139424e-17,3.1689413429437918e-15,1.3942125918845183e-15,2.3174574808336978e-15,3.5087166055491004e-14,7.3462792702876164e-15,4.0461750040406212e-15,9.2334958526208363e-15,4.018309003342306e-16,3.6998986389709757e-23,1.2533147624443234e-15,2.6950445741377727e-15,5.3574193328314146e-15
6.595542939999999e-08,0.29175219937562386,89.099999999999994,0.0,0.0,0.0,0.9999999999803264,10.999999999986528,6.6301544842585673e-12,6.2833577809242311e-13,6.016996508163609e-12,5.4901245812632164e-12,5.8778470152737918e-12,4.0777280573766652e-13,9.5717906144995988e-13,5.1355747557230944e-14,3.8013102771999941e-14,1.6578680454758708e-14,1.7082465609554867e-13,1.9939244131422171e-12,1.4629813949768705e-13,6.1129494770766396e-14,2.7058853489747662e-12,2.0449515760673209e-12,1.8845472513601096e-12,4.7567846721940312e-13,1.5394887046890595e-12,1.0746939292518438e-12,1.7931737726452584e-12,1.9103574212791324e-13,2.178369118443079e-14,6.7072766291256072e-14,5.603949472314675e-14,1.0020160554211784e-14,8.587233846974099e-15,2.0922739226888198e-14,1.0287048862962136e-14,2.794958060332651e-14,2.6782817047164655e-15,1.9581073502087473e-16,7.4170755746782191e-15,2.3019843656239142e-17,4.5764123432076955e-15,2.2295045820343437e-15,3.4827982008945427e-15,4.4090614453316996e-14,1.0325101773081128e-14,5.2442107875491582e-15,1.0133818952933777e-14,6.6145064872640025e-16,4.4851376000019245e-23,1.7550647910395503e-15,3.3243759308239196e-15,7.5983419631311901e-15
7.350517659999998e-08,0.2917521993756237,89.099999999999994,0.0,0.0,0.0,0.99999999997806976,10.999999999983983,7.2079572843370641e-12,7.1652315462571017e-13,6.4797679608647031e-12,5.8861953399972557e-12,6.3327805889470712e-12,4.1355428365502035e-13,9.9362412020984808e-13,5.6809282231212585e-14,4.1942630646303505e-14,1.8062407186447603e-14,1.9262157426744116e-13,2.3176524379881538e-12,1.6503208117541053e-13,6.8132602489560471e-14,3.2578596696831583e-12,2.4897079509452666e-12,2.2764558340673251e-12,5.2584087485672954e-13,1.7466216476969959e-12,1.3020275153371621e-12,2.1633297153484575e-12,2.1725097699944035e-13,2.7836699532145933e-14,8.2558367076735354e-14,7.4941484413677136e-14,1.2212386320533237e-14,1.1006391206383959e-14,2.8002197006459609e-14,1.2630424016754071e-14,3.5860720337985354e-14,3.0660914984884339e-15,2.1035643559614727e-16,8.7543851710050955e-15,3.0833948857562347e-17,6.3262959852537168e-15,3.3700127821933355e-15,4.9991693071968306e-15,5.4002672916570375e-14,1.3954713567918725e-14,6.5667632203165656e-15,1.1068576175319375e-14,1.0274955664458856e-15,5.2938144926069769e-23,2.3546222445027707e-15,4.0108915029735951e-15,1.035995339914191e-14
8.105492379999998e-08,0.29175219937562324,89.099999999999994,0.0,0.0,0.0,0.99999999997581168,10.999999999981297,7.756086984212816e-12,8.0803625443245753e-13,6.9089978864401633e-12,6.2510694971283832e-12,6.7551398596609689e-12,4.1926946330983939e-13,1.0271754448580638e-12,6.2372903953354829e-14,4.5955639424391702e-14,1.9557134763493571e-14,2.1482392160413208e-13,2.6475728716961157e-12,1.84134620734233e-13,7.5169160780513087e-14,3.8423673770123241e-12,2.9681100359416503e-12,2.6931490796885821e-12,5.7563926368003094e-13,1.952238409171336e-12,1.5455388835446562e-12,2.5564370112920569e-12,2.4368111571794318e-13,3.4655816172427705e-14,9.9538327713815093e-14,9.6936511538010135e-14,1.454676396292397e-14,1.3737438997656875e-14,3.6242803154951087e-14,1.5164689867124414e-14,4.4641554602684542e-14,3.459415214817784e-15,2.238763607647944e-16,1.0122247935108784e-14,3.9934097461021185e-17,8.4457733240010396e-15,4.8701127559264107e-15,6.9152359668136652e-15,6.4795745500123275e-14,1.8277036518118108e-14,8.0024580048119283e-15,1.2055204397232084e-14,1.5240162000087459e-15,6.1209670181681611e-23,3.0545535571961194e-15,4.7571204197177931e-15,1.3684721395428405e-14
8.860467099999998e-08,0.29175219937562247,89.099999999999994,0.0,0.0,0.0,0.99999999997355216,10.999999999978487,8.2763209679425978e-12,9.028883710156306e-13,7.3074419874388684e-12,6.5879879930520085e-12,7.1475690411319468e-12,4.2493490095241688e-13,1.0586383808468669e-12,6.8053786984694979e-14,5.0055083939931245e-14,2.1065242588393228e-14,2.3746464392594111e-13,2.9826239749157858e-12,2.0363083809235726e-13,8.2254643430085533e-14,4.4560015761222002e-12,3.4779282403182662e-12,3.1322107319505419e-12,6.2508848710764462e-13,2.1563718677081334e-12,1.8041483814455497e-12,2.9702823399979852e-12,2.7032093116482154e-13,4.2227829370635341e-14,1.1799366295190262e-13,1.220306545985013e-13,1.7008368725796066e-14,1.6774931982984443e-14,4.5645701357562247e-14,1.7879901908017721e-14,5.424814787091936e-14,3.8578912583688611e-15,2.3645952829270536e-16,1.1515299509034373e-14,5.0321856190027585e-17,1.0959127314821632e-14,6.7845668284993399e-15,9.2790051075387967e-15,7.6444356249499676e-14,2.3329602621847328e-14,9.5406952933615515e-15,1.3108170023535096e-14,2.1768011644969982e-15,6.9633513261196424e-23,3.8569233717798364e-15,5.5666409673360079e-15,1.7612308200490644e-14
9.615441819999997e-08,0.2917521993756214,89.099999999999994,0.0,0.0,0.0,0.99999999997129108,10.999999999975559,8.770337241621759e-12,1.0010958508936039e-12,7.6776272244218095e-12,6.8998456855257706e-12,7.5124961112413069e-12,4.3053274731909381e-13,1.0885609023962248e-12,7.3863616585304556e-14,5.4248144620447472e-14,2.2590784736378929e-14,2.605716285960004e-13,3.3220280168432267e-12,2.2353936340362705e-13,8.9399948329443523e-14,5.0957096371467229e-12,4.0170688286405128e-12,3.5914321721445408e-12,6.7417570351273738e-13,2.3591110429336644e-12,2.0768707528303627e-12,3.4028678805683723e-12,2.9716811039655372e-13,5.0535226083449171e-14,1.379074077307388e-13,1.5020128938613304e-13,1.9583886246734059e-14,2.0111467288269846e-14,5.620077705819896e-14,2.0766908260439377e-14,6.4637955127659516e-14,4.26124264879642e-15,2.4818689204470707e-16,1.2930293552425811e-14,6.1986266917041631e-17,1.3887768069252525e-14,9.1679385190661203e-15,1.2137485358315972e-14,8.892497062274196e-14,2.9146005732449349e-14,1.1171728142074546e-14,1.4239544097143747e-14,3.0131825696682841e-15,7.8190043403474953e-23,4.7634652806048371e-15,6.4438999333236639e-15,2.217973786918868e-14
9.999999999999998e-08,0.2917521993756201,89.099999999999994,0.0,0.0,0.0,0.99999999997013878,10.999999999974028,9.0124065686099236e-12,1.0524151143205335e-12,7.8560767546599506e-12,7.0499044370831723e-12,7.6885294047302394e-12,4.3335756441227178e-13,1.1033373870621405e-12,7.6875401292227449e-14,5.6421575508143056e-14,2.3375428179038505e-14,2.7253038223832641e-13,3.4963878628839651e-12,2.3384465535701319e-13,9.306577633737726e-14,5.4306867133309598e-12,4.302323447483022e-12,3.8324372629672147e-12,6.9904109261922839e-13,2.4618612510256087e-12,2.2209187295917037e-12,3.6298289006453781e-12,3.1092171299444346e-13,5.5042803321697898e-14,1.4860640709360932e-13,1.6571909560920983e-13,2.0935674765216573e-14,2.1923105944016459e-14,6.2014180280612501e-14,2.2300661497633355e-14,7.0218197587087949e-14,4.4685371516734252e-15,2.5385537937130738e-16,1.3658821356299901e-14,6.8412007209267687e-17,1.5545244812390369e-14,1.0579566013507337e-14,1.3798431789052586e-14,9.559494576694578e-14,3.2412103633580468e-14,1.2035307436987098e-14,1.4849308505266766e-14,3.5189573452337619e-15,8.2595482523882061e-23,5.2657703685715436e-15,6.9184204458009802e-15,2.4763393028506547e-14
1.0370416539999997e-07,0.2917521993756201,89.099999999999994,0.0,0.0,0.0,0.99999999996902833,10.999999999972525,9.239719289854489e-12,1.1026772953897724e-12,8.0218709680303428e-12,7.1892290192470694e-12,7.8521499551671172e-12,4.3606929008758188e-13,1.1173261319497506e-12,7.9810173810898893e-14,5.8538924852201488e-14,2.4135979195410041e-14,2.8417585654341106e-13,3.6651958896727537e-12,2.4387987366903736e-13,9.6615507698276339e-14,5.7587552238692902e-12,4.583566152922462e-12,4.0687945050903595e-12,7.2291205720859396e-13,2.5604963612019127e-12,2.3628057859613642e-12,3.8523896309940525e-12,3.2421846344159814e-13,5.9557099819151535e-14,1.592641480338869e-13,1.8140255994767081e-13,2.2261400585983237e-14,2.373807783033292e-14,6.7888742976601269e-14,2.3816921819160717e-14,7.5770782790010989e-14,4.6694036834229517e-15,2.5913210894316713e-16,1.4365275953888213e-14,7.490616526818413e-17,1.7250287092469519e-14,1.2074101716341732e-14,1.5536410224078608e-14,1.0221587206875641e-13,3.5756314125220541e-14,1.2886698484853649e-14,1.5459532036151621e-14,4.0618425885859259e-15,8.6867444011927652e-23,5.7757194569768349e-15,7.3940585962882694e-15,2.7421558332906814e-14
1.1125391259999997e-07,0.2917521993756185,89.099999999999994,0.0,0.0,0.0,0.99999999996676381,10.999999999969392,9.6859607725504869e-12,1.2076528864435555e-12,8.3422986178243295e-12,7.4584499183288792e-12,8.1685771223746154e-12,4.415680220908204e-13,1.1452094355950679e-12,8.5898180348394049e-14,6.2928457104894907e-14,2.5701390591723122e-14,3.0831047138069975e-13,4.011667454253478e-12,2.6467326207872933e-13,1.0391155121688811e-13,6.4426843950252707e-12,5.1755752158206056e-12,4.5624521365527197e-12,7.7132392764275172e-13,2.7605348336837377e-12,2.6611307179620299e-12,4.3172178944579384e-12,3.514664927403923e-13,6.9269968225902662e-14,1.8204989556254445e-13,2.1557001504123386e-13,2.5030194577129665e-14,2.7644587804213518e-14,8.0682916990671059e-14,2.7021363346878434e-14,8.7608729754882975e-14,5.082514323769873e-15,2.6936223358586881e-16,1.5819136069612251e-14,8.9052156082241746e-17,2.1062519994339968e-14,1.5555844745314669e-14,1.9520021774912022e-14,1.1629700794864478e-13,4.3187439603100719e-14,1.4677589443358025e-14,1.677680070161035e-14,5.3526244789503044e-15,9.565899897494994e-23,6.8951226983782473e-15,8.4228700162606821e-15,3.3369995249373468e-14
1.1880365979999996e-07,0.2917521993756168,89.099999999999994,0.0,0.0,0.0,0.9999999999644974,10.999999999966173,1.0110469980776782e-11,1.3160438275299209e-12,8.6408595543255719e-12,7.7095756557281327e-12,8.4636573787974679e-12,4.4703910215368955e-13,1.1724093129714375e-12,9.2134342722565156e-14,6.741915088121677e-14,2.7288175548770543e-14,3.3300574088466643e-13,4.3610784005900824e-12,2.8593735134949875e-13,1.1129621365750231e-13,7.1452957276743503e-12,5.7913646990147766e-12,5.0707179526457631e-12,8.1942286110920212e-13,2.9592579711552977e-12,2.9710937967087479e-12,4.7958800038799355e-12,3.7890789440746707e-13,7.9648459113477439e-14,2.0625209366351969e-13,2.5262450105147445e-13,2.7880641460316164e-14,3.1819916409436512e-14,9.4550724040792623e-14,3.0372092685722778e-14,1.0011550032412234e-13,5.5007518963657704e-15,2.7893833064408033e-16,1.7291471530179589e-14,1.0438828202389246e-16,2.5337619706901452e-14,1.9664559036087068e-14,2.4130908164406477e-14,1.3114982559073833e-13,5.1463462871019573e-14,1.653713306241122e-14,1.8198670532910368e-14,6.9163493301412808e-15,1.045622751469681e-22,8.1230608726362522e-15,9.5365817206184462e-15,4.0055095233288745e-14
1.2635340699999996e-07,0.29175219937561486,89.099999999999994,0.0,0.0,0.0,0.99999999996222899,10.999999999962865,1.0514574124416121e-11,1.4278718774950511e-12,8.9193416476055847e-12,7.9444550536396111e-12,8.7391174376653943e-12,4.5247616875452356e-13,1.1990679533558254e-12,9.8526816686390805e-14,7.2014863028558723e-14,2.8898079499683677e-14,3.5828954565925419e-13,4.7131377016355042e-12,3.076869686921861e-13,1.1877580066725081e-13,7.8646138634850152e-12,6.4293104159983015e-12,5.5920498801594051e-12,8.6721007237704768e-13,3.1567203166162661e-12,3.2920081008233859e-12,5.2870449446195161e-12,4.0653979533550307e-13,9.0665857975186091e-14,2.3185947207814032e-13,2.9247548057093525e-13,3.0804122854576478e-14,3.6252323467061723e-14,1.0945498711062199e-13,3.3861494764925284e-14,1.1325620822504559e-13,5.9242766599349504e-15,2.8791602619741688e-16,1.8782406164200784e-14,1.208734587157074e-16,3.0086152380945998e-14,2.4449994741996225e-14,2.9409884293117356e-14,1.4675714906082887e-13,6.0605922339322759e-14,1.8458734537600558e-14,1.9731303213835851e-14,8.7846386158607894e-15,1.1357802132481032e-22,9.4609067036894211e-15,1.0741852508902296e-14,4.7504859513813376e-14
1.3390315419999997e-07,0.2917521993756127,89.099999999999994,0.0,0.0,0.0,0.99999999995995881,10.99999999995948,1.0899523492309633e-11,1.5431589583233422e-12,9.1793846139510968e-12,8.1647418492533738e-12,8.9965432485300138e-12,4.5787446761266402e-13,1.2252891066420362e-12,1.050822245793707e-13,7.671828142780861e-14,3.0532174155034919e-14,3.8419029537364247e-13,5.0676079571070264e-12,3.2993669129116934e-13,1.2635624260828952e-13,8.5988658118810368e-12,7.087889088945582e-12,6.1250385482593263e-12,9.1469411661356774e-13,3.3529654222728188e-12,3.6232455771329052e-12,5.7895094627745247e-12,4.343592628645946e-13,1.0229457175364038e-13,2.5886183569065204e-13,3.3502387627664067e-13,3.3792914877774446e-14,4.0929617166167127e-14,1.2535504221510162e-13,3.7482303371548738e-14,1.2699765953928729e-13,6.3532954851200987e-15,2.9634600808994973e-16,2.0292344848286197e-14,1.3846271446413025e-16,3.5316213830250652e-14,2.9960069835681472e-14,3.5395906385226735e-14,1.6310308147581318e-13,7.0634073945856774e-14,2.043642365835956e-14,2.1379880207774012e-14,1.0989743319086494e-14,1.2270868581474308e-22,1.091005076411041e-14,1.2045678162117844e-14,5.5745370176461151e-14
1.4145290139999998e-07,0.29175219937561037,89.099999999999994,0.0,0.0,0.0,0.99999999995768618,10.999999999956025,1.1266495461713882e-11,1.6619268278232169e-12,9.4224923447498886e-12,8.3719157572024927e-12,9.2373914800529646e-12,4.6323878890805059e-13,1.2511518015600667e-12,1.1180602400902328e-13,8.1530918454093725e-14,3.2190923345516966e-14,4.1073654623327784e-13,5.424290069774552e-12,3.5270097057591533e-13,1.3404318974209963e-13,9.3464596454615317e-12,7.7656724132972908e-12,6.6683959318275078e-12,9.6188878468315271e-13,3.5480208062314857e-12,3.9642317171360126e-12,6.3021854690710529e-12,4.6236267667804178e-13,1.145065364453368e-13,2.8724995224000024e-13,3.8016448437053965e-13,3.6840073430852789e-14,4.5839337605357782e-14,1.4220768992324684e-13,4.1227507091719197e-14,1.4130841267216615e-13,6.7880626450559977e-15,3.0427448090346888e-16,2.182184556669666e-14,1.5710824787789267e-16,4.1033556400354798e-14,3.6240726172240982e-14,4.2126015697442141e-14,1.8017289976511371e-13,8.1565125395677674e-14,2.2464807736679973e-14,2.3148722452752196e-14,1.356438106536214e-14,1.3195764277160937e-22,1.2471921768274789e-14,1.3455326255278001e-14,6.4800909821751905e-14
1.490026486e-07,0.2917521993756079,89.099999999999994,0.0,0.0,0.0,0.99999999995541167,10.999999999952498,1.1616598341625244e-11,1.7841968122468219e-12,9.6500442167956325e-12,8.5673012852012142e-12,9.4630003064008986e-12,4.6857528571099697e-13,1.276718055576149e-12,1.1870428304248788e-13,8.6454707493883717e-14,3.3874982888623932e-14,4.3795523697367085e-13,5.7830141026911675e-12,3.7599264469591598e-13,1.4184135012698591e-13,1.0105965457213225e-11,8.4613214305181721e-12,7.2209449639519849e-12,1.0088031165844667e-12,3.7419154546162168e-12,4.3144409447231528e-12,6.8240887050648321e-12,4.9054640178316886e-13,1.2727355399603136e-13,3.1701550435502068e-13,4.2778800253526334e-13,3.9939355085375185e-14,5.0968911379906977e-14,1.5996799998927291e-13,4.5090429754945514e-14,1.5615851168311385e-13,7.2288175617320919e-15,3.1174357894353264e-16,2.3371593288016199e-14,1.7676032224425514e-16,4.7241722899612901e-14,4.3335827987703945e-14,4.9635308608197555e-14,1.9795294918274456e-13,9.3414445796445636e-14,2.4539013535973556e-14,2.5041370349467334e-14,1.6541582340325245e-14,1.4132903422999721e-22,1.4147996631740591e-14,1.4978279666992372e-14,7.4694074329155362e-14
1.6410214299999999e-07,0.2917521993756025,89.099999999999994,0.0,0.0,0.0,0.99999999995085564,10.999999999945272,1.2270306239764889e-11,2.0393251440773032e-12,1.0063434131398413e-11,8.9273222295224642e-12,9.8733157740936501e-12,4.791709815338292e-13,1.3271407177114763e-12,1.3304799613645876e-13,9.664369327655087e-14,3.7321575167467805e-14,4.9451304168404909e-13,6.506030385336792e-12,4.2420390872702393e-13,1.577869842025569e-13,1.1655708577523237e-11,9.9012766865789846e-12,8.3494107272932569e-12,1.101821606765136e-12,4.1263510766951353e-12,5.0406470462665008e-12,7.8921018836430379e-12,5.4744210928799351e-13,1.5436069485329986e-13,3.8064971243210832e-13,5.3003519062202791e-13,4.6272468800913752e-14,6.183741826046491e-14,1.9802690454180163e-13,5.3144449646136222e-14,1.8736364309691534e-13,8.1291736628829407e-15,3.2545393671056488e-16,2.6534907737192061e-14,2.1887955484182254e-16,6.1134520195558133e-14,6.0134151479400108e-14,6.7122125460690475e-14,2.3559398061784901e-13,1.1992122602092309e-13,2.880767406068076e-14,2.9208788874176427e-14,2.3836531595290594e-14,1.6045773343712974e-22,1.7848926330158236e-14,1.8394829745834904e-14,9.7075838693955365e-14
1.7920163739999998e-07,0.2917521993755967,89.099999999999994,0.0,0.0,0.0,0.99999999994629041,10.999999999937831,1.2868268103619431e-11,2.308698815583824e-12,1.0428470080237213e-11,9.2528836445340189e-12,1.0236175989949981e-11,4.8965165106189794e-13,1.3768477075182309e-12,1.4816125874688698e-13,1.07301810206373e-13,4.0877246893488867e-14,5.5405937203333835e-13,7.2357008056241823e-12,4.7465174843333699e-13,1.7421905406139781e-13,1.3239297753386706e-11,1.13986359829667e-11,9.5028992783311793e-12,1.1937930082872467e-12,4.5065500219259299e-12,5.7984856233396992e-12,8.9873912653264653e-12,6.0502357525418207e-13,1.8333671393979553e-13,4.497130799159861e-13,6.4086652791833944e-13,5.2753908955649135e-14,7.3436477448738172e-14,2.391608224841666e-13,6.1597440108425086e-14,2.2039963087805563e-13,9.0559386755899666e-15,3.3774599692293543e-16,2.9788418412646809e-14,2.6440952959726341e-16,7.6984249332202431e-14,8.0662606914878057e-14,8.8098352853731908e-14,2.7593521863502316e-13,1.5024721422612429e-13,3.3211909134221737e-14,3.3897648893475707e-14,3.3139870077469192e-14,1.8013185312248584e-22,2.2025766555939673e-14,2.2357715001639947e-14,1.2304155137514688e-13
