Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297),S(144),S(42)
5.205131253999999e-07,0.3481269103708697,89.099999999999994,0.0,0.0,0.0,0.99999999998535238,10.999999999976895,1.8539483809373349e-12,9.8587716467089252e-13,1.5440468320021223e-12,1.2488412282986285e-12,1.5152739813145742e-12,6.2200594634258048e-14,1.6057421341706951e-13,4.8792195871977028e-14,3.2455100984261467e-14,1.1147224806347974e-14,3.5783793211515654e-13,1.8943689737286767e-12,2.8238597550639208e-13,9.1755225681189735e-14,4.6655110282338717e-12,4.4188672734743992e-12,3.5618949335255263e-12,1.6835277970737601e-13,1.2620515703824128e-12,1.26090830968731e-12,3.4065302432856459e-12,1.812517004800019e-13,5.6747267412382747e-14,1.1705085712224586e-13,4.081140870328856e-13,1.2798221105429624e-14,2.2904396455577901e-14,1.4966576221326757e-13,1.2407311063777e-14,8.9437592774915207e-14,3.5151513511459424e-15,2.0789464293975719e-17,2.238936597456201e-14,1.3852049940004761e-16,6.0619914680104717e-14,9.6018330299777824e-14,6.2028066811348587e-14,8.4292511176272719e-14,9.7404633008725091e-14,9.0994500179607014e-15,1.9504336076827991e-14,6.5240864975407038e-14,7.8546069143539903e-23,2.5413939509064406e-14,2.4835920873233641e-14,8.7617808415385766e-14,3.8418773335098755e-14,7.7449665747060416e-16,7.3930419545186202e-14
5.809111029999999e-07,0.34812691037086474,89.099999999999994,0.0,0.0,0.0,0.99999999998358713,10.999999999973479,1.9042428653145503e-12,1.1534648714960761e-12,1.573454081967952e-12,1.2831571375798859e-12,1.5449296459329987e-12,6.3982962028834727e-14,1.6795648465440985e-13,5.7638246351790622e-14,3.769314822972572e-14,1.2636648363516696e-14,4.2558362501785639e-13,2.1345652779940941e-12,3.3070462589326857e-13,1.0491749154080195e-13,5.3056856119074132e-12,5.0852334372400364e-12,4.0363291259327717e-12,1.8556471510178604e-13,1.4006780721442558e-12,1.4686075019476692e-12,3.8813429152172978e-12,2.0447407558696064e-13,6.739358504172011e-14,1.4345248845360632e-13,4.9186435724857621e-13,1.457625239878485e-14,2.6958889685074683e-14,1.78539793004014e-13,1.4808232585015832e-14,1.081091219973812e-13,4.0492529832912606e-15,2.1255933800041608e-17,2.5965832208330903e-14,1.6526333575108977e-16,7.5399238148846994e-14,1.3153400138171124e-13,8.338222503703383e-14,1.0161831772369656e-13,1.25259145779979e-13,1.0419404101189482e-14,2.3988433322647372e-14,9.2801301129263132e-14,9.1092979348905454e-23,3.2900589132759515e-14,3.3595610765633759e-14,1.1419788407087178e-13,5.1917725108316769e-14,9.0795175798994255e-16,9.5164814070375202e-14
6.413090805999998e-07,0.3481269103708597,89.099999999999994,0.0,0.0,0.0,0.99999999998180578,10.999999999970026,1.9494821205271867e-12,1.3327165081257253e-12,1.5994534862706852e-12,1.3163405490232757e-12,1.5714863819995902e-12,6.5752626341885795e-14,1.7535395060665222e-13,6.7316704567605854e-14,4.3288025231973662e-14,1.4181142582601454e-14,4.9997687234121701e-13,2.3756901078414238e-12,3.8247249491151017e-13,1.1860899888814144e-13,5.9429394229180476e-12,5.7516179192777015e-12,4.4995438782208279e-12,2.0254023294814502e-13,1.5373775135718948e-12,1.6828323312107951e-12,4.3538181789284305e-12,2.2797971081850882e-13,7.8240039305347939e-14,1.7246169438476762e-13,5.7769516792940471e-13,1.6346336320897302e-14,3.1006977257494707e-14,2.0753273931777402e-13,1.7321507107291008e-14,1.2776517255430162e-13,4.6061405225713066e-15,2.1684144566673942e-17,2.9702110049705395e-14,1.9211751672722797e-16,9.0961105099562609e-14,1.7332229857105491e-13,1.0820902848862914e-13,1.202342575120309e-13,1.5668213269627776e-13,1.173326194099235e-14,2.878690925973009e-14,1.2652429027025602e-13,1.0420053846343111e-22,4.152030544857354e-14,4.4158867413608539e-14,1.445061381182237e-13,6.775606143261593e-14,1.0509838349044219e-15,1.1901924677160265e-13
7.017070581999998e-07,0.3481269103708548,89.099999999999994,0.0,0.0,0.0,0.9999999999800081,10.999999999966537,1.9913674653943881e-12,1.5235497082291634e-12,1.6231819307980779e-12,1.3488083718144805e-12,1.5961206939616763e-12,6.7496396767441017e-14,1.8277426510454335e-13,7.783594615607272e-14,4.9238934289224368e-14,1.5776493512832319e-14,5.8111916854676214e-13,2.6177095287927797e-12,4.3768681504174452e-13,1.3279338714879167e-13,6.5767760234654983e-12,6.4162415886710626e-12,4.9509816811456427e-12,2.1929597892413007e-13,1.672325707956483e-12,1.9033000921980117e-12,4.8237090359446202e-12,2.5175510062400824e-13,8.9210713495767004e-14,2.0409284514146995e-13,6.6486863737542409e-13,1.8107018759522706e-14,3.5016551840628168e-14,2.3636580166938233e-13,1.9931089879739761e-14,1.482663869284137e-13,5.1844083367775636e-15,2.2087101068465387e-17,3.3589191742220236e-14,2.1882445345684613e-16,1.0709541305714429e-13,2.2137728236178687e-13,1.3648846787547832e-13,1.4010758068374778e-13,1.9165596776552901e-13,1.3040071852072175e-14,3.3843739731304806e-14,1.6668294651482766e-13,1.1783714559841543e-22,5.1321248003525853e-14,5.661060751503553e-14,1.7853753535531334e-13,8.5968643692967829e-14,1.2035874840649517e-15,1.4542945105897892e-13
7.621050357999998e-07,0.3481269103708497,89.099999999999994,0.0,0.0,0.0,0.99999999997819422,10.999999999963022,2.0310061688239372e-12,1.7258385699837936e-12,1.6453334224902512e-12,1.3807831569515371e-12,1.6195593248543001e-12,6.9215896213078741e-14,1.9020974542910001e-13,8.9198472884730273e-14,5.554467183902618e-14,1.7418472013786162e-14,6.6905785748828691e-13,2.8606139143728566e-12,4.9633899789371191e-13,1.4743283774132611e-13,7.2069260756417334e-12,7.0779678418968866e-12,5.3904614033849225e-12,2.3584943941103231e-13,1.805663006830609e-12,2.1298204014327686e-12,5.2909625884117015e-12,2.7578639132844735e-13,1.0025130389008341e-13,2.3836209551809038e-13,7.5285123360572311e-13,1.9857511497104821e-14,3.8965670295809543e-14,2.6484524167922458e-13,2.2622920849474857e-14,1.6949089162099188e-13,5.7825467774402914e-15,2.2472713655500075e-17,3.761712655285046e-14,2.4520443270600517e-16,1.2362970145396698e-13,2.7564249148388414e-13,1.6817772517953308e-13,1.6120898865132477e-13,2.3016088760251613e-13,1.433955099390257e-14,3.911141081203759e-14,2.134729719802872e-13,1.3196789172759262e-22,6.2348602234959551e-14,7.1011981377336627e-14,2.1627901519124078e-13,1.065763460197615e-13,1.3657398445626528e-15,1.7432916350687946e-13
8.225030133999998e-07,0.34812691037084464,89.099999999999994,0.0,0.0,0.0,0.99999999997636391,10.999999999959481,2.0691072318064487e-12,1.9394271833860838e-12,1.6663200078022286e-12,1.4123716398922975e-12,1.6422393225454339e-12,7.0922040959938432e-14,1.9765973106800561e-13,1.0140215494502914e-13,6.2203739340772138e-14,1.9102913660957852e-14,7.6379717709300921e-13,3.1043920417656374e-12,5.5841652732602943e-13,1.6248927713615991e-13,7.8332575791221571e-12,7.7360894958596978e-12,5.8180339754471403e-12,2.5221808398463342e-13,1.9375027122933403e-12,2.362261744553707e-12,5.7556287294781941e-12,3.000597922855193e-13,1.1132345296650739e-13,2.7528676711887701e-13,8.4126206803742437e-13,2.1597428908598161e-14,4.283980264865525e-14,2.9284004779854637e-13,2.5384686091076709e-14,1.9133212618199618e-13,6.3990005971483609e-15,2.2845650481684078e-17,4.1775458442233186e-14,2.7113591100919562e-16,1.4042533914357728e-13,3.3602657925563748e-13,2.0321847241054509e-13,1.8351152461173654e-13,2.7217583767064208e-13,1.5631802359804804e-14,4.4550644836098806e-14,2.6702753653083429e-13,1.4655609511585662e-22,7.464437670105481e-14,8.7404574880389705e-14,2.5771225003424959e-13,1.295900265628117e-13,1.5374064614063239e-15,2.0565161544691657e-13
8.829009909999997e-07,0.3481269103708397,89.099999999999994,0.0,0.0,0.0,0.99999999997451727,10.999999999955913,2.1061242021911238e-12,2.164139539168039e-12,1.6863897926026487e-12,1.4436305536465497e-12,1.6644259672385236e-12,7.2614644727136493e-14,2.0513155101731393e-13,1.1444128498548918e-13,6.9214442738793214e-14,2.0825789113952137e-14,8.6530764658392273e-13,3.3490272091106912e-12,6.239043792340318e-13,1.7792531681296634e-13,8.4557021579660268e-12,8.3901732421480149e-12,6.2338767309610918e-12,2.6841524846620673e-13,2.0679558330832401e-12,2.60052680624871e-12,6.2177935117172637e-12,3.2456340522751876e-13,1.2240053345754926e-13,3.1488486916062278e-13,9.2983436665606618e-13,2.3326570935949132e-14,4.6629801235641168e-14,3.2026543351432751e-13,2.8205630180069781e-14,2.1369680822235377e-13,7.0322097104839882e-15,2.3208735930330217e-17,4.6053509297252561e-14,2.9654021593800319e-16,1.5737313010470905e-13,4.0241480653939709e-13,2.4154223115577898e-13,2.0698976101345917e-13,3.1767915479237395e-13,1.6917058153720022e-14,5.0129707389815836e-14,3.2742989213058851e-13,1.6156429495196509e-22,8.8247317704063268e-14,1.058140925803019e-13,3.0281565852341966e-13,1.5501347337545539e-13,1.7185461574297476e-15,2.3933061048600489e-13
9.432989685999997e-07,0.34812691037083476,89.099999999999994,0.0,0.0,0.0,0.9999999999726541,10.999999999952321,2.1423535646230448e-12,2.3997871220106781e-12,1.705703197769636e-12,1.4746015091784723e-12,1.6862894749266778e-12,7.4289908965798022e-14,2.1262738874179707e-13,1.2830745436520191e-13,7.6574974220358988e-14,2.2583249213144763e-14,9.735339072363499e-13,3.5945087790404218e-12,6.9278596792623556e-13,1.9370482150241519e-13,9.0742147201929367e-12,9.0399528905878807e-12,6.63822621265498e-12,2.8445193793293391e-13,2.1971245579825688e-12,2.8445365737989042e-12,6.6775416163681449e-12,3.4928642982011282e-13,1.3346435044315876e-13,3.5717473930849555e-13,1.0183846547732276e-12,2.5044804868819701e-14,5.0330324076180604e-14,3.4706978549663826e-13,3.1076353942532365e-14,2.365033297559383e-13,7.6806441096093286e-15,2.3563827296923203e-17,5.0440683038543524e-14,3.2136944424283665e-16,1.7438880019812494e-13,4.7467766261018619e-13,2.8307435234797283e-13,2.3161927157190612e-13,3.6664895391041078e-13,1.8195542549720721e-14,5.5823437516235829e-14,3.9472405278524392e-13,1.7695531821435442e-22,1.0319288359325856e-13,1.262535735456719e-13,3.5156578231570779e-13,1.8284561704213746e-13,1.9091132378447217e-15,2.7530118763118267e-13
9.999999999999997e-07,0.3481269103708296,89.099999999999994,0.0,0.0,0.0,0.9999999999708904,10.999999999948926,2.1758247282837061e-12,2.6307884020944745e-12,1.7232430215930995e-12,1.5034416589529527e-12,1.7066210435023744e-12,7.5849019960905681e-14,2.1968317240665667e-13,1.4206827430091117e-13,8.3801653142844098e-14,2.426134989099737e-14,1.081180976370008e-12,3.8257308949022279e-12,7.6052412615816952e-13,2.0880017825407989e-13,9.6512643146136075e-12,9.6458987547755007e-12,7.0076032801417341e-12,2.9937078585335529e-13,2.3172930172467657e-12,3.0787780450207669e-12,7.1070170795310043e-12,3.7268628596108144e-13,1.4382783058217756e-13,3.9934219100795418e-13,1.1013825752664549e-12,2.6647863261063639e-14,5.3720431980035705e-14,3.7164231305827819e-13,3.3809316952452797e-14,2.5825227187986336e-13,8.301928384831967e-15,2.3891034075594771e-17,5.4649469475538613e-14,3.4413142378358849e-16,1.9036741553036337e-13,5.4774055489613643e-13,3.2491457186397805e-13,2.557678254209087e-13,4.1575639807062559e-13,1.9389794603869662e-14,6.1255378781889314e-14,4.6418380207539779e-13,1.9172052556197252e-22,1.1847426585073091e-13,1.4729229118055476e-13,4.0062876733336962e-13,2.1116237989105223e-13,2.0965517243942035e-15,3.1109888280092721e-13
1.0036969461999997e-06,0.3481269103708296,89.099999999999994,0.0,0.0,0.0,0.99999999997077493,10.999999999948704,2.1779920878929044e-12,2.6461746434534318e-12,1.7243685928289409e-12,1.5053146365110248e-12,1.7079420181706848e-12,7.5950487044225715e-14,2.2014367936621749e-13,1.42990255258615e-13,8.428344830840784e-14,2.4371640623243281e-14,1.0884012009068914e-12,3.8408325238400962e-12,7.6504366839320166e-13,2.0979320056847628e-13,9.6887667316375176e-12,9.6852678544191183e-12,7.0313486775572276e-12,3.0033917626020061e-13,2.325092614417006e-12,3.0942232304004021e-12,7.1349488144837121e-12,3.7421813639176163e-13,1.4450256456916732e-13,4.0217484949005614e-13,1.1067876706717926e-12,2.6752046148106818e-14,5.3938615752221193e-14,3.7322420651418707e-13,3.3988632067845675e-14,2.5968038136519553e-13,8.342829323669979e-15,2.3912182394391426e-17,5.4926715470577155e-14,3.4559676359373482e-16,1.9140832461760565e-13,5.5267708914870622e-13,3.2773682748705943e-13,2.5737637724657386e-13,4.1906321827909732e-13,1.9467463573927567e-14,6.1612127981030935e-14,4.6892391527292703e-13,1.9269315619181833e-22,1.1951328988099645e-13,1.4872620656445331e-13,4.0393807114743991e-13,2.1308212252247681e-13,2.109058876839924e-15,3.1349987750957637e-13
1.0640949237999998e-06,0.3481269103708246,89.099999999999994,0.0,0.0,0.0,0.99999999996887967,10.999999999945064,2.2131681610016731e-12,2.9031039567543096e-12,1.7424567816474082e-12,1.5357853936218424e-12,1.7294539565472371e-12,7.7599633626695162e-14,2.2767932849152236e-13,1.5847784044612241e-13,9.2337921800623392e-14,2.6187515799872598e-14,1.2098205849851865e-12,4.087992481741724e-12,8.4065910439428872e-13,2.2615759585091291e-13,1.0299347954913247e-11,1.0326029920937637e-11,7.4135296062488782e-12,3.160869230873633e-13,2.4519331549255397e-12,3.349527473143622e-12,7.5900863900986557e-12,3.993483518249211e-13,1.5550685742388454e-13,4.4990370622171612e-13,1.1949580509535606e-12,2.8448263671762801e-14,5.7453651666817992e-14,3.9871500940776021e-13,3.6935275448319419e-14,2.8316564269001152e-13,9.0173586130268622e-15,2.4254600964066333e-17,5.9501781628453727e-14,3.6920945022184493e-16,2.0838347960997341e-13,6.3627062503262217e-13,3.7545012820272716e-13,2.8423803793021731e-13,4.7489980451126051e-13,2.0733028557334339e-14,6.7480434720476438e-14,5.500207357149156e-13,2.0874334107606938e-22,1.3723762671741418e-13,1.7322768026692238e-13,4.5990730157764816e-13,2.4571646040474769e-13,2.3183321811286142e-15,3.5386475603689657e-13
1.1244929013999998e-06,0.3481269103708195,89.099999999999994,0.0,0.0,0.0,0.99999999996696842,10.999999999941402,2.2479633464521011e-12,3.1703765069240632e-12,1.7600128960228354e-12,1.5660198862481298e-12,1.7508669376311793e-12,7.9236811695122569e-14,2.3523651760412092e-13,1.7475735689026646e-13,1.0073641388721424e-13,2.8027642389092919e-14,1.337692999048152e-12,4.3359799074570023e-12,9.1961338084452286e-13,2.4276702790833688e-13,1.0905960233986141e-11,1.0962200223226248e-11,7.785064608861908e-12,3.3170327606974644e-13,2.5777148555156733e-12,3.6103960431861718e-12,8.0430216218873265e-12,4.2466781567476003e-13,1.664717369622428e-13,5.0037974079859816e-13,1.2828385163525462e-12,3.0133461553727081e-14,6.0875589906620945e-14,4.2353894778754746e-13,3.9910009724058754e-14,3.0690464133676159e-13,9.7028976718548403e-15,2.4591572950034836e-17,6.4156519108119638e-14,3.9220446529188187e-16,2.252781554098187e-13,7.2531406332586067e-13,4.2613438803612671e-13,3.1218176751119687e-13,5.3413650602355828e-13,2.1992432293956531e-14,7.3416434918038093e-14,6.3798886295783532e-13,2.2507302780848865e-22,1.5639201197002949e-13,1.997480168546087e-13,5.1944786780300417e-13,2.8074061836149787e-13,2.536880793191303e-15,3.9633548743639618e-13
1.2452888565999998e-06,0.34812691037080934,89.099999999999994,0.0,0.0,0.0,0.99999999996309874,10.999999999934015,2.3165949161217036e-12,3.7351630256474491e-12,1.7936468556741605e-12,1.6258003481476643e-12,1.7934878935370786e-12,8.2478062535146351e-14,2.504143795209524e-13,2.0963739550956055e-13,1.1855742044185514e-13,3.1768781109705559e-14,1.6123659697577132e-12,4.8344126447571642e-12,1.0874613603614734e-12,2.7660665489208524e-13,1.2107298610866706e-11,1.2220757588319536e-11,8.497375376776725e-12,3.6257070975611306e-13,2.826333321724757e-12,4.1486289466780395e-12,8.9425122011047624e-12,4.7583945900712921e-13,1.8827135868298432e-13,6.096460757306526e-13,1.4576019352857862e-12,3.347085258167471e-14,6.7444884289884388e-14,4.7120987643096904e-13,4.5922565751723063e-14,3.5495995398299214e-13,1.110205048989348e-14,2.5250421305067066e-17,7.3670082959025764e-14,4.3636330828723408e-16,2.5872794714695645e-13,9.1917414124513674e-13,5.3609869488008509e-13,3.7122781739606743e-13,6.6272156097809604e-13,2.4493405009811606e-14,8.5456939558630018e-14,8.3437370549254321e-13,2.5844838314874112e-22,1.9908147005062538e-13,2.5878415243350781e-13,6.4913993155803174e-13,3.5792148770878899e-13,3.0015900080276824e-15,4.8736139521907959e-13
1.3660848117999997e-06,0.3481269103707993,89.099999999999994,0.0,0.0,0.0,0.99999999995916677,10.999999999926544,2.3841324082973995e-12,4.3389899133195383e-12,1.8254540053915458e-12,1.6846885649707804e-12,1.8359238626922952e-12,8.5674007470551498e-14,2.6567870576370246e-13,2.4751796102309837e-13,1.3773031336005467e-13,3.5573397723768111e-14,1.9115260696733424e-12,5.3360789305912048e-12,1.2684321205624837e-12,3.1110270681373036e-13,1.3292842295644528e-11,1.3461046748653997e-11,9.1705819624055514e-12,3.9299059850666204e-13,3.0713559511181297e-12,4.7085448506590675e-12,9.8338234219701692e-12,5.2766784802613015e-13,2.0988732265579385e-13,7.3011645105087672e-13,1.6309203957338161e-12,3.6764382212788053e-14,7.365933299831816e-14,5.1631576656621061e-13,5.1990342859559392e-14,4.0353397194696665e-13,1.2531175754547415e-14,2.5890588111141614e-17,8.3402959678722866e-14,4.7814615980055357e-16,2.9161891866219734e-13,1.1331268341718536e-12,6.5700990022375911e-13,4.3434343361079695e-13,8.0464144216169419e-13,2.6971518849972422e-14,9.7681311691215479e-14,1.0576753308376029e-12,2.9259312891446499e-22,2.4773711617418877e-13,3.25687100503703e-13,7.9280894583259948e-13,4.4454723310185229e-13,3.5027549590379288e-15,5.8612764145693811e-13
1.4868807669999997e-06,0.3481269103707892,89.099999999999994,0.0,0.0,0.0,0.99999999995517452,10.999999999918987,2.4507206025575114e-12,4.9803732121976263e-12,1.8555873457737875e-12,1.742719407974967e-12,1.8782511546519408e-12,8.8834853385268851e-14,2.810223362460901e-13,2.882850893343477e-13,1.5823888970756002e-13,3.9422881978875639e-14,2.2342570138697514e-12,5.8409362946943491e-12,1.4623693345584964e-12,3.4607457035753032e-13,1.4462661936404719e-11,1.468326995509551e-11,9.806860945636141e-12,4.230044961966466e-13,3.3130978367726074e-12,5.2897831787317271e-12,1.0717281818705889e-11,5.8009275021477441e-13,2.3131509551490355e-13,8.6192798134121574e-13,1.8027343922432889e-12,4.001424149645375e-14,7.9534702176497027e-14,5.5896365754423864e-13,5.8085752842224811e-14,4.5238707414698749e-13,1.3982394136332886e-14,2.651354579526826e-17,9.3299323215810993e-14,5.1765212017917028e-16,3.2387461030256158e-13,1.3660876446933003e-12,7.8827526153369637e-13,5.0136382602771474e-13,9.59720218155823e-13,2.9427706361888183e-14,1.1005537412709166e-13,1.3074161414914747e-12,3.2731141691104915e-22,3.0247758796775101e-13,4.0028285289324485e-13,9.5025213652948221e-13,5.4053790229258886e-13,4.0399416710892911e-15,6.9220951909857248e-13
1.6076767221999996e-06,0.3481269103707792,89.099999999999994,0.0,0.0,0.0,0.99999999995112276,10.999999999911354,2.5164030594720882e-12,5.6578900818368803e-12,1.8841477819141319e-12,1.799905675441042e-12,1.9204873644729882e-12,9.1961663389366588e-14,2.9644608554318181e-13,3.3182466579516213e-13,1.8006691336886624e-13,4.3301397450607576e-14,2.5796340733242423e-12,6.3489360214437162e-12,1.669115957001689e-12,3.8136788457936916e-13,1.5616862851747225e-11,1.58877273505141e-11,1.0408294821821791e-11,4.5264375862696445e-13,3.5518159732754106e-12,5.8920046162983909e-12,1.1593177528034192e-11,6.3306009620689089e-13,2.5255748353802807e-13,1.0052120373039605e-12,1.9730585424966164e-12,4.322072179041806e-14,8.5088828433019108e-14,5.9928063517616159e-13,6.4188234059566589e-14,5.0134034221676798e-13,1.5448949137877225e-14,2.7120110489085098e-17,1.0331118616533876e-13,5.5499889547523707e-16,3.5546478800483924e-13,1.6170191160347045e-12,9.2932922814169679e-13,5.7213067098007821e-13,1.1277828339517713e-12,3.1862786264554299e-14,1.2255851903149726e-13,1.5830652315442599e-12,3.624348983767839e-22,3.6338869069766187e-13,4.8237810585515185e-13,1.1212691461349605e-12,6.4581210070974041e-13,4.6127140442529101e-15,8.0520620078126783e-13
1.7284726773999996e-06,0.348126910370769,89.099999999999994,0.0,0.0,0.0,0.99999999994701294,10.999999999903643,2.5811863087439878e-12,6.3701838024041722e-12,1.9112128014425237e-12,1.8562517132587585e-12,1.9626265205572437e-12,9.505685000523295e-14,3.1195020922025827e-13,3.7802473962356519e-13,2.0319817980261376e-13,4.7195545922206309e-14,2.9467466132671383e-12,6.8600310449840628e-12,1.8885150949317029e-12,4.168516586051242e-13,1.6755568115606248e-11,1.7074749413041101e-11,1.0976860602468754e-11,4.8193388593188303e-13,3.7877149294218263e-12,6.5148844877579426e-12,1.2461781680648338e-11,6.8652008103644708e-13,2.7361994889959813e-13,1.1600935749305142e-12,2.1419345478902946e-12,4.6384165377812632e-14,9.0339642797474192e-14,6.3739629414175037e-13,7.0282395826369066e-14,5.5025970050136732e-13,1.6925087368516556e-14,2.7710827474451476e-17,1.1339757969494154e-13,5.9030652889574181e-16,3.8638205347136713e-13,1.8849370040195947e-12,1.0796357988911753e-12,6.4649191481513919e-13,1.3086553693520869e-12,3.4277520967836839e-14,1.3517709666167381e-13,1.8840718852168361e-12,3.9781984701088959e-22,4.3052855513210131e-13,5.7177145902341667e-13,1.3056627841546468e-12,7.6028958466492685e-13,5.22063634465003e-15,9.2473941408095805e-13
1.8492686325999995e-06,0.3481269103707588,89.099999999999994,0.0,0.0,0.0,0.99999999994284638,10.999999999895858,2.6450872306406638e-12,7.1159653852208191e-12,1.9368642518616684e-12,1.9117686533239951e-12,2.0046705183274867e-12,9.8120986754715056e-14,3.2753349665794791e-13,4.2677698593813675e-13,2.2761656561819422e-13,5.1094038328404352e-14,3.3347123848374718e-12,7.3741761625784297e-12,2.1204106417041849e-12,4.5241532473758562e-13,1.787890035437746e-11,1.8244646738722703e-11,1.1514415825269276e-11,5.1089550215302573e-13,4.0209641868773356e-12,7.1581064776969328e-12,1.3323348079858442e-11,7.4042672747432918e-13,2.9450772201242716e-13,1.3266907312484477e-12,2.3094026117712524e-12,4.950491211334037e-14,9.5303979802702011e-14,6.7343228529851665e-13,7.6356564126222809e-14,5.9904325505933541e-13,1.8405943002646394e-14,2.8286325975251403e-17,1.2352380501079402e-13,6.2368770517035373e-16,4.1662702204671849e-13,2.1689129476946298e-12,1.2386893704516053e-12,7.2430155681222841e-13,1.50216529477667e-12,3.6672619790401139e-14,1.4790014726375849e-13,2.209887461962779e-12,4.333445329765523e-22,5.0393223722069521e-13,6.6826078526561671e-13,1.503239567952601e-12,8.8389287633719646e-13,5.8632750214296639e-15,1.0504522322796273e-12
1.9700645877999997e-06,0.3481269103707488,89.099999999999994,0.0,0.0,0.0,0.99999999993862398,10.999999999887999,2.7081319320685184e-12,7.8940100400008447e-12,1.9611877213776589e-12,1.9664725908943709e-12,2.046628841459627e-12,1.0115655127003147e-13,3.4319414458457656e-13,4.7797690681017342e-13,2.5330603005553149e-13,5.4987405907727906e-14,3.7426796908213226e-12,7.8913272207435136e-12,2.364647315557218e-12,4.8796598675880881e-13,1.8986982745531605e-11,1.9397711761680958e-11,1.2022705730173173e-11,5.3954612695852039e-13,4.2517019912502532e-12,7.8213624236247031e-12,1.4178114901542721e-11,7.9473707612283885e-13,3.1522570252379414e-13,1.5051148259527289e-12,2.4755003838106904e-12,5.2583302562196852e-14,9.9997620593869827e-14,7.0750258856282182e-13,8.240193031813974e-14,6.4761399570253609e-13,1.9887423788090571e-14,2.8847303569211127e-17,1.3366065890917669e-13,6.5524800304075203e-16,4.4620516757702908e-13,2.468071444209615e-12,1.4060130823681387e-12,8.0541959215007566e-13,1.70814152943265e-12,3.9048748543375223e-14,1.6071842086780458e-13,2.5599703772554278e-12,4.6890650599146045e-22,5.8361524436780998e-13,7.7164502980081724e-13,1.7138096160054863e-12,1.0165472180965081e-12,6.5401988250349334e-15,1.1820078843483673e-12
2.2116564981999996e-06,0.34812691037072857,89.099999999999994,0.0,0.0,0.0,0.99999999993001765,10.99999999987207,2.8317124815226084e-12,9.5422756621618042e-12,2.006148955857495e-12,2.0734904610123833e-12,2.1302986375991784e-12,1.071462146281348e-13,3.7474308231257175e-13,5.8731972445452488e-13,3.0843439870304633e-13,6.2728090300030969e-14,4.6153546647208208e-12,8.9344717282960181e-12,2.8895262383914454e-12,5.5872640535527061e-13,2.1157932505031517e-11,2.1654525618930293e-11,1.2958010195243989e-11,5.9597055468908065e-13,4.7060971803610423e-12,9.2067950988258602e-12,1.58681514369976e-11,9.0441106510274903e-13,3.5617385014051386e-13,1.8978564661439153e-12,2.8037573624585806e-12,5.8614495891105061e-14,1.0863282855644274e-13,7.7018142631913848e-13,9.4381157481735365e-14,7.4389679759275544e-13,2.2838934723337471e-14,2.9928028617524626e-17,1.5387101654008386e-13,7.1330918723517308e-16,5.0340858599386401e-13,3.1086665729123484e-12,1.7636906936174875e-12,9.7705035948928973e-13,2.1568159178038265e-12,4.3746615189399735e-14,1.8661241714616296e-13,3.3308088595841994e-12,5.3980820783204236e-22,7.6180619429556942e-13,9.9830093874990629e-13,2.1731860543704767e-12,1.3087205576650066e-12,7.9951859700867853e-15,1.4613921675481796e-12
2.4532484085999995e-06,0.3481269103707085,89.099999999999994,0.0,0.0,0.0,0.99999999992120292,10.999999999855866,2.9520525263582544e-12,1.130632210620466e-11,2.0466591652273155e-12,2.1774056690332551e-12,2.2136599907507351e-12,1.1303413860782492e-13,4.0658814548039815e-13,7.0529083558881747e-13,3.6845651999986151e-13,7.0369734381996886e-14,5.5585467970201523e-12,9.989120116803016e-12,3.461924169106939e-12,6.2866010473565599e-13,2.3269530302043632e-11,2.3847475532552624e-11,1.3794881640220057e-11,6.5129684159969831e-13,5.1516213548392039e-12,1.0668909838698274e-11,1.7533596474180822e-11,1.0152519083701784e-12,3.9650604734444538e-13,2.3390789229423728e-12,3.1270399876740823e-12,6.4480829796247284e-14,1.1635688614496589e-13,8.2624271062091027e-13,1.0618768278945692e-13,8.3882208203001894e-13,2.5758690704988085e-14,3.0957466477553118e-17,1.7387877505339451e-13,7.6524031569891994e-16,5.5811619230381553e-13,3.8006463902647877e-12,2.1493603484596983e-12,1.1603810988587325e-12,2.6533397508021519e-12,4.8375880779865873e-14,2.1281398728428573e-13,4.1924377456113728e-12,6.0999915420425051e-22,9.6493715484577013e-13,1.2501702572622175e-12,2.6823382190157609e-12,1.636256434609719e-12,9.5821880529440865e-15,1.7605592412809857e-12
